,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from,locked_date
686,"['python', 'django', 'django-forms']","{'account_id': 4690682, 'reputation': 1411, 'user_id': 3796873, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff4bc08dd2bc3e08b3daddd43665c903?s=256&d=identicon&r=PG&f=1', 'display_name': 'manuel_b', 'link': 'https://stackoverflow.com/users/3796873/manuel-b'}",True,9190,2,12,1648373220,1586251233,61076688,CC BY-SA 4.0,https://stackoverflow.com/questions/61076688/django-form-dateinput-with-widget-in-update-loosing-the-initial-value,Django Form DateInput with widget in update: loosing the initial value,1586251922.0,61081644.0,,,,,
687,"['python', 'scikit-learn', 'kernel-density']","{'account_id': 18274230, 'reputation': 1, 'user_id': 13304366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/029dab66b7d29bce3d7bcae4dc068f43?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tessa Danehy', 'link': 'https://stackoverflow.com/users/13304366/tessa-danehy'}",True,583,1,0,1648313080,1588025660,61469358,CC BY-SA 4.0,https://stackoverflow.com/questions/61469358/why-is-my-kde-plot-showing-up-as-vertical-lines-instead-of-a-curve,Why is my kde plot showing up as vertical lines instead of a curve?,1648313080.0,,,,,,
688,"['python', 'tensorflow', 'keras', 'classification']","{'account_id': 16465284, 'reputation': 635, 'user_id': 11895506, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2095525040749195/picture?type=large', 'display_name': 'Alex Ivanov', 'link': 'https://stackoverflow.com/users/11895506/alex-ivanov'}",False,304,0,3,1648309019,1586345045,61099524,CC BY-SA 4.0,https://stackoverflow.com/questions/61099524/keras-fearure-importance-classification-metrics-cant-handle-a-mix-of-binary-a,"Keras, fearure importance: Classification metrics can&#39;t handle a mix of binary and continuous targets",,,,,,,
689,"['python', 'django', 'bootstrap-datepicker']","{'account_id': 17432685, 'reputation': 353, 'user_id': 12636391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ab75c4fb8a321616493acf3f488af0f?s=256&d=identicon&r=PG&f=1', 'display_name': 'finethen', 'link': 'https://stackoverflow.com/users/12636391/finethen'}",True,1187,2,1,1648246478,1586614123,61158082,CC BY-SA 4.0,https://stackoverflow.com/questions/61158082/django-datepicker-with-django-widget-tweaks,Django: DatePicker with &quot;django-widget-tweaks&quot;,,63874371.0,,,,,
690,"['python', 'scipy', 'python-imaging-library', 'imread']","{'account_id': 14563303, 'reputation': 143, 'user_id': 10518799, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a548f3fcde761e1ecd9042d25dfb617?s=256&d=identicon&r=PG&f=1', 'display_name': 'S.Xu', 'link': 'https://stackoverflow.com/users/10518799/s-xu'}",True,1056,1,1,1648239478,1588085699,61483222,,https://stackoverflow.com/questions/61483222/attributeerror-module-scipy-misc-has-no-attribute-imread,AttributeError: module &#39;scipy.misc&#39; has no attribute &#39;imread&#39;,1648239478.0,61484088.0,,1648239469.0,Duplicate,,
691,"['python', 'pandas']","{'account_id': 13060858, 'reputation': 773, 'user_id': 9581909, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20fd65781a68386f33593b0b6593cc70?s=256&d=identicon&r=PG&f=1', 'display_name': 'Grendel', 'link': 'https://stackoverflow.com/users/9581909/grendel'}",True,1351,3,0,1648218214,1585674744,60956166,CC BY-SA 4.0,https://stackoverflow.com/questions/60956166/reduce-size-in-a-csv-dataframe,Reduce size in a csv dataframe,1585675198.0,60956294.0,,,,,
692,"['python', 'pyaudio']","{'account_id': 17839956, 'reputation': 97, 'user_id': 12958034, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b2b0c8401fe8a7e53c492302badb7f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shivam sharma', 'link': 'https://stackoverflow.com/users/12958034/shivam-sharma'}",True,23740,7,5,1648216985,1587487143,61348555,CC BY-SA 4.0,https://stackoverflow.com/questions/61348555/error-pyaudio-0-2-11-cp38-cp38-win-amd64-whl-is-not-a-supported-wheel-on-this-p,ERROR: PyAudio-0.2.11-cp38-cp38-win_amd64.whl is not a supported wheel on this platform,,,,,,,
693,"['python', 'tkinter']","{'account_id': 16563726, 'reputation': 11, 'user_id': 11968958, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HpurN.jpg?s=256&g=1', 'display_name': 'Muhammad Anas Atiq', 'link': 'https://stackoverflow.com/users/11968958/muhammad-anas-atiq'}",False,460,1,0,1648193556,1585695864,60961253,CC BY-SA 4.0,https://stackoverflow.com/questions/60961253/text-editor-on-python-3-7-4-using-tkinter,Text Editor on Python-3.7.4 using tkinter,1585707281.0,,,,,,
694,"['python', 'arrays']","{'account_id': 18152312, 'reputation': 23, 'user_id': 13204848, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e2c297f57306c20f8379d202eedd087?s=256&d=identicon&r=PG&f=1', 'display_name': 'Naomi', 'link': 'https://stackoverflow.com/users/13204848/naomi'}",True,3209,4,2,1648175771,1585870107,61002818,CC BY-SA 4.0,https://stackoverflow.com/questions/61002818/leetcode-problem-to-remove-instances-of-a-value-in-an-array,Leetcode problem to remove instances of a value in an array,1585888735.0,61003435.0,,,,,
695,"['python', 'amazon-web-services', 'ssh', 'aws-lambda', 'pysftp']","{'account_id': 8479121, 'reputation': 796, 'user_id': 6359310, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/peO71.png?s=256&g=1', 'display_name': 'Vikramsinh Gaikwad', 'link': 'https://stackoverflow.com/users/6359310/vikramsinh-gaikwad'}",True,896,2,5,1648132484,1588084704,61482874,CC BY-SA 4.0,https://stackoverflow.com/questions/61482874/how-to-connect-ec2-using-pysftp-via-aws-lambda-without-pem-file-or-alternate-to,How to connect EC2 using pysftp via AWS Lambda without .pem file or alternate to .pem file,1593368062.0,61483610.0,,,,,
696,"['python', 'numpy', 'wav', 'numpy-ndarray', 'waveform']","{'account_id': 15330154, 'reputation': 141, 'user_id': 11060068, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-GIn8d6gC2DM/AAAAAAAAAAI/AAAAAAAABEw/vK2QMpM0Gt4/photo.jpg?sz=256', 'display_name': 'Davin Reinaldo Gozali', 'link': 'https://stackoverflow.com/users/11060068/davin-reinaldo-gozali'}",True,2263,2,2,1648048799,1587224663,61291893,CC BY-SA 4.0,https://stackoverflow.com/questions/61291893/python-convert-array-of-float-audio-data-to-wav-file,Python - Convert Array of Float audio data to wav file,1587231085.0,61387300.0,,,,,
697,"['python', 'plotly', 'plotly-python']","{'account_id': 2536952, 'reputation': 45, 'user_id': 2203789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a48220f72f4273e859a108ed5d415925?s=256&d=identicon&r=PG', 'display_name': 'Lakshman Naik', 'link': 'https://stackoverflow.com/users/2203789/lakshman-naik'}",True,1753,2,1,1648045151,1586953239,61228566,CC BY-SA 4.0,https://stackoverflow.com/questions/61228566/display-of-trace-values-of-all-sub-plots-at-the-bottom-of-figure-in-plotly,Display of trace values of all sub plots at the bottom of figure in Plotly,1595386853.0,,,,,,
698,"['python', 'keras', 'tensorflow2.0']","{'account_id': 6978020, 'reputation': 45, 'user_id': 5352102, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/870da686594794c2c36746e1955eebd4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/5352102/jon'}",True,1035,2,0,1647960517,1587063952,61258124,CC BY-SA 4.0,https://stackoverflow.com/questions/61258124/python-model-fit-generator-gets-stuck-on-first-epoch-and-tries-to-compute-unkno,Python model.fit_generator gets stuck on first epoch and tries to compute &quot;unknown&quot; number of steps,,61259499.0,,,,,
699,"['python', 'django', 'django-rest-framework']","{'account_id': 17973922, 'reputation': 113, 'user_id': 13061990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/blXFo.jpg?s=256&g=1', 'display_name': 'mohamedSdn', 'link': 'https://stackoverflow.com/users/13061990/mohamedsdn'}",True,1213,1,4,1647940521,1587069860,61259735,CC BY-SA 4.0,https://stackoverflow.com/questions/61259735/remove-default-apps-in-installed-apps,remove default apps in INSTALLED_APPS,1647940521.0,61270008.0,,,,,
700,"['python', 'pytorch', 'pickle']","{'account_id': 1589784, 'reputation': 10023, 'user_id': 1601580, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/2B6rV.png?s=256&g=1', 'display_name': 'Charlie Parker', 'link': 'https://stackoverflow.com/users/1601580/charlie-parker'}",True,1432,3,1,1647894523,1588191069,61510810,CC BY-SA 4.0,https://stackoverflow.com/questions/61510810/how-does-one-pickle-arbitrary-pytorch-models-that-use-lambda-functions,How does one pickle arbitrary pytorch models that use lambda functions?,,71563744.0,,,,,
701,"['python', 'python-imaging-library', 'border', 'image-manipulation']","{'account_id': 18391473, 'reputation': 53, 'user_id': 13397045, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhmPlw4pcAmI8ASbkb6oivFi0ZCFz_LLy7c2u2x89w=k-s256', 'display_name': 'Gilad Kustin', 'link': 'https://stackoverflow.com/users/13397045/gilad-kustin'}",True,3458,5,4,1647869713,1587721818,61405583,CC BY-SA 4.0,https://stackoverflow.com/questions/61405583/how-can-i-add-an-outline-stroke-border-to-a-png-image-with-pillow-library-in-pyt,How Can I Add an Outline/Stroke/Border to a PNG Image with Pillow Library in Python?,1587907249.0,,,,,,
702,"['python', 'selenium']","{'account_id': 4485095, 'reputation': 23, 'user_id': 13303513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8135d5220a7b44a6293749e382d3f845?s=256&d=identicon&r=PG&f=1', 'display_name': 'user13303513', 'link': 'https://stackoverflow.com/users/13303513/user13303513'}",False,1585,0,1,1647869703,1586795239,61192271,CC BY-SA 4.0,https://stackoverflow.com/questions/61192271/python-selenium-switch-to-default-content-not-working,Python selenium switch to default content not working,,,,,,,
703,"['python', 'jupyter-notebook', 'ipython', 'ipywidgets']","{'account_id': 11169672, 'reputation': 85, 'user_id': 8201718, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-phyXLB2LFnE/AAAAAAAAAAI/AAAAAAAAA9Y/klmyFWYvRh0/photo.jpg?sz=256', 'display_name': 'Brites', 'link': 'https://stackoverflow.com/users/8201718/brites'}",True,2332,1,5,1647822273,1586719063,61176844,CC BY-SA 4.0,https://stackoverflow.com/questions/61176844/update-displayed-value-everytime-ipywidgets-are-updated,Update displayed value everytime ipywidgets are updated,1647822273.0,61177074.0,,,,,
704,"['python', 'tkinter']","{'account_id': 13461569, 'reputation': 35, 'user_id': 9713392, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-zuYFzKwkamw/AAAAAAAAAAI/AAAAAAAAADY/TsnL_FVqN6o/photo.jpg?sz=256', 'display_name': 'Harsh Gurjar', 'link': 'https://stackoverflow.com/users/9713392/harsh-gurjar'}",True,537,1,-1,1647771853,1586496148,61134464,CC BY-SA 4.0,https://stackoverflow.com/questions/61134464/how-can-i-show-the-front-cover-image-of-an-audio-file,how can i show the front cover image of an audio file,,61134984.0,,,,,
705,"['python', 'windows', 'virtualenv', 'python-venv']","{'account_id': 18165105, 'reputation': 65, 'user_id': 13215848, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf318face0465afdec7a3735a869a6f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'codydegen', 'link': 'https://stackoverflow.com/users/13215848/codydegen'}",True,980,3,2,1647693129,1587761792,61417317,CC BY-SA 4.0,https://stackoverflow.com/questions/61417317/virtual-environment-calling-global-installation-of-python-instead-of-venv-specif,Virtual Environment calling global installation of Python instead of venv-specifc version,1588014957.0,61484741.0,,,,,
706,"['python', 'pyspark', 'google-cloud-dataproc']","{'account_id': 7866983, 'reputation': 2125, 'user_id': 7479376, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d8b6cb4c5dc00d02418f51630dcd3806?s=256&d=identicon&r=PG&f=1', 'display_name': 'Galuoises', 'link': 'https://stackoverflow.com/users/7479376/galuoises'}",True,4927,3,6,1647620933,1587642311,61386462,CC BY-SA 4.0,https://stackoverflow.com/questions/61386462/submit-a-python-project-to-dataproc-job,Submit a Python project to Dataproc job,1588237830.0,,,,,,
707,"['python', 'pycharm']","{'account_id': 14518364, 'reputation': 11, 'user_id': 11866492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/420256bdec856c3825777e640426a670?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jacob G', 'link': 'https://stackoverflow.com/users/11866492/jacob-g'}",False,395,2,1,1647590717,1586458414,61128276,CC BY-SA 4.0,https://stackoverflow.com/questions/61128276/moving-pycharm-projects-folder-and-keeping-reference-to-python-interpreter,Moving PyCharm projects folder and keeping reference to python interpreter,,,,,,,
708,"['python', 'multithreading', 'pysimplegui']","{'account_id': 10431859, 'reputation': 11, 'user_id': 7691451, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YplSE.jpg?s=256&g=1', 'display_name': 'Prylux', 'link': 'https://stackoverflow.com/users/7691451/prylux'}",False,1002,1,1,1647513938,1586551307,61148374,CC BY-SA 4.0,https://stackoverflow.com/questions/61148374/stop-thread-without-closing-gui-window,Stop Thread without closing GUI window,1586558647.0,,,,,,
709,"['python', 'python-3.x', 'django', 'django-models', 'slugify']","{'account_id': 9800018, 'reputation': 550, 'user_id': 7261668, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10211502888638056/picture?type=large', 'display_name': 'Ross Symonds', 'link': 'https://stackoverflow.com/users/7261668/ross-symonds'}",True,1547,2,4,1647449530,1587151162,61279089,CC BY-SA 4.0,https://stackoverflow.com/questions/61279089/name-slugify-is-not-defined,name &#39;slugify&#39; is not defined,1647449530.0,61279158.0,,,,,
710,"['python', 'arrays', 'numpy']","{'account_id': 18265754, 'reputation': 31, 'user_id': 13297546, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a563a00c417c5ba3f201b70b5f55993?s=256&d=identicon&r=PG&f=1', 'display_name': 'lianwei82cn', 'link': 'https://stackoverflow.com/users/13297546/lianwei82cn'}",True,57,2,2,1647449476,1586739100,61180109,CC BY-SA 4.0,https://stackoverflow.com/questions/61180109/is-it-a-bug-of-numpy-advanced-indexing,is it a bug of numpy advanced indexing?,,,,,,,
711,"['python', 'pip']","{'account_id': 10529171, 'reputation': 21, 'user_id': 7759167, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/51ea30b281ad6c55973cd3ae97405070?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frank', 'link': 'https://stackoverflow.com/users/7759167/frank'}",True,2466,1,1,1647369877,1587777877,61419865,CC BY-SA 4.0,https://stackoverflow.com/questions/61419865/pip-is-not-using-extra-index-url-defined-in-pip-conf,pip is not using extra index url defined in pip.conf,1587777980.0,,,,,,
712,"['python', 'selenium', 'web-scraping', 'time', 'youtube']","{'account_id': 15747370, 'reputation': 503, 'user_id': 11363789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b95393dcdacc02cbd222e79548eccf7e?s=256&d=identicon&r=PG', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/11363789/anonymous'}",True,1086,1,1,1647349702,1587478401,61345666,CC BY-SA 4.0,https://stackoverflow.com/questions/61345666/selenium-cannot-find-youtube-search-bar,Selenium - cannot find youtube search bar,1587478614.0,61345926.0,,,,,
713,"['python', 'powershell']","{'account_id': 299882, 'reputation': 4797, 'user_id': 606723, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/9cf97b05a1379c1181ac7afb832ea1bf?s=256&d=identicon&r=PG', 'display_name': 'user606723', 'link': 'https://stackoverflow.com/users/606723/user606723'}",True,805,2,3,1647294563,1586694950,61171577,CC BY-SA 4.0,https://stackoverflow.com/questions/61171577/how-to-retain-colors-when-using-tee-object-in-powershell,How to retain colors when using Tee-Object in powershell?,1586696804.0,61172162.0,,,,,
714,"['python', 'tkinter', 'treeview']","{'account_id': 18114327, 'reputation': 43, 'user_id': 13171149, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a875df704382b7469bddc5bfa6884127?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/13171149/steve'}",True,3080,2,1,1647291303,1585669362,60954478,CC BY-SA 4.0,https://stackoverflow.com/questions/60954478/tkinter-treeview-doesnt-resize-with-window,"Tkinter, treeview doesn&#39;t resize with window",,60954700.0,,,,,
715,"['python', 'machine-learning', 'scikit-learn', 'classification', 'prediction']","{'account_id': 15055338, 'reputation': 479, 'user_id': 10868426, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b20a85f7baad2cc5047ff6c2cff0692?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fabiana', 'link': 'https://stackoverflow.com/users/10868426/fabiana'}",True,16712,1,14,1647279808,1586770144,61184906,CC BY-SA 4.0,https://stackoverflow.com/questions/61184906/difference-between-predict-vs-predict-proba-in-scikit-learn,Difference between predict vs predict_proba in scikit-learn,1586796720.0,61185477.0,,,,,
716,"['python', 'json', 'python-2.7']","{'account_id': 5311155, 'reputation': 153, 'user_id': 8478916, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50ee2232b99b3f810fe4ae0db2d1b37e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/8478916/dan'}",True,164,2,0,1647268067,1588257233,61525873,CC BY-SA 4.0,https://stackoverflow.com/questions/61525873/python-parse-concatenated-json,Python: Parse concatenated JSON,1588257799.0,61526153.0,,,,,
717,"['python', 'jupyter-notebook']","{'account_id': 13969981, 'reputation': 81, 'user_id': 10088854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29cfb9bc3bc670649302f8a4fcafaf7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chinmay Parab', 'link': 'https://stackoverflow.com/users/10088854/chinmay-parab'}",True,6655,6,7,1647222097,1585728113,60966135,CC BY-SA 4.0,https://stackoverflow.com/questions/60966135/cant-launch-jupyter-notebook-modulenotfounderror-no-module-named-resource,Can&#39;t launch Jupyter Notebook ModuleNotFoundError: No module named &#39;resource&#39;,,,,,,,
718,"['python', 'api', 'input', 'syntax']","{'account_id': 18443696, 'reputation': 9, 'user_id': 13435635, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JSYp4m3aZe8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPsg8Gv8bF2goKICQMs51knfoY8bA/photo.jpg?sz=256', 'display_name': 'Serena Nelson', 'link': 'https://stackoverflow.com/users/13435635/serena-nelson'}",False,1509,1,0,1647165202,1588206259,61513890,CC BY-SA 4.0,https://stackoverflow.com/questions/61513890/python-api-user-input,Python &amp; API user input,1588206808.0,,,,,,
719,"['python', 'pandas', 'pivot', 'transpose', 'melt']","{'account_id': 2677177, 'reputation': 1247, 'user_id': 2313307, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/4ab9b88c6138c37a51501be30c4a6a6f?s=256&d=identicon&r=PG', 'display_name': 'finstats', 'link': 'https://stackoverflow.com/users/2313307/finstats'}",True,32,2,1,1647071352,1586469073,61130785,CC BY-SA 4.0,https://stackoverflow.com/questions/61130785/pandas-pivoting-rows-to-columns-with-columns-as-column-row,Pandas: pivoting rows to columns with columns as column-row,,61130820.0,,,,,
720,"['python', 'algorithm', 'artificial-intelligence', 'minimax']","{'account_id': 18199993, 'reputation': 63, 'user_id': 13244341, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46968a82d31d2c652855d2ad81795ad9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Albert', 'link': 'https://stackoverflow.com/users/13244341/albert'}",True,7052,3,5,1647016530,1586228844,61072185,CC BY-SA 4.0,https://stackoverflow.com/questions/61072185/minimax-algorithm-for-tictactoe-in-python,Minimax algorithm for Tictactoe in Python,1586243306.0,61072879.0,,,,,
721,"['python', 'django', 'django-forms', 'super', 'misaka']","{'account_id': 10384430, 'reputation': 3004, 'user_id': 7658051, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4N4vy.jpg?s=256&g=1', 'display_name': 'Tms91', 'link': 'https://stackoverflow.com/users/7658051/tms91'}",True,1121,3,1,1647006040,1586772927,61185687,CC BY-SA 4.0,https://stackoverflow.com/questions/61185687/integrityerror-not-null-constraint-failed-in-validating-form-missing-user-id,IntegrityError NOT NULL constraint failed: - in validating form missing user id (foreing key of anothermodel),1647006040.0,61186126.0,,,,,
722,"['python', 'amazon-s3', 'aws-glue']","{'account_id': 6701473, 'reputation': 1971, 'user_id': 5167801, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/Cdcxo.jpg?s=256&g=1', 'display_name': 'Anum Sheraz', 'link': 'https://stackoverflow.com/users/5167801/anum-sheraz'}",True,12693,3,9,1646992492,1586901009,61217834,CC BY-SA 4.0,https://stackoverflow.com/questions/61217834/how-to-use-extra-files-for-aws-glue-job,How to use extra files for AWS glue job,1587718167.0,61232411.0,,,,,
723,"['python', 'tensorflow', 'keras']","{'account_id': 18122076, 'reputation': 11, 'user_id': 13177981, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RKQUg.png?s=256&g=1', 'display_name': 'Ms.LaaLaa', 'link': 'https://stackoverflow.com/users/13177981/ms-laalaa'}",True,1265,1,1,1646927487,1585713358,60963454,CC BY-SA 4.0,https://stackoverflow.com/questions/60963454/using-tf-keras-utils-get-file-for-google-drive,using tf.keras.utils.get_file() for google drive,,,,,,,
724,"['python', 'python-3.x', 'python-poetry']","{'account_id': 7707552, 'reputation': 9751, 'user_id': 5838056, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/A1TkO.jpg?s=256&g=1', 'display_name': 'arshbot', 'link': 'https://stackoverflow.com/users/5838056/arshbot'}",True,10103,2,11,1646921859,1587753655,61415284,CC BY-SA 4.0,https://stackoverflow.com/questions/61415284/poetry-cant-find-version-of-dependency-even-though-it-exists,poetry can&#39;t find version of dependency even though it exists,1601495310.0,61415285.0,,,,,
725,"['python', 'opencv', 'video', 'brightness', 'contrast']","{'account_id': 10261107, 'reputation': 739, 'user_id': 7572396, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/531b041c08c91744b12729f8fe6ec874?s=256&d=identicon&r=PG&f=1', 'display_name': 'slalomchip', 'link': 'https://stackoverflow.com/users/7572396/slalomchip'}",True,14393,2,3,1646904064,1585933620,61016954,CC BY-SA 4.0,https://stackoverflow.com/questions/61016954/controlling-contrast-and-brightness-of-video-stream-in-opencv-and-python,Controlling Contrast and Brightness of Video Stream in OpenCV and Python,1585945002.0,61022201.0,,,,,
726,"['python', 'flask', 'flask-restplus']","{'account_id': 15193962, 'reputation': 423, 'user_id': 10963901, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gC8jv.jpg?s=256&g=1', 'display_name': 'beyond_inifinity', 'link': 'https://stackoverflow.com/users/10963901/beyond-inifinity'}",True,2314,2,4,1646853835,1587593997,61376040,CC BY-SA 4.0,https://stackoverflow.com/questions/61376040/flask-restful-how-to-document-response-body-with-fields-dict,flask restful: how to document response body with fields.Dict()?,,61438775.0,,,,,
727,"['python', 'orm', 'sqlalchemy', 'foreign-keys', 'relationship']","{'account_id': 5511246, 'reputation': 229, 'user_id': 4377455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac30015ac1da4d59ef3b3a7a6f2a52f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'giuliocatte', 'link': 'https://stackoverflow.com/users/4377455/giuliocatte'}",True,1890,1,1,1646844348,1588070132,61478145,CC BY-SA 4.0,https://stackoverflow.com/questions/61478145/sqlalchemy-orm-not-working-with-composite-foreign-keys,SQLAlchemy ORM not working with composite foreign keys,1588255342.0,61525160.0,,,,,
728,"['python', 'tensorflow', 'keras', 'loss-function']","{'account_id': 15412314, 'reputation': 75, 'user_id': 12966162, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e1d02b191c81c94e867e48cdcb738b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Poly-nom-nom-noo', 'link': 'https://stackoverflow.com/users/12966162/poly-nom-nom-noo'}",True,391,1,3,1646838088,1588178447,61506961,CC BY-SA 4.0,https://stackoverflow.com/questions/61506961/why-do-the-keras-loss-functions-reduce-the-dimensionality-by-one,Why do the keras loss functions reduce the dimensionality by one?,,,,,,,
729,"['python', 'string']","{'account_id': 17542427, 'reputation': 707, 'user_id': 12724372, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAIGJ9XVp3naC4vbx83rIiX9s45Krsp9EF7mZ45sQ=k-s256', 'display_name': 'Devarshi Goswami', 'link': 'https://stackoverflow.com/users/12724372/devarshi-goswami'}",True,12115,4,7,1646816551,1585768613,60978672,CC BY-SA 4.0,https://stackoverflow.com/questions/60978672/python-string-to-camelcase,Python: String to CamelCase,1585768876.0,60978847.0,,,,,
730,"['python', 'jupyter-notebook', 'anaconda', 'relative-import']","{'account_id': 10511925, 'reputation': 1819, 'user_id': 7747336, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/6dd274b841adccba7bf69dd44de180da?s=256&d=identicon&r=PG&f=1', 'display_name': 'CHRD', 'link': 'https://stackoverflow.com/users/7747336/chrd'}",True,4214,4,11,1646814391,1586172730,61058798,CC BY-SA 4.0,https://stackoverflow.com/questions/61058798/python-relative-import-in-jupyter-notebook,Python Relative Import in Jupyter Notebook,1586257427.0,61079434.0,,,,,
731,"['python', 'path', 'pip', 'installation']","{'account_id': 18167214, 'reputation': 541, 'user_id': 13217553, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ca9d7159c464db43812716c9d53f11c?s=256&d=identicon&r=PG&f=1', 'display_name': 'anhiqkao', 'link': 'https://stackoverflow.com/users/13217553/anhiqkao'}",True,78918,4,44,1646811712,1585991930,61026031,CC BY-SA 4.0,https://stackoverflow.com/questions/61026031/pip-installation-for-python3-problem-consider-adding-this-directory-to-path,PIP installation for Python3 problem: Consider adding this directory to PATH,1586003343.0,,,,,,
732,"['python', 'tensorflow', 'bert-language-model']","{'account_id': 18383037, 'reputation': 1, 'user_id': 13390735, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-DaJ5AQ4STTE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPRpWJMsL21V83AauhIUr34jrnaiQ/photo.jpg?sz=256', 'display_name': 'leonlin', 'link': 'https://stackoverflow.com/users/13390735/leonlin'}",False,2503,1,0,1646777555,1587647094,61387979,CC BY-SA 4.0,https://stackoverflow.com/questions/61387979/tensorflow-python-framework-errors-impl-outofrangeerror-read-less-bytes-than-re,tensorflow.python.framework.errors_impl.OutOfRangeError: Read less bytes than requested [[{{node checkpoint_initializer_196}}]],,,,,,,
