,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,accepted_answer_id,protected_date,migrated_from
410,"['python', 'keras', 'deep-learning']","{'account_id': 16183377, 'reputation': 1, 'user_id': 11684246, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-3VjFPT-IymY/AAAAAAAAAAI/AAAAAAAADuM/dCCgyGSfR-U/photo.jpg?sz=256', 'display_name': 'Subhankar Choudhury', 'link': 'https://stackoverflow.com/users/11684246/subhankar-choudhury'}",False,84,,0,0,1648479126,1561187185,,56713378,https://stackoverflow.com/questions/56713378/is-there-a-way-we-can-classify-between-chest-xray-and-not-chest-xray-using-keras,,Is there a way we can classify between chest xray and not chest xray using keras?,CC BY-SA 4.0,,,
411,"['android', 'python']","{'account_id': 543843, 'reputation': 19587, 'user_id': 913098, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e3e07b09128f889209b738276d42d7ef?s=256&d=identicon&r=PG', 'display_name': 'Gulzar', 'link': 'https://stackoverflow.com/users/913098/gulzar'}",False,2126,,1,3,1648382897,1560517861,,56598916,https://stackoverflow.com/questions/56598916/how-to-capture-android-screen-using-python,,How to capture android screen using python,CC BY-SA 4.0,,,
412,"['python', 'pandas']","{'account_id': 15874977, 'reputation': 61, 'user_id': 11454470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2c3154ede91c9da3c5a730c2b5cfb34?s=256&d=identicon&r=PG&f=1', 'display_name': 'JL1118', 'link': 'https://stackoverflow.com/users/11454470/jl1118'}",True,1015,,1,6,1648325193,1559724380,,56457085,https://stackoverflow.com/questions/56457085/rolling-regression-by-group-in-pandas-dataframe,,Rolling regression by group in pandas dataframe,CC BY-SA 4.0,,,
413,"['python', 'opengl', 'pygame', 'pyopengl', 'opengl-compat']","{'user_type': 'does_not_exist', 'display_name': 'user11462125'}",True,712,,1,2,1648305622,1560739480,1560798968.0,56624147,https://stackoverflow.com/questions/56624147/gl-lines-not-showing-up-on-top-of-cube,,GL_LINES not showing up on top of cube?,CC BY-SA 4.0,56624975.0,,
414,"['python', 'python-3.x', 'arguments', 'spyder', 'argparse']","{'account_id': 13778243, 'reputation': 599, 'user_id': 9944029, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Wi8Jqc0S_Cg/AAAAAAAAAAI/AAAAAAAAAAA/Vb61cAUqlbI/photo.jpg?sz=256', 'display_name': 'john', 'link': 'https://stackoverflow.com/users/9944029/john'}",True,3305,,1,3,1648140925,1560899891,,56658208,https://stackoverflow.com/questions/56658208/how-to-parse-arguments-in-python-spyder,,How to parse arguments in python (spyder)?,CC BY-SA 4.0,61996219.0,,
415,"['python', 'image', 'pdf']","{'account_id': 15995135, 'reputation': 175, 'user_id': 11543212, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bf9a26bfbbbc9837f5d72159b1dfe9a?s=256&d=identicon&r=PG&f=1', 'display_name': 'suba', 'link': 'https://stackoverflow.com/users/11543212/suba'}",True,4963,,1,2,1648114623,1560848552,1560848676.0,56645414,https://stackoverflow.com/questions/56645414/how-to-convert-all-pdf-files-in-a-directory-folder-to-image-python-3,,How to convert all pdf files in a directory/folder to image python 3?,CC BY-SA 4.0,56645644.0,,
416,"['python', 'numpy', 'bert-language-model']","{'account_id': 5756767, 'reputation': 8671, 'user_id': 4544413, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/e76680e93b59e0f38238f5a0c47d1ca3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luis Ramon Ramirez Rodriguez', 'link': 'https://stackoverflow.com/users/4544413/luis-ramon-ramirez-rodriguez'}",True,232,,1,1,1648080772,1560887562,1648080772.0,56656153,https://stackoverflow.com/questions/56656153/remove-loops-for-sentence-comparison-in-nlp,,Remove loops for sentence comparison in NLP,CC BY-SA 4.0,56737830.0,,
417,"['python', 'ssh', 'threadpool', 'cisco']","{'account_id': 12648487, 'reputation': 81, 'user_id': 9193464, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e21e0513d1c707fa8f792a34ff63f1a5?s=256&d=identicon&r=PG&f=1', 'display_name': 'MIYUKI NARAHARA', 'link': 'https://stackoverflow.com/users/9193464/miyuki-narahara'}",False,429,,1,0,1648062559,1561892531,,56824322,https://stackoverflow.com/questions/56824322/netmiko-ssh-with-threadpool,,Netmiko ssh with threadpool,CC BY-SA 4.0,,,
418,"['python', 'tkinter']","{'account_id': 13758935, 'reputation': 99, 'user_id': 9929118, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-EVAVd_JCsic/AAAAAAAAAAI/AAAAAAAAABo/UWfE3uK2Wgs/photo.jpg?sz=256', 'display_name': 'Iyush Bajracharya', 'link': 'https://stackoverflow.com/users/9929118/iyush-bajracharya'}",True,16837,,1,6,1647996253,1561374406,1647996253.0,56735255,https://stackoverflow.com/questions/56735255/cannot-import-tkfont,,Cannot import tkFont,CC BY-SA 4.0,56735534.0,,
419,['python'],"{'account_id': 10450539, 'reputation': 425, 'user_id': 8297745, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1373338099354242/picture?type=large', 'display_name': 'Raul Chiarella', 'link': 'https://stackoverflow.com/users/8297745/raul-chiarella'}",True,193,,3,-2,1647936685,1561648738,1561650606.0,56794204,https://stackoverflow.com/questions/56794204/include-a-variable-inside-a-input-statement,,Include a variable inside a INPUT statement,CC BY-SA 4.0,56794258.0,,
420,"['python', 'typing', 'mypy']","{'account_id': 2609565, 'reputation': 9378, 'user_id': 2259934, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/lqiMo.jpg?s=256&g=1', 'display_name': 'Paul Becotte', 'link': 'https://stackoverflow.com/users/2259934/paul-becotte'}",True,1202,,2,5,1647870837,1560953543,1561002966.0,56669787,https://stackoverflow.com/questions/56669787/mypy-catch-attributeerror,,Mypy catch AttributeError,CC BY-SA 4.0,71558798.0,,
421,"['python', 'nlp', 'bert-language-model']","{'account_id': 13446061, 'reputation': 193, 'user_id': 9701969, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Vicky Ding', 'link': 'https://stackoverflow.com/users/9701969/vicky-ding'}",True,16156,,3,6,1647587707,1560311006,1561453238.0,56554380,https://stackoverflow.com/questions/56554380/why-cant-i-import-functions-in-bert-after-pip-install-bert,,Why can&#39;t I import functions in bert after pip install bert,CC BY-SA 4.0,56557888.0,,
422,"['python', 'tensorflow']","{'account_id': 14626914, 'reputation': 63, 'user_id': 10564012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af7e58811ee09a596dcf8cdee37e5dc5?s=256&d=identicon&r=PG&f=1', 'display_name': 'flavio actv', 'link': 'https://stackoverflow.com/users/10564012/flavio-actv'}",True,262,,1,0,1647509356,1560883529,1647509356.0,56655240,https://stackoverflow.com/questions/56655240/recreate-relu-function-in-python,,Recreate Relu function in Python,CC BY-SA 4.0,56655470.0,,
423,"['python', 'tensorflow']","{'account_id': 12521598, 'reputation': 1860, 'user_id': 9112782, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--4mxPm3oCYs/AAAAAAAAAAI/AAAAAAAACUw/FUBqyB5LNHc/photo.jpg?sz=256', 'display_name': 'Madhuparna Bhowmik', 'link': 'https://stackoverflow.com/users/9112782/madhuparna-bhowmik'}",True,13391,,1,15,1647339167,1561840534,1561840748.0,56820723,https://stackoverflow.com/questions/56820723/what-is-tensorflow-python-data-ops-dataset-ops-optionsdataset,,What is tensorflow.python.data.ops.dataset_ops._OptionsDataset?,CC BY-SA 4.0,57536764.0,,
424,"['python', 'timeit']","{'account_id': 15924756, 'reputation': 349, 'user_id': 11520302, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/176f124078be230c83669014cefd9a2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'mark080', 'link': 'https://stackoverflow.com/users/11520302/mark080'}",True,1717,,2,12,1647295644,1561506653,1561508625.0,56763416,https://stackoverflow.com/questions/56763416/what-is-diffrence-between-number-and-repeat-in-python-timeit,,what is diffrence between number and repeat in python timeit?,CC BY-SA 4.0,,,
425,"['python', 'nlp', 'spacy']","{'account_id': 13098053, 'reputation': 678, 'user_id': 9463364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7009956ac49f574b6f35f0792cf8141?s=256&d=identicon&r=PG&f=1', 'display_name': 'acodejdatam', 'link': 'https://stackoverflow.com/users/9463364/acodejdatam'}",True,41311,,6,23,1647288965,1559790169,1559801282.0,56470403,https://stackoverflow.com/questions/56470403/spacy-nlp-spacy-loaden-core-web-lg,,Spacy nlp = spacy.load(&quot;en_core_web_lg&quot;),CC BY-SA 4.0,,,
426,"['python', 'python-3.x', 'bar-chart', 'plotly', 'legend']","{'account_id': 11293238, 'reputation': 1235, 'user_id': 8281509, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/21f00c08610978d5e9eed0c52939c0f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Natasha', 'link': 'https://stackoverflow.com/users/8281509/natasha'}",True,27504,,2,22,1647239839,1561731890,1561738090.0,56808693,https://stackoverflow.com/questions/56808693/customizing-the-order-of-legends-in-plotly,,Customizing the order of legends in plotly,CC BY-SA 4.0,56810052.0,,
427,"['python', 'python-3.x', 'selenium', 'web-scraping', 'xpath']","{'account_id': 16026811, 'reputation': 728, 'user_id': 11566849, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IMv3n.jpg?s=256&g=1', 'display_name': 'powerPixie', 'link': 'https://stackoverflow.com/users/11566849/powerpixie'}",True,51,,2,0,1647221030,1560711168,1647198962.0,56621735,https://stackoverflow.com/questions/56621735/xpath-getting-a-specific-set-of-elements-within-a-class,,XPath getting a specific set of elements within a class,CC BY-SA 4.0,,,
428,"['python', 'sympy']","{'user_type': 'does_not_exist', 'display_name': 'user11683992'}",True,723,,2,2,1647194532,1561672877,1561674567.0,56798932,https://stackoverflow.com/questions/56798932/is-there-a-way-to-output-an-equation-include-equal-sign-with-sympy,,Is there a way to output an equation include equal sign with sympy?,CC BY-SA 4.0,,,
429,"['python', 'python-3.x', 'mesh', 'vtk', 'paraview']","{'account_id': 10596482, 'reputation': 623, 'user_id': 7804991, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d8c99685cc360ab5598ef0263b22139b?s=256&d=identicon&r=PG&f=1', 'display_name': 'NaN', 'link': 'https://stackoverflow.com/users/7804991/nan'}",True,13574,,2,10,1647130043,1559333101,1612018584.0,56401123,https://stackoverflow.com/questions/56401123/reading-and-plotting-vtk-file-data-structure-with-python,,Reading and plotting VTK file data structure with python,CC BY-SA 4.0,,,
430,"['python', 'python-3.x']","{'account_id': 16052201, 'reputation': 1727, 'user_id': 11585723, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-8S5k_-iyM9w/AAAAAAAAAAI/AAAAAAAAD34/q84lIitQoo8/photo.jpg?sz=256', 'display_name': 'Zakria Khan', 'link': 'https://stackoverflow.com/users/11585723/zakria-khan'}",True,3259,,6,0,1647021723,1559363964,1559418113.0,56403899,https://stackoverflow.com/questions/56403899/python-age-calculator-based-on-dob,,Python age calculator based on DOB,CC BY-SA 4.0,56404429.0,,
431,"['python', 'python-3.x']","{'account_id': 431895, 'reputation': 3232, 'user_id': 816260, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/5b0e667c8c179afe4e4b8dec55220a99?s=256&d=identicon&r=PG', 'display_name': 'jjwdesign', 'link': 'https://stackoverflow.com/users/816260/jjwdesign'}",True,6363,1561225882.0,2,2,1646953846,1561157696,1561225010.0,56711247,https://stackoverflow.com/questions/56711247/in-python3-how-do-you-test-exception-handling-within-a-unit-test,Duplicate,"In Python3, how do you test exception handling within a unit test?",,,,
432,"['python', 'matplotlib', 'seaborn']","{'account_id': 7666458, 'reputation': 798, 'user_id': 5810060, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/HKaa1.jpg?s=256&g=1', 'display_name': 'Raul Gonzales', 'link': 'https://stackoverflow.com/users/5810060/raul-gonzales'}",True,10796,,2,7,1646951156,1559805126,,56472534,https://stackoverflow.com/questions/56472534/seaborn-catplot-only-changing-the-x-and-y-labels-on-1-of-the-rows,,Seaborn Catplot only changing the X and Y labels on 1 of the rows,CC BY-SA 4.0,56472966.0,,
433,"['python', 'oracle', 'sql-insert', 'bulk']","{'account_id': 16004666, 'reputation': 13, 'user_id': 11550469, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--9XdtKz6CT4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reySN73HljZxttV6INU57i23iX4NA/mo/photo.jpg?sz=256', 'display_name': 'joaquin castelari', 'link': 'https://stackoverflow.com/users/11550469/joaquin-castelari'}",True,1830,,2,0,1646949393,1559832148,1592644375.0,56479926,https://stackoverflow.com/questions/56479926/inserting-multiple-values-in-pl-sql-in-python-with-a-single-call,,Inserting multiple values in PL/SQL in Python with a single call,CC BY-SA 4.0,56485258.0,,
434,"['python', 'function', 'parameters']","{'account_id': 8884848, 'reputation': 212, 'user_id': 6633430, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-xKLAThIs2F0/AAAAAAAAAAI/AAAAAAAAACM/NuEkRIAwTO8/photo.jpg?sz=256', 'display_name': 'Bilbo Baggins', 'link': 'https://stackoverflow.com/users/6633430/bilbo-baggins'}",True,3290,,4,3,1646924094,1559603498,1559603578.0,56435569,https://stackoverflow.com/questions/56435569/how-do-i-pass-a-value-into-a-python-function-without-calling,,How do I pass a value into a python function without calling?,CC BY-SA 4.0,56435604.0,,
435,"['python', 'visual-studio-code', 'anaconda', 'conda', 'vscode-debugger']","{'account_id': 9570947, 'reputation': 7352, 'user_id': 7108589, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1305140272870362/picture?type=large', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/7108589/peter'}",True,7455,,5,11,1646905661,1559814729,1559826237.0,56475068,https://stackoverflow.com/questions/56475068/why-doesnt-vscode-activate-conda-before-starting-the-debugger,,Why doesn&#39;t VSCode activate conda before starting the debugger?,CC BY-SA 4.0,,,
436,"['python', 'selenium', 'selenium-webdriver']","{'account_id': 16210929, 'reputation': 121, 'user_id': 11704977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-qivWsYg9bG0/AAAAAAAAAAI/AAAAAAAACLw/JJJTO7heBx8/photo.jpg?sz=256', 'display_name': 'Nirav says', 'link': 'https://stackoverflow.com/users/11704977/nirav-says'}",True,107564,1561583147.0,1,12,1646788715,1561575867,,56779520,https://stackoverflow.com/questions/56779520/elementclickinterceptedexception-element-click-intercepted,Duplicate,ElementClickInterceptedException: element click intercepted:,,,,
437,"['python', 'monaco-editor', 'language-server-protocol']","{'account_id': 8141629, 'reputation': 4743, 'user_id': 6131611, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3789df5ff075b7a2bfa71c8e2dccd18d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pavel', 'link': 'https://stackoverflow.com/users/6131611/pavel'}",True,1035,,1,5,1646735493,1561115273,,56702255,https://stackoverflow.com/questions/56702255/monaco-editor-highlight-syntax-errors-in-python,,Monaco editor: Highlight syntax errors in Python,CC BY-SA 4.0,,,
438,"['python', 'sparql', 'wdqs']","{'account_id': 14822119, 'reputation': 4278, 'user_id': 10704050, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CUSlc.jpg?s=256&g=1', 'display_name': 'EmJ', 'link': 'https://stackoverflow.com/users/10704050/emj'}",True,520,,1,0,1646577129,1561339069,1646577129.0,56728845,https://stackoverflow.com/questions/56728845/why-the-results-are-diffrent-in-sparqlwrapper-and-wikidata-query-editor-in-sparq,,Why the results are diffrent in SPARQLWrapper and Wikidata query editor in sparql,CC BY-SA 4.0,56729696.0,,
439,"['python', 'wav', 'librosa', 'music21']","{'account_id': 6334164, 'reputation': 181, 'user_id': 5120709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15c3230ef89b3ef89ee3d8afd709e090?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ying Zhou', 'link': 'https://stackoverflow.com/users/5120709/ying-zhou'}",False,151,,1,0,1646452505,1560465936,,56589406,https://stackoverflow.com/questions/56589406/what-determines-the-length-of-wav-files,,What determines the length of `.wav` files?,CC BY-SA 4.0,,,
440,"['python', 'windows-10', 'command-prompt', 'ansi-colors']","{'account_id': 12120964, 'reputation': 524, 'user_id': 8852419, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5c5b8e9ebb626e40e7d91f02483090a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sriteja Sugoor', 'link': 'https://stackoverflow.com/users/8852419/sriteja-sugoor'}",False,294,,1,2,1646425480,1561642687,1646425480.0,56792323,https://stackoverflow.com/questions/56792323/colored-text-in-command-prompt-after-cls-but-not-before-cls,,Colored text in command prompt after &quot;cls&quot; but not before &quot;cls&quot;,CC BY-SA 4.0,,,
441,"['python', 'function', 'machine-learning', 'scikit-learn', 'logistic-regression']","{'account_id': 15408382, 'reputation': 101, 'user_id': 11115871, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-A97as1H2Jyc/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQP1rbehoLtiuyqqY9CI9M1wvG925A/mo/photo.jpg?sz=256', 'display_name': 'David Mora', 'link': 'https://stackoverflow.com/users/11115871/david-mora'}",True,6534,,2,3,1646362171,1560530358,1646362171.0,56602214,https://stackoverflow.com/questions/56602214/how-can-i-iterate-over-a-list-of-models-in-python-with-scikit-learn,,How can i iterate over a &#39;list&#39; of models in python with scikit learn?,CC BY-SA 4.0,56602848.0,,
442,"['python', 'opengl', 'sdl-2', 'pyopengl', 'pysdl2']","{'account_id': 1933309, 'reputation': 8262, 'user_id': 2056067, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/WkkfD.png?s=256&g=1', 'display_name': 'A. Donda', 'link': 'https://stackoverflow.com/users/2056067/a-donda'}",False,670,,1,2,1646318042,1559441413,,56411744,https://stackoverflow.com/questions/56411744/how-to-write-an-sdl2-opengl-event-loop,,How to write an SDL2 / OpenGL event loop,CC BY-SA 4.0,,,
443,"['python', 'pandas', 'function']","{'account_id': 7826384, 'reputation': 1323, 'user_id': 5917787, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/e22451e7c0991676c482b2f831236ca2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jordan ', 'link': 'https://stackoverflow.com/users/5917787/jordan'}",True,381,,1,0,1646223338,1560860557,1560860665.0,56649072,https://stackoverflow.com/questions/56649072/why-am-i-getting-error-using-map-in-python-function,,Why am I getting error using .map in python function,CC BY-SA 4.0,56650050.0,,
444,"['python', 'pytorch']","{'account_id': 15009577, 'reputation': 163, 'user_id': 10834477, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-RFeFdpkJpbo/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca3rbMa-MCv5dkzM3ofnp_3cmr1dw/mo/photo.jpg?sz=256', 'display_name': 'Suraj Ghale', 'link': 'https://stackoverflow.com/users/10834477/suraj-ghale'}",True,10023,,2,1,1646219636,1561720654,1561722328.0,56805951,https://stackoverflow.com/questions/56805951/valueerror-error-initializing-torch-distributed-using-env-rendezvous-enviro,,"ValueError: Error initializing torch.distributed using env:// rendezvous: environment variable MASTER_ADDR expected, but not set",CC BY-SA 4.0,,,
445,"['python', 'camera', 'ethernet']","{'account_id': 16220495, 'reputation': 31, 'user_id': 11712142, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-UNKZGVlC0PY/AAAAAAAAAAI/AAAAAAAAA1g/zyCfkKWUAx8/photo.jpg?sz=256', 'display_name': 'Yashwant Shekhawat', 'link': 'https://stackoverflow.com/users/11712142/yashwant-shekhawat'}",True,897,,1,1,1646217425,1561706150,1561706751.0,56802499,https://stackoverflow.com/questions/56802499/how-can-i-connect-ethernet-connected-camera-through-python-flir-ax8-camera,,How can i connect ethernet connected camera through python (Flir AX8 camera),CC BY-SA 4.0,57033805.0,,
446,"['python', 'django', 'python-3.x']","{'account_id': 16112174, 'reputation': 492, 'user_id': 11630148, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-TKIQ_0mbiNQ/AAAAAAAAAAI/AAAAAAAAB-g/v40vzAF5aBs/photo.jpg?sz=256', 'display_name': 'Vicente Garcia-Reyes', 'link': 'https://stackoverflow.com/users/11630148/vicente-garcia-reyes'}",True,1946,,2,2,1646151373,1560246477,,56540948,https://stackoverflow.com/questions/56540948/why-does-my-django-project-not-recognize-apps-installed-on-the-settings,,Why does my Django Project not recognize apps installed on the settings?,CC BY-SA 4.0,56541026.0,,
447,"['python', 'pandas']","{'account_id': 11046165, 'reputation': 1, 'user_id': 8112192, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-s3-uoJZ6w0Q/AAAAAAAAAAI/AAAAAAAABVg/B79HBjMQoPo/photo.jpg?sz=256', 'display_name': 'Richard Brown', 'link': 'https://stackoverflow.com/users/8112192/richard-brown'}",False,127,,2,0,1646067816,1561033343,,56685913,https://stackoverflow.com/questions/56685913/converting-float64-to-date,,Converting float64 to Date,CC BY-SA 4.0,,,
448,"['python', 'unit-testing', 'datetime', 'django-rest-framework', 'django-serializer']","{'account_id': 13756069, 'reputation': 375, 'user_id': 9926982, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-hThPQFWvW64/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq2M39oUr3VN9Cnef5hb22LQcdIXdw/mo/photo.jpg?sz=256', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/9926982/brian'}",True,1130,,3,2,1646049595,1561583342,,56780926,https://stackoverflow.com/questions/56780926/how-can-i-test-dates-and-datetimes-in-different-formats,,How can I test dates and datetimes in different formats?,CC BY-SA 4.0,56784025.0,,
449,"['python', 'jupyter-notebook']","{'account_id': 6339295, 'reputation': 201, 'user_id': 4921784, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/584b8dab117844db1bbdb0ac08bc1230?s=256&d=identicon&r=PG&f=1', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/4921784/david'}",True,1150,,1,4,1645804183,1560359258,1560359388.0,56567251,https://stackoverflow.com/questions/56567251/telling-ipython-interact-widget-to-ignore-self-argument-in-oop,,Telling IPython interact widget to ignore self argument in OOP,CC BY-SA 4.0,71268364.0,,
450,"['python', 'dask']","{'account_id': 2443455, 'reputation': 71, 'user_id': 2131364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c513f1f1da43dd48740aa3ae9aaec0e?s=256&d=identicon&r=PG', 'display_name': 'VadimCh', 'link': 'https://stackoverflow.com/users/2131364/vadimch'}",True,2438,,2,3,1645780772,1559744177,,56462357,https://stackoverflow.com/questions/56462357/how-to-set-up-calculate-divisions-in-dask-dataframe,,How to set up (calculate) divisions in dask dataframe?,CC BY-SA 4.0,,,
451,"['python', 'nltk', 'pickle']","{'account_id': 16151005, 'reputation': 51, 'user_id': 11659456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f76bdb3d1563ffbb3fd9abe43419f60?s=256&d=identicon&r=PG&f=1', 'display_name': 'Divya Bhati', 'link': 'https://stackoverflow.com/users/11659456/divya-bhati'}",True,4711,,3,1,1645713912,1560780792,1560794295.0,56633136,https://stackoverflow.com/questions/56633136/receiving-unpicklingerror-invalid-load-key-v-when-trying-to-run-truecase,,"Receiving &quot;UnpicklingError: Invalid load key, &#39;v&#39;.&quot; when trying to run truecase in Python",CC BY-SA 4.0,,,
452,"['python', 'django', 'django-rest-framework']","{'account_id': 13345614, 'reputation': 113, 'user_id': 9632454, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Baked Pro', 'link': 'https://stackoverflow.com/users/9632454/baked-pro'}",True,6051,,6,9,1645698317,1561114262,,56701988,https://stackoverflow.com/questions/56701988/how-to-fix-invalid-password-format-or-unknown-hashing-algorithm-in-a-custom-u,,How to fix &quot;Invalid password format or unknown hashing algorithm.&quot; in a custom User Model Django,CC BY-SA 4.0,,,
453,"['python', 'list', 'grouping', 'aggregate']","{'account_id': 15914210, 'reputation': 33, 'user_id': 11483315, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b2b75f87b1565ef02a6e5efdca0cca9?s=256&d=identicon&r=PG&f=1', 'display_name': 'ArcticCoder', 'link': 'https://stackoverflow.com/users/11483315/arcticcoder'}",True,2052,,4,1,1645681781,1560802488,1560802942.0,56638325,https://stackoverflow.com/questions/56638325/group-and-sum-multiple-columns-without-pandas,,Group and Sum Multiple Columns without Pandas,CC BY-SA 4.0,56638868.0,,
454,"['python', 'python-3.x', 'spyder']","{'account_id': 9808897, 'reputation': 672, 'user_id': 7346393, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/dgps3.png?s=256&g=1', 'display_name': 'Hendrra', 'link': 'https://stackoverflow.com/users/7346393/hendrra'}",True,12831,,6,2,1645529091,1561760590,1561801708.0,56813699,https://stackoverflow.com/questions/56813699/cannot-import-my-own-module-when-running-script-in-spyder,,Cannot import my own module when running script in Spyder,CC BY-SA 4.0,,,
455,"['python', 'automation']","{'account_id': 11588613, 'reputation': 85, 'user_id': 8489816, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-NleFKcrX6T0/AAAAAAAAAAI/AAAAAAAACLs/pvk8Jsj94eQ/photo.jpg?sz=256', 'display_name': 'Ashish Ahuja', 'link': 'https://stackoverflow.com/users/8489816/ashish-ahuja'}",True,580,,2,1,1645505703,1561613967,,56784569,https://stackoverflow.com/questions/56784569/running-a-python-behave-automation-project-and-trying-to-execute-steps-inside,,Running a Python + Behave automation project and trying to execute steps inside another steps,CC BY-SA 4.0,,,
456,"['python', 'excel']","{'account_id': 16128319, 'reputation': 47, 'user_id': 11642591, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b37e1327e75038542edd890691264459?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oli', 'link': 'https://stackoverflow.com/users/11642591/oli'}",True,5983,,3,3,1645493851,1560434247,1560440520.0,56582161,https://stackoverflow.com/questions/56582161/how-to-suppress-update-links-alert-with-xlwings,,How to suppress &quot;Update Links&quot; Alert with xlwings,CC BY-SA 4.0,56582564.0,,
457,"['python', 'reverse-geocoding']","{'account_id': 16163870, 'reputation': 85, 'user_id': 11669308, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5df283c3398fb47f50c7c6b0087a5db4?s=256&d=identicon&r=PG&f=1', 'display_name': 'nospecialmeaning', 'link': 'https://stackoverflow.com/users/11669308/nospecialmeaning'}",True,2066,,1,4,1645367925,1561730743,1561731724.0,56808444,https://stackoverflow.com/questions/56808444/reverse-geocoding-of-thousands-of-coordinates-to-get-country-only,,Reverse geocoding of thousands of coordinates to get country only,CC BY-SA 4.0,56808657.0,,
