,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,migrated_from,closed_date,closed_reason
521,"['python', 'tensorflow', 'keras']","{'account_id': 332921, 'reputation': 2777, 'user_id': 658493, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/be38f103e2685e1c32553c25243d2db4?s=256&d=identicon&r=PG', 'display_name': 'K-Dawg', 'link': 'https://stackoverflow.com/users/658493/k-dawg'}",False,283,0,0,1641171646,1554829215,1641171646.0,55597822,CC BY-SA 4.0,https://stackoverflow.com/questions/55597822/keras-fit-prints-out-matrices,Keras fit prints out matrices,,,,,
522,"['python', 'mysql', 'connection']","{'user_type': 'does_not_exist', 'display_name': 'user9682481'}",True,75,1,-2,1641159507,1554918090,1641159348.0,55618480,CC BY-SA 4.0,https://stackoverflow.com/questions/55618480/mysql-error-in-python-cannot-connect-to-mysql-server,MySQL error in Python - cannot connect to MySQL server,55618615.0,,,,
523,"['python', 'django', 'heroku', 'deployment']","{'account_id': 15597888, 'reputation': 443, 'user_id': 11252809, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-4lyt0_HyzPg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdJO5rs7_nVVIySAfKo1TdduE4Dhg/mo/photo.jpg?sz=256', 'display_name': 'phil0s0pher', 'link': 'https://stackoverflow.com/users/11252809/phil0s0pher'}",True,3656,1,0,1640993244,1556632868,,55922631,CC BY-SA 4.0,https://stackoverflow.com/questions/55922631/no-module-named-django-heroku-app-wont-start-on-heroku,&quot;No module named &#39;django_heroku&#39; &quot; app won&#39;t start on Heroku,,,,,
524,"['python', 'matplotlib', 'shapely']","{'account_id': 10706343, 'reputation': 729, 'user_id': 11313226, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sxHcR.jpg?s=256&g=1', 'display_name': 'ebeb9', 'link': 'https://stackoverflow.com/users/11313226/ebeb9'}",True,93939,8,74,1640958547,1554401064,1581333069.0,55522395,CC BY-SA 4.0,https://stackoverflow.com/questions/55522395/how-do-i-plot-shapely-polygons-and-objects-using-matplotlib,How do I plot Shapely polygons and objects using Matplotlib?,56140178.0,,,,
525,"['python', 'tar', 'google-colaboratory']","{'account_id': 14204202, 'reputation': 599, 'user_id': 10270727, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-n6iq1PJjEwU/AAAAAAAAAAI/AAAAAAAADQw/Ut_hilLkj64/photo.jpg?sz=256', 'display_name': 'Paulo Henrique Zen', 'link': 'https://stackoverflow.com/users/10270727/paulo-henrique-zen'}",True,28047,5,15,1640872601,1555010151,,55639680,CC BY-SA 4.0,https://stackoverflow.com/questions/55639680/how-to-unzip-a-file-in-a-specific-folder-in-colaboratory-environment-after-downl,How to unzip a file in a specific folder in colaboratory environment after download it?,55640837.0,,,,
526,"['python', 'pandas', 'dataframe', 'pandas-loc']","{'account_id': 15528770, 'reputation': 128, 'user_id': 11202868, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156597320987912/picture?type=large', 'display_name': 'Ricardo Fernandes', 'link': 'https://stackoverflow.com/users/11202868/ricardo-fernandes'}",True,26,1,1,1640820602,1554206672,1640820602.0,55474356,CC BY-SA 4.0,https://stackoverflow.com/questions/55474356/how-to-set-the-value-from-a-column-to-another-based-on-a-condition,how to set the value from a column to another based on a condition,55474406.0,,,,
527,"['python', 'jupyter-notebook']","{'account_id': 10850068, 'reputation': 1253, 'user_id': 7978112, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/2924e8f3083f12fbe7ade8bfbbdb1b2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'reservoirinvest', 'link': 'https://stackoverflow.com/users/7978112/reservoirinvest'}",True,213,3,0,1640769550,1555425144,1555428824.0,55710642,CC BY-SA 4.0,https://stackoverflow.com/questions/55710642/converting-functions-in-jupyter-notebook-ipynb-files-to-individual-py-files,Converting functions in Jupyter notebook (ipynb) files to individual .py files,,,,,
528,"['python', 'file', 'machine-learning', 'google-colaboratory']","{'account_id': 15638251, 'reputation': 13, 'user_id': 11282436, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/--RTi9wT-3XI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfpHItKaclzmSuG-5-i57oHPU3hgQ/mo/photo.jpg?sz=256', 'display_name': 'Melanie Korrina', 'link': 'https://stackoverflow.com/users/11282436/melanie-korrina'}",True,7167,2,-1,1640759295,1554436232,1554438035.0,55527955,CC BY-SA 4.0,https://stackoverflow.com/questions/55527955/filenotfounderror-no-such-file-or-directory-for-dogs-and-cats-code,FileNotFoundError: No such file or directory (for Dogs and Cats code),55528375.0,,,,
529,"['python', 'python-3.x', 'pandas', 'dataframe', 'pandas-loc']","{'account_id': 3389962, 'reputation': 119, 'user_id': 2845013, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'malligator', 'link': 'https://stackoverflow.com/users/2845013/malligator'}",True,2835,2,0,1640753325,1554303819,1640753325.0,55498357,CC BY-SA 4.0,https://stackoverflow.com/questions/55498357/update-pandas-column-with-another-columns-values-using-loc,update pandas column with another column&#39;s values using .loc,55498696.0,,,,
530,"['python', 'pandas', 'function', 'std', 'pandas-loc']","{'account_id': 4553525, 'reputation': 17, 'user_id': 3697903, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100001840117006/picture?type=large', 'display_name': 'user3697903', 'link': 'https://stackoverflow.com/users/3697903/user3697903'}",True,125,1,0,1640753310,1555511471,1640753281.0,55729995,CC BY-SA 4.0,https://stackoverflow.com/questions/55729995/how-to-use-the-std-function-on-section-of-a-pandas-dataframe,How to use the std function on section of a pandas dataframe?,55731621.0,,,,
531,"['python', 'pandas', 'nan', 'pandas-loc']","{'account_id': 13260586, 'reputation': 512, 'user_id': 9575303, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hS3s9.png?s=256&g=1', 'display_name': 'Sean.H', 'link': 'https://stackoverflow.com/users/9575303/sean-h'}",True,98,1,2,1640753273,1556020296,1640753273.0,55810607,CC BY-SA 4.0,https://stackoverflow.com/questions/55810607/how-to-select-nan-rows-and-assign-value-a-to-a-new-column-code-df-locconditio,how to select NaN rows and assign value_A to a new column? code df.loc[&#39;condition_1&#39; &amp; &#39;condition_2&#39; &amp; &#39;df.column_a == &#39;&#39;] = &#39;value_a&#39;,55810666.0,,,,
532,"['python', 'pandas', 'pandas-loc']","{'account_id': 14033378, 'reputation': 47, 'user_id': 10136674, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-LxtixTXq8IA/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7oF7vYfLj4JXrwGjTS4rfs2YyZwwA/mo/photo.jpg?sz=256', 'display_name': 'Raghavendra S', 'link': 'https://stackoverflow.com/users/10136674/raghavendra-s'}",True,34,1,2,1640753253,1556265551,1640753253.0,55863240,CC BY-SA 4.0,https://stackoverflow.com/questions/55863240/how-to-find-the-row-value-of-other-columncolumn2-if-my-row-value-isin-same-co,"How to find the row value of other column(column2), if my row value isin same column(column1) in other row",55863326.0,,,,
533,"['python', 'pandas', 'dataframe', 'pandas-loc']","{'account_id': 1175838, 'reputation': 380, 'user_id': 1151910, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8336bbd10078f0e76338326c17d64887?s=256&d=identicon&r=PG', 'display_name': 'Chogg', 'link': 'https://stackoverflow.com/users/1151910/chogg'}",True,182,1,0,1640753230,1556308275,1640753230.0,55874138,CC BY-SA 4.0,https://stackoverflow.com/questions/55874138/does-loc-in-pandas-use-vectorised-logic-or-a-for-loop,Does loc in pandas use vectorised logic or a for loop?,,,,,
534,"['python', 'pandas', 'string', 'datetimeindex', 'pandas-loc']","{'account_id': 15570818, 'reputation': 18, 'user_id': 11233327, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bd2549ceb4fc98aaa60f460def0f661?s=256&d=identicon&r=PG&f=1', 'display_name': 'Javgs', 'link': 'https://stackoverflow.com/users/11233327/javgs'}",True,1383,1,0,1640688005,1556587164,1640688005.0,55912729,CC BY-SA 4.0,https://stackoverflow.com/questions/55912729/how-to-use-a-variable-with-multiple-possible-formats-in-loc-to-slice-a-pandas-da,How to use a variable with multiple possible formats in loc to slice a pandas dataframe with a DatetimeIndex,55913003.0,,,,
535,"['python', 'pandas', 'dataframe', 'indexing', 'pandas-loc']","{'account_id': 15154285, 'reputation': 117, 'user_id': 10935670, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9645fe62496dd863800bc51d5cdb408d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cornel Westside', 'link': 'https://stackoverflow.com/users/10935670/cornel-westside'}",False,1897,1,2,1640498259,1555118401,1640498259.0,55661198,CC BY-SA 4.0,https://stackoverflow.com/questions/55661198/how-to-get-df-loc-to-just-return-the-value-number-from-a-specific-cell-of-a-da,How to get df.loc to just return the value (number) from a specific cell of a dataframe?,,,,,
536,"['python', 'pandas', 'numpy', 'pandas-loc']","{'account_id': 14269643, 'reputation': 1889, 'user_id': 10307576, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0ulRB.gif?s=256&g=1', 'display_name': 'Bugbeeb', 'link': 'https://stackoverflow.com/users/10307576/bugbeeb'}",True,1279,1,0,1640498221,1555279241,1640498221.0,55680409,CC BY-SA 4.0,https://stackoverflow.com/questions/55680409/how-to-set-column-values-using-loc-and-contains,How to set column values using .loc and .contains,,,,,
537,"['python', 'cryptography', 'rsa']","{'account_id': 6471114, 'reputation': 1, 'user_id': 5011243, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-BkZwqtVxN9g/AAAAAAAAAAI/AAAAAAAAAIU/its86kJkoEA/photo.jpg?sz=256', 'display_name': 'Gaurav Sharma', 'link': 'https://stackoverflow.com/users/5011243/gaurav-sharma'}",False,1123,3,-2,1640450417,1555053614,,55646438,CC BY-SA 4.0,https://stackoverflow.com/questions/55646438/error-in-crypto-cipher-idea-module-in-python,error in Crypto.Cipher.IDEA module in python,,,,,
538,"['python', 'setuptools']","{'account_id': 11210, 'reputation': 24470, 'user_id': 21501, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/1f63532195f05d345ea46330f5b36939?s=256&d=identicon&r=PG', 'display_name': 'Vladimir Panteleev', 'link': 'https://stackoverflow.com/users/21501/vladimir-panteleev'}",True,143,1,1,1640431001,1554248884,,55485061,CC BY-SA 4.0,https://stackoverflow.com/questions/55485061/setup-py-generates-usr-bin-wrappers-with-a-shebang,setup.py generates /usr/bin wrappers with a &quot;#!.&quot; shebang,55485062.0,,,,
539,"['python', 'matplotlib', 'canvas', 'cartopy']","{'account_id': 13324369, 'reputation': 471, 'user_id': 9617806, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/213e6ed6dec56e82c94c39c004939579?s=256&d=identicon&r=PG&f=1', 'display_name': 'K-Doe', 'link': 'https://stackoverflow.com/users/9617806/k-doe'}",False,340,0,2,1640371918,1556562016,1640371918.0,55908840,CC BY-SA 4.0,https://stackoverflow.com/questions/55908840/matplotlib-canvas-doesnt-redraw,Matplotlib - Canvas doesn&#39;t redraw,,,,,
540,"['python', 'eclipse', 'appium', 'browserstack']","{'account_id': 12735981, 'reputation': 41, 'user_id': 9250916, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/F2EDx.jpg?s=256&g=1', 'display_name': 'Catherine Pequi&#241;o', 'link': 'https://stackoverflow.com/users/9250916/catherine-pequi%c3%b1o'}",True,10816,2,4,1640350714,1556598444,1556601505.0,55913978,CC BY-SA 4.0,https://stackoverflow.com/questions/55913978/unable-to-resolve-no-module-named-appium-error,Unable to resolve &#39;No module named Appium&#39; error,,,,,
541,"['python', 'pytorch']","{'account_id': 14546978, 'reputation': 93, 'user_id': 10506968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f49069d20be824fe0db129346443262?s=256&d=identicon&r=PG&f=1', 'display_name': 'Linghao.Chen', 'link': 'https://stackoverflow.com/users/10506968/linghao-chen'}",True,10124,1,6,1640267065,1555895061,1555935945.0,55788093,CC BY-SA 4.0,https://stackoverflow.com/questions/55788093/how-to-free-gpu-memory-by-deleting-tensors,How to free gpu memory by deleting tensors?,55794623.0,,,,
542,"['python', 'amazon-web-services', 'amazon-dynamodb', 'amazon-iam']","{'account_id': 15669059, 'reputation': 23, 'user_id': 11306091, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-qPS2VReQ0CM/AAAAAAAAAAI/AAAAAAAACJ4/1ENNXvV_pXs/photo.jpg?sz=256', 'display_name': 'R&#244;mulo Filho', 'link': 'https://stackoverflow.com/users/11306091/r%c3%b4mulo-filho'}",True,8233,2,2,1640207721,1554301092,1554308221.0,55497368,CC BY-SA 4.0,https://stackoverflow.com/questions/55497368/how-to-solve-accessdeniedexception-when-calling-the-scan-operation-user-arn,How to solve (AccessDeniedException) when calling the Scan operation: User: arn:aws:sts... is not authorized to perform: dynamodb:Scan on resource..&quot;?,55498187.0,,,,
543,"['python', 'rabbitmq']","{'account_id': 15263434, 'reputation': 13, 'user_id': 11012810, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5726febc8fa831389cab271b0f19013?s=256&d=identicon&r=PG&f=1', 'display_name': 'Desmond ade', 'link': 'https://stackoverflow.com/users/11012810/desmond-ade'}",False,591,1,0,1640188254,1554985829,1555002762.0,55632583,CC BY-SA 4.0,https://stackoverflow.com/questions/55632583/rabbitmq-does-not-print-any-message-to-console,RabbitMQ does not print any message to console,,,,,
544,"['python', 'amazon-web-services', 'aws-lambda', 'xgboost', 'amazon-sagemaker']","{'account_id': 15654898, 'reputation': 61, 'user_id': 11295507, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2545185442176312/picture?type=large', 'display_name': 'Tanmay Dhyani', 'link': 'https://stackoverflow.com/users/11295507/tanmay-dhyani'}",True,1580,4,6,1640167957,1554154599,,55463916,CC BY-SA 4.0,https://stackoverflow.com/questions/55463916/how-to-run-python-code-on-aws-lambda-with-package-dependencies-500mb,How to run python code on AWS lambda with package dependencies &gt;500MB?,,,,,
545,"['python', 'cpu-registers', 'spi', 'dac']","{'account_id': 15663503, 'reputation': 11, 'user_id': 11301888, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-k7AN5YI0RDs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re1A6KaPLC3jxTBhoYr4FzyEDaZiA/mo/photo.jpg?sz=256', 'display_name': 'Cacks96', 'link': 'https://stackoverflow.com/users/11301888/cacks96'}",False,642,0,1,1640091407,1554237378,1640091407.0,55483182,CC BY-SA 4.0,https://stackoverflow.com/questions/55483182/how-can-i-write-to-ad5754-dac-register-from-raspberry-pi-spi-interface,How can I write to AD5754 DAC register from Raspberry Pi? SPI interface,,,,,
546,"['python', 'python-3.x', 'matplotlib', 'python-3.7']","{'account_id': 12898333, 'reputation': 51, 'user_id': 9327994, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2135439343137903/picture?type=large', 'display_name': 'Ariya Susanto', 'link': 'https://stackoverflow.com/users/9327994/ariya-susanto'}",True,629,1,2,1640015966,1556328875,1640015966.0,55876542,CC BY-SA 4.0,https://stackoverflow.com/questions/55876542/python-plotting-recursionerror-maximum-recursion-depth-exceeded-in-comparison,python plotting RecursionError: maximum recursion depth exceeded in comparison,55877144.0,,,,
547,"['python', 'airflow']","{'account_id': 11303947, 'reputation': 151, 'user_id': 8289110, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-HfuBNj6qzFA/AAAAAAAAAAI/AAAAAAAAAZg/HPXQ6aUZ6RA/photo.jpg?sz=256', 'display_name': 'sai krishna', 'link': 'https://stackoverflow.com/users/8289110/sai-krishna'}",True,835,1,1,1640012465,1556607494,1640012465.0,55915461,CC BY-SA 4.0,https://stackoverflow.com/questions/55915461/importerror-no-module-named-api-core-exceptions,ImportError: No module named api_core.exceptions,,,,,
548,"['python', 'ssh', 'subprocess', 'socat']","{'account_id': 14906757, 'reputation': 41, 'user_id': 11140143, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cf54aac63182990bbb1fd0760534692?s=256&d=identicon&r=PG&f=1', 'display_name': 'mytrexisnice', 'link': 'https://stackoverflow.com/users/11140143/mytrexisnice'}",True,536,1,2,1640010168,1554215307,1640010168.0,55477244,CC BY-SA 4.0,https://stackoverflow.com/questions/55477244/no-such-file-or-directory-when-call-proxycommand-through-python-script,&quot;No such file or directory&quot; when call ProxyCommand through Python script,,,,,
549,"['python', 'tensorflow', 'keras', 'loss-function']","{'account_id': 15264411, 'reputation': 1203, 'user_id': 11013499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e69964f3ae46dceb9ad103afae2ac45?s=256&d=identicon&r=PG&f=1', 'display_name': 'david', 'link': 'https://stackoverflow.com/users/11013499/david'}",True,3413,2,3,1639798787,1554838631,1554840293.0,55600106,CC BY-SA 4.0,https://stackoverflow.com/questions/55600106/how-do-i-implement-ssim-for-loss-function-in-keras,how do I implement ssim for loss function in keras?,,,,,
550,"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 15419341, 'reputation': 149, 'user_id': 11123789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38b5100f669dec23d486d9cdc0b419df?s=256&d=identicon&r=PG&f=1', 'display_name': 'liwei', 'link': 'https://stackoverflow.com/users/11123789/liwei'}",True,5407,3,2,1639763864,1556179659,1556192082.0,55844618,CC BY-SA 4.0,https://stackoverflow.com/questions/55844618/how-to-calculate-psnr-metric-in-keras,How to calculate PSNR metric in KERAS,56208082.0,,,,
551,"['c#', 'python', 'numpy']","{'account_id': 3899710, 'reputation': 409, 'user_id': 3227830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'bgarrood', 'link': 'https://stackoverflow.com/users/3227830/bgarrood'}",True,2312,2,2,1639757193,1556206830,,55853044,CC BY-SA 4.0,https://stackoverflow.com/questions/55853044/how-to-read-numpy-npz-file-directly-into-c,How to read numpy .npz file directly into C#,,,,,
552,"['python', 'jupyter-notebook']","{'account_id': 15762226, 'reputation': 21, 'user_id': 11373628, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-TaYT6YwyDpc/AAAAAAAAAAI/AAAAAAAAAfM/2PnBHfXy4fQ/photo.jpg?sz=256', 'display_name': 'Sandeep Tomar', 'link': 'https://stackoverflow.com/users/11373628/sandeep-tomar'}",True,6401,2,2,1639718155,1555502808,1555502907.0,55727212,CC BY-SA 4.0,https://stackoverflow.com/questions/55727212/how-to-undo-a-command-in-jupyter-notebook-after-execution-a-no-of-command,How to undo a command in jupyter notebook after execution a No. of command?,,,,,
553,"['python', 'pandas', 'pandas-loc']","{'account_id': 6534375, 'reputation': 25, 'user_id': 11055592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4f38d41381d37d1d30d48c58215f2e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stephen Jackson', 'link': 'https://stackoverflow.com/users/11055592/stephen-jackson'}",False,24,0,0,1639687204,1554390308,1639687204.0,55519290,,https://stackoverflow.com/questions/55519290/is-there-an-elegant-way-using-loc-to-reduce-a-dataframe-with-arbitrary-or-stat,Is there an elegant way using loc to reduce a dataframe with arbitrary &#39;OR&#39; statements?,,,,1554390636.0,Duplicate
554,"['python', 'pip']","{'account_id': 15742008, 'reputation': 11, 'user_id': 11359128, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/--eKPGBVCylU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfYUaLrmNKAWmVT1ODTrV3nWsg19Q/mo/photo.jpg?sz=256', 'display_name': 'Alex Corner', 'link': 'https://stackoverflow.com/users/11359128/alex-corner'}",False,357,1,0,1639664785,1555247578,1555255058.0,55675667,CC BY-SA 4.0,https://stackoverflow.com/questions/55675667/unexpected-character-after-line-continuation-in-attempts-to-install-pip,Unexpected character after line continuation in attempts to install pip,,,,,
555,"['python', 'xml', 'odoo']","{'account_id': 15517505, 'reputation': 137, 'user_id': 11194546, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-UusjslHcpZs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rex6LnMhX4LQeqlsXe3Ot9m8M16gw/mo/photo.jpg?sz=256', 'display_name': 'Nabil Taleb', 'link': 'https://stackoverflow.com/users/11194546/nabil-taleb'}",True,127,2,0,1639653997,1556512336,1639653040.0,55897007,CC BY-SA 4.0,https://stackoverflow.com/questions/55897007/why-does-the-page-notebook-tab-change-in-the-first-when-i-click-on-save,Why does the page/notebook tab change in the first when I click on save?,,,,,
556,"['python', 'thonny']","{'account_id': 5740065, 'reputation': 195, 'user_id': 4533050, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh6.googleusercontent.com/-NGKgIp9jkAw/AAAAAAAAAAI/AAAAAAAAATw/VHFuE0QL1PA/photo.jpg?sz=256', 'display_name': 'KOUSIK daniel', 'link': 'https://stackoverflow.com/users/4533050/kousik-daniel'}",True,1615,3,0,1639617952,1554882552,1554883403.0,55607362,CC BY-SA 4.0,https://stackoverflow.com/questions/55607362/thonny-ide-throws-assertionerror-on-startup,Thonny IDE throws AssertionError on startup,,,,,
557,"['python', 'bots', 'discord', 'discord.py']","{'account_id': 13813369, 'reputation': 23, 'user_id': 9970532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/010ef0d0d9d53d10e88116c098313fa2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zzzzzzach11', 'link': 'https://stackoverflow.com/users/9970532/zzzzzzach11'}",True,6919,2,2,1639498865,1556157743,1591142724.0,55840817,CC BY-SA 4.0,https://stackoverflow.com/questions/55840817/how-can-i-use-a-python-discord-bot-cog-to-read-all-messages-that-are-sent-on-me,How can I use a Python Discord bot cog to read all messages that are sent? on_message does not seem to be working,,,,,
558,"['python', 'pygame', 'game-physics']","{'account_id': 10158908, 'reputation': 7650, 'user_id': 7583953, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/w0Jkd.jpg?s=256&g=1', 'display_name': 'Alec', 'link': 'https://stackoverflow.com/users/7583953/alec'}",True,132,2,-2,1639451159,1555206569,1555283170.0,55671329,CC BY-SA 4.0,https://stackoverflow.com/questions/55671329/cannot-get-ball-to-bounce-in-pygame,Cannot get ball to bounce in pygame,55678706.0,,,,
559,"['python', 'amazon-web-services', 'apache-spark', 'pyspark', 'aws-glue']","{'account_id': 1773274, 'reputation': 641, 'user_id': 1617622, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/384c33c0837022113775432584ff56af?s=256&d=identicon&r=PG', 'display_name': 'Michael Black', 'link': 'https://stackoverflow.com/users/1617622/michael-black'}",True,2999,2,2,1639436079,1554142962,,55461338,CC BY-SA 4.0,https://stackoverflow.com/questions/55461338/after-aws-glue-is-finished-how-to-execute-a-sql-script-or-stored-procedure,"After AWS Glue is finished, how to execute a SQL script or stored procedure?",55467576.0,,,,
560,"['python', 'amazon-s3', 'databricks']","{'account_id': 10934208, 'reputation': 23, 'user_id': 8036443, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/72bcd5be63bff724a137633da8bb660b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sukanya', 'link': 'https://stackoverflow.com/users/8036443/sukanya'}",False,1599,2,1,1639359480,1554900220,,55612888,CC BY-SA 4.0,https://stackoverflow.com/questions/55612888/python-code-to-unzip-the-zipped-file-in-s3-server-in-databricks,python code to Unzip the zipped file in s3 server in databricks,,,,,
561,"['python', 'queue', 'message-queue', 'python-asyncio']","{'account_id': 8125642, 'reputation': 747, 'user_id': 7208627, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/601ef91c31fe9a352ab3feb4cef3b8c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Inc&#246;mplete', 'link': 'https://stackoverflow.com/users/7208627/inc%c3%b6mplete'}",True,2445,3,3,1639263823,1556108222,1556109079.0,55829852,CC BY-SA 4.0,https://stackoverflow.com/questions/55829852/how-to-communicate-between-traditional-thread-and-asyncio-thread-in-python,How to communicate between traditional thread and asyncio thread in Python?,,,,,
562,"['python', 'opencv', 'yolo']","{'user_type': 'does_not_exist', 'display_name': 'user11394181'}",True,27436,6,3,1639257103,1555926920,1555927003.0,55792523,CC BY-SA 4.0,https://stackoverflow.com/questions/55792523/failed-to-parse-netparameter-file,Failed to parse netParameter file,,,,,
563,"['python', 'json']","{'account_id': 12911315, 'reputation': 11, 'user_id': 9336906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e17e5912410ea882d73306bc8d126c35?s=256&d=identicon&r=PG', 'display_name': 'Naveed Ur Rehman Chughtai', 'link': 'https://stackoverflow.com/users/9336906/naveed-ur-rehman-chughtai'}",True,113,5,1,1639239525,1555499347,1555499657.0,55726175,CC BY-SA 4.0,https://stackoverflow.com/questions/55726175/how-to-create-a-list-within-list-in-python,How to create a list within list in python,,,,,
564,"['python', 'pandas', 'list', 'dataframe']","{'account_id': 12964439, 'reputation': 444, 'user_id': 9372533, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cf6f602a462dda0d94d9b22f47632c88?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jake', 'link': 'https://stackoverflow.com/users/9372533/jake'}",True,1693,4,2,1639135097,1555520378,,55732667,CC BY-SA 4.0,https://stackoverflow.com/questions/55732667/appending-a-list-of-dataframes-to-a-list-of-dataframe-in-python,Appending a list of dataframes to a list of dataframe in python,55732715.0,,,,
565,"['python', 'sql-server', 'docker', 'pyodbc', 'alpine-linux']","{'account_id': 4293053, 'reputation': 121, 'user_id': 3508872, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'mujno', 'link': 'https://stackoverflow.com/users/3508872/mujno'}",True,2979,2,3,1639127954,1556546098,1639127954.0,55904873,CC BY-SA 4.0,https://stackoverflow.com/questions/55904873/cannot-connect-to-azure-sql-using-an-alpine-docker-image-with-python,Cannot connect to Azure SQL using an alpine docker image with Python,55909350.0,,,,
566,"['python', 'linux', 'matplotlib']","{'account_id': 4570522, 'reputation': 473, 'user_id': 3710336, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://graph.facebook.com/100000458440193/picture?type=large', 'display_name': 'Edwarric', 'link': 'https://stackoverflow.com/users/3710336/edwarric'}",True,7604,2,10,1638964103,1555517572,,55731960,CC BY-SA 4.0,https://stackoverflow.com/questions/55731960/matplotlib-not-working-for-linux-cannot-load-backend-tkagg,Matplotlib not working for LInux. Cannot load backend &#39;TkAgg&#39;,,,,,
567,"['python', 'reportlab', 'paragraph']","{'account_id': 10213649, 'reputation': 31, 'user_id': 7540013, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16a48b5ffa451fd03c6c362b864f6b4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Susobh Sugathan', 'link': 'https://stackoverflow.com/users/7540013/susobh-sugathan'}",True,1376,3,3,1638885183,1554449964,1554451180.0,55530464,CC BY-SA 4.0,https://stackoverflow.com/questions/55530464/python-reportlab-paragraph-count-lines-printed,Python ReportLab Paragraph Count Lines Printed,,,,,
