,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from,protected_date
216,"['c++', 'windows', 'adtf']","{'account_id': 18249525, 'reputation': 33, 'user_id': 13284834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5da304954ad99208f896d6d3200e9253?s=256&d=identicon&r=PG&f=1', 'display_name': 'SS7117', 'link': 'https://stackoverflow.com/users/13284834/ss7117'}",True,205,71429252.0,2,1,1646938271,1643880988,70968854,CC BY-SA 4.0,https://stackoverflow.com/questions/70968854/using-adtf-file-library,Using ADTF File Library,,,,,
217,"['c++', 'c', 'optimization', 'compiler-optimization', 'intrinsics']","{'account_id': 6408519, 'reputation': 801, 'user_id': 4968963, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4986295b6361df0959879fcc006acafb?s=256&d=identicon&r=PG&f=1', 'display_name': 'sh-', 'link': 'https://stackoverflow.com/users/4968963/sh'}",True,380,71019832.0,2,10,1646920935,1644239193,71019078,CC BY-SA 4.0,https://stackoverflow.com/questions/71019078/efficient-overflow-immune-arithmetic-mean-in-c-c,Efficient overflow-immune arithmetic mean in C/C++,1646920935.0,,,,
218,"['c++', 'cuda']","{'account_id': 15247875, 'reputation': 37, 'user_id': 11002239, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-a74iI7jKeFw/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMhrW8fm7UNYr9wLpb7B4YSgzhwJQ/mo/photo.jpg?sz=256', 'display_name': 'Y Tao', 'link': 'https://stackoverflow.com/users/11002239/y-tao'}",True,424,,3,1,1646882713,1643867370,70966482,CC BY-SA 4.0,https://stackoverflow.com/questions/70966482/0xffff-in-array-index-what-does-this-mean,"&quot;0xFFFF &amp;&quot; in array index, what does this mean?",1643872548.0,,,,
219,"['c++', 'pretty-print', 'autoformatting']","{'account_id': 193050, 'reputation': 2338, 'user_id': 434537, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/f89885d5e9411c2a2b4cb771233ec02e?s=256&d=identicon&r=PG&f=1', 'display_name': 'rollsch', 'link': 'https://stackoverflow.com/users/434537/rollsch'}",True,202,,1,0,1646867956,1644193713,71012325,,https://stackoverflow.com/questions/71012325/auto-formatting-a-100mb-c-file,Auto formatting a 100mb+ C++ file,1644199801.0,1644197453.0,Needs details or clarity,,
220,"['c++', 'gcc', 'mingw', 'profiling']","{'account_id': 4196767, 'reputation': 3390, 'user_id': 3438001, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4f869aad1463fc102f59cb7224d6a46b?s=256&d=identicon&r=PG', 'display_name': 'Martin Smith', 'link': 'https://stackoverflow.com/users/3438001/martin-smith'}",False,174,,0,0,1646856071,1645194620,71175140,CC BY-SA 4.0,https://stackoverflow.com/questions/71175140/how-do-retain-debug-symbols-when-profiling-c-code-on-windows,How do retain debug symbols when profiling C++ code on Windows?,1646856071.0,,,,
221,['c++'],"{'account_id': 24182544, 'reputation': 1, 'user_id': 18142977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjcHYp-y2UwHS9fFBvXdogsfxYr64e3FOp8CZ-B0Q=k-s256', 'display_name': 'Somnath Choudhury', 'link': 'https://stackoverflow.com/users/18142977/somnath-choudhury'}",True,474,,2,0,1646853731,1644246845,71020881,CC BY-SA 4.0,https://stackoverflow.com/questions/71020881/how-to-make-my-codechef-solution-code-faster,How to make my CodeChef solution code faster?,1646853731.0,,,,
222,"['c++', 'audio', 'vst', 'juce']","{'account_id': 7830201, 'reputation': 11, 'user_id': 5920529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20e2115f7ede978d60287b0e1181497c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Balthus89', 'link': 'https://stackoverflow.com/users/5920529/balthus89'}",False,53,,1,0,1646851261,1644169013,71009864,CC BY-SA 4.0,https://stackoverflow.com/questions/71009864/how-to-add-an-audiosource-based-class-to-a-mixeraudiosource,How to add an AudioSource based class to a MixerAudioSource,,,,,
223,"['c++', 'juce']","{'account_id': 22526569, 'reputation': 1, 'user_id': 16719254, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwN1lq4G_Ifwstm-d4V-AnIq4zPMgXmDQpNLmmn=k-s256', 'display_name': 'Daniyal Irfan', 'link': 'https://stackoverflow.com/users/16719254/daniyal-irfan'}",False,209,,1,0,1646850542,1645907078,71280043,CC BY-SA 4.0,https://stackoverflow.com/questions/71280043/class-filechooser-has-no-function-file-browserforfiletoopen,class fileChooser has no function file browserForFileToOpen(),,,,,
224,"['c++', 'mingw']","{'account_id': 23858769, 'reputation': 9, 'user_id': 17862003, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/66afafa846d3ad4bcba7f38e7756ed03?s=256&d=identicon&r=PG', 'display_name': 'Al-Jaabir', 'link': 'https://stackoverflow.com/users/17862003/al-jaabir'}",False,479,,1,0,1646835618,1645978827,71286428,CC BY-SA 4.0,https://stackoverflow.com/questions/71286428/ld-exe-cannot-find-lstdc-error-while-compiling-c-program,ld.exe: cannot find -lstdc++ error while compiling c++ program,,,,,
225,"['c++', 'dll']","{'user_type': 'does_not_exist', 'display_name': 'user10091872'}",True,141,71234687.0,2,-1,1646812034,1644865849,71117107,CC BY-SA 4.0,https://stackoverflow.com/questions/71117107/should-i-group-all-my-code-and-move-into-dlls,Should I group all my code and move into DLLs?,1646812034.0,,,,
226,"['python', 'c++', 'pip', 'pybind11']","{'account_id': 4590105, 'reputation': 415, 'user_id': 4470128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2c6b3f8a151398253ec74bc93b409ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hirek', 'link': 'https://stackoverflow.com/users/4470128/hirek'}",True,179,71180892.0,1,0,1646783398,1645213719,71179122,CC BY-SA 4.0,https://stackoverflow.com/questions/71179122/running-pip-install-twice-to-see-changes-developer-mode-second-install-fa,Running pip install twice to see changes (&quot;developer mode&quot;) -- second install fails but first works,1646783398.0,,,,
227,"['c++', 'windows', 'mingw', 'sfml', 'dev-c++']","{'account_id': 24344404, 'reputation': 1, 'user_id': 18281288, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06aa660cfa482cd9007b0c5e0aeebdb8?s=256&d=identicon&r=PG', 'display_name': 'MaroneQ', 'link': 'https://stackoverflow.com/users/18281288/maroneq'}",False,601,,1,-1,1646770920,1645814206,71270338,CC BY-SA 4.0,https://stackoverflow.com/questions/71270338/where-and-how-do-i-get-gcc-g-7-3-0,where and how do i get gcc g++ 7.3.0,,,,,
228,"['c++', 'algorithm', 'sorting', 'dataset', 'containers']","{'account_id': 19853906, 'reputation': 295, 'user_id': 14543816, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XAmEp.jpg?s=256&g=1', 'display_name': 'S..', 'link': 'https://stackoverflow.com/users/14543816/s'}",True,228,71229148.0,3,5,1646738682,1645499664,71215478,CC BY-SA 4.0,https://stackoverflow.com/questions/71215478/c-what-is-the-best-sorting-container-and-approach-for-large-datasets-millions,C++ what is the best sorting container and approach for large datasets (millions of lines),,,,,
229,"['c++', 'emplace']","{'account_id': 16298768, 'reputation': 1855, 'user_id': 11770390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/599a5e4d24974f639b7943d076a302e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'glades', 'link': 'https://stackoverflow.com/users/11770390/glades'}",True,60,71169600.0,1,1,1646737722,1645167846,71169533,CC BY-SA 4.0,https://stackoverflow.com/questions/71169533/emplacing-an-stdpair-of-strings-to-an-unordered-map-reusing-the-strings-heap,Emplacing an std::pair of strings to an unordered map reusing the string&#39;s heap,1646737722.0,,,,
230,"['c++', 'alignment', 'void-pointers', 'reinterpret-cast', 'static-cast']","{'user_type': 'does_not_exist', 'display_name': 'user18323922'}",False,96,,1,2,1646645269,1645973435,71285746,CC BY-SA 4.0,https://stackoverflow.com/questions/71285746/how-can-the-alignment-requirement-be-satisfied,How can the alignment requirement be satisfied?,1646645269.0,,,,
231,"['c++', 'gcc', 'compiler-errors', 'g++', 'libstdc++']","{'account_id': 24283441, 'reputation': 1, 'user_id': 18229550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a1eb784f1736cb32786f7b0ed5341cc?s=256&d=identicon&r=PG', 'display_name': 'hsc', 'link': 'https://stackoverflow.com/users/18229550/hsc'}",True,282,71378197.0,1,0,1646641826,1645079885,71153495,CC BY-SA 4.0,https://stackoverflow.com/questions/71153495/compile-gcc4-9-2-from-source-on-centos7,compile gcc4.9.2 from source on centos7,,,,,
232,"['c++', 'xcb']","{'account_id': 7512434, 'reputation': 116, 'user_id': 5706966, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c814ec8b5b7dfbcb1bc38bb9508f3311?s=256&d=identicon&r=PG&f=1', 'display_name': 'MarkaRagnos0815', 'link': 'https://stackoverflow.com/users/5706966/markaragnos0815'}",True,175,71377680.0,2,0,1646638201,1643907747,70975375,CC BY-SA 4.0,https://stackoverflow.com/questions/70975375/xcb-correct-window-size,xcb correct window size,,,,,
233,"['c++', 'bisonc++']","{'account_id': 24257883, 'reputation': 1, 'user_id': 18207958, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6747a5cb10def7f21daa950f54279946?s=256&d=identicon&r=PG', 'display_name': 'GhostRider', 'link': 'https://stackoverflow.com/users/18207958/ghostrider'}",False,140,,1,-2,1646627613,1645255735,71183017,CC BY-SA 4.0,https://stackoverflow.com/questions/71183017/problem-with-my-parser-y-flex-bison-how-to-declare-4,Problem with my parser.y (FLEX/BISON). How to declare &#39;$4&#39;?,,,,,
234,"['c++', 'vector']","{'account_id': 24160791, 'reputation': 19, 'user_id': 18124357, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw-2yhrJwAk-ZVXJ-g1dlAvlUn18iUed7ExR9V1=k-s256', 'display_name': 'Dsylexia', 'link': 'https://stackoverflow.com/users/18124357/dsylexia'}",True,350,,3,1,1646548787,1644030437,70994977,CC BY-SA 4.0,https://stackoverflow.com/questions/70994977/c-code-wont-run-if-a-vector-contains-value,C++ code wont run if a vector contains value,,,,,
235,"['c++', 'qt', 'cmake', 'vcpkg']","{'account_id': 19675802, 'reputation': 139, 'user_id': 15221378, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-IcYYq55hc7E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck5nplaNDVyQ4bOrpGpz2xd1nxsag/photo.jpg?sz=256', 'display_name': 'mathripper', 'link': 'https://stackoverflow.com/users/15221378/mathripper'}",True,745,71367355.0,1,1,1646535018,1646000969,71288948,CC BY-SA 4.0,https://stackoverflow.com/questions/71288948/using-vcpkg-with-cmake-and-qt-6-for-windows-arm64,Using VCPKG with cmake and Qt 6 for Windows ARM64,,,,,
236,"['c++', 'direct3d']","{'account_id': 1572115, 'reputation': 1159, 'user_id': 1459607, 'user_type': 'registered', 'accept_rate': 8, 'profile_image': 'https://www.gravatar.com/avatar/9521d2ebbcb24f803880ac7378e78140?s=256&d=identicon&r=PG', 'display_name': 'Ryan Glenn', 'link': 'https://stackoverflow.com/users/1459607/ryan-glenn'}",False,170,,1,0,1646511904,1645221238,71180285,CC BY-SA 4.0,https://stackoverflow.com/questions/71180285/visual-studio-refuses-to-link-d3d11-lib-without-pragma-comment,Visual Studio Refuses to link d3d11.lib without pragma comment,,,,,
237,"['c++', 'c++17', 'c++14', 'c++20']","{'account_id': 9568917, 'reputation': 1724, 'user_id': 7107236, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/78c19dc77fb2c97693fa26cd1b8b4e55?s=256&d=identicon&r=PG&f=1', 'display_name': '303', 'link': 'https://stackoverflow.com/users/7107236/303'}",True,985,,1,16,1646503069,1644974567,71135361,CC BY-SA 4.0,https://stackoverflow.com/questions/71135361/taking-address-of-rvalue,Taking address of rvalue,1645191929.0,,,,
238,"['c++', 'language-lawyer']","{'account_id': 19655271, 'reputation': 105, 'user_id': 14952757, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4x2Md.png?s=256&g=1', 'display_name': 'Mes', 'link': 'https://stackoverflow.com/users/14952757/mes'}",True,121,,2,4,1646475214,1646003087,71289180,CC BY-SA 4.0,https://stackoverflow.com/questions/71289180/is-expression-type-same-as-object-references-or-functions-type,"Is Expression type same as object, references, or functions type?",1646035956.0,,,,
239,"['c++', 'sql', 'qt', 'interface', 'qt5']","{'account_id': 19872748, 'reputation': 1, 'user_id': 14558491, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh-oeubt-tqP7-UzYyQ6KB3v59X7EDs1g9zUJBHKw=k-s256', 'display_name': 'Bilel kort', 'link': 'https://stackoverflow.com/users/14558491/bilel-kort'}",False,58,,1,-2,1646472993,1645914707,71280770,CC BY-SA 4.0,https://stackoverflow.com/questions/71280770/c-qtcreator-update-data-base,C++ / Qtcreator /UPDATE data base,,,,,
240,"['c++', 'cuda', 'eigenvalue', 'eigenvector', 'cusolver']","{'account_id': 5079938, 'reputation': 31, 'user_id': 4076344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/146dd33ab53cf955078f6ae7f3224a3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mirage1089', 'link': 'https://stackoverflow.com/users/4076344/mirage1089'}",True,192,71354088.0,1,1,1646410033,1645192739,71174682,CC BY-SA 4.0,https://stackoverflow.com/questions/71174682/eigen-decomposition-of-hermitian-matrix-using-cusolver-does-not-match-the-result,Eigen decomposition of Hermitian Matrix using CuSolver does not match the result with matlab,1645239638.0,,,,
241,"['c++', 'visual-studio', 'cmake', 'assimp']","{'account_id': 24314547, 'reputation': 1, 'user_id': 18255975, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9e8584a8d51e40af589d3d11e67fca7?s=256&d=identicon&r=PG', 'display_name': 'Th&#233;o Bourgeois', 'link': 'https://stackoverflow.com/users/18255975/th%c3%a9o-bourgeois'}",False,281,,1,0,1646408118,1645312888,71190049,CC BY-SA 4.0,https://stackoverflow.com/questions/71190049/building-assimp-solution-with-visual-studio-2017-yields-this-app-cant-run-on-y,Building Assimp solution with Visual Studio 2017 yields &#39;This app can&#39;t run on your PC&#39;,1645342590.0,,,,
242,"['c++', 'boost', 'conan']","{'account_id': 2118443, 'reputation': 117, 'user_id': 1882231, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/5323ed13e0e95517be5cbca1f909f4b5?s=256&d=identicon&r=PG', 'display_name': 'Ru Ru', 'link': 'https://stackoverflow.com/users/1882231/ru-ru'}",False,472,,0,1,1646401803,1645980744,71286665,CC BY-SA 4.0,https://stackoverflow.com/questions/71286665/conan-building-cpp-project-using-gcc-on-windows,Conan building cpp project using gcc on windows,1645993188.0,,,,
243,"['c++', 'qt', 'qgis']","{'account_id': 20818309, 'reputation': 33, 'user_id': 17831109, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d252c32a789a1307202d0a9ef59051b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tobias', 'link': 'https://stackoverflow.com/users/17831109/tobias'}",False,219,,1,0,1646394367,1646043002,71293349,CC BY-SA 4.0,https://stackoverflow.com/questions/71293349/qt-how-to-create-a-simple-qprogressdialog-object,QT: How to create a simple QProgressDialog object,1646045100.0,,,,
244,"['c++', 'clang-format']","{'account_id': 14099485, 'reputation': 1040, 'user_id': 10185183, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-oUA_ZF9CW5c/AAAAAAAAAAI/AAAAAAAACX0/TLhc82gWtsI/photo.jpg?sz=256', 'display_name': 'arsdever', 'link': 'https://stackoverflow.com/users/10185183/arsdever'}",False,410,,1,2,1646387848,1645622000,71237607,CC BY-SA 4.0,https://stackoverflow.com/questions/71237607/clang-format-doesnt-recognize-matching-headers-name,clang-format doesn&#39;t recognize matching header&#39;s name,1645798043.0,,,,
245,"['c++', 'c', 'visual-studio', 'visual-c++', 'header']","{'account_id': 23288936, 'reputation': 43, 'user_id': 17371309, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9fda92101822ba1c1ae6beaa023eb52?s=256&d=identicon&r=PG', 'display_name': 'xxx', 'link': 'https://stackoverflow.com/users/17371309/xxx'}",True,124,71246158.0,3,1,1646382789,1645667240,71246119,CC BY-SA 4.0,https://stackoverflow.com/questions/71246119/how-should-header-file-look-like-for-c-projects,How should header file look like for C++ projects?,1645676863.0,,,,
246,"['c++', 'string', 'size']","{'account_id': 22518116, 'reputation': 21, 'user_id': 16712085, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwN2J7WqBU7UojxYBpbi9DRN-vkA5kM1Sl362bu=k-s256', 'display_name': 'liana', 'link': 'https://stackoverflow.com/users/16712085/liana'}",False,85,,1,-2,1646380356,1645952555,71283433,CC BY-SA 4.0,https://stackoverflow.com/questions/71283433/length-of-string-does-not-return-true-value,length () of string does not return true value,1645954551.0,,,,
247,"['c++', 'intel-oneapi']","{'account_id': 16936624, 'reputation': 1, 'user_id': 16952137, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9ztN6B90q5Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfIeKxwzxqwBYZaK1YLmCmd3feW3w/photo.jpg?sz=256', 'display_name': 'junjie yang', 'link': 'https://stackoverflow.com/users/16952137/junjie-yang'}",True,300,,2,0,1646379967,1644958186,71133221,CC BY-SA 4.0,https://stackoverflow.com/questions/71133221/fail-to-compile-oneapi-examples,Fail to compile oneAPI examples,,,,,
248,['c++'],"{'account_id': 24126698, 'reputation': 1, 'user_id': 18094902, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d41a9b8a7a7e8280dafc2decae1d362?s=256&d=identicon&r=PG', 'display_name': 'dman773', 'link': 'https://stackoverflow.com/users/18094902/dman773'}",False,577,,1,-1,1646360920,1643754578,70948387,CC BY-SA 4.0,https://stackoverflow.com/questions/70948387/output-valid-if-input-does-not-contain-character-s-otherwise-output-inval,"Output &quot;Valid&quot; if input does not contain character &#39;S&#39;. Otherwise, output &quot;Invalid&quot;",1643755751.0,,,,
249,"['c++', 'arrays']","{'account_id': 24347187, 'reputation': 1, 'user_id': 18283561, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4677a18a57dbaa9816ef426b67463eed?s=256&d=identicon&r=PG', 'display_name': 'johnny_davis', 'link': 'https://stackoverflow.com/users/18283561/johnny-davis'}",True,62,,1,-1,1646348540,1645942346,71282552,CC BY-SA 4.0,https://stackoverflow.com/questions/71282552/questionable-actionsfor-program-rwe,questionable actionsfor program rwe,1646348540.0,,,,
250,"['c++', 'gcc', 'compiler-errors', 'namespaces']","{'account_id': 8030350, 'reputation': 95, 'user_id': 7113685, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4307f6424e8818fe064183b33a600df?s=256&d=identicon&r=PG&f=1', 'display_name': 'jpx', 'link': 'https://stackoverflow.com/users/7113685/jpx'}",True,159,71343225.0,1,1,1646338364,1645835145,71273073,CC BY-SA 4.0,https://stackoverflow.com/questions/71273073/how-to-solve-error-global-qualification-of-class-name-is-invalid-before-to,how to solve: error: global qualification of class name is invalid before &#39;{&#39; token,1646063204.0,,,,
251,"['c++', 'endianness']","{'account_id': 8873135, 'reputation': 1166, 'user_id': 9988487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b61292aaf4f38300a4eb58526d7994cd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adomas Baliuka', 'link': 'https://stackoverflow.com/users/9988487/adomas-baliuka'}",True,148,71004000.0,2,5,1646320784,1644114810,71003780,CC BY-SA 4.0,https://stackoverflow.com/questions/71003780/standard-compliant-host-to-network-endianess-conversion,Standard compliant host to network endianess conversion,1644115541.0,,,,
252,"['c++', 'gsoap']","{'account_id': 12843562, 'reputation': 314, 'user_id': 9290802, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/23ec5832ed556cdb70b3e306581edbbd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cracken', 'link': 'https://stackoverflow.com/users/9290802/cracken'}",True,42,,1,0,1646320424,1646027392,71291051,CC BY-SA 4.0,https://stackoverflow.com/questions/71291051/soap-struct-context-is-not-being-set-in-interface-file-implementation,soap struct context is not being set in interface file implementation,,,,,
253,"['c++', 'c++11', 'opencl', 'intel', 'pyopencl']","{'account_id': 19441756, 'reputation': 31, 'user_id': 14220024, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-X0k7UEBYETg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckB9S85vSDSjAyc7VscIn2oUlY5Ng/photo.jpg?sz=256', 'display_name': 'Waseema Risaana', 'link': 'https://stackoverflow.com/users/14220024/waseema-risaana'}",True,70,,2,-3,1646317854,1645607293,71234078,CC BY-SA 4.0,https://stackoverflow.com/questions/71234078/memory-crash-on-intel-cpu-when-running-opencl-code-for-particular-input,Memory Crash on Intel CPU when running OpenCL code for particular input,1645638715.0,,,,
254,"['c++', 'algorithm', 'logic']","{'account_id': 15410085, 'reputation': 111, 'user_id': 11117045, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-OBAkq1KX5Pk/AAAAAAAAAAI/AAAAAAAACKE/M_BXOlz5TPI/photo.jpg?sz=256', 'display_name': 'Rodolfo Andr&#233;s Rivas Matta', 'link': 'https://stackoverflow.com/users/11117045/rodolfo-andr%c3%a9s-rivas-matta'}",True,90,71338484.0,1,3,1646316225,1645665494,71245960,CC BY-SA 4.0,https://stackoverflow.com/questions/71245960/why-should-mid-value-be-used-instead-of-mid-value-1-for-a-recursive-implementa,Why should mid-value be used instead of mid-value - 1 for a recursive implementation of a binary search?,,,,,
255,"['c++', 'pwm', 'google-coral']","{'account_id': 8947203, 'reputation': 859, 'user_id': 6674213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7826731c884808f91e604aae162c2813?s=256&d=identicon&r=PG&f=1', 'display_name': 'brad', 'link': 'https://stackoverflow.com/users/6674213/brad'}",True,108,,1,0,1646313067,1644363261,71042253,CC BY-SA 4.0,https://stackoverflow.com/questions/71042253/what-are-my-options-for-pwm-using-c-on-the-google-coral-dev-board,What are my options for PWM using C++ on the Google Coral dev board?,,,,,
256,"['c++', 'macos', 'visual-studio-code']","{'account_id': 19939060, 'reputation': 71, 'user_id': 14611128, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GheiSB2Bcyi95WpJ45lqDIU-14po-rXir2bGQ1y=k-s256', 'display_name': 'Tanmay Sharma', 'link': 'https://stackoverflow.com/users/14611128/tanmay-sharma'}",False,1564,,1,1,1646312143,1645866150,71275339,CC BY-SA 4.0,https://stackoverflow.com/questions/71275339/include-errors-detected-please-update-your-includepath-squiggles-are-disabled,#include errors detected. Please update your includePath. Squiggles are disabled for this translation unit (macOS vs code solution),,,,,
257,"['c++', 'intel-oneapi']","{'account_id': 16656729, 'reputation': 33, 'user_id': 12037922, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDAD9hbkapTW9-tCqo19sfo6U5HTx7PbSL3GLT-Kg=k-s256', 'display_name': 'Diego Masotti', 'link': 'https://stackoverflow.com/users/12037922/diego-masotti'}",True,103,,1,1,1646311470,1645956183,71283790,CC BY-SA 4.0,https://stackoverflow.com/questions/71283790/oneapi-wrong-behaviour-of-exclusive-scan,OneAPI wrong behaviour of exclusive_scan,,,,,
258,"['c++', 'shader', 'hlsl']","{'account_id': 23477423, 'reputation': 41, 'user_id': 17530036, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab7cee5a991fdc8013d9d53a8e13aa4e?s=256&d=identicon&r=PG', 'display_name': 'enzio91900', 'link': 'https://stackoverflow.com/users/17530036/enzio91900'}",True,111,71334432.0,2,3,1646297876,1644754774,71100549,CC BY-SA 4.0,https://stackoverflow.com/questions/71100549/gpu-heightmap-sculpting-in-shader,GPU Heightmap sculpting in shader,1645010759.0,,,,
259,['c++'],"{'account_id': 21162772, 'reputation': 1, 'user_id': 15584734, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb788ed0272306cec5fa868f3df36066?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marinette', 'link': 'https://stackoverflow.com/users/15584734/marinette'}",True,724,,4,-1,1646258643,1644363567,71042288,CC BY-SA 4.0,https://stackoverflow.com/questions/71042288/remove-even-numbers-from-a-vector-in-c,Remove even numbers from a vector in c++,1646258643.0,,,,
260,"['c++', 'assembly', 'arm']","{'account_id': 14664915, 'reputation': 83, 'user_id': 10591019, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adc1b4aa2c2d2f9f98478f8e613b8987?s=256&d=identicon&r=PG', 'display_name': 'Florent', 'link': 'https://stackoverflow.com/users/10591019/florent'}",True,122,71324488.0,1,1,1646233457,1645653262,71244483,CC BY-SA 4.0,https://stackoverflow.com/questions/71244483/arm-7-assembly-adc-with-immediate-0,ARM 7 Assembly - ADC with immediate 0,1646230689.0,,,,
261,"['c++', 'format', 'chrono']","{'account_id': 21973505, 'reputation': 67, 'user_id': 16249654, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj_IxrATDAWdDogtsqN205QwW_1imETOLXJlO03jg=k-s256', 'display_name': 'Chris Kouts', 'link': 'https://stackoverflow.com/users/16249654/chris-kouts'}",True,307,,2,0,1646206415,1646036655,71292252,CC BY-SA 4.0,https://stackoverflow.com/questions/71292252/formst-stdchronoduration-using-stdformatter,Formst std::chrono::duration using std::formatter,,,,,
262,"['c++', 'file-handling', 'getline', 'txt']","{'account_id': 24377845, 'reputation': 21, 'user_id': 18309909, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giuq_FSEGsWp2XSN_-wkQoJNnzXj0sjFea2iVT-Bw=k-s256', 'display_name': 'Wyatt d', 'link': 'https://stackoverflow.com/users/18309909/wyatt-d'}",True,1860,,2,1,1646192347,1645802822,71268078,CC BY-SA 4.0,https://stackoverflow.com/questions/71268078/how-do-i-read-the-first-line-of-integers-separated-by-spaces-from-a-text-file-in,How do i read the first line of integers separated by spaces from a text file in c++?,,,,,
263,"['c++', 'machine-learning', 'boost', 'ndk-build', 'mlpack']","{'account_id': 11955670, 'reputation': 165, 'user_id': 8748098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86af3297abfe4bcf23e98d7b8f0e8cf3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Niaz Palak', 'link': 'https://stackoverflow.com/users/8748098/niaz-palak'}",False,72,,1,1,1646188214,1645672797,71246685,CC BY-SA 4.0,https://stackoverflow.com/questions/71246685/error-while-trying-to-run-mlpack-from-source,Error while trying to run MLPack from source,,,,,
