,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,migrated_from,locked_date
418,"['c++', 'c', 'time', 'network-programming']","{'account_id': 1128939, 'reputation': 165, 'user_id': 1115479, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/10908d8812056ecbdca05cb070925395?s=256&d=identicon&r=PG', 'display_name': 'shura-astrozero', 'link': 'https://stackoverflow.com/users/1115479/shura-astrozero'}",True,2999,,4,10,1533051730,1355936065,13957254,CC BY-SA 3.0,https://stackoverflow.com/questions/13957254/c-c-safest-way-to-send-time-t-over-socket,c/c++ - safest way to send time_t over socket,1355936579.0,,,,,,
419,"['c++', 'c', 'math', 'modulus']","{'account_id': 960926, 'reputation': 2771, 'user_id': 985292, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e6ca85a16a179e7fdc825f2159d5aff1?s=256&d=identicon&r=PG', 'display_name': 'Johannes', 'link': 'https://stackoverflow.com/users/985292/johannes'}",True,11750,14032673.0,7,8,1532072351,1356428850,14029516,CC BY-SA 3.0,https://stackoverflow.com/questions/14029516/need-an-efficient-subtraction-algorithm-modulo-a-number,Need an efficient subtraction algorithm modulo a number,1495542769.0,,,,,,
420,"['c++', 'c++11', 'null', 'c++-faq', 'nullptr']","{'account_id': 1775424, 'reputation': 17146, 'user_id': 1619294, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e729eadfbc94fa7e959b88aafe2d8e3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mark Garcia', 'link': 'https://stackoverflow.com/users/1619294/mark-garcia'}",True,58570,13816448.0,7,170,1531847995,1355214911,13816385,CC BY-SA 3.0,https://stackoverflow.com/questions/13816385/what-are-the-advantages-of-using-nullptr,What are the advantages of using nullptr?,1355228257.0,,,,,,
421,"['c++', 'python', 'qt', 'qscrollarea', 'qgridlayout']","{'account_id': 455645, 'reputation': 13047, 'user_id': 853934, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4ae9cbcb813ee1aae7bc720cf987c1fe?s=256&d=identicon&r=PG', 'display_name': 'Phil', 'link': 'https://stackoverflow.com/users/853934/phil'}",True,16778,14034055.0,3,11,1531846118,1356468509,14033902,CC BY-SA 3.0,https://stackoverflow.com/questions/14033902/qt-qgridlayout-automatically-centers-moves-items-to-the-middle,Qt QGridLayout automatically centers (moves) items to the middle.,1363454021.0,,,,,,
422,['c++'],"{'account_id': 359594, 'reputation': 92408, 'user_id': 701092, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/lI4sr.jpg?s=256&g=1', 'display_name': 'David G', 'link': 'https://stackoverflow.com/users/701092/david-g'}",True,201,14061961.0,1,9,1531038290,1356645693,14061865,CC BY-SA 3.0,https://stackoverflow.com/questions/14061865/explanation-on-member-detection-code,Explanation on Member Detection code,1363116700.0,,,,,,
423,"['c++', 'list', 'stl', 'compare', 'containers']","{'account_id': 1951224, 'reputation': 199, 'user_id': 1755265, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f20eb5f5eec1177c384672f291a8bf24?s=256&d=identicon&r=PG', 'display_name': 'Modass', 'link': 'https://stackoverflow.com/users/1755265/modass'}",True,478,13680853.0,2,3,1530867609,1354528416,13680757,CC BY-SA 4.0,https://stackoverflow.com/questions/13680757/how-can-i-compare-sort-elements-of-a-list-container-containing-a-custom-typedef,How can I compare/sort elements of a list container containing a custom typedef?,1530867609.0,,,,,,
424,"['c++', 'pthreads', 'posix']","{'account_id': 346179, 'reputation': 2333, 'user_id': 679550, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/9dec4a14ae3676fd63fe9b0114bb6b14?s=256&d=identicon&r=PG', 'display_name': 'Chef Pharaoh', 'link': 'https://stackoverflow.com/users/679550/chef-pharaoh'}",True,27249,13662972.0,3,13,1530790302,1354388457,13662689,CC BY-SA 3.0,https://stackoverflow.com/questions/13662689/what-is-the-best-solution-to-pause-and-resume-pthreads,What is the best solution to pause and resume pthreads?,1495540421.0,,,,,,
425,"['c++', 'opencv', 'rotation', 'rotational-matrices']","{'account_id': 961405, 'reputation': 555, 'user_id': 985688, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/997ef0625182157287fc18091674e3e2?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/985688/john'}",True,24048,13824496.0,3,18,1530603120,1355240462,13823296,CC BY-SA 3.0,https://stackoverflow.com/questions/13823296/converting-opencv-rotation-and-translation-vectors-to-xyz-rotation-and-xyz-posit,Converting OpenCV rotation and translation vectors to XYZ rotation and XYZ position,1355245532.0,,,,,,
426,"['c++', 'pthreads']","{'account_id': 1773192, 'reputation': 135, 'user_id': 1617553, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/4a3e6dae31859d247d4d516550a5af3f?s=256&d=identicon&r=PG', 'display_name': 'adam..', 'link': 'https://stackoverflow.com/users/1617553/adam'}",False,694,,1,0,1530587094,1354614907,13700143,CC BY-SA 4.0,https://stackoverflow.com/questions/13700143/thread-does-nothing-after-successful-pthread-create,Thread does nothing after successful pthread_create,1530584433.0,,,,,,
427,"['c++', 'c++-standard-library']","{'account_id': 1090052, 'reputation': 783, 'user_id': 1135613, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/1a6dea1153e8aad5b60f0e917e047339?s=256&d=identicon&r=PG&f=1', 'display_name': 'std', 'link': 'https://stackoverflow.com/users/1135613/std'}",True,12583,14052757.0,3,23,1530382191,1356601856,14052627,CC BY-SA 3.0,https://stackoverflow.com/questions/14052627/why-do-we-need-to-tie-stdcin-and-stdcout,Why do we need to tie std::cin and std::cout?,1488558548.0,,,,,,
428,"['c++', 'compiler-errors']","{'account_id': 1936856, 'reputation': 180, 'user_id': 1744112, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f4ceffc59bce087bc79940567ff1b5eb?s=256&d=identicon&r=PG', 'display_name': 'Ahmed Sherif', 'link': 'https://stackoverflow.com/users/1744112/ahmed-sherif'}",True,32542,13693874.0,3,4,1530265564,1354578400,13693842,CC BY-SA 3.0,https://stackoverflow.com/questions/13693842/why-am-i-getting-the-error-cin-does-not-name-a-type,Why am I getting the error &quot;cin does not name a type&quot;,1354582439.0,,,,,,
429,"['c++', 'windows', 'winapi', 'messagebox']","{'account_id': 449124, 'reputation': 19860, 'user_id': 843732, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/8e7b3eb1f6bb311c47610a9d230485f0?s=256&d=identicon&r=PG', 'display_name': 'c00000fd', 'link': 'https://stackoverflow.com/users/843732/c00000fd'}",True,6330,,2,3,1530144128,1355458273,13872514,CC BY-SA 3.0,https://stackoverflow.com/questions/13872514/how-to-close-a-messagebox-window-by-its-handle-with-c,How to close a MessageBox window by its handle with C++,1387843578.0,,,,,,
430,"['c++', 'gcc', 'boost', 'derived-class', 'boost-variant']","{'account_id': 902304, 'reputation': 48313, 'user_id': 938111, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/DHtZw.png?s=256&g=1', 'display_name': 'oHo', 'link': 'https://stackoverflow.com/users/938111/oho'}",True,3009,47174616.0,3,7,1529695782,1354821308,13750838,CC BY-SA 3.0,https://stackoverflow.com/questions/13750838/how-to-implement-a-boostvariant-derived-class,How to implement a boost::variant derived-class?,1354872120.0,,,,,,
431,"['c++', 'opencv', 'camera', 'rotation', 'position']","{'account_id': 1583882, 'reputation': 590, 'user_id': 1468661, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/5efkL.png?s=256&g=1', 'display_name': 'Teris', 'link': 'https://stackoverflow.com/users/1468661/teris'}",True,9267,13957769.0,1,5,1529648448,1355935783,13957150,CC BY-SA 3.0,https://stackoverflow.com/questions/13957150/opencv-computing-camera-position-rotation,OpenCV Computing Camera Position &amp;&amp; Rotation,1355962661.0,,,,,,
432,"['c++', 'boost', 'polygon']","{'account_id': 461804, 'reputation': 857, 'user_id': 863752, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/fe1782174fa3f0a2d07011df414a1267?s=256&d=identicon&r=PG', 'display_name': 'Evils', 'link': 'https://stackoverflow.com/users/863752/evils'}",False,318,,2,4,1529438187,1354724082,13727552,CC BY-SA 3.0,https://stackoverflow.com/questions/13727552/how-to-join-a-negative-polygon-with-inner-negative-polygons,How to join a negative polygon with inner negative polygons?,1354784127.0,,,,,,
433,"['c++', 'huffman-code']","{'account_id': 469873, 'reputation': 1553, 'user_id': 876748, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/fa06bb7632937d407eead44a37a303c4?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/876748/jason'}",True,3108,13904633.0,2,1,1529338152,1355673884,13903050,CC BY-SA 4.0,https://stackoverflow.com/questions/13903050/reconstruct-huffman-tree-by-huffman-table,Reconstruct huffman tree by huffman table,1529338152.0,,,,,,
434,"['c++', 'parsing', 'stack', 'expression', 'calculator']","{'account_id': 1258968, 'reputation': 535, 'user_id': 1217810, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/691e9745c8f9a8a11d46ee6be033a612?s=256&d=identicon&r=PG', 'display_name': 'Painguy', 'link': 'https://stackoverflow.com/users/1217810/painguy'}",True,14486,13856790.0,2,3,1528736863,1355377882,13853774,CC BY-SA 3.0,https://stackoverflow.com/questions/13853774/infix-calculator-expression-parser,Infix Calculator Expression Parser,1355679823.0,,,,,,
435,"['c++', 'macros', 'c++11', 'integer', 'static-assert']","{'account_id': 455665, 'reputation': 657, 'user_id': 853966, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/5dcece51e911dfa44eeaa715455fa62c?s=256&d=identicon&r=PG', 'display_name': 'b3nj1', 'link': 'https://stackoverflow.com/users/853966/b3nj1'}",True,14660,,6,20,1528307765,1355308001,13837668,CC BY-SA 3.0,https://stackoverflow.com/questions/13837668/display-integer-at-compile-time-in-static-assert,Display integer at compile time in static_assert(),1495535654.0,,,,,,
436,"['c++', 'language-lawyer']","{'account_id': 153562, 'reputation': 13205, 'user_id': 368896, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/86b2d19edca5143a705619f0bc0bb04e?s=256&d=identicon&r=PG', 'display_name': 'Dan Nissenbaum', 'link': 'https://stackoverflow.com/users/368896/dan-nissenbaum'}",True,3630,13744989.0,8,44,1527795699,1354800060,13744507,CC BY-SA 3.0,https://stackoverflow.com/questions/13744507/why-is-i-vi-undefined,Why is i = v[i++] undefined?,1495541321.0,,,,,,
437,"['c++', 'qt', 'unresolved-external']","{'account_id': 2071810, 'reputation': 1699, 'user_id': 1846123, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/559865ebb0f497ca33ab763094cdb971?s=256&d=identicon&r=PG', 'display_name': 'chuckieDub', 'link': 'https://stackoverflow.com/users/1846123/chuckiedub'}",True,48347,14070000.0,2,30,1527749641,1356695169,14069041,CC BY-SA 3.0,https://stackoverflow.com/questions/14069041/unresolved-external-symbols-qt-creator,Unresolved external symbols - Qt creator,1356763781.0,,,,,,
438,"['c++', 'performance', 'c++11', 'foreach', 'auto']","{'account_id': 2183118, 'reputation': 121776, 'user_id': 1932150, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/bgNyH.jpg?s=256&g=1', 'display_name': 'Andy Prowl', 'link': 'https://stackoverflow.com/users/1932150/andy-prowl'}",True,6824,14056730.0,2,11,1527139308,1356617258,14055975,CC BY-SA 4.0,https://stackoverflow.com/questions/14055975/performance-of-c11-modern-style-loops-vs-old-style-loops,Performance of C++11 modern-style loops vs old-style loops,1527139308.0,,,,,,
439,"['c++', 'templates', 'inheritance', 'virtual-functions']","{'account_id': 1269044, 'reputation': 4370, 'user_id': 1225744, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/965e7fce619a96b6163a4f8feaef7355?s=256&d=identicon&r=PG', 'display_name': 'elelias', 'link': 'https://stackoverflow.com/users/1225744/elelias'}",True,5949,13818622.0,4,9,1526937531,1355222223,13818463,,https://stackoverflow.com/questions/13818463/override-virtual-method-with-template-method,override virtual method with template method,1495539960.0,1355475442.0,exact duplicate,,,,
440,"['c++', 'winapi']","{'account_id': 995317, 'reputation': 565, 'user_id': 1011424, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/30f2494d813c6c5127f2f17c61ffc23f?s=256&d=identicon&r=PG', 'display_name': 'Marcin Kostrzewa', 'link': 'https://stackoverflow.com/users/1011424/marcin-kostrzewa'}",False,513,,1,0,1526819368,1355003950,13782376,CC BY-SA 3.0,https://stackoverflow.com/questions/13782376/lvs-ex-fullrowselect-was-not-declared-in-this-scope,&#39;LVS_EX_FULLROWSELECT&#39; was not declared in this scope,,,,,,,
441,"['c++', 'oop', 'visibility']","{'account_id': 1417731, 'reputation': 949, 'user_id': 1342976, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/35a755bdde0c89342405ff3e6e23c9fa?s=256&d=identicon&r=PG', 'display_name': 'infoholic_anonymous', 'link': 'https://stackoverflow.com/users/1342976/infoholic-anonymous'}",True,8521,,4,9,1526590992,1356887357,14092705,CC BY-SA 3.0,https://stackoverflow.com/questions/14092705/how-can-i-hide-a-class-in-c,How can I hide a class in C++?,,,,,,,
442,"['c++', 'opengl', 'matrix', 'glm-math']","{'account_id': 1896720, 'reputation': 121, 'user_id': 1713509, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/dabd4e9d7b9c3bc6758e1f84769f1132?s=256&d=identicon&r=PG', 'display_name': 'Zeke', 'link': 'https://stackoverflow.com/users/1713509/zeke'}",True,3432,13793957.0,3,0,1526323313,1355103139,13793815,CC BY-SA 3.0,https://stackoverflow.com/questions/13793815/applying-camera-transformations-to-opengl,Applying Camera Transformations to OpenGL,1361137326.0,,,,,,
443,"['c++', 'windows', 'visual-c++', 'console-application']","{'account_id': 250074, 'reputation': 893, 'user_id': 526560, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/4bf1f711f7151053e17dd4057177ac6b?s=256&d=identicon&r=PG', 'display_name': 'Mikarnage', 'link': 'https://stackoverflow.com/users/526560/mikarnage'}",True,1677,,2,1,1526067685,1355649291,13899953,CC BY-SA 3.0,https://stackoverflow.com/questions/13899953/win32-application-with-console-output-and-without-new-window,Win32 application with console output and without new window,,,,,,,
444,"['c++', 'mfc']","{'account_id': 1840830, 'reputation': 73, 'user_id': 1670247, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/8aedcfd97a82e6e2f0de42828db19f60?s=256&d=identicon&r=PG', 'display_name': 'user1670247', 'link': 'https://stackoverflow.com/users/1670247/user1670247'}",True,3369,,2,1,1525356923,1356577838,14048918,CC BY-SA 3.0,https://stackoverflow.com/questions/14048918/spin-control-not-working,Spin Control not working,,,,,,,
445,"['c++', 'templates', 'makefile']","{'account_id': 1942570, 'reputation': 543, 'user_id': 1748419, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f235ea60b91ba9fceb0ab61d484c8d7f?s=256&d=identicon&r=PG', 'display_name': 'Jack F', 'link': 'https://stackoverflow.com/users/1748419/jack-f'}",True,7781,13792026.0,2,5,1525290565,1355088330,13792001,CC BY-SA 4.0,https://stackoverflow.com/questions/13792001/making-a-makefile-for-a-template-class,making a makefile for a template class,1525290565.0,,,,,,
446,"['c++', 'c', 'int']","{'account_id': 1601660, 'reputation': 160, 'user_id': 1482575, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/afd75bb5cfc28f4ce06f7b52763b8fec?s=256&d=identicon&r=PG', 'display_name': 'Rahul', 'link': 'https://stackoverflow.com/users/1482575/rahul'}",True,3645,13681612.0,3,0,1525170606,1354531119,13681496,CC BY-SA 3.0,https://stackoverflow.com/questions/13681496/u-int32-t-vs-bpf-u-int32,u_int32_t vs bpf_u_int32,,,,,,,
447,"['c++', 'png', 'transparent', 'libpng']","{'account_id': 1337660, 'reputation': 757, 'user_id': 1279988, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ec8645ff56667cee93e026b5dda2d96f?s=256&d=identicon&r=PG', 'display_name': 'user1279988', 'link': 'https://stackoverflow.com/users/1279988/user1279988'}",True,1425,13913278.0,2,1,1524664301,1355735262,13911126,CC BY-SA 3.0,https://stackoverflow.com/questions/13911126/how-to-let-png-have-the-transparent-property,how to let png have the transparent property,1355735894.0,,,,,,
448,"['c++', 'opengl', 'rasterizing']","{'account_id': 2154880, 'reputation': 1, 'user_id': 1910354, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3ea4d23804da62ba7568d11c8f64b1f?s=256&d=identicon&r=PG', 'display_name': 'Fijiwiji', 'link': 'https://stackoverflow.com/users/1910354/fijiwiji'}",True,2478,,3,0,1524331357,1355758077,13917020,CC BY-SA 3.0,https://stackoverflow.com/questions/13917020/programming-my-own-triangle-rasterization-for-opengl,Programming my own triangle rasterization for OpenGL?,1355760510.0,,,,,,
449,"['c++', 'encryption']","{'account_id': 1513332, 'reputation': 2193, 'user_id': 1414923, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/qMjNR.jpg?s=256&g=1', 'display_name': 'StudentX', 'link': 'https://stackoverflow.com/users/1414923/studentx'}",True,12000,,1,9,1523277234,1355174144,13809404,,https://stackoverflow.com/questions/13809404/simple-c-encryption-decryption-library,Simple C++ Encryption - Decryption Library?,1523277234.0,1355181485.0,exact duplicate,,,,
450,"['c++', 'function', 'virtual', 'vtable', 'vptr']","{'account_id': 1824341, 'reputation': 555, 'user_id': 1657571, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/377bf4fb0d094d951ea10094cc7d20fe?s=256&d=identicon&r=PG', 'display_name': 'Samarsh', 'link': 'https://stackoverflow.com/users/1657571/samarsh'}",True,3651,13914206.0,7,15,1522510719,1355747210,13914178,CC BY-SA 3.0,https://stackoverflow.com/questions/13914178/why-vptr-is-not-static,Why vptr is not static?,,,,,,,
451,"['c++', 'qt', 'qstring']","{'account_id': 410955, 'reputation': 1214, 'user_id': 783103, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c2bf8a058921e47be86a5d30416ab5c3?s=256&d=identicon&r=PG', 'display_name': 'damianb', 'link': 'https://stackoverflow.com/users/783103/damianb'}",True,6567,13999272.0,2,4,1522391759,1356138271,13999127,CC BY-SA 3.0,https://stackoverflow.com/questions/13999127/get-qstring-length-in-characters-not-bytes,"Get QString length (in characters, not bytes)",1356138572.0,,,,,,
452,"['c++', 'qt', 'frameworks', 'qt-creator']","{'account_id': 456445, 'reputation': 1570, 'user_id': 855217, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/db3a62a1ff859b719a1835e81740e1b2?s=256&d=identicon&r=PG', 'display_name': 'Pete855217', 'link': 'https://stackoverflow.com/users/855217/pete855217'}",True,1166,13659888.0,1,1,1521606800,1354345901,13657290,CC BY-SA 3.0,https://stackoverflow.com/questions/13657290/is-it-possible-to-build-a-mac-framework-in-qt-using-pro-file-within-qt-creator,Is it possible to build a Mac .framework in Qt using .pro file within Qt Creator?,,,,,,,
453,"['c++', 'xcode']","{'account_id': 1502588, 'reputation': 1085, 'user_id': 2187759, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/9340f41465bca208ff10cde7e750c606?s=256&d=identicon&r=PG', 'display_name': 'Hypnoz', 'link': 'https://stackoverflow.com/users/2187759/hypnoz'}",True,3765,,2,2,1521583252,1354781692,13739467,CC BY-SA 3.0,https://stackoverflow.com/questions/13739467/rename-in-xcode-wrtting-c,Rename in XCode wrtting C++,,,,,,,
454,"['c++', 'c++11', 'sdl']","{'account_id': 197052, 'reputation': 2282, 'user_id': 440867, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/47c683ae448001e8b767f74210aa3fd8?s=256&d=identicon&r=PG', 'display_name': 'bcsanches', 'link': 'https://stackoverflow.com/users/440867/bcsanches'}",True,3514,14057879.0,2,7,1521576832,1356616778,14055866,CC BY-SA 3.0,https://stackoverflow.com/questions/14055866/can-i-replace-sdl-getticks-with-stdchronohigh-resolution-clock,Can I replace SDL_GetTicks with std::chrono::high_resolution_clock?,1426558794.0,,,,,,
455,"['c++', 'windows', 'keyboard-events']","{'account_id': 1781251, 'reputation': 33, 'user_id': 1623942, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/cd15d1515d3e908593cfbb4b7126b68e?s=256&d=identicon&r=PG', 'display_name': 'Caveman', 'link': 'https://stackoverflow.com/users/1623942/caveman'}",True,1104,13996683.0,3,2,1521215403,1356120074,13996455,CC BY-SA 3.0,https://stackoverflow.com/questions/13996455/what-are-the-other-defines-relating-to-define-kb-up-72-for-c-what-are-all-of,What are the other defines relating to #define KB_UP 72 for c++? What are all of them?,,,,,,,
456,"['c++', 'inheritance', 'friend', 'access-control']","{'account_id': 1308679, 'reputation': 1342, 'user_id': 1257146, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/30c95c84e3ee54ad98c2a25b674b612e?s=256&d=identicon&r=PG', 'display_name': 'Harry', 'link': 'https://stackoverflow.com/users/1257146/harry'}",True,7912,13844421.0,8,12,1521128395,1355329547,13844129,CC BY-SA 3.0,https://stackoverflow.com/questions/13844129/friend-class-with-inheritance,friend class with inheritance,1445870780.0,,,,,,
457,['c++'],"{'account_id': 2095397, 'reputation': 31, 'user_id': 1864287, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c8983f54afc9cba20e1658c46396a92?s=256&d=identicon&r=PG', 'display_name': 'IanPanz', 'link': 'https://stackoverflow.com/users/1864287/ianpanz'}",False,262,,2,-2,1521043294,1354495904,13675712,CC BY-SA 3.0,https://stackoverflow.com/questions/13675712/redefinition-of-function-name,Redefinition of &#39;function name&#39;?,1521043294.0,,,,,,
458,"['c++', 'c++11', 'compiler-warnings']","{'account_id': 411202, 'reputation': 38973, 'user_id': 783510, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/fgbAM.png?s=256&g=1', 'display_name': 'Philipp Cla&#223;en', 'link': 'https://stackoverflow.com/users/783510/philipp-cla%c3%9fen'}",True,27249,13905432.0,4,55,1520969658,1355689892,13905200,CC BY-SA 3.0,https://stackoverflow.com/questions/13905200/is-it-wise-to-ignore-gcc-clangs-wmissing-braces-warning,Is it wise to ignore gcc/clang&#39;s &quot;-Wmissing-braces&quot; warning?,1355723387.0,,,,,,
459,"['c++', 'sdl']","{'account_id': 2152690, 'reputation': 33, 'user_id': 1908604, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75b20ee36bffcb1adc77cbec637627e7?s=256&d=identicon&r=PG', 'display_name': 'Rayne', 'link': 'https://stackoverflow.com/users/1908604/rayne'}",True,1715,13906889.0,1,1,1520075506,1355702214,13906724,CC BY-SA 4.0,https://stackoverflow.com/questions/13906724/error-c2143-c4430-when-declaring-object-that-is-derived-from-base-class-with-v,error c2143 &amp; c4430 when declaring object that is derived from base class with virtual functions,1592644375.0,,,,,,
460,"['c++', 'objective-c', 'nsurlconnection', 'nsurl', 'nsurlrequest']","{'account_id': 2153036, 'reputation': 509, 'user_id': 1908860, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/4dceafdb1bea3b7f14ed5c45cd06ee94?s=256&d=identicon&r=PG', 'display_name': 'user1908860', 'link': 'https://stackoverflow.com/users/1908860/user1908860'}",True,1584,13982559.0,2,0,1519480810,1356044674,13981937,CC BY-SA 3.0,https://stackoverflow.com/questions/13981937/pure-c-equivalent-for-nsurlconnection-and-nsurlrequest,Pure C++ equivalent for NSURLConnection and NSURLRequest,1366826623.0,,,,,,
461,"['c++', 'multithreading', 'v8', 'libuv']","{'account_id': 283941, 'reputation': 3176, 'user_id': 581747, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/93e7df517d5afcd8e58decab6044f332?s=256&d=identicon&r=PG', 'display_name': 'marchaos', 'link': 'https://stackoverflow.com/users/581747/marchaos'}",True,8990,13904693.0,3,13,1519308111,1355252798,13826803,CC BY-SA 3.0,https://stackoverflow.com/questions/13826803/calling-javascript-function-from-a-c-callback-in-v8,Calling Javascript function from a C++ callback in V8,1355398957.0,,,,,,
462,"['c++', 'c', 'lua', 'oolua']","{'account_id': 168624, 'reputation': 445, 'user_id': 394195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/642e3561ab490b99a0fa853fcdfe3f98?s=256&d=identicon&r=PG', 'display_name': 'KGardevoir', 'link': 'https://stackoverflow.com/users/394195/kgardevoir'}",True,779,13695679.0,1,2,1519114654,1354584339,13694712,CC BY-SA 3.0,https://stackoverflow.com/questions/13694712/compiling-c-as-c-linker-error-lua-and-oolua,Compiling C as C++ linker error (lua and oolua),,,,,,,
463,"['c++', 'file', 'while-loop']","{'account_id': 1921184, 'reputation': 1379, 'user_id': 1732660, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/9e6baf4c0f19981d677b5c377e8477cd?s=256&d=identicon&r=PG', 'display_name': 'mahela007', 'link': 'https://stackoverflow.com/users/1732660/mahela007'}",True,21414,14009791.0,3,5,1518950799,1356252689,14009737,CC BY-SA 3.0,https://stackoverflow.com/questions/14009737/how-does-reading-file-with-while-loops-work-in-c,How does reading file with while loops work in C++?,1518950799.0,,,,,,
464,"['c++', 'string', 'char']","{'account_id': 2107624, 'reputation': 773, 'user_id': 1873588, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/58a3dafc7e32df598447a32fbeba99a4?s=256&d=identicon&r=PG', 'display_name': 'Andrew T', 'link': 'https://stackoverflow.com/users/1873588/andrew-t'}",True,37209,13690766.0,1,32,1518801039,1354563090,13690306,CC BY-SA 3.0,https://stackoverflow.com/questions/13690306/conversion-from-string-literal-to-char-is-deprecated,Conversion from string literal to char* is deprecated,1518801039.0,,,,,,
465,"['c++', 'namespaces']","{'account_id': 301110, 'reputation': 93873, 'user_id': 608639, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/aPIhh.jpg?s=256&g=1', 'display_name': 'jww', 'link': 'https://stackoverflow.com/users/608639/jww'}",True,12343,13999591.0,4,20,1518710011,1356142479,13999481,CC BY-SA 3.0,https://stackoverflow.com/questions/13999481/error-declaring-using-namespace-with-a-nested-namespace-namespace-xxxyyy-n,Error declaring &quot;using namespace&quot; with a nested namespace (&quot;namespace xxx::yyy not allowed in using-declaration&quot;),1447151475.0,,,,,,
