,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
255,"['c++', 'stl', 'map', 'erase']","{'account_id': 447229, 'reputation': 2055, 'user_id': 840736, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/96559c7e9216ec31a90cdb2c4d49cff5?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/840736/jason'}",True,12708,11143311.0,6,8,1558621546,1340298464,11143214,CC BY-SA 3.0,https://stackoverflow.com/questions/11143214/stdmap-erase-last-element,std::map - erase last element,1340426848.0,,,,,,
256,"['c++', 'assembly', 'x86', 'clang', 'intel']","{'account_id': 539129, 'reputation': 49619, 'user_id': 906773, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/synii.jpg?s=256&g=1', 'display_name': 'Jesse Good', 'link': 'https://stackoverflow.com/users/906773/jesse-good'}",True,64804,11957826.0,3,75,1558493169,1339469803,10990018,CC BY-SA 3.0,https://stackoverflow.com/questions/10990018/how-to-generate-assembly-code-with-clang-in-intel-syntax,How to generate assembly code with clang in Intel syntax?,1495542873.0,,,,,,
257,"['c++', 'multithreading', 'qt', 'boost']","{'account_id': 1052875, 'reputation': 8812, 'user_id': 1056328, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/c1da3235261eea77050ca4df85948ac0?s=256&d=identicon&r=PG', 'display_name': 'myWallJSON', 'link': 'https://stackoverflow.com/users/1056328/mywalljson'}",True,2527,10882598.0,5,5,1558453745,1338761384,10874311,CC BY-SA 3.0,https://stackoverflow.com/questions/10874311/what-is-qt-for-boostpromiset,What is Qt for boost::promise&lt;T&gt;?,1338773094.0,,,,,,
258,"['c++', 'opencv', 'affinetransform', 'homography']","{'account_id': 1383260, 'reputation': 461, 'user_id': 1315815, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c46227a2773ca93146e8052d1b6462cb?s=256&d=identicon&r=PG', 'display_name': 'tetradeca7tope', 'link': 'https://stackoverflow.com/users/1315815/tetradeca7tope'}",True,24897,,5,37,1557912766,1340856523,11237948,CC BY-SA 3.0,https://stackoverflow.com/questions/11237948/findhomography-getperspectivetransform-getaffinetransform,"findHomography, getPerspectiveTransform, &amp; getAffineTransform",1440018753.0,,,,,,
259,"['c++', 'printf']","{'account_id': 339136, 'reputation': 641, 'user_id': 668427, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/bb45ba4f12c95b5f2bee85a9b748f39d?s=256&d=identicon&r=PG', 'display_name': 'Gene', 'link': 'https://stackoverflow.com/users/668427/gene'}",True,12718,11110451.0,4,7,1557795503,1340144236,11110300,CC BY-SA 3.0,https://stackoverflow.com/questions/11110300/how-to-capture-output-of-printf,How to capture output of printf?,1340174895.0,,,,,,
260,"['c++', 'templates', 'pointers', 'binary-search-tree']","{'account_id': 1027355, 'reputation': 2617, 'user_id': 1036386, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/OeIuP.jpg?s=256&g=1', 'display_name': 'Kalec', 'link': 'https://stackoverflow.com/users/1036386/kalec'}",True,25750,11011733.0,1,2,1557212699,1339578802,11011676,CC BY-SA 3.0,https://stackoverflow.com/questions/11011676/trying-to-create-new-instance-of-class-using-template-unexpected-error,"Trying to create new instance of class using template, unexpected error",1339580186.0,,,,,,
261,"['c++', 'c', 'windows', 'winapi', 'createremotethread']","{'account_id': 470874, 'reputation': 10939, 'user_id': 878307, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/45054483f0c09ad9dc872f13ac71f004?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sebastian Hoffmann', 'link': 'https://stackoverflow.com/users/878307/sebastian-hoffmann'}",True,573,10984014.0,1,3,1556885376,1339431857,10983977,CC BY-SA 4.0,https://stackoverflow.com/questions/10983977/createremotethread-memory-management,CreateRemoteThread: Memory Management,1556885376.0,,,,,,
262,"['c++', 'multithreading', 'performance', 'x86-64', 'thread-synchronization']","{'account_id': 108918, 'reputation': 19849, 'user_id': 1018562, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/ca58bb22c2bf586eb0c11e94d79d031e?s=256&d=identicon&r=PG', 'display_name': 'pythonic', 'link': 'https://stackoverflow.com/users/1018562/pythonic'}",True,3766,11013398.0,3,9,1556845434,1339579706,11011953,,https://stackoverflow.com/questions/11011953/how-fast-is-an-atomic-interlocked-variable-compared-to-a-lock-with-or-without-c,"How fast is an atomic/interlocked variable compared to a lock, with or without contention?",1556845434.0,,1556845656.0,Duplicate,,,
263,"['c++', 'stl', 'lambda', 'c++11', 'erase-remove-idiom']","{'account_id': 1426775, 'reputation': 3872, 'user_id': 1350092, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/36dAv.jpg?s=256&g=1', 'display_name': 'fishfood', 'link': 'https://stackoverflow.com/users/1350092/fishfood'}",True,4800,11246896.0,3,5,1556268244,1340892642,11246525,CC BY-SA 3.0,https://stackoverflow.com/questions/11246525/accessing-for-each-iterator-from-lambda,Accessing for_each iterator from lambda,1340911052.0,,,,,,
264,"['c++', 'boost', 'boost-geometry']","{'account_id': 238268, 'reputation': 10746, 'user_id': 507043, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/0flyb.png?s=256&g=1', 'display_name': 'Michael IV', 'link': 'https://stackoverflow.com/users/507043/michael-iv'}",True,3714,10898579.0,3,1,1556217153,1338814480,10881675,CC BY-SA 4.0,https://stackoverflow.com/questions/10881675/offsetting-polygon-using-boost-geometry,Offsetting polygon using Boost.Geometry?,1556217153.0,,,,,,
265,"['c++', 'dictionary']","{'user_type': 'does_not_exist', 'display_name': 'user195488'}",True,30471,11246675.0,4,7,1556115900,1340892862,11246606,CC BY-SA 4.0,https://stackoverflow.com/questions/11246606/using-find-on-mappair-int,"Using find on map&lt;pair, int&gt;",1556115900.0,,,,,,
266,"['c++', 'boost', 'boost-mpl', 'boost-fusion']","{'account_id': 169799, 'reputation': 977, 'user_id': 396103, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/17486a8ee8ec6952ef351a654c5b65fd?s=256&d=identicon&r=PG', 'display_name': 'Abe Schneider', 'link': 'https://stackoverflow.com/users/396103/abe-schneider'}",False,331,,0,1,1555872772,1340403837,11164914,CC BY-SA 4.0,https://stackoverflow.com/questions/11164914/how-to-generate-wrappings-for-c-functions,How to generate wrappings for C++ functions?,1555872772.0,,,,,,
267,"['c++', 'python', 'distutils']","{'account_id': 85388, 'reputation': 728, 'user_id': 238081, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/OsaWx.jpg?s=256&g=1', 'display_name': 'Lucas', 'link': 'https://stackoverflow.com/users/238081/lucas'}",True,7935,13176803.0,4,36,1555196048,1339586721,11013851,CC BY-SA 3.0,https://stackoverflow.com/questions/11013851/speeding-up-build-process-with-distutils,Speeding up build process with distutils,1339587755.0,,,,,,
268,"['c++', 'constructor', 'destructor']","{'account_id': 460226, 'reputation': 2484, 'user_id': 861183, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/f352a9023fa2440bf7b48bebaee49055?s=256&d=identicon&r=PG', 'display_name': 'newprogrammer', 'link': 'https://stackoverflow.com/users/861183/newprogrammer'}",True,1090,10875509.0,4,4,1555139576,1338773169,10875381,CC BY-SA 4.0,https://stackoverflow.com/questions/10875381/why-does-the-destructor-run-twice-in-c,Why does the destructor run twice in C++?,1555139576.0,,,,,,
269,"['c++', 'templates']","{'account_id': 400095, 'reputation': 1618, 'user_id': 765886, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/d7e17fb8694a0aa3bdf5acc30b973577?s=256&d=identicon&r=PG', 'display_name': 'gibraltar', 'link': 'https://stackoverflow.com/users/765886/gibraltar'}",True,34140,11081785.0,6,32,1555049108,1340017771,11081573,CC BY-SA 3.0,https://stackoverflow.com/questions/11081573/passing-a-variable-as-a-template-argument,Passing a variable as a template argument,1509517946.0,,,,,,
270,"['c++', 'winapi', 'bitblt', 'getdibits']","{'user_type': 'does_not_exist', 'display_name': 'user1481126'}",True,2838,,2,5,1554999871,1340660104,11197705,CC BY-SA 3.0,https://stackoverflow.com/questions/11197705/capturing-a-program-window-with-bitblt-always-returns-the-same-image,Capturing a program window with BitBlt always returns the same image,1340686718.0,,,,,,
271,"['c++', 'opencv', 'naivebayes', 'pattern-recognition']","{'account_id': 360760, 'reputation': 4623, 'user_id': 702937, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/22b62a59749991af35e023f4d02b0f55?s=256&d=identicon&r=PG', 'display_name': 'garak', 'link': 'https://stackoverflow.com/users/702937/garak'}",True,1575,11857537.0,1,0,1554931745,1338849626,10889382,CC BY-SA 4.0,https://stackoverflow.com/questions/10889382/multinomial-naive-bayes-for-opencv,Multinomial Naive Bayes for OpenCV,1554931745.0,,,,,,
272,"['c++', 'c++11', 'auto', 'trailing-return-type']","{'account_id': 110066, 'reputation': 5092, 'user_id': 291417, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9157269d4ee220bf66519eb7f4288c51?s=256&d=identicon&r=PG', 'display_name': 'mirk', 'link': 'https://stackoverflow.com/users/291417/mirk'}",True,35613,11215414.0,4,107,1554619341,1340741483,11215227,,https://stackoverflow.com/questions/11215227/should-the-trailing-return-type-syntax-style-become-the-default-for-new-c11-pr,Should the trailing return type syntax style become the default for new C++11 programs?,1357115268.0,,1499903594.0,Opinion-based,,,
273,"['c++', 'matlab', 'optimization', 'boost']","{'account_id': 1409409, 'reputation': 13, 'user_id': 1336320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ddd9eba3afca7d9298c69fbd488cb487?s=256&d=identicon&r=PG', 'display_name': 'Ciller', 'link': 'https://stackoverflow.com/users/1336320/ciller'}",True,1646,,3,1,1554354518,1338823010,10883717,CC BY-SA 4.0,https://stackoverflow.com/questions/10883717/matlab-cumulative-distribution-function-cdf,Matlab - Cumulative distribution function (CDF),1554354518.0,,,,,,
274,"['c++', 'opengl', 'alignment', 'textures', 'pbo']","{'account_id': 140468, 'reputation': 47869, 'user_id': 346804, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/xZg8n.jpg?s=256&g=1', 'display_name': 'ronag', 'link': 'https://stackoverflow.com/users/346804/ronag'}",True,21666,11045278.0,3,33,1554019998,1339711666,11042027,CC BY-SA 3.0,https://stackoverflow.com/questions/11042027/glpixelstoreigl-unpack-alignment-1-disadvantages,"glPixelStorei(GL_UNPACK_ALIGNMENT, 1) Disadvantages?",,,,,,,
275,"['c++', 'utf-8', 'console', 'mingw', 'windows-xp-sp3']","{'account_id': 167954, 'reputation': 27157, 'user_id': 393087, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/fe541f7ee2308f46a19230cb3a4b4d06?s=256&d=identicon&r=PG', 'display_name': 'rsk82', 'link': 'https://stackoverflow.com/users/393087/rsk82'}",True,37957,,7,22,1553899995,1338816941,10882277,CC BY-SA 3.0,https://stackoverflow.com/questions/10882277/properly-print-utf8-characters-in-windows-console,Properly print utf8 characters in windows console,1440059601.0,,,,,,
276,"['c++', 'graph']","{'account_id': 386939, 'reputation': 696, 'user_id': 744997, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/118998eb6fa648cf1aebca9f37435460?s=256&d=identicon&r=PG', 'display_name': 'mukesh', 'link': 'https://stackoverflow.com/users/744997/mukesh'}",True,8955,,5,4,1553600824,1338807343,10880119,,https://stackoverflow.com/questions/10880119/c-function-dependency-graph,C++ function dependency graph,1495542668.0,,1338819195.0,exact duplicate,,,
277,"['c++', 'doxygen']","{'account_id': 11740, 'reputation': 3892, 'user_id': 22781, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/b4f68e8f656054fbea0155b821b17f77?s=256&d=identicon&r=PG', 'display_name': 'amo', 'link': 'https://stackoverflow.com/users/22781/amo'}",True,1821,11058057.0,1,1,1553600760,1339792755,11057895,CC BY-SA 3.0,https://stackoverflow.com/questions/11057895/how-do-i-get-doxygen-to-document-a-class-defined-in-a-c-file,How do I get Doxygen to document a class defined in a C++ file?,,,,,,,
278,"['c++', 'doxygen']","{'account_id': 1235329, 'reputation': 3098, 'user_id': 1199019, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/f2b20868e20d94f2a73c0e0908c38570?s=256&d=identicon&r=PG', 'display_name': 'Aneesh Narayanan', 'link': 'https://stackoverflow.com/users/1199019/aneesh-narayanan'}",True,4519,,2,1,1553448560,1339662504,11029347,CC BY-SA 3.0,https://stackoverflow.com/questions/11029347/error-in-doxygen-creation,Error in doxygen creation,1407046455.0,,,,,,
279,"['c++', 'parsing', 'syntax', 'grammar']","{'account_id': 30252, 'reputation': 51025, 'user_id': 82368, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/954ea2f3eddf44343abc116897ce47c3?s=256&d=identicon&r=PG', 'display_name': 'unj2', 'link': 'https://stackoverflow.com/users/82368/unj2'}",True,6464,11043387.0,3,4,1553426704,1339721749,11043340,CC BY-SA 4.0,https://stackoverflow.com/questions/11043340/what-kind-of-statements-dont-require-semicolon-termination-in-c,What kind of statements don&#39;t require semicolon termination in C++?,1553426704.0,,,,,,
280,"['c++', 'gcc', 'arm', 'cross-compiling', 'raspberry-pi']","{'user_type': 'does_not_exist', 'display_name': 'user267885'}",True,51037,,8,51,1553003581,1339369096,10973020,CC BY-SA 3.0,https://stackoverflow.com/questions/10973020/cross-compilation-for-raspberry-pi-in-gcc-where-to-start,Cross-compilation for Raspberry Pi in GCC. Where to start?,1339596535.0,,,,,,
281,"['c#', 'c++', '.net', 'network-programming', 'ras']","{'account_id': 1100050, 'reputation': 2944, 'user_id': 1092672, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/1e33e0f81d9a38e75c4d7e0b3f439579?s=256&d=identicon&r=PG', 'display_name': 'Cannoliopsida', 'link': 'https://stackoverflow.com/users/1092672/cannoliopsida'}",True,2003,10920630.0,1,3,1552697694,1339003389,10919038,CC BY-SA 3.0,https://stackoverflow.com/questions/10919038/getting-ip-address-interface-number-after-a-rasdial,Getting IP address/interface number after a RasDial,,,,,,,
282,"['c++', 'boost']","{'account_id': 414474, 'reputation': 1840, 'user_id': 788711, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/b9b79d3c67b19e5490f4f2861472ab53?s=256&d=identicon&r=PG', 'display_name': 'Apoorva sahay', 'link': 'https://stackoverflow.com/users/788711/apoorva-sahay'}",True,4501,11008945.0,3,3,1552589958,1339566496,11008891,CC BY-SA 3.0,https://stackoverflow.com/questions/11008891/boostformat-vs-sprintf,boost::format vs sprintf,1339566970.0,,,,,,
283,['c++'],"{'account_id': 1533480, 'reputation': 291, 'user_id': 1438783, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c65470185770e6af6ac54dbd6b5f40a?s=256&d=identicon&r=PG', 'display_name': 'HowardRoark', 'link': 'https://stackoverflow.com/users/1438783/howardroark'}",True,63402,,5,19,1552068225,1338955384,10908012,CC BY-SA 3.0,https://stackoverflow.com/questions/10908012/computing-the-scalar-product-of-two-vectors-in-c,Computing the scalar product of two vectors in C++,1338956195.0,,,,,,
284,['c++'],"{'account_id': 425324, 'reputation': 283, 'user_id': 805866, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf965bb3b35b644446671c6307bc2f06?s=256&d=identicon&r=PG', 'display_name': 'Tommy', 'link': 'https://stackoverflow.com/users/805866/tommy'}",True,39968,10998391.0,2,11,1551449774,1339509846,10998343,CC BY-SA 4.0,https://stackoverflow.com/questions/10998343/how-to-create-a-static-const-array-of-const-char,How to create a static const array of const char*,1551449774.0,,,,,,
285,"['c++', 'qt', 'checkbox', 'qcheckbox']","{'account_id': 1543009, 'reputation': 155, 'user_id': 1437198, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa65be0651ad933cc1c29b4f680cc359?s=256&d=identicon&r=PG', 'display_name': 'sai', 'link': 'https://stackoverflow.com/users/1437198/sai'}",True,19484,,4,7,1551332068,1340358747,11153945,CC BY-SA 3.0,https://stackoverflow.com/questions/11153945/how-to-change-qcheckbox-text-label-color-in-qt,how to change QCheckBox text label color in Qt?,1340375844.0,,,,,,
286,"['c++', 'pinvoke', 'cil', 'clr-profiling-api']","{'account_id': 1549594, 'reputation': 621, 'user_id': 1442317, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7227c68bd338cf7af792fd747a59fd7f?s=256&d=identicon&r=PG', 'display_name': 'dud3', 'link': 'https://stackoverflow.com/users/1442317/dud3'}",True,2133,,1,62,1551216810,1339077570,10933370,CC BY-SA 4.0,https://stackoverflow.com/questions/10933370/profiling-a-dynamic-pinvoke,Profiling a dynamic pinvoke,1551216810.0,,,,,,
287,"['c++', 'arrays']","{'account_id': 1605900, 'reputation': 99, 'user_id': 1486008, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/493084a56d85f2ecb4b24afb97917b2e?s=256&d=identicon&r=PG', 'display_name': 'user1486008', 'link': 'https://stackoverflow.com/users/1486008/user1486008'}",True,31797,11250046.0,3,8,1550335422,1340904385,11249859,,https://stackoverflow.com/questions/11249859/how-to-save-a-byte-type-char-array-data-to-a-file-in-c,How to save a byte type char array data to a file in c++?,1550335422.0,,1340914299.0,not constructive,,,
288,"['c++', 'doxygen']","{'account_id': 36998, 'reputation': 57495, 'user_id': 105672, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/cd05c493e7c2e241e814b66a9bf3d826?s=256&d=identicon&r=PG', 'display_name': 'pmr', 'link': 'https://stackoverflow.com/users/105672/pmr'}",True,1247,10852248.0,1,0,1549714208,1338559640,10851809,CC BY-SA 3.0,https://stackoverflow.com/questions/10851809/doxygen-alias-similar-to-see-or-sa,Doxygen alias similar to \see or \sa,,,,,,,
289,"['c++', 'googletest']","{'user_type': 'does_not_exist', 'display_name': 'user1414883'}",True,1167,10914129.0,2,4,1549291556,1338979814,10912719,CC BY-SA 3.0,https://stackoverflow.com/questions/10912719/no-appropriate-default-constructor-available-within-googletest-expect-no-throw,No appropriate default constructor available within googletest EXPECT_NO_THROW,1339017173.0,,,,,,
290,"['c++', 'cuda', 'gpu', 'euclidean-distance']","{'account_id': 1136430, 'reputation': 5858, 'user_id': 1121420, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/NhO2c.jpg?s=256&g=1', 'display_name': 'Alexey', 'link': 'https://stackoverflow.com/users/1121420/alexey'}",True,3869,11196947.0,1,4,1549103687,1340655735,11196748,CC BY-SA 3.0,https://stackoverflow.com/questions/11196748/calculate-squared-euclidean-distance-matrix-on-gpu,Calculate squared Euclidean distance matrix on GPU,1340657749.0,,,,,,
291,"['c#', 'c++', 'c', 'bitwise-operators']","{'account_id': 27736, 'reputation': 1935, 'user_id': 73496, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/1d979eff965b868d129d7fec20cd99d1?s=256&d=identicon&r=PG', 'display_name': 'coderguy123', 'link': 'https://stackoverflow.com/users/73496/coderguy123'}",True,1876,11024719.0,5,-2,1548988308,1339623715,11023727,CC BY-SA 3.0,https://stackoverflow.com/questions/11023727/using-bitwise-operation-to-extract-month-from-int-date-yyyymmdd,using bitwise operation to extract month from int date (yyyyMMdd),1348784639.0,,,,,,
292,"['c++', 'inheritance', 'pointers', 'multiple-inheritance']","{'account_id': 462215, 'reputation': 2873, 'user_id': 864406, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/fd625e8a9c68a44bee8185847b7b59b0?s=256&d=identicon&r=PG', 'display_name': 'Lucretiel', 'link': 'https://stackoverflow.com/users/864406/lucretiel'}",True,6782,11253465.0,7,18,1548935391,1340918539,11253100,CC BY-SA 3.0,https://stackoverflow.com/questions/11253100/multiple-inheritance-pointer-comparison,Multiple inheritance pointer comparison,1340919792.0,,,,,,
293,"['c++', 'winapi', 'flags']","{'account_id': 53229, 'reputation': 133804, 'user_id': 159145, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/9Mufm.png?s=256&g=1', 'display_name': 'Dai', 'link': 'https://stackoverflow.com/users/159145/dai'}",True,1149,11092724.0,1,2,1548699510,1340063977,11092697,CC BY-SA 3.0,https://stackoverflow.com/questions/11092697/convert-flags-integer-to-human-readable-string,Convert flags integer to human-readable string,1340068409.0,,,,,,
294,"['c#', 'c++', '.net', 'node.js', 'visual-c++']","{'account_id': 364905, 'reputation': 17917, 'user_id': 709537, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/093e5ff9805c50b7fbe8d4a12da66e19?s=256&d=identicon&r=PG&f=1', 'display_name': 'Evgeniy Berezovsky', 'link': 'https://stackoverflow.com/users/709537/evgeniy-berezovsky'}",True,9032,11389044.0,3,18,1548301456,1340954482,11257690,CC BY-SA 3.0,https://stackoverflow.com/questions/11257690/net-native-extension-for-node-js,.net native extension for node.js,1495541311.0,,,,,,
295,"['c#', 'c++', 'pinvoke']","{'account_id': 109988, 'reputation': 11959, 'user_id': 291224, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/2a2b1de121a75b7e9d4d92ad3f807e01?s=256&d=identicon&r=PG&f=1', 'display_name': 'Simsons', 'link': 'https://stackoverflow.com/users/291224/simsons'}",True,8902,11135660.0,1,8,1547673872,1340272095,11135607,CC BY-SA 4.0,https://stackoverflow.com/questions/11135607/why-do-i-need-to-define-dllimport-with-entrypoint-attribute,Why do I need to define DLLImport with EntryPoint attribute,1547673872.0,,,,,,
296,"['c++', 'multithreading', 'qt']","{'account_id': 466404, 'reputation': 611, 'user_id': 871140, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/0a89221db2c89f26a6ec76fef196bcc9?s=256&d=identicon&r=PG', 'display_name': 'unfamous', 'link': 'https://stackoverflow.com/users/871140/unfamous'}",True,62574,11039216.0,2,25,1547241113,1339680036,11033971,CC BY-SA 3.0,https://stackoverflow.com/questions/11033971/qt-thread-with-movetothread,qt thread with movetothread,1368782914.0,,,,,,
297,"['c++', 'windows', 'winapi', 'boolean', 'int']","{'account_id': 71376, 'reputation': 64752, 'user_id': 206504, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/b6a63b3808f15037e9044a43f0620ffd?s=256&d=identicon&r=PG', 'display_name': 'y2k', 'link': 'https://stackoverflow.com/users/206504/y2k'}",True,4191,11129629.0,5,7,1547105897,1340234846,11129601,CC BY-SA 3.0,https://stackoverflow.com/questions/11129601/why-does-the-winapi-use-an-int-32-bits-for-the-bool-type,Why does the WinAPI use an int (32 bits) for the BOOL type?,1340236204.0,,,,,,
298,"['c++', 'virtual']","{'account_id': 917311, 'reputation': 8595, 'user_id': 970171, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/56d878eca2d65a35dc2b51434632541e?s=256&d=identicon&r=PG', 'display_name': 'Palace Chan', 'link': 'https://stackoverflow.com/users/970171/palace-chan'}",True,97,11068410.0,1,0,1546846489,1339897285,11068319,,https://stackoverflow.com/questions/11068319/what-is-a-good-convention-or-requirement-for-the-location-of-the-const-and-vir,What is a good convention (or requirement) for the location of the const and virtual keywords in C++?,1546846489.0,,1395458857.0,Needs details or clarity,,,
299,"['c++', 'linux', 'ubuntu', 'frameworks', 'the-update-framework']","{'account_id': 1365783, 'reputation': 43, 'user_id': 1302238, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2280b5b849548cc7e683a82795b6b5a2?s=256&d=identicon&r=PG', 'display_name': 'Pent-', 'link': 'https://stackoverflow.com/users/1302238/pent'}",True,685,,2,2,1546546135,1339692603,11037777,CC BY-SA 4.0,https://stackoverflow.com/questions/11037777/c-update-framework-for-ubuntu,C++ update framework for Ubuntu,1546546059.0,,,,,,
300,"['c++', 'dll']","{'account_id': 1350294, 'reputation': 762, 'user_id': 1290172, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/WPTpH.jpg?s=256&g=1', 'display_name': 'Harambe Attack Helicopter', 'link': 'https://stackoverflow.com/users/1290172/harambe-attack-helicopter'}",True,2645,,2,0,1546443747,1339656753,11028101,CC BY-SA 3.0,https://stackoverflow.com/questions/11028101/visual-c-one-or-more-multiply-defined-symbols-found,Visual C++ - one or more multiply defined symbols found,,,,,,,
301,"['c++', 'qt', 'qt4', 'moc']","{'account_id': 1541751, 'reputation': 133, 'user_id': 1436226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/097d4b804368b271c9809335940e9179?s=256&d=identicon&r=PG', 'display_name': 'Daniel Mulcahy', 'link': 'https://stackoverflow.com/users/1436226/daniel-mulcahy'}",True,3178,11065277.0,2,2,1546117223,1339859319,11064593,CC BY-SA 3.0,https://stackoverflow.com/questions/11064593/qt-moc-exe-generating-empty-files-error-involving-type-traits,"QT moc.exe generating empty files, error involving type_traits",1339861246.0,,,,,,
302,"['c++', 'iostream', 'cout']","{'account_id': 117912, 'reputation': 945, 'user_id': 308555, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/3oAoN.png?s=256&g=1', 'display_name': 'John Yates', 'link': 'https://stackoverflow.com/users/308555/john-yates'}",True,1242,,1,7,1546034438,1340419815,11166398,CC BY-SA 3.0,https://stackoverflow.com/questions/11166398/why-does-cout-tellp-always-return-1,why does cout.tellp always return -1?,1365561151.0,,,,,,
303,"['java', 'c++', 'methods', 'hierarchy', 'call-graph']","{'account_id': 57373, 'reputation': 6711, 'user_id': 171846, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/46796680f7b9efc1e7b3e2678a8ecee8?s=256&d=identicon&r=PG', 'display_name': 'Fidel', 'link': 'https://stackoverflow.com/users/171846/fidel'}",True,876,11194967.0,2,1,1545847361,1340639068,11192625,CC BY-SA 3.0,https://stackoverflow.com/questions/11192625/call-graph-for-a-single-method-c-and-java,call graph for a single method (c++ and java),1340695318.0,,,,,,
304,"['c++', 'unicode', 'mingw', 'codeblocks', 'wmain']","{'account_id': 88784, 'reputation': 10361, 'user_id': 245376, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/i8mL8.png?s=256&g=1', 'display_name': 'hkBattousai', 'link': 'https://stackoverflow.com/users/245376/hkbattousai'}",True,3354,11518131.0,2,8,1545354488,1339074565,10932473,CC BY-SA 4.0,https://stackoverflow.com/questions/10932473/how-do-i-use-the-wmain-entry-point-in-codeblocks,How do I use the wmain() entry point in Code::Blocks?,1545354488.0,,,,,,
