,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,community_owned_date,locked_date
319,"['c++', 'pointers', 'memory-leaks', 'vector']","{'account_id': 459007, 'reputation': 21970, 'user_id': 859227, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/2fd61c62e97e72a9dc6b0b58d60a3da1?s=256&d=identicon&r=PG', 'display_name': 'mahmood', 'link': 'https://stackoverflow.com/users/859227/mahmood'}",True,106319,12795221.0,4,55,1557947665,1349768786,1349769752.0,12795196,,https://stackoverflow.com/questions/12795196/clearing-a-vector-of-pointers,clearing a vector of pointers,,1480862229.0,Duplicate,,,
320,"['c++', 'network-printers']","{'account_id': 270039, 'reputation': 516, 'user_id': 559746, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/ntQZG.jpg?s=256&g=1', 'display_name': 'PTT', 'link': 'https://stackoverflow.com/users/559746/ptt'}",True,3051,,1,6,1557922048,1350638150,,12971053,CC BY-SA 3.0,https://stackoverflow.com/questions/12971053/check-if-installed-network-printer-is-online,check if installed network printer is online,,,,,,
321,"['c++', 'c', 'sfml']","{'user_type': 'does_not_exist', 'display_name': 'user569322'}",True,2290,,2,1,1557896569,1351487812,1351522841.0,13116213,CC BY-SA 3.0,https://stackoverflow.com/questions/13116213/sfml-wont-open-a-window,SFML won&#39;t open a window?,,,,,,
322,"['c++', 'static', 'symbols', 'collision']","{'account_id': 1932610, 'reputation': 243, 'user_id': 1741696, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/432052bd64bcd645684540c895c94ea7?s=256&d=identicon&r=PG', 'display_name': 'spattija', 'link': 'https://stackoverflow.com/users/1741696/spattija'}",True,1525,,1,12,1557771839,1350057724,1557771839.0,12862975,,https://stackoverflow.com/questions/12862975/statically-link-a-private-library-into-a-public-one-to-hide-symbols,Statically link a private library into a public one to hide symbols,,1557771817.0,Needs more focus,,,
323,"['c++', 'biginteger']","{'account_id': 1415942, 'reputation': 8693, 'user_id': 1341622, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e406a474ef56c0372aa2a25947ef8cd7?s=256&d=identicon&r=PG', 'display_name': 'Rontogiannis Aristofanis', 'link': 'https://stackoverflow.com/users/1341622/rontogiannis-aristofanis'}",True,67551,12988159.0,4,39,1557481020,1350733557,1350734591.0,12988099,,https://stackoverflow.com/questions/12988099/big-numbers-library-in-c,Big numbers library in c++,,1456137956.0,Not suitable for this site,,,
324,"['c++', 'visual-studio-2010', 'pdb-files']","{'account_id': 1909585, 'reputation': 1237, 'user_id': 1723768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f063aa203a36565c4b8391de33ab1dc?s=256&d=identicon&r=PG', 'display_name': 'user1723768', 'link': 'https://stackoverflow.com/users/1723768/user1723768'}",True,360205,,7,121,1557170771,1350563749,1496257506.0,12954821,CC BY-SA 3.0,https://stackoverflow.com/questions/12954821/cannot-find-or-open-the-pdb-file-in-visual-studio-c-2010,Cannot find or open the PDB file in Visual Studio C++ 2010,1508286569.0,,,,,
325,"['c++', 'compiler-construction', 'build-process', 'sublimetext2']","{'account_id': 1655468, 'reputation': 1115, 'user_id': 1525147, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/5cfcd48923a673752ec23d1155cfc198?s=256&d=identicon&r=PG', 'display_name': 'Leonardo Lopez', 'link': 'https://stackoverflow.com/users/1525147/leonardo-lopez'}",True,77639,13150316.0,6,11,1556470340,1351622705,1556470236.0,13145684,CC BY-SA 4.0,https://stackoverflow.com/questions/13145684/how-to-build-and-run-c-programs-in-sublime-text-2-windows-8,"How to build and run c++ programs in Sublime Text 2, Windows 8?",,,,,,
326,"['c++', 'io', 'filestream', 'binaryfiles']","{'account_id': 297339, 'reputation': 3078, 'user_id': 602798, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/2KGux.jpg?s=256&g=1', 'display_name': 'Arun', 'link': 'https://stackoverflow.com/users/602798/arun'}",True,2110,12766972.0,2,5,1555899464,1349591231,,12766636,CC BY-SA 3.0,https://stackoverflow.com/questions/12766636/difference-in-using-read-write-when-stream-is-opened-with-without-iosbinary-mo,Difference in using read/write when stream is opened with/without ios::binary mode,,,,,,
327,"['c++', 'gcc', 'static', 'linker', 'wrapper']","{'account_id': 1039633, 'reputation': 877, 'user_id': 1045994, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/78bdcf16d1e031a06460be7cebcbe9bc?s=256&d=identicon&r=PG', 'display_name': 'mmlb', 'link': 'https://stackoverflow.com/users/1045994/mmlb'}",True,1056,12766024.0,1,4,1555758119,1349386022,1555758119.0,12736251,CC BY-SA 4.0,https://stackoverflow.com/questions/12736251/wrapped-function-is-only-called-from-linked-library-when-linking-as-static,Wrapped function is only called from linked library when linking as -static,,,,,,
328,"['c++', 'math', 'camera', 'directx', 'quaternions']","{'account_id': 1628822, 'reputation': 2045, 'user_id': 1503788, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/jlLFs.jpg?s=256&g=1', 'display_name': 'l3utterfly', 'link': 'https://stackoverflow.com/users/1503788/l3utterfly'}",True,6658,12782616.0,4,8,1555079354,1349683951,,12777675,CC BY-SA 3.0,https://stackoverflow.com/questions/12777675/view-matrix-from-quaternion,View Matrix from Quaternion,,,,,,
329,"['c++', 'enums', 'c++11', 'enum-class']","{'account_id': 223956, 'reputation': 16123, 'user_id': 483486, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/fcf225aa724d9bb05f6693dc8cf8c459?s=256&d=identicon&r=PG', 'display_name': 'OmnipotentEntity', 'link': 'https://stackoverflow.com/users/483486/omnipotententity'}",True,19361,12753687.0,3,53,1555075634,1349468666,1399583597.0,12753543,CC BY-SA 3.0,https://stackoverflow.com/questions/12753543/is-it-possible-to-manually-define-a-conversion-for-an-enum-class,Is it possible to manually define a conversion for an enum class?,,,,,,
330,"['c++', 'linux', 'usleep']","{'account_id': 114874, 'reputation': 4959, 'user_id': 301894, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/Ynb98.jpg?s=256&g=1', 'display_name': 'Matt Dunn', 'link': 'https://stackoverflow.com/users/301894/matt-dunn'}",True,21883,12823773.0,7,11,1554755580,1349884714,,12823598,CC BY-SA 3.0,https://stackoverflow.com/questions/12823598/effect-of-usleep0-in-c-on-linux,Effect of usleep(0) in C++ on Linux,,,,,,
331,"['c++', 'windows', 'memory-management']","{'account_id': 1172720, 'reputation': 2021, 'user_id': 1149522, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/8e155ff7b83dd7ec5b8333387bec51b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Name', 'link': 'https://stackoverflow.com/users/1149522/name'}",True,493,13105429.0,2,0,1554736655,1351383979,1540491750.0,13105353,CC BY-SA 4.0,https://stackoverflow.com/questions/13105353/memory-access-exception-when-using-xmvector,Memory access exception when using XMVECTOR,,,,,,
332,"['c++', 'sockets', 'boost', 'boost-asio', 'zeromq']","{'account_id': 269305, 'reputation': 3108, 'user_id': 558566, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/9vYdw.png?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/558566/chris'}",True,9435,12849377.0,5,25,1554389193,1349906013,1350080707.0,12829005,CC BY-SA 3.0,https://stackoverflow.com/questions/12829005/using-zeromq-together-with-boostasio,Using ZeroMQ together with Boost::ASIO,,,,,,
333,"['c++', 'double']","{'account_id': 307961, 'reputation': 10171, 'user_id': 619570, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/P566f.jpg?s=256&g=1', 'display_name': 'Guillaume Paris', 'link': 'https://stackoverflow.com/users/619570/guillaume-paris'}",True,48564,12895137.0,4,17,1554209360,1350301048,1430739984.0,12894824,CC BY-SA 3.0,https://stackoverflow.com/questions/12894824/double-and-stringstream-formatting,double and stringstream formatting,,,,,,
334,"['c++', 'windows', 'winapi', 'mfc', 'menu']","{'account_id': 936538, 'reputation': 5233, 'user_id': 965369, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/2102fb5e03428fb53fd9725ac5797359?s=256&d=identicon&r=PG', 'display_name': 'user965369', 'link': 'https://stackoverflow.com/users/965369/user965369'}",False,903,,1,0,1553985136,1350049897,1350312216.0,12860563,CC BY-SA 3.0,https://stackoverflow.com/questions/12860563/subclassing-the-system-menu,Subclassing the System Menu,,,,,,
335,"['c++', 'visual-studio-2008', 'documentation', 'doxygen']","{'account_id': 54601, 'reputation': 37797, 'user_id': 163394, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/af52bc2881bfd89cc35bf928e20f7d6a?s=256&d=identicon&r=PG', 'display_name': 'Narek', 'link': 'https://stackoverflow.com/users/163394/narek'}",True,2128,13064390.0,3,0,1553600151,1349861791,1349862037.0,12816244,,https://stackoverflow.com/questions/12816244/using-doxygen-for-visual-studio-2008-project,Using Doxygen for Visual Studio 2008 project,,1516894631.0,Needs more focus,,,
336,"['java', 'c++', 'static-analysis', 'abstract-syntax-tree']","{'account_id': 1640256, 'reputation': 235, 'user_id': 1512856, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/4b9cd38a8484d8c7997fbb9f259f9218?s=256&d=identicon&r=PG', 'display_name': 'Salman9', 'link': 'https://stackoverflow.com/users/1512856/salman9'}",True,4890,,6,7,1553528304,1350069083,,12865587,,https://stackoverflow.com/questions/12865587/parsing-c-source-code-in-java-environment,parsing C ++ source code in java environment,,1432407042.0,Not suitable for this site,,,
337,"['c++', 'image-processing', 'opencv', 'artificial-intelligence']","{'account_id': 1959131, 'reputation': 986, 'user_id': 1761296, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/de57fe9d3e2cd14405f3d229b5844c5f?s=256&d=identicon&r=PG', 'display_name': 'Zaher Joukhadar', 'link': 'https://stackoverflow.com/users/1761296/zaher-joukhadar'}",True,5391,13029401.0,3,5,1553522834,1350989916,,13028961,CC BY-SA 3.0,https://stackoverflow.com/questions/13028961/how-to-force-approxpolydp-to-return-only-the-best-4-corners-opencv-2-4-2,How to force approxPolyDP() to return only the best 4 corners? - Opencv 2.4.2,,,,,,
338,"['c++', 'opengl', 'algebra']","{'account_id': 1859867, 'reputation': 19, 'user_id': 1684645, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/773e76518e0376c8e0955e0b7f773fd5?s=256&d=identicon&r=PG', 'display_name': 'user1684645', 'link': 'https://stackoverflow.com/users/1684645/user1684645'}",True,811,,1,1,1553485119,1350453105,1350481300.0,12927920,CC BY-SA 3.0,https://stackoverflow.com/questions/12927920/implementing-own-rotation-function-in-opengl,Implementing own rotation function in OpenGL,,,,,,
339,"['c++', 'doxygen']","{'account_id': 1841815, 'reputation': 19349, 'user_id': 1671066, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/bd4c9461f2d17a884fba66eeed20e320?s=256&d=identicon&r=PG', 'display_name': 'Micha Wiedenmann', 'link': 'https://stackoverflow.com/users/1671066/micha-wiedenmann'}",True,1267,13080978.0,1,4,1553449827,1351078791,1533021271.0,13048483,CC BY-SA 4.0,https://stackoverflow.com/questions/13048483/links-in-doxygen-code-blocks-are-sometimes-missing,Links in Doxygen `@code` blocks are sometimes missing,,,,,,
340,"['c++', 'templates', 'c++11', 'tuples', 'typetraits']","{'account_id': 473684, 'reputation': 55717, 'user_id': 882932, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/KdHtK.png?s=256&g=1', 'display_name': 'Vincent', 'link': 'https://stackoverflow.com/users/882932/vincent'}",True,8329,13101086.0,5,17,1552865856,1351348265,,13101061,CC BY-SA 3.0,https://stackoverflow.com/questions/13101061/detect-if-a-type-is-a-stdtuple,Detect if a type is a std::tuple?,,,,,,
341,"['c++', 'c++11']","{'account_id': 1340147, 'reputation': 518, 'user_id': 1281985, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d800c2057cc81090e5a9aa7223d15d1f?s=256&d=identicon&r=PG', 'display_name': 'Roshan Shariff', 'link': 'https://stackoverflow.com/users/1281985/roshan-shariff'}",True,3924,12771057.0,2,34,1552640389,1349630168,1349632347.0,12771005,CC BY-SA 3.0,https://stackoverflow.com/questions/12771005/where-does-the-override-qualifier-go-with-trailing-return-types,Where does the &#39;override&#39; qualifier go with trailing return types?,,,,,,
342,"['c++', 'cin']","{'account_id': 148756, 'reputation': 2045, 'user_id': 360771, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/71116ff63e745195b9b7e80d36ceec39?s=256&d=identicon&r=PG', 'display_name': 'Brook Julias', 'link': 'https://stackoverflow.com/users/360771/brook-julias'}",True,47613,12722150.0,3,13,1552637852,1349334141,1495541887.0,12721911,,https://stackoverflow.com/questions/12721911/c-how-to-verify-is-the-data-input-is-of-the-correct-datatype,"c++, how to verify is the data input is of the correct datatype",,1349415866.0,exact duplicate,,,
343,"['c++', 'c', 'ubuntu', 'compiler-errors', 'zeromq']","{'account_id': 1216846, 'reputation': 775, 'user_id': 1184256, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/7c665aab93a0d768eb5f789e0c1ac82c?s=256&d=identicon&r=PG', 'display_name': 'Steven Leimberg', 'link': 'https://stackoverflow.com/users/1184256/steven-leimberg'}",True,14958,12918635.0,2,7,1552319697,1350326188,,12901871,CC BY-SA 3.0,https://stackoverflow.com/questions/12901871/install-compile-zeromq-zmq-0mq-on-ubuntu-12-04-32bit,Install &amp; Compile ZeroMQ/ZMQ/0MQ on Ubuntu 12.04 32bit,,,,,,
344,"['c++', 'pointers']","{'account_id': 1559203, 'reputation': 231, 'user_id': 1449503, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/add853bf101f843c1421d6c491dcebdc?s=256&d=identicon&r=PG', 'display_name': 'yogi', 'link': 'https://stackoverflow.com/users/1449503/yogi'}",True,49798,12992617.0,6,11,1551894102,1350751556,1551894102.0,12990568,CC BY-SA 4.0,https://stackoverflow.com/questions/12990568/passing-2-d-array-as-argument,Passing 2-D array as argument,,,,,,
345,"['c++', 'operator-overloading']","{'account_id': 1929634, 'reputation': 4926, 'user_id': 1739325, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/HEDFv.jpg?s=256&g=1', 'display_name': 'Rocketq', 'link': 'https://stackoverflow.com/users/1739325/rocketq'}",True,54737,12848452.0,2,25,1551865867,1349988035,1429535819.0,12848171,CC BY-SA 3.0,https://stackoverflow.com/questions/12848171/error-while-overloading-operator-must-be-a-nonstatic-member-function,Error while overloading operator (must be a nonstatic member function),,,,,,
346,"['c++', 'multithreading', 'sdl']","{'account_id': 875272, 'reputation': 1846, 'user_id': 1008671, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/8cf6c7d06dadb927afe76d1e5d5738d4?s=256&d=identicon&r=PG', 'display_name': 'BudwiseЯ', 'link': 'https://stackoverflow.com/users/1008671/budwise%d0%af'}",True,9550,12770958.0,4,10,1551809438,1349623466,1355142148.0,12770098,CC BY-SA 3.0,https://stackoverflow.com/questions/12770098/how-to-keep-the-cpu-usage-down-while-running-an-sdl-program,How to keep the CPU usage down while running an SDL program?,,,,,,
347,"['c++', 'escaping']","{'account_id': 1171930, 'reputation': 1584, 'user_id': 1148918, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/736e0bf095a984420414b92328fd2a66?s=256&d=identicon&r=PG', 'display_name': 'hytriutucx', 'link': 'https://stackoverflow.com/users/1148918/hytriutucx'}",True,54667,12765325.0,4,21,1551441973,1349572306,,12765297,CC BY-SA 3.0,https://stackoverflow.com/questions/12765297/erasing-using-backspace-control-character,Erasing using backspace control character,,,,,,
348,"['c++', 'windows', 'volume-shadow-service']","{'account_id': 437555, 'reputation': 1285, 'user_id': 825318, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/fa79f3114a3273c0489fe090adbbf350?s=256&d=identicon&r=PG', 'display_name': 'Isso', 'link': 'https://stackoverflow.com/users/825318/isso'}",True,601,12942700.0,1,2,1550704445,1349142692,1550704445.0,12683523,CC BY-SA 4.0,https://stackoverflow.com/questions/12683523/volume-snapshot-service-ignore-filesnottosnapshot,Volume Snapshot Service - ignore FilesNotToSnapshot,,,,,,
349,"['c++', 'algorithm', 'stl']","{'account_id': 225869, 'reputation': 52827, 'user_id': 486578, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/51f25affd1ea28bd28e61422868f02d5?s=256&d=identicon&r=PG', 'display_name': 'Damir', 'link': 'https://stackoverflow.com/users/486578/damir'}",True,466,,6,0,1550340389,1350727371,,12987324,CC BY-SA 3.0,https://stackoverflow.com/questions/12987324/how-to-find-first-element-in-sorted-list-which-has-distance-bigger-than-19-0f,How to find first element in sorted list which has distance bigger than 19.0f?,,,,,,
350,"['c++', 'qt', 'fonts', 'editor', 'qtextedit']","{'account_id': 1831492, 'reputation': 2155, 'user_id': 1662800, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/1NP25.jpg?s=256&g=1', 'display_name': 'Barış Akkurt', 'link': 'https://stackoverflow.com/users/1662800/bar%c4%b1%c5%9f-akkurt'}",True,12083,15247253.0,5,21,1549740450,1350983634,1549740450.0,13027091,CC BY-SA 4.0,https://stackoverflow.com/questions/13027091/how-to-override-tab-width-in-qt,How to override tab width in qt?,,,,,,
351,['c++'],"{'account_id': 1748784, 'reputation': 771, 'user_id': 1598377, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/092ab2ef637b72be47776b88797d44ad?s=256&d=identicon&r=PG', 'display_name': 'baoky chen', 'link': 'https://stackoverflow.com/users/1598377/baoky-chen'}",True,53614,,6,19,1549602837,1349884659,1349885978.0,12823573,CC BY-SA 3.0,https://stackoverflow.com/questions/12823573/c-sorting-class-array,C++ Sorting Class Array,,,,,,
352,"['c++', 'boost', 'timeout', 'serial-port', 'boost-asio']","{'account_id': 1989123, 'reputation': 201, 'user_id': 1783590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6331c6104edc448e1e6fe7039092e3a?s=256&d=identicon&r=PG', 'display_name': 'Chris K.', 'link': 'https://stackoverflow.com/users/1783590/chris-k'}",True,27330,,4,20,1549040770,1351532109,1351686710.0,13126776,CC BY-SA 3.0,https://stackoverflow.com/questions/13126776/asioread-with-timeout,asio::read with timeout,,,,,,
353,"['c++', 'c++11', 'volatile']","{'account_id': 73514, 'reputation': 34854, 'user_id': 211659, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/31c59c3ebec3e38517c37e8b1d5cb9de?s=256&d=identicon&r=PG', 'display_name': 'Šimon T&#243;th', 'link': 'https://stackoverflow.com/users/211659/%c5%a0imon-t%c3%b3th'}",True,17601,12878500.0,2,32,1548889509,1350175486,1350255765.0,12878344,CC BY-SA 3.0,https://stackoverflow.com/questions/12878344/volatile-in-c11,Volatile in C++11,,,,,,
354,"['c++', 'opengl', 'glm-math']","{'account_id': 952133, 'reputation': 2044, 'user_id': 1039175, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/cd2ddd8dbd08c635e1aac45238dd77fa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aristarhys', 'link': 'https://stackoverflow.com/users/1039175/aristarhys'}",True,15612,12839781.0,1,3,1548773969,1349954565,1548773969.0,12838375,CC BY-SA 4.0,https://stackoverflow.com/questions/12838375/model-matrix-in-glm,Model matrix in GLM,,,,,,
355,"['c++', 'c', 'performance', 'optimization']","{'account_id': 188213, 'reputation': 611, 'user_id': 426815, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/4b87bd9459b2830df67a69f9e69c88f2?s=256&d=identicon&r=PG', 'display_name': 'dirhem', 'link': 'https://stackoverflow.com/users/426815/dirhem'}",True,2713,,3,1,1548269423,1351115348,1351115490.0,13058315,CC BY-SA 3.0,https://stackoverflow.com/questions/13058315/how-to-optimize-simple-gaussian-filter-for-performance,How to optimize simple gaussian filter for performance?,,,,,,
356,"['c++', 'queue', 'cin']","{'account_id': 1850524, 'reputation': 11, 'user_id': 1677159, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/b56009efbaf729c60d37f038a9275c62?s=256&d=identicon&r=PG', 'display_name': 'T.J. Williams', 'link': 'https://stackoverflow.com/users/1677159/t-j-williams'}",True,589,,3,1,1548250153,1350353626,,12906606,CC BY-SA 3.0,https://stackoverflow.com/questions/12906606/cin-for-an-unknown-amount-of-objects,cin for an unknown amount of objects?,,,,,,
357,"['c++', 'qt']","{'account_id': 1257749, 'reputation': 211, 'user_id': 1216853, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/2142049d32ece0114ce17719377c216c?s=256&d=identicon&r=PG', 'display_name': 'DragonDrop', 'link': 'https://stackoverflow.com/users/1216853/dragondrop'}",True,2950,12870858.0,3,2,1547592740,1350086771,1547592740.0,12868693,CC BY-SA 4.0,https://stackoverflow.com/questions/12868693/spanning-a-header-across-two-columns-in-a-qtableview,Spanning a Header across Two Columns in a QTableView,,,,,,
358,"['c++', 'stl', 'set', 'time-complexity']","{'account_id': 1262767, 'reputation': 949, 'user_id': 1220659, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/d865b339116862462c0effa57e028e77?s=256&d=identicon&r=PG', 'display_name': 'bibbsey', 'link': 'https://stackoverflow.com/users/1220659/bibbsey'}",True,43071,,1,27,1547544288,1349678225,,12776485,CC BY-SA 3.0,https://stackoverflow.com/questions/12776485/complexity-of-setinsert,complexity of set::insert,,,,,,
359,"['c++', 'markdown', 'doxygen']","{'account_id': 12615, 'reputation': 18136, 'user_id': 24949, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/18040800897df7eebd802fe40da96a2a?s=256&d=identicon&r=PG', 'display_name': 'Sudar', 'link': 'https://stackoverflow.com/users/24949/sudar'}",True,13691,39807112.0,3,23,1547391682,1351233485,1351234078.0,13081984,,https://stackoverflow.com/questions/13081984/generate-documentation-as-markdown-files-using-doxygen,Generate documentation as markdown files using doxygen,,1475533019.0,Not suitable for this site,,,
360,"['c++', 'qt', 'qprocess', 'qt-signals']","{'account_id': 229394, 'reputation': 71769, 'user_id': 492336, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/439556c66d6ebde46de93dbf887c6b9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'sashoalm', 'link': 'https://stackoverflow.com/users/492336/sashoalm'}",True,2238,12991589.0,3,2,1546605655,1350758392,1546605655.0,12991509,CC BY-SA 4.0,https://stackoverflow.com/questions/12991509/is-qprocessfinished-emitted-if-the-child-process-crashes,Is QProcess::finished emitted if the child process crashes?,,,,,,
361,"['c++', 'cron']","{'account_id': 1656881, 'reputation': 363, 'user_id': 1755112, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/b945a480e28d2c11a66a693b07dc0735?s=256&d=identicon&r=PG', 'display_name': 'ELepolt', 'link': 'https://stackoverflow.com/users/1755112/elepolt'}",False,964,,0,2,1546425397,1350650133,1546425397.0,12974416,CC BY-SA 4.0,https://stackoverflow.com/questions/12974416/scheduled-cronjob-to-run-a-c-program-but-a-piece-of-that-program-is-not-running,"Scheduled Cronjob to run a C program, but a piece of that program is not running",,,,,,
362,"['c++', 'qt', 'g++', 'qt-creator', 'compiler-optimization']","{'account_id': 1782107, 'reputation': 543, 'user_id': 1624553, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/cc29fb993f3077a5671f620a997d047b?s=256&d=identicon&r=PG', 'display_name': 'batista cori', 'link': 'https://stackoverflow.com/users/1624553/batista-cori'}",True,19051,,2,15,1546420726,1349712423,1546420726.0,12785364,CC BY-SA 4.0,https://stackoverflow.com/questions/12785364/configuration-for-optimizing-qtcreator-compiler,Configuration for optimizing QtCreator compiler,,,,,,
363,"['c++', 'opencv', 'matrix']","{'account_id': 1861407, 'reputation': 507, 'user_id': 1685942, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ca3224612f2fd48a43a3bb7a3b52dd6f?s=256&d=identicon&r=PG', 'display_name': 'Robert Kirchhoff', 'link': 'https://stackoverflow.com/users/1685942/robert-kirchhoff'}",True,22482,12794588.0,2,15,1546102559,1349711393,1546102559.0,12785121,CC BY-SA 4.0,https://stackoverflow.com/questions/12785121/access-opencv-matrix-cv-32s-element,Access opencv matrix CV_32S element,,,,,,
364,"['c++', 'binaryfiles', 'midi']","{'account_id': 1355133, 'reputation': 310, 'user_id': 1315359, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/FCWvo.png?s=256&g=1', 'display_name': 'Felipe Lira', 'link': 'https://stackoverflow.com/users/1315359/felipe-lira'}",True,735,12924058.0,1,4,1545999380,1350421640,1545999380.0,12923425,CC BY-SA 4.0,https://stackoverflow.com/questions/12923425/cant-read-midi-file-extended-specification,Can&#39;t read midi file? [extended specification?],,,,,,
365,"['c++', 'github', 'markdown', 'doxygen']","{'account_id': 12615, 'reputation': 18136, 'user_id': 24949, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/18040800897df7eebd802fe40da96a2a?s=256&d=identicon&r=PG', 'display_name': 'Sudar', 'link': 'https://stackoverflow.com/users/24949/sudar'}",True,1211,,2,4,1545561388,1351265628,1352057604.0,13089973,CC BY-SA 3.0,https://stackoverflow.com/questions/13089973/extract-the-list-of-public-methods-of-a-class-separately-using-doxygen,Extract the list of public methods of a class separately using Doxygen,,,,,,
366,"['c++', 'linux', 'visual-studio', 'gcc', 'makefile']","{'account_id': 1853374, 'reputation': 639, 'user_id': 1679427, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/d2a32e8386a99f07560b3a823cc53836?s=256&d=identicon&r=PG', 'display_name': 'Sijo', 'link': 'https://stackoverflow.com/users/1679427/sijo'}",True,34617,,3,19,1544892289,1350148207,1396322434.0,12875013,,https://stackoverflow.com/questions/12875013/generate-make-files-for-gcc-from-visual-studio-solution,Generate Make Files (for GCC) from Visual Studio Solution,,1450780238.0,Not suitable for this site,,,
367,['c++'],"{'account_id': 1186921, 'reputation': 1260, 'user_id': 1160699, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7b24f6ec5fa2803b2365d11262664ee5?s=256&d=identicon&r=PG', 'display_name': 'Junaid', 'link': 'https://stackoverflow.com/users/1160699/junaid'}",True,27315,12795263.0,3,4,1544540510,1349768899,1495542281.0,12795225,,https://stackoverflow.com/questions/12795225/how-to-determine-the-tens-digit-of-a-number-in-c,How to determine the tens digit of a number in C++,,1349834538.0,exact duplicate,,,
