,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,locked_date,community_owned_date
236,"['c++', 'dictionary', 'compression', 'lzw']","{'account_id': 1009898, 'reputation': 945, 'user_id': 1022717, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/TN8bJ.png?s=256&g=1', 'display_name': 'DillPixel', 'link': 'https://stackoverflow.com/users/1022717/dillpixel'}",True,2606,4,0,1587141059,1342971389,1342972187.0,11601596,CC BY-SA 3.0,https://stackoverflow.com/questions/11601596/lzw-compression-dictionary,LZW compression &amp; dictionary,11602146.0,,,,,,
237,"['c++', 'c', 'casting', 'type-conversion']","{'account_id': 1600443, 'reputation': 809, 'user_id': 1481565, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2e42cc565767c98e360732fb9134383?s=256&d=identicon&r=PG', 'display_name': 'Xu Hong', 'link': 'https://stackoverflow.com/users/1481565/xu-hong'}",True,24779,7,10,1586529870,1342797240,,11582108,CC BY-SA 3.0,https://stackoverflow.com/questions/11582108/convert-int-to-float-how-it-is-done,Convert int to float: how it is done,,,,,,,
238,"['c++', 'numeric-limits']","{'account_id': 464814, 'reputation': 4244, 'user_id': 868546, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/05c689f8a9d6a545795c89c6118f47db?s=256&d=identicon&r=PG', 'display_name': 'Drise', 'link': 'https://stackoverflow.com/users/868546/drise'}",True,12135,6,49,1586080676,1341947542,1342454343.0,11420263,CC BY-SA 3.0,https://stackoverflow.com/questions/11420263/is-it-possible-to-read-infinity-or-nan-values-using-input-streams,Is it possible to read infinity or NaN values using input streams?,11421585.0,,,,,,
239,['c++'],"{'account_id': 1698315, 'reputation': 31, 'user_id': 1559137, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91b87caddfad1730af1995cd3d20cac5?s=256&d=identicon&r=PG', 'display_name': 'user1559137', 'link': 'https://stackoverflow.com/users/1559137/user1559137'}",True,1588,1,3,1585979453,1343507370,1592644375.0,11704416,CC BY-SA 4.0,https://stackoverflow.com/questions/11704416/stroustrup-ppp-chapter-8-drill-headers,stroustrup ppp chapter 8 drill headers,,,,,,,
240,"['c++', 'macos', 'gcc', 'ambiguous']","{'account_id': 188419, 'reputation': 33281, 'user_id': 427158, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f706984800b6d136b9331a6ee20c676f?s=256&d=identicon&r=PG', 'display_name': 'maxschlepzig', 'link': 'https://stackoverflow.com/users/427158/maxschlepzig'}",True,13947,2,16,1585837352,1342989534,,11603818,CC BY-SA 3.0,https://stackoverflow.com/questions/11603818/why-is-there-ambiguity-between-uint32-t-and-uint64-t-when-using-size-t-on-mac-os,Why is there ambiguity between uint32_t and uint64_t when using size_t on Mac OS X?,11603907.0,,,,,,
241,"['c++', 'for-loop', 'c++11']","{'account_id': 541707, 'reputation': 18358, 'user_id': 1135819, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/UKALF.jpg?s=256&g=1', 'display_name': 'betabandido', 'link': 'https://stackoverflow.com/users/1135819/betabandido'}",True,43285,3,53,1585124450,1341401506,1495535462.0,11328264,,https://stackoverflow.com/questions/11328264/python-like-loop-enumeration-in-c,Python-like loop enumeration in C++,11328545.0,1341452321.0,exact duplicate,,,,
242,"['c++', 'undefined-behavior', 'language-lawyer', 'unions']","{'account_id': 342531, 'reputation': 249145, 'user_id': 673730, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/5d1e4893fe7a566e6e4b90876b642163?s=256&d=identicon&r=PG', 'display_name': 'Luchian Grigore', 'link': 'https://stackoverflow.com/users/673730/luchian-grigore'}",True,25381,5,141,1585066308,1341646620,1585066308.0,11373203,CC BY-SA 4.0,https://stackoverflow.com/questions/11373203/accessing-inactive-union-member-and-undefined-behavior,Accessing inactive union member and undefined behavior?,11996970.0,,,,,,
243,"['c++', 'sockets', 'design-patterns', 'network-programming', 'state-pattern']","{'account_id': 1422723, 'reputation': 2109, 'user_id': 1347018, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/d491acdaa619308fa2e314f98ac6c0d4?s=256&d=identicon&r=PG', 'display_name': 'jpen', 'link': 'https://stackoverflow.com/users/1347018/jpen'}",True,318,2,0,1584936056,1343727135,1584936056.0,11737107,CC BY-SA 4.0,https://stackoverflow.com/questions/11737107/how-to-determine-states-for-the-state-pattern,How to determine states for the State pattern,11737554.0,,,,,,
244,"['c++', 'string', 'char']","{'account_id': 975367, 'reputation': 3250, 'user_id': 996792, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e7709701abb3559bba40088d1c35d157?s=256&d=identicon&r=PG&f=1', 'display_name': 'HorseloverFat', 'link': 'https://stackoverflow.com/users/996792/horseloverfat'}",True,3154,3,1,1584035119,1342195469,,11474147,CC BY-SA 3.0,https://stackoverflow.com/questions/11474147/most-elegant-way-to-initialise-a-string-with-a-single-character-from-another-str,Most elegant way to initialise a string with a single character from another string,11474184.0,,,,,,
245,"['c++', 'c', 'eclipse', 'g++']","{'account_id': 733666, 'reputation': 22304, 'user_id': 696627, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/x4YHl.gif?s=256&g=1', 'display_name': 'LCJ', 'link': 'https://stackoverflow.com/users/696627/lcj'}",True,275791,22,44,1584010567,1343498420,1523941538.0,11703432,CC BY-SA 3.0,https://stackoverflow.com/questions/11703432/eclipse-c-program-g-not-found-in-path,Eclipse C++ : &quot;Program &quot;g++&quot; not found in PATH&quot;,,,,,,,
246,"['c++', 'linux']","{'account_id': 1489821, 'reputation': 339, 'user_id': 1397195, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/1f113cdb14d3f7b2fc18ba178936a9cd?s=256&d=identicon&r=PG&f=1', 'display_name': 'RRR', 'link': 'https://stackoverflow.com/users/1397195/rrr'}",True,175,2,-1,1583845912,1341408283,1583845912.0,11330012,CC BY-SA 4.0,https://stackoverflow.com/questions/11330012/c-code-compiles-in-windows-gives-compilation-error-on-linux,"C code compiles in Windows, gives compilation error on Linux",,,,,,,
247,"['c++', 'std']","{'account_id': 59865, 'reputation': 13968, 'user_id': 179015, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/014e191932079a5a496436bcd0a5d6c6?s=256&d=identicon&r=PG', 'display_name': 'Ross', 'link': 'https://stackoverflow.com/users/179015/ross'}",True,1738,1,1,1583585343,1342006012,,11431631,CC BY-SA 3.0,https://stackoverflow.com/questions/11431631/selecting-a-random-element-for-a-specific-key-in-a-multimap,Selecting a random element for a specific key in a Multimap,11432013.0,,,,,,
248,"['c++', 'c++11', 'libc++']","{'account_id': 77708, 'reputation': 14796, 'user_id': 221619, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/244fea777fb02ca92f656e21503ac7fd?s=256&d=identicon&r=PG', 'display_name': 'Alex Korban', 'link': 'https://stackoverflow.com/users/221619/alex-korban'}",True,1525,2,5,1583181202,1343362955,1343363098.0,11681403,CC BY-SA 3.0,https://stackoverflow.com/questions/11681403/state-of-c11-standard-support-in-libc,State of C++11 standard support in libc++?,11686748.0,,,,,,
249,['c++'],"{'account_id': 225869, 'reputation': 52827, 'user_id': 486578, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/51f25affd1ea28bd28e61422868f02d5?s=256&d=identicon&r=PG', 'display_name': 'Damir', 'link': 'https://stackoverflow.com/users/486578/damir'}",True,5457,7,9,1582776871,1341993695,,11428147,CC BY-SA 3.0,https://stackoverflow.com/questions/11428147/is-possible-to-separate-declaration-and-definition-of-inline-functions,Is possible to separate declaration and definition of inline functions?,,,,,,,
250,"['c++', 'arrays', 'vector', 'stack']","{'account_id': 191137, 'reputation': 5531, 'user_id': 431528, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/39de8f85714b3e8e9eaa118dc9ac9cb1?s=256&d=identicon&r=PG', 'display_name': 'deceleratedcaviar', 'link': 'https://stackoverflow.com/users/431528/deceleratedcaviar'}",True,3175,2,3,1582313070,1341394273,1341473577.0,11326286,CC BY-SA 3.0,https://stackoverflow.com/questions/11326286/fixed-size-stdvector,Fixed size std::vector,11326507.0,,,,,,
251,"['c++', 'qt', 'events', 'keyboard-events', 'ctrl']","{'account_id': 1279595, 'reputation': 4120, 'user_id': 1234019, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/58c05dc3e8f94f790899aa878a7bcedd?s=256&d=identicon&r=PG', 'display_name': 'Dipro Sen', 'link': 'https://stackoverflow.com/users/1234019/dipro-sen'}",True,5757,4,7,1582276656,1341156721,1341157158.0,11283276,CC BY-SA 3.0,https://stackoverflow.com/questions/11283276/qt-left-ctrl-key-code,Qt LEFT CTRL Key Code,11283320.0,,,,,,
252,"['c++', 'this', 'shared-ptr', 'this-pointer']","{'account_id': 1701130, 'reputation': 1636, 'user_id': 1561173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21fc7f7290c6fd06531b02a7754d2b2f?s=256&d=identicon&r=PG', 'display_name': 'Icarus', 'link': 'https://stackoverflow.com/users/1561173/icarus'}",True,73365,2,132,1582239204,1343580454,1495540027.0,11711034,CC BY-SA 3.0,https://stackoverflow.com/questions/11711034/stdshared-ptr-of-this,std::shared_ptr of this,11711094.0,,,,,,
253,"['c++', 'syntax', 'namespaces']","{'account_id': 267288, 'reputation': 7465, 'user_id': 555374, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/bcd9a5478e7f5eaff4fc52cea97bbeda?s=256&d=identicon&r=PG', 'display_name': 'Beachwalker', 'link': 'https://stackoverflow.com/users/555374/beachwalker'}",True,78613,11,123,1582039303,1341562675,1382932646.0,11358425,CC BY-SA 3.0,https://stackoverflow.com/questions/11358425/is-there-a-better-way-to-express-nested-namespaces-in-c-within-the-header,Is there a better way to express nested namespaces in C++ within the header,28022457.0,,,,,,
254,"['c++', 'types', 'undefined']","{'account_id': 1083037, 'reputation': 4004, 'user_id': 1079483, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/e7224aaadc7f604a26c92656940c9d31?s=256&d=identicon&r=PG', 'display_name': 'Sebi', 'link': 'https://stackoverflow.com/users/1079483/sebi'}",False,5538,0,1,1581976700,1342962683,1342971604.0,11600551,CC BY-SA 3.0,https://stackoverflow.com/questions/11600551/error-c2027-use-of-undefined-type-channel,error C2027: use of undefined type &#39;Channel&#39;,,,,,,,
255,"['c++', 'lambda', 'functional-programming', 'state', 'functor']","{'account_id': 1162208, 'reputation': 24989, 'user_id': 1141493, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/25452a0e44babf480d85311e5ece4421?s=256&d=identicon&r=PG', 'display_name': 'kiriloff', 'link': 'https://stackoverflow.com/users/1141493/kiriloff'}",True,2629,1,6,1581615415,1341384581,1581615415.0,11323811,CC BY-SA 4.0,https://stackoverflow.com/questions/11323811/what-is-meant-by-retain-state-in-c,What is meant by &#39;retain state&#39; in c++?,11323931.0,,,,,,
256,"['c++', 'qt', 'mouseevent']","{'account_id': 435325, 'reputation': 185, 'user_id': 821856, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/1000bca4c5f1ee122c8d4fb8b4367b88?s=256&d=identicon&r=PG', 'display_name': 'GregD', 'link': 'https://stackoverflow.com/users/821856/gregd'}",True,1468,2,1,1581590766,1342205380,,11476540,CC BY-SA 3.0,https://stackoverflow.com/questions/11476540/catching-qspinbox-text-field-mouseevents,Catching QSpinBox text field mouseEvents,11478141.0,,,,,,
257,"['c++', 'increment', 'prefix', 'decrement', 'postfix-operator']","{'account_id': 363224, 'reputation': 3262, 'user_id': 706836, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/BV2wE.jpg?s=256&g=1', 'display_name': 'Ashterothi', 'link': 'https://stackoverflow.com/users/706836/ashterothi'}",True,1520,2,7,1581380819,1343345296,1581380819.0,11679493,CC BY-SA 4.0,https://stackoverflow.com/questions/11679493/why-does-c-accept-multiple-prefixes-but-not-postfixes-for-a-variable,Why does C++ accept multiple prefixes but not postfixes for a variable,11679523.0,,,,,,
258,"['c++', 'html', 'visual-studio-2010']","{'account_id': 1409372, 'reputation': 859, 'user_id': 1336291, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6d891204cc0d280561845599afa2e8d0?s=256&d=identicon&r=PG', 'display_name': 'vin', 'link': 'https://stackoverflow.com/users/1336291/vin'}",True,15967,4,4,1581357891,1341397684,1341399151.0,11327256,CC BY-SA 3.0,https://stackoverflow.com/questions/11327256/open-html-file-in-browser-using-c,Open HTML file in browser using C++,11327313.0,,,,,,
259,"['c++', 'c', 'algorithm']","{'account_id': 263871, 'reputation': 277, 'user_id': 549740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8859340926d2ef2f04c3044a5f2e0f61?s=256&d=identicon&r=PG', 'display_name': 'Kaniks', 'link': 'https://stackoverflow.com/users/549740/kaniks'}",True,45312,3,24,1580144996,1343141626,1421658710.0,11633548,,https://stackoverflow.com/questions/11633548/suggest-websites-to-practice-c-c-algorithms-puzzles,Suggest websites to practice C/C++ algorithms/puzzles,11633658.0,1343188013.0,off topic,,,,
260,"['c++', 'pointers', 'double', 'constants']","{'account_id': 889613, 'reputation': 473, 'user_id': 928156, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/b8fb034d6bb68e092b835c17a5cce159?s=256&d=identicon&r=PG', 'display_name': 'blitzeus', 'link': 'https://stackoverflow.com/users/928156/blitzeus'}",True,1665,5,0,1580003178,1342964482,1580003178.0,11600759,CC BY-SA 4.0,https://stackoverflow.com/questions/11600759/returning-pointers-to-doubles-from-pointers-of-const-doubles,returning pointers to doubles from pointers of const doubles,11600900.0,,,,,,
261,"['c++', 'boost', 'bcp', 'normal-distribution']","{'account_id': 130290, 'reputation': 8241, 'user_id': 1133286, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/e56d25a40f2c0e4e6696b9738877fce8?s=256&d=identicon&r=PG', 'display_name': 'solvingPuzzles', 'link': 'https://stackoverflow.com/users/1133286/solvingpuzzles'}",False,589,3,7,1579914003,1342994232,1495535239.0,11604285,CC BY-SA 3.0,https://stackoverflow.com/questions/11604285/boost-bcp-doesnt-output-any-files,Boost BCP doesn&#39;t output any files?,,,,,,,
262,"['c++', 'unix', 'mouseevent', 'ncurses', 'curses']","{'account_id': 376485, 'reputation': 2006, 'user_id': 727982, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/658d2a653f4cc29cc2b6c327379a2abd?s=256&d=identicon&r=PG', 'display_name': 'Pedro Cori', 'link': 'https://stackoverflow.com/users/727982/pedro-cori'}",True,13999,4,14,1579473950,1341267203,1479486960.0,11301883,CC BY-SA 3.0,https://stackoverflow.com/questions/11301883/using-ncurses-to-capture-mouse-clicks-on-a-console-application,Using ncurses to capture mouse clicks on a console application,13887057.0,,,,,,
263,"['c++', 'windows', 'winapi', 'header-files']","{'account_id': 1615228, 'reputation': 421, 'user_id': 1493132, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/0436ee1ed51a6a91e939aa5090deb872?s=256&d=identicon&r=PG', 'display_name': 'Cooker', 'link': 'https://stackoverflow.com/users/1493132/cooker'}",True,7011,3,15,1578866079,1342702976,1508489076.0,11561475,CC BY-SA 3.0,https://stackoverflow.com/questions/11561475/sspi-header-file-fatal-error,SSPI header file - fatal error,11562024.0,,,,,,
264,"['c++', 'design-patterns', 'jquery-deferred', 'promise']","{'account_id': 42425, 'reputation': 3051, 'user_id': 123592, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/XuwiA.jpg?s=256&g=1', 'display_name': 'Shane', 'link': 'https://stackoverflow.com/users/123592/shane'}",True,7818,7,15,1578596278,1341810381,1492421035.0,11389338,CC BY-SA 3.0,https://stackoverflow.com/questions/11389338/deferred-promise-pattern-in-c,Deferred/Promise pattern in C++,,,,,,,
265,"['c++', 'boost', 'boost-asio', 'libuv']","{'account_id': 474828, 'reputation': 20787, 'user_id': 884770, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/IZVvo.png?s=256&g=1', 'display_name': 'oberstet', 'link': 'https://stackoverflow.com/users/884770/oberstet'}",True,64510,4,270,1578539066,1341962562,1342037162.0,11423426,CC BY-SA 3.0,https://stackoverflow.com/questions/11423426/how-does-libuv-compare-to-boost-asio,How does libuv compare to Boost/ASIO?,13220533.0,,,,,,
266,"['c++', 'opengl', 'codeblocks', 'mingw32', 'glew']","{'account_id': 1695487, 'reputation': 576, 'user_id': 1556941, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/d3d08036ed226f9015d1360b2aa7ef37?s=256&d=identicon&r=PG', 'display_name': 'Kaliber64', 'link': 'https://stackoverflow.com/users/1556941/kaliber64'}",True,12926,3,9,1578303666,1343577760,1343624916.0,11710677,CC BY-SA 3.0,https://stackoverflow.com/questions/11710677/undefined-reference-to-imp-glewinit0,Undefined reference to `_imp__glewInit@0&#39;,11711282.0,,,,,,
267,"['c++', 'math', 'integer', 'division', 'modulo']","{'account_id': 1697698, 'reputation': 303, 'user_id': 1560044, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5a9773794613c8cb459773e9ecabcf5a?s=256&d=identicon&r=PG', 'display_name': 'NaomiJO', 'link': 'https://stackoverflow.com/users/1560044/naomijo'}",True,9203,4,4,1578170347,1343612984,1577476674.0,11714555,CC BY-SA 4.0,https://stackoverflow.com/questions/11714555/euclidean-integer-modulo-in-c,Euclidean integer modulo in C++,11714601.0,,,,,,
268,['c++'],"{'account_id': 399498, 'reputation': 23846, 'user_id': 764882, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/926a56f56fdc2c229f7b68e68b760283?s=256&d=identicon&r=PG', 'display_name': 'parapura rajkumar', 'link': 'https://stackoverflow.com/users/764882/parapura-rajkumar'}",True,3623,6,3,1578077727,1342900347,1578077727.0,11595404,CC BY-SA 4.0,https://stackoverflow.com/questions/11595404/why-doesnt-a-const-method-override-a-non-const-method-in-c,Why doesn&#39;t a const method override a non-const method in C++?,11596163.0,,,,,,
269,"['c++', 'linux', 'stl', 'header-files', 'c++-standard-library']","{'account_id': 201416, 'reputation': 2053, 'user_id': 447839, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8a4c68335a4c767aa0050e7eab22cf92?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/447839/thomas'}",True,78737,6,37,1577435012,1342115537,1519162578.0,11457670,CC BY-SA 3.0,https://stackoverflow.com/questions/11457670/where-are-the-headers-of-the-c-standard-library,Where are the headers of the C++ standard library,11457817.0,,,,,,
270,"['c++', 'casting', 'arduino']","{'account_id': 556749, 'reputation': 940, 'user_id': 918935, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/63962f734157b7338fec71098a214f6b?s=256&d=identicon&r=PG', 'display_name': 'Caustic', 'link': 'https://stackoverflow.com/users/918935/caustic'}",True,44038,2,11,1577284092,1343037507,1343038106.0,11610264,CC BY-SA 3.0,https://stackoverflow.com/questions/11610264/convert-string-to-type-const-char-using-arduino,convert String to type const char* using Arduino,11645638.0,,,,,,
271,"['c++', 'glsl', 'shader', 'coordinate-transformation', 'perspectivecamera']","{'account_id': 127682, 'reputation': 6705, 'user_id': 325016, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/84dd218304770335d0a408867d8cc407?s=256&d=identicon&r=PG', 'display_name': 'aCuria', 'link': 'https://stackoverflow.com/users/325016/acuria'}",True,8892,3,9,1576864904,1341088754,1576864904.0,11277501,CC BY-SA 4.0,https://stackoverflow.com/questions/11277501/how-to-recover-view-space-position-given-view-space-depth-value-and-ndc-xy,How to recover view space position given view space depth value and ndc xy,,,,,,,
272,"['c++', 'windows', 'winapi', 'cmd', 'windows-console']","{'account_id': 1572182, 'reputation': 623, 'user_id': 1459654, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/f906275bf235878ed414ed83782c4bb9?s=256&d=identicon&r=PG', 'display_name': 'JP29', 'link': 'https://stackoverflow.com/users/1459654/jp29'}",True,54334,6,17,1576689266,1342713079,1502074012.0,11564594,CC BY-SA 3.0,https://stackoverflow.com/questions/11564594/c-executing-cmd-commands,C++ Executing CMD Commands,11566260.0,,,,,,
273,"['c++', 'qt', 'qtableview']","{'account_id': 280898, 'reputation': 1523, 'user_id': 576872, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/hxvfD.jpg?s=256&g=1', 'display_name': 'Stals', 'link': 'https://stackoverflow.com/users/576872/stals'}",True,20786,2,11,1576654522,1343578032,1477153767.0,11710705,CC BY-SA 3.0,https://stackoverflow.com/questions/11710705/how-to-get-cell-value-from-selected-row-qtableview,How to get cell value from selected row (QTableView)?,11710980.0,,,,,,
274,"['java', 'android', 'c++', 'android-ndk', 'java-native-interface']","{'account_id': 1586570, 'reputation': 1126, 'user_id': 1470778, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/22dac388d991f17d9cd1b974e04b64a5?s=256&d=identicon&r=PG', 'display_name': 'AeroBuffalo', 'link': 'https://stackoverflow.com/users/1470778/aerobuffalo'}",True,26566,4,20,1576476584,1343082389,1343165149.0,11621449,CC BY-SA 3.0,https://stackoverflow.com/questions/11621449/send-c-string-to-java-via-jni,Send C++ string to Java via JNI,11630270.0,,,,,,
275,"['c++', 'c', 'build', 'build-process', 'scons']","{'account_id': 45657, 'reputation': 6539, 'user_id': 134692, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/qgWoX.jpg?s=256&g=1', 'display_name': 'Ted Middleton', 'link': 'https://stackoverflow.com/users/134692/ted-middleton'}",True,11178,4,3,1576446451,1342747067,,11571577,CC BY-SA 3.0,https://stackoverflow.com/questions/11571577/scons-libraries-and-sub-libraries,SCons libraries and sub-libraries,,,,,,,
276,"['c++', 'stl', 'std', 'multimap']","{'account_id': 64021, 'reputation': 2534, 'user_id': 189206, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/0ed915235eda424603dd6f3b5fa50279?s=256&d=identicon&r=PG', 'display_name': 'AJ.', 'link': 'https://stackoverflow.com/users/189206/aj'}",True,28849,7,25,1575995262,1342678454,1342688711.0,11554932,CC BY-SA 3.0,https://stackoverflow.com/questions/11554932/how-can-i-get-all-the-unique-keys-in-a-multimap,How can I get all the unique keys in a multimap,11554997.0,,,,,,
277,"['c++', 'c++11', 'this', 'member-functions', 'carries-dependency']","{'account_id': 45703, 'reputation': 24123, 'user_id': 134841, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/ecd568f7f79e4fbe8e73c23998189257?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marc Mutz - mmutz', 'link': 'https://stackoverflow.com/users/134841/marc-mutz-mmutz'}",True,604,1,21,1575947389,1341330436,1575947389.0,11314580,CC BY-SA 4.0,https://stackoverflow.com/questions/11314580/in-c11-how-do-i-specify-that-the-implicit-this-parameter-carries-depende,"In C++11, how do I specify that the implicit &quot;this&quot; parameter &quot;[[carries_dependency]]&quot;?",,,,,,,
278,"['c++', 'algorithm']","{'account_id': 225869, 'reputation': 52827, 'user_id': 486578, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/51f25affd1ea28bd28e61422868f02d5?s=256&d=identicon&r=PG', 'display_name': 'Damir', 'link': 'https://stackoverflow.com/users/486578/damir'}",True,9179,3,15,1575898093,1343200242,1343231385.0,11644441,CC BY-SA 3.0,https://stackoverflow.com/questions/11644441/fast-inverse-square-root-on-x64,Fast Inverse Square Root on x64,11644533.0,,,,,,
279,"['c++', 'visual-studio-2010', 'fltk']","{'account_id': 1506070, 'reputation': 1022, 'user_id': 1409408, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/q9qsP.jpg?s=256&g=1', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/1409408/david'}",True,4228,3,1,1575153758,1341556617,1397011818.0,11357047,CC BY-SA 3.0,https://stackoverflow.com/questions/11357047/microsoft-2010-visual-c-installing-fltk,"Microsoft 2010 visual c , installing FLTK",11390716.0,,,,,,
280,"['c++', 'string', 'lowercase', 'alphanumeric']","{'account_id': 1614301, 'reputation': 1008, 'user_id': 1492425, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/81c25c0627c923220be1c2fc1f2ce101?s=256&d=identicon&r=PG', 'display_name': 'unwise guy', 'link': 'https://stackoverflow.com/users/1492425/unwise-guy'}",True,12720,6,3,1575070840,1341275406,1552655491.0,11302990,CC BY-SA 4.0,https://stackoverflow.com/questions/11302990/how-to-check-if-a-string-is-all-lowercase-and-alphanumerics,How to check if a string is all lowercase and alphanumerics?,11303014.0,,,,,,
281,"['c++', 'gcc']","{'user_type': 'does_not_exist', 'display_name': 'user1531591'}",True,5349,3,18,1574759373,1342526243,1342527289.0,11521989,CC BY-SA 3.0,https://stackoverflow.com/questions/11521989/c-generate-a-warning-when-a-class-member-shadow-a-class-member-of-its-parent,C++ generate a warning when a class member shadow a class member of its parent?,,,,,,,
282,"['c++', 'static-members', 'header-only']","{'account_id': 2632, 'reputation': 3004, 'user_id': 3686, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/157bf6732a73eef3029f691c2d46b812?s=256&d=identicon&r=PG', 'display_name': 'pesche', 'link': 'https://stackoverflow.com/users/3686/pesche'}",True,22997,3,63,1574436550,1343570801,1495540954.0,11709859,CC BY-SA 3.0,https://stackoverflow.com/questions/11709859/how-to-have-static-data-members-in-a-header-only-library,How to have static data members in a header-only library?,11711082.0,,,,,,
283,"['c++', 'boost', 'boost-statechart']","{'account_id': 1631726, 'reputation': 123, 'user_id': 1506112, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a15e31a3b5fb2114e9671dba3abcd142?s=256&d=identicon&r=PG', 'display_name': 'Grant', 'link': 'https://stackoverflow.com/users/1506112/grant'}",True,2316,2,7,1573731036,1341577146,1341604160.0,11362065,CC BY-SA 3.0,https://stackoverflow.com/questions/11362065/boost-statechart-local-transitions,Boost Statechart - Local transitions,11688039.0,,,,,,
