,tags,owner,is_answered,view_count,answer_count,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
336,"['c++', 'windows', 'webview2']","{'account_id': 3319010, 'reputation': 14444, 'user_id': 2790621, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/b7bSs.jpg?s=256&g=1', 'display_name': 'xMRi', 'link': 'https://stackoverflow.com/users/2790621/xmri'}",True,1495,1,1,,1625094667,1624879745,1624880989.0,68162577,CC BY-SA 4.0,https://stackoverflow.com/questions/68162577/can-i-force-webview2-to-load-a-specific-version-older-with-createcorewebview2e,Can I force WebView2 to load a specific version (older) with CreateCoreWebView2EnvironmentWithOptions?,,,
337,"['c++', 'matlab', 'opencv', 'color-space']","{'account_id': 2843949, 'reputation': 57, 'user_id': 4951164, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21543513593fc598c00182e25e7abb66?s=256&d=identicon&r=PG', 'display_name': 'Sohaib Imran Bhatti', 'link': 'https://stackoverflow.com/users/4951164/sohaib-imran-bhatti'}",False,270,0,3,,1625091783,1625056202,,68194807,CC BY-SA 4.0,https://stackoverflow.com/questions/68194807/opencv-color-correction-matrix-not-preserving-white-i-e-columns-do-not-sum-to,OpenCV - Color correction matrix not preserving white i.e columns do not sum to 1,,,
338,"['java', 'c++', 'openssl', 'cryptography', 'rsa']","{'account_id': 17916214, 'reputation': 166, 'user_id': 13017097, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ggcC9.png?s=256&g=1', 'display_name': 'Guac', 'link': 'https://stackoverflow.com/users/13017097/guac'}",True,137,2,0,,1625091676,1624950786,,68174105,CC BY-SA 4.0,https://stackoverflow.com/questions/68174105/openssl-library-equivalent-of-java-keypairgenerator,Openssl library equivalent of java KeyPairGenerator,68202192.0,,
339,"['c++', 'curl', 'bloburls']","{'account_id': 6565186, 'reputation': 41, 'user_id': 5075049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52a87388de06852e7b930a6ae4b7f7c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'psOneOneOne', 'link': 'https://stackoverflow.com/users/5075049/psoneoneone'}",True,276,1,0,,1625083856,1624561200,,68121414,CC BY-SA 4.0,https://stackoverflow.com/questions/68121414/c-download-audio-video-file-from-blob-url,C++ download audio/video file from blob URL?,68201077.0,,
340,"['c++', 'c++-cli', 'interop', '.net-5']","{'account_id': 7754417, 'reputation': 4566, 'user_id': 5869304, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/ed0827adc1d5b81f2125f83c44e7feb5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/5869304/joe'}",True,218,2,-1,,1625080102,1625004687,1625004990.0,68186240,CC BY-SA 4.0,https://stackoverflow.com/questions/68186240/getfunctionpointerfordelegate-callback-only-works-once,GetFunctionPointerForDelegate callback only works once,,,
341,"['c++', 'pointer-to-member', 'avr-gcc']","{'account_id': 472928, 'reputation': 3921, 'user_id': 881712, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/852956f1a8a603a7d09d10e856f821be?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/881712/mark'}",True,81,2,0,,1625076394,1625061970,,68196356,CC BY-SA 4.0,https://stackoverflow.com/questions/68196356/provide-a-pointer-to-member-function-to-be-invoked-by-the-target-class-without-f,Provide a pointer to member function to be invoked by the target class without functional,68198203.0,,
342,"['c++', 'visual-studio']","{'account_id': 20780906, 'reputation': 5, 'user_id': 15261379, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-iIaCcUYazxs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDxetwt2wH-9L7kR2HOsG1jir7PQ/s96-c/photo.jpg?sz=256', 'display_name': 'Kitten Lord', 'link': 'https://stackoverflow.com/users/15261379/kitten-lord'}",True,56,1,-1,,1625075929,1625063043,,68196640,CC BY-SA 4.0,https://stackoverflow.com/questions/68196640/stop-exceptions-from-bring-up-implementation-in-visual-studio-2019,Stop exceptions from bring up implementation in visual studio 2019,68199571.0,,
343,"['c++', 'c++11', 'vector', 'move-semantics', 'pimpl-idiom']","{'account_id': 4922063, 'reputation': 8411, 'user_id': 3964397, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/640272a326ae5f3cd89364b78f2108c9?s=256&d=identicon&r=PG', 'display_name': 'tjwrona1992', 'link': 'https://stackoverflow.com/users/3964397/tjwrona1992'}",True,183,1,0,,1625075560,1625057360,1625075560.0,68195103,CC BY-SA 4.0,https://stackoverflow.com/questions/68195103/storing-a-class-that-uses-the-pimpl-idiom-in-a-stdvector,Storing a class that uses the PIMPL idiom in a std::vector,68198257.0,,
344,"['c++', 'c', 'performance', 'optimization', 'processing-efficiency']","{'account_id': 13348429, 'reputation': 388, 'user_id': 9634341, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6612ca390ed03278f68a52e2319bbea0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vegard Gjeldvik Jervell', 'link': 'https://stackoverflow.com/users/9634341/vegard-gjeldvik-jervell'}",True,339,2,-2,,1625075114,1624967087,1625075114.0,68178059,,https://stackoverflow.com/questions/68178059/cost-of-changing-a-value-vs-accessing-an-array-in-c,Cost of changing a value vs. accessing an array in C,68182763.0,1625055342.0,Opinion-based
345,"['c++', 'arduino']","{'account_id': 3920449, 'reputation': 5858, 'user_id': 3339274, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/sROPZ.jpg?s=256&g=1', 'display_name': 'ifconfig', 'link': 'https://stackoverflow.com/users/3339274/ifconfig'}",False,82,0,0,,1625073903,1624953093,1625073903.0,68174602,CC BY-SA 4.0,https://stackoverflow.com/questions/68174602/define-already-declared-function-as-an-alias-to-another,Define already declared function as an alias to another,,,
346,"['c++', 'cross-platform', 'dynamic-linking', 'mingw-w64']","{'account_id': 12952024, 'reputation': 2572, 'user_id': 9363996, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9Ttto.jpg?s=256&g=1', 'display_name': 'Sergey Kolesnik', 'link': 'https://stackoverflow.com/users/9363996/sergey-kolesnik'}",False,260,0,2,,1625073004,1624457920,1625073004.0,68101661,CC BY-SA 4.0,https://stackoverflow.com/questions/68101661/windows-mingw64-does-not-export-member-static-or-not-functions-defined-within,Windows MinGW64 does not export member (static or not) functions defined within class body,,,
347,"['c++', 'mfc']","{'account_id': 598975, 'reputation': 3238, 'user_id': 1099237, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/1efff11270d3da94fe6be7d745c52da6?s=256&d=identicon&r=PG', 'display_name': 'omatai', 'link': 'https://stackoverflow.com/users/1099237/omatai'}",False,367,2,0,,1625072644,1624400791,,68091361,CC BY-SA 4.0,https://stackoverflow.com/questions/68091361/mfc-dialog-based-app-with-tab-control-visual-studio-bugs-restrictions-make-rec,MFC dialog-based app with tab control - Visual Studio bugs/restrictions make recommended path impossible?,,,
348,"['c++', 'boost', 'geometry', 'floating-accuracy', 'boost-geometry']","{'account_id': 19642790, 'reputation': 528, 'user_id': 14378480, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rMCpI.jpg?s=256&g=1', 'display_name': 'jesses', 'link': 'https://stackoverflow.com/users/14378480/jesses'}",True,486,1,1,,1625072536,1623243259,1625072536.0,67904576,CC BY-SA 4.0,https://stackoverflow.com/questions/67904576/boost-geometry-polygon-difference-returns-self-intersecting-result-or-is-wrongl,boost.geometry polygon difference returns self intersecting result (or is wrongly detecting it as such),,,
349,"['c++', 'game-engine', 'assimp', 'premake']","{'account_id': 16570855, 'reputation': 67, 'user_id': 11974055, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b57148b19b4c25ead0eec7bf9984029f?s=256&d=identicon&r=PG&f=1', 'display_name': 'LuchoSuaya', 'link': 'https://stackoverflow.com/users/11974055/luchosuaya'}",True,349,1,0,,1625071578,1624982561,,68182193,CC BY-SA 4.0,https://stackoverflow.com/questions/68182193/linker-errors-when-building-assimp-with-premake,Linker Errors when Building Assimp with Premake,68187745.0,,
350,['c++'],"{'account_id': 22075549, 'reputation': 1, 'user_id': 16335944, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiMq6bkwlSocp6rfVVsY-Ls4deOKohGk-fZUrS_vQ=k-s256', 'display_name': 'Varun', 'link': 'https://stackoverflow.com/users/16335944/varun'}",False,79,0,0,,1625071555,1624898152,1625071555.0,68167026,CC BY-SA 4.0,https://stackoverflow.com/questions/68167026/why-is-running-hello-world-giving-me-error-in-vs-code,Why is running hello world giving me error in vs code?,,,
351,"['c++', 'json', 'lua', 'luac']","{'account_id': 22093613, 'reputation': 13, 'user_id': 16351296, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyrbO6o4eEIFzLgrBST0_RQ4cXDZ_AuA9v5ssiv=k-s256', 'display_name': 'waldemar lima', 'link': 'https://stackoverflow.com/users/16351296/waldemar-lima'}",True,238,1,-1,,1625070268,1625064762,,68197117,CC BY-SA 4.0,https://stackoverflow.com/questions/68197117/how-can-i-load-the-file-lua-library-globally-by-c-without-having-to-import-it,How can I load the file.lua library globally by C++ without having to import it with : loadfile(&quot;file.lua&quot;)()?,68198450.0,,
352,"['c++', 'char', 'integer', 'c++14', 'overflow']","{'account_id': 21977943, 'reputation': 5, 'user_id': 16260682, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgXmUdXNHE3ktac-mxQI0GltG5C6NFcd1BfkqCrVg=k-s256', 'display_name': 'Vembu karthick', 'link': 'https://stackoverflow.com/users/16260682/vembu-karthick'}",False,215,2,1,,1625070167,1625056748,1625070167.0,68194951,CC BY-SA 4.0,https://stackoverflow.com/questions/68194951/is-it-possible-to-assign-an-int-value-greater-than-255-to-a-char,Is it possible to assign an int value greater than 255 to a char?,,,
353,"['c++', 'multithreading', 'c++11', 'vector', 'thread-safety']","{'account_id': 10761937, 'reputation': 339, 'user_id': 7918089, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd2cd338b4a52b9eb024538e7afd5e9a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Salmon', 'link': 'https://stackoverflow.com/users/7918089/salmon'}",False,174,1,-1,,1625069959,1625057842,1625069959.0,68195237,CC BY-SA 4.0,https://stackoverflow.com/questions/68195237/how-to-sum-up-elements-of-a-c-vector-atomically,How to sum up elements of a C++ vector &quot;atomically&quot;?,,,
354,"['c++', 'linker', 'header', 'wxwidgets']","{'account_id': 20837933, 'reputation': 63, 'user_id': 15305360, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhdQAx5AU7tqigebKD13gHxkX-p45vRTv7gcsnRvg=k-s256', 'display_name': 'iKebab897', 'link': 'https://stackoverflow.com/users/15305360/ikebab897'}",True,195,2,0,,1625067270,1624870483,1625067270.0,68160388,CC BY-SA 4.0,https://stackoverflow.com/questions/68160388/linker-errors-in-visual-studio,Linker errors in Visual Studio,68168023.0,,
355,"['c++', 'memory-leaks', 'c++17', 'smart-pointers']","{'account_id': 5949607, 'reputation': 167, 'user_id': 4678082, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ulDaikYmBFc/AAAAAAAAAAI/AAAAAAAAACw/oPOmDxs33B0/photo.jpg?sz=256', 'display_name': 'Islam Boziev', 'link': 'https://stackoverflow.com/users/4678082/islam-boziev'}",True,165,1,4,,1625067132,1625063225,,68196695,CC BY-SA 4.0,https://stackoverflow.com/questions/68196695/throwing-destructor-causes-memory-leak,Throwing destructor causes memory leak,68197718.0,,
356,"['c++', 'windows', 'static-libraries']","{'account_id': 9240284, 'reputation': 675, 'user_id': 6863768, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/bD3ah.jpg?s=256&g=1', 'display_name': 'Amir Rasti', 'link': 'https://stackoverflow.com/users/6863768/amir-rasti'}",False,269,0,0,,1625067027,1624988195,1625067027.0,68183318,CC BY-SA 4.0,https://stackoverflow.com/questions/68183318/integrating-c-static-library-built-with-md-runtime-library-type-within-a-proj,integrating c++ static library built with /MD runtime library type within a project with /MT libraries on windows,,,
357,"['c++', 'opencl']","{'account_id': 11306327, 'reputation': 321, 'user_id': 8290819, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/1ba7cbb1dc3db9c1bb81319972768bbb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fransebas', 'link': 'https://stackoverflow.com/users/8290819/fransebas'}",True,200,1,1,,1625066715,1623946986,,68023125,CC BY-SA 4.0,https://stackoverflow.com/questions/68023125/what-can-cause-cl-invalid-context-34-on-clcreatebuffer,What can cause CL_INVALID_CONTEXT (-34) on clCreateBuffer?,,,
358,"['c++', 'lambda', 'static', 'static-methods']","{'account_id': 2969793, 'reputation': 145, 'user_id': 2522115, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eWsDY.jpg?s=256&g=1', 'display_name': 'Lubom&#237;r Grund', 'link': 'https://stackoverflow.com/users/2522115/lubom%c3%adr-grund'}",True,48,1,0,,1625066245,1625064384,1625066245.0,68197009,CC BY-SA 4.0,https://stackoverflow.com/questions/68197009/c-static-members-initialized-with-lambda,C++ static members initialized with lambda,68197119.0,,
359,"['c++', 'websocket', 'cmake']","{'account_id': 18536897, 'reputation': 15, 'user_id': 15145551, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f134888cc1fe10084d9bda9be0ff2f75?s=256&d=identicon&r=PG&f=1', 'display_name': 'DamyHao', 'link': 'https://stackoverflow.com/users/15145551/damyhao'}",True,236,2,1,,1625065779,1625047808,1625061960.0,68192761,CC BY-SA 4.0,https://stackoverflow.com/questions/68192761/how-to-include-a-static-library-using-cmake,How to include a static library using cmake?,68197382.0,,
360,"['c++', 'visual-studio', 'mfc']","{'account_id': 17032752, 'reputation': 37, 'user_id': 14270821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad49cd4bffee497d66076f5b2abd8a76?s=256&d=identicon&r=PG&f=1', 'display_name': 'satazero', 'link': 'https://stackoverflow.com/users/14270821/satazero'}",True,204,1,2,,1625064556,1624646891,1624893594.0,68135862,CC BY-SA 4.0,https://stackoverflow.com/questions/68135862/missing-dll-in-release-but-not-in-debug,Missing DLL in Release but not in Debug,68197070.0,,
361,"['c++', 'windows', 'raw-input']","{'account_id': 3397239, 'reputation': 510, 'user_id': 2850522, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/c0791df9ac5b092e3d3738bc8ba5865c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nonlin', 'link': 'https://stackoverflow.com/users/2850522/nonlin'}",False,121,0,0,,1625062515,1625062515,,68196498,CC BY-SA 4.0,https://stackoverflow.com/questions/68196498/can-raw-input-registration-be-done-from-one-application-for-another-application,Can Raw Input Registration be done from one application for another application?,,,
362,['c++'],"{'account_id': 20472942, 'reputation': 31, 'user_id': 15022901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/560d876a680cb859e88bf988020c991c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lorenzo von matterhorn', 'link': 'https://stackoverflow.com/users/15022901/lorenzo-von-matterhorn'}",True,158,2,2,,1625062463,1625060514,1625061722.0,68195951,CC BY-SA 4.0,https://stackoverflow.com/questions/68195951/storing-two-integer-values-in-32-bits-while-avoiding-ub-with-negative-numbers,Storing two integer values in 32 bits while avoiding UB with negative numbers,68196419.0,,
363,"['c++', 'visual-studio-code', 'cl']","{'account_id': 19547305, 'reputation': 117, 'user_id': 14303733, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ke94H.jpg?s=256&g=1', 'display_name': 'cap', 'link': 'https://stackoverflow.com/users/14303733/cap'}",True,3624,1,0,,1625061854,1625016603,1625061854.0,68187456,CC BY-SA 4.0,https://stackoverflow.com/questions/68187456/cl-the-term-cl-is-not-recognized-as-the-name-of-a-cmdlet-function-script-f,"cl : The term &#39;cl&#39; is not recognized as the name of a cmdlet, function, script file, or operable program",,,
364,"['c++', 'pointers', 'arduino']","{'account_id': 19170828, 'reputation': 5, 'user_id': 14004616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25612d624fdd6aea0afcc1fdd7a80caf?s=256&d=identicon&r=PG&f=1', 'display_name': 'adham', 'link': 'https://stackoverflow.com/users/14004616/adham'}",True,135,1,0,,1625060967,1625060833,,68196051,CC BY-SA 4.0,https://stackoverflow.com/questions/68196051/arduino-iso-c-forbids-comparison-between-pointer-and-integer-fpermissive,ARDUINO: ISO C++ forbids comparison between pointer and integer [-fpermissive],68196088.0,,
365,['c++'],"{'account_id': 21742375, 'reputation': 51, 'user_id': 16049548, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b27b6e972e93e7956daeacca9f12ff07?s=256&d=identicon&r=PG&f=1', 'display_name': 'Skullruss', 'link': 'https://stackoverflow.com/users/16049548/skullruss'}",True,64,1,0,,1625060700,1625060391,1625060653.0,68195917,CC BY-SA 4.0,https://stackoverflow.com/questions/68195917/why-does-my-reverse-integers-function-specifically-not-work-with-a-positive-int,Why does my reverse integers function specifically not work with a positive int of 2 digits? C++,,,
366,"['c++', 'wxwidgets']","{'account_id': 2353092, 'reputation': 57, 'user_id': 2061513, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/92d642e45ce30792f64212e261f9b63e?s=256&d=identicon&r=PG', 'display_name': 'Maicon', 'link': 'https://stackoverflow.com/users/2061513/maicon'}",True,57,1,0,,1625060464,1625059015,1625059544.0,68195546,CC BY-SA 4.0,https://stackoverflow.com/questions/68195546/wxgauge-was-nullptr-out-of-constructor,wxGauge was nullptr out of constructor,68195937.0,,
367,['c++'],"{'account_id': 18830502, 'reputation': 140, 'user_id': 13734413, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhA0kR06J3uanOFlqbBNEVuFPmgqx-xkjIg2xv5Lg=k-s256', 'display_name': 'Liam Gallagher', 'link': 'https://stackoverflow.com/users/13734413/liam-gallagher'}",False,42,0,0,,1625060400,1625060400,,68195919,CC BY-SA 4.0,https://stackoverflow.com/questions/68195919/is-there-a-name-for-functions-that-are-only-called-by-an-overloaded-version-of-t,Is there a name for functions that are only called by an overloaded version of that function?,,,
368,"['c++', 'windows', 'cmake', 'dynamic-linking', 'mingw-w64']","{'account_id': 12952024, 'reputation': 2572, 'user_id': 9363996, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9Ttto.jpg?s=256&g=1', 'display_name': 'Sergey Kolesnik', 'link': 'https://stackoverflow.com/users/9363996/sergey-kolesnik'}",False,634,0,1,,1625059658,1625049734,1625059658.0,68193246,CC BY-SA 4.0,https://stackoverflow.com/questions/68193246/multiple-definitions-when-linking-to-exe-with-mingw,Multiple definitions when linking to exe with MinGW,,,
369,"['c++', 'stdvector']","{'account_id': 21984181, 'reputation': 47, 'user_id': 16258735, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi71ydcREygiwE-x6eHzT8coLHuO4NOGELHb4AJ4Q=k-s256', 'display_name': 'Sanket Kale', 'link': 'https://stackoverflow.com/users/16258735/sanket-kale'}",True,404,1,-1,,1625059581,1625048727,,68193007,,https://stackoverflow.com/questions/68193007/range-updation-of-values-in-c-vectors,Range updation of values in c++ vectors,,1625082508.0,Needs details or clarity
370,"['c++', 'visual-studio-2017', 'vcpkg', 'geos']","{'account_id': 14607440, 'reputation': 49, 'user_id': 10549808, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-i5le-VZ0aAg/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbCje7Uz-yLZk_3AsJZ7iFvA59519Q/mo/photo.jpg?sz=256', 'display_name': 'Chris S', 'link': 'https://stackoverflow.com/users/10549808/chris-s'}",False,71,0,0,,1625059535,1624929019,1625059535.0,68171477,,https://stackoverflow.com/questions/68171477/install-geos-on-visual-studio-using-vcpkg,Install geos on Visual Studio using VCPKG,,1624929968.0,Duplicate
371,"['c++', 'c++20', 'std-ranges']","{'account_id': 359424, 'reputation': 27186, 'user_id': 700825, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6aea6e2f57f2a7b1cd6870375fbdc42f?s=256&d=identicon&r=PG', 'display_name': 'NoSenseEtAl', 'link': 'https://stackoverflow.com/users/700825/nosenseetal'}",True,75,1,3,,1625058538,1625057811,,68195225,CC BY-SA 4.0,https://stackoverflow.com/questions/68195225/compilers-disagree-on-accepting-this-viewkeys-code,Compilers disagree on accepting this view::keys code,68195432.0,,
372,"['c++', 'shared-libraries', 'rule-of-zero']","{'account_id': 2825691, 'reputation': 10214, 'user_id': 2428389, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90de97b22aac97ec9a43a95412ac3692?s=256&d=identicon&r=PG', 'display_name': 'steveire', 'link': 'https://stackoverflow.com/users/2428389/steveire'}",False,93,0,3,,1625057728,1625053755,1625057728.0,68194184,CC BY-SA 4.0,https://stackoverflow.com/questions/68194184/how-does-rule-of-zero-affect-shared-libraries-with-hidden-visibility,How does rule-of-zero affect shared libraries with hidden visibility?,,,
373,"['c++', 'macros', 'predefined-macro']","{'account_id': 17982765, 'reputation': 112, 'user_id': 13284773, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f52e948af7107fb30889a019251ace9d?s=256&d=identicon&r=PG&f=1', 'display_name': 'anti-gravity', 'link': 'https://stackoverflow.com/users/13284773/anti-gravity'}",True,86,1,3,,1625056871,1625055024,1625056069.0,68194513,CC BY-SA 4.0,https://stackoverflow.com/questions/68194513/how-to-achieve-a-c-macros-like-this,How to achieve a c++ macros like this,68194556.0,,
374,"['c++', 'opencv', 'image-processing', 'face-detection', 'face']","{'account_id': 21203534, 'reputation': 13, 'user_id': 15593661, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e969d383171a70bcac17c1cbdea7248?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gokhan', 'link': 'https://stackoverflow.com/users/15593661/gokhan'}",False,173,0,0,,1625055897,1625051476,1625055897.0,68193667,CC BY-SA 4.0,https://stackoverflow.com/questions/68193667/opencv-face-detection-exception-thrown-read-access-violation-this-cc-ptr,OPENCV face detection Exception thrown: read access violation. this-&gt;cc.**_Ptr** was nullptr. error,,,
375,"['c++', 'c++11', 'shared-ptr']","{'account_id': 193393, 'reputation': 34901, 'user_id': 435093, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/jyNn1.png?s=256&g=1', 'display_name': 'slhck', 'link': 'https://stackoverflow.com/users/435093/slhck'}",True,108,2,0,,1625055864,1625053330,,68194091,CC BY-SA 4.0,https://stackoverflow.com/questions/68194091/automatically-downcast-a-shared-ptr-in-parent-class-to-child-class-type,Automatically downcast a shared_ptr in parent class to child class type,68194384.0,,
376,"['c++', 'c++14', 'vectorization', 'idioms']","{'account_id': 514136, 'reputation': 109035, 'user_id': 1593077, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/10c44e0d9568e48d05708ae196ad936f?s=256&d=identicon&r=PG', 'display_name': 'einpoklum', 'link': 'https://stackoverflow.com/users/1593077/einpoklum'}",True,117,2,3,,1625055425,1624970529,1624979912.0,68178905,CC BY-SA 4.0,https://stackoverflow.com/questions/68178905/appropriate-generic-idiom-for-type-vectorization,Appropriate generic idiom for type vectorization?,,,
377,"['c++', 'linux', 'cmake', 'build', 'pkg-config']","{'account_id': 65964, 'reputation': 6011, 'user_id': 193789, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/a17cc57e47435930a48f7c80bcd53863?s=256&d=identicon&r=PG', 'display_name': 'kebs', 'link': 'https://stackoverflow.com/users/193789/kebs'}",False,73,0,0,,1625055301,1625048797,1625055301.0,68193027,CC BY-SA 4.0,https://stackoverflow.com/questions/68193027/what-features-does-cmake-have-that-makepkg-config-doesnt,What features does Cmake have that make+pkg-config doesn&#39;t?,,,
378,"['c++', 'r', 'rcpp', 'r6', 'rcpparmadillo']","{'account_id': 5249761, 'reputation': 3, 'user_id': 4194378, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa000f38ddba7b45cf39d3f14f6fe547?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nicola Barraco', 'link': 'https://stackoverflow.com/users/4194378/nicola-barraco'}",False,99,1,0,,1625054927,1625052038,,68193804,CC BY-SA 4.0,https://stackoverflow.com/questions/68193804/using-rcpp-functions-within-r6-class,Using Rcpp functions within R6 class,,,
379,"['c++', 'mqtt']","{'account_id': 13829725, 'reputation': 33, 'user_id': 9982977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Dl9AQXN05pY/AAAAAAAAAAI/AAAAAAAAAQU/9ti3iYXQ6pM/photo.jpg?sz=256', 'display_name': 'IAMSKU', 'link': 'https://stackoverflow.com/users/9982977/iamsku'}",False,69,1,0,,1625054682,1624969756,,68178700,CC BY-SA 4.0,https://stackoverflow.com/questions/68178700/mqtt-unable-to-get-response-with-hash-character,MQTT + Unable to get response with # (hash character),,,
380,"['c++', 'templates', 'function-pointers']","{'account_id': 21520132, 'reputation': 1, 'user_id': 15861379, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81a7b7b296793f272d35ae2dad569898?s=256&d=identicon&r=PG&f=1', 'display_name': 'parenthesis', 'link': 'https://stackoverflow.com/users/15861379/parenthesis'}",True,187,1,0,,1625053693,1625046667,1625053693.0,68192461,CC BY-SA 4.0,https://stackoverflow.com/questions/68192461/how-to-define-pointers-to-a-function-with-template-parameter,How to define pointers to a function with template parameter,,,
381,"['c++', 'if-statement']","{'account_id': 13820541, 'reputation': 123, 'user_id': 10449731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/829c1ed310757cd0d31c37262dfd2cb7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom Waits', 'link': 'https://stackoverflow.com/users/10449731/tom-waits'}",True,87,2,0,,1625053000,1625052760,,68193978,CC BY-SA 4.0,https://stackoverflow.com/questions/68193978/newbie-c-questions-why-doesnt-this-if-statement-execute,Newbie C++ Questions - Why doesn&#39;t this if statement execute?,,,
382,['c++'],"{'account_id': 942382, 'reputation': 857, 'user_id': 4283108, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/BpTQT.jpg?s=256&g=1', 'display_name': 'Reimundo Heluani', 'link': 'https://stackoverflow.com/users/4283108/reimundo-heluani'}",True,150,2,0,,1625052727,1625052482,,68193918,CC BY-SA 4.0,https://stackoverflow.com/questions/68193918/moving-stdvector-to-stdarray,moving std::vector to std::array,,,
383,"['c++', 'makefile', 'gnu-make']","{'account_id': 1114181, 'reputation': 3676, 'user_id': 1103956, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/ffc86d67cb7545ecc15b598701b76871?s=256&d=identicon&r=PG', 'display_name': 'Invictus', 'link': 'https://stackoverflow.com/users/1103956/invictus'}",True,84,1,0,,1625051714,1625048509,,68192950,CC BY-SA 4.0,https://stackoverflow.com/questions/68192950/modify-incs-in-makefile-depending-on-target,Modify INCS in makefile depending on target?,68193722.0,,
