,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,locked_date
670,"['c++', 'opengl', 'visual-c++', 'freeglut', 'glu']","{'account_id': 12863884, 'reputation': 334, 'user_id': 9304804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60f2502e3df8a36b23a0e36bf6f9e945?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sid133', 'link': 'https://stackoverflow.com/users/9304804/sid133'}",True,262,59531150.0,1,1,1577711316,1577709610,59531028,CC BY-SA 4.0,https://stackoverflow.com/questions/59531028/opengl-varying-color-scheme-for-point-cloud,OpenGL- Varying color scheme for point cloud,,,,,,
671,"['c++', 'stl', 'set', 'multiset']","{'account_id': 11313103, 'reputation': 39, 'user_id': 10839955, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/275b21beda0bda9cab92133ecc532cd3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hansie', 'link': 'https://stackoverflow.com/users/10839955/hansie'}",True,421,,2,0,1577711021,1577700242,59528972,CC BY-SA 4.0,https://stackoverflow.com/questions/59528972/strange-behaviour-of-multiset-of-pairs-in-c,Strange behaviour of multiset of pairs in c++,1577702629.0,,,,,
672,"['c++', 'pointers', 'iterator']","{'account_id': 5979774, 'reputation': 351, 'user_id': 4699255, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/uPVhg.jpg?s=256&g=1', 'display_name': 'Vocaloidas', 'link': 'https://stackoverflow.com/users/4699255/vocaloidas'}",False,62,,0,0,1577710538,1577669657,59524794,CC BY-SA 4.0,https://stackoverflow.com/questions/59524794/getting-index-position-via-iterator,Getting index position via iterator,1577710538.0,,,,,
673,['c++'],"{'account_id': 10388171, 'reputation': 29, 'user_id': 7660431, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f49004fb0450b102f816b31b35adf580?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alvin Carter', 'link': 'https://stackoverflow.com/users/7660431/alvin-carter'}",True,137,,2,3,1577709976,1577649985,59522866,CC BY-SA 4.0,https://stackoverflow.com/questions/59522866/i-want-two-loops-to-run-in-parallel,I want two loops to run in parallel,1577650171.0,,,,,
674,"['c++', 'allegro', 'allegro5']","{'account_id': 3002166, 'reputation': 1440, 'user_id': 2547450, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/75957e69f6152e90d66ab30da961f5d6?s=256&d=identicon&r=PG', 'display_name': 'gvd', 'link': 'https://stackoverflow.com/users/2547450/gvd'}",True,84,59531058.0,1,0,1577709754,1577708760,59530837,CC BY-SA 4.0,https://stackoverflow.com/questions/59530837/how-to-avoid-to-redraw-static-background-in-allegro-5,How to avoid to redraw static background in Allegro 5?,,,,,,
675,"['c++', 'for-loop']","{'account_id': 15345307, 'reputation': 1, 'user_id': 11070911, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-rAsi1LqtFsI/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOY2UahfBzj6jnQ4SHr6XtlPxfrEw/mo/photo.jpg?sz=256', 'display_name': 'Ahmad Al Tawil', 'link': 'https://stackoverflow.com/users/11070911/ahmad-al-tawil'}",True,75,,2,-2,1577709518,1577654808,59523442,CC BY-SA 4.0,https://stackoverflow.com/questions/59523442/weird-behavior-of-a-simple-for-loop-code-using-find-function-in-cto-increme,Weird behavior of a simple for-loop code using &quot;find&quot; function in C++(to increment value if a certain sub-string is found),1577709518.0,,,,,
676,"['c++', 'templates', 'inline', 'specialization', 'multiple-definition-error']","{'account_id': 11754171, 'reputation': 69, 'user_id': 8602368, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd77dc2afd2fab11870c85c076cca392?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/8602368/daniel'}",False,263,,1,2,1577708475,1577704411,59529878,,https://stackoverflow.com/questions/59529878/why-does-a-template-specialization-require-an-inline-definition,Why does a template specialization require an inline definition?,,1577704643.0,Duplicate,,,
677,"['c++', 'lambda', 'c++17']","{'account_id': 893287, 'reputation': 6480, 'user_id': 931154, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/bTrZd.jpg?s=256&g=1', 'display_name': 'Greg Nisbet', 'link': 'https://stackoverflow.com/users/931154/greg-nisbet'}",True,163,59524143.0,1,3,1577707621,1577659793,59523991,CC BY-SA 4.0,https://stackoverflow.com/questions/59523991/constexpr-recursive-function-defined-via-lambda,constexpr recursive function defined via lambda,1577660776.0,,,,,
678,"['c++', 'pointers', 'reference', 'dereference']","{'account_id': 15640750, 'reputation': 29, 'user_id': 11284153, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6691524f490d7e1748f6a8762bf10fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'O.B.', 'link': 'https://stackoverflow.com/users/11284153/o-b'}",True,126,,2,0,1577707478,1577707074,59530467,,https://stackoverflow.com/questions/59530467/c-and-null-validation,c++ *&amp; and null validation,,1577713056.0,Duplicate,,,
679,['c++'],"{'account_id': 17418077, 'reputation': 53, 'user_id': 12624126, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7c00313f188acf919a4623f959c0b42?s=256&d=identicon&r=PG&f=1', 'display_name': 'glaxy', 'link': 'https://stackoverflow.com/users/12624126/glaxy'}",True,1294,59528470.0,3,3,1577707401,1577697282,59528273,CC BY-SA 4.0,https://stackoverflow.com/questions/59528273/are-stdstring-with-null-character-possible,Are std::string with null-character possible?,1577700076.0,,,,,
680,"['python', 'c++', 'boost', 'numpy-ndarray']","{'account_id': 4819520, 'reputation': 327, 'user_id': 3890560, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://i.stack.imgur.com/AWfGr.jpg?s=256&g=1', 'display_name': 'fghoussen', 'link': 'https://stackoverflow.com/users/3890560/fghoussen'}",False,109,,1,0,1577707388,1577540235,59511387,CC BY-SA 4.0,https://stackoverflow.com/questions/59511387/boost-python-nested-namespace-matching-c-template-types,Boost.Python : nested namespace matching C++ template types,1577707177.0,,,,,
681,['c++'],"{'account_id': 13691984, 'reputation': 257, 'user_id': 9879534, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Chuang Men', 'link': 'https://stackoverflow.com/users/9879534/chuang-men'}",False,34,,0,1,1577707008,1577707008,59530450,,https://stackoverflow.com/questions/59530450/what-does-struct-a-api-b-mean,What does `struct A_API B{}` mean?,,1577707292.0,Duplicate,,,
682,"['c++', 'arrays', 'loops', 'mql', 'mql5']","{'account_id': 4396242, 'reputation': 15, 'user_id': 3583189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maverick13', 'link': 'https://stackoverflow.com/users/3583189/maverick13'}",True,927,59530265.0,1,1,1577706243,1577704833,59529968,CC BY-SA 4.0,https://stackoverflow.com/questions/59529968/array-out-of-range-mql5-loop,Array out of range MQL5 loop,,,,,,
683,"['c++', 'c++17']","{'account_id': 1576433, 'reputation': 22130, 'user_id': 1462718, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7d451483b64aa999fecf316e7132afc6?s=256&d=identicon&r=PG', 'display_name': 'Brandon', 'link': 'https://stackoverflow.com/users/1462718/brandon'}",True,108,59525579.0,1,2,1577706110,1577675872,59525318,CC BY-SA 4.0,https://stackoverflow.com/questions/59525318/is-it-okay-to-instantiate-a-new-random-distribution-every-time,Is it okay to instantiate a new random_distribution every time?,1577706110.0,,,,,
684,"['android', 'c++', 'qt', 'gdal']","{'account_id': 2794951, 'reputation': 562, 'user_id': 2404336, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/065e889ed456fe4ab0e93898bc59198f?s=256&d=identicon&r=PG', 'display_name': 'cosmarc', 'link': 'https://stackoverflow.com/users/2404336/cosmarc'}",False,336,,0,2,1577705798,1577701500,59529249,CC BY-SA 4.0,https://stackoverflow.com/questions/59529249/android-10-api29-writing-a-file-using-a-c-library-in-the-application-folder,"Android 10, API29: Writing a file using a C++ library in the application folder crashes the app",1577705798.0,,,,,
685,"['c++', 'opencv']","{'account_id': 17147322, 'reputation': 41, 'user_id': 12410030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e5679d8acba007936867001f8f7d30f?s=256&d=identicon&r=PG&f=1', 'display_name': 'goodboy', 'link': 'https://stackoverflow.com/users/12410030/goodboy'}",True,877,,1,3,1577705643,1577701287,59529201,CC BY-SA 4.0,https://stackoverflow.com/questions/59529201/getting-points-of-intersection-of-hough-lines-opencv-c,Getting points of intersection of hough lines opencv c++,,,,,,
686,"['c++', 'boost', 'boost-asio']","{'account_id': 5222128, 'reputation': 803, 'user_id': 4175247, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/30ed2c84780bfa416342b86463f76871?s=256&d=identicon&r=PG&f=1', 'display_name': 'Serbin', 'link': 'https://stackoverflow.com/users/4175247/serbin'}",True,146,59529779.0,1,2,1577703952,1577702054,59529350,CC BY-SA 4.0,https://stackoverflow.com/questions/59529350/asio-io-service-do-not-process-post-handlers-on-second-run-call,ASIO io_service do not process post handlers on second run() call,1577703407.0,,,,,
687,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user8028736'}",True,71,59528521.0,2,0,1577703011,1577697526,59528334,CC BY-SA 4.0,https://stackoverflow.com/questions/59528334/how-to-split-a-string-based-on-a-char,How to split a string based on a char,1577703011.0,,,,,
688,"['c++', 'for-loop', 'vector', 'iterator', 'indexoutofboundsexception']","{'account_id': 14207540, 'reputation': 2094, 'user_id': 10263660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d02f3119d15c8c155ff25968fdf5a145?s=256&d=identicon&r=PG&f=1', 'display_name': 'FalcoGer', 'link': 'https://stackoverflow.com/users/10263660/falcoger'}",True,90,59529525.0,3,0,1577702804,1577700551,59529055,CC BY-SA 4.0,https://stackoverflow.com/questions/59529055/vector-iterator-loop-working-with-g-but-not-visualc-why,"Vector iterator loop working with g++ but not VisualC++, why?",1577701747.0,,,,,
689,"['c++', 'initialization', 'c++14']","{'account_id': 2471941, 'reputation': 42951, 'user_id': 2153571, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/d5573368e2aa8dd2039de1c545ce2b9c?s=256&d=identicon&r=PG', 'display_name': 'juzzlin', 'link': 'https://stackoverflow.com/users/2153571/juzzlin'}",True,98,59529171.0,1,2,1577702418,1577700906,59529128,CC BY-SA 4.0,https://stackoverflow.com/questions/59529128/is-there-a-case-where-an-int-member-is-guaranteed-to-be-zero-initialized,Is there a case where an int-member is guaranteed to be zero-initialized?,1577702104.0,,,,,
690,['c++'],"{'account_id': 17417726, 'reputation': 51, 'user_id': 12623822, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDseVlV2gMYQzpSWOScjm2ZtERZtarci057BaEq=k-s256', 'display_name': 'SCMS', 'link': 'https://stackoverflow.com/users/12623822/scms'}",True,297,59527714.0,2,1,1577701132,1577693705,59527641,,https://stackoverflow.com/questions/59527641/how-can-i-generate-a-random-number-in-c,How can I generate a random number in c++?,,1577694506.0,Duplicate,,,
691,"['c++', 'sorting', 'comparator']","{'account_id': 15806776, 'reputation': 129, 'user_id': 11405096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d4390dc416938c3c81102f380a93187?s=256&d=identicon&r=PG&f=1', 'display_name': 'akacodes121', 'link': 'https://stackoverflow.com/users/11405096/akacodes121'}",True,713,,4,1,1577700384,1577697535,59528337,CC BY-SA 4.0,https://stackoverflow.com/questions/59528337/non-static-member-in-static-cpp,non static member in static cpp,,,,,,
692,"['c++', 'opencv']","{'account_id': 17418157, 'reputation': 1, 'user_id': 12624198, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-o5qVmTTQ9D8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rddejESLlCCcO10_V6_rSTncvQStA/photo.jpg?sz=256', 'display_name': 'Fujie', 'link': 'https://stackoverflow.com/users/12624198/fujie'}",False,74,,0,0,1577699449,1577697922,59528419,CC BY-SA 4.0,https://stackoverflow.com/questions/59528419/how-to-access-the-value-by-index-return-by-opencv-cvcalibratecamera,How to access the value by index return by opencv cv::calibrateCamera?,1577699449.0,,,,,
693,"['c++', 'visual-c++', 'opencl']","{'account_id': 13013201, 'reputation': 58, 'user_id': 9535408, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/g6t43.png?s=256&g=1', 'display_name': 'Megafox', 'link': 'https://stackoverflow.com/users/9535408/megafox'}",True,931,59528588.0,2,0,1577698600,1577565854,59514722,CC BY-SA 4.0,https://stackoverflow.com/questions/59514722/msvc-error-none-of-the-4-overloads-could-convert-all-the-argument-types,MSVC error: none of the 4 overloads could convert all the argument types,1577566095.0,,,,,
694,['c++'],"{'account_id': 1680161, 'reputation': 38466, 'user_id': 1544590, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/cdb57618cf028c2a58191b7396a1fbe0?s=256&d=identicon&r=PG', 'display_name': 'Daiwei', 'link': 'https://stackoverflow.com/users/1544590/daiwei'}",True,55,59528088.0,1,1,1577697430,1577695816,59527997,CC BY-SA 4.0,https://stackoverflow.com/questions/59527997/how-to-define-a-constructor-for-implicit-type-conversion-in-argument,how to define a constructor for implicit type conversion in argument?,,,,,,
695,['c++'],"{'account_id': 17404706, 'reputation': 17, 'user_id': 12613004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dee70a30d635fa6b94d7c6c6902129fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mactin', 'link': 'https://stackoverflow.com/users/12613004/mactin'}",True,104,,3,0,1577696724,1577530084,59510203,,https://stackoverflow.com/questions/59510203/rock-paper-scissors-program-game,"Rock,Paper, Scissors Program Game",1577607507.0,1577650806.0,Not suitable for this site,,,
696,"['c++', 'c', 'pointers', 'linked-list', 'segmentation-fault']","{'account_id': 11387186, 'reputation': 121, 'user_id': 8739203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/927ad8019eafd1fe795ea9370f36130f?s=256&d=identicon&r=PG', 'display_name': 'Prav', 'link': 'https://stackoverflow.com/users/8739203/prav'}",True,1141,59528055.0,2,1,1577696472,1577695819,59527999,CC BY-SA 4.0,https://stackoverflow.com/questions/59527999/deleting-node-in-linked-list-segmentation-fault,Deleting node in linked list - segmentation fault,,,,,,
697,"['c++', 'file']","{'account_id': 12670153, 'reputation': 13, 'user_id': 9207957, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vOFqF.jpg?s=256&g=1', 'display_name': 'TheMurteza', 'link': 'https://stackoverflow.com/users/9207957/themurteza'}",False,41,,2,1,1577695871,1577695027,59527861,,https://stackoverflow.com/questions/59527861/trying-to-give-a-variable-to-ifstream-in-c,trying to give a variable to ifstream in c++,1577695062.0,1577695606.0,Duplicate,,,
698,"['c++', 'sse', 'avx']","{'account_id': 14158749, 'reputation': 169, 'user_id': 11734769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdefb59d12a0d68d191775d9371c575b?s=256&d=identicon&r=PG&f=1', 'display_name': 'NN_05', 'link': 'https://stackoverflow.com/users/11734769/nn-05'}",True,99,59527975.0,1,1,1577695686,1577694663,59527798,CC BY-SA 4.0,https://stackoverflow.com/questions/59527798/i-dont-understand-where-i-have-a-problem-in-code-using-sse,I don&#39;t understand where I have a problem in code using sse,1577695248.0,,,,,
699,"['c++', 'templates', 'non-type']","{'account_id': 4542527, 'reputation': 85, 'user_id': 3689963, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3689963', 'link': 'https://stackoverflow.com/users/3689963/user3689963'}",True,467,59527743.0,2,2,1577695370,1577693674,59527629,CC BY-SA 4.0,https://stackoverflow.com/questions/59527629/non-type-template-parameter,Non type template parameter,,,,,,
700,"['c++', 'pointers', 'methods', 'mfc']","{'account_id': 9782775, 'reputation': 1872, 'user_id': 7250111, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/ba550e3b03d2ef5cee9975eca4cb3fa4?s=256&d=identicon&r=PG&f=1', 'display_name': 'maynull', 'link': 'https://stackoverflow.com/users/7250111/maynull'}",True,77,59527806.0,1,0,1577694709,1577683638,59526096,CC BY-SA 4.0,https://stackoverflow.com/questions/59526096/how-to-set-class-methods-as-parameters-and-use-them-with-lambdas-on-visual-studi,How to set class methods as parameters and use them with lambdas on Visual Studio 2017?,1577693386.0,,,,,
701,"['c++', 'language-lawyer', 'new-operator', 'initializer-list', 'typeinfo']","{'account_id': 1534540, 'reputation': 15024, 'user_id': 1430927, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/ruRvK.png?s=256&g=1', 'display_name': 'Tomilov Anatoliy', 'link': 'https://stackoverflow.com/users/1430927/tomilov-anatoliy'}",True,97,59527620.0,2,1,1577694668,1577693170,59527549,CC BY-SA 4.0,https://stackoverflow.com/questions/59527549/when-to-include-headers-for-built-in-types-and-operators,When to include headers for built-in types and operators?,1577694336.0,,,,,
702,"['c++', 'arrays', 'xcode', 'multidimensional-array', 'parameters']","{'account_id': 16116981, 'reputation': 49, 'user_id': 11633829, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-7rds7G7fRxU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdVSNVZ_AETks59Q5B6nZeQpGROAQ/mo/photo.jpg?sz=256', 'display_name': 'Omar Dadabhoy', 'link': 'https://stackoverflow.com/users/11633829/omar-dadabhoy'}",True,264,59527047.0,3,0,1577693857,1577682003,59525919,CC BY-SA 4.0,https://stackoverflow.com/questions/59525919/cannot-pass-2d-array-into-a-helper-function-in-c,Cannot pass 2d array into a helper function in c++,,,,,,
703,"['c++', 'linux', 'ide', 'shared-libraries', 'codeblocks']","{'account_id': 16387848, 'reputation': 1, 'user_id': 11837378, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/728f11812410e2dcf3ff9de6aab3bec9?s=256&d=identicon&r=PG&f=1', 'display_name': 'ausboss1014', 'link': 'https://stackoverflow.com/users/11837378/ausboss1014'}",False,57,,1,0,1577693852,1577650253,59522893,CC BY-SA 4.0,https://stackoverflow.com/questions/59522893/how-to-create-codeblocks-ide-c-project-to-work-on-existing-shared-library-proj,How to create CodeBlocks IDE C++ project to work on existing shared library project?,,,,,,
704,"['c++', 'visual-studio-code']","{'account_id': 1922504, 'reputation': 79, 'user_id': 1733638, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/664788fb2734b22aed2fcdba35eb309c?s=256&d=identicon&r=PG', 'display_name': 'Soham Banerjee', 'link': 'https://stackoverflow.com/users/1733638/soham-banerjee'}",False,263,,1,0,1577692444,1577521559,59509272,CC BY-SA 4.0,https://stackoverflow.com/questions/59509272/how-to-compile-multiple-standalone-c-program-in-a-single-visual-studio-code-so,How to compile multiple standalone C++ program in a single Visual Studio Code Solution,1577691055.0,,,,,
705,"['c++', 'algorithm', 'erase-remove-idiom']","{'account_id': 2785627, 'reputation': 1752, 'user_id': 2397118, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/7241c07b5e6a92c24c2e3e2af011153b?s=256&d=identicon&r=PG', 'display_name': 'Swiss Frank', 'link': 'https://stackoverflow.com/users/2397118/swiss-frank'}",True,253,,4,2,1577691047,1577676655,59525400,CC BY-SA 4.0,https://stackoverflow.com/questions/59525400/faster-erase-remove-idiom-when-i-dont-care-about-order-and-dont-have-duplicate,faster erase-remove idiom when I don&#39;t care about order and don&#39;t have duplicates?,1577681171.0,,,,,
706,"['c++', 'cmake', 'compiler-errors', 'hdf5', 'trilinos']","{'account_id': 7968171, 'reputation': 134, 'user_id': 6320153, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/Fj0Vw.jpg?s=256&g=1', 'display_name': 'lupod', 'link': 'https://stackoverflow.com/users/6320153/lupod'}",True,605,59526992.0,1,0,1577689753,1577685250,59526304,CC BY-SA 4.0,https://stackoverflow.com/questions/59526304/hdf5-built-with-parallel-support-but-mpi-specific-functions-are-not-found,HDF5 built with parallel support but mpi specific functions are not found,,,,,,
707,['c++'],"{'account_id': 9434961, 'reputation': 13, 'user_id': 7017203, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MW0j8.png?s=256&g=1', 'display_name': 'TheWoollySheep', 'link': 'https://stackoverflow.com/users/7017203/thewoollysheep'}",True,108,59525823.0,1,0,1577687815,1577678162,59525552,CC BY-SA 4.0,https://stackoverflow.com/questions/59525552/c-trying-to-output-a-second-dimension-vector-using-stdcout,C++ Trying to output a second dimension vector using std::cout,1577678329.0,,,,,
708,"['c++', 'class']","{'account_id': 5343705, 'reputation': 25, 'user_id': 4259837, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nfZyI.png?s=256&g=1', 'display_name': 'i_love_rain', 'link': 'https://stackoverflow.com/users/4259837/i-love-rain'}",True,99,59524645.0,1,0,1577687716,1577664604,59524420,CC BY-SA 4.0,https://stackoverflow.com/questions/59524420/c-class-definition-syntax,C++ Class definition syntax,1577687716.0,,,,,
709,['c++'],"{'account_id': 17414506, 'reputation': 31, 'user_id': 12621119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa8dec28ff5df0a429565c96917d26a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Doe', 'link': 'https://stackoverflow.com/users/12621119/john-doe'}",True,68,,1,1,1577681586,1577672418,59525004,CC BY-SA 4.0,https://stackoverflow.com/questions/59525004/how-to-store-variable-as-nothing,How to store variable as nothing,,,,,,
710,"['c++', 'linux', 'sdl-2']","{'account_id': 13797898, 'reputation': 398, 'user_id': 11586613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7dcc1aacb6fa6c6f8c341f3173e64df1?s=256&d=identicon&r=PG&f=1', 'display_name': 'robotsfoundme', 'link': 'https://stackoverflow.com/users/11586613/robotsfoundme'}",True,1905,59516616.0,1,2,1577680762,1577580341,59516089,CC BY-SA 4.0,https://stackoverflow.com/questions/59516089/sdl2-cannot-capture-console-keyboard-events,SDL2 cannot capture console keyboard events?,1592644375.0,,,,,
711,"['c++', 'arduino', 'refactoring', 'esp8266']","{'account_id': 4586537, 'reputation': 41, 'user_id': 3721017, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dec632190185fa30a4d27ea58e92124b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rockclimber399', 'link': 'https://stackoverflow.com/users/3721017/rockclimber399'}",True,787,59525365.0,1,0,1577677722,1577675563,59525290,CC BY-SA 4.0,https://stackoverflow.com/questions/59525290/refactoring-c-no-matching-function-to-call,"Refactoring C++, &quot;no matching function to call&quot;",,,,,,
712,"['c++', 'c++11', 'visual-studio-code', 'cmake', 'c++17']","{'account_id': 17413773, 'reputation': 41, 'user_id': 12620520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/158874987155cd1ff4df3958c64c6e10?s=256&d=identicon&r=PG&f=1', 'display_name': 'kipadip0001', 'link': 'https://stackoverflow.com/users/12620520/kipadip0001'}",True,2129,59525230.0,1,1,1577677682,1577644535,59522212,CC BY-SA 4.0,https://stackoverflow.com/questions/59522212/how-do-i-get-cmake-tools-to-compile-programs-in-visual-studio-code-with-c11-o,How do I get CMake Tools to compile programs in Visual Studio Code with C++11 (or higher) features?,,,,,,
713,"['c++', 'c']","{'account_id': 16545062, 'reputation': 144, 'user_id': 11954790, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAilFnqzs9C0ijKaKC_AQHJx2ZtPiovylvUjzQU=k-s256', 'display_name': 'Robin Hsu', 'link': 'https://stackoverflow.com/users/11954790/robin-hsu'}",True,1147,,2,0,1577673738,1577451903,59501246,CC BY-SA 4.0,https://stackoverflow.com/questions/59501246/warning-variable-may-be-used-uninitialized-in-this-function-in-a-multi-mode-s,Warning: &quot;variable may be used uninitialized in this function&quot; in a multi-mode structured function,1577673738.0,,,,,
714,"['c++', 'constructor', 'initializer-list']","{'account_id': 12635138, 'reputation': 51, 'user_id': 9184890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/095b9de9415b554ec3074d1ea1f07234?s=256&d=identicon&r=PG&f=1', 'display_name': 'zineb', 'link': 'https://stackoverflow.com/users/9184890/zineb'}",True,149,59525021.0,2,0,1577672962,1577671709,59524947,CC BY-SA 4.0,https://stackoverflow.com/questions/59524947/no-matching-function-call-error-using-member-initializer-list,No matching function call error using member initializer list,1577672386.0,,,,,
715,"['c++', 'inheritance', 'sizeof']","{'account_id': 2785627, 'reputation': 1752, 'user_id': 2397118, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/7241c07b5e6a92c24c2e3e2af011153b?s=256&d=identicon&r=PG', 'display_name': 'Swiss Frank', 'link': 'https://stackoverflow.com/users/2397118/swiss-frank'}",False,68,,1,1,1577672396,1577671268,59524912,CC BY-SA 4.0,https://stackoverflow.com/questions/59524912/given-a-superclass-pointer-to-an-object-how-to-get-the-objects-size,"given a superclass pointer to an object, how to get the object&#39;s size?",,,,,,
716,"['c++', 'ffmpeg']","{'account_id': 15972001, 'reputation': 5, 'user_id': 11525839, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Z3CdVvAjPyc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdHxSh6R9IO5hxPOBZMQ_BWbePBAw/mo/photo.jpg?sz=256', 'display_name': 'andydy', 'link': 'https://stackoverflow.com/users/11525839/andydy'}",False,275,,1,0,1577671634,1577458382,59502424,CC BY-SA 4.0,https://stackoverflow.com/questions/59502424/facing-segmentation-fault-when-reading-video-using-ffmpeg-because-the-address-o,"Facing Segmentation fault When reading video using ffmpeg, because the address of &quot;pFormatCtx-&gt; streams [i]-&gt; codecpar&quot; is 0x00",1577483944.0,,,,,
717,"['c++', 'qt', 'typedef', 'dbus', 'qdbus']","{'account_id': 3550807, 'reputation': 4018, 'user_id': 2965738, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/EV9E2.png?s=256&g=1', 'display_name': 'not-a-user', 'link': 'https://stackoverflow.com/users/2965738/not-a-user'}",False,357,,1,2,1577671483,1577604526,59517581,CC BY-SA 4.0,https://stackoverflow.com/questions/59517581/qt-dbus-connect-not-working-with-typedef-in-slot-arguments,Qt DBus connect not working with typedef in SLOT arguments,,,,,,
718,['c++'],"{'account_id': 2785627, 'reputation': 1752, 'user_id': 2397118, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/7241c07b5e6a92c24c2e3e2af011153b?s=256&d=identicon&r=PG', 'display_name': 'Swiss Frank', 'link': 'https://stackoverflow.com/users/2397118/swiss-frank'}",False,32,,0,0,1577671454,1577671454,59524928,,https://stackoverflow.com/questions/59524928/are-objects-of-a-subclass-guaranteed-to-be-the-same-size-as-objects-of-the-super,are objects of a subclass guaranteed to be the same size as objects of the superclass if they don&#39;t add data members?,,1577689556.0,Duplicate,,,
