,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id
87,"['c++', 'ssl', 'openssl']","{'account_id': 6426514, 'reputation': 556, 'user_id': 4981459, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1054927164535945/picture?type=large', 'display_name': 'Kalpesh Tawde', 'link': 'https://stackoverflow.com/users/4981459/kalpesh-tawde'}",False,161,1,0,1651093783,1586881243,61212449,CC BY-SA 4.0,https://stackoverflow.com/questions/61212449/error-declaration-of-freefunc-shadows-a-global-declaration,Error: declaration of ‘freefunc’ shadows a global declaration,,,,
88,"['python', 'c++', 'c', 'pycharm', 'clion']","{'account_id': 18289586, 'reputation': 84, 'user_id': 13316671, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SyBG7.png?s=256&g=1', 'display_name': 'jshwi', 'link': 'https://stackoverflow.com/users/13316671/jshwi'}",True,164,2,1,1651081843,1586914523,61219918,CC BY-SA 4.0,https://stackoverflow.com/questions/61219918/can-substitute-pycharm-professional-for-clion-primarily-for-python,Can substitute PyCharm Professional for CLion - primarily for python,,,,72033188.0
89,"['c++', 'templates', 'variadic-templates']","{'account_id': 14484675, 'reputation': 168, 'user_id': 10462981, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-x-DhLONdNig/AAAAAAAAAAI/AAAAAAAAPZk/w-NmOazXCNI/photo.jpg?sz=256', 'display_name': 'cdecompilador', 'link': 'https://stackoverflow.com/users/10462981/cdecompilador'}",True,603,4,3,1650619672,1588098351,61487324,CC BY-SA 4.0,https://stackoverflow.com/questions/61487324/variadic-template-packed-argument-to-stdvector,Variadic template packed argument to std::vector,,,,61487529.0
90,"['c++', 'visual-studio-code', 'parameter-passing']","{'account_id': 4736115, 'reputation': 409, 'user_id': 3830459, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/ace19b4d4f81ef9a15a0cdbeea3f7dbe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Heifetz_Fan', 'link': 'https://stackoverflow.com/users/3830459/heifetz-fan'}",True,12080,2,3,1650566999,1586898998,61217385,CC BY-SA 4.0,https://stackoverflow.com/questions/61217385/visual-studio-code-how-to-add-arguments-for-g-compiler,Visual Studio Code: how to add arguments for g++ compiler?,,,,61493545.0
91,"['c++', 'portaudio']","{'account_id': 18006903, 'reputation': 1, 'user_id': 13087464, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5d42661a25ca6f85d1534944e8fd288?s=256&d=identicon&r=PG&f=1', 'display_name': 'aos', 'link': 'https://stackoverflow.com/users/13087464/aos'}",True,765,3,0,1650079906,1587396627,61326170,CC BY-SA 4.0,https://stackoverflow.com/questions/61326170/im-trying-to-open-a-stream-in-portaudio,I&#39;m Trying to open a stream in PortAudio,,,,
92,"['c++', 'algorithm', 'sorting', 'vector', 'sum']","{'account_id': 18170893, 'reputation': 63, 'user_id': 13220573, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-swPygQdG3zw/AAAAAAAAAAI/AAAAAAAAKUs/AAKWJJPCuPtigfj2-E7Q6SOHf-a6QbEMUQ/photo.jpg?sz=256', 'display_name': 'Mogovan Jonathan', 'link': 'https://stackoverflow.com/users/13220573/mogovan-jonathan'}",True,211,1,0,1649717267,1587233968,61294063,CC BY-SA 4.0,https://stackoverflow.com/questions/61294063/sorting-a-2d-matrix-by-their-sum-using-vectorvectorint-c,Sorting a 2d matrix by their sum using vector&lt;vector&lt;int&gt;&gt; c++?,,1587235678.0,,61294412.0
93,"['c++', 'data-structures', 'tree', 'binary-tree']","{'account_id': 15523600, 'reputation': 99, 'user_id': 11199128, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/csRC9.jpg?s=256&g=1', 'display_name': 'xAdvitya', 'link': 'https://stackoverflow.com/users/11199128/xadvitya'}",True,43,1,1,1649625626,1587801135,61422567,CC BY-SA 4.0,https://stackoverflow.com/questions/61422567/program-compiling-but-not-running-c,program compiling but not running c++,,1649625626.0,,61422832.0
94,"['c++', 'multithreading', 'qt', 'gstreamer', 'glib']","{'account_id': 753248, 'reputation': 127, 'user_id': 756639, 'user_type': 'registered', 'accept_rate': 7, 'profile_image': 'https://www.gravatar.com/avatar/4c2a2417eec7723d28a67c4b3441be14?s=256&d=identicon&r=PG', 'display_name': 'Patrick', 'link': 'https://stackoverflow.com/users/756639/patrick'}",False,569,1,1,1649418610,1585799578,60983977,CC BY-SA 4.0,https://stackoverflow.com/questions/60983977/calling-g-signal-connect-in-a-callback-in-a-qt-thread,Calling g_signal_connect in a callback in a Qt thread,,1649418610.0,,
95,"['c++', 'bgi']","{'account_id': 17523719, 'reputation': 17, 'user_id': 12709206, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bxled.jpg?s=256&g=1', 'display_name': 'Mr. Developer', 'link': 'https://stackoverflow.com/users/12709206/mr-developer'}",True,79,1,0,1649350146,1586690563,61170627,CC BY-SA 4.0,https://stackoverflow.com/questions/61170627/how-can-i-put-more-than-one-character-from-an-element-of-string-array-inside-tex,"How can I put more than one character from an element of string array inside TEXT as it must ba a pointer to a character [ outtextxy(X , Y, TEXT) ]?",,1649350146.0,,68427822.0
96,"['c++', 'time-complexity', 'quicksort', 'mergesort']","{'account_id': 18130806, 'reputation': 49, 'user_id': 13185931, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4a9e7cb41b39bee819d553a43efb943?s=256&d=identicon&r=PG&f=1', 'display_name': 'qkekehrtnfl97', 'link': 'https://stackoverflow.com/users/13185931/qkekehrtnfl97'}",True,2522,2,1,1648739223,1586441524,61123172,CC BY-SA 4.0,https://stackoverflow.com/questions/61123172/calculate-execution-times-in-sort-algorithm,Calculate Execution Times in Sort algorithm,,1586453530.0,,61126963.0
97,"['c++', 'qt', 'gcc', 'g++', 'qt-creator']","{'account_id': 5394115, 'reputation': 1277, 'user_id': 4295805, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/U44Br.jpg?s=256&g=1', 'display_name': 'Leontyev Georgiy', 'link': 'https://stackoverflow.com/users/4295805/leontyev-georgiy'}",True,347,2,2,1648341305,1586516263,61138864,CC BY-SA 4.0,https://stackoverflow.com/questions/61138864/configure-kit-for-qt-automatically,Configure kit for Qt automatically,,,,61139854.0
98,"['c++', 'visual-studio-code', 'g++']","{'account_id': 13894304, 'reputation': 1013, 'user_id': 10031533, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/I6JW3.jpg?s=256&g=1', 'display_name': 'Adrian Pascu', 'link': 'https://stackoverflow.com/users/10031533/adrian-pascu'}",False,1185,1,2,1648323965,1586082533,61041182,CC BY-SA 4.0,https://stackoverflow.com/questions/61041182/vs-code-c-compile-multiple-file,VS Code C++ compile multiple file,,,,
99,"['c++', 'linux', 'qt', 'cmake', 'installation']","{'account_id': 17008308, 'reputation': 2138, 'user_id': 12304000, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mASvJdf8Dhr_5q9ugWamgQrLPSHTkl28b9ol7gcxg=k-s256', 'display_name': 'x89', 'link': 'https://stackoverflow.com/users/12304000/x89'}",False,3602,0,3,1647676218,1587817310,61425552,CC BY-SA 4.0,https://stackoverflow.com/questions/61425552/how-to-install-use-qtwebengine-widgets-on-linux,How to install &amp; Use QtWebEngine Widgets on Linux?,,,,
100,"['c++', 'gcc', 'mingw']","{'account_id': 5887498, 'reputation': 249, 'user_id': 4635023, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fd6c2dc439e53d439b84099c2d5c8391?s=256&d=identicon&r=PG&f=1', 'display_name': 'RWilco8', 'link': 'https://stackoverflow.com/users/4635023/rwilco8'}",True,357,1,1,1647634620,1586763360,61183366,CC BY-SA 4.0,https://stackoverflow.com/questions/61183366/how-do-you-package-gcc-for-distribution,How do you package GCC for distribution?,,1586765546.0,,
101,"['c++', 'boost-asio']","{'account_id': 7032646, 'reputation': 4563, 'user_id': 5387794, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/7c76efa31a04b23c99d0b964a474491c?s=256&d=identicon&r=PG&f=1', 'display_name': 'kovac', 'link': 'https://stackoverflow.com/users/5387794/kovac'}",False,584,1,1,1647615164,1586513365,61138050,CC BY-SA 4.0,https://stackoverflow.com/questions/61138050/error-no-member-named-write-some-with-boost-asio,error: no member named &#39;write_some&#39; with boost asio,,1586513860.0,,
102,"['c++', 'gradle', 'build-system', 'conan']","{'account_id': 2067266, 'reputation': 825, 'user_id': 1842548, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/17d979c4dcb1e86a573d3fcd4f7cb782?s=256&d=identicon&r=PG', 'display_name': 'Sigma Octantis', 'link': 'https://stackoverflow.com/users/1842548/sigma-octantis'}",True,1187,4,2,1646911249,1586852414,61203429,CC BY-SA 4.0,https://stackoverflow.com/questions/61203429/additional-include-paths-and-linker-options-gradle-for-c,Additional include paths and linker options Gradle for C++,,,,
103,"['c++', 'class', 'object', 'this', 'member-functions']","{'account_id': 14190547, 'reputation': 3657, 'user_id': 10251345, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rO0vo.jpg?s=256&g=1', 'display_name': 'Ardent Coder', 'link': 'https://stackoverflow.com/users/10251345/ardent-coder'}",True,961,3,1,1646655770,1586181338,61061467,CC BY-SA 4.0,https://stackoverflow.com/questions/61061467/explicitly-passing-this-in-c,Explicitly passing *this in C++,,,,61061822.0
104,"['c++', 'visual-c++']","{'account_id': 14173962, 'reputation': 9, 'user_id': 10239814, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/499225963893013/picture?type=large', 'display_name': 'Abodi Hagag', 'link': 'https://stackoverflow.com/users/10239814/abodi-hagag'}",True,1799,4,0,1646579738,1586183328,61062135,CC BY-SA 4.0,https://stackoverflow.com/questions/61062135/c6385reading-invalid-data-from-ss-the-readable-size-is-352-bytes-but-17,"C6385	Reading invalid data from &#39;ss&#39;: the readable size is &#39;352&#39; bytes, but &#39;-176&#39; bytes may be read",,1586184906.0,,
105,"['c++', 'visual-studio', 'installation', 'runtime']","{'account_id': 3555577, 'reputation': 15, 'user_id': 2969444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2419a80d5d5b1c6d2908abd98df1c654?s=256&d=identicon&r=PG&f=1', 'display_name': 'MLandgraf', 'link': 'https://stackoverflow.com/users/2969444/mlandgraf'}",True,7901,2,1,1646347925,1587646515,61387786,CC BY-SA 4.0,https://stackoverflow.com/questions/61387786/vcruntime140-1-dll-reported-missing-although-vcruntime-2015-2019-deinstalled-and,VCRUNTIME140_1.dll Reported Missing Although VCRuntime 2015-2019 deinstalled and VCRuntime 2015 reinstalled,,1596180284.0,,63157912.0
106,"['c++', 'concurrency', 'lock-free', 'stdatomic', 'lockless']","{'account_id': 2785627, 'reputation': 1752, 'user_id': 2397118, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/7241c07b5e6a92c24c2e3e2af011153b?s=256&d=identicon&r=PG', 'display_name': 'Swiss Frank', 'link': 'https://stackoverflow.com/users/2397118/swiss-frank'}",True,1420,4,6,1646179536,1586981057,61237650,CC BY-SA 4.0,https://stackoverflow.com/questions/61237650/a-readers-writer-lock-without-having-a-lock-for-the-readers,A readers/writer lock... without having a lock for the readers?,,1589125002.0,,61238787.0
107,"['c++', 'ros', 'clion']","{'account_id': 17544359, 'reputation': 21, 'user_id': 12725955, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d32c7870bf0e5723cac6ced3c5b6527?s=256&d=identicon&r=PG&f=1', 'display_name': 'mac137', 'link': 'https://stackoverflow.com/users/12725955/mac137'}",True,624,2,0,1645609719,1585862103,61001245,CC BY-SA 4.0,https://stackoverflow.com/questions/61001245/how-to-set-up-dynamic-reconfigure-for-a-node-using-clion,How to set up Dynamic Reconfigure for a Node using CLion?,,,,61001947.0
108,"['c++', 'string', 'recursion', 'reverse', 'function-definition']","{'account_id': 16831339, 'reputation': 45, 'user_id': 12169237, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0e61f14a87e4510c3aafb58c50fc30f?s=256&d=identicon&r=PG&f=1', 'display_name': 'bobaloogie', 'link': 'https://stackoverflow.com/users/12169237/bobaloogie'}",True,538,5,0,1645574839,1586889777,61214944,CC BY-SA 4.0,https://stackoverflow.com/questions/61214944/recursive-function-that-reverses-substring-within-a-string,Recursive function that reverses substring within a string,,1586892912.0,,61215082.0
109,"['c++', 'arrays', 'c++17']","{'account_id': 17566773, 'reputation': 13, 'user_id': 12743408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a14319da8b1514330979028d415ffde?s=256&d=identicon&r=PG&f=1', 'display_name': 'Xavier', 'link': 'https://stackoverflow.com/users/12743408/xavier'}",True,530,2,0,1645542800,1588090362,61484820,CC BY-SA 4.0,https://stackoverflow.com/questions/61484820/finding-the-highest-and-smallest-number-in-a-2d-array-not-working,Finding the highest and smallest number in a 2D array not working,,,,61484937.0
110,"['java', 'c++', 'java-native-interface', 'unreal-engine4']","{'account_id': 14311460, 'reputation': 3, 'user_id': 10728107, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-f8YrJHuvMLc/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaOnT7844vdVbBCu5wYQVfDYicpv9A/mo/photo.jpg?sz=256', 'display_name': 'denisbaic', 'link': 'https://stackoverflow.com/users/10728107/denisbaic'}",True,1270,1,0,1645435246,1587904176,61440799,CC BY-SA 4.0,https://stackoverflow.com/questions/61440799/how-to-make-unreal-engine-4-work-with-jni,How to make Unreal Engine 4 work with JNI?,,,,64620244.0
111,"['c++', 'macos', 'symbols', 'lldb']","{'account_id': 11836625, 'reputation': 546, 'user_id': 8661770, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c96e4c104763c33cf9978eaa03dbe9f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Smith', 'link': 'https://stackoverflow.com/users/8661770/john-smith'}",True,309,2,2,1643751507,1587416278,61331952,CC BY-SA 4.0,https://stackoverflow.com/questions/61331952/how-does-lldb-find-inlined-functions,How does LLDB find inlined functions?,,1587481583.0,,61335604.0
112,"['c++', 'visual-studio-2017', 'class-diagram']","{'account_id': 18446268, 'reputation': 1, 'user_id': 13437477, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-YISGKNsuIZQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJODM-T-geXU1LgCHaReQsagyxx4fw/photo.jpg?sz=256', 'display_name': 'grace', 'link': 'https://stackoverflow.com/users/13437477/grace'}",True,124,1,0,1643672106,1588212241,61514720,CC BY-SA 4.0,https://stackoverflow.com/questions/61514720/visual-studio-2017-diagram-designer-toolbox-only-have-comment-in-my-c-project,Visual studio 2017 diagram designer toolbox only have comment in my C++ project,,1588242653.0,,
113,"['c++', 'language-lawyer', 'alias']","{'account_id': 242317, 'reputation': 3373, 'user_id': 513750, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/1a0c3b57ce8b953e973fd81d0dbe53f5?s=256&d=identicon&r=PG', 'display_name': 'Johnmph', 'link': 'https://stackoverflow.com/users/513750/johnmph'}",True,505,2,7,1643578750,1587658422,61391927,CC BY-SA 4.0,https://stackoverflow.com/questions/61391927/type-alias-with-same-name-as-type,Type alias with same name as type,,1643577881.0,,61392075.0
114,"['c++', 'windows', 'unreal-engine4']","{'account_id': 15243602, 'reputation': 85, 'user_id': 10999049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/885b6d8a12c80d04ce4e1c8f6cde798d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hammeee', 'link': 'https://stackoverflow.com/users/10999049/hammeee'}",True,859,1,0,1643065676,1587447932,61336714,CC BY-SA 4.0,https://stackoverflow.com/questions/61336714/unable-to-create-cproject-access-to-engine-intermediate-build-buildrules-is-d,"unable to create C++project, access to Engine\Intermediate\Build\BuildRules is denied",,1587449221.0,,
115,"['c++', 'integer', 'boolean', 'unreal-engine4', 'bitmask']","{'account_id': 8672936, 'reputation': 11, 'user_id': 6491242, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-vXQzG5FL6e0/AAAAAAAAAAI/AAAAAAAAAHw/IiWaEcuWJxI/photo.jpg?sz=256', 'display_name': 'Ender', 'link': 'https://stackoverflow.com/users/6491242/ender'}",True,4801,1,1,1642854622,1586289980,61088540,CC BY-SA 4.0,https://stackoverflow.com/questions/61088540/c-ue4-bool-vs-uint8-1-vs-uint32-1-pros-and-cons-of-each,C++ UE4 - bool vs. uint8 : 1 vs. uint32 : 1 - pros and cons of each?,,1642854622.0,,
116,"['c++', 'linux', 'gcc', 'arm']","{'account_id': 18177399, 'reputation': 41, 'user_id': 13225854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d30204412ae6cd3f2e83ad441342301a?s=256&d=identicon&r=PG&f=1', 'display_name': 'electricSoul', 'link': 'https://stackoverflow.com/users/13225854/electricsoul'}",True,2566,1,3,1642845350,1586065572,61038551,CC BY-SA 4.0,https://stackoverflow.com/questions/61038551/difference-between-the-gnu-arm-embedded-toolchain-and-normal-gcc-g-with-bare-m,Difference between the GNU ARM Embedded Toolchain and normal gcc/g++ with bare metal ARM architecture,,1642845350.0,,61039264.0
117,"['c++', 'time-complexity', 'trie', 'space-complexity']","{'account_id': 3635709, 'reputation': 1473, 'user_id': 3030875, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brainless', 'link': 'https://stackoverflow.com/users/3030875/brainless'}",True,1891,1,2,1642706922,1586163770,61056268,CC BY-SA 4.0,https://stackoverflow.com/questions/61056268/is-a-trie-equivalent-to-stdmapstdstring-int-in-c,"Is a trie equivalent to std::map&lt;std::string, int&gt; in C++?",,,,
118,"['c++', 'cmake', 'clang', 'clang-tidy']","{'account_id': 10392062, 'reputation': 228, 'user_id': 7663008, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6eac7b31ffaa538ab3622453ee1497f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'mpatro', 'link': 'https://stackoverflow.com/users/7663008/mpatro'}",True,6490,3,19,1642680027,1586350121,61101056,CC BY-SA 4.0,https://stackoverflow.com/questions/61101056/clang-tidy-ignore-third-party-headers-code,clang-tidy - ignore third party headers code,,1642163705.0,,
119,"['c++', 'gcc', 'visual-c++', 'unicode', 'utf-8']","{'account_id': 8720945, 'reputation': 1044, 'user_id': 6524134, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UfQxe.jpg?s=256&g=1', 'display_name': 'toozyfuzzy', 'link': 'https://stackoverflow.com/users/6524134/toozyfuzzy'}",True,2621,4,10,1642509717,1588175072,61505874,CC BY-SA 4.0,https://stackoverflow.com/questions/61505874/c-utf-8-literals-in-gcc-and-msvc,C++ utf-8 literals in GCC and MSVC,,1592644375.0,,61705617.0
120,"['c++', 'signal-processing', 'fixed-point', 'floating-point-conversion']","{'account_id': 16713321, 'reputation': 35, 'user_id': 12080078, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBcH39zpQegCWtuGufvb9PwfmZT_iANcfL2sJNGL54=k-s256', 'display_name': 'shubham1355', 'link': 'https://stackoverflow.com/users/12080078/shubham1355'}",True,94,2,0,1642426057,1588086199,61483427,CC BY-SA 4.0,https://stackoverflow.com/questions/61483427/is-it-possible-to-take-a-decimal-number-as-input-from-the-user-without-using-flo,Is it possible to take a decimal number as input from the user without using float/double data type?,,,,
121,"['c++', 'c', 'code-coverage', 'gcov', 'br-automation-studio']","{'account_id': 18092838, 'reputation': 21, 'user_id': 13151891, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-k_xUf7yXfEQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPGr-b5c9YMVtCCirpwXOxIzlD-bg/photo.jpg?sz=256', 'display_name': 'mbvr46', 'link': 'https://stackoverflow.com/users/13151891/mbvr46'}",False,114,0,2,1642171783,1586934080,61223068,CC BY-SA 4.0,https://stackoverflow.com/questions/61223068/automation-studio-code-coverage-problem-no-gcda-file-on-target,Automation studio code coverage problem (no gcda file on target),,1642171783.0,,
122,"['c++', 'math', 'vector', 'sum', 'add']","{'account_id': 17864742, 'reputation': 35, 'user_id': 12977349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ffda6c8c3260edf18d202afb832fc198?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matt Thompson', 'link': 'https://stackoverflow.com/users/12977349/matt-thompson'}",True,865,3,3,1642032212,1586839570,61200849,CC BY-SA 4.0,https://stackoverflow.com/questions/61200849/adding-values-of-two-separate-int-vectors-with-different-sizes,Adding values of two separate int vectors with different sizes?,,1586842672.0,,61203067.0
123,"['c++', 'mysql', 'arduino', 'ethernet']","{'account_id': 15071307, 'reputation': 65, 'user_id': 10876680, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-gWSnTdt6dFE/AAAAAAAAAAI/AAAAAAAAlJ8/gDZQf1ZMEE0/photo.jpg?sz=256', 'display_name': 'Pra3t0r5', 'link': 'https://stackoverflow.com/users/10876680/pra3t0r5'}",False,1111,1,0,1641923710,1588212656,61514780,CC BY-SA 4.0,https://stackoverflow.com/questions/61514780/arduino-mysql-connector-unable-to-connect-using-uipethernet-with-enc28j60,Arduino/MySQL Connector unable to connect using UIPEthernet with ENC28J60,,1600303042.0,,
124,"['c++', 'spreadsheet', 'equation']","{'account_id': 16510355, 'reputation': 56, 'user_id': 11929308, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-9E9VAt5u3Xc/AAAAAAAAAAI/AAAAAAAAACI/eam07jYl88A/photo.jpg?sz=256', 'display_name': 'NY can', 'link': 'https://stackoverflow.com/users/11929308/ny-can'}",False,151,2,0,1641868670,1586194238,61065510,CC BY-SA 4.0,https://stackoverflow.com/questions/61065510/how-can-i-make-a-variable-which-is-the-result-of-an-equation-update-in-c,how can I make a variable which is the result of an equation update in c++?,,1641868670.0,,
125,"['c++', 'arrays', 'bit-manipulation', 'xor']","{'account_id': 15842085, 'reputation': 173, 'user_id': 11430297, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/321dfb2e0f3aac456ce9509c633d3c4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Harini Sj', 'link': 'https://stackoverflow.com/users/11430297/harini-sj'}",True,9359,4,6,1641763967,1587038225,61249649,CC BY-SA 4.0,https://stackoverflow.com/questions/61249649/minimum-xor-value-given-an-integer-array-a-of-n-integers-find-the-pair-of-int,"Minimum XOR value : Given an integer array A of N integers, find the pair of integers in the array which have minimum XOR value",,,,
126,"['c++', 'templates', 'inheritance', 'name-lookup', 'dependent-name']","{'account_id': 242317, 'reputation': 3373, 'user_id': 513750, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/1a0c3b57ce8b953e973fd81d0dbe53f5?s=256&d=identicon&r=PG', 'display_name': 'Johnmph', 'link': 'https://stackoverflow.com/users/513750/johnmph'}",True,59,1,5,1641201571,1587776592,61419735,CC BY-SA 4.0,https://stackoverflow.com/questions/61419735/different-compiler-behaviour-when-using-alias-as-scope-to-get-parent-member,Different compiler behaviour when using alias as scope to get parent member,,1641201267.0,,70563662.0
127,"['c++', 'random', 'c++14']","{'account_id': 11187, 'reputation': 3625, 'user_id': 21435, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/vl2cz.jpg?s=256&g=1', 'display_name': 'Bruno Rijsman', 'link': 'https://stackoverflow.com/users/21435/bruno-rijsman'}",True,138,1,0,1641164257,1586212080,61069954,,https://stackoverflow.com/questions/61069954/c-how-to-produce-random-sequence-completely-determined-by-seed-independent-of,C++ how to produce random sequence completely determined by seed independent of compiler or operating system,1586213032.0,,Duplicate,61070030.0
128,"['c++', 'file', 'oop', 'filestream']","{'account_id': 10896739, 'reputation': 61, 'user_id': 8361723, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bEvDMcA59pc/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7pVLM2_5dJziY4ZMeE6DEFqkBnDdA/mo/photo.jpg?sz=256', 'display_name': 'Amna Mughal', 'link': 'https://stackoverflow.com/users/8361723/amna-mughal'}",True,2428,1,-1,1641078862,1586872529,61209432,,https://stackoverflow.com/questions/61209432/error-in-c-code-in-function-int-mainint-char,"Error in C++ code: In function &#39;int main(int, char**)&#39;:",1586874188.0,1641078862.0,Not suitable for this site,61210009.0
129,"['c++', 'windows', 'sfml']","{'account_id': 14685418, 'reputation': 1324, 'user_id': 11717481, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a611d8da0b55018df40ade4b78bddf1?s=256&d=identicon&r=PG&f=1', 'display_name': 'user11717481', 'link': 'https://stackoverflow.com/users/11717481/user11717481'}",True,3889,2,2,1640452314,1588082182,61481977,CC BY-SA 4.0,https://stackoverflow.com/questions/61481977/sfml-fullscreen-and-center,SFML Fullscreen and center,,1640452314.0,,61549993.0
130,"['c++', 'arrays']","{'account_id': 2494512, 'reputation': 663, 'user_id': 2171299, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ee495505747a5065bf464dccbe228e55?s=256&d=identicon&r=PG', 'display_name': 'john_w', 'link': 'https://stackoverflow.com/users/2171299/john-w'}",True,3560,5,10,1640264723,1586981539,61237796,CC BY-SA 4.0,https://stackoverflow.com/questions/61237796/how-does-arr-1-arr-give-the-length-in-elements-of-array-arr,How does *(&amp;arr + 1) - arr give the length in elements of array arr?,,1586985256.0,,
131,"['c++', 'eclipse', 'java-native-interface', 'javac']","{'account_id': 14894773, 'reputation': 427, 'user_id': 10755448, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af2d20672cb520d711eb85d9f7c906b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'KMot', 'link': 'https://stackoverflow.com/users/10755448/kmot'}",True,2750,2,0,1640016325,1586386332,61111298,CC BY-SA 4.0,https://stackoverflow.com/questions/61111298/how-to-use-javac-instead-of-javah-for-creating-c-jni-header-using-eclipse,how to use javac instead of javah for creating c++ JNI header using Eclipse,,,,61122808.0
132,"['c++', 'guid', 'undefined-reference']","{'account_id': 18355050, 'reputation': 1, 'user_id': 13368275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44326db565931a23f1a443fdb06ab7c7?s=256&d=identicon&r=PG', 'display_name': 'ts maniam', 'link': 'https://stackoverflow.com/users/13368275/ts-maniam'}",False,138,0,0,1639947868,1587550508,61362570,CC BY-SA 4.0,https://stackoverflow.com/questions/61362570/cocreateguid-compilation-undefined-reference-when-using-codeblocks,CoCreateGuid compilation -undefined-reference when using codeblocks,,1639947868.0,,
133,"['c++', 'language-lawyer', 'incomplete-type']","{'account_id': 11421497, 'reputation': 56381, 'user_id': 8372853, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GzQid.png?s=256&g=1', 'display_name': 'cigien', 'link': 'https://stackoverflow.com/users/8372853/cigien'}",True,157,1,1,1639929510,1587525729,61356736,CC BY-SA 4.0,https://stackoverflow.com/questions/61356736/does-using-an-incomplete-type-within-its-own-definition-require-a-diagnostic,Does using an incomplete type within its own definition require a diagnostic?,,1639929510.0,,61357270.0
