,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
605,"['c++', 'graph-theory', 'breadth-first-search', 'bipartite']","{'account_id': 23665, 'reputation': 10264, 'user_id': 59468, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/pY01W.jpg?s=256&g=1', 'display_name': 'franvergara66', 'link': 'https://stackoverflow.com/users/59468/franvergara66'}",True,9896,3,3,1479216419,1332822760,1348486969.0,9883427,CC BY-SA 3.0,https://stackoverflow.com/questions/9883427/bfs-to-check-if-a-graph-is-bipartite-in-c,BFS to check if a graph is bipartite in c++,9883631.0,,,,,
606,"['c++', 'qt', 'qtreewidget']","{'account_id': 1167510, 'reputation': 1041, 'user_id': 1145456, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fc6b163eab9f4df5b4b8c91c3a0f00ec?s=256&d=identicon&r=PG', 'display_name': 'Robert Whitley', 'link': 'https://stackoverflow.com/users/1145456/robert-whitley'}",True,15493,2,16,1478684127,1333113821,,9943866,CC BY-SA 3.0,https://stackoverflow.com/questions/9943866/what-is-the-method-to-set-the-text-for-a-qtreewidgets-header,What is the method to set the text for a QTreeWidget&#39;s header?,9943958.0,,,,,
607,"['c++', 'qt', 'qtableview', 'qabstractitemmodel', 'qabstracttablemodel']","{'user_type': 'does_not_exist', 'display_name': 'user671253'}",True,2258,1,0,1478270002,1331124607,1331886788.0,9601838,CC BY-SA 3.0,https://stackoverflow.com/questions/9601838/how-to-filter-a-qabstracttablemodel-model,How to Filter a QAbstractTableModel model,9602814.0,,,,,
608,"['c++', 'multithreading', 'qt', 'user-interface']","{'account_id': 244185, 'reputation': 13356, 'user_id': 516813, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/76a7c0468617c5faed9b74821f7ae56a?s=256&d=identicon&r=PG&f=1', 'display_name': 'chacham15', 'link': 'https://stackoverflow.com/users/516813/chacham15'}",True,23556,4,19,1478263400,1332190977,1332193487.0,9777911,CC BY-SA 3.0,https://stackoverflow.com/questions/9777911/how-do-i-create-a-window-in-different-qt-threads,How do I create a Window in different QT threads?,12895377.0,,,,,
609,"['c++', 'opencv']","{'account_id': 360760, 'reputation': 4623, 'user_id': 702937, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/22b62a59749991af35e023f4d02b0f55?s=256&d=identicon&r=PG', 'display_name': 'garak', 'link': 'https://stackoverflow.com/users/702937/garak'}",True,2342,3,1,1478208587,1331769591,,9712144,CC BY-SA 3.0,https://stackoverflow.com/questions/9712144/subtract-matrices-row-wise-in-opencv,Subtract Matrices row-wise in OpenCV,9796566.0,,,,,
610,['c++'],"{'account_id': 1300675, 'reputation': 39, 'user_id': 1250674, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/882b7161a574fd9c275a606a859dbcf9?s=256&d=identicon&r=PG', 'display_name': 'Joriek', 'link': 'https://stackoverflow.com/users/1250674/joriek'}",True,72245,6,3,1477603281,1331108523,1477603281.0,9597963,CC BY-SA 3.0,https://stackoverflow.com/questions/9597963/why-does-stdgetlinecin-number-give-a-no-matching-function-for-call-error,"Why does std::getline(cin, Number) give a &quot;No matching function for call&quot; error?",,,,,,
611,"['c++', 'parsing', 'lex', 'lexer']","{'account_id': 1285639, 'reputation': 489, 'user_id': 1238785, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/QSXa5.jpg?s=256&g=1', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/1238785/nick'}",True,2570,2,3,1477449337,1331259731,1331274426.0,9628099,CC BY-SA 3.0,https://stackoverflow.com/questions/9628099/c-istream-with-lex,C++ istream with lex,,,,,,
612,"['c++', 'boost', 'unions', 'variant', 'boost-variant']","{'account_id': 1139082, 'reputation': 569, 'user_id': 1123475, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2e34d6a79b7d2274b2eb056b3e311d4c?s=256&d=identicon&r=PG', 'display_name': 'cached', 'link': 'https://stackoverflow.com/users/1123475/cached'}",True,10470,3,13,1477214205,1332453635,1477214205.0,9831218,CC BY-SA 3.0,https://stackoverflow.com/questions/9831218/what-is-the-equivalent-of-boostvariant-in-the-c-standard-library,What is the equivalent of boost::variant in the C++ standard library?,9831919.0,,,,,
613,"['c++', 'arrays', 'hashtable']","{'account_id': 1256550, 'reputation': 5, 'user_id': 1215882, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9fcb745427886a38e0bd9eff1647caf9?s=256&d=identicon&r=PG', 'display_name': 'user1215882', 'link': 'https://stackoverflow.com/users/1215882/user1215882'}",True,470,5,0,1477068551,1331996624,1477068551.0,9751014,CC BY-SA 3.0,https://stackoverflow.com/questions/9751014/how-can-i-delete-a-non-dynamically-allocated-array-in-c,How can I delete a non-dynamically allocated array in C++?,,,,,,
614,"['c++', 'operator-overloading']","{'account_id': 1348307, 'reputation': 41, 'user_id': 1288615, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/cc2b251d8566fe4fc7e132f08aae5072?s=256&d=identicon&r=PG', 'display_name': 'user1288615', 'link': 'https://stackoverflow.com/users/1288615/user1288615'}",True,17574,5,3,1476289569,1332758643,1332759108.0,9870704,CC BY-SA 3.0,https://stackoverflow.com/questions/9870704/build-error-none-of-the-12-overloads-could-convert-all-the-argument-types,build error: none of the 12 overloads could convert all the argument types,,,,,,
615,['c++'],"{'account_id': 1056207, 'reputation': 1855, 'user_id': 1058846, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ada10f073dc2d6dab02ed7e8988154d5?s=256&d=identicon&r=PG', 'display_name': 'Gal Appelbaum', 'link': 'https://stackoverflow.com/users/1058846/gal-appelbaum'}",True,23759,5,18,1476181133,1332394605,,9817002,CC BY-SA 3.0,https://stackoverflow.com/questions/9817002/stringstream-errors-c,stringstream errors c++,9817051.0,,,,,
616,"['c++', 'stl']","{'account_id': 137028, 'reputation': 40119, 'user_id': 340947, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/D0CKc.jpg?s=256&g=1', 'display_name': 'Steven Lu', 'link': 'https://stackoverflow.com/users/340947/steven-lu'}",True,10591,2,1,1475786355,1330576661,,9510684,CC BY-SA 3.0,https://stackoverflow.com/questions/9510684/assigning-a-vector-from-an-array-pointer,Assigning a vector from an array (pointer),9510724.0,,,,,
617,"['c++', 'libcurl']","{'account_id': 1232743, 'reputation': 1389, 'user_id': 1196983, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/FO9zN.jpg?s=256&g=1', 'display_name': '1000Gbps', 'link': 'https://stackoverflow.com/users/1196983/1000gbps'}",True,8548,2,5,1475757370,1330943005,,9565014,CC BY-SA 3.0,https://stackoverflow.com/questions/9565014/whats-the-proper-way-of-using-libcurl-without-the-dlls,What&#39;s the proper way of using libcURL without the dlls?,9565044.0,,,,,
618,"['c++', '.net', 'windows', 'serial-port']","{'account_id': 8502, 'reputation': 35548, 'user_id': 15369, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/418a18dde0d9cb4cc434bd38a329190c?s=256&d=identicon&r=PG', 'display_name': 'Jon Cage', 'link': 'https://stackoverflow.com/users/15369/jon-cage'}",True,3013,3,5,1475734732,1331662724,,9689760,CC BY-SA 3.0,https://stackoverflow.com/questions/9689760/is-it-possible-to-programmatically-alter-a-usb-serial-converters-bm-latency,Is it possible to programmatically alter a USB&lt;-&gt;Serial converter&#39;s &#39;BM&#39; latency option?,9690968.0,,,,,
619,"['c++', 'smart-pointers', 'unique-ptr']","{'account_id': 182530, 'reputation': 29172, 'user_id': 417292, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/d3520ad50fa42c9319830bd9f0900c5d?s=256&d=identicon&r=PG', 'display_name': 'jcoder', 'link': 'https://stackoverflow.com/users/417292/jcoder'}",True,35109,5,47,1475309787,1331718086,1431323766.0,9699333,CC BY-SA 3.0,https://stackoverflow.com/questions/9699333/passing-unique-ptr-to-functions,Passing unique_ptr to functions,9700189.0,,,,,
620,"['c++', 'opencv']","{'account_id': 380069, 'reputation': 864, 'user_id': 1086644, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/a58e13526a2dc520a5a20a0295cd90ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'NOP', 'link': 'https://stackoverflow.com/users/1086644/nop'}",True,14901,1,5,1474536355,1331524521,,9661547,CC BY-SA 3.0,https://stackoverflow.com/questions/9661547/opencv-libopencv-core-so-2-3-cannot-open-shared-object-file-no-such-file-or,OpenCV: &quot;libopencv_core.so.2.3: cannot open shared object file: No such file or directory&quot;,9770700.0,,,,,
621,"['c++', 'data-structures', 'graph', 'tree']","{'account_id': 1188135, 'reputation': 599, 'user_id': 1161654, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6eeeb6cfaaa6470dba19131027ddc3b5?s=256&d=identicon&r=PG', 'display_name': 'Adrian', 'link': 'https://stackoverflow.com/users/1161654/adrian'}",True,2892,3,7,1474313158,1331485929,1474313158.0,9657012,CC BY-SA 3.0,https://stackoverflow.com/questions/9657012/why-use-a-tree-data-structure-to-represent-data-in-a-text-adventure-game,Why use a tree data structure to represent data in a text adventure game?,9657095.0,,,,,
622,"['c++', 'visual-c++']","{'account_id': 289441, 'reputation': 2573, 'user_id': 590421, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/2a54c4b66612f8045a2664e62b1022ba?s=256&d=identicon&r=PG', 'display_name': 'Sriram Subramanian', 'link': 'https://stackoverflow.com/users/590421/sriram-subramanian'}",True,8378,2,22,1473843097,1331851933,,9729390,CC BY-SA 3.0,https://stackoverflow.com/questions/9729390/how-to-use-unordered-set-with-custom-types,How to use unordered_set with custom types?,9729747.0,,,,,
623,"['c++', 'integer-overflow']","{'account_id': 1228297, 'reputation': 10009, 'user_id': 1247509, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e007b9fffa791bb9932086f44ed87c66?s=256&d=identicon&r=PG', 'display_name': 'Billjk', 'link': 'https://stackoverflow.com/users/1247509/billjk'}",True,1268,4,0,1473021216,1331093265,1331093716.0,9595689,CC BY-SA 3.0,https://stackoverflow.com/questions/9595689/c-integer-overflow,"C++, Integer Overflow?",9595718.0,,,,,
624,"['c++', 'algorithm', 'linear-algebra']","{'account_id': 390883, 'reputation': 3475, 'user_id': 751223, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/dac2b5a99e041f51420dbf2ade0dbd66?s=256&d=identicon&r=PG', 'display_name': 'dark_shadow', 'link': 'https://stackoverflow.com/users/751223/dark-shadow'}",True,3560,3,3,1472421124,1332262341,1421885249.0,9791296,CC BY-SA 3.0,https://stackoverflow.com/questions/9791296/how-to-find-the-minimum-cost,How to find the minimum cost?,,,,,,
625,['c++'],"{'account_id': 925891, 'reputation': 9690, 'user_id': 956689, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/c0d6df4a44b07d4e992dbe0cecd5feed?s=256&d=identicon&r=PG', 'display_name': 'Dollarslice', 'link': 'https://stackoverflow.com/users/956689/dollarslice'}",True,1853,4,2,1471377827,1330602945,,9515739,CC BY-SA 3.0,https://stackoverflow.com/questions/9515739/typedef-with-two-sets-of-brackets,Typedef with two sets of brackets?,,,,,,
626,"['c++', 'debugging', 'com', 'atl']","{'account_id': 127157, 'reputation': 1921, 'user_id': 324137, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/61decf2582f3c02548c886f0be35e738?s=256&d=identicon&r=PG', 'display_name': 'fogbit', 'link': 'https://stackoverflow.com/users/324137/fogbit'}",True,330,2,1,1470943971,1331033434,1331034308.0,9582834,CC BY-SA 3.0,https://stackoverflow.com/questions/9582834/com-interface-entry-break-macros-doesnt-work,COM_INTERFACE_ENTRY_BREAK macros doesn&#39;t work,,,,,,
627,"['c++', 'llvm']","{'account_id': 56937, 'reputation': 25332, 'user_id': 170521, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/35d213b719c9bfa00f5f62ca1bdbb164?s=256&d=identicon&r=PG', 'display_name': 'lurscher', 'link': 'https://stackoverflow.com/users/170521/lurscher'}",True,2061,1,62,1470842573,1333062028,1495540476.0,9934790,CC BY-SA 3.0,https://stackoverflow.com/questions/9934790/design-suggestion-llvm-multiple-runtime-contexts,design suggestion: llvm multiple runtime contexts,,,,,,
628,"['c++', 'inheritance', 'pointers']","{'account_id': 39255, 'reputation': 87929, 'user_id': 113124, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/77d0f6949f176dfef1647d0404cfc4a6?s=256&d=identicon&r=PG', 'display_name': 'Lazer', 'link': 'https://stackoverflow.com/users/113124/lazer'}",True,21240,11,10,1470840350,1332006169,1495535445.0,9752255,CC BY-SA 3.0,https://stackoverflow.com/questions/9752255/why-cant-a-derived-class-pointer-point-to-a-base-class-object-without-casting,Why can&#39;t a derived class pointer point to a base class object without casting?,9752550.0,,,,,
629,"['android', 'c++', 'c', 'linker']","{'account_id': 453982, 'reputation': 1091, 'user_id': 851271, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e0ae7449e5b75a63461fc6a29714840c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Deepak', 'link': 'https://stackoverflow.com/users/851271/deepak'}",True,4552,2,4,1470825319,1333026773,,9926069,CC BY-SA 3.0,https://stackoverflow.com/questions/9926069/undefined-reference-error-rand,Undefined reference error - rand,,,,,,
630,"['c++', 'suffix-tree']","{'user_type': 'does_not_exist', 'display_name': 'user466534'}",True,6925,2,2,1470216195,1331715615,,9698635,CC BY-SA 3.0,https://stackoverflow.com/questions/9698635/suffix-tree-construction,suffix tree construction,,,,,,
631,"['c++', 'windows']","{'account_id': 1259741, 'reputation': 651, 'user_id': 1218395, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/3cd8eff5d6687b0af91a0b19afd2d9f8?s=256&d=identicon&r=PG', 'display_name': 'Tprice88', 'link': 'https://stackoverflow.com/users/1218395/tprice88'}",True,1237,1,1,1469799859,1332124302,1469799859.0,9764281,CC BY-SA 3.0,https://stackoverflow.com/questions/9764281/writeprocessmemory-wont-work,WriteProcessMemory won&#39;t work,9764306.0,,,,,
632,"['java', 'c++', 'python']","{'account_id': 399407, 'reputation': 703, 'user_id': 764734, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/895bdd2bbb0fa4f4d2d2f2b5003f4c00?s=256&d=identicon&r=PG&f=1', 'display_name': 'batman', 'link': 'https://stackoverflow.com/users/764734/batman'}",False,2721,1,1,1469732862,1331557529,1331646556.0,9667546,CC BY-SA 3.0,https://stackoverflow.com/questions/9667546/plsa-implementation-in-python,PLSA implementation in Python,,,,,,
633,"['c++', 'windows', 'cmake', 'winapi', 'fltk']","{'account_id': 214259, 'reputation': 5776, 'user_id': 468130, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2779805d13710983cec344b6a3a31a98?s=256&d=identicon&r=PG', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/468130/josh'}",True,3627,2,1,1469576963,1332203370,,9779901,CC BY-SA 3.0,https://stackoverflow.com/questions/9779901/setting-up-fltk-on-windows-with-cmake,Setting up FLTK on windows with CMake,9781976.0,,,,,
634,"['c++', 'ofstream', 'line-breaks']","{'account_id': 1140839, 'reputation': 544, 'user_id': 1124793, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/IJ8R0.jpg?s=256&g=1', 'display_name': 'Pablo Canseco', 'link': 'https://stackoverflow.com/users/1124793/pablo-canseco'}",True,31888,2,8,1469477199,1331742326,1460933138.0,9705923,CC BY-SA 3.0,https://stackoverflow.com/questions/9705923/c-ofstream-line-break,C++ ofstream line break,9705984.0,,,,,
635,"['c++', 'cout', 'endl']","{'account_id': 1297630, 'reputation': 689, 'user_id': 1248275, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/89bba7457b02d1de4ed72902611e006e?s=256&d=identicon&r=PG', 'display_name': 'hinafu', 'link': 'https://stackoverflow.com/users/1248275/hinafu'}",True,356,4,4,1469033952,1330876249,1330876465.0,9556328,CC BY-SA 3.0,https://stackoverflow.com/questions/9556328/does-anyone-know-the-difference-between-endlcout-and-cout-endl,Does anyone know the difference between endl(cout) and cout &lt;&lt; endl?,9556400.0,,,,,
636,['c++'],"{'account_id': 1367813, 'reputation': 47, 'user_id': 1303874, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/1bb26abba389a8decc426e788825a89d?s=256&d=identicon&r=PG', 'display_name': 'Youmair', 'link': 'https://stackoverflow.com/users/1303874/youmair'}",True,12061,1,2,1468884839,1333169306,1333175988.0,9953105,CC BY-SA 3.0,https://stackoverflow.com/questions/9953105/dev-c-compiler-build-error,Dev C++ Compiler Build error,,,,,,
637,"['c++', 'serialization', 'pointers']","{'account_id': 1271126, 'reputation': 2687, 'user_id': 1227353, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/4YyVa.png?s=256&g=1', 'display_name': 'rcplusplus', 'link': 'https://stackoverflow.com/users/1227353/rcplusplus'}",True,9463,4,4,1468451413,1332195518,,9778806,CC BY-SA 3.0,https://stackoverflow.com/questions/9778806/serializing-a-class-with-a-pointer-in-c,Serializing a class with a pointer in C++,9779076.0,,,,,
638,"['android', 'c++', 'opencv', 'android-ndk', 'java-native-interface']","{'account_id': 1308197, 'reputation': 200, 'user_id': 1256736, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7ce84a000ddd66184ad3def5612e2cda?s=256&d=identicon&r=PG', 'display_name': 'pimmes111', 'link': 'https://stackoverflow.com/users/1256736/pimmes111'}",True,2575,1,1,1468087422,1331203586,1468087422.0,9616409,CC BY-SA 3.0,https://stackoverflow.com/questions/9616409/opencv-c-with-android,OpenCV C++ with Android,9616877.0,,,,,
639,"['c++', 'exception-handling']","{'account_id': 1313321, 'reputation': 89, 'user_id': 1260830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd818e1fd3fee697ba5955a7967cad16?s=256&d=identicon&r=PG', 'display_name': 'user1260830', 'link': 'https://stackoverflow.com/users/1260830/user1260830'}",True,1253,4,4,1468016220,1332312017,1468016220.0,9799736,CC BY-SA 3.0,https://stackoverflow.com/questions/9799736/beginner-how-to-handle-exception-caused-by-user-input-being-of-incorrect-type,Beginner how to handle exception caused by user input being of incorrect type,,,,,,
640,"['c++', 'qt', 'widget']","{'account_id': 1333705, 'reputation': 316, 'user_id': 1276964, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/870433f9b7aebb0994e4130f148be442?s=256&d=identicon&r=PG', 'display_name': 'ZERO', 'link': 'https://stackoverflow.com/users/1276964/zero'}",True,3016,2,-2,1467095489,1332079754,1335050937.0,9758975,CC BY-SA 3.0,https://stackoverflow.com/questions/9758975/infinite-looping-in-a-qt-widget-project,Infinite Looping in a Qt Widget Project,9759224.0,,,,,
641,"['c++', 'qt', 'qtableview', 'qitemdelegate']","{'account_id': 24987, 'reputation': 28919, 'user_id': 63898, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/88464b7b200398866f216092f01747ed?s=256&d=identicon&r=PG', 'display_name': 'user63898', 'link': 'https://stackoverflow.com/users/63898/user63898'}",True,3511,3,4,1467033154,1332226859,1332230459.0,9782553,CC BY-SA 3.0,https://stackoverflow.com/questions/9782553/qstyleditemdelegates-sizehint-method-not-called-for-a-qtableview-row,QStyledItemDelegate&#39;s sizeHint method not called for a QTableView row,16817401.0,,,,,
642,"['c++', 'winapi', 'macros', 'c-preprocessor']","{'account_id': 61582, 'reputation': 823, 'user_id': 183441, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c61840ea3dd21306a8c0d2103186ed5?s=256&d=identicon&r=PG', 'display_name': 'devurs', 'link': 'https://stackoverflow.com/users/183441/devurs'}",True,233,4,2,1466866635,1332521582,1466866635.0,9843248,CC BY-SA 3.0,https://stackoverflow.com/questions/9843248/is-there-a-way-to-create-a-preprocessor-macro-for-a-function,Is there a way to create a preprocessor macro for a function?,9843312.0,,,,,
643,"['c++', 'macros', 'c-preprocessor']","{'account_id': 428789, 'reputation': 31804, 'user_id': 811335, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/ca588e5bfb1ac0a5d8ec8acb422aa564?s=256&d=identicon&r=PG', 'display_name': 'A. K.', 'link': 'https://stackoverflow.com/users/811335/a-k'}",True,196,2,0,1466866616,1332521277,1466866616.0,9843182,CC BY-SA 3.0,https://stackoverflow.com/questions/9843182/what-are-computational-macros-and-syntax-macros,what are computational macros and syntax macros,10156223.0,,,,,
644,"['c++', 'makefile', 'g++', 'c-preprocessor', 'stringification']","{'user_type': 'does_not_exist', 'display_name': 'user606547'}",True,269,2,3,1466858450,1331564862,1466858450.0,9669597,CC BY-SA 3.0,https://stackoverflow.com/questions/9669597/quoting-the-expanded-value-of-a-macro,Quoting the expanded value of a macro,9669684.0,,,,,
645,"['c++', 'concatenation', 'c-preprocessor']","{'user_type': 'does_not_exist', 'display_name': 'user606547'}",True,104,2,0,1466858421,1331479879,1466858421.0,9656266,CC BY-SA 3.0,https://stackoverflow.com/questions/9656266/concatenating-with-the-c-preprocessor,Concatenating with the C++ Preprocessor,9656290.0,,,,,
646,"['c++', 'qt4', 'c-preprocessor']","{'account_id': 1100886, 'reputation': 3893, 'user_id': 1190417, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/244d2db7fb0efb99c21abb3cce3a324d?s=256&d=identicon&r=PG', 'display_name': 'alecail', 'link': 'https://stackoverflow.com/users/1190417/alecail'}",True,808,1,5,1466858387,1331327936,1466858387.0,9641154,CC BY-SA 3.0,https://stackoverflow.com/questions/9641154/how-to-generate-setters-and-getters-and-define-q-property-with-the-c-prepro,"How to generate setters and getters, and define Q_PROPERTY() with the C++ preprocessor",9641300.0,,,,,
647,"['c++', 'if-statement', 'c-preprocessor']","{'account_id': 31668, 'reputation': 59852, 'user_id': 87152, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/611f8c4f76f1dbb26984b6bfb6b833b6?s=256&d=identicon&r=PG', 'display_name': 'Max Frai', 'link': 'https://stackoverflow.com/users/87152/max-frai'}",True,563,1,1,1466858320,1331291697,1466858320.0,9633125,CC BY-SA 3.0,https://stackoverflow.com/questions/9633125/preprocessor-if-in-c,Preprocessor if in c++,9633155.0,,,,,
648,"['c++', 'c-preprocessor']","{'account_id': 15065, 'reputation': 4810, 'user_id': 31455, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/02c8dfcf8c93280700bf0382e92685e9?s=256&d=identicon&r=PG', 'display_name': 'mindvirus', 'link': 'https://stackoverflow.com/users/31455/mindvirus'}",True,860,3,4,1466858298,1331052463,1466858298.0,9588106,CC BY-SA 3.0,https://stackoverflow.com/questions/9588106/redefining-for-loops-with-the-preprocessor,Redefining for loops with the preprocessor,9588377.0,,,,,
649,"['c++', 'boost', 'c-preprocessor']","{'account_id': 1006755, 'reputation': 1224, 'user_id': 1020302, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6b537ab74ca8c2cfd932fbe5c53d1477?s=256&d=identicon&r=PG', 'display_name': 'Negative Zero', 'link': 'https://stackoverflow.com/users/1020302/negative-zero'}",True,373,3,4,1466858267,1330646276,1495542163.0,9526096,CC BY-SA 3.0,https://stackoverflow.com/questions/9526096/c-macro-with-memory,C++ Macro with Memory,9526318.0,,,,,
650,"['c++', 'macros', 'c-preprocessor']","{'account_id': 1006755, 'reputation': 1224, 'user_id': 1020302, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6b537ab74ca8c2cfd932fbe5c53d1477?s=256&d=identicon&r=PG', 'display_name': 'Negative Zero', 'link': 'https://stackoverflow.com/users/1020302/negative-zero'}",True,526,1,0,1466858209,1330635512,1466858209.0,9523979,CC BY-SA 3.0,https://stackoverflow.com/questions/9523979/macro-redefinition,Macro Redefinition,,,,,,
651,"['c++', 'visual-studio', 'visual-c++', 'include', 'c-preprocessor']","{'account_id': 925891, 'reputation': 9690, 'user_id': 956689, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/c0d6df4a44b07d4e992dbe0cecd5feed?s=256&d=identicon&r=PG', 'display_name': 'Dollarslice', 'link': 'https://stackoverflow.com/users/956689/dollarslice'}",True,1874,2,0,1466858170,1330623920,1466858170.0,9521243,CC BY-SA 3.0,https://stackoverflow.com/questions/9521243/where-does-visual-studios-compiler-search-for-includes,Where does Visual Studio&#39;s compiler search for #includes?,,,,,,
652,"['c++', 'templates', 'c-preprocessor', 'compile-time']","{'account_id': 19061, 'reputation': 181346, 'user_id': 44330, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/dd5a7ef1476fb01998a215b1642dfd07?s=256&d=identicon&r=PG', 'display_name': 'Jason S', 'link': 'https://stackoverflow.com/users/44330/jason-s'}",True,653,3,3,1466847107,1330620925,1466847107.0,9520506,,https://stackoverflow.com/questions/9520506/c-compile-time-state-variables,C++ compile-time state variables,,1631311683.0,Duplicate,,,
653,"['c++', 'macros', 'boost-preprocessor']","{'account_id': 1006755, 'reputation': 1224, 'user_id': 1020302, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6b537ab74ca8c2cfd932fbe5c53d1477?s=256&d=identicon&r=PG', 'display_name': 'Negative Zero', 'link': 'https://stackoverflow.com/users/1020302/negative-zero'}",True,531,2,2,1466847071,1330565300,1466847071.0,9509387,CC BY-SA 3.0,https://stackoverflow.com/questions/9509387/keep-track-of-macro-expansion,Keep track of macro expansion,9512546.0,,,,,
654,"['c++', 'boost', 'include', 'c-preprocessor']","{'account_id': 37435, 'reputation': 2223, 'user_id': 107028, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/40443eb724a16126bfa997660773defd?s=256&d=identicon&r=PG', 'display_name': 'Warren Seine', 'link': 'https://stackoverflow.com/users/107028/warren-seine'}",True,4302,1,4,1466847000,1330537243,1495542779.0,9503955,CC BY-SA 3.0,https://stackoverflow.com/questions/9503955/include-local-files,Include local files,9504136.0,,,,,
655,"['c++', 'ubuntu', 'virtualbox', 'iostream']","{'account_id': 1362243, 'reputation': 1, 'user_id': 1299390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44121222c969d25fb600b4ec87ace610?s=256&d=identicon&r=PG', 'display_name': 'user03282012', 'link': 'https://stackoverflow.com/users/1299390/user03282012'}",False,2218,1,0,1466782002,1332974144,1466782002.0,9916661,CC BY-SA 3.0,https://stackoverflow.com/questions/9916661/issue-with-setw-and-ofstream,issue with setw() and ofstream,,,,,,
