,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date
285,"['c++', 'return-type-deduction']","{'account_id': 47491, 'reputation': 215779, 'user_id': 140719, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/84a6aa25ee85e948123d97b672135526?s=256&d=identicon&r=PG', 'display_name': 'sbi', 'link': 'https://stackoverflow.com/users/140719/sbi'}",False,76,,,1,0,1611582034,1608522446,1611582034.0,65387330,https://stackoverflow.com/questions/65387330/deducing-constness-of-a-pair-member-in-a-template-return-type,,Deducing constness of a pair member in a template return type,CC BY-SA 4.0,
286,"['c++', 'winapi']","{'account_id': 20050864, 'reputation': 29, 'user_id': 14699592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8e01f373c3450a6826ad126566e3c4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'user14699592', 'link': 'https://stackoverflow.com/users/14699592/user14699592'}",True,114,,65402143.0,1,0,1611578704,1608565885,1611578704.0,65395833,https://stackoverflow.com/questions/65395833/program-window-doesnt-show-up,,Program window doesn&#39;t show up,CC BY-SA 4.0,
287,"['c++', 'macos', 'gcc', 'homebrew']","{'account_id': 10118051, 'reputation': 53, 'user_id': 7476042, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DXpMi.jpg?s=256&g=1', 'display_name': 'lepus2589', 'link': 'https://stackoverflow.com/users/7476042/lepus2589'}",True,544,,65664181.0,1,5,1611568272,1608124105,1609757224.0,65323946,https://stackoverflow.com/questions/65323946/sigabrt-on-throwing-and-catching-exceptions-with-gcc-on-mac-os-x,,SIGABRT on throwing and catching exceptions with GCC on Mac OS X,CC BY-SA 4.0,
288,"['c++', 'c', 'multithreading', 'performance', 'openmp']","{'account_id': 14760880, 'reputation': 45, 'user_id': 10970468, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-oCQUQGat3-U/AAAAAAAAAAI/AAAAAAAAAVY/n6WCJIKVXq8/photo.jpg?sz=256', 'display_name': 'Saint Paul', 'link': 'https://stackoverflow.com/users/10970468/saint-paul'}",True,159,,65461142.0,1,1,1611533909,1609019658,1611533909.0,65461036,https://stackoverflow.com/questions/65461036/why-am-i-getting-worst-performance-with-a-private-dynamic-array,,Why am I getting worst performance with a private dynamic array,CC BY-SA 4.0,
289,"['c++', 'visual-studio', 'glfw', 'imgui']","{'account_id': 20212731, 'reputation': 82, 'user_id': 14824572, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhdiTHAq03GI1x4k9w3Etg96tzz5MtyrO0xp2L_OA=k-s256', 'display_name': 'yonis lacorte', 'link': 'https://stackoverflow.com/users/14824572/yonis-lacorte'}",True,1168,,65859869.0,1,1,1611409348,1608834679,1608840281.0,65442054,https://stackoverflow.com/questions/65442054/cant-install-imgui-in-a-glfw-project-in-visual-studio-c,,Can&#39;t install ImGui in a GLFW project in Visual Studio (C++),CC BY-SA 4.0,
290,"['c++', 'stream', 'stdvector', 'getline', 'stringstream']","{'account_id': 335482, 'reputation': 755, 'user_id': 662586, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/e02811681b46047f576392d3db3f74dd?s=256&d=identicon&r=PG', 'display_name': 'JeffR', 'link': 'https://stackoverflow.com/users/662586/jeffr'}",True,938,,65856888.0,1,0,1611387598,1609249378,1609262753.0,65493128,https://stackoverflow.com/questions/65493128/how-to-use-wstringstream-and-getline-with-wchar-t,,How to use wstringstream and getline with wchar_t?,CC BY-SA 4.0,
291,"['c++', 'arrays']","{'account_id': 20106160, 'reputation': 17, 'user_id': 14743641, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-gTaROKY0dQI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucknxHVquGBR_Y9khTMKIGmmHukXpg/s96-c/photo.jpg?sz=256', 'display_name': 'Ujjwal Bhardwaj', 'link': 'https://stackoverflow.com/users/14743641/ujjwal-bhardwaj'}",False,2976,,,3,-1,1611303353,1606842342,1606847308.0,65095091,https://stackoverflow.com/questions/65095091/error-invalid-types-intint-for-array-subscript-in-array,,error: invalid types &#39;int[int]&#39; for array subscript in array,CC BY-SA 4.0,
292,"['c++', 'sorting', 'struct', 'dynamic-arrays', 'fromfile']","{'account_id': 20316801, 'reputation': 1, 'user_id': 14902520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da86ddc63698da7b9cf4c9df2e53340b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vertcore Design', 'link': 'https://stackoverflow.com/users/14902520/vertcore-design'}",False,180,,,1,-1,1611237269,1609178459,1609179950.0,65481978,https://stackoverflow.com/questions/65481978/sorting-elements-in-dynamic-array-by-same-name,,Sorting elements in dynamic array by same name,CC BY-SA 4.0,
293,"['c++', 'pointers', 'language-lawyer', 'temporary-objects']","{'account_id': 11421497, 'reputation': 56381, 'user_id': 8372853, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GzQid.png?s=256&g=1', 'display_name': 'cigien', 'link': 'https://stackoverflow.com/users/8372853/cigien'}",True,1821,,65338766.0,3,29,1611160366,1608200145,1608202283.0,65338697,https://stackoverflow.com/questions/65338697/are-the-addresses-of-two-temporaries-guaranteed-to-be-different-in-the-same-expr,,Are the addresses of two temporaries guaranteed to be different in the same expression?,CC BY-SA 4.0,
294,"['c++', 'macos', 'cmake']","{'account_id': 19563851, 'reputation': 101, 'user_id': 14316504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ed2f980c72f93e95c23ec2683c7348f?s=256&d=identicon&r=PG&f=1', 'display_name': 'theBanana19', 'link': 'https://stackoverflow.com/users/14316504/thebanana19'}",True,6075,,,1,10,1611151314,1607175431,,65157483,https://stackoverflow.com/questions/65157483/macos-build-universal-binary-2-with-cmake,,macOS build universal binary 2 with CMake,CC BY-SA 4.0,
295,"['c++', 'alignment', 'memory-alignment', 'clang-tidy']","{'account_id': 14892709, 'reputation': 474, 'user_id': 10755522, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yIGPU.png?s=256&g=1', 'display_name': 'Spyros Mourelatos', 'link': 'https://stackoverflow.com/users/10755522/spyros-mourelatos'}",True,681,,65806897.0,1,2,1611135712,1608386740,1608387304.0,65370647,https://stackoverflow.com/questions/65370647/clang-tidy-alignment-suggestion-with-altera-struct-pack-align,,Clang-tidy alignment suggestion with `altera-struct-pack-align`,CC BY-SA 4.0,
296,"['c++', 'windows', 'authentication']","{'account_id': 20126845, 'reputation': 38, 'user_id': 14760105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80c9eedb1a338a466ffa3985445b5648?s=256&d=identicon&r=PG&f=1', 'display_name': 'csrenren', 'link': 'https://stackoverflow.com/users/14760105/csrenren'}",True,312,,65786590.0,1,1,1611038466,1607078633,1607079307.0,65142088,https://stackoverflow.com/questions/65142088/how-to-logon-by-using-sub-authentication-package-on-windows-call-of-lsalogonuse,,How to logon by using sub authentication package on windows? Call of LsaLogonUser failed with nt_status 0xC00000A7 (STATUS_BAD_VALIDATION_CLASS),CC BY-SA 4.0,
297,"['c++', 'cmake', 'compiler-errors', 'flex-lexer']","{'account_id': 13558119, 'reputation': 735, 'user_id': 9780816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8683731519c0e12170fc5266a44b0600?s=256&d=identicon&r=PG&f=1', 'display_name': 'Antonio Santoro', 'link': 'https://stackoverflow.com/users/9780816/antonio-santoro'}",False,216,,,0,0,1610998442,1607105679,1607106469.0,65148686,https://stackoverflow.com/questions/65148686/windows-not-able-to-find-flex-libraries,,Windows not able to find FLEX_LIBRARIES,CC BY-SA 4.0,
298,"['c++', 'templates', 'inheritance']","{'account_id': 20335294, 'reputation': 21, 'user_id': 14916202, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-H4SresEhUKI/AAAAAAAAAAI/AAAAAAAAAQE/AMZuucmKF2oFO9vWIYxiM3PLl4GxTBvu9w/s96-c/photo.jpg?sz=256', 'display_name': 'Surveme', 'link': 'https://stackoverflow.com/users/14916202/surveme'}",True,107,,,2,1,1610935966,1609376652,1609378762.0,65515468,https://stackoverflow.com/questions/65515468/how-to-put-unknown-child-classes-of-a-base-class-in-one-data-structure-and-call,,How to put unknown child classes of a base class in one data structure and call an overridden base class function in C++,CC BY-SA 4.0,
299,"['c++', 'clang', 'llvm', 'libc', 'clang-tidy']","{'account_id': 1224801, 'reputation': 3235, 'user_id': 2631470, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/3109e3bc44b885b83ca49bc39e591153?s=256&d=identicon&r=PG', 'display_name': 'Wouter Beek', 'link': 'https://stackoverflow.com/users/2631470/wouter-beek'}",True,1489,,65659448.0,1,4,1610932891,1608924680,,65451147,https://stackoverflow.com/questions/65451147/how-to-fix-llvmlibc-restrict-system-libc-headers-check-in-clang-tidy,,How to fix llvmlibc-restrict-system-libc-headers check in Clang Tidy?,CC BY-SA 4.0,
300,"['c++', 'c++11', 'c++14', 'codeblocks']","{'account_id': 20231765, 'reputation': 37, 'user_id': 14838127, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjOReFEc0kJv__IQ3FM9jEVmpsGhrtJ1yfw-Nva=k-s256', 'display_name': 'new learner', 'link': 'https://stackoverflow.com/users/14838127/new-learner'}",True,169,,65478050.0,2,0,1610794687,1609151763,1610721636.0,65476286,https://stackoverflow.com/questions/65476286/f123-1-2-3-i-wrote-a-code-for-this-type-of-function-to-work-have-a,,"f(123) = 1! + 2! + 3! .I wrote a code for this type of function to work, have a look at it. My code is not giving desired result",CC BY-SA 4.0,
301,"['c++', 'c++11', 'codeblocks']","{'account_id': 20231765, 'reputation': 37, 'user_id': 14838127, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjOReFEc0kJv__IQ3FM9jEVmpsGhrtJ1yfw-Nva=k-s256', 'display_name': 'new learner', 'link': 'https://stackoverflow.com/users/14838127/new-learner'}",True,122,,65743146.0,1,0,1610742583,1608132660,1608132931.0,65326306,https://stackoverflow.com/questions/65326306/how-to-ofstream-a-numeric-value-in-a-txt-file-and-read-same-data-through-ifstre,,How to ofstream a numeric value in a .txt file and read same data through ifstream in same program,CC BY-SA 4.0,
302,"['c++', 'uwp', 'uwp-xaml']","{'account_id': 20336092, 'reputation': 3, 'user_id': 14916754, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gijz7rdjvOgdb6O3c0cXGVL5dbWaDYki9qnrR6ZaQ=k-s256', 'display_name': 'Sethu Raman', 'link': 'https://stackoverflow.com/users/14916754/sethu-raman'}",True,77,,65520210.0,1,0,1610725096,1609388275,1610725096.0,65516568,https://stackoverflow.com/questions/65516568/c-uwp-storage-access,,C++ UWP Storage Access,CC BY-SA 4.0,
303,"['c++', 'opengl', 'linear-algebra', 'glm-math', 'perspectivecamera']","{'account_id': 17100453, 'reputation': 190, 'user_id': 12649631, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/U5VH6.png?s=256&g=1', 'display_name': 'Frobeniusnorm', 'link': 'https://stackoverflow.com/users/12649631/frobeniusnorm'}",True,530,,65216849.0,1,1,1610712531,1607470515,1610712531.0,65208526,https://stackoverflow.com/questions/65208526/problem-with-bounding-sphere-frustum-culling,,Problem with Bounding Sphere Frustum Culling,CC BY-SA 4.0,
304,"['c++', 'apache-kafka']","{'account_id': 20179385, 'reputation': 11, 'user_id': 14800267, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ayPImZjqg0M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmqHwHeCPi0d74UKomyQ0JB9xLnEA/s96-c/photo.jpg?sz=256', 'display_name': 'powlinux', 'link': 'https://stackoverflow.com/users/14800267/powlinux'}",False,266,,,2,1,1610697501,1607595887,1607653853.0,65232691,https://stackoverflow.com/questions/65232691/how-to-use-librdkafka-to-change-retention-time-for-the-running-kafka-topic,,How to use librdkafka to change retention time for the running kafka topic,CC BY-SA 4.0,
305,"['c++', 'raspberry-pi', 'memory-corruption', 'openvino', 'onnxruntime']","{'account_id': 14345733, 'reputation': 3049, 'user_id': 10362622, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54067bb99c90afda4a7ac844255dc6b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'perivesta', 'link': 'https://stackoverflow.com/users/10362622/perivesta'}",False,844,,,1,0,1610679177,1607696328,,65253014,https://stackoverflow.com/questions/65253014/memory-corruption-when-using-onnxruntime-with-openvino-on-the-intel-myriadx-and,,Memory corruption when using OnnxRuntime with OpenVINO on the Intel MyriadX and Raspberry Pi 4B,CC BY-SA 4.0,
306,"['c++', 'regex', 'recursion']","{'account_id': 17791447, 'reputation': 511, 'user_id': 13379374, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XLlgj.png?s=256&g=1', 'display_name': 'VIVID', 'link': 'https://stackoverflow.com/users/13379374/vivid'}",True,103,,65414669.0,1,2,1610667460,1608664298,1610667460.0,65414521,https://stackoverflow.com/questions/65414521/how-to-extend-the-regular-expression-that-works-for-one-pair-to-many-pairs,,How to extend the regular expression that works for one pair to many pairs,CC BY-SA 4.0,
307,"['c++', 'stl', 'smart-pointers']","{'account_id': 17986157, 'reputation': 388, 'user_id': 13071379, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73bd8a640f2ef5feac5550a932afe1c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Umar Farooq', 'link': 'https://stackoverflow.com/users/13071379/umar-farooq'}",True,83,,65505692.0,1,3,1610660050,1609324790,1610660050.0,65505629,https://stackoverflow.com/questions/65505629/shared-pointer-showing-different-behaviour-than-the-one-i-read-in-text-book,,Shared_pointer showing different behaviour than the one i read in text book,CC BY-SA 4.0,
308,"['c++', 'ios', 'objective-c', 'clang', 'llvm']","{'account_id': 6867874, 'reputation': 11, 'user_id': 5279562, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7122a020a92a738f1345530866bd945e?s=256&d=identicon&r=PG&f=1', 'display_name': 'NVXA', 'link': 'https://stackoverflow.com/users/5279562/nvxa'}",False,187,,,1,1,1610656297,1606809104,1606909375.0,65086579,https://stackoverflow.com/questions/65086579/specifying-an-attribute-for-multiple-objective-c-methods-declarations,,Specifying an attribute for multiple Objective-C Methods declarations,CC BY-SA 4.0,
309,"['c++', 'unreal-engine4']","{'account_id': 20105845, 'reputation': 1, 'user_id': 14743406, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgdUuo9sM4EWbWM84IC5PviTPHHJJf132I2MgvxHg=k-s256', 'display_name': 'Jacob Maidens', 'link': 'https://stackoverflow.com/users/14743406/jacob-maidens'}",True,728,,,1,0,1610599174,1606839667,,65094389,https://stackoverflow.com/questions/65094389/rapidly-spawning-destroying-actors-in-ue4,,Rapidly spawning / destroying actors in UE4,CC BY-SA 4.0,
310,"['c++', 'unreal-engine4']","{'account_id': 20118404, 'reputation': 1, 'user_id': 14753325, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgSaCITP_5_Inx0Omq_2bBQLaDlWlQKHe5SHB6Q=k-s256', 'display_name': 'Jay ', 'link': 'https://stackoverflow.com/users/14753325/jay'}",True,228,,,1,0,1610598957,1606966254,1607000105.0,65119496,https://stackoverflow.com/questions/65119496/how-to-convert-the-do-n-node-from-blueprint-to-c-in-unreal-engine,,How to convert the Do N node from blueprint to C++ in Unreal Engine?,CC BY-SA 4.0,
311,"['c++', 'game-engine', 'unreal-engine4']","{'account_id': 6126688, 'reputation': 71, 'user_id': 4778389, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe63c298d3c15387d86545274d65e7dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'April', 'link': 'https://stackoverflow.com/users/4778389/april'}",False,1507,,,1,0,1610598705,1607734201,,65260484,https://stackoverflow.com/questions/65260484/create-objects-in-unreal-engine,,Create objects in unreal engine?,CC BY-SA 4.0,
312,"['c++', 'networking', 'unreal-engine4', 'physics-engine']","{'account_id': 9080129, 'reputation': 209, 'user_id': 7487283, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-sMUo9-SK0JQ/AAAAAAAAAAI/AAAAAAAAAHo/N6zvVOfQ1-w/photo.jpg?sz=256', 'display_name': 'Espeon', 'link': 'https://stackoverflow.com/users/7487283/espeon'}",False,126,,,1,0,1610598505,1608109091,,65320131,https://stackoverflow.com/questions/65320131/unreal-engine-separate-visible-mesh-from-physical-body-instance,,Unreal Engine - Separate visible mesh from physical body instance,CC BY-SA 4.0,
313,"['c++', 'cmake', 'protocol-buffers', 'grpc']","{'account_id': 18308786, 'reputation': 35, 'user_id': 13332076, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ZCwVyc7b26w/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPgD2RBRe-794Uh7ZFM4D9HptqssA/photo.jpg?sz=256', 'display_name': 'Eric Smith', 'link': 'https://stackoverflow.com/users/13332076/eric-smith'}",False,770,,,0,0,1610553371,1608780874,1610553371.0,65433642,https://stackoverflow.com/questions/65433642/linking-imported-proto-file-in-cmakelists-txt,,Linking imported proto file in CMakeLists.txt,CC BY-SA 4.0,
314,"['c++', 'opencv', 'data-distribution-service']","{'account_id': 19920406, 'reputation': 23, 'user_id': 14596406, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d12bf184a37d64fe128e4790c07649af?s=256&d=identicon&r=PG&f=1', 'display_name': 'hpshboss', 'link': 'https://stackoverflow.com/users/14596406/hpshboss'}",True,574,,65704933.0,1,2,1610551709,1608457485,,65378628,https://stackoverflow.com/questions/65378628/streams-api-for-fast-rtps,,Streams API For Fast-RTPS,CC BY-SA 4.0,
315,"['c++', 'opengl', 'glsl', 'glfw']","{'user_type': 'does_not_exist', 'display_name': 'user10589862'}",True,188,,65703897.0,2,2,1610548013,1609374067,1609410570.0,65515201,https://stackoverflow.com/questions/65515201/opengl-crashing-with-current-code-followed-from-book,,OpenGL crashing with current code (followed from book),CC BY-SA 4.0,
316,"['c++', 'cuda', 'npp']","{'account_id': 13795211, 'reputation': 11, 'user_id': 10407265, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-rGDYDNTezGI/AAAAAAAAAAI/AAAAAAAAABA/5_3MWp66whE/photo.jpg?sz=256', 'display_name': 'Павел Бодак', 'link': 'https://stackoverflow.com/users/10407265/%d0%9f%d0%b0%d0%b2%d0%b5%d0%bb-%d0%91%d0%be%d0%b4%d0%b0%d0%ba'}",True,1279,,65180594.0,3,0,1610532908,1606981129,1606985698.0,65121668,https://stackoverflow.com/questions/65121668/convert-nv12-to-bgr-by-nvidia-performance-primitives,,Convert NV12 to BGR by NVIDIA Performance Primitives,CC BY-SA 4.0,
317,"['javascript', 'c++', 'qt', 'ip-address', 'webassembly']","{'account_id': 441154, 'reputation': 1071, 'user_id': 831104, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/03eac6ed4dd9897eab456dc297d983aa?s=256&d=identicon&r=PG', 'display_name': 'ilya', 'link': 'https://stackoverflow.com/users/831104/ilya'}",True,352,,65699550.0,1,3,1610531954,1608016853,,65301559,https://stackoverflow.com/questions/65301559/getting-server-ip-within-wasm-application,,Getting server IP within wasm application,CC BY-SA 4.0,
318,"['c++', 'string', 'char', 'reverse']","{'user_type': 'does_not_exist', 'display_name': 'user14686569'}",True,148,1608299954.0,65357715.0,3,0,1610501638,1608296347,1610501638.0,65357491,https://stackoverflow.com/questions/65357491/reverse-a-string-c,Not suitable for this site,Reverse a string C++,,
319,['c++'],"{'account_id': 20254568, 'reputation': 1, 'user_id': 14854715, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jD04O.png?s=256&g=1', 'display_name': 'ASDF1738', 'link': 'https://stackoverflow.com/users/14854715/asdf1738'}",True,58,,,2,0,1610469482,1608371591,1610469482.0,65368543,https://stackoverflow.com/questions/65368543/for-loop-only-executes-once-raising-a-number-to-another-number,,"For loop only executes once, raising a number to another number",CC BY-SA 4.0,
320,"['c++', 'opengl', 'glew']","{'account_id': 18222275, 'reputation': 3107, 'user_id': 13262787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a14b4bf5d5658e20b5d8b85d8e4aafac?s=256&d=identicon&r=PG&f=1', 'display_name': 'Serket', 'link': 'https://stackoverflow.com/users/13262787/serket'}",False,201,,,1,1,1610418760,1608920639,1610347263.0,65450669,https://stackoverflow.com/questions/65450669/why-do-i-need-to-link-against-opengl32-when-i-have-glew32,,Why do I need to link against opengl32 when I have glew32?,CC BY-SA 4.0,
321,"['c++', 'binary-search']","{'account_id': 19613280, 'reputation': 84, 'user_id': 14355379, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3371622199571588/picture?type=large', 'display_name': 'Eric Echemane', 'link': 'https://stackoverflow.com/users/14355379/eric-echemane'}",True,101,,,2,0,1610406763,1607761419,,65262954,https://stackoverflow.com/questions/65262954/binary-search-segmentation-fault-in-c,,binary search segmentation fault in c++,CC BY-SA 4.0,
322,"['c++', 'arrays']","{'account_id': 19778941, 'reputation': 11, 'user_id': 14484330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91c3780487a8592277e1e612eba027e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Napole', 'link': 'https://stackoverflow.com/users/14484330/napole'}",True,132,,65195581.0,2,-2,1610406697,1607415535,1607416039.0,65195382,https://stackoverflow.com/questions/65195382/find-smallest-element-in-array,,Find smallest element in array,CC BY-SA 4.0,
323,"['c++', 'template-specialization']","{'account_id': 12635760, 'reputation': 2492, 'user_id': 9185253, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/114451586026362/picture?type=large', 'display_name': 'Maestro', 'link': 'https://stackoverflow.com/users/9185253/maestro'}",True,98,,65675322.0,1,1,1610403356,1609107092,1609107506.0,65470965,https://stackoverflow.com/questions/65470965/as-long-as-i-can-provide-a-hasher-function-for-my-types-why-i-need-to-specialize,,As long as I can provide a hasher function for my types why I need to specialize std::hash for my types?,CC BY-SA 4.0,
324,"['c++', 'templates', 'set']","{'account_id': 1941777, 'reputation': 2847, 'user_id': 1747834, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/cea2583950ba41bcbbac8c8705ec1965?s=256&d=identicon&r=PG', 'display_name': 'Mikhail T.', 'link': 'https://stackoverflow.com/users/1747834/mikhail-t'}",True,170,,65673008.0,2,2,1610391790,1608665387,1608666304.0,65414765,https://stackoverflow.com/questions/65414765/how-to-implement-a-template-common-for-maps-and-sets,,How to implement a template common for maps and sets?,CC BY-SA 4.0,
325,"['c++', 'templates', 'stl']","{'account_id': 1941777, 'reputation': 2847, 'user_id': 1747834, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/cea2583950ba41bcbbac8c8705ec1965?s=256&d=identicon&r=PG', 'display_name': 'Mikhail T.', 'link': 'https://stackoverflow.com/users/1747834/mikhail-t'}",True,317,,65672076.0,4,4,1610389120,1609129557,1609134728.0,65472996,https://stackoverflow.com/questions/65472996/template-distinguishing-between-maps-and-sets,,Template distinguishing between maps and sets,CC BY-SA 4.0,
326,"['c++', 'arm', 'illegal-instruction']","{'account_id': 133259, 'reputation': 11390, 'user_id': 334493, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/93ad7552a203f15cfa3776d5d53a7d5a?s=256&d=identicon&r=PG', 'display_name': 'Benoit Duffez', 'link': 'https://stackoverflow.com/users/334493/benoit-duffez'}",True,434,,65670092.0,1,1,1610380091,1608318754,,65362654,https://stackoverflow.com/questions/65362654/understand-and-troubleshoot-sigill,,Understand and troubleshoot SIGILL,CC BY-SA 4.0,
327,"['c++', 'sql-injection', 'fgetc', 'secure-coding']","{'account_id': 20317044, 'reputation': 1, 'user_id': 14902689, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-r8XWM1bAXDk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckXjuuYB40u57l9Md-C-VtgAixAGw/s96-c/photo.jpg?sz=256', 'display_name': 'srikanth noti', 'link': 'https://stackoverflow.com/users/14902689/srikanth-noti'}",True,137,,,1,0,1610371037,1609177844,1610371037.0,65481842,https://stackoverflow.com/questions/65481842/how-to-avoid-second-order-sql-injection-attack-when-using-database-data-with-fge,,How to avoid second order sql injection attack when using database data with fgetc( stdin) in c++,CC BY-SA 4.0,
328,"['c++', 'vector']","{'account_id': 19861174, 'reputation': 123, 'user_id': 14549502, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjLz7ZM3jV9VOkr-jmYYwxZHoTGROXEm-To-EqEzQ=k-s256', 'display_name': 'ahmadalibin', 'link': 'https://stackoverflow.com/users/14549502/ahmadalibin'}",True,90,,65266357.0,1,0,1610334066,1607784011,1610334066.0,65266165,https://stackoverflow.com/questions/65266165/edit-data-structure-code-to-take-in-two-vectors,,Edit data structure code to take in two vectors,CC BY-SA 4.0,
329,"['c++', 'c++11', 'set', 'unordered-set']","{'account_id': 2785627, 'reputation': 1752, 'user_id': 2397118, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/7241c07b5e6a92c24c2e3e2af011153b?s=256&d=identicon&r=PG', 'display_name': 'Swiss Frank', 'link': 'https://stackoverflow.com/users/2397118/swiss-frank'}",False,17,,,1,0,1610254157,1606825992,1610254157.0,65090581,https://stackoverflow.com/questions/65090581/c-iterate-over-a-list-calling-a-method-that-deletes-its-list-member,,"C++: iterate over a list, calling a method that deletes its list member",CC BY-SA 4.0,
330,"['c++', 'dictionary', 'c++17', 'unordered-map', 'std-variant']","{'account_id': 1835172, 'reputation': 574, 'user_id': 1665711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58166ed8d91559a9d1ebb244752c95b8?s=256&d=identicon&r=PG', 'display_name': 'Keivan', 'link': 'https://stackoverflow.com/users/1665711/keivan'}",True,74,,65169212.0,1,0,1610254105,1607249626,1610254105.0,65166862,https://stackoverflow.com/questions/65166862/unordered-map-vs-map,,Unordered map vs map,CC BY-SA 4.0,
331,"['c++', 'c++17', 'argument-unpacking', 'structured-bindings']","{'account_id': 6794428, 'reputation': 305, 'user_id': 5230316, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-fcS6-4H8qvc/AAAAAAAAAAI/AAAAAAAAADA/EeMBt2gb7zc/photo.jpg?sz=256', 'display_name': 'Tahir Mahmood', 'link': 'https://stackoverflow.com/users/5230316/tahir-mahmood'}",True,155,1610249830.0,,2,1,1610249874,1607510696,1610249874.0,65215237,https://stackoverflow.com/questions/65215237/unpacking-array-values-to-class-variables-in-cpp,Duplicate,Unpacking array values to Class variables in Cpp,,
332,"['c++', 'c++17', 'variadic-functions']","{'account_id': 1698641, 'reputation': 823, 'user_id': 1559376, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/74db9b1afabcb3fa4cf0224ec5eb42f8?s=256&d=identicon&r=PG', 'display_name': 'Waldorf', 'link': 'https://stackoverflow.com/users/1559376/waldorf'}",True,141,,65218069.0,1,0,1610249084,1607521309,1610249084.0,65217972,https://stackoverflow.com/questions/65217972/how-to-wrap-c-types-into-a-list-for-variadic-arguments,,How to wrap C++ types into a list for variadic arguments,CC BY-SA 4.0,
