,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,migrated_from,community_owned_date,locked_date
401,"['c++', 'ios', 'box2d', 'collision']","{'account_id': 1261425, 'reputation': 1163, 'user_id': 1219610, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/7816351c97476e831d02049cc0195cc8?s=256&d=identicon&r=PG', 'display_name': 'Buron', 'link': 'https://stackoverflow.com/users/1219610/buron'}",True,842,,12543688.0,1,0,1516543900,1348212283,,12525962,https://stackoverflow.com/questions/12525962/how-to-make-joint-on-collision-in-box2d,,How to make joint on collision in box2d,CC BY-SA 3.0,,,,
402,"['c++', 'stl', 'set', 'std']","{'account_id': 952679, 'reputation': 3508, 'user_id': 978524, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/d0a76ecd6cb883fb10d2144f4d468eee?s=256&d=identicon&r=PG', 'display_name': 'KodeWarrior', 'link': 'https://stackoverflow.com/users/978524/kodewarrior'}",True,5442,,12648618.0,4,4,1516365155,1348874300,1516365155.0,12648516,https://stackoverflow.com/questions/12648516/find-for-stdset,,find() for std::set,CC BY-SA 3.0,,,,
403,"['c++', 'stl', 'std', 'inner-classes']","{'account_id': 33421, 'reputation': 5679, 'user_id': 93558, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/57e19e92a761fe6dc5cd055afbc1d941?s=256&d=identicon&r=PG', 'display_name': 'segfault', 'link': 'https://stackoverflow.com/users/93558/segfault'}",True,1969,,12533557.0,1,4,1516265441,1348241255,1516265441.0,12533541,https://stackoverflow.com/questions/12533541/iterator-not-accessible-because-of-private-inheritance,,Iterator not accessible because of private inheritance,CC BY-SA 3.0,,,,
404,"['c++', 'c', 'opencv']","{'account_id': 1671443, 'reputation': 151, 'user_id': 1537843, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e38ad5683acf5340b925f1e1013ce9a3?s=256&d=identicon&r=PG', 'display_name': 'Monceber', 'link': 'https://stackoverflow.com/users/1537843/monceber'}",True,7013,,12446136.0,1,3,1516224929,1347789175,1347795722.0,12445955,https://stackoverflow.com/questions/12445955/c-c-opencv-video-processing,,C/C++ OpenCV video processing,CC BY-SA 3.0,,,,
405,"['c#', 'c++', 'events', 'pinvoke']","{'account_id': 1874855, 'reputation': 113, 'user_id': 1696270, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/deb372ecb7439a2c87772ed525681246?s=256&d=identicon&r=PG', 'display_name': 'Achal Gupta', 'link': 'https://stackoverflow.com/users/1696270/achal-gupta'}",True,7617,,12576987.0,2,7,1515736963,1348552572,1348553123.0,12576944,https://stackoverflow.com/questions/12576944/triggering-event-in-c-from-c-dll,,Triggering event in C# from C++ DLL,CC BY-SA 3.0,,,,
406,"['c++', 'templates', 'c++11']","{'account_id': 537420, 'reputation': 1130, 'user_id': 905927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/290786897f51fbd76a589169d2170607?s=256&d=identicon&r=PG', 'display_name': 'rouzier', 'link': 'https://stackoverflow.com/users/905927/rouzier'}",True,654,,12571225.0,1,2,1515491431,1348512079,1515491431.0,12570921,https://stackoverflow.com/questions/12570921/how-to-write-a-generic-template-for-all-basic-string-instances,,How to write a generic template for all basic_string instances,CC BY-SA 3.0,,,,
407,"['c++', 'c++11']","{'account_id': 1528921, 'reputation': 12502, 'user_id': 1426649, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/b8f3e3968428bd663aea584352bc556c?s=256&d=identicon&r=PG', 'display_name': 'KnowItAllWannabe', 'link': 'https://stackoverflow.com/users/1426649/knowitallwannabe'}",True,5241,,12334918.0,3,43,1515380050,1347124059,,12332772,https://stackoverflow.com/questions/12332772/why-arent-container-move-assignment-operators-noexcept,,Why aren&#39;t container move assignment operators noexcept?,CC BY-SA 3.0,,,,
408,"['c++', 'compilation', 'g++', 'ubuntu-12.04']","{'account_id': 473684, 'reputation': 55717, 'user_id': 882932, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/KdHtK.png?s=256&g=1', 'display_name': 'Vincent', 'link': 'https://stackoverflow.com/users/882932/vincent'}",True,6584,,17576044.0,3,12,1514982963,1346714923,1492086159.0,12255058,https://stackoverflow.com/questions/12255058/g-4-7-1-compilation-error-conflicting-types-for-strsignal,,g++ 4.7.1 compilation error : conflicting types for ‘strsignal’,CC BY-SA 3.0,,,,
409,"['c++', 'opengl', 'glut']","{'account_id': 480174, 'reputation': 11857, 'user_id': 893254, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/e4417c43fd253cd5b52e2dd709e34b44?s=256&d=identicon&r=PG&f=1', 'display_name': 'FreelanceConsultant', 'link': 'https://stackoverflow.com/users/893254/freelanceconsultant'}",True,8454,,,4,7,1514328880,1346931680,1346948358.0,12299295,https://stackoverflow.com/questions/12299295/passing-1-argument-pointer-to-glutdisplayfunc,,Passing 1 argument (pointer) to glutDisplayFunc?,CC BY-SA 3.0,,,,
410,"['c++', 'serialization', 'load', 'save', 'c++builder']","{'account_id': 1537579, 'reputation': 379, 'user_id': 1433133, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/2a85e7110652efa9438530715ab4ea6e?s=256&d=identicon&r=PG', 'display_name': 'Darryl Janecek', 'link': 'https://stackoverflow.com/users/1433133/darryl-janecek'}",True,2677,,,2,1,1514054801,1347578589,1514054801.0,12416175,https://stackoverflow.com/questions/12416175/loading-and-saving-vectors-to-a-file,,Loading and Saving vectors to a file,CC BY-SA 3.0,,,,
411,"['c++', 'function', 'turbo-c']","{'account_id': 1891777, 'reputation': 101, 'user_id': 1709663, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f082b61d4c8d2f5d98eb4840ab24399?s=256&d=identicon&r=PG', 'display_name': 'user1709663', 'link': 'https://stackoverflow.com/users/1709663/user1709663'}",True,4572,1513880309.0,,4,10,1513880060,1349003983,1513879852.0,12660829,https://stackoverflow.com/questions/12660829/how-does-c-store-functions-and-objects-in-memory,Duplicate,How does C++ store functions and objects in memory?,,,,,
412,"['c++', 'python', 'c', 'boost', 'boost-python']","{'account_id': 1804463, 'reputation': 559, 'user_id': 1641913, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/2f952139648ce72ae6fc8623b4dcf644?s=256&d=identicon&r=PG', 'display_name': 'simon', 'link': 'https://stackoverflow.com/users/1641913/simon'}",True,8433,,12420419.0,2,15,1513523388,1347601896,1421077206.0,12418838,https://stackoverflow.com/questions/12418838/how-to-compile-static-library-with-fpic-from-boost-python,,How to compile static library with -fPIC from boost.python,CC BY-SA 3.0,,,,
413,"['c++', 'visual-studio-2010']","{'account_id': 1652410, 'reputation': 768, 'user_id': 1522718, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/21ce161622a1275168e1ac5622838822?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/1522718/john'}",True,4757,,12524202.0,1,2,1513450339,1348200998,1495540393.0,12524168,https://stackoverflow.com/questions/12524168/resolving-found-at-file-scope-missing-function-header-in-vs2010-c,,Resolving &quot;found &#39;{&#39; at file scope (missing function header?)&quot; in VS2010 C++,CC BY-SA 3.0,,,,
414,"['c++', 'c', 'arguments', 'connect']","{'account_id': 1194581, 'reputation': 263, 'user_id': 1166568, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/53b441bcfec47dc501f12951c6177d49?s=256&d=identicon&r=PG', 'display_name': 'flyjohny', 'link': 'https://stackoverflow.com/users/1166568/flyjohny'}",True,17091,,12261069.0,3,9,1513416660,1346749054,1513416660.0,12260003,https://stackoverflow.com/questions/12260003/connect-returns-invalid-argument-with-ipv6-address,,connect() returns &quot;invalid argument&quot; with ipv6 address,CC BY-SA 3.0,,,,
415,"['c++', 'gcc', 'unions', 'floating', 'strict-aliasing']","{'account_id': 1816446, 'reputation': 72, 'user_id': 1651437, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca743f38c3edab18ef930bb32122329a?s=256&d=identicon&r=PG', 'display_name': 'Rax', 'link': 'https://stackoverflow.com/users/1651437/rax'}",True,274,,,2,2,1513339231,1346923933,1513339231.0,12297049,https://stackoverflow.com/questions/12297049/does-this-union-break-strict-aliasing-what-about-floating-point-registers,,Does this union break strict aliasing? What about floating point registers,CC BY-SA 3.0,,,,
416,"['c++', 'client', 'gsoap']","{'account_id': 8523, 'reputation': 1880, 'user_id': 15422, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nuno', 'link': 'https://stackoverflow.com/users/15422/nuno'}",True,507,,,2,13,1513139101,1347671509,1592644375.0,12433719,https://stackoverflow.com/questions/12433719/gsoap-shared-data-types-between-interfaces,,gSoap shared data types between interfaces,CC BY-SA 4.0,,,,
417,"['c++', 'performance', 'opencv', 'matrix-multiplication', 'eigen']","{'account_id': 1696092, 'reputation': 490, 'user_id': 1557444, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/a1e9b47eed35f83916d36bf2635e2cff?s=256&d=identicon&r=PG', 'display_name': 'min.yong.yoon', 'link': 'https://stackoverflow.com/users/1557444/min-yong-yoon'}",True,9547,,,3,6,1512995877,1348647369,1512995877.0,12597397,https://stackoverflow.com/questions/12597397/fastest-way-to-calculate-minimum-euclidean-distance-between-two-matrices-contain,,Fastest way to calculate minimum euclidean distance between two matrices containing high dimensional vectors,CC BY-SA 3.0,,,,
418,"['c++', 'visual-c++', 'c++11', 'visual-studio-2012']","{'account_id': 1136095, 'reputation': 10122, 'user_id': 1121143, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/cda9ff7487b553eb5af7e5ca39a78938?s=256&d=identicon&r=PG', 'display_name': 'Dante', 'link': 'https://stackoverflow.com/users/1121143/dante'}",True,655,,12338620.0,1,3,1512882765,1347158683,1347317879.0,12336128,https://stackoverflow.com/questions/12336128/visual-studio-2012-c-intellisense-comments-for-std-possible,,Visual Studio 2012 c++ intellisense comments for std possible?,CC BY-SA 3.0,,,,
419,"['c++', 'c', 'bison', 'yacc', 'lex']","{'account_id': 1861373, 'reputation': 1098, 'user_id': 1685917, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/f5f38cc499eed1b32b71f09f778dfbf1?s=256&d=identicon&r=PG', 'display_name': 'CJAN.LEE', 'link': 'https://stackoverflow.com/users/1685917/cjan-lee'}",True,234,,12526259.0,1,1,1511123604,1348213084,1348307647.0,12526153,https://stackoverflow.com/questions/12526153/put-the-code-generated-by-flex-to-a-normal-c-program,,Put the code generated by flex to a normal C++ program,CC BY-SA 3.0,,,,
420,['c++'],"{'account_id': 1754671, 'reputation': 453, 'user_id': 1602984, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/2e2cad24b980736f12b00ad3897706f2?s=256&d=identicon&r=PG', 'display_name': 'barssala', 'link': 'https://stackoverflow.com/users/1602984/barssala'}",True,1165,,12455969.0,5,2,1510842579,1347872069,1510842579.0,12455931,https://stackoverflow.com/questions/12455931/using-char-in-stdstrcpy,,Using char* in std::strcpy,CC BY-SA 3.0,,,,
421,"['c++', 'qt', 'filesystems', 'mount', 'dbus']","{'account_id': 28616, 'reputation': 971, 'user_id': 76591, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/50396dbdf45aa0fcc9dc025b66da12e3?s=256&d=identicon&r=PG', 'display_name': 'tfl', 'link': 'https://stackoverflow.com/users/76591/tfl'}",True,1903,,12465347.0,1,3,1510644709,1347813860,,12448736,https://stackoverflow.com/questions/12448736/qt-dbus-mount-filesystem,,QT DBUS mount filesystem,CC BY-SA 3.0,,,,
422,"['c++', 'linux', 'visual-studio-2010', 'memory-management']","{'account_id': 363400, 'reputation': 317, 'user_id': 707126, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ivan', 'link': 'https://stackoverflow.com/users/707126/ivan'}",True,31921,,,4,10,1510427940,1347922633,1510427303.0,12468194,https://stackoverflow.com/questions/12468194/how-to-read-the-debug-memory-window-in-visual-studio,,How to read the debug memory window in Visual Studio,CC BY-SA 3.0,,,,
423,"['c++', 'string', 'swig']","{'account_id': 1747153, 'reputation': 1975, 'user_id': 1597059, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/AEZlG.png?s=256&g=1', 'display_name': 'A23149577', 'link': 'https://stackoverflow.com/users/1597059/a23149577'}",True,8473,,12426701.0,1,4,1510049856,1346590736,1510049856.0,12236150,https://stackoverflow.com/questions/12236150/string-arguments-are-not-recognized-by-swig,,string arguments are not recognized by SWIG,CC BY-SA 3.0,,,,
424,"['c++', 'struct', 'constructor', 'header']","{'account_id': 1753120, 'reputation': 307, 'user_id': 1601771, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/928b65aa9416ebdac3d5c170113eb840?s=256&d=identicon&r=PG', 'display_name': 'Nadin Haddad', 'link': 'https://stackoverflow.com/users/1601771/nadin-haddad'}",True,21906,1440519384.0,12408390.0,4,10,1509883163,1347545578,1440516822.0,12408285,https://stackoverflow.com/questions/12408285/should-i-implement-a-struct-with-constructor-in-header-or-source-file,Duplicate,Should I implement a struct with constructor in header or source file?,,,,,
425,"['c++', 'constructor', 'c++11', 'variable-assignment', 'move']","{'account_id': 1889386, 'reputation': 109, 'user_id': 1707883, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e286941dd9d75c07edb6b4a156208e11?s=256&d=identicon&r=PG', 'display_name': 'Abdulrhman', 'link': 'https://stackoverflow.com/users/1707883/abdulrhman'}",True,3408,,12653520.0,3,5,1509566221,1348906151,1349139657.0,12651063,https://stackoverflow.com/questions/12651063/the-efficient-way-to-write-move-copy-and-move-assignment-constructors,,The efficient way to write move copy and move assignment constructors,CC BY-SA 3.0,,,,
426,"['c++', 'windows', 'opengl', 'truetype']","{'account_id': 1143205, 'reputation': 217, 'user_id': 1126571, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2c13f42ba0acae60fe2d6cd7d13d27c6?s=256&d=identicon&r=PG', 'display_name': 'aronsatie', 'link': 'https://stackoverflow.com/users/1126571/aronsatie'}",True,2153,,,2,14,1509417435,1346851043,1346851952.0,12282349,https://stackoverflow.com/questions/12282349/converting-truetype-glyphs-to-opengl-polygons,,Converting truetype glyphs to OpenGL polygons,CC BY-SA 3.0,,,,
427,"['c++', 'shared-ptr', 'weak-ptr', 'cyclic-reference']","{'account_id': 1205077, 'reputation': 235, 'user_id': 1535728, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6fdb58ee777ca61d910e8de06fece8b9?s=256&d=identicon&r=PG', 'display_name': 'zeropoint', 'link': 'https://stackoverflow.com/users/1535728/zeropoint'}",True,10520,,12338888.0,2,9,1509045130,1347185658,1347192204.0,12338226,https://stackoverflow.com/questions/12338226/shared-ptr-and-cyclic-references,,shared_ptr and cyclic references,CC BY-SA 3.0,,,,
428,"['c++', 'c', 'compression', 'zip', 'archive']","{'account_id': 24060, 'reputation': 4279, 'user_id': 60910, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/0019de03604bfee60d3a68645d9aef29?s=256&d=identicon&r=PG', 'display_name': 'Glen Low', 'link': 'https://stackoverflow.com/users/60910/glen-low'}",True,965,,12393597.0,1,6,1509026188,1347445163,,12385984,https://stackoverflow.com/questions/12385984/can-zip-files-be-sparse-non-contiguous,,Can zip files be sparse/non-contiguous?,CC BY-SA 3.0,,,,
429,"['c++', 'c', 'matrix']","{'account_id': 36794, 'reputation': 13150, 'user_id': 105037, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/108e52df3c0525bf214379581d8d9e71?s=256&d=identicon&r=PG', 'display_name': 'Serg', 'link': 'https://stackoverflow.com/users/105037/serg'}",True,39480,,12289513.0,3,20,1508852597,1346876834,,12289235,https://stackoverflow.com/questions/12289235/simple-and-fast-matrix-vector-multiplication-in-c-c,,Simple and fast matrix-vector multiplication in C / C++,CC BY-SA 3.0,,,,
430,"['java', 'c++', 'windows', 'java-access-bridge']","{'account_id': 952632, 'reputation': 15457, 'user_id': 978486, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/mEjSr.jpg?s=256&g=1', 'display_name': 'ManuelSchneid3r', 'link': 'https://stackoverflow.com/users/978486/manuelschneid3r'}",True,772,,12736574.0,2,2,1508338181,1348693835,1508338181.0,12610451,https://stackoverflow.com/questions/12610451/how-do-i-install-the-java-access-bridge,,How do I install the Java Access Bridge?,CC BY-SA 3.0,,,,
431,"['c++', 'graphics']","{'account_id': 1793238, 'reputation': 61, 'user_id': 1633207, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9a370af126f112d81d1577b5ed4ee760?s=256&d=identicon&r=PG', 'display_name': 'Siddhartha Sinha', 'link': 'https://stackoverflow.com/users/1633207/siddhartha-sinha'}",True,5538,,12235225.0,2,1,1508072155,1346575031,1346576042.0,12234515,https://stackoverflow.com/questions/12234515/alternative-approach-to-clearing-graphics,,Alternative approach to clearing graphics,CC BY-SA 3.0,,,,
432,"['c++', 'performance', 'memory-management', 'gcc']","{'user_type': 'does_not_exist', 'display_name': 'anon'}",True,96659,,12265928.0,2,791,1507723698,1346766691,1347980380.0,12264970,https://stackoverflow.com/questions/12264970/why-is-my-program-slow-when-looping-over-exactly-8192-elements,,Why is my program slow when looping over exactly 8192 elements?,CC BY-SA 3.0,1348160343.0,,,
433,"['c++', 'data-structures', 'ropes']","{'account_id': 259071, 'reputation': 200645, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",True,2641,,,2,3,1507520273,1346866477,1507520273.0,12286841,https://stackoverflow.com/questions/12286841/trouble-implementing-a-rope-data-structure-in-c,,Trouble implementing a &quot;rope&quot; data structure in C++,CC BY-SA 3.0,,,,
434,['c++'],"{'account_id': 1658341, 'reputation': 1073, 'user_id': 1527216, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/d41e0f9dd08a4771532533551d0d7741?s=256&d=identicon&r=PG', 'display_name': 'user1527216', 'link': 'https://stackoverflow.com/users/1527216/user1527216'}",True,26969,,12403796.0,4,14,1507275652,1347529962,1347530487.0,12403659,https://stackoverflow.com/questions/12403659/can-you-compare-objects-by-address-for-equality,,Can you compare objects by address for equality?,CC BY-SA 3.0,,,,
435,"['c++', 'image', 'image-processing']","{'account_id': 916612, 'reputation': 4080, 'user_id': 949275, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/7ef686aab739efeabafb80de7f796440?s=256&d=identicon&r=PG', 'display_name': 'mugetsu', 'link': 'https://stackoverflow.com/users/949275/mugetsu'}",True,3788,,12273365.0,6,2,1507241272,1346805004,1346806805.0,12273047,https://stackoverflow.com/questions/12273047/most-efficient-method-to-pad-black-border-around-image-in-c,,most efficient method to pad black border around image in C++,CC BY-SA 3.0,,,,
436,"['c++', 'vector', 'iterator', 'partial-classes']","{'account_id': 446449, 'reputation': 2545, 'user_id': 839501, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/SOU8c.png?s=256&g=1', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/839501/dan'}",True,5637,,12290508.0,2,3,1507109914,1346882761,1346883845.0,12290467,https://stackoverflow.com/questions/12290467/how-to-add-an-initializer-list-constructor-to-stl-vector,,How to add an Initializer List constructor to STL vector,CC BY-SA 3.0,,,,
437,['c++'],"{'account_id': 1810918, 'reputation': 343, 'user_id': 1647008, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/a655ef5290e6ca2c82b0f7d84f348d5b?s=256&d=identicon&r=PG', 'display_name': 'user1647008', 'link': 'https://stackoverflow.com/users/1647008/user1647008'}",True,4153,1346795523.0,,4,2,1507060372,1346794683,1495535692.0,12271700,https://stackoverflow.com/questions/12271700/how-can-i-store-a-128-bit-number-in-c,exact duplicate,How can i store a 128 bit number in c++?,,,,,
438,"['c++', 'protocol-buffers']","{'account_id': 1226968, 'reputation': 161, 'user_id': 1192342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/072a04bd60170a3353c1f1d4228d914e?s=256&d=identicon&r=PG', 'display_name': 'almagest', 'link': 'https://stackoverflow.com/users/1192342/almagest'}",True,10935,,12616147.0,3,8,1507040323,1348570238,1348572548.0,12581435,https://stackoverflow.com/questions/12581435/protocol-buffers-saving-data-to-disk-loading-back-issue,,Protocol Buffers; saving data to disk &amp; loading back issue,CC BY-SA 3.0,,,,
439,"['c++', 'dll']","{'account_id': 1478122, 'reputation': 551, 'user_id': 1388045, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/30bf9702255529b00239eb706b50d7b8?s=256&d=identicon&r=PG', 'display_name': 'RiskX', 'link': 'https://stackoverflow.com/users/1388045/riskx'}",True,7853,,,4,0,1507039437,1347639885,,12428423,https://stackoverflow.com/questions/12428423/access-violation-exception-when-using-a-dll-function,,Access violation exception when using a DLL function,CC BY-SA 3.0,,,,
440,"['c++', 'visual-c++']","{'account_id': 1136095, 'reputation': 10122, 'user_id': 1121143, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/cda9ff7487b553eb5af7e5ca39a78938?s=256&d=identicon&r=PG', 'display_name': 'Dante', 'link': 'https://stackoverflow.com/users/1121143/dante'}",True,26949,,,9,30,1507034709,1347677256,1480092361.0,12434123,https://stackoverflow.com/questions/12434123/how-to-include-the-stdafx-h-from-the-root-directory,,How to include the stdafx.h from the root directory?,CC BY-SA 3.0,,,,
441,"['c++', 'winapi', 'multiple-monitors', 'gdi']","{'account_id': 449124, 'reputation': 19860, 'user_id': 843732, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/8e7b3eb1f6bb311c47610a9d230485f0?s=256&d=identicon&r=PG', 'display_name': 'c00000fd', 'link': 'https://stackoverflow.com/users/843732/c00000fd'}",False,795,,,1,0,1506983690,1347872749,,12456124,https://stackoverflow.com/questions/12456124/wm-paint-message-and-enumdisplaymonitors,,WM_PAINT message and EnumDisplayMonitors,CC BY-SA 3.0,,,,
442,"['c++', 'opencv', 'gaussian', 'mixture-model', 'expectation-maximization']","{'account_id': 1714680, 'reputation': 3402, 'user_id': 1572032, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/ea0597078448c718d9101a7030ed3f4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'E_learner', 'link': 'https://stackoverflow.com/users/1572032/e-learner'}",False,1321,,,0,0,1506184640,1348044064,1506184640.0,12491183,https://stackoverflow.com/questions/12491183/opencv-get-expectation-maximization-em-using-gaussian-mixture-model-gmm,,Opencv: Get Expectation Maximization (EM) using Gaussian Mixture Model ( GMM),CC BY-SA 3.0,,,,
443,"['c++', 'list', 'pointers', 'iterator']","{'account_id': 104746, 'reputation': 10966, 'user_id': 279858, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/05fd26fbba26ef18da572bbc02400ef6?s=256&d=identicon&r=PG', 'display_name': 'Bill Cheatham', 'link': 'https://stackoverflow.com/users/279858/bill-cheatham'}",True,2329,,12479525.0,4,5,1506132306,1347978732,1348018810.0,12479137,https://stackoverflow.com/questions/12479137/remove-item-from-a-list-using-its-pointer,,Remove item from a list using its pointer,CC BY-SA 3.0,,,,
444,"['c++', 'genome', 'fgetpos', 'large-data']","{'account_id': 1474624, 'reputation': 254, 'user_id': 1385342, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/UI1RZ.png?s=256&g=1', 'display_name': 'HodorTheCoder', 'link': 'https://stackoverflow.com/users/1385342/hodorthecoder'}",True,298,,12628973.0,1,0,1506060565,1348773387,1506102294.0,12628563,https://stackoverflow.com/questions/12628563/skipping-first-half-of-a-59gb-fastq-file-to-process-last-half-read-line-by-line,,"skipping first half of a 59GB fastq file to process last half: read line-by-line, or fgetpos?",CC BY-SA 3.0,,,,
445,"['java', 'c++', 'programming-languages', 'large-data']","{'account_id': 1582023, 'reputation': 3348, 'user_id': 1467202, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/a08ba466953435a072ca8a285a58a736?s=256&d=identicon&r=PG', 'display_name': 'kjh', 'link': 'https://stackoverflow.com/users/1467202/kjh'}",True,117,1358462660.0,12595224.0,2,1,1506060549,1348637929,1506102294.0,12595164,https://stackoverflow.com/questions/12595164/possible-plausible-to-build-a-program-with-multiple-languages,not constructive,Possible/Plausible to build a program with multiple languages?,,,,,
446,"['c++', 'variables', 'initialization']","{'account_id': 1288017, 'reputation': 173, 'user_id': 1687896, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/eb0f84d8487432c4c15d3eeb8445a175?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/1687896/david'}",True,23147,,12541093.0,2,1,1506022771,1348292365,1506022771.0,12541061,https://stackoverflow.com/questions/12541061/variable-being-used-without-being-initialized,,Variable being used without being initialized,CC BY-SA 3.0,,,,
447,"['c++', 'directx', 'hlsl', 'directx-11', 'directcompute']","{'account_id': 121634, 'reputation': 469, 'user_id': 314875, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/c0200bd0c8bb60efdcd47dc12baf496b?s=256&d=identicon&r=PG', 'display_name': 'Zach H', 'link': 'https://stackoverflow.com/users/314875/zach-h'}",False,1981,,,1,7,1505746258,1347483072,1347551500.0,12396027,https://stackoverflow.com/questions/12396027/hlsl-buffer-stride-and-threading-what-is-happening-here,,HLSL buffer stride and threading - what is happening here?,CC BY-SA 3.0,,,,
448,"['c++', 'rtti', 'virtual-functions', 'branch-prediction']","{'account_id': 1107379, 'reputation': 3306, 'user_id': 1098524, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/c997b206ec650551574f4bf4f50c79ff?s=256&d=identicon&r=PG', 'display_name': 'owagh', 'link': 'https://stackoverflow.com/users/1098524/owagh'}",True,287,,12502179.0,2,5,1505731392,1348084880,1348085887.0,12502005,https://stackoverflow.com/questions/12502005/is-there-a-way-to-acces-rtti-directly-in-c-to-improve-branch-prediction-in-vir,,Is there a way to acces RTTI directly in c++ to improve branch prediction in virtual calls?,CC BY-SA 3.0,,,,
