,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,community_owned_date,closed_date,closed_reason,migrated_from
556,"['c++', 'boost', 'gzip']","{'account_id': 1224825, 'reputation': 71, 'user_id': 1190613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c63a29740b3be501ba8e4a9696f176c?s=256&d=identicon&r=PG', 'display_name': 'Goir', 'link': 'https://stackoverflow.com/users/1190613/goir'}",False,478,0,4,1485951295,1328446974,1485951295.0,9149460,CC BY-SA 3.0,https://stackoverflow.com/questions/9149460/boost-gzip-decompressor-segmentation-fault-on-free,boost gzip_decompressor() Segmentation fault on free(),,,,,,
557,"['c#', 'c++', 'com', 'activex', 'regfreecom']","{'account_id': 45185, 'reputation': 4042, 'user_id': 133098, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/6b30fbc4d480cfe31b7b09d8242a1c69?s=256&d=identicon&r=PG', 'display_name': 'Hemant Kothiyal', 'link': 'https://stackoverflow.com/users/133098/hemant-kothiyal'}",True,5498,2,6,1485949609,1328786276,1328787456.0,9209910,CC BY-SA 3.0,https://stackoverflow.com/questions/9209910/how-to-use-registration-free-com-dll-in-dot-net,How to use Registration free COM dll in dot net,,,,,,
558,"['c++', 'winapi', 'crypt', 'winverifytrust']","{'account_id': 426902, 'reputation': 550, 'user_id': 808385, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/29e35ca64ae638688326f5d95b658a5c?s=256&d=identicon&r=PG', 'display_name': 'SNyamathi', 'link': 'https://stackoverflow.com/users/808385/snyamathi'}",True,4134,2,1,1485863254,1329554401,1485863254.0,9339842,CC BY-SA 3.0,https://stackoverflow.com/questions/9339842/verify-digital-signature-within-system32-drivers-folder,Verify digital signature within system32/drivers folder,9342928.0,,,,,
559,"['java', 'c++', 'sockets', 'client-server']","{'account_id': 1189283, 'reputation': 1419, 'user_id': 1162522, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4e8448105c91ff3d2b9d23bc546e6a43?s=256&d=identicon&r=PG', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/1162522/alex'}",True,576,3,1,1485856657,1328475012,1485856657.0,9152896,CC BY-SA 3.0,https://stackoverflow.com/questions/9152896/how-can-i-implement-a-good-client-server-approach,How can I implement a good Client-Server approach?,9153063.0,,,,,
560,"['c++', 'qt']","{'account_id': 118823, 'reputation': 340, 'user_id': 310122, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6a92b266f28103a89699881969e98222?s=256&d=identicon&r=PG', 'display_name': 'Vordok', 'link': 'https://stackoverflow.com/users/310122/vordok'}",True,2051,2,0,1485654269,1328199729,1485654269.0,9115866,CC BY-SA 3.0,https://stackoverflow.com/questions/9115866/issue-with-qlineedit,Issue with QLineEdit,9117833.0,,,,,
561,"['c++', 'windows', 'multithreading', 'winapi', 'unmanaged']","{'account_id': 19400, 'reputation': 3539, 'user_id': 45459, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/aeuu5.jpg?s=256&g=1', 'display_name': 'Michael Kelley', 'link': 'https://stackoverflow.com/users/45459/michael-kelley'}",True,11955,3,16,1485552783,1329763903,1495539194.0,9366722,CC BY-SA 3.0,https://stackoverflow.com/questions/9366722/how-to-get-the-name-of-a-win32-thread,How to get the name of a Win32 Thread?,41902967.0,,,,,
562,"['c++', 'regex', 'string']","{'account_id': 1028610, 'reputation': 710, 'user_id': 1037361, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/1943d017d32f66ecf9f12ee742758240?s=256&d=identicon&r=PG', 'display_name': 'CodersSC', 'link': 'https://stackoverflow.com/users/1037361/coderssc'}",False,426,0,0,1485501010,1329131285,1485501010.0,9259432,CC BY-SA 3.0,https://stackoverflow.com/questions/9259432/c-strings-regular-expression,C++ STRINGS regular expression,,,,,,
563,"['c++', 'opengl', '2d', 'shadow', 'light']","{'account_id': 1222130, 'reputation': 2591, 'user_id': 1188570, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/254ec9bd247da80c5bb9641dd90420fd?s=256&d=identicon&r=PG', 'display_name': 'ewooycom', 'link': 'https://stackoverflow.com/users/1188570/ewooycom'}",True,3377,1,0,1485089715,1328308690,1328310475.0,9136467,CC BY-SA 3.0,https://stackoverflow.com/questions/9136467/opengl-c-sdl-2d-shadows,OpenGL C++ SDL 2D Shadows,,,,,,
564,"['c++', 'algorithm', 'set', 'time-complexity', 'set-intersection']","{'account_id': 1145818, 'reputation': 1182, 'user_id': 1128609, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/0c41c88167ae3bbad217cfb0657f7707?s=256&d=identicon&r=PG', 'display_name': 'Farzam', 'link': 'https://stackoverflow.com/users/1128609/farzam'}",True,3081,1,10,1484654173,1328858967,1484654173.0,9224253,CC BY-SA 3.0,https://stackoverflow.com/questions/9224253/what-is-the-complexity-of-set-intersection-in-c,What is the complexity of set_intersection in C++?,9224390.0,,,,,
565,"['c++', 'dll', 'compilation', 'compiler-errors', 'linker-errors']","{'account_id': 233438, 'reputation': 2394, 'user_id': 498915, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7c145804e69d843f300edc0a03b41a34?s=256&d=identicon&r=PG', 'display_name': 'Ultratrunks', 'link': 'https://stackoverflow.com/users/498915/ultratrunks'}",True,20542,4,8,1484620228,1328650143,1328651309.0,9184253,CC BY-SA 3.0,https://stackoverflow.com/questions/9184253/cant-get-by-dllmain-already-defined-error,Can&#39;t get by &quot;DllMain already defined&quot; error,9217749.0,,,,,
566,"['c#', 'c++', 'byte', 'jagged-arrays', 'uint']","{'account_id': 959884, 'reputation': 1468, 'user_id': 1308616, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/04aec969ee650e180ce48f721cf37a7e?s=256&d=identicon&r=PG', 'display_name': 'Casper Thule Hansen', 'link': 'https://stackoverflow.com/users/1308616/casper-thule-hansen'}",True,1755,1,0,1484593385,1330073379,1484593385.0,9427849,CC BY-SA 3.0,https://stackoverflow.com/questions/9427849/jagged-uint8-array-convert-to-c-byte,Jagged Uint8 array convert to C# byte,9521348.0,,,,,
567,"['c++', 'unordered-map', 'remove-if']","{'account_id': 348804, 'reputation': 11608, 'user_id': 683710, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/NNKIH.jpg?s=256&g=1', 'display_name': 'Nordl&#246;w', 'link': 'https://stackoverflow.com/users/683710/nordl%c3%b6w'}",True,15800,2,30,1484313693,1328786711,,9210014,CC BY-SA 3.0,https://stackoverflow.com/questions/9210014/remove-elements-from-an-unordered-map-fulfilling-a-predicate,Remove Elements from an Unordered Map Fulfilling a Predicate,9210110.0,,,,,
568,"['c++', 'xcode', 'c++11', 'clang']","{'account_id': 28416, 'reputation': 34040, 'user_id': 75889, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/37aa3ec65ec47c5a3f9e2a80534837f3?s=256&d=identicon&r=PG', 'display_name': 'StackedCrooked', 'link': 'https://stackoverflow.com/users/75889/stackedcrooked'}",True,28572,2,25,1484255875,1329608816,1484255875.0,9345271,CC BY-SA 3.0,https://stackoverflow.com/questions/9345271/xcode-4-3-and-c11-include-paths,Xcode 4.3 and C++11 include paths,9345416.0,,,,,
569,"['c++', 'compiler-errors', 'g++', 'header-files']","{'account_id': 469311, 'reputation': 1394, 'user_id': 1172709, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ac9104501f76bf62f739b4e69c210fa9?s=256&d=identicon&r=PG', 'display_name': 'Austin Moore', 'link': 'https://stackoverflow.com/users/1172709/austin-moore'}",True,9714,2,7,1484033009,1329133312,1484033009.0,9259874,CC BY-SA 3.0,https://stackoverflow.com/questions/9259874/g-compiler-error-synthesized-method-first-required-here,G++ compiler error - Synthesized method first required here,9259908.0,,,,,
570,"['c++', 'data-structures', 'stl', 'dictionary']","{'account_id': 1204613, 'reputation': 2223, 'user_id': 1174574, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/4fd52cac9ebbaebbc38d5e4148d2f2a8?s=256&d=identicon&r=PG', 'display_name': 'that_guy', 'link': 'https://stackoverflow.com/users/1174574/that-guy'}",True,9709,5,1,1483875193,1329602085,1329658476.0,9344468,CC BY-SA 3.0,https://stackoverflow.com/questions/9344468/how-to-implement-c-dictionary-data-structure-without-using-stl,How to implement C++ dictionary data structure without using STL,9349499.0,,,,,
571,"['c++', 'websocket', 'handshake']","{'account_id': 435630, 'reputation': 71, 'user_id': 822322, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d610b8dd9289e83b51b22e27f2e680d6?s=256&d=identicon&r=PG', 'display_name': 'yoyo-yuan', 'link': 'https://stackoverflow.com/users/822322/yoyo-yuan'}",True,2369,1,1,1483740397,1328798204,,9212793,CC BY-SA 3.0,https://stackoverflow.com/questions/9212793/websocket-handshake,websocket handshake,,,,,,
572,"['c++', 'boost', 'types']","{'account_id': 1172054, 'reputation': 347, 'user_id': 1149009, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4416384ffc5f4cfa8fb4069aadc254f4?s=256&d=identicon&r=PG', 'display_name': 'Kron', 'link': 'https://stackoverflow.com/users/1149009/kron'}",True,13476,2,9,1483383415,1328141713,1483383415.0,9105381,CC BY-SA 3.0,https://stackoverflow.com/questions/9105381/boost-any-get-original-type,Boost.Any get original type,9105651.0,,,,,
573,"['c++', 'c', 'variadic', 'variadic-functions']","{'account_id': 1253610, 'reputation': 131, 'user_id': 1213526, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neddie', 'link': 'https://stackoverflow.com/users/1213526/neddie'}",True,5290,3,13,1483218097,1329386854,,9309246,CC BY-SA 3.0,https://stackoverflow.com/questions/9309246/repeated-use-of-a-variadic-function-argument-doesnt-work,Repeated use of a variadic function argument doesn&#39;t work,,,,,,
574,['c++'],"{'account_id': 1025908, 'reputation': 1165, 'user_id': 1035219, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/e90c44ecd399c585f25bcf801c623013?s=256&d=identicon&r=PG', 'display_name': 'nulltorpedo', 'link': 'https://stackoverflow.com/users/1035219/nulltorpedo'}",True,1317,6,4,1483217885,1328836768,,9221458,CC BY-SA 3.0,https://stackoverflow.com/questions/9221458/what-does-value-assignment-to-a-function-do-on-a-virtual-function,what does value assignment to a function do? On a virtual function,9221466.0,,,,,
575,"['c++', 'compilation', 'header-files']","{'account_id': 1238328, 'reputation': 2340, 'user_id': 1201456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b33a546c937f65ce7ef0f29ca0f6a84d?s=256&d=identicon&r=PG', 'display_name': 'nickelpro', 'link': 'https://stackoverflow.com/users/1201456/nickelpro'}",True,24164,7,45,1483025400,1328860910,1483025400.0,9224537,CC BY-SA 3.0,https://stackoverflow.com/questions/9224537/c-c-header-and-implementation-files-how-do-they-work,C/C++ header and implementation files: How do they work?,9224641.0,,,,,
576,"['c++', 'boost', 'c++11', 'metaprogramming']","{'account_id': 255458, 'reputation': 2575, 'user_id': 535522, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/dcc01bf257434d56ea213358ad0c037a?s=256&d=identicon&r=PG', 'display_name': 'pascal', 'link': 'https://stackoverflow.com/users/535522/pascal'}",True,1199,1,2,1482989853,1328243491,1328271099.0,9123712,CC BY-SA 3.0,https://stackoverflow.com/questions/9123712/transform-tuple-type,Transform tuple type,9123810.0,,,,,
577,"['c++', 'shared-ptr', 'tr1']","{'account_id': 1171055, 'reputation': 1261, 'user_id': 1148237, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/988c253cd47325e4e128f246a36425a3?s=256&d=identicon&r=PG', 'display_name': 'purepureluck', 'link': 'https://stackoverflow.com/users/1148237/purepureluck'}",True,36426,4,41,1482902952,1328731929,1367492550.0,9200664,CC BY-SA 3.0,https://stackoverflow.com/questions/9200664/how-is-the-stdtr1shared-ptr-implemented,How is the std::tr1::shared_ptr implemented?,9201435.0,,,,,
578,"['c++', 'eclipse', 'opengl', 'pure-virtual', 'ftgl']","{'account_id': 1260589, 'reputation': 16584, 'user_id': 1218980, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75c6b54df38abce7b1c35f499a1d4a67?s=256&d=identicon&r=PG', 'display_name': 'Emile Bergeron', 'link': 'https://stackoverflow.com/users/1218980/emile-bergeron'}",True,3417,3,1,1482901326,1329641933,1495540889.0,9347926,CC BY-SA 3.0,https://stackoverflow.com/questions/9347926/compile-with-mingw-and-install-ftgl-lib-to-render-text-in-opengl,Compile with MinGW and install FTGL lib to render text in OpenGL,9461415.0,,,,,
579,"['c++', 'winapi', 'mfc', 'cstring', 'postmessage']","{'account_id': 776080, 'reputation': 2719, 'user_id': 824301, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/1ec202896106f7e416596a1e94e7fb9e?s=256&d=identicon&r=PG', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/824301/peter'}",True,6635,2,1,1482815726,1329374965,1330004983.0,9306771,CC BY-SA 3.0,https://stackoverflow.com/questions/9306771/how-do-i-convert-a-wparam-to-a-cstring,How do I convert a wParam to a CString?,9306836.0,,,,,
580,"['android', 'c++', 'android-ndk']","{'account_id': 360366, 'reputation': 1069, 'user_id': 702328, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/60af8b3ff2bc1c74b38946044dabca32?s=256&d=identicon&r=PG', 'display_name': 'Giuseppe', 'link': 'https://stackoverflow.com/users/702328/giuseppe'}",True,1149,2,0,1482204158,1329233893,1482203636.0,9279698,CC BY-SA 3.0,https://stackoverflow.com/questions/9279698/android-jni-java-from-c-memory-leak,Android : JNI Java From C Memory Leak,9279807.0,,,,,
581,"['c++', 'arrays', 'algorithm', 'sorting']","{'account_id': 997336, 'reputation': 1037, 'user_id': 1012968, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/ecd0055320afc6e3d5157d94529c61c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'sircrisp', 'link': 'https://stackoverflow.com/users/1012968/sircrisp'}",True,7224,4,3,1482053963,1329414462,1417466423.0,9316352,CC BY-SA 3.0,https://stackoverflow.com/questions/9316352/how-do-i-find-the-mode-of-a-sorted-array,How do I find the mode of a sorted array?,9316491.0,,,,,
582,"['c++', 'compilation', 'linker']","{'account_id': 269818, 'reputation': 993, 'user_id': 559396, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ec42a8372e271133d9fd95d2b103d6ea?s=256&d=identicon&r=PG', 'display_name': 'akrohit', 'link': 'https://stackoverflow.com/users/559396/akrohit'}",True,6312,4,11,1482029713,1328786659,1328791215.0,9209994,CC BY-SA 3.0,https://stackoverflow.com/questions/9209994/method-declared-in-class-but-not-defined,Method declared in Class but not defined,,,,,,
583,"['c++', 'opencv', 'computer-vision', 'noise-reduction']","{'account_id': 1242420, 'reputation': 399, 'user_id': 1204698, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/5e9c28d7a56cc3404998137c318aea01?s=256&d=identicon&r=PG', 'display_name': 'sue-ling', 'link': 'https://stackoverflow.com/users/1204698/sue-ling'}",True,24699,2,8,1481649375,1329456668,1329484106.0,9323384,CC BY-SA 3.0,https://stackoverflow.com/questions/9323384/removing-noise-in-a-binary-image-using-opencv,removing noise in a binary image using openCV,9326639.0,,,,,
584,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user34537'}",True,25508,5,33,1481542967,1329239570,1329242806.0,9281172,CC BY-SA 3.0,https://stackoverflow.com/questions/9281172/how-do-i-write-a-pointer-to-member-function-with-stdfunction,How do i write a pointer-to-member-function with std::function?,9281802.0,,,,,
585,"['c++', 'list', 'qt', 'metadata', 'slot']","{'account_id': 785396, 'reputation': 4114, 'user_id': 931726, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/um8h7.jpg?s=256&g=1', 'display_name': 'chikuba', 'link': 'https://stackoverflow.com/users/931726/chikuba'}",True,284,1,2,1481382099,1328767227,1481382099.0,9206111,CC BY-SA 3.0,https://stackoverflow.com/questions/9206111/how-to-dynamically-load-datatypes-during-runtime-through-a-plugin-mechanism,How to dynamically load datatypes during runtime through a plugin mechanism,9206186.0,,,,,
586,"['c++', 'event-handling', 'console-application']","{'account_id': 874528, 'reputation': 92, 'user_id': 924465, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62faab128b04e890002e5eaf69e3783c?s=256&d=identicon&r=PG', 'display_name': 'Jode', 'link': 'https://stackoverflow.com/users/924465/jode'}",True,10395,3,3,1481138932,1329775475,1481138932.0,9369120,CC BY-SA 3.0,https://stackoverflow.com/questions/9369120/c-how-do-i-check-if-my-window-is-about-to-close,C++: How do I check if my window is about to close?,9369261.0,,,,,
587,"['android', 'c++', 'eclipse', 'android-ndk', 'installation']","{'account_id': 66482, 'reputation': 1313, 'user_id': 194990, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/49e1a408e0be7ef200cbe25d55077c8d?s=256&d=identicon&r=PG', 'display_name': 'ThreaderSlash', 'link': 'https://stackoverflow.com/users/194990/threaderslash'}",True,2706,2,4,1480532415,1328730653,,9200373,CC BY-SA 3.0,https://stackoverflow.com/questions/9200373/ndk-build-eclipse-argument-not-find-class,ndk-build eclipse argument: not find class,9313045.0,,,,,
588,"['c++', 'boost', 'boost-program-options']","{'account_id': 202073, 'reputation': 681, 'user_id': 448912, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/b32bb0af2ac5e3a689fc5ee563fda6d4?s=256&d=identicon&r=PG', 'display_name': 'argoneus', 'link': 'https://stackoverflow.com/users/448912/argoneus'}",True,3595,2,16,1479865351,1328731608,,9200598,CC BY-SA 3.0,https://stackoverflow.com/questions/9200598/boost-program-options-with-default-values-always-present-when-using-vm-count,Boost program options with default values always present when using vm.count(),9200677.0,,,,,
589,"['c++', 'struct']","{'account_id': 384290, 'reputation': 1093, 'user_id': 740700, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/53c1e55ce53feeb54d7fa1abeb792a3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Overflowh', 'link': 'https://stackoverflow.com/users/740700/overflowh'}",True,1933,3,0,1479527048,1329398387,1479527048.0,9311984,CC BY-SA 3.0,https://stackoverflow.com/questions/9311984/pointer-to-a-c-structure,Pointer to a C++ structure,9312155.0,,,,,
590,['c++'],"{'account_id': 1093862, 'reputation': 33, 'user_id': 1087895, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/16f783d3742b8d4cf8f5a314a6709213?s=256&d=identicon&r=PG', 'display_name': 'Rishibha sharma', 'link': 'https://stackoverflow.com/users/1087895/rishibha-sharma'}",False,1739,1,0,1479369416,1328614332,1328614598.0,9175479,CC BY-SA 3.0,https://stackoverflow.com/questions/9175479/unordered-map-usage,unordered_map usage,,,,,,
591,"['c++', 'boost']","{'account_id': 1028246, 'reputation': 1207, 'user_id': 1037059, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5ff0c182ac9167e4e91fdee707c09b91?s=256&d=identicon&r=PG', 'display_name': 'curiousexplorer', 'link': 'https://stackoverflow.com/users/1037059/curiousexplorer'}",True,8270,4,13,1479289973,1329589167,1329589486.0,9343846,CC BY-SA 3.0,https://stackoverflow.com/questions/9343846/boost-zip-iterator-and-stdsort,boost zip_iterator and std::sort,9343991.0,,,,,
592,"['c++', 'inheritance', 'vtable']","{'account_id': 1271124, 'reputation': 369, 'user_id': 1227351, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a066fde0b3d5ef896237a9d4384df3ce?s=256&d=identicon&r=PG', 'display_name': 'rjmarques', 'link': 'https://stackoverflow.com/users/1227351/rjmarques'}",True,89740,3,34,1478730935,1329966405,1330040968.0,9406580,CC BY-SA 3.0,https://stackoverflow.com/questions/9406580/c-undefined-reference-to-vtable-and-inheritance,C++ Undefined Reference to vtable and inheritance,9406606.0,1522435864.0,,,,
593,"['c++', 'strtok']","{'account_id': 76887, 'reputation': 1823, 'user_id': 219811, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6dc86780c7afd2c97dc02dde8de907b7?s=256&d=identicon&r=PG', 'display_name': 'Andy Shulman', 'link': 'https://stackoverflow.com/users/219811/andy-shulman'}",True,5880,1,4,1478481810,1330379460,1330380692.0,9472865,CC BY-SA 3.0,https://stackoverflow.com/questions/9472865/tokenizing-multiple-strings-simultaneously,Tokenizing multiple strings simultaneously,9472982.0,,,,,
594,"['c++', 'string', 'pointers']","{'account_id': 990252, 'reputation': 1064, 'user_id': 1007783, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a2d6d20625248f2942940674b16d91cf?s=256&d=identicon&r=PG', 'display_name': 'Sushant', 'link': 'https://stackoverflow.com/users/1007783/sushant'}",True,2562,3,3,1478358488,1328153288,1328153593.0,9106752,CC BY-SA 3.0,https://stackoverflow.com/questions/9106752/space-removal-from-a-string-in-place-c-style-with-pointers,Space removal from a String - In Place C style with Pointers,9106798.0,,,,,
595,"['c++', 'linux', 'x11']","{'account_id': 1073106, 'reputation': 1283, 'user_id': 1071908, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/6a35a30f756a5e000625d21f187b0663?s=256&d=identicon&r=PG', 'display_name': 'themean', 'link': 'https://stackoverflow.com/users/1071908/themean'}",True,14750,3,9,1478355134,1329751192,1329751351.0,9363491,CC BY-SA 3.0,https://stackoverflow.com/questions/9363491/how-to-make-transparent-window-on-linux,How to make transparent window on linux,9364112.0,,,,,
596,"['c++', 'qt', 'qt-creator', 'qprocess']","{'account_id': 1165979, 'reputation': 801, 'user_id': 1144278, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/b8953bfcdb7608a69c8bd1c8623ec6b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Streight', 'link': 'https://stackoverflow.com/users/1144278/streight'}",True,7143,1,4,1478270017,1328306288,1328543618.0,9136081,CC BY-SA 3.0,https://stackoverflow.com/questions/9136081/how-to-get-the-error-code-from-a-qprocess,How to get the error code from a QProcess?,9136265.0,,,,,
597,"['c++', 'g++']","{'account_id': 200367, 'reputation': 7668, 'user_id': 446188, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/adcad5cd5e8b2a6b8a1eb83f7f91bc78?s=256&d=identicon&r=PG', 'display_name': 'ezpresso', 'link': 'https://stackoverflow.com/users/446188/ezpresso'}",True,97310,5,90,1477578358,1328369366,1328731561.0,9141950,CC BY-SA 3.0,https://stackoverflow.com/questions/9141950/initializing-const-member-within-class-declaration-in-c,Initializing const member within class declaration in C++,9208326.0,,,,,
598,"['c++', 'intrinsics', 'sse2', 'sse3']","{'account_id': 1223797, 'reputation': 151, 'user_id': 1189853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/779c9ceb2e81246e65f7bdd59c65c807?s=256&d=identicon&r=PG', 'display_name': 'ksolid', 'link': 'https://stackoverflow.com/users/1189853/ksolid'}",True,26135,3,12,1477529414,1328389589,1477529414.0,9144545,CC BY-SA 3.0,https://stackoverflow.com/questions/9144545/sse-instruction-set-not-enabled,SSE instruction set not enabled,,,,,,
599,"['c++', 'qt', 'qt4', 'signals-slots']","{'account_id': 361563, 'reputation': 2366, 'user_id': 704244, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/fa5dace34b7c15f552bd6a17b554786a?s=256&d=identicon&r=PG', 'display_name': 'bartolo-otrit', 'link': 'https://stackoverflow.com/users/704244/bartolo-otrit'}",True,24537,3,33,1477480416,1330074304,1449015656.0,9428038,CC BY-SA 3.0,https://stackoverflow.com/questions/9428038/is-it-possible-to-connect-a-signal-to-a-static-slot-without-a-receiver-instance,Is it possible to connect a signal to a static slot without a receiver instance?,9428213.0,,,,,
600,"['c++', 'g++', 'c++11', 'move-constructor']","{'account_id': 237950, 'reputation': 1350, 'user_id': 506511, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/jF52y.jpg?s=256&g=1', 'display_name': 'Talia', 'link': 'https://stackoverflow.com/users/506511/talia'}",True,29836,2,21,1477427682,1329774866,1329873302.0,9368985,CC BY-SA 3.0,https://stackoverflow.com/questions/9368985/how-do-i-get-g-to-compile-c11-code-with-a-move-constructor,How do I get g++ to compile c++11 code with a move constructor?,9369010.0,,,,,
601,"['c++', 'exception', 'divide-by-zero']","{'account_id': 1239865, 'reputation': 623, 'user_id': 1202733, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/580a09fcc6314770ae49d95491fdbc07?s=256&d=identicon&r=PG', 'display_name': 'user1202733', 'link': 'https://stackoverflow.com/users/1202733/user1202733'}",True,4935,4,2,1477414662,1329761628,1349070860.0,9366215,CC BY-SA 3.0,https://stackoverflow.com/questions/9366215/why-does-gcc-report-a-floating-point-exception-when-i-execute-1-0,Why does GCC report a Floating Point Exception when I execute 1/0?,9366332.0,,,,,
602,['c++'],"{'account_id': 467821, 'reputation': 261, 'user_id': 873430, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/2d92a87acddd4faa29081ac287f2a084?s=256&d=identicon&r=PG', 'display_name': 'Sinba', 'link': 'https://stackoverflow.com/users/873430/sinba'}",True,19034,5,4,1476793036,1329049453,,9248728,CC BY-SA 3.0,https://stackoverflow.com/questions/9248728/vector-how-to-set-the-maximum-number-of-elements-and-find-the-current-count,Vector. How to set the maximum number of elements and find the current count?,,,,,,
603,"['c++', 'timestamp', 'double', 'portability']","{'account_id': 405387, 'reputation': 7856, 'user_id': 774236, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/7e46879a230ff1e28cd975e3b0a0873b?s=256&d=identicon&r=PG', 'display_name': 'Matteo Monti', 'link': 'https://stackoverflow.com/users/774236/matteo-monti'}",True,3158,4,3,1476141612,1330296700,1330297180.0,9458046,CC BY-SA 3.0,https://stackoverflow.com/questions/9458046/portable-good-precision-double-timestamp-in-c,Portable good precision double timestamp in C++?,9458952.0,,,,,
604,"['c++', 'reference', 'constants']","{'account_id': 1168468, 'reputation': 806, 'user_id': 1146213, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/3f4fa04ea857933d4b4877a3383f3f5e?s=256&d=identicon&r=PG', 'display_name': 'ken', 'link': 'https://stackoverflow.com/users/1146213/ken'}",True,8731,5,0,1476005598,1329478165,1476005598.0,9327437,CC BY-SA 3.0,https://stackoverflow.com/questions/9327437/c-passing-a-const-object-reference-to-a-function,c++ passing a const object reference to a function,9327520.0,,,,,
