,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,locked_date
768,"['c++', 'bazel']","{'account_id': 405652, 'reputation': 5398, 'user_id': 774674, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/29b2bb2b9e784b7fe19215329de18b43?s=256&d=identicon&r=PG', 'display_name': 'Aditya', 'link': 'https://stackoverflow.com/users/774674/aditya'}",True,2627,2,2,1569608890,1569605797,1569608667.0,58139180,CC BY-SA 4.0,https://stackoverflow.com/questions/58139180/error-name-new-local-repository-is-not-defined-in-bazel,error &quot;name &#39;new_local_repository&#39; is not defined&quot; in bazel,58139781.0,,,,
769,"['c++', 'qt', 'qgraphicsview', 'qgraphicsscene']","{'account_id': 15748932, 'reputation': 73, 'user_id': 11364103, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bu87Sb6nbO8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdX5Ol0CGay5URzcfPsOLk4PyKGtw/mo/photo.jpg?sz=256', 'display_name': 'Steven Cao', 'link': 'https://stackoverflow.com/users/11364103/steven-cao'}",False,84,0,0,1569608430,1569601982,1569608430.0,58138417,CC BY-SA 4.0,https://stackoverflow.com/questions/58138417/crosshair-on-the-wrong-location-on-the-video-screen-after-fitinview-call,Crosshair on the wrong location on the Video screen after &#39;fitInView&#39; call,,,,,
770,"['c++', 'graphics', 'directx', 'directx-11']","{'account_id': 16348599, 'reputation': 33, 'user_id': 11807725, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-726JHBOTw1E/AAAAAAAAAAI/AAAAAAAAB28/mAwyh4_BRSs/photo.jpg?sz=256', 'display_name': 'Harold Trotter', 'link': 'https://stackoverflow.com/users/11807725/harold-trotter'}",True,1149,2,0,1569607540,1569502638,,58117319,CC BY-SA 4.0,https://stackoverflow.com/questions/58117319/createinputlayout-returns-e-invalidarg,CreateInputLayout returns E_INVALIDARG,,,,,
771,"['c++', 'encapsulation']","{'account_id': 16677963, 'reputation': 33, 'user_id': 12053885, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB9fyQR-vCX33s5NCaGTO0JXEMgKgZsFXmW36TuLQ=k-s256', 'display_name': 'Asif Siddiqui', 'link': 'https://stackoverflow.com/users/12053885/asif-siddiqui'}",True,619,2,3,1569607183,1569605371,,58139081,CC BY-SA 4.0,https://stackoverflow.com/questions/58139081/can-we-achieve-encapsulation-using-namespace,Can we achieve encapsulation using namespace?,58139124.0,,,,
772,"['c++', 'ssl', 'openssl']","{'account_id': 3108776, 'reputation': 81, 'user_id': 2631032, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/687288706/picture?type=large', 'display_name': 'Bryan Donaldson', 'link': 'https://stackoverflow.com/users/2631032/bryan-donaldson'}",False,434,0,3,1569606718,1569606718,1592644375.0,58139353,CC BY-SA 4.0,https://stackoverflow.com/questions/58139353/openssl-i2d-x509-bio-then-d2i-x509-bio-fails,OpenSSL i2d_x509_bio then d2i_x509_bio fails,,,,,
773,"['c++', 'makefile', 'lldb']","{'account_id': 16237700, 'reputation': 73, 'user_id': 11724821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4dd077fc981f7a5b9e5136c57a54ab1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rajiv Bharadwaj', 'link': 'https://stackoverflow.com/users/11724821/rajiv-bharadwaj'}",True,190,1,2,1569606529,1569538998,,58125753,CC BY-SA 4.0,https://stackoverflow.com/questions/58125753/how-to-preserve-lldb-session-between-builds,How to preserve lldb session between builds,,,,,
774,['c++'],"{'account_id': 6909810, 'reputation': 17, 'user_id': 6451772, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Tiokbv2zamU/AAAAAAAAAAI/AAAAAAAAKg0/rygPzIrFmhQ/photo.jpg?sz=256', 'display_name': '&#205;caro Lorran', 'link': 'https://stackoverflow.com/users/6451772/%c3%8dcaro-lorran'}",True,37,2,0,1569606252,1569604678,1569606077.0,58138951,CC BY-SA 4.0,https://stackoverflow.com/questions/58138951/guess-type-of-matrix-in-template,Guess type of matrix in template,58139259.0,,,,
775,"['c++', 'struct', 'include', 'forward-declaration']","{'account_id': 15103872, 'reputation': 9, 'user_id': 10900116, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LKwuSEb1Chk/AAAAAAAAAAI/AAAAAAAAABY/fftiKO3z0Yw/photo.jpg?sz=256', 'display_name': 'venom007', 'link': 'https://stackoverflow.com/users/10900116/venom007'}",False,301,1,0,1569604569,1569599863,1569600298.0,58137920,CC BY-SA 4.0,https://stackoverflow.com/questions/58137920/error-sprite-was-not-declared-in-this-scope,Error : &#39;Sprite&#39; was not declared in this scope,,,,,
776,['c++'],"{'account_id': 1297760, 'reputation': 5323, 'user_id': 1251099, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/af9183d81b1160ccd54790c233a7b0c7?s=256&d=identicon&r=PG', 'display_name': 'user180574', 'link': 'https://stackoverflow.com/users/1251099/user180574'}",True,62,1,1,1569604444,1569532866,1569604444.0,58124923,CC BY-SA 4.0,https://stackoverflow.com/questions/58124923/c-how-to-write-this-abstract-class,C++: how to write this abstract class?,,,,,
777,"['c++', 'sockets', 'udp']","{'account_id': 1791373, 'reputation': 118, 'user_id': 1631688, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/eb0b59f55a7ffaed5b2abde5db45567a?s=256&d=identicon&r=PG', 'display_name': 'Paul Beerkens', 'link': 'https://stackoverflow.com/users/1631688/paul-beerkens'}",True,221,1,0,1569603399,1569502270,,58117218,CC BY-SA 4.0,https://stackoverflow.com/questions/58117218/get-inode-for-lookup-in-proc-net-udp,Get inode for lookup in /proc/net/udp,,,,,
778,"['c++', 'qt']","{'account_id': 8379873, 'reputation': 1, 'user_id': 6292217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f602f1061239e048fee405aa149cc5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'kaylynvanas', 'link': 'https://stackoverflow.com/users/6292217/kaylynvanas'}",False,176,0,0,1569602547,1569593011,1569602547.0,58136139,CC BY-SA 4.0,https://stackoverflow.com/questions/58136139/how-do-i-use-only-the-month-from-a-date-selected-in-a-qcalendarwidget-in-an-if-s,How do I use only the month from a date selected in a QCalendarWidget in an IF statement,,,,,
779,"['c++', 'macros', 'iostream', 'ostream', 'conditional-compilation']","{'account_id': 14454417, 'reputation': 1304, 'user_id': 10441038, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FbXo3.jpg?s=256&g=1', 'display_name': 'Leon', 'link': 'https://stackoverflow.com/users/10441038/leon'}",True,92,1,0,1569600981,1569576045,1569600981.0,58131564,CC BY-SA 4.0,https://stackoverflow.com/questions/58131564/how-to-bypass-a-calling-as-if-ifndef-debug-macro-in-c,How to bypass a &lt;&lt; calling as if &quot;#ifndef DEBUG&quot; macro in c++?,58132250.0,,,,
780,"['c++', 'polymorphism', 'virtual']","{'account_id': 1142461, 'reputation': 4840, 'user_id': 1125972, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/KXnkt.jpg?s=256&g=1', 'display_name': 'BugShotGG', 'link': 'https://stackoverflow.com/users/1125972/bugshotgg'}",False,33,0,1,1569600683,1569532055,1569600683.0,58124799,,https://stackoverflow.com/questions/58124799/why-does-the-default-copy-constructor-ignore-the-virtual-method-override-of-deri,Why does the default copy constructor ignore the virtual method override of derived class?,,1569532228.0,Duplicate,,
781,"['c++', 'c++17', 'constexpr', 'rvalue-reference', 'pass-by-rvalue-reference']","{'account_id': 317894, 'reputation': 31797, 'user_id': 634821, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/wP5Bc.png?s=256&g=1', 'display_name': 'Violet Giraffe', 'link': 'https://stackoverflow.com/users/634821/violet-giraffe'}",True,168,1,5,1569600527,1569533546,1569571731.0,58125039,CC BY-SA 4.0,https://stackoverflow.com/questions/58125039/custom-type-conversion-operator-doesnt-work-when-invoked-on-a-forwarding-refere,Custom type conversion operator doesn&#39;t work when invoked on a forwarding reference (works when object is passed by value),58138085.0,,,,
782,"['c++', 'algorithm', 'sorting', 'stl']","{'account_id': 16364236, 'reputation': 115, 'user_id': 11819103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fa2d0b29c2f2f0ce8de63ce74006b38?s=256&d=identicon&r=PG&f=1', 'display_name': 'wojas', 'link': 'https://stackoverflow.com/users/11819103/wojas'}",True,59,1,3,1569600447,1569599402,,58137799,CC BY-SA 4.0,https://stackoverflow.com/questions/58137799/sorting-subset-of-indices-according-to-some-criteria,Sorting subset of indices according to some criteria,58137961.0,,,,
783,['c++'],"{'account_id': 16715570, 'reputation': 45, 'user_id': 12081755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf73d90ffd1ffffcd1e9e776df591db0?s=256&d=identicon&r=PG&f=1', 'display_name': 'mostly_tired', 'link': 'https://stackoverflow.com/users/12081755/mostly-tired'}",True,70,1,0,1569599178,1569597876,,58137419,CC BY-SA 4.0,https://stackoverflow.com/questions/58137419/matrix-multiplication-with-dynamically-allocated-arrays-result-incorrect,Matrix Multiplication with Dynamically Allocated Arrays; Result Incorrect,58137743.0,,,,
784,"['c++', 'class', 'c++11', 'templates', 'operator-overloading']","{'account_id': 15936260, 'reputation': 1596, 'user_id': 11499378, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0043eb0685c17044744d11dd7075225?s=256&d=identicon&r=PG&f=1', 'display_name': 'Edee', 'link': 'https://stackoverflow.com/users/11499378/edee'}",True,134,3,4,1569597255,1569570778,1569597255.0,58130169,CC BY-SA 4.0,https://stackoverflow.com/questions/58130169/how-to-call-operator-template,How to call operator template?,58130271.0,,,,
785,"['c++', 'gcc', 'makefile', 'shared-libraries', 'dynamic-linking']","{'account_id': 5788355, 'reputation': 39, 'user_id': 4566773, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/fd8e164898ce326bf6a5c07a5094b746?s=256&d=identicon&r=PG&f=1', 'display_name': 'xodos', 'link': 'https://stackoverflow.com/users/4566773/xodos'}",True,719,1,1,1569597066,1569417071,1569597066.0,58099244,CC BY-SA 4.0,https://stackoverflow.com/questions/58099244/how-to-set-libstdc-linking-to-static-when-other-linked-library-link-stdc-as,How to set libstdc++ linking to static when other linked library link stdc++ as dynamic?,58108877.0,,,,
786,"['c++', 'pointers', 'memory', 'smart-pointers', 'dangling-pointer']","{'account_id': 16697417, 'reputation': 99, 'user_id': 12068208, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b76f0d7d97d705f6afcd8cfd3ac2e119?s=256&d=identicon&r=PG&f=1', 'display_name': 'Egor', 'link': 'https://stackoverflow.com/users/12068208/egor'}",True,184,1,1,1569597023,1569174189,1569597023.0,58051840,CC BY-SA 4.0,https://stackoverflow.com/questions/58051840/null-dangling-pointers-c,Null dangling pointers c++,58051896.0,,,,
787,"['c++', 'windows', 'video', 'directshow']","{'account_id': 308130, 'reputation': 8987, 'user_id': 619818, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/qzq4k.jpg?s=256&g=1', 'display_name': 'Angus Comber', 'link': 'https://stackoverflow.com/users/619818/angus-comber'}",False,134,1,0,1569595968,1569595335,,58136760,CC BY-SA 4.0,https://stackoverflow.com/questions/58136760/how-to-grab-all-frames-from-an-avi-file-how-to-modify-ms-sample-grabber-sample,How to grab all frames from an avi file - how to modify MS Sample Grabber sample,,,,,
788,"['c++', 'visual-studio', 'localization']","{'account_id': 2535840, 'reputation': 155, 'user_id': 2202981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9dea29b9aec281b7e637e8f866c417af?s=256&d=identicon&r=PG', 'display_name': 'Csuszmusz', 'link': 'https://stackoverflow.com/users/2202981/csuszmusz'}",True,202,1,0,1569595863,1569589971,1569592459.0,58135302,CC BY-SA 4.0,https://stackoverflow.com/questions/58135302/how-can-the-default-language-property-be-set-for-an-executable-with-visual-studi,How can the default language property be set for an executable with visual studio?,,,,,
789,"['c++', 'linux', 'root', 'shutdown']","{'account_id': 16411035, 'reputation': 203, 'user_id': 11862483, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1801eb7894b6e4996fbd96ab3c837d16?s=256&d=identicon&r=PG&f=1', 'display_name': 'genderbee', 'link': 'https://stackoverflow.com/users/11862483/genderbee'}",True,1431,2,-2,1569593865,1569589728,1569593865.0,58135247,CC BY-SA 4.0,https://stackoverflow.com/questions/58135247/c-linux-shutdown-command-without-root,"C++, linux, shutdown command without root",,,,,
790,"['c++', 'scheduled-tasks', 'openmp']","{'account_id': 5128734, 'reputation': 161, 'user_id': 4109758, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b6ded6c47fc279a9bd934b2b4ed0edee?s=256&d=identicon&r=PG&f=1', 'display_name': 'nanda', 'link': 'https://stackoverflow.com/users/4109758/nanda'}",True,400,1,0,1569593736,1569473944,1569484297.0,58109820,CC BY-SA 4.0,https://stackoverflow.com/questions/58109820/is-openmp-dynamic-scheduling-the-same-as-lpt-scheduling-when-tasks-are-sorted-by,Is openMp dynamic scheduling the same as LPT scheduling when tasks are sorted by processing time?,58131144.0,,,,
791,"['c++', 'inheritance']","{'account_id': 10737032, 'reputation': 35, 'user_id': 7901385, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88e87d206b82d995acf2f1c87477d79e?s=256&d=identicon&r=PG&f=1', 'display_name': 'mini', 'link': 'https://stackoverflow.com/users/7901385/mini'}",True,169,1,-1,1569592578,1569574795,,58131198,CC BY-SA 4.0,https://stackoverflow.com/questions/58131198/sigsegv-because-of-inheritance-problem-regarding-base-derived-classes,SIGSEGV because of inheritance problem regarding base / derived classes,,,,,
792,"['c++', 'memory-leaks', 'singleton']","{'account_id': 11932042, 'reputation': 124, 'user_id': 8731673, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b5114129d4d4e6a9222bc92aa05cfda?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amine', 'link': 'https://stackoverflow.com/users/8731673/amine'}",False,33,0,0,1569591960,1569591960,,58135844,CC BY-SA 4.0,https://stackoverflow.com/questions/58135844/raw-pointer-to-singleton-and-memory-leak-xcode-doesnt-show-me-any-memory-leaki,Raw pointer to Singleton and Memory leak: Xcode doesn&#39;t show me any memory leaking,,,,,
793,"['c++', 'arrays', 'vector', 'variable-assignment', 'stdvector']","{'account_id': 223943, 'reputation': 117, 'user_id': 483469, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/56a4ac50f83bb6a68deb2cc3350971f9?s=256&d=identicon&r=PG', 'display_name': 'TechTotie', 'link': 'https://stackoverflow.com/users/483469/techtotie'}",False,52,0,0,1569591614,1569591614,,58135743,CC BY-SA 4.0,https://stackoverflow.com/questions/58135743/push-to-vector-while-assignment-to-an-array,Push to vector while assignment to an array,,,,,
794,"['c++', 'double-dispatch']","{'account_id': 6567872, 'reputation': 244, 'user_id': 5076854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56ad0fca9f97de6e6d87c638fcbd1f5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'JayZ', 'link': 'https://stackoverflow.com/users/5076854/jayz'}",True,197,1,2,1569589843,1569588713,,58134953,CC BY-SA 4.0,https://stackoverflow.com/questions/58134953/what-exactly-happened-that-we-need-double-dispatch-visitor-in-c,What exactly happened that we need double dispatch/visitor in c++,58135276.0,,,,
795,"['c++', 'c++11']","{'account_id': 4553303, 'reputation': 11, 'user_id': 3697754, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100006394622765/picture?type=large', 'display_name': 'm.k', 'link': 'https://stackoverflow.com/users/3697754/m-k'}",True,134,2,1,1569589836,1569572129,1569577839.0,58130500,CC BY-SA 4.0,https://stackoverflow.com/questions/58130500/passing-a-double-pointer-as-argument-to-a-function-which-expects-a-reference-to,Passing a double pointer as argument to a function which expects a reference to a std::vector&lt;double&gt;,,,,,
796,"['c++', 'dynamic-cast']","{'account_id': 3313234, 'reputation': 184, 'user_id': 2786147, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AhDzO.jpg?s=256&g=1', 'display_name': 'Midori Yakumo', 'link': 'https://stackoverflow.com/users/2786147/midori-yakumo'}",True,398,2,5,1569589362,1569568698,1569572319.0,58129663,CC BY-SA 4.0,https://stackoverflow.com/questions/58129663/should-i-use-dynamic-cast-whenever-for-downcast,Should I use dynamic_cast whenever for downcast?,58130985.0,,,,
797,"['c++', 'heap']","{'account_id': 16779728, 'reputation': 1, 'user_id': 12130209, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-0DnyUD2htmE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reFvP-TAk1_o9qE4gBalUbZ96cE6A/photo.jpg?sz=256', 'display_name': 'Div Aro', 'link': 'https://stackoverflow.com/users/12130209/div-aro'}",False,61,0,0,1569589112,1569582662,1569589112.0,58133389,CC BY-SA 4.0,https://stackoverflow.com/questions/58133389/merge-k-sorted-arrays-using-heap,Merge K sorted arrays using Heap,,,,,
798,"['c++', 'encoding', 'compression', 'bit']","{'account_id': 13565123, 'reputation': 93, 'user_id': 9785450, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Muhammad Nihad', 'link': 'https://stackoverflow.com/users/9785450/muhammad-nihad'}",True,636,2,1,1569588616,1569579524,1569581662.0,58132567,,https://stackoverflow.com/questions/58132567/encoding-decoding-data-in-c-using-encoder-decoder-logic-gate-rules,Encoding/Decoding data in c++ using encoder/decoder logic gate rules,,1569596160.0,Needs more focus,,
799,"['c++', 'destructor', 'unique-ptr']","{'account_id': 14993966, 'reputation': 25, 'user_id': 10824042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a88608ed736eb9e19f4b021017667a8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'simford', 'link': 'https://stackoverflow.com/users/10824042/simford'}",True,569,2,0,1569588457,1569561643,1569565641.0,58128286,CC BY-SA 4.0,https://stackoverflow.com/questions/58128286/how-can-i-write-a-custom-deleter-for-an-array-managed-by-an-unique-ptr,How can I write a custom deleter for an array managed by an unique_ptr?,58133130.0,,,,
800,"['c++', 'visual-studio', 'dll']","{'account_id': 9682440, 'reputation': 369, 'user_id': 7183609, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ebef960068dd428fcecfc845e0b8911?s=256&d=identicon&r=PG&f=1', 'display_name': 'wes', 'link': 'https://stackoverflow.com/users/7183609/wes'}",True,73,1,0,1569588372,1569578570,1569586118.0,58132328,CC BY-SA 4.0,https://stackoverflow.com/questions/58132328/dll-wont-copy-in-a-post-build-event,DLL won&#39;t copy in a post-build event,,,,,
801,"['c++', 'statistics']","{'account_id': 4796463, 'reputation': 1, 'user_id': 4103035, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3dd54d3badeb90a721ee7100a094ba1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'demonferrari', 'link': 'https://stackoverflow.com/users/4103035/demonferrari'}",False,226,1,0,1569588343,1569580691,1569580818.0,58132876,CC BY-SA 4.0,https://stackoverflow.com/questions/58132876/inverse-survival-function-and-ppficdf-of-normal-distribution,inverse survival function and PPF(ICDF) of normal distribution?,,,,,
802,"['c++', 'windows', 'cmake', 'mysql-connector', 'mingw-w64']","{'account_id': 16780054, 'reputation': 11, 'user_id': 12130461, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/beff8447a2e241b9688f016d8b1bf1f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gerhard Buch', 'link': 'https://stackoverflow.com/users/12130461/gerhard-buch'}",False,359,1,1,1569588188,1569586379,1569587002.0,58134331,CC BY-SA 4.0,https://stackoverflow.com/questions/58134331/build-mysql-connector-c-8-0-17-src-with-mingw-on-windows,Build mysql-connector-c++-8.0.17-src with MinGW on Windows,,,,,
803,"['c++', 'undefined-behavior']","{'account_id': 2872088, 'reputation': 368, 'user_id': 2465202, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3b62cfbb03720763d3dc825efb085217?s=256&d=identicon&r=PG', 'display_name': 'dfreese', 'link': 'https://stackoverflow.com/users/2465202/dfreese'}",True,156,1,8,1569588168,1569514895,,58121011,CC BY-SA 4.0,https://stackoverflow.com/questions/58121011/stdvectortassign-using-a-subrange-valid,std::vector&lt;T&gt;::assign using a subrange valid?,58121194.0,,,,
804,"['c++', 'xml', 'string']","{'account_id': 15356529, 'reputation': 97, 'user_id': 11078666, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IN3xN.jpg?s=256&g=1', 'display_name': 'Savvas Savvidis', 'link': 'https://stackoverflow.com/users/11078666/savvas-savvidis'}",True,98,1,-2,1569587442,1569582556,1569587442.0,58133364,CC BY-SA 4.0,https://stackoverflow.com/questions/58133364/correct-use-of-the-find-method-in-c,Correct use of the .find() method in c++,,,,,
805,"['c++', 'assembly', 'compiler-construction', 'g++']","{'account_id': 288659, 'reputation': 12026, 'user_id': 589206, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/4296350a4653b1e62d2ee4d5659b3792?s=256&d=identicon&r=PG', 'display_name': 'hochl', 'link': 'https://stackoverflow.com/users/589206/hochl'}",True,198,2,0,1569587322,1569577154,1569581343.0,58131883,CC BY-SA 4.0,https://stackoverflow.com/questions/58131883/remove-needless-assembler-statements-from-g-output,Remove needless assembler statements from g++ output,58133479.0,,,,
806,"['c++', 'arrays']","{'account_id': 16779343, 'reputation': 23, 'user_id': 12129899, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-M1PBHS4qajM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rePQSFcvDAciPXle_tHzsj6KEFMpw/photo.jpg?sz=256', 'display_name': 'Gianluca Latina', 'link': 'https://stackoverflow.com/users/12129899/gianluca-latina'}",False,377,1,1,1569585528,1569578353,1569581547.0,58132273,CC BY-SA 4.0,https://stackoverflow.com/questions/58132273/converting-from-decimal-to-binary-in-the-right-order,Converting from decimal to binary in the right order,,,,,
807,"['c++', 'recursion', 'linked-list']","{'account_id': 14046658, 'reputation': 17, 'user_id': 10146700, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-K0bTvRdeqtQ/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7orq4jsMubrwFKwbf0iSFeQl0l8iQ/mo/photo.jpg?sz=256', 'display_name': 'Keric Ma', 'link': 'https://stackoverflow.com/users/10146700/keric-ma'}",False,74,0,0,1569585500,1569556421,,58127630,CC BY-SA 4.0,https://stackoverflow.com/questions/58127630/insert-a-whole-linked-list-into-other-at-given-position,Insert a whole linked list into other at given position,,,,,
808,"['c++', 'stl']","{'account_id': 12267601, 'reputation': 95, 'user_id': 8953703, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ce353abd4247a516e449b8f348813313?s=256&d=identicon&r=PG&f=1', 'display_name': 'TeemoMain', 'link': 'https://stackoverflow.com/users/8953703/teemomain'}",True,197,3,0,1569585417,1569283672,1569305511.0,58071509,CC BY-SA 4.0,https://stackoverflow.com/questions/58071509/how-to-find-common-numbers-in-two-vectors-of-different-sizes,How to find common numbers in two vectors of different sizes,,,,,
809,"['c++', 'string', 'char', 'int', 'ostream']","{'account_id': 15747609, 'reputation': 172, 'user_id': 11363114, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-MdKmgvHTDvc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3relSlxQtXA8nsik_33aMcVEygGXIQ/mo/photo.jpg?sz=256', 'display_name': 'Ярига Олег', 'link': 'https://stackoverflow.com/users/11363114/%d0%af%d1%80%d0%b8%d0%b3%d0%b0-%d0%9e%d0%bb%d0%b5%d0%b3'}",True,56,1,2,1569584840,1567589701,1569584840.0,57785558,CC BY-SA 4.0,https://stackoverflow.com/questions/57785558/troubles-with-string-and-double-get-another-number-after-equating,"Troubles with string and double, get another number after equating",57785628.0,,,,
810,"['c++', 'visual-c++']","{'account_id': 7665497, 'reputation': 11, 'user_id': 5809336, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1032132296850337/picture?type=large', 'display_name': 'Sai Teja', 'link': 'https://stackoverflow.com/users/5809336/sai-teja'}",False,27,0,1,1569584525,1569579084,1569584525.0,58132459,CC BY-SA 4.0,https://stackoverflow.com/questions/58132459/how-to-maintain-data-object-for-multiple-c-files-in-visual-studio-project,How to maintain data object for multiple c++ files in visual studio project,,,,,
811,"['c++', 'tcp', 'winsock']","{'account_id': 16724250, 'reputation': 11, 'user_id': 12088226, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-SkBJ0XrANT0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3redGw51q9K2d4beVI--aqt6HPLRaQ/photo.jpg?sz=256', 'display_name': 'Thang Le Huynh', 'link': 'https://stackoverflow.com/users/12088226/thang-le-huynh'}",True,173,1,-1,1569584471,1568871447,1569584471.0,58004334,CC BY-SA 4.0,https://stackoverflow.com/questions/58004334/why-cant-my-client-connect-to-the-server,Why can&#39;t my client connect to the server?,58005756.0,,,,
812,"['c++', 'arrays', 'memory', 'initialization', 'undefined-behavior']","{'account_id': 2759901, 'reputation': 491, 'user_id': 2376997, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/HYREx.jpg?s=256&g=1', 'display_name': 'user2376997', 'link': 'https://stackoverflow.com/users/2376997/user2376997'}",True,83,2,2,1569581623,1569573190,1569575188.0,58130752,CC BY-SA 4.0,https://stackoverflow.com/questions/58130752/c-default-array-values-within-different-memory-locations,C++ default array values within different memory locations,58131295.0,,,,
813,['c++'],"{'account_id': 15793612, 'reputation': 45, 'user_id': 11396167, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pypTAAdQLLQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf4znrhZ_nW2NUazcQ-K2WKgvzYnw/mo/photo.jpg?sz=256', 'display_name': 'Diasky VB', 'link': 'https://stackoverflow.com/users/11396167/diasky-vb'}",True,102,1,0,1569580983,1569578332,1569580236.0,58132266,,https://stackoverflow.com/questions/58132266/go-back-to-an-instruction,Go back to an instruction,58132888.0,1569599261.0,Needs more focus,,
814,"['c++', '3d', 'skeletal-animation']","{'account_id': 10889977, 'reputation': 21, 'user_id': 9141412, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/038e1ce25c5efc24d815c3673a370b92?s=256&d=identicon&r=PG&f=1', 'display_name': 'Стас Печенских', 'link': 'https://stackoverflow.com/users/9141412/%d0%a1%d1%82%d0%b0%d1%81-%d0%9f%d0%b5%d1%87%d0%b5%d0%bd%d1%81%d0%ba%d0%b8%d1%85'}",True,128,1,1,1569578156,1569429462,,58102957,CC BY-SA 4.0,https://stackoverflow.com/questions/58102957/skeletal-animation-interpolation-between-transformation-matrices-collada,Skeletal animation: interpolation between transformation matrices (collada),,,,,
