,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,protected_date
741,"['c++', 'function', 'declaration']","{'account_id': 21231416, 'reputation': 31, 'user_id': 15616032, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-1PrL1NJheeI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl9fvnO89DdVPbl0FVcyMAhFRGXGQ/s96-c/photo.jpg?sz=256', 'display_name': 'sirac emin top&#231;u', 'link': 'https://stackoverflow.com/users/15616032/sirac-emin-top%c3%a7u'}",True,78,3,-1,1635359974,1635357487,69743422,CC BY-SA 4.0,https://stackoverflow.com/questions/69743422/c-function-declaration-problem-error-c2086-help-me-cpp-masters,"C++ function declaration problem, error C2086. Help me CPP Masters",,1635357878.0,,,,
742,"['c++', 'g++', 'mingw']","{'account_id': 6704630, 'reputation': 636, 'user_id': 5170064, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://lh4.googleusercontent.com/-5zjkVgTR61E/AAAAAAAAAAI/AAAAAAAABDw/n7hou7Vg-Z0/photo.jpg?sz=256', 'display_name': 'ItzBenteThePig', 'link': 'https://stackoverflow.com/users/5170064/itzbentethepig'}",False,203,1,4,1635359957,1634927737,69681649,CC BY-SA 4.0,https://stackoverflow.com/questions/69681649/defining-a-vector-breaks-program-mingw,Defining a vector breaks program - MinGW,,1635085930.0,,,,
743,['c++'],"{'account_id': 23163303, 'reputation': 13, 'user_id': 17263641, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95dc204012edab66b20814806806b784?s=256&d=identicon&r=PG', 'display_name': 'Mediumr&#228;r', 'link': 'https://stackoverflow.com/users/17263641/mediumr%c3%a4r'}",True,40,1,0,1635359939,1635357296,69743370,CC BY-SA 4.0,https://stackoverflow.com/questions/69743370/using-member-variable-to-set-address-sin-port,Using Member Variable to set address.sin_port,69743875.0,,,,,
744,"['c++', 'cmake', 'linker', 'g++', 'linker-errors']","{'account_id': 7528342, 'reputation': 41, 'user_id': 9604892, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-k3hj4pub1P4/AAAAAAAAAAI/AAAAAAAABcs/J69m7xqHevs/photo.jpg?sz=256', 'display_name': 'Nathan Tripp', 'link': 'https://stackoverflow.com/users/9604892/nathan-tripp'}",False,185,1,1,1635359168,1635348685,69741498,CC BY-SA 4.0,https://stackoverflow.com/questions/69741498/cmake-fails-to-link-parts-of-the-standard-library-but-manual-compilation-works-j,CMake fails to link parts of the standard library but manual compilation works just fine,,1635354436.0,,,,
745,"['c++', 'c', 'unused-variables']","{'account_id': 12403893, 'reputation': 47, 'user_id': 9039796, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebbbf55359d1ddf98e6f1af509e0f557?s=256&d=identicon&r=PG&f=1', 'display_name': 'razz', 'link': 'https://stackoverflow.com/users/9039796/razz'}",True,246,1,0,1635358777,1635358456,69743601,,https://stackoverflow.com/questions/69743601/how-to-supress-unused-void-arg-parameter,How to supress unused (void **arg) parameter?,69743621.0,,1635358752.0,Duplicate,,
746,"['c++', 'template-specialization', 'abstract-base-class']","{'account_id': 5106257, 'reputation': 419, 'user_id': 4098506, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/0d42690065bc4a356b961382809606ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr. Clear', 'link': 'https://stackoverflow.com/users/4098506/mr-clear'}",True,135,1,1,1635358418,1635273892,69728420,CC BY-SA 4.0,https://stackoverflow.com/questions/69728420/c-template-specialisation-for-abstract-base-class,C++ template specialisation for abstract base class,,,,,,
747,"['c++', 'pointers', 'vector', 'segmentation-fault']","{'account_id': 3910387, 'reputation': 594, 'user_id': 3235916, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3235916', 'link': 'https://stackoverflow.com/users/3235916/user3235916'}",True,100,1,1,1635357958,1635356724,69743266,CC BY-SA 4.0,https://stackoverflow.com/questions/69743266/why-does-segmentation-fault-occur-when-pushing-to-pointer-of-vector,Why does segmentation fault occur when pushing to pointer of vector,69743419.0,,,,,
748,"['c++', 'qt', 'ros']","{'account_id': 14717235, 'reputation': 15, 'user_id': 10628892, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-RmuPM_2-9iM/AAAAAAAAAAI/AAAAAAAADSE/WdKXjxJpeCg/photo.jpg?sz=256', 'display_name': 'Leandro', 'link': 'https://stackoverflow.com/users/10628892/leandro'}",True,161,1,0,1635355746,1635342271,69739846,CC BY-SA 4.0,https://stackoverflow.com/questions/69739846/sharing-two-strings-of-data-between-processes-in-c,Sharing two strings of data between processes in C++,69740040.0,,,,,
749,"['c++', 'c++builder', 'readprocessmemory']","{'account_id': 289707, 'reputation': 2584, 'user_id': 1854856, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://i.stack.imgur.com/YsVfm.png?s=256&g=1', 'display_name': 'StanE', 'link': 'https://stackoverflow.com/users/1854856/stane'}",False,198,0,0,1635355521,1635355521,69743042,CC BY-SA 4.0,https://stackoverflow.com/questions/69743042/readprocessmemory-fails-due-to-page-noaccess-flag,ReadProcessMemory() fails due to PAGE_NOACCESS flag(?),,,,,,
750,"['c++', 'inheritance', 'overriding']","{'account_id': 12959461, 'reputation': 341, 'user_id': 9369168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68dcb105d0c245b3badfeead13015e6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Symlink', 'link': 'https://stackoverflow.com/users/9369168/symlink'}",False,46,0,1,1635355047,1635355047,69742949,CC BY-SA 4.0,https://stackoverflow.com/questions/69742949/c-call-overridden-method,C++ call overridden method,,,,,,
751,"['c++', 'widget', 'unreal-engine4']","{'account_id': 6076603, 'reputation': 188, 'user_id': 4743767, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-1izBH_gWLqk/AAAAAAAAAAI/AAAAAAAAAh4/ZVZ3Dzj6nso/photo.jpg?sz=256', 'display_name': 'Supreeto', 'link': 'https://stackoverflow.com/users/4743767/supreeto'}",True,120,1,0,1635354751,1635252013,69723284,CC BY-SA 4.0,https://stackoverflow.com/questions/69723284/how-to-resolve-c2660-swidgetconstruct-function-does-not-take-1-arguments,How to resolve &quot;C2660 &#39;SWidget::Construct&#39;: function does not take 1 arguments&quot;?,69738008.0,1635259356.0,,,,
752,"['c++', 'qt', 'ogre']","{'account_id': 5199628, 'reputation': 696, 'user_id': 4159530, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/08767dc97119e706f20af35f69b329eb?s=256&d=identicon&r=PG', 'display_name': '8Observer8', 'link': 'https://stackoverflow.com/users/4159530/8observer8'}",False,228,1,1,1635354049,1635348178,69741363,CC BY-SA 4.0,https://stackoverflow.com/questions/69741363/qt-ogre3d-i-cannot-build-a-very-simple-example,Qt + Ogre3D. I cannot build a very simple example,,,,,,
753,"['c++', 'object', 'language-lawyer']","{'user_type': 'does_not_exist', 'display_name': 'user15071942'}",False,148,1,1,1635353693,1635353418,69742594,CC BY-SA 4.0,https://stackoverflow.com/questions/69742594/what-is-a-member-sub-object,What is a member sub object?,,,,,,
754,"['c++', 'ros', 'frames', 'odometry']","{'account_id': 14286033, 'reputation': 165, 'user_id': 10319366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43a0633a423f1892d92f7ca18bebf7ee?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bob9710', 'link': 'https://stackoverflow.com/users/10319366/bob9710'}",False,190,1,0,1635353671,1635352480,69742409,CC BY-SA 4.0,https://stackoverflow.com/questions/69742409/how-to-republish-odometry-in-different-frame,How to republish odometry in different frame?,,,,,,
755,['c++'],"{'account_id': 16219130, 'reputation': 13, 'user_id': 17114856, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ee0518fcb5ef91b0b32ec3106112993?s=256&d=identicon&r=PG', 'display_name': 'Azrael62', 'link': 'https://stackoverflow.com/users/17114856/azrael62'}",True,66,2,1,1635353038,1635350509,69741940,CC BY-SA 4.0,https://stackoverflow.com/questions/69741940/how-do-assign-an-overall-variable-for-several-inputs,How do assign an overall variable for several inputs?,69742342.0,1635350720.0,,,,
756,"['c++', 'string', 'c++11', 'wav', 'riff']","{'account_id': 22703346, 'reputation': 164, 'user_id': 16870448, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db06bf089eca45e211d2a754245a5df3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Omar', 'link': 'https://stackoverflow.com/users/16870448/omar'}",True,57,1,1,1635352743,1635338897,69738996,CC BY-SA 4.0,https://stackoverflow.com/questions/69738996/assigning-an-array-with-stdfgetc-return,Assigning an array with std::fgetc() return,69739049.0,1635352743.0,,,,
757,['c++'],"{'account_id': 21197124, 'reputation': 43, 'user_id': 16048105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e731e6eddf93ffededd3ae32d4aaf3bd?s=256&d=identicon&r=PG', 'display_name': 'JRBros', 'link': 'https://stackoverflow.com/users/16048105/jrbros'}",False,139,0,0,1635352638,1635351492,69742189,CC BY-SA 4.0,https://stackoverflow.com/questions/69742189/missing-parameter-error-even-though-i-declared-a-parameter,missing parameter error even though i declared a parameter,,1635352638.0,,,,
758,"['c++', 'unicode']","{'account_id': 19007892, 'reputation': 465, 'user_id': 13874267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b79d0b3d67d075aaee4cb756dacb804e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fognam1n', 'link': 'https://stackoverflow.com/users/13874267/fognam1n'}",True,175,1,-3,1635352201,1635291284,69731073,CC BY-SA 4.0,https://stackoverflow.com/questions/69731073/interpreting-utf-8-unicode-strings-in-c,Interpreting UTF-8 unicode strings in c++,69742354.0,1635292584.0,,,,
759,['c++'],"{'account_id': 22672248, 'reputation': 167, 'user_id': 16843823, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjjVKcF6MIuLekR6coLlvXTHqHFSq9mqMWVR1OVpA=k-s256', 'display_name': 'ktakehi', 'link': 'https://stackoverflow.com/users/16843823/ktakehi'}",True,90,3,1,1635351624,1635346891,69741034,CC BY-SA 4.0,https://stackoverflow.com/questions/69741034/changing-the-declaration-from-char-to-int-made-output-different,"changing the declaration from char to int, made output different",69741492.0,1635346937.0,,,,
760,['c++'],"{'account_id': 23159911, 'reputation': 9, 'user_id': 17260686, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5e842561a4337d4f6944793f732f2bc?s=256&d=identicon&r=PG', 'display_name': 'bloodystudent', 'link': 'https://stackoverflow.com/users/17260686/bloodystudent'}",False,53,2,-3,1635350290,1635335996,69738290,CC BY-SA 4.0,https://stackoverflow.com/questions/69738290/c-hangman-game-using-hashing-collision-algorithm,C++ Hangman game using Hashing/Collision Algorithm,,,,,,
761,"['c++', 'macos', 'clang']","{'account_id': 21017799, 'reputation': 9, 'user_id': 15444866, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8874ed104145a9a6448f05c6d4ebb36?s=256&d=identicon&r=PG&f=1', 'display_name': 'QuestionMark', 'link': 'https://stackoverflow.com/users/15444866/questionmark'}",False,259,0,0,1635349831,1635340585,69739415,CC BY-SA 4.0,https://stackoverflow.com/questions/69739415/how-to-get-code-that-uses-x86intrin-h-to-run-on-mac,How to get code that uses x86intrin.h to run on MAC,,1635349831.0,,,,
762,"['c++', 'arrays', 'string']","{'user_type': 'does_not_exist', 'display_name': 'user16711557'}",True,64,1,1,1635349669,1635349134,69741602,CC BY-SA 4.0,https://stackoverflow.com/questions/69741602/i-have-a-lot-of-error-with-append-method-in-c,I have a lot of error with .append method in c++,,,,,,
763,"['c++', 'c', 'assembly', 'visual-c++', 'x86']","{'account_id': 13531876, 'reputation': 77, 'user_id': 9762102, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': ' blackshadow', 'link': 'https://stackoverflow.com/users/9762102/blackshadow'}",False,105,0,1,1635349560,1635344994,69740546,,https://stackoverflow.com/questions/69740546/how-to-call-c-or-cpp-code-in-asm-file-msvc,How to call C or CPP code in asm file [MSVC]?,,1635346962.0,1635349370.0,Duplicate,,
764,"['c++', 'pi']","{'account_id': 18583853, 'reputation': 73, 'user_id': 13542748, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi1QCqJR0lbxrI2MlqaN-T3qGMU4ALL8Q69rRFD=k-s256', 'display_name': 'Syramid', 'link': 'https://stackoverflow.com/users/13542748/syramid'}",False,58,0,0,1635347635,1635347329,69741143,,https://stackoverflow.com/questions/69741143/m-pi-in-c-is-giving-me-the-incorrect-value,M_PI in C++ is giving me the incorrect value,,,1635347599.0,Duplicate,,
765,"['c++', 'dto', 'oat++']","{'account_id': 15483815, 'reputation': 113, 'user_id': 11170359, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-BPHS15_sPrY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfQJD32lVaq1OSWn-pTTCg_3RyhnQ/mo/photo.jpg?sz=256', 'display_name': 'Eox', 'link': 'https://stackoverflow.com/users/11170359/eox'}",True,418,1,1,1635347358,1635342621,69739930,CC BY-SA 4.0,https://stackoverflow.com/questions/69739930/oat-put-dto-in-a-list-of-dtos,oat++ : put DTO in a list of DTOs,69741150.0,,,,,
766,"['c++', 'pointers']","{'account_id': 22842377, 'reputation': 5, 'user_id': 16989164, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GIzzp.jpg?s=256&g=1', 'display_name': 'Karthik', 'link': 'https://stackoverflow.com/users/16989164/karthik'}",True,91,1,0,1635347217,1635346496,69740936,CC BY-SA 4.0,https://stackoverflow.com/questions/69740936/how-to-get-input-and-display-2-dimensional-array-in-c,How to get input and display 2 dimensional array in c++?,69741110.0,,,,,
767,"['python', 'c++']","{'account_id': 23157708, 'reputation': 13, 'user_id': 17258746, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwd8j8-51Ez_TyGVoeBbh9eIsdgIjiIFsW_EGrt=k-s256', 'display_name': 'Camille Bouquet', 'link': 'https://stackoverflow.com/users/17258746/camille-bouquet'}",True,493,1,1,1635347190,1635346040,69740830,CC BY-SA 4.0,https://stackoverflow.com/questions/69740830/run-c-executable-from-python-flask,Run c++ executable from python flask,69741004.0,1635346409.0,,,,
768,"['c++', 'cmake', 'ros', 'catkin']","{'account_id': 22554997, 'reputation': 167, 'user_id': 16743536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1c06c3727df56c2d6aa6578b5f29c58?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emilio7773', 'link': 'https://stackoverflow.com/users/16743536/emilio7773'}",False,116,0,0,1635347118,1635340327,69739347,CC BY-SA 4.0,https://stackoverflow.com/questions/69739347/linking-a-prebuilt-binary-in-cpp-does-not-work,Linking a prebuilt binary in cpp does not work?,,1635347118.0,,,,
769,"['c++', 'qt-creator']","{'account_id': 17887289, 'reputation': 1, 'user_id': 15446621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f8baf94c862b8fecc4295341c9deee52?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fungor', 'link': 'https://stackoverflow.com/users/15446621/fungor'}",False,37,0,0,1635346804,1635345453,69740669,,https://stackoverflow.com/questions/69740669/splitting-class-definition-in-h-and-cpp-file,Splitting class definition in .h and .cpp file,,1635346804.0,1635346088.0,Duplicate,,
770,"['c++', 'math', 'opengl', 'rendering']","{'account_id': 12143258, 'reputation': 93, 'user_id': 8866351, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ORTo6_gPF2M/AAAAAAAAAAI/AAAAAAAAAKE/mVSwjksiW1o/photo.jpg?sz=256', 'display_name': 'thomasweichhart', 'link': 'https://stackoverflow.com/users/8866351/thomasweichhart'}",False,180,0,0,1635346068,1635330040,69736877,CC BY-SA 4.0,https://stackoverflow.com/questions/69736877/2d-world-to-screen-conversion,2D &quot;World&quot; to screen conversion,,1635346068.0,,,,
771,"['c++', 'c++17']","{'account_id': 4885942, 'reputation': 1961, 'user_id': 3938402, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Harry', 'link': 'https://stackoverflow.com/users/3938402/harry'}",False,215,0,0,1635345801,1635345046,69740564,CC BY-SA 4.0,https://stackoverflow.com/questions/69740564/stdmove-on-stdoptional-of-type-stdvector,std::move on std::optional of type std::vector,,1635345801.0,,,,
772,"['c++', 'linux', 'shared-memory']","{'account_id': 18528613, 'reputation': 51, 'user_id': 13499951, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a623c6a8747af7e38a290e1d76db9976?s=256&d=identicon&r=PG&f=1', 'display_name': 'heldertz', 'link': 'https://stackoverflow.com/users/13499951/heldertz'}",False,392,0,5,1635345384,1634579484,69620434,CC BY-SA 4.0,https://stackoverflow.com/questions/69620434/what-does-the-execute-bit-in-the-mode-argument-of-shm-open-do,What does the execute bit in the mode argument of shm_open() do?,,1635345384.0,,,,
773,"['c++', 'c++11', 'stdvector', 'move-semantics', 'c++-standard-library']","{'account_id': 1728976, 'reputation': 369, 'user_id': 1583007, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c2cd4fe1f6f9b9591e82c4eb2a8116bb?s=256&d=identicon&r=PG', 'display_name': 'user1583007', 'link': 'https://stackoverflow.com/users/1583007/user1583007'}",True,536,3,2,1635345100,1635329234,69736684,CC BY-SA 4.0,https://stackoverflow.com/questions/69736684/stdvector-and-move-semantics,std::vector and move semantics,,1635344461.0,,,,
774,"['c++', 'keyboard', 'keypress']","{'account_id': 21192933, 'reputation': 1, 'user_id': 15585074, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/w3lTO.jpg?s=256&g=1', 'display_name': 'NoobBit', 'link': 'https://stackoverflow.com/users/15585074/noobbit'}",False,445,1,0,1635344986,1635309246,69732811,CC BY-SA 4.0,https://stackoverflow.com/questions/69732811/is-it-possible-to-use-c-to-simulate-keypress,Is it possible to use C++ to simulate keypress?,,1635344986.0,,,,
775,"['c++', 'if-statement', 'selection']","{'account_id': 18979823, 'reputation': 11, 'user_id': 13851425, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14023298ee291e661187b7a1cf03cb23?s=256&d=identicon&r=PG&f=1', 'display_name': 'maru11', 'link': 'https://stackoverflow.com/users/13851425/maru11'}",False,48,1,1,1635344944,1635344407,69740373,CC BY-SA 4.0,https://stackoverflow.com/questions/69740373/terminating-program-if-the-right-input-is-inserted,Terminating program if the right input is inserted,,1635344501.0,,,,
776,"['c++', 'c++11']","{'account_id': 23159136, 'reputation': 36, 'user_id': 17260023, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b7a91e282d9c4c523eee39a811d518dc?s=256&d=identicon&r=PG', 'display_name': 'Hesam', 'link': 'https://stackoverflow.com/users/17260023/hesam'}",True,572,2,0,1635344343,1635331870,69737297,CC BY-SA 4.0,https://stackoverflow.com/questions/69737297/constructor-with-variable-number-of-arguments,Constructor with variable number of arguments,,,,,,
777,"['c++', 'c++11', 'stl']","{'account_id': 5025934, 'reputation': 2004, 'user_id': 4037927, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/sl38I.jpg?s=256&g=1', 'display_name': 'Mayukh Sarkar', 'link': 'https://stackoverflow.com/users/4037927/mayukh-sarkar'}",True,99,1,2,1635344147,1635342847,69739985,CC BY-SA 4.0,https://stackoverflow.com/questions/69739985/what-is-the-change-i-need-to-make-to-perform-reverse-of-upper-bound,What is the change I need to make to perform reverse of upper_bound?,69740081.0,,,,,
778,"['c++', 'image', 'homography']","{'account_id': 21999899, 'reputation': 7, 'user_id': 16271740, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxe3CQd3rUjM8p1luZA0upzRo0TCUCY-cDtWbvc=k-s256', 'display_name': 'alexander', 'link': 'https://stackoverflow.com/users/16271740/alexander'}",False,69,0,1,1635343836,1635343836,69740235,CC BY-SA 4.0,https://stackoverflow.com/questions/69740235/image-stitching-using-homography-in-c,Image Stitching using Homography in C++,,,,,,
779,"['c++', 'cmake', 'conan', 'cl']","{'account_id': 22749988, 'reputation': 75, 'user_id': 16910293, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd45464e39965567f5ee5247a6f721c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Farahi', 'link': 'https://stackoverflow.com/users/16910293/farahi'}",True,2134,1,7,1635343556,1635340220,69739319,CC BY-SA 4.0,https://stackoverflow.com/questions/69739319/what-is-the-difference-between-conanfile-py-conanfile-txt-conanprofile-and-set,"What is the difference between conanfile.py, conanfile.txt, conanprofile and settings.yml?",69740163.0,1635341512.0,,,,
780,"['c++', 'operator-overloading', 'stdmap', 'stdset']","{'account_id': 8707612, 'reputation': 421, 'user_id': 6515001, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/7157036f1a431ed2046922370bb59344?s=256&d=identicon&r=PG&f=1', 'display_name': 'DrHell', 'link': 'https://stackoverflow.com/users/6515001/drhell'}",True,111,1,2,1635343426,1635342644,69739936,CC BY-SA 4.0,https://stackoverflow.com/questions/69739936/c-stdmap-and-stdset-arent-ordered-if-using-custom-class-not-pointers,C++: std::map and std::set aren&#39;t ordered if using custom class (not pointers),69740141.0,,,,,
781,"['c++', 'cmake', 'android-ndk']","{'account_id': 15235558, 'reputation': 1, 'user_id': 10993335, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1130739397108359/picture?type=large', 'display_name': 'Mohammed Hassan', 'link': 'https://stackoverflow.com/users/10993335/mohammed-hassan'}",False,84,0,0,1635342605,1635333683,69737726,CC BY-SA 4.0,https://stackoverflow.com/questions/69737726/add-static-lib-lib-and-a-file-in-android-studio,Add static lib .lib and .a file in android studio,,1635342605.0,,,,
782,"['c++', 'lambda', 'unique-ptr']","{'account_id': 12959461, 'reputation': 341, 'user_id': 9369168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68dcb105d0c245b3badfeead13015e6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Symlink', 'link': 'https://stackoverflow.com/users/9369168/symlink'}",True,102,1,2,1635342519,1635337417,69738619,CC BY-SA 4.0,https://stackoverflow.com/questions/69738619/c-static-member-function-vs-lambda-overhead,C++ static member function vs lambda overhead,69738735.0,,,,,
783,"['c++', 'c++11', 'templates', 'template-specialization', 'function-templates-overloading']","{'account_id': 2520084, 'reputation': 326, 'user_id': 2190628, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/12c60875066cec11d1d4da92feb1ca33?s=256&d=identicon&r=PG&f=1', 'display_name': 'Attila Horvath', 'link': 'https://stackoverflow.com/users/2190628/attila-horvath'}",False,194,0,0,1635341775,1635326236,69735917,CC BY-SA 4.0,https://stackoverflow.com/questions/69735917/how-to-only-enable-template-function-for-specified-types-disable-for-any-other,How to only enable template function for specified types / disable for any other types,,1635341775.0,,,,
784,"['c++', 'rust', 'rust-bindgen']","{'account_id': 14619806, 'reputation': 1457, 'user_id': 10558868, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea241bf48cb6933e9ec7a93048dbf49c?s=256&d=identicon&r=PG', 'display_name': 'object-Object', 'link': 'https://stackoverflow.com/users/10558868/object-object'}",False,533,0,1,1635341767,1635298552,69731753,CC BY-SA 4.0,https://stackoverflow.com/questions/69731753/whats-the-best-way-to-write-a-wrapper-for-a-c-library-when-rust-bindgen-does,"What&#39;s the best way to write a wrapper for a C++ library, when rust-bindgen doesn&#39;t work on the original headers?",,1635341767.0,,,,
785,"['c++', 'io', 'binaryfiles']","{'account_id': 18209631, 'reputation': 1, 'user_id': 13252421, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-xIMG5TieBOM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP5nZHUBCveKpKJlPC_esPL3QFbbg/photo.jpg?sz=256', 'display_name': 'Man of Steam ', 'link': 'https://stackoverflow.com/users/13252421/man-of-steam'}",True,127,1,0,1635341648,1635300973,69731983,CC BY-SA 4.0,https://stackoverflow.com/questions/69731983/writing-binary-file-in-c-is-producing-ascii-output,writing binary file in c++ is producing ascii output,,,,,,
786,"['c++', 'arrays', 'c++11', 'vector']","{'account_id': 13915502, 'reputation': 13, 'user_id': 10047459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bc6f9a43b4676e282d3908ff59731a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bazoya', 'link': 'https://stackoverflow.com/users/10047459/bazoya'}",True,105,2,1,1635341415,1635340998,69739512,CC BY-SA 4.0,https://stackoverflow.com/questions/69739512/c-output-array-function,C++ Output array function,,,,,,
787,"['c++', 'typetraits', 'explicit']","{'account_id': 23158654, 'reputation': 11, 'user_id': 17259577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e50dfa29d55693c66036e026efd0e3d0?s=256&d=identicon&r=PG', 'display_name': 'marinno', 'link': 'https://stackoverflow.com/users/17259577/marinno'}",True,91,1,1,1635340900,1635327904,69736319,CC BY-SA 4.0,https://stackoverflow.com/questions/69736319/a-way-to-check-if-is-explicitly-constructible,A way to check if is_explicitly_constructible,,1635329670.0,,,,
788,"['c++', 'c++17', 'c++14']","{'account_id': 13309261, 'reputation': 21, 'user_id': 9608084, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1290981777700722/picture?type=large', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/9608084/alex'}",False,125,0,0,1635340339,1635339453,69739142,CC BY-SA 4.0,https://stackoverflow.com/questions/69739142/algorithm-stuck-in-a-loop,Algorithm stuck in a loop,,1635340339.0,,,,
789,"['c++', 'boost']","{'account_id': 1555436, 'reputation': 2023, 'user_id': 1446710, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/c4f2399b89fc2225c9507ea0d7e797ec?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/1446710/daniel'}",True,108,1,1,1635339862,1635327805,69736292,CC BY-SA 4.0,https://stackoverflow.com/questions/69736292/boost-interprocess-string-in-a-not-managed-shared-memory,Boost interprocess: string in a *not managed* shared memory?,69739234.0,,,,,
790,"['c++', 'class']","{'user_type': 'does_not_exist', 'display_name': 'user15071942'}",True,202,2,1,1635339834,1635338051,69738775,CC BY-SA 4.0,https://stackoverflow.com/questions/69738775/what-is-a-base-class-subobject,What is a base class subobject?,69739162.0,,,,,
791,"['c++', 'c', 'makefile', 'openbsd']","{'account_id': 19601445, 'reputation': 45, 'user_id': 14346183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/705ff22aacd1f9243af900baa4cc4ada?s=256&d=identicon&r=PG&f=1', 'display_name': 'RHL120', 'link': 'https://stackoverflow.com/users/14346183/rhl120'}",False,268,0,0,1635339557,1635329996,69736861,CC BY-SA 4.0,https://stackoverflow.com/questions/69736861/how-to-generate-a-compile-commands-json-file-for-openbsd-make,How to generate a compile_commands.json file for OpenBSD Make,,1635339557.0,,,,
