,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date
652,"['c++', 'json', 'jsoncpp']","{'account_id': 10288535, 'reputation': 11, 'user_id': 9687184, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/197hu.png?s=256&g=1', 'display_name': 'shizde', 'link': 'https://stackoverflow.com/users/9687184/shizde'}",False,158,,0,0,1604002437,1604002437,,64598597,CC BY-SA 4.0,https://stackoverflow.com/questions/64598597/jsoncpp-vector-segmentation-fault,JSONCPP Vector - Segmentation fault,,,
653,"['c++', 'validation', 'cin']","{'account_id': 19847055, 'reputation': 21, 'user_id': 14538428, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d3fd9d5c3419a48ab6a2b1b257d87d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Agapito Hampaslupa', 'link': 'https://stackoverflow.com/users/14538428/agapito-hampaslupa'}",True,1064,,1,2,1604002232,1603995374,,64596985,CC BY-SA 4.0,https://stackoverflow.com/questions/64596985/how-to-make-cin-accept-a-single-digit-only-c,How to make cin accept a single digit only c++,,,
654,"['c++', 'arrays', 'string', 'char', 'cin']","{'account_id': 14048328, 'reputation': 81, 'user_id': 10147893, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FHvCHARA4Ws/AAAAAAAAAAI/AAAAAAAAACE/KQSLmsuMM00/photo.jpg?sz=256', 'display_name': 'Mahreen Athar', 'link': 'https://stackoverflow.com/users/10147893/mahreen-athar'}",True,1731,64598526.0,1,1,1604002045,1604001344,1604002035.0,64598366,CC BY-SA 4.0,https://stackoverflow.com/questions/64598366/pass-a-sentence-to-a-char-array-in-c,Pass a sentence to a char array in c++,,,
655,['c++'],"{'account_id': 19855255, 'reputation': 11, 'user_id': 14544860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj-BgpKAd3PDWzzbf-o25P7jk-_QHGm5XaRFROM=k-s256', 'display_name': 'SegraveX', 'link': 'https://stackoverflow.com/users/14544860/segravex'}",True,89,64598135.0,2,-3,1604001737,1604000102,,64598056,,https://stackoverflow.com/questions/64598056/a-lot-of-error-no-match-for-operator-operand-types-are-stdbasic-ostr,A lot of : &quot;error: no match for &#39;operator&gt;&gt;&#39; (operand types are &#39;std::basic_ostream&lt;char&gt;&#39; and &#39;&lt;unresolved overloaded function types&gt;&#39;),1604000555.0,Not suitable for this site,
656,"['c++', 'operator-overloading', 'overloading']","{'account_id': 11957863, 'reputation': 325, 'user_id': 10309707, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1rLzQ.png?s=256&g=1', 'display_name': 'Saif Taher', 'link': 'https://stackoverflow.com/users/10309707/saif-taher'}",True,58,64598328.0,1,0,1604001453,1604000931,,64598253,CC BY-SA 4.0,https://stackoverflow.com/questions/64598253/pre-fix-operator-overload-is-not-working-with,++ pre-fix operator overload is not working with &lt;&lt;,,,
657,"['c++', 'sockets', 'boost', 'udp', 'boost-asio']","{'account_id': 19855167, 'reputation': 13, 'user_id': 14544793, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0cf223316a5c3566f9e748f91469028?s=256&d=identicon&r=PG&f=1', 'display_name': 'shortCircuit77', 'link': 'https://stackoverflow.com/users/14544793/shortcircuit77'}",False,616,,0,0,1604000073,1604000073,,64598046,CC BY-SA 4.0,https://stackoverflow.com/questions/64598046/boost-asio-cant-set-udp-source-port,boost asio cant set UDP source port,,,
658,"['c++', 'inheritance', 'constructor', 'strategy-pattern']","{'account_id': 19642077, 'reputation': 9, 'user_id': 14377905, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FhqvQxpmUwU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckEPvbu1O6KhkedoxDgpmSVPvyDuw/photo.jpg?sz=256', 'display_name': 'Okami1301', 'link': 'https://stackoverflow.com/users/14377905/okami1301'}",True,43,64597941.0,2,-3,1603999579,1603998824,,64597759,,https://stackoverflow.com/questions/64597759/passing-derived-objects-as-argument,Passing Derived Objects as Argument,1603999815.0,Not suitable for this site,
659,"['c++', 'debugging', 'directx', 'direct3d']","{'account_id': 19782642, 'reputation': 13, 'user_id': 14487311, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-z4vBGmXbZjo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclFg3TaB2FpX1Zx2zVvDhYzLd3fVw/s96-c/photo.jpg?sz=256', 'display_name': 'user14487311', 'link': 'https://stackoverflow.com/users/14487311/user14487311'}",False,580,,2,0,1603999364,1603970915,,64590221,CC BY-SA 4.0,https://stackoverflow.com/questions/64590221/d3d11-create-device-debug-debug-flag-doesnt-work,D3D11_CREATE_DEVICE_DEBUG debug flag doesn&#39;t work,,,
660,"['c++', 'c', 'arduino', 'sdi-12']","{'account_id': 9782021, 'reputation': 11, 'user_id': 7249670, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-3fTtIhd2MVA/AAAAAAAAAAI/AAAAAAAAAJE/z0SwWU2z5KE/photo.jpg?sz=256', 'display_name': 'Ant', 'link': 'https://stackoverflow.com/users/7249670/ant'}",False,49,,0,1,1603999049,1603999049,,64597816,CC BY-SA 4.0,https://stackoverflow.com/questions/64597816/sdi12-library-doesnt-display-measurements-with-or-sign-in-it,SDI12 library doesn&#39;t display measurements with + or - sign in it,,,
661,"['c++', 'uwp']","{'account_id': 1155130, 'reputation': 1904, 'user_id': 1135950, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/06aa08434868de5579f36e35c41745a5?s=256&d=identicon&r=PG&f=1', 'display_name': 'yonutix', 'link': 'https://stackoverflow.com/users/1135950/yonutix'}",False,50,,0,0,1603998431,1603998431,,64597664,CC BY-SA 4.0,https://stackoverflow.com/questions/64597664/native-c-uwp-creating-folders-and-files,Native C++ UWP creating folders and files,,,
662,"['c++', 'overriding', 'eclipse-cdt', 'c++98', 'template-inheritance']","{'account_id': 12113877, 'reputation': 37, 'user_id': 8849260, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/520ee54ffb3de719b21177986be58ffb?s=256&d=identicon&r=PG&f=1', 'display_name': 'fb9', 'link': 'https://stackoverflow.com/users/8849260/fb9'}",False,64,,0,0,1603997794,1603996436,1603997794.0,64597220,CC BY-SA 4.0,https://stackoverflow.com/questions/64597220/can-i-override-a-method-of-a-class-template-if-it-doesnt-use-the-template-param,Can I override a method of a class template if it doesn&#39;t use the template parameter inside?,,,
663,"['c++', 'inheritance', 'polymorphism', 'multiple-inheritance']","{'account_id': 19846640, 'reputation': 11, 'user_id': 14538126, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2217681835042163/picture?type=large', 'display_name': 'Andreea Mihaela', 'link': 'https://stackoverflow.com/users/14538126/andreea-mihaela'}",False,40,,1,1,1603997344,1603967351,,64589256,CC BY-SA 4.0,https://stackoverflow.com/questions/64589256/can-somebody-explain-why-the-secound-output-is-a2a3-in-this-code,Can somebody explain why the secound output is a2a3 in this code?,,,
664,['c++'],"{'account_id': 1852532, 'reputation': 10694, 'user_id': 1678770, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/9afe9e6d4e0264da3d228c79162377f8?s=256&d=identicon&r=PG', 'display_name': 'Human-Compiler', 'link': 'https://stackoverflow.com/users/1678770/human-compiler'}",True,72,64597396.0,1,3,1603997136,1603994349,1603995304.0,64596748,CC BY-SA 4.0,https://stackoverflow.com/questions/64596748/can-you-define-a-class-static-constant-at-namespace-scope-with-auto,Can you define a class static constant at namespace scope with auto?,,,
665,"['c++', 'oop', 'operator-overloading', 'constructor-overloading']","{'account_id': 19854339, 'reputation': 27, 'user_id': 14544144, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjblifgtqLhRYbMjLp452sBp_TtO3jsv_JAd4OFNg=k-s256', 'display_name': 'katarachan', 'link': 'https://stackoverflow.com/users/14544144/katarachan'}",True,334,64597311.0,1,0,1603996795,1603993412,1603993653.0,64596548,CC BY-SA 4.0,https://stackoverflow.com/questions/64596548/how-do-i-create-a-helper-function-that-can-access-a-private-member-and-operatore,How do I create a helper function that can access a private member and operatore += sign?,,,
666,"['c++', 'c++17', 'language-lawyer', 'sequence-points']","{'account_id': 10423870, 'reputation': 15297, 'user_id': 7691729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e2568514188dfa24ecc3c1884e481834?s=256&d=identicon&r=PG&f=1', 'display_name': 'Quimby', 'link': 'https://stackoverflow.com/users/7691729/quimby'}",True,400,64198731.0,1,11,1603996390,1601819641,1601852669.0,64195482,CC BY-SA 4.0,https://stackoverflow.com/questions/64195482/chained-compound-assignments-with-c17-sequencing-are-still-undefined-behaviour,Chained compound assignments with C++17 sequencing are still undefined behaviour?,,,
667,['c++'],"{'account_id': 19854665, 'reputation': 1, 'user_id': 14544407, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Z2oEiPLuVoc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckOE1CWKqoWmTjWToB-BG3chmC0Dg/s96-c/photo.jpg?sz=256', 'display_name': 'Samosa', 'link': 'https://stackoverflow.com/users/14544407/samosa'}",False,21,,0,0,1603995310,1603995310,,64596961,,https://stackoverflow.com/questions/64596961/how-to-use-linear-search-algorithm-to-guess-user-letter,How to use linear search algorithm to guess user letter,1603995401.0,Duplicate,
668,"['c++', 'asynchronous', 'data-structures', 'stdvector', 'nodemcu']","{'account_id': 12609000, 'reputation': 95, 'user_id': 9168874, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab1aebc9a201c133ab10bbebf8972ff1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hamza Hajeir', 'link': 'https://stackoverflow.com/users/9168874/hamza-hajeir'}",False,118,,1,0,1603994765,1603990532,,64595738,CC BY-SA 4.0,https://stackoverflow.com/questions/64595738/how-to-store-and-pop-uint8-t-from-to-uint32-t-asynchronously-in-c,How to store and pop uint8_t from/to uint32_t asynchronously in C++?,,,
669,"['c++', 'cmake']","{'account_id': 2045831, 'reputation': 403, 'user_id': 1825933, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/11da53ea60ddd61c557b2a19f36b8975?s=256&d=identicon&r=PG', 'display_name': 'geoffjay', 'link': 'https://stackoverflow.com/users/1825933/geoffjay'}",True,560,64596747.0,1,0,1603994346,1602966036,1602968968.0,64406949,CC BY-SA 4.0,https://stackoverflow.com/questions/64406949/linking-an-external-library-bundle-file-on-macos-with-cmake,Linking an external library bundle file on macos with cmake,,,
670,"['c++', 'unit-testing', 'function-templates']","{'account_id': 2533091, 'reputation': 403, 'user_id': 2200948, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/e8fead9c1c01d55a2c38dffe85d98e18?s=256&d=identicon&r=PG', 'display_name': 'DXZ', 'link': 'https://stackoverflow.com/users/2200948/dxz'}",True,85,64466673.0,1,1,1603994051,1603291863,1603296213.0,64466214,CC BY-SA 4.0,https://stackoverflow.com/questions/64466214/what-c-design-pattern-is-available-for-swapping-behavior-of-a-function-templat,What C++ design pattern is available for swapping behavior of a function template between production code and testing code?,,,
671,"['c++', 'casting', 'constants']","{'account_id': 17286427, 'reputation': 3, 'user_id': 12518940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a020de31b157de486d8faa30fc51e556?s=256&d=identicon&r=PG&f=1', 'display_name': 'chabannix', 'link': 'https://stackoverflow.com/users/12518940/chabannix'}",True,68,64596146.0,1,0,1603992429,1603991709,1603992221.0,64596090,CC BY-SA 4.0,https://stackoverflow.com/questions/64596090/strange-output-after-cast-removing-constness-in-c,Strange output after cast removing constness in C++,,,
672,"['c++', 'recursion', 'math']","{'account_id': 14048328, 'reputation': 81, 'user_id': 10147893, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FHvCHARA4Ws/AAAAAAAAAAI/AAAAAAAAACE/KQSLmsuMM00/photo.jpg?sz=256', 'display_name': 'Mahreen Athar', 'link': 'https://stackoverflow.com/users/10147893/mahreen-athar'}",True,66,64596264.0,1,-1,1603992411,1603992344,,64596249,CC BY-SA 4.0,https://stackoverflow.com/questions/64596249/power-using-recursion-c,Power using recursion c++,,,
673,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user10559318'}",True,50,64596217.0,2,1,1603992256,1603991407,,64596004,CC BY-SA 4.0,https://stackoverflow.com/questions/64596004/what-is-the-type-of-the-following,What is the type of the following?,,,
674,['c++'],"{'account_id': 19851362, 'reputation': 11, 'user_id': 14541785, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/841021039772399/picture?type=large', 'display_name': 'Kurnia Abdul Thata', 'link': 'https://stackoverflow.com/users/14541785/kurnia-abdul-thata'}",True,36,,2,0,1603992011,1603968238,,64589501,CC BY-SA 4.0,https://stackoverflow.com/questions/64589501/error-code-when-i-try-to-type-y-then-the-if-code-doesnt-work-and-go-straight,Error code when I try to type &quot;Y&quot; then the if code doesn&#39;t work and go straight to else and finish,,,
675,"['c++', 'netbeans']","{'account_id': 16999847, 'reputation': 1, 'user_id': 12297494, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDPkzfWHb-mtS1VVLiXN9j8iIe9bZEH-cMswYvd=k-s256', 'display_name': 'Casey Phillips', 'link': 'https://stackoverflow.com/users/12297494/casey-phillips'}",False,171,,1,-1,1603991987,1603902522,1603991987.0,64577176,CC BY-SA 4.0,https://stackoverflow.com/questions/64577176/c-netbeans-identifier-whose-declaration-cannot-be-found-error,C++ NetBeans &quot;Identifier whose declaration cannot be found.&quot; Error,,,
676,"['c++', 'arduino']","{'account_id': 19844556, 'reputation': 1, 'user_id': 14536497, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff13f2ee57169ad8e7bdd3db7033d973?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roma753', 'link': 'https://stackoverflow.com/users/14536497/roma753'}",False,418,,1,0,1603991814,1603900389,,64576525,CC BY-SA 4.0,https://stackoverflow.com/questions/64576525/boolean-operator-arduino,Boolean operator Arduino,,,
677,['c++'],"{'account_id': 18316141, 'reputation': 29, 'user_id': 13337888, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-7-oJrTXXv0Q/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMuSG1-S_plZc2u_rpKzTRBLxFTVw/photo.jpg?sz=256', 'display_name': 'Roshan Ahmad Shaheen', 'link': 'https://stackoverflow.com/users/13337888/roshan-ahmad-shaheen'}",False,21,,0,0,1603991571,1603991480,1603991571.0,64596020,,https://stackoverflow.com/questions/64596020/simple-program-to-find-length-of-string,simple program to find length of string,1603991525.0,Duplicate,
678,"['c++', 'interface', 'abstract-class']","{'account_id': 5925607, 'reputation': 749, 'user_id': 6006544, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/dd1ce8be57e814c5564600bcfc5786e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/6006544/steve'}",True,75,64596028.0,1,0,1603991517,1603990591,,64595758,CC BY-SA 4.0,https://stackoverflow.com/questions/64595758/how-to-define-common-interface-in-c,How to define common interface in C++,,,
679,['c++'],"{'account_id': 6595359, 'reputation': 451, 'user_id': 5095338, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://lh5.googleusercontent.com/-DwzxfmSUi6w/AAAAAAAAAAI/AAAAAAAABoo/T_2bv8P2jKY/photo.jpg?sz=256', 'display_name': 'jkang', 'link': 'https://stackoverflow.com/users/5095338/jkang'}",False,45,,0,0,1603990382,1603990382,,64595691,CC BY-SA 4.0,https://stackoverflow.com/questions/64595691/extra-character-at-the-end-of-binary-file-output,Extra character at the end of binary file output,,,
680,['c++'],"{'account_id': 19821503, 'reputation': 73, 'user_id': 14517967, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Cx8toY7SmWw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclfXVjPJFXEOC5IqQgTdCKHyTeKfg/s96-c/photo.jpg?sz=256', 'display_name': 'James Dean', 'link': 'https://stackoverflow.com/users/14517967/james-dean'}",True,342,64594983.0,4,2,1603989309,1603983505,1603989309.0,64593697,,https://stackoverflow.com/questions/64593697/reducing-cyclomatic-complexity-in-c,Reducing cyclomatic complexity in c++,1603988077.0,Needs details or clarity,
681,"['c++', 'gcc10']","{'account_id': 2815, 'reputation': 51352, 'user_id': 3978, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7d3dac9b66ba5f24a38c09e01830adab?s=256&d=identicon&r=PG', 'display_name': 'Douglas Leeder', 'link': 'https://stackoverflow.com/users/3978/douglas-leeder'}",True,430,64595129.0,2,4,1603988976,1603987719,1603988183.0,64594953,CC BY-SA 4.0,https://stackoverflow.com/questions/64594953/stdvector-null-pointer-dereference-from-g-fanalyzer,std::vector null pointer dereference from g++ -fanalyzer,,,
682,"['android', 'c++', 'visual-studio', 'shared-libraries', 'static-libraries']","{'account_id': 4870649, 'reputation': 11, 'user_id': 3927313, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gdcPk.jpg?s=256&g=1', 'display_name': 'Some1', 'link': 'https://stackoverflow.com/users/3927313/some1'}",False,286,,0,1,1603988661,1603976454,1603988661.0,64591624,CC BY-SA 4.0,https://stackoverflow.com/questions/64591624/how-to-properly-use-a-c-static-library-lib-in-a-android-shared-library-so,How to properly use a c++ static library (.lib) in a Android shared library (.so) project in Visual Studio?,,,
683,"['c++', 'operator-keyword', 'dereference', 'double-pointer']","{'account_id': 18236094, 'reputation': 39, 'user_id': 13274055, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0506a41981c464605d2f5a0fbeda1872?s=256&d=identicon&r=PG&f=1', 'display_name': 'unicorns101', 'link': 'https://stackoverflow.com/users/13274055/unicorns101'}",True,81,64595185.0,1,1,1603988487,1603986928,,64594703,CC BY-SA 4.0,https://stackoverflow.com/questions/64594703/cannot-dereference-double-pointer-no-match-for-operator,"Cannot dereference double pointer, &quot; no match for operator* &quot;",,,
684,"['c++', 'cmake', 'catkin', 'g2o']","{'account_id': 8563713, 'reputation': 33, 'user_id': 6416937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86d2af2f5f41ab71aee1a8f41e2b47be?s=256&d=identicon&r=PG&f=1', 'display_name': 'ricber', 'link': 'https://stackoverflow.com/users/6416937/ricber'}",False,408,,0,0,1603988460,1603638783,1603988460.0,64525300,CC BY-SA 4.0,https://stackoverflow.com/questions/64525300/how-to-specify-package-location-in-cmake-file,How to specify package location in cmake file?,,,
685,"['c++', 'qt-creator', 'undefined-reference']","{'account_id': 19411779, 'reputation': 1, 'user_id': 14196082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04705f2d27d5bb68567c0fa1fc6dedcc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Introligator', 'link': 'https://stackoverflow.com/users/14196082/introligator'}",False,124,,0,0,1603987919,1603987664,1603987919.0,64594939,CC BY-SA 4.0,https://stackoverflow.com/questions/64594939/problem-with-wfdb-library-in-c-project-undefined-reference,Problem with WFDB library in C++ project (undefined reference),,,
686,"['c++', 'boost']","{'account_id': 200409, 'reputation': 2885, 'user_id': 446252, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/3fWRI.jpg?s=256&g=1', 'display_name': 'Adam Trhon', 'link': 'https://stackoverflow.com/users/446252/adam-trhon'}",False,54,,0,1,1603987716,1603987716,,64594950,CC BY-SA 4.0,https://stackoverflow.com/questions/64594950/how-to-force-boost-program-options-to-check-options-strictly,How to force boost program_options to check options strictly?,,,
687,"['c++', 'visual-studio-code']","{'account_id': 19853483, 'reputation': 1, 'user_id': 14543492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa2dba95d21e1115f558f72dc5e26028?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emily Smith', 'link': 'https://stackoverflow.com/users/14543492/emily-smith'}",False,184,,2,0,1603986727,1603985663,1603985899.0,64594372,CC BY-SA 4.0,https://stackoverflow.com/questions/64594372/compiling-c-program-that-has-an-error-with-not-finding-the-file,Compiling C++ program that has an error with not finding the file,,,
688,"['c++', 'makefile']","{'account_id': 19853669, 'reputation': 1, 'user_id': 14543640, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c35e4806ec88bad0fb6188b56f211c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/14543640/jack'}",False,28,,0,0,1603986697,1603986697,,64594647,CC BY-SA 4.0,https://stackoverflow.com/questions/64594647/is-there-any-way-to-compile-source-code-in-subdirectories-via-gnu-make,Is there any way to compile source code in subdirectories via gnu make,,,
689,"['c++', 'r', 'rcpp', 'rcpparmadillo']","{'account_id': 13013993, 'reputation': 97, 'user_id': 9405972, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72f43e6d63751933eb3c2c1668a1fadf?s=256&d=identicon&r=PG&f=1', 'display_name': 'zengc', 'link': 'https://stackoverflow.com/users/9405972/zengc'}",True,66,64594546.0,1,0,1603986319,1603985253,,64594254,CC BY-SA 4.0,https://stackoverflow.com/questions/64594254/why-do-the-two-functions-give-different-results,Why do the two functions give different results?,,,
690,"['c++', 'breadth-first-search']","{'account_id': 19853496, 'reputation': 1, 'user_id': 14543505, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fe66046c36512019c55f517e78c8fb2?s=256&d=identicon&r=PG&f=1', 'display_name': 'BananaBread', 'link': 'https://stackoverflow.com/users/14543505/bananabread'}",False,73,,0,0,1603986063,1603986063,,64594475,CC BY-SA 4.0,https://stackoverflow.com/questions/64594475/using-bfs-and-creating-a-graph,Using bfs and creating a graph,,,
691,['c++'],"{'account_id': 17030728, 'reputation': 35, 'user_id': 12320969, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SrFOw.jpg?s=256&g=1', 'display_name': 'Dark Vedar', 'link': 'https://stackoverflow.com/users/12320969/dark-vedar'}",True,38,64594309.0,1,0,1603985985,1603984851,,64594113,CC BY-SA 4.0,https://stackoverflow.com/questions/64594113/cannot-implement-searching-by-name,Cannot Implement Searching By Name,,,
692,"['c++', 'c++14']","{'account_id': 229978, 'reputation': 2493, 'user_id': 493298, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/656ba367eaa17e57444f733e3070c98d?s=256&d=identicon&r=PG', 'display_name': '0xbaadf00d', 'link': 'https://stackoverflow.com/users/493298/0xbaadf00d'}",True,230,64594223.0,4,1,1603985473,1603983893,1603984745.0,64593829,CC BY-SA 4.0,https://stackoverflow.com/questions/64593829/stdfunction-from-new-and-type,std::function from &quot;new&quot; and type,,,
693,"['c++', 'templates', 'singleton']","{'account_id': 4166007, 'reputation': 97, 'user_id': 3832126, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002759986966/picture?type=large', 'display_name': 'Meldryt', 'link': 'https://stackoverflow.com/users/3832126/meldryt'}",False,519,,1,0,1603985409,1603985089,,64594188,CC BY-SA 4.0,https://stackoverflow.com/questions/64594188/c-get-functions-caller-class-name,c++ get functions caller class name,,,
694,"['c++', 'shared-libraries']","{'account_id': 18199493, 'reputation': 33, 'user_id': 13243937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c810dcb02b8ca33779b48a4ea7fd82f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'sensolama', 'link': 'https://stackoverflow.com/users/13243937/sensolama'}",True,72,,2,0,1603984864,1603983338,,64593647,CC BY-SA 4.0,https://stackoverflow.com/questions/64593647/c-when-i-provide-my-shared-library-to-user-which-header-files-should-be-prov,"c++, When I provide my shared library to user, which header files should be provided?",,,
695,"['c++', 'dynamic-memory-allocation']","{'account_id': 6287787, 'reputation': 475, 'user_id': 4886377, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cae3fa32305df27032f29740ee06accd?s=256&d=identicon&r=PG&f=1', 'display_name': 'lars', 'link': 'https://stackoverflow.com/users/4886377/lars'}",True,116,64593757.0,1,1,1603983679,1603979015,1603982507.0,64592353,CC BY-SA 4.0,https://stackoverflow.com/questions/64592353/replacing-global-operator-new-delete-and-allocating-memory-within-these-leadi,"Replacing global operator new / delete and allocating memory within these, leading to heap corruption",,,
696,"['c++', 'stdmap']","{'account_id': 431527, 'reputation': 9322, 'user_id': 815653, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a2beceb77bdda94b8097c2c21f615442?s=256&d=identicon&r=PG', 'display_name': 'zell', 'link': 'https://stackoverflow.com/users/815653/zell'}",True,4273,64591804.0,1,-13,1603983618,1603976721,1603983618.0,64591696,,https://stackoverflow.com/questions/64591696/how-to-create-an-empty-stdmap-object,How to create an empty std::map object?,1604019025.0,Needs details or clarity,
697,"['c++', 'exception']","{'account_id': 19364687, 'reputation': 140, 'user_id': 14159259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f68c505348314d2ecefd31c848ad9ebc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Omkar Arora', 'link': 'https://stackoverflow.com/users/14159259/omkar-arora'}",False,46,,0,0,1603983516,1603946843,1603983516.0,64585142,CC BY-SA 4.0,https://stackoverflow.com/questions/64585142/exception-handling-with-multiple-objects,Exception handling with multiple objects,,,
698,"['c++', 'point-cloud-library', 'las']","{'account_id': 9262899, 'reputation': 107, 'user_id': 6879309, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2976253ee4efd3c259ff51b1975b756?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mohamed Hedeya', 'link': 'https://stackoverflow.com/users/6879309/mohamed-hedeya'}",True,2706,64593667.0,1,1,1603983445,1603822194,1603822522.0,64560467,CC BY-SA 4.0,https://stackoverflow.com/questions/64560467/reading-point-clouds-from-las-files,Reading Point Clouds from .las files,,,
699,"['c++', 'cmake']","{'account_id': 16810895, 'reputation': 49, 'user_id': 12153942, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-aeZKoKv7qj8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcCGJO6EpHg9zDeocdxDQX_2cnh2w/photo.jpg?sz=256', 'display_name': 'quotschmacher', 'link': 'https://stackoverflow.com/users/12153942/quotschmacher'}",True,365,,1,0,1603982880,1603977898,1603982880.0,64592032,CC BY-SA 4.0,https://stackoverflow.com/questions/64592032/set-subsystemwindows-on-executable-target,Set /SUBSYSTEM:WINDOWS on executable target,,,
700,"['c++', 'sublimetext3', 'mingw']","{'account_id': 19832208, 'reputation': 11, 'user_id': 14526509, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-jdvH1KJQItE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnS9X_W--7M4snojmttErXW48sOhA/s96-c/photo.jpg?sz=256', 'display_name': 'Zhong Andy', 'link': 'https://stackoverflow.com/users/14526509/zhong-andy'}",False,34,,1,0,1603982830,1603948344,1603982830.0,64585356,CC BY-SA 4.0,https://stackoverflow.com/questions/64585356/unable-to-setup-c-environment-with-sublime-text-and-mingw,unable to setup C++ environment with sublime text and mingw,,,
