,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date,migrated_from
187,['c++'],"{'account_id': 25015566, 'reputation': 1, 'user_id': 18874715, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhVGJHl-kQEuAK9pBOKKBAqbds9Hhn61z7pqwwR=k-s256', 'display_name': 'Daniel Mendoza', 'link': 'https://stackoverflow.com/users/18874715/daniel-mendoza'}",False,54,,0,0,1667186205,1667184390,1667186205.0,74258294,,https://stackoverflow.com/questions/74258294/why-do-we-need-stdbegin-when-theres-begin,Why do we need std::begin() when there&#39;s .begin()?,1667185255.0,Duplicate,,
188,"['c++', 'visual-studio-code']","{'account_id': 26780854, 'reputation': 1, 'user_id': 20375707, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32331d11bd249b4cd343b0bc0525eecc?s=256&d=identicon&r=PG', 'display_name': 'zipthebip', 'link': 'https://stackoverflow.com/users/20375707/zipthebip'}",False,25,,0,-1,1667185784,1667185031,1667185784.0,74258339,CC BY-SA 4.0,https://stackoverflow.com/questions/74258339/run-time-check-failure-2-stack-around-the-variable-numbooks-was-corrupted,Run-Time Check Failure #2 - Stack around the variable &#39;numBooks&#39; was corrupted,,,,
189,"['javascript', 'python', 'html', 'c++']","{'account_id': 26268962, 'reputation': 15, 'user_id': 19939125, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqjF-yi-PnwWshmBIiSakmloA7YSe_kmsqxhQzP=k-s256', 'display_name': 'sneekcreeper', 'link': 'https://stackoverflow.com/users/19939125/sneekcreeper'}",True,56,74257769.0,1,-2,1667184214,1667175036,,74257626,,https://stackoverflow.com/questions/74257626/how-do-i-display-a-grid-of-images-and-have-them-them-transparent-until-a-keyboa,how do i display a grid of images (and have them them transparent until a keyboard key is pressed),1667188985.0,Needs more focus,,
190,"['c++', 'eigen', 'libtorch']","{'account_id': 18518708, 'reputation': 3, 'user_id': 13492269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e8c8f16b0e5327d52561461782f7853?s=256&d=identicon&r=PG&f=1', 'display_name': 'mitsu', 'link': 'https://stackoverflow.com/users/13492269/mitsu'}",True,27,74241864.0,1,0,1667182894,1666941963,1666943306.0,74231905,CC BY-SA 4.0,https://stackoverflow.com/questions/74231905/how-to-convert-eigen-martix-to-torch-tensor,How to convert Eigen Martix to Torch Tensor?,,,,
191,"['c++', 'command-line']","{'account_id': 26780390, 'reputation': 1, 'user_id': 20375318, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1WHLCMqGtsq8ejxdoKtVo-Q9EgLe0pQB4m4N9S=k-s256', 'display_name': 'ANONIMUS', 'link': 'https://stackoverflow.com/users/20375318/anonimus'}",False,29,,0,0,1667179699,1667179699,,74257951,CC BY-SA 4.0,https://stackoverflow.com/questions/74257951/how-can-i-fix-error-getline-and-ostringstreaming-c,How can i fix error getline and ostringstreaming C++?,,,,
192,"['c++', 'arrays']","{'account_id': 25838585, 'reputation': 15, 'user_id': 19574579, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnw1P2yAPC5jsv7sXp-t1WttcSjz0vHD9w-3Qpv=k-s256', 'display_name': 'CuberBoy', 'link': 'https://stackoverflow.com/users/19574579/cuberboy'}",False,61,,0,0,1667177504,1667177504,,74257806,CC BY-SA 4.0,https://stackoverflow.com/questions/74257806/able-to-delete-an-array-in-a-method-but-not-in-a-destructor,"Able to delete an array in a method, but not in a destructor",,,,
193,['c++'],"{'account_id': 26780046, 'reputation': 11, 'user_id': 20375029, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu206QR_uPDAb-4syaWA6DazMlbYR3EMiUHOVZcU=k-s256', 'display_name': 'UniqulyDumb', 'link': 'https://stackoverflow.com/users/20375029/uniqulydumb'}",False,34,,0,1,1667177195,1667177195,,74257782,CC BY-SA 4.0,https://stackoverflow.com/questions/74257782/how-to-use-a-vector-list-to-find-all-instances-of-words-in-a-file,How to use a vector list to find all instances of words in a file,,,,
194,"['c++', 'templates', 'template-specialization', 'ambiguous', 'specialization']","{'account_id': 45657, 'reputation': 6539, 'user_id': 134692, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/qgWoX.jpg?s=256&g=1', 'display_name': 'Ted Middleton', 'link': 'https://stackoverflow.com/users/134692/ted-middleton'}",True,50,74075130.0,1,0,1667175983,1665725996,1667175983.0,74064749,CC BY-SA 4.0,https://stackoverflow.com/questions/74064749/c-class-template-specialization-with-value-template-parameters-how-to-prefer,C++ class template specialization with value template parameters - how to prefer one over another?,,,,
195,"['c++', 'file-io', 'iostream']","{'account_id': 26435340, 'reputation': 11, 'user_id': 20080785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f062deab82c94da1889ea9ab5fee435e?s=256&d=identicon&r=PG', 'display_name': 'Guled', 'link': 'https://stackoverflow.com/users/20080785/guled'}",False,71,,1,1,1667175920,1667174271,,74257575,CC BY-SA 4.0,https://stackoverflow.com/questions/74257575/reading-huge-binary-file-1-5-gb-and-writing-the-results-to-a-text-file-c,Reading huge binary file (~1.5 GB) and writing the results to a text file C++,,,,
196,"['c++', 'string', 'csv']","{'account_id': 26775488, 'reputation': 1, 'user_id': 20371204, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b65acc1287ebb8fad49b11a2f5cff2a4?s=256&d=identicon&r=PG', 'display_name': 'StillAlive', 'link': 'https://stackoverflow.com/users/20371204/stillalive'}",False,47,,0,-1,1667175473,1667130015,1667175473.0,74252718,CC BY-SA 4.0,https://stackoverflow.com/questions/74252718/ci-mysteriously-got-1-excess-space-in-my-array-loop,[C++]I mysteriously got 1 excess space in my array loop,,,,
197,"['c++', 'metaprogramming']","{'account_id': 18068150, 'reputation': 33, 'user_id': 13133437, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-AY6ae4B9sG8/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCndeu-wu-QSINY8vllW3FRUTzvDA/photo.jpg?sz=256', 'display_name': 'pp2 test2', 'link': 'https://stackoverflow.com/users/13133437/pp2-test2'}",True,79,74257596.0,2,3,1667174804,1667173602,1667174804.0,74257533,CC BY-SA 4.0,https://stackoverflow.com/questions/74257533/difference-between-stddecay-and-stdremove-cvref,Difference between std::decay and std::remove_cvref?,,,,
198,"['c++', 'windows', 'winapi', 'windows-10']","{'account_id': 2914287, 'reputation': 536, 'user_id': 2497848, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CnWUc.jpg?s=256&g=1', 'display_name': '70by7', 'link': 'https://stackoverflow.com/users/2497848/70by7'}",False,76,,0,0,1667173875,1667173875,,74257544,CC BY-SA 4.0,https://stackoverflow.com/questions/74257544/how-can-i-list-all-keyboard-shortcuts-hotkeys-and-what-they-are-bound-to-in-wi,How can I list all keyboard shortcuts / hotkeys and what they are bound to in Windows?,,,,
199,"['c++', 'arrays', 'operator-overloading', 'subscript']","{'account_id': 20199228, 'reputation': 31, 'user_id': 14815417, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10207797191384223/picture?type=large', 'display_name': 'Pedro M Areias', 'link': 'https://stackoverflow.com/users/14815417/pedro-m-areias'}",False,64,,0,0,1667173157,1667170826,1667173157.0,74257341,CC BY-SA 4.0,https://stackoverflow.com/questions/74257341/remove-the-return-const-qualifier-in-the-const-version-of-array-subscript-operat,Remove the return const qualifier in the const version of array subscript operator overloading []?,,,,
200,"['c++', 'algorithm', 'sorting']","{'account_id': 26778971, 'reputation': 1, 'user_id': 20374132, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a58a6218f11c403e72bff25ad003c211?s=256&d=identicon&r=PG', 'display_name': 'kabaAli', 'link': 'https://stackoverflow.com/users/20374132/kabaali'}",False,144,,2,0,1667171377,1667160979,1667171377.0,74256449,CC BY-SA 4.0,https://stackoverflow.com/questions/74256449/how-to-optimize-the-sorting-of-a-vector-with-coordinates-based-on-distance,How to optimize the sorting of a vector with coordinates based on distance?,,,,
201,"['c++', 'operating-system', 'fork']","{'account_id': 22860923, 'reputation': 15, 'user_id': 17005015, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwNK7PSo5iRJHzIv0jyl5EjRc1lgASikwLx6l9Z=k-s256', 'display_name': 'mickey_mac', 'link': 'https://stackoverflow.com/users/17005015/mickey-mac'}",True,34,,1,-3,1667170551,1667170147,,74257288,,https://stackoverflow.com/questions/74257288/fork-call-produces-nothing-print-statements-not-executed-after-fork-call,"Fork() call produces nothing, print statements not executed after Fork() call",1667257313.0,Not suitable for this site,,
202,['c++'],"{'account_id': 26583722, 'reputation': 3, 'user_id': 20207973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/676b4f50faa0606716d7f92918fe19dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eternal23', 'link': 'https://stackoverflow.com/users/20207973/eternal23'}",False,29,,0,0,1667170085,1667169669,1667170085.0,74257258,,https://stackoverflow.com/questions/74257258/c-problem-when-i-insert-4-bits-in-input,"C++, problem when i insert 4 bits in input",1667169980.0,Duplicate,,
203,"['c++', 'rocksdb']","{'account_id': 20567667, 'reputation': 11, 'user_id': 15096619, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-mchjpJI67Y8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnMMiFX8giW4bWVAN8E5tLb8yPFyg/s96-c/photo.jpg?sz=256', 'display_name': 'Ali Mayo', 'link': 'https://stackoverflow.com/users/15096619/ali-mayo'}",False,26,,1,0,1667169920,1666892192,,74226133,CC BY-SA 4.0,https://stackoverflow.com/questions/74226133/assigning-iterator-to-a-non-member-struct-in-c,Assigning Iterator to a non member struct in C++,,,,
204,"['c++', 'arrays', 'function']","{'account_id': 26779589, 'reputation': 1, 'user_id': 20374654, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac66aaa75c0e7c08671b0a3e94e8e5ee?s=256&d=identicon&r=PG', 'display_name': 'icecreamocon', 'link': 'https://stackoverflow.com/users/20374654/icecreamocon'}",False,37,,1,-1,1667168966,1667167295,1667167517.0,74257077,CC BY-SA 4.0,https://stackoverflow.com/questions/74257077/c-why-isnt-my-payroll-function-updating-the-array,C++: Why isn&#39;t my payroll function updating the array?,,,,
205,"['c++', 'arrays', 'class', 'constructor', 'delete-operator']","{'account_id': 25838585, 'reputation': 15, 'user_id': 19574579, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnw1P2yAPC5jsv7sXp-t1WttcSjz0vHD9w-3Qpv=k-s256', 'display_name': 'CuberBoy', 'link': 'https://stackoverflow.com/users/19574579/cuberboy'}",True,46,74257072.0,1,1,1667168056,1667167082,1667167565.0,74257055,CC BY-SA 4.0,https://stackoverflow.com/questions/74257055/unable-to-delete-instance-variable-array-in-c,Unable to delete instance variable array in C++,,,,
206,"['c++', 'c', 'linux', 'openssl']","{'account_id': 3332637, 'reputation': 695, 'user_id': 2801187, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7857f31e1fe8b39983c19d9595902f3e?s=256&d=identicon&r=PG&f=1', 'display_name': 'vengy', 'link': 'https://stackoverflow.com/users/2801187/vengy'}",True,103,74256157.0,1,0,1667167829,1666573524,1667167829.0,74175833,CC BY-SA 4.0,https://stackoverflow.com/questions/74175833/how-to-replace-deprecated-rsa-low-level-openssl-3-0-apis-with-equivalent-evp-fun,How to replace deprecated RSA low level OpenSSL 3.0 APIs with equivalent EVP functions?,,,,
207,"['c++', 'stream']","{'account_id': 222412, 'reputation': 52070, 'user_id': 480982, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/zOoEk.jpg?s=256&g=1', 'display_name': 'Thomas Weller', 'link': 'https://stackoverflow.com/users/480982/thomas-weller'}",False,41,,1,0,1667166992,1667165958,,74256958,CC BY-SA 4.0,https://stackoverflow.com/questions/74256958/c3543-does-not-contain-a-parameter-pack-when-using-variadics-on-stream-buffer,C3543 &quot;does not contain a parameter pack&quot; when using variadics on stream buffer,,,,
208,['c++'],"{'account_id': 26433150, 'reputation': 11, 'user_id': 20078963, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dca0b9f64346686f81576841cbed22d?s=256&d=identicon&r=PG', 'display_name': 'ezekiel444', 'link': 'https://stackoverflow.com/users/20078963/ezekiel444'}",False,66,,1,0,1667166265,1667101350,1667102384.0,74250365,CC BY-SA 4.0,https://stackoverflow.com/questions/74250365/having-trouble-assigning-a-string-variable-to-a-structure-member,Having trouble assigning a string variable to a structure member,,,,
209,"['c++', 'ostream']","{'account_id': 14370996, 'reputation': 592, 'user_id': 10380766, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PCKrY.png?s=256&g=1', 'display_name': 'Hofbr', 'link': 'https://stackoverflow.com/users/10380766/hofbr'}",True,168,74256828.0,1,1,1667165209,1667164106,,74256770,CC BY-SA 4.0,https://stackoverflow.com/questions/74256770/is-ostream-operator-better-practice-in-a-class-than-using-stdcout,Is ostream&amp; operator&lt;&lt; better practice in a class than using std::cout?,,,,
210,['c++'],"{'account_id': 19677812, 'reputation': 21, 'user_id': 14417014, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9785313c282c5eb70e68547af2dac20e?s=256&d=identicon&r=PG&f=1', 'display_name': 'FSI', 'link': 'https://stackoverflow.com/users/14417014/fsi'}",False,56,,0,1,1667165122,1667165122,,74256881,CC BY-SA 4.0,https://stackoverflow.com/questions/74256881/difference-in-the-function-return-value-and-direct-operation-in-cpp,Difference in the function return value and direct operation in cpp,,,,
211,"['c++', 'class', 'templates', 'operator-overloading']","{'account_id': 26695989, 'reputation': 1, 'user_id': 20303832, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1upqUkX-agMlGc6PN9w9QL086gA55DJJoEenlbfA=k-s256', 'display_name': 'lordeji', 'link': 'https://stackoverflow.com/users/20303832/lordeji'}",False,46,,2,0,1667164921,1667162832,1667162965.0,74256649,CC BY-SA 4.0,https://stackoverflow.com/questions/74256649/change-type-of-vector-template-inside-a-class-template-c,Change type of vector template inside a Class template (C++),,,,
212,"['c++', 'ifstream']","{'account_id': 26625433, 'reputation': 1, 'user_id': 20243550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45717dbcbbe5c75410019958b5906b56?s=256&d=identicon&r=PG', 'display_name': 'sleepy sleepier', 'link': 'https://stackoverflow.com/users/20243550/sleepy-sleepier'}",False,28,,0,0,1667164035,1667162975,,74256664,,https://stackoverflow.com/questions/74256664/why-is-this-function-going-out-of-bounds,Why is this function going out of bounds?,1667163214.0,Duplicate,,
213,"['c++', 'constants', 'operator-keyword']","{'account_id': 26471078, 'reputation': 49, 'user_id': 20111691, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu-EQLyDXp6toLR4v7MF2VaQqLcf1nydBpNSKlwSbQ=k-s256', 'display_name': 'Michael Elrod', 'link': 'https://stackoverflow.com/users/20111691/michael-elrod'}",False,12,,0,-1,1667162808,1667162808,,74256647,,https://stackoverflow.com/questions/74256647/binary-no-operator-found-which-takes-a-left-hand-operand-of-type-const-ty,binary &#39;&lt;&#39;: no operator found which takes a left-hand operand of type &#39;const _Ty&#39; (or there is no acceptable conversion),1667163047.0,Duplicate,,
214,"['c++', 'pointers', 'reference']","{'account_id': 15414058, 'reputation': 33, 'user_id': 11120051, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/817722755233422/picture?type=large', 'display_name': 'Ge Yan', 'link': 'https://stackoverflow.com/users/11120051/ge-yan'}",False,21,,0,-1,1667162679,1667162679,,74256629,,https://stackoverflow.com/questions/74256629/why-reference-still-work-after-the-original-object-is-destroyed,Why reference still work after the original object is destroyed,1667162820.0,Duplicate,,
215,"['c++', 'visual-studio', 'intellisense']","{'account_id': 449124, 'reputation': 19854, 'user_id': 843732, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/8e7b3eb1f6bb311c47610a9d230485f0?s=256&d=identicon&r=PG', 'display_name': 'c00000fd', 'link': 'https://stackoverflow.com/users/843732/c00000fd'}",False,57,,0,1,1667161243,1667161243,,74256469,CC BY-SA 4.0,https://stackoverflow.com/questions/74256469/how-to-adjust-intellisense-in-the-visual-studio-2022-to-display-specific-class-m,How to adjust Intellisense in the Visual Studio 2022 to display specific class member in C++,,,,
216,"['c++', 'hook', 'paste', 'remote-desktop', 'windows-explorer']","{'account_id': 26279619, 'reputation': 35, 'user_id': 19948276, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkdpkXGS6LcxYRJYu2dZQdSY1rUAw_uzxrLNZr5=k-s256', 'display_name': 'Service 7', 'link': 'https://stackoverflow.com/users/19948276/service-7'}",True,108,,1,-1,1667161203,1666343175,1667161203.0,74151301,CC BY-SA 4.0,https://stackoverflow.com/questions/74151301/c-hook-windows-explorer-paste-event,C++ Hook Windows Explorer paste event,,,,
217,"['c++', 'operator-overloading', 'fstream']","{'account_id': 17353303, 'reputation': 1, 'user_id': 12571305, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2f14180afad4c841d915bf8b41013ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'corl', 'link': 'https://stackoverflow.com/users/12571305/corl'}",False,28,,0,0,1667159164,1667155478,1667159164.0,74255817,CC BY-SA 4.0,https://stackoverflow.com/questions/74255817/overloading-operator-for-an-fstream-object-reads-the-object-twice,Overloading &gt;&gt; operator for an fstream object reads the object twice,,,,
218,"['c++', 'string', 'file-io', 'iostream']","{'account_id': 14418716, 'reputation': 125, 'user_id': 17115570, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e36393b92cceaf4abb1fff634d0149d?s=256&d=identicon&r=PG&f=1', 'display_name': 'ten1o', 'link': 'https://stackoverflow.com/users/17115570/ten1o'}",True,52,74256184.0,1,0,1667158690,1667156828,1667157076.0,74255969,CC BY-SA 4.0,https://stackoverflow.com/questions/74255969/how-to-store-cout-in-string-and-then-output-the-string-to-console,How to store cout in string and then output the string to console?,,,,
219,"['c++', 'matrix', 'vector', 'determinants']","{'account_id': 20061526, 'reputation': 1, 'user_id': 14708164, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjvCugYnJ_MT_q_6KPd-RLDkSAhIp4cfyo_pOAY=k-s256', 'display_name': 'Dimitrije Djokic', 'link': 'https://stackoverflow.com/users/14708164/dimitrije-djokic'}",True,41,,2,-1,1667158660,1667148231,,74254914,CC BY-SA 4.0,https://stackoverflow.com/questions/74254914/how-to-make-a-minor-of-a-matrix-using-vectors-c,How to make a minor of a matrix using vectors C++,,,,
220,['c++'],"{'account_id': 4808550, 'reputation': 911, 'user_id': 3882729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3882729', 'link': 'https://stackoverflow.com/users/3882729/user3882729'}",True,22,74256115.0,1,0,1667158174,1667096333,1667149506.0,74250094,CC BY-SA 4.0,https://stackoverflow.com/questions/74250094/partial-template-specialization-and-deduction-guides,partial template specialization and deduction guides,,,,
221,"['c++', 'ipc', 'shared-memory', 'condition-variable']","{'account_id': 26777686, 'reputation': 1, 'user_id': 20373051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b156e5bc1dfa2cea932b6f60b9719fc?s=256&d=identicon&r=PG', 'display_name': 'Daniel Enright', 'link': 'https://stackoverflow.com/users/20373051/daniel-enright'}",False,25,,0,0,1667156088,1667156088,,74255888,CC BY-SA 4.0,https://stackoverflow.com/questions/74255888/condition-variable-in-shared-memory-to-wake-up-sleeping-process,Condition Variable in Shared Memory to Wake up Sleeping Process,,,,
222,"['c++', 'class', 'sorting', 'doubly-linked-list', 'insertion-sort']","{'account_id': 26075258, 'reputation': 21, 'user_id': 19774287, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkwXXlzAXgLYoBYc7Tb9FJq2q9XqHIMY8X9YD9w=k-s256', 'display_name': 'DVW', 'link': 'https://stackoverflow.com/users/19774287/dvw'}",True,86,74254672.0,1,1,1667152647,1667143991,1667152450.0,74254370,CC BY-SA 4.0,https://stackoverflow.com/questions/74254370/how-to-sort-a-doubly-linked-list-with-the-nodes-instead-of-the-nodes-values,How to sort a doubly linked list with the nodes instead of the node&#39;s values,,,,
223,"['c++', 'arrays', 'loops', 'cout']","{'account_id': 23943340, 'reputation': 21, 'user_id': 17936048, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/H3wPu.png?s=256&g=1', 'display_name': 'Alexis', 'link': 'https://stackoverflow.com/users/17936048/alexis'}",True,53,,1,-2,1667152475,1667151034,,74255258,CC BY-SA 4.0,https://stackoverflow.com/questions/74255258/is-there-a-way-to-optimize-with-a-variable-name-loop,Is there a way to optimize with a variable name loop?,,,,
224,"['c++', 'pointers', 'compiler-errors', 'reference']","{'account_id': 23230679, 'reputation': 5, 'user_id': 17321497, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyBlaal9KHgNaPZ0TnyTBR4N4g1XQmwAI0opz82NA=k-s256', 'display_name': 'Luka Pavlov', 'link': 'https://stackoverflow.com/users/17321497/luka-pavlov'}",False,46,,1,-2,1667151974,1667134387,,74253207,,https://stackoverflow.com/questions/74253207/subscript-requires-array-or-pointer-type-and-error-c2664-i-am-new-to-c-but,"Subscript requires array or pointer type. And error C2664. I am new to c++, but still I don&#39;t understand. I added reference and pointer to reference",1667137816.0,Duplicate,,
225,"['c++', 'simd', 'avx2', 'avx512', 'sse2']","{'account_id': 906817, 'reputation': 13625, 'user_id': 941531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5b3dab7ce6e710dbca170ef59e6c715?s=256&d=identicon&r=PG', 'display_name': 'Arty', 'link': 'https://stackoverflow.com/users/941531/arty'}",False,70,,0,0,1667151602,1666469050,1667151602.0,74166727,,https://stackoverflow.com/questions/74166727/having-array-of-16-32-64-bytes-how-to-quickly-find-index-of-first-byte-equal-to,"Having array of 16/32/64 bytes how to quickly find index of first byte equal to given, using SSE2/AVX/AVX2/AVX-512",1666471872.0,Duplicate,,
226,"['c++', 'sql', 'sqlite', 'qt-creator', 'qsqlquery']","{'account_id': 25440003, 'reputation': 1, 'user_id': 19243113, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgSe9t9XBmmHe_1JSNcNCva5eNEpP84kMOKtlfINw=k-s256', 'display_name': 'Daniel Isaev', 'link': 'https://stackoverflow.com/users/19243113/daniel-isaev'}",False,23,,0,0,1667151579,1667149717,1667151579.0,74255108,CC BY-SA 4.0,https://stackoverflow.com/questions/74255108/how-to-determine-where-there-is-a-discrepancy-in-the-number-of-parameters,How to determine where there is a discrepancy in the number of parameters?,,,,
227,"['c++', 'class', 'static']","{'account_id': 25388706, 'reputation': 1, 'user_id': 19200115, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyBsghxzHrwnyzlmNZFq1UhPaeo_DH0aFU7B9RL=k-s256', 'display_name': 'Abdelrahman Eltohamy', 'link': 'https://stackoverflow.com/users/19200115/abdelrahman-eltohamy'}",False,17,,0,-1,1667149972,1667149972,,74255134,,https://stackoverflow.com/questions/74255134/rectangle-class-with-static-member-variables-and-static-member-functions,Rectangle class with static member variables and static member functions,1667150195.0,Duplicate,,
228,"['c++', 'boost', 'boost-graph']","{'account_id': 10166192, 'reputation': 1786, 'user_id': 7508046, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/59f0e6ee17bb67e5884e12aa6b192c11?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yamahari', 'link': 'https://stackoverflow.com/users/7508046/yamahari'}",True,42,74255124.0,1,2,1667149860,1667043054,1667052408.0,74244875,CC BY-SA 4.0,https://stackoverflow.com/questions/74244875/access-vertex-via-vertex-index-property,Access vertex via vertex_index property?,,,,
229,"['c++', 'arrays', 'pointers']","{'account_id': 7073599, 'reputation': 344, 'user_id': 5414450, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3a069f511b77b4d0fd7c77cad25f65cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'the_parzival', 'link': 'https://stackoverflow.com/users/5414450/the-parzival'}",False,32,,1,0,1667149644,1667146570,,74254703,CC BY-SA 4.0,https://stackoverflow.com/questions/74254703/problem-with-pointer-arithmetic-using-classes,Problem with Pointer Arithmetic using Classes,,,,
230,"['c++', 'templates', 'stack', 'operator-overloading', 'operators']","{'account_id': 16048654, 'reputation': 25, 'user_id': 11604099, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--MF3tDrdaws/AAAAAAAAAAI/AAAAAAAAAkk/FNsSSsP5Ums/photo.jpg?sz=256', 'display_name': 'Diana Farhat', 'link': 'https://stackoverflow.com/users/11604099/diana-farhat'}",False,39,,0,-2,1667148452,1667148385,1667148452.0,74254935,,https://stackoverflow.com/questions/74254935/using-operator-overloading-with-a-template-stack-class-in-c,Using operator overloading (+) with a template stack class in C++,1667149445.0,Duplicate,,
231,['c++'],"{'account_id': 26765922, 'reputation': 1, 'user_id': 20363077, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3-IpMjzr5lG0BFl-I_GvAUdHI7KJZGzbiIDNFH=k-s256', 'display_name': 'Steve Irwin', 'link': 'https://stackoverflow.com/users/20363077/steve-irwin'}",False,25,,0,-2,1667148041,1667014322,1667148041.0,74242631,CC BY-SA 4.0,https://stackoverflow.com/questions/74242631/how-to-write-a-program-that-accepts-3-input-values-and-outputs-them-in-ascending,How to write a program that accepts 3 input values and outputs them in ascending order. Input values can be 3 integers or 3 numbers,,,,
232,"['c++', 'console']","{'account_id': 26557488, 'reputation': 11, 'user_id': 20185866, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8TLlr.jpg?s=256&g=1', 'display_name': 'RBMKBlaze', 'link': 'https://stackoverflow.com/users/20185866/rbmkblaze'}",True,35,,1,-4,1667148033,1667147804,,74254866,,https://stackoverflow.com/questions/74254866/c-console-get-the-lowest-visible-line,C++ Console Get the lowest visible line,1667176527.0,Needs details or clarity,,
233,"['c++', 'quicksort']","{'account_id': 25645746, 'reputation': 29, 'user_id': 19413864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1cca116d418688ee3b03436635690959?s=256&d=identicon&r=PG', 'display_name': 'Divyam', 'link': 'https://stackoverflow.com/users/19413864/divyam'}",False,23,,0,-2,1667147652,1667147559,1667147652.0,74254838,,https://stackoverflow.com/questions/74254838/i-tried-making-a-program-sorting-an-array-using-quicksort-algorithm-but-my-code,I tried making a program sorting an array using quicksort algorithm but my code isn&#39;t working,1667148308.0,Duplicate,,
