,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,locked_date
160,"['c++', 'string', 'namespaces', 'std']","{'user_type': 'does_not_exist', 'display_name': 'user1581100'}",True,132357,11853865.0,4,61,1616416250,1344372297,1515960685.0,11853851,CC BY-SA 3.0,https://stackoverflow.com/questions/11853851/string-in-namespace-std-does-not-name-a-type,string in namespace std does not name a type,,,,
161,"['c++', 'operator-precedence', 'comma-operator']","{'account_id': 1785090, 'reputation': 1235, 'user_id': 1626720, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/bd64e41615937abec68bb821b1e1f774?s=256&d=identicon&r=PG', 'display_name': 'hhbilly', 'link': 'https://stackoverflow.com/users/1626720/hhbilly'}",True,1529,12136188.0,3,10,1615399059,1346040902,1615399059.0,12136156,CC BY-SA 4.0,https://stackoverflow.com/questions/12136156/whats-the-precedence-of-comma-operator-inside-conditional-operator-in-c,What&#39;s the precedence of comma operator inside conditional operator in C++?,,,,
162,"['c++', 'opengl', 'glfw', 'glm-math']","{'account_id': 463344, 'reputation': 271, 'user_id': 866186, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b31fb7ca2a488720e7a6735d057ed0ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'not_shitashi', 'link': 'https://stackoverflow.com/users/866186/not-shitashi'}",True,16077,12085263.0,3,4,1614919271,1345698890,1614919237.0,12085109,CC BY-SA 4.0,https://stackoverflow.com/questions/12085109/glmrotate-call-fails-to-compile,glm::rotate() call fails to compile?,,,,
163,"['c++', 'winapi']","{'account_id': 1565714, 'reputation': 10146, 'user_id': 1459996, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/df2798299346f952d526d49a27fbde4e?s=256&d=identicon&r=PG', 'display_name': 'Kirill Kobelev', 'link': 'https://stackoverflow.com/users/1459996/kirill-kobelev'}",True,41620,12035006.0,3,19,1614858725,1345453857,1495542722.0,12034943,CC BY-SA 3.0,https://stackoverflow.com/questions/12034943/win32-select-directory-dialog-from-c-c,Win32 - Select Directory Dialog from C/C++,,,,
164,"['c++', 'file', 'parsing', 'text', 'stringstream']","{'account_id': 1641079, 'reputation': 1210, 'user_id': 1513481, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/d9e68683423689115ca75c2944f6195b?s=256&d=identicon&r=PG', 'display_name': 'Icebone1000', 'link': 'https://stackoverflow.com/users/1513481/icebone1000'}",True,38913,12112355.0,6,22,1614834469,1345821715,1614834469.0,12112259,CC BY-SA 4.0,https://stackoverflow.com/questions/12112259/how-to-reuse-stringstream,how to reuse stringstream,,,,
165,"['c++', 'c++11', 'variadic-templates', 'variadic-functions']","{'account_id': 1149452, 'reputation': 64029, 'user_id': 1131467, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6115f0a575cf85c444663504d5f1b3c3?s=256&d=identicon&r=PG', 'display_name': 'Andrew Tomazos', 'link': 'https://stackoverflow.com/users/1131467/andrew-tomazos'}",True,44351,12024338.0,2,101,1614341383,1345351836,,12024304,CC BY-SA 3.0,https://stackoverflow.com/questions/12024304/c11-number-of-variadic-template-function-parameters,C++11: Number of Variadic Template Function Parameters?,,,,
166,"['c++', 'algorithm', 'huffman-code']","{'account_id': 1476248, 'reputation': 61, 'user_id': 1386572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee5a7e626fefdda47b34beca59959c94?s=256&d=identicon&r=PG', 'display_name': 'Vitaly Davydov', 'link': 'https://stackoverflow.com/users/1386572/vitaly-davydov'}",False,656,,1,1,1613848960,1344270015,1374647479.0,11832138,CC BY-SA 3.0,https://stackoverflow.com/questions/11832138/huffman-algorithm-from-cormen,Huffman algorithm from Cormen,,,,
167,"['c++', 'c']","{'user_type': 'does_not_exist', 'display_name': 'user494461'}",True,18280,11971205.0,4,9,1613687652,1345040514,1345043048.0,11971063,CC BY-SA 3.0,https://stackoverflow.com/questions/11971063/how-to-use-c-objects-in-c,How to use c++ objects in c?,,,,
168,"['c++', 'error-handling', 'crash', 'stack-overflow']","{'account_id': 1408834, 'reputation': 22190, 'user_id': 1335865, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/3eBZC.png?s=256&g=1', 'display_name': 'Ralph Tandetzky', 'link': 'https://stackoverflow.com/users/1335865/ralph-tandetzky'}",True,54462,12146513.0,6,38,1613363853,1346086622,1368456033.0,12146201,CC BY-SA 3.0,https://stackoverflow.com/questions/12146201/how-to-handle-or-avoid-a-stack-overflow-in-c,How to handle or avoid a stack overflow in C++,,,,
169,"['c++', 'pointers']","{'account_id': 1758210, 'reputation': 31, 'user_id': 1605943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2e120327d7aacf7c53dffd2d1307d9f?s=256&d=identicon&r=PG', 'display_name': 'sicko86', 'link': 'https://stackoverflow.com/users/1605943/sicko86'}",True,929,,5,3,1613121306,1345179362,1613121306.0,12000004,CC BY-SA 4.0,https://stackoverflow.com/questions/12000004/pointer-value-loss,Pointer Value LOSS,,,,
170,"['c++', 'visual-c++']","{'account_id': 91284, 'reputation': 1760, 'user_id': 250741, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/eb6acaf1e9066eb05a3e9a6413221195?s=256&d=identicon&r=PG', 'display_name': 'Cracker', 'link': 'https://stackoverflow.com/users/250741/cracker'}",True,24005,11850034.0,2,21,1613064556,1344355481,1465254372.0,11849853,CC BY-SA 3.0,https://stackoverflow.com/questions/11849853/how-to-list-functions-present-in-object-file,How to list functions present in object file?,,,,
171,"['c++', 'templates', 'c++11', 'sfinae', 'static-assert']","{'account_id': 1010772, 'reputation': 43263, 'user_id': 1023390, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/2g9CZ.jpg?s=256&g=1', 'display_name': 'Walter', 'link': 'https://stackoverflow.com/users/1023390/walter'}",True,5122,11985480.0,4,27,1613055744,1345111089,1613055744.0,11984768,CC BY-SA 4.0,https://stackoverflow.com/questions/11984768/when-to-use-static-assert-instead-of-sfinae,When to use `static_assert` instead of SFINAE?,,,,
172,"['c++', 'winapi']","{'account_id': 246369, 'reputation': 2332, 'user_id': 520499, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/zBsjv.jpg?s=256&g=1', 'display_name': 'MahanGM', 'link': 'https://stackoverflow.com/users/520499/mahangm'}",True,31915,11785733.0,4,33,1612989595,1343938956,1523517260.0,11785157,CC BY-SA 3.0,https://stackoverflow.com/questions/11785157/replacing-winmain-with-main-function-in-win32-programs,Replacing WinMain() with main() function in Win32 programs,,,,
173,"['c++', 'arrays', 'templates']","{'account_id': 60659, 'reputation': 2500, 'user_id': 181144, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/eeb10138a6b1acac991bb2552fa9b85b?s=256&d=identicon&r=PG', 'display_name': 'ChadNC', 'link': 'https://stackoverflow.com/users/181144/chadnc'}",True,27226,12009468.0,8,12,1612694885,1345219781,1345220831.0,12009314,CC BY-SA 3.0,https://stackoverflow.com/questions/12009314/how-to-create-an-array-of-templated-class-objects,How to create an array of templated class objects?,,,,
174,"['c++', 'logging', 'stl', 'fstream', 'seekg']","{'account_id': 84171, 'reputation': 11656, 'user_id': 235472, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/2RJ8I.png?s=256&g=1', 'display_name': 'Pietro', 'link': 'https://stackoverflow.com/users/235472/pietro'}",True,10512,66084852.0,4,13,1612675652,1343816926,1343818269.0,11757304,CC BY-SA 3.0,https://stackoverflow.com/questions/11757304/how-to-read-a-growing-text-file-in-c,How to read a growing text file in C++?,,,,
175,"['c++', 'dst', 'mktime']","{'account_id': 1782010, 'reputation': 215, 'user_id': 1624485, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0411ce168ec5d5851335c9281b545986?s=256&d=identicon&r=PG', 'display_name': 'Dhiraj Neve', 'link': 'https://stackoverflow.com/users/1624485/dhiraj-neve'}",True,10293,12122642.0,3,14,1612402678,1345898718,1347211115.0,12122084,CC BY-SA 3.0,https://stackoverflow.com/questions/12122084/confusing-behaviour-of-mktime-function-increasing-tm-hour-count-by-one,Confusing behaviour of mktime() function : increasing tm_hour count by one,,,,
176,"['c++', 'c', 'memory', 'bit', 'read-write']","{'account_id': 968476, 'reputation': 47063, 'user_id': 991484, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/fc34739487a5e7e115acdbadf95c8fb3?s=256&d=identicon&r=PG', 'display_name': 'dtech', 'link': 'https://stackoverflow.com/users/991484/dtech'}",True,138770,27592777.0,8,52,1612338191,1344164825,1424732727.0,11815894,CC BY-SA 3.0,https://stackoverflow.com/questions/11815894/how-to-read-write-arbitrary-bits-in-c-c,How to read/write arbitrary bits in C/C++,,,1521420855.0,
177,"['c++', 'templates', 'c-preprocessor', 'typedef']","{'account_id': 463951, 'reputation': 4597, 'user_id': 867161, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/IKl48.jpg?s=256&g=1', 'display_name': 'Alexander Tobias Bockstaller', 'link': 'https://stackoverflow.com/users/867161/alexander-tobias-bockstaller'}",True,2077,11984326.0,4,4,1611031508,1345099640,1467109748.0,11982012,CC BY-SA 3.0,https://stackoverflow.com/questions/11982012/how-can-i-provide-template-specializations-for-typedefs-of-the-same-type,How can I provide template specializations for typedefs of the same type?,,,,
178,"['c++', 'recursion', 'void', 'backtracking', 'recursive-backtracking']","{'account_id': 1562653, 'reputation': 755, 'user_id': 1452181, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e5a43e8a67b71e86fa79a07c472a4b87?s=256&d=identicon&r=PG', 'display_name': 'forest.peterson', 'link': 'https://stackoverflow.com/users/1452181/forest-peterson'}",True,821,11817536.0,1,2,1610546021,1344174855,1610546021.0,11816994,CC BY-SA 4.0,https://stackoverflow.com/questions/11816994/how-are-recursive-backtracking-returns-handled-with-the-void-type,How are recursive backtracking returns handled with the void type,,,,
179,"['c++', 'opengl', 'glsl', 'shader', 'lighting']","{'account_id': 248851, 'reputation': 434, 'user_id': 524488, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d45572f25234cba6ccfbf2f0f02337ed?s=256&d=identicon&r=PG', 'display_name': 'Clintonio', 'link': 'https://stackoverflow.com/users/524488/clintonio'}",True,8504,12036720.0,1,3,1610345941,1345460713,,12036537,CC BY-SA 3.0,https://stackoverflow.com/questions/12036537/how-to-pass-normals-to-a-vertex-shader-in-glsl-when-using-gldrawelements,How to pass normals to a Vertex Shader in GLSL when using glDrawElements,,,,
180,"['c++', 'arrays', 'static', 'constants']","{'account_id': 899594, 'reputation': 829, 'user_id': 936062, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/ddfaa6cf6356f82841fb47fd9bfa07df?s=256&d=identicon&r=PG', 'display_name': 'Jim', 'link': 'https://stackoverflow.com/users/936062/jim'}",True,2520,12100686.0,4,8,1610062024,1345759517,,12100659,CC BY-SA 3.0,https://stackoverflow.com/questions/12100659/c-const-used-twice-in-static-array-declaration,C++ const used twice in static array declaration,,,,
181,"['c++', 'qt', 'keypress', 'qitemdelegate', 'qevent']","{'account_id': 915428, 'reputation': 3505, 'user_id': 948318, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7598abfb436a37a9a3b07f19ffec5485?s=256&d=identicon&r=PG', 'display_name': 'fasked', 'link': 'https://stackoverflow.com/users/948318/fasked'}",True,4799,17126848.0,1,8,1609977028,1346083629,1609977028.0,12145522,CC BY-SA 4.0,https://stackoverflow.com/questions/12145522/why-pressing-of-tab-key-emits-only-qeventshortcutoverride-event,Why pressing of &quot;Tab&quot; key emits only QEvent::ShortcutOverride event?,,,,
182,"['c++', 'c++11', 'memcpy']","{'account_id': 259071, 'reputation': 200645, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",True,1429,11979192.0,4,10,1609688470,1345077108,1609688470.0,11979153,CC BY-SA 4.0,https://stackoverflow.com/questions/11979153/can-i-memcpy-any-type-which-has-a-trivial-destructor,Can I memcpy() any type which has a trivial destructor?,,,,
183,"['c++', 'templates']","{'account_id': 7875, 'reputation': 1565, 'user_id': 13852, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/3275df15c0954d95ec921db5aec76493?s=256&d=identicon&r=PG&f=1', 'display_name': 'solinent', 'link': 'https://stackoverflow.com/users/13852/solinent'}",True,2210,,3,1,1609688087,1344802931,1609688087.0,11925597,CC BY-SA 4.0,https://stackoverflow.com/questions/11925597/pod-template-class-with-optional-members,POD Template class with optional members,,,,
184,"['c++', 'c++11']","{'account_id': 385826, 'reputation': 44755, 'user_id': 743214, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/b6a8b09f83788aafdb5e3bc6fab539fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Christian Rau', 'link': 'https://stackoverflow.com/users/743214/christian-rau'}",True,1084,11923632.0,1,2,1609687366,1344786232,1609687366.0,11923476,CC BY-SA 4.0,https://stackoverflow.com/questions/11923476/trivial-and-pod-types-with-user-defined-constructors,trivial and POD types with user-defined constructors,,,,
185,"['c++', 'stream', 'filestream', 'fstream']","{'account_id': 1434655, 'reputation': 3809, 'user_id': 1356331, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/dc97baae8a4705010898f106e71e6b7e?s=256&d=identicon&r=PG', 'display_name': 'Mohamed Ahmed Nabil', 'link': 'https://stackoverflow.com/users/1356331/mohamed-ahmed-nabil'}",True,37444,12145419.0,4,59,1609562593,1346083081,1609562593.0,12145357,CC BY-SA 4.0,https://stackoverflow.com/questions/12145357/what-is-a-stream-in-c,What is a stream in C++?,,,,
186,"['c++', 'c++11', 'template-meta-programming', 'sfinae']","{'account_id': 643033, 'reputation': 25693, 'user_id': 955273, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/79903a88026b021e89735578bb71fd22?s=256&d=identicon&r=PG', 'display_name': 'Steve Lorimer', 'link': 'https://stackoverflow.com/users/955273/steve-lorimer'}",True,7225,11814074.0,4,15,1609496872,1344140537,1495539207.0,11813940,CC BY-SA 3.0,https://stackoverflow.com/questions/11813940/possible-to-use-type-traits-sfinae-to-find-if-a-class-defines-a-member-type,Possible to use type_traits / SFINAE to find if a class defines a member TYPE?,,,,
187,"['c++', 'c', 'linux']","{'account_id': 1210380, 'reputation': 1211, 'user_id': 1179042, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/6fc8e5628d6884c8221d351a045bbb5d?s=256&d=identicon&r=PG', 'display_name': 'Mosby', 'link': 'https://stackoverflow.com/users/1179042/mosby'}",True,40127,12112479.0,7,68,1609335454,1345822025,1346349612.0,12112338,CC BY-SA 3.0,https://stackoverflow.com/questions/12112338/get-the-compiler-options-from-a-compiled-executable,Get the compiler options from a compiled executable?,,,,
188,"['c++', 'eclipse', 'eclipse-cdt']","{'account_id': 733666, 'reputation': 22304, 'user_id': 696627, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/x4YHl.gif?s=256&g=1', 'display_name': 'LCJ', 'link': 'https://stackoverflow.com/users/696627/lcj'}",True,132657,,11,34,1609165165,1344149647,1344152836.0,11814536,CC BY-SA 3.0,https://stackoverflow.com/questions/11814536/eclipse-c-symbol-std-could-not-be-resolved,Eclipse C++: Symbol &#39;std&#39; could not be resolved,,,,
189,"['c++', 'visual-studio-2008', 'windows-console']","{'account_id': 1441892, 'reputation': 13137, 'user_id': 1361787, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/XR9JP.png?s=256&g=1', 'display_name': 'ChiefTwoPencils', 'link': 'https://stackoverflow.com/users/1361787/chieftwopencils'}",True,1403,14178637.0,4,2,1608838771,1345539764,1608838771.0,12051496,CC BY-SA 4.0,https://stackoverflow.com/questions/12051496/multiple-console-windows-from-one-win32-console-app,Multiple console windows from one Win32 console app,,,,
190,"['c++', 'visual-studio', 'debugging']","{'account_id': 1720250, 'reputation': 433, 'user_id': 1576357, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/217c3dcb8710eeb176f61eb1e9af4fb5?s=256&d=identicon&r=PG', 'display_name': 'Sergey Vystoropskyi', 'link': 'https://stackoverflow.com/users/1576357/sergey-vystoropskyi'}",True,7452,11864880.0,3,8,1608280328,1344429889,1608280323.0,11864817,,https://stackoverflow.com/questions/11864817/why-does-the-not-allocated-memory-is-marked-like-0xcc,Why does the not allocated memory is marked like 0xCC?,1608280332.0,Duplicate,,
191,"['c#', 'c++', 'bit-manipulation', 'operator-keyword']","{'account_id': 1165371, 'reputation': 97, 'user_id': 1143896, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/d2d6d197608276b5f1aec9e0430f4f6c?s=256&d=identicon&r=PG', 'display_name': 'user1143896', 'link': 'https://stackoverflow.com/users/1143896/user1143896'}",True,396,11785754.0,2,2,1608243981,1343941336,1608243981.0,11785725,CC BY-SA 4.0,https://stackoverflow.com/questions/11785725/c-performing-bitwise-operation-with-from-c,C# performing bitwise operation with &amp; from C++,,,,
192,"['c++', 'class', 'constants']","{'account_id': 1050303, 'reputation': 1219, 'user_id': 1054424, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/7645e598dc7a21fc2f4e16bd313a77cf?s=256&d=identicon&r=PG', 'display_name': 'BigBrownBear00', 'link': 'https://stackoverflow.com/users/1054424/bigbrownbear00'}",True,37849,12006039.0,4,59,1607618192,1345207002,1607618096.0,12005959,CC BY-SA 4.0,https://stackoverflow.com/questions/12005959/static-const-vs-const-static,static const vs. const static,,,,
193,"['c++', 'matlab', 'signal-processing']","{'account_id': 303570, 'reputation': 3565, 'user_id': 612580, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/262afd2238b6409ba17e4b749fbe13a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jordan', 'link': 'https://stackoverflow.com/users/612580/jordan'}",True,14018,11959753.0,4,4,1607434022,1344894631,1344895238.0,11942855,CC BY-SA 3.0,https://stackoverflow.com/questions/11942855/matlab-hilbert-transform-in-c,Matlab Hilbert Transform in C++,,,,
194,"['java', 'c++', 'c', 'latency']","{'account_id': 1443705, 'reputation': 6286, 'user_id': 1363007, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/3b4c8c3000b42ba669c8d400a303ba65?s=256&d=identicon&r=PG', 'display_name': 'Krab', 'link': 'https://stackoverflow.com/users/1363007/krab'}",True,9935,12174655.0,2,7,1606902504,1346231865,1346232366.0,12174571,,https://stackoverflow.com/questions/12174571/c-vs-java-for-server-application,C++ vs Java for server application,1346245731.0,not constructive,,
195,"['c++', 'c', 'cryptography', 'openssl', 'rsa']","{'account_id': 1502449, 'reputation': 1468, 'user_id': 1406668, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/T4b1f.jpg?s=256&g=1', 'display_name': 'Dave M.', 'link': 'https://stackoverflow.com/users/1406668/dave-m'}",True,2241,,3,11,1605332464,1344534037,1344572607.0,11888989,CC BY-SA 3.0,https://stackoverflow.com/questions/11888989/how-to-use-openssl-to-extend-d-e-n-rsa-key-to-d-e-n-p-q-etc,"How to use OpenSSL to extend {D,E,N} RSA key to {D,E,N,p,q,etc.}?",,,,
196,"['c++', 'c', 'floating-point', 'divide-by-zero']","{'account_id': 64588, 'reputation': 6182, 'user_id': 190600, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Sut9B.jpg?s=256&g=1', 'display_name': 'neuviemeporte', 'link': 'https://stackoverflow.com/users/190600/neuviemeporte'}",True,17224,12114665.0,5,65,1605062121,1345831428,1369399728.0,12114498,CC BY-SA 3.0,https://stackoverflow.com/questions/12114498/can-a-near-zero-floating-value-cause-a-divide-by-zero-error,Can a near-zero floating value cause a divide-by-zero error?,,,,
197,['c++'],"{'account_id': 936830, 'reputation': 2373, 'user_id': 965619, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/b856ba361218cf177fd0c1b506411ab8?s=256&d=identicon&r=PG', 'display_name': 'Grapes', 'link': 'https://stackoverflow.com/users/965619/grapes'}",True,2681,11761568.0,3,12,1604249790,1343831487,1368064832.0,11761506,CC BY-SA 3.0,https://stackoverflow.com/questions/11761506/inheritance-function-that-returns-self-type,Inheritance: Function that returns self type?,,,,
198,"['c++', 'openssl', 'base64']","{'account_id': 307790, 'reputation': 7005, 'user_id': 619295, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/a928b0d96628fa4b5529a85b33c50477?s=256&d=identicon&r=PG', 'display_name': 'trenki', 'link': 'https://stackoverflow.com/users/619295/trenki'}",True,3300,12492161.0,2,3,1603439093,1345813425,,12109960,CC BY-SA 3.0,https://stackoverflow.com/questions/12109960/openssl-base64-decoding-bio-read-returns-0,OpenSSL base64 decoding - BIO_read returns 0,,,,
199,"['c++', 'sql', 'oracle', 'oracle11g', 'aggregate-functions']","{'account_id': 1557810, 'reputation': 335, 'user_id': 1448383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e5b17bc43cf4e89c249c9509c9103a2?s=256&d=identicon&r=PG', 'display_name': 'Vijay Vasanth', 'link': 'https://stackoverflow.com/users/1448383/vijay-vasanth'}",True,17431,,1,6,1601766285,1343884807,1343984884.0,11771462,CC BY-SA 3.0,https://stackoverflow.com/questions/11771462/ora-24347-warning-of-a-null-column-in-an-aggregate-function,ORA-24347: Warning of a NULL column in an aggregate function,,,,
200,"['c++', 'file-io']","{'account_id': 128383, 'reputation': 1137, 'user_id': 326175, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/c0dbe8684b26c23dedbb5e157e06038c?s=256&d=identicon&r=PG', 'display_name': 'Miek', 'link': 'https://stackoverflow.com/users/326175/miek'}",True,18815,12105910.0,3,1,1601755482,1345786663,1546807776.0,12103674,CC BY-SA 4.0,https://stackoverflow.com/questions/12103674/appending-binary-files,Appending Binary files,,,,
201,"['c++', 'c', 'sqlite']","{'account_id': 6155, 'reputation': 8266, 'user_id': 10247, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/790b9bc94f894235179b8979d247ab24?s=256&d=identicon&r=PG', 'display_name': 'dlanod', 'link': 'https://stackoverflow.com/users/10247/dlanod'}",True,3597,11840200.0,3,12,1601175989,1344318806,,11840022,CC BY-SA 3.0,https://stackoverflow.com/questions/11840022/is-it-possible-to-programmatically-convert-sqlite-database-to-sql-statements-in,Is it possible to programmatically convert SQLite database to SQL statements in C/C++?,,,,
202,"['c++', 'sorting', 'vector', 'quantile', 'nth-element']","{'account_id': 1194329, 'reputation': 481, 'user_id': 1278030, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1008009cbb45ce4124c06dffa8cc74fd?s=256&d=identicon&r=PG', 'display_name': 'Emir', 'link': 'https://stackoverflow.com/users/1278030/emir'}",True,19879,11965377.0,7,13,1600716523,1345008724,1345015015.0,11964552,CC BY-SA 3.0,https://stackoverflow.com/questions/11964552/finding-quartiles,finding quartiles,,,,
203,['c++'],"{'account_id': 329598, 'reputation': 329, 'user_id': 653205, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/84491ede1f28f5b3f1031d5395b97b98?s=256&d=identicon&r=PG', 'display_name': 'BlackCat', 'link': 'https://stackoverflow.com/users/653205/blackcat'}",True,7739,14853492.0,2,6,1600540471,1346150944,1346154634.0,12157685,CC BY-SA 3.0,https://stackoverflow.com/questions/12157685/z-order-curve-coordinates,Z-order-curve coordinates,,,,
204,"['c++', 'pointers']","{'account_id': 1676735, 'reputation': 1111, 'user_id': 1542093, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/dRwFe.jpg?s=256&g=1', 'display_name': 'lordlabakdas', 'link': 'https://stackoverflow.com/users/1542093/lordlabakdas'}",True,23104,11951151.0,3,11,1599463720,1344942933,1495542365.0,11951121,,https://stackoverflow.com/questions/11951121/checking-if-a-pointer-points-to-a-particular-class-c,Checking if a pointer points to a particular class C++,1344950681.0,exact duplicate,,
205,"['c++', 'coding-style', 'assert']","{'account_id': 1651564, 'reputation': 3084, 'user_id': 1522056, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/OJh0k.jpg?s=256&g=1', 'display_name': 'Fabian Knorr', 'link': 'https://stackoverflow.com/users/1522056/fabian-knorr'}",True,48858,12062422.0,5,109,1599184441,1345580159,1345615935.0,12062365,CC BY-SA 3.0,https://stackoverflow.com/questions/12062365/is-using-assert-in-c-bad-practice,Is using assert() in C++ bad practice?,,,,
206,['c++'],"{'account_id': 1576433, 'reputation': 22130, 'user_id': 1462718, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7d451483b64aa999fecf316e7132afc6?s=256&d=identicon&r=PG', 'display_name': 'Brandon', 'link': 'https://stackoverflow.com/users/1462718/brandon'}",True,2345,11919960.0,3,0,1597965616,1344747344,,11919830,CC BY-SA 3.0,https://stackoverflow.com/questions/11919830/std-streams-to-write-to-void-and-back,std streams to write to void* and back,,,,
207,"['c++', 'arduino']","{'account_id': 450825, 'reputation': 338, 'user_id': 846358, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/qMdNn.jpg?s=256&g=1', 'display_name': 'Sylvain Girard', 'link': 'https://stackoverflow.com/users/846358/sylvain-girard'}",True,1752,12104494.0,2,1,1597526050,1345791031,1345792732.0,12104470,CC BY-SA 3.0,https://stackoverflow.com/questions/12104470/error-track-t-was-not-declared-in-this-scope,error: &#39;track_t&#39; was not declared in this scope,,,,
208,"['c++', 'reflection', 'template-meta-programming']","{'account_id': 33157, 'reputation': 12483, 'user_id': 92568, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/7a83e1ba4b326a1b9a4552966da05231?s=256&d=identicon&r=PG', 'display_name': 'Avinash', 'link': 'https://stackoverflow.com/users/92568/avinash'}",True,4934,12215121.0,2,4,1596377209,1346411332,1596377209.0,12214108,CC BY-SA 4.0,https://stackoverflow.com/questions/12214108/c-reflection-how-it-is-achieved,C++ reflection how it is achieved,,,,
