,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,protected_date,migrated_from
680,"['c++', 'stl', 'mingw']","{'account_id': 1340258, 'reputation': 115, 'user_id': 1282069, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jrvex.jpg?s=256&g=1', 'display_name': 'ASOF', 'link': 'https://stackoverflow.com/users/1282069/asof'}",False,1971,,0,4,1464971401,1335053208,1464971401.0,10264136,CC BY-SA 3.0,https://stackoverflow.com/questions/10264136/weird-crash-when-destructor-of-an-stl-vector-is-called,Weird crash when destructor of an STL vector is called,,,,,
681,"['c++', 'math', 'mesh']","{'account_id': 464814, 'reputation': 4244, 'user_id': 868546, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/05c689f8a9d6a545795c89c6118f47db?s=256&d=identicon&r=PG', 'display_name': 'Drise', 'link': 'https://stackoverflow.com/users/868546/drise'}",True,5747,10290011.0,2,6,1464807079,1335224006,1464734205.0,10289752,CC BY-SA 3.0,https://stackoverflow.com/questions/10289752/aspect-ratio-of-a-triangle-of-a-meshed-surface,Aspect ratio of a triangle of a meshed surface,,,,,
682,"['c++', 'path-finding']","{'account_id': 113401, 'reputation': 143028, 'user_id': 298661, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/3445f56229632874a44596385ed6d40c?s=256&d=identicon&r=PG', 'display_name': 'Puppy', 'link': 'https://stackoverflow.com/users/298661/puppy'}",True,2703,,1,7,1464642403,1334844786,,10229971,CC BY-SA 3.0,https://stackoverflow.com/questions/10229971/3d-search-using-a-jps,3D search using A* JPS,,,,,
683,"['c#', 'java', 'c++', 'performance', 'caching']","{'account_id': 975889, 'reputation': 27793, 'user_id': 997112, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/7c52a3944cdd2eac9725e54fc548f368?s=256&d=identicon&r=PG', 'display_name': 'user997112', 'link': 'https://stackoverflow.com/users/997112/user997112'}",True,2643,10260262.0,4,3,1464314779,1335019978,1335022562.0,10260021,CC BY-SA 3.0,https://stackoverflow.com/questions/10260021/c-intel-vs-java-hotspot-vs-c-benchmark-questions-code-and-results-includ,C++ (Intel) vs Java (Hotspot) vs C# benchmark questions (code and results included),,,,,
684,"['c++', 'user-interface', 'lambda', 'callback', 'c++11']","{'account_id': 348804, 'reputation': 11608, 'user_id': 683710, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/NNKIH.jpg?s=256&g=1', 'display_name': 'Nordl&#246;w', 'link': 'https://stackoverflow.com/users/683710/nordl%c3%b6w'}",True,7887,10034514.0,4,7,1463680068,1333646802,1333649254.0,10033142,CC BY-SA 3.0,https://stackoverflow.com/questions/10033142/c11-lambda-expressions-as-callback-functions,C++11 Lambda Expressions as Callback Functions,,,,,
685,"['c++', 'unit-testing', 'com', 'wmi']","{'account_id': 77063, 'reputation': 2111, 'user_id': 220212, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/39cd83af94a2317c44b79607bd2e8d03?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/220212/mark'}",False,1163,,2,0,1463676864,1334662311,,10190391,CC BY-SA 3.0,https://stackoverflow.com/questions/10190391/how-can-i-fail-cocreateinstanceex-coinitializesecurity-cosetproxyblanket-wmi,"How can I fail CoCreateInstanceEx, CoInitializeSecurity, CoSetProxyBlanket, WMI calls",,,,,
686,"['c++', 'vector']","{'account_id': 295903, 'reputation': 5605, 'user_id': 600545, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d34ee2348ea695f1a5b3408e11e2dca0?s=256&d=identicon&r=PG', 'display_name': 'romeovs', 'link': 'https://stackoverflow.com/users/600545/romeovs'}",True,230,9996360.0,4,0,1463591056,1333466292,1463591056.0,9996340,CC BY-SA 3.0,https://stackoverflow.com/questions/9996340/is-it-unefficient-to-use-a-stdvector-when-it-only-contains-two-elements,Is it unefficient to use a std::vector when it only contains two elements?,,,,,
687,"['c++', 'c++11', 'variadic-templates', 'shim']","{'account_id': 49441, 'reputation': 276453, 'user_id': 147192, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/E78Vj.png?s=256&g=1', 'display_name': 'Matthieu M.', 'link': 'https://stackoverflow.com/users/147192/matthieu-m'}",True,746,10161508.0,2,7,1463582006,1334487743,1463582006.0,10161431,CC BY-SA 3.0,https://stackoverflow.com/questions/10161431/more-succinct-way-to-use-shims-in-variadic-templates,More succinct way to use shims in variadic templates?,,,,,
688,"['c++', 'gnuplot']","{'account_id': 1322556, 'reputation': 513, 'user_id': 1268033, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5ad44b1b760f8fbf8391e69953b300a0?s=256&d=identicon&r=PG', 'display_name': 'ShivShambo', 'link': 'https://stackoverflow.com/users/1268033/shivshambo'}",True,3195,,3,2,1462979115,1333937696,1333941280.0,10068235,CC BY-SA 3.0,https://stackoverflow.com/questions/10068235/gnuplot-c-interface-through-pipes-cannot-open-wgnuplot,gnuplot c++ interface through pipes -cannot open wgnuplot,,,,,
689,"['c#', 'c++', 'drive', 'driveinfo']","{'account_id': 449639, 'reputation': 2808, 'user_id': 844541, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/132f26344d16815ff98870de795b4ded?s=256&d=identicon&r=PG', 'display_name': 'user844541', 'link': 'https://stackoverflow.com/users/844541/user844541'}",True,15743,10187053.0,4,9,1461675470,1334644433,1461675470.0,10186277,CC BY-SA 3.0,https://stackoverflow.com/questions/10186277/how-to-get-drive-information-by-volume-id,How to get drive information by volume id,,,,,
690,"['c++', 'qt', 'compilation']","{'account_id': 132593, 'reputation': 16164, 'user_id': 333390, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8a8d9260038c6861a2e0ffc04abb72a0?s=256&d=identicon&r=PG', 'display_name': 'smallB', 'link': 'https://stackoverflow.com/users/333390/smallb'}",True,334,,2,0,1461513901,1335537601,1445946085.0,10352710,CC BY-SA 3.0,https://stackoverflow.com/questions/10352710/compiling-qt-creator,Compiling Qt Creator,,,,,
691,"['c++', 'forward-declaration']","{'account_id': 1419710, 'reputation': 131, 'user_id': 1344597, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5fd2d7263bd762fb981b651e0ed02827?s=256&d=identicon&r=PG', 'display_name': 'rusty', 'link': 'https://stackoverflow.com/users/1344597/rusty'}",True,12453,,2,4,1461205583,1335160191,1461205583.0,10275436,CC BY-SA 3.0,https://stackoverflow.com/questions/10275436/error-invalid-use-of-incomplete-type-struct-subject-error-forward-declaration,error: Invalid use of incomplete type struct Subject; error: forward declaration of struct Subject,,,,,
692,"['c++', 'operator-overloading', 'const-correctness']","{'account_id': 1204363, 'reputation': 7899, 'user_id': 1174378, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a8e5416e29987d91116420dc387e7153?s=256&d=identicon&r=PG', 'display_name': 'Mihai Todor', 'link': 'https://stackoverflow.com/users/1174378/mihai-todor'}",True,47246,10281477.0,4,9,1460812274,1335187182,1460812274.0,10281334,CC BY-SA 3.0,https://stackoverflow.com/questions/10281334/c-overloading-conversion-operators,C++ Overloading Conversion Operators,,,,,
693,"['c++', 'c-preprocessor']","{'account_id': 1223622, 'reputation': 593, 'user_id': 1189718, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3d30849e0592050e2351322a703ac45?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/1189718/mark'}",True,7455,,2,7,1460577873,1334845773,1460577873.0,10230313,CC BY-SA 3.0,https://stackoverflow.com/questions/10230313/uppercase-letter-using-c-preprocessor-x-getx-setx,Uppercase letter using C++ preprocessor (x -&gt; getX/setX),,,,,
694,"['c++', 'string']","{'account_id': 307961, 'reputation': 10171, 'user_id': 619570, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/P566f.jpg?s=256&g=1', 'display_name': 'Guillaume Paris', 'link': 'https://stackoverflow.com/users/619570/guillaume-paris'}",True,8141,10313119.0,3,6,1460534248,1335346919,,10313076,CC BY-SA 3.0,https://stackoverflow.com/questions/10313076/performance-stringbuf-vs-string,performance stringbuf vs string,,,,,
695,"['c++', 'qt', 'build', 'qt-creator']","{'account_id': 121981, 'reputation': 1204, 'user_id': 315478, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/2884e3a6641bc24d9cd0676d07012220?s=256&d=identicon&r=PG', 'display_name': 'onurozcelik', 'link': 'https://stackoverflow.com/users/315478/onurozcelik'}",True,257,,2,0,1460482071,1334149087,1460482071.0,10106364,CC BY-SA 3.0,https://stackoverflow.com/questions/10106364/qt-creator-build-error-with-under-windows,Qt Creator build error with under Windows,,,,,
696,"['c++', 'objective-c', 'c', 'performance', 'portability']","{'account_id': 187594, 'reputation': 10505, 'user_id': 425756, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/Jsf1p.jpg?s=256&g=1', 'display_name': 'Justin Meiners', 'link': 'https://stackoverflow.com/users/425756/justin-meiners'}",True,1194,10237164.0,4,11,1460447093,1334808113,1460408036.0,10221486,CC BY-SA 3.0,https://stackoverflow.com/questions/10221486/drawbacks-or-tradeoffs-of-using-explicitly-sized-types-in-c-family-languages,drawbacks or tradeoffs of using explicitly sized types in C family languages,,,,,
697,"['c++', 'opencv', 'computer-vision']","{'account_id': 511000, 'reputation': 455, 'user_id': 1334033, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22ae876a689883b206acd507d1c6741c?s=256&d=identicon&r=PG', 'display_name': 'Shiyu', 'link': 'https://stackoverflow.com/users/1334033/shiyu'}",True,8438,10172247.0,3,24,1459286803,1334459750,1495539207.0,10159236,CC BY-SA 3.0,https://stackoverflow.com/questions/10159236/feature-tracking-using-optical-flow,Feature tracking using optical flow,,,,,
698,"['c++', 'templates', 'visual-c++', 'inheritance']","{'account_id': 1392544, 'reputation': 31, 'user_id': 1322997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d208fcc053e662885a835f971b355848?s=256&d=identicon&r=PG', 'display_name': 'Chris Wilson', 'link': 'https://stackoverflow.com/users/1322997/chris-wilson'}",True,586,,2,0,1458914535,1334021849,,10082040,CC BY-SA 3.0,https://stackoverflow.com/questions/10082040/receiving-an-error-based-on-template-class-and-its-child-classs-function-calls,Receiving an error based on template class and it&#39;s child class&#39;s function calls,,,,,
699,"['c#', 'c++', 'interop', 'marshalling']","{'account_id': 1382233, 'reputation': 394, 'user_id': 1314987, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/dfa1da20e1b90c7852e6b6fa22361354?s=256&d=identicon&r=PG', 'display_name': 'pushE', 'link': 'https://stackoverflow.com/users/1314987/pushe'}",True,550,,2,0,1458567196,1334121226,,10100162,CC BY-SA 3.0,https://stackoverflow.com/questions/10100162/how-to-know-size-of-an-array-passed-from-c-dll-to-c,How to know size of an array passed from C++ dll to C#,,,,,
700,"['c++', 'c++11']","{'account_id': 1370027, 'reputation': 47982, 'user_id': 1305501, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/qBLgl.jpg?s=256&g=1', 'display_name': 'nosid', 'link': 'https://stackoverflow.com/users/1305501/nosid'}",True,1053,10043883.0,3,17,1458461217,1333716572,1458461217.0,10043716,CC BY-SA 3.0,https://stackoverflow.com/questions/10043716/stdunordered-settinsertt-is-argument-moved-if-it-exists,std::unordered_set&lt;T&gt;::insert(T&amp;&amp;): is argument moved if it exists,,,,,
701,"['c++', 'graph-theory', 'subgraph', 'isomorphism']","{'account_id': 483394, 'reputation': 8777, 'user_id': 898400, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/Ii1nX.jpg?s=256&g=1', 'display_name': 'Riccardo T.', 'link': 'https://stackoverflow.com/users/898400/riccardo-t'}",True,20966,10171463.0,2,12,1458346108,1334567161,1334588152.0,10171331,,https://stackoverflow.com/questions/10171331/list-of-c-libraries-for-graph-theory,List of C++ libraries for Graph Theory,1393456286.0,Not suitable for this site,,,
702,"['c++', 'string', 'char', 'literals']","{'account_id': 465289, 'reputation': 3153, 'user_id': 869277, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/eSiYW.jpg?s=256&g=1', 'display_name': 'AlexDan', 'link': 'https://stackoverflow.com/users/869277/alexdan'}",True,6530,10268716.0,5,16,1457705829,1335104257,1457705829.0,10268705,CC BY-SA 3.0,https://stackoverflow.com/questions/10268705/why-is-it-possible-to-assign-a-const-char-to-a-char,Why is it possible to assign a const char* to a char*?,,,,,
703,"['c++', 'design-patterns', 'singleton', 'ipc']","{'account_id': 1381851, 'reputation': 280, 'user_id': 1314663, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5b681255a317766042fe3b2a1e21b750?s=256&d=identicon&r=PG', 'display_name': 'Dominix', 'link': 'https://stackoverflow.com/users/1314663/dominix'}",True,1326,10024896.0,2,2,1457452354,1333613114,1333613443.0,10024834,CC BY-SA 3.0,https://stackoverflow.com/questions/10024834/singleton-synchronization-c,Singleton Synchronization C++,,,,,
704,"['c++', 'cpp-netlib']","{'account_id': 60693, 'reputation': 1625, 'user_id': 181218, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/6d51a82e095a90c92dee70dc85ea0340?s=256&d=identicon&r=PG', 'display_name': 'user181218', 'link': 'https://stackoverflow.com/users/181218/user181218'}",True,4839,,1,10,1457362071,1334058831,1457362071.0,10088277,CC BY-SA 3.0,https://stackoverflow.com/questions/10088277/using-cpp-netlib-in-a-c-project-under-windows,Using cpp-netlib in a C++ project under Windows,,,,,
705,"['c++', 'buffer']","{'account_id': 1050179, 'reputation': 2130, 'user_id': 1054324, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/QzmZC.png?s=256&g=1', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/1054324/peter'}",True,2853,,2,2,1457100305,1335530312,1335530417.0,10350759,CC BY-SA 3.0,https://stackoverflow.com/questions/10350759/default-buffer-size-of-basic-filebuf-within-libstdc,Default buffer size of basic_filebuf within libstdc++,,,,,
706,"['c#', 'c++']","{'account_id': 1067055, 'reputation': 67, 'user_id': 1067327, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6f1d0f650ac9780d1e8622733fbbbb27?s=256&d=identicon&r=PG', 'display_name': 'user1067327', 'link': 'https://stackoverflow.com/users/1067327/user1067327'}",True,839,,2,-3,1457035587,1333932190,1396385456.0,10067774,CC BY-SA 3.0,https://stackoverflow.com/questions/10067774/setup-interactive-brokers-c-api-as-console-application,Setup Interactive Brokers C++ API as Console application,,,,,
707,"['c++', 'c++11', 'std']","{'account_id': 2599, 'reputation': 45897, 'user_id': 3631, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/ccd6c0bf428cbe0521f5143601a79543?s=256&d=identicon&r=PG', 'display_name': 'Rob Walker', 'link': 'https://stackoverflow.com/users/3631/rob-walker'}",True,2084,10250604.0,4,6,1456756560,1334941600,1334942671.0,10250519,CC BY-SA 3.0,https://stackoverflow.com/questions/10250519/invoke-stdfunction-in-an-stdfor-each,Invoke std::function in an std::for_each,,,,,
708,"['c++', 'namespaces', 'using-directives']","{'account_id': 1322710, 'reputation': 957, 'user_id': 1268157, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fd213bec1292b022266cc58eb76e9408?s=256&d=identicon&r=PG&f=1', 'display_name': 'vidit', 'link': 'https://stackoverflow.com/users/1268157/vidit'}",True,20544,10331628.0,4,40,1456738952,1335435827,1335511365.0,10331562,,https://stackoverflow.com/questions/10331562/c-should-i-use-typedef-or-using-namespace,C++: Should I use &#39;typedef&#39; or &#39;using namespace&#39;?,1335503934.0,not constructive,,,
709,"['c++', 'memcpy']","{'account_id': 1215594, 'reputation': 603, 'user_id': 1183263, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/aace5f51c03f4660b80c118db3d11689?s=256&d=identicon&r=PG', 'display_name': 'jan1', 'link': 'https://stackoverflow.com/users/1183263/jan1'}",True,11431,10114498.0,3,5,1456704282,1334180758,1456704282.0,10114453,CC BY-SA 3.0,https://stackoverflow.com/questions/10114453/how-can-i-use-memcpy-to-copy-data-from-two-integers-to-an-array-of-characters,How can I use memcpy to copy data from two integers to an array of characters?,,,,,
710,"['c++', 'objective-c', 'cocos2d-iphone', 'box2d', 'collision-detection']","{'account_id': 1151368, 'reputation': 736, 'user_id': 1132996, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/0e3de11f1638c7ca893a534a752fcc5b?s=256&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/1132996/james'}",True,1321,10183228.0,1,1,1456656087,1334266854,1456656087.0,10132282,CC BY-SA 3.0,https://stackoverflow.com/questions/10132282/how-to-prevent-tunneling-on-sensor-objects-in-box2d,how to prevent tunneling on sensor objects in Box2D,,,,,
711,"['c++', 'windows', 'sse']","{'account_id': 250695, 'reputation': 12353, 'user_id': 527574, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/e5b251b4ac8f0cb7942587ee8077cddb?s=256&d=identicon&r=PG', 'display_name': 'Michael Dorgan', 'link': 'https://stackoverflow.com/users/527574/michael-dorgan'}",True,1393,10234751.0,5,3,1455875533,1334859272,1334861014.0,10234227,CC BY-SA 3.0,https://stackoverflow.com/questions/10234227/is-there-any-way-to-create-a-16-byte-aligned-class-that-can-be-passed-as-a-param,Is there any way to create a 16-byte aligned class that can be passed as a param,,,,,
712,"['c++', 'windows', 'visual-studio-2010', 'linker-errors']","{'account_id': 1298287, 'reputation': 71, 'user_id': 1248748, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00195a0c95933b06e6552d1988cd140a?s=256&d=identicon&r=PG', 'display_name': 'Vertro', 'link': 'https://stackoverflow.com/users/1248748/vertro'}",True,17270,,3,7,1455834823,1334443994,1334444886.0,10158013,CC BY-SA 3.0,https://stackoverflow.com/questions/10158013/unresolved-external-symbols-rtc-in-windows-programming-tutorial,Unresolved external symbols __RTC_* in Windows programming tutorial,,,,,
713,"['c++', 'overloading', 'volatile']","{'account_id': 1390653, 'reputation': 401, 'user_id': 1321576, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/ab065aa03080ab9f70dfef30c2e8aadb?s=256&d=identicon&r=PG', 'display_name': 'Gimun Eom', 'link': 'https://stackoverflow.com/users/1321576/gimun-eom'}",True,1586,10242660.0,3,11,1455805100,1334909691,1395860863.0,10242578,CC BY-SA 3.0,https://stackoverflow.com/questions/10242578/volatile-overloading,volatile overloading?,,,,,
714,"['c++', 'string', 'split', 'token']","{'account_id': 1378233, 'reputation': 2487, 'user_id': 1311773, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/325253ba80b8c4402fe269f0157237f2?s=256&d=identicon&r=PG', 'display_name': 'Edge', 'link': 'https://stackoverflow.com/users/1311773/edge'}",True,17521,10051869.0,3,13,1455736077,1333772067,,10051679,CC BY-SA 3.0,https://stackoverflow.com/questions/10051679/c-tokenize-string,C++ Tokenize String,,,,,
715,"['c++', 'design-patterns', 'visitor-pattern']","{'account_id': 338334, 'reputation': 642, 'user_id': 667141, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/18ea03dcd4f38d65da762b8565146129?s=256&d=identicon&r=PG', 'display_name': 'spiritusozeans', 'link': 'https://stackoverflow.com/users/667141/spiritusozeans'}",True,3065,10164825.0,1,17,1455408167,1334513867,1455408167.0,10164714,CC BY-SA 3.0,https://stackoverflow.com/questions/10164714/implementing-visitor-pattern-while-allowing-different-return-types-of-functions,Implementing Visitor Pattern while allowing different return types of functions,,,,,
716,"['c++', 'visitor-pattern']","{'account_id': 1279994, 'reputation': 403, 'user_id': 1234316, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/45f9bf250cc0ac029d1780c34d9ee7be?s=256&d=identicon&r=PG', 'display_name': 'Trista N', 'link': 'https://stackoverflow.com/users/1234316/trista-n'}",True,23332,10116136.0,2,30,1455408062,1334192333,1455408062.0,10116057,CC BY-SA 3.0,https://stackoverflow.com/questions/10116057/visitor-pattern-explanation,Visitor Pattern Explanation,,,,,
717,"['c++', 'inheritance', 'design-patterns', 'composite']","{'account_id': 1359129, 'reputation': 1555, 'user_id': 1296840, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/Zh7ly.jpg?s=256&g=1', 'display_name': 'keelerjr12', 'link': 'https://stackoverflow.com/users/1296840/keelerjr12'}",True,486,10112993.0,1,2,1455257251,1334171409,1455257251.0,10112359,CC BY-SA 3.0,https://stackoverflow.com/questions/10112359/composite-pattern-reuse-for-different-types,Composite Pattern Reuse For Different Types,,,,,
718,"['c++', 'macos', 'cmake']","{'account_id': 20131, 'reputation': 37251, 'user_id': 47775, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/ojaTH.jpg?s=256&g=1', 'display_name': 'Nick Bolton', 'link': 'https://stackoverflow.com/users/47775/nick-bolton'}",True,26204,10559847.0,3,15,1455104072,1334518451,1592644375.0,10165335,CC BY-SA 4.0,https://stackoverflow.com/questions/10165335/can-cmake-specify-the-base-sdk-on-mac-os-x,Can CMake specify the base SDK on Mac OS X?,,,,,
719,"['c++', 'curl', 'firebreath']","{'account_id': 969545, 'reputation': 1834, 'user_id': 992347, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/6NZIS.jpg?s=256&g=1', 'display_name': 'Gabriel Mu&#241;umel', 'link': 'https://stackoverflow.com/users/992347/gabriel-mu%c3%b1umel'}",True,679,10375217.0,2,0,1455051768,1335394703,1335405119.0,10324978,CC BY-SA 3.0,https://stackoverflow.com/questions/10324978/loading-a-plugin-with-firebreath-and-curl,Loading a plugin with Firebreath and Curl,,,,,
720,"['c++', 'constants', 'compiler-warnings']","{'account_id': 427575, 'reputation': 491, 'user_id': 809409, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/a294d2c54ebc761317d5b55a02d0c493?s=256&d=identicon&r=PG', 'display_name': 'user809409', 'link': 'https://stackoverflow.com/users/809409/user809409'}",True,2623,,5,25,1454928598,1334431876,1334433423.0,10156678,CC BY-SA 3.0,https://stackoverflow.com/questions/10156678/const-correctness-warnings-c,Const correctness warnings c++,,,,,
721,"['c++', 'xml', 'visual-c++', 'xsd', 'xmllite']","{'account_id': 413964, 'reputation': 463, 'user_id': 787913, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8eeaab7befd1bf1dd549069da8162190?s=256&d=identicon&r=PG', 'display_name': 'Alam Brito', 'link': 'https://stackoverflow.com/users/787913/alam-brito'}",True,645,11804956.0,1,2,1454599100,1333637259,1344371737.0,10030845,CC BY-SA 3.0,https://stackoverflow.com/questions/10030845/xml-bindings-for-microsoft-xmllite,XML bindings for Microsoft XMLLite,,,,,
722,"['c++', 'qt', 'qurl']","{'account_id': 229709, 'reputation': 7964, 'user_id': 492857, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d135a3a7db64bb281c17c4b9160b348f?s=256&d=identicon&r=PG', 'display_name': 'S B', 'link': 'https://stackoverflow.com/users/492857/s-b'}",True,1074,10346856.0,1,0,1453992800,1335511162,,10346389,CC BY-SA 3.0,https://stackoverflow.com/questions/10346389/qurl-parsing-fails,QUrl parsing fails,,,,,
723,['c++'],"{'account_id': 988100, 'reputation': 3589, 'user_id': 1006127, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/3e40cde53918ce30211a91b9d358b89e?s=256&d=identicon&r=PG', 'display_name': 'Dror Weiss', 'link': 'https://stackoverflow.com/users/1006127/dror-weiss'}",True,1016,10146980.0,2,5,1453909834,1334344023,,10146850,CC BY-SA 3.0,https://stackoverflow.com/questions/10146850/c-how-can-i-create-dynamic-template-type,C++: How can I create dynamic template type,,,,,
724,"['iphone', 'c++', 'xcode', 'iphone-developer-program']","{'account_id': 1398598, 'reputation': 1, 'user_id': 1327818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73738045f769cc48514ac2f916f0df0d?s=256&d=identicon&r=PG', 'display_name': 'Felipe Salas', 'link': 'https://stackoverflow.com/users/1327818/felipe-salas'}",True,1266,,3,0,1453402618,1334187957,1334188522.0,10115546,CC BY-SA 3.0,https://stackoverflow.com/questions/10115546/how-to-generate-a-3-digit-random-number-in-xcode-for-iphone,How to generate a 3-digit random number in xCode for iPhone,,,,,
725,"['c++', 'random']","{'user_type': 'does_not_exist', 'display_name': 'user1053150'}",True,873,10111068.0,3,7,1453399020,1334165721,,10111045,CC BY-SA 3.0,https://stackoverflow.com/questions/10111045/random-numbers-not-so-random,random numbers not so random,,,,,
726,"['c++', 'random', 'unsigned-char']","{'account_id': 1005437, 'reputation': 5228, 'user_id': 1019342, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/12f1dc6a994818a6e8d0020f1489dfcf?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/1019342/ali'}",True,566,10016005.0,5,1,1453398566,1333559113,1333559438.0,10015957,CC BY-SA 3.0,https://stackoverflow.com/questions/10015957/random-numbers-on-unsigned-chars-keeps-being,Random numbers on unsigned chars keeps being &#39;?&#39;,,,,,
727,"['c++', 'random', 'unsigned-char']","{'account_id': 1005437, 'reputation': 5228, 'user_id': 1019342, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/12f1dc6a994818a6e8d0020f1489dfcf?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/1019342/ali'}",True,15624,,5,4,1453398501,1333497352,,10003133,CC BY-SA 3.0,https://stackoverflow.com/questions/10003133/generating-random-unsigned-char-values-in-c,Generating random unsigned char values in C++,,,,,
728,"['c++', 'random', 'tr1']","{'account_id': 897684, 'reputation': 980, 'user_id': 934597, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/ec3a22ab8ce118accd6a2de69055dde4?s=256&d=identicon&r=PG', 'display_name': 'Bahri G&#246;kcan', 'link': 'https://stackoverflow.com/users/934597/bahri-g%c3%b6kcan'}",True,4767,10047284.0,5,3,1453397411,1333734752,,10047215,CC BY-SA 3.0,https://stackoverflow.com/questions/10047215/uniform-random-number-generator-in-c,Uniform random number generator in c++,,,,,
