,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,locked_date
780,"['c++', 'for-loop', 'switch-statement']","{'account_id': 20076323, 'reputation': 1, 'user_id': 14719997, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjqampV2ThiclA972-p6PPxjDTXTF6omBgfGTMkCA=k-s256', 'display_name': 'Anktyk', 'link': 'https://stackoverflow.com/users/14719997/anktyk'}",False,42,1,-1,1606490017,1606488564,65039307,CC BY-SA 4.0,https://stackoverflow.com/questions/65039307/small-project-that-adds-names-city-hobby-in-columns-sorted-by-hobbies-c,"Small project that adds names,city,hobby, in columns, sorted by hobbies c++",1606490017.0,,,,
781,"['c++', 'static-code-analysis', 'misra']","{'account_id': 20075563, 'reputation': 1, 'user_id': 14719390, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DQrdP.jpg?s=256&g=1', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/14719390/max'}",True,70,2,0,1606488721,1606480195,65037399,CC BY-SA 4.0,https://stackoverflow.com/questions/65037399/can-a-function-parameter-hide-another-functions-identifier,Can a function parameter hide another functions identifier?,,,,,
782,"['c++', 'c', 'linux', 'performance', 'memory-management']","{'account_id': 7179987, 'reputation': 168, 'user_id': 5484355, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-qIUzAL8c-Hk/AAAAAAAAAAI/AAAAAAAAABA/c9YjhmmnWZ0/photo.jpg?sz=256', 'display_name': 'David Střel&#225;k', 'link': 'https://stackoverflow.com/users/5484355/david-st%c5%99el%c3%a1k'}",True,725,1,2,1606488161,1606383883,65019497,CC BY-SA 4.0,https://stackoverflow.com/questions/65019497/fast-memory-allocation-of-big-memory-chunk,Fast memory allocation of big memory chunk,1606488161.0,,,,
783,"['c++', 'arrays', 'string', 'char', 'hex']","{'account_id': 8853595, 'reputation': 350, 'user_id': 6612018, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/a3473d948039560d8d4ca42c9de7b382?s=256&d=identicon&r=PG&f=1', 'display_name': 'Athul Sukumaran', 'link': 'https://stackoverflow.com/users/6612018/athul-sukumaran'}",True,212,1,1,1606487791,1606483022,65038032,,https://stackoverflow.com/questions/65038032/convert-hex-string-to-character-array-in-cpp,Convert hex string to character array in cpp,,65038403.0,1606484811.0,Duplicate,
784,['c++'],"{'account_id': 20076135, 'reputation': 19, 'user_id': 14719843, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e9e0a15a8c945b44b5b14cbe5862ab4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joann C', 'link': 'https://stackoverflow.com/users/14719843/joann-c'}",True,125,1,-1,1606487394,1606484831,65038446,,https://stackoverflow.com/questions/65038446/how-to-read-only-half-of-a-file,How to read only half of a file?,1606485343.0,,1606744525.0,Needs details or clarity,
785,"['c++', 'multithreading', 'graphics', 'rendering', 'atomic']","{'account_id': 3381683, 'reputation': 10320, 'user_id': 2838606, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/OQM4l.jpg?s=256&g=1', 'display_name': 'Amir', 'link': 'https://stackoverflow.com/users/2838606/amir'}",False,150,0,0,1606487317,1606460648,65033254,CC BY-SA 4.0,https://stackoverflow.com/questions/65033254/how-to-make-sure-async-threads-do-not-use-shared-resources-and-utilize-all-cpu-c,How to make sure async threads do not use shared resources and utilize all CPU cores?,1606487317.0,,,,
786,"['c++', 'r', 'testthat', 'catch2']","{'account_id': 4426728, 'reputation': 78, 'user_id': 14586121, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0SptB.jpg?s=256&g=1', 'display_name': 'beerda', 'link': 'https://stackoverflow.com/users/14586121/beerda'}",True,696,2,0,1606486874,1604606950,64704615,CC BY-SA 4.0,https://stackoverflow.com/questions/64704615/testthat-catch-complains-in-r-cmd-check-that-xml2-library-is-missing,testthat (&amp; Catch) complains in R CMD check that xml2 library is missing,1604649503.0,64710873.0,,,
787,"['c++', 'nodes']","{'account_id': 18436768, 'reputation': 416, 'user_id': 13430381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38c61f1a0139b11163a85bfa05c1088c?s=256&d=identicon&r=PG&f=1', 'display_name': 'ttoshiro', 'link': 'https://stackoverflow.com/users/13430381/ttoshiro'}",True,106,1,0,1606486283,1606485994,65038715,CC BY-SA 4.0,https://stackoverflow.com/questions/65038715/how-to-sort-a-two-part-linked-list-using-one-variable-in-c,How to sort a two-part linked list using one variable in C++?,,65038772.0,,,
788,"['c++', 'c', 'docker', 'gcc', 'centos']","{'account_id': 3672073, 'reputation': 6617, 'user_id': 3059024, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4f219ed12befa698d040969274b895dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'CiaranWelsh', 'link': 'https://stackoverflow.com/users/3059024/ciaranwelsh'}",True,4553,1,2,1606485920,1606483051,65038039,CC BY-SA 4.0,https://stackoverflow.com/questions/65038039/how-to-use-update-alternatives-in-centos,How to use update-alternatives in centos?,1606484345.0,,,,
789,"['c++', 'queue', 'visual-studio-2019', 'std']","{'account_id': 13338971, 'reputation': 43, 'user_id': 13270278, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Manasa', 'link': 'https://stackoverflow.com/users/13270278/manasa'}",True,428,2,0,1606485650,1606480795,65037535,,https://stackoverflow.com/questions/65037535/how-to-access-member-elements-of-a-stdqueue-data-structure,How to access member elements of a std::queue data structure?,1606485366.0,65038290.0,1606485633.0,Duplicate,
790,"['c++', 'c++14']","{'account_id': 18795598, 'reputation': 23, 'user_id': 13707149, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GidEw2xG_P8jQkpewQG5bS4DD-lKHw2GwtnCIVjRv8=k-s256', 'display_name': 'Aniket Ujgare', 'link': 'https://stackoverflow.com/users/13707149/aniket-ujgare'}",True,138,3,-1,1606485634,1606468832,65034784,CC BY-SA 4.0,https://stackoverflow.com/questions/65034784/how-to-pass-array-to-funtion-to-use-as-range-based-for-loop,How to pass array to funtion to use as range based for loop,1606485634.0,,,,
791,"['c++', 'file-handling']","{'account_id': 19058262, 'reputation': 63, 'user_id': 13914909, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/stH0w.jpg?s=256&g=1', 'display_name': 'Sachin Bhusal', 'link': 'https://stackoverflow.com/users/13914909/sachin-bhusal'}",True,978,2,0,1606485591,1606406759,65025530,CC BY-SA 4.0,https://stackoverflow.com/questions/65025530/how-to-read-from-file-and-store-in-array-of-objects-in-c,How to read from file and store in array of objects in c++,,,,,
792,"['c++', 'i2c', 'px4']","{'account_id': 18117821, 'reputation': 9, 'user_id': 14479062, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhLltUP3FvhGwt5DVunb0xB0_z_0wDFIuWYfw2hgg=k-s256', 'display_name': 'Furkan Mola', 'link': 'https://stackoverflow.com/users/14479062/furkan-mola'}",False,144,0,0,1606485251,1606483956,65038259,CC BY-SA 4.0,https://stackoverflow.com/questions/65038259/cannot-call-member-function-without-object-px4-i2c,Cannot call member function without object - PX4 I2C,1606485251.0,,,,
793,"['c++', 'c', 'oop', 'visual-studio-code']","{'account_id': 20076090, 'reputation': 1, 'user_id': 14719803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e93e7099f43bbcd14e49ae0589ac889?s=256&d=identicon&r=PG&f=1', 'display_name': 'HeadlessHamster', 'link': 'https://stackoverflow.com/users/14719803/headlesshamster'}",False,54,0,0,1606484869,1606484719,65038420,CC BY-SA 4.0,https://stackoverflow.com/questions/65038420/how-do-i-point-vscode-to-the-right-header-files,How do I point vscode to the right header files?,1606484869.0,,,,
794,"['c++', 'c++11', 'future']","{'account_id': 3284162, 'reputation': 367, 'user_id': 2764032, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/71BXH.jpg?s=256&g=1', 'display_name': 'Jean', 'link': 'https://stackoverflow.com/users/2764032/jean'}",False,47,0,0,1606484436,1606484436,65038355,CC BY-SA 4.0,https://stackoverflow.com/questions/65038355/how-comes-stdpackaged-task-is-making-a-copy-of-my-forwarded-reference-paramete,How comes std::packaged_task is making a copy of my forwarded reference parameter?,,,,,
795,"['c++', 'file', 'binary']","{'account_id': 20074541, 'reputation': 1, 'user_id': 14718552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/263bd469183e6702b6872eff27a60f74?s=256&d=identicon&r=PG&f=1', 'display_name': 'oneill38', 'link': 'https://stackoverflow.com/users/14718552/oneill38'}",False,328,0,0,1606483281,1606483281,65038088,CC BY-SA 4.0,https://stackoverflow.com/questions/65038088/c-read-binary-files-and-extract-the-values,C++ : read binary files and extract the values,,,,,
796,"['c++', 'cmake', 'graphviz']","{'account_id': 11287611, 'reputation': 1973, 'user_id': 8277897, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10154710977387286/picture?type=large', 'display_name': 'David Ledger', 'link': 'https://stackoverflow.com/users/8277897/david-ledger'}",True,1007,1,2,1606483152,1606196427,64980827,CC BY-SA 4.0,https://stackoverflow.com/questions/64980827/callgraphs-using-graphviz-with-cmake-and-clang,Callgraphs using GraphViz with CMake and Clang,1606223392.0,64987516.0,,,
797,['c++'],"{'account_id': 19979587, 'reputation': 51, 'user_id': 14643064, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CNBqnzD8j0I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclPUcALqaXAvLZaWYwZlWaRUoUiRg/s96-c/photo.jpg?sz=256', 'display_name': 'Nadine', 'link': 'https://stackoverflow.com/users/14643064/nadine'}",True,137,1,0,1606481757,1606480869,65037551,CC BY-SA 4.0,https://stackoverflow.com/questions/65037551/how-to-make-a-constructor-with-stdinitializer-listdouble,How to make a constructor with std::initializer_list&lt;double&gt;,,65037630.0,,,
798,"['c++', 'pointers', 'casting', 'pointer-arithmetic']","{'account_id': 20074981, 'reputation': 21, 'user_id': 14718920, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi5GOHvrJkJC7Q3wVMMoso0NjJ1YHUKJqllMqaD=k-s256', 'display_name': 'Oliver Lambreghts', 'link': 'https://stackoverflow.com/users/14718920/oliver-lambreghts'}",True,121,2,2,1606481622,1606473679,65035945,CC BY-SA 4.0,https://stackoverflow.com/questions/65035945/what-happens-when-you-cast-an-int-to-an-int,What happens when you cast an int to an int*?,1606481622.0,,,,
799,"['c++', 'ram', 'playsound']","{'account_id': 17364036, 'reputation': 1, 'user_id': 12579630, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBTIYiHzukVksZWUfiWtp4yAE5al21-WaTQj2N3UA=k-s256', 'display_name': 'TheRealOne78', 'link': 'https://stackoverflow.com/users/12579630/therealone78'}",True,97,1,-1,1606480198,1606478997,65037142,,https://stackoverflow.com/questions/65037142/how-do-i-make-playsound-load-only-some-parts-of-the-song-c,How do I make PlaySound load only some parts of the song C++,,65037402.0,1606628551.0,Needs more focus,
800,"['c++', 'multithreading']","{'account_id': 15467256, 'reputation': 5, 'user_id': 11158258, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/983a452f2cb08d1b21058bf552e1f888?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jiapei Zhang', 'link': 'https://stackoverflow.com/users/11158258/jiapei-zhang'}",False,61,0,0,1606479956,1606475944,65036479,CC BY-SA 4.0,https://stackoverflow.com/questions/65036479/why-call-copy-constuctor-3-times-with-stdthread,Why call copy constuctor 3 times with std::thread?,,,,,
801,"['c++', 'multidimensional-array', 'char', 'integer']","{'account_id': 20075364, 'reputation': 9, 'user_id': 14719234, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5vwSZ.jpg?s=256&g=1', 'display_name': 'Malphite_User', 'link': 'https://stackoverflow.com/users/14719234/malphite-user'}",True,295,2,-1,1606478696,1606477657,65036858,CC BY-SA 4.0,https://stackoverflow.com/questions/65036858/c-how-do-you-display-a-2d-array-with-both-char-and-int-values,(C++) How do you Display a 2D Array with both Char and Int Values?,1606477902.0,65036948.0,,,
802,"['c++', 'oop', 'omnet++']","{'account_id': 20054725, 'reputation': 5, 'user_id': 14702647, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f31dffc4e5bf47f52283763bac802768?s=256&d=identicon&r=PG&f=1', 'display_name': 'byzht', 'link': 'https://stackoverflow.com/users/14702647/byzht'}",True,43,2,0,1606477867,1606360499,65015631,CC BY-SA 4.0,https://stackoverflow.com/questions/65015631/how-do-i-transmit-multiple-messages-simultaneously-during-simulation-in-omnett,How do I transmit multiple messages simultaneously during simulation in omnett++,,65036898.0,,,
803,"['c++', 'c++11', 'visual-studio-2013']","{'account_id': 11556571, 'reputation': 245, 'user_id': 8467569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90550f831d2232dbdcad9d0b99b039bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mierpo', 'link': 'https://stackoverflow.com/users/8467569/mierpo'}",False,37,0,0,1606477209,1606476882,65036676,,https://stackoverflow.com/questions/65036676/missing-before-boostinterprocessoffset-t-and-missing-type-specifier,"missing &#39;;&#39; before &#39;boost::interprocess::offset_t&#39; and missing type specifier - int assumed (boost 1.74.0, Visual Studio 2013)",1606477209.0,,1606477405.0,Duplicate,
804,"['c++', 'templates']","{'account_id': 18062695, 'reputation': 35, 'user_id': 13129445, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vrGHJ.jpg?s=256&g=1', 'display_name': 'babylearnmaths', 'link': 'https://stackoverflow.com/users/13129445/babylearnmaths'}",True,157,2,0,1606477060,1606474367,65036113,CC BY-SA 4.0,https://stackoverflow.com/questions/65036113/no-appropriate-default-constructor-available-with-template-implementation-in-cpp,No appropriate default constructor available with template implementation in Cpp,,65036254.0,,,
805,"['c++', 'c++17']","{'account_id': 161590, 'reputation': 5001, 'user_id': 382485, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/422fe6da66c4912411106a60a3de4da1?s=256&d=identicon&r=PG', 'display_name': 'Maanu', 'link': 'https://stackoverflow.com/users/382485/maanu'}",True,127,2,1,1606476530,1606475468,65036361,CC BY-SA 4.0,https://stackoverflow.com/questions/65036361/initialize-stdvector-in-a-struct,Initialize std::vector in a struct,1606475831.0,65036418.0,,,
806,"['c++', 'windows']","{'account_id': 18564696, 'reputation': 1, 'user_id': 13527918, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ce99dc4d639a3f7a11ae386763131b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stefan Papa', 'link': 'https://stackoverflow.com/users/13527918/stefan-papa'}",True,55,1,0,1606475950,1606475204,65036309,,https://stackoverflow.com/questions/65036309/how-to-display-asterisks,How to display asterisks (***),1606475738.0,,1606492821.0,Needs details or clarity,
807,"['java', 'c++', 'c++11', 'networking', 'packet']","{'account_id': 18240086, 'reputation': 47, 'user_id': 13277273, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d344a6c61e9e8abf871a0f334f9ebf22?s=256&d=identicon&r=PG&f=1', 'display_name': 'purplex', 'link': 'https://stackoverflow.com/users/13277273/purplex'}",False,68,1,0,1606473956,1606473206,65035809,CC BY-SA 4.0,https://stackoverflow.com/questions/65035809/is-there-an-equivalent-utility-class-for-bytearraydatainput-and-bytearraydataout,Is there an equivalent utility class for ByteArrayDataInput and ByteArrayDataOutput in C++?,,,,,
808,"['c++', 'stl']","{'account_id': 2650079, 'reputation': 10848, 'user_id': 4299527, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/Ty1Re.jpg?s=256&g=1', 'display_name': 'Setu Kumar Basak', 'link': 'https://stackoverflow.com/users/4299527/setu-kumar-basak'}",True,1016,2,1,1606473316,1606469779,65034985,CC BY-SA 4.0,https://stackoverflow.com/questions/65034985/lower-bound-and-upper-bound-in-map-of-pairs,lower_bound and upper_bound in Map of Pairs,,65035116.0,,,
809,"['c++', 'windows', 'dll', 'cmake', 'visual-studio-2019']","{'account_id': 17837064, 'reputation': 1, 'user_id': 12955828, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf4f086bb70b4d9d8803f340b2455575?s=256&d=identicon&r=PG&f=1', 'display_name': 'vallant', 'link': 'https://stackoverflow.com/users/12955828/vallant'}",False,96,0,0,1606472095,1606472095,65035547,CC BY-SA 4.0,https://stackoverflow.com/questions/65035547/vs2019-cmake-cannot-select-static-library-as-startup-target,VS2019 + CMake: Cannot select static library as startup target,,,,,
810,"['c++', 'performance', 'pointers', 'memory']","{'account_id': 964075, 'reputation': 9556, 'user_id': 987846, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c0bd4793c1b752215191139c8213a131?s=256&d=identicon&r=PG', 'display_name': 'kakyo', 'link': 'https://stackoverflow.com/users/987846/kakyo'}",True,589,2,1,1606472072,1606470675,65035189,CC BY-SA 4.0,https://stackoverflow.com/questions/65035189/whether-to-pass-shared-pointer-or-raw-pointer-to-a-function,Whether to pass shared pointer or raw pointer to a function,1606471944.0,65035421.0,,,
811,"['c++', 'file', 'parsing']","{'account_id': 18262394, 'reputation': 49, 'user_id': 13294906, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2539154189734042/picture?type=large', 'display_name': 'Isma H&#232;ne', 'link': 'https://stackoverflow.com/users/13294906/isma-h%c3%a8ne'}",True,395,1,0,1606471780,1606471070,65035287,CC BY-SA 4.0,https://stackoverflow.com/questions/65035287/reading-a-text-file-c,Reading a text file C++,1606471363.0,,,,
812,"['c++', 'arrays', 'class', 'operator-overloading', 'scientific-computing']","{'account_id': 16383257, 'reputation': 111, 'user_id': 11993857, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a8515dda3d47574aa4743edd43ca27b?s=256&d=identicon&r=PG&f=1', 'display_name': 'saltkun', 'link': 'https://stackoverflow.com/users/11993857/saltkun'}",True,58,3,0,1606471537,1606468403,65034684,CC BY-SA 4.0,https://stackoverflow.com/questions/65034684/how-can-i-get-a-two-dimension-array-that-stored-in-an-one-dimension-array-throug,How can I get a two-dimension array that stored in an one-dimension array through overload the function call operator in C++?,1606469305.0,65035403.0,,,
813,"['c++', 'c', 'gcc', 'gcc-extensions']","{'account_id': 7124542, 'reputation': 7649, 'user_id': 5447906, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5e7767d98b4c136d54b4be77dd24f112?s=256&d=identicon&r=PG', 'display_name': 'anton_rh', 'link': 'https://stackoverflow.com/users/5447906/anton-rh'}",False,120,0,2,1606471482,1606471482,65035387,CC BY-SA 4.0,https://stackoverflow.com/questions/65035387/should-i-always-use-builtin-extract-return-addr-after-builtin-return-address,Should I always use __builtin_extract_return_addr after __builtin_return_address,,,,,
814,"['c++', 'oop', 'stdvector']","{'account_id': 12454976, 'reputation': 572, 'user_id': 9068493, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-6ZE0FyW16Uc/AAAAAAAAAAI/AAAAAAAAAAA/XikEMAVG9KE/photo.jpg?sz=256', 'display_name': 'Felix.leg', 'link': 'https://stackoverflow.com/users/9068493/felix-leg'}",True,47,1,0,1606471476,1606470614,65035175,CC BY-SA 4.0,https://stackoverflow.com/questions/65035175/making-some-kind-of-reference-to-objects-stored-in-a-vector,Making some kind of reference to objects stored in a vector,,65035385.0,,,
815,"['c++', 'class', 'templates']","{'account_id': 19426962, 'reputation': 1, 'user_id': 14208276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43c3ee7cccd316aca27b916011b2ac43?s=256&d=identicon&r=PG&f=1', 'display_name': 'c_thief', 'link': 'https://stackoverflow.com/users/14208276/c-thief'}",False,60,1,0,1606471142,1606394202,65022188,CC BY-SA 4.0,https://stackoverflow.com/questions/65022188/passing-values-to-inner-class-via-template-arguments-c,Passing values to inner class via template arguments C++,,,,,
816,"['c++', 'c++11', 'clang-tidy']","{'account_id': 1428378, 'reputation': 305, 'user_id': 1351355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b145e27c88c453d3093b058714450792?s=256&d=identicon&r=PG', 'display_name': 'Reinder', 'link': 'https://stackoverflow.com/users/1351355/reinder'}",False,580,0,1,1606471130,1606466492,65034265,CC BY-SA 4.0,https://stackoverflow.com/questions/65034265/clang-tidy-readability-non-const-parameter-warning-why,"clang-tidy readability-non-const-parameter warning, why?",1606471130.0,,,,
817,"['c++', 'c++17', 'signature', 'callable', 'template-argument-deduction']","{'account_id': 919681, 'reputation': 3313, 'user_id': 951614, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/8d1aee9b4eeb911aa7b1440b306a38da?s=256&d=identicon&r=PG&f=1', 'display_name': 'Juergen', 'link': 'https://stackoverflow.com/users/951614/juergen'}",True,395,1,2,1606468872,1606463297,65033687,CC BY-SA 4.0,https://stackoverflow.com/questions/65033687/c-17-deduce-signature-from-callable-in-a-template,C++ 17: Deduce signature from Callable in a template,,65034646.0,,,
818,['c++'],"{'account_id': 19879590, 'reputation': 27, 'user_id': 14563885, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2741865282768497/picture?type=large', 'display_name': 'Ubaid Tallah', 'link': 'https://stackoverflow.com/users/14563885/ubaid-tallah'}",True,225,2,0,1606467270,1606463663,65033755,CC BY-SA 4.0,https://stackoverflow.com/questions/65033755/program-returning-garbage-value,Program returning garbage value,1606464236.0,,,,
819,"['c++', 'visual-studio', 'module', 'c++20']","{'account_id': 1169944, 'reputation': 1083, 'user_id': 1147349, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/7110e901c18d83cb74fe924dc39293a6?s=256&d=identicon&r=PG', 'display_name': 'innochenti', 'link': 'https://stackoverflow.com/users/1147349/innochenti'}",True,1511,2,3,1606465971,1606404512,65024946,CC BY-SA 4.0,https://stackoverflow.com/questions/65024946/submodules-how-to-divide-c-module-into-submodules,Submodules: how to divide C++ module into submodules,1606407542.0,,,,
820,"['c++', 'arrays', 'class']","{'account_id': 14335924, 'reputation': 109, 'user_id': 10355409, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-_5xdMlI8S08/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaO8KXVsyGthdQMqHrBrpWMhv_Bzkw/mo/photo.jpg?sz=256', 'display_name': 'Selcuk', 'link': 'https://stackoverflow.com/users/10355409/selcuk'}",True,47,2,0,1606465653,1606393368,65021987,CC BY-SA 4.0,https://stackoverflow.com/questions/65021987/set-class-object-array-init-value-at-definition-of-object-array-in-c,set class object array init value at definition of object array in C++,1606465653.0,65022175.0,,,
821,"['c++', 'c', 'graphics']","{'account_id': 19269030, 'reputation': 13, 'user_id': 14717826, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/282dd7dcbf84595b510d111ef71c7da2?s=256&d=identicon&r=PG', 'display_name': 'Pranav', 'link': 'https://stackoverflow.com/users/14717826/pranav'}",True,161,1,1,1606464972,1606460822,65033279,CC BY-SA 4.0,https://stackoverflow.com/questions/65033279/how-can-third-party-libraries-do-things-that-the-standard-library-cant-do,How can third-party libraries do things that the standard library can&#39;t do?,,65033650.0,,,
822,"['c++', 'slot', 'qtwidgets', 'qspinbox']","{'account_id': 2296811, 'reputation': 1101, 'user_id': 2018059, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/tt6Co.jpg?s=256&g=1', 'display_name': 'rainbow', 'link': 'https://stackoverflow.com/users/2018059/rainbow'}",True,257,1,1,1606463396,1605973317,64944930,CC BY-SA 4.0,https://stackoverflow.com/questions/64944930/how-to-call-changevalue-of-qspinbox-only-when-user-changed-value,How to call changeValue of QSpinBox only when user changed value,1606463396.0,64993248.0,,,
823,"['c++', 'invalid-argument', 'invalidargumentexception']","{'account_id': 17994158, 'reputation': 1, 'user_id': 13077596, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giijr0SvOmC100ObAjd219OkWawu4IkFVt9Oe1W=k-s256', 'display_name': 'rosa', 'link': 'https://stackoverflow.com/users/13077596/rosa'}",True,372,1,-2,1606463151,1606461496,65033396,,https://stackoverflow.com/questions/65033396/invalid-argument-exception-when-attempting-to-convert-string-to-integer,Invalid Argument Exception when attempting to convert string to integer,1606462428.0,,1606463668.0,Not suitable for this site,
824,"['python', 'c++', 'python-3.x']","{'account_id': 18978124, 'reputation': 133, 'user_id': 13850137, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b8e4965bf8c8208ac42254f34c352910?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mezo', 'link': 'https://stackoverflow.com/users/13850137/mezo'}",True,454,1,-4,1606462391,1606221142,64986595,,https://stackoverflow.com/questions/64986595/convert-for-loop-from-python-to-c,Convert &quot;for loop&quot; from Python to C++,1606462391.0,,1606451218.0,Not suitable for this site,
825,"['c++', 'ros']","{'account_id': 8310493, 'reputation': 143, 'user_id': 6245812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/87144e566c390189e97029049a04d772?s=256&d=identicon&r=PG&f=1', 'display_name': 'daRula', 'link': 'https://stackoverflow.com/users/6245812/darula'}",False,84,1,1,1606461971,1606420663,65028501,,https://stackoverflow.com/questions/65028501/why-is-stdcerr-mixing-up-console-outputs-in-ros-c,Why is std::cerr mixing up console outputs in ROS C++,1606459993.0,,1606631346.0,Not suitable for this site,
826,['c++'],"{'account_id': 19988698, 'reputation': 21, 'user_id': 14650262, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6a87763970e788ba04eb330ff0820ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'CodeVapor', 'link': 'https://stackoverflow.com/users/14650262/codevapor'}",False,70,1,-1,1606459954,1605553251,64864087,CC BY-SA 4.0,https://stackoverflow.com/questions/64864087/how-do-i-test-a-list-against-a-variable-inputted-using-the-cin-function,How do I test a list against a variable inputted using the cin function?,1605557386.0,,,,
827,"['c++', 'c++11', 'unique-ptr']","{'account_id': 17971815, 'reputation': 71, 'user_id': 13060365, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjz6pownwJOsw6PNiRZqyXrZ3xmiv6zicGZv_U-=k-s256', 'display_name': '欧岳枫', 'link': 'https://stackoverflow.com/users/13060365/%e6%ac%a7%e5%b2%b3%e6%9e%ab'}",True,269,1,3,1606459833,1606448599,65031827,CC BY-SA 4.0,https://stackoverflow.com/questions/65031827/can-i-use-smart-pointer-with-a-mutex-member,Can I use smart pointer with a mutex member?,1606449525.0,65031865.0,,,
