,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,locked_date
551,"['c++', 'macros']","{'account_id': 4012552, 'reputation': 10759, 'user_id': 3305546, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/G2mbe.png?s=256&g=1', 'display_name': 'Yves', 'link': 'https://stackoverflow.com/users/3305546/yves'}",True,48,1,1,1651131712,1651054620,72027058,CC BY-SA 4.0,https://stackoverflow.com/questions/72027058/is-it-possible-to-expand-a-macro-into-two-piece-of-data-with-different-types,Is it possible to expand a macro into two piece of data with different types,1651065676.0,72027807.0,,,,
552,"['c++', 'timestamp', 'gstreamer', 'rtsp', 'decoding']","{'account_id': 23847377, 'reputation': 81, 'user_id': 17851718, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d379609543b5a7074cb6f185a1ade76?s=256&d=identicon&r=PG', 'display_name': 'CselecT', 'link': 'https://stackoverflow.com/users/17851718/cselect'}",False,614,0,3,1651130007,1650978271,72014475,CC BY-SA 4.0,https://stackoverflow.com/questions/72014475/gstreamer-rtsp-decoding-frame-timestamps,Gstreamer RTSP Decoding Frame Timestamps,1651130007.0,,,,,
553,"['c++', 'ffmpeg', 'nvidia', 'rtp']","{'account_id': 14831676, 'reputation': 411, 'user_id': 10711011, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156889754169413/picture?type=large', 'display_name': 'Serhan Erkovan', 'link': 'https://stackoverflow.com/users/10711011/serhan-erkovan'}",False,105,0,0,1651129905,1651068789,72030345,CC BY-SA 4.0,https://stackoverflow.com/questions/72030345/how-to-pass-data-cuvidparsevideodata,How to pass data cuvidParseVideoData,1651129905.0,,,,,
554,"['c++', 'qt', 'qt-creator', 'cross-compiling', 'qcamera']","{'account_id': 25018965, 'reputation': 1, 'user_id': 18877832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27e35d56ead217aa3a3ac28774b10a7f?s=256&d=identicon&r=PG', 'display_name': 'Hamza', 'link': 'https://stackoverflow.com/users/18877832/hamza'}",True,125,2,0,1651129821,1650885685,71998729,CC BY-SA 4.0,https://stackoverflow.com/questions/71998729/save-a-captured-image-using-qcameraimagecapturecapture-in-png-format,Save a captured image using QCameraImageCapture::capture() in PNG Format,,72039433.0,,,,
555,"['c++', 'debugging', 'visual-studio-code']","{'account_id': 18091650, 'reputation': 11, 'user_id': 18560977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-NRp7Ce5In5E/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNvfUbEoqrwOcy5_IZNyAW_29v2IQ/photo.jpg?sz=256', 'display_name': '079_RISHABH', 'link': 'https://stackoverflow.com/users/18560977/079-rishabh'}",False,469,1,0,1651128381,1651125713,72038699,CC BY-SA 4.0,https://stackoverflow.com/questions/72038699/vs-code-doesnt-take-input-in-debug-mode-while-debugging-c-files-how-to-prov,VS CODE doesn&#39;t take input in debug mode while debugging c++ files ? How to provide the input in debug mode running CPP files,1651127547.0,,,,,
556,"['c++', 'algorithm', 'opencl']","{'account_id': 23814700, 'reputation': 47, 'user_id': 17823123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a15d61c87f779480e46b0432a3666258?s=256&d=identicon&r=PG', 'display_name': 'totallynotatallno', 'link': 'https://stackoverflow.com/users/17823123/totallynotatallno'}",True,99,1,0,1651127814,1651086761,72034126,CC BY-SA 4.0,https://stackoverflow.com/questions/72034126/opencl-cl-invalid-value-error-on-clenqueuewritebuffer,OpenCL CL_INVALID_VALUE Error on clEnqueueWriteBuffer,,72038790.0,,,,
557,"['c++', 'constructor', 'visual-studio-2019', 'static-libraries', 'cesiumjs']","{'account_id': 24296557, 'reputation': 1, 'user_id': 18240688, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz9kXF2MDzU8K-_Vi0nlvS8GfEfUJZe162DOlw5=k-s256', 'display_name': 'HyperMn', 'link': 'https://stackoverflow.com/users/18240688/hypermn'}",True,205,1,0,1651127533,1650633487,71969416,CC BY-SA 4.0,https://stackoverflow.com/questions/71969416/c-member-variables-are-not-initialized-when-using-a-debug-version-static-libra,C++ member variables are not initialized when using a debug version static library,,72039026.0,,,,
558,"['c++', 'x86-64', 'atomic', 'stdatomic', 'compare-and-swap']","{'account_id': 25122210, 'reputation': 41, 'user_id': 18970397, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f242d836252891ba536646ae6cb7fbed?s=256&d=identicon&r=PG', 'display_name': 'douglas', 'link': 'https://stackoverflow.com/users/18970397/douglas'}",False,148,1,3,1651126824,1651114976,72037530,CC BY-SA 4.0,https://stackoverflow.com/questions/72037530/sizeofatomict-is-not-always-equal-to-sizeoft,sizeof(atomic&lt;T&gt;) is not always equal to sizeof&lt;T&gt;,1651126824.0,,,,,
559,"['c++', 'segmentation-fault']","{'account_id': 25082504, 'reputation': 11, 'user_id': 18935105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f99a5cec218b587265ebc0a318332b1a?s=256&d=identicon&r=PG', 'display_name': 'man-a-v', 'link': 'https://stackoverflow.com/users/18935105/man-a-v'}",True,85,1,1,1651125791,1651016698,72021736,CC BY-SA 4.0,https://stackoverflow.com/questions/72021736/segmentation-fault-in-online-compilers,Segmentation fault in online compilers,1651125791.0,,,,,
560,['c++'],"{'account_id': 8765800, 'reputation': 4143, 'user_id': 6724844, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://lh3.googleusercontent.com/-yH5Kk4-N2ng/AAAAAAAAAAI/AAAAAAAABM4/ri9dM8iEE94/photo.jpg?sz=256', 'display_name': 'Heisenberg', 'link': 'https://stackoverflow.com/users/6724844/heisenberg'}",True,208,3,-2,1651125642,1651056002,72027359,CC BY-SA 4.0,https://stackoverflow.com/questions/72027359/how-to-input-to-vector-correctly-in-c,How to input to vector correctly in C++,1651125642.0,72027509.0,,,,
561,"['c++', 'std']","{'account_id': 5975952, 'reputation': 10978, 'user_id': 4696802, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/AkVoc.jpg?s=256&g=1', 'display_name': 'Zebrafish', 'link': 'https://stackoverflow.com/users/4696802/zebrafish'}",False,55,0,0,1651125380,1651124394,72038517,,https://stackoverflow.com/questions/72038517/difference-between-vectorpush-backfoo-and-vectoremplace-backfoo,Difference between vector::push_back(Foo()) and vector::emplace_back(Foo())?,1651125380.0,,1651125806.0,Duplicate,,
562,"['c++', 'visual-studio', 'cmake']","{'user_type': 'does_not_exist', 'display_name': 'user15809126'}",True,227,1,-1,1651125003,1651079520,72032820,CC BY-SA 4.0,https://stackoverflow.com/questions/72032820/how-do-you-deploy-package-a-cmake-project-with-visual-studio,How do you deploy/package a CMake project with Visual Studio?,,72038604.0,,,,
563,"['c++', 'xml']","{'account_id': 25123444, 'reputation': 1, 'user_id': 18971490, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhTlhInJIoNZ8so67lafHipLHwp0UqDKjE2HKiW=k-s256', 'display_name': 'Trudi Lightner', 'link': 'https://stackoverflow.com/users/18971490/trudi-lightner'}",False,42,0,0,1651123280,1651123280,72038368,CC BY-SA 4.0,https://stackoverflow.com/questions/72038368/how-to-get-the-child-element-name-from-an-xml-file-in-c,How to get the child element name from an xml file in C++,,,,,,
564,['c++'],"{'account_id': 3811119, 'reputation': 1273, 'user_id': 3161924, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/ffd01898ea04282a163d57e29842886b?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3161924', 'link': 'https://stackoverflow.com/users/3161924/user3161924'}",True,32,1,2,1651120944,1651120512,72038088,CC BY-SA 4.0,https://stackoverflow.com/questions/72038088/correct-fix-for-warning-dereferencing-type-punned-pointer-will-break-strict-ali,correct fix for warning: dereferencing type-punned pointer will break strict-aliasing rules?,,72038126.0,,,,
565,"['c++', 'oracle', 'plsql', 'occi']","{'account_id': 25074063, 'reputation': 1, 'user_id': 18927650, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyqrtiDAmXJ-WKDrN9iCcXTZhn559hwF_JISkWa=k-s256', 'display_name': 'Sayooj', 'link': 'https://stackoverflow.com/users/18927650/sayooj'}",False,36,0,0,1651120430,1651088737,72034471,CC BY-SA 4.0,https://stackoverflow.com/questions/72034471/how-to-assign-the-output-return-of-a-stored-procedure-called-using-c-occi-libr,How to assign the output return of a stored procedure called using C++ OCCI library,1651120430.0,,,,,
566,"['c++', 'file-handling', 'getline']","{'account_id': 24255658, 'reputation': 37, 'user_id': 18206101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5df0811d4b80361f10f01fc7b0d41206?s=256&d=identicon&r=PG', 'display_name': 'ibs', 'link': 'https://stackoverflow.com/users/18206101/ibs'}",True,49,2,0,1651120414,1651104598,72036549,CC BY-SA 4.0,https://stackoverflow.com/questions/72036549/why-does-getline-not-read-the-last-int-value-in-the-line,Why does getline() not read the last int value in the line?,1651105223.0,72036570.0,,,,
567,['c++'],"{'account_id': 24957839, 'reputation': 3, 'user_id': 18822077, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxYPmZhBI1qe2T9K4HKn7tyQCHBBn9NRXzKknI=k-s256', 'display_name': 'tanmay saxena', 'link': 'https://stackoverflow.com/users/18822077/tanmay-saxena'}",True,50,1,-1,1651120308,1651119189,72037962,CC BY-SA 4.0,https://stackoverflow.com/questions/72037962/the-code-is-erasing-just-one-dublicates-and-not-another-why-so,The code is erasing just one dublicates and not another. Why so?,1651120008.0,72038039.0,,,,
568,"['c++', 'c++11', 'templates', 'typetraits', 'template-argument-deduction']","{'account_id': 302241, 'reputation': 7129, 'user_id': 610505, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/782ed01c10b1b6850242d6e4eeb73aa9?s=256&d=identicon&r=PG', 'display_name': 'eepp', 'link': 'https://stackoverflow.com/users/610505/eepp'}",False,76,0,5,1651119527,1651117928,72037843,CC BY-SA 4.0,https://stackoverflow.com/questions/72037843/how-to-get-the-type-of-the-first-parameter-of-a-dependent-function-pointer-templ,How to get the type of the first parameter of a dependent function pointer template parameter in C++11?,1651119527.0,,,,,
569,"['c++', 'delete-operator']","{'account_id': 24213924, 'reputation': 15, 'user_id': 18170064, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QKzGO.jpg?s=256&g=1', 'display_name': 'Jimmy the King', 'link': 'https://stackoverflow.com/users/18170064/jimmy-the-king'}",True,114,1,0,1651118845,1651107276,72036788,CC BY-SA 4.0,https://stackoverflow.com/questions/72036788/how-to-use-delete-in-destructor,How to use delete[] in destructor,1651117756.0,72037805.0,,,,
570,"['c++', 'arrays', 'pointers']","{'account_id': 25122550, 'reputation': 21, 'user_id': 18970694, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjcF4kmqxhZhLLn6_86OiRQtryhacDuHbC_CQW6Cw=k-s256', 'display_name': 'Helena ', 'link': 'https://stackoverflow.com/users/18970694/helena'}",False,53,0,0,1651116020,1651116020,72037644,CC BY-SA 4.0,https://stackoverflow.com/questions/72037644/can-i-allocate-a-dynamic-array-without-using-new-and-just-within-iostream-libr,Can I allocate a dynamic array without using `new` and just within iostream library?,,,,,,
571,"['python', 'c++', 'swig']","{'account_id': 4452430, 'reputation': 697, 'user_id': 3955562, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/91f18b47b1e2c620d20401327d9e2fc5?s=256&d=identicon&r=PG&f=1', 'display_name': 'R. N', 'link': 'https://stackoverflow.com/users/3955562/r-n'}",True,53,1,0,1651115634,1651096589,72035742,CC BY-SA 4.0,https://stackoverflow.com/questions/72035742/how-to-initialize-a-variable-from-a-class-method-binding-c-with-swig,How to initialize a variable from a class method binding C++ with Swig,1651115538.0,72037549.0,,,,
572,"['c++', 'class', 'language-lawyer']","{'account_id': 16608944, 'reputation': 30035, 'user_id': 12002570, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6a482d9642ec6f3eccf3162640003ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jason Liam', 'link': 'https://stackoverflow.com/users/12002570/jason-liam'}",False,33,0,0,1651115346,1651115061,72037541,,https://stackoverflow.com/questions/72037541/how-are-we-allowed-to-use-a-name-of-a-data-member-in-the-constructor-when-the-da,How are we allowed to use a name of a data member in the constructor when the data member is defined later,,,1651115294.0,Duplicate,,
573,['c++'],"{'account_id': 25122515, 'reputation': 11, 'user_id': 18970667, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/184d0ff899a9360dc783b010f3df9e4b?s=256&d=identicon&r=PG', 'display_name': 't0xicdemocracy', 'link': 'https://stackoverflow.com/users/18970667/t0xicdemocracy'}",False,35,0,1,1651115226,1651115226,72037558,CC BY-SA 4.0,https://stackoverflow.com/questions/72037558/having-trouble-with-getting-c-program-to-run-correctly,Having trouble with getting C++ program to run correctly,,,,,,
574,"['c++', 'memory', 'stdvector', 'memory-alignment', 'avx2']","{'account_id': 14082210, 'reputation': 223, 'user_id': 10172959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9403fac64ce94b37ef2455655eb1d51?s=256&d=identicon&r=PG&f=1', 'display_name': 'vydesaster', 'link': 'https://stackoverflow.com/users/10172959/vydesaster'}",True,116,1,1,1651111541,1651003191,72019875,CC BY-SA 4.0,https://stackoverflow.com/questions/72019875/usage-of-alignas-in-template-argument-of-stdvector,Usage of alignas in template argument of std::vector,1651029742.0,72022926.0,,,,
575,"['c++', 'bluetooth-lowenergy', 'esp32', 'arduino-esp32']","{'account_id': 21952936, 'reputation': 11, 'user_id': 16231920, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3555a07a7f13e6a51927459238cdb3fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Koo ZH ', 'link': 'https://stackoverflow.com/users/16231920/koo-zh'}",False,353,0,0,1651111464,1651040301,72024080,CC BY-SA 4.0,https://stackoverflow.com/questions/72024080/ble-scanner-unable-to-find-the-ble-server-able-to-detect-other-devices-just-n,"BLE scanner unable to find the BLE server. (Able to detect other devices, just not the server.) (Both using ESP32)",1651111464.0,,,,,
576,"['c++', 'c++11', 'c++14']","{'account_id': 24543075, 'reputation': 29, 'user_id': 18453283, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx2K3zCkKEOoOAYZh46JHWSYnKNMkHnXqxJcIPz=k-s256', 'display_name': 'NewbCOder10', 'link': 'https://stackoverflow.com/users/18453283/newbcoder10'}",False,26,0,0,1651111444,1651094072,72035359,CC BY-SA 4.0,https://stackoverflow.com/questions/72035359/accessing-data-object-form-derived-class-from-friend-base-class,Accessing data object form derived class from friend Base class,1651111444.0,,,,,
577,"['c++', 'visual-studio-code', 'include', 'mingw', 'eigen']","{'account_id': 21730545, 'reputation': 165, 'user_id': 16319933, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwLHMedRz2Z5Qoz-4V-AvhJOGUxdbBELjWpq5IA=k-s256', 'display_name': 'Avii', 'link': 'https://stackoverflow.com/users/16319933/avii'}",False,114,1,0,1651109480,1651034668,72023396,CC BY-SA 4.0,https://stackoverflow.com/questions/72023396/include-errors-detected-for-eigen-library,#include errors detected for eigen library,1651109480.0,,,,,
578,"['c++', 'gcc', 'optimization', 'clang', 'clang++']","{'account_id': 11948620, 'reputation': 943, 'user_id': 8742968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5460db857204e0e369cff72bc1b03f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'optimus_prime', 'link': 'https://stackoverflow.com/users/8742968/optimus-prime'}",True,112,1,1,1651107943,1650676471,71976082,CC BY-SA 4.0,https://stackoverflow.com/questions/71976082/o2-optimizer-flag-causes-basic-for-loop-to-fail,-O2 optimizer flag causes basic for loop to fail,1650679503.0,72036860.0,,,,
579,['c++'],"{'account_id': 25120486, 'reputation': 13, 'user_id': 18968896, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d77210fce6778e8d1a190b26f786bd16?s=256&d=identicon&r=PG', 'display_name': 'Razumoska ', 'link': 'https://stackoverflow.com/users/18968896/razumoska'}",True,74,3,0,1651107417,1651095553,72035600,CC BY-SA 4.0,https://stackoverflow.com/questions/72035600/how-can-i-fix-it-comparison-between-signed-and-unsigned-integer-expressions-w,How can I fix it &quot;comparison between signed and unsigned integer expressions [-Werror=sign-compare]&quot;,,72036660.0,,,,
580,"['c++', 'mutex']","{'account_id': 2085300, 'reputation': 6886, 'user_id': 1856429, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/AiPnN.jpg?s=256&g=1', 'display_name': 'Eduard Rostomyan', 'link': 'https://stackoverflow.com/users/1856429/eduard-rostomyan'}",True,145,1,2,1651106906,1651106346,72036711,CC BY-SA 4.0,https://stackoverflow.com/questions/72036711/is-it-possible-to-capture-return-value-of-function-used-in-stdcall-once,Is it possible to capture return value of function used in std::call_once?,,72036761.0,,,,
581,"['c++', 'oop', 'pointers']","{'account_id': 25059087, 'reputation': 1, 'user_id': 18914148, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhGUr64u_jBlYVupZc5xaON1l5yFdYuZU7Il6Cv=k-s256', 'display_name': 'SwaggyP', 'link': 'https://stackoverflow.com/users/18914148/swaggyp'}",False,45,0,0,1651105065,1651105065,72036590,CC BY-SA 4.0,https://stackoverflow.com/questions/72036590/i-need-to-know-if-my-destructor-deletes-the-correct-pointers,I need to know if my destructor deletes the correct pointers,,,,,,
582,['c++'],"{'account_id': 6884586, 'reputation': 3, 'user_id': 5290156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb07e55636f00b6820b6c3d56fe91f93?s=256&d=identicon&r=PG&f=1', 'display_name': 'H.Hatch', 'link': 'https://stackoverflow.com/users/5290156/h-hatch'}",True,48,1,0,1651104650,1651101586,72036295,CC BY-SA 4.0,https://stackoverflow.com/questions/72036295/initialize-stdarray-without-constexpr,Initialize std::array without constexpr,,72036554.0,,,,
583,"['c++', 'constructor']","{'account_id': 1082963, 'reputation': 1776, 'user_id': 1079430, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/6bf00489520e8f013752bac52318def2?s=256&d=identicon&r=PG', 'display_name': 'Bri Bri', 'link': 'https://stackoverflow.com/users/1079430/bri-bri'}",True,118,1,0,1651104450,1651104099,72036510,CC BY-SA 4.0,https://stackoverflow.com/questions/72036510/what-happens-if-you-dont-call-a-base-classs-constructor-for-different-derived,What happens if you don&#39;t call a base class&#39;s constructor for different derived constructors with different signatures?,,72036529.0,,,,
584,['c++'],"{'account_id': 25120866, 'reputation': 35, 'user_id': 18969229, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43f2f60fd5956ec4e5fa86294b3b2192?s=256&d=identicon&r=PG', 'display_name': 'kimo_liz', 'link': 'https://stackoverflow.com/users/18969229/kimo-liz'}",True,196,1,0,1651104203,1651099436,72036077,CC BY-SA 4.0,https://stackoverflow.com/questions/72036077/using-a-value-that-can-be-approved-if-the-user-input-was-null,Using a value that can be approved if the user input was null,1651099859.0,72036191.0,,,,
585,['c++'],"{'account_id': 23317223, 'reputation': 31, 'user_id': 17395675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d3424aad2fad68728e41b7ddc4fa73d?s=256&d=identicon&r=PG&f=1', 'display_name': 'malscode', 'link': 'https://stackoverflow.com/users/17395675/malscode'}",True,80,1,-1,1651104008,1651101460,72036287,CC BY-SA 4.0,https://stackoverflow.com/questions/72036287/how-to-left-shift-a-character-array,How to left shift a character array?,1651101752.0,72036502.0,,,,
586,"['c++', 'class', 'templates']","{'account_id': 25090589, 'reputation': 23, 'user_id': 18942269, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj9jWUFHG1D1bkvWapJU_qjqBpbCqvw2EUDVe6loQ=k-s256', 'display_name': 'nickeno3', 'link': 'https://stackoverflow.com/users/18942269/nickeno3'}",True,19,1,0,1651103991,1651103367,72036452,CC BY-SA 4.0,https://stackoverflow.com/questions/72036452/parametrized-template-class-constructor-with-another-template-class,Parametrized Template Class constructor with another template class,,72036501.0,,,,
587,"['c++', 'reflection', 'protocol-buffers']","{'account_id': 4012552, 'reputation': 10759, 'user_id': 3305546, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/G2mbe.png?s=256&g=1', 'display_name': 'Yves', 'link': 'https://stackoverflow.com/users/3305546/yves'}",True,741,1,2,1651103225,1650870890,71995707,CC BY-SA 4.0,https://stackoverflow.com/questions/71995707/how-to-use-reflection-of-protobuf-to-modify-a-map,How to use reflection of Protobuf to modify a Map,,72031746.0,,,,
588,"['c++', 'c', 'postgresql', 'postgres-fdw']","{'account_id': 21688845, 'reputation': 31, 'user_id': 16003768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aba3118f52b893104792779969417bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'vantaqada', 'link': 'https://stackoverflow.com/users/16003768/vantaqada'}",False,34,0,0,1651100430,1651093071,72035205,CC BY-SA 4.0,https://stackoverflow.com/questions/72035205/how-to-associate-source-files-with-dynamic-library,How to associate source files with dynamic library,1651100430.0,,,,,
589,"['c++', 'directx', 'directx-11', 'texture-mapping', 'texture2d']","{'account_id': 25059891, 'reputation': 1, 'user_id': 18914885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bea24ce16d46131021b87622de5239b9?s=256&d=identicon&r=PG', 'display_name': 'Jrturp', 'link': 'https://stackoverflow.com/users/18914885/jrturp'}",False,151,0,0,1651099213,1651099213,72036063,CC BY-SA 4.0,https://stackoverflow.com/questions/72036063/texture-format-dxgi-format-nv12-does-not-support-mipmaps,Texture format DXGI_FORMAT_NV12 does not support mipmaps,,,,,,
590,"['c#', 'c++', 'unity3d']","{'account_id': 17135151, 'reputation': 67, 'user_id': 12400381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb901a438282265cb76c637f18a7cd4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'VariabileAleatoria', 'link': 'https://stackoverflow.com/users/12400381/variabilealeatoria'}",True,107,1,0,1651099035,1651074843,72031823,CC BY-SA 4.0,https://stackoverflow.com/questions/72031823/returning-an-array-from-c-function-into-c-script-in-unity,Returning an array from c++ function into c# script in unity,1651081008.0,,,,,
591,"['c++', 'qt', 'c++11', 'makefile', 'qt-creator']","{'account_id': 7277357, 'reputation': 71, 'user_id': 5548343, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh4.googleusercontent.com/-z8cHpXUKKFQ/AAAAAAAAAAI/AAAAAAAAAB0/4kqa6zSaTVo/photo.jpg?sz=256', 'display_name': 'Business Man', 'link': 'https://stackoverflow.com/users/5548343/business-man'}",False,45,0,0,1651098954,1651098954,72036033,CC BY-SA 4.0,https://stackoverflow.com/questions/72036033/how-to-call-makefile-in-c-file-in-qt-creator,How to call makefile in C++ file in Qt Creator?,,,,,,
592,"['c++', 'primes', 'largenumber']","{'account_id': 20979664, 'reputation': 43, 'user_id': 15414794, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggf2UnW_qeZx02ManHjimUHdwaI6pRTHKGH-TaA0Q=k-s256', 'display_name': 'Max Buldakov', 'link': 'https://stackoverflow.com/users/15414794/max-buldakov'}",True,353,1,4,1651098715,1650963871,72011208,CC BY-SA 4.0,https://stackoverflow.com/questions/72011208/c-and-way-too-big-numbers-miller-rabin-primality-test-calculating-a-power-wi,C++ and way-too-big numbers (Miller-Rabin primality test; calculating a power with pow() and then applying the modulo operator),1651098715.0,,,,,
593,"['c++', 'dictionary', 'templates', 'casting', 'any']","{'account_id': 24840135, 'reputation': 185, 'user_id': 18718251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a7963b8d6f5caf6f2a6d23ec3652e83?s=256&d=identicon&r=PG', 'display_name': 'Vero', 'link': 'https://stackoverflow.com/users/18718251/vero'}",False,75,0,0,1651097990,1651094995,72035508,CC BY-SA 4.0,https://stackoverflow.com/questions/72035508/map-of-any-type-without-casts,Map of any type without Casts,1651097990.0,,,,,
594,"['c++', 'windows', 'multithreading', 'stack-overflow', 'stack-size']","{'account_id': 6811240, 'reputation': 465, 'user_id': 5241338, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e7800edf7e0d24eb577777a6b1f0f454?s=256&d=identicon&r=PG&f=1', 'display_name': 'Physician', 'link': 'https://stackoverflow.com/users/5241338/physician'}",True,56,1,0,1651097771,1651094597,72035443,CC BY-SA 4.0,https://stackoverflow.com/questions/72035443/can-i-ask-a-running-thread-about-how-much-stack-it-has-been-using,Can I ask a running thread about how much stack it has been using?,1651095945.0,72035823.0,,,,
595,"['c++', 'node.js', 'typescript', 'boost']","{'account_id': 6811750, 'reputation': 19526, 'user_id': 5241642, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/TadbK.png?s=256&g=1', 'display_name': 'Xirema', 'link': 'https://stackoverflow.com/users/5241642/xirema'}",True,67,1,0,1651096832,1651095548,72035598,CC BY-SA 4.0,https://stackoverflow.com/questions/72035598/why-is-my-typescript-httpclient-post-call-using-the-http-options-verb,Why is my Typescript &quot;httpClient.post&quot; call using the http &quot;OPTIONS&quot; verb?,,,,,,
596,"['c++', 'class', 'constructor', 'singly-linked-list', 'copy-constructor']","{'account_id': 25120208, 'reputation': 13, 'user_id': 18968648, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/017edabbba97321ed9709c93aadd23d5?s=256&d=identicon&r=PG', 'display_name': 'notimportant', 'link': 'https://stackoverflow.com/users/18968648/notimportant'}",True,89,2,0,1651096040,1651093292,72035237,CC BY-SA 4.0,https://stackoverflow.com/questions/72035237/create-a-copy-constructor-that-reverses-a-stack-using-a-linked-list-stack-implem,Create a copy constructor that reverses a stack using a linked list stack implementation,1651096040.0,72035487.0,,,,
597,['c++'],"{'account_id': 25119868, 'reputation': 26, 'user_id': 18968356, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0308031216af6e727cd5c5beaef2ec7?s=256&d=identicon&r=PG', 'display_name': 'dawmd', 'link': 'https://stackoverflow.com/users/18968356/dawmd'}",True,75,1,1,1651095555,1651093199,72035226,CC BY-SA 4.0,https://stackoverflow.com/questions/72035226/converting-an-stdarray-of-stdbytes-to-a-numeric-value,Converting an std::array of std::bytes to a numeric value,,,,,,
598,"['c++', 'inheritance', 'polymorphism']","{'account_id': 24350728, 'reputation': 21, 'user_id': 18286590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61eb31255479e194dd57a270a3b202d9?s=256&d=identicon&r=PG&f=1', 'display_name': 's.eyal', 'link': 'https://stackoverflow.com/users/18286590/s-eyal'}",True,119,1,0,1651094928,1651083224,72033511,CC BY-SA 4.0,https://stackoverflow.com/questions/72033511/c-how-to-extend-class-from-different-file-without-headers,C++ how to extend class from different file without headers,1651094928.0,,,,,
