,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,question_id,link,closed_reason,title,bounty_amount,bounty_closes_date,last_edit_date,content_license,accepted_answer_id
297,"['c#', '3d', 'camera', 'direct3d', 'sharpdx']","{'account_id': 26123713, 'reputation': 35, 'user_id': 19815545, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkZoN1rvptk8yUAZUY1PAIDBPznzMOSRU1uOLGz=k-s256', 'display_name': 'David Gerson', 'link': 'https://stackoverflow.com/users/19815545/david-gerson'}",True,78,,1,0,1662357172,1661110073,73437606,https://stackoverflow.com/questions/73437606/sharpdx-camera-rotation-is-weird,,SharpDX Camera Rotation is weird,,,1661178716.0,CC BY-SA 4.0,73597913.0
298,"['c#', 'visual-studio', 'winforms']","{'account_id': 9843901, 'reputation': 47, 'user_id': 7292121, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-xCjsV1tbY_4/AAAAAAAAAAI/AAAAAAAAHJ4/8oHoSstmYQI/photo.jpg?sz=256', 'display_name': 'Hasala Senevirathne', 'link': 'https://stackoverflow.com/users/7292121/hasala-senevirathne'}",True,62,,2,-2,1662355633,1661903746,73549559,https://stackoverflow.com/questions/73549559/winform-c-apps-graphics-quality-colors-changes-during-run-time,,Winform (C#) App&#39;s Graphics Quality/Colors changes during run time,,,,CC BY-SA 4.0,
299,"['python', 'c#', 'json', 'dictionary']","{'account_id': 23652259, 'reputation': 15, 'user_id': 17680983, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3777eb05e7a0de84e0de5ee36491ed38?s=256&d=identicon&r=PG', 'display_name': 'labovming', 'link': 'https://stackoverflow.com/users/17680983/labovming'}",True,68,,2,0,1662346923,1661772961,73528195,https://stackoverflow.com/questions/73528195/can-i-covert-python-class-to-dictionary-or-json-like-newtonsoft-json-jsonconvert,,Can I covert python class to dictionary or json like Newtonsoft.Json.JsonConvert() in C#,,,1661786426.0,CC BY-SA 4.0,73528328.0
300,"['c#', 'system.text.json']","{'account_id': 13106753, 'reputation': 127, 'user_id': 9469275, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Charles', 'link': 'https://stackoverflow.com/users/9469275/charles'}",True,99,,2,0,1662334564,1660420112,73347231,https://stackoverflow.com/questions/73347231/system-text-json-custom-deserialization-for-dictionarystring-dictionarystring,,"System.Text.Json Custom Deserialization for Dictionary&lt;string, Dictionary&lt;string, Dictionary&lt;string, StringCollection&gt;&gt;&gt;",,,,CC BY-SA 4.0,73347656.0
301,"['c#', 'unity3d', 'rotation', 'gameobject']","{'account_id': 26167901, 'reputation': 13, 'user_id': 19853435, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqxIeriGhmZxJl1hMHN73BtpVfpE7Y5hYfEdxhnPw=k-s256', 'display_name': 'Joice Philip Thomas', 'link': 'https://stackoverflow.com/users/19853435/joice-philip-thomas'}",False,60,,1,-1,1662327661,1661942704,73554721,https://stackoverflow.com/questions/73554721/roll-an-object-towards-the-player-like-a-ball,,Roll an object towards the player like a ball,,,1662019055.0,CC BY-SA 4.0,
302,['c#'],"{'account_id': 26106659, 'reputation': 9, 'user_id': 19801267, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlniL8yf5TE5gA_x8XctwNYiHArROupMSM1ykUv=k-s256', 'display_name': 'Loudon Annandale', 'link': 'https://stackoverflow.com/users/19801267/loudon-annandale'}",True,37,,1,-1,1662315837,1660905364,73415453,https://stackoverflow.com/questions/73415453/struggling-to-convert-my-int-solution-to-type-string-when-displaying-it-in-my-ri,,Struggling to convert my int solution to type String when displaying it in my richtextbox,,,1662315782.0,CC BY-SA 4.0,
303,"['c#', 'asp.net-core-webapi', 'automapper-11']","{'account_id': 14998407, 'reputation': 21, 'user_id': 15622740, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-rxtHRpSu-Zg/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaJ524PM-4UsI_nK0MC4A_mMWlLoA/mo/photo.jpg?sz=256', 'display_name': 'Mertcan G&#252;ltekin', 'link': 'https://stackoverflow.com/users/15622740/mertcan-g%c3%bcltekin'}",True,390,,4,1,1662307791,1661025531,73429751,https://stackoverflow.com/questions/73429751/in-net-core-6-api-how-to-map-only-the-values-that-exist-in-the-dto-uisng-autom,,"In .Net Core 6 Api, how to map only the values that exist in the DTO uisng AutoMapper 11?",,,1661069889.0,CC BY-SA 4.0,
304,"['c#', 'wpf', 'itemssource']","{'account_id': 24652070, 'reputation': 1, 'user_id': 18549449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b041a341f5b6441e4344968c1c984a9?s=256&d=identicon&r=PG', 'display_name': 'user24652070', 'link': 'https://stackoverflow.com/users/18549449/user24652070'}",False,55,,1,0,1662277711,1660799696,73397762,https://stackoverflow.com/questions/73397762/in-an-itemssource-how-would-i-dynamically-create-a-button-click-event-for-each,,"In an ItemsSource, how would I dynamically create a button click event for each and individual Item",,,,CC BY-SA 4.0,
305,"['c#', 'linq', 'reflection', 'dynamic-linq']","{'account_id': 22335938, 'reputation': 11, 'user_id': 17470404, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw9WwDmZbespXH5HWM4tBrS6Rriimvd5YzGF6-n=k-s256', 'display_name': 'Vaqif Qurbanov', 'link': 'https://stackoverflow.com/users/17470404/vaqif-qurbanov'}",False,64,,1,0,1662275618,1659699492,73249166,https://stackoverflow.com/questions/73249166/how-to-dynamically-query-iqueryable-array-by-each-property-using-reflection,,How to dynamically query IQueryable array by each property using reflection?,,,1659699745.0,CC BY-SA 4.0,
306,"['c#', 'model-view-controller', 'entity-framework-core']","{'account_id': 12248569, 'reputation': 21, 'user_id': 11391012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/297805de92af0616955a08cd99f465c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'A Cameron', 'link': 'https://stackoverflow.com/users/11391012/a-cameron'}",False,108,,0,1,1662275228,1661955098,73557241,https://stackoverflow.com/questions/73557241/inject-foreign-key-in-new-record-in-entity-framework-core-create-a-new-child-re,,Inject Foreign key in new record in Entity Framework Core: create a new child record with foreign key of parent,,,1662275228.0,CC BY-SA 4.0,
307,"['c#', '.net', 'email', 'datagrid']","{'account_id': 26128702, 'reputation': 99, 'user_id': 19819759, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f6ea8a8d21b5f4e39fec2dd3dfb5a17c?s=256&d=identicon&r=PG', 'display_name': 'Petr', 'link': 'https://stackoverflow.com/users/19819759/petr'}",True,76,,1,1,1662273325,1661166934,73444200,https://stackoverflow.com/questions/73444200/how-to-update-datagrid-table-after-some-time,,How to update DataGrid table after some time,,,1662273325.0,CC BY-SA 4.0,73485966.0
308,"['c#', 'oracle', 'amazon-web-services']","{'account_id': 16167198, 'reputation': 106, 'user_id': 11671909, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27ed6e076e4a285e12553677c06e14b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fernando', 'link': 'https://stackoverflow.com/users/11671909/fernando'}",True,82,,1,0,1662273122,1661862563,73542477,https://stackoverflow.com/questions/73542477/queries-ran-against-aws-oracle-rds-db-timing-out,,Queries ran against AWS Oracle RDS DB timing out,,,1662273122.0,CC BY-SA 4.0,73557151.0
309,"['c#', 'queue', 'message-queue', 'activemq-artemis']","{'account_id': 2453006, 'reputation': 11, 'user_id': 2138812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1f6ffaa569557028e2f6b1fee24f432?s=256&d=identicon&r=PG', 'display_name': 'Tettsuan', 'link': 'https://stackoverflow.com/users/2138812/tettsuan'}",False,57,,0,1,1662261404,1661944855,73555111,https://stackoverflow.com/questions/73555111/activemq-c-multiplied-queue-items,,ActiveMQ/C# multiplied queue items,,,1662261404.0,CC BY-SA 4.0,
310,"['c#', 'oauth-2.0', 'imap', 'mailkit']","{'account_id': 25916005, 'reputation': 21, 'user_id': 19639389, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f6ea8a8d21b5f4e39fec2dd3dfb5a17c?s=256&d=identicon&r=PG', 'display_name': 'jirina', 'link': 'https://stackoverflow.com/users/19639389/jirina'}",False,769,,1,1,1662255987,1660563845,73360552,https://stackoverflow.com/questions/73360552/the-imap-server-replied-to-the-namespace-command-with-a-bad-response-user-i,,The IMAP server replied to the &#39;NAMESPACE&#39; command with a &#39;BAD&#39; response: User is authenticated but not connected,,,1660571274.0,CC BY-SA 4.0,
311,"['c#', 'lambda', 'casting', 'delegates']","{'account_id': 12805712, 'reputation': 463, 'user_id': 9265452, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1bc74991e63bb13efd78a9d1eeb0d553?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pikachu620', 'link': 'https://stackoverflow.com/users/9265452/pikachu620'}",False,55,,0,0,1662247879,1660049568,73292177,https://stackoverflow.com/questions/73292177/how-to-get-the-target-of-a-lamdba-action,,How to get the Target of a lamdba Action?,,,1662247879.0,CC BY-SA 4.0,
312,"['c#', 'wpf', 'xaml', 'mvvm', 'data-binding']","{'account_id': 13834649, 'reputation': 61, 'user_id': 9986525, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b15249e5864bbacd5e403e8ce3bb492?s=256&d=identicon&r=PG&f=1', 'display_name': 'KarkMump', 'link': 'https://stackoverflow.com/users/9986525/karkmump'}",True,35,,2,0,1662243027,1661805149,73534360,https://stackoverflow.com/questions/73534360/returning-bound-checkbox-values-using-mvvm-in-a-wpf-form,,Returning bound checkbox values using MVVM in a WPF form,,,1661844897.0,CC BY-SA 4.0,73538683.0
313,"['c#', 'dapper']","{'account_id': 2359149, 'reputation': 589, 'user_id': 2066282, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/zD86O.jpg?s=256&g=1', 'display_name': 'Monset', 'link': 'https://stackoverflow.com/users/2066282/monset'}",False,214,,1,1,1662239111,1661244973,73455797,https://stackoverflow.com/questions/73455797/get-all-stored-procedure-output-parameters-using-generic-type-in-dapper,,Get all stored procedure output parameters using generic type in dapper,,,,CC BY-SA 4.0,
314,"['c#', 'dependency-injection', 'inversion-of-control', 'lamar']","{'account_id': 120106, 'reputation': 13748, 'user_id': 312317, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/6d8f96c61cb8fc30e8d2724a95399bcc?s=256&d=identicon&r=PG', 'display_name': 'Prisoner ZERO', 'link': 'https://stackoverflow.com/users/312317/prisoner-zero'}",True,90,,1,1,1662234006,1659281678,73184606,https://stackoverflow.com/questions/73184606/why-is-my-lamar-constructor-selection-configuration-failing,,Why is my Lamar Constructor Selection Configuration failing,,,1660409155.0,CC BY-SA 4.0,73595000.0
315,"['c#', 'windows', 'winforms', 'interop', 'excel-interop']","{'account_id': 19534498, 'reputation': 31, 'user_id': 14293558, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65c267a92e236fd07f0360b3003e72eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Firoz Rangrez', 'link': 'https://stackoverflow.com/users/14293558/firoz-rangrez'}",False,46,,0,0,1662220878,1660309433,73334633,https://stackoverflow.com/questions/73334633/excel-freezes-when-clicking-on-cell-inside-windows-form-c,,Excel freezes when clicking on cell inside windows form c#,,,1662220878.0,CC BY-SA 4.0,
316,"['c#', 'unity3d']","{'account_id': 22575371, 'reputation': 5, 'user_id': 16760955, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiFjgI62O-BsaNUY67WJCrf5-RprhHjWDyHLwfm=k-s256', 'display_name': 'Niks Rodžers', 'link': 'https://stackoverflow.com/users/16760955/niks-rod%c5%beers'}",False,45,,0,0,1662215239,1661273541,73462468,https://stackoverflow.com/questions/73462468/i-am-having-2-errors-with-null-reference-exeption-an-1-error-with-receivedamage,,I am having 2 errors with null reference exeption. An 1 error with ReceiveDamage has no receiver! error,,,,CC BY-SA 4.0,
317,"['c#', '.net', 'winforms', 'devexpress', 'latency']","{'account_id': 18704949, 'reputation': 21, 'user_id': 13636326, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-the7iX_vPBI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmSxPfE1PViUfg5kxO7Zmy57diG7A/photo.jpg?sz=256', 'display_name': 'Bob the builder', 'link': 'https://stackoverflow.com/users/13636326/bob-the-builder'}",False,53,,1,0,1662214620,1661954515,73557102,https://stackoverflow.com/questions/73557102/the-latencies-to-process-the-user-events-increase-with-time-in-a-gui-application,,The latencies to process the user events increase with time in a GUI application running on Windows 10,,,,CC BY-SA 4.0,
318,"['c#', 'stream', 'out-of-memory', 'httpwebrequest', 'httpwebresponse']","{'account_id': 24194253, 'reputation': 142, 'user_id': 18153056, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DyQ4V.jpg?s=256&g=1', 'display_name': 'Halim Saad-Rached', 'link': 'https://stackoverflow.com/users/18153056/halim-saad-rached'}",False,29,1660330727.0,0,1,1662202498,1660330424,73338630,https://stackoverflow.com/questions/73338630/how-to-copy-a-large-stream-to-another-without-outofmemoryexception-in-c,Duplicate,How to copy a large stream to another without OutOfMemoryException in C#,,,1662202498.0,,
319,"['c#', 'logout', 'hp-quality-center', 'hp-alm']","{'account_id': 24194253, 'reputation': 142, 'user_id': 18153056, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DyQ4V.jpg?s=256&g=1', 'display_name': 'Halim Saad-Rached', 'link': 'https://stackoverflow.com/users/18153056/halim-saad-rached'}",False,41,,0,0,1662202307,1660352764,73340935,https://stackoverflow.com/questions/73340935/hp-alm-qc-not-logging-out-programmatically,,HP ALM/QC not logging out programmatically,,,1662202307.0,CC BY-SA 4.0,
320,"['c#', 'unity3d']","{'account_id': 26138598, 'reputation': 3, 'user_id': 19828302, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a920c9268722ae0489cddc0e01426635?s=256&d=identicon&r=PG', 'display_name': 'Gemarib', 'link': 'https://stackoverflow.com/users/19828302/gemarib'}",True,87,,1,-1,1662199343,1661256526,73458484,https://stackoverflow.com/questions/73458484/how-to-display-an-entire-bounding-box-in-the-frustum-of-the-camera-in-unity,,How to display an entire bounding Box in the Frustum of the camera in Unity,,,1662199343.0,CC BY-SA 4.0,73459184.0
321,"['c#', 'http', 'multipartform-data', 'http-status-code-400', 'refit']","{'account_id': 25973953, 'reputation': 27, 'user_id': 19705420, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lnSHe.jpg?s=256&g=1', 'display_name': 'Rebecca', 'link': 'https://stackoverflow.com/users/19705420/rebecca'}",True,191,,2,-1,1662186283,1659896064,73269940,https://stackoverflow.com/questions/73269940/c-refit-multipart-content-stays-blank,,C# Refit Multipart Content stays blank,,,,CC BY-SA 4.0,73543307.0
322,"['c#', 'sql', 'asp.net', 'debugging', 'webforms']","{'account_id': 26195949, 'reputation': 9, 'user_id': 19877052, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkkD5ncyNbqjj7YLlHCO1e6NsojrYwanNbpAGqx=k-s256', 'display_name': 'Shaheer Ahmed', 'link': 'https://stackoverflow.com/users/19877052/shaheer-ahmed'}",False,178,,2,1,1662159741,1661848387,73539395,https://stackoverflow.com/questions/73539395/my-sql-select-query-code-not-work-properly-in-c,,My SQL select query code not work properly in C#,,,1661923195.0,CC BY-SA 4.0,
323,"['c#', 'asp.net', 'sharepoint', 'appfabric', 'dotvvm']","{'account_id': 19342410, 'reputation': 3, 'user_id': 14141625, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-bTmzAWCWVGY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmxA40YVLpKCFzMQDEeq9Gm0C1iQg/photo.jpg?sz=256', 'display_name': 'Evgeniy Markin', 'link': 'https://stackoverflow.com/users/14141625/evgeniy-markin'}",False,101,,1,0,1662159681,1661838056,73537599,https://stackoverflow.com/questions/73537599/dotvvm-system-io-filenotfoundexception-microsoft-cloud-monitoring-usagecounters,,DotVVM. System.IO.FileNotFoundException Microsoft.Cloud.Monitoring.UsageCounters.dll,,,,CC BY-SA 4.0,
324,"['c#', 'token']","{'account_id': 1908047, 'reputation': 319, 'user_id': 1722512, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/858d4dc6ee29b08ed6c0ad18dd717659?s=256&d=identicon&r=PG', 'display_name': 'sanjay bhansali', 'link': 'https://stackoverflow.com/users/1722512/sanjay-bhansali'}",False,103,,2,1,1662155181,1660807742,73399031,https://stackoverflow.com/questions/73399031/how-to-generate-bridgedataoutput-api-access-token,,how to generate bridgedataoutput api access token,,,,CC BY-SA 4.0,
325,"['c#', '.net', 'visual-studio', 'xamarin']","{'account_id': 7594512, 'reputation': 146, 'user_id': 5761062, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1125034824175556/picture?type=large', 'display_name': 'Nikhil Nandha', 'link': 'https://stackoverflow.com/users/5761062/nikhil-nandha'}",True,534,,1,2,1662153165,1660742062,73389131,https://stackoverflow.com/questions/73389131/build-failed-for-visual-studio-for-mac-after-updating-to-net-version-6,,Build failed for Visual Studio for MAC after updating to .net version 6,,,,CC BY-SA 4.0,
326,"['c#', 'xunit']","{'account_id': 6412677, 'reputation': 2582, 'user_id': 4971859, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/C4KE3.png?s=256&g=1', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/4971859/steve'}",True,133,,1,1,1662150714,1661949376,73555998,https://stackoverflow.com/questions/73555998/how-to-test-interface-which-has-dependency-injection-with-option-pattern,,How to test interface which has dependency injection with option pattern?,,,,CC BY-SA 4.0,73587647.0
327,"['c#', '.net', 'clean-architecture']","{'account_id': 15785732, 'reputation': 33, 'user_id': 11390579, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2351366618478637/picture?type=large', 'display_name': 'Dumitru Laurenţiu', 'link': 'https://stackoverflow.com/users/11390579/dumitru-lauren%c5%a3iu'}",False,209,,1,1,1662143574,1661516040,73500877,https://stackoverflow.com/questions/73500877/c-clean-architecture-best-approach-for-creating-abstractions,,C# Clean Architecture - Best approach for creating abstractions,,,,CC BY-SA 4.0,
328,"['c#', 'azure', 'winforms', 'speech-to-text']","{'account_id': 25964732, 'reputation': 121, 'user_id': 19680809, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnRFsn8r-nisu8u_LKA2KAFiRv9y1wdIC2poiqS=k-s256', 'display_name': 'Babar Ali', 'link': 'https://stackoverflow.com/users/19680809/babar-ali'}",True,99,,1,1,1662143362,1661516476,73500958,https://stackoverflow.com/questions/73500958/azure-speech-to-text-word-accuracy-in-with-custom-model-microsoft-azure,,Azure Speech to Text word accuracy in % with custom model microsoft azure,,,1662014784.0,CC BY-SA 4.0,73586702.0
329,"['c#', '.net-core', 'memorystream']","{'account_id': 5321875, 'reputation': 1499, 'user_id': 4245105, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/1bab11658512c74de2165d65dbc163dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anil', 'link': 'https://stackoverflow.com/users/4245105/anil'}",False,168,,0,1,1662143117,1661556657,73507326,https://stackoverflow.com/questions/73507326/memorystream-giving-out-of-memory-exception-in-c-resolved,,MemoryStream giving out of memory exception in C# -Resolved,,,1662143117.0,CC BY-SA 4.0,
330,"['c#', '.net', 'xaml', 'winui-3', 'winui']","{'account_id': 26038462, 'reputation': 31, 'user_id': 19743626, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48917b42a4a8edbeacd9f984b44c540b?s=256&d=identicon&r=PG', 'display_name': 'briannarich', 'link': 'https://stackoverflow.com/users/19743626/briannarich'}",True,284,,2,3,1662137140,1660225223,73321709,https://stackoverflow.com/questions/73321709/how-can-i-add-desktop-notifications-with-winui-3,,How can I add desktop notifications with WinUI 3?,,,1660225405.0,CC BY-SA 4.0,
331,"['c#', 'json', 'oop', 'json-deserialization', 'software-design']","{'account_id': 7849694, 'reputation': 415, 'user_id': 5933521, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/47812fd79ddac1bc55c893d36edaf7ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ash', 'link': 'https://stackoverflow.com/users/5933521/ash'}",True,72,,2,-3,1662136761,1661901752,73549394,https://stackoverflow.com/questions/73549394/json-deserialization-with-multiple-json-file-for-multiplicity-relationship,,Json deserialization with multiple json file for Multiplicity relationship,,,1661904629.0,CC BY-SA 4.0,73585653.0
332,"['c#', '.net-core', 'microsoft.extensions.configuration']","{'account_id': 3331361, 'reputation': 1178, 'user_id': 2800245, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/4QDZG.jpg?s=256&g=1', 'display_name': 'FFMG', 'link': 'https://stackoverflow.com/users/2800245/ffmg'}",True,150,,2,1,1662134863,1661491215,73496378,https://stackoverflow.com/questions/73496378/xml-config-how-can-i-read-a-configuration-file-with-a-list-array-of-values-rath,,"XML Config, How can I read a configuration file with a list/array of values rather than a single value",,,,CC BY-SA 4.0,
333,"['c#', '.net-6.0', 'fluentvalidation', 'asp.net-core-6.0']","{'account_id': 23273461, 'reputation': 71, 'user_id': 17357962, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhVj2WF7bKytV_Ewx5ZDF-czIAePxwKWgNTgSKQ=k-s256', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/17357962/john'}",True,100,,1,0,1662131078,1661867038,73543500,https://stackoverflow.com/questions/73543500/net-core-6-web-api-fluent-validation-calling-addfluentvalidation-is-depreca,,.Net core 6 Web api Fluent Validation - Calling addfluentvalidation() is deprecated and Response errors is missing,,,1662131078.0,CC BY-SA 4.0,73555957.0
334,"['c#', 'azure', 'azure-blob-storage']","{'account_id': 26189366, 'reputation': 1, 'user_id': 19871450, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc1f91cc13ec4294a6d0da66d1cf4d78?s=256&d=identicon&r=PG', 'display_name': 'dany98cava', 'link': 'https://stackoverflow.com/users/19871450/dany98cava'}",False,78,,0,0,1662123028,1661782519,73530196,https://stackoverflow.com/questions/73530196/unity-c-azure-blob-service-stops-working,,Unity C# - Azure Blob Service stops working,,,1662123028.0,CC BY-SA 4.0,
335,"['c#', 'selenium']","{'account_id': 25924831, 'reputation': 1, 'user_id': 19646849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/725cf4d3c40156ae35b8dee1846f74cc?s=256&d=identicon&r=PG', 'display_name': 'Mateusz Wąsik', 'link': 'https://stackoverflow.com/users/19646849/mateusz-w%c4%85sik'}",True,46,,1,0,1662122436,1661887562,73547550,https://stackoverflow.com/questions/73547550/c-is-possible-to-give-a-relative-path-in-saveasfile-method,,C# Is possible to give a relative path in SaveAsFile method?,,,1661888109.0,CC BY-SA 4.0,
336,"['c#', 'asp.net', '.net', 'web-services', 'iis']","{'account_id': 1304511, 'reputation': 959, 'user_id': 1253746, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/914ab78891b403046b301e21adc50956?s=256&d=identicon&r=PG', 'display_name': 'scott lafoy', 'link': 'https://stackoverflow.com/users/1253746/scott-lafoy'}",True,736,,3,4,1662121985,1660929394,73420193,https://stackoverflow.com/questions/73420193/asp-net-web-service-413-request-entity-too-large-error,,ASP.NET web service 413 request entity too large error,,,1661549238.0,CC BY-SA 4.0,
337,"['c#', 'android', 'xamarin', 'xamarin.forms', 'linphone']","{'account_id': 12686565, 'reputation': 331, 'user_id': 9218131, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Gmekz.jpg?s=256&g=1', 'display_name': 'Judson Abraham', 'link': 'https://stackoverflow.com/users/9218131/judson-abraham'}",True,118,,1,0,1662121735,1661757719,73525353,https://stackoverflow.com/questions/73525353/video-preview-not-showing-in-xamarin-forms,,Video preview not showing in Xamarin forms,,,1662121735.0,CC BY-SA 4.0,
338,"['c#', 'visual-studio', 'reference']","{'account_id': 7953703, 'reputation': 1, 'user_id': 6003749, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/354256263bf356a8d91e9046be636fed?s=256&d=identicon&r=PG&f=1', 'display_name': 'K. Jensen', 'link': 'https://stackoverflow.com/users/6003749/k-jensen'}",True,1040,,2,0,1662118868,1659976414,73281254,https://stackoverflow.com/questions/73281254/the-type-name-serialport-could-not-be-found-in-the-namespace-system-io-ports,,The type name &#39;SerialPort&#39; could not be found in the namespace &#39;System.IO.Ports&#39;,,,,CC BY-SA 4.0,73553083.0
339,"['c#', 'unity3d']","{'account_id': 19044038, 'reputation': 39, 'user_id': 13903522, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-X9OLQ-3wkww/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckfkYFTmIlpMF45V-cRe_2dM2IVCA/photo.jpg?sz=256', 'display_name': 'CheeseGunner', 'link': 'https://stackoverflow.com/users/13903522/cheesegunner'}",False,56,,1,2,1662115177,1660999926,73426855,https://stackoverflow.com/questions/73426855/object-wont-detect-collision-by-looking-for-a-certain-objects-name-in-unity,,Object won&#39;t detect collision by looking for a certain object&#39;s name in unity,,,1661008052.0,CC BY-SA 4.0,
340,"['c#', 'asp.net', 'drop-down-menu']","{'account_id': 947775, 'reputation': 4563, 'user_id': 1216804, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/tWWaY.png?s=256&g=1', 'display_name': 'Nad', 'link': 'https://stackoverflow.com/users/1216804/nad'}",True,409,,2,0,1662111953,1661174491,73445843,https://stackoverflow.com/questions/73445843/not-able-to-get-the-dropdown-list-selected-value-on-button-click-in-asp-net-c,,Not able to get the dropdown list selected value on button click in asp.net c#,,,,CC BY-SA 4.0,73447760.0
341,"['c#', 'unity3d', 'uwp', 'lifecycle', 'hololens']","{'account_id': 5368852, 'reputation': 408, 'user_id': 4277924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/041c21b4ac6cb2f101197274c57535ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'tfcmad', 'link': 'https://stackoverflow.com/users/4277924/tfcmad'}",True,140,,2,2,1662111729,1660225291,73321726,https://stackoverflow.com/questions/73321726/hololens-2-unity-app-lifecycle-handling-resuming,,HoloLens 2 / Unity / App Lifecycle : Handling Resuming,,,1660551741.0,CC BY-SA 4.0,73580664.0
342,"['c#', 'error-handling', 'azure-blob-storage']","{'account_id': 22756721, 'reputation': 43, 'user_id': 16916093, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgNSP5BT55Go62TDaxqgu9r7-UFZSabsc_Vx3QXDQ=k-s256', 'display_name': 'undefined', 'link': 'https://stackoverflow.com/users/16916093/undefined'}",False,69,,1,0,1662108486,1661935143,73553099,https://stackoverflow.com/questions/73553099/the-filename-directory-name-or-volume-label-is-incorrect,,"The filename, directory name or volume label is incorrect",,,,CC BY-SA 4.0,
