,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,locked_date
580,"['c#', 'uwp', 'save']","{'account_id': 11022846, 'reputation': 31, 'user_id': 8096569, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IjPq9.png?s=256&g=1', 'display_name': 'skyrimpacman', 'link': 'https://stackoverflow.com/users/8096569/skyrimpacman'}",True,156,1,1,1606256165,1598833893,63663396,CC BY-SA 4.0,https://stackoverflow.com/questions/63663396/how-to-save-user-selections-when-moving-between-different-pages-in-uwp-c,How to save user selections when moving between different pages in UWP? C#,1606256165.0,63664129.0,,,
581,"['c#', '.net', 'visual-studio', 'visual-studio-2019', 'intellisense']","{'account_id': 789163, 'reputation': 25805, 'user_id': 939213, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/85abdf3e1c88011c45e1a0cae01df78b?s=256&d=identicon&r=PG', 'display_name': 'ispiro', 'link': 'https://stackoverflow.com/users/939213/ispiro'}",True,1597,2,22,1606237721,1597871107,63494983,CC BY-SA 4.0,https://stackoverflow.com/questions/63494983/how-to-hide-intellisense-based-on-recent-edits-suggestions,How to hide Intellisense &quot;based on recent edits&quot; suggestions?,1603968507.0,64067507.0,,,
582,"['c#', 'asp.net-core', 'asp.net-core-mvc', 'asp.net-core-3.1']","{'account_id': 14429021, 'reputation': 135, 'user_id': 11120144, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8Pt4U.png?s=256&g=1', 'display_name': 'jari', 'link': 'https://stackoverflow.com/users/11120144/jari'}",True,829,1,1,1606225059,1597232413,63375743,CC BY-SA 4.0,https://stackoverflow.com/questions/63375743/exception-in-authenticationmiddleware-causes-exception-in-exceptionhandlermiddle,Exception in AuthenticationMiddleware causes exception in ExceptionHandlerMiddleware,1597307305.0,64987694.0,,,
583,"['c#', 'asp.net-core']","{'user_type': 'does_not_exist', 'display_name': 'user12210122'}",True,7479,2,5,1606091849,1596234334,63199833,CC BY-SA 4.0,https://stackoverflow.com/questions/63199833/access-configuration-from-net-core-program-cs,Access Configuration from .NET Core Program.cs,1606091813.0,63307378.0,,,
584,"['c#', '.net', 'winforms', 'combobox', 'windows-forms-designer']","{'account_id': 7178510, 'reputation': 409, 'user_id': 5483457, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-PsN_ivF0an0/AAAAAAAAAAI/AAAAAAAAD4k/n-JO7apqYVs/photo.jpg?sz=256', 'display_name': 'albusSimba', 'link': 'https://stackoverflow.com/users/5483457/albussimba'}",True,986,2,0,1606060597,1598610527,63632017,CC BY-SA 4.0,https://stackoverflow.com/questions/63632017/show-list-of-charttype-in-combobox-chart,Show list of ChartType in ComboBox - Chart,,63641124.0,,,
585,"['c#', 'asp.net-core', 'blazor', 'google-authentication']","{'account_id': 370492, 'reputation': 131, 'user_id': 718466, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e0856ee6c98b832c1361ca74c30fb20?s=256&d=identicon&r=PG', 'display_name': 'pilipinoy', 'link': 'https://stackoverflow.com/users/718466/pilipinoy'}",False,1228,0,7,1606045822,1596514893,63240238,CC BY-SA 4.0,https://stackoverflow.com/questions/63240238/google-authentication-in-server-side-blazor-not-working,Google Authentication in Server-Side Blazor not working,1606045822.0,,,,
586,"['c#', 'unity3d', 'simulation', 'gaussian', 'gravity']","{'account_id': 2441852, 'reputation': 677, 'user_id': 2130145, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/fe1fb914161cc2f0edd40eee905b65a8?s=256&d=identicon&r=PG', 'display_name': 'John Wooten', 'link': 'https://stackoverflow.com/users/2130145/john-wooten'}",True,80,1,1,1605973218,1598533085,63616505,CC BY-SA 4.0,https://stackoverflow.com/questions/63616505/how-to-create-unity3d-gaussian-plume-resembling-breathing-puffs,How to create Unity3d gaussian plume resembling breathing puffs,,64944906.0,,,
587,"['c#', 'xamarin', 'xamarin.android', 'foreground-service']","{'account_id': 10249562, 'reputation': 75, 'user_id': 7564265, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/85c266347d3c01627bc828cc6a1fcb3e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amod', 'link': 'https://stackoverflow.com/users/7564265/amod'}",True,1502,2,2,1605881869,1598864073,63667706,CC BY-SA 4.0,https://stackoverflow.com/questions/63667706/foreground-service-never-stop-xamarin-android,foreground service never stop xamarin android,,63668212.0,,,
588,"['c#', 'asp.net', 'microsoft-graph-api']","{'account_id': 1531379, 'reputation': 1, 'user_id': 1428506, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3169ae67ceca2b67f958eaa9759badaf?s=256&d=identicon&r=PG', 'display_name': 'user1428506', 'link': 'https://stackoverflow.com/users/1428506/user1428506'}",False,214,1,0,1605869938,1596651722,63271325,CC BY-SA 4.0,https://stackoverflow.com/questions/63271325/get-eventmessage-from-message-in-ms-graph-api-with-c,Get EventMessage from message in MS Graph API with C#,1596729497.0,,,,
589,"['c#', 'asp.net-core', 'entity-framework-core']","{'account_id': 15302106, 'reputation': 155, 'user_id': 11040130, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-__2UcBVYxW0/AAAAAAAAAAI/AAAAAAAAAFY/4039bE6S0-A/photo.jpg?sz=256', 'display_name': 'Muhammad Moid Shams', 'link': 'https://stackoverflow.com/users/11040130/muhammad-moid-shams'}",False,79,0,0,1605734434,1596976110,63326346,CC BY-SA 4.0,https://stackoverflow.com/questions/63326346/reference-loop-handling,Reference Loop Handling,1605734434.0,,,,
590,"['c#', 'asp.net-core', 'dotnet-httpclient', 'refit']","{'account_id': 10585296, 'reputation': 373, 'user_id': 7797853, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1454766864567927/picture?type=large', 'display_name': 'Radu Olteanu', 'link': 'https://stackoverflow.com/users/7797853/radu-olteanu'}",False,2145,1,0,1605714864,1596626186,63264032,CC BY-SA 4.0,https://stackoverflow.com/questions/63264032/refit-httpclient-not-adding-delegatinghandler,Refit HttpClient not adding DelegatingHandler,,,,,
591,"['c#', 'events', 'service', 'filesystemwatcher']","{'account_id': 13887349, 'reputation': 13, 'user_id': 10026195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/569591cca7c10f71331f6983aa003de5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thorsten Schroeer', 'link': 'https://stackoverflow.com/users/10026195/thorsten-schroeer'}",True,397,2,0,1605710491,1597324961,63396158,CC BY-SA 4.0,https://stackoverflow.com/questions/63396158/c-and-the-filesystemwatcher,C# and the FileSystemWatcher,1597336719.0,63399839.0,,,
592,"['c#', 'signalr', 'signalr-2']","{'account_id': 1682438, 'reputation': 889, 'user_id': 1546400, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/a1f6cfff136ed7b303b2d8f183f7cf9e?s=256&d=identicon&r=PG', 'display_name': 'gilesrpa', 'link': 'https://stackoverflow.com/users/1546400/gilesrpa'}",True,63,1,0,1605700884,1597225667,63373988,CC BY-SA 4.0,https://stackoverflow.com/questions/63373988/c-signalr-initial-connection-performance-chathub-example,c# SignalR initial connection performance chathub example,,64892702.0,,,
593,"['c#', 'microsoft-graph-api']","{'account_id': 1904022, 'reputation': 763, 'user_id': 1719240, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/qoKJB.jpg?s=256&g=1', 'display_name': 'madan', 'link': 'https://stackoverflow.com/users/1719240/madan'}",False,405,1,0,1605611313,1596726080,63286420,CC BY-SA 4.0,https://stackoverflow.com/questions/63286420/how-to-create-a-excelfile-in-sharepoint,How to Create a Excelfile in sharepoint?,,,,,
594,"['c#', 'asp.net-core', 'asp.net-core-mvc']","{'account_id': 19126669, 'reputation': 63, 'user_id': 13969510, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-kLPzx9udhkk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucliUgQgjGmBxUsGaURLgbm2znevBQ/photo.jpg?sz=256', 'display_name': 'Veronika Korzhevykh', 'link': 'https://stackoverflow.com/users/13969510/veronika-korzhevykh'}",True,907,1,1,1605609913,1596536774,63244932,CC BY-SA 4.0,https://stackoverflow.com/questions/63244932/how-to-call-an-endpoint-with-httpdelete-attribute-in-asp-net-core-mvc,How to call an endpoint with HttpDelete attribute in ASP.NET Core MVC?,,63256761.0,,,
595,"['c#', 'mocking', 'moq']","{'account_id': 19225360, 'reputation': 3, 'user_id': 14048365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7259a95768c015af7b1e0e0ca3ee7ebc?s=256&d=identicon&r=PG&f=1', 'display_name': 'joep_csharp', 'link': 'https://stackoverflow.com/users/14048365/joep-csharp'}",True,72,1,0,1605476306,1596551658,63249157,CC BY-SA 4.0,https://stackoverflow.com/questions/63249157/mocking-a-private-object,Mocking a Private Object,1596553036.0,63249474.0,,,
596,"['c#', 'wpf', 'xaml', 'mvvm']","{'account_id': 17337714, 'reputation': 40, 'user_id': 12559238, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2bd1d6f7252080168b88c5f2b8e6e7b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'LYCRIs', 'link': 'https://stackoverflow.com/users/12559238/lycris'}",True,93,3,1,1605476269,1598867564,63668571,CC BY-SA 4.0,https://stackoverflow.com/questions/63668571/bind-a-button-to-3-different-datagrids-which-are-in-a-tabcontrol-each,Bind a Button to 3 different DataGrids which are in a TabControl each,1598883201.0,63671662.0,,,
597,"['c#', 'android', 'multithreading', 'xamarin', 'android-intent']","{'account_id': 72937, 'reputation': 16431, 'user_id': 210342, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/7412dfe0e7374347dda68aff0c4943fa?s=256&d=identicon&r=PG', 'display_name': 'greenoldman', 'link': 'https://stackoverflow.com/users/210342/greenoldman'}",True,42,1,1,1605376440,1596700196,63279073,CC BY-SA 4.0,https://stackoverflow.com/questions/63279073/do-i-need-extra-preparation-before-sending-intent-from-another-thread,Do I need extra preparation before sending Intent from another thread?,,63279226.0,,,
598,"['c#', 'mongodb']","{'account_id': 3263341, 'reputation': 4358, 'user_id': 2748412, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/EZ1jT.png?s=256&g=1', 'display_name': 'Franck', 'link': 'https://stackoverflow.com/users/2748412/franck'}",True,2431,1,4,1605339886,1596816483,63305491,CC BY-SA 4.0,https://stackoverflow.com/questions/63305491/mongodb-timeout-under-specific-project-only,MongoDB timeout under specific project only,1596818061.0,63358139.0,,,
599,"['c#', 'visual-studio-mac', 'xamarin.mac', 'ef-core-3.1', 'sqlite-net']","{'account_id': 2411565, 'reputation': 519, 'user_id': 2106514, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fb7832d84fba69cfed537ee7b4c1679e?s=256&d=identicon&r=PG', 'display_name': 'Nico', 'link': 'https://stackoverflow.com/users/2106514/nico'}",False,241,0,0,1605282587,1597914070,63501720,CC BY-SA 4.0,https://stackoverflow.com/questions/63501720/entityframeworkcore-with-sqlite-on-xamarin-mac,EntityFrameworkCore with sqlite on Xamarin.Mac,1597915079.0,,,,
600,"['c#', 'visual-studio-code', 'azure-functions', 'azure-durable-functions']","{'account_id': 16374430, 'reputation': 454, 'user_id': 11826953, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FSc3wz1VwSQ/AAAAAAAAAAI/AAAAAAAACrY/SdafxzmXnss/photo.jpg?sz=256', 'display_name': 'technonaut', 'link': 'https://stackoverflow.com/users/11826953/technonaut'}",True,731,2,1,1605269710,1597694297,63457783,CC BY-SA 4.0,https://stackoverflow.com/questions/63457783/azure-functions-cannot-apply-attribute-class-queuet-because-it-is-generic,Azure Functions: Cannot apply attribute class &#39;Queue&lt;T&gt;&#39; because it is generic,1597749475.0,,,,
601,"['c#', 'android', 'xamarin', 'flag-secure']","{'account_id': 15786090, 'reputation': 440, 'user_id': 11390822, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lLrjm.jpg?s=256&g=1', 'display_name': 'Sorry IwontTell', 'link': 'https://stackoverflow.com/users/11390822/sorry-iwonttell'}",True,675,2,1,1605229763,1598199745,63549335,CC BY-SA 4.0,https://stackoverflow.com/questions/63549335/how-to-use-setscreencapturedisabled-xamarin,How to use setScreenCaptureDisabled xamarin,1598200480.0,63644900.0,,,
602,"['c#', 'wpf', 'devexpress', 'xtrareport', 'document-preview']","{'account_id': 13480829, 'reputation': 11, 'user_id': 9726189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/598d43b32a8f9104f29273582fd30672?s=256&d=identicon&r=PG&f=1', 'display_name': 'User', 'link': 'https://stackoverflow.com/users/9726189/user'}",False,1484,3,0,1605180129,1598453862,63600359,CC BY-SA 4.0,https://stackoverflow.com/questions/63600359/how-to-display-a-devexpress-xtrareport-on-button-click-in-c-wpf-application,How to display a Devexpress XtraReport on button click in c# wpf application,,,,,
603,"['c#', 'c++', 'winapi', 'directshow', 'aforge']","{'account_id': 1041457, 'reputation': 682, 'user_id': 1047724, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/809d307fe16fc2844f72b0351c56ade7?s=256&d=identicon&r=PG', 'display_name': 'Tobias Timpe', 'link': 'https://stackoverflow.com/users/1047724/tobias-timpe'}",True,1337,1,2,1605135329,1598723518,63650097,CC BY-SA 4.0,https://stackoverflow.com/questions/63650097/get-current-state-of-webcam-in-c,Get current state of webcam in C#,,,,,
604,"['c#', 'json', '.net-core', 'json.net']","{'account_id': 18713244, 'reputation': 15, 'user_id': 13642890, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-6JX-_qVvNng/AAAAAAAAAAI/AAAAAAAAAU8/AMZuucmE0Ebzao8N4JdMRCiyydF4eaThgQ/photo.jpg?sz=256', 'display_name': 'Igli', 'link': 'https://stackoverflow.com/users/13642890/igli'}",True,1104,1,-3,1605099673,1598873994,63670077,CC BY-SA 4.0,https://stackoverflow.com/questions/63670077/how-to-deserialize-this-json-in-net-core,How to deserialize this Json in .net core?,1598874108.0,63670443.0,,,
605,"['c#', 'node.js', 'angular', 'asp.net-core', 'asp.net-identity']","{'account_id': 3886848, 'reputation': 119, 'user_id': 3217993, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/6b71d0530de95389b0b037c2d67ff3ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rajashree Pethkar', 'link': 'https://stackoverflow.com/users/3217993/rajashree-pethkar'}",False,1186,1,1,1605083569,1596379762,63217397,,https://stackoverflow.com/questions/63217397/the-angular-cli-process-did-not-start-listening-for-requests-within-the-timeout,The Angular CLI process did not start listening for requests within the timeout period of 0 seconds,,,1596436165.0,Duplicate,
606,"['c#', 'ssl', 'xamarin', 'uwp', 'mqttnet']","{'account_id': 19276420, 'reputation': 31, 'user_id': 14089345, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7552f3776099072d58abb9bc01fed656?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Coffin', 'link': 'https://stackoverflow.com/users/14089345/john-coffin'}",False,1309,1,3,1605050669,1597187794,63367614,CC BY-SA 4.0,https://stackoverflow.com/questions/63367614/pfx-certificate-imported-for-tls-ssl-encryption-of-mqttnet-client-messages-works,PFX Certificate Imported for TLS/SSL Encryption of MQTTnet Client Messages Works with Service but Fails with Xamarin UWP App,1599001632.0,,,,
607,"['c#', '.net', '.net-core', 'async-await', 'memory-model']","{'account_id': 19201491, 'reputation': 23, 'user_id': 14029349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c0fbba6d6ea61ce2bfca7450caabec5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Christoph', 'link': 'https://stackoverflow.com/users/14029349/christoph'}",True,400,1,2,1605036042,1596212670,63195626,CC BY-SA 4.0,https://stackoverflow.com/questions/63195626/are-object-changes-inside-async-await-methods-visible-after-completion-in-any-ca,Are object changes inside async await methods visible after completion in any case?,1605036042.0,63195841.0,,,
608,"['c#', 'wix', 'custom-action']","{'account_id': 6940945, 'reputation': 653, 'user_id': 5327323, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://lh3.googleusercontent.com/-xlWkWVoaav0/AAAAAAAAAAI/AAAAAAAAATY/CRoZXbAY3L4/photo.jpg?sz=256', 'display_name': 'Dean Friedland', 'link': 'https://stackoverflow.com/users/5327323/dean-friedland'}",True,628,1,3,1605015982,1598667395,63642804,CC BY-SA 4.0,https://stackoverflow.com/questions/63642804/c-custom-action-not-able-to-locate-appsettings-json-file-during-wix-install,C# Custom Action not able to locate appsettings.json file during Wix install,1598717582.0,63665500.0,,,
609,"['javascript', 'c#', 'jquery', 'asp.net-mvc-5', 'jquery-file-upload']","{'account_id': 3732042, 'reputation': 41, 'user_id': 3104076, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://graph.facebook.com/525949034/picture?type=large', 'display_name': 'user3104076', 'link': 'https://stackoverflow.com/users/3104076/user3104076'}",True,190,1,0,1605001824,1597942101,63509717,CC BY-SA 4.0,https://stackoverflow.com/questions/63509717/jquery-file-upload-blueimp-file-upload-exif-orientation-rotation,JQuery-File-Upload BlueImp file upload EXIF orientation rotation,1598335855.0,,,,
610,"['c#', '.net', 'ms-word', 'document', 'aspose']","{'account_id': 15168905, 'reputation': 21, 'user_id': 10945611, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2089549671090604/picture?type=large', 'display_name': 'Lukasobito', 'link': 'https://stackoverflow.com/users/10945611/lukasobito'}",False,169,1,0,1604981275,1597824976,63482761,CC BY-SA 4.0,https://stackoverflow.com/questions/63482761/aspose-word-document-dont-want-to-use-the-print-method,Aspose word Document don&#39;t want to use the print method,1597846809.0,,,,
611,"['c#', '.net', 'unit-testing', 'autofixture']","{'account_id': 2707869, 'reputation': 784, 'user_id': 2337077, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/76d54a712a25ab9b7576a99d28feda14?s=256&d=identicon&r=PG', 'display_name': 'davidk', 'link': 'https://stackoverflow.com/users/2337077/davidk'}",True,807,1,4,1604835219,1597237354,63377109,CC BY-SA 4.0,https://stackoverflow.com/questions/63377109/why-cant-autofixture-create-this-class,Why can&#39;t AutoFixture create this class?,1597265324.0,,,,
612,"['c#', 'unity3d', 'joystick']","{'account_id': 16928538, 'reputation': 28, 'user_id': 12243518, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mFhHR.png?s=256&g=1', 'display_name': 'cliid', 'link': 'https://stackoverflow.com/users/12243518/cliid'}",False,265,1,0,1604792952,1598520369,63613027,CC BY-SA 4.0,https://stackoverflow.com/questions/63613027/is-there-a-way-to-get-the-actual-joystick-vertical-and-joystick-horizontal-value,Is there a way to get the actual joystick.Vertical and joystick.Horizontal Value?,1604792952.0,,,,
613,"['c#', 'reference', 'stack']","{'account_id': 2703129, 'reputation': 892, 'user_id': 2333390, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/UfMic.png?s=256&g=1', 'display_name': 'cubrman', 'link': 'https://stackoverflow.com/users/2333390/cubrman'}",True,150,2,-1,1604771435,1597735460,63463710,,https://stackoverflow.com/questions/63463710/so-in-c-int-has-no-sync-block-index-and-no-reference-to-the-type-object-how-do,So in c# int has no sync block index and no reference to the type object. How does the CLR know what ToString() method to launch?,,64730431.0,1604771381.0,Duplicate,
614,"['c#', '.net', 'winforms', 'listview']","{'account_id': 16170109, 'reputation': 526, 'user_id': 11674093, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-SxQt0BoJO7M/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc_4ON1IME9d_O5uDFbFatnkGpJjg/mo/photo.jpg?sz=256', 'display_name': 'Al2110', 'link': 'https://stackoverflow.com/users/11674093/al2110'}",True,1401,1,1,1604649126,1596939714,63321918,CC BY-SA 4.0,https://stackoverflow.com/questions/63321918/making-only-headers-bold-in-a-listview,Making only headers bold in a ListView,,63322793.0,,,
615,['c#'],"{'account_id': 9141942, 'reputation': 65, 'user_id': 6799518, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/e7f6abe0eb46e86e79ef2f009f633088?s=256&d=identicon&r=PG&f=1', 'display_name': 'G P', 'link': 'https://stackoverflow.com/users/6799518/g-p'}",True,75,1,-5,1604501042,1598252390,63556121,,https://stackoverflow.com/questions/63556121/how-to-round-two-decimals,How to round two decimals,1604501042.0,63556361.0,1598253690.0,Needs more focus,
616,"['c#', 'android', 'ios', 'appium', 'ui-automation']","{'account_id': 2127712, 'reputation': 1, 'user_id': 12827582, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBYIM67oOnaIOQDsbJLdIhbFxI_RPE_4AUZViVNjw=k-s256', 'display_name': 'vikash chauhan', 'link': 'https://stackoverflow.com/users/12827582/vikash-chauhan'}",False,119,0,0,1604492149,1598287061,63565159,CC BY-SA 4.0,https://stackoverflow.com/questions/63565159/is-it-possible-to-test-cross-platform-mobile-application-with-appium-c,Is it possible to test cross platform mobile application with Appium C#?,,,,,
617,"['c#', 'wpf', 'prism']","{'account_id': 539281, 'reputation': 747, 'user_id': 84522, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/cbd4bb3d0cbe0da22733f4656d7abb9a?s=256&d=identicon&r=PG', 'display_name': 'Terrence', 'link': 'https://stackoverflow.com/users/84522/terrence'}",True,864,2,0,1604429600,1598640283,63639344,CC BY-SA 4.0,https://stackoverflow.com/questions/63639344/prism-dialogservice-activate-existing-non-modal-dialog,Prism: DialogService - Activate existing non-modal dialog,1598644991.0,63640233.0,,,
618,"['c#', 'wpf', 'multithreading', 'user-interface', 'ui-thread']","{'account_id': 18551189, 'reputation': 1, 'user_id': 13517397, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AEv6E.png?s=256&g=1', 'display_name': 'kekstime', 'link': 'https://stackoverflow.com/users/13517397/kekstime'}",True,274,1,0,1604315164,1598199757,63549337,CC BY-SA 4.0,https://stackoverflow.com/questions/63549337/c-wpf-how-to-keep-application-responsive-while-adding-many-ui-elements-to-stack,C# WPF How to keep Application responsive while adding many UI Elements to Stackpanel,1598217731.0,64644356.0,,,
619,"['c#', 'user-interface', 'resize', 'avaloniaui']","{'account_id': 13508593, 'reputation': 1035, 'user_id': 9745732, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5ZZc1.png?s=256&g=1', 'display_name': 'Frederik Hoeft', 'link': 'https://stackoverflow.com/users/9745732/frederik-hoeft'}",True,1741,1,1,1604311359,1597657568,63448372,CC BY-SA 4.0,https://stackoverflow.com/questions/63448372/avalonia-ui-scaling-issues,Avalonia UI Scaling Issues,1604304193.0,64643217.0,,,
620,"['c#', 'azure', 'timeout', 'azure-table-storage', 'azure-blob-storage']","{'account_id': 2022834, 'reputation': 161, 'user_id': 1808603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df57de01d89a2d5d40dc88903d24a8e9?s=256&d=identicon&r=PG', 'display_name': 'Gian C.', 'link': 'https://stackoverflow.com/users/1808603/gian-c'}",False,553,1,7,1604310746,1598361155,63579636,CC BY-SA 4.0,https://stackoverflow.com/questions/63579636/azure-table-blob-queue-random-timeout-on-linux-system-k8s-net-core-3-app,Azure Table/Blob/Queue random Timeout on linux system (k8s .net core 3 app),,,,,
621,"['c#', 'encryption', '.net-core', 'bouncycastle', 'azure-keyvault']","{'account_id': 7440565, 'reputation': 672, 'user_id': 5658458, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/l6ZrC.jpg?s=256&g=1', 'display_name': 'NOP-MOV', 'link': 'https://stackoverflow.com/users/5658458/nop-mov'}",True,718,1,11,1604048053,1596642435,63268843,CC BY-SA 4.0,https://stackoverflow.com/questions/63268843/invalid-signature-when-creating-a-certificate-using-bouncycastle-with-an-externa,Invalid signature when creating a certificate using BouncyCastle with an external Azure KeyVault (HSM) Key,1597208171.0,64604125.0,,,
622,"['c#', 'datetime', 'datetime-format', 'asp.net-core-3.1', 'datetimeoffset']","{'account_id': 5506091, 'reputation': 1530, 'user_id': 4373906, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/sNSTl.jpg?s=256&g=1', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/4373906/josh'}",False,617,1,0,1603996355,1597619734,63442775,CC BY-SA 4.0,https://stackoverflow.com/questions/63442775/timezonenotfoundexception-the-time-zone-id-west-africa-time-was-not-found-on,TimeZoneNotFoundException: The time zone ID &#39;West Africa Time&#39; was not found on the local computer,,,,,
623,"['c#', 'winforms', '.net-core', 'click', 'toolstrip']","{'account_id': 17204995, 'reputation': 55, 'user_id': 12455768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a94b4b0ef759343528b9b47303ed3ac?s=256&d=identicon&r=PG&f=1', 'display_name': 'terrinizer', 'link': 'https://stackoverflow.com/users/12455768/terrinizer'}",True,530,1,4,1603918450,1597140435,63355952,CC BY-SA 4.0,https://stackoverflow.com/questions/63355952/problem-with-toolstrip-winforms-net-core,Problem with Toolstrip WinForms .Net Core,,64581142.0,,,
624,['c#'],"{'account_id': 19240324, 'reputation': 33, 'user_id': 14060466, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjneBvLJp5EIb2E5jlcCBFCHv_SygaENroSxhmk4g=k-s256', 'display_name': 'Thando Zulu', 'link': 'https://stackoverflow.com/users/14060466/thando-zulu'}",True,2078,1,3,1603915277,1596721446,63284944,CC BY-SA 4.0,https://stackoverflow.com/questions/63284944/could-not-find-part-of-the-path,Could not find part of the path,1603915277.0,63285284.0,,,
625,"['c#', 'visual-studio', 'xamarin.android']","{'account_id': 5437294, 'reputation': 181, 'user_id': 4326388, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8962180562bc4a99809f8a6b893c8b35?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael Coury', 'link': 'https://stackoverflow.com/users/4326388/michael-coury'}",True,4114,4,16,1603896556,1597435381,63419353,CC BY-SA 4.0,https://stackoverflow.com/questions/63419353/xamarin-android-c-layout-weight-error-must-specify-a-unit-such-as-px-intel,"Xamarin.Android C# layout_weight error: Must specify a unit, such as &quot;px&quot; (Intellisense?)",,,,,
626,"['c#', 'unity3d']","{'account_id': 19252237, 'reputation': 45, 'user_id': 14069922, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3249608875084789/picture?type=large', 'display_name': 'Umar Rahim', 'link': 'https://stackoverflow.com/users/14069922/umar-rahim'}",True,1721,1,3,1603879861,1597220268,63372547,CC BY-SA 4.0,https://stackoverflow.com/questions/63372547/unity2d-delay-before-scenemanager-loads-the-next-scene,Unity2D: Delay before SceneManager loads the next scene,1603879861.0,63372766.0,,,
