,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,migrated_from
168,"['c#', 'jquery', 'asp.net']","{'account_id': 401093, 'reputation': 1677, 'user_id': 767444, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/9e5fbc846efee90c6aa68f4038801d8a?s=256&d=identicon&r=PG', 'display_name': 'johnnie', 'link': 'https://stackoverflow.com/users/767444/johnnie'}",True,90,,13819837.0,1,1,1626245489,1355218598,1626245489.0,13817352,CC BY-SA 4.0,https://stackoverflow.com/questions/13817352/using-jquery-ignore-hiddennot,using jQuery ignore: &#39;:hidden:not,,,,
169,"['c#', 'asp.net']","{'account_id': 2138835, 'reputation': 9, 'user_id': 1898002, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fd32580d0a448bb61f60fba9f6e5e5f?s=256&d=identicon&r=PG', 'display_name': 'Vinod', 'link': 'https://stackoverflow.com/users/1898002/vinod'}",True,25506,1535598652.0,,7,0,1626099837,1355381513,1355406168.0,13854542,CC BY-SA 3.0,https://stackoverflow.com/questions/13854542/how-to-insert-data-from-datatable-to-oracle-database-table,How to Insert Data from DataTable to Oracle Database Table :,,,,
170,"['c#', 'filter', 'file-extension', 'openfiledialog']","{'account_id': 1737514, 'reputation': 2912, 'user_id': 1589728, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/09fb9b6de6b13db5734c8f4d1494433f?s=256&d=identicon&r=PG', 'display_name': 'LeonidasFett', 'link': 'https://stackoverflow.com/users/1589728/leonidasfett'}",True,6663,,,1,4,1626050404,1354887953,1405950312.0,13764322,,https://stackoverflow.com/questions/13764322/filter-property-of-openfiledialog-not-working,Filter property of openfiledialog not working,1626087667.0,Not suitable for this site,,
171,"['c#', 'wpf', 'linq-to-sql', 'checkbox', 'grid']","{'account_id': 1453340, 'reputation': 353, 'user_id': 1369613, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/52d3a941fe9d5b5690780ccfdfd696e7?s=256&d=identicon&r=PG', 'display_name': 'arefinsami', 'link': 'https://stackoverflow.com/users/1369613/arefinsami'}",True,10591,,13965341.0,2,1,1625911736,1355951641,1374249386.0,13961297,CC BY-SA 3.0,https://stackoverflow.com/questions/13961297/how-would-i-add-checbox-dynamically-into-a-grid-in-wpf-application,How would I add Checbox dynamically into a Grid in WPF application,,,,
172,"['c#', '.net', 'linq', 'cartesian-product']","{'account_id': 371858, 'reputation': 194, 'user_id': 720616, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/bbLfd.png?s=256&g=1', 'display_name': 'Stefan Anghel', 'link': 'https://stackoverflow.com/users/720616/stefan-anghel'}",True,5444,,13652602.0,3,3,1625803019,1354287638,1495535387.0,13647662,CC BY-SA 3.0,https://stackoverflow.com/questions/13647662/generating-a-n-ary-cartesian-product-example,Generating a n-ary Cartesian product example,,,,
173,"['c#', 'com']","{'account_id': 1863972, 'reputation': 279, 'user_id': 1687944, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/fb0868f99385951ca6fb52265bb5b8cf?s=256&d=identicon&r=PG', 'display_name': 'dralialadin', 'link': 'https://stackoverflow.com/users/1687944/dralialadin'}",True,55181,,13719933.0,4,20,1625369093,1354698419,1354699083.0,13719579,CC BY-SA 3.0,https://stackoverflow.com/questions/13719579/equivalent-code-of-createobject-in-c,Equivalent code of CreateObject in C#,,,,
174,"['c#', '.net', 'c#-4.0']","{'account_id': 18709, 'reputation': 28420, 'user_id': 43140, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/1ashu.jpg?s=256&g=1', 'display_name': 'Mark Bell', 'link': 'https://stackoverflow.com/users/43140/mark-bell'}",True,9203,,13950733.0,4,14,1625176123,1355914258,1355914835.0,13950685,CC BY-SA 3.0,https://stackoverflow.com/questions/13950685/in-c-is-there-a-way-to-convert-an-array-to-a-stackt-without-looping,"In C#, is there a way to convert an array to a Stack&lt;T&gt; without looping?",,,,
175,"['c#', 'sql', 'sql-server', 'stored-procedures']","{'account_id': 1926577, 'reputation': 1427, 'user_id': 1736854, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://i.stack.imgur.com/OMTku.jpg?s=256&g=1', 'display_name': 'Kavitha', 'link': 'https://stackoverflow.com/users/1736854/kavitha'}",True,28646,,13797842.0,12,9,1625155981,1355129983,1382607314.0,13797744,CC BY-SA 3.0,https://stackoverflow.com/questions/13797744/how-to-check-if-stored-procedure-exists-or-not-in-sql-server-using-c-code,how to check if stored procedure exists or not in sql server using c# code,,,,
176,"['c#', 'sql', 'console-application']","{'account_id': 450184, 'reputation': 7531, 'user_id': 845371, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/8095efdc89f4a70029477fcb58cddd06?s=256&d=identicon&r=PG', 'display_name': 'Rafael Adel', 'link': 'https://stackoverflow.com/users/845371/rafael-adel'}",True,22671,,14003274.0,3,11,1625063224,1356183102,,14003241,CC BY-SA 3.0,https://stackoverflow.com/questions/14003241/must-declare-the-table-variable-table,Must declare the table variable @table,,,,
177,"['c#', '.net', 'wcf', 'soap']","{'account_id': 1230342, 'reputation': 65730, 'user_id': 1195080, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/b2528fb97648d9b78942a83a456f03ab?s=256&d=identicon&r=PG', 'display_name': 'Mike Perrenoud', 'link': 'https://stackoverflow.com/users/1195080/mike-perrenoud'}",True,129997,,13729476.0,7,20,1624936524,1354629957,1442330219.0,13704720,CC BY-SA 3.0,https://stackoverflow.com/questions/13704720/the-http-request-is-unauthorized-with-client-authentication-scheme-ntlm-the-a,"The HTTP request is unauthorized with client authentication scheme &#39;Ntlm&#39;. The authentication header received from the server was &#39;Negotiate,NTLM&#39;",,,,
178,"['c#', 'list', 'clone', 'deep-copy']","{'account_id': 2056711, 'reputation': 2427, 'user_id': 1834263, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/b8d6f90f113c08dc5d28dfc6032e7345?s=256&d=identicon&r=PG', 'display_name': 'TheScholar', 'link': 'https://stackoverflow.com/users/1834263/thescholar'}",True,178834,,14007419.0,11,90,1624871411,1356218321,1356219134.0,14007405,CC BY-SA 3.0,https://stackoverflow.com/questions/14007405/how-create-a-new-deep-copy-clone-of-a-listt,How create a new deep copy (clone) of a List&lt;T&gt;?,,,,
179,"['c#', 'asp.net-mvc', 'asp.net-mvc-4', 'backgroundworker', 'task']","{'account_id': 946285, 'reputation': 5624, 'user_id': 973485, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/EZ8Vm.jpg?s=256&g=1', 'display_name': 'BjarkeCK', 'link': 'https://stackoverflow.com/users/973485/bjarkeck'}",True,1825,,13787072.0,3,1,1624825022,1355052929,1624825022.0,13787020,CC BY-SA 4.0,https://stackoverflow.com/questions/13787020/making-a-infinite-loop-in-net-mvc,Making a infinite loop in .Net MVC,,,,
180,"['c#', 'sql-server', 'ado.net', 'sqlconnection', 'sqlcommand']","{'account_id': 2052650, 'reputation': 653, 'user_id': 1831272, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/9d34fa56d339ef49c9621faeae11f64d?s=256&d=identicon&r=PG', 'display_name': 'user1831272', 'link': 'https://stackoverflow.com/users/1831272/user1831272'}",True,219486,,,9,59,1624563512,1354510316,1587050428.0,13677318,CC BY-SA 4.0,https://stackoverflow.com/questions/13677318/how-to-run-multiple-sql-commands-in-a-single-sql-connection,How to run multiple SQL commands in a single SQL connection?,,,,
181,"['c#', 'file', 'merge']","{'account_id': 2138489, 'reputation': 53, 'user_id': 1897712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f2f2e54e2fce0cc36f7966661f6cd52?s=256&d=identicon&r=PG', 'display_name': 'Sildeh', 'link': 'https://stackoverflow.com/users/1897712/sildeh'}",True,23890,,13839978.0,5,5,1624519708,1355314851,,13839669,CC BY-SA 3.0,https://stackoverflow.com/questions/13839669/merging-2-text-files-in-c,Merging 2 Text Files in C#,,,,
182,"['c#', 'asp.net', 'asp.net-mvc-3']","{'account_id': 2057851, 'reputation': 275, 'user_id': 1835122, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/62d8e9b9a1e46fee854b6100508bbdd1?s=256&d=identicon&r=PG', 'display_name': 'CNB', 'link': 'https://stackoverflow.com/users/1835122/cnb'}",True,66418,,13738187.0,3,24,1624470617,1354775573,1573547692.0,13738168,CC BY-SA 4.0,https://stackoverflow.com/questions/13738168/run-command-line-code-programmatically-using-c,Run command line code programmatically using C#,,,,
183,"['c#', 'linq']","{'account_id': 122108, 'reputation': 16550, 'user_id': 315689, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/GkAk0.png?s=256&g=1', 'display_name': 'dana', 'link': 'https://stackoverflow.com/users/315689/dana'}",True,1979,,13845675.0,4,4,1624113092,1355334565,,13845650,CC BY-SA 3.0,https://stackoverflow.com/questions/13845650/use-linq-to-convert-a-list-to-a-list-of-lists,Use LINQ to Convert a List to a List of Lists,,,,
184,"['c#', 'events']","{'account_id': 2099452, 'reputation': 2004, 'user_id': 1867488, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/722193d2bc6be4a7b637f1d87685f0e8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ralt', 'link': 'https://stackoverflow.com/users/1867488/ralt'}",True,63922,,14024969.0,6,18,1623437136,1356376543,1406041791.0,14024963,CC BY-SA 3.0,https://stackoverflow.com/questions/14024963/triggering-a-button-click-through-code,Triggering a button click through code,,,,
185,"['c#', 'winforms', 'graphics', 'line', 'panel']","{'account_id': 1419100, 'reputation': 1529, 'user_id': 1344109, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/db69567cc16cc692199e1598f22fb5c0?s=256&d=identicon&r=PG', 'display_name': 'Badmiral', 'link': 'https://stackoverflow.com/users/1344109/badmiral'}",True,25190,,13943472.0,5,8,1623171299,1355874463,1623171299.0,13943387,CC BY-SA 4.0,https://stackoverflow.com/questions/13943387/how-to-draw-a-line-on-panel-it-is-not-showing-up,How to draw a line on panel? It is not showing up,,,,
186,"['c#', 'asp.net-mvc-4', 'asp.net-mvc-areas']","{'account_id': 1051996, 'reputation': 2878, 'user_id': 1055690, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/ef912d1aad7609c0fff475526fcbbdd2?s=256&d=identicon&r=PG', 'display_name': 'reaper_unique', 'link': 'https://stackoverflow.com/users/1055690/reaper-unique'}",True,179960,,14011583.0,24,81,1622666957,1356266458,1562173167.0,14011026,CC BY-SA 4.0,https://stackoverflow.com/questions/14011026/the-controller-for-path-was-not-found-or-does-not-implement-icontroller,The controller for path was not found or does not implement IController,,,,
187,"['c#', 'nlog']","{'account_id': 1020032, 'reputation': 2266, 'user_id': 1030647, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/651d3ce8c529baf79bcc6959bcce167e?s=256&d=identicon&r=PG', 'display_name': 'JSchwartz', 'link': 'https://stackoverflow.com/users/1030647/jschwartz'}",True,10616,,13896150.0,3,15,1622575021,1355603422,,13895929,CC BY-SA 3.0,https://stackoverflow.com/questions/13895929/nlog-configured-to-automatically-log-all-exceptions,NLog configured to automatically log all exceptions?,,,,
188,"['c#', 'winforms', '.net-4.0', 'linklabel']","{'account_id': 1082370, 'reputation': 1580, 'user_id': 1079002, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/0f405619ecb9d1ad4bc624ead7ac13ce?s=256&d=identicon&r=PG', 'display_name': 'cikatomo', 'link': 'https://stackoverflow.com/users/1079002/cikatomo'}",False,2114,,,1,2,1622563076,1355700068,1369319307.0,13906471,CC BY-SA 3.0,https://stackoverflow.com/questions/13906471/linklabel-doesnt-open,LinkLabel doesn&#39;t open,,,,
189,['c#'],"{'account_id': 1453809, 'reputation': 5882, 'user_id': 1369989, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/STmk7.png?s=256&g=1', 'display_name': 'bresleveloper', 'link': 'https://stackoverflow.com/users/1369989/bresleveloper'}",True,626,,13725291.0,2,0,1622557277,1354716954,1455726007.0,13725201,CC BY-SA 3.0,https://stackoverflow.com/questions/13725201/static-dictionary-does-not-get-filled,static dictionary does not get filled,,,,
190,"['c#', 'wpf', 'windows-phone-7']","{'account_id': 2091038, 'reputation': 143, 'user_id': 1860880, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7b84dca3941d0a6c57dc9bb44f657ef5?s=256&d=identicon&r=PG', 'display_name': 'eg01st', 'link': 'https://stackoverflow.com/users/1860880/eg01st'}",True,1178,,13780126.0,1,0,1622467615,1354987023,1622467615.0,13779828,CC BY-SA 4.0,https://stackoverflow.com/questions/13779828/how-to-get-the-listbox-items-properties-after-event-tap,How to get the listbox item&#39;s properties after event &quot;tap&quot;,,,,
191,"['c#', '.net']","{'account_id': 2057656, 'reputation': 249, 'user_id': 1834958, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/zeGxy.png?s=256&g=1', 'display_name': 'neerajMAX', 'link': 'https://stackoverflow.com/users/1834958/neerajmax'}",True,83807,,13927939.0,4,12,1621962019,1355813662,1399266029.0,13927815,CC BY-SA 3.0,https://stackoverflow.com/questions/13927815/switch-case-with-integer-expression,switch case with integer expression,,,,
192,"['c#', 'html', 'windows-8', '.net-4.5', 'windows-store-apps']","{'account_id': 140870, 'reputation': 9118, 'user_id': 347484, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/H60ZG.jpg?s=256&g=1', 'display_name': 'Boppity Bop', 'link': 'https://stackoverflow.com/users/347484/boppity-bop'}",True,4221,,13700561.0,3,1,1621829091,1354581210,,13694259,CC BY-SA 3.0,https://stackoverflow.com/questions/13694259/how-do-you-style-webview-control-in-windows-store-app,How do you style WebView control in Windows Store App?,,,,
193,"['c#', 'winforms', 'datagridview', 'header', 'hide']","{'account_id': 2106915, 'reputation': 113, 'user_id': 1873055, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/02afc6dad7efb92e73937a7f7c0398cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'eddylepatio', 'link': 'https://stackoverflow.com/users/1873055/eddylepatio'}",True,11593,,,4,5,1621156945,1356413899,1558343525.0,14028009,CC BY-SA 4.0,https://stackoverflow.com/questions/14028009/how-to-hide-any-or-all-column-header-in-datagridview,How to Hide any or all column header in DataGridView?,,,,
194,"['c#', 'enums', 'combinations']","{'account_id': 1100538, 'reputation': 1799, 'user_id': 1093030, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/9c1854a417f9fbe87b631e7d4fe54820?s=256&d=identicon&r=PG', 'display_name': 'Xantham', 'link': 'https://stackoverflow.com/users/1093030/xantham'}",True,22438,,13734906.0,4,23,1620902016,1354751794,1354752466.0,13734746,CC BY-SA 3.0,https://stackoverflow.com/questions/13734746/combine-multiple-enums-into-master-enum-list,Combine multiple enums into master enum list,,,,
195,"['c#', 'c++', '.net', 'visual-c++']","{'account_id': 952221, 'reputation': 5331, 'user_id': 978122, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/934049eb39ad58178ae6628ee8be8f88?s=256&d=identicon&r=PG', 'display_name': 'user978122', 'link': 'https://stackoverflow.com/users/978122/user978122'}",True,20116,,13722755.0,3,26,1620849467,1354708498,,13722723,CC BY-SA 3.0,https://stackoverflow.com/questions/13722723/c-equivalent-of-cs-internal,C++ equivalent of C#&#39;s internal,,,,
196,"['c#', 'xserver']","{'account_id': 2166339, 'reputation': 711, 'user_id': 4098348, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://lh5.googleusercontent.com/-tyWlIz3tx9k/AAAAAAAAAAI/AAAAAAAAACI/vJhv9PrKEtI/photo.jpg?sz=256', 'display_name': 'Perfection', 'link': 'https://stackoverflow.com/users/4098348/perfection'}",True,510,,13976632.0,3,1,1620814493,1356021241,,13976559,CC BY-SA 3.0,https://stackoverflow.com/questions/13976559/cannot-implicitly-convert-type-plantool-xroute-linestring-to-plantool-xmap,Cannot implicitly convert type &#39;Plantool.xRoute.LineString[]&#39; to &#39;Plantool.xMap.LineString[]&#39;,,,,
197,"['c#', 'wpf', 'xaml', 'textbox', 'focus']","{'account_id': 1164994, 'reputation': 2288, 'user_id': 1143679, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4c02f7d7d414e08e131f3b97a14c7b2e?s=256&d=identicon&r=PG', 'display_name': 'legrandviking', 'link': 'https://stackoverflow.com/users/1143679/legrandviking'}",True,23928,,13955730.0,4,26,1620572028,1355929971,1496281104.0,13955340,CC BY-SA 3.0,https://stackoverflow.com/questions/13955340/keyboard-focus-does-not-work-on-text-box-in-wpf,Keyboard.Focus does not work on text box in WPF,,,,
198,"['c#', 'asp.net', 'thumbnails', 'image-resizing', 'generic-handler']","{'account_id': 1430770, 'reputation': 229, 'user_id': 1353238, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/949744a49f1a2b0eea4f4d5b2571b818?s=256&d=identicon&r=PG', 'display_name': 'Some Developer', 'link': 'https://stackoverflow.com/users/1353238/some-developer'}",True,2790,,13988539.0,3,0,1620348867,1356085250,,13988269,CC BY-SA 3.0,https://stackoverflow.com/questions/13988269/how-can-i-generate-a-thumbnail-from-an-image-in-server-folder,How can I generate a thumbnail from an image in server folder?,,,,
199,"['c#', 'javascript', 'ienumerable', 'typescript']","{'account_id': 1384069, 'reputation': 1310, 'user_id': 1316465, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/f211ce1ca0a29ab1007bc2a5fc73e175?s=256&d=identicon&r=PG', 'display_name': 'thed0ctor', 'link': 'https://stackoverflow.com/users/1316465/thed0ctor'}",True,10969,,13663955.0,5,6,1620237799,1354396383,1495542369.0,13663792,CC BY-SA 3.0,https://stackoverflow.com/questions/13663792/implementing-ienumerable-in-javascript-typescript,Implementing IEnumerable in JavaScript / TypeScript,,,,
200,"['c#', 'linq', 'extension-methods']","{'account_id': 1691234, 'reputation': 11173, 'user_id': 1553519, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8fa713622909c656104e826e5945b6a8?s=256&d=identicon&r=PG', 'display_name': 'Joe.wang', 'link': 'https://stackoverflow.com/users/1553519/joe-wang'}",True,65793,,13946862.0,4,46,1620151053,1355898679,1582520463.0,13946740,,https://stackoverflow.com/questions/13946740/is-there-any-method-like-foreach-for-ilist,Is there any method like ForEach for IList?,1359751091.0,exact duplicate,,
201,"['c#', '.net', 'winforms', 'event-handling']","{'account_id': 164351, 'reputation': 5525, 'user_id': 387048, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/841fb7c113d8f4abec1c4ed08e72914d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Omid', 'link': 'https://stackoverflow.com/users/387048/omid'}",True,3681,,14064115.0,3,2,1619807556,1356663734,,14064067,CC BY-SA 3.0,https://stackoverflow.com/questions/14064067/which-events-does-bringtofront-method-trigger,which events does BringToFront() method trigger?,,,,
202,"['c#', 'class', 'optimization', 'types']","{'account_id': 1400270, 'reputation': 2121, 'user_id': 1329184, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/9f29cf4add3f8a14b25e4c4df0dbddce?s=256&d=identicon&r=PG', 'display_name': 'LoneXcoder', 'link': 'https://stackoverflow.com/users/1329184/lonexcoder'}",True,164,,13960573.0,2,-1,1619725845,1355946791,1619725845.0,13960116,CC BY-SA 4.0,https://stackoverflow.com/questions/13960116/how-construct-a-type-to-hold-two-types-of-data-to-be-sent-as-a-single-param,"How construct a Type, To hold two &#39;types&#39; of data , to be sent As a Single Parameter",,,,
203,"['c#', 'arrays', 'string']","{'account_id': 2111556, 'reputation': 57, 'user_id': 1876743, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6ff2e06509951cdd8d2529acbc4e3354?s=256&d=identicon&r=PG', 'display_name': 'anzes', 'link': 'https://stackoverflow.com/users/1876743/anzes'}",True,1150,,13860999.0,3,0,1619645756,1355405602,1355406326.0,13860942,CC BY-SA 3.0,https://stackoverflow.com/questions/13860942/extract-version-from-filename,Extract version from filename,,,,
204,"['c#', 'entity-framework-5', 'entity-framework-migrations']","{'account_id': 307616, 'reputation': 3632, 'user_id': 619010, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/Govw8.jpg?s=256&g=1', 'display_name': 'Komengem', 'link': 'https://stackoverflow.com/users/619010/komengem'}",True,18597,,13835102.0,6,13,1619454758,1355296586,,13834685,CC BY-SA 3.0,https://stackoverflow.com/questions/13834685/how-to-change-the-name-of-a-primary-key-in-ef-code-first,How to Change the name of a primary key in EF Code First?,,,,
205,"['c#', 'visual-studio-2010']","{'account_id': 1995721, 'reputation': 157, 'user_id': 1788744, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/f3a21f42ddf7ebddb2554e5400537cf3?s=256&d=identicon&r=PG', 'display_name': 'Craig Hall', 'link': 'https://stackoverflow.com/users/1788744/craig-hall'}",True,9446,,14070926.0,6,11,1618455131,1356704420,1400591479.0,14070881,CC BY-SA 3.0,https://stackoverflow.com/questions/14070881/visual-studio-how-to-manage-code-shared-between-projects,Visual Studio : How to manage code shared between projects,,,,
206,"['c#', 'debugging', 'visual-studio-2012', 'visual-studio-debugging']","{'account_id': 236903, 'reputation': 3936, 'user_id': 504709, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/646a55b1645cdad96ccf461081d98c5f?s=256&d=identicon&r=PG&f=1', 'display_name': 'RJP', 'link': 'https://stackoverflow.com/users/504709/rjp'}",True,50278,,14715681.0,24,40,1618423749,1356383602,1618423749.0,14025734,CC BY-SA 4.0,https://stackoverflow.com/questions/14025734/vs2012-breakpoints-are-not-getting-hit,VS2012 Breakpoints are not getting hit,,,,
207,"['c#', 'protocol-buffers']","{'account_id': 1906260, 'reputation': 1703, 'user_id': 1721073, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/5290899a0a228e6b5bb55ef201fee0ba?s=256&d=identicon&r=PG', 'display_name': 'Vans S', 'link': 'https://stackoverflow.com/users/1721073/vans-s'}",True,462,,,4,1,1618225028,1355502008,1355763216.0,13882482,CC BY-SA 3.0,https://stackoverflow.com/questions/13882482/proto-buffers-not-storing-data-in-readable-format,Proto Buffers not storing data in readable format,,,,
208,"['c#', 'winforms', 'visual-studio-2010', 'icons', 'toolstrip']","{'account_id': 374742, 'reputation': 2511, 'user_id': 725116, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/aSNNo.jpg?s=256&g=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/725116/joe'}",False,556,,,1,0,1618198224,1355830854,1355831211.0,13932166,CC BY-SA 3.0,https://stackoverflow.com/questions/13932166/visual-c-express-2010-toolstrip-buttons-losts-icons-after-restart,Visual C# Express 2010 ToolStrip buttons losts icons after restart,,,,
209,"['c#', 'lucene.net']","{'account_id': 2063089, 'reputation': 582, 'user_id': 1839224, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/c7ebc956f119dafdbe35a1522ddb3790?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mandy', 'link': 'https://stackoverflow.com/users/1839224/mandy'}",True,912,,13862968.0,2,1,1617943515,1355383013,,13854867,CC BY-SA 3.0,https://stackoverflow.com/questions/13854867/reindexing-in-lucene-net,reindexing in lucene.net,,,,
210,['c#'],"{'account_id': 1943747, 'reputation': 491, 'user_id': 1749335, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/37f7ce1f4ca1b35f6457737abef63c28?s=256&d=identicon&r=PG', 'display_name': 'Dean', 'link': 'https://stackoverflow.com/users/1749335/dean'}",False,3234,,,2,1,1617342637,1356768340,1356768730.0,14079881,CC BY-SA 3.0,https://stackoverflow.com/questions/14079881/c-dllimport-attempted-to-read-or-write-protected-memory,C# dllimport: Attempted to read or write protected memory,,,,
211,"['c#', 'wpf', 'xaml', 'textbox', 'dockpanel']","{'account_id': 1838393, 'reputation': 1145, 'user_id': 1668310, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/e03e6f6510a765c85e3eb858a3739d69?s=256&d=identicon&r=PG', 'display_name': 'brgn', 'link': 'https://stackoverflow.com/users/1668310/brgn'}",True,20881,,14034717.0,2,44,1617302766,1356477730,,14034674,CC BY-SA 3.0,https://stackoverflow.com/questions/14034674/wpf-how-can-i-stretch-the-middle-child-in-a-dockpanel,WPF: How can I stretch the middle child in a DockPanel?,,,,
212,"['c#', 'design-patterns', 'unity3d', 'singleton']","{'account_id': 2112286, 'reputation': 469, 'user_id': 1877332, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/73bba031c8a03f6f0fa55709d4dfd27a?s=256&d=identicon&r=PG', 'display_name': 'DeviArt', 'link': 'https://stackoverflow.com/users/1877332/deviart'}",True,31739,,13731328.0,9,37,1616935156,1354732717,1462403852.0,13730112,CC BY-SA 3.0,https://stackoverflow.com/questions/13730112/unity-singleton-manager-classes,Unity singleton manager classes,,,,
213,"['c#', 'fluent']","{'account_id': 238901, 'reputation': 32903, 'user_id': 508127, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/322fd5def39c5f01ff5f0e9e94fdeb94?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/508127/thomas'}",True,2588,,13761829.0,4,2,1616575915,1354877718,1432048085.0,13761666,CC BY-SA 3.0,https://stackoverflow.com/questions/13761666/how-to-use-fluent-style-syntactic-sugar-with-c-property-declaration,How to use Fluent style syntactic sugar with c# property declaration,,,,
214,"['c#', 'rest', 'windows-phone-7.1', 'restsharp']","{'account_id': 1855005, 'reputation': 1118, 'user_id': 1680787, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/406fbedcb584034406690a15a6f97038?s=256&d=identicon&r=PG', 'display_name': 'danielrvt-sgb', 'link': 'https://stackoverflow.com/users/1680787/danielrvt-sgb'}",True,1308,,13869567.0,1,1,1616261134,1355428850,1616261134.0,13867504,CC BY-SA 4.0,https://stackoverflow.com/questions/13867504/restsharp-synchronous-request-in-windows-phone,RestSharp synchronous request in windows phone,,,,
215,"['c#', '.net']","{'account_id': 1844151, 'reputation': 8973, 'user_id': 1672897, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/JK2U7.jpg?s=256&g=1', 'display_name': 'Freelancer', 'link': 'https://stackoverflow.com/users/1672897/freelancer'}",True,65846,,14099266.0,2,0,1616231078,1356941658,,14099183,CC BY-SA 3.0,https://stackoverflow.com/questions/14099183/extracting-data-from-data-set,extracting data from data set,,,,
