,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,locked_date
507,"['c#', 'asp.net', '.net', 'cookies', 'restsharp']","{'account_id': 15432177, 'reputation': 13, 'user_id': 11133296, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2233124543415731/picture?type=large', 'display_name': 'Zac Migues', 'link': 'https://stackoverflow.com/users/11133296/zac-migues'}",False,269,1,0,1651590259,1651260913,72062917,CC BY-SA 4.0,https://stackoverflow.com/questions/72062917/after-sending-httprequest-with-restsharp-and-reading-cookies-when-i-pass-cookie,"After sending HttpRequest with RestSharp and Reading Cookies, When I pass cookie list to another function some are missing",,1651590000.0,,,
508,"['c#', '.net', 'sockets', 'udp', 'hololens']","{'account_id': 22510090, 'reputation': 23, 'user_id': 16705150, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc12d2ac33a1d94b7cfc086938355aec?s=256&d=identicon&r=PG&f=1', 'display_name': 'JJCodesFresh', 'link': 'https://stackoverflow.com/users/16705150/jjcodesfresh'}",False,102,0,0,1651589157,1650984977,72016181,CC BY-SA 4.0,https://stackoverflow.com/questions/72016181/extreme-udp-package-loss-in-hololens2-uwp-application,Extreme UDP-Package-Loss in HoloLens2 -UWP-Application,,1651589157.0,,,
509,"['c#', 'extjs']","{'account_id': 18751851, 'reputation': 11, 'user_id': 13672765, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhtbsnkQX5c1FUBM5oBTpWozVmXJ3KUsDcEHvRb8A=k-s256', 'display_name': 'Niloy Chakrabarti', 'link': 'https://stackoverflow.com/users/13672765/niloy-chakrabarti'}",False,42,1,0,1651582778,1649677259,71827198,CC BY-SA 4.0,https://stackoverflow.com/questions/71827198/how-to-save-values-in-appsettings-json-fetched-from-ui-display,How to save values in appsettings.json fetched from UI display,,,,,
510,"['c#', 'multithreading', 'winapi']","{'account_id': 20941234, 'reputation': 21, 'user_id': 15385238, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b614ab255dc6a2f50ba8b3da56dc9cd6?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheJongu', 'link': 'https://stackoverflow.com/users/15385238/thejongu'}",True,96,1,-3,1651581905,1651094820,72035481,CC BY-SA 4.0,https://stackoverflow.com/questions/72035481/is-c-system-thread-using-the-win32-api,Is C# System.Thread using the Win32 API?,,,,,
511,"['c#', 'wpf']","{'account_id': 18972864, 'reputation': 13, 'user_id': 13845958, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Tc2fI.png?s=256&g=1', 'display_name': 'Bedirhan SAMSA', 'link': 'https://stackoverflow.com/users/13845958/bedirhan-samsa'}",False,559,1,1,1651580888,1650124817,71895397,CC BY-SA 4.0,https://stackoverflow.com/questions/71895397/the-xaml-designer-has-exited-unexpectedly-exit-code-e0434352,The XAML Designer has exited unexpectedly. (Exit code: e0434352),,,,,
512,"['c#', 'asp.net', '.net', 'asp.net-core']","{'account_id': 1287570, 'reputation': 212, 'user_id': 1240358, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/20d8dd0fff8b816c662264e16debf854?s=256&d=identicon&r=PG', 'display_name': 'Reevs', 'link': 'https://stackoverflow.com/users/1240358/reevs'}",True,111,1,0,1651577433,1649196697,71758960,CC BY-SA 4.0,https://stackoverflow.com/questions/71758960/create-an-expression-dynamically-to-sort-linq-to-entities-ascending-descending-b,Create an expression dynamically to sort Linq to Entities ascending/descending based on a dynamically provided property name,,,,,
513,"['c#', 'sql-server', 'linq', 'entity-framework-core']","{'account_id': 25018207, 'reputation': 13, 'user_id': 18877137, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7eaefb18a59bba43a89a80f2a49c9c4f?s=256&d=identicon&r=PG', 'display_name': 'KumimaZ', 'link': 'https://stackoverflow.com/users/18877137/kumimaz'}",True,105,2,-2,1651577330,1650447027,71937291,CC BY-SA 4.0,https://stackoverflow.com/questions/71937291/how-to-translate-this-sql-into-linq-with-correlated-subquery-single-table,"How to translate this SQL into LINQ, with correlated subquery single table",71937504.0,1650447802.0,,,
514,"['c#', '.net', 'linq', 'group-by', 'entity-framework-core']","{'account_id': 25037402, 'reputation': 13, 'user_id': 18894641, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyIYdNrhEuWPV5Vn-zvFdrg_TzPn8N5lbOcK8oo=k-s256', 'display_name': 'Alan Pschenovich', 'link': 'https://stackoverflow.com/users/18894641/alan-pschenovich'}",True,225,1,1,1651577288,1650550683,71956039,CC BY-SA 4.0,https://stackoverflow.com/questions/71956039/ef-core-group-by-date-and-count-value-for-previous-dates,EF Core group by date and count value for previous dates,71959687.0,1651577288.0,,,
515,"['c#', 'wpf', 'xaml', 'canvas']","{'account_id': 14794854, 'reputation': 15, 'user_id': 10684735, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-oZ6-3xerNZY/AAAAAAAAAAI/AAAAAAAAA78/bVOErGf7-0I/photo.jpg?sz=256', 'display_name': '鄭宇紹', 'link': 'https://stackoverflow.com/users/10684735/%e9%84%ad%e5%ae%87%e7%b4%b9'}",True,276,1,1,1651575495,1651200983,72052310,CC BY-SA 4.0,https://stackoverflow.com/questions/72052310/wpf-drawing-wheel-color-picker,WPF Drawing Wheel Color Picker?,72086631.0,1651485341.0,,,
516,"['c#', 'openssl', 'tls1.2', '.net-6.0', 'schannel']","{'account_id': 39902, 'reputation': 25478, 'user_id': 115305, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/svGiU.jpg?s=256&g=1', 'display_name': 'Wim ten Brink', 'link': 'https://stackoverflow.com/users/115305/wim-ten-brink'}",True,1018,1,0,1651575041,1651269240,72064030,CC BY-SA 4.0,https://stackoverflow.com/questions/72064030/how-to-use-openssl-with-tls-in-net-core-on-windows,How to use OpenSSL with TLS in .NET Core on Windows?,72065327.0,1651575041.0,,,
517,"['c#', 'emgucv', 'azurekinect']","{'account_id': 25127252, 'reputation': 1, 'user_id': 18974914, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwCtFbRg6a7WbqNAiFLzDWyQVGo4Nf-hhPvFB0HMA=k-s256', 'display_name': 'hauptsacheKaffee', 'link': 'https://stackoverflow.com/users/18974914/hauptsachekaffee'}",False,83,0,0,1651573505,1651146538,72043142,CC BY-SA 4.0,https://stackoverflow.com/questions/72043142/emgucv-c-applycolormap-conversions,EmguCV C# ApplyColorMap Conversions,,1651148037.0,,,
518,"['c#', 'multithreading']","{'account_id': 1329145, 'reputation': 490, 'user_id': 1273392, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/ltq0b.jpg?s=256&g=1', 'display_name': 'AMIT SHELKE', 'link': 'https://stackoverflow.com/users/1273392/amit-shelke'}",False,109,1,0,1651572734,1651169723,72048492,CC BY-SA 4.0,https://stackoverflow.com/questions/72048492/signal-and-wait-in-c,Signal and Wait in C#,,1651169989.0,,,
519,"['c#', 'winforms', 'console']","{'account_id': 1054537, 'reputation': 19951, 'user_id': 1057547, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/6pskS.jpg?s=256&g=1', 'display_name': 'dognose', 'link': 'https://stackoverflow.com/users/1057547/dognose'}",True,195,1,0,1651571972,1650529859,71951245,CC BY-SA 4.0,https://stackoverflow.com/questions/71951245/c-console-application-with-no-console-but-winforms,C# Console-Application with no console but winforms,72097531.0,,,,
520,"['c#', 'asp.net-identity']","{'account_id': 2970545, 'reputation': 1654, 'user_id': 2522673, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/E875U.jpg?s=256&g=1', 'display_name': 'Ahad Porkar', 'link': 'https://stackoverflow.com/users/2522673/ahad-porkar'}",True,134,1,2,1651571755,1650258343,71907754,CC BY-SA 4.0,https://stackoverflow.com/questions/71907754/extending-or-override-getrolesasync-method-in-asp-net-identity,Extending or override GetRolesAsync method in Asp.net Identity,72097692.0,1650259239.0,,,
521,"['c#', 'asp.net-core', 'asp.net-identity']","{'account_id': 6420159, 'reputation': 113, 'user_id': 4977086, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1BTwR.jpg?s=256&g=1', 'display_name': 'Anthony', 'link': 'https://stackoverflow.com/users/4977086/anthony'}",True,2594,1,1,1651571473,1650993178,72017977,CC BY-SA 4.0,https://stackoverflow.com/questions/72017977/asp-net-core-6-identityserver-duende-no-defaultauthenticatescheme-found-or-n,ASP.NET Core 6 identityserver (duende) : no DefaultAuthenticateScheme found or no CookieAuthenticationScheme configured on IdentityServerOptions,,1650993479.0,,,
522,"['c#', 'http-post', '.net-6.0', 'api-gateway', 'ocelot']","{'account_id': 18394670, 'reputation': 1, 'user_id': 13399467, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghla9s4azWdMqvvFVeUvLHV1GiJPxGN1uAXZEFrOg=k-s256', 'display_name': 'Federico Maximiliano Ramirez', 'link': 'https://stackoverflow.com/users/13399467/federico-maximiliano-ramirez'}",False,445,1,0,1651570101,1650675613,71976009,CC BY-SA 4.0,https://stackoverflow.com/questions/71976009/ocelot-aggregator-doesnt-work-for-post-method,Ocelot Aggregator doesn&#39;t work for post method,,1650754420.0,,,
523,"['c#', '.net-core', 'microsoft-graph-api', 'azure-ad-graph-api']","{'account_id': 4244142, 'reputation': 69, 'user_id': 3473297, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002381420789/picture?type=large', 'display_name': 'bilal_khan', 'link': 'https://stackoverflow.com/users/3473297/bilal-khan'}",False,148,1,0,1651569486,1650454198,71938859,CC BY-SA 4.0,https://stackoverflow.com/questions/71938859/is-there-any-way-to-get-graph-api-event-reminder-through-subscription,Is there any way to get Graph API event reminder through subscription?,,,,,
524,"['c#', '.net', 'oauth-2.0', 'okta']","{'account_id': 467579, 'reputation': 5991, 'user_id': 873055, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/026ca1956d97111d4adc35a5a2f79681?s=256&d=identicon&r=PG', 'display_name': 'nick gowdy', 'link': 'https://stackoverflow.com/users/873055/nick-gowdy'}",False,1417,1,0,1651566844,1651246800,72060417,CC BY-SA 4.0,https://stackoverflow.com/questions/72060417/system-invalidoperationexception-idx20803-unable-to-obtain-configuration-from,System.InvalidOperationException: IDX20803: Unable to obtain configuration from (OKTA),,1651248025.0,,,
525,"['c#', 'azure-web-app-service', 'dynamics-crm']","{'account_id': 378339, 'reputation': 363, 'user_id': 730999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d7796a4288dc0bea71e7742511860b2?s=256&d=identicon&r=PG', 'display_name': 'GrayDS', 'link': 'https://stackoverflow.com/users/730999/grayds'}",False,263,0,0,1651566050,1650402830,71931446,CC BY-SA 4.0,https://stackoverflow.com/questions/71931446/connecting-to-dynamics-dataverse-from-azure-web-app-getting-object-not-set-to,Connecting to Dynamics Dataverse from Azure Web App - getting &quot;object not set to an instance of an object&quot;,,1650466865.0,,,
526,"['c#', 'asp.net-web-api', 'fluentvalidation']","{'account_id': 12399732, 'reputation': 747, 'user_id': 9037515, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/af49acecd5e2eb23f74bae2cf511113f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ayobamilaye', 'link': 'https://stackoverflow.com/users/9037515/ayobamilaye'}",True,134,1,1,1651565571,1651147738,72043430,CC BY-SA 4.0,https://stackoverflow.com/questions/72043430/asp-net-core-web-api-how-to-implement-optional-validation-using-fluent-validat,ASP.NET Core Web API - How to implement optional validation using Fluent Validation,72046691.0,1651565571.0,,,
527,"['c#', 'xamarin.forms', 'xamarin.android', 'numeric', 'samsung-galaxy']","{'account_id': 15823783, 'reputation': 282, 'user_id': 11417475, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/61KnG.jpg?s=256&g=1', 'display_name': 'Gabic', 'link': 'https://stackoverflow.com/users/11417475/gabic'}",True,393,1,0,1651564935,1651174407,72049280,CC BY-SA 4.0,https://stackoverflow.com/questions/72049280/how-to-solve-the-galaxy-numeric-keyboard-nightmare,How to solve the Galaxy numeric keyboard nightmare,72054992.0,,,,
528,"['c#', 'error-handling', 'azure-functions', 'try-catch']","{'account_id': 917433, 'reputation': 1418, 'user_id': 949918, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/282a9f6af6bad60a109563d519b2e397?s=256&d=identicon&r=PG&f=1', 'display_name': 'Unknown Coder', 'link': 'https://stackoverflow.com/users/949918/unknown-coder'}",True,1001,1,1,1651560578,1651059105,72027969,CC BY-SA 4.0,https://stackoverflow.com/questions/72027969/error-handling-with-azure-function-servicebustrigger,Error handling with Azure Function ServiceBusTrigger,,,,,
529,"['c#', 'asp.net', '.net', 'asp.net-web-api', 'token']","{'account_id': 21914646, 'reputation': 11, 'user_id': 16198701, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiNETS2iWi2xVRMTe3lsNOZeEL4YUspRHOd7xTz=k-s256', 'display_name': 'Nameson Gaudel', 'link': 'https://stackoverflow.com/users/16198701/nameson-gaudel'}",True,82,1,0,1651556251,1651244652,72059983,CC BY-SA 4.0,https://stackoverflow.com/questions/72059983/invalid-token-during-verifying-resetpassport-and-confirmemail-methods-of-user,&quot;Invalid token.&quot; during Verifying ResetPassport and ConfirmEmail Methods of UserManager in ASP.NET Web API,72095184.0,,,,
530,"['c#', 'asp.net', 'xml', 'linq', 'xml-parsing']","{'account_id': 19557727, 'reputation': 397, 'user_id': 14311633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16a7b617fbd5c62ff52954c037407be3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ram Fattah', 'link': 'https://stackoverflow.com/users/14311633/ram-fattah'}",True,224,1,-2,1651555389,1651302389,72066406,,https://stackoverflow.com/questions/72066406/backslashes-are-added-after-converting-xdocument-to-string-using-tostring-me,Backslashes &quot;\&quot; are added after converting XDocument to string using ToString method,72067496.0,,1651557924.0,Not suitable for this site,
531,"['c#', 'asp.net']","{'account_id': 24894172, 'reputation': 1, 'user_id': 18765648, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy5N_li3w7kiVFSMU2JUyOMRrSGyc0d341yC8W_=k-s256', 'display_name': 'jsed', 'link': 'https://stackoverflow.com/users/18765648/jsed'}",False,124,1,0,1651547592,1649628872,71820958,CC BY-SA 4.0,https://stackoverflow.com/questions/71820958/new-controller-does-not-respond-to-requests,New controller does not respond to requests,,1649629176.0,,,
532,"['c#', 'visual-studio', 'unity3d']","{'account_id': 25154547, 'reputation': 21, 'user_id': 18999527, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwIWhjvHiXmZ3Jq4F-TJ-At_8GdCEMKrM4PaQ4h=k-s256', 'display_name': 'Guca Bro', 'link': 'https://stackoverflow.com/users/18999527/guca-bro'}",True,174,2,1,1651546035,1651313385,72067545,CC BY-SA 4.0,https://stackoverflow.com/questions/72067545/how-to-do-helicopter-ai-in-unity,How to do helicopter AI in Unity,,1651471732.0,,,
533,"['c#', 'asynchronous', 'uwp', 'task', 'cancellation']","{'account_id': 25044777, 'reputation': 21, 'user_id': 18901310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02e14359bc8bf0cc261e5220fecda59f?s=256&d=identicon&r=PG', 'display_name': 'LPK', 'link': 'https://stackoverflow.com/users/18901310/lpk'}",True,830,2,0,1651545134,1650920344,72005686,CC BY-SA 4.0,https://stackoverflow.com/questions/72005686/how-can-i-create-a-task-that-can-cancel-itself-and-another-task-if-needed,How can I create a Task that can cancel itself and another Task if needed?,72094273.0,,,,
534,"['c#', 'database', 'sqlite', 'datetime', 'nuget']","{'account_id': 11213578, 'reputation': 155, 'user_id': 8226953, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/555a78f38c2f7bc05fe65ce0d8862bdf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mufacka', 'link': 'https://stackoverflow.com/users/8226953/mufacka'}",True,121,1,0,1651522119,1650914256,72004663,CC BY-SA 4.0,https://stackoverflow.com/questions/72004663/sqlite-net-pcl-comparing-dates,SQLite-net-pcl Comparing Dates,72004814.0,1651522119.0,,,
535,"['c#', 'lucene.net']","{'account_id': 15954323, 'reputation': 1, 'user_id': 11512871, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20956160051cbf1ec29f0bb95d8ba471?s=256&d=identicon&r=PG&f=1', 'display_name': 'user11512871', 'link': 'https://stackoverflow.com/users/11512871/user11512871'}",False,188,1,0,1651521469,1651252539,72061541,CC BY-SA 4.0,https://stackoverflow.com/questions/72061541/which-is-the-released-version-of-lucene-net-that-supports-net-6-0,Which is the released version of Lucene.NET that supports .NET 6.0?,,,,,
536,"['c#', 'graphql', 'resolver', 'hotchocolate']","{'account_id': 1450228, 'reputation': 35318, 'user_id': 1367392, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/ddba466166e7ea3c4923d16f96cff1f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oleksiy', 'link': 'https://stackoverflow.com/users/1367392/oleksiy'}",True,559,2,4,1651517739,1650562751,71958705,CC BY-SA 4.0,https://stackoverflow.com/questions/71958705/how-to-get-requested-graphql-fields-in-c,How to get requested GraphQL fields in C#?,,,,,
537,"['c#', 'iis', 'azure-keyvault', 'always-encrypted']","{'account_id': 300168, 'reputation': 6514, 'user_id': 607162, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/3e69c18cef9924bcb515cbda8c4de348?s=256&d=identicon&r=PG', 'display_name': 'Johnny5', 'link': 'https://stackoverflow.com/users/607162/johnny5'}",False,119,1,0,1651517717,1651234518,72057825,CC BY-SA 4.0,https://stackoverflow.com/questions/72057825/azure-identity-visualstudiocredential-with-iis-apppoolidentity,Azure.Identity.VisualStudioCredential with IIS appPoolIdentity,,1651243694.0,,,
538,"['c#', 'visual-studio-code', 'xunit', 'bunit']","{'account_id': 23420320, 'reputation': 3, 'user_id': 17480631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d83fb84c0e91c269e0bbf01a863358dd?s=256&d=identicon&r=PG', 'display_name': 'Janne Schyffert', 'link': 'https://stackoverflow.com/users/17480631/janne-schyffert'}",True,330,2,0,1651517247,1650921313,72005828,CC BY-SA 4.0,https://stackoverflow.com/questions/72005828/debugger-does-not-launch-when-debugging-xunit-tests-in-c-with-vs-code,Debugger does not launch when debugging xUnit tests in C# with VS Code,72091052.0,,,,
539,"['c#', 'go', 'protocol-buffers']","{'account_id': 1176361, 'reputation': 157, 'user_id': 1152293, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/602cd4be70d9275ec17af96989c8971f?s=256&d=identicon&r=PG', 'display_name': 'Newbie', 'link': 'https://stackoverflow.com/users/1152293/newbie'}",False,303,1,1,1651515701,1651270095,72064124,CC BY-SA 4.0,https://stackoverflow.com/questions/72064124/generate-enums-with-a-display-name-type-attribute-using-protobuf,Generate Enums with a Display Name type attribute using protobuf,,,,,
540,"['c#', 'reactjs', 'nginx', 'websocket', 'signalr']","{'account_id': 21176321, 'reputation': 407, 'user_id': 15571560, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-q6AIh58JyaI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn_S30OYJlvSzmWfTiE2oa70mkXTA/s96-c/photo.jpg?sz=256', 'display_name': 'urmat abdykerimov', 'link': 'https://stackoverflow.com/users/15571560/urmat-abdykerimov'}",False,520,1,3,1651515518,1650979761,72014841,CC BY-SA 4.0,https://stackoverflow.com/questions/72014841/cant-establish-wss-connection-react-asp-net-core-signalr-nginx,"Can&#39;t establish wss connection [React + ASP.NET Core, SignalR + nginx]",,1650999294.0,,,
541,"['c#', 'csv', 'csvreader']","{'account_id': 1978360, 'reputation': 3421, 'user_id': 1775598, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/y2I6u.jpg?s=256&g=1', 'display_name': 'Allen S', 'link': 'https://stackoverflow.com/users/1775598/allen-s'}",False,202,1,0,1651514572,1651035986,72023520,CC BY-SA 4.0,https://stackoverflow.com/questions/72023520/using-csvreader-or-another-lib-to-parse-csv-with-uneven-columns,Using CsvReader (or another lib) to parse CSV with uneven columns,,1651036070.0,,,
542,"['c#', 'unity3d', '2d']","{'account_id': 24560385, 'reputation': 1, 'user_id': 18468232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbd749efcce38f1f04ed466e4ec1471a?s=256&d=identicon&r=PG', 'display_name': 'SpicyDinosaur', 'link': 'https://stackoverflow.com/users/18468232/spicydinosaur'}",True,357,3,0,1651510093,1650453318,71938671,CC BY-SA 4.0,https://stackoverflow.com/questions/71938671/weird-raycast-behavior-with-unity-2d-in-c,Weird Raycast Behavior with Unity 2D in C#,,1650617147.0,,,
543,"['c#', 'visual-studio', 'unity3d']","{'account_id': 2429089, 'reputation': 9, 'user_id': 2120413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65649cf5214ba1a69d21ea806e1a0359?s=256&d=identicon&r=PG', 'display_name': 'user2120413', 'link': 'https://stackoverflow.com/users/2120413/user2120413'}",False,115,4,0,1651508036,1650837912,71992723,CC BY-SA 4.0,https://stackoverflow.com/questions/71992723/how-can-i-get-time-time-as-a-fixed-integer-after-an-event-happens-in-unity,How can I get Time.time as a fixed integer after an event happens in Unity,,,,,
544,"['c#', 'selenium', 'nunit', 'selenium-extent-report']","{'account_id': 24722473, 'reputation': 1, 'user_id': 18611348, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjuQNFcYqlYOzr46mBZIQT7fMRKljR3iMYoCAhMtHQ=k-s256', 'display_name': 'shreejita nakrani', 'link': 'https://stackoverflow.com/users/18611348/shreejita-nakrani'}",False,458,0,0,1651506888,1651070189,72030644,CC BY-SA 4.0,https://stackoverflow.com/questions/72030644/how-to-print-test-description-on-extent-report-in-selenium-with-c,How to print Test Description on Extent Report in Selenium with c#?,,1651506888.0,,,
545,"['c#', 'asp.net-core-webapi', 'blazor-webassembly']","{'account_id': 20190851, 'reputation': 11, 'user_id': 14809115, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CjsF1pskFmQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckUCBPM782RsHpuKA9dUXwmSvxxzQ/s96-c/photo.jpg?sz=256', 'display_name': 'Greg', 'link': 'https://stackoverflow.com/users/14809115/greg'}",False,110,1,1,1651503614,1651098115,72035926,CC BY-SA 4.0,https://stackoverflow.com/questions/72035926/why-does-this-service-return-null-when-return-value-is-not-null,Why does this service return null when return value is not null?,,1651503614.0,,,
546,"['c#', 'wpf', 'observablecollection', 'reactiveui']","{'account_id': 3705288, 'reputation': 1950, 'user_id': 3083996, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/gb8A1.jpg?s=256&g=1', 'display_name': 'CiucaS', 'link': 'https://stackoverflow.com/users/3083996/ciucas'}",True,78,1,0,1651498369,1651323080,72068684,CC BY-SA 4.0,https://stackoverflow.com/questions/72068684/obserablecollection-not-triggering-change-when-items-are-added-removed-from-list,ObserableCollection not triggering Change when Items are added/removed from list,72087489.0,1651340867.0,,,
547,"['c#', '.net', 'kubernetes', 'google-cloud-platform', 'deployment']","{'account_id': 16382055, 'reputation': 165, 'user_id': 11832881, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nEagA.jpg?s=256&g=1', 'display_name': 'Miguel Ferreira', 'link': 'https://stackoverflow.com/users/11832881/miguel-ferreira'}",True,48,1,0,1651496640,1651015162,72021581,CC BY-SA 4.0,https://stackoverflow.com/questions/72021581/getting-null-pointer-exception-after-deployment-in-gcp,Getting null pointer exception after deployment in GCP,72087143.0,1651015469.0,,,
548,"['c#', 'entity-framework-core', 'asp.net-core-mvc']","{'account_id': 24537547, 'reputation': 11, 'user_id': 18448393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d9d20d2f430e7d339f3b8a2e1139ecc?s=256&d=identicon&r=PG', 'display_name': 'ysword', 'link': 'https://stackoverflow.com/users/18448393/ysword'}",True,386,2,1,1651492280,1651321837,72068550,CC BY-SA 4.0,https://stackoverflow.com/questions/72068550/ef-core-asp-net-core-mvc-add-new-data-instead-update,EF Core &amp; ASP.NET Core MVC add new data instead update,72075590.0,1651492280.0,,,
549,"['c#', '.net-core', 'azure-cosmosdb', 'task-parallel-library', 'azure-cosmosdb-sqlapi']","{'account_id': 21573905, 'reputation': 7, 'user_id': 15906376, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/826824a0f69665658e0d138e62bd1028?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shaq', 'link': 'https://stackoverflow.com/users/15906376/shaq'}",True,319,1,0,1651487613,1651258688,72062599,CC BY-SA 4.0,https://stackoverflow.com/questions/72062599/run-queries-concurrently-using-cosmos-db-sql-api,Run queries concurrently using Cosmos DB SQL API,72085301.0,,,,
550,"['c#', 'macos', 'visual-studio']","{'account_id': 25041824, 'reputation': 1, 'user_id': 18898618, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GihZUIq9u3hlJQu7ry_qEh56zsz8g7-SVJ4P0Fc=k-s256', 'display_name': 'Emil123', 'link': 'https://stackoverflow.com/users/18898618/emil123'}",True,169,1,-5,1651485804,1651050111,72026069,,https://stackoverflow.com/questions/72026069/ive-made-a-code-for-a-assignment-but-i-need-a-push-in-the-right-direction,I&#39;ve made a code for a assignment but i need a push in the right direction,72040591.0,1651485804.0,1651183067.0,Needs more focus,1651580007.0
551,"['c#', 'docker', '.net-core', 'azure-container-instances', 'caddy']","{'account_id': 16038379, 'reputation': 340, 'user_id': 11575449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/548dc4491edaae5cf982a369685adc8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Santi', 'link': 'https://stackoverflow.com/users/11575449/santi'}",True,325,1,-1,1651485748,1651191534,72051532,CC BY-SA 4.0,https://stackoverflow.com/questions/72051532/net-core-throws-kestrel-error-on-startup-when-using-azure-container-instances,".NET Core throws Kestrel error on startup when using Azure Container Instances, Caddy",,,,,
552,"['c#', 'unity3d', 'raycasting']","{'account_id': 21104729, 'reputation': 98, 'user_id': 15513957, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ea466dbcf309561436d0970bdcc4be1?s=256&d=identicon&r=PG&f=1', 'display_name': 'SEGMK', 'link': 'https://stackoverflow.com/users/15513957/segmk'}",True,386,3,1,1651484413,1648899442,71717194,CC BY-SA 4.0,https://stackoverflow.com/questions/71717194/unity-physics2d-boxcast-can-not-find-gameobject-on-specific-layer,Unity Physics2D.BoxCast() can not find GameObject on specific layer,71764572.0,,,,
