,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,locked_date
218,"['c#', 'generics', 'dynamic']","{'account_id': 14929436, 'reputation': 81, 'user_id': 10779234, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-B9sYkP5Vplk/AAAAAAAAAAI/AAAAAAAAi_M/F4aNco2Ui-s/photo.jpg?sz=256', 'display_name': 'Anudeep Sai', 'link': 'https://stackoverflow.com/users/10779234/anudeep-sai'}",True,2880,,2,2,1644008687,1571982303,58552812,CC BY-SA 4.0,https://stackoverflow.com/questions/58552812/how-to-pass-a-dynamic-model-as-t-to-a-c-generic-function,How to pass a dynamic model as &#39;T&#39; to a C# generic function,1644008457.0,,,,
219,"['c#', 'sql-server', 'windows', 'visual-studio-2019']","{'account_id': 14027655, 'reputation': 308, 'user_id': 10132302, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-hh8_6gsRRmM/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7q8mqPxt2jj0KyHL8fhSq1uv1tUng/mo/photo.jpg?sz=256', 'display_name': 'T. Giri', 'link': 'https://stackoverflow.com/users/10132302/t-giri'}",False,77,,0,0,1643839353,1571304061,58429143,CC BY-SA 4.0,https://stackoverflow.com/questions/58429143/exception-occured-in-published-windows-application-regarding-with-could-not-load,Exception occured in published windows application regarding with Could not load file or assembly &#39;Microsoft.SqlServer.BatchParser&quot;,1643839353.0,,,,
220,"['c#', 'facebook-messenger']","{'account_id': 16900044, 'reputation': 1, 'user_id': 12221673, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aaa56c143ff72b5f2e76d8aedefaa661?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/12221673/eric'}",False,1217,,2,0,1643801608,1571157869,58399262,CC BY-SA 4.0,https://stackoverflow.com/questions/58399262/send-file-attachment-to-facebook-messenger-api-in-c,Send file attachment to Facebook messenger API in C#,1571170165.0,,,,
221,['c#'],"{'account_id': 15080771, 'reputation': 3600, 'user_id': 10883465, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-E5Lki7kUGF8/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcY1dMAbpAmyyBJtdSM1p4AdgBm_QQ/mo/photo.jpg?sz=256', 'display_name': 'Joelius', 'link': 'https://stackoverflow.com/users/10883465/joelius'}",True,7918,62536248.0,2,64,1643643557,1571056492,58376972,CC BY-SA 4.0,https://stackoverflow.com/questions/58376972/guidelines-for-events-since-non-nullable-references,Guidelines for events since non-nullable references,1606784411.0,,,,
222,"['c#', 'asp.net-core', 'dependency-injection', 'static-classes', 'asp.net-core-localization']","{'account_id': 3048221, 'reputation': 722, 'user_id': 2583352, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/nWsJE.jpg?s=256&g=1', 'display_name': 'mk_yo', 'link': 'https://stackoverflow.com/users/2583352/mk-yo'}",True,2413,,3,0,1643558675,1570189212,58235720,CC BY-SA 4.0,https://stackoverflow.com/questions/58235720/asp-net-core-access-istringlocalizer-instance-form-static-class,Asp.Net Core - Access IStringLocalizer instance form static class,1570191421.0,,,,
223,"['c#', 'unity3d']","{'account_id': 16833200, 'reputation': 19, 'user_id': 12170592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35dfb9b155eb9b84c79c9de63c31627c?s=256&d=identicon&r=PG&f=1', 'display_name': 'lukey_babes', 'link': 'https://stackoverflow.com/users/12170592/lukey-babes'}",True,801,58254268.0,2,0,1643428353,1570326182,58253629,CC BY-SA 4.0,https://stackoverflow.com/questions/58253629/if-getcomponentinterface-returns-an-error-ifgetcomponentclass-works,if (getcomponent&lt;Interface&gt;()) returns an error. if(getcomponent&lt;Class&gt;()) works fine. whats the difference?,,,,,
224,"['c#', 'asp.net-core', 'ntlm', 'kestrel']","{'account_id': 8195792, 'reputation': 581, 'user_id': 6168684, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/571da5b5d7795b1fce789fcae66bc9d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Torben Nielsen', 'link': 'https://stackoverflow.com/users/6168684/torben-nielsen'}",True,3417,69996473.0,3,3,1643368773,1570696851,58318783,CC BY-SA 4.0,https://stackoverflow.com/questions/58318783/how-do-i-add-ntlm-support-for-a-kestrel-host,How do I add NTLM support for a Kestrel host?,,,,,
225,"['c#', '.net-core']","{'account_id': 3402215, 'reputation': 121, 'user_id': 2854122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/83f414d4bc950b1a5fc6e2f1c5d22506?s=256&d=identicon&r=PG&f=1', 'display_name': 'cocosnake', 'link': 'https://stackoverflow.com/users/2854122/cocosnake'}",True,2528,58434255.0,2,2,1643359277,1571319821,58434134,CC BY-SA 4.0,https://stackoverflow.com/questions/58434134/why-my-backgroundservice-stops-immediately,Why my BackgroundService stops immediately?,,,,,
226,"['c#', 'azure', 'msdn', 'case-insensitive', 'azure-cognitive-search']","{'account_id': 16115689, 'reputation': 29, 'user_id': 11632883, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-R_q_YmAUhFI/AAAAAAAAAAI/AAAAAAAAAKo/jJe1czm_Xd0/photo.jpg?sz=256', 'display_name': 'Kyle Ahn', 'link': 'https://stackoverflow.com/users/11632883/kyle-ahn'}",True,470,58309180.0,2,0,1643232153,1570631056,58306386,CC BY-SA 4.0,https://stackoverflow.com/questions/58306386/azure-search-orderby-case-insensitively,Azure Search OrderBy case-insensitively,,,,,
227,"['c#', 'multithreading']","{'account_id': 7280776, 'reputation': 1724, 'user_id': 5550624, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/0703c82aa8a831bb6063303b143cf77b?s=256&d=identicon&r=PG', 'display_name': 'Curtwagner1984', 'link': 'https://stackoverflow.com/users/5550624/curtwagner1984'}",False,405,,2,1,1643087141,1571067083,58379898,CC BY-SA 4.0,https://stackoverflow.com/questions/58379898/c-moving-database-to-a-separate-thread-without-busy-wait,"C# Moving Database to a separate thread, without busy wait",1571067501.0,,,,
228,"['c#', 'multithreading', '.net-core', 'async-await', 'task-parallel-library']","{'account_id': 15624014, 'reputation': 2055, 'user_id': 11272124, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c710af17c950504375b53e22c894fedc?s=256&d=identicon&r=PG&f=1', 'display_name': 'SpiritBob', 'link': 'https://stackoverflow.com/users/11272124/spiritbob'}",True,2638,58699806.0,2,9,1643044650,1572510546,58639368,CC BY-SA 4.0,https://stackoverflow.com/questions/58639368/how-does-using-await-differ-from-using-continuewith-when-processing-async-tasks,How does using await differ from using ContinueWith when processing async tasks?,1643044650.0,,,,
229,"['c#', '.net', 'asp.net-core', '.net-core', 'kestrel-http-server']","{'account_id': 7478202, 'reputation': 308, 'user_id': 5683901, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Db1Cs.jpg?s=256&g=1', 'display_name': 'ppavlov', 'link': 'https://stackoverflow.com/users/5683901/ppavlov'}",True,2161,58862590.0,4,3,1642911209,1571427265,58457143,CC BY-SA 4.0,https://stackoverflow.com/questions/58457143/net-core-3-0-ihostedservice-access-web-server-url-scheme-host-port-etc,".NET Core 3.0 IHostedService access web server URL - scheme, host, port etc",1571427868.0,,,,
230,"['c#', '.net', 'asp.net-web-api', 'owin', 'httpconfiguration']","{'account_id': 268950, 'reputation': 8657, 'user_id': 558018, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/b1a94399ffa51364838c637de651f88a?s=256&d=identicon&r=PG', 'display_name': 'AgentFire', 'link': 'https://stackoverflow.com/users/558018/agentfire'}",True,177,58570030.0,1,1,1642611779,1572081348,58569500,CC BY-SA 4.0,https://stackoverflow.com/questions/58569500/is-it-safe-to-dispose-httpconfiguration,Is it safe to dispose HttpConfiguration?,1642611779.0,,,,
231,"['c#', 'asp.net-core', '.net-core']","{'account_id': 16964254, 'reputation': 239, 'user_id': 12270611, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fb6580e7d714d36ab11f11f2564c33f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bryan S', 'link': 'https://stackoverflow.com/users/12270611/bryan-s'}",True,11148,,1,21,1642605366,1571955089,58549763,CC BY-SA 4.0,https://stackoverflow.com/questions/58549763/how-should-ipc-be-handled-in-net-core,How should IPC be handled in .NET Core?,,,,,
232,['c#'],"{'account_id': 11197477, 'reputation': 335, 'user_id': 8226049, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3SUFr9ieZOE/AAAAAAAAAAI/AAAAAAAAANQ/oaVL5WlP3tM/photo.jpg?sz=256', 'display_name': 'grafbumsdi', 'link': 'https://stackoverflow.com/users/8226049/grafbumsdi'}",True,388,58524046.0,1,5,1642582594,1571836983,58523890,CC BY-SA 4.0,https://stackoverflow.com/questions/58523890/is-it-possible-in-c-to-create-a-very-simple-value-type-for-iban-bic,"Is it possible in C# to create a very simple value type for IBAN, BIC?",,,,,
233,"['c#', '.net-core', '.net-core-3.0', 'c#-8.0', 'system.text.json']","{'account_id': 2985831, 'reputation': 2257, 'user_id': 2534689, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/GoNJo.png?s=256&g=1', 'display_name': 'Rick de Water', 'link': 'https://stackoverflow.com/users/2534689/rick-de-water'}",True,11711,58609509.0,6,20,1642522802,1572106514,58572524,CC BY-SA 4.0,https://stackoverflow.com/questions/58572524/asynchonously-deserializing-a-list-using-system-text-json,Asynchonously deserializing a list using System.Text.Json,1574724124.0,,,,
234,"['c#', 'add-in', 'solidworks']","{'account_id': 4047940, 'reputation': 31, 'user_id': 3328617, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3328617', 'link': 'https://stackoverflow.com/users/3328617/user3328617'}",True,403,58371926.0,2,2,1642019660,1570737447,58330265,CC BY-SA 4.0,https://stackoverflow.com/questions/58330265/trouble-shoot-pdm-add-in-class-id-not-found-in-registry,Trouble shoot Pdm Add-In : Class ID not found in registry,1570802928.0,,,,
235,"['c#', '.net-core', 'idataerrorinfo', 'inotifydataerrorinfo']","{'user_type': 'does_not_exist', 'display_name': 'user6283344'}",True,586,58524606.0,2,0,1641882221,1571696972,58494893,CC BY-SA 4.0,https://stackoverflow.com/questions/58494893/replacing-idataerrorinfo-with-inotifydataerrorinfo,Replacing IDataErrorInfo with INotifyDataErrorInfo,1641882221.0,,,,
236,"['c#', 'asp.net-core-2.2', 'ef-core-2.2', 'ddd-repositories']","{'account_id': 13544867, 'reputation': 27, 'user_id': 9771488, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JN7aX.jpg?s=256&g=1', 'display_name': 'jmoyau', 'link': 'https://stackoverflow.com/users/9771488/jmoyau'}",True,638,58360278.0,1,2,1641828475,1570911138,58358082,CC BY-SA 4.0,https://stackoverflow.com/questions/58358082/collection-was-modified-enumeration-operation-may-not-execute-ef-core-2-2,Collection was modified; enumeration operation may not execute. EF Core 2.2,,,,,
237,"['c#', 'linq']","{'account_id': 1523643, 'reputation': 22448, 'user_id': 1422604, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/ca45dd8df3ec5f4535d8bc09e59c4d2e?s=256&d=identicon&r=PG', 'display_name': 'Alan2', 'link': 'https://stackoverflow.com/users/1422604/alan2'}",True,53,58578351.0,2,0,1641643097,1572170532,58578328,CC BY-SA 4.0,https://stackoverflow.com/questions/58578328/is-there-a-way-that-i-can-set-more-than-one-property-in-a-list-to-or-null-at,Is there a way that I can set more than one property in a list to &quot;&quot; or null at the same time with a .ForEach?,1641643097.0,,,,
238,"['c#', 'asynchronous', 'async-await']","{'account_id': 355398, 'reputation': 71072, 'user_id': 694331, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/gxxid.png?s=256&g=1', 'display_name': 'ANisus', 'link': 'https://stackoverflow.com/users/694331/anisus'}",True,160,58343329.0,3,0,1641562184,1570803131,58343102,CC BY-SA 4.0,https://stackoverflow.com/questions/58343102/task-fromresult-vs-async-without-await,Task.FromResult vs async without await,,,,,
239,"['c#', 'blazor']","{'account_id': 11848002, 'reputation': 767, 'user_id': 8775053, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/64a290b937ded81d0c18de1edb85050c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kesavan Subramaniam Che', 'link': 'https://stackoverflow.com/users/8775053/kesavan-subramaniam-che'}",True,26186,58371589.0,3,12,1641509272,1571035303,58371328,CC BY-SA 4.0,https://stackoverflow.com/questions/58371328/oninitializedasync-in-blazor,OnInitializedAsync() in blazor,1641509272.0,,,,
240,"['c#', 'linq', 'litedb']","{'account_id': 16221626, 'reputation': 1, 'user_id': 11713051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/edbb44dfb9bc8010aeaef34d251cec4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Subramanian', 'link': 'https://stackoverflow.com/users/11713051/subramanian'}",False,687,,1,0,1641491353,1570606393,58299135,CC BY-SA 4.0,https://stackoverflow.com/questions/58299135/performance-issue-while-converting-to-tolist-while-executing-linq-from-litedb,Performance issue while converting to .ToList() while executing LINQ from LiteDB approx. 1 million records,1641491353.0,,,,
241,"['c#', 'linq']","{'account_id': 12335375, 'reputation': 59, 'user_id': 9000099, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/afe5e7249e945bf752095bc6f1d7c3f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lady', 'link': 'https://stackoverflow.com/users/9000099/lady'}",True,606,58457299.0,4,2,1641491341,1571426776,58457055,CC BY-SA 4.0,https://stackoverflow.com/questions/58457055/how-to-use-tolist-to-print-multiple-list-items,How to use ToList() to print multiple list items?,1641491341.0,,,,
242,"['c#', 'unity3d', 'shader']","{'account_id': 15769667, 'reputation': 13, 'user_id': 11379071, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ew3QXojCQfw/AAAAAAAAAAI/AAAAAAAAB48/3uSRweoK8ho/photo.jpg?sz=256', 'display_name': 'Bruno Formagio', 'link': 'https://stackoverflow.com/users/11379071/bruno-formagio'}",True,458,58527588.0,1,1,1641405213,1571839155,58524595,CC BY-SA 4.0,https://stackoverflow.com/questions/58524595/shaders-are-always-showed-with-fixed-values-in-material-editor-unity,Shaders are always showed with fixed values in material editor? (Unity),1641405213.0,,,,
243,"['c#', 'nginx', '.net-core']","{'account_id': 1960740, 'reputation': 5780, 'user_id': 1762404, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/a6180b3a7a8ff5bcf498cda50ecb8bf9?s=256&d=identicon&r=PG', 'display_name': 'Dblock247', 'link': 'https://stackoverflow.com/users/1762404/dblock247'}",True,1895,58228793.0,2,4,1641331366,1569979369,58194114,CC BY-SA 4.0,https://stackoverflow.com/questions/58194114/net-core-3-0-nginx-not-serving-static-files,.Net Core 3.0 Nginx not serving static files,1610387624.0,,,,
244,"['c#', 'unity3d']","{'account_id': 16870394, 'reputation': 1, 'user_id': 12199003, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wv1MI.jpg?s=256&g=1', 'display_name': 'dnglchlk', 'link': 'https://stackoverflow.com/users/12199003/dnglchlk'}",True,83,,1,0,1641186505,1570771868,58334783,CC BY-SA 4.0,https://stackoverflow.com/questions/58334783/i-am-new-to-c-and-unity-and-cannot-figure-these-errors-in-my-script-out-after-l,I am new to C# and Unity and cannot figure these errors in my script out after looking for hours,,,,,
245,"['c#', 'coding-style', 'c#-8.0', 'c#-7.0']","{'account_id': 6780812, 'reputation': 1575, 'user_id': 5221139, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/b72e2204f13d40fc251e31765d568699?s=256&d=identicon&r=PG&f=1', 'display_name': 'Drago', 'link': 'https://stackoverflow.com/users/5221139/drago'}",True,74,,1,-2,1640865323,1572041022,58566283,,https://stackoverflow.com/questions/58566283/should-i-opt-for-c-7-0-tuples-over-out,Should I opt for C# 7.0 tuples over `out`?,1640865323.0,1572043824.0,Opinion-based,,
246,"['c#', 'asp.net-core', 'postman']","{'account_id': 7425553, 'reputation': 398, 'user_id': 5648159, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/23552327e828eac8294c858fb6eb35f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeremy Parker', 'link': 'https://stackoverflow.com/users/5648159/jeremy-parker'}",True,953,58592005.0,2,1,1640808974,1572235693,58585676,CC BY-SA 4.0,https://stackoverflow.com/questions/58585676/get-415-unsupported-media-type-when-testing-my-net-web-api-using-postman,get 415 Unsupported Media Type when testing my .Net Web API using postman,1572271099.0,,,,
247,"['c#', 'routing', '.net-core-3.0', 'asp.net-core-3.0']","{'account_id': 2751942, 'reputation': 5942, 'user_id': 2371128, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/OUH5w.png?s=256&g=1', 'display_name': 'Bagzli', 'link': 'https://stackoverflow.com/users/2371128/bagzli'}",True,15800,58467685.0,2,9,1640806337,1571420516,58455770,CC BY-SA 4.0,https://stackoverflow.com/questions/58455770/replacing-usemvc-in-net-core-3-0,Replacing UseMvc in .Net Core 3.0,,,,,
248,"['c#', 'sql-server', '.net-core', 'entity-framework-core', 'domain-driven-design']","{'account_id': 10011381, 'reputation': 819, 'user_id': 7404140, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh5.googleusercontent.com/-JU71hs0V-f4/AAAAAAAAAAI/AAAAAAAAAUg/Sf33hx8ptx8/photo.jpg?sz=256', 'display_name': 'senz', 'link': 'https://stackoverflow.com/users/7404140/senz'}",True,636,,3,4,1640618308,1572451176,58629377,CC BY-SA 4.0,https://stackoverflow.com/questions/58629377/primitive-obsession-strongly-typed-int-id-with-auto-increment,Primitive Obsession - Strongly typed int ID with auto increment,1573024793.0,,,,
249,"['c#', 'asp.net-core-mvc', 'static-files']","{'account_id': 17003516, 'reputation': 3, 'user_id': 12300281, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c0d5886b6a2758919077f5877ac870a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Agata', 'link': 'https://stackoverflow.com/users/12300281/agata'}",False,391,,0,0,1640537949,1572478511,58635029,CC BY-SA 4.0,https://stackoverflow.com/questions/58635029/how-to-remove-old-static-files-in-asp-net-core,How to remove old static files in ASP.net Core,1572478804.0,,,,
250,"['c#', 'smtpclient']","{'account_id': 16693020, 'reputation': 39, 'user_id': 12065100, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9305b8a4cca0fc7f46cb8115f7dc9b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ravi Patel', 'link': 'https://stackoverflow.com/users/12065100/ravi-patel'}",True,1308,,2,0,1640241481,1572212296,58583593,CC BY-SA 4.0,https://stackoverflow.com/questions/58583593/send-email-using-c,Send email using c#,1572219983.0,,,,
251,"['c#', '.net', 'visual-studio', 'visual-studio-2017', 't4']","{'account_id': 407561, 'reputation': 1254, 'user_id': 777716, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/7iZSI.png?s=256&g=1', 'display_name': 'pix', 'link': 'https://stackoverflow.com/users/777716/pix'}",True,559,58609553.0,1,1,1640212895,1572255272,58588524,CC BY-SA 4.0,https://stackoverflow.com/questions/58588524/t4-error-when-running-custom-tool-in-vs2017,T4 error when running Custom Tool in vs2017,,,,,
252,"['c#', 'c#-8.0', 'iasyncenumerable']","{'account_id': 1471471, 'reputation': 1893, 'user_id': 1383035, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KjXfe.png?s=256&g=1', 'display_name': 'GWigWam', 'link': 'https://stackoverflow.com/users/1383035/gwigwam'}",True,18522,58376703.0,1,38,1640121373,1571055322,58376585,CC BY-SA 4.0,https://stackoverflow.com/questions/58376585/linq-methods-for-iasyncenumerable,Linq methods for IAsyncEnumerable,,,,,
253,"['c#', 'selenium-webdriver', 'selenium-chromedriver']","{'account_id': 16938254, 'reputation': 11, 'user_id': 12250722, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mC4Zzl6RIWjXJgtSXPvff81xsNuu-Ym19akrD0=k-s256', 'display_name': 'Emmanuel Adebayo', 'link': 'https://stackoverflow.com/users/12250722/emmanuel-adebayo'}",False,2921,,3,1,1640115361,1571652665,58484097,CC BY-SA 4.0,https://stackoverflow.com/questions/58484097/openqa-selenium-error-invalid-argument-handle-must-be-a-string,OpenQA.Selenium Error: &#39;invalid argument: &#39;handle&#39; must be a string,1571653587.0,,,,
254,"['c#', 'unity3d']","{'account_id': 16908899, 'reputation': 67, 'user_id': 12228522, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCg79VbDcaBEoOooSmVb8Wz3Hn_9kksze8XXZbSPg=k-s256', 'display_name': 'KatalystPrime', 'link': 'https://stackoverflow.com/users/12228522/katalystprime'}",True,2050,58420316.0,1,3,1640018288,1571251980,58419942,CC BY-SA 4.0,https://stackoverflow.com/questions/58419942/stabilize-hovercraft-rigidbody-upright-using-torque,Stabilize hovercraft rigidbody upright using torque,1571255962.0,,,,
255,"['c#', '.net', 'httpclient', '.net-4.6.1']","{'account_id': 458956, 'reputation': 141534, 'user_id': 859154, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/UFFIs.jpg?s=256&g=1', 'display_name': 'Royi Namir', 'link': 'https://stackoverflow.com/users/859154/royi-namir'}",True,15804,58428122.0,3,12,1639960233,1571299525,58427764,CC BY-SA 4.0,https://stackoverflow.com/questions/58427764/httpclient-and-socket-exhaustion-clarification,HttpClient and socket exhaustion - clarification?,1611660662.0,,,,
256,"['c#', 'asp.net-core', 'visual-studio-2019', 'blazor', 'asp.net-core-3.0']","{'account_id': 4597208, 'reputation': 41779, 'user_id': 3728901, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/fa73df70975a858016fb2da1b2cdb820?s=256&d=identicon&r=PG&f=1', 'display_name': 'James Grey', 'link': 'https://stackoverflow.com/users/3728901/james-grey'}",True,67262,,18,41,1639723541,1570818099,58346617,CC BY-SA 4.0,https://stackoverflow.com/questions/58346617/unable-to-connect-to-web-server-iis-express,Unable to connect to web server &#39;IIS Express&#39;,1571789607.0,,,1615371773.0,
257,"['c#', 'asp.net', 'pdf-generation', 'wkhtmltopdf', 'openhtmltopdf']","{'account_id': 6752321, 'reputation': 2946, 'user_id': 5201985, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/hPXZT.jpg?s=256&g=1', 'display_name': 'Enrico R.', 'link': 'https://stackoverflow.com/users/5201985/enrico-r'}",True,2633,,1,3,1639638269,1572181179,58579634,CC BY-SA 4.0,https://stackoverflow.com/questions/58579634/openhtmltopdf-access-is-denied-with-asp-net,OpenHtmlToPdf Access is denied with ASP.NET,1626254428.0,,,,
258,"['c#', 'unity3d', 'steam']","{'account_id': 7285747, 'reputation': 31, 'user_id': 11396781, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/432126456983304/picture?type=large', 'display_name': 'Savad KS', 'link': 'https://stackoverflow.com/users/11396781/savad-ks'}",True,1472,58485971.0,3,1,1639615940,1571659234,58485880,CC BY-SA 4.0,https://stackoverflow.com/questions/58485880/how-to-pause-game-in-unity-when-the-steam-overlay-is-called,How to pause game in Unity when the Steam Overlay is called,1571660388.0,,,,
259,"['c#', 'asp.net-core', 'swashbuckle', 'c#-8.0']","{'account_id': 3420697, 'reputation': 391, 'user_id': 2868438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f12790dff47c30c9da2186574ed292e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Quails4Eva', 'link': 'https://stackoverflow.com/users/2868438/quails4eva'}",True,14217,58306726.0,2,19,1639578173,1570608887,58299772,CC BY-SA 4.0,https://stackoverflow.com/questions/58299772/mark-strings-as-non-nullable-in-asp-net-core-3-0-swagger,Mark strings as non-nullable in ASP.NET Core 3.0 Swagger,1601448661.0,,,,
260,"['c#', 'azure', 'azure-blob-storage']","{'account_id': 5279751, 'reputation': 422, 'user_id': 4215513, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2ufer2Okn5w/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reyoddIPysrMKQn3YPOlT8Be8fc3Q/photo.jpg?sz=256', 'display_name': 'Gcobza', 'link': 'https://stackoverflow.com/users/4215513/gcobza'}",True,24186,58265710.0,3,25,1639566376,1570434478,58265382,CC BY-SA 4.0,https://stackoverflow.com/questions/58265382/microsoft-azure-storageexception-the-specified-resource-name-contains-invalid-c,Microsoft.Azure.StorageException: The specified resource name contains invalid characters,1570435698.0,,,,
261,"['c#', '.net-core']","{'account_id': 16952539, 'reputation': 33, 'user_id': 12261712, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-p4WvbgiExOY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reXxUNOgwBQbA_Jcm2GSSgGru9i1Q/photo.jpg?sz=256', 'display_name': 'arnold park', 'link': 'https://stackoverflow.com/users/12261712/arnold-park'}",True,3248,58518306.0,2,3,1639418794,1571816986,58518024,CC BY-SA 4.0,https://stackoverflow.com/questions/58518024/readonlyspan-as-property,ReadonlySpan As Property,,,,,
262,"['c#', '.net', 'multithreading', 'semaphore']","{'user_type': 'does_not_exist', 'display_name': 'user8321027'}",True,1151,58176947.0,4,3,1639408866,1569885084,58176304,CC BY-SA 4.0,https://stackoverflow.com/questions/58176304/semaphoreslim-is-not-throttling-the-tasks,SemaphoreSlim is not throttling the tasks,1569908440.0,,,,
263,"['c#', 'blazor', 'blazor-server-side', 'blazor-client-side', 'blazor-webassembly']","{'account_id': 14708627, 'reputation': 551, 'user_id': 10622578, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JpzJtbrcuyo/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbA9LLtIPlEnXb8HhuQ2HUCCj1kk1Q/mo/photo.jpg?sz=256', 'display_name': 'cebilon123', 'link': 'https://stackoverflow.com/users/10622578/cebilon123'}",True,37321,58172989.0,8,53,1639195695,1569866122,58172922,CC BY-SA 4.0,https://stackoverflow.com/questions/58172922/is-there-any-hot-reload-for-blazor-server-side,Is there any hot reload for blazor server-side?,1613171221.0,,,,
264,"['c#', 'asp.net-core', 'imap']","{'account_id': 15666393, 'reputation': 336, 'user_id': 11304021, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ieWxO.jpg?s=256&g=1', 'display_name': 'nbsamurai', 'link': 'https://stackoverflow.com/users/11304021/nbsamurai'}",False,237,,0,0,1639128952,1570799727,58342077,CC BY-SA 4.0,https://stackoverflow.com/questions/58342077/s22-imap-not-working-with-msg-outlook-mail-item-files-which-are-added-as-atta,S22.Imap not working with .msg (Outlook mail item) files which are added as attachments,1570807523.0,,,,
