,tags,migrated_from,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,accepted_answer_id,content_license,protected_date,closed_date,closed_reason,community_owned_date
578,"['c#', 'wpf', 'drag-and-drop']",,"{'account_id': 228789, 'reputation': 2898, 'user_id': 491319, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/lyvhr.jpg?s=256&g=1', 'display_name': 'Thelonias', 'link': 'https://stackoverflow.com/users/491319/thelonias'}",True,592,2,2,1564814731,1354030592,,13587661,https://stackoverflow.com/questions/13587661/how-to-remove-dashed-rectangle-when-doing-drag-and-drop,How to remove dashed rectangle when doing drag and drop,13587856.0,CC BY-SA 3.0,,,,
579,"['c#', 'asp.net', 'c#-4.0', 'asynchronous']",,"{'account_id': 338954, 'reputation': 3583, 'user_id': 668122, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/D5gT3.png?s=256&g=1', 'display_name': 'Randel Ramirez', 'link': 'https://stackoverflow.com/users/668122/randel-ramirez'}",True,14677,3,6,1564465985,1352278864,1352279120.0,13266277,https://stackoverflow.com/questions/13266277/how-do-i-call-async-methods-in-asp-net-c-4-0,How do I call async methods in asp.net C# 4.0?,13266348.0,CC BY-SA 3.0,,,,
580,"['c#', 'asp.net', 'iis-7', 'console-application', 'app-config']",,"{'account_id': 1771346, 'reputation': 1455, 'user_id': 1616038, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/391ffb16127ca0c5d4e67e4d65607faa?s=256&d=identicon&r=PG', 'display_name': 'Mahesh', 'link': 'https://stackoverflow.com/users/1616038/mahesh'}",True,59384,2,101,1564071713,1354185540,1564071713.0,13623896,https://stackoverflow.com/questions/13623896/only-one-configsections-element-allowed-per-config-file-and-if-present-must-be-t,Only one configSections element allowed per config file and if present must be the first child of the root configuration element,13623937.0,CC BY-SA 4.0,,,,
581,['c#'],,"{'account_id': 32685, 'reputation': 14410, 'user_id': 90859, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/2123a66ff1a7b382e9007d36a5823153?s=256&d=identicon&r=PG', 'display_name': 'UserControl', 'link': 'https://stackoverflow.com/users/90859/usercontrol'}",True,3177,4,7,1563471180,1352060123,,13222448,https://stackoverflow.com/questions/13222448/override-tostring-implementation-of-anonymous-objects,Override ToString() implementation of anonymous objects,13222493.0,CC BY-SA 3.0,,,,
582,"['c#', 'wpf', 'caliburn.micro', 'wpf-4.0']",,"{'account_id': 460664, 'reputation': 3943, 'user_id': 861902, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/RrdxJ.jpg?s=256&g=1', 'display_name': 'Jatin', 'link': 'https://stackoverflow.com/users/861902/jatin'}",True,13416,2,9,1563386731,1354029717,1354113889.0,13587368,https://stackoverflow.com/questions/13587368/no-target-found-for-method-thrown-by-caliburn-message-attach,&quot;No target found for method&quot; thrown by Caliburn Message.Attach(),13601274.0,CC BY-SA 3.0,,,,
583,"['c#', 'asp.net', 'alert']",,"{'account_id': 1955492, 'reputation': 21, 'user_id': 1758569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d33d05f33b6853db49750263affb359?s=256&d=identicon&r=PG', 'display_name': 'Richard Waher', 'link': 'https://stackoverflow.com/users/1758569/richard-waher'}",True,221,1,1,1563264179,1353826601,1563264179.0,13548978,https://stackoverflow.com/questions/13548978/why-is-this-alertbox-not-appearing,Why is this alertbox not appearing?,,CC BY-SA 4.0,,,,
584,"['c#', '.net', 'compact-framework', 'wifi']",,"{'account_id': 1104124, 'reputation': 2175, 'user_id': 1095899, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/1ebc6c4e1d046b118d73f86aca511ea0?s=256&d=identicon&r=PG&f=1', 'display_name': 'abc', 'link': 'https://stackoverflow.com/users/1095899/abc'}",True,1088,3,-2,1563233163,1352132184,1495542463.0,13236032,https://stackoverflow.com/questions/13236032/get-host-ips-of-wireless-network,Get Host-IPs of wireless network,13236100.0,CC BY-SA 3.0,,,,
585,"['c#', 'data-binding', 'idynamicobject']",,"{'account_id': 21792, 'reputation': 13997, 'user_id': 53262, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/01565fa08a77443f3a952ed174c1d354?s=256&d=identicon&r=PG', 'display_name': 'Dhanapal', 'link': 'https://stackoverflow.com/users/53262/dhanapal'}",True,1623,1,1,1563228056,1353050060,1354809110.0,13412030,https://stackoverflow.com/questions/13412030/dynamic-auto-updating-to-ui-grid-binding-list-in-c-winform,"Dynamic Auto updating (to UI, Grid) binding list in C# Winform?",,CC BY-SA 3.0,,,,
586,"['c#', 'excel', 'com']",,"{'account_id': 441531, 'reputation': 565, 'user_id': 831687, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/15ed4ff04c5a8c408f3c4b9663907b9e?s=256&d=identicon&r=PG', 'display_name': 'tuj', 'link': 'https://stackoverflow.com/users/831687/tuj'}",True,4605,4,2,1563197741,1353513964,1355229993.0,13497250,https://stackoverflow.com/questions/13497250/excel-interop-com-doesnt-close,Excel interop COM doesn&#39;t close,13823305.0,CC BY-SA 3.0,,,,
587,"['c#', 'wpf', 'storyboard']",,"{'account_id': 99426, 'reputation': 8383, 'user_id': 268581, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/d602eadb9367e8c1a2e00c0bef73555c?s=256&d=identicon&r=PG', 'display_name': 'dharmatech', 'link': 'https://stackoverflow.com/users/268581/dharmatech'}",True,876,2,3,1563196660,1352018630,,13217221,https://stackoverflow.com/questions/13217221/settarget-vs-registername-settargetname,SetTarget vs RegisterName/SetTargetName,,CC BY-SA 3.0,,,,
588,"['c#', 'web-services', 'excel-dna']",,"{'account_id': 134833, 'reputation': 79, 'user_id': 337241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/903ee2bdb34a59c2b26b12dc0cf84eb9?s=256&d=identicon&r=PG', 'display_name': 'hexboy', 'link': 'https://stackoverflow.com/users/337241/hexboy'}",True,4465,3,1,1562929183,1351874103,,13199432,https://stackoverflow.com/questions/13199432/excel-add-in-not-loading-app-config-with-service-reference-config-information,Excel Add-In not loading app.config with service reference config information,,CC BY-SA 3.0,,,,
589,"['c#', 'asp.net', '.net', 'database', 'linq-to-sql']",,"{'account_id': 1771497, 'reputation': 3002, 'user_id': 1616171, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/c046cdbce05428cd11dfb6b878c23293?s=256&d=identicon&r=PG', 'display_name': 'Usman Khalid', 'link': 'https://stackoverflow.com/users/1616171/usman-khalid'}",True,2508,4,3,1562830545,1353227101,1353299655.0,13438583,https://stackoverflow.com/questions/13438583/linq-to-sql-query-returning-same-record-twice,Linq to Sql Query returning same record twice,13448185.0,CC BY-SA 3.0,,,,
590,"['c#', 'sockets', 'socketasynceventargs']",,"{'account_id': 1940115, 'reputation': 109, 'user_id': 1746492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06fc1d04b3ab87d4d860fb207873bb92?s=256&d=identicon&r=PG', 'display_name': 'tianyi', 'link': 'https://stackoverflow.com/users/1746492/tianyi'}",False,1102,1,3,1562685183,1352168839,1548986554.0,13243462,https://stackoverflow.com/questions/13243462/is-it-worth-to-pool-socketasynceventargs-for-reuse-in-this-scenario,Is it worth to pool SocketAsyncEventArgs for reuse in this scenario?,,CC BY-SA 4.0,,,,
591,"['c#', 'excel', 'com-interop']",,"{'account_id': 280048, 'reputation': 15449, 'user_id': 575530, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/32e5c8d7e5bcf2abcc05090a79d467a4?s=256&d=identicon&r=PG', 'display_name': 'dumbledad', 'link': 'https://stackoverflow.com/users/575530/dumbledad'}",True,9943,2,2,1562582167,1353695588,1562582167.0,13534241,https://stackoverflow.com/questions/13534241/use-interop-and-c-to-count-the-rows-in-an-excel-spreadsheets-worksheet-with-da,Use interop and c# to count the rows in an Excel spreadsheet&#39;s worksheet with data in,13534642.0,CC BY-SA 4.0,,,,
592,"['c#', 'jquery', 'asp.net-mvc-4']",,"{'account_id': 1730973, 'reputation': 1277, 'user_id': 1584591, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/8fe52ad5f7081aefc811d203283affd5?s=256&d=identicon&r=PG', 'display_name': 'Amit Kumar', 'link': 'https://stackoverflow.com/users/1584591/amit-kumar'}",False,74,2,-1,1562489479,1352273415,1562489479.0,13265047,https://stackoverflow.com/questions/13265047/mvc-4-0-assign-model-property-to-jquery-variable,MVC 4.0 assign model property to jQuery variable,,CC BY-SA 4.0,,,,
593,['c#'],,"{'account_id': 33442, 'reputation': 22671, 'user_id': 93647, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/Ax2MN.png?s=256&g=1', 'display_name': 'Oleg Vazhnev', 'link': 'https://stackoverflow.com/users/93647/oleg-vazhnev'}",True,94663,4,38,1562249695,1352383728,1562249695.0,13290603,https://stackoverflow.com/questions/13290603/how-to-convert-int-to-uint,how to convert int to uint,13290776.0,CC BY-SA 4.0,,,,
594,"['c#', 'c#-4.0', 'globalization', 'cultureinfo', 'invariantculture']",,"{'account_id': 118974, 'reputation': 22034, 'user_id': 310370, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9e2286b1ad0b7f20a5dbe9114a0a1bda?s=256&d=identicon&r=PG', 'display_name': 'MonsterMMORPG', 'link': 'https://stackoverflow.com/users/310370/monstermmorpg'}",True,125746,3,62,1561712056,1352768858,1387590265.0,13354211,https://stackoverflow.com/questions/13354211/how-to-set-default-culture-info-for-entire-c-application,how to set default culture info for entire c# application,13354246.0,CC BY-SA 3.0,,,,
595,"['c#', '.net', 'hyperlink', 'itextsharp']",,"{'account_id': 96297, 'reputation': 33, 'user_id': 261787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe1d49a40466b96fded9e55dae90a753?s=256&d=identicon&r=PG', 'display_name': 'dazzler77', 'link': 'https://stackoverflow.com/users/261787/dazzler77'}",True,6916,2,3,1561621300,1353307403,,13448853,https://stackoverflow.com/questions/13448853/how-do-i-insert-a-hyperlink-to-another-page-with-itextsharp-in-an-existing-pdf,How do I insert a hyperlink to another page with iTextSharp in an existing PDF?,,CC BY-SA 3.0,,,,
596,"['c#', 'asp.net', 'ddl']",,"{'account_id': 2027309, 'reputation': 4563, 'user_id': 1811956, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/25eb8368017ee27392ed02c9607b2265?s=256&d=identicon&r=PG', 'display_name': 'IsraGab', 'link': 'https://stackoverflow.com/users/1811956/isragab'}",True,622,2,0,1561468333,1353859562,1353860035.0,13552766,https://stackoverflow.com/questions/13552766/dynamic-dropdownlist,Dynamic DropdownList,13554353.0,CC BY-SA 3.0,,,,
597,"['c#', 'boolean', 'default']",,"{'account_id': 472161, 'reputation': 5356, 'user_id': 880472, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/yboH2.jpg?s=256&g=1', 'display_name': 'eMi', 'link': 'https://stackoverflow.com/users/880472/emi'}",True,54337,7,27,1560927253,1352473129,,13310410,https://stackoverflow.com/questions/13310410/change-the-default-value-of-boolean,Change The Default Value of Boolean,13310456.0,CC BY-SA 3.0,,,,
598,['c#'],,"{'account_id': 87649, 'reputation': 6470, 'user_id': 242924, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/pGNbw.png?s=256&g=1', 'display_name': 'afuzzyllama', 'link': 'https://stackoverflow.com/users/242924/afuzzyllama'}",True,19418,3,8,1560864477,1352854076,,13371433,https://stackoverflow.com/questions/13371433/possible-to-store-references-to-objects-in-list,Possible to store references to objects in list?,13371492.0,CC BY-SA 3.0,,,,
599,"['c#', 'shiro']",,"{'account_id': 946647, 'reputation': 87, 'user_id': 973779, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e549f9ebcbed03eeb40e0c7129409a6c?s=256&d=identicon&r=PG', 'display_name': 'user973779', 'link': 'https://stackoverflow.com/users/973779/user973779'}",True,809,1,-1,1560675727,1352833470,,13367035,https://stackoverflow.com/questions/13367035/need-shiro-c-client,Need Shiro C# client,13383918.0,CC BY-SA 3.0,,,,
600,"['c#', 'windows', 'events']",,"{'account_id': 1992454, 'reputation': 109, 'user_id': 1786176, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/594af5496058b1031d5a26143e06acee?s=256&d=identicon&r=PG', 'display_name': 'user1786176', 'link': 'https://stackoverflow.com/users/1786176/user1786176'}",True,2408,2,2,1560415944,1352228200,,13257499,https://stackoverflow.com/questions/13257499/how-to-create-critical-events-for-windows-event-viewer,How to create CRITICAL events for Windows Event Viewer?,13274721.0,CC BY-SA 3.0,,,,
601,"['c#', 'json.net']",,"{'account_id': 1374878, 'reputation': 8138, 'user_id': 1309076, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/f4048f9613c3122307c58c7ae24875e4?s=256&d=identicon&r=PG', 'display_name': 'Mdb', 'link': 'https://stackoverflow.com/users/1309076/mdb'}",True,323685,6,305,1560324460,1353934339,1541596914.0,13565245,https://stackoverflow.com/questions/13565245/convert-newtonsoft-json-linq-jarray-to-a-list-of-specific-object-type,Convert Newtonsoft.Json.Linq.JArray to a list of specific object type,13565373.0,CC BY-SA 4.0,1429732263.0,,,
602,['c#'],,"{'account_id': 218817, 'reputation': 3198, 'user_id': 475337, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/b2a49b44003c76c8d26045cc88823fff?s=256&d=identicon&r=PG', 'display_name': 'hidden', 'link': 'https://stackoverflow.com/users/475337/hidden'}",True,1076,2,0,1559627448,1353964794,1353969240.0,13573343,https://stackoverflow.com/questions/13573343/how-do-i-find-my-url-dynamically-httpclient-c,How do I find my url dynamically ? HttpClient C#,13573396.0,CC BY-SA 3.0,,,,
603,"['c#', 'winforms', 'label', 'newline', 'windows-applications']",,"{'account_id': 99431, 'reputation': 19172, 'user_id': 268588, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/idoZ0.jpg?s=256&g=1', 'display_name': 'SilverLight', 'link': 'https://stackoverflow.com/users/268588/silverlight'}",True,107030,5,41,1559318465,1352398227,1449126661.0,13295116,https://stackoverflow.com/questions/13295116/add-newline-to-labels-text-at-design-time,Add NewLine to label&#39;s Text at design time,13295238.0,CC BY-SA 3.0,,,,
604,"['c#', '.net', 'vb.net', 'aspose']",,"{'account_id': 1065851, 'reputation': 3892, 'user_id': 1066445, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/106186901e61e1c30cfca08139203b88?s=256&d=identicon&r=PG', 'display_name': 'Art F', 'link': 'https://stackoverflow.com/users/1066445/art-f'}",True,5136,4,4,1559306874,1353342594,1353349233.0,13458083,https://stackoverflow.com/questions/13458083/converting-excel-powerpoint-pdf-and-word-to-images-in-net-using-aspose,"Converting Excel, PowerPoint, PDF, and Word to Images in .NET using Aspose",13469410.0,CC BY-SA 3.0,,,,
605,"['c#', 'linq']",,"{'account_id': 398524, 'reputation': 59180, 'user_id': 763246, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/d2f7005751155ae989d5f772b96faac6?s=256&d=identicon&r=PG', 'display_name': 'James Hill', 'link': 'https://stackoverflow.com/users/763246/james-hill'}",True,9905,4,12,1559211327,1351701888,1351702319.0,13162830,https://stackoverflow.com/questions/13162830/forgiving-fuzzy-search-with-linq,Forgiving/Fuzzy search with LINQ,13163122.0,CC BY-SA 3.0,,,,
606,"['c#', '.net', 'wpf', 'xaml', 'controltemplate']",,"{'account_id': 105894, 'reputation': 8482, 'user_id': 282328, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/7b72e2f284edbf550703eaf56ea3370b?s=256&d=identicon&r=PG', 'display_name': 'Poma', 'link': 'https://stackoverflow.com/users/282328/poma'}",True,1029,3,3,1559057377,1354287263,1374601950.0,13647545,https://stackoverflow.com/questions/13647545/scrollviewer-control-template-breaks-textboxes,ScrollViewer control template breaks textboxes,,CC BY-SA 3.0,,,,
607,"['c#', 'asp.net']",,"{'account_id': 1685099, 'reputation': 368, 'user_id': 1548570, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94e0f56d92ad09344e3e9c4b50d1b3c3?s=256&d=identicon&r=PG', 'display_name': 'Vikas', 'link': 'https://stackoverflow.com/users/1548570/vikas'}",True,16283,6,4,1559049587,1353042621,1353043347.0,13410835,https://stackoverflow.com/questions/13410835/how-to-create-a-csv-file-in-asp-net,How to create a .csv file in asp.net?,,CC BY-SA 3.0,,,,
608,"['c#', '.net', 'asp.net-mvc-4', 'asp.net-mvc-routing']",,"{'account_id': 20846, 'reputation': 1023, 'user_id': 50179, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/24e56713d82582ef91157bf3fd68fef1?s=256&d=identicon&r=PG', 'display_name': 'melkisadek', 'link': 'https://stackoverflow.com/users/50179/melkisadek'}",True,48188,4,6,1558938739,1352088488,1352090980.0,13225786,https://stackoverflow.com/questions/13225786/passing-multiple-parameters-from-url-to-html-actionlink,Passing multiple parameters from url to html.actionlink,13225835.0,CC BY-SA 3.0,,,,
609,"['c#', 'flatten', 'automapper-2']",,"{'account_id': 18930, 'reputation': 1568, 'user_id': 43866, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/fd58a0f0dac90cc9d258da5047104c40?s=256&d=identicon&r=PG', 'display_name': 'Bryan Slatner', 'link': 'https://stackoverflow.com/users/43866/bryan-slatner'}",True,13334,3,9,1558705822,1352693310,1352693467.0,13338262,https://stackoverflow.com/questions/13338262/automapper-and-flattening-nested-arrays,AutoMapper and flattening nested arrays,13338523.0,CC BY-SA 3.0,,,,
610,"['c#', 'types', 'int32']",,"{'account_id': 157784, 'reputation': 31715, 'user_id': 375966, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/add92525ab635b5119671269d24c1449?s=256&d=identicon&r=PG', 'display_name': 'Afshin Mehrabani', 'link': 'https://stackoverflow.com/users/375966/afshin-mehrabani'}",True,49212,6,24,1558401669,1352110787,1558401669.0,13230041,https://stackoverflow.com/questions/13230041/why-is-int32s-maximum-value-0x7fffffff,Why is Int32&#39;s maximum value 0x7FFFFFFF?,13230065.0,CC BY-SA 4.0,,,,
611,['c#'],,"{'account_id': 1917245, 'reputation': 647, 'user_id': 1729597, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/b55c4f5c519408bcffd61d44557bfab8?s=256&d=identicon&r=PG', 'display_name': 'Mick', 'link': 'https://stackoverflow.com/users/1729597/mick'}",True,47276,7,36,1558357061,1352912833,1352914309.0,13383643,https://stackoverflow.com/questions/13383643/c-need-to-remove-last-folder-from-file-name-path,C#: Need to remove last folder from file name path,13383832.0,CC BY-SA 3.0,,,,
612,"['c#', 'wpf', 'mvvm', 'event-handling', 'eventaggregator']",,"{'account_id': 396102, 'reputation': 3854, 'user_id': 1466627, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/92469e840b4bbf7971a7b0b02a6fc577?s=256&d=identicon&r=PG', 'display_name': 'Bob.', 'link': 'https://stackoverflow.com/users/1466627/bob'}",True,5055,2,11,1557850538,1353936292,1353939085.0,13565774,https://stackoverflow.com/questions/13565774/when-should-i-use-an-event-handler-over-an-event-aggregator,When should I use an event handler over an event aggregator?,13566213.0,CC BY-SA 3.0,,,,
613,"['c#', 'scope']",,"{'account_id': 1860280, 'reputation': 16941, 'user_id': 1684977, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/S7rNa.jpg?s=256&g=1', 'display_name': 'Ravindra Bagale', 'link': 'https://stackoverflow.com/users/1684977/ravindra-bagale'}",True,107,1,1,1557644480,1352988530,1557644480.0,13399185,https://stackoverflow.com/questions/13399185/scope-clashes-for-fields-local-variables,Scope clashes for fields &amp; local variables,13399261.0,CC BY-SA 4.0,,,,
614,"['c#', 'scope']",,"{'account_id': 1860280, 'reputation': 16941, 'user_id': 1684977, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/S7rNa.jpg?s=256&g=1', 'display_name': 'Ravindra Bagale', 'link': 'https://stackoverflow.com/users/1684977/ravindra-bagale'}",True,133,3,1,1557644064,1352987291,1557644064.0,13398809,https://stackoverflow.com/questions/13398809/why-hiding-is-not-supported-here,why hiding is not supported here,13398835.0,CC BY-SA 4.0,,,,
615,"['c#', 'sql', 'csv', 'oledb']",,"{'account_id': 221353, 'reputation': 2316, 'user_id': 479276, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ff410a6faffe3926bdd635ae49b9f1ff?s=256&d=identicon&r=PG', 'display_name': 'okrumnow', 'link': 'https://stackoverflow.com/users/479276/okrumnow'}",True,2989,1,2,1557478805,1354281087,1354608622.0,13645958,https://stackoverflow.com/questions/13645958/oledb-reading-csv-file-returns-first-column-only,OLEDB reading CSV file returns first column only,13700562.0,CC BY-SA 3.0,,,,
616,"['c#', 'wpf', 'wpfdatagrid']",,"{'account_id': 248221, 'reputation': 1545, 'user_id': 523451, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d859b549b288cbe3e0bc89cb5384d8fe?s=256&d=identicon&r=PG', 'display_name': 'Hussein Khalil', 'link': 'https://stackoverflow.com/users/523451/hussein-khalil'}",True,12653,7,14,1557389205,1352996781,1352998129.0,13401869,https://stackoverflow.com/questions/13401869/wpf-datagrid-clear-column-sorting,WPF Datagrid: Clear column sorting,,CC BY-SA 3.0,,,,
617,"['c#', 'excel']",,"{'account_id': 907029, 'reputation': 1381, 'user_id': 941694, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/dd653cc0c324a5864c69fa1679479812?s=256&d=identicon&r=PG', 'display_name': 'Mizmor', 'link': 'https://stackoverflow.com/users/941694/mizmor'}",True,14887,4,11,1557339921,1351896422,1351898684.0,13204064,https://stackoverflow.com/questions/13204064/turn-off-filters,Turn Off Filters,13204989.0,CC BY-SA 3.0,,,,
618,"['c#', 'asp.net', 'mysql', 'arabic']",,"{'account_id': 948537, 'reputation': 360, 'user_id': 975236, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/D7X5J.jpg?s=256&g=1', 'display_name': 'suhail', 'link': 'https://stackoverflow.com/users/975236/suhail'}",True,5140,6,2,1556550101,1353254498,1353421350.0,13441787,https://stackoverflow.com/questions/13441787/how-to-insert-arabic-into-mysql-from-asp-net-c,how to insert arabic into mysql from asp.net C#,13441874.0,CC BY-SA 3.0,,,,
619,"['c#', 'c#-5.0', 'language-specifications']",,"{'account_id': 1966542, 'reputation': 4352, 'user_id': 1766655, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e17b1903d081b5e2acf3e2e08bc2a660?s=256&d=identicon&r=PG', 'display_name': 'Mishax', 'link': 'https://stackoverflow.com/users/1766655/mishax'}",True,11135,2,38,1555998425,1353389249,1486152484.0,13467103,https://stackoverflow.com/questions/13467103/where-can-i-find-the-c-5-language-specification,Where can I find the C# 5 language specification?,17044865.0,,,1623579427.0,Not suitable for this site,
620,"['c#', 'gdi', 'word-wrap']",,"{'account_id': 329570, 'reputation': 1052, 'user_id': 653160, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/6c05ad152a8209777ff9bd51695d0a11?s=256&d=identicon&r=PG', 'display_name': 'Napoleon', 'link': 'https://stackoverflow.com/users/653160/napoleon'}",True,2350,3,0,1555590521,1352465406,1555590521.0,13308387,https://stackoverflow.com/questions/13308387/c-gdi-wrap-text-w-o-textrenderer,C# GDI+ wrap text (w/o TextRenderer),13309277.0,CC BY-SA 4.0,,,,
621,"['c#', 'configurationsection']",,"{'account_id': 102882, 'reputation': 1721, 'user_id': 275890, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6bb8ee39b3506790b413006a68483e49?s=256&d=identicon&r=PG', 'display_name': 'bombo', 'link': 'https://stackoverflow.com/users/275890/bombo'}",True,3095,2,5,1555558991,1352813999,1352815844.0,13361734,https://stackoverflow.com/questions/13361734/how-to-loop-through-configurationsection,How to loop through configurationSection,,CC BY-SA 3.0,,,,
622,"['c#', 'resources']",,"{'account_id': 1167770, 'reputation': 32480, 'user_id': 1145666, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/rXvMA.jpg?s=256&g=1', 'display_name': 'Bart Friederichs', 'link': 'https://stackoverflow.com/users/1145666/bart-friederichs'}",True,67448,5,33,1555501638,1351855568,,13194293,https://stackoverflow.com/questions/13194293/getting-a-string-dynamically-from-strings-resources,Getting a string dynamically from strings resources,13194532.0,CC BY-SA 3.0,,,,
623,"['c#', 'cultureinfo', 'culture', 'hebrew', 'right-to-left']",,"{'account_id': 156404, 'reputation': 42593, 'user_id': 373674, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/d17100c0741fe5953a8818a46956d624?s=256&d=identicon&r=PG', 'display_name': 'amateur', 'link': 'https://stackoverflow.com/users/373674/amateur'}",True,1255,1,6,1555448350,1351872929,1370432288.0,13199110,https://stackoverflow.com/questions/13199110/can-i-get-the-text-direction-from-the-culture-code,can I get the text direction from the culture code?,13377148.0,CC BY-SA 3.0,,,,
624,"['c#', 'string', 'input', 'formatexception', 'unhandled']",,"{'account_id': 2016685, 'reputation': 601, 'user_id': 1803829, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d487bb1eb8f3261fd8eaa48719db0cad?s=256&d=identicon&r=PG', 'display_name': 'Danny', 'link': 'https://stackoverflow.com/users/1803829/danny'}",True,8453,3,2,1555414642,1352479910,1352497415.0,13312411,https://stackoverflow.com/questions/13312411/why-am-i-getting-a-formatexception-was-unhandled-error,Why am I getting a FormatException was unhandled error?,13312448.0,CC BY-SA 3.0,,,,
625,"['c#', 'json', 'json.net']",,"{'account_id': 30506, 'reputation': 1020, 'user_id': 83219, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/938a6e36554603433ad6ddca5ea315d9?s=256&d=identicon&r=PG', 'display_name': 'andyJ', 'link': 'https://stackoverflow.com/users/83219/andyj'}",True,21561,4,6,1555385861,1353432688,,13478767,https://stackoverflow.com/questions/13478767/removing-elements-from-json-based-on-a-condition-in-c,Removing elements from JSON based on a condition in C#,13479428.0,CC BY-SA 3.0,,,,
626,"['c#', '.net', 'dependency-injection', 'rabbitmq']",,"{'account_id': 360569, 'reputation': 7448, 'user_id': 702627, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e96c4c0e797bdd50fa0beeff740218eb?s=256&d=identicon&r=PG', 'display_name': 'tmesser', 'link': 'https://stackoverflow.com/users/702627/tmesser'}",True,8092,2,7,1555080395,1351787030,1351787356.0,13181328,https://stackoverflow.com/questions/13181328/rabbitmq-injecting-the-connection-factory,RabbitMQ: Injecting the connection factory,13181533.0,CC BY-SA 3.0,,,,
