,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
481,"['c#', 'visual-studio-code']","{'account_id': 19633131, 'reputation': 11, 'user_id': 14370964, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nRZXk.jpg?s=256&g=1', 'display_name': 'Fire-Source', 'link': 'https://stackoverflow.com/users/14370964/fire-source'}",True,74,1,-1,1614980992,1602086599,64247950,,https://stackoverflow.com/questions/64247950/is-their-a-way-to-decrease-a-number-10-7-20-3-5-21-update,Is their a way to decrease a number? 10/7/20 - 3/5/21 *update*,64249217.0,1614980992.0,1602149611.0,Needs details or clarity,
482,"['c#', '.net', 'visual-studio', 'command-line', 'build']","{'account_id': 10335054, 'reputation': 133, 'user_id': 7623490, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10158183142245304/picture?type=large', 'display_name': 'Jeremy Buentello', 'link': 'https://stackoverflow.com/users/7623490/jeremy-buentello'}",True,65,1,0,1614789577,1603985841,64594411,CC BY-SA 4.0,https://stackoverflow.com/questions/64594411/net-core-visual-studio-project-command-line-build-same-as-right-clicking-build,.Net Core Visual Studio project command line build same as right-clicking build,66461271.0,,,,
483,"['c#', 'identityserver4', 'asp.net-core-identity', 'returnurl']","{'account_id': 1062512, 'reputation': 43, 'user_id': 1063840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af09e88e72139747d968fbad961ee01f?s=256&d=identicon&r=PG', 'display_name': 'Jumpy', 'link': 'https://stackoverflow.com/users/1063840/jumpy'}",False,560,1,0,1614781618,1602068188,64242623,CC BY-SA 4.0,https://stackoverflow.com/questions/64242623/identity-server-4-asp-net-core-identity-and-registration-return-url,"Identity Server 4, ASP.NET Core Identity and registration return url",,,,,
484,"['c#', 'performance', 'jit', 'inlining', 'system.numerics']","{'account_id': 10757759, 'reputation': 173, 'user_id': 7915186, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-QEvIo5vvuWk/AAAAAAAAAAI/AAAAAAAAADI/ulxcsDyxJJo/photo.jpg?sz=256', 'display_name': 'Gilad Freidkin', 'link': 'https://stackoverflow.com/users/7915186/gilad-freidkin'}",True,136,1,2,1614773084,1602293388,64289105,CC BY-SA 4.0,https://stackoverflow.com/questions/64289105/c-weird-inline-behavior-for-generic-methods-possible-bug,C# Weird inline behavior for generic methods - possible bug,66456709.0,,,,
485,"['c#', 'selenium', 'selenium-webdriver', 'automation']","{'account_id': 19306176, 'reputation': 141, 'user_id': 14112939, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5536c94caaa0e00fbba40692b9f51d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'getCritical', 'link': 'https://stackoverflow.com/users/14112939/getcritical'}",True,6030,1,1,1614765433,1602133879,64256162,CC BY-SA 4.0,https://stackoverflow.com/questions/64256162/getting-a-move-target-out-of-bounds-exception-when-trying-to-click-at-a-specif,Getting a &quot;move target out of bounds&quot; exception when trying to click at a specific x and y coordinate,,1602138428.0,,,
486,"['c#', 'mysql', 'entity-framework-core']","{'account_id': 13429807, 'reputation': 1447, 'user_id': 9689945, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9UH4F.png?s=256&g=1', 'display_name': 'Valentyn Hruzytskyi', 'link': 'https://stackoverflow.com/users/9689945/valentyn-hruzytskyi'}",True,545,1,-2,1614758672,1603041274,64416116,CC BY-SA 4.0,https://stackoverflow.com/questions/64416116/c-no-service-for-type-context-has-been-registered-database-connection-issue,c#: No service for type *Context has been registered. Database connection issue,64416213.0,1603370278.0,,,
487,"['c#', 'asp.net', 'http', 'authorization', 'apple-id']","{'account_id': 14938399, 'reputation': 53, 'user_id': 10785804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a0a27997c40847ab19fdbb1ca4e8f79?s=256&d=identicon&r=PG', 'display_name': 'CHKAM', 'link': 'https://stackoverflow.com/users/10785804/chkam'}",True,929,1,2,1614720108,1602245617,64279835,CC BY-SA 4.0,https://stackoverflow.com/questions/64279835/apple-id-authentication-in-net-asp-net-framework-unsupported-grant-type-error,Apple ID Authentication in .net ASP.NET framework Unsupported Grant Type error,66439239.0,1602246267.0,,,
488,"['c#', 'ssh']","{'account_id': 3161275, 'reputation': 55, 'user_id': 2672332, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1eb5b005da21ab61d38f6e4c02fa8ea6?s=256&d=identicon&r=PG', 'display_name': 'user2672332', 'link': 'https://stackoverflow.com/users/2672332/user2672332'}",False,1120,1,0,1614608497,1602602365,64338127,CC BY-SA 4.0,https://stackoverflow.com/questions/64338127/renci-sshnet-preaccept-key-with-known-fingerprint,Renci.SshNet preaccept key with known fingerprint,,,,,
489,"['c#', 'razor', 'blazor', 'blazor-server-side']","{'account_id': 388206, 'reputation': 213, 'user_id': 746987, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/0d568495d2c81a075c32ec6e6ff9d058?s=256&d=identicon&r=PG', 'display_name': 'Shuvra', 'link': 'https://stackoverflow.com/users/746987/shuvra'}",True,1158,1,2,1614595050,1603462357,64501654,CC BY-SA 4.0,https://stackoverflow.com/questions/64501654/use-model-display-name-for-blazor-validation-message-from-custom-inputselect,Use Model Display name for Blazor Validation message from Custom InputSelect,,1603804575.0,,,
490,"['c#', 'parameters', 'parameter-passing', 'overloading', 'method-call']","{'account_id': 7505800, 'reputation': 178, 'user_id': 5767536, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/20Vuy.png?s=256&g=1', 'display_name': 'H3sDW11e', 'link': 'https://stackoverflow.com/users/5767536/h3sdw11e'}",True,144,1,0,1614553041,1603109913,64427191,CC BY-SA 4.0,https://stackoverflow.com/questions/64427191/how-to-call-named-params-parameter-edit-overloading-suggestion,How to call named params parameter? Edit: Overloading Suggestion;,,1614553041.0,,,
491,"['c#', 'dynamics-crm']","{'account_id': 1167104, 'reputation': 4039, 'user_id': 1145114, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/7bfed7438c368b3758b48965bc4545d6?s=256&d=identicon&r=PG', 'display_name': 'Luiso', 'link': 'https://stackoverflow.com/users/1145114/luiso'}",False,111,1,1,1614299488,1604082918,64614012,CC BY-SA 4.0,https://stackoverflow.com/questions/64614012/dynamics-crm-workflow-inheritance-with-output-parameters,Dynamics CRM Workflow inheritance with output parameters,,,,,
492,"['c#', 'wpf', 'datagrid']","{'account_id': 18188556, 'reputation': 19, 'user_id': 13234788, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Qglwh.jpg?s=256&g=1', 'display_name': 'Athina Spanou', 'link': 'https://stackoverflow.com/users/13234788/athina-spanou'}",False,278,2,1,1614275356,1602772440,64373933,CC BY-SA 4.0,https://stackoverflow.com/questions/64373933/clicking-on-the-column-name-of-the-datagrid-generates-system-invalidoperationexc,Clicking on the column name of the DataGrid generates System.InvalidOperationException,,1602773270.0,,,
493,"['c#', 'unity3d', 'hololens']","{'account_id': 18204981, 'reputation': 111, 'user_id': 13248502, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d3f9a5989c307cd577b2c09887815f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'man_with_finite_freetime', 'link': 'https://stackoverflow.com/users/13248502/man-with-finite-freetime'}",False,170,1,0,1614170573,1601973074,64222084,CC BY-SA 4.0,https://stackoverflow.com/questions/64222084/problems-with-accessing-parameters-of-mediaframesourcegroup-on-hololens-2,Problems with accessing parameters of MediaFrameSourceGroup on HoloLens 2,,1614170573.0,,,
494,"['c#', 'class', 'constructor', 'chaining']","{'account_id': 18953795, 'reputation': 1, 'user_id': 13830849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/942db400a55e4db018b5d32cc36da327?s=256&d=identicon&r=PG&f=1', 'display_name': 'SamF', 'link': 'https://stackoverflow.com/users/13830849/samf'}",True,530,3,0,1614084954,1602318538,64291477,CC BY-SA 4.0,https://stackoverflow.com/questions/64291477/c-constructor-chaining-default-constructor,c# constructor chaining/default constructor,,1602318639.0,,,
495,"['c#', 'blazor', 'blazor-client-side', 'blazor-webassembly']","{'account_id': 14555055, 'reputation': 139, 'user_id': 10512831, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc157876cdfcbcb328f70114b04aaae9?s=256&d=identicon&r=PG&f=1', 'display_name': 'seraj', 'link': 'https://stackoverflow.com/users/10512831/seraj'}",False,716,0,4,1614079034,1603873198,64568902,CC BY-SA 4.0,https://stackoverflow.com/questions/64568902/blazor-wasm-hosted-client-side-console-exception-after-release,Blazor Wasm Hosted Client Side (console) Exception After Release,,,,,
496,"['c#', 'vb.net']","{'account_id': 6328169, 'reputation': 151, 'user_id': 4913940, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/5bd5c72fa65c06f5b72842ff2a08d4e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/4913940/tom'}",True,72,1,-2,1614016491,1602538583,64325645,CC BY-SA 4.0,https://stackoverflow.com/questions/64325645/what-is-syntax-for-creating-a-class-in-c-that-would-be-equal-to-a-module-in-vb,What is syntax for creating a class in C# that would be equal to a Module in VB.net,,1614016491.0,,,
497,"['c#', 'vb.net']","{'account_id': 12567036, 'reputation': 3, 'user_id': 9142629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/85938ce58f627246e053cefb37b63837?s=256&d=identicon&r=PG&f=1', 'display_name': 'M_Hashir', 'link': 'https://stackoverflow.com/users/9142629/m-hashir'}",False,1002,1,0,1613955433,1602151429,64260238,CC BY-SA 4.0,https://stackoverflow.com/questions/64260238/how-to-get-response-of-httprequest-in-case-of-exception-using-leaf-xnet,How to get response of HttpRequest in case of exception using leaf.xnet,,,,,
498,"['c#', 'asp.net-core', 'entity-framework-core', 'xunit', 'nsubstitute']","{'account_id': 11687147, 'reputation': 696, 'user_id': 8556538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebceaef857faf362230b26b2ccec5270?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinit Divekar', 'link': 'https://stackoverflow.com/users/8556538/vinit-divekar'}",True,4366,3,4,1613909277,1602406873,64302270,CC BY-SA 4.0,https://stackoverflow.com/questions/64302270/how-to-mock-entity-frameworks-fromsqlraw-method,How to mock Entity Framework&#39;s FromSqlRaw method?,,1602407278.0,,,
499,"['c#', 'unity3d', 'virtual-reality', 'steamvr']","{'account_id': 19688045, 'reputation': 31, 'user_id': 14413624, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi_FbIoxrXKxLCeKB4B0tFB0OHb7yh_3TUDxiaX=k-s256', 'display_name': 'Saber Fight VR', 'link': 'https://stackoverflow.com/users/14413624/saber-fight-vr'}",False,889,0,3,1613761271,1602160004,64262506,CC BY-SA 4.0,https://stackoverflow.com/questions/64262506/steamvr-on-viveport-missing-controller-bindings-unity,SteamVR on Viveport missing controller bindings (Unity),,1602160771.0,,,
500,"['c#', 'selenium', 'selenium-chromedriver', 'puppeteer-sharp']","{'account_id': 1493879, 'reputation': 1602, 'user_id': 1400290, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/99a8637914d0e8622df541b7c3b837cd?s=256&d=identicon&r=PG', 'display_name': 'user1400290', 'link': 'https://stackoverflow.com/users/1400290/user1400290'}",False,232,0,1,1613756234,1604070981,64611091,CC BY-SA 4.0,https://stackoverflow.com/questions/64611091/c-selenium-with-chrome-driver-not-able-to-execute-multiple-asynchronous-reque,"C# selenium with Chrome Driver - not able to execute multiple asynchronous requests, also puppeteer-sharp is slower than selenium",,1613756234.0,,,
501,"['c#', '.net', 'msbuild', 'integration-testing', 'specflow']","{'account_id': 2686050, 'reputation': 1102, 'user_id': 2320456, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/b289bd9acf5edc9209e5d874ecc429ab?s=256&d=identicon&r=PG', 'display_name': 'Antiohia', 'link': 'https://stackoverflow.com/users/2320456/antiohia'}",True,558,2,1,1613724941,1601917148,64213069,CC BY-SA 4.0,https://stackoverflow.com/questions/64213069/specflow-copy-of-runtimeconfig-json-fails,SpecFlow copy of runtimeconfig.json fails,66274459.0,1601976797.0,,,
502,"['c#', 'unity3d', 'uwp', 'hololens', 'file-writing']","{'account_id': 11521229, 'reputation': 677, 'user_id': 8442938, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bYgz3.jpg?s=256&g=1', 'display_name': 'Michael Kintscher they-them', 'link': 'https://stackoverflow.com/users/8442938/michael-kintscher-they-them'}",True,2460,2,0,1613629733,1602104265,64252219,CC BY-SA 4.0,https://stackoverflow.com/questions/64252219/how-to-write-file-to-hololens-from-uwp-app,How to write file to Hololens from UWP app,64252834.0,,,,
503,"['c#', 'xaml', 'xamarin', 'xamarin.forms', 'xamarin.android']","{'account_id': 19466223, 'reputation': 57, 'user_id': 14372750, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4fdd6b5ac30b75d681c02c375b4a30e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Masha0307', 'link': 'https://stackoverflow.com/users/14372750/masha0307'}",True,67,2,0,1613610747,1601720994,64183222,CC BY-SA 4.0,https://stackoverflow.com/questions/64183222/how-to-make-few-columns-in-listview,How to make few columns in Listview?,64201503.0,1613610747.0,,,
504,"['c#', 'image', 'itext', 'barcode', 'barcode-scanner']","{'account_id': 1317416, 'reputation': 2801, 'user_id': 1263981, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/9c6d393721f4171a1e21f5bb78060baa?s=256&d=identicon&r=PG', 'display_name': 'user1263981', 'link': 'https://stackoverflow.com/users/1263981/user1263981'}",False,208,0,0,1613570130,1603478723,64505730,CC BY-SA 4.0,https://stackoverflow.com/questions/64505730/how-to-add-spaces-between-bar-code-lines-itextsharp,How to add spaces between bar code lines - iTextSharp,,,,,
505,"['c#', '.net', 'reflection', 'xunit']","{'account_id': 2705479, 'reputation': 1595, 'user_id': 2335172, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/vFUCd.jpg?s=256&g=1', 'display_name': 'Tarta', 'link': 'https://stackoverflow.com/users/2335172/tarta'}",True,285,3,1,1613422092,1602784551,64377235,CC BY-SA 4.0,https://stackoverflow.com/questions/64377235/how-to-get-the-name-of-the-instance-disposed-by-using-reflection,How to get the name of the instance disposed by using reflection,66152240.0,,,,
506,"['c#', 'entity-framework-core']","{'account_id': 2129927, 'reputation': 4321, 'user_id': 1890983, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/mtNrR.png?s=256&g=1', 'display_name': 'Mohammad Akbari', 'link': 'https://stackoverflow.com/users/1890983/mohammad-akbari'}",False,138,1,1,1613408543,1603020256,64412730,CC BY-SA 4.0,https://stackoverflow.com/questions/64412730/one-to-many-and-one-to-one-relation-between-two-entity-together-in-entity-framew,One to Many and one to one relation between two entity together in Entity Framework Core,,1603026625.0,,,
507,"['c#', 'wpf', 'mvvm', 'richtextbox']","{'account_id': 16090886, 'reputation': 61, 'user_id': 11614357, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5If1J.png?s=256&g=1', 'display_name': 'LiliumCandidum', 'link': 'https://stackoverflow.com/users/11614357/liliumcandidum'}",False,60,1,0,1613258768,1602670458,64351136,CC BY-SA 4.0,https://stackoverflow.com/questions/64351136/unable-to-get-and-set-the-richtextbox-caretposition-programmatically,Unable to get and set the RichTextBox.CaretPosition programmatically,,1613258768.0,,,
508,"['c#', 'asp.net-core', 'templates', '.net-core', 'routes']","{'account_id': 166270, 'reputation': 124610, 'user_id': 390278, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/84715fec547362389d02f5be0ed12814?s=256&d=identicon&r=PG', 'display_name': 'Jeff Mercado', 'link': 'https://stackoverflow.com/users/390278/jeff-mercado'}",True,269,2,1,1613057055,1602712986,64362121,CC BY-SA 4.0,https://stackoverflow.com/questions/64362121/is-there-an-accessible-builtin-class-to-apply-route-values-to-a-route-template,Is there an accessible builtin class to apply route values to a route template?,,1602713689.0,,,
509,"['c#', 'aspnetboilerplate', 'quartz', 'abp']","{'account_id': 10669960, 'reputation': 1099, 'user_id': 7855321, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FhRhK.png?s=256&g=1', 'display_name': 'Mahyar Mottaghi Zadeh', 'link': 'https://stackoverflow.com/users/7855321/mahyar-mottaghi-zadeh'}",True,151,1,0,1613052762,1601632264,64169559,CC BY-SA 4.0,https://stackoverflow.com/questions/64169559/aspboilerplate-backgroundjobs-database-pooling,ASPBoilerplate BackgroundJobs database pooling,66156378.0,,,,
510,"['c#', 'asp.net', 'asp.net-mvc', 'asp.net-core', 'postman']","{'account_id': 6111033, 'reputation': 69, 'user_id': 4767338, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ulsyd.jpg?s=256&g=1', 'display_name': 'Abdullah-Al-Nahian', 'link': 'https://stackoverflow.com/users/4767338/abdullah-al-nahian'}",False,950,1,-1,1613049258,1603865247,64567293,CC BY-SA 4.0,https://stackoverflow.com/questions/64567293/asp-net-mvc-c-how-to-add-headers-in-http-request,ASP.NET MVC C# - How to add headers in http request,,1603874307.0,,,
511,"['c#', 'unity3d', 'augmented-reality', 'hololens', 'mrtk']","{'account_id': 11521229, 'reputation': 677, 'user_id': 8442938, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bYgz3.jpg?s=256&g=1', 'display_name': 'Michael Kintscher they-them', 'link': 'https://stackoverflow.com/users/8442938/michael-kintscher-they-them'}",True,500,1,2,1612870974,1603685147,64531387,CC BY-SA 4.0,https://stackoverflow.com/questions/64531387/hololens-2-tap-and-head-movement-works-in-unity-but-not-on-hololens,Hololens 2 tap and head movement works in Unity but not on HoloLens,,,,,
512,"['c#', 'microsoft-information-protection']","{'account_id': 2530293, 'reputation': 131, 'user_id': 2198730, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-B_04urH9x4c/AAAAAAAAAAI/AAAAAAAAAhg/KhdrcE576fE/photo.jpg?sz=256', 'display_name': 'Srini K', 'link': 'https://stackoverflow.com/users/2198730/srini-k'}",True,373,1,0,1612568505,1603953678,64586169,CC BY-SA 4.0,https://stackoverflow.com/questions/64586169/using-mip-sdk-how-to-protect-with-custom-permission,Using MIP SDK how to protect with custom permission,,1604322982.0,,,
513,"['c#', 'list', 'entity-framework']","{'account_id': 3314903, 'reputation': 5209, 'user_id': 2787498, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://i.stack.imgur.com/2fw0k.jpg?s=256&g=1', 'display_name': 'SidD', 'link': 'https://stackoverflow.com/users/2787498/sidd'}",False,400,0,1,1612514540,1603490148,64507753,CC BY-SA 4.0,https://stackoverflow.com/questions/64507753/insert-list-in-order-entity-framework,Insert List in Order Entity Framework,,1612514540.0,,,
514,"['c#', 'asp.net', 'azure', 'azure-active-directory', 'msal']","{'account_id': 123993, 'reputation': 641, 'user_id': 318807, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97fc6a6e4aad8c33e13c83f298ba7770?s=256&d=identicon&r=PG&f=1', 'display_name': 'AJ Dhaliwal', 'link': 'https://stackoverflow.com/users/318807/aj-dhaliwal'}",True,1723,2,2,1612498291,1603441492,64496494,CC BY-SA 4.0,https://stackoverflow.com/questions/64496494/what-is-the-relationship-of-msal-to-microsoft-owin-security-openidconnect,What is the relationship of MSAL to Microsoft.Owin.Security.OpenIdConnect?,,,,,
515,"['c#', 'asp.net-core', 'entity-framework-core']","{'account_id': 7982322, 'reputation': 2834, 'user_id': 6023173, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jMLFJgLm_fc/AAAAAAAAAAI/AAAAAAAAABQ/gmYmZGWeEkk/photo.jpg?sz=256', 'display_name': 'Saeed Esmaeelinejad', 'link': 'https://stackoverflow.com/users/6023173/saeed-esmaeelinejad'}",True,550,2,1,1612374393,1603134749,64433761,CC BY-SA 4.0,https://stackoverflow.com/questions/64433761/ef-core-dbcontext-attach-raise-error-argument-types-do-not-match,EF core DbContext.Attach raise error Argument types do not match,66028875.0,1603135726.0,,,
516,"['c#', '.net', '.net-core', 'docfx', 'dotnetcorecli']","{'account_id': 31021, 'reputation': 56670, 'user_id': 84916, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/IaDb2.jpg?s=256&g=1', 'display_name': 'burntsugar', 'link': 'https://stackoverflow.com/users/84916/burntsugar'}",True,1262,1,2,1612372481,1601553814,64155015,CC BY-SA 4.0,https://stackoverflow.com/questions/64155015/error-extracting-metadata-in-docfx-project,Error extracting metadata in docfx project,,1601589644.0,,,
517,"['c#', '.net-core', 'interactive-brokers']","{'account_id': 3353949, 'reputation': 713, 'user_id': 2817374, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2de123d03a191f45d02b6c5a4d362270?s=256&d=identicon&r=PG&f=1', 'display_name': 'null', 'link': 'https://stackoverflow.com/users/2817374/null'}",True,408,1,5,1612362525,1603995795,64597071,CC BY-SA 4.0,https://stackoverflow.com/questions/64597071/making-post-request-from-console-app-results-in-error-403-access-denied,Making POST request from console app results in Error 403 - Access denied,64599431.0,1612362525.0,,,
518,"['c#', 'amazon-s3']","{'account_id': 335278, 'reputation': 4002, 'user_id': 662285, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/e401b1e5e8dab2b5c56a689ff440f5f5?s=256&d=identicon&r=PG', 'display_name': 'Bokambo', 'link': 'https://stackoverflow.com/users/662285/bokambo'}",True,4438,3,1,1611915898,1601499016,64145548,CC BY-SA 4.0,https://stackoverflow.com/questions/64145548/amazons3client-single-connection-vs-new-connection-for-each-call-c,AmazonS3Client Single connection Vs new connection for each call C#,64227057.0,,,,
519,"['c#', 'blazor']","{'account_id': 18802554, 'reputation': 21, 'user_id': 13712577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/172a601ac744099fcb03bdbca2e6770e?s=256&d=identicon&r=PG&f=1', 'display_name': 'AzureNewbie', 'link': 'https://stackoverflow.com/users/13712577/azurenewbie'}",True,3768,2,2,1611799685,1602837120,64385601,CC BY-SA 4.0,https://stackoverflow.com/questions/64385601/blazor-pass-eventcallback-as-class-property-to-component,Blazor Pass EventCallback as Class Property To Component,,,,,
520,"['c#', 'sql-server', 'tsql', 'sql-order-by']","{'account_id': 19770339, 'reputation': 1, 'user_id': 14477443, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9559475bd61b156beb8cd21cbbffc141?s=256&d=identicon&r=PG&f=1', 'display_name': 'DogTail321', 'link': 'https://stackoverflow.com/users/14477443/dogtail321'}",True,86,2,0,1611784115,1603102484,64425318,CC BY-SA 4.0,https://stackoverflow.com/questions/64425318/ideas-on-incorrect-order-by-results,Ideas on incorrect ORDER BY results,,1611784115.0,,,
521,"['c#', 'pdfsharp']","{'account_id': 7873972, 'reputation': 661, 'user_id': 5950343, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/42f5e11ee52ffc474e1d33bc5978dc36?s=256&d=identicon&r=PG&f=1', 'display_name': 'James Tordoff', 'link': 'https://stackoverflow.com/users/5950343/james-tordoff'}",False,573,1,0,1611781746,1601905366,64209860,CC BY-SA 4.0,https://stackoverflow.com/questions/64209860/web-api-generates-blank-pdf,Web API generates blank PDF,,1601913390.0,,,
522,"['c#', 'selenium', 'selenium-webdriver', '.net-core', 'selenium-chromedriver']","{'account_id': 979394, 'reputation': 1271, 'user_id': 999537, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/14fb46d6884ff2de826ae6025ee90164?s=256&d=identicon&r=PG', 'display_name': 'Belizzle', 'link': 'https://stackoverflow.com/users/999537/belizzle'}",True,699,1,0,1611778207,1603456855,64500195,CC BY-SA 4.0,https://stackoverflow.com/questions/64500195/sporadic-selenium-chrome-webdriver-timeouts-starting-with-chrome-85,Sporadic Selenium Chrome WebDriver timeouts starting with chrome 85,65926652.0,1603479057.0,,,
523,"['c#', '.net', 'jwt', 'jwt-auth']","{'account_id': 17489961, 'reputation': 100, 'user_id': 12682321, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OjKo2.png?s=256&g=1', 'display_name': 'Kadament', 'link': 'https://stackoverflow.com/users/12682321/kadament'}",True,1747,2,2,1611757814,1602074667,64244296,CC BY-SA 4.0,https://stackoverflow.com/questions/64244296/jwt-header-algorithm-is-hs256-the-same-as-http-www-w3-org-2001-04-xmldsig,JWT Header algorithm: is &quot;hs256&quot; the same as &quot;http://www.w3.org/2001/04/xmldsig-more#hmac-sha256&quot;,64244689.0,1602672119.0,,,
524,"['c#', 'wpf', 'exception', 'null', 'arguments']","{'account_id': 19443582, 'reputation': 1, 'user_id': 14221587, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi2j5QCFWXGdwoGt-uLgODs8-qGNaKdwKJMEJM7=k-s256', 'display_name': 'Nawzad Kazim', 'link': 'https://stackoverflow.com/users/14221587/nawzad-kazim'}",False,110,0,0,1611744162,1603559862,64516091,CC BY-SA 4.0,https://stackoverflow.com/questions/64516091/argumentnullexception,ArgumentNullException,,1603659113.0,,,
525,"['c#', 'sql', 'sql-server', 'tsql']","{'account_id': 19695608, 'reputation': 27, 'user_id': 14419573, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-bDw5Zg2o-QQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckxJnGXIlUkz0kyDFGS5A2gaBNqYg/photo.jpg?sz=256', 'display_name': 'Vavřinec Kub&#237;ček', 'link': 'https://stackoverflow.com/users/14419573/vav%c5%99inec-kub%c3%ad%c4%8dek'}",False,217,3,0,1611713954,1602240089,64278421,CC BY-SA 4.0,https://stackoverflow.com/questions/64278421/how-to-insert-into-an-identity-column-in-ms-sql,How to insert into an identity column in MS SQL,,1602248628.0,,,
526,"['c#', 'docker', 'asp.net-core', 'dockerfile']","{'account_id': 11652928, 'reputation': 143, 'user_id': 8533645, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/babcbd50a39e6b58da04e3144d847b04?s=256&d=identicon&r=PG&f=1', 'display_name': 'dev', 'link': 'https://stackoverflow.com/users/8533645/dev'}",True,3244,1,4,1611660364,1603813172,64557885,CC BY-SA 4.0,https://stackoverflow.com/questions/64557885/how-to-include-class-library-reference-into-docker-file,how to include class library reference into docker file,,,,,
527,"['c#', 'automated-tests', 'specflow']","{'account_id': 19770336, 'reputation': 11, 'user_id': 14477440, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e2114e9c4e21010872426a3888134c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'E V M', 'link': 'https://stackoverflow.com/users/14477440/e-v-m'}",True,128,1,0,1611578983,1603105225,64425984,CC BY-SA 4.0,https://stackoverflow.com/questions/64425984/cs0029cannot-convert-type-list-to-array-in-c-specflow,CS0029:	Cannot convert type List to Array in C#/Specflow,64426238.0,1611578983.0,,,
