,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
83,"['c#', 'connection-string', 'oledb']","{'account_id': 1326531, 'reputation': 3593, 'user_id': 1271230, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/931272b8b6de7766c0c62ddf3c80a24a?s=256&d=identicon&r=PG', 'display_name': 'Dimitar Tsonev', 'link': 'https://stackoverflow.com/users/1271230/dimitar-tsonev'}",True,90412,4,35,1654813121,1334131599,10102149,CC BY-SA 4.0,https://stackoverflow.com/questions/10102149/what-is-imex-within-oledb-connection-strings,What is IMEX within OLEDB connection strings?,10102200.0,1552601840.0,,,,,
84,"['c#', 'multithreading', 'visual-studio-2010', 'unit-testing']","{'account_id': 1053167, 'reputation': 119, 'user_id': 1056535, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/abd77d8d11ea31f0b260377874d86e53?s=256&d=identicon&r=PG', 'display_name': 'Tzahi', 'link': 'https://stackoverflow.com/users/1056535/tzahi'}",True,2799,4,5,1654723659,1334048567,10085838,CC BY-SA 3.0,https://stackoverflow.com/questions/10085838/how-to-abort-unit-test-from-another-thread,How to abort unit test from another thread?,10085965.0,1334049298.0,,,,,
85,"['c#', 'powershell', 'scheduled-tasks']","{'account_id': 148320, 'reputation': 3831, 'user_id': 360014, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/0c24c5a5672f219ea05cfec1573b2aa2?s=256&d=identicon&r=PG', 'display_name': 'klumsy', 'link': 'https://stackoverflow.com/users/360014/klumsy'}",True,1792,3,13,1654704634,1334604174,10180310,CC BY-SA 3.0,https://stackoverflow.com/questions/10180310/does-windows-have-a-limitation-when-a-process-started-by-a-scheduled-task-under,does windows have a limitation when a process started by a scheduled task under one set of creds runs another program under a different set of Creds,,,,,,,
86,"['c#', 'visual-studio-2010', 'debugging', 'double']","{'account_id': 1409820, 'reputation': 58744, 'user_id': 1336654, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/b1fcddf43425d951bb5dafef53563d45?s=256&d=identicon&r=PG', 'display_name': 'Jeppe Stig Nielsen', 'link': 'https://stackoverflow.com/users/1336654/jeppe-stig-nielsen'}",True,944,2,8,1654676990,1334947859,10251879,CC BY-SA 3.0,https://stackoverflow.com/questions/10251879/how-does-visual-studio-display-a-system-double-during-debugging,How does Visual Studio display a System.Double during debugging?,10252030.0,1334948641.0,,,,,
87,"['c#', 'asp.net', 'regex', 'visual-studio-2010']","{'account_id': 149749, 'reputation': 7775, 'user_id': 362479, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/p91ff.jpg?s=256&g=1', 'display_name': 'Laziale', 'link': 'https://stackoverflow.com/users/362479/laziale'}",True,510,3,0,1654456980,1335292406,10303941,CC BY-SA 4.0,https://stackoverflow.com/questions/10303941/regular-expression-for-parsing-url-from-html-code,Regular expression for parsing URL from HTML code,10303999.0,1654456980.0,,,,,
88,"['c#', '.net', 'wpf', 'timer']","{'account_id': 238268, 'reputation': 10746, 'user_id': 507043, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/0flyb.png?s=256&g=1', 'display_name': 'Michael IV', 'link': 'https://stackoverflow.com/users/507043/michael-iv'}",True,38261,2,28,1654322232,1334484486,10161088,CC BY-SA 3.0,https://stackoverflow.com/questions/10161088/get-elapsed-time-since-application-start,Get elapsed time since application start,10161140.0,1450253215.0,,,,,
89,"['c#', 'json']","{'account_id': 119440, 'reputation': 33918, 'user_id': 311130, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e66bb815b52eb8f82eab2c06427db8ca?s=256&d=identicon&r=PG', 'display_name': 'Elad Benda', 'link': 'https://stackoverflow.com/users/311130/elad-benda'}",True,406318,9,316,1654282330,1334558079,10169648,CC BY-SA 3.0,https://stackoverflow.com/questions/10169648/how-to-exclude-property-from-json-serialization,How to exclude property from Json Serialization,25566387.0,1334561365.0,,,,,
90,"['c#', 'azure', 'content-type', 'jwplayer']","{'account_id': 1281459, 'reputation': 2209, 'user_id': 1235480, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4154322d7589bfba843bb0479cdbbaa7?s=256&d=identicon&r=PG', 'display_name': 'Rahul Patwa', 'link': 'https://stackoverflow.com/users/1235480/rahul-patwa'}",True,90494,9,95,1654258020,1333696784,10040403,CC BY-SA 4.0,https://stackoverflow.com/questions/10040403/set-content-type-of-media-files-stored-on-blob,Set Content-type of media files stored on Blob,10040559.0,1628254679.0,,,,,
91,"['c#', 'text', 'text-extraction', 'pdfsharp']","{'account_id': 1381868, 'reputation': 1385, 'user_id': 1314677, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/6ef479e1f1b019216ae999f9ee518863?s=256&d=identicon&r=PG', 'display_name': 'der_chirurg', 'link': 'https://stackoverflow.com/users/1314677/der-chirurg'}",True,53603,3,58,1654120834,1334321336,10141143,CC BY-SA 4.0,https://stackoverflow.com/questions/10141143/c-extract-text-from-pdf-using-pdfsharp,C# Extract text from PDF using PdfSharp,,1533306937.0,,,,,
92,"['c#', '.net', 'active-directory', 'ldap']","{'account_id': 483229, 'reputation': 475, 'user_id': 898136, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5b109b2080119d177caa81185f3511f7?s=256&d=identicon&r=PG', 'display_name': 'Rob Maas', 'link': 'https://stackoverflow.com/users/898136/rob-maas'}",True,31388,4,12,1654091757,1333458445,9993928,CC BY-SA 3.0,https://stackoverflow.com/questions/9993928/unknown-error-0x80005000-with-ldaps-connection,Unknown Error (0x80005000) with LDAPS Connection,10107291.0,1333492689.0,1425322599.0,,,,
93,"['c#', 'active-directory']","{'account_id': 67071, 'reputation': 920, 'user_id': 196458, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/3eb24800d5ae6222a84079f4a5ab86c2?s=256&d=identicon&r=PG', 'display_name': 'Nikhil Vaghela', 'link': 'https://stackoverflow.com/users/196458/nikhil-vaghela'}",False,1337,1,0,1654016524,1334926312,10246609,CC BY-SA 3.0,https://stackoverflow.com/questions/10246609/how-to-set-terminalserviceprofile-path-in-windows-server-2003-active-directory-u,How to set TerminalServiceProfile Path in Windows server 2003 Active Directory using C#?,,,,,,,
94,"['c#', 'audio', 'naudio']","{'account_id': 214396, 'reputation': 12836, 'user_id': 468345, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/3de4f813f391b41b39d7f6b8c422ef84?s=256&d=identicon&r=PG', 'display_name': 'Alexandre', 'link': 'https://stackoverflow.com/users/468345/alexandre'}",True,8063,4,7,1653920903,1335698857,10371741,CC BY-SA 3.0,https://stackoverflow.com/questions/10371741/naudio-seeking-and-navigation-to-play-from-the-specified-position,NAudio - seeking and navigation to play from the specified position,10381299.0,1524146883.0,,,,,
95,"['c#', 'reflection']","{'account_id': 65340, 'reputation': 4297, 'user_id': 192359, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/95b0dd4c69ceea358638611f46711886?s=256&d=identicon&r=PG', 'display_name': 'Asaf', 'link': 'https://stackoverflow.com/users/192359/asaf'}",True,2183,5,4,1653913266,1333372963,9977305,CC BY-SA 3.0,https://stackoverflow.com/questions/9977305/c-how-can-i-sort-the-fields-returned-by-type-getfields-by-their-declaration,C# - How can I sort the fields returned by Type.GetFields() by their declaration order?,9977560.0,1495540810.0,,,,,
96,"['c#', 'cron', 'quartz.net']","{'account_id': 1364943, 'reputation': 445, 'user_id': 1301587, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/f2a4410627c71113bf45a321b7d71e82?s=256&d=identicon&r=PG', 'display_name': 'user1301587', 'link': 'https://stackoverflow.com/users/1301587/user1301587'}",True,15627,3,5,1653655033,1335380054,10322005,CC BY-SA 4.0,https://stackoverflow.com/questions/10322005/how-to-add-new-job-or-update-the-trigger-for-existing-job-in-the-quartz-net,How to add new job or update the trigger for existing job in the Quartz.Net?,10324706.0,1653655033.0,,,,,
97,"['c#', 'sql-server', 'cron', 'quartz.net']","{'account_id': 1364943, 'reputation': 445, 'user_id': 1301587, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/f2a4410627c71113bf45a321b7d71e82?s=256&d=identicon&r=PG', 'display_name': 'user1301587', 'link': 'https://stackoverflow.com/users/1301587/user1301587'}",True,2347,1,1,1653654924,1335443983,10333605,CC BY-SA 4.0,https://stackoverflow.com/questions/10333605/best-way-for-scheduing-jobs-using-c-and-sql-server-and-quartz-net,Best way for Scheduing jobs using C# and Sql server and Quartz.Net,10334876.0,1653654924.0,,,,,
98,"['c#', 'class', 'events', 'subclass']","{'account_id': 799928, 'reputation': 279, 'user_id': 872687, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/7268705256624214f5848619a78f1319?s=256&d=identicon&r=PG', 'display_name': 'Robert Lancaster', 'link': 'https://stackoverflow.com/users/872687/robert-lancaster'}",True,4554,1,13,1653492136,1333446039,9990718,CC BY-SA 4.0,https://stackoverflow.com/questions/9990718/pass-event-from-class-c-through-class-b-to-class-a,Pass event from class C through class B to class A,,1653492136.0,,,,,
99,"['c#', 'itext']","{'account_id': 297349, 'reputation': 261, 'user_id': 602822, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://www.gravatar.com/avatar/95fb547fff58330775cb7117047d2791?s=256&d=identicon&r=PG', 'display_name': 'Anbuselvan', 'link': 'https://stackoverflow.com/users/602822/anbuselvan'}",True,4027,2,1,1653454047,1333725872,10045553,CC BY-SA 4.0,https://stackoverflow.com/questions/10045553/how-to-reading-hyperlinks-with-anchortext-from-pdf-file-c,How to Reading hyperlinks with AnchorText from pdf file C#,,1575898139.0,,,,,
100,"['c#', 'windows', 'file', 'permissions', 'file-permissions']","{'account_id': 389617, 'reputation': 804, 'user_id': 749169, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/478be11cd77fd11cf0b0e99996cb3a5c?s=256&d=identicon&r=PG', 'display_name': 'Andrew Hagner', 'link': 'https://stackoverflow.com/users/749169/andrew-hagner'}",True,415,1,1,1653438214,1335275863,10299462,CC BY-SA 4.0,https://stackoverflow.com/questions/10299462/c-web-app-on-server-a-writing-files-to-server-b,"C#, Web App on Server A writing files to server B",10342466.0,1653438214.0,,,,,
101,"['c#', 'http', 'url-mapping']","{'account_id': 401340, 'reputation': 12475, 'user_id': 767843, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/fzA7c.png?s=256&g=1', 'display_name': 'emesx', 'link': 'https://stackoverflow.com/users/767843/emesx'}",True,39043,2,19,1653266694,1333565982,10017564,CC BY-SA 4.0,https://stackoverflow.com/questions/10017564/url-mapping-with-c-httplistener,URL mapping with C# HttpListener,10017974.0,1653266694.0,,,,,
102,"['c#', 'winforms', 'drop-down-menu', 'combobox']","{'account_id': 1061618, 'reputation': 12435, 'user_id': 1063093, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/QHXl4.jpg?s=256&g=1', 'display_name': 'phadaphunk', 'link': 'https://stackoverflow.com/users/1063093/phadaphunk'}",True,134069,11,31,1652971624,1333478854,9999458,CC BY-SA 3.0,https://stackoverflow.com/questions/9999458/clear-combobox-selected-text,Clear ComboBox selected text,9999521.0,1507357789.0,,,,,
103,"['c#', 'reflection', 'assemblies']","{'account_id': 71147, 'reputation': 12623, 'user_id': 205753, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/fe96f357f8493e9ca722951dcde75fd7?s=256&d=identicon&r=PG', 'display_name': 'Byron Sommardahl', 'link': 'https://stackoverflow.com/users/205753/byron-sommardahl'}",True,16322,3,27,1652436028,1335200195,10284861,CC BY-SA 3.0,https://stackoverflow.com/questions/10284861/not-all-assemblies-are-being-loaded-into-appdomain-from-the-bin-folder,Not all assemblies are being loaded into AppDomain from the bin folder,10284950.0,,,,,,
104,"['c#', 'winforms', 'visual-studio-2010', 'icons']","{'account_id': 1275892, 'reputation': 1146, 'user_id': 1231178, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/MaFQJ.png?s=256&g=1', 'display_name': 'Daniel Flannery', 'link': 'https://stackoverflow.com/users/1231178/daniel-flannery'}",True,32922,5,23,1652290846,1335442768,10333256,CC BY-SA 3.0,https://stackoverflow.com/questions/10333256/c-argument-picture-must-be-a-picture-that-can-be-used-as-an-icon,C# Argument &#39;picture&#39; must be a picture that can be used as an Icon,10380212.0,1354223841.0,,,,,
105,"['c#', '.net', 'sockets']","{'account_id': 371616, 'reputation': 4961, 'user_id': 720238, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/hS7MD.jpg?s=256&g=1', 'display_name': 'JSideris', 'link': 'https://stackoverflow.com/users/720238/jsideris'}",True,4966,5,7,1651740950,1334862579,10235093,CC BY-SA 3.0,https://stackoverflow.com/questions/10235093/socket-doesnt-close-after-application-exits-if-a-launched-process-is-open,Socket doesn&#39;t close after application exits if a launched process is open,10235335.0,,,,,,
106,"['c#', 'exchange-server', 'file-format']","{'account_id': 41455, 'reputation': 1503, 'user_id': 120485, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/ab928ed253e17bede1059d953b9f5f86?s=256&d=identicon&r=PG', 'display_name': 'Stuart Hemming', 'link': 'https://stackoverflow.com/users/120485/stuart-hemming'}",True,843,1,0,1651685634,1335780492,10381867,CC BY-SA 3.0,https://stackoverflow.com/questions/10381867/programmatically-creating-a-native-outlook-distribution-list,Programmatically creating a native Outlook Distribution List,10387421.0,,,,,,
107,"['c#', 'c++', 'opencv', 'emgucv', 'camera-calibration']","{'account_id': 250364, 'reputation': 366, 'user_id': 527022, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/73fdf21a830a0a66bb6559cc3c7630c0?s=256&d=identicon&r=PG', 'display_name': 'Bruna', 'link': 'https://stackoverflow.com/users/527022/bruna'}",True,1054,1,0,1651673839,1334070841,10091437,CC BY-SA 3.0,https://stackoverflow.com/questions/10091437/calling-opencv-through-emgucv,Calling opencv through Emgucv,,1334085198.0,,,,,
108,"['c#', '.net', 'sql', 'sqlite']","{'account_id': 244367, 'reputation': 2643, 'user_id': 517123, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/1645bcef01f949f5384466350a2122d8?s=256&d=identicon&r=PG', 'display_name': 'masterchris_99', 'link': 'https://stackoverflow.com/users/517123/masterchris-99'}",True,27085,3,18,1651582246,1335211620,10287487,CC BY-SA 3.0,https://stackoverflow.com/questions/10287487/sqlite-executereader-datatable-load-formatexception-datetime,SQLite ExecuteReader --&gt; DataTable.Load --&gt; FormatException (DateTime),11692024.0,1343428961.0,,,,,
109,"['c#', 'winforms', 'fonts']","{'account_id': 368620, 'reputation': 8663, 'user_id': 715540, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/rIzKO.jpg?s=256&g=1', 'display_name': 'Arianule', 'link': 'https://stackoverflow.com/users/715540/arianule'}",True,285186,6,74,1650848115,1334575289,10173147,CC BY-SA 3.0,https://stackoverflow.com/questions/10173147/easiest-way-to-change-font-and-font-size,Easiest way to change font and font size,10173186.0,1503833766.0,,,,,
110,"['c#', 'multithreading', 'list', 'generics']","{'account_id': 45216, 'reputation': 25731, 'user_id': 133212, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/1ccd0e0470758c08685b10abc2b503bd?s=256&d=identicon&r=PG', 'display_name': 'The Light', 'link': 'https://stackoverflow.com/users/133212/the-light'}",True,51511,8,27,1650834372,1333463020,9995266,CC BY-SA 3.0,https://stackoverflow.com/questions/9995266/how-to-create-a-thread-safe-generic-list,How to Create a Thread-Safe Generic List?,9995339.0,1470339482.0,,,,,
111,"['c#', 'timeout']","{'account_id': 266352, 'reputation': 14504, 'user_id': 553877, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/d899f54066d24be41fadd5d1b5115a26?s=256&d=identicon&r=PG', 'display_name': 'Karan', 'link': 'https://stackoverflow.com/users/553877/karan'}",True,108594,7,20,1650699770,1334331720,10143980,CC BY-SA 3.0,https://stackoverflow.com/questions/10143980/implementing-a-timeout-in-c,Implementing a timeout in c#,10144026.0,,,,,,
112,"['c#', 'dll']","{'account_id': 1199384, 'reputation': 1197, 'user_id': 1170369, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/989ca2e2fc0682b875b7be53b3b25753?s=256&d=identicon&r=PG', 'display_name': 'Programming Newbie', 'link': 'https://stackoverflow.com/users/1170369/programming-newbie'}",True,8579,3,0,1650695085,1333208791,9957328,CC BY-SA 3.0,https://stackoverflow.com/questions/9957328/creating-dll-files-in-c,Creating DLL files in C#,9957377.0,1333209605.0,,,,,
113,"['c#', 'windows', 'desktop']","{'account_id': 931425, 'reputation': 195, 'user_id': 1312603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1587fd4d9a23e68439cf863a937168e4?s=256&d=identicon&r=PG', 'display_name': 'robhol', 'link': 'https://stackoverflow.com/users/1312603/robhol'}",True,3361,2,6,1650528618,1333536602,10009623,CC BY-SA 3.0,https://stackoverflow.com/questions/10009623/keeping-window-visible-through-show-desktop-wind,Keeping window visible through &quot;Show Desktop&quot;/Win+D,,1484162310.0,,,,,
114,"['c#', 'arrays']","{'account_id': 1165720, 'reputation': 5471, 'user_id': 1144118, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/b28d5d457a163a7b24e88f4a70e8c8ee?s=256&d=identicon&r=PG', 'display_name': 'Baxter', 'link': 'https://stackoverflow.com/users/1144118/baxter'}",True,100687,5,101,1650464455,1333455806,9993172,CC BY-SA 3.0,https://stackoverflow.com/questions/9993172/remove-objects-with-a-duplicate-property-from-list,Remove objects with a duplicate property from List,9993221.0,1438899202.0,,,,,
115,"['c#', 'itext']","{'account_id': 1013565, 'reputation': 486, 'user_id': 1025643, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/8afca679f8ca9fce935fb2761de9eb19?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neeraj', 'link': 'https://stackoverflow.com/users/1025643/neeraj'}",True,10095,2,6,1650354862,1335124706,10271592,CC BY-SA 3.0,https://stackoverflow.com/questions/10271592/how-do-i-round-the-corners-of-an-itextsharp-table-border,How do I round the corners of an iTextSharp table border?,10272083.0,1515768169.0,,,,,
116,"['c#', '.net', 'machine-learning', 'svm']","{'account_id': 197824, 'reputation': 4849, 'user_id': 442124, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/d8614798b9da957f5635e501b2986257?s=256&d=identicon&r=PG', 'display_name': 'Simon', 'link': 'https://stackoverflow.com/users/442124/simon'}",True,18547,2,12,1650275073,1335526947,10349998,,https://stackoverflow.com/questions/10349998/support-vector-machine-library-for-c,Support Vector Machine library for C#,10350114.0,,,1415203196.0,Not suitable for this site,,
117,"['c#', 'excel', 'windows-applications']","{'account_id': 1035425, 'reputation': 16835, 'user_id': 1042848, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/LMFC3.jpg?s=256&g=1', 'display_name': 'Vishal Suthar', 'link': 'https://stackoverflow.com/users/1042848/vishal-suthar'}",True,5084,3,1,1650008244,1334839413,10228345,CC BY-SA 3.0,https://stackoverflow.com/questions/10228345/c-how-to-update-particular-cell-in-an-excel-file,"C#, how to update particular Cell in an Excel file",10415401.0,1388557037.0,,,,,
118,"['c#', 'sharepoint', 'uploading']","{'account_id': 534640, 'reputation': 31, 'user_id': 986313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fe57cbc68bdf897a530c90fda31fbb2?s=256&d=identicon&r=PG', 'display_name': 'Shabrawy', 'link': 'https://stackoverflow.com/users/986313/shabrawy'}",True,5118,2,1,1649363893,1333355547,9973140,CC BY-SA 3.0,https://stackoverflow.com/questions/9973140/uploading-file-to-sharepoint-server,Uploading file to sharepoint server,9973256.0,,,,,,
119,"['c#', 'linq']","{'account_id': 181573, 'reputation': 13932, 'user_id': 415661, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/8faea52abcef0df40f92cb1f115d0e62?s=256&d=identicon&r=PG', 'display_name': 'Shlomo', 'link': 'https://stackoverflow.com/users/415661/shlomo'}",True,25193,3,146,1648839588,1334772886,10215428,CC BY-SA 4.0,https://stackoverflow.com/questions/10215428/why-are-tolookup-and-groupby-different,Why are ToLookup and GroupBy different?,10215531.0,1648839588.0,,,,,
120,"['c#', '.net', 'persistent-storage']","{'account_id': 458224, 'reputation': 35482, 'user_id': 857994, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/ZqZqp.png?s=256&g=1', 'display_name': 'John Humphreys', 'link': 'https://stackoverflow.com/users/857994/john-humphreys'}",True,26013,7,26,1648822467,1335387792,10323755,CC BY-SA 3.0,https://stackoverflow.com/questions/10323755/c-net-method-to-store-some-very-small-scale-persistent-information,C# .NET - method to store some very small scale persistent information?,10323898.0,1335388223.0,,,,,
121,"['c#', 'list']","{'account_id': 974823, 'reputation': 42610, 'user_id': 996431, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0b831aa6991ae5f32c1a8e8078b67361?s=256&d=identicon&r=PG', 'display_name': 'Nate Pet', 'link': 'https://stackoverflow.com/users/996431/nate-pet'}",True,839000,9,261,1648725311,1333572249,10018957,CC BY-SA 4.0,https://stackoverflow.com/questions/10018957/how-to-remove-item-from-list-in-c,How to remove item from list in C#?,10019009.0,1543561082.0,1575848114.0,,,,
122,"['c#', 'tostring', 'object-to-string']","{'account_id': 1344809, 'reputation': 467, 'user_id': 1285772, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/f39fd81b5af6f916db519e05cb93bd49?s=256&d=identicon&r=PG', 'display_name': 'deen', 'link': 'https://stackoverflow.com/users/1285772/deen'}",True,24101,4,5,1648196235,1333986195,10075751,CC BY-SA 3.0,https://stackoverflow.com/questions/10075751/how-does-the-tostring-method-work,How does the .ToString() method work?,10075798.0,1353996443.0,,,,,
123,"['c#', '.net', 'linq', 'dictionary']","{'account_id': 1192906, 'reputation': 1278, 'user_id': 1165298, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e6a967e58fbc37cf77b231a8eff7733c?s=256&d=identicon&r=PG', 'display_name': 'Terminador', 'link': 'https://stackoverflow.com/users/1165298/terminador'}",True,107090,8,53,1647960484,1335232978,10290838,CC BY-SA 3.0,https://stackoverflow.com/questions/10290838/how-to-get-max-value-from-dictionary,How to get MAX value from Dictionary?,10290858.0,1335233662.0,,,,,
124,"['c#', 'attributes', 'enums']","{'account_id': 539767, 'reputation': 3265, 'user_id': 907734, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/fcb84858080e7d7a514cbb76d0a0ee86?s=256&d=identicon&r=PG', 'display_name': 'William', 'link': 'https://stackoverflow.com/users/907734/william'}",True,1402,5,1,1647341873,1335292516,10303961,CC BY-SA 4.0,https://stackoverflow.com/questions/10303961/custom-attribute-get-value-of-underlying-enum,Custom Attribute - get value of underlying enum,10304304.0,1647341873.0,,,,,
125,"['c#', '.net-4.5', 'wcf-web-api', 'dotnet-httpclient']","{'account_id': 1159967, 'reputation': 2418, 'user_id': 1139700, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2d0e224620fb2ea5dba708981c6805bc?s=256&d=identicon&r=PG', 'display_name': 'Ross', 'link': 'https://stackoverflow.com/users/1139700/ross'}",True,63305,5,26,1647326970,1333993137,10077237,CC BY-SA 3.0,https://stackoverflow.com/questions/10077237/httpclient-authentication-header-not-getting-sent,HttpClient authentication header not getting sent,10181583.0,1495535373.0,,,,,
126,"['c#', 'winforms', 'multithreading', 'visual-studio-2010']","{'account_id': 149749, 'reputation': 7775, 'user_id': 362479, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/p91ff.jpg?s=256&g=1', 'display_name': 'Laziale', 'link': 'https://stackoverflow.com/users/362479/laziale'}",True,161,1,1,1647159815,1334372637,10150667,CC BY-SA 4.0,https://stackoverflow.com/questions/10150667/winforms-app-crashing-only-on-the-server,Winforms app crashing (only) on the server,10151661.0,1647159815.0,,,,,
127,"['c#', '.net', 't4']","{'account_id': 476247, 'reputation': 4729, 'user_id': 887050, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b48559c19ad370618e1ca7f5ee0d1566?s=256&d=identicon&r=PG', 'display_name': 'MikeW', 'link': 'https://stackoverflow.com/users/887050/mikew'}",True,2374,2,6,1646891906,1334659261,10189643,CC BY-SA 3.0,https://stackoverflow.com/questions/10189643/how-to-create-a-folder-using-tt-template,How to create a folder using .tt template?,10189815.0,1334660101.0,,,,,
128,"['c#', 'asp.net', 'directory']","{'account_id': 233173, 'reputation': 2383, 'user_id': 498488, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/defd03700cdae74f43aa90d04dc41e8a?s=256&d=identicon&r=PG', 'display_name': 'Amaranth', 'link': 'https://stackoverflow.com/users/498488/amaranth'}",True,48006,5,34,1646869272,1334686942,10196811,CC BY-SA 3.0,https://stackoverflow.com/questions/10196811/directory-exists-not-working-for-a-network-path,Directory.Exists not working for a network path,10196907.0,,,,,,
129,"['c#', 'iis', 'mime-types', 'virtual-directory']","{'account_id': 208361, 'reputation': 5764, 'user_id': 458790, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/c6b1fadce368a0d1a5a0f316d2a08aac?s=256&d=identicon&r=PG', 'display_name': 'Cipher', 'link': 'https://stackoverflow.com/users/458790/cipher'}",True,1617,1,2,1646790154,1334494810,10162237,CC BY-SA 3.0,https://stackoverflow.com/questions/10162237/add-mime-type-to-a-virtual-directory,Add Mime Type to a virtual directory,10162323.0,1334495050.0,,,,,
130,"['c#', 'css']","{'account_id': 461942, 'reputation': 1563, 'user_id': 863975, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/ae2c68dfcf4c18ac05143a14f5e40991?s=256&d=identicon&r=PG', 'display_name': 'neuDev33', 'link': 'https://stackoverflow.com/users/863975/neudev33'}",True,32967,6,3,1646762707,1334671944,10192919,CC BY-SA 3.0,https://stackoverflow.com/questions/10192919/removing-class-from-a-div-in-c,removing class from a div in c#,10193194.0,1334672850.0,,,,,
