,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,bounty_amount,bounty_closes_date,closed_date,closed_reason
87,"['c#', 'asp.net', 'asp.net-core', 'razor-pages']","{'account_id': 26251167, 'reputation': 63, 'user_id': 19923949, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/07b70fd7dead7704a68bb34f28aa135c?s=256&d=identicon&r=PG', 'display_name': 'Megan Paterson', 'link': 'https://stackoverflow.com/users/19923949/megan-paterson'}",True,76,74203244.0,1,1,1668070063,1666692882,74192464,CC BY-SA 4.0,https://stackoverflow.com/questions/74192464/populating-dropdown-via-foreign-key,Populating dropdown via foreign key,1668070063.0,,,,
88,"['c#', 'azure', 'azure-blob-storage']","{'account_id': 4749168, 'reputation': 462, 'user_id': 3839621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'shubham', 'link': 'https://stackoverflow.com/users/3839621/shubham'}",False,85,,1,0,1668063717,1666261210,74138252,CC BY-SA 4.0,https://stackoverflow.com/questions/74138252/how-to-override-blob-while-doing-server-side-copy-using-transfermanager,How to override blob while doing server side copy using transferManager,1666872078.0,,,,
89,"['c#', 'asp.net', 'asp.net-core', 'cors', 'cross-domain']","{'account_id': 26774802, 'reputation': 1, 'user_id': 20370606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db2cadf920c2b5714f05854903aca133?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zoro', 'link': 'https://stackoverflow.com/users/20370606/zoro'}",False,81,,0,-1,1668060116,1667123655,74252047,CC BY-SA 4.0,https://stackoverflow.com/questions/74252047/how-to-setup-cors-policy-in-dotnet-core-3-1-to-restrict-the-origins-other-than-a,How to setup CORS policy in dotnet core 3.1 to restrict the origins other than a select few present in the whitelist?,1668060116.0,,,,
90,"['c#', 'wpf', 'data-binding', 'oxyplot']","{'account_id': 18972633, 'reputation': 1, 'user_id': 13845770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/09231e5e61ee11195ed9aae668cc42c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'OneOfTheWeirdFishes', 'link': 'https://stackoverflow.com/users/13845770/oneoftheweirdfishes'}",False,32,,1,0,1668046444,1666268713,74139853,CC BY-SA 4.0,https://stackoverflow.com/questions/74139853/oxyplot-refresh-issue,OxyPlot Refresh Issue,,,,,
91,"['c#', 'powershell', 'winforms']","{'account_id': 25898785, 'reputation': 3, 'user_id': 19625017, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/k8Wx3.jpg?s=256&g=1', 'display_name': 'Stefan Meeuwessen', 'link': 'https://stackoverflow.com/users/19625017/stefan-meeuwessen'}",True,81,74243222.0,1,-1,1668038387,1667010968,74242454,CC BY-SA 4.0,https://stackoverflow.com/questions/74242454/how-can-i-run-a-short-powershell-script-in-my-c-winforms-application,How can I run a short powershell script in my C# WinForms Application?,,,,,
92,"['c#', 'string']","{'account_id': 24825044, 'reputation': 812, 'user_id': 18704952, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VV1Ci.jpg?s=256&g=1', 'display_name': 'Pradeep Kumar', 'link': 'https://stackoverflow.com/users/18704952/pradeep-kumar'}",True,108,74070789.0,1,-2,1668013147,1665738896,74067006,CC BY-SA 4.0,https://stackoverflow.com/questions/74067006/what-is-different-between-string-and-string-in-new-version-of-c,What is different between &quot;string&quot; and &quot;string?&quot; in new version of c#?,1668013147.0,,,,
93,"['c#', '.net', 'blazor', 'maui', 'maui-blazor']","{'account_id': 23855966, 'reputation': 39, 'user_id': 17859448, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XyXd9.jpg?s=256&g=1', 'display_name': 'sudathG', 'link': 'https://stackoverflow.com/users/17859448/sudathg'}",True,79,74378011.0,2,1,1668010133,1665121667,73982875,CC BY-SA 4.0,https://stackoverflow.com/questions/73982875/unsupported-local-android-devices-for-blazor-maui-application,Unsupported local android devices for Blazor Maui Application,,,,,
94,"['c#', 'azure', 'azure-table-storage', 'azure-tableclient', 'azure-data-tables']","{'account_id': 347975, 'reputation': 16617, 'user_id': 682404, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/HxO2o.png?s=256&g=1', 'display_name': 'xxbbcc', 'link': 'https://stackoverflow.com/users/682404/xxbbcc'}",True,63,,2,0,1668005314,1666804164,74211661,CC BY-SA 4.0,https://stackoverflow.com/questions/74211661/getting-multiple-entities-using-azure-tablestorage-over-multiple-partitions,Getting multiple entities using Azure TableStorage over multiple partitions,,,,,
95,"['c#', 'entity-framework', 'linq']","{'account_id': 7335148, 'reputation': 897, 'user_id': 5586807, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://lh4.googleusercontent.com/-EV7CShOYn7A/AAAAAAAAAAI/AAAAAAAAABw/9xvlBd6rgDo/photo.jpg?sz=256', 'display_name': 'Jonathan Small', 'link': 'https://stackoverflow.com/users/5586807/jonathan-small'}",False,42,,2,0,1668004657,1666975990,74238540,CC BY-SA 4.0,https://stackoverflow.com/questions/74238540/c-entity-framework-with-like,C# Entity Framework with LIKE,1666976311.0,,,,
96,"['c#', 'amazon-web-services', 'amazon-ec2', 'aws-sdk', 'amazon-ecs']","{'account_id': 13141180, 'reputation': 2410, 'user_id': 9492730, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TedG1.jpg?s=256&g=1', 'display_name': 'dododo', 'link': 'https://stackoverflow.com/users/9492730/dododo'}",False,120,,1,1,1667997465,1667221807,74263788,CC BY-SA 4.0,https://stackoverflow.com/questions/74263788/net-equivalent-for-defaultawscredentialsproviderchain-in-java,.net equivalent for DefaultAWSCredentialsProviderChain in java,1667225051.0,,,,
97,"['c#', 'windows-services']","{'account_id': 16928449, 'reputation': 55, 'user_id': 12243453, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a12f08ddcc2b7f673c65b301413fb5a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'seneill', 'link': 'https://stackoverflow.com/users/12243453/seneill'}",True,42,74373799.0,1,0,1667991643,1666943519,74232187,CC BY-SA 4.0,https://stackoverflow.com/questions/74232187/windows-service-timeout-then-gives-error-1053,Windows Service Timeout then gives error 1053,1667152031.0,,,,
98,"['c#', '.net-6.0', 'webview2']","{'account_id': 25425172, 'reputation': 1, 'user_id': 19230460, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f38b77cf2b7c2fcc875cb127f59a43c7?s=256&d=identicon&r=PG', 'display_name': 'user19230460', 'link': 'https://stackoverflow.com/users/19230460/user19230460'}",False,122,,1,0,1667988763,1664896593,73950068,CC BY-SA 4.0,https://stackoverflow.com/questions/73950068/unable-to-use-corewebview2-from-net6-app,Unable to use CoreWebView2 from .NET6 app,1667988763.0,,,,
99,"['c#', 'linq', 'blazor', 'radzen']","{'account_id': 26691031, 'reputation': 1, 'user_id': 20299604, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0HmYUcteX0rjKa15k-P-LXC_uW0gf1AiibTnfp=k-s256', 'display_name': 'David Naddalll', 'link': 'https://stackoverflow.com/users/20299604/david-naddalll'}",False,52,,1,-1,1667986791,1666344521,74151587,CC BY-SA 4.0,https://stackoverflow.com/questions/74151587/how-do-create-a-list-of-markers-using-data-from-a-database,How do create a list of markers using data from a database,1666859499.0,,,,
100,"['c#', '.net-maui']","{'account_id': 1464228, 'reputation': 2210, 'user_id': 1377587, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/56c4c3aaf2b992bd84026a099c504678?s=256&d=identicon&r=PG', 'display_name': 'bdcoder', 'link': 'https://stackoverflow.com/users/1377587/bdcoder'}",False,165,,0,0,1667978623,1666191734,74127681,CC BY-SA 4.0,https://stackoverflow.com/questions/74127681/net-maui-where-to-store-api-keys-and-connection-strings,.Net MAUI where to store api keys and connection strings?,1666194998.0,,,,
101,"['c#', '.net', 'macos', 'performance', 'console']","{'account_id': 6763102, 'reputation': 77, 'user_id': 5209048, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/h8zw6.png?s=256&g=1', 'display_name': 'Plunder Bunny', 'link': 'https://stackoverflow.com/users/5209048/plunder-bunny'}",True,205,74368750.0,2,0,1667954728,1664875496,73945754,CC BY-SA 4.0,https://stackoverflow.com/questions/73945754/performance-difference-between-windows-and-macos-net-console-app,Performance difference between Windows and macOS .Net console app,1665010893.0,,,,
102,"['c#', 'jquery', 'model-view-controller']","{'account_id': 9712777, 'reputation': 135, 'user_id': 7204072, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/80ox7.jpg?s=256&g=1', 'display_name': 'Chris Singleton', 'link': 'https://stackoverflow.com/users/7204072/chris-singleton'}",False,31,,0,0,1667950575,1666892350,74226173,CC BY-SA 4.0,https://stackoverflow.com/questions/74226173/web-grid-displays-all-data-when-you-click-the-header-link-while-in-category-how,"Web Grid displays all data when you click the header link while in category, how do you make it stay in the current category list?",1667950575.0,,,,
103,"['c#', '.net', 'visual-studio-code', 'azure-functions', 'xunit']","{'account_id': 3341553, 'reputation': 1826, 'user_id': 2807741, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Diego Perez', 'link': 'https://stackoverflow.com/users/2807741/diego-perez'}",False,150,,0,1,1667949460,1666008925,74097118,CC BY-SA 4.0,https://stackoverflow.com/questions/74097118/net-7-running-debugging-azure-function-locally-as-an-isolated-process-from-v,.NET 7: Running/Debugging Azure Function locally -as an isolated process- from Visual Studio Code,1667949460.0,,,,
104,"['c#', 'microsoft-graph-api', 'asp.net-core-webapi', 'token']","{'account_id': 3341553, 'reputation': 1826, 'user_id': 2807741, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Diego Perez', 'link': 'https://stackoverflow.com/users/2807741/diego-perez'}",True,67,74229106.0,2,0,1667949381,1666883996,74224466,CC BY-SA 4.0,https://stackoverflow.com/questions/74224466/microsoft-graph-c-make-an-api-request-programmatically,Microsoft.Graph C#: Make an API request programmatically,1667949381.0,,,,
105,"['java', 'c#', 'android', 'xamarin.android', 'java-native-interface']","{'account_id': 929489, 'reputation': 992, 'user_id': 959631, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/fc972074d1fce5a5aafe44ceb4a9be1e?s=256&d=identicon&r=PG', 'display_name': 'user959631', 'link': 'https://stackoverflow.com/users/959631/user959631'}",False,64,,2,0,1667949260,1666182293,74125292,CC BY-SA 4.0,https://stackoverflow.com/questions/74125292/how-to-get-the-net-type-from-java-lang-class-instance-or-jni-type,How to get the .NET Type from Java.Lang.Class instance or JNI type?,1666261382.0,,,,
106,"['c#', '.net', 'asp.net-core', 'mediatr', 'jetbrains-rider']","{'account_id': 11738688, 'reputation': 3385, 'user_id': 13677853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb8109a798cab3a2c53568ee21cb8ef4?s=256&d=identicon&r=PG&f=1', 'display_name': 'nop', 'link': 'https://stackoverflow.com/users/13677853/nop'}",True,76,74367881.0,1,0,1667946692,1665092616,73980295,CC BY-SA 4.0,https://stackoverflow.com/questions/73980295/mediatr-irequestpreprocessor-incorrect-type-is-used-for-contextual-logging,MediatR - IRequestPreProcessor - Incorrect type is used for contextual logging,,,,,
107,"['c#', 'wcf', 'grpc']","{'account_id': 22518952, 'reputation': 25, 'user_id': 16712819, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6273a2057c5469e6afc19d00c610aeff?s=256&d=identicon&r=PG&f=1', 'display_name': 'AndrewCh', 'link': 'https://stackoverflow.com/users/16712819/andrewch'}",True,99,74366118.0,1,1,1667935316,1666178710,74124510,CC BY-SA 4.0,https://stackoverflow.com/questions/74124510/how-to-implement-two-way-communication-with-grpc,How to implement two way communication with gRpc?,,,,,
108,"['c#', 'asp.net', 'angular', 'asp.net-mvc']","{'account_id': 26244213, 'reputation': 67, 'user_id': 19918004, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlUCjZlEelG5ev4LVdvZu5FsdfO_sZh9woW8Mi0=k-s256', 'display_name': 'mohd mazhar khan', 'link': 'https://stackoverflow.com/users/19918004/mohd-mazhar-khan'}",True,257,,4,3,1667931884,1666880865,74223753,CC BY-SA 4.0,https://stackoverflow.com/questions/74223753/how-to-read-other-website-data-using-angular-website-with-backend-asp-net-c,How to read other website data using angular website with backend asp.net c#,1667205593.0,,,,
109,"['c#', '.net', 'identityserver4']","{'account_id': 3633268, 'reputation': 1, 'user_id': 3029067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ec1123873151fd5d1a735734bd9a6ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'volkansolak', 'link': 'https://stackoverflow.com/users/3029067/volkansolak'}",False,62,,3,0,1667922715,1667044541,74245041,CC BY-SA 4.0,https://stackoverflow.com/questions/74245041/system-invalidoperationexception-idx20803-unable-to-obtain-configuration-from,System.InvalidOperationException: IDX20803: Unable to obtain configuration from: &#39;System.String&#39; with .Net6,1667044574.0,,,,
110,"['c#', 'wsdl', 'faultexception']","{'account_id': 5278089, 'reputation': 141, 'user_id': 4214304, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7f3428e7f4045ccf9400def1f74875e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'SilentUK', 'link': 'https://stackoverflow.com/users/4214304/silentuk'}",False,107,,2,3,1667916902,1665496819,74029417,CC BY-SA 4.0,https://stackoverflow.com/questions/74029417/faultexception-detail-returns-null,FaultException&lt;&gt; Detail returns null,1665498737.0,,,,
111,"['c#', 'xaml', 'xamarin', 'xamarin.forms', '.net-maui']","{'account_id': 3753079, 'reputation': 2042, 'user_id': 3120129, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/9kgKm.jpg?s=256&g=1', 'display_name': '10101', 'link': 'https://stackoverflow.com/users/3120129/10101'}",True,111,,1,0,1667906423,1666878463,74223168,CC BY-SA 4.0,https://stackoverflow.com/questions/74223168/highlight-custom-days-in-datepicker,Highlight custom days in DatePicker,1667546633.0,,,,
112,"['c#', 'asp.net-web-api', 'yaml', 'swagger']","{'account_id': 2367192, 'reputation': 4513, 'user_id': 2072676, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/ebd06829dbe5de8a676efd44fdf8f271?s=256&d=identicon&r=PG', 'display_name': 'Giox', 'link': 'https://stackoverflow.com/users/2072676/giox'}",False,60,,1,0,1667900309,1666360648,74154762,CC BY-SA 4.0,https://stackoverflow.com/questions/74154762/custom-fields-in-swagger-generated-api-documentation-in-c,Custom fields in swagger generated API documentation in C#,,,,,
113,"['c#', 'android-studio', 'xamarin']","{'account_id': 19007180, 'reputation': 23, 'user_id': 20229243, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgodM-67ij_Y7Vft9vKnREdp6xhPjiN2PitzjPD=k-s256', 'display_name': 'yuki yuki', 'link': 'https://stackoverflow.com/users/20229243/yuki-yuki'}",True,58,74358132.0,2,0,1667898359,1666169666,74122511,CC BY-SA 4.0,https://stackoverflow.com/questions/74122511/get-xmls-id-from-not-linked-activity,get XML&#39;s id from not linked activity,1666242506.0,,,,
114,"['c#', 'pinvoke']","{'account_id': 5929254, 'reputation': 568, 'user_id': 4664256, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QiG87nxY1Y0/AAAAAAAAAAI/AAAAAAAAABQ/DTwyLLGr-Ws/photo.jpg?sz=256', 'display_name': 'Mike Bruno', 'link': 'https://stackoverflow.com/users/4664256/mike-bruno'}",True,81,74280706.0,2,0,1667889533,1667183195,74258198,CC BY-SA 4.0,https://stackoverflow.com/questions/74258198/geteffectiverightsfromacl-throws-accessviolationexception,GetEffectiveRightsFromAcl throws AccessViolationException,1667222817.0,,,,
115,"['c#', 'asp.net-core', 'integration-testing']","{'account_id': 10379324, 'reputation': 311, 'user_id': 7654641, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/524000af1dcfa01831dfefe15313a956?s=256&d=identicon&r=PG&f=1', 'display_name': 'MiBuena', 'link': 'https://stackoverflow.com/users/7654641/mibuena'}",True,118,74281950.0,1,0,1667887973,1666974150,74238212,CC BY-SA 4.0,https://stackoverflow.com/questions/74238212/how-do-you-run-integration-test-to-grpc-client-and-server-together,How do you run Integration test to GRPC Client and Server together?,,,,,
116,"['c#', '.net-6.0', 'azure-managed-identity', 'azure-appservice', 'azure-identity']","{'account_id': 285383, 'reputation': 9015, 'user_id': 584018, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/0770bdb62b52b2629ecd50eca624669b?s=256&d=identicon&r=PG', 'display_name': 'user584018', 'link': 'https://stackoverflow.com/users/584018/user584018'}",False,61,,0,0,1667881322,1667144787,74254471,CC BY-SA 4.0,https://stackoverflow.com/questions/74254471/how-to-run-get-token-while-running-the-app-with-visual-studio-and-cache-the-toke,how to run get token while running the app with Visual studio and cache the token while using managed identity,1667881322.0,,,,
117,"['c#', 'jquery', 'asp.net-mvc', 'view', 'controller']","{'account_id': 26717774, 'reputation': 3, 'user_id': 20322134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68395ecc440f0076cb84c8a1351b8ba6?s=256&d=identicon&r=PG', 'display_name': 'Snake3ite', 'link': 'https://stackoverflow.com/users/20322134/snake3ite'}",False,23,,1,0,1667853319,1666706122,74195225,CC BY-SA 4.0,https://stackoverflow.com/questions/74195225/how-to-make-my-anchor-tag-call-the-data-url-of-my-div,How to make my anchor tag call the data-url of my div,1666706304.0,,,,
118,"['c#', '.net', 'unity3d', 'server', 'vps']","{'account_id': 26599167, 'reputation': 1, 'user_id': 20221041, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0N-Vmo4XhAlvkg1FDq4OWekAeEhPc5BlgzCLQQ=k-s256', 'display_name': 'Hassan Malek', 'link': 'https://stackoverflow.com/users/20221041/hassan-malek'}",False,85,,0,0,1667849864,1665571251,74040483,CC BY-SA 4.0,https://stackoverflow.com/questions/74040483/curl-error-52-empty-reply-from-server-when-using-vpn-service,&quot;Curl error 52: Empty reply from server&quot; when using VPN service,,,,,
119,"['c#', '.net', 'vsto', 'outlook-addin', 'office-addins']","{'account_id': 55837, 'reputation': 3692, 'user_id': 167304, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/6fuIk.jpg?s=256&g=1', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/167304/jason'}",False,62,,1,0,1667839117,1664977034,73961228,CC BY-SA 4.0,https://stackoverflow.com/questions/73961228/remove-clickonce-from-vsto-project,Remove ClickOnce from VSTO project,1667839117.0,,,,
120,"['c#', 'forms', 'file-upload', 'server', 'httpserver']","{'account_id': 26405517, 'reputation': 16, 'user_id': 20055376, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu8_PSS7CtaV4nRVmmHMrBNtkrTmxqOT_Yv2LhR5=k-s256', 'display_name': 'Pixel', 'link': 'https://stackoverflow.com/users/20055376/pixel'}",False,25,,1,0,1667837523,1666064381,74105444,CC BY-SA 4.0,https://stackoverflow.com/questions/74105444/handling-additional-information-from-uploaded-file-c,Handling additional information from uploaded file (C#),1666116542.0,,,,
121,"['c#', 'avalonia', 'keyboard-focus']","{'account_id': 12552401, 'reputation': 162, 'user_id': 9272756, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jocya.jpg?s=256&g=1', 'display_name': 'Pavel Sumarokov', 'link': 'https://stackoverflow.com/users/9272756/pavel-sumarokov'}",True,37,74346563.0,1,0,1667823874,1667060016,74246847,CC BY-SA 4.0,https://stackoverflow.com/questions/74246847/how-to-force-keyboard-input-focus-in-avalonia-form,How to force keyboard input focus in Avalonia form,1667062101.0,,,,
122,"['c#', 'excel', 'microsoft-graph-api']","{'account_id': 10348, 'reputation': 1098, 'user_id': 19493, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/817666c751d2fbebeba726ba52d1c977?s=256&d=identicon&r=PG', 'display_name': 'Joseph', 'link': 'https://stackoverflow.com/users/19493/joseph'}",True,146,74345633.0,1,0,1667819399,1666749618,74201911,CC BY-SA 4.0,https://stackoverflow.com/questions/74201911/how-to-fill-in-user-data-in-an-excel-spreadsheet-based-on-a-cell-with-the-users,How to fill in user data in an excel spreadsheet based on a cell with the users UPN,1667463743.0,,,,
123,"['c#', '.net-core', 'entity-framework-core']","{'account_id': 6347242, 'reputation': 4493, 'user_id': 4927379, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/BfOLf.jpg?s=256&g=1', 'display_name': 'Learning-Overthinker-Confused', 'link': 'https://stackoverflow.com/users/4927379/learning-overthinker-confused'}",True,59,74011243.0,2,2,1667768413,1665355229,74008866,CC BY-SA 4.0,https://stackoverflow.com/questions/74008866/navigation-property-are-null-when-querying-parent-entity,Navigation property are null when querying parent entity,1667768413.0,,,,
124,"['c#', '.net-core', 'entity-framework-core', 'efcore.bulkextensions']","{'account_id': 6347242, 'reputation': 4493, 'user_id': 4927379, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/BfOLf.jpg?s=256&g=1', 'display_name': 'Learning-Overthinker-Confused', 'link': 'https://stackoverflow.com/users/4927379/learning-overthinker-confused'}",True,53,74020362.0,1,2,1667768208,1665431512,74020068,CC BY-SA 4.0,https://stackoverflow.com/questions/74020068/how-to-fix-type-argument-error-with-generic-method-inside-non-generic-class,How to fix type argument error with generic method inside non generic class?,1667768208.0,,,,
125,"['c#', 'asp.net-mvc-5', 'azure-ad-b2c']","{'account_id': 7384689, 'reputation': 1139, 'user_id': 5620071, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Vw86Z.jpg?s=256&g=1', 'display_name': 'Mister 832', 'link': 'https://stackoverflow.com/users/5620071/mister-832'}",False,102,,1,0,1667765827,1664802115,73935871,CC BY-SA 4.0,https://stackoverflow.com/questions/73935871/user-isinrole-works-locally-but-not-in-azure,User.IsInRole works locally but not in Azure,1667764919.0,,,,
126,"['c#', 'algorithm', 'sorting']","{'account_id': 9006441, 'reputation': 79, 'user_id': 6712966, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-NuMQ57WenFU/AAAAAAAAAAI/AAAAAAAAAws/I8b_GUe3JPY/photo.jpg?sz=256', 'display_name': 'Matija Bensa', 'link': 'https://stackoverflow.com/users/6712966/matija-bensa'}",True,45,74336696.0,1,0,1667744590,1667031502,74243809,CC BY-SA 4.0,https://stackoverflow.com/questions/74243809/compare-list-of-parameters-with-each-other-and-sort-them-from-most-to-least-sele,Compare list of parameters with each other and sort them from most to least selected,,,,,
127,"['c#', 'c++', 'windows', 'bluetooth']","{'account_id': 17560672, 'reputation': 137, 'user_id': 12738889, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mArRQPzvU3RCP0oiLRi1vM4ojo3jOm3RvOoLnIoxQ=k-s256', 'display_name': 'steam3d', 'link': 'https://stackoverflow.com/users/12738889/steam3d'}",False,54,,1,-1,1667742138,1666953006,74234066,CC BY-SA 4.0,https://stackoverflow.com/questions/74234066/how-to-enumerate-all-bluetooth-services,How to enumerate all Bluetooth services?,1666954898.0,,,,
128,"['c#', 'asp.net-core', 'blazor', 'blazor-webassembly']","{'account_id': 2831314, 'reputation': 335, 'user_id': 2432856, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac700ebfd79e267fd0bf41ef47b81199?s=256&d=identicon&r=PG', 'display_name': 'Ehsan Vali', 'link': 'https://stackoverflow.com/users/2432856/ehsan-vali'}",True,59,74335972.0,1,0,1667738834,1666687911,74191448,CC BY-SA 4.0,https://stackoverflow.com/questions/74191448/hosted-blazor-assembly-conflict,Hosted blazor assembly conflict,1666870813.0,,,,
129,"['c#', 'scope', 'garbage-collection', 'weak-references', 'conditionalweaktable']","{'account_id': 204560, 'reputation': 10438, 'user_id': 452845, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/4gZfv.jpg?s=256&g=1', 'display_name': 'Eric Ouellet', 'link': 'https://stackoverflow.com/users/452845/eric-ouellet'}",True,134,74277659.0,2,2,1667736966,1666837609,74216108,CC BY-SA 4.0,https://stackoverflow.com/questions/74216108/conditionalweaktable-gc-collect-behavior-why-it-does-not-operate-as-expecte,"ConditionalWeakTable - GC.Collect() behavior, why it does not operate as expected?",1667196398.0,,,,
130,"['c#', 'unity3d', 'game-development', 'multiplayer', 'photon-pun']","{'account_id': 26577891, 'reputation': 19, 'user_id': 20202962, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/23c9feb9934ab0f2d4ab5985bb38253c?s=256&d=identicon&r=PG', 'display_name': 'Sachin', 'link': 'https://stackoverflow.com/users/20202962/sachin'}",False,99,,0,1,1667727910,1665391856,74012332,CC BY-SA 4.0,https://stackoverflow.com/questions/74012332/loading-an-avatar-using-readyplayerme-avatar-url-in-photon-pun2-multiplayer-envi,Loading an avatar using ReadyPlayerMe avatar url in Photon Pun2 Multiplayer environment,,,,,
131,"['c#', 'xamarin', 'xamarin.android', 'mvvmcross']","{'account_id': 388804, 'reputation': 2734, 'user_id': 747941, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/VnLhN.jpg?s=256&g=1', 'display_name': 'Rameshwar Vyevhare', 'link': 'https://stackoverflow.com/users/747941/rameshwar-vyevhare'}",False,46,,1,0,1667718592,1666101375,74112248,CC BY-SA 4.0,https://stackoverflow.com/questions/74112248/how-to-hide-mvxlistview-localmvxitemtemplate-linear-layout-in-mvvmcross-xamarin,How to hide MvxListView local:MvxItemTemplate linear layout in MVVMCross Xamarin Android,,,,,
132,"['c#', 'sharepoint', 'saml', 'adfs', 'sharepoint-2019']","{'account_id': 201695, 'reputation': 590, 'user_id': 448312, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2ccccc1cba6526b288ca93a6b5b72809?s=256&d=identicon&r=PG', 'display_name': 'PKCS12', 'link': 'https://stackoverflow.com/users/448312/pkcs12'}",True,89,,1,0,1667704650,1666199379,74129332,CC BY-SA 4.0,https://stackoverflow.com/questions/74129332/endpoint-when-using-ad-fs-saml-token-with-with-sharepoint-2019,Endpoint when using AD FS SAML token with with SharePoint 2019,1667489284.0,,,,
133,"['c#', 'msbuild']","{'account_id': 287571, 'reputation': 8125, 'user_id': 587467, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/7787bdb4718fdc9b42fb46d671bd7eca?s=256&d=identicon&r=PG', 'display_name': 'Tar', 'link': 'https://stackoverflow.com/users/587467/tar'}",False,12,,1,0,1667691836,1666361732,74155020,CC BY-SA 4.0,https://stackoverflow.com/questions/74155020/how-to-handle-build-events-progress-using-microsoft-build-evaluation-project,How to handle build events/progress using Microsoft.Build.Evaluation.Project?,,,,,
