,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,locked_date
611,"['c#', 'sendgrid']","{'account_id': 3108142, 'reputation': 606, 'user_id': 2630519, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1499089730/picture?type=large', 'display_name': 'Simone Spagna', 'link': 'https://stackoverflow.com/users/2630519/simone-spagna'}",True,764,1,3,1589004665,1569241003,1569291973.0,58062257,CC BY-SA 4.0,https://stackoverflow.com/questions/58062257/issue-with-substitution-in-sendgrid,Issue with substitution in sendgrid,58079453.0,,,,
612,"['c#', 'asp.net', 'owin', 'keycloak', 'openid-connect']","{'account_id': 15978468, 'reputation': 31, 'user_id': 12011737, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/363496a2af6d6f8e75866f985aadd6a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'jose-le&#243;n-primestone', 'link': 'https://stackoverflow.com/users/12011737/jose-le%c3%b3n-primestone'}",False,3029,0,1,1588769905,1567608288,,57790858,CC BY-SA 4.0,https://stackoverflow.com/questions/57790858/how-to-get-openid-connect-configuration-from-well-known-openid-connect-url-in,How to get OpenId Connect Configuration from ./well-known/openid-connect URL in OWIN?,,,,,
613,"['c#', '.net', 'azure', 'azure-data-lake']","{'account_id': 5967098, 'reputation': 1303, 'user_id': 4690605, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/0aeac316455899c3b875dd33cfeb8b84?s=256&d=identicon&r=PG&f=1', 'display_name': 'QTom', 'link': 'https://stackoverflow.com/users/4690605/qtom'}",False,203,1,0,1588675084,1568628235,1568636299.0,57954530,CC BY-SA 4.0,https://stackoverflow.com/questions/57954530/intermittent-errors-using-c-azure-datalake-gen1-client-the-underlying-connecti,Intermittent errors using C# Azure Datalake Gen1 Client &quot;The underlying connection was closed&quot;,,,,,
614,"['c#', 'selenium', 'extentreports']","{'account_id': 16763007, 'reputation': 35, 'user_id': 12117287, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80f46c58fb23ab20073beae2048f9727?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ashutosh', 'link': 'https://stackoverflow.com/users/12117287/ashutosh'}",False,1298,1,0,1588648715,1569400508,1569401586.0,58094375,CC BY-SA 4.0,https://stackoverflow.com/questions/58094375/how-to-keep-history-of-all-execution-in-extentreports-version-4,How to keep history of all execution in ExtentReports version 4?,,,,,
615,"['c#', 'midi', 'piano']","{'account_id': 16654463, 'reputation': 3, 'user_id': 12036278, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2630765663603190/picture?type=large', 'display_name': 'Diego Acevedo', 'link': 'https://stackoverflow.com/users/12036278/diego-acevedo'}",False,95,0,0,1588626391,1568410456,1588626391.0,57930593,CC BY-SA 4.0,https://stackoverflow.com/questions/57930593/how-to-emulate-a-keyboard-and-run-several-commands-at-the-same-time-while-keepin,How to emulate a keyboard and run several commands at the same time while keeping the program lightweigth?,,,,,
616,"['c#', 'razor', 'blazor', 'blazor-server-side', '.net-core-3.0']","{'account_id': 6423020, 'reputation': 7545, 'user_id': 4979159, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/22618a43082c5a2336cc1db5e93c15f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'maraaaaaaaa', 'link': 'https://stackoverflow.com/users/4979159/maraaaaaaaa'}",True,5413,3,8,1588505898,1569731185,,58152228,CC BY-SA 4.0,https://stackoverflow.com/questions/58152228/why-wont-blazor-route-to-component-in-razor-library,Why wont Blazor route to component in razor library?,58152408.0,,,,
617,"['c#', 'stream', 'using', 'webresponse']","{'account_id': 5428336, 'reputation': 584, 'user_id': 4479708, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/---LZaoqb5fw/AAAAAAAAAAI/AAAAAAAAAp8/dzC24yonB3o/photo.jpg?sz=256', 'display_name': 'Keenan Stewart', 'link': 'https://stackoverflow.com/users/4479708/keenan-stewart'}",False,90,0,0,1588352260,1568137680,1588352260.0,57875955,CC BY-SA 4.0,https://stackoverflow.com/questions/57875955/using-statements-and-reading-files,Using statements and reading files,,,,,
618,"['c#', 'methods', 'parameters', 'asp-classic']","{'account_id': 2500178, 'reputation': 51, 'user_id': 2175526, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/93cd8da51c2ab41fbe76b6dc7e1f9c57?s=256&d=identicon&r=PG', 'display_name': 'pmcs', 'link': 'https://stackoverflow.com/users/2175526/pmcs'}",True,88,1,1,1588255164,1569010409,1569025594.0,58034622,CC BY-SA 4.0,https://stackoverflow.com/questions/58034622/creating-a-method-in-which-one-of-the-parameters-could-be-an-array-or-a-string,Creating a method in which one of the parameters could be an array or a string,,,,,
619,"['c#', 'command-line', 'process']","{'account_id': 1311443, 'reputation': 1044, 'user_id': 1259374, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/af2a4a3dfd1933fb52e65e2cfd4efc69?s=256&d=identicon&r=PG', 'display_name': 'falukky', 'link': 'https://stackoverflow.com/users/1259374/falukky'}",True,103,1,-1,1588243067,1568882039,1568882616.0,58006898,CC BY-SA 4.0,https://stackoverflow.com/questions/58006898/c-same-command-using-command-line-and-c-code-not-working,C#: same command using command-line and c# code not working,,,,,
620,"['c#', 'asynchronous', 'process', 'binary', 'output']","{'account_id': 9962690, 'reputation': 29, 'user_id': 7371414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f78735408746b9d1f6c98c2ea374a704?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lilith5th', 'link': 'https://stackoverflow.com/users/7371414/lilith5th'}",True,210,1,0,1588205738,1569238779,1569240756.0,58061675,CC BY-SA 4.0,https://stackoverflow.com/questions/58061675/how-to-save-a-binary-output-of-a-process-and-save-it-to-file,how to save a binary output of a Process and save it to file,61513820.0,,,,
621,"['c#', 'volume', 'g-code']","{'account_id': 13962946, 'reputation': 127, 'user_id': 10083577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f54eeacf9fd58437c02c6bb7b9a4f03?s=256&d=identicon&r=PG', 'display_name': 'Andreas Reitberger', 'link': 'https://stackoverflow.com/users/10083577/andreas-reitberger'}",True,537,1,1,1588161075,1568651540,1568652076.0,57961022,CC BY-SA 4.0,https://stackoverflow.com/questions/57961022/calculate-volume-of-a-gcode-file-in-c,Calculate volume of a gcode file in C#,61501158.0,,,,
622,"['c#', 'asp.net-core', 'dependency-injection']","{'account_id': 2469892, 'reputation': 3332, 'user_id': 2152061, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/K4UPy.jpg?s=256&g=1', 'display_name': 'cassandrad', 'link': 'https://stackoverflow.com/users/2152061/cassandrad'}",False,837,1,2,1588105107,1567511865,1588105107.0,57771308,CC BY-SA 4.0,https://stackoverflow.com/questions/57771308/asp-net-core-dependency-injection-analogue-of-autofac-modules,ASP.NET Core: dependency injection — analogue of autofac modules,,,,,
623,"['c#', 'asp.net-core', 'kestrel']","{'account_id': 10296103, 'reputation': 2488, 'user_id': 7596217, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Zh8f1.jpg?s=256&g=1', 'display_name': 'Geekn', 'link': 'https://stackoverflow.com/users/7596217/geekn'}",True,2228,1,6,1588040217,1568218529,1568223633.0,57893159,CC BY-SA 4.0,https://stackoverflow.com/questions/57893159/can-kestrel-server-in-asp-net-core-be-configured-with-idle-timeout-at-startup,Can kestrel server in ASP.NET core be configured with idle timeout at startup,57894187.0,,,,
624,"['c#', 'class', 'variables', 'memory']","{'account_id': 14344566, 'reputation': 130, 'user_id': 10361739, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aff6T-2If6c/AAAAAAAAAAI/AAAAAAAAAPw/HL6n_6o2jx4/photo.jpg?sz=256', 'display_name': 'Wendi', 'link': 'https://stackoverflow.com/users/10361739/wendi'}",True,773,2,1,1587988212,1569779926,,58157819,CC BY-SA 4.0,https://stackoverflow.com/questions/58157819/is-an-empty-variable-has-same-size-as-filled-variable-in-c,Is an empty variable has same size as filled variable in C#,,,,,
625,"['c#', 'wpf', 'xaml']","{'account_id': 6839213, 'reputation': 23, 'user_id': 5260141, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Sq8Kx.jpg?s=256&g=1', 'display_name': 'Adnan Raza', 'link': 'https://stackoverflow.com/users/5260141/adnan-raza'}",True,338,1,0,1587962596,1567612589,1587962596.0,57792055,CC BY-SA 4.0,https://stackoverflow.com/questions/57792055/wpf-groupbox-header-location-in-center,WPF GroupBox Header location in center,57793298.0,,,,
626,"['c#', 'asp.net-core', 'asp.net-core-3.0']","{'account_id': 247314, 'reputation': 2685, 'user_id': 521952, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/sREZ1.jpg?s=256&g=1', 'display_name': 'Paul Carlton', 'link': 'https://stackoverflow.com/users/521952/paul-carlton'}",True,12064,2,13,1587840595,1569376612,,58090177,CC BY-SA 4.0,https://stackoverflow.com/questions/58090177/identity-asp-net-core-3-0-identitydbcontext-not-found,Identity asp.net core 3.0 - IdentityDbContext not found,58091223.0,,,,
627,"['c#', 'fscheck']","{'account_id': 2345970, 'reputation': 1024, 'user_id': 2056222, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/jJ1AL.png?s=256&g=1', 'display_name': 'python_kaa', 'link': 'https://stackoverflow.com/users/2056222/python-kaa'}",False,76,1,0,1587835604,1568291354,,57906752,CC BY-SA 4.0,https://stackoverflow.com/questions/57906752/fscheck-generate-poco-with-icollectiont,FsCheck generate POCO with ICollection&lt;T&gt;,,,,,
628,"['c#', 'asp.net-core', 'iis', '.net-core', 'taskscheduler']","{'account_id': 6452458, 'reputation': 59, 'user_id': 4998968, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-NvbVRKLsBp8/AAAAAAAAAAI/AAAAAAAAADA/3sP0FVyJmIE/photo.jpg?sz=256', 'display_name': 'Satyendra Routela', 'link': 'https://stackoverflow.com/users/4998968/satyendra-routela'}",True,47,1,0,1587823830,1569489177,,58113391,CC BY-SA 4.0,https://stackoverflow.com/questions/58113391/scheduling-background-job-independent-of-iss-scope,Scheduling background job independent of ISS scope,,,,,
629,"['c#', '.net', 'linux', 'raspberry-pi', 'nuget']","{'account_id': 9629965, 'reputation': 1785, 'user_id': 9310154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f18c5cce65e15450ab312cd6416a182?s=256&d=identicon&r=PG&f=1', 'display_name': 'otto', 'link': 'https://stackoverflow.com/users/9310154/otto'}",False,886,2,2,1587796976,1567879059,1567892489.0,57836203,CC BY-SA 4.0,https://stackoverflow.com/questions/57836203/how-to-include-nuget-package-on-raspberry-pi-without-internet,how to include nuget package on raspberry pi without internet?,,,,,
630,"['c#', 'asp.net-core', '.net-core', 'asp.net-core-mvc', 'asp.net-core-3.0']","{'account_id': 41025, 'reputation': 9867, 'user_id': 119139, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/8886a8a5271cdebc61e6f25db73163c5?s=256&d=identicon&r=PG', 'display_name': 'nightingale2k1', 'link': 'https://stackoverflow.com/users/119139/nightingale2k1'}",True,7431,1,3,1587762145,1569492427,1587762145.0,58114413,CC BY-SA 4.0,https://stackoverflow.com/questions/58114413/how-do-i-migrate-net-core-2-2-web-api-to-net-core-3-0,How do I migrate .NET Core 2.2 Web API to .NET Core 3.0?,58114569.0,,,,
631,"['c#', 'asp.net-web-api', 'async-await']","{'account_id': 212305, 'reputation': 22569, 'user_id': 465053, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/mj3Xe.jpg?s=256&g=1', 'display_name': 'RBT', 'link': 'https://stackoverflow.com/users/465053/rbt'}",True,3101,2,1,1587533525,1567336476,1587533525.0,57745516,CC BY-SA 4.0,https://stackoverflow.com/questions/57745516/500-internal-server-error-while-using-async-await-in-web-api,500 internal server error while using async await in web API,,,,,
632,"['c#', 'grpc']","{'account_id': 24367, 'reputation': 433, 'user_id': 61941, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b855264ab53c8fa1e239b581d0eb6c3?s=256&d=identicon&r=PG', 'display_name': 'Konstantin Savelev', 'link': 'https://stackoverflow.com/users/61941/konstantin-savelev'}",False,2501,1,2,1587511266,1568974056,,58026233,CC BY-SA 4.0,https://stackoverflow.com/questions/58026233/how-to-gracefully-stop-reading-grpc-stream-and-disconnect-on-client-c,How to gracefully stop reading gRPC stream and disconnect on client C#,,,,,
633,"['c#', 'controller', 'httpcontext', 'asp.net-core-2.2']","{'account_id': 5506091, 'reputation': 1530, 'user_id': 4373906, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/sNSTl.jpg?s=256&g=1', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/4373906/josh'}",True,15279,2,9,1587328229,1567289547,,57741921,CC BY-SA 4.0,https://stackoverflow.com/questions/57741921/get-the-controller-name-and-method-name-in-asp-net-core-2-2-controller,Get the Controller Name and Method Name in ASP.NET-Core 2.2 Controller,57741979.0,,,,
634,"['c#', '.net-core', 'console-application', 'integration-testing', 'pinvoke']","{'account_id': 10004883, 'reputation': 55, 'user_id': 7399677, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/07b7c34d44519a259fe08da01f9d7ea0?s=256&d=identicon&r=PG&f=1', 'display_name': 'chris', 'link': 'https://stackoverflow.com/users/7399677/chris'}",True,200,1,1,1587319042,1569353877,,58087131,CC BY-SA 4.0,https://stackoverflow.com/questions/58087131/is-it-possible-to-host-a-windows-console-in-a-headless-unit-testing-runner-like,Is it possible to host a windows console in a headless unit testing runner like resharper?,61309134.0,,,,
635,"['c#', 'wpf', 'mvvm', 'caliburn.micro']","{'account_id': 1585976, 'reputation': 13008, 'user_id': 1470327, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/bbfda31206a98c9fc947cec762db13e5?s=256&d=identicon&r=PG', 'display_name': 'bas', 'link': 'https://stackoverflow.com/users/1470327/bas'}",True,179,1,0,1587234148,1567583564,1587234148.0,57783821,CC BY-SA 4.0,https://stackoverflow.com/questions/57783821/caliburn-notifyofpropertychanged-system-invalidcastexception,Caliburn NotifyOfPropertyChanged : System.InvalidCastException,57784371.0,,,,
636,"['c#', 'vb.net']","{'account_id': 170516, 'reputation': 2990, 'user_id': 397268, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/5bd19c064520e21c4c581b1e3193702d?s=256&d=identicon&r=PG', 'display_name': 'GreyCloud', 'link': 'https://stackoverflow.com/users/397268/greycloud'}",True,532,1,2,1587190477,1567498608,,57767651,CC BY-SA 4.0,https://stackoverflow.com/questions/57767651/is-there-a-vb-net-equivalent-for-c-out-var,Is there a VB.net equivalent for C# &quot;out var&quot;,61284948.0,,,,
637,"['c#', 'asp.net-core', 'data-annotations', 'required', 'modelstate']","{'account_id': 2290895, 'reputation': 89, 'user_id': 2013752, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://i.stack.imgur.com/ciU5P.jpg?s=256&g=1', 'display_name': 'Jeff Tung', 'link': 'https://stackoverflow.com/users/2013752/jeff-tung'}",True,493,1,0,1587190087,1568209456,1568215111.0,57890580,CC BY-SA 4.0,https://stackoverflow.com/questions/57890580/modelstate-isvalid-return-false-when-id-key-0,ModelState isvalid return false when id / key = 0,,,,,
638,"['c#', 'entity-framework', 'sqlite', 'entity-framework-6', 'system.data.sqlite']","{'account_id': 5946404, 'reputation': 2332, 'user_id': 4675770, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3f03c96e787ca2330d89c2e3c6b8d2cb?s=256&d=identicon&r=PG', 'display_name': 'Jinjinov', 'link': 'https://stackoverflow.com/users/4675770/jinjinov'}",False,261,1,2,1587176469,1568123159,1592644375.0,57872208,CC BY-SA 4.0,https://stackoverflow.com/questions/57872208/entity-framework-6-2-add-children-with-dbset-include-but-prevent-duplicate-c,Entity Framework 6.2 - add children with DbSet.Include() but prevent duplicate children on DbSet.AddRange(),,,,,
639,"['c#', '.net', 'unity3d', 'protobuf-net']","{'account_id': 6221993, 'reputation': 2606, 'user_id': 4841380, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FvOw1.jpg?s=256&g=1', 'display_name': 'Dave', 'link': 'https://stackoverflow.com/users/4841380/dave'}",True,438,1,0,1587125272,1567441050,1567444915.0,57760099,CC BY-SA 4.0,https://stackoverflow.com/questions/57760099/custom-protobuf-net-runtimetypemodel-in-unity3d-could-not-load-file-or-assembl,Custom protobuf-net RuntimeTypeModel in Unity3D - Could not load file or assembly,57762180.0,,,,
640,"['c#', 'sqlite', 'xaml', 'xamarin.forms']","{'account_id': 15235618, 'reputation': 155, 'user_id': 11490327, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d569f5408b8600b032ec46aa239d9010?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/11490327/nick'}",True,1804,2,0,1587032005,1568098173,1568176019.0,57865416,CC BY-SA 4.0,https://stackoverflow.com/questions/57865416/how-can-i-filter-a-picker-by-the-selected-item-of-another-picker-in-xamarin-form,How can I filter a picker by the selected item of another picker in Xamarin.Forms?,57865583.0,,,,
641,"['c#', 'entity-framework', 'visual-studio-2015']","{'account_id': 16638260, 'reputation': 91, 'user_id': 12024461, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0dc8f47dd68c7151021db9328f3555f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'pieterjanse', 'link': 'https://stackoverflow.com/users/12024461/pieterjanse'}",False,250,1,1,1587030406,1568299246,1592644375.0,57909157,CC BY-SA 4.0,https://stackoverflow.com/questions/57909157/argumentexception-was-unhandled-by-user-code-c-entity-framework,ArgumentException was unhandled by user Code C# Entity Framework,,,,,
642,"['c#', 'google-api', 'google-api-dotnet-client']","{'account_id': 16689341, 'reputation': 21, 'user_id': 12062354, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-qhKchCzGuWI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcly_MbnaSrkBWdmj_jWxwWqm7CQQ/photo.jpg?sz=256', 'display_name': 'sumit patel', 'link': 'https://stackoverflow.com/users/12062354/sumit-patel'}",True,653,1,2,1587024238,1568366446,1568369413.0,57920769,CC BY-SA 4.0,https://stackoverflow.com/questions/57920769/how-do-we-fetch-sitemaps-from-google-search-console-for-a-site-with-has-domains,How do we fetch sitemaps from google search console for a site with has domain(sc-domain) property?,,,,,
643,"['c#', 'android', 'unity3d', 'ads', 'banner']","{'account_id': 16611337, 'reputation': 3, 'user_id': 12004270, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9345d22a9a09967760869f8c2a2d5d91?s=256&d=identicon&r=PG&f=1', 'display_name': 'Xxparadis3xx', 'link': 'https://stackoverflow.com/users/12004270/xxparadis3xx'}",True,1589,1,0,1586791440,1567285730,1567755402.0,57741609,CC BY-SA 4.0,https://stackoverflow.com/questions/57741609/how-to-place-a-ad-banner-in-unity-using-unity-ads-no-plugins-download,How to place a ad banner in unity using Unity ads? No plugins download,57741710.0,,,,
644,"['c#', 'android', 'xamarin', 'firebase-authentication']","{'account_id': 10892961, 'reputation': 197, 'user_id': 8008069, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-201Guorqyc4/AAAAAAAAAAI/AAAAAAAAAA8/pvk-X5MQxLA/photo.jpg?sz=256', 'display_name': 'Sergey Shamanayev', 'link': 'https://stackoverflow.com/users/8008069/sergey-shamanayev'}",True,1313,1,2,1586771958,1568210490,,57890883,CC BY-SA 4.0,https://stackoverflow.com/questions/57890883/error-object-reference-not-set-to-an-instance-of-an-object-for-createuserwith,Error &quot;Object reference not set to an instance of an object.&quot; for CreateUserWithEmailAndPasswordAsync,57902832.0,,,,
645,"['c#', 'asp.net', 'asp.net-core', 'asp.net-core-3.0', 'sqlclient']","{'account_id': 7408779, 'reputation': 1048, 'user_id': 5636861, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cPk9I.jpg?s=256&g=1', 'display_name': 'Muhammad Aftab', 'link': 'https://stackoverflow.com/users/5636861/muhammad-aftab'}",True,7430,2,13,1586740581,1569742503,1586740581.0,58153228,CC BY-SA 4.0,https://stackoverflow.com/questions/58153228/system-invalidcastexception-the-sqlparametercollection-only-accepts-non-null-s,"System.InvalidCastException: &#39;The SqlParameterCollection only accepts non-null SqlParameter type objects, not SqlParameter objects.&#39;",58212707.0,,,,
646,"['c#', 'google-sheets-api', 'credentials']","{'account_id': 16456791, 'reputation': 615, 'user_id': 11888809, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-t-Rp3KM4pXc/AAAAAAAAAAI/AAAAAAAAAA4/ENQ8hLN8Ls4/photo.jpg?sz=256', 'display_name': 'SWIK', 'link': 'https://stackoverflow.com/users/11888809/swik'}",False,89,0,2,1586698862,1567636380,1586698862.0,57796352,CC BY-SA 4.0,https://stackoverflow.com/questions/57796352/how-to-hide-google-sheet-token-in-c-application,How to hide google sheet token in c# application?,,,,,
647,"['c#', 'asp.net-core', 'razor', 'asp.net-core-mvc', 'asp.net-core-3.0']","{'account_id': 13945868, 'reputation': 4551, 'user_id': 10070647, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gR676.png?s=256&g=1', 'display_name': 'Twenty', 'link': 'https://stackoverflow.com/users/10070647/twenty'}",True,2081,2,5,1586661008,1567891949,1586661008.0,57837617,CC BY-SA 4.0,https://stackoverflow.com/questions/57837617/putting-views-and-controllers-in-a-different-project-than-the-asp-net-core-web-a,Putting Views and Controllers in a different project than the ASP.NET Core Web app,57847138.0,,,,
648,"['c#', 'angular', 'typescript']","{'account_id': 14512817, 'reputation': 145, 'user_id': 10482727, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8cf63cdb284068cf7697a1d6787ab8ac?s=256&d=identicon&r=PG&f=1', 'display_name': 'Learner.123', 'link': 'https://stackoverflow.com/users/10482727/learner-123'}",True,1854,3,0,1586646420,1569512744,1569513985.0,58120443,CC BY-SA 4.0,https://stackoverflow.com/questions/58120443/unable-to-fetch-response-using-subscribe-in-angular,Unable to fetch response using subscribe in Angular,,,,,
649,"['c#', 'wpf', 'mvvm-light']","{'account_id': 2432009, 'reputation': 887, 'user_id': 2122718, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/RxZUQ.png?s=256&g=1', 'display_name': 'marbel82', 'link': 'https://stackoverflow.com/users/2122718/marbel82'}",True,458,2,0,1586616968,1569314678,1569322227.0,58076362,CC BY-SA 4.0,https://stackoverflow.com/questions/58076362/mvvm-light-how-to-detect-if-some-property-has-changed,MVVM Light - How to detect if some property has changed,58076590.0,,,,
650,"['c#', 'angular', 'asp.net-core', '.net-core', 'asp.net-core-3.0']","{'account_id': 12175825, 'reputation': 1527, 'user_id': 8888939, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/btNg8.jpg?s=256&g=1', 'display_name': 'Dusan Radovanovic', 'link': 'https://stackoverflow.com/users/8888939/dusan-radovanovic'}",True,886,1,6,1586564898,1568127199,1586564898.0,57873403,CC BY-SA 4.0,https://stackoverflow.com/questions/57873403/model-binding-stopped-working-after-migrating-from-net-core-2-2-to-3-0-preview,Model binding stopped working after migrating from .NET Core 2.2 to 3.0-preview-9,57873496.0,,,,
651,"['c#', 'nullable', 'c#-8.0', 'nullable-reference-types']","{'account_id': 2077304, 'reputation': 1474, 'user_id': 1851318, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/13f593a227714311faea393efd0ba5f7?s=256&d=identicon&r=PG', 'display_name': 'Romain Vergnory', 'link': 'https://stackoverflow.com/users/1851318/romain-vergnory'}",True,838,3,5,1586550461,1569314015,1586550461.0,58076171,CC BY-SA 4.0,https://stackoverflow.com/questions/58076171/nullable-reference-types-and-either-pattern,Nullable Reference Types and Either Pattern,58076589.0,,,,
652,"['c#', 'xamarin', 'imagesource']","{'account_id': 12527812, 'reputation': 111, 'user_id': 9116984, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-w6ZoRYtvCN8/AAAAAAAAAAI/AAAAAAAABPU/t-MRcIfr4yE/photo.jpg?sz=256', 'display_name': 'Jordi Prat', 'link': 'https://stackoverflow.com/users/9116984/jordi-prat'}",False,1330,1,1,1586356854,1568101314,1592644375.0,57866174,CC BY-SA 4.0,https://stackoverflow.com/questions/57866174/xamarin-display-an-image-from-a-network-shared-folder,Xamarin display an image from a network shared folder,,,,,
653,"['c#', 'asp.net-mvc', 'web-applications', 'crystal-reports']","{'account_id': 9050500, 'reputation': 47, 'user_id': 6740884, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/99850ce8c6965150000ffc14b4148ce5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dhruv Parmar', 'link': 'https://stackoverflow.com/users/6740884/dhruv-parmar'}",False,873,2,1,1586317916,1567658674,1567658756.0,57798564,CC BY-SA 4.0,https://stackoverflow.com/questions/57798564/c-asp-net-mvc-crystal-report-parameter-value-not-being-passed-to-report,C# ASP.NET MVC Crystal Report parameter value not being passed to report,,,,,
654,"['c#', 'azure-functions', 'azureservicebus', 'azure-servicebus-topics']","{'account_id': 189007, 'reputation': 14949, 'user_id': 428073, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/fca34fb2d6224dd1e55bd61491fcb9cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neo', 'link': 'https://stackoverflow.com/users/428073/neo'}",True,754,1,0,1586284073,1568627451,1568628480.0,57954297,CC BY-SA 4.0,https://stackoverflow.com/questions/57954297/if-exception-occurs-is-there-any-way-to-send-message-into-dead-letter-topic-usin,If exception occurs is there any way to send message into dead letter topic using c#?,57955690.0,,,,
655,"['c#', '.net']","{'account_id': 5056932, 'reputation': 1449, 'user_id': 4059893, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/8fb863f713a74ea8d36f12f753210211?s=256&d=identicon&r=PG&f=1', 'display_name': 'whoami', 'link': 'https://stackoverflow.com/users/4059893/whoami'}",True,251,2,4,1586078570,1568053083,1586078570.0,57859267,CC BY-SA 4.0,https://stackoverflow.com/questions/57859267/confused-about-behavior-of-operator,Confused about behavior of ?. operator,57859290.0,,,,
656,"['c#', '.net-core', 'wix']","{'account_id': 12496654, 'reputation': 736, 'user_id': 9096402, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e66ae65026db9b697cea3b26e878c89?s=256&d=identicon&r=PG&f=1', 'display_name': 'aweyeahdawg', 'link': 'https://stackoverflow.com/users/9096402/aweyeahdawg'}",True,5384,1,8,1585666164,1569340396,1569360929.0,58084086,CC BY-SA 4.0,https://stackoverflow.com/questions/58084086/install-net-core-3-0-worker-service-with-wix-as-windows-service,Install .NET Core 3.0 Worker Service with WiX as Windows Service,58119843.0,,,,
