,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date
252,"['c#', 'dependency-injection', '.net-6.0']","{'account_id': 2131520, 'reputation': 5027, 'user_id': 1892256, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/jLTLT.png?s=256&g=1', 'display_name': 'K.Z', 'link': 'https://stackoverflow.com/users/1892256/k-z'}",False,110,1,0,1658473610,1656069003,72743197,CC BY-SA 4.0,https://stackoverflow.com/questions/72743197/c-how-to-decide-which-class-to-run-in-dependency-injection-based-on-multiple-cl,C# How to decide which class to run in Dependency Injection based on multiple classes implement using same interface,,,,,,
253,"['c#', 'asp.net', 'windows', 'iis', 'authorization']","{'account_id': 17644073, 'reputation': 1, 'user_id': 12805823, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCewIwg8oWBa1Fvjk6UFbj0aWPdd5SoWkVcDo4e7A=k-s256', 'display_name': 'Mateusz Zawojski', 'link': 'https://stackoverflow.com/users/12805823/mateusz-zawojski'}",False,209,1,0,1658472141,1656064525,72742226,CC BY-SA 4.0,https://stackoverflow.com/questions/72742226/how-to-use-windows-auth-with-automatic-credential-from-current-user-in-windows,How to use windows auth with automatic credential from current user in Windows,1658472141.0,,,,,
254,"['c#', 'iis']","{'account_id': 1661130, 'reputation': 408, 'user_id': 1529413, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/549d1988ce446f5c39e58c96421fb312?s=256&d=identicon&r=PG', 'display_name': 'user1529413', 'link': 'https://stackoverflow.com/users/1529413/user1529413'}",True,64,1,0,1658418803,1655126030,72603501,CC BY-SA 4.0,https://stackoverflow.com/questions/72603501/cannot-progammatically-change-iis-websites-physical-path,Cannot progammatically change IIS website&#39;s physical path,,73069275.0,,,,
255,"['c#', 'winforms', 'can-bus']","{'account_id': 7175088, 'reputation': 21, 'user_id': 5481321, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EmGuZ.png?s=256&g=1', 'display_name': 'Ivan Snyman', 'link': 'https://stackoverflow.com/users/5481321/ivan-snyman'}",False,58,2,0,1658407904,1656499287,72800015,CC BY-SA 4.0,https://stackoverflow.com/questions/72800015/how-to-update-controls-on-ui-every-time-i-change-its-property,How to update controls on UI every time I change it&#39;s property,,,,,,
256,"['c#', 'powerbi', 'powerbi-embedded']","{'account_id': 16906908, 'reputation': 43, 'user_id': 12227020, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-qGMCeX8ykHc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcwzdMNK9xltolTwxtlRzaNKfaJig/photo.jpg?sz=256', 'display_name': 'Neehar Gadam', 'link': 'https://stackoverflow.com/users/12227020/neehar-gadam'}",False,139,1,0,1658389937,1654828825,72568561,CC BY-SA 4.0,https://stackoverflow.com/questions/72568561/how-to-apply-filter-to-the-dateslicer-programmatically-in-c-for-the-powerbi-rep,How to apply filter to the DateSlicer programmatically in C# for the PowerBI Report while exporting to pdf,,,,,,
257,"['c#', '.net', 'windows', 'forms', 'visual-studio']","{'account_id': 24605287, 'reputation': 1, 'user_id': 18507571, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2XHP0.jpg?s=256&g=1', 'display_name': 'NotAgent48', 'link': 'https://stackoverflow.com/users/18507571/notagent48'}",True,158,2,-1,1658379410,1654649552,72538922,CC BY-SA 4.0,https://stackoverflow.com/questions/72538922/how-do-i-link-my-windows-form-with-net-framework-to-steam-without-build-errors,how do i link my windows form with .NET framework to steam without build errors,1654649637.0,,,,,
258,"['c#', '.net', 'parallel-processing', 'task-parallel-library']","{'account_id': 25525238, 'reputation': 33, 'user_id': 19314433, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJze2gz0lNwBagtKRF6sBggyoT2R618Y7ZO1Sp82=k-s256', 'display_name': 'Atomic', 'link': 'https://stackoverflow.com/users/19314433/atomic'}",False,104,1,-1,1658345043,1655653422,72678263,CC BY-SA 4.0,https://stackoverflow.com/questions/72678263/parallel-vs-serial-results-arent-understandable,Parallel vs Serial results aren&#39;t understandable,1658167854.0,,,,,
259,"['c#', 'rest', 'jwt', '.net-4.5']","{'account_id': 25444829, 'reputation': 1, 'user_id': 19247178, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiUK23r9acGR7xXHQSFWRJzJSEtyF7FsPfunmsr8Q=k-s256', 'display_name': 'Gray Paw', 'link': 'https://stackoverflow.com/users/19247178/gray-paw'}",False,70,1,0,1658333932,1654242300,72486300,CC BY-SA 4.0,https://stackoverflow.com/questions/72486300/c-create-security-event-token,C# Create Security Event Token,,,,,,
260,"['java', 'c#', 'unity3d', 'gradle', 'apk']","{'account_id': 23147900, 'reputation': 41, 'user_id': 17250406, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fc968be5cff599da0d70c3df66a9287?s=256&d=identicon&r=PG', 'display_name': 'Samprit', 'link': 'https://stackoverflow.com/users/17250406/samprit'}",True,3329,2,3,1658322765,1654685821,72544504,CC BY-SA 4.0,https://stackoverflow.com/questions/72544504/unity-2021-3-4f1-gradle-build-failed,Unity 2021.3.4f1 Gradle Build failed,,,,,,
261,"['c#', 'asp.net', '.net', 'windows-services']","{'account_id': 16342373, 'reputation': 1, 'user_id': 14088234, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e59d3b44b1165a7c60265a8145af41a9?s=256&d=identicon&r=PG&f=1', 'display_name': 'manja', 'link': 'https://stackoverflow.com/users/14088234/manja'}",False,131,0,0,1658301874,1655920912,72720092,CC BY-SA 4.0,https://stackoverflow.com/questions/72720092/does-restarting-a-service-of-servicebase-call-the-constuctor-of-that-service,Does restarting a service of ServiceBase[] call the constuctor of that service?,1658301874.0,,,,,
262,"['c#', 'msbuild', 'task']","{'account_id': 29567, 'reputation': 55946, 'user_id': 80002, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/73babeb4b448be14151bac397c7b0535?s=256&d=identicon&r=PG', 'display_name': 'mark', 'link': 'https://stackoverflow.com/users/80002/mark'}",True,73,1,0,1658280777,1654059755,72456641,CC BY-SA 4.0,https://stackoverflow.com/questions/72456641/is-it-possible-to-write-an-embedded-c-custom-msbuild-task-that-depends-on-a-nug,Is it possible to write an embedded C# custom msbuild task that depends on a NuGet package?,,73045083.0,,,,
263,"['c#', '.net', 'entity-framework']","{'account_id': 17967680, 'reputation': 27, 'user_id': 13057222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6bbcae63d1c98932c605f1bb64f8ebd6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul Mariotti', 'link': 'https://stackoverflow.com/users/13057222/paul-mariotti'}",False,47,0,0,1658271825,1656418721,72786299,CC BY-SA 4.0,https://stackoverflow.com/questions/72786299/dotnet-ef-dbcontext-scaffold-does-not-run-correctly-from-code,dotnet ef dbcontext scaffold does not run correctly from code,1658271825.0,,,,,
264,"['c#', 'sql-server', 'azure', 'azure-functions', 'azure-sql-server']","{'account_id': 1661434, 'reputation': 21303, 'user_id': 1529657, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/7GjZY.jpg?s=256&g=1', 'display_name': 'Rahul Singh', 'link': 'https://stackoverflow.com/users/1529657/rahul-singh'}",False,311,0,0,1658268250,1655913993,72718728,CC BY-SA 4.0,https://stackoverflow.com/questions/72718728/cancel-or-stop-an-azure-function-instance,Cancel or Stop an Azure Function Instance,1658268250.0,,,,,
265,"['c#', 'ios', 'unity3d', 'authorization']","{'account_id': 25458233, 'reputation': 31, 'user_id': 19258508, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/829eef8cdb2c999e056a3b4a9356a0af?s=256&d=identicon&r=PG', 'display_name': 'oscar goldman', 'link': 'https://stackoverflow.com/users/19258508/oscar-goldman'}",False,608,0,3,1658234215,1654191335,72480209,CC BY-SA 4.0,https://stackoverflow.com/questions/72480209/issues-using-apple-revoke-auth-token-rest-api-for-unity-mobile-app,Issues using apple revoke auth token rest api for unity mobile app,,,,,,
266,"['c#', '.net']","{'account_id': 17930239, 'reputation': 13, 'user_id': 13027854, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qX93BxAumac/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nAlNppItYXBzRAgwSPUfNeapEv8Bg/photo.jpg?sz=256', 'display_name': 'Maakarov', 'link': 'https://stackoverflow.com/users/13027854/maakarov'}",False,33,0,1,1658231037,1655379331,72645180,CC BY-SA 4.0,https://stackoverflow.com/questions/72645180/ioptionswritable-update-not-writing-to-json-file,IOptionsWritable.Update() Not writing to json file,1658231037.0,,,,,
267,"['c#', 'asp.net-core', '.net-core', 'cryptography', 'ecdsa']","{'account_id': 2245971, 'reputation': 187, 'user_id': 1979296, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/f1rUp.jpg?s=256&g=1', 'display_name': 'Rama', 'link': 'https://stackoverflow.com/users/1979296/rama'}",False,309,1,0,1658223080,1656405617,72783286,CC BY-SA 4.0,https://stackoverflow.com/questions/72783286/how-to-decrypt-jwe-encrypted-with-ecds-ecdh-esa128kw-algorithm-in-c,How to decrypt JWE encrypted with ECDS ( ECDH-ES+A128KW ) algorithm in C#,,,,,,
268,"['c#', 'unity3d']","{'account_id': 25297614, 'reputation': 103, 'user_id': 19122481, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjJMYz1TD8mvTqmlmvwwRezD_mwU_TSewvgEMA2pA=k-s256', 'display_name': 'jake is the coolest', 'link': 'https://stackoverflow.com/users/19122481/jake-is-the-coolest'}",False,45,2,0,1658217324,1654732447,72553363,CC BY-SA 4.0,https://stackoverflow.com/questions/72553363/unity-ontriggerenter2d-not-responding,Unity OnTriggerEnter2D() not responding,1658217324.0,,,,,
269,"['c#', 'unity3d', 'direction']","{'account_id': 25297614, 'reputation': 103, 'user_id': 19122481, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjJMYz1TD8mvTqmlmvwwRezD_mwU_TSewvgEMA2pA=k-s256', 'display_name': 'jake is the coolest', 'link': 'https://stackoverflow.com/users/19122481/jake-is-the-coolest'}",False,86,1,0,1658217296,1656522628,72805359,CC BY-SA 4.0,https://stackoverflow.com/questions/72805359/unity-point-clone-to-specific-gameobject,Unity point clone to specific GameObject,1658217296.0,,,,,
270,"['c#', 'unity3d', 'rotation', 'raycasting', 'jitter']","{'account_id': 16402990, 'reputation': 1, 'user_id': 11848364, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-S6YWGDtHybw/AAAAAAAAAAI/AAAAAAAAABE/w8wBzvLFElU/photo.jpg?sz=256', 'display_name': 'hell', 'link': 'https://stackoverflow.com/users/11848364/hell'}",False,67,0,0,1658161851,1656475053,72795644,CC BY-SA 4.0,https://stackoverflow.com/questions/72795644/raycasted-mouse-follow-object-jittering-when-rotating-camera,Raycasted mouse-follow-object jittering when rotating camera,1658161851.0,,,,,
271,"['c#', '.net-core', '.net-6.0', 'visual-studio-debugging', 'visual-studio-2022']","{'account_id': 17840471, 'reputation': 69, 'user_id': 12958444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21a9d95d505402c287b5ed9bd19416f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'simonk83', 'link': 'https://stackoverflow.com/users/12958444/simonk83'}",True,734,2,0,1658141307,1655177172,72611203,CC BY-SA 4.0,https://stackoverflow.com/questions/72611203/i-just-cant-get-the-visual-studio-for-mac-debugging-to-work-the-option-is-grey,I just can&#39;t get the Visual Studio for Mac debugging to work (the option is greyed out),1655178363.0,72974716.0,,,,
272,"['c#', 'mvvm', 'maui']","{'account_id': 2294087, 'reputation': 57, 'user_id': 2016033, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36ea06dd2c34a42f4df05ac0cb8ada88?s=256&d=identicon&r=PG', 'display_name': 'Markus', 'link': 'https://stackoverflow.com/users/2016033/markus'}",True,1315,2,1,1658091717,1654503885,72514920,CC BY-SA 4.0,https://stackoverflow.com/questions/72514920/communitytoolkit-mvvm-the-namespace-namespace-already-contains-a-definition-fo,CommunityToolkit.MVVM The namespace &#39;namespace&#39; already contains a definition for &#39;type&#39;,,72515374.0,,,,
273,"['c#', 'firebase', 'unity3d', 'google-cloud-platform', 'firebase-realtime-database']","{'account_id': 25527397, 'reputation': 35, 'user_id': 19316185, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/5828656557162905/picture?type=large', 'display_name': 'LowKeyNerd', 'link': 'https://stackoverflow.com/users/19316185/lowkeynerd'}",True,61,1,0,1658060708,1655870975,72709589,CC BY-SA 4.0,https://stackoverflow.com/questions/72709589/is-it-possible-to-send-dynamic-key-names-for-key-value-pairs-from-unity-c,Is it possible to send dynamic &quot;Key&quot; names for &quot;Key: Value&quot; pairs from Unity C# to Firebase?,1658060708.0,72711944.0,,,,
274,"['c#', 'security', 'ssl']","{'account_id': 1599535, 'reputation': 2923, 'user_id': 1480877, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/gIXD4.png?s=256&g=1', 'display_name': 'Patrick', 'link': 'https://stackoverflow.com/users/1480877/patrick'}",True,411,4,5,1658043110,1656499735,72800116,CC BY-SA 4.0,https://stackoverflow.com/questions/72800116/ftp-download-file-generate-the-error-a-call-to-sspi-failed,FTP Download File generate the error: A call to SSPI failed,1656501542.0,72971789.0,,,,
275,"['c#', 'discord']","{'account_id': 25628031, 'reputation': 1, 'user_id': 19398834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c52468418687eba634a0bab106077b9?s=256&d=identicon&r=PG', 'display_name': '100Rad', 'link': 'https://stackoverflow.com/users/19398834/100rad'}",False,57,1,0,1658025020,1655981333,72728926,CC BY-SA 4.0,https://stackoverflow.com/questions/72728926/how-to-change-userclient-discord-activity,How to change user(client) discord activity?,,,,,,
276,"['c#', 'asp.net-core', 'asp.net-core-webapi']","{'account_id': 23191249, 'reputation': 23, 'user_id': 17287594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd43a2a471ce884349904f56c15f2d5c?s=256&d=identicon&r=PG', 'display_name': 'VahidDev', 'link': 'https://stackoverflow.com/users/17287594/vahiddev'}",True,412,2,1,1657983231,1654610077,72532465,CC BY-SA 4.0,https://stackoverflow.com/questions/72532465/dynamically-change-routing-in-asp-net-6-0-web-api,Dynamically Change Routing in ASP.NET 6.0 Web API,1657892309.0,72995604.0,,,,
277,['c#'],"{'account_id': 25576739, 'reputation': 1, 'user_id': 19356049, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Qdwkz.jpg?s=256&g=1', 'display_name': 'June', 'link': 'https://stackoverflow.com/users/19356049/june'}",False,25,0,0,1657974482,1655435856,72653969,CC BY-SA 4.0,https://stackoverflow.com/questions/72653969/how-to-get-selected-string-cell-in-datagridview-and-write-them-on-a-txt-file-c,How to get selected string cell in datagridview and write them on a .txt file. C#,1657974482.0,,,,,
278,"['c#', 'asp.net-core', '.net-core', 'memory-leaks', 'timer']","{'account_id': 255870, 'reputation': 3558, 'user_id': 536196, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/68bb4a7f727ecf2bbee537e16c685d63?s=256&d=identicon&r=PG', 'display_name': 'regnauld', 'link': 'https://stackoverflow.com/users/536196/regnauld'}",True,255,3,0,1657919567,1656070820,72743547,CC BY-SA 4.0,https://stackoverflow.com/questions/72743547/calling-task-delay50-frequently-in-a-loop-can-this-lead-to-a-memory-leak,Calling Task.Delay(50) frequently in a loop. Can this lead to a memory leak?,1657919567.0,,,,,
279,"['c#', '.net', 'timer', '.net-6.0', 'periodictimer']","{'account_id': 13542135, 'reputation': 10281, 'user_id': 9971404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7cd9db31d5a582aab9112b2cbaa75e4d?s=256&d=identicon&r=PG&f=1', 'display_name': 'lonix', 'link': 'https://stackoverflow.com/users/9971404/lonix'}",True,2298,2,3,1657918591,1656046672,72739162,CC BY-SA 4.0,https://stackoverflow.com/questions/72739162/net-6-periodictimer-with-top-of-the-minute-timing,.NET 6 PeriodicTimer with top-of-the-minute timing,1657918591.0,72739676.0,,,,
280,"['c#', 'winforms', 'image-processing', 'directx', 'sharpdx']","{'account_id': 25479297, 'reputation': 21, 'user_id': 19275949, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gix-2MQokvttt1wIhFB2YO-i8xL5Ee9C4R-FRQO7w=k-s256', 'display_name': 'Hawksm278', 'link': 'https://stackoverflow.com/users/19275949/hawksm278'}",False,181,1,2,1657877512,1654443756,72508769,CC BY-SA 4.0,https://stackoverflow.com/questions/72508769/what-is-a-quick-way-to-scale-down-an-image-using-sharpdx-hardware-acceleration-i,What is a quick way to scale down an image using SharpDX hardware acceleration in C#?,,,,,,
281,"['c#', 'multithreading', 'wcf', 'async-await']","{'account_id': 7634489, 'reputation': 2370, 'user_id': 5788429, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0659ba97b8622faa531a2772249abd2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anton', 'link': 'https://stackoverflow.com/users/5788429/anton'}",False,133,1,3,1657833829,1655192527,72613180,CC BY-SA 4.0,https://stackoverflow.com/questions/72613180/wcf-iclientmessageinspector-wrong-principal-in-afterreceivereply,WCF - IClientMessageInspector - Wrong principal in AfterReceiveReply,,,,,,
282,"['c#', 'soap', 'workday-api']","{'account_id': 295410, 'reputation': 961, 'user_id': 599808, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/7dbcb7207b400ecbd1b6d6d28bdf0f4f?s=256&d=identicon&r=PG', 'display_name': '&#216;yvind ', 'link': 'https://stackoverflow.com/users/599808/%c3%98yvind'}",False,157,1,1,1657829342,1655981208,72728907,CC BY-SA 4.0,https://stackoverflow.com/questions/72728907/authentication-on-workday-web-service,Authentication on Workday web service,1657829342.0,,,,,
283,"['c#', 'excel', 'vba', 'winapi']","{'account_id': 1197008, 'reputation': 319, 'user_id': 1168494, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/00d4e2a15fa622f762a9fca4831cc476?s=256&d=identicon&r=PG', 'display_name': 'StackUser', 'link': 'https://stackoverflow.com/users/1168494/stackuser'}",False,68,0,0,1657810961,1655310069,72634728,CC BY-SA 4.0,https://stackoverflow.com/questions/72634728/keyboardhookproc-is-not-being-invoked-from-excel-vba,KeyBoardHookProc is not being invoked from Excel VBA,1657810961.0,,,,,
284,"['c#', 'android', 'ios', 'cross-platform', 'uno-platform']","{'account_id': 1222024, 'reputation': 1253, 'user_id': 1188485, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d176c7fd8d57b75cbd26921d886936d8?s=256&d=identicon&r=PG', 'display_name': 'Jim Speaker', 'link': 'https://stackoverflow.com/users/1188485/jim-speaker'}",True,50,2,1,1657794021,1656191992,72757424,CC BY-SA 4.0,https://stackoverflow.com/questions/72757424/uno-platform-shared-assets-on-android-vs-ios-issues-with-android,Uno Platform: Shared Assets on Android vs iOS - issues with Android,,72978945.0,,,,
285,"['c#', 'arrays', 'subset']","{'account_id': 25073739, 'reputation': 316, 'user_id': 18972846, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b860d47d80fc72f0e8264b7613186bb?s=256&d=identicon&r=PG', 'display_name': 'TechGeek', 'link': 'https://stackoverflow.com/users/18972846/techgeek'}",False,203,2,0,1657785870,1656154634,72753274,CC BY-SA 4.0,https://stackoverflow.com/questions/72753274/how-to-return-a-subset-of-an-integer-array-with-minimal-elements-that-yield-a-ma,How to return a subset of an integer array with minimal elements that yield a maximum sum?,,,,,,
286,"['c#', 'wpf', 'button', 'indexing', 'listbox']","{'account_id': 25340635, 'reputation': 181, 'user_id': 19159073, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eJRJz.jpg?s=256&g=1', 'display_name': 'NoName', 'link': 'https://stackoverflow.com/users/19159073/noname'}",True,92,1,-1,1657775837,1655967286,72725764,CC BY-SA 4.0,https://stackoverflow.com/questions/72725764/how-to-get-index-and-create-click-event-for-dynamically-created-button-within-li,How to get index and create click event for dynamically created Button within ListBox?,1655967362.0,,,,,
287,"['c#', 'arrays']","{'account_id': 25222997, 'reputation': 25, 'user_id': 19059210, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a2ca68355521d1655544baa65e8ff6e?s=256&d=identicon&r=PG', 'display_name': 'Lha', 'link': 'https://stackoverflow.com/users/19059210/lha'}",True,81,1,0,1657761084,1655271027,72626309,CC BY-SA 4.0,https://stackoverflow.com/questions/72626309/how-do-i-copy-the-array-elements-and-also-reversing-certain-elements-with-array,How do I copy the array elements and also reversing certain elements with Array.Copy() in c#?,1657761084.0,72626405.0,,,,
288,"['c#', 'unit-testing', 'rabbitmq', 'masstransit', 'saga']","{'account_id': 199394, 'reputation': 617, 'user_id': 444682, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/530064630/picture?type=large', 'display_name': 'Lelis718', 'link': 'https://stackoverflow.com/users/444682/lelis718'}",True,124,1,1,1657742765,1655421235,72652800,CC BY-SA 4.0,https://stackoverflow.com/questions/72652800/masstransit-testing-saga-statemachine-the-state-machine-was-not-properly-confi,MassTransit Testing Saga StateMachine - The state machine was not properly configured,1657742765.0,,,,,
289,"['c#', 'angularjs', 'selenium']","{'account_id': 21024067, 'reputation': 18, 'user_id': 15449752, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/252e9399dc5c671081a38757bf54170c?s=256&d=identicon&r=PG&f=1', 'display_name': 'GreezXII', 'link': 'https://stackoverflow.com/users/15449752/greezxii'}",False,39,1,0,1657742575,1655407642,72650973,CC BY-SA 4.0,https://stackoverflow.com/questions/72650973/how-to-iterate-over-dynamically-updated-elements-with-selenium,How to iterate over dynamically updated elements with Selenium,1657742575.0,,,,,
290,['c#'],"{'account_id': 25626665, 'reputation': 79, 'user_id': 19397671, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhF97hOCi7pmGu2p64JBUqJYcAzyu34RyYpE4NenA=k-s256', 'display_name': 'Yasir', 'link': 'https://stackoverflow.com/users/19397671/yasir'}",True,302,2,1,1657732879,1656104784,72749401,CC BY-SA 4.0,https://stackoverflow.com/questions/72749401/c-passing-tuple-of-tuples-as-an-input-argument-to-a-method,C# - Passing tuple of tuples as an input argument to a method,1656337688.0,72749510.0,,,,
291,"['c#', 'android', 'xamarin.android', 'headset', 'headphones']","{'account_id': 17417200, 'reputation': 3, 'user_id': 12623366, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBS5vo6in2vE8yBQ2we4NY_rNdnreV3Lt2mBfrABg=k-s256', 'display_name': 'Vahid Ahmadi', 'link': 'https://stackoverflow.com/users/12623366/vahid-ahmadi'}",True,97,3,0,1657709733,1655020174,72590362,CC BY-SA 4.0,https://stackoverflow.com/questions/72590362/detect-plugged-unplugged-event-on-headphone-jack-in-xamarin-android,Detect plugged &amp; unplugged event on headphone jack in Xamarin.Android,1655105278.0,72599727.0,,,,
292,"['c#', 'arrays', 'for-loop', 'switch-statement']","{'account_id': 25222997, 'reputation': 25, 'user_id': 19059210, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a2ca68355521d1655544baa65e8ff6e?s=256&d=identicon&r=PG', 'display_name': 'Lha', 'link': 'https://stackoverflow.com/users/19059210/lha'}",True,91,2,0,1657699910,1654671073,72541249,CC BY-SA 4.0,https://stackoverflow.com/questions/72541249/is-there-any-way-to-bind-the-2-for-loops-in-one-for-loop-in-c,Is there any way to bind the 2 for loops in one for loop in c#,1657699910.0,72542895.0,,,,
293,"['c#', 'dll', 'module', 'parent-child', 'repeat']","{'account_id': 25222997, 'reputation': 25, 'user_id': 19059210, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a2ca68355521d1655544baa65e8ff6e?s=256&d=identicon&r=PG', 'display_name': 'Lha', 'link': 'https://stackoverflow.com/users/19059210/lha'}",True,37,1,0,1657698646,1656489131,72797690,CC BY-SA 4.0,https://stackoverflow.com/questions/72797690/how-do-i-bind-the-repeating-codes-shared-by-multiple-forms-in-c,how do I bind the repeating codes shared by multiple forms in c#,1657698646.0,72798112.0,,,,
294,"['c#', 'winforms', 'menu', 'switch-statement', '.net-framework-version']","{'account_id': 25222997, 'reputation': 25, 'user_id': 19059210, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a2ca68355521d1655544baa65e8ff6e?s=256&d=identicon&r=PG', 'display_name': 'Lha', 'link': 'https://stackoverflow.com/users/19059210/lha'}",True,38,1,0,1657698109,1656479179,72796021,CC BY-SA 4.0,https://stackoverflow.com/questions/72796021/how-do-i-combine-the-menu-items-inside-the-swicth-case-in-c,How do I combine the menu items inside the swicth case in C#,1657698109.0,72796461.0,,,,
295,"['c#', 'entity-framework', 'linq', 'asp.net-core']","{'account_id': 2488262, 'reputation': 83, 'user_id': 2166283, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4Bi8S.jpg?s=256&g=1', 'display_name': 'aegsomweb', 'link': 'https://stackoverflow.com/users/2166283/aegsomweb'}",True,133,1,0,1657640015,1655104602,72598979,CC BY-SA 4.0,https://stackoverflow.com/questions/72598979/linq-and-core-simple-where-clause-and-projection-issue,Linq and Core simple where clause and projection issue,1655106166.0,72661103.0,,,,
296,"['c#', 'azure', 'asp.net-core']","{'account_id': 197344, 'reputation': 59, 'user_id': 441376, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/927eff593d0ebcead30754ccbd58f5e8?s=256&d=identicon&r=PG', 'display_name': 'Chris Young', 'link': 'https://stackoverflow.com/users/441376/chris-young'}",False,833,1,0,1657605283,1655365483,72642211,CC BY-SA 4.0,https://stackoverflow.com/questions/72642211/why-is-defaultazurecredential-trying-to-use-managedidentitycredential-on-a-local,Why is DefaultAzureCredential trying to use ManagedIdentityCredential on a local machine?,,,,,,
297,"['c#', 'angular', 'asp.net-core-mvc']","{'account_id': 139075, 'reputation': 169, 'user_id': 344415, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/d4309b6dda3e2bb472fcf2201a59b52c?s=256&d=identicon&r=PG', 'display_name': 'Jawahar', 'link': 'https://stackoverflow.com/users/344415/jawahar'}",False,149,0,1,1657599812,1655834000,72705176,CC BY-SA 4.0,https://stackoverflow.com/questions/72705176/launch-angular-spa-application-from-asp-net-core-mvc-controller-after-identity-s,Launch Angular SPA application from ASP.net Core MVC controller after Identity Server authorization,,,,,,
298,"['c#', 'smtp', 'mailkit']","{'account_id': 6015467, 'reputation': 299, 'user_id': 4724492, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a562732ac99b73cf8ee53f8571fac136?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lawrence', 'link': 'https://stackoverflow.com/users/4724492/lawrence'}",True,1092,1,0,1657591250,1655350020,72640127,CC BY-SA 4.0,https://stackoverflow.com/questions/72640127/sending-of-email-via-mailkit-fails-a-connection-attempt-failed-because-the-con,Sending of email via MailKit fails - A connection attempt failed because the connected party did not properly respond after a period of time,,72946295.0,,,,
