,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,locked_date
338,"['c#', 'json', 'local-storage', 'blazor', 'blazor-webassembly']","{'account_id': 1494652, 'reputation': 181, 'user_id': 1400902, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9g8Oo.jpg?s=256&g=1', 'display_name': 'Gabain1993', 'link': 'https://stackoverflow.com/users/1400902/gabain1993'}",True,460,1,0,1653286173,1647270047,71469844,CC BY-SA 4.0,https://stackoverflow.com/questions/71469844/storing-object-from-json-in-localstorage,Storing object from json in localstorage,71470158.0,1647272182.0,,,,,
339,"['c#', 'playwright']","{'account_id': 7450404, 'reputation': 11, 'user_id': 8560501, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10208562661728481/picture?type=large', 'display_name': 'Daniel Rodr&#237;guez F', 'link': 'https://stackoverflow.com/users/8560501/daniel-rodr%c3%adguez-f'}",True,1526,2,1,1653262203,1646763914,71399842,CC BY-SA 4.0,https://stackoverflow.com/questions/71399842/playwright-get-all-options-value-in-a-multiple-select,playwright get all options value in a multiple select,,1646765765.0,,,,,
340,"['c#', 'sql']","{'account_id': 15976012, 'reputation': 17, 'user_id': 11528911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41463fd4fd00cb34d44e67645d565f0f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raanan Heinberg', 'link': 'https://stackoverflow.com/users/11528911/raanan-heinberg'}",True,59,2,-1,1653208048,1646656517,71381173,CC BY-SA 4.0,https://stackoverflow.com/questions/71381173/extract-datetime-from-string-with-chars,Extract datetime from string with chars,,1653208048.0,,,,,
341,"['c#', '.net', '.net-assembly', 'assembly-resolution', 'assembly-binding-redirect']","{'account_id': 5197978, 'reputation': 547, 'user_id': 4158483, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/60e9bad292a351b70b746caea9c71431?s=256&d=identicon&r=PG&f=1', 'display_name': 'vladek', 'link': 'https://stackoverflow.com/users/4158483/vladek'}",True,814,1,3,1653161287,1648031964,71585740,CC BY-SA 4.0,https://stackoverflow.com/questions/71585740/how-does-net-6-deal-with-assembly-reference-conflicts,How does .NET 6 deal with assembly reference conflicts?,,,,,,,
342,['c#'],"{'account_id': 5522930, 'reputation': 941, 'user_id': 4385342, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://lh3.googleusercontent.com/-ywHOrlzk5g4/AAAAAAAAAAI/AAAAAAAAB9Y/mO2q6r1jr60/photo.jpg?sz=256', 'display_name': 'a3y3', 'link': 'https://stackoverflow.com/users/4385342/a3y3'}",True,207,3,2,1653126623,1647550992,71519014,CC BY-SA 4.0,https://stackoverflow.com/questions/71519014/how-to-preserve-log-scopes-for-unhandled-exceptions,How to preserve log scopes for unhandled exceptions?,71622786.0,1647617773.0,,,,,
343,"['c#', 'unity3d', 'chatbot']","{'account_id': 24759780, 'reputation': 1, 'user_id': 18644331, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjhqZRRnHmzlx5ppWswwF_w8sFKsLf2aBL4HS-s=k-s256', 'display_name': 'FinnTheBinn', 'link': 'https://stackoverflow.com/users/18644331/finnthebinn'}",False,33,1,0,1653085138,1648734717,71693735,CC BY-SA 4.0,https://stackoverflow.com/questions/71693735/how-do-i-set-a-failsafe-response-for-my-oscova-chatbot,How do I set a &quot;failsafe&quot; response for my Oscova chatbot?,,,,,,,
344,"['c#', 'wpf']","{'account_id': 22676322, 'reputation': 33, 'user_id': 16847258, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjSE_BKSEwzhlWQtFhXWCjR1pKjg-Tne57bwWQ9aQ=k-s256', 'display_name': 'ShuSong Lu', 'link': 'https://stackoverflow.com/users/16847258/shusong-lu'}",False,205,0,0,1653076480,1646881374,71418352,CC BY-SA 4.0,https://stackoverflow.com/questions/71418352/wpf-material-design-conflicts-with-handycontorl-datagrid-style,WPF : Material Design conflicts with HandyContorl dataGrid style,,,,,,,
345,"['c#', '.net', 'visual-studio']","{'account_id': 43858, 'reputation': 33815, 'user_id': 128384, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/cf6f92bfb2a16c0e2c6ca7aef4440862?s=256&d=identicon&r=PG', 'display_name': 'stijn', 'link': 'https://stackoverflow.com/users/128384/stijn'}",True,208,1,0,1653057655,1648196848,71613993,CC BY-SA 4.0,https://stackoverflow.com/questions/71613993/how-to-test-net-resources-in-different-languages-with-net-language-packs,How to test .NET resources in different languages with .NET language packs?,72320800.0,,,,,,
346,"['c#', 'sql-server', 'image', '.net-core', 'blazor']","{'account_id': 18932750, 'reputation': 23, 'user_id': 13814551, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e64d382f45f60bc8c5ca8e5c5f03bc9d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user13814551', 'link': 'https://stackoverflow.com/users/13814551/user13814551'}",True,519,1,0,1653053067,1646090887,71302164,CC BY-SA 4.0,https://stackoverflow.com/questions/71302164/retrieve-image-type-data-from-sql-server-via-api-and-display-in-blazor-net6-c,Retrieve image type data from SQL Server via API and display in Blazor Net6 C#,71302815.0,1653053067.0,,,,,
347,"['c#', 'postgresql', 'entity-framework']","{'account_id': 24736116, 'reputation': 76, 'user_id': 18623466, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwPCPEbSFg2Zejl-ABSydffURWmfHj2xeWrHWLY=k-s256', 'display_name': 'Alexandru Bucur', 'link': 'https://stackoverflow.com/users/18623466/alexandru-bucur'}",False,160,1,0,1653041950,1648576498,71666722,CC BY-SA 4.0,https://stackoverflow.com/questions/71666722/c-missing-method-in-npgsql-entity-framework,C# missing method in Npgsql Entity Framework,,1648576633.0,,,,,
348,"['c#', 'jsonelement']","{'account_id': 336287, 'reputation': 1694, 'user_id': 663853, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://i.stack.imgur.com/0ABQE.jpg?s=256&g=1', 'display_name': 'Robert Green MBA', 'link': 'https://stackoverflow.com/users/663853/robert-green-mba'}",False,246,1,0,1653037118,1648501640,71653740,CC BY-SA 4.0,https://stackoverflow.com/questions/71653740/json-type-not-supported-for-int-datatype-json-type-not-supported-parameter,JSON Type not supported for int datatype --&gt; JSON type not supported. (Parameter &#39;ValueKind&#39;)\r\nActual value was Number,,,,,,,
349,"['c#', 'sitecore', 'sitecore-exm']","{'account_id': 24164554, 'reputation': 11, 'user_id': 18127614, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7253b3bb880286c48c6e41396265a6f8?s=256&d=identicon&r=PG', 'display_name': 'Libish J M', 'link': 'https://stackoverflow.com/users/18127614/libish-j-m'}",True,56,1,1,1652980515,1648105957,71598331,CC BY-SA 4.0,https://stackoverflow.com/questions/71598331/how-to-use-curly-bracket-in-sitecore-emails,How to use {} curly bracket in Sitecore emails?,,1652980515.0,,,,,
350,"['c#', 'json', 'asp.net-core', 'exception', 'asp.net-web-api']","{'account_id': 23304877, 'reputation': 13, 'user_id': 17384995, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwgS5LKjDhL90EMBcXjxclaMP5iWXBtU75kGrtP=k-s256', 'display_name': 'Boldi', 'link': 'https://stackoverflow.com/users/17384995/boldi'}",True,1572,3,0,1652899380,1648482588,71650178,CC BY-SA 4.0,https://stackoverflow.com/questions/71650178/how-can-i-catch-an-exception-and-send-it-as-json-message,How can I catch an exception and send it as json message?,,,,,,,
351,"['c#', '.net']","{'account_id': 22669399, 'reputation': 25, 'user_id': 16841327, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi6c2eEDmDTvwqAzUPPvdgKX7cD40WAM1xe45Un_w=k-s256', 'display_name': 'Mario Luigi Vibal', 'link': 'https://stackoverflow.com/users/16841327/mario-luigi-vibal'}",True,46,1,0,1652873223,1647238725,71463669,CC BY-SA 4.0,https://stackoverflow.com/questions/71463669/windows-form-cannot-be-displayed-centerscreen,Windows Form Cannot be Displayed CenterScreen,71582913.0,1652873223.0,,,,,
352,"['c#', '.net-5', 'dotnet-cli']","{'account_id': 2311182, 'reputation': 1850, 'user_id': 2029276, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/05f5ae7c009416c6cb07373eba31441f?s=256&d=identicon&r=PG', 'display_name': 'Shadow', 'link': 'https://stackoverflow.com/users/2029276/shadow'}",True,947,1,1,1652780807,1648283330,71626444,CC BY-SA 4.0,https://stackoverflow.com/questions/71626444/how-to-log-dotnet-test-output-in-junit-format,How to log dotnet test output in junit format,72271718.0,,,,,,
353,"['c#', '.net', 'google-analytics', 'google-analytics-api', 'google-analytics-sdk']","{'account_id': 8695494, 'reputation': 1, 'user_id': 6506994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc277177468d22b16f9d92acf91e6650?s=256&d=identicon&r=PG&f=1', 'display_name': 'Plachado', 'link': 'https://stackoverflow.com/users/6506994/plachado'}",False,724,0,0,1652716387,1647845208,71553713,CC BY-SA 4.0,https://stackoverflow.com/questions/71553713/setting-proxy-for-google-analytics-data-api-ga4,Setting proxy for Google Analytics Data API (GA4),,,,,,,
354,"['c#', 'priority-queue', '.net-6.0']","{'account_id': 918237, 'reputation': 1344, 'user_id': 1103669, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/f9f2765eceff61c21ccec8bb60a55bed?s=256&d=identicon&r=PG', 'display_name': 'Mark Lyons', 'link': 'https://stackoverflow.com/users/1103669/mark-lyons'}",True,1907,2,0,1652627608,1646879890,71418225,CC BY-SA 4.0,https://stackoverflow.com/questions/71418225/how-to-get-priority-of-c-priorityqueue-element,How to get Priority of C# PriorityQueue element,71418265.0,1648930979.0,,,,,
355,"['c#', 'pdf', 'annotations', 'itext']","{'account_id': 24527365, 'reputation': 23, 'user_id': 18439655, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2b3cf99b96c8b06af152de0aaa24243?s=256&d=identicon&r=PG', 'display_name': 'Mouhssine', 'link': 'https://stackoverflow.com/users/18439655/mouhssine'}",True,61,1,1,1652486251,1648730658,71692704,CC BY-SA 4.0,https://stackoverflow.com/questions/71692704/get-set-annotation-from-in-existsing-pdf-using-itextsharp,Get/Set Annotation from/in existsing PDF using itextSharp,,1648731030.0,,,,,
356,"['c#', 'mongodb', 'aggregation-framework', 'mongodb-.net-driver']","{'account_id': 3654351, 'reputation': 695, 'user_id': 3239998, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GgXeX.png?s=256&g=1', 'display_name': 'mikeyy', 'link': 'https://stackoverflow.com/users/3239998/mikeyy'}",False,125,1,0,1652472580,1647808287,71550421,CC BY-SA 4.0,https://stackoverflow.com/questions/71550421/performance-penalty-when-using-fluent-interface,Performance penalty when using fluent interface,,1652472580.0,,,,,
357,"['c#', 'design-patterns', 'interface']","{'account_id': 23133492, 'reputation': 23, 'user_id': 17238035, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8565a9bedcae8605f00e317e85b8cf7?s=256&d=identicon&r=PG', 'display_name': 'Simoplicity ', 'link': 'https://stackoverflow.com/users/17238035/simoplicity'}",True,55,2,0,1652472535,1648623401,71672777,CC BY-SA 4.0,https://stackoverflow.com/questions/71672777/interface-method-with-different-type-of-arguments,Interface Method with different type of arguments,,1648627519.0,,,,,
358,"['c#', 'winforms', 'clickonce', 'publishing']","{'account_id': 3204449, 'reputation': 526, 'user_id': 2752308, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/574f9f2cb6733e7ebcdd340d6ec14b25?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marcelo Scofano Diniz', 'link': 'https://stackoverflow.com/users/2752308/marcelo-scofano-diniz'}",True,249,1,0,1652462137,1647618855,71529775,CC BY-SA 4.0,https://stackoverflow.com/questions/71529775/how-to-solve-the-error-that-prevents-clickonce-app-to-start,How to solve the error that prevents clickonce app to start,72224975.0,1652421175.0,,,,,
359,"['c#', 'api', 'algorithmic-trading']","{'account_id': 7282654, 'reputation': 596, 'user_id': 5551849, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/NssaZ.jpg?s=256&g=1', 'display_name': 'p.luck', 'link': 'https://stackoverflow.com/users/5551849/p-luck'}",True,469,2,0,1652451721,1646934298,71428573,CC BY-SA 4.0,https://stackoverflow.com/questions/71428573/quantower-api-how-to-get-the-current-and-previous-bars-low-price,Quantower API: How to get the current and previous bar&#39;s Low price,72093711.0,1646992288.0,,,,,
360,"['c#', 'asp.net', '.net', 'asp.net-mvc']","{'account_id': 16498364, 'reputation': 51, 'user_id': 12285768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1dc18d8f3bce95bc2b41d6317ab06b2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'ventisk1ze', 'link': 'https://stackoverflow.com/users/12285768/ventisk1ze'}",False,95,1,0,1652442944,1648690199,71685864,CC BY-SA 4.0,https://stackoverflow.com/questions/71685864/how-to-effectively-change-authentication-method-in-asp-net-web-config,How to effectively change authentication method in ASP. NET web.config?,,,,,,,
361,"['python', 'c#', 'dll', 'kerberos']","{'account_id': 12892790, 'reputation': 55, 'user_id': 9324203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f88d5a61222ef8112ccd8adba7bb39b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/9324203/joe'}",False,788,1,1,1652416998,1647799329,71549322,CC BY-SA 4.0,https://stackoverflow.com/questions/71549322/how-to-get-a-kerberos-token-in-python-i-have-working-c-and-ps-syntax-but-would,How to get a Kerberos token in Python? I have working C# and PS syntax but would like to convert it,,,,,,,
362,"['c#', '.net', 'environment-variables']","{'account_id': 24684650, 'reputation': 93, 'user_id': 18578004, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iLqmc.png?s=256&g=1', 'display_name': 'flawesome', 'link': 'https://stackoverflow.com/users/18578004/flawesome'}",True,595,1,0,1652349913,1648208787,71616473,CC BY-SA 4.0,https://stackoverflow.com/questions/71616473/c-get-all-environment-variables-in-sorted-order,C# - Get all environment variables in sorted order,71616756.0,1652349913.0,,,,,
363,"['c#', 'visual-studio', 'syntax-highlighting', 'blazor-webassembly']","{'account_id': 16514446, 'reputation': 178, 'user_id': 11932313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d790b0e20522fc7ae17c801acb65054?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dominik', 'link': 'https://stackoverflow.com/users/11932313/dominik'}",True,511,2,3,1652345520,1648414751,71640255,CC BY-SA 4.0,https://stackoverflow.com/questions/71640255/visual-studio-2022-razor-code-block-is-flickering,Visual Studio 2022 .razor code block is flickering,71642938.0,1648415081.0,,,,,
364,"['c#', 'permissions', 'keycloak', 'roles']","{'account_id': 18809560, 'reputation': 11, 'user_id': 13718056, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-D-KHnp51XrQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm1yx-ojiyz6pw0V166E9-BNH8EYw/photo.jpg?sz=256', 'display_name': 'Joao Soares', 'link': 'https://stackoverflow.com/users/13718056/joao-soares'}",False,799,1,0,1652308599,1646376059,71347482,CC BY-SA 4.0,https://stackoverflow.com/questions/71347482/403-forbidden-error-in-keycloak-api-view-users,403 Forbidden Error in Keycloak API (view-users),,1646377198.0,,,,,
365,['c#'],"{'account_id': 18515851, 'reputation': 78, 'user_id': 13490005, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-6NA8LLgbkZ8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPjVUjV6JyxxOh7IEa7I4sENl0gcw/photo.jpg?sz=256', 'display_name': 'UglukFromIsengard', 'link': 'https://stackoverflow.com/users/13490005/uglukfromisengard'}",True,77,2,0,1652275257,1646917951,71424719,CC BY-SA 4.0,https://stackoverflow.com/questions/71424719/how-to-set-opensavepidmrul-default-value-using-c,how to set OpenSavePidMRUl default value using C#?,,,,,,,
366,"['c#', 'udp', 'hotspot']","{'account_id': 9568207, 'reputation': 11, 'user_id': 7106787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94b1ea561bf9117be68c0fc2f8d97c9b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pipeloops', 'link': 'https://stackoverflow.com/users/7106787/pipeloops'}",False,278,2,1,1652270987,1647466808,71504568,CC BY-SA 4.0,https://stackoverflow.com/questions/71504568/c-problem-receiving-udp-packet-from-device-connected-via-mobile-hotspot,C#: Problem receiving UDP packet from device connected via mobile hotspot,,1647522605.0,,,,,
367,"['c#', '.net-core', 'entity-framework-core', 'azure-cosmosdb', 'azure-cosmosdb-sqlapi']","{'account_id': 13737878, 'reputation': 116, 'user_id': 9913725, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-P8xHJFE5F-M/AAAAAAAAAAI/AAAAAAAAAC0/DFElmm_cj5M/photo.jpg?sz=256', 'display_name': 'Nikola Sajic', 'link': 'https://stackoverflow.com/users/9913725/nikola-sajic'}",False,479,1,0,1652268074,1646210104,71319624,CC BY-SA 4.0,https://stackoverflow.com/questions/71319624/entity-framework-core-5-and-cosmosdb-sql-api-include-extension-method-does-not,Entity Framework Core 5 and CosmosDB SQL API - Include extension method does not work,,,,,,,
368,"['c#', 'openxml', 'openxml-sdk']","{'account_id': 7333999, 'reputation': 938, 'user_id': 5585996, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/95590d8605a0729c242444f9ec843779?s=256&d=identicon&r=PG&f=1', 'display_name': 'GeorgiG', 'link': 'https://stackoverflow.com/users/5585996/georgig'}",True,175,1,1,1652202883,1648143418,71607052,CC BY-SA 4.0,https://stackoverflow.com/questions/71607052/constructing-an-openxmlelement-from-bitmap-picture-to-append-into-a-run-instance,Constructing an OpenXmlElement from bitmap picture to append into a Run instance,72190523.0,,,,,,
369,"['c#', 'project', 'sourcegenerators']","{'account_id': 7263673, 'reputation': 170, 'user_id': 11438007, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88219a2f5c617806a08c3dea7a2af890?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rekkon', 'link': 'https://stackoverflow.com/users/11438007/rekkon'}",True,801,1,3,1652182035,1646537487,71367501,CC BY-SA 4.0,https://stackoverflow.com/questions/71367501/deploying-a-c-source-generator-project-that-includes-references-to-other-privat,Deploying a C# source generator project that includes references to other private projects,71397443.0,,,,,,
370,"['python', 'c#', 'python-requests', 'process', 'python-venv']","{'account_id': 18008931, 'reputation': 5, 'user_id': 13089082, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1102181853448375/picture?type=large', 'display_name': 'Cobb', 'link': 'https://stackoverflow.com/users/13089082/cobb'}",True,629,1,0,1652169735,1646655133,71380902,CC BY-SA 4.0,https://stackoverflow.com/questions/71380902/c-run-python-script-from-virtual-environment,C# run python script from virtual environment,,,,,,,
371,"['c#', 'c', '.net', 'struct', 'marshalling']","{'account_id': 19958757, 'reputation': 87, 'user_id': 14626865, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tyEnS.jpg?s=256&g=1', 'display_name': 'Tobias Hofer', 'link': 'https://stackoverflow.com/users/14626865/tobias-hofer'}",True,199,2,0,1652134918,1646926595,71426822,CC BY-SA 4.0,https://stackoverflow.com/questions/71426822/marshaling-complex-c-structs-with-c-unions-for-c,Marshaling complex C structs with c unions for C#,71711378.0,,,,,,
372,"['c#', 'wpf', 'xaml']","{'account_id': 5929254, 'reputation': 568, 'user_id': 4664256, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QiG87nxY1Y0/AAAAAAAAAAI/AAAAAAAAABQ/DTwyLLGr-Ws/photo.jpg?sz=256', 'display_name': 'Mike Bruno', 'link': 'https://stackoverflow.com/users/4664256/mike-bruno'}",True,227,1,5,1652002406,1648660569,71681471,CC BY-SA 4.0,https://stackoverflow.com/questions/71681471/make-richtextbox-automatically-scroll-to-bottom-when-content-is-added,Make RichTextBox automatically scroll to bottom when content is added,71683012.0,1652000674.0,,,,,
373,"['c#', 'log4net', '.net-6.0']","{'account_id': 24680679, 'reputation': 45, 'user_id': 18574454, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwBRaCWQXztq5kPFIbKHED1V1avAkEda9sLoDTU=k-s256', 'display_name': 'roderknight', 'link': 'https://stackoverflow.com/users/18574454/roderknight'}",True,3807,2,3,1651908696,1648175665,71611540,CC BY-SA 4.0,https://stackoverflow.com/questions/71611540/log4net-in-net-core-6,log4net in .NET core 6,71624889.0,,,,,,
374,"['c#', 'c++-winrt', 'winui-3']","{'account_id': 7595843, 'reputation': 1554, 'user_id': 5762040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc7b128fabc7c7d39e0c69410511b40f?s=256&d=identicon&r=PG', 'display_name': 'Michal Zhradnk Nono3551', 'link': 'https://stackoverflow.com/users/5762040/michal-zhradnk-nono3551'}",True,458,1,0,1651828285,1648053942,71590971,CC BY-SA 4.0,https://stackoverflow.com/questions/71590971/custom-winui-3-c-winrt-control-in-c-winui-project,Custom WinUI 3 C++/WinRT Control in C# WinUI project,72026220.0,1651828285.0,,,,,
375,"['c#', 'uipath']","{'account_id': 14561924, 'reputation': 167, 'user_id': 10517777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3c8209b246c8fd97fa5e2263e4c48e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'sergioMoreno', 'link': 'https://stackoverflow.com/users/10517777/sergiomoreno'}",False,844,2,1,1651823317,1647505292,71509073,CC BY-SA 4.0,https://stackoverflow.com/questions/71509073/workaround-to-retreive-e-mails-using-uipath,Workaround to retreive E-Mails using Uipath,,,,,,,
376,"['c#', '.net', 'winforms', 'datagridview']","{'account_id': 3328326, 'reputation': 920, 'user_id': 2797782, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'bRaNdOn', 'link': 'https://stackoverflow.com/users/2797782/brandon'}",True,732,3,1,1651801163,1647556224,71519787,CC BY-SA 4.0,https://stackoverflow.com/questions/71519787/fill-the-datasource-of-a-datagridview-with-existing-columns,Fill the DataSource of a DataGridView with existing Columns,71520313.0,1651801163.0,,,,,
377,"['c#', 'xaml']","{'account_id': 2128216, 'reputation': 1127, 'user_id': 1889750, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43e27cc438883ff9dc36d1dce6b59a3c?s=256&d=identicon&r=PG', 'display_name': 'TomGeo', 'link': 'https://stackoverflow.com/users/1889750/tomgeo'}",False,390,2,0,1651762967,1647356658,71484479,CC BY-SA 4.0,https://stackoverflow.com/questions/71484479/c-ioexception-cannot-locate-resource,C# IOException Cannot locate resource,,,,,,,
378,"['c#', 'acumatica']","{'account_id': 5295096, 'reputation': 1, 'user_id': 4226470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/751cc27acdf66597350866a01441bdea?s=256&d=identicon&r=PG&f=1', 'display_name': 'kash', 'link': 'https://stackoverflow.com/users/4226470/kash'}",False,58,1,0,1651704262,1647515929,71511418,CC BY-SA 4.0,https://stackoverflow.com/questions/71511418/acumatica-customization-how-to-remove-anonymous-delegate-from-pxgraph-rowinser,Acumatica Customization - How to remove anonymous delegate from PXGraph.RowInsertingEvents Collection?,,,,,,,
379,"['c#', 'winforms', 'reportviewer']","{'account_id': 18940808, 'reputation': 1, 'user_id': 14954333, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/a5YlG.png?s=256&g=1', 'display_name': 'Ana Pimentel', 'link': 'https://stackoverflow.com/users/14954333/ana-pimentel'}",True,71,2,0,1651682579,1648568896,71665114,CC BY-SA 4.0,https://stackoverflow.com/questions/71665114/how-to-solve-the-infinite-loop-in-reportviewer-winforms,How to solve the infinite loop in reportviewer? winforms,72116585.0,,,,,,
380,"['c#', 'sonarqube', 'codacy']","{'account_id': 6336210, 'reputation': 3251, 'user_id': 4919526, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8c0025a679c1156b1e5dab4f6d7dee69?s=256&d=identicon&r=PG', 'display_name': 'mu88', 'link': 'https://stackoverflow.com/users/4919526/mu88'}",True,537,1,2,1651669772,1647105856,71451808,CC BY-SA 4.0,https://stackoverflow.com/questions/71451808/disable-rule-for-sonar-c,Disable rule for Sonar C#,72113521.0,,,,,,
381,"['c#', 'json', 'swagger', 'swagger-codegen', 'nswag']","{'account_id': 4932146, 'reputation': 1, 'user_id': 17710660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b90604fe37fccf10f2574ee821b269dd?s=256&d=identicon&r=PG', 'display_name': 'user17710660', 'link': 'https://stackoverflow.com/users/17710660/user17710660'}",False,1029,2,0,1651666457,1646374150,71347249,CC BY-SA 4.0,https://stackoverflow.com/questions/71347249/nswag-studio-c-generated-client-code-does-not-have-any-return-types-assigned,NSwag Studio C# generated client code does not have any return types assigned,,1646375591.0,,,,,
382,"['c#', '.net', 'excel', 'visual-studio', 'vsto']","{'account_id': 24659106, 'reputation': 9, 'user_id': 18555513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/30dbe4c74d1a8bb4ba51cdcd114819db?s=256&d=identicon&r=PG', 'display_name': 'trevor', 'link': 'https://stackoverflow.com/users/18555513/trevor'}",False,37,1,0,1651620311,1648033951,71586218,CC BY-SA 4.0,https://stackoverflow.com/questions/71586218/how-to-develop-ms-excel-ribbon-functions,How to develop ms excel ribbon functions,,,,,,,
383,"['c#', 'unity3d', 'build']","{'account_id': 24643117, 'reputation': 11, 'user_id': 18541087, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c641576283b9d1c96bb465279c8dd88?s=256&d=identicon&r=PG', 'display_name': 'yonko95', 'link': 'https://stackoverflow.com/users/18541087/yonko95'}",False,1222,1,1,1651604157,1647946115,71570758,CC BY-SA 4.0,https://stackoverflow.com/questions/71570758/unity-build-error-system-unauthorizedaccessexception-access-to-the-path-c-u,Unity Build Error: &quot;System.UnauthorizedAccessException: Access to the path &#39;C:\Users\..\lib_burst_generated.txt&#39; is denied.&quot;,,1647947689.0,,,,,
384,"['c#', '.net', 'windows', 'docker']","{'account_id': 14521285, 'reputation': 45, 'user_id': 10488885, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2PH_ksHzkus/AAAAAAAAAAI/AAAAAAABCLQ/gD9qL3cjG7A/photo.jpg?sz=256', 'display_name': 'Luca', 'link': 'https://stackoverflow.com/users/10488885/luca'}",False,861,1,1,1651586162,1646304152,71335769,CC BY-SA 4.0,https://stackoverflow.com/questions/71335769/empty-response-docker-container-asp-net-core-6,empty response - Docker Container ASP.NET CORE 6,,1646392939.0,,,,,
