,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,protected_date
147,"['c#', 'entity-framework', 'asp.net-core-mvc']","{'user_type': 'does_not_exist', 'display_name': 'user11680003'}",True,18001,57660188.0,2,18,1645639058,1566830066,1645639058.0,57659980,CC BY-SA 4.0,https://stackoverflow.com/questions/57659980/does-dbcontext-registered-as-scoped-or-transient-affect-in-closing-database,Does Dbcontext registered as &quot;scoped&quot; or &quot;transient&quot; affect in closing database connection,,,,
148,"['c#', 'azure-functions', 'ssas-tabular', 'azure-analysis-services', 'azure-function-app']","{'account_id': 15182912, 'reputation': 111, 'user_id': 10955761, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-qf54GKDz_zs/AAAAAAAAAAI/AAAAAAAAfCg/iI4fy0VFpQ8/photo.jpg?sz=256', 'display_name': 'Miguel Martin Perez', 'link': 'https://stackoverflow.com/users/10955761/miguel-martin-perez'}",True,245,57705463.0,3,1,1645472444,1566033019,1566264395.0,57534901,CC BY-SA 4.0,https://stackoverflow.com/questions/57534901/c-to-pause-turn-on-ssas-server-backup-cube-how-to,"C# to pause, turn on ssas server, backup cube.... how to?",,,,
149,"['c#', 'xunit', 'serilog']","{'account_id': 285153, 'reputation': 584, 'user_id': 583658, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6302dda25c29b501352ea3752bc951e1?s=256&d=identicon&r=PG', 'display_name': 'Fernando', 'link': 'https://stackoverflow.com/users/583658/fernando'}",False,359,,1,3,1645030112,1565712293,,57481537,CC BY-SA 4.0,https://stackoverflow.com/questions/57481537/xunit-and-itestoutputhelper-instantiation,XUnit and ITestOutputHelper instantiation,,,,
150,"['c#', 'intellisense', 'visual-studio-2019', 'go-to-definition']","{'account_id': 16499926, 'reputation': 151, 'user_id': 11921496, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-0wCb052ET1Q/AAAAAAAAAAI/AAAAAAAABY0/sDfJy2K3CPw/photo.jpg?sz=256', 'display_name': 'Priyanshu Maithani', 'link': 'https://stackoverflow.com/users/11921496/priyanshu-maithani'}",True,43414,,14,15,1644879681,1565688312,1591269123.0,57474785,CC BY-SA 4.0,https://stackoverflow.com/questions/57474785/visual-studio-2019-go-to-definition-and-intellisense-not-working,Visual studio 2019 go to definition and Intellisense not working,,,,
151,"['c#', 'if-statement', 'contains', 'logical-operators']","{'account_id': 6263007, 'reputation': 319, 'user_id': 4869586, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/10f6e820deefcba6d2a0f12e0e94a0f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'BT93', 'link': 'https://stackoverflow.com/users/4869586/bt93'}",True,67,57517389.0,2,0,1644747313,1565911135,1565911437.0,57517288,,https://stackoverflow.com/questions/57517288/when-should-i-use-a-contains-method-instead-of-logical-operators-in-a-c-if-stat,When should I use a contains method instead of logical operators in a c# if statement?,1565914336.0,Opinion-based,,
152,"['c#', 'asp.net-core', 'asp.net-core-mvc']","{'account_id': 15645430, 'reputation': 39, 'user_id': 11287685, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/485865208c11414364ad9c9001278b70?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben Ten', 'link': 'https://stackoverflow.com/users/11287685/ben-ten'}",False,577,,3,-1,1644450695,1565861579,,57507646,CC BY-SA 4.0,https://stackoverflow.com/questions/57507646/how-to-fix-duplicate-displayed-records-in-table-in-asp-net-core-mvc,how to fix duplicate Displayed records in table in ASP.NET Core MVC?,,,,
153,"['c#', 'midi']","{'account_id': 14921884, 'reputation': 7, 'user_id': 10773885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2376ce9694d5e2cebfe6ad09c489b56?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oscar', 'link': 'https://stackoverflow.com/users/10773885/oscar'}",True,1167,,1,-2,1644161876,1565661244,1598002808.0,57470189,CC BY-SA 4.0,https://stackoverflow.com/questions/57470189/how-to-read-a-midi-file,how to read a midi file,,,,
154,"['c#', 'php', 'unity3d']","{'account_id': 14558776, 'reputation': 38, 'user_id': 10515506, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ZhXFFsCVRfQ/AAAAAAAAAAI/AAAAAAAAANQ/qxQ-1IZ_PMw/photo.jpg?sz=256', 'display_name': 'connordog12', 'link': 'https://stackoverflow.com/users/10515506/connordog12'}",False,1146,,2,2,1643908690,1566299300,1593811777.0,57572289,CC BY-SA 4.0,https://stackoverflow.com/questions/57572289/unity-web-request-post-not-sending-data,Unity Web Request Post not sending data,,,,
155,"['c#', '.net-core', 'configuration', 'log4net']","{'account_id': 1762155, 'reputation': 1062, 'user_id': 1608969, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5990013df994d15d4ef815b0b8ca94dd?s=256&d=identicon&r=PG', 'display_name': 'Ross Gustafson', 'link': 'https://stackoverflow.com/users/1608969/ross-gustafson'}",False,588,,1,2,1643905754,1564683004,,57314768,CC BY-SA 4.0,https://stackoverflow.com/questions/57314768/adding-in-assembly-info-configuration-for-log4net-into-net-core-xunit-project,Adding in assembly info configuration for log4net into .NET Core xunit project,,,,
156,"['c#', 'selenium', '.net-core', 'selenium-chromedriver']","{'account_id': 16478295, 'reputation': 23, 'user_id': 11905634, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f62346c78e9e82e1378845ec99917331?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sunny', 'link': 'https://stackoverflow.com/users/11905634/sunny'}",True,2597,57434905.0,2,1,1643889505,1565332700,1565332944.0,57424616,CC BY-SA 4.0,https://stackoverflow.com/questions/57424616/how-to-record-test-execution-using-selenium-c-in-netcore,How to Record test execution using Selenium C# in .NetCore,,,,
157,"['c#', '.net', '.net-standard', '.net-4.8', '.net-standard-2.1']","{'account_id': 4086707, 'reputation': 3422, 'user_id': 3355825, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/emFol.jpg?s=256&g=1', 'display_name': 'Behzad', 'link': 'https://stackoverflow.com/users/3355825/behzad'}",True,21988,57387923.0,2,32,1643886131,1565157772,1565158687.0,57387856,CC BY-SA 4.0,https://stackoverflow.com/questions/57387856/project-classlibrary1-csproj-targets-netstandard2-1-it-cannot-be-referenced,"Project &#39;ClassLibrary1.csproj&#39; targets &#39;netstandard2.1&#39;. It cannot be referenced by a project that targets &#39;.NETFramework,Version=v4.8&#39;",,,,
158,"['c#', 'unit-testing', 'integration-testing', 'mediatr', '.net-4.7']","{'account_id': 2627907, 'reputation': 486, 'user_id': 2274562, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/d254dd547cf55f8cdb42ae8438e7e05d?s=256&d=identicon&r=PG', 'display_name': 'Leandro De Mello Fagundes', 'link': 'https://stackoverflow.com/users/2274562/leandro-de-mello-fagundes'}",True,5997,57444537.0,1,3,1643703248,1565448155,1643703248.0,57443102,CC BY-SA 4.0,https://stackoverflow.com/questions/57443102/how-to-do-integration-tests-with-mediatr-on-net-framework-4-7,How to do Integration Tests with Mediatr on .net framework 4.7?,,,,
159,"['c#', '.net', 'visual-studio', '.net-core', 'nuget']","{'user_type': 'does_not_exist', 'display_name': 'user11860043'}",True,1371,,2,1,1643564947,1565389250,1565389594.0,57437741,CC BY-SA 4.0,https://stackoverflow.com/questions/57437741/net-core-use-command-line-to-change-default-project-in-package-manager-conso,Net Core: Use Command Line to Change &#39;Default Project&#39; in &#39;Package Manager Console&#39; Nuget,,,,
160,"['c#', 'visual-studio', 'asp.net-core', 'warnings', 'visual-studio-2019']","{'account_id': 59775, 'reputation': 26917, 'user_id': 178757, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/487b39e86dd577c22005472b9a307b1b?s=256&d=identicon&r=PG', 'display_name': 'Jez', 'link': 'https://stackoverflow.com/users/178757/jez'}",True,15319,58446110.0,4,22,1642801232,1566310667,1566389614.0,57575691,CC BY-SA 4.0,https://stackoverflow.com/questions/57575691/enc1003-c-changes-made-in-project-will-not-be-applied-while-the-application-is,ENC1003 C# Changes made in project will not be applied while the application is running,,,,
161,"['c#', 'asp.net', '.net', 'razor']","{'account_id': 16491066, 'reputation': 305, 'user_id': 11914933, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-0HX1-ad2PZk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcvnOSra6fMSzlkWWwUlggwv1eWXg/photo.jpg?sz=256', 'display_name': 'Mike Dev', 'link': 'https://stackoverflow.com/users/11914933/mike-dev'}",True,1096,57478167.0,3,8,1642757323,1565695522,,57476774,CC BY-SA 4.0,https://stackoverflow.com/questions/57476774/its-possible-to-editing-razor-page-cshtml-in-razor-class-library-during-debu,It&#39;s possible to editing Razor page (.cshtml) in Razor Class Library during debugging without restart? VS 2017,,,,
162,"['c#', 'visual-studio', 'azure-functions']","{'account_id': 13097629, 'reputation': 650, 'user_id': 9463079, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10215653081983782/picture?type=large', 'display_name': 'Chris Marshall', 'link': 'https://stackoverflow.com/users/9463079/chris-marshall'}",True,1394,57304466.0,2,3,1642634850,1564599988,1642634850.0,57297401,CC BY-SA 4.0,https://stackoverflow.com/questions/57297401/illegal-character-in-path-when-running-azure-function,Illegal character in path when running Azure function,,,,
163,"['c#', 'glsl', 'opentk']","{'account_id': 14152930, 'reputation': 117, 'user_id': 10224446, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/aAeoS.png?s=256&g=1', 'display_name': 'jklw10', 'link': 'https://stackoverflow.com/users/10224446/jklw10'}",True,499,57508696.0,1,5,1642603327,1565866483,1642603327.0,57508586,CC BY-SA 4.0,https://stackoverflow.com/questions/57508586/how-can-i-debug-opentk,How can I debug OpenTK?,,,,
164,"['c#', 'datagridview', 'datatable', 'datarow']","{'account_id': 544350, 'reputation': 3063, 'user_id': 913766, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/d9333239fa52f134c79da397180bd4b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arthur', 'link': 'https://stackoverflow.com/users/913766/arthur'}",True,236,,2,0,1642064390,1565356471,1565360526.0,57430864,CC BY-SA 4.0,https://stackoverflow.com/questions/57430864/custom-datatable-with-datarows-that-are-have-tags,Custom DataTable with DataRows that are have Tags,,,,
165,"['c#', 'selenium', 'google-chrome', 'selenium-webdriver', 'selenium-chromedriver']","{'account_id': 12265172, 'reputation': 522, 'user_id': 8951897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e23a62813ad7da8538f3271a0f293f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'G. Victor', 'link': 'https://stackoverflow.com/users/8951897/g-victor'}",True,47350,57304986.0,8,35,1641972212,1564607543,1564693634.0,57298901,CC BY-SA 4.0,https://stackoverflow.com/questions/57298901/unable-to-hide-chrome-is-being-controlled-by-automated-software-infobar-within,Unable to hide &quot;Chrome is being controlled by automated software&quot; infobar within Chrome v76,,,,
166,"['c#', 'winforms']","{'account_id': 15032468, 'reputation': 13, 'user_id': 10850098, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1502424149889417/picture?type=large', 'display_name': 'San Nabaty', 'link': 'https://stackoverflow.com/users/10850098/san-nabaty'}",False,277,,1,0,1641411093,1566146711,,57546529,CC BY-SA 4.0,https://stackoverflow.com/questions/57546529/printing-rdlc-to-a-pre-defined-printer-without-print-preview,Printing RDLC to a pre-defined printer without print preview,,,,
167,"['c#', 'linq', 'casting', 'ienumerable']","{'account_id': 1039928, 'reputation': 2507, 'user_id': 1046218, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0b369c2cb32c24845765f42c0ab7b7a?s=256&d=identicon&r=PG', 'display_name': 'Zach', 'link': 'https://stackoverflow.com/users/1046218/zach'}",False,81,,1,-1,1641288160,1566497193,1641288160.0,57614901,CC BY-SA 4.0,https://stackoverflow.com/questions/57614901/how-do-you-use-todictionary-with-ienumerablestring-as-one-of-the-types,How do you use ToDictionary with IEnumerable&lt;string&gt;&gt; as one of the types?,,,,
168,"['c#', 'azure', 'asp.net-core', 'azure-sql-database', 'azure-configuration']","{'account_id': 7127416, 'reputation': 878, 'user_id': 5449886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9495d93018bf3aaf28a25663ece3fa37?s=256&d=identicon&r=PG&f=1', 'display_name': 'ataraxia', 'link': 'https://stackoverflow.com/users/5449886/ataraxia'}",True,4347,57627531.0,2,6,1640954933,1566467643,1566480821.0,57606636,CC BY-SA 4.0,https://stackoverflow.com/questions/57606636/azure-cannot-access-connection-string-stored-in-app-service-configuration,Azure cannot access connection string stored in app service configuration,,,,
169,"['c#', 'entity-framework', 'entity-framework-core', 'c#-8.0', 'nullable-reference-types']","{'account_id': 20819, 'reputation': 3485, 'user_id': 50088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2dd7baac07c353eba1065d7bf4236d0c?s=256&d=identicon&r=PG', 'display_name': 'John Melville', 'link': 'https://stackoverflow.com/users/50088/john-melville'}",True,6788,57343485.0,3,38,1640858256,1564878324,,57342964,CC BY-SA 4.0,https://stackoverflow.com/questions/57342964/how-can-i-hint-the-c-8-0-nullable-reference-system-that-a-property-is-initalize,How can I hint the C# 8.0 nullable reference system that a property is initalized using reflection,,,,
170,"['c#', '.net-core', 'events', 'rebus']","{'account_id': 4583955, 'reputation': 268, 'user_id': 3719270, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/321a0e0d5e75788d73c375c9124db646?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amour Rashid', 'link': 'https://stackoverflow.com/users/3719270/amour-rashid'}",True,3578,,2,0,1640365873,1565039586,1640365873.0,57366162,CC BY-SA 4.0,https://stackoverflow.com/questions/57366162/rebus-subscribing-to-events-in-asp-net-core,Rebus - Subscribing to Events in ASP.NET Core,,,,
171,"['c#', 'asp.net']","{'account_id': 16518743, 'reputation': 31, 'user_id': 11935480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1663a44c188579a666f325ec1d272214?s=256&d=identicon&r=PG&f=1', 'display_name': 'user237', 'link': 'https://stackoverflow.com/users/11935480/user237'}",False,219,,2,1,1640333511,1565951271,,57523014,CC BY-SA 4.0,https://stackoverflow.com/questions/57523014/html-validationmessagefor-is-not-working-with-table,@Html.ValidationMessageFor is not working with table,,,,
172,"['c#', 'asp.net-core', 'asp.net-core-3.0']","{'account_id': 4057329, 'reputation': 4326, 'user_id': 3334862, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/QlVz8.jpg?s=256&g=1', 'display_name': 'DevNebulae', 'link': 'https://stackoverflow.com/users/3334862/devnebulae'}",True,1481,57543753.0,1,2,1640184704,1566123363,,57543575,CC BY-SA 4.0,https://stackoverflow.com/questions/57543575/asp-net-core-cors-configuration-not-working-for-firefox,ASP.NET Core CORS configuration not working for Firefox,,,,
173,"['c#', 'xamarin', 'prism']","{'account_id': 6421492, 'reputation': 107, 'user_id': 4978110, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/47014ee66d80500cc40fe8a383ead66c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chandni Vishen', 'link': 'https://stackoverflow.com/users/4978110/chandni-vishen'}",True,894,57611305.0,1,0,1640015580,1566476546,,57609258,CC BY-SA 4.0,https://stackoverflow.com/questions/57609258/how-to-hide-the-error-label-in-xamarin-forms-when-the-entry-field-is-not-visibl,"How to hide the error label in Xamarin forms, when the Entry field is not visible?",,,,
174,"['c#', 'wpf', 'image', 'thumbnails', 'bitmapframe']","{'account_id': 16547118, 'reputation': 11, 'user_id': 11988298, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ADGiJ.jpg?s=256&g=1', 'display_name': 'Ivan Raskatov', 'link': 'https://stackoverflow.com/users/11988298/ivan-raskatov'}",False,168,,1,0,1639958360,1566986197,,57689704,CC BY-SA 4.0,https://stackoverflow.com/questions/57689704/how-to-overrideuse-bitmapframe-thumbnail-property-in-wpf-c,How to override(use) BitmapFrame.Thumbnail property in WPF C#?,,,,
175,"['c#', '.net', 'asp.net-web-api', 'restsharp']","{'account_id': 13851454, 'reputation': 1114, 'user_id': 9999298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc43be9b2d83defc0ba3080c3f0c5389?s=256&d=identicon&r=PG&f=1', 'display_name': 'dimmits', 'link': 'https://stackoverflow.com/users/9999298/dimmits'}",True,567,57637400.0,2,1,1639766725,1566644265,1566644399.0,57637311,CC BY-SA 4.0,https://stackoverflow.com/questions/57637311/a-method-which-call-an-external-api-return-an-interface,A method which call an external Api return an interface,,,,
176,"['c#', 'jquery', 'ajax', 'asp.net-core-mvc']","{'account_id': 13020428, 'reputation': 630, 'user_id': 9410047, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bpF7P-5noMg/AAAAAAAAAAI/AAAAAAAAAKU/aNcYF3PRoWI/photo.jpg?sz=256', 'display_name': 'Medanko', 'link': 'https://stackoverflow.com/users/9410047/medanko'}",False,132,,0,0,1639563681,1565638702,1639563681.0,57467311,CC BY-SA 4.0,https://stackoverflow.com/questions/57467311/autocomplete-input-value-from-big-static-json-file-with-key-value-pairs-using-as,Autocomplete input value from big static Json file with key value pairs using asp.net core 2.2,,,,
177,"['c#', 'asp.net-mvc']","{'account_id': 10164126, 'reputation': 395, 'user_id': 7506640, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e06919bbfc9cb9084a62d14127a9ddba?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/7506640/kevin'}",True,2629,57300614.0,3,10,1639495719,1564614855,,57299922,CC BY-SA 4.0,https://stackoverflow.com/questions/57299922/custom-authenticationhandler-is-called-when-a-method-has-allowanonymous,Custom AuthenticationHandler is called when a method has [AllowAnonymous],,,,
178,"['c#', '.net', 'dymo']","{'account_id': 9693725, 'reputation': 333, 'user_id': 7190950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d8f81c3b268e677001d15a63d660957?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arman Avetisyan', 'link': 'https://stackoverflow.com/users/7190950/arman-avetisyan'}",False,808,,1,4,1639212826,1565784133,1565787389.0,57494323,CC BY-SA 4.0,https://stackoverflow.com/questions/57494323/unable-to-use-dymo-280-label-printer-in-my-c-net-winforms-application,Unable to use DYMO 280 Label Printer in my C#.NET Winforms Application,,,,
179,"['c#', 'asp.net-core', 'ascii', 'dotnet-httpclient']","{'account_id': 383598, 'reputation': 2888, 'user_id': 739558, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/dbayC.png?s=256&g=1', 'display_name': 'Roi Shabtai', 'link': 'https://stackoverflow.com/users/739558/roi-shabtai'}",True,3265,,1,2,1639137802,1564662087,,57308958,,https://stackoverflow.com/questions/57308958/httpclient-header-with-non-ascii-characters,HttpClient - Header with non-ascii Characters,1564663805.0,Duplicate,,
180,"['c#', 'asp.net-core', 'identityserver4']","{'account_id': 16516502, 'reputation': 92, 'user_id': 11933803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33865f976b815b5d45c5c6ed46c0090f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Janardhan Bikka', 'link': 'https://stackoverflow.com/users/11933803/janardhan-bikka'}",False,589,,1,0,1639057692,1565913819,1639057692.0,57517535,CC BY-SA 4.0,https://stackoverflow.com/questions/57517535/identity-server-4-windows-authentication-using-extension-grant-not-working,Identity server 4 windows authentication using extension Grant not working,,,,
181,"['c#', 'asp.net', 'selenium-webdriver', 'browsermob-proxy', 'har']","{'account_id': 16509238, 'reputation': 21, 'user_id': 11928475, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-4UVrsxlhCU0/AAAAAAAAAAI/AAAAAAAAACM/TqcRbPc45sg/photo.jpg?sz=256', 'display_name': 'Peng Yang', 'link': 'https://stackoverflow.com/users/11928475/peng-yang'}",True,1737,,1,1,1638547919,1565802685,1576150820.0,57499210,CC BY-SA 4.0,https://stackoverflow.com/questions/57499210/c-why-does-browsermob-gethar-only-return-1-entry,C# - Why does BrowserMob.GetHar() only return 1 entry?,,,,
182,['c#'],"{'account_id': 7119969, 'reputation': 366, 'user_id': 5444942, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/37b544839de4e5c2e786e9ac5339341e?s=256&d=identicon&r=PG&f=1', 'display_name': 'a4194304', 'link': 'https://stackoverflow.com/users/5444942/a4194304'}",True,116,57588807.0,4,0,1638508021,1566380429,,57588740,CC BY-SA 4.0,https://stackoverflow.com/questions/57588740/find-the-data-after-nth-column-delimiters-in-c,Find the data after Nth column delimiters in C#,,,,
183,"['c#', 'asp.net', '.net', 'authentication', 'f#']","{'account_id': 4910100, 'reputation': 457, 'user_id': 3955624, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/u2HjK.jpg?s=256&g=1', 'display_name': 'n7rider', 'link': 'https://stackoverflow.com/users/3955624/n7rider'}",False,698,,1,10,1637953867,1564772931,,57332212,CC BY-SA 4.0,https://stackoverflow.com/questions/57332212/need-a-sample-implementation-for-addremotescheme-in-asp-net,Need a sample implementation for AddRemoteScheme in ASP.NET,,,,
184,"['c#', 'html', 'css', 'asp.net-mvc', 'razor']","{'account_id': 10850550, 'reputation': 3013, 'user_id': 7978445, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/ec71a2a1e0e87bc92cb05655051bb58a?s=256&d=identicon&r=PG&f=1', 'display_name': 'heds1', 'link': 'https://stackoverflow.com/users/7978445/heds1'}",True,7062,,6,1,1637905976,1565347154,,57428341,CC BY-SA 4.0,https://stackoverflow.com/questions/57428341/style-html-displayfor-text-with-color-in-razor-view,Style @Html.DisplayFor text with color in Razor view,,,,
185,"['c#', 'sockets', 'http', 'authentication', 'http-get']","{'account_id': 16442004, 'reputation': 1463, 'user_id': 11877986, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Jw3eqpVXP3A/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcq191ovob1O0suGDpLBP0yqA5YUw/photo.jpg?sz=256', 'display_name': 'GoldenretriverYT', 'link': 'https://stackoverflow.com/users/11877986/goldenretriveryt'}",True,858,57341712.0,2,1,1637574556,1564858543,1637574556.0,57341289,CC BY-SA 4.0,https://stackoverflow.com/questions/57341289/414-the-requested-uri-is-too-long-the-url-is-70-characters-long,414 - The requested uri is too long - the url is 70 characters long,,,,
186,"['c#', 'asp.net', 'asp.net-core']","{'account_id': 16283708, 'reputation': 1, 'user_id': 11758968, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-46bptlayI4E/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf-UARvP_eOwAyfN8rQhkH7VcbYVw/photo.jpg?sz=256', 'display_name': 'Jalil Suleymanli', 'link': 'https://stackoverflow.com/users/11758968/jalil-suleymanli'}",True,42,,1,0,1637157569,1565344212,,57427538,CC BY-SA 4.0,https://stackoverflow.com/questions/57427538/asp-net-core-eager-loading-data,ASP.net Core Eager Loading data,,,,
187,"['c#', 'asp.net-core', 'identity']","{'account_id': 1476787, 'reputation': 2103, 'user_id': 1386991, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2580d57594f51b426ad140dc9e2c7c4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhimanyu', 'link': 'https://stackoverflow.com/users/1386991/abhimanyu'}",False,357,,1,0,1637057681,1566623661,1637057681.0,57635305,CC BY-SA 4.0,https://stackoverflow.com/questions/57635305/reusing-asp-net-identity-system-in-asp-net-core,Reusing ASP.NET Identity System in ASP.NET Core?,,,,
188,"['c#', 'sql-server', 'bulkinsert', 'sqlbulkcopy']","{'account_id': 15883765, 'reputation': 75, 'user_id': 11460797, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da6d4ac2ef912d78995379e4c40325a1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Minhal', 'link': 'https://stackoverflow.com/users/11460797/minhal'}",False,226,,1,0,1636789195,1565887553,1565892747.0,57513182,CC BY-SA 4.0,https://stackoverflow.com/questions/57513182/sqlbulkcopy-can-not-insert-all-records-on-the-server,SqlBulkCopy can not insert all records on the server,,,,
189,"['c#', 'sql-server', 'entity-framework-core']","{'account_id': 3074626, 'reputation': 380, 'user_id': 2604342, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/fojKc.jpg?s=256&g=1', 'display_name': 'Jean-Paul', 'link': 'https://stackoverflow.com/users/2604342/jean-paul'}",True,453,57588486.0,1,0,1636657117,1566303119,1636657117.0,57573384,CC BY-SA 4.0,https://stackoverflow.com/questions/57573384/net-core-custom-user-properties-with-ef-and-code-first,.NET Core Custom User Properties with EF and Code First,,,,
190,"['c#', 'wpf', 'xaml', 'datatrigger']","{'account_id': 5582446, 'reputation': 393, 'user_id': 4423942, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/ce4804b79dc928200a15ee64d6048fc5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Spacewalker', 'link': 'https://stackoverflow.com/users/4423942/spacewalker'}",True,1940,57536532.0,3,1,1636485836,1566041055,1566043813.0,57535833,CC BY-SA 4.0,https://stackoverflow.com/questions/57535833/wpf-xaml-design-time-and-visibility-of-textbox,WPF XAML - Design time and visibility of textbox,,,,
191,"['c#', 'linq', 'asp.net-core']","{'account_id': 7722162, 'reputation': 151, 'user_id': 5848064, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa4e22dfd610f764181fe42f29e263f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Intrepid2020', 'link': 'https://stackoverflow.com/users/5848064/intrepid2020'}",True,33,,2,0,1635952331,1565351773,1635952331.0,57429577,CC BY-SA 4.0,https://stackoverflow.com/questions/57429577/return-non-aggregates-along-with-aggregates-in-linq-select,Return non-aggregates along with aggregates in Linq select,,,,
192,"['c#', 'asp.net-core', 'ckeditor', 'ckeditor5']","{'account_id': 15881837, 'reputation': 156, 'user_id': 11459388, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-01UtYfWoybs/AAAAAAAAAAI/AAAAAAAABb0/7WH7JKatehk/photo.jpg?sz=256', 'display_name': 'Klyc Creative', 'link': 'https://stackoverflow.com/users/11459388/klyc-creative'}",True,1523,,1,1,1635881742,1565482336,1635881742.0,57446497,CC BY-SA 4.0,https://stackoverflow.com/questions/57446497/how-to-use-custom-upload-adapter-on-asp-net-core-ckeditor-5,How to use custom upload adapter on ASP.Net Core - CKEDITOR 5?,,,,
193,"['c#', 'unity3d']","{'account_id': 15389931, 'reputation': 9, 'user_id': 11102958, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-G1NkhaXXMTo/AAAAAAAAAAI/AAAAAAAAHv8/9xmx7DgEAZ8/photo.jpg?sz=256', 'display_name': 'Jorge Artaza', 'link': 'https://stackoverflow.com/users/11102958/jorge-artaza'}",True,168,,1,-1,1635796057,1565734072,1635796057.0,57485884,CC BY-SA 4.0,https://stackoverflow.com/questions/57485884/unity-struggle-making-endless-runner-game-2d,Unity struggle making endless runner game 2d,,,,
