,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date
457,"['c#', 'winforms']","{'account_id': 1011775, 'reputation': 243, 'user_id': 1024206, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d2ea62fea2de741f9d412ab9e6a1ced0?s=256&d=identicon&r=PG', 'display_name': 'brazc0re', 'link': 'https://stackoverflow.com/users/1024206/brazc0re'}",True,3837,4,3,1588271536,1337707456,1592644375.0,10706963,CC BY-SA 4.0,https://stackoverflow.com/questions/10706963/call-method-of-specific-mdi-child-from-parent,Call method of specific MDI child from parent,10707344.0,,,,
458,"['c#', '.net', 'lambda']","{'account_id': 17766, 'reputation': 42988, 'user_id': 40106, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/164ca8ba426bdb10381290b9617d3ea7?s=256&d=identicon&r=PG&f=1', 'display_name': '4thSpace', 'link': 'https://stackoverflow.com/users/40106/4thspace'}",True,117841,6,98,1588203271,1336583576,1370409626.0,10520892,CC BY-SA 3.0,https://stackoverflow.com/questions/10520892/how-to-return-value-with-anonymous-method,How to return value with anonymous method?,10520913.0,,,,
459,"['c#', 'controls']","{'account_id': 1504314, 'reputation': 133, 'user_id': 1408084, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sgmrO.jpg?s=256&g=1', 'display_name': 'Nicolas Mossmann', 'link': 'https://stackoverflow.com/users/1408084/nicolas-mossmann'}",True,16403,3,8,1588116213,1337869883,,10739572,CC BY-SA 3.0,https://stackoverflow.com/questions/10739572/how-make-one-event-handler-that-applies-to-multiple-controls-in-c,How make one event handler that applies to multiple controls in C#?,10739628.0,,,,
460,"['c#', 'wcf', 'windows-firewall']","{'account_id': 1295761, 'reputation': 10689, 'user_id': 1246870, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/a3488ac45b71c2f0829a84d1f93a1d75?s=256&d=identicon&r=PG', 'display_name': 'avs099', 'link': 'https://stackoverflow.com/users/1246870/avs099'}",True,7703,3,21,1588030959,1337964143,1338773122.0,10758301,CC BY-SA 3.0,https://stackoverflow.com/questions/10758301/how-to-display-windows-firewall-has-blocked-some-features-of-this-program-dial,how to display &quot;Windows Firewall has blocked some features of this program&quot; dialog for my app?,10772334.0,,,,
461,"['c#', 'forms', 'label', 'picturebox']","{'account_id': 1415636, 'reputation': 498, 'user_id': 1341359, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/d38e05f94dd96e1ed016c14fe255dc83?s=256&d=identicon&r=PG', 'display_name': 'Antonio Teh Sumtin', 'link': 'https://stackoverflow.com/users/1341359/antonio-teh-sumtin'}",True,31186,5,4,1587974084,1335890098,1335891537.0,10400943,CC BY-SA 3.0,https://stackoverflow.com/questions/10400943/add-a-label-over-picturebox,Add a Label over Picturebox,10401197.0,,,,
462,"['c#', 'asp.net-mvc', 'razor', 'character-encoding']","{'account_id': 1055415, 'reputation': 618, 'user_id': 1058256, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/fcd9a4879cebb1a9410daeeadf546d0f?s=256&d=identicon&r=PG', 'display_name': 'dnlgmzddr', 'link': 'https://stackoverflow.com/users/1058256/dnlgmzddr'}",True,4122,3,4,1587930255,1336055452,1336058738.0,10433532,CC BY-SA 3.0,https://stackoverflow.com/questions/10433532/razor-trying-to-show-text-with-accents,Razor trying to show text with accents,10433734.0,,,,
463,['c#'],"{'account_id': 1000753, 'reputation': 12154, 'user_id': 1015648, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/B8rRX.jpg?s=256&g=1', 'display_name': 'Murhaf Sousli', 'link': 'https://stackoverflow.com/users/1015648/murhaf-sousli'}",True,10713,2,2,1587694498,1337646980,1396578705.0,10694397,CC BY-SA 3.0,https://stackoverflow.com/questions/10694397/how-to-zoom-in-using-mouse-position-on-that-image,How to zoom in using Mouse Position on that image,30797906.0,,,,
464,"['c#', 'colors']","{'account_id': 1468323, 'reputation': 217, 'user_id': 1380546, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/511f22d194213d3b09bf8b2e7394ea6f?s=256&d=identicon&r=PG', 'display_name': 'ρσݥzση', 'link': 'https://stackoverflow.com/users/1380546/%cf%81%cf%83%dd%a5z%cf%83%ce%b7'}",False,760,1,3,1586998214,1336858805,1399022362.0,10567603,CC BY-SA 3.0,https://stackoverflow.com/questions/10567603/custom-cursor-all-black-no-color,"Custom Cursor All Black, no color",,,,,
465,"['c#', '.net', 'database', 'excel']","{'user_type': 'does_not_exist', 'display_name': 'user1357933'}",False,6384,3,2,1586847730,1336025212,1336025775.0,10425984,CC BY-SA 3.0,https://stackoverflow.com/questions/10425984/import-excel-to-database-in-c-net,Import Excel to database in C#.NET,,,,,
466,"['c#', '.net', 'memory-mapped-files']","{'account_id': 1449877, 'reputation': 377, 'user_id': 1367130, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/67c57feb1d2df8d6367da232876bee13?s=256&d=identicon&r=PG', 'display_name': 'kevp', 'link': 'https://stackoverflow.com/users/1367130/kevp'}",True,21838,3,6,1586446211,1338324623,,10806518,CC BY-SA 3.0,https://stackoverflow.com/questions/10806518/write-string-data-to-memorymappedfile,Write string data to MemoryMappedFile,12960947.0,,,,
467,"['c#', 'asp.net-mvc-3', 'visual-studio-2010', 'visual-studio-debugging']","{'account_id': 26894, 'reputation': 98713, 'user_id': 70386, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/56a2a55982a1fb84d691f8ca772a4982?s=256&d=identicon&r=PG', 'display_name': 'jgauffin', 'link': 'https://stackoverflow.com/users/70386/jgauffin'}",True,16579,9,28,1585590451,1338383411,,10816986,CC BY-SA 3.0,https://stackoverflow.com/questions/10816986/cant-break-in-global-asax-application-start,Can&#39;t break in global.asax / Application_Start,26137538.0,,,,
468,"['c#', '.net', 'audio', 'naudio', 'wave']","{'account_id': 1458718, 'reputation': 177, 'user_id': 1373632, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ea93625c6f9c7692beae63618d2bd3cd?s=256&d=identicon&r=PG', 'display_name': 'Juss', 'link': 'https://stackoverflow.com/users/1373632/juss'}",True,2235,2,2,1585431183,1337879419,1337880123.0,10742184,CC BY-SA 3.0,https://stackoverflow.com/questions/10742184/recording-wave-naudio-liblary-poor-quality-of-sound,recording wave naudio liblary - poor quality of sound,,,,,
469,"['c#', 'barcode', 'motorola']","{'account_id': 485285, 'reputation': 1314, 'user_id': 901509, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/19c351717aec7efc7a29da60a7ccafc2?s=256&d=identicon&r=PG', 'display_name': 'Calidus', 'link': 'https://stackoverflow.com/users/901509/calidus'}",True,9882,4,1,1585276116,1336582574,1495539851.0,10520639,CC BY-SA 3.0,https://stackoverflow.com/questions/10520639/corescanner-motorola-events-not-being-triggered-c,CoreScanner (Motorola) Events not being triggered C#,10527113.0,,,,
470,"['c#', 'sql', 'sql-server-2008']","{'account_id': 1494169, 'reputation': 15, 'user_id': 1400519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77b37e6e5033d05964a2f91188603e40?s=256&d=identicon&r=PG', 'display_name': 'Marcel Smuts', 'link': 'https://stackoverflow.com/users/1400519/marcel-smuts'}",True,572,4,0,1585212879,1337844862,1337846920.0,10733098,CC BY-SA 3.0,https://stackoverflow.com/questions/10733098/delete-from-changetable,Delete from CHANGETABLE,,,,,
471,"['c#', 'asp.net', 'vb.net', 'visual-studio']","{'account_id': 1509283, 'reputation': 1399, 'user_id': 1411801, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/kuAGZ.png?s=256&g=1', 'display_name': 'Pinoy2015', 'link': 'https://stackoverflow.com/users/1411801/pinoy2015'}",True,2398,3,2,1585109640,1337829714,1585109640.0,10730707,CC BY-SA 4.0,https://stackoverflow.com/questions/10730707/does-session-variable-shared-across-different-browser,Does session variable shared across different browser?,10730766.0,,,,
472,"['c#', 'row', 'add', 'google-spreadsheet-api']","{'account_id': 1132025, 'reputation': 425, 'user_id': 1117902, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a88f810b61f319a2af27dcb1577d05fd?s=256&d=identicon&r=PG', 'display_name': 'zee', 'link': 'https://stackoverflow.com/users/1117902/zee'}",True,6644,2,6,1584884617,1336575524,1514417825.0,10518694,CC BY-SA 3.0,https://stackoverflow.com/questions/10518694/adding-a-row-to-a-google-spreadsheet,Adding a row to a google spreadsheet,10518756.0,,,,
473,"['c#', '.net', 'barcode-scanner']","{'account_id': 1019737, 'reputation': 1968, 'user_id': 1030436, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e20af74edff196c4844ab24095d66b80?s=256&d=identicon&r=PG', 'display_name': 'Ryan Fung', 'link': 'https://stackoverflow.com/users/1030436/ryan-fung'}",True,5116,1,1,1584497421,1338285190,1558548780.0,10796774,CC BY-SA 4.0,https://stackoverflow.com/questions/10796774/datalogic-barcode-weight-scanner,Datalogic Barcode/Weight Scanner,10843141.0,,,,
474,"['c#', 'wcf', 'rest', 'client']","{'account_id': 43699, 'reputation': 17091, 'user_id': 127853, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Ppot0.png?s=256&g=1', 'display_name': 'Kyle', 'link': 'https://stackoverflow.com/users/127853/kyle'}",True,2571,1,1,1584441331,1336482602,,10499287,CC BY-SA 3.0,https://stackoverflow.com/questions/10499287/clientbase-and-https-connection-the-provided-uri-scheme-https-is-invalid-exp,ClientBase and https connection. The provided URI scheme &#39;https&#39; is invalid; expected &#39;http&#39;. Parameter name: via,10501974.0,,,,
475,"['c#', 'asp.net', 'sql', 'ado.net']","{'account_id': 1453053, 'reputation': 563, 'user_id': 1369401, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/375bfa27e5c88b90d24cb85e260fee7f?s=256&d=identicon&r=PG', 'display_name': 'NIck', 'link': 'https://stackoverflow.com/users/1369401/nick'}",True,36139,5,54,1584390160,1335944322,1584390160.0,10409576,CC BY-SA 4.0,https://stackoverflow.com/questions/10409576/pass-table-valued-parameter-using-ado-net,Pass table valued parameter using ADO.NET,10409710.0,1479373073.0,,,
476,"['c#', 'java', '.net', 'vb.net']","{'account_id': 1173980, 'reputation': 439, 'user_id': 1150440, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/db2afdb9c15def18ababfa23e4907fbc?s=256&d=identicon&r=PG', 'display_name': 'user1150440', 'link': 'https://stackoverflow.com/users/1150440/user1150440'}",False,2264,2,1,1584386687,1336767344,,10558041,CC BY-SA 3.0,https://stackoverflow.com/questions/10558041/sync-local-files-with-server-files,sync local files with server files,,,,,
477,"['c#', 'inheritance', 'interface', 'casting']","{'account_id': 69725, 'reputation': 1053, 'user_id': 202739, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dzvY3.jpg?s=256&g=1', 'display_name': 'fepiv', 'link': 'https://stackoverflow.com/users/202739/fepiv'}",True,13435,6,13,1583941372,1335980577,1338582466.0,10418949,CC BY-SA 3.0,https://stackoverflow.com/questions/10418949/casting-an-interface-to-another-interface-that-it-does-not-inherit,Casting an interface to another interface that it does not inherit,10419128.0,,,,
478,"['c#', 'autoit-c#-wrapper']","{'account_id': 934512, 'reputation': 6017, 'user_id': 963701, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/7008d4dc28f25ded36586089828f2129?s=256&d=identicon&r=PG', 'display_name': 'MoShe', 'link': 'https://stackoverflow.com/users/963701/moshe'}",True,802,1,0,1583534430,1335869127,1583534430.0,10396629,CC BY-SA 4.0,https://stackoverflow.com/questions/10396629/autoit-winexists-dont-work-correct-while-no-user-logged-int-o-the-computer,AutoIt- WinExists dont work correct while no user logged int o the computer,10402361.0,,,,
479,['c#'],"{'account_id': 1327711, 'reputation': 3324, 'user_id': 1272205, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/213c10c8495b7f85c8747bd767d150b9?s=256&d=identicon&r=PG', 'display_name': 'Mj1992', 'link': 'https://stackoverflow.com/users/1272205/mj1992'}",True,2839,2,0,1583347232,1338314624,1338315142.0,10804347,CC BY-SA 3.0,https://stackoverflow.com/questions/10804347/delete-multiple-rows-from-datagridview,Delete Multiple rows from datagridview,10804594.0,,,,
480,"['c#', '.net', 'debugging']","{'account_id': 149388, 'reputation': 5856, 'user_id': 361836, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/f426a26f03d7d4d61d354a3b2fc5337d?s=256&d=identicon&r=PG', 'display_name': 'lucidquiet', 'link': 'https://stackoverflow.com/users/361836/lucidquiet'}",True,7733,6,9,1583323096,1336496498,1583323096.0,10503053,CC BY-SA 4.0,https://stackoverflow.com/questions/10503053/are-there-any-stand-alone-c-net-debuggers,Are there any stand-alone C#/.NET Debuggers?,10503156.0,,,,
481,"['c#', 'wcf', 'soa', 'dto']","{'account_id': 334223, 'reputation': 20347, 'user_id': 660536, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/3f82800099dfc0e009e77e9d5743f25f?s=256&d=identicon&r=PG', 'display_name': 'GazTheDestroyer', 'link': 'https://stackoverflow.com/users/660536/gazthedestroyer'}",True,5458,6,18,1583117404,1338458192,,10831314,CC BY-SA 3.0,https://stackoverflow.com/questions/10831314/dtos-properties-or-fields,DTOs. Properties or fields?,60402378.0,,,,
482,"['c#', 'wix']","{'account_id': 348051, 'reputation': 5515, 'user_id': 682513, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/8080881b30a2486803c679629be78aa1?s=256&d=identicon&r=PG', 'display_name': 'Alex Curtis', 'link': 'https://stackoverflow.com/users/682513/alex-curtis'}",True,5982,3,6,1583008314,1337179763,,10621082,CC BY-SA 3.0,https://stackoverflow.com/questions/10621082/wix-serviceinstall-arguments,Wix ServiceInstall Arguments,,,,,
483,"['c#', 'regex']","{'account_id': 968246, 'reputation': 784, 'user_id': 991292, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/095537babfb710ff02941d684cbc101d?s=256&d=identicon&r=PG', 'display_name': 'rtp', 'link': 'https://stackoverflow.com/users/991292/rtp'}",True,7840,3,2,1582480844,1338290527,1508546019.0,10798145,CC BY-SA 3.0,https://stackoverflow.com/questions/10798145/password-regular-expression-validation,Password Regular Expression Validation,,,,,
484,"['c#', 'rotation', 'xna', 'texture2d']","{'account_id': 1115355, 'reputation': 14945, 'user_id': 1104823, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/6a73ff6b01017a13d590122dfb7a3f2c?s=256&d=identicon&r=PG', 'display_name': 'CodeKingPlusPlus', 'link': 'https://stackoverflow.com/users/1104823/codekingplusplus'}",True,6578,2,1,1582385478,1336625732,1446337331.0,10527730,CC BY-SA 3.0,https://stackoverflow.com/questions/10527730/microsoft-xna-texture2d-and-rotation,Microsoft Xna Texture2D and rotation,10527886.0,,,,
485,"['c#', '.net', 'console-application', 'command-line-arguments']","{'account_id': 50409, 'reputation': 9538, 'user_id': 150370, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/bc4cdaa1c25aa3868ec3bdd8b93dbe53?s=256&d=identicon&r=PG', 'display_name': 'German Latorre', 'link': 'https://stackoverflow.com/users/150370/german-latorre'}",True,10427,3,6,1582153809,1336728295,1336728752.0,10548777,CC BY-SA 3.0,https://stackoverflow.com/questions/10548777/console-app-not-parsing-correctly-args-with-white-spaces,Console app not parsing correctly args with white spaces,10549012.0,,,,
486,"['c#', 'scheduled-tasks']","{'account_id': 1478760, 'reputation': 85, 'user_id': 1388542, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/25e7dedb649aedc4cbb4ee6bd161a561?s=256&d=identicon&r=PG', 'display_name': 'manjinder singh', 'link': 'https://stackoverflow.com/users/1388542/manjinder-singh'}",True,6687,4,2,1582061456,1338464988,1338466413.0,10833015,CC BY-SA 3.0,https://stackoverflow.com/questions/10833015/task-scheduler-trigger-when-system-boot-in-c,Task scheduler trigger when system boot in C#,,,,,
487,"['c#', 'signalr', 'simple-injector']","{'account_id': 20997, 'reputation': 6894, 'user_id': 50711, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e86c2ba0add63f44ad8eea8e7dc79b0d?s=256&d=identicon&r=PG', 'display_name': 'rball', 'link': 'https://stackoverflow.com/users/50711/rball'}",True,13615,6,35,1581939988,1336756378,1446633796.0,10555791,CC BY-SA 3.0,https://stackoverflow.com/questions/10555791/using-simple-injector-with-signalr,Using Simple Injector with SignalR,15775013.0,,,,
488,"['c#', '.net', 'facebook', 'facebook-graph-api']","{'account_id': 14770, 'reputation': 83103, 'user_id': 30674, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/5f1a1d3e883676684f288f4ed973f9aa?s=256&d=identicon&r=PG', 'display_name': 'Pure.Krome', 'link': 'https://stackoverflow.com/users/30674/pure-krome'}",True,1297,1,0,1581631760,1338113922,1592644375.0,10773193,CC BY-SA 4.0,https://stackoverflow.com/questions/10773193/is-it-possible-to-retrieve-a-list-of-facebook-friends-via-server-side,Is it possible to retrieve a list of Facebook friends via Server Side?,10773388.0,,,,
489,"['c#', 'asp.net', 'active-directory', 'directoryservices']","{'account_id': 1044423, 'reputation': 3465, 'user_id': 1055502, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/52219c170b34ec947a0e026df667e87e?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/1055502/ali'}",True,68904,9,20,1581447434,1337626744,1337626862.0,10691001,CC BY-SA 3.0,https://stackoverflow.com/questions/10691001/the-type-or-namespace-name-directoryservices-does-not-exist-in-the-namespace,The type or namespace name &#39;DirectoryServices&#39; does not exist in the namespace?,,,,,
490,"['c#', 'linq', 'linq-to-entities']","{'account_id': 55528, 'reputation': 25642, 'user_id': 166303, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/29eUl.jpg?s=256&g=1', 'display_name': 'reach4thelasers', 'link': 'https://stackoverflow.com/users/166303/reach4thelasers'}",True,662,1,2,1581274651,1336064913,1581274651.0,10436143,CC BY-SA 4.0,https://stackoverflow.com/questions/10436143/linq-query-returning-iqueryableienumerableuser-not-iqueryableuser,Linq Query returning IQueryable&lt;IEnumerable&lt;User&gt;&gt; not IQueryable&lt;User&gt;,10436192.0,,,,
491,"['c#', 'routing']","{'account_id': 1138122, 'reputation': 19026, 'user_id': 1122748, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/ae686b9d7d0c93261e9ce8430ed7b2d5?s=256&d=identicon&r=PG', 'display_name': 'Learning', 'link': 'https://stackoverflow.com/users/1122748/learning'}",True,3139,3,3,1580895625,1336650925,1580895625.0,10533437,CC BY-SA 4.0,https://stackoverflow.com/questions/10533437/routedata-values-return-nullreferenceexception-when-querystring-is-not-present,RouteData.Values Return NullReferenceException when querystring is not present,10533476.0,,,,
492,"['c#', 'graphics', 'imaging']","{'account_id': 214748, 'reputation': 9626, 'user_id': 468904, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/99fc6c2bf830c9d66e74f4cf37d31645?s=256&d=identicon&r=PG', 'display_name': 'Michael J. Gray', 'link': 'https://stackoverflow.com/users/468904/michael-j-gray'}",True,166699,3,71,1580852674,1336101761,,10442269,CC BY-SA 3.0,https://stackoverflow.com/questions/10442269/scaling-a-system-drawing-bitmap-to-a-given-size-while-maintaining-aspect-ratio,Scaling a System.Drawing.Bitmap to a given size while maintaining aspect ratio,10445101.0,,,,
493,"['c#', 'visual-studio-2010', 'windows-forms-designer']","{'account_id': 1045811, 'reputation': 35, 'user_id': 1050823, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba2b631481b96df3c378d3ea2913fc44?s=256&d=identicon&r=PG', 'display_name': 'titancs', 'link': 'https://stackoverflow.com/users/1050823/titancs'}",True,5509,3,2,1580837614,1336068527,,10437010,CC BY-SA 3.0,https://stackoverflow.com/questions/10437010/select-connection-string-at-runtime-in-c-project,Select connection string at runtime in c# project,10437074.0,,,,
494,"['c#', '.net', 'linq', 'linq-to-entities', 'sql-order-by']","{'account_id': 97871, 'reputation': 63311, 'user_id': 265261, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/3e27be34f21aa0acd442e1961c17c362?s=256&d=identicon&r=PG', 'display_name': 'aknuds1', 'link': 'https://stackoverflow.com/users/265261/aknuds1'}",True,5254,2,5,1580810439,1336732603,1336734212.0,10549788,CC BY-SA 3.0,https://stackoverflow.com/questions/10549788/how-to-perform-multiple-linq-to-entities-orderings-dynamically,How to perform multiple Linq to Entities orderings dynamically,10550090.0,,,,
495,"['c#', 'winforms', 'forms']","{'account_id': 356903, 'reputation': 2728, 'user_id': 946315, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5bd56cfcd245f801e1b17da9f0015169?s=256&d=identicon&r=PG&f=1', 'display_name': 'CMA', 'link': 'https://stackoverflow.com/users/946315/cma'}",True,215230,6,22,1580794045,1337668659,1411559328.0,10696941,CC BY-SA 3.0,https://stackoverflow.com/questions/10696941/c-get-string-from-textbox,C# get string from textbox,10696965.0,,,,
496,"['c#', 'file', 'wmi']","{'account_id': 185177, 'reputation': 247, 'user_id': 421719, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/653dfe9d2e75567074766b0d32c6270c?s=256&d=identicon&r=PG', 'display_name': 'user421719', 'link': 'https://stackoverflow.com/users/421719/user421719'}",True,7180,3,0,1580433525,1337260526,,10636459,CC BY-SA 3.0,https://stackoverflow.com/questions/10636459/read-write-remote-file-using-wmi-c,Read/Write Remote File using WMI C#,10637270.0,,,,
497,"['c#', 'asp.net']","{'account_id': 1466832, 'reputation': 359, 'user_id': 1379439, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69846dac4a7a7890843e161aa15e0194?s=256&d=identicon&r=PG', 'display_name': 'user1379439', 'link': 'https://stackoverflow.com/users/1379439/user1379439'}",True,119548,8,34,1580383256,1336384809,1530689516.0,10480110,CC BY-SA 4.0,https://stackoverflow.com/questions/10480110/how-to-check-whether-session-is-expired-or-not-in-asp-net,How to Check whether Session is Expired or not in asp.net,10480146.0,,,,
498,"['c#', 'visual-studio-2010', 'charts']","{'account_id': 1223469, 'reputation': 445, 'user_id': 1189606, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'George Georgiou', 'link': 'https://stackoverflow.com/users/1189606/george-georgiou'}",True,5251,2,1,1579820570,1338207899,,10784628,CC BY-SA 3.0,https://stackoverflow.com/questions/10784628/c-mouse-click-events-on-datapoints-in-a-chart,C# mouse click events on datapoints in a chart,10990684.0,,,,
499,"['c#', 'ms-office', 'powerpoint', 'office-interop']","{'account_id': 553911, 'reputation': 1, 'user_id': 1396532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32aa14cfa729b83faf1eff46c75959ff?s=256&d=identicon&r=PG', 'display_name': 'Tony', 'link': 'https://stackoverflow.com/users/1396532/tony'}",True,2815,1,0,1579693657,1337095564,1396895606.0,10603953,CC BY-SA 3.0,https://stackoverflow.com/questions/10603953/how-do-you-set-a-no-fill-fill-on-a-autoshape-with-the-powerpoint-2010-interop,How do you set a &quot;No fill&quot; Fill on a autoshape with the PowerPoint 2010 interop,,,,,
500,"['c#', 'task-parallel-library']","{'account_id': 30166, 'reputation': 3497, 'user_id': 82099, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/dbf397e03b5ff5a573d8b13770c455a5?s=256&d=identicon&r=PG', 'display_name': 'Markus', 'link': 'https://stackoverflow.com/users/82099/markus'}",True,20578,5,10,1579687490,1338452263,1338452781.0,10829793,CC BY-SA 3.0,https://stackoverflow.com/questions/10829793/how-to-get-a-list-of-running-tasks-in-net-4-0,how to get a list of running tasks in .net 4.0,,,,,
501,"['c#', 'powershell']","{'account_id': 985617, 'reputation': 229, 'user_id': 1004196, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f000465339f7aed5a81abc9980d2acef?s=256&d=identicon&r=PG', 'display_name': 'tpx86', 'link': 'https://stackoverflow.com/users/1004196/tpx86'}",True,3684,3,3,1579645464,1338368973,,10813221,CC BY-SA 3.0,https://stackoverflow.com/questions/10813221/adding-bookmark-to-web-browser-from-external-applications,Adding bookmark to web browser from external applications,10814186.0,,,,
502,"['c#', '.net', 'httprequest', 'fiddler']","{'account_id': 137530, 'reputation': 1642, 'user_id': 341763, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/46e2d8e0cac198586387b90b9db115c5?s=256&d=identicon&r=PG', 'display_name': 'Ehsan', 'link': 'https://stackoverflow.com/users/341763/ehsan'}",True,3835,2,20,1579259486,1336035399,,10428113,CC BY-SA 3.0,https://stackoverflow.com/questions/10428113/why-http-request-with-fiddler-is-blazing-fast,Why Http request with Fiddler is blazing fast,,,,,
503,"['c#', 'azure', 'nosql', 'azure-table-storage']","{'account_id': 141644, 'reputation': 13650, 'user_id': 348841, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/04233016cc613fb7c42c3b8ad4204632?s=256&d=identicon&r=PG', 'display_name': 'Jonas Stensved', 'link': 'https://stackoverflow.com/users/348841/jonas-stensved'}",True,9570,4,6,1579147289,1337672302,1495542265.0,10697752,CC BY-SA 3.0,https://stackoverflow.com/questions/10697752/how-do-i-retrieve-multiple-types-of-entities-using-a-single-query-to-azure-table,How do I retrieve multiple types of entities using a single query to Azure Table Storage?,13361044.0,,,,
504,"['c#', 'asp.net', '.net', 'ms-word', 'openxml']","{'account_id': 4745, 'reputation': 30536, 'user_id': 7280, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/fe08a1874e35001afd7bd2f87522da92?s=256&d=identicon&r=PG', 'display_name': 'Ta01', 'link': 'https://stackoverflow.com/users/7280/ta01'}",True,20719,7,21,1579145057,1337449457,1525861645.0,10667513,CC BY-SA 4.0,https://stackoverflow.com/questions/10667513/streaming-in-memory-word-document-using-openxml-sdk-w-asp-net-results-in-corrup,Streaming In Memory Word Document using OpenXML SDK w/ASP.NET results in &quot;corrupt&quot; document,10668409.0,,,,
505,"['c#', '.net', 'sdk', 'fingerprint']","{'account_id': 238149, 'reputation': 384, 'user_id': 506840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b88aafc7a769ce47cc6b8497337a725?s=256&d=identicon&r=PG', 'display_name': 'marzouka', 'link': 'https://stackoverflow.com/users/506840/marzouka'}",True,5273,2,2,1579103864,1338271518,,10793846,CC BY-SA 3.0,https://stackoverflow.com/questions/10793846/fingerprint-identification-sdk,Fingerprint identification SDK,,,,,
