,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,locked_date,migrated_from
808,"['c#', 'encryption', 'certificate', 'x509certificate', 'x509certificate2']","{'account_id': 1038594, 'reputation': 35, 'user_id': 1045140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8db3292b35eef058fd6a75a543549a6?s=256&d=identicon&r=PG', 'display_name': 'Naman Sinha', 'link': 'https://stackoverflow.com/users/1045140/naman-sinha'}",True,3711,11216412.0,1,0,1537476994,1332165165,1537476994.0,9771459,CC BY-SA 4.0,https://stackoverflow.com/questions/9771459/retrieving-x509-certificates-from-ad-server,retrieving X509 certificates from AD Server,,,,,,
809,"['c#', 'fluentvalidation']","{'account_id': 148805, 'reputation': 4119, 'user_id': 360843, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/86b559de53c979393902c17d54e38c2c?s=256&d=identicon&r=PG', 'display_name': 'zgirod', 'link': 'https://stackoverflow.com/users/360843/zgirod'}",True,8182,,1,19,1537395628,1331910242,,9739701,CC BY-SA 3.0,https://stackoverflow.com/questions/9739701/custom-message-with-fluent-validation-collection,Custom message with fluent validation collection,,,,,,
810,"['c#', 'winforms', 'drawing']","{'account_id': 332624, 'reputation': 13245, 'user_id': 658031, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/711e76c263d03660772b5a5198d33671?s=256&d=identicon&r=PG', 'display_name': 'EMBEDONIX', 'link': 'https://stackoverflow.com/users/658031/embedonix'}",True,368,9893376.0,1,0,1537161471,1332864029,1537161471.0,9893260,CC BY-SA 4.0,https://stackoverflow.com/questions/9893260/automatically-change-font-size-for-a-stretched-image-in-a-picturebox,Automatically change font size for a stretched image in a picturebox,,,,,,
811,"['c#', '.net', 'multithreading', 'data-structures', 'lookup']","{'account_id': 25120, 'reputation': 44219, 'user_id': 64334, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/805e562badd03fde5a760b4a0d83b066?s=256&d=identicon&r=PG', 'display_name': 'Ronnie Overby', 'link': 'https://stackoverflow.com/users/64334/ronnie-overby'}",True,2005,,4,5,1536949895,1332261737,1332261818.0,9791134,CC BY-SA 3.0,https://stackoverflow.com/questions/9791134/is-it-safe-for-multiple-threads-to-read-from-a-lookuptkey-telement,"Is it safe for multiple threads to read from a Lookup&lt;TKey, TElement&gt;?",,,,,,
812,"['c#', 'asp.net-mvc-3', 'razor']","{'account_id': 453057, 'reputation': 11473, 'user_id': 849843, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/WJU9S.png?s=256&g=1', 'display_name': 'ediblecode', 'link': 'https://stackoverflow.com/users/849843/ediblecode'}",True,10476,9582615.0,2,11,1536923587,1331031765,1331032517.0,9582357,CC BY-SA 3.0,https://stackoverflow.com/questions/9582357/how-to-get-mvc-to-lookup-view-in-nested-folder,How to get MVC to lookup view in nested folder,,,,,,
813,"['c#', 'windows', 'exception', 'process']","{'account_id': 299168, 'reputation': 2533, 'user_id': 605609, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9e172e948e097386ecc10d50e125a0f9?s=256&d=identicon&r=PG', 'display_name': 'beta', 'link': 'https://stackoverflow.com/users/605609/beta'}",True,43066,9502058.0,5,43,1536868205,1330528836,1330594590.0,9501771,CC BY-SA 3.0,https://stackoverflow.com/questions/9501771/how-to-avoid-a-win32-exception-when-accessing-process-mainmodule-filename-in-c,How to avoid a Win32 exception when accessing Process.MainModule.FileName in C#?,,,,,,
814,"['c#', '.net', 'operator-overloading', 'stack-overflow']","{'account_id': 19360, 'reputation': 17328, 'user_id': 45311, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/c8e2cf9e01c59c7b8bb94e92a22f66e8?s=256&d=identicon&r=PG', 'display_name': 'Ropstah', 'link': 'https://stackoverflow.com/users/45311/ropstah'}",True,2194,9656125.0,2,8,1536755488,1331478128,,9656040,CC BY-SA 3.0,https://stackoverflow.com/questions/9656040/why-is-a-stackoverflowexception-thrown-in-this-operator-definition,Why is a stackoverflowexception thrown in this operator definition?,,,,,,
815,"['c#', '.net', 'shell', 'command', 'arguments']","{'account_id': 375369, 'reputation': 898, 'user_id': 726162, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/3ad9acd05e4745a4b42f695cc4f0044b?s=256&d=identicon&r=PG', 'display_name': 'Andrei Stanca', 'link': 'https://stackoverflow.com/users/726162/andrei-stanca'}",True,5384,9720821.0,3,0,1536634193,1331818435,1337079632.0,9720770,CC BY-SA 3.0,https://stackoverflow.com/questions/9720770/how-to-execute-shell-command-with-arguments,how to execute shell command with arguments?,,,,,,
816,"['c#', 'oop', 'class', 'object', 'static']","{'account_id': 1094962, 'reputation': 5455, 'user_id': 1088754, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/9420223f607cc486adfc975a9ea5e0d4?s=256&d=identicon&r=PG', 'display_name': 'Sherlock', 'link': 'https://stackoverflow.com/users/1088754/sherlock'}",True,61946,9924266.0,7,28,1536558172,1333019653,,9924223,CC BY-SA 3.0,https://stackoverflow.com/questions/9924223/static-vs-non-static-class-members,Static vs non-static class members,,,,,,
817,"['c#', 'json.net']","{'account_id': 400692, 'reputation': 2341, 'user_id': 766805, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0bcc6e790069e287924ec52b1aaeb810?s=256&d=identicon&r=PG', 'display_name': 'Paul Hazen', 'link': 'https://stackoverflow.com/users/766805/paul-hazen'}",True,185823,9589515.0,6,142,1536120548,1331056584,1331056909.0,9589218,CC BY-SA 3.0,https://stackoverflow.com/questions/9589218/get-value-from-jtoken-that-may-not-exist-best-practices,Get value from JToken that may not exist (best practices),,,,,,
818,"['c#', '.net', 'clr', 'partial-methods']","{'account_id': 46110, 'reputation': 49615, 'user_id': 136141, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9112efedbb61459c9a737beb2dc2277e?s=256&d=identicon&r=PG', 'display_name': 'pencilCake', 'link': 'https://stackoverflow.com/users/136141/pencilcake'}",True,3108,9600649.0,3,9,1535550337,1331119556,,9600560,CC BY-SA 3.0,https://stackoverflow.com/questions/9600560/why-partial-methods-can-only-have-void-return-type,Why partial methods can only have void return type?,,,,,,
819,"['c#', 'string', 'split']","{'account_id': 439568, 'reputation': 15915, 'user_id': 828584, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/498f20465c08db69a48f10e852ba6263?s=256&d=identicon&r=PG', 'display_name': 'mowwwalker', 'link': 'https://stackoverflow.com/users/828584/mowwwalker'}",True,201177,9846973.0,8,71,1535541454,1332539575,1535541454.0,9846948,CC BY-SA 4.0,https://stackoverflow.com/questions/9846948/split-string-into-string-array-of-single-characters,Split string into string array of single characters,,,,,,
820,"['c#', 'asp.net', 'mschart']","{'account_id': 1269063, 'reputation': 218, 'user_id': 1225759, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84de65535a4f5718decd2f096f940e73?s=256&d=identicon&r=PG', 'display_name': 'np00', 'link': 'https://stackoverflow.com/users/1225759/np00'}",True,8139,9924705.0,2,5,1535533950,1332942380,1333020715.0,9908842,CC BY-SA 3.0,https://stackoverflow.com/questions/9908842/how-can-i-read-the-series-color-during-runtime-when-using-a-chartcolorpalette,How can I read the Series.Color during runtime when using a ChartColorPalette?,,,,,,
821,"['c#', 'asp.net', 'visual-studio-2010']","{'user_type': 'does_not_exist', 'display_name': 'user1037134'}",False,719,,1,0,1535491295,1332401288,1535491295.0,9818054,CC BY-SA 4.0,https://stackoverflow.com/questions/9818054/how-to-maintain-page-index-information-such-as-radiobuttonlist-after-navigating,How to maintain page index information such as radiobuttonlist after navigating to next page?,,,,,,
822,"['c#', 'http', 'cookies', 'network-programming', 'get']","{'account_id': 1236156, 'reputation': 435, 'user_id': 1199709, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f9c2c808954936346cab3f642b0a3aac?s=256&d=identicon&r=PG', 'display_name': 'hardmax', 'link': 'https://stackoverflow.com/users/1199709/hardmax'}",True,7823,,3,3,1535396003,1331049984,,9587404,CC BY-SA 3.0,https://stackoverflow.com/questions/9587404/how-do-i-perform-a-simple-get-request-with-cookies-in-c,How do I perform a simple GET request with cookies in C#,,,,,,
823,"['c#', 'audio', 'wave', 'trigonometry']","{'account_id': 1207023, 'reputation': 848, 'user_id': 1176409, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/uvisT.jpg?s=256&g=1', 'display_name': 'eCorke', 'link': 'https://stackoverflow.com/users/1176409/ecorke'}",True,2330,9603607.0,2,5,1535286276,1331084614,1535286276.0,9594665,CC BY-SA 4.0,https://stackoverflow.com/questions/9594665/playing-sine-wave-for-unknown-time,Playing sine wave for unknown time,,,,,,
824,"['c#', 'excel', 'datagridview']","{'account_id': 1182998, 'reputation': 2261, 'user_id': 1157509, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/51738db85f6b494857eb3d2a22bdbdf8?s=256&d=identicon&r=PG&f=1', 'display_name': 'ikathegreat', 'link': 'https://stackoverflow.com/users/1157509/ikathegreat'}",True,46293,9713251.0,4,5,1535120814,1331777310,,9713048,CC BY-SA 3.0,https://stackoverflow.com/questions/9713048/skip-first-row-in-read-of-excel-file,skip first row in read of Excel file,,,,,,
825,"['c#', 'pdf']","{'account_id': 1331021, 'reputation': 31, 'user_id': 1274943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f8fe79e7ced57493d61a719495940f8a?s=256&d=identicon&r=PG', 'display_name': 'EaglesNiko', 'link': 'https://stackoverflow.com/users/1274943/eaglesniko'}",True,5364,,2,3,1535005124,1331932232,1331932422.0,9744570,CC BY-SA 3.0,https://stackoverflow.com/questions/9744570/downloading-all-pdf-files-from-a-website,Downloading all PDF files from a website,,,,,,
826,"['c#', '.net', 'crystal-reports']","{'user_type': 'does_not_exist', 'display_name': 'user1266219'}",True,660,10086546.0,2,-1,1534859868,1332060584,1332070740.0,9757087,CC BY-SA 3.0,https://stackoverflow.com/questions/9757087/using-mscomm32-ocx-in-crystalreports-application,using mscomm32.ocx in crystalreports application,,,,,,
827,"['c#', 'sql', 'asp.net-mvc', 'entity-framework']","{'account_id': 147037, 'reputation': 2246, 'user_id': 357882, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/xuFtr.jpg?s=256&g=1', 'display_name': 'Pieces', 'link': 'https://stackoverflow.com/users/357882/pieces'}",True,60529,9873938.0,5,15,1534843780,1332771547,1332772348.0,9873873,CC BY-SA 3.0,https://stackoverflow.com/questions/9873873/auto-create-database-tables-from-objects-entity-framework,"Auto Create Database Tables from Objects, Entity Framework",,,,,,
828,"['c#', 'asp.net', 'datagrid']","{'account_id': 79447, 'reputation': 3616, 'user_id': 225264, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/00ab14c085fc66d15e66938c66ba7f4c?s=256&d=identicon&r=PG', 'display_name': 'jestges', 'link': 'https://stackoverflow.com/users/225264/jestges'}",False,2104,,1,0,1534789783,1332747111,1534789783.0,9868222,CC BY-SA 4.0,https://stackoverflow.com/questions/9868222/access-the-header-template-value-of-a-datagrid,Access the header template value of a DataGrid,,,,,,
829,"['c#', 'asp.net', '.net', 'azure', 'real-time']","{'account_id': 1018462, 'reputation': 2486, 'user_id': 1029477, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/8d89c3087cc6cb98793ab7c0f5658c56?s=256&d=identicon&r=PG', 'display_name': 'test', 'link': 'https://stackoverflow.com/users/1029477/test'}",True,1193,9947657.0,3,1,1534723514,1333125603,,9947071,CC BY-SA 3.0,https://stackoverflow.com/questions/9947071/create-a-real-time-web-application-using-net-framework-and-azure-very-confuse,Create a real time web application using .net framework and azure - very confused,,,,,,
830,"['c#', 'database', 'ms-access', 'garbage-collection', 'database-connection']","{'account_id': 1227112, 'reputation': 2553, 'user_id': 1192466, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/e16e461c58538decde2ba1531a468a43?s=256&d=identicon&r=PG&f=1', 'display_name': 'TOP KEK', 'link': 'https://stackoverflow.com/users/1192466/top-kek'}",True,6131,9682642.0,4,-1,1534709167,1331634386,1331635578.0,9682247,CC BY-SA 3.0,https://stackoverflow.com/questions/9682247/how-to-properly-close-connection-to-access-database,How to properly close connection to access database,,,,,,
831,"['c#', 'tsql', 'stored-procedures', 'locking']","{'account_id': 31223, 'reputation': 38548, 'user_id': 85597, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/pc3cE.jpg?s=256&g=1', 'display_name': 'Akash Kava', 'link': 'https://stackoverflow.com/users/85597/akash-kava'}",True,283,9586969.0,1,1,1534342013,1331048066,1331048411.0,9586760,CC BY-SA 3.0,https://stackoverflow.com/questions/9586760/translate-following-c-synchronization-logic-to-stored-procedure,Translate following C# synchronization logic to Stored Procedure,,,,,,
832,"['c#', 'wpf', 'asp.net-mvc-3', 'mvvm']","{'account_id': 244739, 'reputation': 966, 'user_id': 517764, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6cbf8ce38a4945031b020fc5da14cfa6?s=256&d=identicon&r=PG', 'display_name': 'Stevoman', 'link': 'https://stackoverflow.com/users/517764/stevoman'}",True,7322,9846284.0,2,8,1534242319,1332532101,1332948814.0,9845620,CC BY-SA 3.0,https://stackoverflow.com/questions/9845620/implementing-interface-properties-in-interfaces,Implementing interface properties in interfaces?,,,,,,
833,"['c#', 'windows', 'multithreading', 'com', 'deadlock']","{'account_id': 9621, 'reputation': 7931, 'user_id': 17862, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/686fde9ab22a389ff3dd04dbe9502c49?s=256&d=identicon&r=PG', 'display_name': 'Mike Spross', 'link': 'https://stackoverflow.com/users/17862/mike-spross'}",True,1898,9544168.0,5,4,1534206938,1330663302,1330761156.0,9528100,CC BY-SA 3.0,https://stackoverflow.com/questions/9528100/is-there-any-way-to-work-around-os-loader-lock-deadlocks-caused-by-third-party-l,Is there any way to work around OS loader lock deadlocks caused by third-party libraries?,,,,,,
834,"['c#', 'certificate', 'bouncycastle', 'signing', 'x509']","{'account_id': 121718, 'reputation': 1050, 'user_id': 315012, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/463b6cf534ffe38c65d6d1bf9f19b00e?s=256&d=identicon&r=PG', 'display_name': 'Serexx', 'link': 'https://stackoverflow.com/users/315012/serexx'}",True,8484,11462097.0,1,5,1533999102,1331070751,1349348888.0,9592516,CC BY-SA 3.0,https://stackoverflow.com/questions/9592516/net-programmatically-sign-pkcs10-request-with-bouncy-castle,.Net Programmatically Sign PKCS#10 Request with Bouncy Castle,,,,,,
835,"['c#', 'windows-services']","{'account_id': 938757, 'reputation': 113, 'user_id': 967220, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yKhbb.jpg?s=256&g=1', 'display_name': 'Aaron', 'link': 'https://stackoverflow.com/users/967220/aaron'}",True,12655,9829364.0,2,11,1533870080,1332442155,,9828588,CC BY-SA 3.0,https://stackoverflow.com/questions/9828588/finding-the-actual-executable-and-path-associated-to-a-windows-service-using-c,finding the actual executable and path associated to a windows service using c#,,,,,,
836,['c#'],"{'account_id': 509042, 'reputation': 1355, 'user_id': 984488, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/401df5771aba462f5ec11cc911c78a70?s=256&d=identicon&r=PG', 'display_name': 'Bob', 'link': 'https://stackoverflow.com/users/984488/bob'}",True,109451,9751892.0,9,17,1533806737,1332003461,,9751871,CC BY-SA 3.0,https://stackoverflow.com/questions/9751871/how-do-define-get-and-set-for-an-array-data-member,How do define get and set for an array data member?,,,,,,
837,"['c#', 'database', 'image-processing', 'comparison']","{'account_id': 1295744, 'reputation': 97, 'user_id': 1246856, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58015506048cc684fb4acb67a27681f5?s=256&d=identicon&r=PG', 'display_name': 'user1246856', 'link': 'https://stackoverflow.com/users/1246856/user1246856'}",True,1976,14702528.0,3,0,1533803656,1330780501,,9546412,CC BY-SA 3.0,https://stackoverflow.com/questions/9546412/c-image-processing-image-similarity,C# Image processing: Image similarity,,,,,,
838,"['c#', 'windows-phone-7']","{'account_id': 1259398, 'reputation': 857, 'user_id': 1218140, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/dc4bf1018e6ad8d4a49338d53615a913?s=256&d=identicon&r=PG', 'display_name': 'Max Zhukov', 'link': 'https://stackoverflow.com/users/1218140/max-zhukov'}",False,668,,3,0,1533729415,1331414149,,9650252,CC BY-SA 3.0,https://stackoverflow.com/questions/9650252/button-click-event,Button.Click event,,,,,,
839,"['c#', 'asp.net-mvc', 'entity-framework', 'culture']","{'account_id': 1289913, 'reputation': 15, 'user_id': 1242203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2537fca7c9f35595d2b2e6c5c016264e?s=256&d=identicon&r=PG', 'display_name': 'Rmon', 'link': 'https://stackoverflow.com/users/1242203/rmon'}",True,880,9711629.0,2,1,1533725600,1331765481,1371370106.0,9711515,CC BY-SA 3.0,https://stackoverflow.com/questions/9711515/month-swaps-to-day-day-swaps-to-month-when-loading-view,"Month swaps to Day, Day swaps to Month when loading View",,,,,,
840,"['c#', 'while-loop', 'xna', 'turtle-graphics']","{'account_id': 1309883, 'reputation': 115, 'user_id': 1258099, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c3f3e6c2fa18e4496126f90fe3f0723?s=256&d=identicon&r=PG', 'display_name': 'CJ Cohorst', 'link': 'https://stackoverflow.com/users/1258099/cj-cohorst'}",True,1740,9626023.0,1,0,1533314690,1331244917,1533314690.0,9625902,CC BY-SA 4.0,https://stackoverflow.com/questions/9625902/how-do-you-use-a-c-xna-while-loop-with-visual-studio-2010,How do you use a C# XNA While Loop with Visual Studio 2010?,,,,,,
841,['c#'],"{'account_id': 1316950, 'reputation': 11, 'user_id': 1263590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18f2ccda1d0a1d6c00d20671b89473cc?s=256&d=identicon&r=PG', 'display_name': 'vaibhav271', 'link': 'https://stackoverflow.com/users/1263590/vaibhav271'}",False,3071,,3,0,1533295592,1331540357,1331557982.0,9663674,CC BY-SA 3.0,https://stackoverflow.com/questions/9663674/how-to-delay-mouse-hover-time,How to delay mouse hover time?,,,,,,
842,"['java', 'c#', 'coordinates', 'game-physics']","{'account_id': 1327142, 'reputation': 71, 'user_id': 1271742, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c9e7cb4dc1ddd110d2c6e81863d46c6?s=256&d=identicon&r=PG', 'display_name': 'heroicsatsuma', 'link': 'https://stackoverflow.com/users/1271742/heroicsatsuma'}",False,1395,,1,1,1533230294,1331821056,1533230294.0,9721586,CC BY-SA 4.0,https://stackoverflow.com/questions/9721586/ball-movement-around-3d-sphere,Ball movement around 3D sphere,,,,,,
843,"['c#', 'asp.net']","{'account_id': 1287188, 'reputation': 109, 'user_id': 1240045, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/9420b77bb8bb8d72f2c9d9c841b26790?s=256&d=identicon&r=PG', 'display_name': 'user1240045', 'link': 'https://stackoverflow.com/users/1240045/user1240045'}",True,60,,1,0,1533222858,1332407879,1533222858.0,9819299,CC BY-SA 4.0,https://stackoverflow.com/questions/9819299/after-adding-a-row-in-to-the-repeater-when-i-refresh-page-again-that-row-is-be,"After adding a row in to the repeater, when I refresh page, again that row is being repeated in datatable",,,,,,
844,"['c#', '.net', 'ssl', 'httpwebrequest']","{'account_id': 55678, 'reputation': 2457, 'user_id': 166810, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/BKkKI.jpg?s=256&g=1', 'display_name': 'kmehta', 'link': 'https://stackoverflow.com/users/166810/kmehta'}",True,4300,,1,2,1533152611,1330783574,1331132992.0,9546712,CC BY-SA 3.0,https://stackoverflow.com/questions/9546712/the-request-was-aborted-could-not-create-ssl-tls-secure-channel,The request was aborted: Could not create SSL/TLS secure channel,,,,,,
845,"['c#', 'asp.net-mvc', 'nhibernate', 'exception', 'orm']","{'account_id': 253757, 'reputation': 2864, 'user_id': 532675, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/529981b25ff68802b428af90a7bec74b?s=256&d=identicon&r=PG', 'display_name': 'lexeme', 'link': 'https://stackoverflow.com/users/532675/lexeme'}",True,21248,9833412.0,7,10,1533117606,1331725973,1332511336.0,9701433,CC BY-SA 3.0,https://stackoverflow.com/questions/9701433/how-to-handle-updating-entities-nhibernate-asp-net-mvc,How to handle updating entities. NHibernate + ASP.NET MVC,,,,,,
846,"['c#', 'selenium']","{'account_id': 1306601, 'reputation': 91, 'user_id': 1255488, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f30f30141f91d30ddec533de0958ec05?s=256&d=identicon&r=PG', 'display_name': 'user1255488', 'link': 'https://stackoverflow.com/users/1255488/user1255488'}",True,21825,,2,9,1533072238,1331149204,1533072238.0,9607964,CC BY-SA 4.0,https://stackoverflow.com/questions/9607964/selenium-unable-to-access-iframe-and-data-inside-it,Selenium: Unable to access iframe and data inside it,,,,,,
847,"['c#', 'asp.net', 'asp.net-mvc-3']","{'account_id': 1214700, 'reputation': 658, 'user_id': 1182538, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/f8d62eb0fc5556f808b7c369201c7c0f?s=256&d=identicon&r=PG', 'display_name': 'Dip', 'link': 'https://stackoverflow.com/users/1182538/dip'}",True,69832,9629695.0,9,36,1532948653,1331273055,1532948653.0,9629647,CC BY-SA 4.0,https://stackoverflow.com/questions/9629647/how-to-send-email-from-asp-net-mvc-3,How to send email from Asp.net Mvc-3?,,,,,,
848,"['c#', 'asp.net-mvc-3', 'button', 'razor', 'cancel-button']","{'account_id': 968842, 'reputation': 44148, 'user_id': 991788, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/39d159a6f2a0cacf9e03a0e16bbd3097?s=256&d=identicon&r=PG', 'display_name': 'Sachin Kainth', 'link': 'https://stackoverflow.com/users/991788/sachin-kainth'}",True,42892,9913416.0,9,16,1532932096,1332958481,1450094222.0,9913353,CC BY-SA 3.0,https://stackoverflow.com/questions/9913353/cancel-button-in-form,Cancel button in form,,,,,,
849,"['c#', 'visual-studio-2010', 'configurationmanager', 'anycpu']","{'account_id': 1220484, 'reputation': 14718, 'user_id': 1187220, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/AwroB.jpg?s=256&g=1', 'display_name': 'Michel Keijzers', 'link': 'https://stackoverflow.com/users/1187220/michel-keijzers'}",True,16876,9935335.0,3,13,1532929856,1333065280,1400688245.0,9935283,CC BY-SA 3.0,https://stackoverflow.com/questions/9935283/i-do-not-have-a-any-cpu-option-present-in-my-configuration-manager,I do not have a &#39;Any CPU&#39; option present in my Configuration Manager,,,,,,
850,"['c#', 'xna', 'game-physics', 'collision']","{'account_id': 1344158, 'reputation': 11, 'user_id': 1285214, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93f5116a511006ddac198f37cfd0481e?s=256&d=identicon&r=PG', 'display_name': 'flash-', 'link': 'https://stackoverflow.com/users/1285214/flash'}",False,518,,1,1,1532900257,1332401019,1532900257.0,9818005,CC BY-SA 4.0,https://stackoverflow.com/questions/9818005/xna-3-1-movement-collision-issue,XNA 3.1 Movement Collision Issue,,,,,,
851,"['c#', 'unity3d']","{'account_id': 1121640, 'reputation': 1718, 'user_id': 1109847, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/5b3e3fea46d3703692d26915260d2503?s=256&d=identicon&r=PG', 'display_name': 'Lefsler', 'link': 'https://stackoverflow.com/users/1109847/lefsler'}",True,11148,9649257.0,1,5,1532866723,1331339723,1331345205.0,9642834,CC BY-SA 3.0,https://stackoverflow.com/questions/9642834/unity3d-c-calculate-correct-forward-after-rotation,Unity3D C# calculate correct forward after rotation,,,,,,
852,"['c#', 'winforms']","{'account_id': 396284, 'reputation': 1558, 'user_id': 759749, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://graph.facebook.com/72615249/picture?type=large', 'display_name': 'Stephen', 'link': 'https://stackoverflow.com/users/759749/stephen'}",True,1853,9506219.0,4,0,1532717522,1330547482,1330548531.0,9506149,CC BY-SA 3.0,https://stackoverflow.com/questions/9506149/how-do-i-specify-the-default-button-of-a-textbox-that-is-referred-to-by-acceptsr,How do I specify the default button of a TextBox that is referred to by AcceptsReturn?,,,,,,
853,"['c#', '.net', 'search', 'substring', 'ravendb']","{'account_id': 100240, 'reputation': 16752, 'user_id': 270315, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/f7fed55d3afc8f0ae35613f04d1dd8db?s=256&d=identicon&r=PG', 'display_name': 'jwaliszko', 'link': 'https://stackoverflow.com/users/270315/jwaliszko'}",True,5740,12510321.0,4,10,1532701413,1331828262,1364025489.0,9723786,CC BY-SA 3.0,https://stackoverflow.com/questions/9723786/substring-search-in-ravendb,Substring search in RavenDB,,,,,,
854,"['c#', '.net', 'parsing']","{'account_id': 107023, 'reputation': 28259, 'user_id': 284758, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/0c0a1f54ab0a0911fd931ae5e19a5903?s=256&d=identicon&r=PG', 'display_name': 'Brent Arias', 'link': 'https://stackoverflow.com/users/284758/brent-arias'}",True,38150,9642224.0,3,14,1532687904,1331333507,1331334642.0,9642055,,https://stackoverflow.com/questions/9642055/csv-parsing-options-with-net,CSV Parsing Options with .NET,,1413091762.0,Not suitable for this site,,,
855,"['c#', 'active-directory', 'directorysearcher']","{'account_id': 47945, 'reputation': 12947, 'user_id': 142234, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/becdac7189988921cf3654433269021e?s=256&d=identicon&r=PG', 'display_name': 'bAN', 'link': 'https://stackoverflow.com/users/142234/ban'}",True,43588,9603949.0,3,18,1532637178,1331132655,1532636472.0,9603878,,https://stackoverflow.com/questions/9603878/how-can-i-search-users-in-active-directory-based-on-surname-and-first-name,How can I search users in Active Directory based on surname and first name?,,1449723750.0,Not suitable for this site,,,
856,['c#'],"{'account_id': 1318447, 'reputation': 329, 'user_id': 1264805, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/CRhhx.jpg?s=256&g=1', 'display_name': 'Geo', 'link': 'https://stackoverflow.com/users/1264805/geo'}",True,10844,,4,1,1532594187,1332420863,1436233168.0,9822694,CC BY-SA 3.0,https://stackoverflow.com/questions/9822694/error-additional-information-index-zero-based-must-be-greater-than-or-equal,Error: Additional information: Index (zero based) must be greater than or equal to zero and less than the size of the argument list,,,,,,
