,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
661,"['c#', 'asp.net-mvc', 'asp.net-mvc-3']","{'account_id': 159543, 'reputation': 69694, 'user_id': 379008, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/Labo5.png?s=256&g=1', 'display_name': 'GibboK', 'link': 'https://stackoverflow.com/users/379008/gibbok'}",True,8385,12080519.0,4,3,1554335470,1345665349,1495541283.0,12080471,CC BY-SA 3.0,https://stackoverflow.com/questions/12080471/how-to-call-a-method-at-specific-interval-of-time-in-net-mvc,How to call a method at specific interval of time in .NET MVC,,,,,
662,"['c#', 'ilmerge']","{'account_id': 1723769, 'reputation': 18799, 'user_id': 1578927, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/b8Hao.jpg?s=256&g=1', 'display_name': 'Segev', 'link': 'https://stackoverflow.com/users/1578927/segev'}",True,26752,11862689.0,5,11,1554296344,1344421564,1345967181.0,11862532,CC BY-SA 3.0,https://stackoverflow.com/questions/11862532/how-to-compile-all-files-to-one-exe,How to compile all files to one exe?,,,,,
663,['c#'],"{'user_type': 'does_not_exist', 'display_name': 'user1587700'}",True,8394,,2,2,1553700049,1345390969,1553700049.0,12027761,CC BY-SA 4.0,https://stackoverflow.com/questions/12027761/save-page-in-c-webbrowser-without-savefiledialogue,save page in c# webbrowser without savefiledialogue,,,,,
664,"['c#', 'asp.net-mvc-3', 'visual-studio-2012']","{'account_id': 1215378, 'reputation': 2522, 'user_id': 1183088, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/eaa57863cd499773656be513bb4e1b83?s=256&d=identicon&r=PG', 'display_name': 'Jack M', 'link': 'https://stackoverflow.com/users/1183088/jack-m'}",True,7877,12210649.0,3,3,1553616457,1346397476,1346397633.0,12210593,CC BY-SA 3.0,https://stackoverflow.com/questions/12210593/visual-studio-2012-and-intellisense,Visual Studio 2012 and Intellisense,,,,,
665,"['c#', 'gridview', 'devexpress', 'xtragrid']","{'account_id': 1221332, 'reputation': 2103, 'user_id': 1243372, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/E7xRz.png?s=256&g=1', 'display_name': 'Marwan مروان', 'link': 'https://stackoverflow.com/users/1243372/marwan-%d9%85%d8%b1%d9%88%d8%a7%d9%86'}",True,6452,12217477.0,1,6,1553485518,1346351616,,12203287,CC BY-SA 3.0,https://stackoverflow.com/questions/12203287/removing-the-drilldown-plus-icon-from-xtragrid-gridviews-masterrow-when-chi,Removing the Drilldown Plus Icon (+) from XtraGrid GridView&#39;s MasterRow when ChildRow Has No Data,,,,,
666,"['c#', 'xml', 'documentation', 'sandcastle', 'shfb']","{'account_id': 392212, 'reputation': 20809, 'user_id': 753341, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/RDsrQ.jpg?s=256&g=1', 'display_name': 'ApprenticeHacker', 'link': 'https://stackoverflow.com/users/753341/apprenticehacker'}",True,6145,11817412.0,4,8,1553463304,1344152652,1553463304.0,11814768,CC BY-SA 4.0,https://stackoverflow.com/questions/11814768/sandcastle-help-file-builder-cant-find-documentation-source,Sandcastle Help File Builder Can&#39;t Find documentation source,,,,,
667,"['c#', 'windows-services']","{'account_id': 266443, 'reputation': 6422, 'user_id': 554019, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/d375c5efc7d93b75fbc8bc3974debcdf?s=256&d=identicon&r=PG', 'display_name': 'Tarek Saied', 'link': 'https://stackoverflow.com/users/554019/tarek-saied'}",True,10108,12161791.0,4,3,1552983229,1346164796,,12161749,CC BY-SA 3.0,https://stackoverflow.com/questions/12161749/access-to-the-path-is-denied-when-create-file-by-windows-service,Access to the path is Denied When create file by windows service,,,,,
668,"['c#', 'windows-8', 'visual-studio-2012', 'ime']","{'account_id': 93074, 'reputation': 3772, 'user_id': 254790, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/0f5ac473ed10f1aa0c4a45ee317b1836?s=256&d=identicon&r=PG', 'display_name': 'Narasimha', 'link': 'https://stackoverflow.com/users/254790/narasimha'}",False,218,,0,1,1552852757,1345711780,1552852757.0,12088009,CC BY-SA 4.0,https://stackoverflow.com/questions/12088009/how-to-integrate-third-party-keyboards-in-windows-8,How to integrate third-party keyboards in Windows 8?,,,,,
669,"['c#', 'clipboard']","{'account_id': 398185, 'reputation': 5441, 'user_id': 762730, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/Yjo9y.jpg?s=256&g=1', 'display_name': 'Sandeep', 'link': 'https://stackoverflow.com/users/762730/sandeep'}",True,5955,11953075.0,4,8,1552849079,1344949710,1484486859.0,11952960,CC BY-SA 3.0,https://stackoverflow.com/questions/11952960/copy-empty-string-using-clipboard-settextstring,Copy empty string using Clipboard.SetText(string),,,,,
670,"['c#', 'windows-phone-7']","{'account_id': 62658, 'reputation': 1480, 'user_id': 1058011, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/99b0401ba182daa46ff8c338772f06ff?s=256&d=identicon&r=PG', 'display_name': 'AndreiC', 'link': 'https://stackoverflow.com/users/1058011/andreic'}",True,143912,11841680.0,6,72,1552654438,1344326186,1446927724.0,11841540,CC BY-SA 3.0,https://stackoverflow.com/questions/11841540/setting-the-user-agent-header-for-a-webclient-request,Setting the User-Agent header for a WebClient request,,,,,
671,['c#'],"{'account_id': 1398875, 'reputation': 25, 'user_id': 1328028, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26dc6068c23b8b101e01366a625d5be6?s=256&d=identicon&r=PG', 'display_name': 'G Sam', 'link': 'https://stackoverflow.com/users/1328028/g-sam'}",True,8008,,3,1,1552561385,1346140230,,12154927,CC BY-SA 3.0,https://stackoverflow.com/questions/12154927/the-type-or-namespace-could-not-be-found-c,the type or namespace could not be found c#,,,,,
672,"['c#', 'port']","{'account_id': 995275, 'reputation': 1646, 'user_id': 1011394, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/eb995e0772a1963ed9d06c7141531ede?s=256&d=identicon&r=PG', 'display_name': 'user1011394', 'link': 'https://stackoverflow.com/users/1011394/user1011394'}",True,9336,11782139.0,3,0,1552545176,1343925691,,11782053,CC BY-SA 3.0,https://stackoverflow.com/questions/11782053/serialport-wait-for-response,SerialPort wait for response,,,,,
673,"['c#', 'csv']","{'account_id': 1245385, 'reputation': 802, 'user_id': 1206968, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/8f0074350ef4d7b4c4c01cf7adca81d0?s=256&d=identicon&r=PG', 'display_name': 'David Rasuli', 'link': 'https://stackoverflow.com/users/1206968/david-rasuli'}",True,19223,12073064.0,5,10,1552394733,1345634450,,12071963,CC BY-SA 3.0,https://stackoverflow.com/questions/12071963/numeric-fields-lose-leading-zero-while-writing-csv-in-c,Numeric fields lose leading zero while writing CSV in c#,,,,,
674,"['c#', 'winforms', 'dynamic', 'tabs', 'tablelayoutpanel']","{'account_id': 469009, 'reputation': 6761, 'user_id': 875317, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/IaW1u.jpg?s=256&g=1', 'display_name': 'B. Clay Shannon-B. Crow Raven', 'link': 'https://stackoverflow.com/users/875317/b-clay-shannon-b-crow-raven'}",True,11223,15385570.0,2,6,1552303535,1345504277,,12046472,CC BY-SA 3.0,https://stackoverflow.com/questions/12046472/is-suspendlayout-resumelayout-worthless-or-am-i-going-about-it-wrong,Is SuspendLayout/ResumeLayout worthless or am I going about it wrong?,,,,,
675,"['c#', '.net', 'listbox']","{'account_id': 1703466, 'reputation': 59, 'user_id': 1563019, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/378b663b0289745bcc5c1f1988240d2c?s=256&d=identicon&r=PG', 'display_name': 'user1563019', 'link': 'https://stackoverflow.com/users/1563019/user1563019'}",True,89439,12013919.0,2,5,1551967964,1345241140,1345242213.0,12013792,CC BY-SA 3.0,https://stackoverflow.com/questions/12013792/how-to-get-number-of-items-in-listbox,how to get number of items in listbox,,,,,
676,"['c#', 'syntactic-sugar', 'language-construct']","{'account_id': 61033, 'reputation': 3357, 'user_id': 182061, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c30ba9d010c8aec41adf3f5ff53cedb6?s=256&d=identicon&r=PG', 'display_name': 'Thebigcheeze', 'link': 'https://stackoverflow.com/users/182061/thebigcheeze'}",True,11391,11749422.0,6,57,1551774484,1343769854,,11749222,CC BY-SA 3.0,https://stackoverflow.com/questions/11749222/is-there-a-way-to-implement-custom-language-features-in-c,Is there a way to implement custom language features in C#?,,,,,
677,"['c#', 'dns']","{'account_id': 338513, 'reputation': 2923, 'user_id': 667429, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/83740f3f17afd14fe1aec85e55141bf4?s=256&d=identicon&r=PG', 'display_name': 'user667429', 'link': 'https://stackoverflow.com/users/667429/user667429'}",True,1456,12087580.0,1,0,1551616610,1345702330,1551616610.0,12085723,CC BY-SA 4.0,https://stackoverflow.com/questions/12085723/i-cant-get-all-arecords-of-the-dns-zone,I can&#39;t get all ARecords of the Dns Zone,,,,,
678,"['c#', 'substring']","{'account_id': 1409792, 'reputation': 9230, 'user_id': 1336632, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/bad63835a160876551d362c4a84fb8c1?s=256&d=identicon&r=PG', 'display_name': 'JJ.', 'link': 'https://stackoverflow.com/users/1336632/jj'}",True,14089,11803645.0,2,11,1551352261,1344029136,1344031424.0,11803518,,https://stackoverflow.com/questions/11803518/extract-properties-of-sql-connection-string,Extract properties of sql connection string,,1466072002.0,Duplicate,,
679,"['c#', 'image', 'memorystream', 'networkstream']","{'account_id': 1718817, 'reputation': 4677, 'user_id': 1575291, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/256f3b1176c487cac3ffe79366aec371?s=256&d=identicon&r=PG', 'display_name': 'David Limkys', 'link': 'https://stackoverflow.com/users/1575291/david-limkys'}",True,563,,2,0,1550838693,1346383026,1550838693.0,12208432,CC BY-SA 4.0,https://stackoverflow.com/questions/12208432/invalid-paramether-in-image-fromstreammemorystream,Invalid paramether in Image.FromStream(MemoryStream),,,,,
680,['c#'],"{'account_id': 402779, 'reputation': 6921, 'user_id': 770135, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/0786a66d03cb08b6248d039cc609ae7f?s=256&d=identicon&r=PG', 'display_name': 's.k.paul', 'link': 'https://stackoverflow.com/users/770135/s-k-paul'}",True,6719,,3,2,1550556155,1344853725,1344855312.0,11932489,CC BY-SA 3.0,https://stackoverflow.com/questions/11932489/value-must-be-a-number-less-than-infinity,value must be a number less than infinity,,,,,
681,"['c#', '.net', 'multithreading', 'performance', 'optimization']","{'account_id': 191027, 'reputation': 13975, 'user_id': 938668, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/iEBVp.jpg?s=256&g=1', 'display_name': 'Raheel Khan', 'link': 'https://stackoverflow.com/users/938668/raheel-khan'}",True,8002,12051796.0,4,5,1550517803,1345537832,,12050925,CC BY-SA 3.0,https://stackoverflow.com/questions/12050925/increasing-thread-and-process-priority-to-reduce-execution-time-for-a-processor,"Increasing thread and process priority to reduce execution time for a processor-intensive, parallelized application",,,,,
682,"['c#', 'background']","{'account_id': 1700467, 'reputation': 7794, 'user_id': 1560697, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/411727338a09452ec333619185e5a81b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thanh Nguyen', 'link': 'https://stackoverflow.com/users/1560697/thanh-nguyen'}",True,11033,11895012.0,5,0,1550178312,1344566834,,11894783,CC BY-SA 3.0,https://stackoverflow.com/questions/11894783/c-how-to-change-form1-background-after-each-1-second,C# How to change Form1 background after each 1 second?,,,,,
683,"['c#', 'system.web']","{'account_id': 13711, 'reputation': 8940, 'user_id': 27703, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/94edf33e723b97136353ec2b93998843?s=256&d=identicon&r=PG', 'display_name': 'Shrike', 'link': 'https://stackoverflow.com/users/27703/shrike'}",True,1305,11800997.0,1,5,1549992403,1344016910,1549992403.0,11800954,CC BY-SA 4.0,https://stackoverflow.com/questions/11800954/why-multiple-using-of-preapplicationstartmethodattribute-isnt-compiled,Why multiple using of PreApplicationStartMethodAttribute isn&#39;t compiled?,,,,,
684,"['c#', 'unit-testing', 'automapper']","{'account_id': 422817, 'reputation': 333, 'user_id': 801811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9591c410d4f984d7328c8d1e4c75f7a6?s=256&d=identicon&r=PG', 'display_name': 'Morgan', 'link': 'https://stackoverflow.com/users/801811/morgan'}",True,19963,12038086.0,1,26,1549952469,1345466968,1391033204.0,12037986,CC BY-SA 3.0,https://stackoverflow.com/questions/12037986/is-automapper-assertconfigurationisvalid-enough-to-ensure-good-mapping,Is AutoMapper AssertConfigurationIsValid enough to ensure good mapping?,,,,,
685,"['c#', 'wpf']","{'account_id': 1477569, 'reputation': 1592, 'user_id': 1387619, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/a719c7f02875d0d9c12cd7ceaf2fccaf?s=256&d=identicon&r=PG', 'display_name': 'amit kohan', 'link': 'https://stackoverflow.com/users/1387619/amit-kohan'}",False,136,,1,0,1549621290,1346105399,1549621290.0,12150325,CC BY-SA 4.0,https://stackoverflow.com/questions/12150325/boolean-value-in-linesegment-constructor,boolean value in linesegment constructor,,,,,
686,"['c#', 'asp.net', '.net']","{'account_id': 430214, 'reputation': 9360, 'user_id': 813523, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/80566534177eef1ed8ef0931ca52fc4b?s=256&d=identicon&r=PG', 'display_name': 'Scott Selby', 'link': 'https://stackoverflow.com/users/813523/scott-selby'}",True,79600,11800394.0,4,42,1549616859,1344013842,1412946412.0,11800254,CC BY-SA 3.0,https://stackoverflow.com/questions/11800254/difference-between-request-cookies-and-response-cookies,Difference between Request.Cookies and Response.Cookies,,,,,
687,"['c#', 'asp.net-mvc']","{'account_id': 1621481, 'reputation': 275, 'user_id': 1497925, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/e52a15f142f720ce653d3e2d44d31d05?s=256&d=identicon&r=PG', 'display_name': 'always v', 'link': 'https://stackoverflow.com/users/1497925/always-v'}",True,108441,11839591.0,8,26,1549616184,1344315664,1344315784.0,11839525,CC BY-SA 3.0,https://stackoverflow.com/questions/11839525/make-a-checkbox-checked-or-unchecked-based-on-the-value,Make a checkbox checked or unchecked based on the value?,,,,,
688,"['c#', 'wpf', 'dynamic-binding']","{'account_id': 273187, 'reputation': 2212, 'user_id': 564636, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ac0e3c41f2122cbedc05f092f56500d0?s=256&d=identicon&r=PG', 'display_name': 'Saggio', 'link': 'https://stackoverflow.com/users/564636/saggio'}",True,11085,12058241.0,2,7,1549425699,1345559386,1549425699.0,12057126,CC BY-SA 4.0,https://stackoverflow.com/questions/12057126/how-to-avoid-converters-clashing-with-multibinding-in-wpf-code-behind,How to avoid Converters clashing with multibinding in WPF code behind,,,,,
689,"['c#', 'asp.net', 'n-tier-architecture']","{'account_id': 1799882, 'reputation': 185, 'user_id': 1638489, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/54619aad05873ac0cc25b8adf39522a4?s=256&d=identicon&r=PG', 'display_name': 'chandra sekhar', 'link': 'https://stackoverflow.com/users/1638489/chandra-sekhar'}",True,9558,12214997.0,4,6,1549395103,1346412436,1346415817.0,12214371,CC BY-SA 3.0,https://stackoverflow.com/questions/12214371/use-of-bal-in-3-tier-architecturehow-to-call-methods-from-dal-to-bal,Use of BAL in 3 tier architecture?How to call methods from DAL to BAL,,,,,
690,"['c#', 'asp.net', 'ado.net']","{'account_id': 1771346, 'reputation': 1455, 'user_id': 1616038, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/391ffb16127ca0c5d4e67e4d65607faa?s=256&d=identicon&r=PG', 'display_name': 'Mahesh', 'link': 'https://stackoverflow.com/users/1616038/mahesh'}",True,601,12103070.0,1,0,1549320744,1345633553,1549320744.0,12071716,CC BY-SA 4.0,https://stackoverflow.com/questions/12071716/getting-error-in-sqlparameter-with-parametername,Getting error in SqlParameter with ParameterName,,,,,
691,"['c#', '.net', 'windows', 'profiling']","{'account_id': 19432, 'reputation': 4830, 'user_id': 45583, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/edd73df39a0c7d85da3e01ce29f4bc3c?s=256&d=identicon&r=PG', 'display_name': 'Fowl', 'link': 'https://stackoverflow.com/users/45583/fowl'}",True,612,12032854.0,3,4,1549298940,1345434457,1345455373.0,12032070,CC BY-SA 3.0,https://stackoverflow.com/questions/12032070/detect-attached-profiler,Detect Attached Profiler,,,,,
692,"['c#', 'java', 'android']","{'account_id': 1750378, 'reputation': 1940, 'user_id': 1599611, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/rcQ1Y.png?s=256&g=1', 'display_name': 'CodeAndWave', 'link': 'https://stackoverflow.com/users/1599611/codeandwave'}",True,296,12095843.0,1,0,1549209443,1345737856,1549209443.0,12095795,CC BY-SA 4.0,https://stackoverflow.com/questions/12095795/andengine-for-c-sharp,andengine for c sharp,,,,,
693,"['c#', '.net', 'winforms']","{'account_id': 1279492, 'reputation': 2045, 'user_id': 1233949, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/711ef2afddbae172d803b2b6b6e884f5?s=256&d=identicon&r=PG', 'display_name': 'DTI-Matt', 'link': 'https://stackoverflow.com/users/1233949/dti-matt'}",True,3322,,3,2,1548949995,1346164018,1346164408.0,12161496,CC BY-SA 3.0,https://stackoverflow.com/questions/12161496/form-opens-on-wrong-monitor,Form opens on wrong monitor,,,,,
694,"['c#', 'asp.net', 'signalr']","{'account_id': 155695, 'reputation': 11999, 'user_id': 372519, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/efa0d33b0887f93e8cd4d7c466c1d640?s=256&d=identicon&r=PG', 'display_name': 'anthonypliu', 'link': 'https://stackoverflow.com/users/372519/anthonypliu'}",True,61019,,3,30,1548112536,1343841671,1528131264.0,11764360,CC BY-SA 4.0,https://stackoverflow.com/questions/11764360/multiple-signalr-connections-hubs-on-your-website,Multiple signalR connections/hubs on your website,,,,,
695,"['c#', 'code-generation', 'svcutil.exe']","{'account_id': 31520, 'reputation': 62940, 'user_id': 86611, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/7ce9a18f294e088d18deeceb65ff3df4?s=256&d=identicon&r=PG', 'display_name': 'Shiraz Bhaiji', 'link': 'https://stackoverflow.com/users/86611/shiraz-bhaiji'}",True,6871,,4,4,1548055698,1345553463,,12055229,CC BY-SA 3.0,https://stackoverflow.com/questions/12055229/convert-sequences-to-generic-lists-with-svcutil,Convert sequences to Generic Lists with svcutil,,,,,
696,"['c#', '.net', 'reflection', 'clr', 'jit']","{'account_id': 118257, 'reputation': 4883, 'user_id': 309145, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/Gyl5D.jpg?s=256&g=1', 'display_name': 'blez', 'link': 'https://stackoverflow.com/users/309145/blez'}",True,823,,3,4,1548054149,1345717989,,12089687,CC BY-SA 3.0,https://stackoverflow.com/questions/12089687/is-there-an-example-of-memory-il-rewriting-profiler-api,Is there an example of memory IL rewriting (Profiler API)?,,,,,
697,"['c#', 'asp.net-mvc-3']","{'account_id': 1362159, 'reputation': 1769, 'user_id': 1299317, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b484895d1608d4c7eba996099d1ce3d2?s=256&d=identicon&r=PG', 'display_name': 'Manuel Navarro', 'link': 'https://stackoverflow.com/users/1299317/manuel-navarro'}",True,7988,12167961.0,2,2,1547910269,1346187557,,12167435,CC BY-SA 3.0,https://stackoverflow.com/questions/12167435/how-does-urlhelper-generatecontenturl-works,How does UrlHelper.GenerateContentUrl works?,,,,,
698,"['c#', 'encoding', 'oauth', 'percent-encoding']","{'account_id': 215450, 'reputation': 415, 'user_id': 470109, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a8efa45195a9f326a1c1105bba395de6?s=256&d=identicon&r=PG', 'display_name': 'TheGuest', 'link': 'https://stackoverflow.com/users/470109/theguest'}",True,871,12154611.0,2,0,1547867130,1346081583,,12145001,CC BY-SA 3.0,https://stackoverflow.com/questions/12145001/oauth-parameter-encoding,OAUTH Parameter Encoding,,,,,
699,"['c#', 'oracle', 'stored-procedures']","{'account_id': 455444, 'reputation': 17324, 'user_id': 853609, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/d56bfb5bda322791607fcf8a1f3f2e56?s=256&d=identicon&r=PG', 'display_name': 'शेखर', 'link': 'https://stackoverflow.com/users/853609/%e0%a4%b6%e0%a5%87%e0%a4%96%e0%a4%b0'}",True,5153,12195684.0,3,2,1547681645,1346320686,1499747609.0,12194311,CC BY-SA 3.0,https://stackoverflow.com/questions/12194311/stored-procedure-call-gives-an-error-pls-00306-ora-06550,Stored procedure call gives an error PLS-00306 ORA-06550,,,,,
700,"['c#', 'asp.net', 'sql-server', 'vb.net', 'vb.net-to-c#']","{'account_id': 1051242, 'reputation': 417, 'user_id': 1055122, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/07dbb043f2b17ac3a9409542c0a802c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andre C', 'link': 'https://stackoverflow.com/users/1055122/andre-c'}",True,189,11986564.0,3,1,1547610654,1345117842,1547610654.0,11986479,CC BY-SA 4.0,https://stackoverflow.com/questions/11986479/programmatically-writing-to-a-database,Programmatically writing to a database,,,,,
701,"['c#', '.net', 'winforms']","{'account_id': 161590, 'reputation': 5001, 'user_id': 382485, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/422fe6da66c4912411106a60a3de4da1?s=256&d=identicon&r=PG', 'display_name': 'Maanu', 'link': 'https://stackoverflow.com/users/382485/maanu'}",True,12050,12092142.0,4,6,1547596352,1345721838,,12090691,CC BY-SA 3.0,https://stackoverflow.com/questions/12090691/closing-openfiledialog-savefiledialog,Closing OpenFileDialog/SaveFileDialog,,,,,
702,"['c#', 'java', 'c++', 'default-constructor']","{'account_id': 1587167, 'reputation': 2125, 'user_id': 1471231, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ed3b0cd7d437011fb44f97de7aa5fd66?s=256&d=identicon&r=PG', 'display_name': 'olagjo', 'link': 'https://stackoverflow.com/users/1471231/olagjo'}",True,17407,11792280.0,11,168,1547499122,1343983084,1343985291.0,11792207,CC BY-SA 3.0,https://stackoverflow.com/questions/11792207/why-does-the-default-parameterless-constructor-go-away-when-you-create-one-with,Why does the default parameterless constructor go away when you create one with parameters,,,,,
703,"['c#', '3d', 'path', 'plot', 'ellipse']","{'account_id': 417736, 'reputation': 154, 'user_id': 793901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/87464b7434b5668f807f5baa20e9a380?s=256&d=identicon&r=PG', 'display_name': 'Fat-Wednesday', 'link': 'https://stackoverflow.com/users/793901/fat-wednesday'}",False,1307,,1,1,1547396176,1346237130,1547396176.0,12176174,CC BY-SA 4.0,https://stackoverflow.com/questions/12176174/plotting-an-ellipse-in-3d,Plotting an Ellipse in 3D,,,,,
704,"['c#', 'xml']","{'account_id': 1627495, 'reputation': 25, 'user_id': 1502703, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2c8d4d7957c4d733463f25b7bac144a5?s=256&d=identicon&r=PG', 'display_name': 'Pradeep Singh', 'link': 'https://stackoverflow.com/users/1502703/pradeep-singh'}",True,5801,12208917.0,2,0,1547326690,1346385784,1547322913.0,12208735,CC BY-SA 4.0,https://stackoverflow.com/questions/12208735/how-to-include-encoding-when-creating-xml-files,How to include encoding when creating xml files,,,,,
705,"['c#', 'arrays', 'string', 'replace']","{'account_id': 1015769, 'reputation': 7035, 'user_id': 1029330, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/5RIEW.jpg?s=256&g=1', 'display_name': 'Praveen Prasannan', 'link': 'https://stackoverflow.com/users/1029330/praveen-prasannan'}",True,71859,11790755.0,8,11,1546985597,1343971459,1546985597.0,11789750,CC BY-SA 4.0,https://stackoverflow.com/questions/11789750/replace-all-occurences-of-a-string-from-a-string-array,Replace all occurences of a string from a string array,,,,,
706,"['c#', 'ado.net', 'sql-server-ce', 'connection-string']","{'account_id': 1649829, 'reputation': 1685, 'user_id': 1520640, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/lcJHA.jpg?s=256&g=1', 'display_name': 'Jayant Varshney', 'link': 'https://stackoverflow.com/users/1520640/jayant-varshney'}",True,2725,11923901.0,1,0,1546772897,1344773179,1546772897.0,11922022,CC BY-SA 4.0,https://stackoverflow.com/questions/11922022/connection-string-for-the-northwind-sdf,Connection string for the Northwind.sdf,,,,,
707,"['c#', 'winforms', 'maskedtextbox']","{'account_id': 1487904, 'reputation': 1388, 'user_id': 1395730, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1ea0012cf8536ffe825a6fff620a193b?s=256&d=identicon&r=PG', 'display_name': 'Aabela', 'link': 'https://stackoverflow.com/users/1395730/aabela'}",False,2920,,1,3,1546656769,1344500019,,11879257,CC BY-SA 3.0,https://stackoverflow.com/questions/11879257/masked-textbox-for-double,Masked Textbox for Double?,,,,,
708,"['c#', 'interop', 'ms-word', 'styling']","{'account_id': 77924, 'reputation': 1959, 'user_id': 222134, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/92554725d123740dcf9e570f9d01677f?s=256&d=identicon&r=PG', 'display_name': 'Johny Skovdal', 'link': 'https://stackoverflow.com/users/222134/johny-skovdal'}",True,14291,12193834.0,2,7,1546590851,1346307224,1354867123.0,12190883,CC BY-SA 3.0,https://stackoverflow.com/questions/12190883/how-to-apply-a-word-quick-style-in-c-not-just-simple-formatting-but-the-entir,How to apply a Word Quick Style in C# - not just simple formatting but the entire style?,,,,,
