,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,locked_date
567,"['reactjs', 'typescript', 'webpack', 'babeljs', 'internet-explorer-11']","{'account_id': 6194277, 'reputation': 31, 'user_id': 4826100, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FSwvk.jpg?s=256&g=1', 'display_name': 'Neil Davis', 'link': 'https://stackoverflow.com/users/4826100/neil-davis'}",False,1735,1,2,1606498568,1605922929,64939025,CC BY-SA 4.0,https://stackoverflow.com/questions/64939025/ie11-blank-page-with-react-typescript-babel-and-webpack,"IE11 Blank Page with React, Typescript, Babel, and Webpack",,,,,,
568,"['javascript', 'angular', 'typescript', 'cascadingdropdown']","{'account_id': 16924396, 'reputation': 11, 'user_id': 12240399, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/503754dcaa9a3bf0922b076c13402f63?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zako', 'link': 'https://stackoverflow.com/users/12240399/zako'}",False,495,1,0,1606498322,1606470967,65035270,CC BY-SA 4.0,https://stackoverflow.com/questions/65035270/create-a-cascading-dropdown-on-angular,create a Cascading dropdown on Angular,,1606498322.0,,,,
569,['typescript'],"{'account_id': 9483108, 'reputation': 384, 'user_id': 7050326, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1280471058684311/picture?type=large', 'display_name': 'Alexandre Dias', 'link': 'https://stackoverflow.com/users/7050326/alexandre-dias'}",False,240,0,2,1606497399,1606497399,65041301,CC BY-SA 4.0,https://stackoverflow.com/questions/65041301/properly-type-access-to-object-nested-keys-with-dot-notation,Properly type access to object nested keys with dot-notation,,,,,,
570,"['javascript', 'typescript', 'cryptojs']","{'account_id': 16740613, 'reputation': 148, 'user_id': 12100390, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mADbOaaWs8-zVsPWvCyspyHfONny4Ed6FIywm94Dg=k-s256', 'display_name': 'AR2R', 'link': 'https://stackoverflow.com/users/12100390/ar2r'}",True,48,2,0,1606495123,1606493859,65040528,CC BY-SA 4.0,https://stackoverflow.com/questions/65040528/how-to-fix-misplaced-type-in-typescript-without-using-keyword-any,How to fix misplaced type in Typescript without using keyword &quot;any&quot;,65040813.0,,,,,
571,"['javascript', 'typescript']","{'account_id': 14121007, 'reputation': 2761, 'user_id': 12540500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24ee67ed560070bcadf3500b10f81fb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asking', 'link': 'https://stackoverflow.com/users/12540500/asking'}",True,350,1,0,1606493943,1606486761,65038883,CC BY-SA 4.0,https://stackoverflow.com/questions/65038883/define-an-object-with-multiple-elements-using-typescript,Define an object with multiple elements using TypeScript,,1606493943.0,,,,
572,"['javascript', 'node.js', 'typescript']","{'account_id': 4738877, 'reputation': 7304, 'user_id': 3832377, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/hF21J.jpg?s=256&g=1', 'display_name': 'Alexander Craggs', 'link': 'https://stackoverflow.com/users/3832377/alexander-craggs'}",False,32,0,0,1606492487,1606492487,65040205,CC BY-SA 4.0,https://stackoverflow.com/questions/65040205/how-do-i-migrate-a-node-code-base-to-typescript-without-altering-require-stateme,How do I migrate a Node code base to TypeScript without altering require statements?,,,,,,
573,"['javascript', 'arrays', 'typescript']","{'account_id': 19004242, 'reputation': 23, 'user_id': 13871229, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NW16T.jpg?s=256&g=1', 'display_name': 'bedrockcoder', 'link': 'https://stackoverflow.com/users/13871229/bedrockcoder'}",True,60,4,0,1606492334,1606324053,65009522,CC BY-SA 4.0,https://stackoverflow.com/questions/65009522/typescript-array-of-numbers-is-always-sorted-even-when-its-not,TypeScript array of numbers is always sorted - even when it&#39;s not,65009573.0,1606324432.0,,,,
574,"['javascript', 'node.js', 'typescript', 'nestjs']","{'account_id': 2261194, 'reputation': 136, 'user_id': 1991252, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2341c21be0d27cdd0e596349ea923254?s=256&d=identicon&r=PG', 'display_name': 'user1991252', 'link': 'https://stackoverflow.com/users/1991252/user1991252'}",True,2609,2,4,1606491587,1606418557,65028137,CC BY-SA 4.0,https://stackoverflow.com/questions/65028137/nestjs-createparamdecorator-return-undefined,NestJS createParamDecorator return undefined,,1606419799.0,,,,
575,"['typescript', 'api', 'typescript-compiler-api']","{'account_id': 13065271, 'reputation': 1116, 'user_id': 9440874, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4MQvz.png?s=256&g=1', 'display_name': 'tscpp', 'link': 'https://stackoverflow.com/users/9440874/tscpp'}",True,196,1,0,1606491003,1606315244,65006866,CC BY-SA 4.0,https://stackoverflow.com/questions/65006866/typescript-api-type-checking-on-modified-source-file,TypeScript API type checking on modified source file,65039865.0,1606409942.0,,,,
576,"['angular', 'typescript']","{'account_id': 3075223, 'reputation': 684, 'user_id': 2604779, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://graph.facebook.com/1611750093/picture?type=large', 'display_name': 'Ed Stephenson', 'link': 'https://stackoverflow.com/users/2604779/ed-stephenson'}",False,47,1,0,1606490928,1606484409,65038348,CC BY-SA 4.0,https://stackoverflow.com/questions/65038348/passing-angular-custom-component-via-html-from-db,Passing Angular Custom Component via HTML from DB,,1606490928.0,,,,
577,"['reactjs', 'typescript', 'redux', 'react-redux', 'state']","{'account_id': 15755132, 'reputation': 591, 'user_id': 11368518, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6nWs5.jpg?s=256&g=1', 'display_name': 'Steven Soekha', 'link': 'https://stackoverflow.com/users/11368518/steven-soekha'}",True,2693,1,0,1606490834,1606484436,65038354,CC BY-SA 4.0,https://stackoverflow.com/questions/65038354/redux-how-to-set-initial-state,Redux how to set initial state,65039418.0,,,,,
578,"['typescript', 'tsc']","{'account_id': 195407, 'reputation': 19831, 'user_id': 438273, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/88ad8bc15f1a9e787531e9b20340973a?s=256&d=identicon&r=PG', 'display_name': 'jsejcksn', 'link': 'https://stackoverflow.com/users/438273/jsejcksn'}",False,147,0,0,1606489951,1606488189,65039227,CC BY-SA 4.0,https://stackoverflow.com/questions/65039227/how-to-configure-the-typescript-compiler-to-target-one-environment-with-specific,How to configure the TypeScript compiler to target one environment with specific additional syntax from a newer one?,,1606489951.0,,,,
579,"['reactjs', 'typescript', 'polymer', 'web-component', 'google-web-component']","{'account_id': 1079370, 'reputation': 4321, 'user_id': 1618304, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/nCvjE.png?s=256&g=1', 'display_name': 'Rowe Morehouse', 'link': 'https://stackoverflow.com/users/1618304/rowe-morehouse'}",True,265,2,3,1606488958,1604957314,64759513,CC BY-SA 4.0,https://stackoverflow.com/questions/64759513/integrating-polymer-web-components-into-react-app-written-in-typescript,Integrating Polymer Web Components into React app written in Typescript?,,,,,,
580,"['javascript', 'reactjs', 'typescript']","{'account_id': 8156052, 'reputation': 6446, 'user_id': 6141587, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/GAMZ3.jpg?s=256&g=1', 'display_name': 'deadcoder0904', 'link': 'https://stackoverflow.com/users/6141587/deadcoder0904'}",True,173,1,0,1606488112,1606464832,65033964,CC BY-SA 4.0,https://stackoverflow.com/questions/65033964/element-implicitly-has-an-any-type-because-expression-of-type-string-cant-b,Element implicitly has an &#39;any&#39; type because expression of type &#39;string&#39; can&#39;t be used to index type &#39;BGColors&#39;,65038748.0,,,,,
581,"['angular', 'typescript', 'ngmodel']","{'account_id': 3838086, 'reputation': 505, 'user_id': 3181962, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/xQJ5S.jpg?s=256&g=1', 'display_name': 'Yala Yala Herzlin', 'link': 'https://stackoverflow.com/users/3181962/yala-yala-herzlin'}",True,554,1,-2,1606488103,1606485887,65038687,,https://stackoverflow.com/questions/65038687/angular-how-to-use-ngmodel-correctly-why-i-get-undefined-and-errors,Angular how to use ngModel correctly? Why I get undefined and errors?,65038830.0,1606488103.0,,1606855479.0,Duplicate,
582,"['angular', 'typescript']","{'account_id': 19621189, 'reputation': 49, 'user_id': 14361636, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2mE-Md5hBFc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnLOegX_SAAlkTqpIU-dJ-EMp4JIw/photo.jpg?sz=256', 'display_name': 'Mari', 'link': 'https://stackoverflow.com/users/14361636/mari'}",False,25,0,0,1606487738,1606487247,65039005,CC BY-SA 4.0,https://stackoverflow.com/questions/65039005/problem-creating-a-table-with-interface-not-working,Problem creating a table with interface not working,,1606487738.0,,,,
583,"['node.js', 'typescript', 'firebase', 'google-cloud-functions']","{'account_id': 19769078, 'reputation': 13, 'user_id': 14476421, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-oliry1vXYmw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmnYJ19znEXbdcBAnhZlEis_hTWiw/s96-c/photo.jpg?sz=256', 'display_name': 'Bartosz Bagiński', 'link': 'https://stackoverflow.com/users/14476421/bartosz-bagi%c5%84ski'}",False,474,0,0,1606487629,1606470363,65035117,CC BY-SA 4.0,https://stackoverflow.com/questions/65035117/google-cloud-function-with-puppeteer-does-not-work-even-though-it-works-in-fire,"Google cloud function with puppeteer does not work, even though it works in firebase functions emulator",,1606487629.0,,,,
584,"['angular', 'typescript', 'html-table']","{'account_id': 17127077, 'reputation': 180, 'user_id': 12394015, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vMTns.jpg?s=256&g=1', 'display_name': 'Robert Głowacki', 'link': 'https://stackoverflow.com/users/12394015/robert-g%c5%82owacki'}",True,106,1,0,1606487467,1606487138,65038975,CC BY-SA 4.0,https://stackoverflow.com/questions/65038975/angular-generate-table-with-iterable-part-with-rowspan-attribute,Angular generate table with iterable part with rowspan attribute,65039066.0,,,,,
585,"['javascript', 'typescript', 'types']","{'account_id': 5308524, 'reputation': 2880, 'user_id': 4235636, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-UAxLhKPD5P8/AAAAAAAAAAI/AAAAAAAAADM/sGXZz5ylO1M/photo.jpg?sz=256', 'display_name': 'ANIK ISLAM SHOJIB', 'link': 'https://stackoverflow.com/users/4235636/anik-islam-shojib'}",True,141,1,1,1606486446,1606481431,65037679,CC BY-SA 4.0,https://stackoverflow.com/questions/65037679/variables-type-unknown-not-accessible-typescript,variables type unknown not accessible typescript,65038725.0,1606481984.0,,,,
586,['typescript'],"{'account_id': 4881680, 'reputation': 5839, 'user_id': 3935325, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/jjwPe.jpg?s=256&g=1', 'display_name': 'villasv', 'link': 'https://stackoverflow.com/users/3935325/villasv'}",True,92,3,4,1606486171,1606416285,65027688,CC BY-SA 4.0,https://stackoverflow.com/questions/65027688/what-type-signature-should-a-removeundefined-method-have,What type signature should a removeUndefined method have?,,1606486171.0,,,,
587,"['typescript', 'type-inference', 'destructuring']","{'account_id': 105061, 'reputation': 1080, 'user_id': 280562, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/899ffd9c60cf022e495343afd66fc74c?s=256&d=identicon&r=PG', 'display_name': 'MBoros', 'link': 'https://stackoverflow.com/users/280562/mboros'}",False,284,0,0,1606484789,1606484433,65038351,CC BY-SA 4.0,https://stackoverflow.com/questions/65038351/type-inference-lost-when-destructuring,Type inference lost when destructuring,,1606484789.0,,,,
588,"['angularjs', 'typescript', 'nativescript']","{'account_id': 12927256, 'reputation': 39, 'user_id': 9347498, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9a54a5ed7f6d271430a58e1f3c2822c?s=256&d=identicon&r=PG', 'display_name': 'Brandon Jones', 'link': 'https://stackoverflow.com/users/9347498/brandon-jones'}",True,957,3,2,1606484691,1604820430,64735759,CC BY-SA 4.0,https://stackoverflow.com/questions/64735759/nativescript-class-constructor-observable-cannot-be-invoked-without-new,Nativescript Class constructor Observable cannot be invoked without &#39;new&#39;,,,,,,
589,['typescript'],"{'account_id': 2631310, 'reputation': 1455, 'user_id': 8919133, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/Cn93c.png?s=256&g=1', 'display_name': 'Blasco', 'link': 'https://stackoverflow.com/users/8919133/blasco'}",True,20,1,0,1606483867,1606475020,65036264,CC BY-SA 4.0,https://stackoverflow.com/questions/65036264/defining-an-output-type-for-typescrpit-which-prevents-mistaking-an-output-argume,Defining an Output type for typescrpit which prevents mistaking an Output argument as Input,65038166.0,1606483867.0,,,,
590,"['javascript', 'reactjs', 'typescript']","{'account_id': 20075909, 'reputation': 21, 'user_id': 14719656, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-TbNeJRnbEBo/AAAAAAAAAAI/AAAAAAAAAPY/AMZuuclLq3kh0VQdUFCw6srglyKPFKxD1w/s96-c/photo.jpg?sz=256', 'display_name': 'Mario Lukec', 'link': 'https://stackoverflow.com/users/14719656/mario-lukec'}",False,38,0,1,1606483336,1606483336,65038102,CC BY-SA 4.0,https://stackoverflow.com/questions/65038102/typescript-create-type-that-makes-sure-value-is-inside-array,Typescript: create type that makes sure value is inside array,,,,,,
591,"['html', 'json', 'angular', 'typescript', 'output']","{'account_id': 19380750, 'reputation': 13, 'user_id': 14172064, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GilqDSROpUuoPnm9LvqfLMLpaTxvR4h346eNNvX=k-s256', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/14172064/anonymous'}",True,40,1,1,1606480829,1606150850,64972836,CC BY-SA 4.0,https://stackoverflow.com/questions/64972836/fetch-value-from-non-iterating-json-object,Fetch value from non-iterating JSON object,64974998.0,1606152798.0,,,,
592,"['javascript', 'reactjs', 'typescript']","{'account_id': 3057928, 'reputation': 2898, 'user_id': 2591194, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/X4Fbs.jpg?s=256&g=1', 'display_name': 'Moritz Schmitz v. H&#252;lst', 'link': 'https://stackoverflow.com/users/2591194/moritz-schmitz-v-h%c3%bclst'}",True,141,1,1,1606479929,1606475519,65036377,CC BY-SA 4.0,https://stackoverflow.com/questions/65036377/what-is-the-difference-between-app-react-functioncomponent-and-app-react,What is the difference between App: React.FunctionComponent and App = (): React.FunctionComponent?,65036547.0,,,,,
593,"['typescript', 'nestjs', 'typeorm']","{'account_id': 16254896, 'reputation': 58, 'user_id': 11737766, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-4CWxIMVm2bE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdo3L01IraC0gUnCutNTZW_m3lXkg/photo.jpg?sz=256', 'display_name': 'szgezu', 'link': 'https://stackoverflow.com/users/11737766/szgezu'}",False,670,0,1,1606479716,1606403951,65024797,CC BY-SA 4.0,https://stackoverflow.com/questions/65024797/how-to-load-relations-to-typeorm-tree-entities,How to load relations to TypeORM tree entities?,,1606479716.0,,,,
594,"['node.js', 'typescript', 'sequelize.js']","{'account_id': 11857999, 'reputation': 1526, 'user_id': 8766350, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1162890527145570/picture?type=large', 'display_name': 'Jonas Gr&#248;nbek', 'link': 'https://stackoverflow.com/users/8766350/jonas-gr%c3%b8nbek'}",True,454,1,0,1606477874,1606435692,65030636,CC BY-SA 4.0,https://stackoverflow.com/questions/65030636/node-js-sequelize-transaction-using-array-for-queries,node.js sequelize transaction using array for queries,65032603.0,1606436034.0,,,,
595,"['json', 'typescript']","{'account_id': 3145219, 'reputation': 225, 'user_id': 2659816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6df124f69127112457ae75f18d9ff24c?s=256&d=identicon&r=PG', 'display_name': 'wilbi', 'link': 'https://stackoverflow.com/users/2659816/wilbi'}",True,69,1,1,1606477655,1606476503,65036605,CC BY-SA 4.0,https://stackoverflow.com/questions/65036605/whats-the-easiest-way-to-wrap-a-big-json-from-array-of-objects-to-an-object-wit,What&#39;s the easiest way to wrap a big JSON from array of objects to an object with &quot;data&quot; in typeScript,65036857.0,,,,,
596,['typescript'],"{'account_id': 336297, 'reputation': 320, 'user_id': 6350016, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/D9MuI.jpg?s=256&g=1', 'display_name': 'ste-xx', 'link': 'https://stackoverflow.com/users/6350016/ste-xx'}",False,146,0,1,1606477057,1606477057,65036712,CC BY-SA 4.0,https://stackoverflow.com/questions/65036712/create-object-with-template-literal-types-and-generic,Create object with template literal types and generic,,,,,,
597,"['reactjs', 'typescript', 'material-ui']","{'account_id': 8454216, 'reputation': 980, 'user_id': 13201984, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiZNz5hx0H4r2RmyrCUvd93N_V_xeD5rUHAhV2-SA=k-s256', 'display_name': 'Madhuri', 'link': 'https://stackoverflow.com/users/13201984/madhuri'}",False,336,0,1,1606475555,1606475555,65036382,CC BY-SA 4.0,https://stackoverflow.com/questions/65036382/material-ui-daterangepicker-custom-styling-with-typescript,Material-ui DateRangePicker custom styling with Typescript,,,,,,
598,"['angular', 'typescript']","{'account_id': 19621189, 'reputation': 49, 'user_id': 14361636, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2mE-Md5hBFc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnLOegX_SAAlkTqpIU-dJ-EMp4JIw/photo.jpg?sz=256', 'display_name': 'Mari', 'link': 'https://stackoverflow.com/users/14361636/mari'}",True,370,1,0,1606473479,1606413894,65027223,CC BY-SA 4.0,https://stackoverflow.com/questions/65027223/angular-dynamic-list-with-matdatepicker,Angular dynamic list with matDatepicker,65035779.0,1606414677.0,,,,
599,"['javascript', 'css', 'angular', 'typescript', 'dynamic']","{'account_id': 19936114, 'reputation': 137, 'user_id': 14608747, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c7934682da764a1f8ca2bce3f9c2583?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul Serre', 'link': 'https://stackoverflow.com/users/14608747/paul-serre'}",True,27,1,0,1606472954,1606327805,65010441,CC BY-SA 4.0,https://stackoverflow.com/questions/65010441/change-dynamically-css-proprety-of-various-inputs-in-angular,Change dynamically css proprety of various inputs in angular,65035743.0,,,,,
600,"['javascript', 'typescript', 'vue.js']","{'account_id': 7159302, 'reputation': 1046, 'user_id': 5470563, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/OPQVC.png?s=256&g=1', 'display_name': 'The50', 'link': 'https://stackoverflow.com/users/5470563/the50'}",True,94,1,1,1606471559,1606470846,65035238,CC BY-SA 4.0,https://stackoverflow.com/questions/65035238/vue-js-set-prop-values-to-empty-if-nothing-is-passed,Vue.js set prop values to empty if nothing is passed,65035406.0,1606470884.0,,,,
601,['typescript'],"{'account_id': 3058657, 'reputation': 1380, 'user_id': 2591803, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/afaece705082ced4c78b68383547a367?s=256&d=identicon&r=PG', 'display_name': 'Chris Midgley', 'link': 'https://stackoverflow.com/users/2591803/chris-midgley'}",True,135,1,0,1606471496,1606470336,65035110,CC BY-SA 4.0,https://stackoverflow.com/questions/65035110/can-i-tell-typescript-that-a-function-will-only-output-null-if-the-input-is-null,Can I tell TypeScript that a function will only output null if the input is null?,65035381.0,1606471496.0,,,,
602,"['node.js', 'typescript', 'selenium-webdriver']","{'account_id': 12809261, 'reputation': 2306, 'user_id': 9268003, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/9a81335cd49056c0e5e2af34477cd963?s=256&d=identicon&r=PG&f=1', 'display_name': 'aBlaze', 'link': 'https://stackoverflow.com/users/9268003/ablaze'}",True,786,3,0,1606470784,1605903038,64936215,CC BY-SA 4.0,https://stackoverflow.com/questions/64936215/nodejs-typescript-error-ts2339-property-timeorigin-does-not-exist-on-type,NodeJS + TypeScript Error TS2339: Property &#39;timeOrigin&#39; does not exist on type &#39;Performance&#39;,65001757.0,,,,,
603,['typescript'],"{'account_id': 384986, 'reputation': 11870, 'user_id': 741850, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/4a92d66111d2f71d36b14aec1741fb14?s=256&d=identicon&r=PG', 'display_name': 'Automatico', 'link': 'https://stackoverflow.com/users/741850/automatico'}",True,66,1,1,1606469698,1606429694,65029956,CC BY-SA 4.0,https://stackoverflow.com/questions/65029956/updating-sub-properties-of-partial-object,Updating sub properties of Partial object,,1606469698.0,,,,
604,"['android', 'sql', 'typescript', 'sqlite']","{'account_id': 19526213, 'reputation': 759, 'user_id': 14287016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c6f8c264892ccd5e84191b354c835b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'IonicMan', 'link': 'https://stackoverflow.com/users/14287016/ionicman'}",True,31,2,0,1606469298,1606407836,65025791,CC BY-SA 4.0,https://stackoverflow.com/questions/65025791/cannot-do-select-all-statement-in-sqlite,Cannot do Select All Statement in sqlite,65026304.0,,,,,
605,['typescript'],"{'account_id': 1004289, 'reputation': 3263, 'user_id': 1018437, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/19d4dfd66bd0fe5ae40ec0fc78ab51c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rocshy', 'link': 'https://stackoverflow.com/users/1018437/rocshy'}",False,121,1,-1,1606467799,1606467415,65034454,CC BY-SA 4.0,https://stackoverflow.com/questions/65034454/typescript-string-split-remove-quotes,Typescript string split remove quotes,,,,,,
606,"['angular', 'typescript']","{'account_id': 9942498, 'reputation': 23, 'user_id': 7358578, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e6ad273381ebb796924014fd1032526?s=256&d=identicon&r=PG&f=1', 'display_name': 'Soft', 'link': 'https://stackoverflow.com/users/7358578/soft'}",True,160,2,2,1606467726,1606462898,65033620,CC BY-SA 4.0,https://stackoverflow.com/questions/65033620/how-to-translate-resource-dynamically-ngx-translate,How to translate resource dynamically ngx-translate,,,,,,
607,"['angular', 'typescript', 'asp.net-core', 'stylecop']","{'account_id': 20040004, 'reputation': 21, 'user_id': 14690883, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhRpXVDzuPrOhele6csyzM6U0rxso7hxqarGBLmcw=k-s256', 'display_name': 'Ashish sawarkar', 'link': 'https://stackoverflow.com/users/14690883/ashish-sawarkar'}",False,233,1,0,1606467446,1606301770,65003234,CC BY-SA 4.0,https://stackoverflow.com/questions/65003234/stylecop-error-as-specified-method-is-not-supported-when-run-stylecop-in-net,StyleCop error as &quot;Specified Method is not Supported&quot; when run stylecop in .net core + angular template project,,,,,,
608,"['typescript', 'angular-reactive-forms']","{'account_id': 20045235, 'reputation': 71, 'user_id': 14695076, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb3efa961c7e6604b829b92b4f4e5abb?s=256&d=identicon&r=PG&f=1', 'display_name': 'dbslca', 'link': 'https://stackoverflow.com/users/14695076/dbslca'}",True,1653,2,0,1606464375,1606425172,65029278,CC BY-SA 4.0,https://stackoverflow.com/questions/65029278/how-can-i-transfrom-object-into-a-formgroup,How can I transfrom Object into a Formgroup?,65033792.0,,,,,
609,"['typescript', 'firebase', 'firebase-authentication', 'firebase-tools']","{'account_id': 11888198, 'reputation': 880, 'user_id': 8699916, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50fbc2d1467c8000483da4231e1a41a3?s=256&d=identicon&r=PG', 'display_name': 'perepm', 'link': 'https://stackoverflow.com/users/8699916/perepm'}",False,549,1,0,1606464258,1605183997,64803913,CC BY-SA 4.0,https://stackoverflow.com/questions/64803913/firebase-auth-attacks-production-even-after-setting-environment-variable-and-run,Firebase Auth attacks production even after setting environment variable and running the emulators,,1605192724.0,,,,
610,"['javascript', 'typescript', 'proxy']","{'account_id': 14527556, 'reputation': 539, 'user_id': 10493318, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xnc5r.png?s=256&g=1', 'display_name': 'CoderDesu', 'link': 'https://stackoverflow.com/users/10493318/coderdesu'}",True,63,1,0,1606461837,1606408875,65026081,CC BY-SA 4.0,https://stackoverflow.com/questions/65026081/invocation-of-get-method-instead-of-set-in-proxy-object,Invocation of get method instead of set in Proxy object,65033447.0,1606459414.0,,,,
611,"['angular', 'typescript']","{'account_id': 20073354, 'reputation': 3, 'user_id': 14717585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81fa39335a71eecf336543a30eafffcf?s=256&d=identicon&r=PG&f=1', 'display_name': 'hofac6687', 'link': 'https://stackoverflow.com/users/14717585/hofac6687'}",True,835,3,0,1606459801,1606456928,65032751,CC BY-SA 4.0,https://stackoverflow.com/questions/65032751/deleting-data-from-mat-table-but-data-not-refreshing-automatically,deleting data from mat-table but data not refreshing automatically,65032866.0,,,,,
612,"['typescript', 'vue.js', 'vuejs3']","{'account_id': 4272383, 'reputation': 2281, 'user_id': 3493922, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/Tv8Aj.jpg?s=256&g=1', 'display_name': 'kusumoto_teruya', 'link': 'https://stackoverflow.com/users/3493922/kusumoto-teruya'}",True,2178,1,2,1606459238,1606455800,65032604,CC BY-SA 4.0,https://stackoverflow.com/questions/65032604/definition-of-enum-across-components,Definition of enum across components,65033044.0,,,,,
613,"['javascript', 'typescript', 'compiler-construction', 'code-generation', 'abstract-syntax-tree']","{'account_id': 8863610, 'reputation': 149, 'user_id': 6619353, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9dfmIfVy6Ws/AAAAAAAAAAI/AAAAAAAAADI/rtB6i0fAkJ8/photo.jpg?sz=256', 'display_name': 'Ivan Shimko', 'link': 'https://stackoverflow.com/users/6619353/ivan-shimko'}",False,421,0,3,1606455645,1606371808,65017019,CC BY-SA 4.0,https://stackoverflow.com/questions/65017019/how-to-generate-and-manipulate-javascript-estree-ast-in-typescript,How to generate and manipulate JavaScript ESTree AST in TypeScript?,,1606455645.0,,,,
614,"['javascript', 'node.js', 'typescript', 'express', 'mongoose']","{'account_id': 15902395, 'reputation': 68, 'user_id': 11474426, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c20f60046e1fedbd3bbfe08dadf0d66d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Naga Raj', 'link': 'https://stackoverflow.com/users/11474426/naga-raj'}",False,652,1,0,1606451656,1606440221,65031037,CC BY-SA 4.0,https://stackoverflow.com/questions/65031037/typescript-error-when-i-try-to-use-mongoose-methods,Typescript error when I try to use mongoose methods,,1606442007.0,,,,
