,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason
210,"['javascript', 'typescript', 'npm', 'salesforce', 'yarnpkg']","{'account_id': 13856059, 'reputation': 637, 'user_id': 10002825, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/200692927432683/picture?type=large', 'display_name': 'Hvaandres', 'link': 'https://stackoverflow.com/users/10002825/hvaandres'}",True,51,1,1,1638779513,1622674019,1622736560.0,67813411,CC BY-SA 4.0,https://stackoverflow.com/questions/67813411/im-running-yarn-build-to-finalize-the-salesforce-plugin-and-im-getting-some,I&#39;m running &#39;yarn build&#39; to finalize the salesforce plugin and I&#39;m getting some error messages,,,
211,"['node.js', 'angular', 'typescript', 'webpack', 'angular12']","{'account_id': 4002829, 'reputation': 4022, 'user_id': 3298390, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6dfdec9784fc29b798be808f1dfb460b?s=256&d=identicon&r=PG&f=1', 'display_name': 'patrick.1729', 'link': 'https://stackoverflow.com/users/3298390/patrick-1729'}",False,688,0,2,1638702334,1623594898,1623595726.0,67959384,CC BY-SA 4.0,https://stackoverflow.com/questions/67959384/differential-loading-not-working-in-angular-12-uncaught-syntaxerror-unexpecte,Differential loading not working in Angular 12: &quot;Uncaught SyntaxError: Unexpected token &#39;:&#39;&quot;,,,
212,"['typescript', 'promise', 'graphql', 'nestjs', 'typeorm']","{'account_id': 15434874, 'reputation': 45, 'user_id': 12911334, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7eea8f3b366d55f711eb9f8041f791b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dima', 'link': 'https://stackoverflow.com/users/12911334/dima'}",True,859,1,3,1638631534,1624677518,1625636871.0,68138924,CC BY-SA 4.0,https://stackoverflow.com/questions/68138924/why-i-get-unhandledpromiserejectionwarning-error-undefined-type-error-make-s,Why I get &quot;UnhandledPromiseRejectionWarning: Error: Undefined type error. Make sure are providing an explicit type&quot; even after I have specified type?,,,
213,"['typescript', 'typedoc']","{'account_id': 4181372, 'reputation': 2664, 'user_id': 3426308, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'shal', 'link': 'https://stackoverflow.com/users/3426308/shal'}",False,1045,1,5,1638531137,1622487622,,67779048,CC BY-SA 4.0,https://stackoverflow.com/questions/67779048/why-does-typedoc-ignore-my-interface-declaration,Why does typedoc ignore my interface declaration?,,,
214,"['typescript', 'cucumber', 'ts-jest']","{'account_id': 6660841, 'reputation': 57, 'user_id': 5139999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f80dd2e396818a4078b04a9145ff65c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Codr', 'link': 'https://stackoverflow.com/users/5139999/codr'}",True,750,1,2,1638459698,1624385826,,68088919,CC BY-SA 4.0,https://stackoverflow.com/questions/68088919/my-jest-cucumber-test-does-not-recognise-my-step-definitions,My jest-cucumber test does not recognise my step definitions,,,
215,"['node.js', 'typescript', 'mocha.js', 'supertest']","{'account_id': 21846580, 'reputation': 39, 'user_id': 16139317, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/534183b644c3cf8d6526a0757f0b1075?s=256&d=identicon&r=PG&f=1', 'display_name': 'yilmazoncum', 'link': 'https://stackoverflow.com/users/16139317/yilmazoncum'}",True,3433,1,3,1638455007,1624345708,1624346003.0,68079009,CC BY-SA 4.0,https://stackoverflow.com/questions/68079009/what-should-i-do-for-error-for-async-tests-and-hooks-ensure-done-is-called,"what should i do for error For async tests and hooks, ensure &quot;done()&quot; is called; if returning a Promise, ensure it resolves",,,
216,"['angular', 'typescript', 'ngmodel']","{'account_id': 5668108, 'reputation': 43, 'user_id': 4483711, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pk03e.jpg?s=256&g=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/4483711/daniel'}",False,309,1,1,1638280420,1623218099,,67898352,CC BY-SA 4.0,https://stackoverflow.com/questions/67898352/dynamic-input-text-ngmodel-and-variables-for-angular-lagging-input,Dynamic input text (ngModel) and variables for Angular. Lagging input?,,,
217,"['javascript', 'ios', 'typescript', 'appium', 'webdriver-io']","{'account_id': 2066072, 'reputation': 347, 'user_id': 1841560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37186bdfc78ab143c1e5257766fbbee3?s=256&d=identicon&r=PG', 'display_name': 'Puja Bhattacharya', 'link': 'https://stackoverflow.com/users/1841560/puja-bhattacharya'}",False,584,1,0,1638184810,1623749884,,67983754,CC BY-SA 4.0,https://stackoverflow.com/questions/67983754/how-to-upload-files-like-photos-to-ios-app-using-appium,How to upload files like photos to ios app using appium,,,
218,"['typescript', 'svelte', 'rollup', 'rollupjs', 'svelte-3']","{'account_id': 3917795, 'reputation': 3336, 'user_id': 3241192, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/613c032be74a10f24138c3486120638e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bobby', 'link': 'https://stackoverflow.com/users/3241192/bobby'}",True,5297,1,10,1638176189,1623251838,1623252220.0,67907079,CC BY-SA 4.0,https://stackoverflow.com/questions/67907079/plugin-typescript-rollup-plugin-typescript-ts2307-cannot-find-module-app-s,Plugin typescript: @rollup/plugin-typescript TS2307: Cannot find module &#39;./App.svelte&#39; or its corresponding type declarations,,,
219,"['typescript', 'electron']","{'account_id': 17805031, 'reputation': 13, 'user_id': 12930909, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-jNdejmbtm1Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdzSiPz_u5yDks-oGiVenQvacp4Eg/photo.jpg?sz=256', 'display_name': '蔡奇霖', 'link': 'https://stackoverflow.com/users/12930909/%e8%94%a1%e5%a5%87%e9%9c%96'}",True,1676,2,1,1638000351,1624702374,,68141308,CC BY-SA 4.0,https://stackoverflow.com/questions/68141308/electron-remote-is-undefined-with-enableremotemodule-true,electron remote is undefined with enableremotemodule = true,,68141459.0,
220,"['reactjs', 'typescript', 'google-maps', 'react-google-maps']","{'account_id': 21856923, 'reputation': 21, 'user_id': 16148163, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz72uhkfr18Gp4LHLaVOy4Syb4vzjrEur7osuNb=k-s256', 'display_name': 'Forrest Daggett', 'link': 'https://stackoverflow.com/users/16148163/forrest-daggett'}",False,799,2,1,1637761063,1623022592,1623023300.0,67864491,CC BY-SA 4.0,https://stackoverflow.com/questions/67864491/react-google-maps-resets-map-when-using-onclick-events,react-google-maps resets map when using onClick events,,,
221,"['angular', 'typescript', 'firebase', 'firebase-app-check']","{'account_id': 15641416, 'reputation': 791, 'user_id': 11284664, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6820ff75f093df2d841edd9832baa846?s=256&d=identicon&r=PG&f=1', 'display_name': 'ebg11', 'link': 'https://stackoverflow.com/users/11284664/ebg11'}",True,2470,3,3,1637688440,1623258872,1623446350.0,67908846,CC BY-SA 4.0,https://stackoverflow.com/questions/67908846/how-to-initialise-firebase-app-check-in-angular,How to initialise Firebase App Check in Angular,,67976943.0,
222,"['typescript', 'mdxjs']","{'account_id': 20345243, 'reputation': 249, 'user_id': 14923354, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj1nDKrLAk-_x7kCbOe5UIu-sb3zQBpf_RIyUvU=k-s256', 'display_name': 'Sun', 'link': 'https://stackoverflow.com/users/14923354/sun'}",False,188,1,0,1637659895,1622739253,,67825628,CC BY-SA 4.0,https://stackoverflow.com/questions/67825628/typescripts-declare-module-with-body-and-without,Typescript&#39;s declare module with body and without,,,
223,"['javascript', 'typescript', 'mongodb', 'schema', 'nestjs']","{'account_id': 4145233, 'reputation': 348, 'user_id': 3399180, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2e9bf9a340c82497af3743e97b8c346?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3399180', 'link': 'https://stackoverflow.com/users/3399180/user3399180'}",True,2456,1,2,1637277403,1622890599,1622994006.0,67848830,,https://stackoverflow.com/questions/67848830/how-to-write-down-nested-schemas-for-mongoose-using-nestjs-nomenclature,How to write down nested schemas for mongoose using NestJS nomenclature,1622978346.0,67854754.0,Needs details or clarity
224,"['javascript', 'typescript', 'next.js', 'swr']","{'account_id': 348402, 'reputation': 6807, 'user_id': 683068, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ee844481d12ccb25c5d399e56120358f?s=256&d=identicon&r=PG', 'display_name': 'Wordpressor', 'link': 'https://stackoverflow.com/users/683068/wordpressor'}",True,1211,1,2,1637050658,1624975522,,68180344,CC BY-SA 4.0,https://stackoverflow.com/questions/68180344/swr-size-setsize-do-not-exist-on-type-swrresponseany-any,"SWR size, setSize do not exist on type SWRResponse&lt;any, any&gt;?",,68185664.0,
225,"['typescript', 'nestjs']","{'account_id': 9191138, 'reputation': 3794, 'user_id': 6831623, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://lh5.googleusercontent.com/-EHj3fbaO9rU/AAAAAAAAAAI/AAAAAAAAABc/Q_9rc-gKmSA/photo.jpg?sz=256', 'display_name': 'Renato Souza de Oliveira', 'link': 'https://stackoverflow.com/users/6831623/renato-souza-de-oliveira'}",True,3690,2,9,1636946951,1624764482,,68147730,CC BY-SA 4.0,https://stackoverflow.com/questions/68147730/error-in-sequelize-and-typescript-integration-within-nestjs,Error in sequelize and typescript integration within nestjs,,,
226,"['javascript', 'typescript', 'visual-studio-code']","{'account_id': 21892809, 'reputation': 1, 'user_id': 16179543, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e50b3b0799ce1129e8db63247aab003?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gokul', 'link': 'https://stackoverflow.com/users/16179543/gokul'}",False,175,0,0,1636697983,1624476602,1629110844.0,68106088,CC BY-SA 4.0,https://stackoverflow.com/questions/68106088/how-should-i-save-the-comments-in-visual-studio-code-using-comments-api,How should I save the comments in visual studio code using comments api?,,,
227,"['javascript', 'reactjs', 'typescript', 'dynamic', 'plugins']","{'account_id': 7454912, 'reputation': 73, 'user_id': 5668458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9811b8f82d4428923815b33c7c18f3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'ElGammler', 'link': 'https://stackoverflow.com/users/5668458/elgammler'}",False,187,1,0,1636306943,1624960814,1636306943.0,68176519,CC BY-SA 4.0,https://stackoverflow.com/questions/68176519/react-plugin-architecture-with-dynamic-loading,React Plugin Architecture with dynamic loading,,,
228,"['reactjs', 'typescript']","{'user_type': 'does_not_exist', 'display_name': 'user14899645'}",False,833,1,0,1636306466,1625038260,1636306466.0,68190274,CC BY-SA 4.0,https://stackoverflow.com/questions/68190274/property-xxxx-does-not-exist-on-type-unknown,Property &#39;XXXX&#39; does not exist on type &#39;unknown&#39;,,,
229,"['node.js', 'typescript']","{'account_id': 9896155, 'reputation': 67, 'user_id': 7327598, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0af69aaa82570e90de43c4f130e6978e?s=256&d=identicon&r=PG&f=1', 'display_name': 'kev rabe', 'link': 'https://stackoverflow.com/users/7327598/kev-rabe'}",True,2177,1,5,1636212290,1624959754,,68176231,CC BY-SA 4.0,https://stackoverflow.com/questions/68176231/typescript-warning-to-load-an-es-module-set-type-module-in-the-package,"Typescript - Warning: To load an ES module, set &quot;type&quot;: &quot;module&quot; in the package.json or use the .mjs extension",,,
230,"['javascript', 'node.js', 'angular', 'typescript', 'express']","{'account_id': 19657556, 'reputation': 13641, 'user_id': 14389830, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi6EKLqRZw-VHLET9LGkHeu2Dgewj3jXhgRUO10vOw=k-s256', 'display_name': 'NeNaD', 'link': 'https://stackoverflow.com/users/14389830/nenad'}",True,564,2,4,1636167387,1624927874,1636167387.0,68171371,CC BY-SA 4.0,https://stackoverflow.com/questions/68171371/serving-angular-app-as-a-static-content-in-express-server,Serving Angular app as a static content in Express Server,,,
231,"['typescript', 'user-interface', 'next.js', 'facebook-javascript-sdk']","{'account_id': 8619518, 'reputation': 1, 'user_id': 6454982, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2-JkjiBdVi4/AAAAAAAAAAI/AAAAAAAAADY/gy-OifPuvrc/photo.jpg?sz=256', 'display_name': 'Harishan', 'link': 'https://stackoverflow.com/users/6454982/harishan'}",False,401,1,0,1636110762,1623249433,,67906360,CC BY-SA 4.0,https://stackoverflow.com/questions/67906360/facebook-sdk-embedded-post-only-showing-when-doing-hard-reload,facebook SDK embedded post only showing when doing hard reload,,,
232,"['javascript', 'angular', 'typescript', 'cypress', 'e2e-testing']","{'account_id': 19938544, 'reputation': 21, 'user_id': 14610714, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/s11b6.jpg?s=256&g=1', 'display_name': 'Palman Ghalley', 'link': 'https://stackoverflow.com/users/14610714/palman-ghalley'}",False,1137,1,2,1636107643,1623405016,,67934833,CC BY-SA 4.0,https://stackoverflow.com/questions/67934833/remove-cypress-data-cy-attribute,Remove Cypress data-cy attribute,,,
233,"['node.js', 'typescript', 'aws-lambda', 'typeorm', 'serverless']","{'account_id': 8912197, 'reputation': 2344, 'user_id': 6651984, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BM3Ui.jpg?s=256&g=1', 'display_name': 'Abel Valdez', 'link': 'https://stackoverflow.com/users/6651984/abel-valdez'}",True,227,1,3,1635941068,1624063516,,68042707,CC BY-SA 4.0,https://stackoverflow.com/questions/68042707/getting-error-when-i-save-an-entity-error-cyclic-dependency-e-aws-serv,Getting error when I save() an entity - Error: Cyclic dependency: &quot;e&quot; - AWS serverless with typeORM,,,
234,"['javascript', 'arrays', 'typescript', 'generics', 'javascript-objects']","{'account_id': 21686760, 'reputation': 123, 'user_id': 16002090, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/373c47f5d38ef753386ab7e2ffea0459?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nikita', 'link': 'https://stackoverflow.com/users/16002090/nikita'}",True,2117,3,2,1635848680,1623231538,,67901487,CC BY-SA 4.0,https://stackoverflow.com/questions/67901487/property-tolowercase-does-not-exist-on-type-tkeyof-t,Property &#39;toLowerCase&#39; does not exist on type &#39;T[keyof T]&#39;,,67901763.0,
235,"['javascript', 'reactjs', 'typescript', 'frontend', 'apexcharts']","{'account_id': 333447, 'reputation': 1116, 'user_id': 1062597, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/afc1595d5ba5b0cad370b175e9ba988b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arun', 'link': 'https://stackoverflow.com/users/1062597/arun'}",True,1094,1,1,1635661983,1624661461,1631031716.0,68137756,CC BY-SA 4.0,https://stackoverflow.com/questions/68137756/toggle-all-data-series-upon-clicking-a-legend-in-apex-charts,Toggle all data series upon clicking a legend in Apex charts,,69771325.0,
236,"['reactjs', 'typescript', 'react-query']","{'account_id': 8500037, 'reputation': 6427, 'user_id': 6373357, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/a3b870102aa2df81c64374b893f601ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'jacobcan118', 'link': 'https://stackoverflow.com/users/6373357/jacobcan118'}",True,2528,1,0,1635454832,1624591240,,68125038,CC BY-SA 4.0,https://stackoverflow.com/questions/68125038/how-to-put-usequery-in-react-query-in-conditionally-using-typescript,how to put useQuery in react-query in conditionally using typescript,,,
237,"['node.js', 'typescript']","{'account_id': 480693, 'reputation': 16587, 'user_id': 894067, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/7503014a9e8a710b63b3f76d64d6d3e3?s=256&d=identicon&r=PG', 'display_name': 'Charlie Fish', 'link': 'https://stackoverflow.com/users/894067/charlie-fish'}",False,51,1,0,1635411201,1623508467,,67949829,CC BY-SA 4.0,https://stackoverflow.com/questions/67949829/how-to-use-new-language-features-on-older-js-runtimes-with-typescript,How to use new language features on older JS runtimes with TypeScript?,,,
238,"['javascript', 'typescript', 'error-handling', 'try-catch']","{'account_id': 432552, 'reputation': 8002, 'user_id': 817379, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/d112e76f20c9c329b56b629ac6f31ee8?s=256&d=identicon&r=PG', 'display_name': 'myol', 'link': 'https://stackoverflow.com/users/817379/myol'}",True,42,1,0,1635407318,1624548791,1624549249.0,68118698,CC BY-SA 4.0,https://stackoverflow.com/questions/68118698/wraping-caught-errors,Wraping caught errors,,69750143.0,
239,"['angular', 'typescript', 'apexcharts']","{'account_id': 10552162, 'reputation': 121, 'user_id': 11984478, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oO07a.jpg?s=256&g=1', 'display_name': 'Philip Developer', 'link': 'https://stackoverflow.com/users/11984478/philip-developer'}",True,1864,1,2,1635350892,1623836354,,68000121,CC BY-SA 4.0,https://stackoverflow.com/questions/68000121/apex-charts-how-to-add-a-line-break-to-a-label-on-a-radialbar,Apex Charts - How to add a line break to a label on a RadialBar,,,
240,"['javascript', 'typescript', 'postgresql', 'typeorm']","{'account_id': 21809684, 'reputation': 11, 'user_id': 16107410, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38ceeff896343563590416997f9b7175?s=256&d=identicon&r=PG&f=1', 'display_name': 'RLoveless', 'link': 'https://stackoverflow.com/users/16107410/rloveless'}",False,257,0,1,1635255262,1622658419,,67810599,CC BY-SA 4.0,https://stackoverflow.com/questions/67810599/javascript-runs-out-of-memory-when-connecting-to-postgres-database-with-defined,Javascript Runs out of Memory when connecting to Postgres Database With Defined Entities in TypeORM,,,
241,"['reactjs', 'typescript', 'firebase']","{'account_id': 20588316, 'reputation': 246, 'user_id': 15112655, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/E5cp1.jpg?s=256&g=1', 'display_name': 'la39zz', 'link': 'https://stackoverflow.com/users/15112655/la39zz'}",True,109,2,0,1635189091,1623004606,,67862487,CC BY-SA 4.0,https://stackoverflow.com/questions/67862487/typescript-firebase-photourl,Typescript firebase photoUrl,,67913708.0,
242,"['typescript', 'rxjs']","{'account_id': 9510460, 'reputation': 148, 'user_id': 7068559, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/091049883ebbe89b847776f317f2da64?s=256&d=identicon&r=PG&f=1', 'display_name': 'Furkan Karacan', 'link': 'https://stackoverflow.com/users/7068559/furkan-karacan'}",True,3558,2,2,1635168749,1623245492,,67905170,CC BY-SA 4.0,https://stackoverflow.com/questions/67905170/could-not-find-a-declaration-file-for-module-rxjs-implicitly-has-an-any-typ,Could not find a declaration file for module &#39;rxjs&#39;. implicitly has an &#39;any&#39; type. Try `npm i --save-dev @types/rxjs or add a new declaration,,,
243,"['javascript', 'typescript', 'file-upload', 'graphql']","{'account_id': 13202996, 'reputation': 1200, 'user_id': 9535703, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/J1lur.jpg?s=256&g=1', 'display_name': 'Antoni', 'link': 'https://stackoverflow.com/users/9535703/antoni'}",True,664,2,0,1635166924,1622552002,1622554369.0,67789255,CC BY-SA 4.0,https://stackoverflow.com/questions/67789255/variable-file-got-invalid-value,Variable \&quot;$file\&quot; got invalid value,,67832434.0,
244,"['javascript', 'typescript', 'axios', 'nestjs']","{'account_id': 18515033, 'reputation': 371, 'user_id': 13489354, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-58tUJkOjiWM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM7dp1ROe_kHPnd3s0Rji_1Qf6Emw/photo.jpg?sz=256', 'display_name': 'Simon Rechermann', 'link': 'https://stackoverflow.com/users/13489354/simon-rechermann'}",True,5893,3,0,1635069283,1623759165,,67986055,CC BY-SA 4.0,https://stackoverflow.com/questions/67986055/nestjs-http-module,NestJS Http Module,,68095240.0,
245,"['angular', 'typescript', 'storybook']","{'account_id': 7415952, 'reputation': 557, 'user_id': 5641767, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/4c05ce9cbf6b06b52baf435908e98d37?s=256&d=identicon&r=PG&f=1', 'display_name': 'smkarber', 'link': 'https://stackoverflow.com/users/5641767/smkarber'}",True,927,1,1,1634895183,1623708006,1623787661.0,67977712,CC BY-SA 4.0,https://stackoverflow.com/questions/67977712/how-do-you-convert-a-storybook-typescript-meta-declaration-to-mdx,How do you convert a Storybook typescript meta declaration to MDX?,,69674557.0,
246,"['javascript', 'reactjs', 'typescript', 'ref']","{'account_id': 5284982, 'reputation': 1314, 'user_id': 4219282, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/0ea19d4c69933c8efb5ba01bb96d0d29?s=256&d=identicon&r=PG&f=1', 'display_name': 'mr__brainwash', 'link': 'https://stackoverflow.com/users/4219282/mr-brainwash'}",True,1150,1,1,1634761577,1624276946,1624277720.0,68067622,CC BY-SA 4.0,https://stackoverflow.com/questions/68067622/forwardref-type-based-on-props,ForwardRef type based on props,,68070078.0,
247,"['reactjs', 'typescript', 'next.js']","{'account_id': 16539341, 'reputation': 83, 'user_id': 14861635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c0afea4e4448f1890bf1a1bc8aba2b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dawid Szemborowski', 'link': 'https://stackoverflow.com/users/14861635/dawid-szemborowski'}",True,82,1,1,1634582213,1624887011,,68164227,CC BY-SA 4.0,https://stackoverflow.com/questions/68164227/how-to-define-props-interface-with-passed-state-setstate-values,How to define props interface with passed state/setState values?,,68164425.0,
248,"['reactjs', 'typescript', 'swiper.js']","{'account_id': 6189639, 'reputation': 2967, 'user_id': 4822666, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/7629ea3a6d56e64b4a7a353ff651a2a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'meez', 'link': 'https://stackoverflow.com/users/4822666/meez'}",True,1914,1,1,1634562494,1622971854,,67857633,CC BY-SA 4.0,https://stackoverflow.com/questions/67857633/swiper-react-how-to-stop-and-start-autoplay-on-hover-with-typescript,Swiper React how to stop and start autoplay on hover with Typescript,,,
249,"['angular', 'typescript', 'rxjs']","{'account_id': 21852550, 'reputation': 31, 'user_id': 16144420, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwjC3rZgXhI57tatgn4rCIp6bjtqATn-OREtREy=k-s256', 'display_name': 'TomerA', 'link': 'https://stackoverflow.com/users/16144420/tomera'}",True,4347,1,2,1634494570,1622981987,,67859044,CC BY-SA 4.0,https://stackoverflow.com/questions/67859044/upgrade-rxjs-6-to-7-lead-to-typescript-errors,upgrade rxjs 6 to 7 lead to typescript errors,,,
250,"['node.js', 'typescript', 'discord.js', 'sodium']","{'account_id': 21789752, 'reputation': 13, 'user_id': 16090137, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11b4bcfdf65b1ad51b28ef7cd34a5d14?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aeon', 'link': 'https://stackoverflow.com/users/16090137/aeon'}",True,1143,1,1,1634379783,1622523243,,67782901,CC BY-SA 4.0,https://stackoverflow.com/questions/67782901/when-trying-to-use-npm-install-i-get-a-msvsversion-is-not-defined-error-on-a-d,When trying to use npm install I get a &quot;msvsVersion is not defined&quot; error on a discord bot,,69594618.0,
251,"['typescript', 'vue.js', 'eslint', 'lint']","{'account_id': 11837648, 'reputation': 828, 'user_id': 8662476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5dd078c2968905415c8b7579f4230649?s=256&d=identicon&r=PG', 'display_name': 'Maurici Abad', 'link': 'https://stackoverflow.com/users/8662476/maurici-abad'}",True,586,1,2,1634132310,1622751994,1634132310.0,67828262,CC BY-SA 4.0,https://stackoverflow.com/questions/67828262/how-to-enforce-lang-ts-in-script-tags-with-an-eslint-rule-in-vue,How to enforce lang=&quot;ts&quot; in script tags with an ESLint rule in Vue,,69031786.0,
252,"['javascript', 'typescript', 'vue.js', 'vuetify.js']","{'account_id': 16206688, 'reputation': 493, 'user_id': 11701675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5f6bad8e8f0d82c1c718db686910450?s=256&d=identicon&r=PG&f=1', 'display_name': 'natyus', 'link': 'https://stackoverflow.com/users/11701675/natyus'}",False,43,2,0,1634096183,1624972402,,68179412,CC BY-SA 4.0,https://stackoverflow.com/questions/68179412/how-to-use-props-inside-the-same-vue-component,How to use props inside the same vue component,,,
253,"['angular', 'typescript', 'promise']","{'account_id': 12804756, 'reputation': 31, 'user_id': 9264841, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/156dd8cb3c1a83d1fa4bb160c4ef7ec0?s=256&d=identicon&r=PG&f=1', 'display_name': 'sarv19', 'link': 'https://stackoverflow.com/users/9264841/sarv19'}",False,1007,1,1,1634045654,1624368111,1634045654.0,68084354,CC BY-SA 4.0,https://stackoverflow.com/questions/68084354/promise-callback-parameter-type-not-assignable-to-value-unknown-void-pr,Promise callback parameter type not assignable to &#39;(value: unknown) =&gt; void | PromiseLike&lt;void&gt;&#39;,,,
254,"['node.js', 'typescript', 'testing', 'jestjs', 'stripe-payments']","{'account_id': 14373532, 'reputation': 115, 'user_id': 10382601, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-cX8YcLl8Cns/AAAAAAAAAAI/AAAAAAAAALw/9iLvjGGBIT0/photo.jpg?sz=256', 'display_name': 'PmmZenha', 'link': 'https://stackoverflow.com/users/10382601/pmmzenha'}",True,1031,2,1,1633904874,1624973691,,68179780,CC BY-SA 4.0,https://stackoverflow.com/questions/68179780/mock-stripe-api-with-jest-in-node-typescript,Mock Stripe API with jest in Node typescript,,,
255,"['reactjs', 'typescript', 'redux', 'react-redux', 'redux-toolkit']","{'account_id': 10837901, 'reputation': 65, 'user_id': 7970249, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c79d0305b5ffc54bba1643e8addacfd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mikhail Ryzhinskiy', 'link': 'https://stackoverflow.com/users/7970249/mikhail-ryzhinskiy'}",True,975,2,4,1633873886,1623847104,1633873886.0,68002829,CC BY-SA 4.0,https://stackoverflow.com/questions/68002829/redux-toolkit-with-typescript-cannot-dispatch-action-created-by-createasyncthun,Redux-Toolkit with Typescript. Cannot dispatch action created by createAsyncThunk,,68003678.0,
256,"['typescript', 'react-redux', 'rxjs', 'redux-observable', 'fp-ts']","{'account_id': 10109179, 'reputation': 219, 'user_id': 7470746, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uKiA3.jpg?s=256&g=1', 'display_name': 'George S', 'link': 'https://stackoverflow.com/users/7470746/george-s'}",True,165,1,2,1633849751,1623168261,1623168591.0,67890621,CC BY-SA 4.0,https://stackoverflow.com/questions/67890621/how-to-properly-type-fp-ts-observableeitherfold,How to properly type fp-ts ObservableEither#fold?,,69513081.0,
