,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,migrated_from,closed_date,closed_reason
288,"['angular', 'typescript']","{'account_id': 20717714, 'reputation': 355, 'user_id': 15212763, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34435833527a2a54003e3ad4def6b9c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'arriff', 'link': 'https://stackoverflow.com/users/15212763/arriff'}",True,989,67230043.0,1,1,1625425783,1619171147,67227681,CC BY-SA 4.0,https://stackoverflow.com/questions/67227681/error-uncaught-in-promise-typeerror-cannot-read-property-status-of-null,Error: Uncaught (in promise): TypeError: Cannot read property &#39;status&#39; of null,1619187820.0,,,
289,"['typescript', 'immutability', 'readonly', 'mapped-types', 'type-assertion']","{'account_id': 2606044, 'reputation': 2228, 'user_id': 2257198, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/c58c37ac9c4792e475ec25a2db1df177?s=256&d=identicon&r=PG', 'display_name': 'cefn', 'link': 'https://stackoverflow.com/users/2257198/cefn'}",True,245,68235305.0,1,3,1625310789,1617366017,66919250,CC BY-SA 4.0,https://stackoverflow.com/questions/66919250/can-i-fix-this-typescript-compiler-error-without-forcing-the-type-by-assertion,Can I fix this typescript compiler error without forcing the type by assertion?,1617381032.0,,,
290,"['html', 'typescript', 'dom']","{'account_id': 3783845, 'reputation': 962, 'user_id': 3142472, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/VRyaz.jpg?s=256&g=1', 'display_name': 'Alexandru Dinu', 'link': 'https://stackoverflow.com/users/3142472/alexandru-dinu'}",True,227,68167948.0,1,2,1625209275,1618424585,67097117,CC BY-SA 4.0,https://stackoverflow.com/questions/67097117/wiki-like-table-sorting-for-electron-based-app,Wiki-like table sorting for electron-based app,1624373112.0,,,
291,"['angular', 'typescript', 'proxy']","{'account_id': 18055735, 'reputation': 318, 'user_id': 13124249, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9407bebeac26899920207af1c389d82?s=256&d=identicon&r=PG&f=1', 'display_name': 'qlabfgerkaSmurf', 'link': 'https://stackoverflow.com/users/13124249/qlabfgerkasmurf'}",True,1708,,1,1,1624874040,1619001839,67194260,CC BY-SA 4.0,https://stackoverflow.com/questions/67194260/angular-proxy-config-with-basic-authorization,Angular proxy config with basic authorization,,,,
292,"['typescript', 'svelte', 'tailwind-css', 'darkmode']","{'account_id': 418464, 'reputation': 1151, 'user_id': 795033, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/8f7ef86e497dd25650d1b5c9d90402af?s=256&d=identicon&r=PG', 'display_name': 'B-M', 'link': 'https://stackoverflow.com/users/795033/b-m'}",False,648,,1,0,1624807645,1619543904,67287777,CC BY-SA 4.0,https://stackoverflow.com/questions/67287777/svelte-typescript-tailwindcss-dark-mode-support,"Svelte, Typescript, TailwindCSS dark mode support",1624792057.0,,,
293,"['c#', 'angular', 'typescript', 'encryption', 'aes']","{'account_id': 18617266, 'reputation': 23, 'user_id': 13568454, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kLvrP.jpg?s=256&g=1', 'display_name': 'Artemissio', 'link': 'https://stackoverflow.com/users/13568454/artemissio'}",True,1679,,1,1,1624693382,1618092791,67039733,CC BY-SA 4.0,https://stackoverflow.com/questions/67039733/how-to-use-cryptojs-in-angular-11-to-get-same-decrypted-string-like-c-rfc2898de,How to use CryptoJS in Angular 11 to get same decrypted string like C# Rfc2898DeriveBytes,,,,
294,"['typescript', 'vue.js', 'webpack']","{'account_id': 17970586, 'reputation': 427, 'user_id': 13059450, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghw3snPYFxf2vQ6Jp7hSCcP74s-oPRlQnDAoazB=k-s256', 'display_name': 'lunuy lunuy', 'link': 'https://stackoverflow.com/users/13059450/lunuy-lunuy'}",True,2723,68139128.0,1,0,1624680348,1618023119,67030391,CC BY-SA 4.0,https://stackoverflow.com/questions/67030391/vue-webpack-typescript-cannot-access-webpack-default-export-before-in,Vue &amp; webpack &amp; typescript &quot;Cannot access &#39;__WEBPACK_DEFAULT_EXPORT__&#39; before initialization&quot;,,,,
295,"['javascript', 'angular', 'typescript', 'ag-grid']","{'account_id': 16384295, 'reputation': 1280, 'user_id': 11834561, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8db261ed9283a5fa403bfca7891b954e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Timu&#231;in &#199;i&#231;ek', 'link': 'https://stackoverflow.com/users/11834561/timu%c3%a7in-%c3%87i%c3%a7ek'}",False,157,,0,1,1624632447,1617280142,66904502,CC BY-SA 4.0,https://stackoverflow.com/questions/66904502/how-to-lock-ag-grid-group-header-s-children-dragging-behavior,How to lock ag-grid group header &#39;s children dragging behavior?,1624632447.0,,,
296,"['angular', 'typescript', 'rxjs', 'observable', 'rxjs6']","{'account_id': 12708898, 'reputation': 1, 'user_id': 14795040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78966c21e66423b37b28cf2d543cba7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'AndyW', 'link': 'https://stackoverflow.com/users/14795040/andyw'}",True,120,,2,0,1624627070,1617289664,66907044,CC BY-SA 4.0,https://stackoverflow.com/questions/66907044/how-to-lazy-evaluate-merged-observable-i-e-on-click-of-button-when-using-merge,"How to lazy evaluate merged observable, i.e. on click of button when using merge() (RxJs v6)?",,,,
297,"['typescript', 'aws-sdk-js-v3']","{'account_id': 3739535, 'reputation': 11, 'user_id': 9448010, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8P5q2.jpg?s=256&g=1', 'display_name': 'JavaScript Eddie', 'link': 'https://stackoverflow.com/users/9448010/javascript-eddie'}",True,572,,1,1,1624546215,1619573729,67292649,CC BY-SA 4.0,https://stackoverflow.com/questions/67292649/how-do-i-get-a-signed-cookie-in-aws-sdk-js-v3,How do I get a signed cookie in aws-sdk-js-v3,,,,
298,['typescript'],"{'account_id': 8038736, 'reputation': 532, 'user_id': 6061090, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8a3ba6bb7a41a977254b5f58845d507?s=256&d=identicon&r=PG', 'display_name': 'Tryall', 'link': 'https://stackoverflow.com/users/6061090/tryall'}",False,36,,1,1,1624534688,1618695977,67143240,CC BY-SA 4.0,https://stackoverflow.com/questions/67143240/extending-existing-typescript-types,Extending existing TypeScript types,1618698870.0,,,
299,"['angular', 'typescript', 'swiper.js']","{'account_id': 21335877, 'reputation': 81, 'user_id': 15707124, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-7sHWvpzpDjw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmlOmOipH-8XG6MJOTcytQGwpd3wQ/s96-c/photo.jpg?sz=256', 'display_name': 'kuranim', 'link': 'https://stackoverflow.com/users/15707124/kuranim'}",True,3263,68111689.0,1,3,1624534500,1619164944,67226179,CC BY-SA 4.0,https://stackoverflow.com/questions/67226179/create-responsive-slide-using-swiper-js-in-angular-11,Create responsive slide using Swiper JS in Angular 11,1624521327.0,,,
300,['typescript'],"{'account_id': 44556, 'reputation': 14841, 'user_id': 130854, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1343c3c45c9c3c766e7231aa50cdcad4?s=256&d=identicon&r=PG', 'display_name': 'Spadar Shut', 'link': 'https://stackoverflow.com/users/130854/spadar-shut'}",True,409,,2,1,1624369306,1619190991,67232587,,https://stackoverflow.com/questions/67232587/typescript-allow-any-property-starting-with-a-specific-string,Typescript: allow any property starting with a specific string,1619193437.0,,1619247601.0,Duplicate
301,"['angular', 'typescript', 'angular-ngmodel']","{'account_id': 20717714, 'reputation': 355, 'user_id': 15212763, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34435833527a2a54003e3ad4def6b9c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'arriff', 'link': 'https://stackoverflow.com/users/15212763/arriff'}",True,942,68058824.0,2,0,1624213140,1619539909,67286804,CC BY-SA 4.0,https://stackoverflow.com/questions/67286804/displaying-json-data-in-input-field-with-angular-10,Displaying json data in input field with Angular 10,1624199929.0,,,
302,"['typescript', 'typescript-generics']","{'account_id': 9727767, 'reputation': 41, 'user_id': 7214042, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LYbYO.jpg?s=256&g=1', 'display_name': 'Dani Tseitlin', 'link': 'https://stackoverflow.com/users/7214042/dani-tseitlin'}",True,63,68030459.0,1,0,1623998298,1619035766,67202829,CC BY-SA 4.0,https://stackoverflow.com/questions/67202829/generics-in-typescript-cause-unexpected-error,Generics in Typescript cause unexpected error,1619157453.0,,,
303,"['angular', 'typescript', 'angular-material', 'mat-table']","{'account_id': 21399263, 'reputation': 41, 'user_id': 15761733, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XC5gDSRFJ_U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckHol_6pLz-qGqAyfdonnUUVxRv6w/s96-c/photo.jpg?sz=256', 'display_name': 'simonasjur', 'link': 'https://stackoverflow.com/users/15761733/simonasjur'}",True,3211,,1,4,1623897855,1619364724,67255121,CC BY-SA 4.0,https://stackoverflow.com/questions/67255121/angular-material-table-server-side-filtering,Angular material table server side filtering,1619366531.0,,,
304,"['typescript', 'prisma']","{'account_id': 21413816, 'reputation': 3, 'user_id': 15773423, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-sbWJy6w2nRs/AAAAAAAAAAI/AAAAAAAALJY/AMZuuclBGsJM_5Obo8ojaLk5YD1x5fOFJQ/s96-c/photo.jpg?sz=256', 'display_name': 'Paul Smith', 'link': 'https://stackoverflow.com/users/15773423/paul-smith'}",True,75,67973921.0,1,0,1623687918,1619502743,67277623,CC BY-SA 4.0,https://stackoverflow.com/questions/67277623/create-a-1-n-from-an-array-of-objects,Create a 1-n from an array of objects,,,,
305,"['javascript', 'typescript', 'webpack', 'sass', 'tailwind-css']","{'account_id': 20002313, 'reputation': 177, 'user_id': 14661054, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mGtwf.jpg?s=256&g=1', 'display_name': 'Jean-Baptiste THERY', 'link': 'https://stackoverflow.com/users/14661054/jean-baptiste-thery'}",True,3803,,1,3,1623676090,1617797705,66985863,CC BY-SA 4.0,https://stackoverflow.com/questions/66985863/tailwind-css-with-jit-not-work-with-webpack,Tailwind CSS with JIT not work with webpack,1617802930.0,,,
306,"['typescript', 'typescript-typings']","{'account_id': 18899210, 'reputation': 143, 'user_id': 13787623, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhbEb-zRSY0l2-hm-csMZdbSFKujFEIQcn3SSP1Rk4=k-s256', 'display_name': 'Omer Gronich', 'link': 'https://stackoverflow.com/users/13787623/omer-gronich'}",True,660,67318820.0,1,4,1623415766,1619698389,67317133,CC BY-SA 4.0,https://stackoverflow.com/questions/67317133/typescript-partials-how-to-map-specific-fields-from-an-object-to-another-object,TypeScript Partials: How to map specific fields from an object to another object,1623415766.0,,,
307,"['reactjs', 'typescript', 'pdf', 'pdf-generation', 'react-pdf']","{'account_id': 7709685, 'reputation': 1186, 'user_id': 5839462, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/LxWuc.jpg?s=256&g=1', 'display_name': 'Zhihar', 'link': 'https://stackoverflow.com/users/5839462/zhihar'}",True,5928,67912667.0,1,8,1623279783,1618950588,67185914,CC BY-SA 4.0,https://stackoverflow.com/questions/67185914/error-render-is-a-node-specific-api-when-using-the-module-react-pdf-renderer,Error &quot;render is a Node specific API&quot; when using the module @react-pdf/renderer,,,,
308,"['node.js', 'typescript', 'express', 'backend', 'body-parser']","{'account_id': 19966039, 'reputation': 131, 'user_id': 14632610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1c1e55f17163a28036dcab2c2dfe845?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ishan Joshi', 'link': 'https://stackoverflow.com/users/14632610/ishan-joshi'}",True,1951,66938841.0,1,2,1623230319,1617519016,66938719,CC BY-SA 4.0,https://stackoverflow.com/questions/66938719/express-typescript-property-body-does-not-exist-on-type-request,Express + Typescript: Property &#39;body&#39; does not exist on type &#39;Request&#39;,1617519526.0,,,
309,"['typescript', 'azure', 'angular8']","{'account_id': 20598721, 'reputation': 177, 'user_id': 15120444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42b64e9f62d594eeff80aa2cc732960e?s=256&d=identicon&r=PG&f=1', 'display_name': 'DnyaneshSurya', 'link': 'https://stackoverflow.com/users/15120444/dnyaneshsurya'}",False,67,,0,0,1623204736,1617779327,66981162,CC BY-SA 4.0,https://stackoverflow.com/questions/66981162/how-to-generate-dynamic-ui-on-the-basis-of-azure-arm-template-parameters-in-angu,How to generate dynamic ui on the basis of Azure ARM template parameters in Angualr 8,,,,
310,"['javascript', 'json', 'reactjs', 'typescript', 'ajv']","{'account_id': 12402827, 'reputation': 431, 'user_id': 9039241, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BxJtS.jpg?s=256&g=1', 'display_name': 'lukeet', 'link': 'https://stackoverflow.com/users/9039241/lukeet'}",True,1009,,1,2,1623183988,1617888107,67004894,CC BY-SA 4.0,https://stackoverflow.com/questions/67004894/how-to-create-custom-error-messages-using-ajv,How to create custom error messages using AJV?,,,,
311,"['reactjs', 'typescript', 'console.log', 'mobx', 'mobx-react']","{'account_id': 5630595, 'reputation': 66, 'user_id': 4457663, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-rn5W353i8gE/AAAAAAAAAAI/AAAAAAAABLY/swSzyKJfp88/photo.jpg?sz=256', 'display_name': 'aademirci', 'link': 'https://stackoverflow.com/users/4457663/aademirci'}",False,62,,1,1,1622748883,1617401826,66925895,CC BY-SA 4.0,https://stackoverflow.com/questions/66925895/console-log-shows-an-object-initially-then-shows-an-array-of-one-object-upon-cl,"Console.log shows an Object initially, then shows an Array of one object upon click",1621021760.0,,,
312,"['angularjs', 'typescript']","{'account_id': 4443512, 'reputation': 113, 'user_id': 3617475, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrecon', 'link': 'https://stackoverflow.com/users/3617475/andrecon'}",False,1197,,0,0,1622748700,1618428846,67098035,CC BY-SA 4.0,https://stackoverflow.com/questions/67098035/how-do-i-solve-a-localstorage-getitem-error,How do i solve a localStorage.getItem() error?,1622748700.0,,,
313,"['typescript', 'control-flow', 'type-narrowing']","{'account_id': 86469, 'reputation': 1809, 'user_id': 240427, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/14a4ec3cdc51bfd7e6f4d8a61e007592?s=256&d=identicon&r=PG', 'display_name': 'Fishtoaster', 'link': 'https://stackoverflow.com/users/240427/fishtoaster'}",True,854,67085171.0,2,1,1622652911,1618363235,67084305,CC BY-SA 4.0,https://stackoverflow.com/questions/67084305/variable-set-in-foreach-loop-getting-wrong-type,Variable set in forEach loop getting wrong type,1618370590.0,,,
314,"['javascript', 'typescript', 'webdriver-io', 'web-testing', 'wdio-v6']","{'account_id': 21374737, 'reputation': 1, 'user_id': 15741704, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-lsNnV_DJlJ8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmEmv97c-QjpAeqBahhZ09CIvGYmg/s96-c/photo.jpg?sz=256', 'display_name': 'Bartosz Dybczak', 'link': 'https://stackoverflow.com/users/15741704/bartosz-dybczak'}",False,1863,,1,0,1622631588,1619116990,67219087,CC BY-SA 4.0,https://stackoverflow.com/questions/67219087/webdriverio-how-to-add-custom-headers-to-all-requests,WebdriverIO - How to add custom headers to all requests,,,,
315,"['typescript', 'firebase', 'firebase-realtime-database', 'google-cloud-functions']","{'account_id': 11292876, 'reputation': 1362, 'user_id': 8281276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63c8b6d7ae99659965776b9e0a9b7c48?s=256&d=identicon&r=PG&f=1', 'display_name': 'Watanabe.N', 'link': 'https://stackoverflow.com/users/8281276/watanabe-n'}",True,51,67802632.0,1,1,1622626860,1618377879,67085941,CC BY-SA 4.0,https://stackoverflow.com/questions/67085941/admin-database-servervalue-not-found-in-firebase-cloud-functions,admin.database.ServerValue not found in Firebase cloud functions,,,,
316,"['typescript', 'vuejs3', 'vite', 'primevue']","{'account_id': 5889717, 'reputation': 7139, 'user_id': 4636721, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/CNaD3.jpg?s=256&g=1', 'display_name': 'Natalie Perret', 'link': 'https://stackoverflow.com/users/4636721/natalie-perret'}",True,6408,67031599.0,1,7,1622238783,1618034629,67031295,CC BY-SA 4.0,https://stackoverflow.com/questions/67031295/how-to-open-a-static-website-in-localhost-but-generated-with-vite-and-without-ru,How to open a static website in localhost but generated with Vite and without running a server?,,,,
317,"['typescript', 'graphql']","{'account_id': 4072145, 'reputation': 523, 'user_id': 3344794, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/181129d78291e2798b8ae636df5ea10c?s=256&d=identicon&r=PG', 'display_name': 'justinvoelker', 'link': 'https://stackoverflow.com/users/3344794/justinvoelker'}",True,418,67735331.0,1,1,1622190017,1617328749,66913604,CC BY-SA 4.0,https://stackoverflow.com/questions/66913604/assign-interface-type-to-code-first-graphql-resolver-argument,Assign interface type to code-first GraphQL resolver argument,,,,
318,"['angular', 'typescript', '.net-core', 'devextreme']","{'account_id': 9640635, 'reputation': 63, 'user_id': 7155008, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-FhItgnY4GGY/AAAAAAAAAAI/AAAAAAAAAB4/AslRWovtBnQ/photo.jpg?sz=256', 'display_name': 'duyan', 'link': 'https://stackoverflow.com/users/7155008/duyan'}",False,756,,0,1,1622166901,1617334751,66914146,CC BY-SA 4.0,https://stackoverflow.com/questions/66914146/devextreme-treeview-not-bind-data-from-web-api,DevExtreme TreeView not bind data from web api,1622166901.0,,,
319,"['javascript', 'typescript', 'navigation', 'stenciljs']","{'account_id': 421093, 'reputation': 568, 'user_id': 799138, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/gw2Ci.jpg?s=256&g=1', 'display_name': 'Barleby', 'link': 'https://stackoverflow.com/users/799138/barleby'}",False,323,,1,0,1622143533,1618933887,67182261,CC BY-SA 4.0,https://stackoverflow.com/questions/67182261/how-to-pass-history-object-to-stencil-js-component-stencil-router,How to pass &#39;history&#39; object to stencil.js component &lt;stencil-router&gt;,,,,
320,"['reactjs', 'typescript', 'api', 'rxjs', 'redux-observable']","{'account_id': 9690611, 'reputation': 401, 'user_id': 7188807, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1311845362159575/picture?type=large', 'display_name': 'Tommy', 'link': 'https://stackoverflow.com/users/7188807/tommy'}",False,158,,1,0,1622041121,1618213409,67054375,CC BY-SA 4.0,https://stackoverflow.com/questions/67054375/how-to-use-react-errorboundary-with-redux-observable,How to use React ErrorBoundary with redux-observable?,,,,
321,['typescript'],"{'account_id': 16339620, 'reputation': 227, 'user_id': 11800817, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/w6MOO.jpg?s=256&g=1', 'display_name': 'byyoung', 'link': 'https://stackoverflow.com/users/11800817/byyoung'}",True,169,66927550.0,1,0,1621909360,1617421308,66927521,CC BY-SA 4.0,https://stackoverflow.com/questions/66927521/how-to-extend-dom-node-type-to-have-attributes,How to extend dom Node type to have attributes,1621909360.0,,,
322,"['reactjs', 'typescript', 'react-ref']","{'account_id': 14971075, 'reputation': 15, 'user_id': 10807936, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-wWpYK4hz_gU/AAAAAAAAAAI/AAAAAAAAAxs/EGHFN4gu1Cs/photo.jpg?sz=256', 'display_name': 'p98', 'link': 'https://stackoverflow.com/users/10807936/p98'}",True,4167,67680639.0,1,1,1621906437,1617698069,66965258,CC BY-SA 4.0,https://stackoverflow.com/questions/66965258/typescript-react-forwardrefexoticcomponent-assignment-with-more-specific-htmlele,Typescript/React ForwardRefExoticComponent assignment with more specific HTMLElement ref fails,,,,
323,"['typescript', 'formik']","{'account_id': 15563396, 'reputation': 688, 'user_id': 11227930, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-XOK1KBr5X3w/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfprIBFJctaul0-yX8JQVamOB7DBQ/mo/photo.jpg?sz=256', 'display_name': 'Ron Rofe', 'link': 'https://stackoverflow.com/users/11227930/ron-rofe'}",False,199,,1,0,1621887357,1618132140,67043212,CC BY-SA 4.0,https://stackoverflow.com/questions/67043212/typeof-object-and-its-objects,Typeof Object and its objects,,,,
324,"['typescript', 'typescript-typings', 'typeof', 'keyof']","{'account_id': 19931843, 'reputation': 111, 'user_id': 14605338, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/006bfc74c90e6d8d99bc59861a776cfd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nelson Luk', 'link': 'https://stackoverflow.com/users/14605338/nelson-luk'}",True,586,67280438.0,2,0,1621752498,1619512025,67279476,CC BY-SA 4.0,https://stackoverflow.com/questions/67279476/what-is-the-index-type-of-const-object-in-typescript,What is the index type of const object in TypeScript?,1621752498.0,,,
325,"['typescript', 'validation', 'enums']","{'account_id': 6683508, 'reputation': 218, 'user_id': 5155746, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh3.googleusercontent.com/-vgQAvw5AuXs/AAAAAAAAAAI/AAAAAAAAAk0/wPmvkGbQvNk/photo.jpg?sz=256', 'display_name': 'Himanshu Singh', 'link': 'https://stackoverflow.com/users/5155746/himanshu-singh'}",True,193,67647099.0,1,2,1621668380,1618670897,67139458,CC BY-SA 4.0,https://stackoverflow.com/questions/67139458/tsed-mixed-type-enum-and-collection,TSeD Mixed type Enum and Collection,,,,
326,"['typescript', 'sqlite', 'ionic-framework']","{'account_id': 20314189, 'reputation': 75, 'user_id': 14900459, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YkUoQ.jpg?s=256&g=1', 'display_name': 'googlesnet', 'link': 'https://stackoverflow.com/users/14900459/googlesnet'}",False,216,,1,0,1621579165,1619335616,67250810,CC BY-SA 4.0,https://stackoverflow.com/questions/67250810/how-to-return-sum-of-a-column-from-sqlite-db-using-typescript,How to return sum of a column from SQLite DB using typescript?,,,,
327,"['typescript', 'adaptive-cards']","{'account_id': 18576767, 'reputation': 111, 'user_id': 13537253, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh8_vBbjdrOtrBWPVUsOisGlt-FFUk_wd3-T7hv7JY=k-s256', 'display_name': 'shraddha maurya', 'link': 'https://stackoverflow.com/users/13537253/shraddha-maurya'}",True,111,67621284.0,1,0,1621517265,1619396884,67259478,CC BY-SA 4.0,https://stackoverflow.com/questions/67259478/making-table-cells-tappable-in-tabular-adaptive-card,Making table cells tappable in tabular adaptive card,,,,
328,"['reactjs', 'typescript', 'swiper.js']","{'account_id': 6189639, 'reputation': 2967, 'user_id': 4822666, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/7629ea3a6d56e64b4a7a353ff651a2a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'meez', 'link': 'https://stackoverflow.com/users/4822666/meez'}",False,4128,,1,2,1621446375,1619786101,67334019,CC BY-SA 4.0,https://stackoverflow.com/questions/67334019/custom-navigation-with-swiper-react-and-typescript,Custom navigation with Swiper React and typescript,,,,
329,"['angular', 'typescript', 'angular-routing', 'router-outlet']","{'account_id': 10802049, 'reputation': 457, 'user_id': 7945630, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/0c992073b9880c2324bb0274da0e1c83?s=256&d=identicon&r=PG&f=1', 'display_name': 'suvenk', 'link': 'https://stackoverflow.com/users/7945630/suvenk'}",False,691,,1,0,1621334945,1619419617,67261987,CC BY-SA 4.0,https://stackoverflow.com/questions/67261987/named-router-outlet-causing-cannot-match-any-routes-error-in-angular-11-app,Named router outlet causing &#39;Cannot match any routes&#39; error in Angular 11 app,1619607676.0,,,
330,"['typescript', 'typescript-generics']","{'account_id': 61668, 'reputation': 792, 'user_id': 183681, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5936192abf8c9b9581bde663b0b937af?s=256&d=identicon&r=PG', 'display_name': 'JustinM', 'link': 'https://stackoverflow.com/users/183681/justinm'}",True,500,67222209.0,1,4,1621298367,1619133513,67221976,CC BY-SA 4.0,https://stackoverflow.com/questions/67221976/why-cant-typescript-infer-the-return-type-of-this-function,Why can&#39;t TypeScript infer the return type of this function?,1621298367.0,,,
331,"['node.js', 'typescript', 'eslint', 'apollo-server', 'apollo-server-testing']","{'account_id': 16857320, 'reputation': 648, 'user_id': 12188968, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDoa8XUypAoRLVXo8BWbqkQaHGbsfp9vSrRVEk=k-s256', 'display_name': ' HigoChumbo ', 'link': 'https://stackoverflow.com/users/12188968/higochumbo'}",True,378,,1,1,1621282659,1619113911,67218431,CC BY-SA 4.0,https://stackoverflow.com/questions/67218431/apollo-server-testing-how-to-type-createtestclient-return-eslint-unbound-me,apollo-server-testing: how to type createTestClient() return? (eslint unbound-method error),,,,
332,"['javascript', 'reactjs', 'typescript', 'react-hooks', 'use-ref']","{'user_type': 'does_not_exist', 'display_name': 'user13067694'}",True,117,67255350.0,1,0,1621279615,1619364994,67255180,CC BY-SA 4.0,https://stackoverflow.com/questions/67255180/display-value-saved-in-useref-variable,display value saved in useRef variable,1621279615.0,,,
333,"['css', 'typescript', 'sass', 'carousel', 'angular10']","{'account_id': 15459929, 'reputation': 13, 'user_id': 11152863, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/938a6fba79bb12c2cd28f931309e4ffd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asliddin', 'link': 'https://stackoverflow.com/users/11152863/asliddin'}",False,445,,1,0,1621270952,1619244215,67239786,CC BY-SA 4.0,https://stackoverflow.com/questions/67239786/i-use-angular-responsive-carousel-library-but-i-can-not-change-arrow-design-an,i use angular-responsive-carousel library . But I can not change arrow design and dots design,1619259847.0,,,
334,"['typescript', 'nestjs', 'typeorm']","{'account_id': 2790978, 'reputation': 259, 'user_id': 2401216, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/e2b382db2188a03cfb0f4771048830eb?s=256&d=identicon&r=PG', 'display_name': 'Dondey', 'link': 'https://stackoverflow.com/users/2401216/dondey'}",False,1194,,1,0,1621156431,1618954412,67186613,CC BY-SA 4.0,https://stackoverflow.com/questions/67186613/import-and-inject-a-typeorm-repository-in-nestjs,import and inject a typeorm repository in nestjs,1619005131.0,,,
