,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason
195,"['javascript', 'vue.js']","{'account_id': 7814052, 'reputation': 3524, 'user_id': 5909368, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6171a16a740b4f6a8276f2a441405982?s=256&d=identicon&r=PG&f=1', 'display_name': 'asanas', 'link': 'https://stackoverflow.com/users/5909368/asanas'}",True,159,3,0,1657945412,1554371443,55512908,CC BY-SA 4.0,https://stackoverflow.com/questions/55512908/vuejs-update-object-in-an-array,Vuejs - Update Object in an Array,55513041.0,,,,
196,"['javascript', 'function', 'vue.js', 'onclick']","{'account_id': 15636958, 'reputation': 61, 'user_id': 11281544, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac7b96ece2f1515576ea1792b8da0500?s=256&d=identicon&r=PG&f=1', 'display_name': 'Esraa Saad', 'link': 'https://stackoverflow.com/users/11281544/esraa-saad'}",True,9767,4,5,1657945200,1554838401,55600042,CC BY-SA 4.0,https://stackoverflow.com/questions/55600042/how-to-access-a-vue-function-from-onclick-in-javascript,How to access a vue function from onclick in javascript?,,1570564585.0,,,
197,"['javascript', 'html', 'vue.js', 'vue-component']","{'account_id': 15335424, 'reputation': 77, 'user_id': 11063931, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dedfc62cc650a60367d4973214ea6501?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrey Belichenko', 'link': 'https://stackoverflow.com/users/11063931/andrey-belichenko'}",False,39,1,0,1657944389,1555959965,55799729,CC BY-SA 4.0,https://stackoverflow.com/questions/55799729/problems-with-data-communication-between-components,Problems with data communication between components,,1555960394.0,,,
198,"['javascript', 'vue.js']","{'account_id': 15709374, 'reputation': 23, 'user_id': 11335253, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Bx1Dfhog0Fo/AAAAAAAAAAI/AAAAAAAAAAo/T-HzOrMVdmM/photo.jpg?sz=256', 'display_name': 'beta alpha', 'link': 'https://stackoverflow.com/users/11335253/beta-alpha'}",False,1180,1,0,1657944169,1555385836,55700199,CC BY-SA 4.0,https://stackoverflow.com/questions/55700199/how-change-child-component-v-model-value-in-parent-component-correctly,How change child component v-model value in parent component correctly?,,1555386792.0,,,
199,"['javascript', 'vue.js', 'momentjs', 'vue-cli']","{'account_id': 13976890, 'reputation': 147, 'user_id': 10094078, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/65hXP.jpg?s=256&g=1', 'display_name': 'Ram', 'link': 'https://stackoverflow.com/users/10094078/ram'}",True,7839,3,4,1657944106,1555868772,55785212,CC BY-SA 4.0,https://stackoverflow.com/questions/55785212/how-to-use-moment-js-in-vuecli,How to use Moment.js in vuecli,55798297.0,,,,
200,"['javascript', 'vue.js']","{'account_id': 15528614, 'reputation': 1, 'user_id': 11202749, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/730e912c70049539180d146492560135?s=256&d=identicon&r=PG&f=1', 'display_name': 'Unknown', 'link': 'https://stackoverflow.com/users/11202749/unknown'}",False,312,1,0,1657944095,1554475988,55538134,CC BY-SA 4.0,https://stackoverflow.com/questions/55538134/how-to-use-a-member-variable-in-multiple-vue-js-apps,How to use a member variable in multiple vue.js apps?,,1554476123.0,,,
201,"['javascript', 'vue.js', 'vuejs2', 'vue-component', 'vue-router']","{'account_id': 12995935, 'reputation': 172, 'user_id': 9477431, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'koplweou', 'link': 'https://stackoverflow.com/users/9477431/koplweou'}",False,90,1,0,1657942905,1555812385,55779300,CC BY-SA 4.0,https://stackoverflow.com/questions/55779300/how-to-implement-communication-for-calculating-total-shopping-cart-between-compo,How to implement communication for calculating total Shopping Cart between components?,,1555812582.0,,,
202,"['javascript', 'laravel', 'vue.js']","{'account_id': 15087423, 'reputation': 130, 'user_id': 10888237, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84b29362d6cc8ad99c1cebc2ea6c89d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tribunal', 'link': 'https://stackoverflow.com/users/10888237/tribunal'}",True,972,2,2,1657941844,1556185619,55846365,CC BY-SA 4.0,https://stackoverflow.com/questions/55846365/how-to-bind-and-emit-data-simultaneously-in-vue,How to bind and emit data simultaneously in Vue?,55846701.0,1556185714.0,,,
203,"['javascript', 'vue.js', 'vuetify.js', 'particles.js']","{'account_id': 10536677, 'reputation': 1026, 'user_id': 7764329, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/0dbb5b33bbcd830553cc0b7b050abc8c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Question3r', 'link': 'https://stackoverflow.com/users/7764329/question3r'}",True,162,1,0,1657941373,1556307661,55874021,CC BY-SA 4.0,https://stackoverflow.com/questions/55874021/integrate-particlesjs-into-a-view-component,Integrate ParticlesJs into a view component,55877140.0,,,,
204,"['javascript', 'vue.js']","{'account_id': 15812348, 'reputation': 63, 'user_id': 11409014, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-wL4FlT0Caqw/AAAAAAAAAAI/AAAAAAAAAHw/Q42qlEsSvuQ/photo.jpg?sz=256', 'display_name': 'RIDDHI DEBNATH', 'link': 'https://stackoverflow.com/users/11409014/riddhi-debnath'}",False,113,2,0,1657941082,1556176083,55843657,CC BY-SA 4.0,https://stackoverflow.com/questions/55843657/how-to-pass-a-variable-value-from-computed-to-template-in-vue,How to pass a variable value from computed to template in vue?,,,,,
205,"['javascript', 'vue.js', 'behavior']","{'user_type': 'does_not_exist', 'display_name': 'user1174386'}",True,50,1,-4,1657940178,1555425975,55710927,CC BY-SA 4.0,https://stackoverflow.com/questions/55710927/vuejs-code-wrong-behavor-whats-wrong,VueJS code - wrong behavor - whats wrong?,55711104.0,1555426105.0,,,
206,"['javascript', 'vue.js']","{'account_id': 3108124, 'reputation': 4449, 'user_id': 2630509, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://graph.facebook.com/550271062/picture?type=large', 'display_name': 'Martyn Ball', 'link': 'https://stackoverflow.com/users/2630509/martyn-ball'}",True,1794,2,0,1657938881,1556034011,55814839,CC BY-SA 4.0,https://stackoverflow.com/questions/55814839/vue-event-handler-shared-between-all-components,"Vue event handler, shared between all components",55816045.0,1556095453.0,,,
207,"['javascript', 'vue.js', 'vuejs2', 'axios']","{'account_id': 2009968, 'reputation': 9822, 'user_id': 1798677, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/fpKuw.jpg?s=256&g=1', 'display_name': 'Robert', 'link': 'https://stackoverflow.com/users/1798677/robert'}",True,1238,3,4,1657938870,1555457950,55717947,CC BY-SA 4.0,https://stackoverflow.com/questions/55717947/vuejs-axios-make-multiple-get-requests,Vuejs &amp; Axios make multiple get requests,55739113.0,1555561464.0,,,
208,"['javascript', 'vue.js', 'vuejs2']","{'account_id': 14457297, 'reputation': 121, 'user_id': 10443134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/111e3adf177000d607d70153ccf18cc8?s=256&d=identicon&r=PG&f=1', 'display_name': 'DonegalBoyVancouver', 'link': 'https://stackoverflow.com/users/10443134/donegalboyvancouver'}",True,99,1,1,1657938864,1554142512,55461244,CC BY-SA 4.0,https://stackoverflow.com/questions/55461244/how-do-i-toggle-the-contents-of-an-input-filed-to-be-encrypted-and-non-encrypted,How do I toggle the contents of an input filed to be encrypted and non encrypted in Vue?,55461454.0,1554143231.0,,,
209,"['javascript', 'vue.js', 'vuejs2', 'vue-component']","{'account_id': 948134, 'reputation': 5099, 'user_id': 974925, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/d279d9f0a1e6847b048e9c742e281cb1?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/974925/tom'}",True,2772,3,1,1657938663,1556277154,55866415,CC BY-SA 4.0,https://stackoverflow.com/questions/55866415/pass-variable-down-to-vuejs-component,Pass variable down to VueJS component,55866850.0,,,,
210,"['javascript', 'vue.js']","{'account_id': 2268817, 'reputation': 1563, 'user_id': 1996768, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gordon Copestake', 'link': 'https://stackoverflow.com/users/1996768/gordon-copestake'}",True,347,2,0,1657938273,1554367269,55511466,CC BY-SA 4.0,https://stackoverflow.com/questions/55511466/vue-js-date-filter-to-highlight-if-date-if-its-over-due,Vue.js date filter to highlight if date if it&#39;s over due,55511726.0,1554368410.0,,,
211,"['javascript', 'git']","{'account_id': 94942, 'reputation': 5737, 'user_id': 258894, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/4e52f8ae459fe3a2793b570a851275e6?s=256&d=identicon&r=PG', 'display_name': 'GaryO', 'link': 'https://stackoverflow.com/users/258894/garyo'}",True,124,2,1,1657937323,1556572918,55910985,CC BY-SA 4.0,https://stackoverflow.com/questions/55910985/why-do-javascript-projects-check-built-results-in-to-git,Why do Javascript projects check built results in to git?,,,,,
212,"['javascript', 'vuejs2', 'splice']","{'account_id': 15067709, 'reputation': 1665, 'user_id': 11094437, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bd72b2ae0963ec8e8c8f55a45af4e3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Petro Gromovo', 'link': 'https://stackoverflow.com/users/11094437/petro-gromovo'}",True,40,1,0,1657937315,1556373126,55881228,CC BY-SA 4.0,https://stackoverflow.com/questions/55881228/how-vuejs-2-6-to-splice-element-of-datarray-as-observe,How Vuejs 2.6 to splice element of datarray as Observe?,55881588.0,1556527827.0,,,
213,"['javascript', 'vue.js', 'dom']","{'account_id': 12611163, 'reputation': 15, 'user_id': 9170242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd5bb61fffc1d831333a3e77344b3760?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nathanbe', 'link': 'https://stackoverflow.com/users/9170242/nathanbe'}",True,252,2,1,1657936329,1556204175,55852239,CC BY-SA 4.0,https://stackoverflow.com/questions/55852239/vue-js-watcher-to-duplicate-inputs-giving-null-reference,Vue.js watcher to duplicate inputs giving null reference,55853166.0,1556347428.0,,,
214,"['javascript', 'vue.js', 'vuetify.js']","{'account_id': 11541716, 'reputation': 437, 'user_id': 8457144, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c71729e192574099dc18c6cb92ed1cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'hrishikeshpaul', 'link': 'https://stackoverflow.com/users/8457144/hrishikeshpaul'}",True,807,1,0,1657934149,1554795422,55587427,CC BY-SA 4.0,https://stackoverflow.com/questions/55587427/vuejs-child-component-not-getting-prop-data-from-parent,VueJS: Child component not getting prop data from parent,,1554797319.0,,,
215,"['javascript', 'vue.js', 'datatables']","{'account_id': 5110833, 'reputation': 678, 'user_id': 4097457, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://lh6.googleusercontent.com/-9J46nzs-gPs/AAAAAAAAAAI/AAAAAAAAADk/TrNSLZe1Drg/photo.jpg?sz=256', 'display_name': 'Shokouh Dareshiri', 'link': 'https://stackoverflow.com/users/4097457/shokouh-dareshiri'}",True,754,2,1,1657932889,1555404723,55704175,CC BY-SA 4.0,https://stackoverflow.com/questions/55704175/jquery-data-table-has-problem-with-vue-js,jQuery data-table has problem with Vue.js,55704547.0,1555406082.0,,,
216,"['javascript', 'vue.js', 'vue-component']","{'account_id': 8747384, 'reputation': 104, 'user_id': 6542107, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HSvB8.jpg?s=256&g=1', 'display_name': 'Don Nisnoni', 'link': 'https://stackoverflow.com/users/6542107/don-nisnoni'}",True,845,1,3,1657930623,1555057158,55647325,CC BY-SA 4.0,https://stackoverflow.com/questions/55647325/vue-expose-a-method-from-child-component-to-parent-component,Vue expose a method from child component to parent component,55651125.0,,,,
217,"['javascript', 'vue.js', 'vuejs2', 'vue-component']","{'account_id': 5154207, 'reputation': 584, 'user_id': 4127856, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/206636cd5cdeac498a40d8548d5d1971?s=256&d=identicon&r=PG&f=1', 'display_name': 'Karl Wong', 'link': 'https://stackoverflow.com/users/4127856/karl-wong'}",True,2232,4,5,1657930312,1555152428,55664609,CC BY-SA 4.0,https://stackoverflow.com/questions/55664609/setting-nested-object-property-by-string-path,Setting nested object property by string path,55670471.0,1566468658.0,,,
218,"['javascript', 'datatables', 'vuejs2', 'vue-component']","{'account_id': 9112389, 'reputation': 599, 'user_id': 6780629, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/abf2ce2895326a4101df2882bdb90b5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'suo', 'link': 'https://stackoverflow.com/users/6780629/suo'}",True,1380,2,1,1657930171,1556620834,55919206,CC BY-SA 4.0,https://stackoverflow.com/questions/55919206/vuejs-calling-methods-passed-to-dynamically-created-dom-elements,VueJs - Calling methods passed to dynamically created DOM elements,55920555.0,,,,
219,"['javascript', 'vue.js']","{'account_id': 13220848, 'reputation': 6138, 'user_id': 9547658, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Jonas', 'link': 'https://stackoverflow.com/users/9547658/jonas'}",True,59,2,1,1657927599,1555342986,55692794,CC BY-SA 4.0,https://stackoverflow.com/questions/55692794/vue-component-props-are-not-being-updated,Vue Component Props are not being updated,55693195.0,,,,
220,"['javascript', 'vue.js', 'routing', 'parent-child']","{'account_id': 2276813, 'reputation': 1608, 'user_id': 2002855, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SuWth.jpg?s=256&g=1', 'display_name': 'Mr.TK', 'link': 'https://stackoverflow.com/users/2002855/mr-tk'}",True,1524,2,0,1657925997,1554546356,55548152,CC BY-SA 4.0,https://stackoverflow.com/questions/55548152/vue-js-parent-child-updating-value-routing-view,"Vue.js parent &lt;-&gt; child updating value, routing view",55552137.0,,,,
221,"['javascript', 'vue.js', 'vue-router', 'nuxt.js']","{'account_id': 8344754, 'reputation': 7037, 'user_id': 6268914, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-k_sESkabFb4/AAAAAAAAAAI/AAAAAAAAABs/I6HLlmXBUs4/photo.jpg?sz=256', 'display_name': 'Bryce Howitson', 'link': 'https://stackoverflow.com/users/6268914/bryce-howitson'}",True,6423,1,8,1657925946,1555355382,55695816,CC BY-SA 4.0,https://stackoverflow.com/questions/55695816/run-function-after-route-fully-rendered-in-nuxt-js,Run function AFTER route fully rendered in Nuxt.js,55697712.0,1592644375.0,,,
222,"['javascript', 'vue.js', 'vuejs2']","{'account_id': 910546, 'reputation': 1061, 'user_id': 944512, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://graph.facebook.com/1300541995/picture?type=large', 'display_name': 'Jafo', 'link': 'https://stackoverflow.com/users/944512/jafo'}",True,153,2,1,1657925613,1554152288,55463483,CC BY-SA 4.0,https://stackoverflow.com/questions/55463483/how-to-get-object-to-use-in-v-bind-in-v-for,"How to get object to use in v-bind, in v-for",55464595.0,1554160988.0,,,
223,"['javascript', 'vue.js']","{'account_id': 14272445, 'reputation': 15, 'user_id': 10309574, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-534Nl_vXqb4/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaPeDewiQ7pIVNPW00S8JaR05wEJ6A/mo/photo.jpg?sz=256', 'display_name': 'ps-hyp-pt', 'link': 'https://stackoverflow.com/users/10309574/ps-hyp-pt'}",True,9555,5,1,1657925591,1554798405,55588247,CC BY-SA 4.0,https://stackoverflow.com/questions/55588247/vue-js-how-to-replace-the-text-of-the-button-clicked,Vue.js how to replace the text of the button clicked,55588474.0,1554799290.0,,,
224,"['javascript', 'vue.js', 'vuejs2', 'vue-component']","{'account_id': 14150058, 'reputation': 1327, 'user_id': 10257395, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d94cb9d234adb93da6cfed66ef899f4b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kuru', 'link': 'https://stackoverflow.com/users/10257395/kuru'}",True,3481,2,5,1657924197,1554796683,55587767,CC BY-SA 4.0,https://stackoverflow.com/questions/55587767/how-to-use-this-in-vue-components-default-prop-function,how to use &quot;this&quot; in vue components default prop function,55588264.0,,,,
225,"['javascript', 'vue.js', 'vuejs2', 'vuetify.js']","{'account_id': 5848874, 'reputation': 166, 'user_id': 4608157, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-rg6aNx335RI/AAAAAAAAAAI/AAAAAAAAAAs/4pd4vL5IFdo/photo.jpg?sz=256', 'display_name': 'beedrill', 'link': 'https://stackoverflow.com/users/4608157/beedrill'}",True,1020,2,1,1657923977,1554997621,55636469,CC BY-SA 4.0,https://stackoverflow.com/questions/55636469/vue-v-bind-checkbox-to-element-inside-of-array-not-working,Vue v-bind checkbox to element inside of array not working,55636626.0,,,,
226,"['javascript', 'vue.js']","{'account_id': 4050408, 'reputation': 3452, 'user_id': 3330212, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KZTjl.jpg?s=256&g=1', 'display_name': 'Anthony Aslangul', 'link': 'https://stackoverflow.com/users/3330212/anthony-aslangul'}",True,2040,2,1,1657921803,1556487787,55894818,CC BY-SA 4.0,https://stackoverflow.com/questions/55894818/change-the-root-element-of-a-component,Change the root element of a component,55895282.0,,,,
227,"['javascript', 'vue.js']","{'account_id': 15069209, 'reputation': 355, 'user_id': 10875323, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-UxwSq7JHZxY/AAAAAAAAAAI/AAAAAAAAAA4/xJibaoWjcS8/photo.jpg?sz=256', 'display_name': 'Nathaniel', 'link': 'https://stackoverflow.com/users/10875323/nathaniel'}",True,46,1,2,1657921673,1554249072,55485083,CC BY-SA 4.0,https://stackoverflow.com/questions/55485083/how-to-stop-all-events-inside-an-element-from-effecting-the-rest-of-the-dom,How to stop all events inside an element from effecting the rest of the DOM,,,,,
228,"['javascript', 'firebase', 'vue.js']","{'account_id': 11296781, 'reputation': 107, 'user_id': 8284066, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd50007dc0dcde09766e05f1a3898675?s=256&d=identicon&r=PG', 'display_name': 'Boron', 'link': 'https://stackoverflow.com/users/8284066/boron'}",True,56,1,2,1657921315,1556167608,55841959,CC BY-SA 4.0,https://stackoverflow.com/questions/55841959/vuejs-display-result-after-completion-of-async-request,Vuejs display result after completion of async request,55842047.0,1556180110.0,,,
229,"['javascript', 'vue.js', 'vuejs2', 'vue-component', 'vuex']","{'account_id': 5381745, 'reputation': 2280, 'user_id': 4286794, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d1d7241dd55b658f0ae4b571d193d9ec?s=256&d=identicon&r=PG', 'display_name': 'Parth Jasani', 'link': 'https://stackoverflow.com/users/4286794/parth-jasani'}",True,87,1,1,1657920077,1555076150,55652917,,https://stackoverflow.com/questions/55652917/which-is-the-best-way-to-pass-data-component-to-component-in-vue-js,Which is the best way to pass data component to component in vue js,,,,1555147363.0,Opinion-based
230,['javascript'],"{'account_id': 14977494, 'reputation': 43, 'user_id': 10812525, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-UWj_KZvHv6U/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-iNYtI_ubXLMkW40SDzE5jhPd0zGg/mo/photo.jpg?sz=256', 'display_name': 'Alexandra Meas', 'link': 'https://stackoverflow.com/users/10812525/alexandra-meas'}",True,61,2,0,1657919532,1555322754,55686804,CC BY-SA 4.0,https://stackoverflow.com/questions/55686804/why-doesnt-my-javascript-quiz-load-properly,Why doesn&#39;t my javascript quiz load properly?,55686924.0,1555329205.0,,,
231,"['javascript', 'node.js', 'vue.js', 'vuejs2', 'momentjs']","{'account_id': 12669020, 'reputation': 185, 'user_id': 9207192, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UtHT9.png?s=256&g=1', 'display_name': 'Echo', 'link': 'https://stackoverflow.com/users/9207192/echo'}",True,2498,1,3,1657918784,1554996746,55636197,CC BY-SA 4.0,https://stackoverflow.com/questions/55636197/vue-problems-with-vue-moment-js,Vue | Problems with vue-moment.js,55641538.0,,,,
232,"['javascript', 'vue.js']","{'account_id': 10701878, 'reputation': 905, 'user_id': 7876925, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/fdac30f58f392c89bf381896b097d0b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mary', 'link': 'https://stackoverflow.com/users/7876925/mary'}",True,2286,4,5,1657917604,1556336520,55877051,CC BY-SA 4.0,https://stackoverflow.com/questions/55877051/in-vue-js-why-isnt-my-computed-property-working,"In Vue.js, why isn&#39;t my computed property working",55877211.0,1556367522.0,,,
233,"['javascript', 'html', 'css', 'vue.js', 'vuejs2']","{'account_id': 15416598, 'reputation': 199, 'user_id': 11121884, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6050ca4f980292cbe4a8945cb92711e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/11121884/eric'}",True,7102,3,6,1657917598,1555277463,55680206,CC BY-SA 4.0,https://stackoverflow.com/questions/55680206/how-to-add-multiple-classes-to-an-element-based-on-props-using-vue-js,How to add multiple classes to an element based on props using Vue.js?,55681486.0,1566239767.0,,,
234,"['javascript', 'vue.js']","{'account_id': 2133976, 'reputation': 139, 'user_id': 6659668, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca7f4188f1ecb16ea32e0407d3b4b9dc?s=256&d=identicon&r=PG', 'display_name': 'leevanoetz', 'link': 'https://stackoverflow.com/users/6659668/leevanoetz'}",True,77,2,1,1657917125,1554899325,55612587,CC BY-SA 4.0,https://stackoverflow.com/questions/55612587/vue-not-updating-computed-unless-forced-to,Vue not updating computed unless forced to,55612885.0,,,,
235,"['javascript', 'css', 'vue.js', 'flexbox']","{'account_id': 3067490, 'reputation': 14592, 'user_id': 2598876, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/Y5tde.jpg?s=256&g=1', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/2598876/michael'}",True,1585,1,5,1657916750,1554643806,55559527,CC BY-SA 4.0,https://stackoverflow.com/questions/55559527/change-width-proportions-of-two-blocks-with-a-slider,Change width proportions of two blocks with a slider,55561510.0,1592644375.0,,,
236,"['javascript', 'regex', 'vue.js', 'vuejs2']","{'account_id': 13929593, 'reputation': 1422, 'user_id': 10058068, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Dcj5e.jpg?s=256&g=1', 'display_name': 'yuan', 'link': 'https://stackoverflow.com/users/10058068/yuan'}",True,14663,4,11,1657916500,1554905961,55614875,CC BY-SA 4.0,https://stackoverflow.com/questions/55614875/how-to-parse-br-in-a-string-to-html-tag-in-vue-js,How to parse &lt;br&gt; in a string to html tag in VUE.js,55614979.0,1554906772.0,,,
237,"['javascript', 'angular', 'vue.js', 'vuejs2']","{'account_id': 11921840, 'reputation': 8118, 'user_id': 8724160, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/mmcTl.jpg?s=256&g=1', 'display_name': 'Smokey Dawson', 'link': 'https://stackoverflow.com/users/8724160/smokey-dawson'}",True,11074,1,25,1657914482,1556100902,55827644,CC BY-SA 4.0,https://stackoverflow.com/questions/55827644/angular-ng-container-equivalent-in-vue-js,Angular ng-container equivalent in vue.js,55827743.0,,,,
238,"['javascript', 'vue.js']","{'account_id': 5738773, 'reputation': 3683, 'user_id': 4532065, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/477b5c1ec36a72979cde174ad9902d9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'sinusGob', 'link': 'https://stackoverflow.com/users/4532065/sinusgob'}",True,65817,6,32,1657914200,1555764037,55773602,CC BY-SA 4.0,https://stackoverflow.com/questions/55773602/how-do-i-create-a-simple-10-seconds-countdown-in-vue-js,How do I create a simple 10 seconds countdown in Vue.js,55773753.0,,,,
239,"['javascript', 'algorithm']","{'account_id': 7414438, 'reputation': 35, 'user_id': 5640761, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://lh5.googleusercontent.com/-VVVxmzxB_wc/AAAAAAAAAAI/AAAAAAAAAKg/fY2-2Y10Sh4/photo.jpg?sz=256', 'display_name': 'Richard Jacobs', 'link': 'https://stackoverflow.com/users/5640761/richard-jacobs'}",True,228,4,0,1657910173,1556227191,55857799,CC BY-SA 4.0,https://stackoverflow.com/questions/55857799/how-can-i-convert-these-if-statements-to-an-algorithm,How can I convert these &#39;if&#39; statements to an algorithm,55857922.0,1556227832.0,,,
240,"['javascript', 'firebase', 'asynchronous', 'promise', 'google-cloud-firestore']","{'account_id': 8527273, 'reputation': 51, 'user_id': 6392321, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcc3ec19eb468d12611f2738fa7b0561?s=256&d=identicon&r=PG&f=1', 'display_name': 'Robin Singh', 'link': 'https://stackoverflow.com/users/6392321/robin-singh'}",True,953,2,2,1657899451,1554292511,55494556,CC BY-SA 4.0,https://stackoverflow.com/questions/55494556/how-to-loop-async-query-code-of-firebase,How to loop async query code of firebase?,,1554302161.0,,,
241,"['javascript', 'node.js', 'vue.js']","{'account_id': 13221854, 'reputation': 794, 'user_id': 9548334, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d38d443db14d79a06637b26463b17736?s=256&d=identicon&r=PG&f=1', 'display_name': 'als9xd', 'link': 'https://stackoverflow.com/users/9548334/als9xd'}",True,1642,1,1,1657864199,1554160030,55464779,CC BY-SA 4.0,https://stackoverflow.com/questions/55464779/vue-event-bus-await-mount,Vue event bus await mount,,1554171132.0,,,
242,"['javascript', 'vue.js', 'vue-router']","{'account_id': 8046962, 'reputation': 631, 'user_id': 6066886, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/cc9c67b1d68cc02284b58cfbd4b89125?s=256&d=identicon&r=PG&f=1', 'display_name': 'devman', 'link': 'https://stackoverflow.com/users/6066886/devman'}",False,69,1,0,1657863629,1554222888,55479636,CC BY-SA 4.0,https://stackoverflow.com/questions/55479636/dynamic-routing-and-component-creation-based-on-route,Dynamic Routing and Component creation based on route,,1554224647.0,,,
243,"['javascript', 'vue.js']","{'account_id': 874818, 'reputation': 5812, 'user_id': 924677, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/Czi1P.png?s=256&g=1', 'display_name': 'Nikolay Dyankov', 'link': 'https://stackoverflow.com/users/924677/nikolay-dyankov'}",True,1018,2,0,1657861496,1556119758,55833692,CC BY-SA 4.0,https://stackoverflow.com/questions/55833692/window-scrolly-in-computed-property-is-0-on-page-reload-works-fine-with-hot-rel,"window.scrollY in computed property is 0 on page reload, works fine with hot reload",55834630.0,,,,
