,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
97,"['javascript', 'json', 'formatting', 'pretty-print']","{'account_id': 80745, 'reputation': 79816, 'user_id': 228109, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a60fadce0a1c68561cc685cefb4eaf27?s=256&d=identicon&r=PG', 'display_name': 'Ben Clayton', 'link': 'https://stackoverflow.com/users/228109/ben-clayton'}",True,350331,1,505,1650589356,1282157032,1534393517.0,3515523,,https://stackoverflow.com/questions/3515523/javascript-how-to-generate-formatted-easy-to-read-json-straight-from-an-object,Javascript: How to generate formatted easy-to-read JSON straight from an object?,,3515761.0,1650589357.0,Duplicate,,,
98,"['javascript', 'templates']","{'account_id': 56139, 'reputation': 417, 'user_id': 168161, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/db1c27523043366c2ba1c9be1fa3fa23?s=256&d=identicon&r=PG', 'display_name': 'Dave Jacoby', 'link': 'https://stackoverflow.com/users/168161/dave-jacoby'}",True,16548,14,14,1649432868,1282922053,,3585573,CC BY-SA 2.5,https://stackoverflow.com/questions/3585573/html-templates-in-javascript-without-coding-in-the-page,HTML Templates in Javascript? Without coding in the page?,,3592901.0,,,,,
99,"['javascript', 'jquery', 'text', 'smoothing']","{'account_id': 70589, 'reputation': 1011, 'user_id': 204558, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/wc5yJ.jpg?s=256&g=1', 'display_name': 'Steffen Wenzel', 'link': 'https://stackoverflow.com/users/204558/steffen-wenzel'}",True,3941,4,1,1649415376,1281898762,,3488778,CC BY-SA 2.5,https://stackoverflow.com/questions/3488778/scale-and-move-a-text-smoothly-with-javascript,Scale and move a text smoothly with javascript,,3488834.0,,,,,
100,"['javascript', 'function', 'exit', 'breadcrumbs']","{'account_id': 185639, 'reputation': 945, 'user_id': 422477, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/234bd1f81812671c7691cc6e4b2c83cf?s=256&d=identicon&r=PG', 'display_name': 'Rhys', 'link': 'https://stackoverflow.com/users/422477/rhys'}",True,402771,7,83,1649263244,1282359048,1533235901.0,3536055,CC BY-SA 4.0,https://stackoverflow.com/questions/3536055/stopping-a-javascript-function-when-a-certain-condition-is-met,Stopping a JavaScript function when a certain condition is met,,3536061.0,,,,,
101,"['javascript', 'jquery', 'html', 'xml', 'xpath']","{'account_id': 68577, 'reputation': 1159, 'user_id': 199997, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/0fa14cc82403f5fe3524aeeb9298556e?s=256&d=identicon&r=PG', 'display_name': 'Marc', 'link': 'https://stackoverflow.com/users/199997/marc'}",True,40315,11,46,1649080647,1281487328,1495542389.0,3454526,CC BY-SA 3.0,https://stackoverflow.com/questions/3454526/how-to-calculate-the-xpath-position-of-an-element-using-javascript,How to calculate the XPath position of an element using Javascript?,,3454545.0,,,,,
102,"['javascript', 'html', 'var']","{'account_id': 175815, 'reputation': 6511, 'user_id': 406110, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/a57a0ccb5037ca7e12dd29206eee0d00?s=256&d=identicon&r=PG', 'display_name': 'richardaum', 'link': 'https://stackoverflow.com/users/406110/richardaum'}",True,42990,4,2,1648854375,1281480739,1281483326.0,3454105,CC BY-SA 2.5,https://stackoverflow.com/questions/3454105/how-to-declare-global-var-in-javascript-and-html,How to declare global var in javascript and HTML?,,3454128.0,,,,,
103,"['javascript', 'php', 'google-chrome', 'dom-events']","{'account_id': 675296, 'reputation': 825, 'user_id': 422601, 'user_type': 'unregistered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/2259e4b5f17ac81c9649b4acc65247d3?s=256&d=identicon&r=PG', 'display_name': 'anonymous123', 'link': 'https://stackoverflow.com/users/422601/anonymous123'}",True,1689,2,2,1648834934,1282290459,1648834934.0,3529059,CC BY-SA 4.0,https://stackoverflow.com/questions/3529059/javascript-in-google-chrome,JavaScript in Google Chrome,,,,,,,
104,"['javascript', 'regex']","{'user_type': 'does_not_exist', 'display_name': 'user372551'}",True,97973,5,40,1648689525,1281457392,1564590167.0,3451147,CC BY-SA 4.0,https://stackoverflow.com/questions/3451147/difference-between-r-and-n,Difference between \r and \n,,3451192.0,,,,,
105,"['javascript', 'function', 'event-handling']","{'account_id': 155656, 'reputation': 9425, 'user_id': 372457, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/63Ju8.jpg?s=256&g=1', 'display_name': 'Johnny', 'link': 'https://stackoverflow.com/users/372457/johnny'}",True,2770,7,5,1648457190,1280850433,1648457190.0,3398233,CC BY-SA 4.0,https://stackoverflow.com/questions/3398233/function-namee-in-javascript,function name(e) in Javascript,,3398263.0,,,,,
106,"['javascript', 'google-chrome', 'google-chrome-extension', 'dom-events']","{'account_id': 97102, 'reputation': 1081, 'user_id': 263580, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/1308699d6d92410d95b8d1cd83a6ebd1?s=256&d=identicon&r=PG', 'display_name': 'simple', 'link': 'https://stackoverflow.com/users/263580/simple'}",True,206,1,0,1648132595,1281083047,1648132595.0,3422081,CC BY-SA 4.0,https://stackoverflow.com/questions/3422081/what-is-the-event-in-google-chrome-api-that-runs-everytime-user-opens-browser,What is the event In Google Chrome API that runs everytime user opens browser?,,3422818.0,,,,,
107,"['javascript', 'internet-explorer', 'iframe', 'event-handling', 'dom-events']","{'account_id': 56054, 'reputation': 18982, 'user_id': 167911, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/59f7641748cc78bba0ab558540230aad?s=256&d=identicon&r=PG', 'display_name': 'Bungle', 'link': 'https://stackoverflow.com/users/167911/bungle'}",True,7135,1,0,1647729134,1282775584,1647729134.0,3570750,CC BY-SA 4.0,https://stackoverflow.com/questions/3570750/ie-throws-an-object-required-error-when-trying-to-use-the-event-object-from-an,IE throws an &quot;Object required&quot; error when trying to use the Event Object from another window/frame,,3570938.0,,,,,
108,"['javascript', 'caret', 'onkeydown', 'onkeyup']","{'account_id': 130538, 'reputation': 5368, 'user_id': 329880, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/22d69532cf865364e2e1937bdfefa05c?s=256&d=identicon&r=PG', 'display_name': 'smfoote', 'link': 'https://stackoverflow.com/users/329880/smfoote'}",True,4434,2,2,1647449165,1281044504,1647449165.0,3419426,CC BY-SA 4.0,https://stackoverflow.com/questions/3419426/how-do-i-keep-my-cursor-caret-from-moving-inside-of-an-input-text-element,How do I keep my cursor/caret from moving inside of an input text element?,,3419517.0,,,,,
109,"['javascript', 'regex']","{'account_id': 55982, 'reputation': 4342, 'user_id': 167726, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/a26c7545a3a430d80654369b72fb5e3d?s=256&d=identicon&r=PG', 'display_name': 'Raj', 'link': 'https://stackoverflow.com/users/167726/raj'}",True,53064,8,49,1647181691,1282761197,1282761717.0,3569104,CC BY-SA 2.5,https://stackoverflow.com/questions/3569104/positive-look-behind-in-javascript-regular-expression,Positive look behind in JavaScript regular expression,,3569116.0,,,,,
110,"['javascript', 'jquery-events', 'jquery-1.4']","{'account_id': 87941, 'reputation': 8657, 'user_id': 243568, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/6vWWf.jpg?s=256&g=1', 'display_name': 'Robert Hurst', 'link': 'https://stackoverflow.com/users/243568/robert-hurst'}",True,90,1,1,1647085551,1280648939,1647085551.0,3381200,CC BY-SA 4.0,https://stackoverflow.com/questions/3381200/i-cant-get-live-to-act-like-hover,I can&#39;t get live() to act like hover(),,3381203.0,,,,,
111,"['javascript', 'jquery', 'filtering']","{'account_id': 58763, 'reputation': 21825, 'user_id': 175893, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/3c474356073a88d68da714becc40a36d?s=256&d=identicon&r=PG', 'display_name': 'Jimbo', 'link': 'https://stackoverflow.com/users/175893/jimbo'}",True,47017,5,5,1646771336,1281539132,1497299358.0,3459797,CC BY-SA 3.0,https://stackoverflow.com/questions/3459797/jquery-table-row-filtering-by-column,jQuery Table Row Filtering by Column,,3460535.0,,,,,
112,"['javascript', 'switch-statement', 'case']","{'account_id': 132516, 'reputation': 70673, 'user_id': 333255, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/50af8d19fc05780122121d3d536786e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marko', 'link': 'https://stackoverflow.com/users/333255/marko'}",True,95310,8,56,1645776691,1281572048,,3463833,CC BY-SA 2.5,https://stackoverflow.com/questions/3463833/expression-inside-switch-case-statement,Expression inside switch case statement,,3463944.0,,,,,
113,"['javascript', 'urlencode']","{'account_id': 91787, 'reputation': 4525, 'user_id': 251866, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/ce69ddedc2d7e0ff2132dd8a1320b904?s=256&d=identicon&r=PG', 'display_name': 'dododedodonl', 'link': 'https://stackoverflow.com/users/251866/dododedodonl'}",True,418470,4,304,1645585643,1282485215,1485801658.0,3541711,CC BY-SA 3.0,https://stackoverflow.com/questions/3541711/url-encode-sees-ampersand-as-amp-html-entity,URL encode sees “&amp;” (ampersand) as “&amp;amp;” HTML entity,,3541735.0,,,,,
114,"['php', 'javascript']","{'account_id': 187047, 'reputation': 797, 'user_id': 424817, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/df227e1cda46e23731a4090f86492637?s=256&d=identicon&r=PG', 'display_name': 'champ', 'link': 'https://stackoverflow.com/users/424817/champ'}",True,236199,10,26,1645022953,1282652901,,3556381,CC BY-SA 2.5,https://stackoverflow.com/questions/3556381/how-to-add-script-inside-a-php-code,how to add script inside a php code?,1645023189.0,3556403.0,,,,,
115,"['javascript', 'href', 'base']","{'account_id': 185304, 'reputation': 969, 'user_id': 421923, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/hSqcU.jpg?s=256&g=1', 'display_name': 'Zach Gardner', 'link': 'https://stackoverflow.com/users/421923/zach-gardner'}",True,50233,4,34,1644254367,1281974439,,3494954,CC BY-SA 2.5,https://stackoverflow.com/questions/3494954/how-do-i-set-a-pages-base-href-in-javascript,How do I set a page&#39;s base href in Javascript?,,,,,,,
116,"['javascript', 'html', 'dom', 'global-variables', 'getelementbyid']","{'account_id': 23274, 'reputation': 115495, 'user_id': 58186, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/7ece00ffc45c3ef315d206f32999a0ac?s=256&d=identicon&r=PG', 'display_name': 'KooiInc', 'link': 'https://stackoverflow.com/users/58186/kooiinc'}",True,53028,5,432,1644075350,1281270283,1644075350.0,3434278,CC BY-SA 4.0,https://stackoverflow.com/questions/3434278/do-dom-tree-elements-with-ids-become-global-properties,Do DOM tree elements with IDs become global properties?,1444036883.0,3434388.0,,,,,
117,"['javascript', 'jquery', 'json']","{'account_id': 171743, 'reputation': 1173, 'user_id': 399365, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/7dae05ad1fbf9ecda427e2b0b34fbdf2?s=256&d=identicon&r=PG', 'display_name': 'hersh', 'link': 'https://stackoverflow.com/users/399365/hersh'}",True,113156,7,51,1643743242,1281442843,1449938834.0,3448831,CC BY-SA 3.0,https://stackoverflow.com/questions/3448831/store-return-json-value-in-input-hidden-field,store return json value in input hidden field,,3448874.0,,,,,
118,"['javascript', 'jquery', 'jquery-events']","{'account_id': 10611, 'reputation': 107835, 'user_id': 20128, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4b62eef3ad218a5d3cbdd1077660ca8b?s=256&d=identicon&r=PG', 'display_name': 'serg', 'link': 'https://stackoverflow.com/users/20128/serg'}",True,5581,1,3,1643307430,1281471754,1643307430.0,3453088,CC BY-SA 4.0,https://stackoverflow.com/questions/3453088/unable-to-capture-ctrlaltarrow-key-event-in-jquery,Unable to capture Ctrl+Alt+Arrow key event in jQuery,,3453365.0,,,,,
119,"['javascript', 'jquery', 'html-table']","{'account_id': 625545, 'reputation': 10239, 'user_id': 367486, 'user_type': 'unregistered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/b5275e911fac855ace79bcc4c578a569?s=256&d=identicon&r=PG', 'display_name': 'aeq', 'link': 'https://stackoverflow.com/users/367486/aeq'}",True,154337,10,120,1643041327,1282844593,1475410634.0,3577860,CC BY-SA 3.0,https://stackoverflow.com/questions/3577860/jquery-insert-new-row-into-table-at-a-certain-index,Jquery insert new row into table at a certain index,,3577909.0,,,,,
120,"['javascript', 'python', 'ide']","{'account_id': 82582, 'reputation': 1829, 'user_id': 232089, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/8bb0096064f03b6503badd782a51216d?s=256&d=identicon&r=PG', 'display_name': 'ndemir', 'link': 'https://stackoverflow.com/users/232089/ndemir'}",True,6485,7,6,1642841312,1283253174,,3608409,,https://stackoverflow.com/questions/3608409/ide-suggestion-for-python-and-javascript,IDE Suggestion for python and javascript,,3608477.0,1642893848.0,Not suitable for this site,,,
121,"['javascript', 'comparison', 'numbers']","{'account_id': 621723, 'reputation': 2545, 'user_id': 355663, 'user_type': 'unregistered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/1606386d5f44b3238df21f040b7ffd89?s=256&d=identicon&r=PG', 'display_name': 'Tom G', 'link': 'https://stackoverflow.com/users/355663/tom-g'}",True,20865,3,12,1642755255,1281373629,1281373718.0,3442391,CC BY-SA 2.5,https://stackoverflow.com/questions/3442391/comparing-negative-numbers-in-javascript,Comparing negative numbers in javascript,,3442555.0,,,,,
122,"['javascript', 'cookies']","{'account_id': 33777, 'reputation': 1897, 'user_id': 94870, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/3f93f5d963c2ea0833649bae5c36ecb9?s=256&d=identicon&r=PG', 'display_name': 'Maurits de Boer', 'link': 'https://stackoverflow.com/users/94870/maurits-de-boer'}",True,75129,8,72,1642611857,1282589951,1442541666.0,3550790,CC BY-SA 3.0,https://stackoverflow.com/questions/3550790/check-if-third-party-cookies-are-enabled,Check if third-party cookies are enabled,,,,,,,
123,"['javascript', 'php', 'os-detection']","{'account_id': 133251, 'reputation': 1564, 'user_id': 334479, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/8f1ba44c7e7a9b893599cbb2b9764199?s=256&d=identicon&r=PG', 'display_name': 'PaulAdamDavis', 'link': 'https://stackoverflow.com/users/334479/pauladamdavis'}",True,18305,5,9,1642063727,1281369719,1382822854.0,3441880,CC BY-SA 3.0,https://stackoverflow.com/questions/3441880/get-users-os-and-version-number,Get users OS and version number,,,,,,,
124,"['javascript', 'html', 'firefox', 'dom-events', 'jssh']","{'account_id': 167319, 'reputation': 22702, 'user_id': 392046, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c5850f86387766eb47f019f708ff0b6f?s=256&d=identicon&r=PG', 'display_name': 'Jesus Ramos', 'link': 'https://stackoverflow.com/users/392046/jesus-ramos'}",True,211,2,1,1641591964,1280620436,1641591964.0,3380223,CC BY-SA 4.0,https://stackoverflow.com/questions/3380223/javascript-jssh-issue-firefox-4-0b1,Javascript/jssh issue Firefox 4.0b1,,4714823.0,,,,,
125,"['javascript', 'jquery']","{'account_id': 47211, 'reputation': 13797, 'user_id': 139698, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/0a7b421d94be463805e787c87ef1cff9?s=256&d=identicon&r=PG', 'display_name': 'Rod', 'link': 'https://stackoverflow.com/users/139698/rod'}",True,83313,4,65,1641455938,1281715420,1538382367.0,3478654,CC BY-SA 4.0,https://stackoverflow.com/questions/3478654/is-there-a-browser-event-for-the-window-getting-focus,Is there a browser event for the window getting focus?,,3478759.0,,,,,
126,['javascript'],"{'account_id': 178512, 'reputation': 2648, 'user_id': 410536, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/d48fb6e55e13755efba30071c7a3c6e0?s=256&d=identicon&r=PG', 'display_name': 'Andy Groff', 'link': 'https://stackoverflow.com/users/410536/andy-groff'}",True,10509,8,36,1641308995,1280912769,,3404057,CC BY-SA 2.5,https://stackoverflow.com/questions/3404057/determine-original-name-of-variable-after-its-passed-to-a-function,Determine original name of variable after its passed to a function,,3404078.0,,,,,
127,"['javascript', 'jquery', 'fullcalendar']","{'account_id': 642581, 'reputation': 331, 'user_id': 424316, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/f6907da8038f8cab18003246f0688fe9?s=256&d=identicon&r=PG', 'display_name': 'Arial', 'link': 'https://stackoverflow.com/users/424316/arial'}",True,50697,12,33,1640778267,1282151497,1282151609.0,3514689,CC BY-SA 2.5,https://stackoverflow.com/questions/3514689/how-do-i-disable-drag-and-drop-in-fullcalendar,How do I disable drag and drop in fullcalendar,,,,,,,
128,"['javascript', 'performance', 'function-prototypes']","{'account_id': 95508, 'reputation': 32900, 'user_id': 260080, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/8qnvs.jpg?s=256&g=1', 'display_name': 'Marco Demaio', 'link': 'https://stackoverflow.com/users/260080/marco-demaio'}",True,24592,10,53,1640735238,1281963133,1495542749.0,3493252,CC BY-SA 3.0,https://stackoverflow.com/questions/3493252/javascript-prototype-operator-performance-saves-memory-but-is-it-faster,"Javascript prototype operator performance: saves memory, but is it faster?",,3493725.0,,,,,
129,"['javascript', 'database', 'nosql', 'dom-events', 'real-time']","{'account_id': 193927, 'reputation': 23461, 'user_id': 435951, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/31850b6211b74e9b3ae9ef8af6785ec6?s=256&d=identicon&r=PG', 'display_name': 'donald', 'link': 'https://stackoverflow.com/users/435951/donald'}",True,791,1,-1,1640129047,1283260391,1640129047.0,3609350,CC BY-SA 4.0,https://stackoverflow.com/questions/3609350/how-to-develop-a-real-time-event-analytics-solution,How to develop a real-time event analytics solution?,,3609416.0,,,,,
130,"['javascript', 'html', 'internet-explorer', 'contenteditable']","{'account_id': 124725, 'reputation': 2221, 'user_id': 320007, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/83d642e3bd7f00b5c7b95490c2acf9ed?s=256&d=identicon&r=PG', 'display_name': 'keshav84', 'link': 'https://stackoverflow.com/users/320007/keshav84'}",True,2908,4,6,1640122687,1282203294,1282204023.0,3519665,CC BY-SA 2.5,https://stackoverflow.com/questions/3519665/disable-automatic-url-detection-for-elements-with-contenteditable-flag-in-ie,Disable Automatic URL detection for Elements with &#39;contentEditable&#39; flag in IE,,3519819.0,,,,,
131,"['javascript', 'jquery', 'html', 'dom', 'dhtml']","{'account_id': 175142, 'reputation': 3155, 'user_id': 404949, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/5d457fe9d0c94a181f7631c3598b4e61?s=256&d=identicon&r=PG', 'display_name': 'puchu', 'link': 'https://stackoverflow.com/users/404949/puchu'}",True,79504,17,69,1639578125,1281297794,1283005775.0,3435871,CC BY-SA 2.5,https://stackoverflow.com/questions/3435871/jquery-how-to-change-tag-name,jQuery: how to change tag name?,,3435890.0,,,,,
132,"['javascript', 'google-maps', 'google-maps-api-3', 'polygon']","{'account_id': 14770, 'reputation': 83093, 'user_id': 30674, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/5f1a1d3e883676684f288f4ed973f9aa?s=256&d=identicon&r=PG', 'display_name': 'Pure.Krome', 'link': 'https://stackoverflow.com/users/30674/pure-krome'}",True,42735,2,17,1639168807,1281096775,1639168807.0,3423620,CC BY-SA 4.0,https://stackoverflow.com/questions/3423620/how-do-i-add-and-remove-polygons-on-google-maps-v3,How do I add and remove Polygons on Google Maps v3?,,3427650.0,,,,,
133,"['javascript', 'jquery', 'google-maps', 'google-maps-api-3']","{'account_id': 14770, 'reputation': 83093, 'user_id': 30674, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/5f1a1d3e883676684f288f4ed973f9aa?s=256&d=identicon&r=PG', 'display_name': 'Pure.Krome', 'link': 'https://stackoverflow.com/users/30674/pure-krome'}",True,7246,3,0,1639168639,1282194828,1639168639.0,3518891,CC BY-SA 4.0,https://stackoverflow.com/questions/3518891/how-can-i-display-this-polygon-on-a-google-map,How can I display this polygon on a Google Map?,,3529475.0,,,,,
134,"['javascript', 'delphi', 'intraweb']","{'account_id': 20316, 'reputation': 6387, 'user_id': 48445, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/64bc530e46889673a57b263da70f354e?s=256&d=identicon&r=PG', 'display_name': 'Alister', 'link': 'https://stackoverflow.com/users/48445/alister'}",True,5213,2,0,1638966945,1282096295,,3508400,CC BY-SA 2.5,https://stackoverflow.com/questions/3508400/click-a-button-in-code-in-intraweb-vcl-for-the-web,Click a button in code in Intraweb (VCL for the Web),,3508985.0,,,,,
135,"['javascript', 'dom-events', 'javascript-engine']","{'user_type': 'does_not_exist', 'display_name': 'user338195'}",True,6736,2,6,1638909628,1281358681,1638909628.0,3440198,CC BY-SA 4.0,https://stackoverflow.com/questions/3440198/how-do-javascript-interpreters-engines-work,How do JavaScript interpreters/engines work?,,,,,,,
136,"['javascript', 'html', 'converter']","{'account_id': 642920, 'reputation': 141, 'user_id': 424993, 'user_type': 'unregistered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/44ce3f853aef67960e44b5ffa95faf5e?s=256&d=identicon&r=PG', 'display_name': 'grookle', 'link': 'https://stackoverflow.com/users/424993/grookle'}",True,2972,5,8,1638704425,1282209031,,3520255,,https://stackoverflow.com/questions/3520255/convert-html-to-javascript,convert html to javascript,,,1638710938.0,Not suitable for this site,,,
137,"['javascript', 'regex', 'escaping']","{'account_id': 14139, 'reputation': 86792, 'user_id': 28835, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/34a7a029578b79cf4afa596ad4e3e72b?s=256&d=identicon&r=PG', 'display_name': 'too much php', 'link': 'https://stackoverflow.com/users/28835/too-much-php'}",True,390881,1,639,1638694811,1281416492,1495540503.0,3446170,,https://stackoverflow.com/questions/3446170/escape-string-for-use-in-javascript-regex,Escape string for use in Javascript regex,,,1346288006.0,exact duplicate,,,
138,"['javascript', 'function', 'object', 'inline', 'this']","{'account_id': 133158, 'reputation': 1131, 'user_id': 334308, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2b5d6a35e427855dc7727ffa4a3f73c2?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/334308/matt'}",True,24394,5,21,1638503909,1282997275,1282997397.0,3590685,CC BY-SA 2.5,https://stackoverflow.com/questions/3590685/accessing-this-from-within-an-objects-inline-function,Accessing this from within an object&#39;s inline function,,3590706.0,,,,,
139,"['javascript', 'jquery-ui']","{'account_id': 182883, 'reputation': 5430, 'user_id': 417899, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f911c83caec7403db7b1cacda16ddc21?s=256&d=identicon&r=PG', 'display_name': 'cyberfly', 'link': 'https://stackoverflow.com/users/417899/cyberfly'}",True,57320,13,18,1638456717,1281578797,1281579329.0,3464268,CC BY-SA 2.5,https://stackoverflow.com/questions/3464268/find-day-difference-between-two-dates-excluding-weekend-days,Find day difference between two dates (excluding weekend days),,3464346.0,,,,,
140,"['javascript', 'jquery', 'ajax', 'rest']","{'account_id': 77238, 'reputation': 26427, 'user_id': 220599, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/7c9d7ad07d30a60c44d9bb236dcaefe5?s=256&d=identicon&r=PG', 'display_name': 'Tauren', 'link': 'https://stackoverflow.com/users/220599/tauren'}",True,408393,17,268,1638303061,1282023406,1494596015.0,3499597,CC BY-SA 3.0,https://stackoverflow.com/questions/3499597/javascript-jquery-to-download-file-via-post-with-json-data,JavaScript/jQuery to download file via POST with JSON data,,,,,,,
141,"['javascript', 'events', 'dom']","{'account_id': 639943, 'reputation': 71, 'user_id': 416616, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/d2fecc8eb20a3102a76a1bc882f7cb61?s=256&d=identicon&r=PG', 'display_name': 'Baz', 'link': 'https://stackoverflow.com/users/416616/baz'}",True,14556,7,7,1638070948,1281474350,1495541228.0,3453422,CC BY-SA 3.0,https://stackoverflow.com/questions/3453422/why-does-my-button-need-to-be-clicked-twice-for-the-event-handler-to-work-the-fi,"Why does my button need to be clicked twice for the event handler to work the first time, but thereafter just once?",,,,,,,
142,"['javascript', 'google-maps', 'gis', 'openlayers']","{'account_id': 80668, 'reputation': 187, 'user_id': 227964, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/0de92fb7d255ecd2a702c415ece4a761?s=256&d=identicon&r=PG', 'display_name': 'Kumar', 'link': 'https://stackoverflow.com/users/227964/kumar'}",True,2601,2,1,1637836947,1282815234,,3573810,CC BY-SA 2.5,https://stackoverflow.com/questions/3573810/how-to-get-co-ordinates-of-vector-layer-line-points-from-openlayers,how to get co-ordinates of vector layer line points from openlayers?,,3573895.0,,,,,
143,['javascript'],"{'account_id': 645277, 'reputation': 1981, 'user_id': 432731, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/65977b6aa6af0dd3afaf3c6d200c2743?s=256&d=identicon&r=PG', 'display_name': 'Joval', 'link': 'https://stackoverflow.com/users/432731/joval'}",True,652049,11,198,1637583707,1282899656,1555611202.0,3582671,CC BY-SA 4.0,https://stackoverflow.com/questions/3582671/how-to-open-a-local-disk-file-with-javascript,How to open a local disk file with JavaScript?,,,,,,,
144,"['javascript', 'html']","{'account_id': 158243, 'reputation': 2707, 'user_id': 376737, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/717b378ac3ee49ffab1942d7221f9ee4?s=256&d=identicon&r=PG', 'display_name': 'McTrafik', 'link': 'https://stackoverflow.com/users/376737/mctrafik'}",True,162165,8,111,1637368971,1282841741,1637051996.0,3577469,,https://stackoverflow.com/questions/3577469/how-to-determine-which-submit-button-was-pressed-form-onsubmit-event-without-j,"How To Determine Which Submit Button Was Pressed, Form onSubmit Event, Without jQuery",,3577604.0,1370934746.0,exact duplicate,,,
145,"['javascript', 'dom', 'greasemonkey', 'dom-events']","{'account_id': 8081, 'reputation': 24242, 'user_id': 14337, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/77b4790f40b47f0c67676ff7e5f4df85?s=256&d=identicon&r=PG', 'display_name': 'Johan Dahlin', 'link': 'https://stackoverflow.com/users/14337/johan-dahlin'}",True,276656,9,149,1636487015,1282223425,1486129182.0,3522090,CC BY-SA 3.0,https://stackoverflow.com/questions/3522090/event-when-window-location-href-changes,Event when window.location.href changes,,33668370.0,,,,,
