,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,locked_date
742,"['javascript', 'ruby', 'code-translation']","{'account_id': 210125, 'reputation': 6164, 'user_id': 461557, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/chqe8.jpg?s=256&g=1', 'display_name': 'Viren', 'link': 'https://stackoverflow.com/users/461557/viren'}",True,436,3838505.0,1,1,1438618341,1285926229,3838044,CC BY-SA 3.0,https://stackoverflow.com/questions/3838044/javascript-in-ruby,JavaScript in Ruby,1438618341.0,,,,,
743,"['php', 'javascript']","{'account_id': 94901, 'reputation': 1707, 'user_id': 258817, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c128cc2d5d701e22ec89acb79df14eba?s=256&d=identicon&r=PG', 'display_name': 'DiogoNeves', 'link': 'https://stackoverflow.com/users/258817/diogoneves'}",True,17070,3943212.0,7,10,1438564288,1287152998,3943198,CC BY-SA 2.5,https://stackoverflow.com/questions/3943198/parse-a-javascript-file-through-php,Parse a JavaScript file through PHP,,,,,,
744,"['javascript', 'html', 'css', 'passwords']","{'account_id': 104498, 'reputation': 7277, 'user_id': 279362, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/5efd694bcc5d6b75c9ed9f2071a21ac9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/279362/alex'}",True,39930,4004329.0,3,15,1438457642,1287842188,4004313,CC BY-SA 2.5,https://stackoverflow.com/questions/4004313/html-css-how-to-make-password-input-show-the-password,HTML/CSS: How to make &quot;password&quot; input show the password?,,,,,,
745,"['javascript', 'google-chrome', 'clipboard', 'codemirror']","{'account_id': 195071, 'reputation': 6659, 'user_id': 437763, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/149c830b32303a1528b59b090dc08649?s=256&d=identicon&r=PG', 'display_name': 'luchaninov', 'link': 'https://stackoverflow.com/users/437763/luchaninov'}",True,1511,3932142.0,3,1,1438260344,1286798383,3905960,CC BY-SA 2.5,https://stackoverflow.com/questions/3905960/cannot-paste-text-in-codemirror-in-google-chrome,Cannot paste text in CodeMirror in Google Chrome,,,,,,
746,"['javascript', 'filenames']","{'account_id': 137588, 'reputation': 900, 'user_id': 341866, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/1d9d1688b4265bf96834f790c5c69fdd?s=256&d=identicon&r=PG', 'display_name': 'Milkywayfarer', 'link': 'https://stackoverflow.com/users/341866/milkywayfarer'}",True,2387,4044105.0,6,13,1437647088,1288277700,4044085,CC BY-SA 3.0,https://stackoverflow.com/questions/4044085/what-does-used-after-javascript-filename-means,"What does &quot;?&quot;, used after JavaScript filename, means?",1437647088.0,,,,,
747,"['javascript', 'input']","{'account_id': 663417, 'reputation': 23, 'user_id': 488322, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/2259e4b5f17ac81c9649b4acc65247d3?s=256&d=identicon&r=PG', 'display_name': 'anonymous', 'link': 'https://stackoverflow.com/users/488322/anonymous'}",True,12649,,5,2,1437633984,1288150492,4029785,CC BY-SA 3.0,https://stackoverflow.com/questions/4029785/compute-sum-dynamically-with-javascript,compute sum dynamically with javascript,1323500968.0,,,,,
748,"['javascript', 'jquery', 'autocomplete']","{'account_id': 74571, 'reputation': 51, 'user_id': 214200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f7d33aa2bee74941d1034b7ad27a3d6?s=256&d=identicon&r=PG', 'display_name': 'peetj', 'link': 'https://stackoverflow.com/users/214200/peetj'}",True,4688,5259813.0,5,5,1437476609,1287364550,3956046,CC BY-SA 2.5,https://stackoverflow.com/questions/3956046/jquery-ui-autocomplete-not-triggering-a-search-when-entering-a-hitherto-searched,jQuery UI Autocomplete not triggering a search when entering a hitherto searched for term,,,,,,
749,['javascript'],"{'account_id': 214304, 'reputation': 1887, 'user_id': 468202, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/3VMt8.jpg?s=256&g=1', 'display_name': 'Seeker', 'link': 'https://stackoverflow.com/users/468202/seeker'}",True,15710,3958132.0,3,3,1436812861,1287395743,3958057,CC BY-SA 2.5,https://stackoverflow.com/questions/3958057/making-a-javascript-yes-no-confirmation-box,Making a Javascript Yes/No Confirmation Box?,1287396109.0,,,,,
750,"['javascript', 'git', 'build', 'maven', 'minify']","{'account_id': 77238, 'reputation': 26427, 'user_id': 220599, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/7c9d7ad07d30a60c44d9bb236dcaefe5?s=256&d=identicon&r=PG', 'display_name': 'Tauren', 'link': 'https://stackoverflow.com/users/220599/tauren'}",True,23922,3966031.0,3,51,1436801658,1287469470,3965801,CC BY-SA 2.5,https://stackoverflow.com/questions/3965801/maven-plugin-for-versioning-and-minifying-javascript,Maven plugin for versioning and minifying javascript,,,,,,
751,"['javascript', 'php', 'delete-file']","{'account_id': 93815, 'reputation': 1372, 'user_id': 256480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5469c4b822cf3ebc8afb6a00ab409550?s=256&d=identicon&r=PG', 'display_name': 'Rachel', 'link': 'https://stackoverflow.com/users/256480/rachel'}",True,1213,,2,1,1436624581,1287978504,4011792,CC BY-SA 3.0,https://stackoverflow.com/questions/4011792/how-to-delete-a-client-side-file-using-php,How to delete a client side file using PHP?,1436624581.0,,,,,
752,['javascript'],"{'account_id': 38273, 'reputation': 16238, 'user_id': 109749, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/fc62b586b7a6e298551ac69188390bb8?s=256&d=identicon&r=PG', 'display_name': 'jcolebrand', 'link': 'https://stackoverflow.com/users/109749/jcolebrand'}",True,5921,3945373.0,7,16,1436433875,1287169354,3945259,,https://stackoverflow.com/questions/3945259/whats-up-with-return-function-in-javascript-anonymous-functions-nowadays,What&#39;s up with `return function()` in javascript anonymous functions nowadays? (BEST PRACTICES),1354404410.0,,1354414615.0,not constructive,,
753,"['javascript', 'html', 'css', 'responsive-design']","{'account_id': 145121, 'reputation': 2009, 'user_id': 354696, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/1a535929ada949b3122a8020c693ebf9?s=256&d=identicon&r=PG', 'display_name': 'Matteo', 'link': 'https://stackoverflow.com/users/354696/matteo'}",True,275,3892765.0,3,1,1436196044,1286557142,3892713,CC BY-SA 3.0,https://stackoverflow.com/questions/3892713/how-use-the-right-css-for-a-device,how use the right css for a device,1436196044.0,,,,,
754,"['javascript', 'api', 'google-chrome']","{'account_id': 643336, 'reputation': 113, 'user_id': 426400, 'user_type': 'unregistered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4432e5bdab61d1051422e6cd4825ae2d?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/426400/tom'}",True,262,3904610.0,2,1,1435939195,1286785472,3904592,,https://stackoverflow.com/questions/3904592/is-there-any-public-api-to-access-the-current-timestamp-using-javascript,Is there any public API to access the current timestamp using javascript?,,,1522751516.0,Not suitable for this site,,
755,"['javascript', 'jquery', 'vb.net']","{'account_id': 752031, 'reputation': 401, 'user_id': 463200, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/aaae281a9b889f69ec757457b3643942?s=256&d=identicon&r=PG', 'display_name': 'bill', 'link': 'https://stackoverflow.com/users/463200/bill'}",True,381,3834061.0,1,2,1435683472,1285874224,3834030,CC BY-SA 3.0,https://stackoverflow.com/questions/3834030/how-do-i-call-a-jq-function-from-vb-net-code-behind,How do I call a jq function from vb.net code behind?,1435679657.0,,,,,
756,"['javascript', 'http', 'iframe', 'response']","{'account_id': 220027, 'reputation': 1, 'user_id': 477242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c90829eff68a29d50e89474372b3fe29?s=256&d=identicon&r=PG', 'display_name': 'user477242', 'link': 'https://stackoverflow.com/users/477242/user477242'}",True,2881,,2,0,1435451540,1287164712,3944685,CC BY-SA 2.5,https://stackoverflow.com/questions/3944685/read-http-response-from-iframe-src-using-javascript,read http response from iframe src using javascript,,,,,,
757,"['javascript', 'network-programming']","{'account_id': 152980, 'reputation': 5148, 'user_id': 367916, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2cc06c56fb6ab3d98d25f7c30c81fd10?s=256&d=identicon&r=PG', 'display_name': 'thejoshwolfe', 'link': 'https://stackoverflow.com/users/367916/thejoshwolfe'}",True,3804,31083371.0,6,7,1435359812,1286663512,3898140,CC BY-SA 2.5,https://stackoverflow.com/questions/3898140/is-it-possible-to-make-real-time-network-games-in-javascript,Is it possible to make real-time network games in JavaScript,,,,,,
758,"['javascript', 'layout', 'magento', 'header']","{'account_id': 214516, 'reputation': 201, 'user_id': 468530, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/09d8cb3f3dcacfa7002a124ec67ece06?s=256&d=identicon&r=PG', 'display_name': '30Stack', 'link': 'https://stackoverflow.com/users/468530/30stack'}",True,66416,,3,15,1434803983,1286404766,3877436,CC BY-SA 2.5,https://stackoverflow.com/questions/3877436/location-of-head-phtml-in-magento,Location of head.phtml in Magento,1286411737.0,,,,,
759,"['javascript', 'c#', 'ajax', 'asp.net-mvc', 'yahoo-api']","{'account_id': 106837, 'reputation': 2503, 'user_id': 284405, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/dff865eb0a92eba6cde9394a750616e5?s=256&d=identicon&r=PG', 'display_name': 'podeig', 'link': 'https://stackoverflow.com/users/284405/podeig'}",False,577,,1,0,1434466460,1288082749,4021998,CC BY-SA 3.0,https://stackoverflow.com/questions/4021998/how-to-send-data-to-controller-by-using-yahoo-connect-and-json,How to send data to controller by using YAHOO connect and json,1434466460.0,,,,,
760,"['javascript', 'web', 'mp3', 'media-player']","{'account_id': 3052, 'reputation': 2726, 'user_id': 4318, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/02136142a9fb53b5a433e5d2f96c43b6?s=256&d=identicon&r=PG', 'display_name': 'EfficionDave', 'link': 'https://stackoverflow.com/users/4318/efficiondave'}",True,246,3992002.0,1,0,1434466435,1287688334,3991032,CC BY-SA 3.0,https://stackoverflow.com/questions/3991032/how-to-get-the-yahoos-mediaplayer-javascript-to-ignore-certain-file-types,How to get the yahoo&#39;s mediaplayer javascript to ignore certain file types?,1434466435.0,,,,,
761,"['c#', 'javascript', 'com', 'ms-office', 'comvisible']","{'account_id': 47550, 'reputation': 7262, 'user_id': 140899, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/87f65ffd4afc674fc01febf101ecb8a6?s=256&d=identicon&r=PG', 'display_name': 'MemoryLeak', 'link': 'https://stackoverflow.com/users/140899/memoryleak'}",True,532,4011391.0,1,3,1434216031,1287970555,4011364,CC BY-SA 2.5,https://stackoverflow.com/questions/4011364/any-possibility-to-call-c-function-with-javascript,any possibility to call C# function with javascript?,,,,,,
762,"['javascript', 'scope', 'closures', 'this']","{'account_id': 88524, 'reputation': 11549, 'user_id': 244780, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/hzjzi.jpg?s=256&g=1', 'display_name': 'hackerhasid', 'link': 'https://stackoverflow.com/users/244780/hackerhasid'}",True,3344,3883776.0,3,3,1433768704,1286468542,3883691,CC BY-SA 3.0,https://stackoverflow.com/questions/3883691/this-keyword-inside-closure,&quot;this&quot; keyword inside closure,1433768704.0,,,,,
763,"['java', 'javascript', 'html', 'jsp']","{'account_id': 205874, 'reputation': 1191, 'user_id': 454848, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/55bc9bad7398e9f04c8e6042a088bf5a?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/454848/john'}",True,8485,3977275.0,7,6,1433425946,1287573628,3977199,CC BY-SA 2.5,https://stackoverflow.com/questions/3977199/unterminated-string-constant,Unterminated string constant,1287574583.0,,,,,
764,"['javascript', 'html', 'local-storage']","{'account_id': 99967, 'reputation': 2673, 'user_id': 269737, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d8dcf992e0b2b5fc339c2254d9a7e932?s=256&d=identicon&r=PG&f=1', 'display_name': 'intl', 'link': 'https://stackoverflow.com/users/269737/intl'}",True,11463,,2,5,1433394026,1287409771,3959817,CC BY-SA 2.5,https://stackoverflow.com/questions/3959817/html5-local-storage-sort,HTML5 local storage sort,,,,,,
765,"['javascript', 'asp.net', '.net', 'validation']","{'account_id': 81032, 'reputation': 20188, 'user_id': 228755, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/7638ffbf7f45969ce708f319e5edea98?s=256&d=identicon&r=PG', 'display_name': 'Azhar', 'link': 'https://stackoverflow.com/users/228755/azhar'}",True,72677,3968153.0,2,39,1432357220,1287482160,3967161,CC BY-SA 3.0,https://stackoverflow.com/questions/3967161/how-to-check-page-validate-on-client-side-javascript-in-asp-net,How to check Page.Validate() on client side (JavaScript) in ASP.Net?,1432357164.0,,,,,
766,"['javascript', 'jquery', 'google-maps', 'google-maps-api-3']","{'account_id': 199201, 'reputation': 522, 'user_id': 444340, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/UCHTR.jpg?s=256&g=1', 'display_name': 'Pedro Gil', 'link': 'https://stackoverflow.com/users/444340/pedro-gil'}",True,11580,3839103.0,1,12,1432249311,1285935717,3839074,CC BY-SA 2.5,https://stackoverflow.com/questions/3839074/google-maps-v3-map-container-selector-using-jquery,Google maps (V3) - Map container selector (using jquery),,,,,,
767,"['javascript', 'python', 'html', 'css', 'user-interface']","{'account_id': 211531, 'reputation': 25452, 'user_id': 463758, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/105689a9cb392f18c1d0b27ed0cf657f?s=256&d=identicon&r=PG&f=1', 'display_name': 'balki', 'link': 'https://stackoverflow.com/users/463758/balki'}",True,4690,3839449.0,10,11,1432226450,1285936900,3839216,CC BY-SA 3.0,https://stackoverflow.com/questions/3839216/how-to-write-a-desktop-application-which-uses-html-and-css-for-user-interface-an,how to write a desktop application which uses HTML and CSS for user interface and python/perl/c++/java for the processing?,1340573141.0,,,,,
768,"['javascript', 'google-maps', 'google-maps-api-3', 'google-api', 'google-maps-api-2']","{'account_id': 85686, 'reputation': 6196, 'user_id': 238748, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/4d4e5d3cfabc5b95871520a23cb2e4a8?s=256&d=identicon&r=PG', 'display_name': 'Vishwanath', 'link': 'https://stackoverflow.com/users/238748/vishwanath'}",True,4685,3840258.0,1,3,1431990293,1285934962,3838979,CC BY-SA 3.0,https://stackoverflow.com/questions/3838979/upgrading-to-v3-from-v2-of-google-maps-api-suggestions,"Upgrading to v3 from v2 of google maps API, suggestions",1356537236.0,,,,,
769,"['javascript', 'netsuite']","{'account_id': 76710, 'reputation': 3924, 'user_id': 219405, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ea049404239c6e3190f05fb2480fda46?s=256&d=identicon&r=PG', 'display_name': 'Addsy', 'link': 'https://stackoverflow.com/users/219405/addsy'}",True,1923,4067882.0,2,3,1431659874,1288198774,4035700,CC BY-SA 3.0,https://stackoverflow.com/questions/4035700/looking-for-netsuite-wsdk-documentation,Looking for Netsuite WSDK Documentation,1431659874.0,,,,,
770,"['javascript', 'jquery', 'programming-languages', 'frontend']","{'account_id': 30799, 'reputation': 144745, 'user_id': 84201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cce99e9bf6154703d8ecdf474a750bd?s=256&d=identicon&r=PG', 'display_name': 'Jitendra Vyas', 'link': 'https://stackoverflow.com/users/84201/jitendra-vyas'}",True,575,,2,1,1431517487,1286213373,3857635,CC BY-SA 2.5,https://stackoverflow.com/questions/3857635/are-there-any-good-videos-to-learn-programming-basics-which-are-required-to-lear,Are there any good videos to learn programming basics which are required to learn javascript?,1286215585.0,,,,,
771,"['java', 'javascript', 'ajax', 'jetty']","{'account_id': 662989, 'reputation': 151, 'user_id': 487684, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/31593babacef6c2dfc37ebe09d37d18d?s=256&d=identicon&r=PG', 'display_name': 'Jorgen', 'link': 'https://stackoverflow.com/users/487684/jorgen'}",True,2005,,2,15,1431445441,1288100759,4024275,CC BY-SA 2.5,https://stackoverflow.com/questions/4024275/jetty-preflight-and-ajax,"Jetty, preflight and ajax",1288101105.0,,,,,
772,"['javascript', 'django', 'google-maps', 'coding-style', 'django-templates']","{'account_id': 173713, 'reputation': 147, 'user_id': 402580, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/d62bd6002b7fb26f6b1ca710a4e798f2?s=256&d=identicon&r=PG', 'display_name': 'MonkeyBoo', 'link': 'https://stackoverflow.com/users/402580/monkeyboo'}",True,3638,,1,3,1431423104,1288291821,4046203,CC BY-SA 3.0,https://stackoverflow.com/questions/4046203/is-it-ok-to-use-django-template-tag-inside-js-script,Is it ok to use Django Template Tag inside JS script,1431423104.0,,,,,
773,"['javascript', 'replace']","{'account_id': 146830, 'reputation': 1434, 'user_id': 357546, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/fee52864849c32a02acea2f17358bbf6?s=256&d=identicon&r=PG', 'display_name': 's427', 'link': 'https://stackoverflow.com/users/357546/s427'}",True,29022,4050213.0,2,23,1431120766,1288340912,4050206,CC BY-SA 2.5,https://stackoverflow.com/questions/4050206/replace-all-the-dots-in-a-number,Replace all the dots in a number,1288344226.0,,,,,
774,"['javascript', 'url', 'browser']","{'account_id': 21765, 'reputation': 1155, 'user_id': 53175, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/889c4973d65a74ae9d36e399f81c2494?s=256&d=identicon&r=PG', 'display_name': 'angelfilm entertainment', 'link': 'https://stackoverflow.com/users/53175/angelfilm-entertainment'}",True,4289,4028126.0,4,1,1430954693,1288127698,4028094,CC BY-SA 3.0,https://stackoverflow.com/questions/4028094/getting-url-from-a-child-iframe,Getting URL from a child iframe,1430954693.0,,,,,
775,"['php', 'javascript', 'timestamp']","{'account_id': 89563, 'reputation': 6503, 'user_id': 247029, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/514a50bbce9943df67e1419aa969a125?s=256&d=identicon&r=PG', 'display_name': 'Joshua', 'link': 'https://stackoverflow.com/users/247029/joshua'}",True,6860,4002567.0,3,5,1430312024,1287809878,4002547,CC BY-SA 3.0,https://stackoverflow.com/questions/4002547/what-is-the-php-equivalent-of-javascripts-date-utc-command,What is the PHP equivalent of Javascript&#39;s Date.UTC command?,1429222924.0,,,,,
776,"['javascript', 'jquery', 'form-submit']","{'account_id': 113347, 'reputation': 1114, 'user_id': 298556, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/4187b347277668c705757dc044e0d81a?s=256&d=identicon&r=PG', 'display_name': 'Claudio', 'link': 'https://stackoverflow.com/users/298556/claudio'}",True,20028,3847840.0,5,12,1430071163,1286052803,3847492,CC BY-SA 2.5,https://stackoverflow.com/questions/3847492/jquery-not-posting-all-inputs-of-a-form-after-the-append,jQuery not posting all inputs of a form after the .append(),1286066656.0,,,,,
777,"['javascript', 'jquery', 'jquery-ui']","{'account_id': 39580, 'reputation': 380442, 'user_id': 114251, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/sNLiB.jpg?s=256&g=1', 'display_name': 'Arun P Johny', 'link': 'https://stackoverflow.com/users/114251/arun-p-johny'}",True,14920,4181371.0,7,10,1429926188,1288077534,4021470,CC BY-SA 2.5,https://stackoverflow.com/questions/4021470/how-to-handle-events-in-jquery-ui-widgets,How to handle events in jQuery UI widgets,1292412379.0,,,,,
778,['javascript'],"{'account_id': 652501, 'reputation': 209, 'user_id': 445564, 'user_type': 'unregistered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/de578a1d72ec2643b14ecf40e6e0aa25?s=256&d=identicon&r=PG', 'display_name': 'Lennie', 'link': 'https://stackoverflow.com/users/445564/lennie'}",True,23558,3838779.0,4,18,1429803420,1285930451,3838493,,https://stackoverflow.com/questions/3838493/distance-between-two-geo-locations,Distance Between Two GEO Locations,1300139915.0,,1411463362.0,Duplicate,,
779,"['java', 'javascript', 'runtime', 'compilation', 'rhino']","{'account_id': 100728, 'reputation': 93, 'user_id': 271383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc3ad077f91fd08096cb6ed17f921180?s=256&d=identicon&r=PG', 'display_name': 'aexyl93', 'link': 'https://stackoverflow.com/users/271383/aexyl93'}",True,9669,,4,6,1429460655,1285983336,3843996,CC BY-SA 2.5,https://stackoverflow.com/questions/3843996/how-to-compile-rhino-javascript-files-to-class-bytecode-for-java-at-runtime,How to compile rhino/javascript files to .class bytecode for java at runtime,,,,,,
780,"['javascript', 'html']","{'account_id': 176823, 'reputation': 4216, 'user_id': 407756, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/c6575802d128ee534e657e23fd9068ac?s=256&d=identicon&r=PG', 'display_name': 'chromedude', 'link': 'https://stackoverflow.com/users/407756/chromedude'}",True,106,4061367.0,2,0,1429291675,1288485959,4061350,CC BY-SA 2.5,https://stackoverflow.com/questions/4061350/is-this-the-correct-way-to-check-with-javascript-if-a-radio-button-is-checked,Is this the correct way to check with javascript if a radio button is checked?,,,,,,
781,"['javascript', 'jquery', 'html', 'jquery-ui']","{'account_id': 194866, 'reputation': 139, 'user_id': 437440, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/2cb4f4a6fdadb6dd42814f024b5fbf6d?s=256&d=identicon&r=PG', 'display_name': 'Mitchell Guimont', 'link': 'https://stackoverflow.com/users/437440/mitchell-guimont'}",True,10066,3859030.0,3,10,1429083098,1286223880,3858841,CC BY-SA 2.5,https://stackoverflow.com/questions/3858841/input-text-box-not-editable-with-jquery-draggable,Input text box not editable with jQuery Draggable?,,,,,,
782,['javascript'],"{'account_id': 167636, 'reputation': 10132, 'user_id': 392572, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/83016a86a83711ec17d5968467d33c5f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike Rifgin', 'link': 'https://stackoverflow.com/users/392572/mike-rifgin'}",True,30166,3982928.0,6,28,1429081729,1287611705,3982663,CC BY-SA 3.0,https://stackoverflow.com/questions/3982663/falsey-values-in-javascript,Falsey values in JavaScript,1428693496.0,,,,,
783,"['javascript', 'jquery', 'checkbox', 'show-hide']","{'account_id': 57738, 'reputation': 3561, 'user_id': 172964, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/dac89d5507bf98bba513d511dc594afd?s=256&d=identicon&r=PG', 'display_name': 'Brooke.', 'link': 'https://stackoverflow.com/users/172964/brooke'}",True,5244,3860641.0,3,4,1428827803,1286248760,3860629,CC BY-SA 2.5,https://stackoverflow.com/questions/3860629/show-hide-content-depending-if-a-checkbox-is-checked,show hide content depending if a checkbox is checked,,,,,,
784,"['javascript', 'asp.net', 'asynchronous', 'asynchronous-postback']","{'account_id': 118974, 'reputation': 22022, 'user_id': 310370, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9e2286b1ad0b7f20a5dbe9114a0a1bda?s=256&d=identicon&r=PG', 'display_name': 'MonsterMMORPG', 'link': 'https://stackoverflow.com/users/310370/monstermmorpg'}",True,7551,3948461.0,3,1,1428406000,1287223170,3948417,CC BY-SA 2.5,https://stackoverflow.com/questions/3948417/how-to-keep-whole-page-scroll-position-after-asynchronous-postback,How to keep whole page scroll position after asynchronous postback,1287223744.0,,,,,
785,"['javascript', 'jquery', 'regex', 'unicode']","{'account_id': 33759, 'reputation': 35159, 'user_id': 94813, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/309b6e38fe3e1f926bfd6de600ce0346?s=256&d=identicon&r=PG', 'display_name': 'Rakesh Juyal', 'link': 'https://stackoverflow.com/users/94813/rakesh-juyal'}",True,14116,4043334.0,8,14,1428173713,1288272066,4043307,CC BY-SA 3.0,https://stackoverflow.com/questions/4043307/why-this-regex-is-not-working-for-german-words,Why this regex is not working for german words?,1495540467.0,,,,,
786,"['php', 'javascript', 'google-maps', 'geolocation', 'maps']","{'account_id': 228980, 'reputation': 2684, 'user_id': 491634, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/Snsnw.jpg?s=256&g=1', 'display_name': 'Lupo', 'link': 'https://stackoverflow.com/users/491634/lupo'}",True,1374,4056017.0,2,0,1428043048,1288378608,4054979,CC BY-SA 2.5,https://stackoverflow.com/questions/4054979/how-to-link-to-database-with-coordinates-to-a-google-map,How to link to database with coordinates to a Google Map,1288381709.0,,,,,
787,"['javascript', 'desktop', 'spotify']","{'account_id': 79263, 'reputation': 87794, 'user_id': 224922, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/0cd3969d4631c7ef1da736d816f1af72?s=256&d=identicon&r=PG', 'display_name': 'never_had_a_name', 'link': 'https://stackoverflow.com/users/224922/never-had-a-name'}",True,4147,3835248.0,5,2,1427920555,1285885328,3835238,CC BY-SA 2.5,https://stackoverflow.com/questions/3835238/spotify-desktop-app-is-developed-with-javascript,Spotify desktop app is developed with javascript?,,,,,,
788,"['javascript', 'jquery', 'html', 'css']","{'account_id': 657776, 'reputation': 249, 'user_id': 471961, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/edf0be6f27738ee7344f767f8e066274?s=256&d=identicon&r=PG', 'display_name': 'JohnMax', 'link': 'https://stackoverflow.com/users/471961/johnmax'}",True,13438,,7,9,1426841471,1286795769,3905677,CC BY-SA 3.0,https://stackoverflow.com/questions/3905677/how-do-i-add-drop-shadow-to-select-element-in-html,How do I add drop shadow to Select element in HTML?,1426840696.0,,,,,
789,"['javascript', 'jquery', 'html', 'offset', 'dom-node']","{'account_id': 19582, 'reputation': 8302, 'user_id': 45974, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/04361eba6e039eecdd3458e2545f03e6?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/45974/tom'}",True,1238,3950217.0,1,3,1426625855,1287252089,3950111,CC BY-SA 3.0,https://stackoverflow.com/questions/3950111/get-offset-of-node-in-whole-html-document-in-javascript,Get offset of node in whole html document in Javascript?,1397070581.0,,,,,
