,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason
47,"['javascript', 'node.js', 'autodesk-forge']","{'account_id': 25820305, 'reputation': 1, 'user_id': 19559532, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlxc2vppWtk339KnOANZvV7eMPoFhNpUuOkxO4k=k-s256', 'display_name': 'm.Adam', 'link': 'https://stackoverflow.com/users/19559532/m-adam'}",False,25,,0,0,1668502767,1661378650,,73479936,CC BY-SA 4.0,https://stackoverflow.com/questions/73479936/extract-dashboards-to-excel-from-forge,Extract dashboards to excel from forge,,,,
48,"['javascript', 'reactjs', 'create-react-app', 'tailwind-css', 'react-app-rewired']","{'account_id': 6778379, 'reputation': 6049, 'user_id': 7346647, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://lh4.googleusercontent.com/-hXBtR3F--CM/AAAAAAAAAAI/AAAAAAAAAjk/W6Ylpqj5y50/photo.jpg?sz=256', 'display_name': 'margherita pizza', 'link': 'https://stackoverflow.com/users/7346647/margherita-pizza'}",False,122,,1,1,1668481193,1660544514,,73357487,CC BY-SA 4.0,https://stackoverflow.com/questions/73357487/react-app-rewired-not-working-with-tailwind-css,react-app-rewired not working with tailwind css,,,,
49,"['javascript', 'reactjs', 'material-ui', 'pagination']","{'account_id': 5834603, 'reputation': 145, 'user_id': 4598078, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2c386810fed8bd184335243bd4dfefd0?s=256&d=identicon&r=PG&f=1', 'display_name': 'alcol92', 'link': 'https://stackoverflow.com/users/4598078/alcol92'}",True,434,73481447.0,2,5,1668445103,1661378670,,73479938,CC BY-SA 4.0,https://stackoverflow.com/questions/73479938/mui-tablepagination-adding-ability-to-select-page-number,MUI TablePagination adding ability to select page number,,,,
50,"['javascript', 'reactjs', 'next.js', 'http-status-code-404']","{'account_id': 25609084, 'reputation': 21, 'user_id': 19382781, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47fb56dad518f0ed33ef5e12b4bb441f?s=256&d=identicon&r=PG', 'display_name': 'Anurag Deep', 'link': 'https://stackoverflow.com/users/19382781/anurag-deep'}",True,336,73770624.0,1,1,1668443074,1660279581,,73329365,CC BY-SA 4.0,https://stackoverflow.com/questions/73329365/nextjs-ssgmanifest-js-buildmanifest-js-404-and-different-name-for-file-app,"NextJs | _ssgManifest.js, _buildManifest.js 404 and different name for file _app _#### on server build and browser",,,,
51,"['javascript', 'wordpress', 'wp-enqueue-scripts']","{'account_id': 26081013, 'reputation': 1, 'user_id': 19779178, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0de09442b486414ed554e0edae3abc88?s=256&d=identicon&r=PG', 'display_name': 'carbonrich', 'link': 'https://stackoverflow.com/users/19779178/carbonrich'}",False,73,,1,0,1668437742,1660684210,1660720824.0,73380383,CC BY-SA 4.0,https://stackoverflow.com/questions/73380383/how-to-get-this-wp-script-loader-tag-working,How to get this WP script_loader_tag working?,,,,
52,"['javascript', 'hardhat', 'ether']","{'account_id': 26126788, 'reputation': 1, 'user_id': 19818098, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqUHKYDrNJme7NXKhirHnhztjAJ4o5DqrvDCjyT=k-s256', 'display_name': 'Lokesh Tuli', 'link': 'https://stackoverflow.com/users/19818098/lokesh-tuli'}",False,309,,2,0,1668427466,1661152056,1661152178.0,73441326,CC BY-SA 4.0,https://stackoverflow.com/questions/73441326/typeerror-cannot-read-properties-of-undefined-reading-getbalance-getting,TypeError: Cannot read properties of undefined (reading &#39;getBalance&#39;) - Getting this error when trying to get a balance for an address,,,,
53,"['javascript', 'react-native', 'authentication', 'graphql', 'jwt']","{'account_id': 18440975, 'reputation': 293, 'user_id': 14173752, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a4ea1bc981efc640e7c0844be791372?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mohammad Khan', 'link': 'https://stackoverflow.com/users/14173752/mohammad-khan'}",True,326,,3,7,1668424516,1660238490,1668169599.0,73324655,CC BY-SA 4.0,https://stackoverflow.com/questions/73324655/invalid-token-specified-in-react-native-jwt-authentication,Invalid Token Specified in React Native (JWT Authentication),,,,
54,"['javascript', 'regex', 'match', 'whitespace']","{'account_id': 25460676, 'reputation': 35, 'user_id': 19260499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/851cab7c9cd7a4e6198948eab6505b23?s=256&d=identicon&r=PG', 'display_name': 'user19260499', 'link': 'https://stackoverflow.com/users/19260499/user19260499'}",True,59,73265213.0,2,-1,1668315779,1659849158,1668315779.0,73265048,,https://stackoverflow.com/questions/73265048/how-to-remove-whitespaces-in-a-regular-expression-using-match-instead-of-split,How to remove whitespaces in a regular expression using match instead of split?,,,1659902454.0,Duplicate
55,"['javascript', 'reactjs', 'file', 'upload', 'pinata']","{'account_id': 13112141, 'reputation': 21, 'user_id': 11956811, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gKtvU.jpg?s=256&g=1', 'display_name': 'ShoaibShebi', 'link': 'https://stackoverflow.com/users/11956811/shoaibshebi'}",False,30,,1,0,1668308365,1661686241,1661686296.0,73518283,CC BY-SA 4.0,https://stackoverflow.com/questions/73518283/how-to-pin-file-to-pinata-and-also-pin-json-to-pinata-using-react-js,How to pin file to Pinata and also pin json to Pinata using react js,,,,
56,"['javascript', 'class', 'ecmascript-6']","{'account_id': 18365332, 'reputation': 4400, 'user_id': 13376511, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KB2Aw.png?s=256&g=1', 'display_name': 'Michael M.', 'link': 'https://stackoverflow.com/users/13376511/michael-m'}",True,57,73312636.0,1,0,1668294442,1660164634,1668294442.0,73312567,CC BY-SA 4.0,https://stackoverflow.com/questions/73312567/workaround-to-give-an-es6-class-multiple-constructors,Workaround to give an ES6 class multiple constructors?,,,,
57,"['javascript', 'reactjs', 'blockchain', 'metamask', 'wallet-connect']","{'account_id': 23207729, 'reputation': 61, 'user_id': 17301686, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FRKHe.jpg?s=256&g=1', 'display_name': 'SKD', 'link': 'https://stackoverflow.com/users/17301686/skd'}",False,327,,1,2,1668278254,1659760308,,73257191,CC BY-SA 4.0,https://stackoverflow.com/questions/73257191/walletconnect-error-uncaught-in-promise-typeerror-o-getsubtlecrypto-is-un,WalletConnect Error : Uncaught (in promise) TypeError: o.getSubtleCrypto() is undefined ( while running it in test server ),,,,
58,"['javascript', 'css', 'reactjs', 'antd']","{'account_id': 14797295, 'reputation': 4912, 'user_id': 10686620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad44a041252c316ba3abc7b1978d2107?s=256&d=identicon&r=PG&f=1', 'display_name': 'CCCC', 'link': 'https://stackoverflow.com/users/10686620/cccc'}",False,295,,3,0,1668264421,1660032034,,73288375,CC BY-SA 4.0,https://stackoverflow.com/questions/73288375/ant-design-custom-spacing-between-menu-item,Ant design - custom spacing between menu item,,,,
59,"['javascript', 'node.js', 'reactjs']","{'account_id': 25956171, 'reputation': 1, 'user_id': 19673490, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3dc8be72ccc5fe48eabbf0913ba30ed7?s=256&d=identicon&r=PG', 'display_name': 'ardit zogjanu', 'link': 'https://stackoverflow.com/users/19673490/ardit-zogjanu'}",False,53,,1,-2,1668230748,1659439435,1659439610.0,73206726,CC BY-SA 4.0,https://stackoverflow.com/questions/73206726/error-for-cors-policy-on-node-js-app-and-react,Error for cors policy on node js app and react,,,,
60,"['javascript', 'reactjs', 'react-hooks']","{'account_id': 13387291, 'reputation': 11, 'user_id': 9660743, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69935405434cb97931d5f7f46166ba39?s=256&d=identicon&r=PG&f=1', 'display_name': 'henrykohl', 'link': 'https://stackoverflow.com/users/9660743/henrykohl'}",True,52,,1,1,1668225764,1660980804,1668225764.0,73424874,CC BY-SA 4.0,https://stackoverflow.com/questions/73424874/is-it-always-true-that-the-react-usestate-setter-is-not-reflecting-a-change-imme,Is it always true that the React usestate setter is not reflecting a change immediately in any condition? What if the usestate is used in onChange?,,,,
61,"['javascript', 'icons', 'hide', 'show']","{'account_id': 25304962, 'reputation': 59, 'user_id': 19128646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d70506953dffc9afb431684d3e968805?s=256&d=identicon&r=PG', 'display_name': 'DeziLuv', 'link': 'https://stackoverflow.com/users/19128646/deziluv'}",True,154,73217942.0,2,1,1668203875,1659511638,1668203875.0,73217804,CC BY-SA 4.0,https://stackoverflow.com/questions/73217804/hide-and-show-balance-with-icon-click-javascript,Hide and Show balance with icon click JavaScript,,,,
62,"['javascript', 'reactjs', 'npm', 'ionic-framework', 'pannellum']","{'account_id': 24526682, 'reputation': 21, 'user_id': 18439052, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxQXp2CBXq1wWJuynIGfJGV7v17PovSEdVJEXA9CA=k-s256', 'display_name': 'NoobMaster69', 'link': 'https://stackoverflow.com/users/18439052/noobmaster69'}",True,115,73342018.0,1,2,1668196222,1660366714,1668196222.0,73341708,CC BY-SA 4.0,https://stackoverflow.com/questions/73341708/how-to-install-react-pannellum-library-to-react-ionic,how to install react-pannellum library to react/ionic,,,,
63,"['javascript', 'string', 'web', 'search', 'google-search']","{'account_id': 15448215, 'reputation': 9, 'user_id': 19708025, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-qTuqkXPhzDc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcTlInFM9TgUEUDs5pxO9Zz2n_m8Q/mo/photo.jpg?sz=256', 'display_name': 'joaquim vilhena', 'link': 'https://stackoverflow.com/users/19708025/joaquim-vilhena'}",False,60,,1,1,1668162723,1659817209,1661257580.0,73263018,CC BY-SA 4.0,https://stackoverflow.com/questions/73263018/google-search-with-a-fixed-string-and-a-user-editable-string,Google search with a fixed string and a user editable string,,,,
64,"['javascript', 'reactjs', 'react-native', 'object', 'react-hooks']","{'account_id': 23572463, 'reputation': 73, 'user_id': 17612468, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzDpX_BNAaP8xe_hRbr4-ejDMbms2bzc3kVDTTV=k-s256', 'display_name': 'Shanu Singh', 'link': 'https://stackoverflow.com/users/17612468/shanu-singh'}",True,42,,2,-1,1668158743,1660657932,1668158732.0,73375154,CC BY-SA 4.0,https://stackoverflow.com/questions/73375154/update-complex-object-using-setstate,Update complex object using setState,,,,
65,"['javascript', 'reactjs', 'styled-components']","{'account_id': 20346443, 'reputation': 96, 'user_id': 14924191, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-9FktORpIobE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmagijAA4KW1s075MRpO8kbDCURuA/s96-c/photo.jpg?sz=256', 'display_name': 'daniel sas', 'link': 'https://stackoverflow.com/users/14924191/daniel-sas'}",False,38,,1,0,1668158564,1661429554,1668158564.0,73487295,CC BY-SA 4.0,https://stackoverflow.com/questions/73487295/toggle-classes-in-react-styled-components-with-react-responsive-library,Toggle classes in react styled components with react-responsive library,,,,
66,"['javascript', 'reactjs', 'next.js']","{'account_id': 3104123, 'reputation': 208, 'user_id': 2627434, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/7d88b3f6cee34bb31b736a0dc2f66ffe?s=256&d=identicon&r=PG', 'display_name': 'Ash', 'link': 'https://stackoverflow.com/users/2627434/ash'}",True,187,,2,0,1668144378,1660753247,1660760509.0,73391849,CC BY-SA 4.0,https://stackoverflow.com/questions/73391849/dynamic-routes-not-working-when-app-is-exported-to-static-files,Dynamic routes not working when app is exported to static files,,,,
67,"['javascript', 'reactjs', 'playwright']","{'account_id': 10584780, 'reputation': 1570, 'user_id': 7797500, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/72def50d8c82a705f7497d6219edb3fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'D.Hodges', 'link': 'https://stackoverflow.com/users/7797500/d-hodges'}",False,83,,1,0,1668130228,1661809627,,73535014,CC BY-SA 4.0,https://stackoverflow.com/questions/73535014/undefined-error-global-config-has-not-been-defined-yet-playwright-component,undefined: Error: Global config has not been defined yet - Playwright component test,,,,
68,"['javascript', 'show', 'solid-js']","{'account_id': 26153502, 'reputation': 67, 'user_id': 19841085, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlRLuvxrpTCfeBwc-pEetsjnN-E4P7h3c36ckv_=k-s256', 'display_name': 'Goune Kenfack', 'link': 'https://stackoverflow.com/users/19841085/goune-kenfack'}",True,113,,2,2,1668090793,1661727007,,73522816,CC BY-SA 4.0,https://stackoverflow.com/questions/73522816/why-cant-i-show-my-solid-js-button-using-the-show-conditional-method-after-i,Why can&#39;t I show my solid-js button using the &lt;Show&gt; conditional method after I assign a value to my variable?,,,,
69,"['javascript', 'node.js', 'ejs']","{'account_id': 26051599, 'reputation': 1, 'user_id': 19754708, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqnvOpeT4ZYTZ3bc77BMnJ-LcLBhqY_4fsZLqY49Q=k-s256', 'display_name': 'royer alexis', 'link': 'https://stackoverflow.com/users/19754708/royer-alexis'}",False,86,,1,0,1668080520,1661559964,,73507575,CC BY-SA 4.0,https://stackoverflow.com/questions/73507575/nodejs-and-ejs-var-is-not-defined,nodejs and ejs : &quot;var&quot; is not defined,,,,
70,"['javascript', 'audio', 'web-audio-api', 'audio-recording', 'scriptprocessornode']","{'account_id': 1763444, 'reputation': 6735, 'user_id': 1762051, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/64f024d7caf9fde67a8ca7c70c626db0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alok', 'link': 'https://stackoverflow.com/users/1762051/alok'}",False,162,,0,0,1668066442,1661342536,,73472794,CC BY-SA 4.0,https://stackoverflow.com/questions/73472794/recording-audio-from-mic-to-wav-file-using-web-audio-api-and-scriptprocessornod,Recording audio from mic to .wav file using Web Audio API and ScriptProcessorNode,,,,
71,"['javascript', 'node.js', 'npm']","{'account_id': 26085348, 'reputation': 1, 'user_id': 19782957, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/145687651c8b4c42d2d6e8fdce6c0893?s=256&d=identicon&r=PG', 'display_name': 'vuh', 'link': 'https://stackoverflow.com/users/19782957/vuh'}",True,2121,,2,0,1668042574,1660724135,1660758302.0,73385049,CC BY-SA 4.0,https://stackoverflow.com/questions/73385049/nodeinternal-modules-cjs-loader959,node:internal/modules/cjs/loader:959,,,,
72,"['javascript', 'react-native', 'protocol-buffers', 'proto']","{'account_id': 1254784, 'reputation': 645, 'user_id': 2631621, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/CDKpL.jpg?s=256&g=1', 'display_name': 'mtoninelli', 'link': 'https://stackoverflow.com/users/2631621/mtoninelli'}",True,79,,1,1,1668032545,1661279763,,73463640,CC BY-SA 4.0,https://stackoverflow.com/questions/73463640/google-protobuf-cant-find-variable-proto,google-protobuf - Can&#39;t find variable: proto,,,,
73,"['javascript', 'google-apps-script', 'google-sheets', 'optimization', 'macro-recorder']","{'account_id': 26041968, 'reputation': 11, 'user_id': 19746606, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpSR-HTFGqSA5_qcbrjpDqMA8kflPvmAxRZeVL4=k-s256', 'display_name': 'Zack Simpson', 'link': 'https://stackoverflow.com/users/19746606/zack-simpson'}",False,55,,1,0,1668019032,1660257405,1667946660.0,73327526,CC BY-SA 4.0,https://stackoverflow.com/questions/73327526/service-spreadsheet-time-out-optimizing-macro-script,Service Spreadsheet Time Out - Optimizing Macro script?,,,,
74,"['javascript', 'node.js', 'markov-chains', 'markov']","{'account_id': 22418267, 'reputation': 1, 'user_id': 16625985, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/T4yMc.png?s=256&g=1', 'display_name': 'Idamara', 'link': 'https://stackoverflow.com/users/16625985/idamara'}",True,53,,1,0,1668015459,1660576653,1660576699.0,73363009,CC BY-SA 4.0,https://stackoverflow.com/questions/73363009/how-do-i-generate-sentences-with-rita-js,How do I generate sentences with Rita.js?,,,,
75,"['javascript', 'bit-shift']","{'account_id': 10597515, 'reputation': 19, 'user_id': 7805621, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1199264420200810/picture?type=large', 'display_name': 'Hakob  Beglaryan', 'link': 'https://stackoverflow.com/users/7805621/hakob-beglaryan'}",True,40,73323756.0,1,-4,1667996207,1660232768,1667996207.0,73323529,CC BY-SA 4.0,https://stackoverflow.com/questions/73323529/why-this-code-works-fineim-trying-to-get-integer-part-of-numbers,Why this code works fine(Im trying to get integer part of numbers)?,,,,
76,"['javascript', 'ag-grid']","{'account_id': 19670587, 'reputation': 949, 'user_id': 17274803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc8f9bf38440310681c09ee2521af9da?s=256&d=identicon&r=PG&f=1', 'display_name': 'Octavian Niculescu', 'link': 'https://stackoverflow.com/users/17274803/octavian-niculescu'}",False,48,,1,0,1667976363,1661804008,,73534201,CC BY-SA 4.0,https://stackoverflow.com/questions/73534201/ag-grid-change-cache-block-size-and-do-the-requests-with-the-new-cache-block-si,ag-grid: change cache block size and do the requests with the new cache block size,,,,
77,"['javascript', 'reactjs', 'redux']","{'account_id': 23717955, 'reputation': 1, 'user_id': 17738843, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/258000dc62ded1af92a713fb1e59560e?s=256&d=identicon&r=PG', 'display_name': 'Khunt karan', 'link': 'https://stackoverflow.com/users/17738843/khunt-karan'}",True,40,73581690.0,2,0,1667973620,1661342971,1661345369.0,73472900,CC BY-SA 4.0,https://stackoverflow.com/questions/73472900/react-in-redux-not-effect-dispatch-method-onclick-on-add-button,React in Redux not effect Dispatch() method onclick on Add button,,,,
78,"['javascript', 'reactjs', 'react-router', 'frontend', 'react-router-dom']","{'account_id': 25831408, 'reputation': 11, 'user_id': 19568518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5948c2f007b2ada61ef590d7aa38dcd9?s=256&d=identicon&r=PG', 'display_name': 'jennify', 'link': 'https://stackoverflow.com/users/19568518/jennify'}",False,844,,2,1,1667961000,1659805186,1659890483.0,73261715,CC BY-SA 4.0,https://stackoverflow.com/questions/73261715/react-getting-uncaught-typeerror-cannot-read-properties-of-null-reading-user,"React, getting Uncaught TypeError: Cannot read properties of null (reading &quot;useRef&quot;) at BrowserRouter",,,,
79,"['javascript', 'validation', 'google-apps-script', 'google-sheets', 'optimization']","{'account_id': 25004345, 'reputation': 1, 'user_id': 18864445, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwc_XkSrXkf4YvIihHwtwDDGidF02ZiW4URFNVi=k-s256', 'display_name': 'Ejaz Elahi', 'link': 'https://stackoverflow.com/users/18864445/ejaz-elahi'}",False,43,,2,-2,1667959347,1660977907,1667959347.0,73424624,CC BY-SA 4.0,https://stackoverflow.com/questions/73424624/how-can-i-make-this-code-shorter-data-validation,"How can I make this code shorter?, Data Validation",,,,
80,"['javascript', 'node.js', 'jwt', 'google-api-js-client']","{'account_id': 24724454, 'reputation': 49, 'user_id': 18613123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17240b8821a3400d041f70fe3bd7d949?s=256&d=identicon&r=PG', 'display_name': 'Lucas Lima', 'link': 'https://stackoverflow.com/users/18613123/lucas-lima'}",False,50,,0,0,1667917060,1661872350,1667917060.0,73544754,CC BY-SA 4.0,https://stackoverflow.com/questions/73544754/google-jwt-authorize-returning-null-access-token,Google JWT.authorize returning null access_token,,,,
81,"['javascript', 'jquery', 'validation']","{'account_id': 16227811, 'reputation': 25, 'user_id': 15535361, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8034d20455218dca63e89b5aa34025c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'framadh', 'link': 'https://stackoverflow.com/users/15535361/framadh'}",False,432,,2,-1,1667915963,1659425016,,73203507,CC BY-SA 4.0,https://stackoverflow.com/questions/73203507/input-validation-of-at-least-8-characters-and-only-combinations-of-letters-and-n,Input validation of at least 8 characters and only combinations of letters and numbers using Javascript,,,,
82,"['javascript', 'html', 'reactjs']","{'account_id': 20271616, 'reputation': 566, 'user_id': 14867667, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-m8Qo5iyCDPo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmllaHFWlCT4KNsLF47Lt6jfUaR5g/s96-c/photo.jpg?sz=256', 'display_name': 'C-Bizz', 'link': 'https://stackoverflow.com/users/14867667/c-bizz'}",False,36,,0,0,1667910217,1659502862,,73216493,CC BY-SA 4.0,https://stackoverflow.com/questions/73216493/how-to-implement-monnifysdk-in-react-js,How to implement monnifySDK in react js,,,,
83,"['javascript', 'python', 'python-requests', 'web-deployment', 'shopee']","{'account_id': 26112702, 'reputation': 21, 'user_id': 19806324, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucoKPuM6N6dS817LYlC-SKAeu6jMNIHTyYbQm3srIA=k-s256', 'display_name': 'msa.stat', 'link': 'https://stackoverflow.com/users/19806324/msa-stat'}",True,1173,,1,2,1667909662,1660971146,1667708132.0,73424180,CC BY-SA 4.0,https://stackoverflow.com/questions/73424180/scrape-shopee-api-v4,scrape Shopee API v4,,,,
84,"['javascript', 'angular', 'webpack']","{'account_id': 9212482, 'reputation': 123, 'user_id': 6845080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0159a5b28cd2831e149a2cbc841a6e58?s=256&d=identicon&r=PG&f=1', 'display_name': 'Erik Vorstenbosch', 'link': 'https://stackoverflow.com/users/6845080/erik-vorstenbosch'}",False,184,,1,1,1667909036,1659445615,,73208116,CC BY-SA 4.0,https://stackoverflow.com/questions/73208116/local-path-in-variable-names-in-vendor-js-when-using-angular-14,Local path in variable names in vendor.js when using Angular 14,,,,
85,"['javascript', 'reactjs']","{'account_id': 25643903, 'reputation': 46, 'user_id': 19412289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/320578712c277592d77ee1667c7acc8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sahil Mangukiya', 'link': 'https://stackoverflow.com/users/19412289/sahil-mangukiya'}",True,70,73196252.0,1,-1,1667908401,1659332399,1667908401.0,73189204,CC BY-SA 4.0,https://stackoverflow.com/questions/73189204/in-reactjs-select-has-span-as-a-child,"In ReactJS, Select has Span as a child",,,,
86,"['javascript', 'css', 'reactjs', 'events', 'onscroll']","{'account_id': 25643903, 'reputation': 46, 'user_id': 19412289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/320578712c277592d77ee1667c7acc8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sahil Mangukiya', 'link': 'https://stackoverflow.com/users/19412289/sahil-mangukiya'}",True,86,73509250.0,1,0,1667907878,1661584836,1667907878.0,73509080,CC BY-SA 4.0,https://stackoverflow.com/questions/73509080/add-class-on-scroll-event-in-react-js,Add class on Scroll event in React JS,,,,
87,"['javascript', 'reactjs', 'next.js', 'use-effect', 'use-state']","{'account_id': 25980978, 'reputation': 29, 'user_id': 19694719, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pmey5.jpg?s=256&g=1', 'display_name': 'Anthony Vinicius', 'link': 'https://stackoverflow.com/users/19694719/anthony-vinicius'}",False,219,,2,2,1667906567,1659967488,,73279166,CC BY-SA 4.0,https://stackoverflow.com/questions/73279166/nextjs-not-mounting-page-content-on-server-side-even-using-getstaticprops-useef,NextJS not mounting page content on Server Side even using getStaticProps (useEffect and useState),,,,
88,"['javascript', 'django', 'fetch-api']","{'account_id': 26067174, 'reputation': 47, 'user_id': 19767441, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fq7O8.jpg?s=256&g=1', 'display_name': 'ruslanway', 'link': 'https://stackoverflow.com/users/19767441/ruslanway'}",True,34,73360800.0,1,0,1667902533,1660561402,1667902533.0,73360105,CC BY-SA 4.0,https://stackoverflow.com/questions/73360105/how-to-update-on-a-client-side-single-div-rendered-by-django,How to update on a client-side single div rendered by Django?,,,,
89,"['javascript', 'angular', 'npm', 'webpack']","{'account_id': 26078577, 'reputation': 9, 'user_id': 19777158, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlsA7kqrXQuB54FELgKKxVRlmFNTTdczNL_gBqF=k-s256', 'display_name': 'Baccarani', 'link': 'https://stackoverflow.com/users/19777158/baccarani'}",False,435,,1,0,1667893274,1661386605,1661460723.0,73480650,CC BY-SA 4.0,https://stackoverflow.com/questions/73480650/angular-14-how-to-fix-error-module-not-found-error-cant-resolve-url-whe,Angular 14 | How to fix error &quot;Module not found: Error: Can&#39;t resolve &#39;url&#39;&quot; when calling web3 smart contract function,,,,
90,"['javascript', 'html', 'css']","{'account_id': 1156245, 'reputation': 57, 'user_id': 1136772, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/a0KaA.jpg?s=256&g=1', 'display_name': 'Sameer Ahmed', 'link': 'https://stackoverflow.com/users/1136772/sameer-ahmed'}",True,56,,2,1,1667867225,1661885142,1661885394.0,73547159,CC BY-SA 4.0,https://stackoverflow.com/questions/73547159/how-to-avoid-jumping-when-click-on-anchor-link,How to avoid jumping when click on anchor link,,,,
91,"['javascript', 'html', 'css', 'tailwind-css']","{'account_id': 25074976, 'reputation': 35, 'user_id': 18928490, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjXXhy1tw8z0G-QiSZimyr6UI1dTE08rmxBflOP2Q=k-s256', 'display_name': 'Arijit Ghosh', 'link': 'https://stackoverflow.com/users/18928490/arijit-ghosh'}",True,65,74353264.0,1,0,1667857725,1661544925,,73506067,CC BY-SA 4.0,https://stackoverflow.com/questions/73506067/is-there-any-alternative-in-tailwind-to-implement-hover-focus-etc-state-instead,"Is there any alternative in tailwind to implement hover, focus etc state instead of writing it repeatedly?",,,,
92,"['javascript', 'node.js', 'reactjs', 'next.js', 'cloudinary']","{'account_id': 23148961, 'reputation': 25, 'user_id': 17251317, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3Sz6J.jpg?s=256&g=1', 'display_name': 'Ahmed Mohammed', 'link': 'https://stackoverflow.com/users/17251317/ahmed-mohammed'}",False,117,,1,0,1667843516,1659919259,1659994695.0,73271959,CC BY-SA 4.0,https://stackoverflow.com/questions/73271959/how-to-send-images-to-backend-api-more-than-1mb-in-nextjs,How to Send Images to Backend API more than 1mb in nextJs,,,,
93,"['javascript', 'html', 'jquery', 'css', 'chart.js']","{'account_id': 26108639, 'reputation': 21, 'user_id': 19802960, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Zvcyk.jpg?s=256&g=1', 'display_name': 'GuiRoque47', 'link': 'https://stackoverflow.com/users/19802960/guiroque47'}",False,95,,1,2,1667841149,1660922626,1660934152.0,73418996,CC BY-SA 4.0,https://stackoverflow.com/questions/73418996/how-to-add-shadow-effect-on-bar-chart-using-chartjs,How to add shadow effect on bar chart using ChartJs?,,,,
