,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
764,"['javascript', 'query-string', 'url-encoding', 'location-href']","{'account_id': 1701039, 'reputation': 2616, 'user_id': 1561108, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f8a4712a459f3b9dc9ee2538309ae03d?s=256&d=identicon&r=PG', 'display_name': 'user1561108', 'link': 'https://stackoverflow.com/users/1561108/user1561108'}",True,11617,,2,1,1549100542,1348664346,12602289,,https://stackoverflow.com/questions/12602289/how-to-prevent-javascript-encoding-the-query-string-in-a-location-replace,How to prevent JavaScript encoding the query string in a location.replace()?,1549100542.0,1549100530.0,Duplicate,,,
765,"['javascript', 'jquery', 'url', 'popup', 'colorbox']","{'account_id': 1806932, 'reputation': 33, 'user_id': 1643859, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/754ed612db9f30dad14fb501557cf1d6?s=256&d=identicon&r=PG', 'display_name': 'Tom Rutten', 'link': 'https://stackoverflow.com/users/1643859/tom-rutten'}",True,1261,12455438.0,2,2,1548883128,1347868775,12455198,CC BY-SA 4.0,https://stackoverflow.com/questions/12455198/open-colorbox-with-a-unique-url-in-the-location-bar,Open Colorbox with a unique URL in the location bar,1548883128.0,,,,,
766,"['javascript', 'arrays', 'push']","{'account_id': 1212253, 'reputation': 121, 'user_id': 1180585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6d86a097561ff064b8e2ddd06754f15?s=256&d=identicon&r=PG', 'display_name': 'Lauren Reynolds', 'link': 'https://stackoverflow.com/users/1180585/lauren-reynolds'}",True,36525,,5,10,1548764550,1348515603,12571744,CC BY-SA 4.0,https://stackoverflow.com/questions/12571744/push-functions-into-an-array-loop-through-and-splice,Push Functions into an Array - Loop through and Splice?,1548764550.0,,,,,
767,"['javascript', 'arrays']","{'account_id': 1429539, 'reputation': 4201, 'user_id': 1352263, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/02e08598768959ad9565a8e4dec34f70?s=256&d=identicon&r=PG', 'display_name': 'Dragonfly', 'link': 'https://stackoverflow.com/users/1352263/dragonfly'}",True,27801,12321291.0,1,19,1548764165,1347032045,12321210,CC BY-SA 4.0,https://stackoverflow.com/questions/12321210/javascript-console-printing-not-working-when-assigning-splice-of-array-to-itself,Javascript console printing not working when assigning splice of array to itself,1548764165.0,,,,,
768,"['javascript', 'xmpp', 'websocket', 'instant-messaging', 'facebook-chat']","{'account_id': 1806455, 'reputation': 41, 'user_id': 1643480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fae25182a17e2f35ee4a24da2a4d1ca?s=256&d=identicon&r=PG', 'display_name': 'Erkan', 'link': 'https://stackoverflow.com/users/1643480/erkan'}",True,2106,12246387.0,2,2,1548261027,1346668727,12246205,CC BY-SA 3.0,https://stackoverflow.com/questions/12246205/how-to-build-xmpp-over-web-sockets-web-chat-application-like-gtalk,How to build xmpp over web sockets web chat application like gtalk,1349252653.0,,,,,
769,"['javascript', 'html', 'internet-explorer', 'dom']","{'account_id': 101466, 'reputation': 10264, 'user_id': 272958, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/eb3e104452d654350a5d1a65caa2e49e?s=256&d=identicon&r=PG', 'display_name': 'ForbesLindesay', 'link': 'https://stackoverflow.com/users/272958/forbeslindesay'}",True,4142,12341081.0,4,3,1548240062,1347208960,12340897,CC BY-SA 3.0,https://stackoverflow.com/questions/12340897/element-dataset-in-internet-explorer,element.dataset in Internet Explorer,1450701814.0,,,,,
770,['javascript'],"{'account_id': 1750428, 'reputation': 421, 'user_id': 1599631, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d1d953a2212e4b747ea0e932e8fed8c9?s=256&d=identicon&r=PG', 'display_name': 'Dany', 'link': 'https://stackoverflow.com/users/1599631/dany'}",True,29005,12266162.0,4,-5,1547903826,1346770509,12266142,CC BY-SA 3.0,https://stackoverflow.com/questions/12266142/how-to-write-or-in-javascript,How to write OR in Javascript?,1346770612.0,,,,,
771,"['javascript', 'jquery', 'css', 'animation', 'slideshow']","{'account_id': 1531050, 'reputation': 7175, 'user_id': 1428241, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/NrMcA.png?s=256&g=1', 'display_name': 'Barlas Apaydin', 'link': 'https://stackoverflow.com/users/1428241/barlas-apaydin'}",True,77482,12608357.0,5,28,1547559691,1348685012,12608356,CC BY-SA 3.0,https://stackoverflow.com/questions/12608356/how-to-build-simple-jquery-image-slider-with-sliding-or-opacity-effect,How to build simple jQuery image slider with sliding or opacity effect?,1413294082.0,,,1449700731.0,,
772,"['javascript', 'jquery', 'html', 'css', 'ajax']","{'account_id': 466336, 'reputation': 9352, 'user_id': 871021, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/7b1506bd19aca1265192a7ace837e854?s=256&d=identicon&r=PG', 'display_name': 'woutr_be', 'link': 'https://stackoverflow.com/users/871021/woutr-be'}",True,3504,12276297.0,5,2,1546870044,1346826010,12275529,CC BY-SA 3.0,https://stackoverflow.com/questions/12275529/load-pages-via-ajax-and-execute-javascript-and-css,Load pages via AJAX and execute javascript and CSS,,,,,,
773,"['javascript', 'string', 'replace', 'split']","{'account_id': 874523, 'reputation': 1701, 'user_id': 1216686, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://i.stack.imgur.com/bPZca.jpg?s=256&g=1', 'display_name': 'Matt Campbell', 'link': 'https://stackoverflow.com/users/1216686/matt-campbell'}",True,9765,,4,6,1546600563,1347631243,12426118,CC BY-SA 3.0,https://stackoverflow.com/questions/12426118/split-a-text-to-add-a-new-line-every-n-characters-taking-care-of-spaces,Split a text to add a new line every n characters taking care of spaces,1347636461.0,,,,,
774,"['javascript', 'jquery', 'html', 'html5-audio', 'audio-player']","{'account_id': 1862013, 'reputation': 111, 'user_id': 1686427, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e052c1e55f2781f34757b7974dd272d?s=256&d=identicon&r=PG', 'display_name': 'Leo Ramos', 'link': 'https://stackoverflow.com/users/1686427/leo-ramos'}",True,2433,,2,9,1546531058,1348162572,12517857,CC BY-SA 4.0,https://stackoverflow.com/questions/12517857/music-playing-continuously-with-name,Music playing continuously with name,1546531058.0,,,,,
775,"['php', 'javascript', 'jquery', 'plupload']","{'account_id': 1499972, 'reputation': 345, 'user_id': 1404963, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/2085d5012a5aa00a9edb3052cee7f404?s=256&d=identicon&r=PG', 'display_name': 'user1404963', 'link': 'https://stackoverflow.com/users/1404963/user1404963'}",False,614,,1,0,1545964534,1347957363,12473212,CC BY-SA 4.0,https://stackoverflow.com/questions/12473212/invoke-plupload-programmatically,Invoke Plupload Programmatically,1545964534.0,,,,,
776,"['javascript', 'jquery', 'html', 'wordpress', 'plugins']","{'account_id': 117170, 'reputation': 10337, 'user_id': 306961, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/00bc8dcec5d150e051e2f36235d72242?s=256&d=identicon&r=PG', 'display_name': 'Aakash Chakravarthy', 'link': 'https://stackoverflow.com/users/306961/aakash-chakravarthy'}",True,45649,,11,52,1545819650,1346430012,12219154,CC BY-SA 3.0,https://stackoverflow.com/questions/12219154/ignore-javascript-syntax-errors-in-a-page-and-continue-executing-the-script,Ignore javascript syntax errors in a page and continue executing the script,1474240596.0,,,,,
777,"['javascript', 'arrays']","{'account_id': 1111082, 'reputation': 5372, 'user_id': 1101534, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/f15b094e88f98139aa690dd3ac1e4b50?s=256&d=identicon&r=PG', 'display_name': 'Shreedhar', 'link': 'https://stackoverflow.com/users/1101534/shreedhar'}",True,3032,12412433.0,8,6,1545814389,1347560249,12412370,CC BY-SA 3.0,https://stackoverflow.com/questions/12412370/comparison-of-array-in-javascript,comparison of array in javascript,,,,,,
778,"['javascript', 'model-view-controller', 'sencha-touch', 'sencha-touch-2']","{'account_id': 1869188, 'reputation': 91, 'user_id': 1691874, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/70d63dda140df5c3960f3bc5daf34f47?s=256&d=identicon&r=PG', 'display_name': 'Jiahao Li', 'link': 'https://stackoverflow.com/users/1691874/jiahao-li'}",False,149,,1,0,1545646675,1348976603,12658452,CC BY-SA 4.0,https://stackoverflow.com/questions/12658452/about-the-relationship-between-view-and-controller-in-mvc-paradigm-specifically,"About the relationship between view and controller in MVC paradigm, specifically Sencha Touch,",1545646675.0,,,,,
779,"['javascript', 'carousel']","{'account_id': 314624, 'reputation': 835, 'user_id': 629899, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/7ef0743e6176f3954f0155cdabf3f21d?s=256&d=identicon&r=PG', 'display_name': 'Dmitry', 'link': 'https://stackoverflow.com/users/629899/dmitry'}",False,4230,,0,4,1545379754,1348218419,12527470,,https://stackoverflow.com/questions/12527470/insert-a-separator-in-between-elements-of-different-width,Insert a separator in between elements of different width,1545379751.0,1545379767.0,Duplicate,,,
780,['javascript'],"{'account_id': 1782419, 'reputation': 2226, 'user_id': 1624793, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://graph.facebook.com/100000456738864/picture?type=large', 'display_name': 'Bradly Spicer', 'link': 'https://stackoverflow.com/users/1624793/bradly-spicer'}",True,11275,,3,1,1544966949,1348046970,12491976,CC BY-SA 3.0,https://stackoverflow.com/questions/12491976/javascript-triangle-determine,Javascript triangle determine,1348049977.0,,,,,
781,"['javascript', 'jquery', 'html', 'css', 'toggle']","{'account_id': 1186087, 'reputation': 300, 'user_id': 1160003, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/595d4d2a54eda1454b9264259d4a41bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeremy', 'link': 'https://stackoverflow.com/users/1160003/jeremy'}",True,12014,12522741.0,5,2,1544633050,1348186717,12522723,CC BY-SA 3.0,https://stackoverflow.com/questions/12522723/toggle-elements-class-by-id,Toggle element&#39;s class by ID,1495541543.0,,,,,
782,"['javascript', 'date']","{'account_id': 58415, 'reputation': 3079, 'user_id': 174908, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/QfeDa.jpg?s=256&g=1', 'display_name': 'vetri02', 'link': 'https://stackoverflow.com/users/174908/vetri02'}",True,6766,12565581.0,5,0,1544629560,1348490938,12565349,CC BY-SA 3.0,https://stackoverflow.com/questions/12565349/in-javascript-how-can-i-get-todays-date-in-this-format-yyyymmdd,In Javascript how can i get todays date in this format yyyymmdd,,,,,,
783,"['javascript', 'jquery', 'jquery-mobile', 'safari', 'touch']","{'account_id': 360327, 'reputation': 23283, 'user_id': 702275, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/25411d307fa0ce0f741e7eb1b28d2cd9?s=256&d=identicon&r=PG', 'display_name': 'tim peterson', 'link': 'https://stackoverflow.com/users/702275/tim-peterson'}",True,99695,21062165.0,10,94,1544403208,1346610310,12238587,CC BY-SA 3.0,https://stackoverflow.com/questions/12238587/eliminate-300ms-delay-on-click-events-in-mobile-safari,Eliminate 300ms delay on click events in mobile Safari,1358265858.0,,,,,
784,"['javascript', 'jquery']","{'user_type': 'does_not_exist', 'display_name': 'user240993'}",True,155,12603866.0,1,1,1544285764,1348668717,12603679,CC BY-SA 4.0,https://stackoverflow.com/questions/12603679/javascript-validation-for-special-characters,Javascript: Validation for special characters,1544285764.0,,,,,
785,"['javascript', 'jquery', 'jcrop']","{'account_id': 1569991, 'reputation': 25, 'user_id': 1457891, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/afc7945892dae2b196cc96b80c6db1ae?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/1457891/chris'}",True,2681,12365001.0,2,0,1544213201,1347265592,12347828,CC BY-SA 3.0,https://stackoverflow.com/questions/12347828/jcrop-reset-aspect-ratio-when-changing-images,JCROP Reset Aspect Ratio when changing images,,,,,,
786,"['javascript', 'onload']","{'account_id': 21635, 'reputation': 41678, 'user_id': 52745, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/323cb7698e0eab070705643fe11b95c1?s=256&d=identicon&r=PG', 'display_name': 'Jin Yong', 'link': 'https://stackoverflow.com/users/52745/jin-yong'}",True,35194,,3,5,1544159193,1348787767,12631420,CC BY-SA 4.0,https://stackoverflow.com/questions/12631420/play-a-sound-on-page-load-using-javascript,Play a sound on page load using JavaScript,1592644375.0,,,,,
787,"['javascript', 'google-chrome-extension', 'google-translate', 'content-script']","{'account_id': 1497902, 'reputation': 43, 'user_id': 1403426, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e44d91908065ee071a26ef267a7914b4?s=256&d=identicon&r=PG', 'display_name': 'Mykhailo Onikiienko', 'link': 'https://stackoverflow.com/users/1403426/mykhailo-onikiienko'}",True,534,12247280.0,1,0,1544078238,1346490124,12226408,CC BY-SA 3.0,https://stackoverflow.com/questions/12226408/how-do-i-get-untranslated-data-when-the-user-views-a-page-in-google-translate,How do I get untranslated data when the user views a page in Google Translate?,1346673412.0,,,,,
788,"['c#', 'javascript', 'jquery', 'web-services', 'google-maps']","{'account_id': 1612361, 'reputation': 1, 'user_id': 1490958, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12c7a5a5e17598edc102241348253c91?s=256&d=identicon&r=PG', 'display_name': 'user1490958', 'link': 'https://stackoverflow.com/users/1490958/user1490958'}",True,2794,12302565.0,3,0,1543991536,1346941688,12302357,,https://stackoverflow.com/questions/12302357/google-map-javascript-api-vs-web-service-api,Google Map Javascript API vs Web Service API,1543991536.0,1346982659.0,not constructive,,,
789,"['javascript', 'regex']","{'account_id': 998283, 'reputation': 827, 'user_id': 1013713, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/f9a8f83aa8bf3fa02382f3aadf77e6ca?s=256&d=identicon&r=PG', 'display_name': 'Matthew', 'link': 'https://stackoverflow.com/users/1013713/matthew'}",True,4851,,2,0,1543953878,1346685446,12250481,CC BY-SA 3.0,https://stackoverflow.com/questions/12250481/regex-for-nested-parenthesis-in-javascript,regex for nested parenthesis in javascript,,,,,,
790,"['javascript', 'openlayers']","{'account_id': 131775, 'reputation': 79, 'user_id': 332024, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d1206e1c94f3973f34261bf628a33f98?s=256&d=identicon&r=PG', 'display_name': 'decisive', 'link': 'https://stackoverflow.com/users/332024/decisive'}",True,1279,12795561.0,1,0,1543813189,1348718735,12613917,CC BY-SA 4.0,https://stackoverflow.com/questions/12613917/how-to-get-angle-from-longitude-and-latitude-using-openlayers,How to get angle from longitude and latitude using Openlayers,1543813189.0,,,,,
791,"['javascript', 'regex', 'less']","{'account_id': 433883, 'reputation': 158, 'user_id': 819470, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/3892e740c7634d5b456ba9eedce7b685?s=256&d=identicon&r=PG', 'display_name': 'runey71', 'link': 'https://stackoverflow.com/users/819470/runey71'}",True,2405,12399526.0,2,2,1543812827,1347503390,12398640,CC BY-SA 4.0,https://stackoverflow.com/questions/12398640/javascript-regex-pattern-that-contains-parentheses,JavaScript Regex Pattern that contains parentheses,1543812827.0,,,,,
792,"['javascript', 'css', 'printing', 'google-chrome-frame']","{'account_id': 1634511, 'reputation': 41, 'user_id': 1508367, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a09a9d138f6df447d10a0b80704b6a4?s=256&d=identicon&r=PG', 'display_name': 'Jugal Kundal', 'link': 'https://stackoverflow.com/users/1508367/jugal-kundal'}",True,3157,,1,0,1543647379,1346823701,12275111,CC BY-SA 3.0,https://stackoverflow.com/questions/12275111/disabling-printing-options-from-chrome-print-dialog,Disabling printing options from chrome print dialog,,,,,,
793,"['javascript', 'charts', 'google-visualization']","{'account_id': 399940, 'reputation': 4726, 'user_id': 765628, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/6b72abf5a522573d9a17080cc445a041?s=256&d=identicon&r=PG', 'display_name': 'Davor Zubak', 'link': 'https://stackoverflow.com/users/765628/davor-zubak'}",True,5831,12622811.0,3,8,1543560770,1348752477,12622528,CC BY-SA 3.0,https://stackoverflow.com/questions/12622528/google-chart-point-color,Google chart point color,1388283272.0,,,,,
794,"['javascript', 'templates', 'handlebars.js']","{'account_id': 1413161, 'reputation': 398, 'user_id': 1339371, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b10b7ffeeb8a6d49fe253388536b95d9?s=256&d=identicon&r=PG', 'display_name': 'swallace', 'link': 'https://stackoverflow.com/users/1339371/swallace'}",True,37012,12535141.0,4,11,1543508324,1348234853,12531743,CC BY-SA 3.0,https://stackoverflow.com/questions/12531743/handlebars-templating-and-dynamic-images,Handlebars templating and dynamic images,1348253555.0,,,,,
795,"['javascript', 'google-chrome', 'google-chrome-devtools']","{'account_id': 185934, 'reputation': 4298, 'user_id': 422957, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/5518ddeb668d7ef7b8f5414179bf25f9?s=256&d=identicon&r=PG', 'display_name': 'Fran&#231;ois Beaufort', 'link': 'https://stackoverflow.com/users/422957/fran%c3%a7ois-beaufort'}",True,47920,12504825.0,4,59,1543195797,1348050872,12492979,CC BY-SA 3.0,https://stackoverflow.com/questions/12492979/how-to-get-the-output-from-console-timeend-in-js-console,How to get the output from console.timeEnd() in JS Console?,,,,,,
796,"['javascript', 'jquery']","{'account_id': 348705, 'reputation': 45506, 'user_id': 683553, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/9d848d8392fc5291a0c77f4064b7e67a?s=256&d=identicon&r=PG', 'display_name': 'Satch3000', 'link': 'https://stackoverflow.com/users/683553/satch3000'}",True,517,12550998.0,3,2,1542785106,1348390516,12550958,CC BY-SA 3.0,https://stackoverflow.com/questions/12550958/json-check-if-no-data-is-available,JSON check if no data is available,,,,,,
797,"['javascript', 'jquery', 'html']","{'account_id': 128750, 'reputation': 27513, 'user_id': 326821, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/04e06009d1b04f39bc31519821e63479?s=256&d=identicon&r=PG', 'display_name': 'gruber', 'link': 'https://stackoverflow.com/users/326821/gruber'}",True,275,12592711.0,3,1,1542343024,1348616113,12592611,CC BY-SA 4.0,https://stackoverflow.com/questions/12592611/splitting-paragraphs-into-spans,splitting paragraphs into spans,1542343024.0,,,,,
798,"['javascript', 'node.js', 'authentication', 'forms-authentication', 'express']","{'account_id': 1727070, 'reputation': 562, 'user_id': 1581493, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f10d6b848c4d5878a7dd29f3a9bcf736?s=256&d=identicon&r=PG', 'display_name': 'Nonyck', 'link': 'https://stackoverflow.com/users/1581493/nonyck'}",True,2906,12464543.0,1,2,1542253653,1347878518,12457615,CC BY-SA 3.0,https://stackoverflow.com/questions/12457615/expressjs-how-to-show-hide-a-div-in-case-user-its-logged,Expressjs how to show / hide a div in case user its logged,,,,,,
799,"['javascript', 'c#', '.net', 'asp.net-mvc', 'signalr']","{'account_id': 279249, 'reputation': 2650, 'user_id': 574308, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/b7URz.png?s=256&g=1', 'display_name': 'Crime Master Gogo', 'link': 'https://stackoverflow.com/users/574308/crime-master-gogo'}",True,16926,12661230.0,1,8,1542180939,1348998704,12660313,CC BY-SA 4.0,https://stackoverflow.com/questions/12660313/how-to-get-a-list-of-connected-clients-on-signalr,How to get a list of connected clients on SignalR,1542180939.0,,,,,
800,"['javascript', 'popup']","{'account_id': 1660876, 'reputation': 209, 'user_id': 1529199, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/304d7395e2bdf7ef7f533e1562a7b77a?s=256&d=identicon&r=PG', 'display_name': 'deidara song', 'link': 'https://stackoverflow.com/users/1529199/deidara-song'}",True,34702,12311304.0,3,3,1542173309,1346988011,12311268,CC BY-SA 3.0,https://stackoverflow.com/questions/12311268/how-to-pass-div-value-to-window-open,how to pass div value to window.open?,1346989025.0,,,,,
801,"['javascript', 'php', 'jquery', 'mysql', 'ajax']","{'account_id': 1136300, 'reputation': 1355, 'user_id': 1121315, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/5HjoI.jpg?s=256&g=1', 'display_name': 'Murphy1976', 'link': 'https://stackoverflow.com/users/1121315/murphy1976'}",True,1790,12288877.0,3,2,1542100465,1346874379,12288678,CC BY-SA 4.0,https://stackoverflow.com/questions/12288678/ajax-and-mysql-inserting-checking-and-retrieving,"Ajax and MySql inserting, checking and retrieving",1542100465.0,,,,,
802,"['javascript', 'jquery', 'datatables']","{'account_id': 425754, 'reputation': 6835, 'user_id': 806550, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/954a91df71cc14d1b42a5c72bdfed7e8?s=256&d=identicon&r=PG', 'display_name': 'glarkou', 'link': 'https://stackoverflow.com/users/806550/glarkou'}",True,1398,12447283.0,1,2,1542086216,1347801274,12447152,CC BY-SA 4.0,https://stackoverflow.com/questions/12447152/split-datatables-columns-every-x-columns,Split Datatables columns every x columns,1542086216.0,,,,,
803,"['c#', 'javascript', 'html', 'jquery']","{'account_id': 1563682, 'reputation': 1450, 'user_id': 1452946, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/6df547f22de578779afb2720fbca5452?s=256&d=identicon&r=PG', 'display_name': 'Paks', 'link': 'https://stackoverflow.com/users/1452946/paks'}",True,531,12561576.0,2,0,1542002240,1348475867,12561458,CC BY-SA 4.0,https://stackoverflow.com/questions/12561458/iterate-through-json-array-and-show-result-in-a-html-table,Iterate through JSON Array and show result in a HTML table,1542002240.0,,,,,
804,"['javascript', 'handlebars.js']","{'account_id': 284640, 'reputation': 1496, 'user_id': 582865, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/242e1fbc6c54ec0d21ea2c1f25a2778b?s=256&d=identicon&r=PG', 'display_name': 'isHristov', 'link': 'https://stackoverflow.com/users/582865/ishristov'}",True,21209,12495934.0,2,7,1541454673,1348049715,12492701,CC BY-SA 3.0,https://stackoverflow.com/questions/12492701/passing-a-function-into-a-handlebars-template,Passing a function into a Handlebars template,,,,,,
805,['javascript'],"{'account_id': 1870698, 'reputation': 13, 'user_id': 1692987, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/206046da2e8297c954f3aeeaccb36aeb?s=256&d=identicon&r=PG', 'display_name': 'user1692987', 'link': 'https://stackoverflow.com/users/1692987/user1692987'}",True,298,12556576.0,1,-1,1540972086,1348436246,12556486,,https://stackoverflow.com/questions/12556486/skype-script-for-contacting-me-on-skype,Skype Script For Contacting Me On Skype,1348439373.0,1348440868.0,not a real question,,,
806,"['c#', 'javascript', 'c#-4.0', 'webkit', 'open-webkit-sharp']","{'account_id': 686068, 'reputation': 564, 'user_id': 544181, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/CYKI4.jpg?s=256&g=1', 'display_name': 'David Eaton', 'link': 'https://stackoverflow.com/users/544181/david-eaton'}",True,5667,,2,5,1539930938,1347735282,12440148,CC BY-SA 3.0,https://stackoverflow.com/questions/12440148/c-openwebkitsharp-net-4-how-to-call-javascript,C# OpenWebKitSharp .NET 4 - How to call javascript,1347748196.0,,,,,
807,"['javascript', 'floating-point']","{'account_id': 53456, 'reputation': 10484, 'user_id': 159795, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/4469b1b96938606e1c447de3da4ed534?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/159795/nick'}",True,4317,12429736.0,7,4,1539815369,1347644214,12429362,CC BY-SA 3.0,https://stackoverflow.com/questions/12429362/determine-if-a-floating-point-number-is-a-multiple-of-another-floating-point-num,Determine if a floating point number is a multiple of another floating point number?,1347647391.0,,,,,
808,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1827039, 'reputation': 1276, 'user_id': 1659450, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/da0841b305a9dc25331ab1ce7a5b7c98?s=256&d=identicon&r=PG', 'display_name': 'Friend', 'link': 'https://stackoverflow.com/users/1659450/friend'}",True,3231,12347838.0,6,5,1539693120,1347264440,12347556,CC BY-SA 4.0,https://stackoverflow.com/questions/12347556/changing-all-td-color-onclick-for-a-particular-table,changing all &lt;td&gt; color onclick for a particular table,1539693120.0,,,,,
809,"['javascript', 'google-maps-api-3', 'geometry']","{'account_id': 1514855, 'reputation': 1678, 'user_id': 1416109, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/2a10d271d86e60a7d62e0c0a852598bd?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/1416109/thomas'}",True,4951,,2,0,1539222324,1346937694,12301088,CC BY-SA 4.0,https://stackoverflow.com/questions/12301088/selectable-shapes-circle-rect-in-google-maps-api-v3,selectable shapes (circle/rect) in google maps api (v3),1539222324.0,,,,,
810,"['javascript', 'css', 'facebook', 'image']","{'account_id': 29663, 'reputation': 10107, 'user_id': 80353, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/98f2707a4c022c1d84adad5a0cde53ca?s=256&d=identicon&r=PG', 'display_name': 'Kim Stacks', 'link': 'https://stackoverflow.com/users/80353/kim-stacks'}",True,2781,,4,13,1538854703,1347351247,12365445,CC BY-SA 4.0,https://stackoverflow.com/questions/12365445/how-does-facebook-auto-display-the-image-in-the-right-size-depending-on-user-scr,How does Facebook auto display the image in the right size depending on user screens?,1538854703.0,,,,,
811,"['javascript', 'jquery', 'css']","{'account_id': 168649, 'reputation': 6151, 'user_id': 394241, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3053d95e25ab78a2c696b6e24c7dd8cf?s=256&d=identicon&r=PG', 'display_name': 'daveomcd', 'link': 'https://stackoverflow.com/users/394241/daveomcd'}",True,41192,12624695.0,6,6,1538772552,1348758632,12624570,CC BY-SA 3.0,https://stackoverflow.com/questions/12624570/jquery-how-do-i-remove-a-css-border-property-from-my-div,jQuery: How do I remove a css border property from my div?,,,,,,
812,"['javascript', 'html', 'getelementbyid']","{'account_id': 370463, 'reputation': 389, 'user_id': 718419, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/851545c3b738db9ba5566d269a08f124?s=256&d=identicon&r=PG', 'display_name': 'eawedat', 'link': 'https://stackoverflow.com/users/718419/eawedat'}",True,1115,12301961.0,5,1,1538589964,1346940289,12301913,CC BY-SA 3.0,https://stackoverflow.com/questions/12301913/whats-wrong-with-this-javascript-code-getelementbyid,what&#39;s wrong with this javascript code getElementById?,,,,,,
