,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,community_owned_date,closed_date,closed_reason,locked_date
315,"['javascript', 'python', 'string', 'escaping']","{'account_id': 59683, 'reputation': 9668, 'user_id': 178511, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/b5dd0d5e765fafab593304de55d9f840?s=256&d=identicon&r=PG&f=1', 'display_name': 'blippy', 'link': 'https://stackoverflow.com/users/178511/blippy'}",True,105035,,3708167.0,2,40,1568068364,1284461418,1568068364.0,3708152,CC BY-SA 4.0,https://stackoverflow.com/questions/3708152/how-to-escape-single-quotes-in-python-on-a-server-to-be-used-in-javascript-on-a,How to escape single quotes in Python on a server to be used in JavaScript on a client,,,,
316,"['javascript', 'jquery']","{'account_id': 63115, 'reputation': 4157, 'user_id': 187033, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/bf967b768b682600188a83e33f0329b8?s=256&d=identicon&r=PG', 'display_name': 'NovumCoder', 'link': 'https://stackoverflow.com/users/187033/novumcoder'}",True,19299,,3675988.0,2,14,1567765391,1284030503,1567765391.0,3675935,CC BY-SA 4.0,https://stackoverflow.com/questions/3675935/using-delay-with-html-or-text-setting-doesnt-work,Using delay with HTML or text setting doesn&#39;t work,,,,
317,"['javascript', 'arrays']","{'account_id': 151403, 'reputation': 46020, 'user_id': 365251, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/2dd996e4168722dd3618db77880716e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'markzzz', 'link': 'https://stackoverflow.com/users/365251/markzzz'}",True,11088,,3745778.0,2,7,1566651945,1284901193,1566651945.0,3745768,CC BY-SA 4.0,https://stackoverflow.com/questions/3745768/javascript-pop-a-value-from-array-but-not-at-the-end-of-array,"Javascript - Pop a value from array, but not at the end of array",,,,
318,"['javascript', 'dojo', 'dom-events']","{'account_id': 651246, 'reputation': 1, 'user_id': 452808, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/1891a98314ea71e30d12b1e851489bfe?s=256&d=identicon&r=PG', 'display_name': 'Sven', 'link': 'https://stackoverflow.com/users/452808/sven'}",False,230,,,1,0,1566221015,1284992557,1566221015.0,3752355,CC BY-SA 4.0,https://stackoverflow.com/questions/3752355/listen-to-a-dynamic-number-of-dojo-widgets-dijits,Listen to a dynamic number of dojo widgets (dijits),,,,
319,"['javascript', 'google-chrome', 'mime-types']","{'account_id': 103264, 'reputation': 221, 'user_id': 276675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c519ab6b636274add120e1acebc823e?s=256&d=identicon&r=PG', 'display_name': 'S P', 'link': 'https://stackoverflow.com/users/276675/s-p'}",True,12488,,,5,2,1566046802,1284843878,,3743491,CC BY-SA 2.5,https://stackoverflow.com/questions/3743491/why-might-chrome-return-an-incorrect-mime-type-error-for-one-of-my-js-files-when,Why might Chrome return an incorrect MIME type error for one of my JS files when they are all served the same way?,,,,
320,"['javascript', 'html', 'regex']","{'account_id': 186479, 'reputation': 18605, 'user_id': 423903, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/ab0d1bad3c9256e01f3e65bc88930b4a?s=256&d=identicon&r=PG', 'display_name': 'faressoft', 'link': 'https://stackoverflow.com/users/423903/faressoft'}",True,24113,,,3,9,1565701517,1283439597,1325623754.0,3628374,,https://stackoverflow.com/questions/3628374/how-to-extract-body-contents-using-regexp,how to extract body contents using regexp,,1406019168.0,Duplicate,
321,['javascript'],"{'account_id': 193314, 'reputation': 2063, 'user_id': 434970, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2f7f48c047a669204e0bf1a405d38a71?s=256&d=identicon&r=PG', 'display_name': 'Scott', 'link': 'https://stackoverflow.com/users/434970/scott'}",True,29323,,3638081.0,6,18,1565241609,1283534638,1389643495.0,3638074,,https://stackoverflow.com/questions/3638074/adding-two-numbers-in-javascript-incorrectly,Adding two numbers in JavaScript incorrectly,,1615075739.0,Duplicate,
322,"['javascript', 'jquery']","{'account_id': 37476, 'reputation': 9176, 'user_id': 107129, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/a2bddb5da0693cb477b4b32acaf97668?s=256&d=identicon&r=PG', 'display_name': 'Shishant', 'link': 'https://stackoverflow.com/users/107129/shishant'}",True,449,,3808358.0,1,2,1565135214,1285625120,1565135214.0,3808276,CC BY-SA 4.0,https://stackoverflow.com/questions/3808276/keeping-pop-ups-in-viewport,Keeping Pop-ups in viewport,,,,
323,"['javascript', 'google-doodle']","{'account_id': 36018, 'reputation': 93056, 'user_id': 102441, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/cf1b41a0f134b54597bf8a618be7880f?s=256&d=identicon&r=PG', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/102441/eric'}",True,2263,,3661053.0,2,9,1565120393,1283875256,1565120393.0,3660362,CC BY-SA 4.0,https://stackoverflow.com/questions/3660362/is-readable-source-code-available-for-googles-bouncy-ball-doodle,Is readable source code available for google&#39;s bouncy ball doodle?,,,,
324,"['javascript', 'html', 'css', 'webkit', 'pagination']","{'account_id': 48276, 'reputation': 117296, 'user_id': 143378, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/7mgUt.jpg?s=256&g=1', 'display_name': 'hpique', 'link': 'https://stackoverflow.com/users/143378/hpique'}",True,26701,,3859331.0,10,62,1564951856,1283519483,1286102438.0,3636052,CC BY-SA 2.5,https://stackoverflow.com/questions/3636052/html-book-like-pagination,HTML book-like pagination,,,,
325,"['javascript', 'arrays']","{'account_id': 176823, 'reputation': 4216, 'user_id': 407756, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/c6575802d128ee534e657e23fd9068ac?s=256&d=identicon&r=PG', 'display_name': 'chromedude', 'link': 'https://stackoverflow.com/users/407756/chromedude'}",True,4235,,3774132.0,6,6,1564567182,1285194702,1285195274.0,3774111,CC BY-SA 2.5,https://stackoverflow.com/questions/3774111/is-there-a-fast-way-to-delete-a-specific-value-from-an-array-in-javascript,Is there a fast way to delete a specific value from an array in Javascript?,,,,
326,"['javascript', 'jquery', 'html', 'click']","{'account_id': 87416, 'reputation': 161111, 'user_id': 247243, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/7ee5d55919c272eddef98dbe16f5cb09?s=256&d=identicon&r=PG', 'display_name': 'Misha Moroshko', 'link': 'https://stackoverflow.com/users/247243/misha-moroshko'}",True,6550,,3735306.0,8,15,1564083716,1284726385,1564083716.0,3735278,CC BY-SA 4.0,https://stackoverflow.com/questions/3735278/how-to-get-a-list-of-all-elements-that-resides-at-the-clicked-point,How to get a list of all elements that resides at the clicked point?,,,,
327,"['javascript', 'jquery', 'dom', 'click', 'jquery-events']","{'account_id': 87416, 'reputation': 161111, 'user_id': 247243, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/7ee5d55919c272eddef98dbe16f5cb09?s=256&d=identicon&r=PG', 'display_name': 'Misha Moroshko', 'link': 'https://stackoverflow.com/users/247243/misha-moroshko'}",True,196,,3744784.0,1,1,1564078853,1284877441,1564078853.0,3744733,CC BY-SA 4.0,https://stackoverflow.com/questions/3744733/is-this-possible-to-force-execution-of-click-for-all-elements-even-those-tha,"Is this possible to force execution of .click() for all elements, even those that are underneath?",,,,
328,"['javascript', 'onclick', 'prototypejs', 'dom-events']","{'account_id': 60175, 'reputation': 42549, 'user_id': 179855, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/eedd5a37effb5bdd4bbd71ea86aef617?s=256&d=identicon&r=PG', 'display_name': 'Mohit Jain', 'link': 'https://stackoverflow.com/users/179855/mohit-jain'}",True,4239,,3708673.0,2,1,1563698088,1284464316,1563698088.0,3708472,CC BY-SA 4.0,https://stackoverflow.com/questions/3708472/add-onclick-event-on-various-elements-on-the-basic-of-css-class,Add onclick event on various elements on the basic of CSS class,,,,
329,"['javascript', 'prototypejs', 'dom-events']","{'account_id': 651179, 'reputation': 21, 'user_id': 452604, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/a251d5dd34382875f94382c5abb479e1?s=256&d=identicon&r=PG', 'display_name': 'Niek', 'link': 'https://stackoverflow.com/users/452604/niek'}",True,1832,,,1,2,1563698029,1284978688,1563698029.0,3750546,CC BY-SA 4.0,https://stackoverflow.com/questions/3750546/event-observe-domnoderemoved-does-not-work-in-ie,Event.observe DOMNodeRemoved does not work in IE,,,,
330,"['javascript', 'prototypejs', 'dom-events', 'scriptaculous']","{'account_id': 32155, 'reputation': 11124, 'user_id': 88898, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b5d66532a7893e1cc81d4a0838d9c285?s=256&d=identicon&r=PG', 'display_name': 'felix', 'link': 'https://stackoverflow.com/users/88898/felix'}",False,1388,,,1,0,1563698005,1285308170,1563698005.0,3784586,CC BY-SA 4.0,https://stackoverflow.com/questions/3784586/prototype-form-submit-validation,Prototype Form Submit Validation,,,,
331,"['javascript', 'prototypejs', 'dom-events']","{'account_id': 16184, 'reputation': 3442, 'user_id': 34991, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/c27bfe90e0c6c6b668fb56d97aed10e8?s=256&d=identicon&r=PG', 'display_name': 'Laz', 'link': 'https://stackoverflow.com/users/34991/laz'}",True,82,,3795391.0,2,1,1563697962,1285444409,1563697962.0,3795309,CC BY-SA 4.0,https://stackoverflow.com/questions/3795309/how-does-one-attach-a-handler-to-a-link-which-is-dynamically-loaded,How Does One Attach A Handler To A Link Which Is Dynamically Loaded?,,,,
332,"['javascript', 'prototypejs', 'dom-events']","{'account_id': 16184, 'reputation': 3442, 'user_id': 34991, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/c27bfe90e0c6c6b668fb56d97aed10e8?s=256&d=identicon&r=PG', 'display_name': 'Laz', 'link': 'https://stackoverflow.com/users/34991/laz'}",False,212,,,1,1,1563697923,1285486728,1563697923.0,3796984,CC BY-SA 4.0,https://stackoverflow.com/questions/3796984/how-does-one-trigger-click-event-when-link-is-above-another-link,How Does One Trigger Click Event When Link Is Above Another Link?,,,,
333,"['javascript', 'ajax', 'dom', 'prototypejs', 'dom-events']","{'account_id': 170962, 'reputation': 16164, 'user_id': 398055, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/7fc73a8f5ba54a1438217cb6e9e58672?s=256&d=identicon&r=PG', 'display_name': 'Alex C', 'link': 'https://stackoverflow.com/users/398055/alex-c'}",True,449,,3806401.0,1,1,1563659807,1285606799,1563659807.0,3806032,CC BY-SA 4.0,https://stackoverflow.com/questions/3806032/add-an-event-listener-to-an-object-that-is-added-to-the-dom-via-ajax,Add an event listener to an object that is added to the DOM via AJAX,,,,
334,"['php', 'javascript', 'mysql', 'drop-down-menu', 'dynamic-data']","{'account_id': 125977, 'reputation': 3217, 'user_id': 322131, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/77da88ca1aed968b2598c08fd52ce653?s=256&d=identicon&r=PG', 'display_name': 'Homer_J', 'link': 'https://stackoverflow.com/users/322131/homer-j'}",True,4269,,,2,2,1563155365,1283533727,,3637972,CC BY-SA 2.5,https://stackoverflow.com/questions/3637972/whats-the-best-and-easiest-way-to-populate-a-dropdown-based-on-another-dropdown,What&#39;s the best and easiest way to Populate a dropdown based on another dropdown,,,,
335,"['javascript', 'html', 'forms', 'webforms']","{'account_id': 174811, 'reputation': 10122, 'user_id': 404409, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/PaCFU.jpg?s=256&g=1', 'display_name': 'Jon Cox', 'link': 'https://stackoverflow.com/users/404409/jon-cox'}",True,10145,,3752357.0,5,3,1563139068,1284991876,1563139068.0,3752266,,https://stackoverflow.com/questions/3752266/one-form-multiple-submit-buttons-and-submit-links,"One form, multiple submit buttons and submit links",,1350491331.0,exact duplicate,
336,"['javascript', 'firefox-addon', 'dom-events']","{'account_id': 649517, 'reputation': 21, 'user_id': 446777, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/08f23273806725d57b369a64b06ce4f3?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/446777/mike'}",True,380,,,1,2,1563098319,1284411457,1563098319.0,3704364,CC BY-SA 4.0,https://stackoverflow.com/questions/3704364/firefox-addon-to-do-something-everytime-a-user-hits-enter-in-the-address-bar,Firefox addon to do something everytime a user hits Enter in the address bar,,,,
337,"['javascript', 'google-maps', 'dom-events']","{'account_id': 41018, 'reputation': 915, 'user_id': 119117, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/7c2bf810f4b17ceb473e547122c6903e?s=256&d=identicon&r=PG', 'display_name': 'Jibran', 'link': 'https://stackoverflow.com/users/119117/jibran'}",False,1544,,,1,4,1562708011,1283906456,1562708011.0,3663791,CC BY-SA 4.0,https://stackoverflow.com/questions/3663791/google-maps-v3-tileloaded-event,Google Maps v3 tileloaded Event,,,,
338,"['javascript', 'google-chrome', 'ebay-api']","{'account_id': 181555, 'reputation': 68, 'user_id': 415633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50d4daf62077aa4e1d6ff618a9911362?s=256&d=identicon&r=PG', 'display_name': 'igotmumps', 'link': 'https://stackoverflow.com/users/415633/igotmumps'}",True,766,,3628803.0,1,3,1562569247,1283442089,1562569247.0,3628725,CC BY-SA 4.0,https://stackoverflow.com/questions/3628725/ebay-javascript-api-symbol-in-object-member-name,eBay JavaScript API - @ symbol in object member name,,,,
339,"['javascript', 'asp.net', 'jquery', 'jquery-ui', 'updatepanel']","{'user_type': 'does_not_exist', 'display_name': 'user351178'}",True,7944,,3668121.0,6,11,1562417919,1283950981,,3667991,CC BY-SA 2.5,https://stackoverflow.com/questions/3667991/is-is-possible-to-determine-when-an-element-has-been-rendered-using-javascript,Is is possible to determine when an element has been rendered using JavaScript?,,,,
340,"['javascript', 'jsf', 'jsf-2']","{'account_id': 165738, 'reputation': 6248, 'user_id': 389430, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/e555d721420fc39e6e1cd84f406eda1b?s=256&d=identicon&r=PG', 'display_name': 'Sven', 'link': 'https://stackoverflow.com/users/389430/sven'}",True,24251,,3699920.0,3,13,1562243390,1284363745,1562242317.0,3698579,CC BY-SA 4.0,https://stackoverflow.com/questions/3698579/show-hide-another-input-fields-using-hselectbooleancheckbox,Show/hide another input fields using h:selectBooleanCheckbox,,,,
341,"['java', 'javascript', 'client-side', 'server-side']","{'account_id': 114839, 'reputation': 22829, 'user_id': 301816, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/d347a63873879ac0b72df4e7b9470433?s=256&d=identicon&r=PG', 'display_name': 'stevebot', 'link': 'https://stackoverflow.com/users/301816/stevebot'}",True,7049,,3628633.0,8,18,1561486557,1283441025,1561486557.0,3628601,CC BY-SA 4.0,https://stackoverflow.com/questions/3628601/how-fast-is-client-side-javascript-versus-server-side-java,How fast is client side javascript versus server side Java?,,,,
342,"['javascript', 'jquery', 'html', 'css']","{'account_id': 38768, 'reputation': 33477, 'user_id': 111479, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/MOwCL.png?s=256&g=1', 'display_name': 'tonyf', 'link': 'https://stackoverflow.com/users/111479/tonyf'}",False,1240,,,2,2,1561203072,1283791194,1561203072.0,3652993,CC BY-SA 4.0,https://stackoverflow.com/questions/3652993/fixed-position-sidebar-with-jquery,Fixed position sidebar with jQuery,,,,
343,"['javascript', 'compression', 'svg']","{'account_id': 24056, 'reputation': 14144, 'user_id': 60893, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/390ee5cc96ff67356915b4686f8d3f7e?s=256&d=identicon&r=PG', 'display_name': 'FurtiveFelon', 'link': 'https://stackoverflow.com/users/60893/furtivefelon'}",True,41517,,,4,22,1561079317,1283559119,,3640357,CC BY-SA 2.5,https://stackoverflow.com/questions/3640357/how-to-compress-a-string,How to compress a string?,,,,
344,"['javascript', 'jquery', 'jquery-plugins', 'jquery-events']","{'account_id': 177260, 'reputation': 5691, 'user_id': 408482, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/c6f4426c9d9ef1e4991cc72022dbbc3a?s=256&d=identicon&r=PG', 'display_name': 'qinHaiXiang', 'link': 'https://stackoverflow.com/users/408482/qinhaixiang'}",True,3940,,3745324.0,1,1,1560550668,1284888536,1560550668.0,3745163,CC BY-SA 4.0,https://stackoverflow.com/questions/3745163/click-event-firing-multiple-times,Click event firing multiple times,,,,
345,"['javascript', 'html', 'internet-explorer', 'getelementbyid']","{'account_id': 30179, 'reputation': 3982, 'user_id': 82135, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/b0412f44a33168070a5e1086d5851dd9?s=256&d=identicon&r=PG', 'display_name': 'Gaurav Sharma', 'link': 'https://stackoverflow.com/users/82135/gaurav-sharma'}",True,21332,,3708394.0,3,9,1560363659,1284463517,,3708373,CC BY-SA 2.5,https://stackoverflow.com/questions/3708373/javascript-getelementbyid-problem-in-ie,javascript: getElementById problem in IE,,,,
346,['javascript'],"{'account_id': 639661, 'reputation': 61, 'user_id': 416232, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/a61a5171b35a02e7c32dc0ca89d83603?s=256&d=identicon&r=PG', 'display_name': 'jenn', 'link': 'https://stackoverflow.com/users/416232/jenn'}",True,1324,,,5,4,1560217076,1285700700,1285852684.0,3816162,CC BY-SA 2.5,https://stackoverflow.com/questions/3816162/javascript-events-how-to-trigger-event-when-altnum-character-is-entered,Javascript Events: How to trigger event when ALT+NUM character is entered,,,,
347,"['javascript', 'jquery', 'css-selectors']","{'account_id': 102555, 'reputation': 3273, 'user_id': 275218, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/6ab9de1232683dbdbf30c031762facd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'azz0r', 'link': 'https://stackoverflow.com/users/275218/azz0r'}",True,8331,,3652961.0,3,9,1560198784,1283790503,1283790789.0,3652922,CC BY-SA 2.5,https://stackoverflow.com/questions/3652922/jquery-selectors-multiselect-vs-select,jQuery selectors: multiselect vs select,,,,
348,"['javascript', 'asp.net', 'web-services', 'asmx']","{'account_id': 87939, 'reputation': 10770, 'user_id': 243563, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/r9d0S.jpg?s=256&g=1', 'display_name': 'Jeff Dege', 'link': 'https://stackoverflow.com/users/243563/jeff-dege'}",True,3347,,3710651.0,1,2,1559914117,1284475413,1284480092.0,3709991,CC BY-SA 2.5,https://stackoverflow.com/questions/3709991/changing-the-namespace-in-asp-net-asmx-webservices,Changing the namespace in ASP.NET .ASMX webservices?,,,,
349,"['javascript', 'jquery']","{'account_id': 149722, 'reputation': 5181, 'user_id': 362437, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/71c56d3973265e4b4f45a9c27fcab720?s=256&d=identicon&r=PG', 'display_name': 'Dirty Bird Design', 'link': 'https://stackoverflow.com/users/362437/dirty-bird-design'}",True,183,,3738477.0,2,1,1558724839,1284752240,1558724839.0,3738424,CC BY-SA 4.0,https://stackoverflow.com/questions/3738424/creating-margin-with-jquery-to-position-element-below-absolutely-positioned-elem,creating margin with jQuery to position element below absolutely positioned element,,,,
350,"['javascript', 'jquery']","{'account_id': 202830, 'reputation': 317, 'user_id': 450120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fd0e9513a27d1a4fed58ed257d20294?s=256&d=identicon&r=PG', 'display_name': 'Snazawa', 'link': 'https://stackoverflow.com/users/450120/snazawa'}",True,76318,,9249542.0,4,28,1558352186,1284682163,1372169762.0,3731807,CC BY-SA 3.0,https://stackoverflow.com/questions/3731807/listen-for-change-of-class-in-jquery,Listen for change of class in jquery,,,,
351,"['javascript', 'regex', 'url']","{'account_id': 28842, 'reputation': 2057, 'user_id': 77358, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/220c3ef06eefc8c840fd397ab3253c7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrew Magill', 'link': 'https://stackoverflow.com/users/77358/andrew-magill'}",True,26359,,3671574.0,5,12,1557477034,1283976830,1513349881.0,3671522,CC BY-SA 3.0,https://stackoverflow.com/questions/3671522/regex-capture-filename-from-url-without-file-extension,REGEX: Capture Filename from URL without file extension,,,,
352,"['javascript', 'xml', 'firefox-addon', 'xpcom', 'xml-parsing']","{'account_id': 80822, 'reputation': 943, 'user_id': 228275, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/8476d5a255dde2d51ae3e40939737892?s=256&d=identicon&r=PG', 'display_name': 'Sharad', 'link': 'https://stackoverflow.com/users/228275/sharad'}",True,7975,,3667520.0,2,4,1556574975,1283946590,1556574975.0,3667388,CC BY-SA 4.0,https://stackoverflow.com/questions/3667388/getelementbyid-for-xml-documents-mozilla-extensions,"getElementById for XML Documents, Mozilla extensions",,,,
353,"['javascript', 'jquery', 'dom']","{'account_id': 203772, 'reputation': 964, 'user_id': 451620, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/Gycyk.jpg?s=256&g=1', 'display_name': 'zwolin', 'link': 'https://stackoverflow.com/users/451620/zwolin'}",True,53814,,3774716.0,6,14,1556030947,1285203497,,3774699,CC BY-SA 2.5,https://stackoverflow.com/questions/3774699/javascript-jquery-how-do-i-obtain-name-of-the-class-of-clicked-element,Javascript/jQuery - How do I obtain name of the class of clicked element?,,,,
354,"['javascript', 'jquery', 'regex', 'replace']","{'account_id': 185722, 'reputation': 512, 'user_id': 422632, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5b9f37cc1163381356298ca519f2db1?s=256&d=identicon&r=PG', 'display_name': 'gabel', 'link': 'https://stackoverflow.com/users/422632/gabel'}",True,1054,,3617849.0,1,2,1555779645,1283342338,1555779645.0,3617725,CC BY-SA 4.0,https://stackoverflow.com/questions/3617725/replace-or-wrap-http-name-tld-request-urlparameter-with-a-href-this,replace() or wrap() http://name.tld/request_url?parameter with &lt;a href=&quot;this&quot;&gt;...&lt;/a&gt;?,,,,
355,"['javascript', 'jquery', 'css', 'wordpress']","{'account_id': 186479, 'reputation': 18605, 'user_id': 423903, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/ab0d1bad3c9256e01f3e65bc88930b4a?s=256&d=identicon&r=PG', 'display_name': 'faressoft', 'link': 'https://stackoverflow.com/users/423903/faressoft'}",True,143548,,3760723.0,10,90,1555178918,1285071896,1555178918.0,3760222,CC BY-SA 4.0,https://stackoverflow.com/questions/3760222/how-to-include-css-and-jquery-in-my-wordpress-plugin,How To Include CSS and jQuery in my WordPress plugin?,,,,
356,"['javascript', 'jquery', 'variables']","{'account_id': 171181, 'reputation': 40223, 'user_id': 398431, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/eda8735f0de2d2ebee92d83f3b53eb3c?s=256&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/398431/james'}",True,16684,,3688424.0,7,9,1554199861,1284153058,1406279724.0,3688373,CC BY-SA 3.0,https://stackoverflow.com/questions/3688373/jquery-get-biggest-number-from-list,jQuery get biggest number from list,,,,
357,"['javascript', 'html', 'canvas']","{'account_id': 195009, 'reputation': 925, 'user_id': 437654, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/UQbGa.jpg?s=256&g=1', 'display_name': 'Russell', 'link': 'https://stackoverflow.com/users/437654/russell'}",True,26209,,3631286.0,4,17,1553427203,1283456368,1378294771.0,3630594,CC BY-SA 3.0,https://stackoverflow.com/questions/3630594/html5-canvas-transformation-matrix,HTML5 Canvas Transformation Matrix,,,,
358,"['javascript', 'jquery']","{'account_id': 182095, 'reputation': 2276, 'user_id': 416554, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/8461230e762c01817a8b88d4e0be1254?s=256&d=identicon&r=PG', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/416554/peter'}",True,132538,,3825419.0,4,48,1553199731,1285788163,1353085628.0,3825078,CC BY-SA 3.0,https://stackoverflow.com/questions/3825078/jquery-post-response-in-new-window,"Jquery post, response in new window",,,,
359,"['c#', '.net', 'javascript', 'asp.net']","{'account_id': 111874, 'reputation': 18231, 'user_id': 295302, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9e4a70d9f7a3b7d59268b765399d7e36?s=256&d=identicon&r=PG', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/295302/steven'}",True,7879,,3621470.0,4,12,1552599646,1283369216,1283371850.0,3621448,CC BY-SA 2.5,https://stackoverflow.com/questions/3621448/get-timezone-difference-between-client-and-server,Get timezone difference between client and server,,,,
360,"['javascript', 'jquery']","{'account_id': 109297, 'reputation': 35677, 'user_id': 289666, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/7b73b931731be605e73692f0255d83e4?s=256&d=identicon&r=PG', 'display_name': 'Haroldo', 'link': 'https://stackoverflow.com/users/289666/haroldo'}",True,7338,,3613050.0,9,2,1552241903,1283286486,1283334137.0,3612956,CC BY-SA 2.5,https://stackoverflow.com/questions/3612956/how-can-i-do-jquerys-get-in-pure-javascript-without-wanting-to-return-anyth,how can i do jquery&#39;s $.get in pure javascript? (without wanting to return anything),,,,
361,['javascript'],"{'account_id': 198324, 'reputation': 75, 'user_id': 442914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa3ef2698bc7fa0579581f4f16af6cf6?s=256&d=identicon&r=PG', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/442914/eric'}",True,314,,3673317.0,3,3,1552230409,1283987694,,3672624,,https://stackoverflow.com/questions/3672624/tutorial-or-book-on-implementing-a-metalanguage-in-javascript,Tutorial or Book on implementing a metalanguage in Javascript,,1417875442.0,Not suitable for this site,
362,"['javascript', 'html', 'plaintext']","{'account_id': 190240, 'reputation': 1527, 'user_id': 430083, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/e4f68585fe07f38159b853f37247d69d?s=256&d=identicon&r=PG', 'display_name': 'Danylo Mysak', 'link': 'https://stackoverflow.com/users/430083/danylo-mysak'}",True,22457,,3813520.0,5,13,1551791805,1285680415,1285681338.0,3813167,CC BY-SA 2.5,https://stackoverflow.com/questions/3813167/what-is-the-most-convenient-way-to-convert-html-to-plain-text-while-preserving-l,What is the most convenient way to convert HTML to plain text while preserving line breaks (with JavaScript)?,,,,
