,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,community_owned_date,locked_date
396,"['javascript', 'jquery']","{'account_id': 23179, 'reputation': 6744, 'user_id': 57872, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/c3894a3d1a90a0c487ac3d051cd7b69c?s=256&d=identicon&r=PG', 'display_name': 'Udders', 'link': 'https://stackoverflow.com/users/57872/udders'}",True,48677,,4,12,1470780669,1259536565,1323274693.0,1817114,CC BY-SA 3.0,https://stackoverflow.com/questions/1817114/jquery-create-a-unique-id,jquery create a unique id,,1817119.0,,,
397,"['javascript', 'jquery']","{'account_id': 53691, 'reputation': 23655, 'user_id': 160574, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/2475ce4cd9e800c4b67c7c874c343027?s=256&d=identicon&r=PG&f=1', 'display_name': 'Christoffer', 'link': 'https://stackoverflow.com/users/160574/christoffer'}",True,9017,,1,4,1470407812,1258359270,1470407812.0,1740783,CC BY-SA 3.0,https://stackoverflow.com/questions/1740783/how-to-open-popup-and-populate-it-with-data-from-parent-window,How to open popup and populate it with data from parent window?,,1740940.0,,,
398,"['javascript', 'cross-browser']","{'account_id': 20930, 'reputation': 4538, 'user_id': 50453, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/14d0ad662a18587c0ebf786a656a697c?s=256&d=identicon&r=PG', 'display_name': 'Beau Simensen', 'link': 'https://stackoverflow.com/users/50453/beau-simensen'}",True,1581,,2,3,1469638774,1258773525,,1774382,CC BY-SA 2.5,https://stackoverflow.com/questions/1774382/how-do-i-find-out-the-size-of-a-browser-application-window-including-the-border,"How do I find out the size of a browser application window including the border, header and footer?",,,,1258773525.0,
399,"['javascript', 'date']","{'account_id': 572113, 'reputation': 261, 'user_id': 220285, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/8c3ec9602d1694e741d338236ed12e72?s=256&d=identicon&r=PG', 'display_name': 'Bryan hackett', 'link': 'https://stackoverflow.com/users/220285/bryan-hackett'}",True,34693,,11,19,1469509028,1259364381,1363318834.0,1810984,,https://stackoverflow.com/questions/1810984/number-of-days-in-any-month,Number of days in any month,1469747685.0,,Duplicate,,
400,"['javascript', 'actionscript-3', 'externalinterface']","{'account_id': 44289, 'reputation': 6695, 'user_id': 129899, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6d1f8e5a125a589884b3784caa11736b?s=256&d=identicon&r=PG', 'display_name': 'Bachalo', 'link': 'https://stackoverflow.com/users/129899/bachalo'}",True,1542,,2,0,1469166650,1259081319,1259081447.0,1791355,CC BY-SA 2.5,https://stackoverflow.com/questions/1791355/externalinterface-passing-dynamic-arguments-to-javascript-function,ExternalInterface-passing dynamic arguments to Javascript function,,,,,
401,"['javascript', 'firefox', 'onbeforeunload']","{'account_id': 8456, 'reputation': 21980, 'user_id': 15255, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/0fd2c80dfec1692eb1868f0535d34847?s=256&d=identicon&r=PG', 'display_name': 'Zarkonnen', 'link': 'https://stackoverflow.com/users/15255/zarkonnen'}",True,7288,,9,6,1468221642,1259196645,,1800974,CC BY-SA 2.5,https://stackoverflow.com/questions/1800974/window-beforeunload-called-twice-in-firefox-how-to-get-around-this,window.beforeunload called twice in Firefox - how to get around this?,,2295156.0,,,
402,"['javascript', 'active-directory', 'activex', 'ldap']","{'account_id': 21390, 'reputation': 7664, 'user_id': 51949, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/c4183baee5202ec0855ff23f8fe0a594?s=256&d=identicon&r=PG', 'display_name': 'Dscoduc', 'link': 'https://stackoverflow.com/users/51949/dscoduc'}",True,4305,,3,1,1467979318,1258498439,1258665958.0,1752456,CC BY-SA 2.5,https://stackoverflow.com/questions/1752456/using-javascript-to-get-an-ldap-multi-valued-string-attribute,Using JavaScript to get an LDAP multi-valued string attribute,,21934233.0,,,
403,"['javascript', 'object', 'prototypejs']","{'account_id': 52397, 'reputation': 2521, 'user_id': 156572, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/db1a3ce02ccb657a170a90f35ecc614c?s=256&d=identicon&r=PG', 'display_name': 'Hippyjim', 'link': 'https://stackoverflow.com/users/156572/hippyjim'}",True,1701,,2,1,1465938770,1259232383,1325003399.0,1802962,CC BY-SA 3.0,https://stackoverflow.com/questions/1802962/overriding-a-prototype-js-method,Overriding a prototype.js method,,1803140.0,,,
404,"['javascript', 'xml']","{'account_id': 570683, 'reputation': 33, 'user_id': 216544, 'user_type': 'unregistered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/620bb1a047b5341813f27df56500e0a3?s=256&d=identicon&r=PG', 'display_name': 'Deacon', 'link': 'https://stackoverflow.com/users/216544/deacon'}",True,4514,,1,2,1465849195,1259249954,1465848278.0,1804386,CC BY-SA 3.0,https://stackoverflow.com/questions/1804386/script-to-load-contents-of-my-xml-file-into-array-in-javascript,Script to load contents of my XML file into array in Javascript,,1806219.0,,,
405,"['javascript', 'asp.net-ajax', 'web-services']","{'account_id': 6906, 'reputation': 7778, 'user_id': 11768, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/bc0d35aa0f058db77e5e78179124228d?s=256&d=identicon&r=PG', 'display_name': 'st78', 'link': 'https://stackoverflow.com/users/11768/st78'}",True,3626,,1,4,1465848565,1259262926,1465848565.0,1805266,CC BY-SA 3.0,https://stackoverflow.com/questions/1805266/the-server-method-methodname-failed,The server method &#39;methodname&#39; failed,,1825210.0,,,
406,"['javascript', 'jquery', 'css']","{'account_id': 8954, 'reputation': 2071, 'user_id': 16345, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f2e7c835136ffee2c43560eae8f1f0e8?s=256&d=identicon&r=PG', 'display_name': 'jgreep', 'link': 'https://stackoverflow.com/users/16345/jgreep'}",True,21569,,3,5,1465848534,1259260663,1465848534.0,1805121,CC BY-SA 3.0,https://stackoverflow.com/questions/1805121/this-call-is-not-a-function,this.call is not a function,,1805141.0,,,
407,"['javascript', 'iphone', 'html', 'css']","{'account_id': 40029, 'reputation': 12009, 'user_id': 115781, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/7f0c300a172253ab88feb0c3992b9301?s=256&d=identicon&r=PG', 'display_name': 'Mickey Shine', 'link': 'https://stackoverflow.com/users/115781/mickey-shine'}",True,628,,2,0,1465842818,1259207772,1259210794.0,1801448,CC BY-SA 2.5,https://stackoverflow.com/questions/1801448/tell-pure-touch-event-and-pure-gesture-event-apart,tell pure touch event and pure gesture event apart?,,1801673.0,,,
408,"['php', 'javascript', 'apache']","{'account_id': 30799, 'reputation': 144745, 'user_id': 84201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cce99e9bf6154703d8ecdf474a750bd?s=256&d=identicon&r=PG', 'display_name': 'Jitendra Vyas', 'link': 'https://stackoverflow.com/users/84201/jitendra-vyas'}",True,8629,,6,7,1465842426,1259250549,1338782131.0,1804446,CC BY-SA 3.0,https://stackoverflow.com/questions/1804446/prompt-user-to-download-pdf-file-instead-of-opening,Prompt user to download PDF file instead of opening,,1807680.0,,,
409,"['javascript', 'html', 'textinput']","{'account_id': 49339, 'reputation': 34214, 'user_id': 146857, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/1892362e100f370c38ab3d0c905a28f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'ACP', 'link': 'https://stackoverflow.com/users/146857/acp'}",True,2874,,2,0,1465842345,1259226004,,1802425,CC BY-SA 2.5,https://stackoverflow.com/questions/1802425/set-a-value-to-a-textbox-which-had-focus-in-javascript,set a value to a textbox which had focus in javascript,,1802462.0,,,
410,"['javascript', 'firebug', 'names']","{'account_id': 14903, 'reputation': 11323, 'user_id': 30997, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a6c0c77272b9aa8341becc7240179e9e?s=256&d=identicon&r=PG', 'display_name': 'Sniggerfardimungus', 'link': 'https://stackoverflow.com/users/30997/sniggerfardimungus'}",True,1175,,5,0,1465839191,1259191105,,1800617,CC BY-SA 2.5,https://stackoverflow.com/questions/1800617/can-firebug-tell-me-the-javascript-name-of-an-object,Can firebug tell me the javascript name of an object?,,1800834.0,,,
411,"['javascript', 'jquery', 'dynamic', 'yui', 'yui-autocomplete']","{'account_id': 70219, 'reputation': 187, 'user_id': 203839, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/760919480d01f256133d58aa2ff7b26c?s=256&d=identicon&r=PG', 'display_name': 'eli', 'link': 'https://stackoverflow.com/users/203839/eli'}",True,679,,1,0,1465479592,1257801678,1465479592.0,1703909,CC BY-SA 3.0,https://stackoverflow.com/questions/1703909/dynamically-added-javascript-not-finding-dynamically-added-fields-in-ie,Dynamically added JavaScript not finding dynamically added fields in IE,,1704366.0,,,
412,"['javascript', 'c++', 'mfc']","{'account_id': 44268, 'reputation': 1578, 'user_id': 129822, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4365eff59bfcb07be3da2d8138478bd2?s=256&d=identicon&r=PG', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/129822/andrew'}",True,5281,,3,6,1463500161,1257246193,1463500161.0,1666662,CC BY-SA 3.0,https://stackoverflow.com/questions/1666662/call-a-javascript-function-from-c,Call a JavaScript function from C++,,1667219.0,,,
413,"['javascript', 'regex']","{'account_id': 58185, 'reputation': 48785, 'user_id': 174261, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9a712822a9f7e6340627c0c65f0234c2?s=256&d=identicon&r=PG', 'display_name': 'Mithun Sreedharan', 'link': 'https://stackoverflow.com/users/174261/mithun-sreedharan'}",True,18451,,9,6,1463102427,1257234446,1285171745.0,1665829,CC BY-SA 2.5,https://stackoverflow.com/questions/1665829/remove-unwanted-commas-in-javascript,remove unwanted commas in JavaScript,,1665923.0,,,
414,"['javascript', 'object']","{'account_id': 67072, 'reputation': 8787, 'user_id': 196462, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/e112ac971d83dd545268142bc2320a3c?s=256&d=identicon&r=PG', 'display_name': 'KalEl', 'link': 'https://stackoverflow.com/users/196462/kalel'}",True,16395,,1,7,1463090130,1258537161,1436015847.0,1754777,CC BY-SA 3.0,https://stackoverflow.com/questions/1754777/delete-a-key-from-an-associative-array,Delete a key from an associative array,,1754789.0,,,
415,"['javascript', 'for-loop']","{'account_id': 74497, 'reputation': 8844, 'user_id': 214029, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/6El4z.png?s=256&g=1', 'display_name': 'patad', 'link': 'https://stackoverflow.com/users/214029/patad'}",True,5321,,3,1,1462925855,1258572181,1329316542.0,1758411,CC BY-SA 3.0,https://stackoverflow.com/questions/1758411/how-to-save-values-with-loop,How to save values with loop,,1758431.0,,,
416,"['javascript', 'geolocation', 'firefox-addon', 'firefox3.5']","{'account_id': 19264, 'reputation': 8553, 'user_id': 45005, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/199b18f7bf22ca711410c0da0ba1b947?s=256&d=identicon&r=PG', 'display_name': 'Ryu', 'link': 'https://stackoverflow.com/users/45005/ryu'}",True,14043,,7,19,1462794475,1259196943,1259697647.0,1800990,CC BY-SA 2.5,https://stackoverflow.com/questions/1800990/geolocation-provider-for-firefox-that-allows-manual-input,Geolocation provider for Firefox that allows manual input,,1911289.0,,,
417,"['php', 'javascript', 'jquery']","{'account_id': 69579, 'reputation': 23588, 'user_id': 202335, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/b9f73d3ee864c6495452f0eddb80fb19?s=256&d=identicon&r=PG', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/202335/steven'}",True,268008,,6,61,1461573286,1259319762,1302543919.0,1808108,,https://stackoverflow.com/questions/1808108/how-to-access-php-variables-in-javascript-or-jquery-rather-than-php-echo-vari,How to access PHP variables in JavaScript or jQuery rather than &lt;?php echo $variable ?&gt;,1407669980.0,1808161.0,Duplicate,,
418,"['php', 'javascript', 'quotes', 'quoting']","{'account_id': 51533, 'reputation': 3255, 'user_id': 153995, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/ced7dfd96b76abc2a68766170b211013?s=256&d=identicon&r=PG', 'display_name': 'Igor Serebryany', 'link': 'https://stackoverflow.com/users/153995/igor-serebryany'}",True,5126,,7,0,1461064698,1258593517,,1760325,CC BY-SA 2.5,https://stackoverflow.com/questions/1760325/php-generated-javascript-and-quote-marks,PHP-generated javascript and quote marks,,1760337.0,,,
419,"['javascript', 'debugging']","{'account_id': 124284, 'reputation': 2619, 'user_id': 319274, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/862e8a17aa4126e0231a7f9c4e2a006f?s=256&d=identicon&r=PG', 'display_name': 'Southsouth', 'link': 'https://stackoverflow.com/users/319274/southsouth'}",True,21440,,16,17,1460861136,1258326581,1258328737.0,1739221,CC BY-SA 2.5,https://stackoverflow.com/questions/1739221/what-is-a-good-javascript-debugging-tool,What is a good Javascript debugging tool?,,1739225.0,,,
420,"['javascript', 'file']","{'account_id': 46110, 'reputation': 49615, 'user_id': 136141, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9112efedbb61459c9a737beb2dc2277e?s=256&d=identicon&r=PG', 'display_name': 'pencilCake', 'link': 'https://stackoverflow.com/users/136141/pencilcake'}",True,11935,,4,2,1459900344,1257080402,1363040600.0,1657121,CC BY-SA 3.0,https://stackoverflow.com/questions/1657121/how-can-i-check-existence-of-a-file-with-javascript,How can I check existence of a file with JavaScript?,,1657142.0,,,
421,"['javascript', 'datetime']","{'account_id': 54874, 'reputation': 318, 'user_id': 164257, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/6386a513ad2c90c174db8eb0c13e47c4?s=256&d=identicon&r=PG', 'display_name': 'danielea', 'link': 'https://stackoverflow.com/users/164257/danielea'}",True,38991,,4,8,1459364345,1257710502,,1697728,CC BY-SA 2.5,https://stackoverflow.com/questions/1697728/concatenate-a-date-and-time-value,Concatenate a date and time value,,1697923.0,,,
422,"['javascript', 'http', 'google-ads-api', 'referer']","{'account_id': 69095, 'reputation': 7323, 'user_id': 201231, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/ccc536e5ac16149c2ea2c529669c65f7?s=256&d=identicon&r=PG', 'display_name': 'tony noriega', 'link': 'https://stackoverflow.com/users/201231/tony-noriega'}",True,2228,,1,1,1457282584,1257197323,1457282584.0,1663829,CC BY-SA 3.0,https://stackoverflow.com/questions/1663829/track-http-domain-referer,Track http domain referer,,1663943.0,,,
423,"['javascript', 'jquery']","{'account_id': 48926, 'reputation': 1373, 'user_id': 145494, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/2bc16c1502cb8657eeaada541c1d6755?s=256&d=identicon&r=PG', 'display_name': 'mark vanzuela', 'link': 'https://stackoverflow.com/users/145494/mark-vanzuela'}",True,15572,,4,3,1456936971,1258531957,,1754374,CC BY-SA 2.5,https://stackoverflow.com/questions/1754374/window-close-doesnt-work-on-firefox-any-work-around,"window.close() doesn&#39;t work on Firefox, any work around?",,1754387.0,,,
424,"['javascript', 'jquery', 'html', 'xml', 'xmldocument']","{'account_id': 43975, 'reputation': 975, 'user_id': 128800, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/96d65bb439228350b3e21812b5dd13ea?s=256&d=identicon&r=PG', 'display_name': 'icecream', 'link': 'https://stackoverflow.com/users/128800/icecream'}",True,72712,,6,40,1456853245,1257352491,,1675027,CC BY-SA 2.5,https://stackoverflow.com/questions/1675027/how-do-i-get-the-entire-xml-string-from-a-xmldocument-returned-by-jquery-cross,How do I get the entire XML string from a XMLDocument returned by jQuery (cross browser)?,,1675049.0,,,
425,"['javascript', 'internet-explorer-8']","{'account_id': 879427, 'reputation': 351, 'user_id': 218200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/213dd9847630b2c3562eb98584559e6f?s=256&d=identicon&r=PG', 'display_name': 'CodePyro', 'link': 'https://stackoverflow.com/users/218200/codepyro'}",True,40115,1336637678.0,11,22,1456112721,1259114272,,1794189,CC BY-SA 2.5,https://stackoverflow.com/questions/1794189/ie8-javascript-not-running-or-loading,ie8 javascript not running or loading,,,,,
426,"['javascript', 'jquery', 'jquery-plugins']","{'account_id': 19669, 'reputation': 10213, 'user_id': 46279, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/df9614769cb56c2cc06330efa2599e3f?s=256&d=identicon&r=PG', 'display_name': 'coder_bro', 'link': 'https://stackoverflow.com/users/46279/coder-bro'}",True,4191,,1,5,1455945504,1257837818,1455945504.0,1706159,CC BY-SA 3.0,https://stackoverflow.com/questions/1706159/how-to-handle-special-characters-in-html-element-id-name-in-jquery-validation,How to handle special characters in html element id/name in Jquery validation?,,1706498.0,,,
427,"['javascript', 'oop', 'constructor', 'class-design']","{'account_id': 20213, 'reputation': 186708, 'user_id': 48082, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/18bff049e78e8d77a620f8ac4f15b2a0?s=256&d=identicon&r=PG', 'display_name': 'Cheeso', 'link': 'https://stackoverflow.com/users/48082/cheeso'}",True,12004,,7,42,1455643846,1259343523,1259351271.0,1809914,CC BY-SA 2.5,https://stackoverflow.com/questions/1809914/oo-javascript-constructor-pattern-neo-classical-vs-prototypal,OO Javascript constructor pattern: neo-classical vs prototypal,,1810062.0,,,
428,"['asp.net', 'javascript', 'jquery']","{'account_id': 2216, 'reputation': 10383, 'user_id': 3047, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/0d77fde263c9e03e7db21808acd5de0c?s=256&d=identicon&r=PG', 'display_name': 'ScottG', 'link': 'https://stackoverflow.com/users/3047/scottg'}",True,17860,,6,4,1455219428,1257798906,1455219428.0,1703601,CC BY-SA 3.0,https://stackoverflow.com/questions/1703601/where-do-i-put-javascript-when-using-an-asp-net-user-control,Where do I put JavaScript when using an asp.net user control?,,1703660.0,,,
429,"['javascript', 'firefox', 'window']","{'account_id': 59999, 'reputation': 32209, 'user_id': 179364, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/e8f1250b965193b05a82004ea45810a4?s=256&d=identicon&r=PG', 'display_name': 'Mask', 'link': 'https://stackoverflow.com/users/179364/mask'}",True,14724,,7,2,1455184571,1259141907,1391076835.0,1795754,CC BY-SA 3.0,https://stackoverflow.com/questions/1795754/how-to-close-a-window-without-confirm-dialog,How to close a window without confirm dialog?,,,,,
430,"['javascript', 'asp.net', 'vb.net', 'json']","{'account_id': 33691, 'reputation': 9596, 'user_id': 94508, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/pQYOS.jpg?s=256&g=1', 'display_name': 'ChrisP', 'link': 'https://stackoverflow.com/users/94508/chrisp'}",True,35140,,7,4,1454403080,1257390701,1322876139.0,1678101,CC BY-SA 3.0,https://stackoverflow.com/questions/1678101/how-to-return-json-from-asp-net-asmx,How to return JSON from ASP.NET .asmx?,,1678134.0,,,
431,"['javascript', 'internet-explorer', 'internet-explorer-8', 'cross-browser']","{'account_id': 16388, 'reputation': 11461, 'user_id': 35585, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/01a4a7e96176b435386a2767602db32d?s=256&d=identicon&r=PG', 'display_name': 'Bobby Borszich', 'link': 'https://stackoverflow.com/users/35585/bobby-borszich'}",True,178800,,10,299,1453964092,1258399648,1392147029.0,1744310,CC BY-SA 3.0,https://stackoverflow.com/questions/1744310/how-to-fix-array-indexof-in-javascript-for-internet-explorer-browsers,How to fix Array indexOf() in JavaScript for Internet Explorer browsers,,1744327.0,,,
432,"['javascript', 'ajax']","{'account_id': 574208, 'reputation': 21, 'user_id': 217366, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/339a91019ed789617b62146da38bac8e?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/217366/mark'}",True,2133,,4,1,1453297737,1259011692,1453297737.0,1786113,CC BY-SA 3.0,https://stackoverflow.com/questions/1786113/w3schools-ajax-example,w3schools AJAX example,,,,,
433,"['javascript', 'jquery', 'wordpress', 'menu']","{'account_id': 56508, 'reputation': 531, 'user_id': 169254, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/8faa0217b881564e7194239cbde3c860?s=256&d=identicon&r=PG', 'display_name': 'brightmist.co.uk', 'link': 'https://stackoverflow.com/users/169254/brightmist-co-uk'}",True,155,,1,-1,1452535458,1258804121,1452535458.0,1775274,CC BY-SA 3.0,https://stackoverflow.com/questions/1775274/jquery-javascript-menu,jQuery javascript menu?,,1775277.0,,,
434,"['javascript', 'html', 'css']","{'account_id': 23836, 'reputation': 85128, 'user_id': 60096, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/5bf1f11c3493fb7dc5b4045c90a80403?s=256&d=identicon&r=PG', 'display_name': 'Andy White', 'link': 'https://stackoverflow.com/users/60096/andy-white'}",True,1018,,8,1,1451412721,1257219597,,1665093,,https://stackoverflow.com/questions/1665093/core-html-css-javascript-frameworks,Core HTML/CSS/Javascript Frameworks,1451462949.0,1665096.0,Opinion-based,,
435,"['javascript', 'string', 'split']","{'account_id': 54861, 'reputation': 39257, 'user_id': 164230, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/dd53052f52eabc114751609fc2b40174?s=256&d=identicon&r=PG', 'display_name': 'dotty', 'link': 'https://stackoverflow.com/users/164230/dotty'}",True,90041,,8,23,1451336488,1257855302,1260918885.0,1707527,CC BY-SA 2.5,https://stackoverflow.com/questions/1707527/cut-out-part-of-a-string,cut out part of a string,,1707539.0,,,
436,"['asp.net', 'javascript']","{'account_id': 879633, 'reputation': 13, 'user_id': 208368, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/775acfbcf33076a99922a0073f641db9?s=256&d=identicon&r=PG', 'display_name': 'beginner', 'link': 'https://stackoverflow.com/users/208368/beginner'}",False,2148,,2,1,1450680405,1257910472,,1712846,CC BY-SA 2.5,https://stackoverflow.com/questions/1712846/calling-server-side-event-handler-in-asp-net-from-client-side-java-script,Calling server side event handler in asp.net from client side java script,,,,,
437,"['javascript', 'jquery']","{'account_id': 19349, 'reputation': 26323, 'user_id': 45261, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/dfd54b4bc81c8ec572134f422f540d15?s=256&d=identicon&r=PG&f=1', 'display_name': 'djmzfKnm', 'link': 'https://stackoverflow.com/users/45261/djmzfknm'}",True,49185,1391365934.0,6,8,1450628510,1257222265,1257223142.0,1665236,,https://stackoverflow.com/questions/1665236/jquery-how-to-run-background-music-in-website,JQuery: How to run background music in website?,1546386918.0,1665319.0,Not suitable for this site,,
438,"['javascript', 'jquery', 'greasemonkey']","{'account_id': 9921, 'reputation': 105076, 'user_id': 18511, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c621039e41aef415ad25054da3bf3f9a?s=256&d=identicon&r=PG', 'display_name': 'Kip', 'link': 'https://stackoverflow.com/users/18511/kip'}",True,942,,1,1,1450626746,1258401738,1450626746.0,1744516,CC BY-SA 3.0,https://stackoverflow.com/questions/1744516/jquery-data-function-in-greasemonkey,jQuery data() function in GreaseMonkey,,,,,
439,"['javascript', 'jquery', 'xml', 'file', 'download']","{'account_id': 58185, 'reputation': 48785, 'user_id': 174261, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9a712822a9f7e6340627c0c65f0234c2?s=256&d=identicon&r=PG', 'display_name': 'Mithun Sreedharan', 'link': 'https://stackoverflow.com/users/174261/mithun-sreedharan'}",True,3560,,2,2,1450239345,1257147764,1450239345.0,1659908,CC BY-SA 3.0,https://stackoverflow.com/questions/1659908/jquery-xml-export-or-simple-javascript-file-download,jQuery XML export or Simple JavaScript file download,,1659957.0,,,
440,"['javascript', 'regex', 'validation', 'email']","{'account_id': 47645, 'reputation': 2569, 'user_id': 141235, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d408e75e1a8cef7f58f85c456e6a087d?s=256&d=identicon&r=PG', 'display_name': 'Marc', 'link': 'https://stackoverflow.com/users/141235/marc'}",False,774,,1,0,1450182423,1257420162,1450182423.0,1679909,CC BY-SA 3.0,https://stackoverflow.com/questions/1679909/regular-expression-to-match-email-addresses-with-quotes-in-javascript,Regular Expression to match email addresses with quotes in javascript,,,,,
441,"['javascript', 'continuous-integration', 'nant', 'nant-task']","{'account_id': 14788, 'reputation': 676, 'user_id': 30719, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/7c76bc932c73194ecda1096738f7151d?s=256&d=identicon&r=PG', 'display_name': 'Vinblad', 'link': 'https://stackoverflow.com/users/30719/vinblad'}",True,601,,4,2,1446899330,1257153978,1446899330.0,1660221,,https://stackoverflow.com/questions/1660221/microsoft-ajax-minifier-and-nant,Microsoft Ajax Minifier and NAnt,1446921686.0,,Needs more focus,,
442,"['javascript', 'asp.net', 'usability']","{'account_id': 568376, 'reputation': 209, 'user_id': 200099, 'user_type': 'unregistered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/b30cc6b6c5cb487ceeae994f292217a6?s=256&d=identicon&r=PG', 'display_name': 'jamal', 'link': 'https://stackoverflow.com/users/200099/jamal'}",True,3447,,5,0,1446382391,1257441749,1322571448.0,1682175,CC BY-SA 3.0,https://stackoverflow.com/questions/1682175/periodic-refresh-or-polling,Periodic refresh or polling,,1682326.0,,,
443,"['javascript', 'scripting', 'getfileversion']","{'account_id': 8556, 'reputation': 17567, 'user_id': 15485, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/NoiuG.png?s=256&g=1', 'display_name': 'Alessandro Jacopson', 'link': 'https://stackoverflow.com/users/15485/alessandro-jacopson'}",True,5928,,3,3,1446339363,1257345375,1446339363.0,1674134,CC BY-SA 3.0,https://stackoverflow.com/questions/1674134/detecting-the-version-and-company-name-of-an-exe-using-jscript,Detecting the version and company name of an exe using jscript,,2067780.0,,,
444,"['javascript', 'dynamic', 'prototype', 'properties']","{'account_id': 74236, 'reputation': 41, 'user_id': 213380, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d068f640cee078306ff7eb8fa0eb36c?s=256&d=identicon&r=PG', 'display_name': 'Nominee', 'link': 'https://stackoverflow.com/users/213380/nominee'}",True,6026,,8,4,1446261092,1258503430,,1752800,CC BY-SA 2.5,https://stackoverflow.com/questions/1752800/dynamic-property-of-javascript-object,Dynamic Property of JavaScript object?,,,,,
