,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,locked_date,migrated_from,community_owned_date
299,"['javascript', 'jquery']","{'account_id': 1763232, 'reputation': 38953, 'user_id': 1609729, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/f8572977c1b0afc39a670b2f654a3611?s=256&d=identicon&r=PG', 'display_name': 'Oto Shavadze', 'link': 'https://stackoverflow.com/users/1609729/oto-shavadze'}",True,2793,6,2,1633699087,1346407749,,12213234,CC BY-SA 3.0,https://stackoverflow.com/questions/12213234/using-window-onload-more-than-1-times,Using window.onload more than 1 times,12213243.0,,,,,,
300,"['javascript', 'html', 'fileapi', 'blobs']","{'account_id': 1187383, 'reputation': 6664, 'user_id': 1161076, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/965dd88de2bf006d0d3571e794de956b?s=256&d=identicon&r=PG', 'display_name': 'BrianFreud', 'link': 'https://stackoverflow.com/users/1161076/brianfreud'}",True,298456,9,223,1633517513,1344481212,1517928520.0,11876175,CC BY-SA 3.0,https://stackoverflow.com/questions/11876175/how-to-get-a-file-or-blob-from-an-object-url,How to get a file or blob from an object URL?,52410044.0,,,,,,
301,"['javascript', 'jquery', 'html', 'dom', 'cross-browser']","{'account_id': 222473, 'reputation': 4997, 'user_id': 481083, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/bab76ab6bc09fcd80425e6261f1e4020?s=256&d=identicon&r=PG', 'display_name': 'zallarak', 'link': 'https://stackoverflow.com/users/481083/zallarak'}",True,2066,5,2,1633463734,1344477063,1344477963.0,11875684,CC BY-SA 3.0,https://stackoverflow.com/questions/11875684/given-a-dom-element-how-could-i-flatten-it-in-jquery-and-or-javascript,"Given a dom element, how could I flatten it in jquery and/or JavaScript?",,,,,,,
302,"['javascript', 'exception', 'dom-events', 'microsoft-metro', 'winjs']","{'account_id': 1220651, 'reputation': 3860, 'user_id': 1187364, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/banC8.jpg?s=256&g=1', 'display_name': 'Sindre', 'link': 'https://stackoverflow.com/users/1187364/sindre'}",True,1256,2,2,1633367373,1344261567,1633367373.0,11829800,CC BY-SA 4.0,https://stackoverflow.com/questions/11829800/gracefull-exception-handling-in-windows-metro-using-winjs,Gracefull exception handling in Windows Metro using WinJS,11831058.0,,,,,,
303,"['javascript', 'html', 'templates', 'countdown', 'angularjs']","{'user_type': 'does_not_exist', 'display_name': 'user1613464'}",True,134524,10,50,1633113192,1345534742,,12050268,CC BY-SA 3.0,https://stackoverflow.com/questions/12050268/angularjs-make-a-simple-countdown,angularjs make a simple countdown,,,,,,,
304,"['javascript', 'jquery', 'html']","{'account_id': 1493681, 'reputation': 681, 'user_id': 1400121, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/Kr7PE.jpg?s=256&g=1', 'display_name': 'PhazingAzrael', 'link': 'https://stackoverflow.com/users/1400121/phazingazrael'}",True,80376,2,53,1633087160,1344101138,1608805208.0,11810569,CC BY-SA 4.0,https://stackoverflow.com/questions/11810569/how-to-replace-underscores-with-spaces,How to replace underscores with spaces?,11810581.0,,,,,,
305,"['javascript', 'requirejs']","{'account_id': 1496804, 'reputation': 225, 'user_id': 1402539, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/487103c573a7e84d276af20323bc75bc?s=256&d=identicon&r=PG', 'display_name': 'user1402539', 'link': 'https://stackoverflow.com/users/1402539/user1402539'}",True,8397,2,13,1633042150,1345515522,,12047637,CC BY-SA 3.0,https://stackoverflow.com/questions/12047637/dynamic-loading-of-modules-from-array-using-requirejs,Dynamic loading of modules from array using RequireJS,12047793.0,,,,,,
306,"['javascript', 'ios', 'mobile-safari', 'dom-events']","{'account_id': 90465, 'reputation': 990, 'user_id': 564642, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c492e64fcc94a1047a2e2162121ecb47?s=256&d=identicon&r=PG', 'display_name': 'Semmel', 'link': 'https://stackoverflow.com/users/564642/semmel'}",True,7742,4,13,1632943053,1343997336,1574007751.0,11795864,CC BY-SA 4.0,https://stackoverflow.com/questions/11795864/pagehide-event-on-imminent-tab-switching-in-mobile-safari-does-not-fire-when-run,Pagehide event on imminent tab switching in Mobile Safari does not fire when running on iPad,,,,,,,
307,"['javascript', 'requirejs', 'prototypal-inheritance', 'hasownproperty']","{'account_id': 397107, 'reputation': 1733, 'user_id': 761063, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b04618721f01d9117a762207987f2a01?s=256&d=identicon&r=PG', 'display_name': 'timkg', 'link': 'https://stackoverflow.com/users/761063/timkg'}",True,63323,6,137,1632835247,1345284540,1601996330.0,12017693,CC BY-SA 4.0,https://stackoverflow.com/questions/12017693/why-use-object-prototype-hasownproperty-callmyobj-prop-instead-of-myobj-hasow,"Why use Object.prototype.hasOwnProperty.call(myObj, prop) instead of myObj.hasOwnProperty(prop)?",12017703.0,,,,,,
308,"['javascript', 'jquery']","{'account_id': 385985, 'reputation': 3130, 'user_id': 743483, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6812d9f1f8bd00f4ad13c97017045bca?s=256&d=identicon&r=PG', 'display_name': 'sammiwei', 'link': 'https://stackoverflow.com/users/743483/sammiwei'}",True,57634,2,31,1632766583,1344719858,1632766583.0,11917734,,https://stackoverflow.com/questions/11917734/how-do-i-change-a-global-variable-in-the-wrapper-javascript-function-after-an-aj,How do I change a global variable in the wrapper JavaScript function after an ajax call?,11917846.0,,1632766573.0,Duplicate,,,
309,"['javascript', 'jquery']","{'account_id': 1463404, 'reputation': 685, 'user_id': 1377039, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/860caae5ecff157ca621ff51e8bba6ba?s=256&d=identicon&r=PG', 'display_name': 'ctrlaltdel', 'link': 'https://stackoverflow.com/users/1377039/ctrlaltdel'}",True,16118,6,11,1632379094,1345563325,1442611071.0,12058392,CC BY-SA 3.0,https://stackoverflow.com/questions/12058392/detect-whether-external-script-has-loaded,Detect whether external script has loaded,12060670.0,,,,,,
310,"['javascript', 'd3.js']","{'account_id': 1361871, 'reputation': 5589, 'user_id': 1299073, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4f35cb13890e67950a23a8b840735c39?s=256&d=identicon&r=PG', 'display_name': 'Brant Olsen', 'link': 'https://stackoverflow.com/users/1299073/brant-olsen'}",True,26109,3,51,1631652146,1343942702,,11786023,CC BY-SA 3.0,https://stackoverflow.com/questions/11786023/how-to-disable-double-click-zoom-for-d3-behavior-zoom,How to disable double click zoom for d3.behavior.zoom?,11788800.0,,,,,,
311,"['javascript', 'dom-events', 'handlebars.js']","{'account_id': 25652, 'reputation': 15978, 'user_id': 66098, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/bbd934c38bbcb0918e4c107b0399f87e?s=256&d=identicon&r=PG', 'display_name': 'Draco', 'link': 'https://stackoverflow.com/users/66098/draco'}",False,988,0,1,1631617976,1345545332,1631617976.0,12053074,CC BY-SA 4.0,https://stackoverflow.com/questions/12053074/whats-the-simplest-way-to-add-event-listeners-on-handlbar-templates,What&#39;s the simplest way to add event listeners on Handlbar templates,,,,,,,
312,"['javascript', 'jquery', 'window', 'jquery-events']","{'account_id': 447789, 'reputation': 8162, 'user_id': 841626, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/3c9e3621ce29f79624cec25a2b231aba?s=256&d=identicon&r=PG', 'display_name': 'pillarOfLight', 'link': 'https://stackoverflow.com/users/841626/pillaroflight'}",False,13589,4,2,1631468470,1344275738,1631468470.0,11833403,,https://stackoverflow.com/questions/11833403/jquery-get-window-by-name,jQuery get window by name,,,1344390248.0,exact duplicate,,,
313,"['javascript', 'jquery']","{'account_id': 1797264, 'reputation': 986, 'user_id': 1636426, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/734f3d894ee8bfed22efeb21930fe5ee?s=256&d=identicon&r=PG', 'display_name': 'ihkawiss', 'link': 'https://stackoverflow.com/users/1636426/ihkawiss'}",True,36826,4,13,1631415877,1346340128,1346340192.0,12200277,CC BY-SA 3.0,https://stackoverflow.com/questions/12200277/find-parent-element-in-jquery-event,Find parent element in JQuery event,12200297.0,,,,,,
314,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1095692, 'reputation': 10971, 'user_id': 1089331, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bc590ac7590fab76b977ad7f33096336?s=256&d=identicon&r=PG', 'display_name': 'William Isted', 'link': 'https://stackoverflow.com/users/1089331/william-isted'}",True,21156,2,1,1631374272,1344954757,1631374272.0,11954623,CC BY-SA 4.0,https://stackoverflow.com/questions/11954623/uncaught-syntaxerror-unexpected-string,Uncaught SyntaxError: Unexpected string,11954664.0,,,,,,
315,"['javascript', 'jquery', 'html', 'audio']","{'account_id': 1176638, 'reputation': 1131, 'user_id': 1152483, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/c393f2b8acf3613cd54d5422c4e68a8d?s=256&d=identicon&r=PG', 'display_name': 'Stephen Cioffi', 'link': 'https://stackoverflow.com/users/1152483/stephen-cioffi'}",True,59422,3,40,1631371249,1345406133,1345410445.0,12029509,CC BY-SA 3.0,https://stackoverflow.com/questions/12029509/html-5-audio-play-file-at-certain-time-point,HTML 5 &lt;audio&gt; - Play file at certain time point,12030459.0,,,,,,
316,"['php', 'javascript', 'encryption', 'mcrypt', 'cryptojs']","{'account_id': 1717469, 'reputation': 109, 'user_id': 1574231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/837acf3cddd419b997daeba030a2f6b2?s=256&d=identicon&r=PG', 'display_name': 'Lyubomir Lyubenov', 'link': 'https://stackoverflow.com/users/1574231/lyubomir-lyubenov'}",True,11621,3,5,1630936601,1344002421,,11797238,CC BY-SA 3.0,https://stackoverflow.com/questions/11797238/aes-encryption-in-php-and-then-decryption-with-javascript-cryptojs,AES encryption in php and then decryption with Javascript (cryptojs),,,,,,,
317,"['javascript', 'xml', 'date', 'format']","{'user_type': 'does_not_exist', 'display_name': 'user1600810'}",True,14503,3,1,1630668894,1345040741,,11971130,CC BY-SA 3.0,https://stackoverflow.com/questions/11971130/converting-a-date-to-european-format,converting a date to european format,,,,,,,
318,"['javascript', 'arrays', 'object']","{'account_id': 71329, 'reputation': 218665, 'user_id': 206403, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/31975d063f893b2551f6f7d5ed6bfa8e?s=256&d=identicon&r=PG', 'display_name': 'gen_Eric', 'link': 'https://stackoverflow.com/users/206403/gen-eric'}",True,14467,5,24,1630485121,1344525447,,11886578,CC BY-SA 3.0,https://stackoverflow.com/questions/11886578/creating-array-like-objects-in-javascript,Creating array-like objects in JavaScript,11886626.0,,,,,,
319,"['javascript', 'driver', 'linux-device-driver', 'ecmascript-5']","{'account_id': 1615897, 'reputation': 2465, 'user_id': 1493605, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/825ff727f567a15479c1566dfde5ca21?s=256&d=identicon&r=PG', 'display_name': 'Leila Hamon', 'link': 'https://stackoverflow.com/users/1493605/leila-hamon'}",True,9814,7,20,1630250532,1345655408,,12078147,CC BY-SA 3.0,https://stackoverflow.com/questions/12078147/how-to-write-device-drivers-in-javascript,How to write device drivers in Javascript?,,,,,,,
320,['javascript'],"{'account_id': 162127, 'reputation': 8965, 'user_id': 383393, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ca9dc9f0fa4efcd00b8c5b388b8fb94f?s=256&d=identicon&r=PG', 'display_name': 'ptamzz', 'link': 'https://stackoverflow.com/users/383393/ptamzz'}",True,1667,4,3,1629926563,1345960852,,12127955,CC BY-SA 3.0,https://stackoverflow.com/questions/12127955/how-to-play-a-sound-file-after-another-sound-in-javascript,how to play a sound file after another sound in javascript,12127963.0,,,,,,
321,"['javascript', 'iframe']","{'account_id': 1632589, 'reputation': 65, 'user_id': 1506849, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/16e26615f75cebc7f99553371384e60c?s=256&d=identicon&r=PG', 'display_name': 'BlackMario', 'link': 'https://stackoverflow.com/users/1506849/blackmario'}",False,118,2,0,1629477930,1344239023,1629477930.0,11824300,CC BY-SA 4.0,https://stackoverflow.com/questions/11824300/iframe-details-operation,Iframe details operation?,,,,,,,
322,"['javascript', 'fetch', 'linkedin']","{'account_id': 1159601, 'reputation': 6353, 'user_id': 1139398, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/XhAy4.jpg?s=256&g=1', 'display_name': 'Sandip Armal Patil', 'link': 'https://stackoverflow.com/users/1139398/sandip-armal-patil'}",True,2920,2,0,1629476381,1346421895,1629476381.0,12216997,CC BY-SA 4.0,https://stackoverflow.com/questions/12216997/how-to-get-details-from-linkedin-in-java-script,How to get details from LinkedIn in java-script?,12254300.0,,,,,,
323,"['javascript', 'html', 'image']","{'account_id': 1641348, 'reputation': 1793, 'user_id': 1513707, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/434d3c2994819f35b0e1008fc335e8f4?s=256&d=identicon&r=PG', 'display_name': 'Neeraj Kumar', 'link': 'https://stackoverflow.com/users/1513707/neeraj-kumar'}",True,718563,16,165,1629243342,1344869537,1542796481.0,11936816,,https://stackoverflow.com/questions/11936816/execute-function-after-complete-page-load,execute function after complete page load,,,1629243461.0,Duplicate,,,
324,"['javascript', 'jquery', 'twitter-bootstrap', 'web-deployment', 'css-frameworks']","{'account_id': 343693, 'reputation': 2636, 'user_id': 675577, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4af059f7db59d31e25467b1cb859506b?s=256&d=identicon&r=PG', 'display_name': 'dialex', 'link': 'https://stackoverflow.com/users/675577/dialex'}",True,35432,11,19,1628767714,1346060902,1495540468.0,12139670,CC BY-SA 3.0,https://stackoverflow.com/questions/12139670/bootstraps-javascript-works-locally-but-not-when-deployed-to-a-server,Bootstrap&#39;s javascript works locally but not when deployed to a server,12142635.0,1463017945.0,,,,,
325,"['php', 'javascript', 'composer-php']","{'account_id': 297818, 'reputation': 269, 'user_id': 603522, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8f83b9a9e608f2f2380def414bd3db0?s=256&d=identicon&r=PG', 'display_name': 'ddelrio1986', 'link': 'https://stackoverflow.com/users/603522/ddelrio1986'}",True,9822,4,3,1628760446,1344806183,,11925946,CC BY-SA 3.0,https://stackoverflow.com/questions/11925946/how-to-get-multiple-vendor-directories-with-composer,How to get multiple vendor directories with composer?,11937738.0,,,,,,
326,"['javascript', 'function', 'timer']","{'account_id': 1197824, 'reputation': 4984, 'user_id': 1169180, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/a52e1cf358e1246e3cdc71533ffb8430?s=256&d=identicon&r=PG', 'display_name': 'Shaggy', 'link': 'https://stackoverflow.com/users/1169180/shaggy'}",True,216498,6,101,1628592035,1344599492,1487702150.0,11901074,CC BY-SA 3.0,https://stackoverflow.com/questions/11901074/javascript-call-a-function-after-specific-time-period,Javascript: Call a function after specific time period,11901175.0,,,,,,
327,"['javascript', 'ajax', 'syntax-error']","{'account_id': 310950, 'reputation': 3838, 'user_id': 624247, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/150b72ef55e91a3e1e5b4434b356c5a9?s=256&d=identicon&r=PG', 'display_name': 'Lee', 'link': 'https://stackoverflow.com/users/624247/lee'}",True,16186,8,7,1628382101,1344913326,1628381304.0,11945216,CC BY-SA 4.0,https://stackoverflow.com/questions/11945216/javascript-syntax-error-missing-after-function-body,JavaScript: &quot;Syntax error missing } after function body&quot;,11945290.0,,,,,,
328,"['javascript', 'jquery', 'ajax']","{'account_id': 403210, 'reputation': 7717, 'user_id': 770834, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/ddf15d4fbfff5dac3bd653d8097c1620?s=256&d=identicon&r=PG', 'display_name': 'Sami', 'link': 'https://stackoverflow.com/users/770834/sami'}",True,25632,3,6,1628347946,1343820002,,11758111,CC BY-SA 3.0,https://stackoverflow.com/questions/11758111/how-to-load-a-different-html-page-without-refreshing-the-page-or-changing-the-ur,how to load a different html page without refreshing the page or changing the url?,,,,,,,
329,"['javascript', 'jquery', 'html', 'url']","{'account_id': 1668200, 'reputation': 353, 'user_id': 1535209, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/adfaa578d73c6c7e71000ee9a500b8c3?s=256&d=identicon&r=PG', 'display_name': 'Josh Davies', 'link': 'https://stackoverflow.com/users/1535209/josh-davies'}",True,16221,9,13,1628161200,1345631738,1571418393.0,12071254,CC BY-SA 4.0,https://stackoverflow.com/questions/12071254/open-all-external-links-open-in-a-new-tab-apart-from-a-domain,Open all external links open in a new tab apart from a domain,12071371.0,,,,,,
330,"['javascript', 'css', 'svg', 'raphael']","{'account_id': 484354, 'reputation': 2520, 'user_id': 899967, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b9cbe03afec78fa1c46fac52e50f42f4?s=256&d=identicon&r=PG', 'display_name': 'Teudimundo', 'link': 'https://stackoverflow.com/users/899967/teudimundo'}",True,2875,1,1,1628064433,1345812414,1628064433.0,12109679,CC BY-SA 4.0,https://stackoverflow.com/questions/12109679/controlling-the-fill-of-a-rect-through-css-in-raphael,Controlling the fill of a rect through CSS in Raphael,12119853.0,,,,,,
331,"['javascript', 'jquery', 'json', 'jsonp']","{'account_id': 959918, 'reputation': 811, 'user_id': 984512, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/180e94ed08136e55e82de623211355f5?s=256&d=identicon&r=PG', 'display_name': '0pt1m1z3', 'link': 'https://stackoverflow.com/users/984512/0pt1m1z3'}",True,16108,3,5,1627911757,1345490884,1345491341.0,12043865,CC BY-SA 3.0,https://stackoverflow.com/questions/12043865/join-json-object-member-string-values-together,Join JSON Object member string values together,12043992.0,,,,,,
332,"['c#', 'javascript', '.net', 'html', 'visual-studio-2010']","{'account_id': 331959, 'reputation': 15331, 'user_id': 656963, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/93d6f1f7316b66a1fcb0191b2f3553ba?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/656963/david'}",True,9352,2,8,1627690669,1345460987,1345472599.0,12036592,CC BY-SA 3.0,https://stackoverflow.com/questions/12036592/debugging-html-in-webbrowser-control,Debugging HTML in WebBrowser Control,12037350.0,,,,,,
333,"['javascript', 'internet-explorer', 'dom-events', 'page-refresh']","{'account_id': 1716064, 'reputation': 41, 'user_id': 1573087, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d397a8705bc3b56719aa5a70f0c481a4?s=256&d=identicon&r=PG', 'display_name': 'sayeed guru', 'link': 'https://stackoverflow.com/users/1573087/sayeed-guru'}",True,21320,6,4,1627577738,1343970136,1627577738.0,11789555,CC BY-SA 4.0,https://stackoverflow.com/questions/11789555/how-to-refresh-the-page-in-ie,How to refresh the page in IE,,,,,,,
334,"['javascript', 'html', 'tabs', 'communication', 'postmessage']","{'account_id': 1779114, 'reputation': 1044, 'user_id': 1622283, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/JWdMo.jpg?s=256&g=1', 'display_name': 'Luca Rasconi', 'link': 'https://stackoverflow.com/users/1622283/luca-rasconi'}",True,6106,1,6,1627149015,1345803277,1627149015.0,12107424,CC BY-SA 4.0,https://stackoverflow.com/questions/12107424/communication-between-browser-tabs,Communication between browser tabs,12449971.0,,,,,,
335,"['javascript', 'events', 'backbone.js', 'underscore.js', 'backbone-events']","{'account_id': 1295922, 'reputation': 14744, 'user_id': 1246987, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/63cf77a600870b0160b683f024618abd?s=256&d=identicon&r=PG&f=1', 'display_name': 'bodokaiser', 'link': 'https://stackoverflow.com/users/1246987/bodokaiser'}",True,441,1,2,1627147390,1345985301,1627147390.0,12130248,CC BY-SA 4.0,https://stackoverflow.com/questions/12130248/backbone-reference-events-to-parent-object,Backbone: Reference events to parent object,12133191.0,,,,,,
336,"['javascript', 'html', 'forms', 'button']","{'account_id': 1731879, 'reputation': 332, 'user_id': 1585325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/780bcba06e87e2e4b6e165de4294a50e?s=256&d=identicon&r=PG', 'display_name': 'Paul Rubenstein', 'link': 'https://stackoverflow.com/users/1585325/paul-rubenstein'}",True,9370,7,3,1627073192,1344443672,,11869079,CC BY-SA 3.0,https://stackoverflow.com/questions/11869079/html-button-to-submit-a-form-elsewhere-on-the-page,HTML button to submit a form elsewhere on the page,11869555.0,,,,,,
337,"['javascript', 'css', 'onclick', 'dom-events', 'css-animations']","{'account_id': 1295738, 'reputation': 103, 'user_id': 1246850, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/4351a1366a2564097f3f277c0cfca78b?s=256&d=identicon&r=PG', 'display_name': 'IanBauters', 'link': 'https://stackoverflow.com/users/1246850/ianbauters'}",True,6968,1,5,1627032086,1345818709,1627032086.0,12111411,CC BY-SA 4.0,https://stackoverflow.com/questions/12111411/start-css3-animation-using-javascript-with-onclick-event,Start CSS3 animation using Javascript with onclick event,12111492.0,,,,,,
338,"['javascript', 'xslt', 'dom-events', 'xslt-1.0']","{'account_id': 400327, 'reputation': 159, 'user_id': 766240, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/4cc328793126e9eec110f5c477660fa4?s=256&d=identicon&r=PG', 'display_name': 'seleniumlover', 'link': 'https://stackoverflow.com/users/766240/seleniumlover'}",True,2146,2,1,1626956377,1344393132,1626956377.0,11856879,CC BY-SA 4.0,https://stackoverflow.com/questions/11856879/how-to-filter-the-xsl-file-based-on-dropdown-value-in-html-file-using-javascript,How to filter the xsl file based on dropdown value in html file using Javascript?,,,,,,,
339,"['javascript', 'jquery', 'twitter-bootstrap', 'twitter-bootstrap-3', 'popover']","{'account_id': 1544031, 'reputation': 6453, 'user_id': 1438003, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/94e04412d7a0b62a19148a83809260e9?s=256&d=identicon&r=PG', 'display_name': 'user1438003', 'link': 'https://stackoverflow.com/users/1438003/user1438003'}",True,156381,8,96,1626841088,1345966518,1592644375.0,12128425,CC BY-SA 4.0,https://stackoverflow.com/questions/12128425/contain-form-within-a-bootstrap-popover,Contain form within a bootstrap popover?,12128439.0,,,,,,
340,['javascript'],"{'account_id': 150185, 'reputation': 199, 'user_id': 363178, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/eO4n8.jpg?s=256&g=1', 'display_name': 'Fawwaz', 'link': 'https://stackoverflow.com/users/363178/fawwaz'}",True,2904,2,-1,1626317309,1346249152,1626317309.0,12179805,CC BY-SA 4.0,https://stackoverflow.com/questions/12179805/how-to-create-a-prompt-with-multiple-input-in-plain-javascript,How to create a prompt with multiple input in plain javascript,12180105.0,,,,,,
341,"['javascript', 'textbox', 'dom-events', 'backspace']","{'account_id': 1436933, 'reputation': 2035, 'user_id': 1358099, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/969f0e43ae4ec64c359b0dea9636a631?s=256&d=identicon&r=PG', 'display_name': 'TechnoCrat', 'link': 'https://stackoverflow.com/users/1358099/technocrat'}",False,4402,2,0,1626196167,1346407911,1626196167.0,12213275,CC BY-SA 4.0,https://stackoverflow.com/questions/12213275/fire-backspace-event-on-textbox-using-javascript-code,Fire backspace event on textbox using Javascript code,,,,,,,
342,"['javascript', 'jquery', 'html']","{'account_id': 1655562, 'reputation': 2036, 'user_id': 1525221, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/8c2e72f016b3896301def8732a716f5a?s=256&d=identicon&r=PG', 'display_name': 'user1187', 'link': 'https://stackoverflow.com/users/1525221/user1187'}",True,134,3,0,1626124680,1345709046,1626124680.0,12087249,CC BY-SA 4.0,https://stackoverflow.com/questions/12087249/jquery-dom-to-reach-node,Jquery DOM to reach Node,12087368.0,,,,,,
343,"['javascript', 'internet-explorer', 'dom-events']","{'account_id': 1690171, 'reputation': 79, 'user_id': 1552690, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9356cfc1eaeb134044a0b0a65c5cfd58?s=256&d=identicon&r=PG', 'display_name': 'suva', 'link': 'https://stackoverflow.com/users/1552690/suva'}",True,651,1,0,1625834202,1344879119,1625834202.0,11939321,CC BY-SA 4.0,https://stackoverflow.com/questions/11939321/error-type-null-or-not-an-object-in-internet-explorer,&quot;Error type null or not an object&quot; in Internet Explorer,11939344.0,,,,,,
344,"['javascript', 'node.js', 'redis', 'socket.io', 'node-redis']","{'account_id': 405860, 'reputation': 8041, 'user_id': 775014, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/838347acc4c97bfc938a2dac4043bd2a?s=256&d=identicon&r=PG', 'display_name': 'udidu', 'link': 'https://stackoverflow.com/users/775014/udidu'}",True,3474,2,6,1625760070,1345500832,1625760070.0,12045976,CC BY-SA 4.0,https://stackoverflow.com/questions/12045976/scaling-socket-io-with-redis-and-then-scaling-redis-itself,Scaling Socket.IO with Redis and then scaling Redis itself,12046367.0,,,,,,
345,"['javascript', 'html', 'html5-video', 'video.js']","{'account_id': 1290487, 'reputation': 1607, 'user_id': 1242694, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/df4d9c0b2ec680b63875eeda77f9b3cd?s=256&d=identicon&r=PG', 'display_name': 'Light', 'link': 'https://stackoverflow.com/users/1242694/light'}",True,24252,1,7,1625688100,1343984201,1361341521.0,11792498,CC BY-SA 3.0,https://stackoverflow.com/questions/11792498/how-do-i-add-new-video-entirely-from-javascript,How do I add new Video entirely from JavaScript?,11792798.0,1409508252.0,,,,,
346,"['javascript', 'dom-events', 'event-bubbling']","{'account_id': 46772, 'reputation': 19559, 'user_id': 138256, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/179219dc8c614a10a49ea0ac21c15e38?s=256&d=identicon&r=PG&f=1', 'display_name': 'codebox', 'link': 'https://stackoverflow.com/users/138256/codebox'}",True,3323,1,16,1625556918,1344325234,1625556918.0,11841330,CC BY-SA 4.0,https://stackoverflow.com/questions/11841330/event-listeners-registered-for-capturing-phase-not-triggered-before-bubbling-w,Event listeners registered for capturing phase not triggered before bubbling - why?,11841423.0,,,,,,
