,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date,locked_date
388,"['javascript', 'ejs']","{'account_id': 26770290, 'reputation': 1, 'user_id': 20366787, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1IBTkyPFqGhTQRXqhu6Gw4oFZtlVro2c3MkZ-N=k-s256', 'display_name': 'Bhaswati Mandal', 'link': 'https://stackoverflow.com/users/20366787/bhaswati-mandal'}",False,32,1,-3,1667378866,1667059438,74246780,CC BY-SA 4.0,https://stackoverflow.com/questions/74246780/why-my-ejs-templating-is-not-working-in-js-file,why my ejs templating is not working in js file,,,,,,,
389,"['javascript', 'jquery', 'datatables']","{'account_id': 1745905, 'reputation': 863, 'user_id': 1596143, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/HLAL0.jpg?s=256&g=1', 'display_name': 'ZioBit', 'link': 'https://stackoverflow.com/users/1596143/ziobit'}",True,54,1,0,1667378463,1667118661,74251558,CC BY-SA 4.0,https://stackoverflow.com/questions/74251558/get-only-the-selected-cells-of-a-jquery-datatables,Get only the SELECTED cells of a jQuery DataTables,1667119237.0,74252897.0,,,,,
390,"['javascript', 'ruby-on-rails', 'ruby']","{'account_id': 24533599, 'reputation': 137, 'user_id': 18445017, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lGlpR.jpg?s=256&g=1', 'display_name': 'Rahul Gupta', 'link': 'https://stackoverflow.com/users/18445017/rahul-gupta'}",True,59,2,2,1667378324,1666928403,74230395,CC BY-SA 4.0,https://stackoverflow.com/questions/74230395/how-to-combine-ruby-code-with-javascript-in-rails-7,how to combine ruby code with javascript in rails 7,,74286402.0,,,,,
391,"['javascript', 'html', 'charts', 'zingchart']","{'account_id': 25018859, 'reputation': 137, 'user_id': 18877734, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxZTdm6HvgbNqNh4LQ7Dqz1lENLELYZwoO2KPl4=k-s256', 'display_name': 'decent boy', 'link': 'https://stackoverflow.com/users/18877734/decent-boy'}",True,48,2,2,1667377967,1665139426,73985968,CC BY-SA 4.0,https://stackoverflow.com/questions/73985968/zing-charts-is-making-web-page-slow-and-laggy,zing Charts is making web page slow and laggy,,74286325.0,,,,,
392,"['javascript', 'es6-modules']","{'account_id': 14481007, 'reputation': 55, 'user_id': 10460230, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zzOwX.jpg?s=256&g=1', 'display_name': 'XUX', 'link': 'https://stackoverflow.com/users/10460230/xux'}",True,47,1,2,1667377847,1666669687,74188928,CC BY-SA 4.0,https://stackoverflow.com/questions/74188928/how-to-import-a-module-without-exports,How to import a module without exports?,,74201991.0,,,,,
393,"['javascript', 'memory', 'heap-memory']","{'account_id': 20144346, 'reputation': 11, 'user_id': 14773248, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgQMgmBkOKy6FmjquQqlz57Eqd029aQxf11_Vje_w=k-s256', 'display_name': 'Umer Tahir', 'link': 'https://stackoverflow.com/users/14773248/umer-tahir'}",False,65,0,0,1667376966,1666855624,74218264,CC BY-SA 4.0,https://stackoverflow.com/questions/74218264/ineffective-mark-compacts-near-heap-limit-allocation-failed-javascript-heap-ou,Ineffective mark-compacts near heap limit Allocation failed - JavaScript heap out of memory Azure Build Pipeline giving error on Docker,1667376966.0,,,,,,
394,"['javascript', 'r', 'd3.js', 'sankey-diagram', 'networkd3']","{'account_id': 25348432, 'reputation': 23, 'user_id': 19165679, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da173f370e697f6dc0f9f7f13ff2677a?s=256&d=identicon&r=PG', 'display_name': 'Rokit87', 'link': 'https://stackoverflow.com/users/19165679/rokit87'}",False,38,1,1,1667375901,1666688190,74191491,CC BY-SA 4.0,https://stackoverflow.com/questions/74191491/r-networkd3-sankey-trouble-adding-percentage,R netWorkD3 Sankey - trouble adding percentage,,,,,,,
395,"['javascript', 'react-hooks', 'react-typescript', 'react-final-form', 'dnd-kit']","{'account_id': 24439519, 'reputation': 45, 'user_id': 18363387, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Mix6U.png?s=256&g=1', 'display_name': 'Shan', 'link': 'https://stackoverflow.com/users/18363387/shan'}",False,26,0,1,1667374982,1667131799,74252926,CC BY-SA 4.0,https://stackoverflow.com/questions/74252926/react-final-form-get-the-actual-state-to-zoom-to-a-dragging-element-in-the-form,React final form- get the actual state to zoom to a dragging element in the form,1667374982.0,,,,,,
396,"['javascript', 'proxy', 'client-side']","{'account_id': 23907022, 'reputation': 1, 'user_id': 17904485, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d54ac2afaf492eaa82b0f8334d6c42f?s=256&d=identicon&r=PG', 'display_name': 'shubham jangid', 'link': 'https://stackoverflow.com/users/17904485/shubham-jangid'}",False,32,0,0,1667374303,1665142589,73986588,CC BY-SA 4.0,https://stackoverflow.com/questions/73986588/why-it-returns-proxy-on-accessing-the-variables-in-javacript,Why It returns proxy on accessing the variables in Javacript,,,,,,,
397,"['javascript', 'arrays', 'json']","{'account_id': 5941290, 'reputation': 170, 'user_id': 4672396, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://lh6.googleusercontent.com/-rIIMGtuFeTw/AAAAAAAAAAI/AAAAAAAAAVw/iphn1vBSh0A/photo.jpg?sz=256', 'display_name': 'JEEVAN GEORGE ANTONY', 'link': 'https://stackoverflow.com/users/4672396/jeevan-george-antony'}",False,158,1,0,1667373882,1664552275,73911056,,https://stackoverflow.com/questions/73911056/create-nested-object-from-array-of-objects-in-javascript-in-hierarchical-format,Create nested object from array of objects in JavaScript in hierarchical format,1667373882.0,,1664785813.0,Duplicate,,,
398,"['javascript', 'html', 'jquery', 'css', 'angular']","{'account_id': 16494187, 'reputation': 190, 'user_id': 11917182, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08e40e3d5377f4fb6e255b4c71f10a2c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Goutham Harshith', 'link': 'https://stackoverflow.com/users/11917182/goutham-harshith'}",False,55,0,0,1667372169,1666688837,74191627,CC BY-SA 4.0,https://stackoverflow.com/questions/74191627/adding-custom-directive-dynamically-in-the-dom-in-angular,Adding custom directive dynamically in the DOM in Angular,1667372169.0,,,,,,
399,['javascript'],"{'account_id': 26785474, 'reputation': 3, 'user_id': 20379736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed136a6e866cf167ed7b605c3063bd5e?s=256&d=identicon&r=PG', 'display_name': 'Brentix45', 'link': 'https://stackoverflow.com/users/20379736/brentix45'}",True,70,2,0,1667372044,1667224001,74264234,CC BY-SA 4.0,https://stackoverflow.com/questions/74264234/url-is-produced-each-radio-click-how-to-stop,"URL is produced each radio click, how to stop",1667228709.0,74264839.0,,,,,
400,"['javascript', 'reactjs', 'material-ui']","{'account_id': 24703921, 'reputation': 3, 'user_id': 18594958, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgyXqEXzmHlZVsAXO9xTH3JVWyAGl_dXsygdcE0=k-s256', 'display_name': 'Ashir Gaming', 'link': 'https://stackoverflow.com/users/18594958/ashir-gaming'}",False,38,0,0,1667371584,1667153060,74255524,CC BY-SA 4.0,https://stackoverflow.com/questions/74255524/source-map-cannot-be-found-react-js,Source map cannot be found - React js,1667371584.0,,,,,,
401,"['javascript', 'html', 'background-color']","{'account_id': 26785195, 'reputation': 3, 'user_id': 20379486, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5614b16e2eed9750f5e5f300e29d3caa?s=256&d=identicon&r=PG', 'display_name': 'Jay', 'link': 'https://stackoverflow.com/users/20379486/jay'}",True,78,6,0,1667371366,1667221904,74263808,CC BY-SA 4.0,https://stackoverflow.com/questions/74263808/change-background-colour-with-javascript-with-2-colours,Change background colour with javascript with 2 colours,1667222125.0,74263954.0,,,,,
402,"['javascript', 'macros', 'emeditor']","{'account_id': 23704369, 'reputation': 19, 'user_id': 17727069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d1ae88e4f50b08773c44c91d6d970db?s=256&d=identicon&r=PG', 'display_name': 'kaspa', 'link': 'https://stackoverflow.com/users/17727069/kaspa'}",True,72,2,0,1667369826,1667198652,74259591,CC BY-SA 4.0,https://stackoverflow.com/questions/74259591/emeditor-macro-in-js-how-to-get-the-full-content-of-a-document-object,EmEditor macro in JS: how to get the full content of a document object,1667222930.0,74274503.0,,,,,
403,"['javascript', 'node.js', 'async-await', 'promise', 'callback']","{'account_id': 24385315, 'reputation': 7, 'user_id': 18316189, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qCAuE.jpg?s=256&g=1', 'display_name': 'Small Potato', 'link': 'https://stackoverflow.com/users/18316189/small-potato'}",True,65,2,0,1667369273,1667210893,74261682,,https://stackoverflow.com/questions/74261682/the-uses-of-callback-or-async-await,The uses of callback or async await,1667369273.0,74261831.0,1667212137.0,Opinion-based,,,
404,"['javascript', 'html', 'frontend', 'logic', 'p5.js']","{'account_id': 26328376, 'reputation': 3, 'user_id': 19989313, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yqkkh.jpg?s=256&g=1', 'display_name': 'Epsit', 'link': 'https://stackoverflow.com/users/19989313/epsit'}",True,45,2,0,1667366562,1667204740,74260519,CC BY-SA 4.0,https://stackoverflow.com/questions/74260519/not-able-to-find-the-exact-mouse-coordinates-while-making-a-simple-circle-game-u,Not able to find the exact mouse coordinates while making a simple circle game using p5.js,,74263332.0,,,,,
405,"['javascript', 'vue.js', 'nuxt.js', 'vue-component', 'loader']","{'account_id': 10141995, 'reputation': 11, 'user_id': 7491421, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cjLEV.jpg?s=256&g=1', 'display_name': 'Manoj Kumar', 'link': 'https://stackoverflow.com/users/7491421/manoj-kumar'}",False,66,1,1,1667366115,1667218059,74263038,CC BY-SA 4.0,https://stackoverflow.com/questions/74263038/vue-loading-overlay-component-not-working-in-nuxt2-0,Vue Loading Overlay Component not working in nuxt2 .0,1667224843.0,,,,,,
406,"['javascript', 'asynchronous', 'callback', 'synchronization', 'callstack']","{'account_id': 20545475, 'reputation': 78, 'user_id': 15245032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjzesZsIqrCw_HPzhhLR3JCBIZi0eO7PRKvejO7=k-s256', 'display_name': 'Aya Othman', 'link': 'https://stackoverflow.com/users/15245032/aya-othman'}",False,233,3,2,1667355690,1666831370,74215598,CC BY-SA 4.0,https://stackoverflow.com/questions/74215598/do-eventlisteners-callback-functions-go-into-callback-queue,Do eventlisteners callback functions go into callback queue?,,,,,,,
407,"['javascript', 'ember.js', 'service', 'bind']","{'account_id': 24409879, 'reputation': 1, 'user_id': 18337489, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgX-Ysl1OkG_NevoXzKZEAvLWc3tQYx76JZ0Xzr=k-s256', 'display_name': 'MrPimiBurn', 'link': 'https://stackoverflow.com/users/18337489/mrpimiburn'}",False,21,1,0,1667353687,1667217144,74262867,CC BY-SA 4.0,https://stackoverflow.com/questions/74262867/emberjs-how-to-bind-method-from-controller-to-service,"emberjs, how to bind method from controller to service?",,,,,,,
408,"['javascript', 'event-handling']","{'account_id': 19860979, 'reputation': 3, 'user_id': 14549345, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ZcCAoLfusX0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmyv3r5tsv4rj9D7DSx44uJ196qVw/s96-c/photo.jpg?sz=256', 'display_name': 'Nono Nunu', 'link': 'https://stackoverflow.com/users/14549345/nono-nunu'}",True,38,2,-1,1667346005,1667137449,74253563,CC BY-SA 4.0,https://stackoverflow.com/questions/74253563/removeeventlistener-isnt-working-despite-function-and-target-being-the-same-tha,removeEventListener isn&#39;t working despite function and target being the same than in the addEventListener,1667137597.0,74253808.0,,,,,
409,"['javascript', 'unit-testing', 'jestjs', 'settimeout', 'user-event']","{'account_id': 430820, 'reputation': 7722, 'user_id': 814463, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/Q8MQn.png?s=256&g=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/814463/tom'}",True,148,2,5,1667345979,1666822032,74214740,CC BY-SA 4.0,https://stackoverflow.com/questions/74214740/how-to-use-user-event-library-in-conjunction-with-jests-fake-timers,How to use user-event library in conjunction with Jest&#39;s fake timers?,1667324074.0,74281566.0,,,,,
410,"['javascript', 'next.js', 'internationalization', 'strapi']","{'account_id': 19933796, 'reputation': 13, 'user_id': 14606908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0f82c04859fea844c1d89d319f2b380?s=256&d=identicon&r=PG&f=1', 'display_name': 'Evoworx', 'link': 'https://stackoverflow.com/users/14606908/evoworx'}",False,100,0,1,1667345913,1664972427,73960260,CC BY-SA 4.0,https://stackoverflow.com/questions/73960260/how-to-create-internationalized-blog-with-strapi-using-next-js-getstaticpaths,How to create internationalized blog with Strapi using Next.js getStaticPaths &amp; getStaticProps,1664995395.0,,,,,,
411,"['javascript', 'html', 'canvas', 'pixel']","{'account_id': 7430369, 'reputation': 1, 'user_id': 5651569, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-lYwjpAQGRoo/AAAAAAAAAAI/AAAAAAAAABY/1x_g7jYi58Q/photo.jpg?sz=256', 'display_name': 'Alsat', 'link': 'https://stackoverflow.com/users/5651569/alsat'}",True,62,2,0,1667342452,1666978244,74238947,CC BY-SA 4.0,https://stackoverflow.com/questions/74238947/how-to-shift-pixels-on-html-canvas-for-smudge-effect-with-transparent-background,How to shift pixels on HTML canvas for smudge effect with transparent background?,,,,,,,
412,"['javascript', 'text', 'get', 'var', 'after-effects']","{'account_id': 26754562, 'reputation': 11, 'user_id': 20353384, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ALxy1.png?s=256&g=1', 'display_name': 'ECYR', 'link': 'https://stackoverflow.com/users/20353384/ecyr'}",False,40,0,1,1667339262,1666915418,74229410,CC BY-SA 4.0,https://stackoverflow.com/questions/74229410/aftereffects-scripting-javascript-variable-does-not-get-the-updated-edittext,AfterEffects Scripting (JavaScript): Variable does NOT get the updated edittext value after running the script. Why?,1667339262.0,,,,,,
413,"['javascript', 'reactjs']","{'account_id': 26753345, 'reputation': 35, 'user_id': 20352373, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0TA8BeiBjMFdqlKgap6dtAgpan6QBq9KEpcXWK=k-s256', 'display_name': 'Igor Ferreira', 'link': 'https://stackoverflow.com/users/20352373/igor-ferreira'}",True,92,2,1,1667339192,1666900368,74227598,CC BY-SA 4.0,https://stackoverflow.com/questions/74227598/how-to-render-a-component-after-setstate-in-react,How to render a component after setState in React?,1666900751.0,74227660.0,,,,,
414,"['javascript', 'vuejs3']","{'account_id': 25477255, 'reputation': 1, 'user_id': 20266526, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgIN7TmSy60EWP_CtuUUgf34MpJdEBYURChVxx9=k-s256', 'display_name': 'Anime Geng', 'link': 'https://stackoverflow.com/users/20266526/anime-geng'}",True,24,1,0,1667338865,1667124368,74252136,CC BY-SA 4.0,https://stackoverflow.com/questions/74252136/cant-launch-vue3-requires-vite-cli-but-it-is-downloaded-tell-me-what-to-do,"Can&#39;t launch vue3 requires vite cli, but it is downloaded, tell me what to do",1667338865.0,,,,,,
415,"['javascript', 'html', 'jquery']","{'account_id': 17055078, 'reputation': 17, 'user_id': 12339834, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBcgfwiE1PJc4xgPogQpvXizrCqVsdQFFh5kS-MaQ=k-s256', 'display_name': 'def750', 'link': 'https://stackoverflow.com/users/12339834/def750'}",False,32,1,0,1667336227,1667122623,74251930,CC BY-SA 4.0,https://stackoverflow.com/questions/74251930/creating-handlers-in-for-elements-in-imported-js-file,Creating handlers in for elements in imported js file,,,,,,,
416,"['javascript', 'angular', 'typescript']","{'account_id': 25321704, 'reputation': 1, 'user_id': 19142880, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d174c30bd7879c86b140c24be6ce8c79?s=256&d=identicon&r=PG', 'display_name': 'sjfklsaf', 'link': 'https://stackoverflow.com/users/19142880/sjfklsaf'}",False,29,0,0,1667335895,1667224717,74264407,CC BY-SA 4.0,https://stackoverflow.com/questions/74264407/is-the-static-method-of-javascript-or-typescript-class-also-released-by-the-garb,Is the static method of javascript or typescript class also released by the garbage collector?,1667335895.0,,,,,,
417,"['javascript', 'three.js']","{'account_id': 26755259, 'reputation': 1, 'user_id': 20353966, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15218826bf76b839cdb70230adac461e?s=256&d=identicon&r=PG', 'display_name': 'rev_max', 'link': 'https://stackoverflow.com/users/20353966/rev-max'}",False,89,1,-1,1667334925,1666922192,74229898,CC BY-SA 4.0,https://stackoverflow.com/questions/74229898/three-js-detect-when-render-completed,three.js: detect when render completed,,,,,,,
418,"['javascript', 'svg']","{'account_id': 302693, 'reputation': 9697, 'user_id': 611201, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/0e3cf7b287b9db7f9bfef08d462034da?s=256&d=identicon&r=PG', 'display_name': 'Michel', 'link': 'https://stackoverflow.com/users/611201/michel'}",True,52,3,1,1667334694,1666866515,74220579,CC BY-SA 4.0,https://stackoverflow.com/questions/74220579/changing-svg-components-in-javascript,Changing SVG components in javascript,,74220722.0,,,,,
419,"['javascript', 'angular', 'firebase']","{'account_id': 25566522, 'reputation': 61, 'user_id': 19347786, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwka8ag_4HUMAG-RuuBBud0xhf0vr-bZi8ndV8z=k-s256', 'display_name': 'Eugene Kliuchnikov', 'link': 'https://stackoverflow.com/users/19347786/eugene-kliuchnikov'}",False,38,1,0,1667334299,1667227652,74265066,CC BY-SA 4.0,https://stackoverflow.com/questions/74265066/angular-how-can-i-change-quantity-of-item-in-firestore-database,Angular. How can I change quantity of item in firestore database?,1667310091.0,,,,,,
420,"['javascript', 'html']","{'account_id': 12262558, 'reputation': 17, 'user_id': 8949836, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10208553773960960/picture?type=large', 'display_name': 'Adit Lin', 'link': 'https://stackoverflow.com/users/8949836/adit-lin'}",True,96,2,0,1667334254,1664814027,73938179,CC BY-SA 4.0,https://stackoverflow.com/questions/73938179/how-to-stop-eventlistener-when-height-reached,How to stop EventListener when height reached?,1664823073.0,,,,,,
421,"['javascript', 'r', 'sankey-diagram', 'networkd3']","{'account_id': 26782298, 'reputation': 11, 'user_id': 20376984, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu22RXonkDgQH9fbl9qniU9ISV_uRcrAg6np26ZM_Hk=k-s256', 'display_name': 'Muhammad Ali', 'link': 'https://stackoverflow.com/users/20376984/muhammad-ali'}",False,14,1,1,1667332646,1667200883,74259905,CC BY-SA 4.0,https://stackoverflow.com/questions/74259905/network-d3-sankey-node-value-too-precise-using-htmlwidgets,Network D3 Sankey Node Value too Precise Using Htmlwidgets,1667332646.0,,,,,,
422,"['javascript', 'html', 'css']","{'account_id': 26729596, 'reputation': 43, 'user_id': 20332178, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1WEBnUGm0tz51PC7FVNeY66ycyqREzYOhuRNuK=k-s256', 'display_name': 'Thor Solutions', 'link': 'https://stackoverflow.com/users/20332178/thor-solutions'}",True,43,1,0,1667328545,1667148974,74254999,CC BY-SA 4.0,https://stackoverflow.com/questions/74254999/change-color-of-hamburger-menu-on-click,Change color of hamburger menu on click,,74255116.0,,,,,
423,"['javascript', 'node.js', 'rollupjs']","{'account_id': 43896, 'reputation': 95427, 'user_id': 128511, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/KwGaJ.png?s=256&g=1', 'display_name': 'gman', 'link': 'https://stackoverflow.com/users/128511/gman'}",True,66,1,2,1667327923,1666942657,74232036,CC BY-SA 4.0,https://stackoverflow.com/questions/74232036/how-to-get-rollup-to-deal-with-node-based-libraries-in-the-browser,How to get rollup to deal with node based libraries in the browser,,74280287.0,,,,,
424,"['javascript', 'web-audio-api', 'audiocontext', 'mediasession']","{'account_id': 3933791, 'reputation': 818, 'user_id': 3251122, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qJSnG.jpg?s=256&g=1', 'display_name': 'b.stevens.photo', 'link': 'https://stackoverflow.com/users/3251122/b-stevens-photo'}",False,58,1,1,1667327625,1665187727,73993512,CC BY-SA 4.0,https://stackoverflow.com/questions/73993512/web-audio-player-ios-next-song-previous-song-buttons-are-not-in-control-cent,web audio player - iOS next song &amp; previous song buttons are not in control center,,,,,,,
425,"['javascript', 'html', 'css']","{'account_id': 26597537, 'reputation': 23, 'user_id': 20219637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/382a92293f7e765f60c01743bbf29323?s=256&d=identicon&r=PG', 'display_name': 'ago', 'link': 'https://stackoverflow.com/users/20219637/ago'}",True,72,2,2,1667326922,1667066628,74247617,CC BY-SA 4.0,https://stackoverflow.com/questions/74247617/how-to-make-two-elements-to-be-under-each-other-in-a-list-of-inputs,How to make two elements to be under each other in a list of inputs?,1667302561.0,,,,,,
426,"['javascript', 'jquery']","{'account_id': 3746316, 'reputation': 308, 'user_id': 3114914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db1096ae0258143c558a174d1f1a44f9?s=256&d=identicon&r=PG', 'display_name': 'ramin', 'link': 'https://stackoverflow.com/users/3114914/ramin'}",True,34,1,0,1667323915,1667066340,74247573,CC BY-SA 4.0,https://stackoverflow.com/questions/74247573/add-commas-for-numbers-in-content-editable-div-when-key-up,Add Commas for numbers in content editable DIV when key up,,,,,,,
427,"['javascript', 'html', 'solid-js']","{'account_id': 14038983, 'reputation': 7, 'user_id': 10140923, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-B9O45uxAyC4/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7o6AITMVDjTCo5r5IFZeb355LdPsQ/mo/photo.jpg?sz=256', 'display_name': 'Andrei', 'link': 'https://stackoverflow.com/users/10140923/andrei'}",True,150,2,0,1667319765,1666081407,74107879,CC BY-SA 4.0,https://stackoverflow.com/questions/74107879/import-and-render-an-html-element-with-solidjs,Import and render an html element with SolidJS,1666901395.0,74169291.0,,,,,
428,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 5832728, 'reputation': 447, 'user_id': 4596738, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://lh3.googleusercontent.com/-KO5AYVZCkGc/AAAAAAAAAAI/AAAAAAAABeY/-EQcaGf-rPU/photo.jpg?sz=256', 'display_name': 'Tommy', 'link': 'https://stackoverflow.com/users/4596738/tommy'}",True,40,1,0,1667319035,1666942649,74232034,CC BY-SA 4.0,https://stackoverflow.com/questions/74232034/how-to-set-a-html-cell-style-based-on-if-the-value-in-the-cell-is-yes-or-no-usin,How to set a HTML cell style based on if the value in the cell is Yes or No using React JS,,74232071.0,,,,,
429,"['javascript', 'jquery']","{'account_id': 26461787, 'reputation': 31, 'user_id': 20290745, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e1f5bfd7b2e696e73e70e8adb956baf?s=256&d=identicon&r=PG', 'display_name': 'Gajka42', 'link': 'https://stackoverflow.com/users/20290745/gajka42'}",False,37,1,0,1667318604,1666694235,74192741,CC BY-SA 4.0,https://stackoverflow.com/questions/74192741/jquery-removing-numbers-after-the-point,jQuery removing numbers after the point,1666875121.0,,,,,,
430,"['javascript', 'html']","{'account_id': 26496949, 'reputation': 11, 'user_id': 20134532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/654e1c63c6ed4e42293cb62890453390?s=256&d=identicon&r=PG', 'display_name': 'Evan24', 'link': 'https://stackoverflow.com/users/20134532/evan24'}",False,24,0,1,1667318300,1666983278,74239774,CC BY-SA 4.0,https://stackoverflow.com/questions/74239774/issues-with-innerhtml-tag-debugger-keeps-coming-back-as-uncaught-typeerror-ca,Issues with InnerHTML tag. Debugger keeps coming back as &quot;Uncaught TypeError: Cannot set properties of null (setting &#39;innerHTML&#39;),1667318300.0,,,,,,
431,"['javascript', 'audio']","{'account_id': 26635396, 'reputation': 11, 'user_id': 20251907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3cb1f31477c5f7b305e62faecf0062c7?s=256&d=identicon&r=PG', 'display_name': 'relster', 'link': 'https://stackoverflow.com/users/20251907/relster'}",False,18,1,1,1667317930,1667162362,74256587,CC BY-SA 4.0,https://stackoverflow.com/questions/74256587/better-timing-for-audio-file,Better timing for audio file,1667317930.0,,,,,,
432,"['javascript', 'reactjs', 'redux', 'datepicker']","{'account_id': 22268594, 'reputation': 15, 'user_id': 16498950, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxoz1o6ndskL1Sy4LfwfJ4NCsIT8JQBbfi_WpY=k-s256', 'display_name': 'jfont', 'link': 'https://stackoverflow.com/users/16498950/jfont'}",False,27,1,0,1667317558,1666892586,74226221,CC BY-SA 4.0,https://stackoverflow.com/questions/74226221/redux-field-validation-fails-after-supplying-a-value,Redux Field validation fails after supplying a value,1666897157.0,,,,,,
433,"['javascript', 'razor', 'visual-studio-2022', 'template-literals']","{'account_id': 10535719, 'reputation': 797, 'user_id': 7763687, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/nHSEm.png?s=256&g=1', 'display_name': 'cmill', 'link': 'https://stackoverflow.com/users/7763687/cmill'}",False,105,1,0,1667314455,1664675807,73922900,CC BY-SA 4.0,https://stackoverflow.com/questions/73922900/visual-studio-2022-adding-extra-tabs-on-format-for-javascript-multiple-line-temp,Visual Studio 2022 adding extra tabs on format for Javascript multiple line template literal,1664679003.0,,,,,,
434,"['javascript', 'css']","{'account_id': 17675212, 'reputation': 163, 'user_id': 12830311, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-uswNRx9xF0o/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rchEx5Dw4UVb5jPTQlnWDq6Wq6Ocg/photo.jpg?sz=256', 'display_name': 'Niki', 'link': 'https://stackoverflow.com/users/12830311/niki'}",True,53,3,2,1667314063,1666605893,74179524,CC BY-SA 4.0,https://stackoverflow.com/questions/74179524/javascript-click-event-targetting-element-only-not-its-parent-container,"JavaScript click event targetting element only, not its parent container",1667314063.0,,,,,,
435,"['javascript', 'visual-studio-code', 'vscode-extensions']","{'account_id': 17604209, 'reputation': 269, 'user_id': 12773528, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FYNOy.png?s=256&g=1', 'display_name': 'Harsh Prakash Agarwal', 'link': 'https://stackoverflow.com/users/12773528/harsh-prakash-agarwal'}",False,70,1,1,1667312304,1666284405,74143522,CC BY-SA 4.0,https://stackoverflow.com/questions/74143522/i-do-not-see-the-hello-world-command-in-command-pallete,I do not see the hello world command in command pallete,,,,,,,
