,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,community_owned_date
347,"['javascript', 'dom-events', 'prototype']","{'account_id': 290885, 'reputation': 251, 'user_id': 592687, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/afdfb908c14a0db9f6aa524bb5b6b4a6?s=256&d=identicon&r=PG', 'display_name': 'amit', 'link': 'https://stackoverflow.com/users/592687/amit'}",False,2786,1349171307.0,,1,0,1619365875,1349072803,1619365875.0,12668406,https://stackoverflow.com/questions/12668406/calling-member-function-from-another-member-function-in-javascript,exact duplicate,Calling member function from another member function in Javascript,,,
348,"['javascript', 'validation']","{'account_id': 1939537, 'reputation': 23, 'user_id': 1746040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9059bf4dcd1a8b6c38b740fa9d010c8e?s=256&d=identicon&r=PG', 'display_name': 'user1746040', 'link': 'https://stackoverflow.com/users/1746040/user1746040'}",True,416,,12889521.0,2,2,1619309374,1350276549,1403732629.0,12889442,https://stackoverflow.com/questions/12889442/javascript-learning,,Javascript (learning),CC BY-SA 3.0,,
349,"['javascript', 'asp.net-mvc-3', 'razor']","{'account_id': 1483288, 'reputation': 429, 'user_id': 1392112, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/ff48d7ddf43014845bfacfe1a1d61cfa?s=256&d=identicon&r=PG', 'display_name': 'Juan', 'link': 'https://stackoverflow.com/users/1392112/juan'}",True,1241,,12882021.0,1,0,1619139538,1350214656,1619139538.0,12881847,https://stackoverflow.com/questions/12881847/calling-controller-from-method-from-javascript,,calling controller from method from JavaScript,CC BY-SA 4.0,,
350,"['javascript', 'jquery', 'ajax', 'asp.net-mvc', 'serialization']","{'account_id': 267148, 'reputation': 3220, 'user_id': 555146, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/xBJNE.jpg?s=256&g=1', 'display_name': 'Ed DeGagne', 'link': 'https://stackoverflow.com/users/555146/ed-degagne'}",True,73862,,12820894.0,7,76,1619134087,1349874405,1486715022.0,12820074,https://stackoverflow.com/questions/12820074/difference-between-post-and-ajax,,Difference between $.post and $.ajax?,CC BY-SA 3.0,,
351,['javascript'],"{'account_id': 1013630, 'reputation': 1112, 'user_id': 1025701, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/3ffdf61d845386680d1e45a26839e5ef?s=256&d=identicon&r=PG', 'display_name': 'Tarak', 'link': 'https://stackoverflow.com/users/1025701/tarak'}",True,157802,,,7,57,1619007483,1349848252,1472428338.0,12812757,https://stackoverflow.com/questions/12812757/how-to-instantiate-a-javascript-class-in-another-js-file,,How to instantiate a javascript class in another js file?,CC BY-SA 3.0,,
352,"['javascript', 'arrays', 'string', 'split']","{'account_id': 551821, 'reputation': 7495, 'user_id': 916784, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/5a4ae49890c55068119f06451cb21a8c?s=256&d=identicon&r=PG', 'display_name': 'Wilk', 'link': 'https://stackoverflow.com/users/916784/wilk'}",True,60221,,12836162.0,11,59,1618875374,1349946564,1618875374.0,12836062,https://stackoverflow.com/questions/12836062/string-split-returns-an-array-with-more-elements-than-expected-empty-elements,,String split returns an array with more elements than expected (empty elements),CC BY-SA 4.0,,
353,"['javascript', 'jquery', 'web-applications', 'jquery-events', 'joystick']","{'account_id': 1860819, 'reputation': 31, 'user_id': 1685439, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9e96ebb86cc6ad2f6d0cd258a3d05a7?s=256&d=identicon&r=PG', 'display_name': 'user1685439', 'link': 'https://stackoverflow.com/users/1685439/user1685439'}",False,214,1618763943.0,,1,2,1618691887,1350582869,1618691887.0,12960745,https://stackoverflow.com/questions/12960745/multitouch-for-two-draggables-jquery,Needs more focus,Multitouch for two draggables Jquery,,,
354,"['javascript', 'jquery']","{'account_id': 1360882, 'reputation': 4522, 'user_id': 1298289, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/x5QLK.jpg?s=256&g=1', 'display_name': 'S.Visser', 'link': 'https://stackoverflow.com/users/1298289/s-visser'}",True,907,,13124010.0,1,-2,1618414649,1351522067,1618414649.0,13123945,https://stackoverflow.com/questions/13123945/how-long-is-data-in-localstorage-kept,,How long is data in localStorage kept?,CC BY-SA 4.0,,
355,"['javascript', 'jquery']","{'account_id': 1410737, 'reputation': 867, 'user_id': 1337386, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/82566e9441eec17bcccfafa02f79f4aa?s=256&d=identicon&r=PG', 'display_name': 'crs1138', 'link': 'https://stackoverflow.com/users/1337386/crs1138'}",True,27314,1618337722.0,12720568.0,2,52,1618337716,1349326706,1618337716.0,12720495,https://stackoverflow.com/questions/12720495/jquery-hide-element-on-click-anywhere-else-apart-of-the-element,Duplicate,jQuery: Hide element on click anywhere else apart of the element,,,
356,"['javascript', 'jquery', 'ruby-on-rails-3']","{'account_id': 1855595, 'reputation': 2191, 'user_id': 1681247, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/rc51O.jpg?s=256&g=1', 'display_name': 'Sri', 'link': 'https://stackoverflow.com/users/1681247/sri'}",True,153,,12837518.0,2,0,1618166873,1349950972,1618166873.0,12837399,https://stackoverflow.com/questions/12837399/how-to-get-a-value-by-id-or-class-in-javascript,,How to get a value by id or class in JavaScript?,CC BY-SA 4.0,,
357,"['javascript', 'jquery', 'ruby-on-rails-3']","{'account_id': 1855595, 'reputation': 2191, 'user_id': 1681247, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/rc51O.jpg?s=256&g=1', 'display_name': 'Sri', 'link': 'https://stackoverflow.com/users/1681247/sri'}",True,135,,12841390.0,5,0,1618164049,1349963575,1618164049.0,12841186,https://stackoverflow.com/questions/12841186/how-to-set-a-integer-for-a-hidden-field-in-javascript,,How to set a integer for a hidden_field in Javascript?,CC BY-SA 4.0,,
358,"['javascript', 'dom-events', 'opera']","{'account_id': 149787, 'reputation': 155693, 'user_id': 362536, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/yt7Em.jpg?s=256&g=1', 'display_name': 'Brad', 'link': 'https://stackoverflow.com/users/362536/brad'}",True,559,,12785291.0,2,8,1617617399,1349034050,1617617399.0,12664434,https://stackoverflow.com/questions/12664434/catching-all-javascript-errors-exceptions-on-wii-opera-9,,Catching all JavaScript errors/exceptions on Wii/Opera 9,CC BY-SA 4.0,,
359,['javascript'],"{'account_id': 58020, 'reputation': 43019, 'user_id': 173773, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/e09251f97ace7198ecf804f79b602885?s=256&d=identicon&r=PG', 'display_name': 'blueberryfields', 'link': 'https://stackoverflow.com/users/173773/blueberryfields'}",True,42564,,12696051.0,5,19,1616974789,1349200430,,12695594,https://stackoverflow.com/questions/12695594/can-i-use-wildcards-when-searching-an-array-of-strings-in-javascript,,Can I use wildcards when searching an array of strings in Javascript?,CC BY-SA 3.0,,
360,"['javascript', 'jquery', 'jquery-plugins', 'jquery-isotope']","{'account_id': 282268, 'reputation': 4637, 'user_id': 579049, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/fa6abce4306657d7a2f186199f4a3236?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/579049/david'}",True,1841,,12718981.0,1,1,1616761590,1349294244,1616761590.0,12715885,https://stackoverflow.com/questions/12715885/reset-jquery-isotope-filters-and-sort,,Reset jQuery IsoTope Filters and Sort,CC BY-SA 4.0,,
361,"['javascript', 'string']","{'account_id': 528997, 'reputation': 10364, 'user_id': 949845, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5a40029644c8ced0703cb361cc8c6952?s=256&d=identicon&r=PG', 'display_name': 'boom', 'link': 'https://stackoverflow.com/users/949845/boom'}",True,1801,,13053382.0,5,1,1616738998,1351095573,,13053346,https://stackoverflow.com/questions/13053346/isolate-part-of-a-string-from-index-to-next-whitespace,,Isolate part of a string from index to next whitespace?,CC BY-SA 3.0,,
362,"['javascript', 'object', 'this']","{'account_id': 926890, 'reputation': 5052, 'user_id': 957500, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a1120428141076c608dad49025c7d2ac?s=256&d=identicon&r=PG', 'display_name': 'Fluidbyte', 'link': 'https://stackoverflow.com/users/957500/fluidbyte'}",True,2503,,12799791.0,7,11,1616717269,1349784520,,12799702,https://stackoverflow.com/questions/12799702/javascript-this-versus-object-name,,Javascript &#39;this&#39; versus object name,CC BY-SA 3.0,,
363,"['javascript', 'jquery', 'xml', 'hyperlink', 'jquery-events']","{'user_type': 'does_not_exist', 'display_name': 'user1756255'}",False,94,,,2,0,1616657959,1350566556,1616657959.0,12955758,https://stackoverflow.com/questions/12955758/taking-url-from-xml-and-making-javascript-hyperlinks,,Taking url from XML and making Javascript hyperlinks,CC BY-SA 4.0,,
364,"['javascript', 'node.js', 'websocket', 'socket.io']","{'account_id': 398407, 'reputation': 9476, 'user_id': 763074, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5b034d4806a2bed77c8d84b035d56e8e?s=256&d=identicon&r=PG', 'display_name': 'Justin Warkentin', 'link': 'https://stackoverflow.com/users/763074/justin-warkentin'}",True,5332,,12939932.0,4,3,1616648631,1349985618,,12847526,https://stackoverflow.com/questions/12847526/how-to-debug-node-js-with-socket-io,,How to debug Node.js with Socket.io,CC BY-SA 3.0,,
365,"['javascript', 'pdf', 'printing', 'phantomjs']","{'account_id': 127324, 'reputation': 3667, 'user_id': 324400, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/587e0b246183fb92ed78ac0ac0f24611?s=256&d=identicon&r=PG', 'display_name': 'ChruS', 'link': 'https://stackoverflow.com/users/324400/chrus'}",True,6838,,,3,2,1616488952,1350049984,1495542336.0,12860602,https://stackoverflow.com/questions/12860602/print-page-in-phantomjs,,Print page in PhantomJS,CC BY-SA 3.0,,
366,"['javascript', 'ruby-on-rails-3', 'client-side', 'jquery-events', 'client-side-validation']","{'account_id': 169646, 'reputation': 7069, 'user_id': 395842, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/dc87de55853de40f17d3f35bf489d5c5?s=256&d=identicon&r=PG', 'display_name': 'Abid', 'link': 'https://stackoverflow.com/users/395842/abid'}",False,3338,,,2,0,1616401767,1349469049,1616401767.0,12753625,https://stackoverflow.com/questions/12753625/calling-two-functions-onsubmit-of-a-form,,Calling two functions onsubmit of a form,CC BY-SA 4.0,,
367,"['javascript', 'asp.net', 'listview', 'gridview']","{'account_id': 469820, 'reputation': 829, 'user_id': 876648, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://i.stack.imgur.com/1sEJS.jpg?s=256&g=1', 'display_name': 'smilu', 'link': 'https://stackoverflow.com/users/876648/smilu'}",False,6962,,,3,0,1616101365,1349096416,1349123616.0,12673786,https://stackoverflow.com/questions/12673786/how-to-select-all-checkbox-inside-a-gridview,,How to select all checkbox inside a gridview?,CC BY-SA 3.0,,
368,"['javascript', 'html']","{'account_id': 252236, 'reputation': 25235, 'user_id': 530153, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/e9a4f37fad8a9e3b47465c628bcfd13a?s=256&d=identicon&r=PG', 'display_name': 'Rajat Gupta', 'link': 'https://stackoverflow.com/users/530153/rajat-gupta'}",True,81334,,,6,32,1616081815,1351192045,1351193749.0,13075502,https://stackoverflow.com/questions/13075502/is-it-bad-to-have-script-tag-inside-div,,Is it bad to have script tag inside div?,CC BY-SA 3.0,,
369,"['javascript', 'constructor']","{'account_id': 1671289, 'reputation': 517, 'user_id': 1537719, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8ded2a4886e261f1a6a7608843aa511e?s=256&d=identicon&r=PG', 'display_name': 'Nikita Gavrilov', 'link': 'https://stackoverflow.com/users/1537719/nikita-gavrilov'}",True,714,,12826543.0,3,0,1616004449,1349894920,1616004449.0,12826278,https://stackoverflow.com/questions/12826278/how-to-change-function-inside-constructor-in-javascript,,How to change function inside constructor in JavaScript?,CC BY-SA 4.0,,
370,"['javascript', 'node.js']","{'user_type': 'does_not_exist', 'display_name': 'user1708560'}",True,20522,,12882262.0,1,14,1615985656,1350218125,1350218285.0,12882256,https://stackoverflow.com/questions/12882256/check-nodejs-path-exists,,Check nodejs path exists,CC BY-SA 3.0,1426512132.0,
371,"['javascript', 'arrays', 'node.js', 'casting']","{'account_id': 82265, 'reputation': 5368, 'user_id': 231441, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/P2kt4.png?s=256&g=1', 'display_name': 'zzeroo', 'link': 'https://stackoverflow.com/users/231441/zzeroo'}",True,14223,,13128766.0,6,3,1615553543,1351540327,,13128610,https://stackoverflow.com/questions/13128610/how-to-sum-an-array-of-strings-representing-ints,,"How to sum an array of strings, representing ints",CC BY-SA 3.0,,
372,"['javascript', 'momentjs']","{'account_id': 942927, 'reputation': 2035, 'user_id': 1224434, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/Rq3Bs.jpg?s=256&g=1', 'display_name': 'Richard Stenstierna', 'link': 'https://stackoverflow.com/users/1224434/richard-stenstierna'}",True,292300,,12970385.0,8,192,1615553240,1350635509,1513171483.0,12970284,https://stackoverflow.com/questions/12970284/moment-js-24h-format,,moment.js 24h format,CC BY-SA 3.0,,
373,"['javascript', 'jquery', 'datatables', 'event-handling', 'jquery-events']","{'account_id': 54032, 'reputation': 18044, 'user_id': 161628, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/7750938ebd499fcd451ef53e21d58acb?s=256&d=identicon&r=PG', 'display_name': 'Rohit Banga', 'link': 'https://stackoverflow.com/users/161628/rohit-banga'}",True,4293,,12761347.0,2,2,1615467465,1349483305,1615467465.0,12755646,https://stackoverflow.com/questions/12755646/jquery-datatables-multiple-calls-to-event-handler-with-live-function,,jQuery datatables multiple calls to event handler with live function,CC BY-SA 4.0,,
374,"['javascript', 'jquery', 'datatables', 'jquery-events']","{'account_id': 1976681, 'reputation': 2282, 'user_id': 1774323, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/ea2e70d7fd8df36d82195708940c3278?s=256&d=identicon&r=PG', 'display_name': 'Kierchon', 'link': 'https://stackoverflow.com/users/1774323/kierchon'}",True,1286,,13072463.0,3,1,1615464293,1351179914,1615464293.0,13072319,https://stackoverflow.com/questions/13072319/how-to-call-a-jquery-function-with-no-event,,How to call a jQuery function with no event,CC BY-SA 4.0,,
375,"['javascript', 'jquery', 'jquery-ui', 'accordion', 'jquery-ui-accordion']","{'account_id': 120317, 'reputation': 9896, 'user_id': 312681, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/01be68ca0f4f9d4b6788d54834a166f3?s=256&d=identicon&r=PG', 'display_name': 'AlecRust', 'link': 'https://stackoverflow.com/users/312681/alecrust'}",True,128289,,12936249.0,14,36,1615402059,1349970025,1349970538.0,12843418,https://stackoverflow.com/questions/12843418/jquery-ui-accordion-expand-collapse-all,,jQuery UI Accordion Expand/Collapse All,CC BY-SA 3.0,,
376,"['javascript', 'google-chrome']","{'account_id': 1927302, 'reputation': 863, 'user_id': 1737439, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/01922af8fc81bd87e9c3a6d3f0a51777?s=256&d=identicon&r=PG', 'display_name': 'Dark Light', 'link': 'https://stackoverflow.com/users/1737439/dark-light'}",True,22559,,,2,56,1615304565,1350640963,1588405025.0,12971869,https://stackoverflow.com/questions/12971869/background-scripts-vs-content-scripts-in-chrome-extensions,,Background Scripts vs Content Scripts in Chrome Extensions,CC BY-SA 4.0,,
377,"['javascript', 'html', 'pdf', 'iframe', 'browser']","{'account_id': 1948595, 'reputation': 421, 'user_id': 1753210, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/cd6c161637a899ccf395e92a804b88fa?s=256&d=identicon&r=PG', 'display_name': 'user1753210', 'link': 'https://stackoverflow.com/users/1753210/user1753210'}",True,267157,,,5,36,1615299347,1350648910,1606917212.0,12974115,https://stackoverflow.com/questions/12974115/how-to-open-a-pdf-file-in-an-iframe,,How to open a PDF file in an &lt;iframe&gt;?,CC BY-SA 4.0,1476706285.0,
378,"['javascript', 'html']","{'account_id': 1943381, 'reputation': 131, 'user_id': 1749030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e69ab234d376d1edeb9b4c14d2d5f4b7?s=256&d=identicon&r=PG', 'display_name': 'user1749030', 'link': 'https://stackoverflow.com/users/1749030/user1749030'}",True,24147,,,3,1,1615004264,1350909917,,13011743,https://stackoverflow.com/questions/13011743/replacing-whole-htmlinside-body-tag,,replacing whole HTMLinside body tag,CC BY-SA 3.0,,
379,"['javascript', 'knockout.js']","{'account_id': 88204, 'reputation': 146889, 'user_id': 244128, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/300502d6109af88a009074c42ff56c73?s=256&d=identicon&r=PG', 'display_name': 'maerics', 'link': 'https://stackoverflow.com/users/244128/maerics'}",True,30270,,16841284.0,4,62,1614959045,1350591416,1495542736.0,12963023,https://stackoverflow.com/questions/12963023/conditionally-add-an-element-attribute-in-knockout-js,,Conditionally add an element attribute in knockout.js,CC BY-SA 3.0,,
380,"['javascript', 'jquery']","{'account_id': 953367, 'reputation': 5843, 'user_id': 979099, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/7d68db322966a4596b5c4a56e72feae8?s=256&d=identicon&r=PG', 'display_name': 'K20GH', 'link': 'https://stackoverflow.com/users/979099/k20gh'}",True,32250,,12748443.0,4,1,1614956702,1349446500,,12748203,https://stackoverflow.com/questions/12748203/using-jquery-find-on-array-or-similar,,Using jQuery.find() on array or similar,CC BY-SA 3.0,,
381,"['javascript', 'jquery', 'jquery-events', 'eventemitter']","{'account_id': 468756, 'reputation': 4141, 'user_id': 874927, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/f33a3bd6864679ec4fc4dd0cd037dc50?s=256&d=identicon&r=PG', 'display_name': 'Jon Wells', 'link': 'https://stackoverflow.com/users/874927/jon-wells'}",True,1279,,12972725.0,2,9,1614858405,1350643211,1614858405.0,12972549,https://stackoverflow.com/questions/12972549/jquery-triggering-custom-event-causes-error,,JQuery triggering custom event causes error,CC BY-SA 4.0,,
382,"['javascript', 'android', 'debugging', 'cordova', 'sencha-touch']","{'account_id': 206902, 'reputation': 13, 'user_id': 456476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93fbad1a6f7a4675186602f7b63952ff?s=256&d=identicon&r=PG', 'display_name': 'Cthulhu', 'link': 'https://stackoverflow.com/users/456476/cthulhu'}",False,6904,,,1,0,1614754930,1351258291,,13087931,https://stackoverflow.com/questions/13087931/i-get-a-uncaught-referenceerror-app-is-not-defined-when-debugging-within-andr,,"I get a &quot;Uncaught ReferenceError: app is not defined&quot; when debugging within Android, but not under the Chrome Debugger",CC BY-SA 3.0,,
383,"['javascript', 'forms']","{'account_id': 1212963, 'reputation': 1080, 'user_id': 1181161, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/ad92b80365214e64e7631a2df120c3a3?s=256&d=identicon&r=PG', 'display_name': 'Lucas Matos', 'link': 'https://stackoverflow.com/users/1181161/lucas-matos'}",True,141,,12776092.0,1,0,1614730724,1349675827,1614730724.0,12776040,https://stackoverflow.com/questions/12776040/check-if-a-text-box-have-a-tip-value-or-not-with-javascript,,Check if a text box have a &quot;tip&quot; value or not with JavaScript,CC BY-SA 4.0,,
384,"['javascript', 'math', 'css', 'geometry']","{'account_id': 903303, 'reputation': 19410, 'user_id': 938822, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/ADpJL.jpg?s=256&g=1', 'display_name': 'Vitim.us', 'link': 'https://stackoverflow.com/users/938822/vitim-us'}",True,26872,,13003782.0,3,26,1614116928,1350859775,1417368398.0,13002979,https://stackoverflow.com/questions/13002979/how-to-calculate-rotation-angle-from-rectangle-points,,How to calculate rotation angle from rectangle points?,CC BY-SA 3.0,,
385,"['javascript', 'asp.net', '.net', 'dom-events']","{'account_id': 1765803, 'reputation': 2135, 'user_id': 1611712, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/2c291eea300c1b276fb387965e496b0b?s=256&d=identicon&r=PG', 'display_name': 'Sumit Deshpande', 'link': 'https://stackoverflow.com/users/1611712/sumit-deshpande'}",True,3877,,12817537.0,3,3,1613726506,1349850289,1613726506.0,12813191,https://stackoverflow.com/questions/12813191/how-to-cancel-server-side-ontextchanged-event-of-textbox-when-client-side-onblur,,How to cancel server-side OnTextChanged event of textbox when client-side onblur event gets fired and returns false?,CC BY-SA 4.0,,
386,"['javascript', 'jquery-ui', 'jquery']","{'account_id': 1727882, 'reputation': 444, 'user_id': 1582152, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/266dc07531e98463c1314d33b7d004d1?s=256&d=identicon&r=PG', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/1582152/sam'}",True,2032,,12843923.0,5,3,1613403170,1349971271,1613403170.0,12843803,https://stackoverflow.com/questions/12843803/how-to-remove-html-element-from-variable-containing-html,,How to remove HTML Element from variable containing HTML?,CC BY-SA 4.0,,
387,"['javascript', 'css', 'dojo', 'drag-and-drop']","{'account_id': 1942817, 'reputation': 21, 'user_id': 1748602, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcaf8c3f5d597709ade15d58c3e9f4ff?s=256&d=identicon&r=PG', 'display_name': 'krater', 'link': 'https://stackoverflow.com/users/1748602/krater'}",False,808,,,3,2,1613273722,1350347766,,12905958,https://stackoverflow.com/questions/12905958/dojo-dnd-moveable-with-positionfixed,,dojo.dnd.moveable with position:fixed,CC BY-SA 3.0,,
388,"['javascript', 'typescript']","{'account_id': 107851, 'reputation': 1600, 'user_id': 286571, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/8086d05ebbc50633be790bb81efc72eb?s=256&d=identicon&r=PG', 'display_name': 'Josh Handel', 'link': 'https://stackoverflow.com/users/286571/josh-handel'}",True,29847,,12907426.0,3,39,1613170839,1350357420,1350524541.0,12907038,https://stackoverflow.com/questions/12907038/typescript-declaration-file-for-function-with-variable-number-type-of-arguments,,TypeScript declaration file for function with variable number/type of arguments,CC BY-SA 3.0,,
389,"['javascript', 'google-maps']","{'account_id': 1938861, 'reputation': 345, 'user_id': 1745580, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8865b489d6ce9fdc005fa0b407cac544?s=256&d=identicon&r=PG', 'display_name': 'user1745580', 'link': 'https://stackoverflow.com/users/1745580/user1745580'}",True,7701,,13130673.0,2,2,1613109338,1351548176,,13130309,https://stackoverflow.com/questions/13130309/using-waypoints-in-routes-directions-service-google-maps,,Using Waypoints in Routes - Directions Service Google Maps,CC BY-SA 3.0,,
390,"['javascript', 'backbone.js', 'backbone-views', 'backbone-events', 'backbone-routing']","{'account_id': 1191346, 'reputation': 473, 'user_id': 1164047, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af4be24f0d454a05a9e4d136d467235f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dillon', 'link': 'https://stackoverflow.com/users/1164047/dillon'}",True,1544,,12679306.0,1,1,1612868676,1349115846,1612868676.0,12678828,https://stackoverflow.com/questions/12678828/backbone-js-why-isnt-event-firing-the-second-time,,Backbone.js: Why isn&#39;t event firing the second time?,CC BY-SA 4.0,,
391,"['javascript', 'asp-classic', 'base64', 'html5-canvas']","{'account_id': 1024980, 'reputation': 311, 'user_id': 1034498, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/ZOHnx.png?s=256&g=1', 'display_name': 'dchin', 'link': 'https://stackoverflow.com/users/1034498/dchin'}",True,8847,,,3,4,1612814548,1350317248,1495535496.0,12899590,https://stackoverflow.com/questions/12899590/how-to-save-canvas-image-using-classic-asp,,How to save canvas image using classic ASP?,CC BY-SA 3.0,1438898610.0,
392,"['javascript', 'google-maps']","{'account_id': 1343845, 'reputation': 333, 'user_id': 1284960, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/1a066fe79d0ca9cfc634c7ea513508a5?s=256&d=identicon&r=PG', 'display_name': 'Lucky Ali', 'link': 'https://stackoverflow.com/users/1284960/lucky-ali'}",True,10830,,12683455.0,1,3,1612505383,1349085403,1349088432.0,12671077,https://stackoverflow.com/questions/12671077/calculate-area-of-a-drawn-polygon-on-google-map-javascript,,calculate area of a drawn polygon on google map javascript,CC BY-SA 3.0,,
393,"['javascript', 'html', '3d']","{'account_id': 14698, 'reputation': 18411, 'user_id': 30478, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/f8c63410ad2ade1978775862befb95ff?s=256&d=identicon&r=PG', 'display_name': 'Phillip B Oldham', 'link': 'https://stackoverflow.com/users/30478/phillip-b-oldham'}",False,557,,,1,2,1612268383,1349713899,1349716132.0,12785706,https://stackoverflow.com/questions/12785706/3d-zoom-in-javascript,,&quot;3D&quot; zoom in Javascript?,CC BY-SA 3.0,,
394,"['javascript', 'closures', 'free-variable']","{'account_id': 1658137, 'reputation': 25979, 'user_id': 1527084, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/3c93245c8f90bb4256781ab91e212821?s=256&d=identicon&r=PG', 'display_name': 'Geek', 'link': 'https://stackoverflow.com/users/1527084/geek'}",True,17352,,12934971.0,4,36,1611912050,1350478838,1350487578.0,12934929,https://stackoverflow.com/questions/12934929/what-are-free-variables,,What are free variables?,CC BY-SA 3.0,,
395,"['javascript', 'phantomjs', 'webpage-screenshot']","{'account_id': 1307217, 'reputation': 16971, 'user_id': 1255956, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/a6a3498ebb173fb2373fded6f46d65fd?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/1255956/chris'}",True,18859,,13144387.0,3,17,1611820898,1351617323,1592644375.0,13144292,https://stackoverflow.com/questions/13144292/phantomjs-works-but-is-very-slow,,Phantomjs works but is very slow,CC BY-SA 4.0,,
396,"['javascript', 'jquery', 'html']","{'account_id': 210473, 'reputation': 173, 'user_id': 462102, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcc93abebe48d10fc4471388e69bafec?s=256&d=identicon&r=PG', 'display_name': 'Jesse Freeman', 'link': 'https://stackoverflow.com/users/462102/jesse-freeman'}",True,12702,1350130055.0,,3,8,1611630351,1349303249,1611630351.0,12717782,https://stackoverflow.com/questions/12717782/jquery-input-element-unselect-text-event,exact duplicate,jquery input element unselect text event?,,,
