,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
251,"['javascript', 'momentjs', 'duration']","{'account_id': 45275, 'reputation': 9408, 'user_id': 133414, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/6695f249160eba47fed3e5fcefd2c942?s=256&d=identicon&r=PG', 'display_name': 'mvanveen', 'link': 'https://stackoverflow.com/users/133414/mvanveen'}",True,334719,13274554.0,31,254,1640698997,1352257992,1640698997.0,13262621,CC BY-SA 4.0,https://stackoverflow.com/questions/13262621/how-to-use-format-on-a-moment-js-duration,How to use format() on a moment.js duration?,,,1634813617.0,,
252,"['javascript', 'jquery', 'html', 'sorting']","{'account_id': 2057465, 'reputation': 1311, 'user_id': 1834809, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/265268e80bcf2acd81fe2e3272a4de46?s=256&d=identicon&r=PG', 'display_name': 'user1834809', 'link': 'https://stackoverflow.com/users/1834809/user1834809'}",True,74956,,4,47,1640323582,1353491175,1553601348.0,13490391,CC BY-SA 4.0,https://stackoverflow.com/questions/13490391/jquery-sort-elements-using-data-id,jQuery sort elements using data id,,,,,
253,"['javascript', 'html', 'dom-events']","{'account_id': 2096809, 'reputation': 21, 'user_id': 1865365, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/31a66d191f99bda05042dbaa38e64472?s=256&d=identicon&r=PG', 'display_name': 'user1865365', 'link': 'https://stackoverflow.com/users/1865365/user1865365'}",False,880,,3,0,1639869195,1354269623,1639869195.0,13642858,CC BY-SA 4.0,https://stackoverflow.com/questions/13642858/open-sub-link-in-the-same-page-in-html,Open sub link in the same page in html,,,,,
254,['javascript'],"{'account_id': 1256373, 'reputation': 2532, 'user_id': 1215745, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/05769d2f62eeed42f40cf3afa1125696?s=256&d=identicon&r=PG', 'display_name': 'Mikhail', 'link': 'https://stackoverflow.com/users/1215745/mikhail'}",False,290,,2,3,1639153790,1353151320,,13430073,CC BY-SA 3.0,https://stackoverflow.com/questions/13430073/how-to-prevent-on-js-the-pasting-into-input-by-middle-click,How to prevent on JS the pasting into input by middle click?,,,,,
255,"['javascript', 'html', 'algorithm', 'dom-events']","{'account_id': 1809016, 'reputation': 221, 'user_id': 1645456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/002a1ed48995e29c314035692b5f73dd?s=256&d=identicon&r=PG', 'display_name': 'Logan545', 'link': 'https://stackoverflow.com/users/1645456/logan545'}",True,8114,,4,1,1639152685,1351783547,1639152685.0,13180250,CC BY-SA 4.0,https://stackoverflow.com/questions/13180250/when-making-a-tic-tac-toe-game-in-javascript-how-can-you-create-an-a-i-that-wi,"When making a tic tac toe game in javascript, how can you create an A.I. that will select any random box, but one that hasn&#39;t been chosen?",,,,,
256,"['javascript', 'ruby-on-rails', 'ruby-on-rails-3', 'backbone.js']","{'account_id': 481562, 'reputation': 1625, 'user_id': 895453, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/7dc5d57f2b002a910af9b6d65c0265b7?s=256&d=identicon&r=PG', 'display_name': 'jake', 'link': 'https://stackoverflow.com/users/895453/jake'}",True,212149,13504238.0,4,44,1639063831,1353535237,1353543300.0,13502733,CC BY-SA 3.0,https://stackoverflow.com/questions/13502733/uncaught-typeerror-undefined-is-not-a-function-beginner-backbone-js-applica,&quot;Uncaught TypeError: undefined is not a function&quot; - Beginner Backbone.js Application,,,,,
257,"['javascript', 'validation']","{'account_id': 1949014, 'reputation': 2288, 'user_id': 1753537, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/e1ac331eefcfc5f5209782c4f3154e4f?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/1753537/ben'}",True,4009,13179877.0,3,0,1638912103,1351781709,,13179690,CC BY-SA 3.0,https://stackoverflow.com/questions/13179690/javascript-validation-for-a-phone-number-numbers-spaces-dots-hyphens,"Javascript Validation for a phone number (Numbers, spaces, dots, hyphens)",,,,,
258,"['javascript', 'datetime']","{'account_id': 1067725, 'reputation': 471, 'user_id': 1067791, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/df5414bad4d3ca02a9be091418cf7f9e?s=256&d=identicon&r=PG', 'display_name': 'weyhei', 'link': 'https://stackoverflow.com/users/1067791/weyhei'}",True,24890,13242834.0,5,14,1638909091,1352163059,,13242828,CC BY-SA 3.0,https://stackoverflow.com/questions/13242828/javascript-gettime-to-10-digits-only,javascript getTime() to 10 digits only,,,,,
259,"['javascript', 'jquery']","{'account_id': 1125923, 'reputation': 12692, 'user_id': 1113216, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/22a19975c6e3dc8c25d79bcf7814f601?s=256&d=identicon&r=PG', 'display_name': 'Lorraine Bernard', 'link': 'https://stackoverflow.com/users/1113216/lorraine-bernard'}",True,3441,13589344.0,2,18,1638500069,1354035886,1638499392.0,13589307,CC BY-SA 4.0,https://stackoverflow.com/questions/13589307/what-is-the-difference-between-document-readyinitialize-and-document-on,"What is the difference between $(document).ready(initialize) and $(document).on(&#39;ready&#39;, initialize)?",,,,,
260,"['javascript', 'html', 'gwt']","{'account_id': 88123, 'reputation': 22429, 'user_id': 243967, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/301971583f2d437f1aba16966bec0661?s=256&d=identicon&r=PG', 'display_name': 'Erik Sapir', 'link': 'https://stackoverflow.com/users/243967/erik-sapir'}",True,4583,,2,10,1638469744,1353666087,,13527049,CC BY-SA 3.0,https://stackoverflow.com/questions/13527049/javascript-gwt-converting-uint8array-or-arraybuffer-to-imagedata-element,javascript/gwt: converting Uint8Array or ArrayBuffer to ImageData element,,,,,
261,"['javascript', 'jquery', 'attributes', 'checkbox']","{'account_id': 2053986, 'reputation': 13, 'user_id': 1832267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b3d19266c2f69e549b44a5b145cd2cb?s=256&d=identicon&r=PG', 'display_name': 'pamu', 'link': 'https://stackoverflow.com/users/1832267/pamu'}",True,2059,13433608.0,3,1,1638446309,1353176480,,13433399,CC BY-SA 3.0,https://stackoverflow.com/questions/13433399/reading-multiple-checkbox-value-from-cookie,Reading multiple checkbox value from cookie,,,,,
262,"['javascript', 'appendchild', 'documentfragment']","{'account_id': 1944900, 'reputation': 7122, 'user_id': 1750282, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/de6f3eebd350eab64f9728c30ede43ef?s=256&d=identicon&r=PG', 'display_name': 'Randy Hall', 'link': 'https://stackoverflow.com/users/1750282/randy-hall'}",True,2667,13347298.0,5,10,1638383954,1352492712,,13315438,CC BY-SA 3.0,https://stackoverflow.com/questions/13315438/retain-reference-to-appended-node-javascript,retain reference to appended node javascript,,,,,
263,"['javascript', 'greasemonkey', 'tampermonkey', 'userscripts', 'filesystem-access']","{'account_id': 387861, 'reputation': 5564, 'user_id': 746461, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/cab04a8efb05937830be8df8a033e5fd?s=256&d=identicon&r=PG', 'display_name': 'Gqqnbig', 'link': 'https://stackoverflow.com/users/746461/gqqnbig'}",True,10121,13627904.0,6,8,1638101083,1354195844,1561599340.0,13626936,CC BY-SA 4.0,https://stackoverflow.com/questions/13626936/save-images-to-hard-disk-without-prompt,Save images to hard disk WITHOUT prompt?,,,,,
264,"['javascript', 'jquery', 'html', 'ajax', 'forms']","{'account_id': 2075742, 'reputation': 393, 'user_id': 1849145, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/019d007f1663e9954d549e9882330184?s=256&d=identicon&r=PG', 'display_name': 'Alessio Melani', 'link': 'https://stackoverflow.com/users/1849145/alessio-melani'}",True,134771,,8,31,1637959626,1354125972,1579633805.0,13611614,CC BY-SA 4.0,https://stackoverflow.com/questions/13611614/submit-the-form-using-ajax,submit the form using ajax,,,,,
265,"['javascript', 'html', 'iframe', 'jquery-events', 'colorbox']","{'account_id': 1855469, 'reputation': 2382, 'user_id': 1681154, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/225bd0a01b3e6ab4d940df507667cc11?s=256&d=identicon&r=PG', 'display_name': 'Saurabh Sharma', 'link': 'https://stackoverflow.com/users/1681154/saurabh-sharma'}",True,688,13346763.0,1,0,1637661354,1352734569,1637661354.0,13346653,CC BY-SA 4.0,https://stackoverflow.com/questions/13346653/calling-colorbox-with-function-call-but-it-closes-as-soon-as-it-opens,Calling Colorbox with function call but it closes as soon as it opens,,,,,
266,"['javascript', 'udp', 'webrtc']","{'account_id': 2008550, 'reputation': 1620, 'user_id': 1797675, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/0f497af5c28e6ff49f458523fc6086a7?s=256&d=identicon&r=PG', 'display_name': 'Taurian', 'link': 'https://stackoverflow.com/users/1797675/taurian'}",True,22786,13217252.0,3,16,1637348001,1352012971,1352018452.0,13216785,CC BY-SA 3.0,https://stackoverflow.com/questions/13216785/how-to-send-a-udp-packet-with-web-rtc-javascript,How to send a UDP Packet with Web RTC - Javascript?,,,,,
267,"['java', 'javascript', 'date', 'datetime', 'extjs']","{'account_id': 945505, 'reputation': 1636, 'user_id': 972830, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ad19384bcc8f081da0223f299331956b?s=256&d=identicon&r=PG', 'display_name': 'dim1902', 'link': 'https://stackoverflow.com/users/972830/dim1902'}",True,358,,3,0,1637261400,1352991517,,13400136,CC BY-SA 3.0,https://stackoverflow.com/questions/13400136/how-to-properly-store-end-date-in-database,How to properly store end date in database,,,,,
268,"['javascript', 'jquery', 'jquery-events', 'jquery-ui-dialog']","{'account_id': 2005125, 'reputation': 1525, 'user_id': 1795229, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://i.stack.imgur.com/bm0Lc.jpg?s=256&g=1', 'display_name': 'iLikeBreakfast', 'link': 'https://stackoverflow.com/users/1795229/ilikebreakfast'}",False,348,,1,1,1637253968,1351883662,1637253968.0,13201638,CC BY-SA 4.0,https://stackoverflow.com/questions/13201638/manipulate-jquery-dialog-opened-in-other-function,Manipulate JQuery Dialog opened in other function,,,,,
269,"['javascript', 'html']","{'account_id': 1927193, 'reputation': 193, 'user_id': 1737342, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7c486c9af183e40e9db0eba3d1471042?s=256&d=identicon&r=PG', 'display_name': 'Shanky_Richer', 'link': 'https://stackoverflow.com/users/1737342/shanky-richer'}",True,23781,,6,9,1637243535,1354082604,1411298404.0,13598790,CC BY-SA 3.0,https://stackoverflow.com/questions/13598790/onbeforeprint-and-onafterprint-is-not-working-in-chrome-and-ie,onbeforeprint and onafterprint is not working in Chrome and IE?,,,,,
270,"['javascript', 'jquery', 'css']","{'account_id': 1780416, 'reputation': 573, 'user_id': 1623311, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d5195136141decd247399e9c73515e7f?s=256&d=identicon&r=PG', 'display_name': 'Octavius', 'link': 'https://stackoverflow.com/users/1623311/octavius'}",True,105,13172024.0,2,0,1636976117,1351750942,1491725473.0,13171986,CC BY-SA 3.0,https://stackoverflow.com/questions/13171986/how-do-i-separately-append-a-draggable-element-to-multiple-droppable-divs,How do I separately append a draggable element to multiple droppable divs,,,,,
271,"['javascript', 'ajax', 'jsp', 'servlets']","{'account_id': 2015787, 'reputation': 487, 'user_id': 1803128, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ff86fca38296b15395603cc19beb67a7?s=256&d=identicon&r=PG', 'display_name': 'Fisher Man', 'link': 'https://stackoverflow.com/users/1803128/fisher-man'}",True,44593,13400585.0,11,8,1636764717,1352992767,1388652019.0,13400521,CC BY-SA 3.0,https://stackoverflow.com/questions/13400521/how-to-logout-my-application-when-i-closed-the-window,How to logout my application when I closed the window?,,,,,
272,['javascript'],"{'account_id': 1506950, 'reputation': 2340, 'user_id': 1410115, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/AYwB9.jpg?s=256&g=1', 'display_name': 'Ramaraj Karuppusamy', 'link': 'https://stackoverflow.com/users/1410115/ramaraj-karuppusamy'}",True,12247,13429466.0,6,33,1636731245,1353145783,1353735398.0,13429451,CC BY-SA 3.0,https://stackoverflow.com/questions/13429451/why-is-9999999999999999-converted-to-10000000000000000-in-javascript,Why is 9999999999999999 converted to 10000000000000000 in JavaScript?,,,,,
273,"['javascript', 'jquery', 'event-handling', 'jquery-events']","{'account_id': 1505160, 'reputation': 11402, 'user_id': 1408717, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/5ebcd636ac503084d3afc236ce8a1ace?s=256&d=identicon&r=PG', 'display_name': 'Aust', 'link': 'https://stackoverflow.com/users/1408717/aust'}",True,10308,13408078.0,2,11,1636708499,1353021533,1636708499.0,13407960,CC BY-SA 4.0,https://stackoverflow.com/questions/13407960/how-can-jquerys-click-function-be-so-much-faster-than-addeventlistener,How can jQuery&#39;s click() function be so much faster than addEventListener()?,,,,,
274,"['javascript', 'node.js', 'design-patterns', 'singleton']","{'account_id': 13130, 'reputation': 56279, 'user_id': 26188, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/64b452e2c24a0409558fbae7921e1c01?s=256&d=identicon&r=PG', 'display_name': 'mkoryak', 'link': 'https://stackoverflow.com/users/26188/mkoryak'}",True,105783,38874910.0,10,111,1636536356,1351779815,1535028674.0,13179109,CC BY-SA 4.0,https://stackoverflow.com/questions/13179109/singleton-pattern-in-nodejs-is-it-needed,Singleton pattern in nodejs - is it needed?,,,,,
275,"['javascript', 'jquery', 'ajax', 'web', 'webserver']","{'account_id': 2017535, 'reputation': 33, 'user_id': 1804467, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad55965ea657965277ccdb226db275d2?s=256&d=identicon&r=PG', 'display_name': 'Experiment', 'link': 'https://stackoverflow.com/users/1804467/experiment'}",True,638,13260445.0,2,3,1636427295,1352238927,1352240113.0,13260070,CC BY-SA 3.0,https://stackoverflow.com/questions/13260070/read-file-on-same-server-line-by-line-using-javascript-ajax-jquery,Read file on same server line by line using JavaScript/AJAX/jQuery?,,,,,
276,"['javascript', 'jquery', 'scroll', 'offset', 'smooth-scrolling']","{'account_id': 1435020, 'reputation': 1041, 'user_id': 1356627, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/5df19293bd928209e657c5d21642be7a?s=256&d=identicon&r=PG', 'display_name': 'mcography', 'link': 'https://stackoverflow.com/users/1356627/mcography'}",True,35408,13294771.0,4,8,1636207609,1352394232,,13293984,CC BY-SA 3.0,https://stackoverflow.com/questions/13293984/how-to-set-offsett-for-smooth-scroll,How to Set Offsett for Smooth Scroll,,,,,
277,"['javascript', 'jquery', 'html', 'image-rotation']","{'account_id': 960057, 'reputation': 44914, 'user_id': 984621, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/817afccebcbe3a4983a5e8c584f30373?s=256&d=identicon&r=PG', 'display_name': 'user984621', 'link': 'https://stackoverflow.com/users/984621/user984621'}",True,6252,13441755.0,3,0,1636198842,1353253368,1353256184.0,13441648,CC BY-SA 3.0,https://stackoverflow.com/questions/13441648/jquery-simple-image-rotator,jQuery - Simple Image Rotator,,,,,
278,"['javascript', 'firebug', 'google-chrome-devtools']","{'account_id': 32578, 'reputation': 67222, 'user_id': 90511, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/nmOPo.png?s=256&g=1', 'display_name': 'hugomg', 'link': 'https://stackoverflow.com/users/90511/hugomg'}",True,4271,,8,4,1636129281,1352405534,,13296992,CC BY-SA 3.0,https://stackoverflow.com/questions/13296992/how-do-i-debug-and-inspect-things-that-change-on-response-to-mouseclicks-or-focu,How do I debug and inspect things that change on response to mouseclicks or focus changes?,,,,,
279,"['javascript', 'html5-canvas', 'easeljs']","{'account_id': 1222130, 'reputation': 2591, 'user_id': 1188570, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/254ec9bd247da80c5bb9641dd90420fd?s=256&d=identicon&r=PG', 'display_name': 'ewooycom', 'link': 'https://stackoverflow.com/users/1188570/ewooycom'}",True,7004,,3,0,1635991315,1352569344,1495540757.0,13324461,CC BY-SA 3.0,https://stackoverflow.com/questions/13324461/drawing-blurry-semi-transparent-circles-with-easeljs,Drawing blurry semi transparent circles with EaselJS,,,,,
280,"['javascript', 'jquery', 'html']","{'account_id': 2011862, 'reputation': 1007, 'user_id': 1800112, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/e519754b9217633bc80bb91f78824bae?s=256&d=identicon&r=PG', 'display_name': 'Juliette Dupuis', 'link': 'https://stackoverflow.com/users/1800112/juliette-dupuis'}",True,3678,13496251.0,4,0,1635939533,1353509403,1353510154.0,13495833,CC BY-SA 3.0,https://stackoverflow.com/questions/13495833/limit-the-number-of-time-a-form-can-be-submitted,Limit the number of time a form can be submitted,,,,,
281,"['javascript', 'html', 'css']","{'account_id': 1527696, 'reputation': 1758, 'user_id': 1425711, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/fdb97f0c75d662b24167958e2e230917?s=256&d=identicon&r=PG', 'display_name': 'MJQ', 'link': 'https://stackoverflow.com/users/1425711/mjq'}",True,2765,13227325.0,9,1,1635542943,1352098320,1635542943.0,13227296,CC BY-SA 4.0,https://stackoverflow.com/questions/13227296/div-height-and-width-not-being-set-in-javascript,Div height and width not being set in javascript,,,,,
282,"['javascript', 'html']","{'account_id': 2075429, 'reputation': 5733, 'user_id': 1848929, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/21534778d81658238d821c7d79bbef9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'hakkikonu', 'link': 'https://stackoverflow.com/users/1848929/hakkikonu'}",True,14809,13538499.0,2,0,1635538213,1353733650,1635538213.0,13538452,CC BY-SA 4.0,https://stackoverflow.com/questions/13538452/javascript-window-close-and-window-stop-logical-or-technical,Javascript window.close() and window.stop() Logical or Technical?,,,,,
283,"['javascript', 'jquery', 'mutation-observers', 'dom4']","{'account_id': 2021067, 'reputation': 499, 'user_id': 1807227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb32fe9a799233734f8bdf5aae6c2c74?s=256&d=identicon&r=PG', 'display_name': 'Jimmy Ha', 'link': 'https://stackoverflow.com/users/1807227/jimmy-ha'}",True,33637,,3,40,1635461263,1352318270,1495540500.0,13277212,CC BY-SA 3.0,https://stackoverflow.com/questions/13277212/mutation-observer-for-creating-new-elements,Mutation Observer for creating new elements,,,,,
284,"['javascript', 'implicit-conversion']","{'account_id': 1515121, 'reputation': 582, 'user_id': 1416301, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/Xh5JU.jpg?s=256&g=1', 'display_name': 'Gambai', 'link': 'https://stackoverflow.com/users/1416301/gambai'}",True,39129,13202079.0,3,20,1635358735,1351885427,,13201994,CC BY-SA 3.0,https://stackoverflow.com/questions/13201994/convert-number-to-letter-javascript,convert number to letter javascript,,,,,
285,"['c#', 'javascript', 'asp.net', 'c#-4.0', 'session']","{'account_id': 188667, 'reputation': 523, 'user_id': 427530, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/e6c81b4a817c1e81ace8db3020557a35?s=256&d=identicon&r=PG', 'display_name': 'ashish', 'link': 'https://stackoverflow.com/users/427530/ashish'}",True,7847,,3,2,1635073390,1353520279,1353568911.0,13499146,CC BY-SA 3.0,https://stackoverflow.com/questions/13499146/to-restrict-copy-and-paste-of-url-to-open-the-page,To restrict copy and paste of URL to open the page,,,,,
286,"['javascript', 'dom-events', 'session-timeout']","{'account_id': 1381576, 'reputation': 1555, 'user_id': 1314439, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/51f4bf947a25eb0dd49f912b18fc2248?s=256&d=identicon&r=PG', 'display_name': 'Ranjan Sarma', 'link': 'https://stackoverflow.com/users/1314439/ranjan-sarma'}",True,68832,,1,27,1634678227,1352187036,1634678227.0,13246378,,https://stackoverflow.com/questions/13246378/detecting-user-inactivity-over-a-browser-purely-through-javascript,Detecting user inactivity over a browser - purely through javascript,1432184564.0,Duplicate,,,
287,"['javascript', 'html5-canvas', 'fabricjs']","{'account_id': 1026613, 'reputation': 2576, 'user_id': 1035789, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/de156e629f4fde4fcf96cea8759abaf8?s=256&d=identicon&r=PG', 'display_name': 'viji', 'link': 'https://stackoverflow.com/users/1035789/viji'}",True,41149,13173759.0,1,16,1634187822,1351758228,,13173381,CC BY-SA 3.0,https://stackoverflow.com/questions/13173381/need-to-change-the-canvas-background-color-while-using-fabric-js,Need to change the canvas background color while using fabric js,,,,,
288,"['javascript', 'html', 'replace']","{'account_id': 1713396, 'reputation': 4743, 'user_id': 1571000, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/OmoCW.gif?s=256&g=1', 'display_name': 'el Dude', 'link': 'https://stackoverflow.com/users/1571000/el-dude'}",True,147633,13433551.0,7,37,1634072905,1352931533,1496863090.0,13388379,CC BY-SA 3.0,https://stackoverflow.com/questions/13388379/js-how-to-replace-html-element-with-another-element-text-represented-in-string,"JS. How to replace html element with another element/text, represented in string?",,,,,
289,"['javascript', 'jquery', 'html', 'forms', 'validation']","{'account_id': 1873229, 'reputation': 51, 'user_id': 1695017, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a75d5dac712cbb0402e0bbf1c1b4da1b?s=256&d=identicon&r=PG', 'display_name': 'robosot', 'link': 'https://stackoverflow.com/users/1695017/robosot'}",True,1124,,1,0,1634047621,1353255674,,13441963,CC BY-SA 3.0,https://stackoverflow.com/questions/13441963/reset-form-on-back-button-safari,Reset form on back button (safari),,,,,
290,"['javascript', 'object', 'comparison', 'coffeescript', 'equality']","{'account_id': 1176983, 'reputation': 479, 'user_id': 1152741, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/riWK6.jpg?s=256&g=1', 'display_name': 'mnorrish', 'link': 'https://stackoverflow.com/users/1152741/mnorrish'}",True,2023,13503053.0,2,9,1633890871,1353535443,1353545616.0,13502788,CC BY-SA 3.0,https://stackoverflow.com/questions/13502788/test-object-equality-in-coffeescript,Test object equality in CoffeeScript?,,,,,
291,"['javascript', 'html', 'iframe', 'postmessage']","{'account_id': 1828296, 'reputation': 431, 'user_id': 1660449, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/81e2571a8c5fa16559db242ff95af574?s=256&d=identicon&r=PG', 'display_name': 'Kiran', 'link': 'https://stackoverflow.com/users/1660449/kiran'}",True,5941,,2,2,1633807754,1351937434,1351941730.0,13208128,CC BY-SA 3.0,https://stackoverflow.com/questions/13208128/html5-postmessage-returns-undefined,HTML5 postMessage returns undefined,,,,,
292,"['php', 'javascript', 'json']","{'account_id': 1668901, 'reputation': 4047, 'user_id': 1535747, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/33a2957ee438991671ba082ab5f3c575?s=256&d=identicon&r=PG', 'display_name': 'Jonathan Thurft', 'link': 'https://stackoverflow.com/users/1535747/jonathan-thurft'}",False,1900,,4,0,1633745234,1353498881,1353502939.0,13492706,CC BY-SA 3.0,https://stackoverflow.com/questions/13492706/when-passing-a-json-string-to-php-the-return-value-is-null,When passing a JSON string to PHP the return value is NULL,,,,,
293,"['javascript', 'ajax', 'performance', 'google-chrome', 'heap-memory']","{'account_id': 105082, 'reputation': 22080, 'user_id': 280602, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/wHKmF.jpg?s=256&g=1', 'display_name': 'Mike Flynn', 'link': 'https://stackoverflow.com/users/280602/mike-flynn'}",True,2224,,1,6,1633673012,1352151709,1633673012.0,13240866,CC BY-SA 4.0,https://stackoverflow.com/questions/13240866/javascript-heap-size-and-chrome-increasing,JavaScript Heap Size and Chrome Increasing,,,,,
294,"['javascript', 'jquery', 'arrays']","{'account_id': 197441, 'reputation': 6806, 'user_id': 441521, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5bc98cddd5d06b2fd0c07a854e7fe15b?s=256&d=identicon&r=PG', 'display_name': 'user441521', 'link': 'https://stackoverflow.com/users/441521/user441521'}",True,197769,13594818.0,8,100,1633658157,1354057352,1469711438.0,13594788,CC BY-SA 3.0,https://stackoverflow.com/questions/13594788/javascript-filter-array-of-objects,javascript filter array of objects,,,,,
295,"['javascript', 'svg', 'd3.js']","{'account_id': 210238, 'reputation': 7839, 'user_id': 461736, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/6db52048549921a8a55687533b77dd39?s=256&d=identicon&r=PG', 'display_name': 'gizmo', 'link': 'https://stackoverflow.com/users/461736/gizmo'}",True,114723,13627065.0,3,70,1633634728,1354141006,1564755446.0,13615381,CC BY-SA 4.0,https://stackoverflow.com/questions/13615381/d3-add-text-to-circle,d3 add text to circle,,,,,
296,['javascript'],"{'account_id': 72607, 'reputation': 17972, 'user_id': 209591, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/0ff9c3a23e73d87375f89ab6ccf62e31?s=256&d=identicon&r=PG', 'display_name': 'Geert-Jan', 'link': 'https://stackoverflow.com/users/209591/geert-jan'}",True,16710,13298258.0,6,28,1633009524,1352410566,1633009524.0,13298232,CC BY-SA 4.0,https://stackoverflow.com/questions/13298232/how-to-idiomatically-initialize-to-zero-or-increment-a-property,How to idiomatically initialize to zero or increment a property?,,,,,
297,"['javascript', 'computer-vision', 'opticalflow']","{'account_id': 220452, 'reputation': 19214, 'user_id': 477865, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/thOfN.gif?s=256&g=1', 'display_name': 'clwen', 'link': 'https://stackoverflow.com/users/477865/clwen'}",True,1585,15465921.0,2,5,1632939495,1352132589,,13236133,CC BY-SA 3.0,https://stackoverflow.com/questions/13236133/javascript-optical-flow-implementation,Javascript Optical Flow Implementation,,,,,
298,"['javascript', 'jquery', 'jquery-validate']","{'account_id': 1613753, 'reputation': 56402, 'user_id': 1492009, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/FtlBx.jpg?s=256&g=1', 'display_name': 'Mark Pieszak - Trilon.io', 'link': 'https://stackoverflow.com/users/1492009/mark-pieszak-trilon-io'}",True,43922,13352987.0,6,40,1632931250,1352759331,1632931250.0,13352626,CC BY-SA 4.0,https://stackoverflow.com/questions/13352626/dynamic-jquery-validate-error-messages-with-addmethod-based-on-the-element,Dynamic jQuery Validate error messages with AddMethod based on the element,,,,,
