,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
768,"['javascript', 'node.js', 'raw-sockets']","{'account_id': 2011996, 'reputation': 328, 'user_id': 1800221, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c4da193dc2897d35d3a6b630215fc0db?s=256&d=identicon&r=PG', 'display_name': 'sauletasmiestas', 'link': 'https://stackoverflow.com/users/1800221/sauletasmiestas'}",True,6739,3,5,1553512792,1355067537,13788883,CC BY-SA 3.0,https://stackoverflow.com/questions/13788883/will-be-a-support-of-raw-sockets-in-node-js-e-g-to-create-ping-packets,"Will be a support of raw sockets in node.js, e.g. to create ping packets?",1377171749.0,14830747.0,,,,,
769,"['javascript', 'jquery', 'html', 'json', 'asp.net-mvc-3']","{'account_id': 181805, 'reputation': 6424, 'user_id': 416056, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/TIG3S.jpg?s=256&g=1', 'display_name': 'Carl Weis', 'link': 'https://stackoverflow.com/users/416056/carl-weis'}",True,20350,6,6,1553388966,1355265302,13829644,CC BY-SA 3.0,https://stackoverflow.com/questions/13829644/how-to-check-if-a-table-has-a-row-with-a-specific-id-jquery,How to check if a table has a row with a specific id jquery,,13829679.0,,,,,
770,"['javascript', 'jquery', 'datatables']","{'account_id': 458390, 'reputation': 1648, 'user_id': 858247, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/XQLi9.png?s=256&g=1', 'display_name': 'Garrett', 'link': 'https://stackoverflow.com/users/858247/garrett'}",True,1349,1,3,1552902303,1355524369,13887194,CC BY-SA 3.0,https://stackoverflow.com/questions/13887194/data-tables-scroller-missing-column-headers-on-refresh,Data Tables - Scroller Missing Column Headers on Refresh,1450959864.0,15063338.0,,,,,
771,"['javascript', 'jquery', 'zooming']","{'account_id': 757726, 'reputation': 3967, 'user_id': 1280996, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ab63a0ff259943f36b7af9228f9b8bce?s=256&d=identicon&r=PG', 'display_name': 'Leo Chan', 'link': 'https://stackoverflow.com/users/1280996/leo-chan'}",True,26615,6,2,1552841802,1355465312,13873579,CC BY-SA 3.0,https://stackoverflow.com/questions/13873579/disable-zoom-in-browser-using-jquery-javascript,Disable zoom in browser using jquery / javascript?,,,,,,,
772,"['javascript', 'jquery']","{'account_id': 1171419, 'reputation': 1120, 'user_id': 1148523, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/5bdeac78f6516c0191107c8d06d0d637?s=256&d=identicon&r=PG', 'display_name': 'codepuppy', 'link': 'https://stackoverflow.com/users/1148523/codepuppy'}",True,18195,6,5,1552539746,1354548648,13686419,CC BY-SA 3.0,https://stackoverflow.com/questions/13686419/jquery-allow-a-single-click-but-disallow-a-double-click,jQuery Allow a single click but disallow a double click,1354552229.0,13686694.0,,,,,
773,"['javascript', 'html', 'css', 'onclick', 'opacity']","{'account_id': 2068977, 'reputation': 317, 'user_id': 1843860, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/a4e745f05a4953e27b2c3ab974001347?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thomas Lai', 'link': 'https://stackoverflow.com/users/1843860/thomas-lai'}",True,16795,2,0,1552524096,1355005939,13782606,CC BY-SA 3.0,https://stackoverflow.com/questions/13782606/change-section-opacity-onclick,Change section opacity onclick?,,,,,,,
774,"['javascript', 'url', 'firefox', 'local']","{'account_id': 306299, 'reputation': 2576, 'user_id': 1596418, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/73d890dc6c147734fd6f47eca2041892?s=256&d=identicon&r=PG', 'display_name': 'BearCode', 'link': 'https://stackoverflow.com/users/1596418/bearcode'}",True,82150,5,14,1552485501,1356601138,14052473,CC BY-SA 3.0,https://stackoverflow.com/questions/14052473/go-to-local-url-with-javascript,Go to local URL with Javascript,1495540008.0,14052517.0,,,,,
775,"['javascript', 'nfc', 'rfid']","{'account_id': 2149141, 'reputation': 151, 'user_id': 1906031, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/c4724f5e218a59d581255da8231f49b3?s=256&d=identicon&r=PG', 'display_name': 'Ryler Sexton', 'link': 'https://stackoverflow.com/users/1906031/ryler-sexton'}",True,3943,1,3,1552379922,1356605449,14053457,CC BY-SA 3.0,https://stackoverflow.com/questions/14053457/javascript-with-acr122-rfid,Javascript with ACR122 RFID,1356657757.0,,,,,,
776,"['javascript', 'dom']","{'account_id': 454126, 'reputation': 56508, 'user_id': 851498, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/3cRvS.png?s=256&g=1', 'display_name': 'Florian Margaine', 'link': 'https://stackoverflow.com/users/851498/florian-margaine'}",True,5611,4,18,1552343192,1355936400,13957354,CC BY-SA 3.0,https://stackoverflow.com/questions/13957354/how-to-have-foreach-available-on-pseudo-arrays-returned-by-queryselectorall,How to have forEach available on pseudo-arrays returned by querySelectorAll?,,13957358.0,,,,,
777,"['javascript', 'node.js', 'serverside-javascript', 'node-modules']","{'account_id': 1382679, 'reputation': 1266, 'user_id': 1315356, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/04d1817cad35136e4a316bd3acf75271?s=256&d=identicon&r=PG', 'display_name': 'fridojet', 'link': 'https://stackoverflow.com/users/1315356/fridojet'}",True,16228,3,11,1552239097,1356345473,14020189,CC BY-SA 3.0,https://stackoverflow.com/questions/14020189/node-js-accessing-local-variables-from-another-module,node.js: Accessing local variables from another module,,,,,,,
778,"['javascript', 'url', 'tabs']","{'account_id': 1803884, 'reputation': 2227, 'user_id': 1641463, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/510e9c3db6d49f63e86176536f01484d?s=256&d=identicon&r=PG', 'display_name': 'Brandon Miller', 'link': 'https://stackoverflow.com/users/1641463/brandon-miller'}",True,1936,1,0,1552201861,1355302801,13836151,CC BY-SA 4.0,https://stackoverflow.com/questions/13836151/javascript-html-set-selected-tab-based-on-url-variable,JavaScript/HTML - Set selected tab based on url variable,1552201861.0,13846196.0,,,,,
779,"['javascript', 'html', 'count', 'radio-button']","{'account_id': 2158482, 'reputation': 2945, 'user_id': 1913185, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4265c02c85f885f6725adada17579253?s=256&d=identicon&r=PG', 'display_name': 'technogeek1995', 'link': 'https://stackoverflow.com/users/1913185/technogeek1995'}",True,19867,2,2,1551934903,1355843161,13935786,CC BY-SA 3.0,https://stackoverflow.com/questions/13935786/quiz-counts-radio-button-values,Quiz - Counts Radio Button Values,1378750907.0,13937477.0,,,,,
780,"['javascript', 'arrays']","{'account_id': 2087522, 'reputation': 368, 'user_id': 1858108, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/JYNzP.jpg?s=256&g=1', 'display_name': 'lawx', 'link': 'https://stackoverflow.com/users/1858108/lawx'}",True,21207,2,6,1551749838,1355169918,13808325,,https://stackoverflow.com/questions/13808325/creating-a-2d-array-with-specific-length-and-width,Creating a 2D array with specific length and width,,13808461.0,1355194662.0,not a real question,,,
781,"['javascript', 'd3.js']","{'account_id': 1560448, 'reputation': 5517, 'user_id': 1450420, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/cbf9e8aa5e2fb2f81bd8d8e9ea94ef50?s=256&d=identicon&r=PG', 'display_name': 'Derek Hill', 'link': 'https://stackoverflow.com/users/1450420/derek-hill'}",True,6696,2,5,1551712393,1354389004,13662756,CC BY-SA 4.0,https://stackoverflow.com/questions/13662756/d3-js-passing-data-from-parent-to-child-nodes,d3.js: Passing data from parent to child nodes,1551712393.0,13694382.0,,,,,
782,"['javascript', 'jsp']","{'account_id': 2126464, 'reputation': 75, 'user_id': 1888480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bd599bb2b3b58cff747d29a754c14bb?s=256&d=identicon&r=PG', 'display_name': 'Sujeet kumar', 'link': 'https://stackoverflow.com/users/1888480/sujeet-kumar'}",True,897,1,1,1551458743,1355050623,13786811,CC BY-SA 4.0,https://stackoverflow.com/questions/13786811/conditional-row-display-in-jsp,Conditional row display in jsp,1551458743.0,,,,,,
783,"['javascript', 'jquery', 'jeditable']","{'account_id': 145518, 'reputation': 7702, 'user_id': 355375, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/rImcK.png?s=256&g=1', 'display_name': 'Rooneyl', 'link': 'https://stackoverflow.com/users/355375/rooneyl'}",True,908,2,6,1551021299,1355905915,13948279,CC BY-SA 3.0,https://stackoverflow.com/questions/13948279/jquery-jeditables-select-with-optgroup,jQuery jEditables - Select with optgroup,1355906777.0,13976370.0,,,,,
784,"['php', 'javascript', 'jquery', 'html', 'smarty']","{'account_id': 1011720, 'reputation': 563, 'user_id': 1024158, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6bc0ed63a9f565495a05e0dc9faa5a99?s=256&d=identicon&r=PG', 'display_name': 'MrBrightside', 'link': 'https://stackoverflow.com/users/1024158/mrbrightside'}",True,5599,4,2,1550950042,1354572300,13692590,CC BY-SA 3.0,https://stackoverflow.com/questions/13692590/transform-smarty-boolean-value-to-human-readable-value-yes-no-or-true-fa,Transform smarty Boolean value to human readable value.(&#39;Yes&#39;/&#39;No&#39; or &#39;True&#39;/&#39;False&#39;),1354572796.0,13692740.0,,,,,
785,"['javascript', 'variables', 'button']","{'account_id': 2113293, 'reputation': 149, 'user_id': 1878093, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41058e7c82cf5592503e7f236e2f1408?s=256&d=identicon&r=PG', 'display_name': 'Casa_De_Agua', 'link': 'https://stackoverflow.com/users/1878093/casa-de-agua'}",True,34869,3,11,1550864100,1354690323,13717816,CC BY-SA 3.0,https://stackoverflow.com/questions/13717816/how-can-i-make-button-label-dynamic-using-javascript,How can I make button label dynamic using javascript?,1354691649.0,,,,,,
786,"['java', 'javascript', 'communication']","{'account_id': 1514855, 'reputation': 1678, 'user_id': 1416109, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/2a10d271d86e60a7d62e0c0a852598bd?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/1416109/thomas'}",True,1607,3,0,1550646788,1355331547,13844779,CC BY-SA 3.0,https://stackoverflow.com/questions/13844779/realtime-communication-java-to-javascript,Realtime communication java to javascript,1355332404.0,13845142.0,,,,,
787,"['javascript', 'jquery', 'html', 'excel', 'html-table']","{'account_id': 2173867, 'reputation': 23, 'user_id': 1925079, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71014666da5323014651d6a79082c49c?s=256&d=identicon&r=PG', 'display_name': 'user1925079', 'link': 'https://stackoverflow.com/users/1925079/user1925079'}",False,4862,1,2,1550141817,1356615045,14055535,CC BY-SA 3.0,https://stackoverflow.com/questions/14055535/exporting-html-table-with-formatted-css-into-an-excel-or-pdf-file-in-javascript,Exporting html table with formatted CSS into an Excel or PDF file in Javascript or Jquery,1478367777.0,,,,,,
788,"['javascript', 'jquery', 'forms', 'textbox']","{'account_id': 2011000, 'reputation': 990, 'user_id': 1799419, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/558fe43926abfa1e0406332e3ce8218f?s=256&d=identicon&r=PG', 'display_name': 'Developer', 'link': 'https://stackoverflow.com/users/1799419/developer'}",False,1470,2,0,1549954896,1355753990,13915882,CC BY-SA 4.0,https://stackoverflow.com/questions/13915882/check-if-entered-value-is-same-in-multiple-dynamic-textboxes-using-jquery,check if entered value is same in multiple dynamic textboxes using jquery,1549954896.0,,,,,,
789,"['javascript', 'coffeescript']","{'account_id': 86413, 'reputation': 17430, 'user_id': 240324, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/fbca650a69e967083221d6cf84624eab?s=256&d=identicon&r=PG', 'display_name': 'Tam&#225;s Pap', 'link': 'https://stackoverflow.com/users/240324/tam%c3%a1s-pap'}",True,333,2,0,1549922060,1354650115,13710619,CC BY-SA 4.0,https://stackoverflow.com/questions/13710619/compile-coffeescript-with-javascript,Compile CoffeeScript with JavaScript,1549922060.0,13710836.0,,,,,
790,"['javascript', 'jquery']","{'account_id': 2046888, 'reputation': 2040, 'user_id': 1826788, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/f76876fa8db2a29352b87dc0b1f85d81?s=256&d=identicon&r=PG', 'display_name': 'Ankit Bansal', 'link': 'https://stackoverflow.com/users/1826788/ankit-bansal'}",True,4261,2,4,1549762331,1354726374,13728296,CC BY-SA 3.0,https://stackoverflow.com/questions/13728296/stylish-popup-in-javascript,Stylish popup in javascript?,,13728420.0,,,1549763611.0,,
791,"['javascript', 'jquery', 'google-chrome']","{'account_id': 1275187, 'reputation': 357, 'user_id': 1230609, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/2k0qc.jpg?s=256&g=1', 'display_name': 'Sanjib Karmakar', 'link': 'https://stackoverflow.com/users/1230609/sanjib-karmakar'}",True,18636,3,9,1549562451,1355130644,13797894,CC BY-SA 4.0,https://stackoverflow.com/questions/13797894/click-anchor-tag-link-on-enter-press,Click anchor tag link on enter press,1549562451.0,,,,,,
792,"['javascript', 'extjs', 'extjs4', 'click', 'gridpanel']","{'account_id': 1352114, 'reputation': 1161, 'user_id': 1291447, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/1d63b899ae675ff408dcf8bb8f2546c5?s=256&d=identicon&r=PG', 'display_name': 'Noon', 'link': 'https://stackoverflow.com/users/1291447/noon'}",True,37640,2,9,1549535552,1355119831,13795880,CC BY-SA 4.0,https://stackoverflow.com/questions/13795880/extjs-grid-click-event-listener,Extjs Grid - Click event listener,1549535552.0,13800759.0,,,,,
793,"['javascript', 'file', 'chess', 'minimax']","{'account_id': 1675991, 'reputation': 46947, 'user_id': 1541563, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/U4EOh.png?s=256&g=1', 'display_name': 'Patrick Roberts', 'link': 'https://stackoverflow.com/users/1541563/patrick-roberts'}",True,227,1,2,1548493573,1356516036,14038927,CC BY-SA 3.0,https://stackoverflow.com/questions/14038927/javascript-filesystem-api-as-chess-alpha-beta-data-storage,JavaScript FileSystem API as Chess Alpha Beta data storage,1392505203.0,14927834.0,,,,,
794,"['javascript', 'jquery']","{'account_id': 1194024, 'reputation': 5123, 'user_id': 1166137, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/252139e5464ea14783c8b20ff02a0370?s=256&d=identicon&r=PG', 'display_name': 'olo', 'link': 'https://stackoverflow.com/users/1166137/olo'}",True,34766,2,13,1548404859,1355273739,13831064,CC BY-SA 3.0,https://stackoverflow.com/questions/13831064/toggle-hide-item-when-click-outside-of-the-div,toggle- hide item when click outside of the div,1355274341.0,13831090.0,,,,,
795,['javascript'],"{'account_id': 2166911, 'reputation': 477, 'user_id': 1919846, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/LYfUA.gif?s=256&g=1', 'display_name': 'arch', 'link': 'https://stackoverflow.com/users/1919846/arch'}",True,3159,1,5,1547863366,1356343004,14019756,CC BY-SA 4.0,https://stackoverflow.com/questions/14019756/what-does-var-var-mean-in-javascript,What does var = var &amp;&amp; &quot;*&quot; mean in Javascript,1547863366.0,14019839.0,,,,,
796,"['javascript', 'class']","{'account_id': 1373603, 'reputation': 251, 'user_id': 1308067, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/be9b09f6aacb912fa9cb69983198790d?s=256&d=identicon&r=PG', 'display_name': 'barry', 'link': 'https://stackoverflow.com/users/1308067/barry'}",True,1218,1,8,1547808318,1354716458,13725043,CC BY-SA 3.0,https://stackoverflow.com/questions/13725043/javascript-define-class,Javascript define class,1354718246.0,13725129.0,,,,,
797,"['javascript', 'date', 'constructor', 'prototype']","{'account_id': 2115751, 'reputation': 175, 'user_id': 1880117, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/633588752/picture?type=large', 'display_name': 'Lauber Bernhard', 'link': 'https://stackoverflow.com/users/1880117/lauber-bernhard'}",True,14572,4,11,1547787284,1355313652,13839318,CC BY-SA 3.0,https://stackoverflow.com/questions/13839318/javascript-override-date-prototype-constructor,JavaScript: override Date.prototype.constructor,1355323024.0,,,,,,
798,"['javascript', 'jquery']","{'account_id': 2071013, 'reputation': 1187, 'user_id': 1845500, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/8db909abff2f94699d46a05c01f18720?s=256&d=identicon&r=PG', 'display_name': 'FatDogMark', 'link': 'https://stackoverflow.com/users/1845500/fatdogmark'}",True,21756,8,40,1547555663,1354768986,13737091,,https://stackoverflow.com/questions/13737091/concise-way-to-compare-against-multiple-values,Concise way to compare against multiple values,1354836627.0,13737313.0,1466423248.0,Duplicate,,,
799,"['javascript', 'jquery', 'json']","{'account_id': 1887821, 'reputation': 3163, 'user_id': 1706691, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/2ed80ddbb0661bf7710d74dba980cf0f?s=256&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/1706691/james'}",True,31041,7,5,1547446224,1354752867,13734893,CC BY-SA 3.0,https://stackoverflow.com/questions/13734893/javascript-how-do-i-open-a-new-page-and-pass-json-data-to-it,JavaScript - How do I open a new page and pass JSON data to it?,,13735008.0,,,,,
800,"['javascript', 'string', 'alert', 'indexof']","{'account_id': 1066374, 'reputation': 30390, 'user_id': 1066828, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/8785d8636d0dc68405fee1e9aa41728a?s=256&d=identicon&r=PG', 'display_name': 'Fahim Parkar', 'link': 'https://stackoverflow.com/users/1066828/fahim-parkar'}",True,26210,3,11,1547390934,1354452978,13669472,CC BY-SA 3.0,https://stackoverflow.com/questions/13669472/window-location-indexof-not-working-in-javascript,window.location.indexOf not working in Javascript,1383319164.0,13669486.0,,,,,
801,"['php', 'javascript', 'jquery', 'ajax']","{'account_id': 1897387, 'reputation': 1235, 'user_id': 1714029, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/9c74d0d2da90c19055fc3c6d0888b528?s=256&d=identicon&r=PG', 'display_name': 'Frisbetarian - Help Palestine', 'link': 'https://stackoverflow.com/users/1714029/frisbetarian-help-palestine'}",True,308,1,0,1547380472,1356691809,14068355,CC BY-SA 4.0,https://stackoverflow.com/questions/14068355/resetting-dom-after-ajax-request,Resetting DOM After AJAX Request,1547380472.0,14068453.0,,,,,
802,"['javascript', 'firefox', 'internet-explorer-8', 'document']","{'account_id': 959287, 'reputation': 3067, 'user_id': 984007, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/94671603c79248b83cee4f4d08c65cd2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Crista23', 'link': 'https://stackoverflow.com/users/984007/crista23'}",True,2074,1,0,1547235105,1355481433,13876990,CC BY-SA 4.0,https://stackoverflow.com/questions/13876990/firefox-document-all-issue,Firefox document.all issue,1547234797.0,13877017.0,,,,,
803,"['javascript', 'browser-feature-detection']","{'account_id': 175865, 'reputation': 1716, 'user_id': 406182, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/d21e7401922fde979e99ddafd7faee83?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/406182/jason'}",True,2855,6,16,1547068232,1355213243,13816043,CC BY-SA 3.0,https://stackoverflow.com/questions/13816043/how-to-detect-if-mobile-browser-will-show-a-native-dropdown-control,How to detect if mobile browser will show a &quot;native&quot; dropdown control?,1430527281.0,,,,,,
804,"['javascript', 'firefox', 'indexeddb']","{'account_id': 31076, 'reputation': 2524, 'user_id': 85113, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/odCO9.jpg?s=256&g=1', 'display_name': 'V&#225;clav Dajbych', 'link': 'https://stackoverflow.com/users/85113/v%c3%a1clav-dajbych'}",True,4592,4,9,1546952178,1356007011,13972385,CC BY-SA 3.0,https://stackoverflow.com/questions/13972385/invalidstateerror-while-opening-indexeddb-in-firefox,InvalidStateError while opening IndexedDB in Firefox,1400986950.0,45672895.0,,,,,
805,"['javascript', 'html', 'mobile', 'calendar']","{'account_id': 1764987, 'reputation': 25, 'user_id': 1611049, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fuDMy.gif?s=256&g=1', 'display_name': 'renn530', 'link': 'https://stackoverflow.com/users/1611049/renn530'}",True,591,1,-1,1546912816,1356416039,14028185,CC BY-SA 4.0,https://stackoverflow.com/questions/14028185/what-is-a-good-javascript-calendar-that-can-potentially-store-user-data-over-tim,What is a good javascript calendar that can potentially store user data over time?,1546912816.0,,,,,,
806,"['javascript', 'arrays', 'json', 'jquery']","{'account_id': 2100746, 'reputation': 115, 'user_id': 1868445, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/32f702f2ca097b122d86883c544599fe?s=256&d=identicon&r=PG', 'display_name': 'RaveN', 'link': 'https://stackoverflow.com/users/1868445/raven'}",True,31406,4,6,1546844809,1354357894,13658523,CC BY-SA 3.0,https://stackoverflow.com/questions/13658523/output-json-arrays-with-javascript,Output Json Arrays with Javascript,1354359576.0,13658570.0,,,,,
807,"['php', 'javascript', 'jquery', 'cookies', 'laravel']","{'account_id': 1317091, 'reputation': 6759, 'user_id': 1263709, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/82a65d0e257cb8de8b743f22df151603?s=256&d=identicon&r=PG', 'display_name': 'kishanio', 'link': 'https://stackoverflow.com/users/1263709/kishanio'}",True,1047,1,-1,1546654437,1354533472,13682124,CC BY-SA 3.0,https://stackoverflow.com/questions/13682124/setting-cookie-by-php-and-reading-using-javascript,Setting cookie by PHP and reading using JavaScript,1512935695.0,,,,,,
808,"['javascript', 'bezier']","{'account_id': 1812520, 'reputation': 311, 'user_id': 1648280, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/cb9cc4931aa3dc27dda71a750dced457?s=256&d=identicon&r=PG', 'display_name': 'fox', 'link': 'https://stackoverflow.com/users/1648280/fox'}",False,149,1,0,1545751797,1355081399,13790923,CC BY-SA 4.0,https://stackoverflow.com/questions/13790923/bezier-handles-keep-radius-and-symmetry-but-not-length,Bezier Handles Keep Radius and Symmetry but not length,1545751797.0,,,,,,
809,"['javascript', 'visual-studio-2010', 'debugging']","{'account_id': 22563, 'reputation': 14167, 'user_id': 55787, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/5bda6fbfe012c78d7b16fce7d9a4d377?s=256&d=identicon&r=PG', 'display_name': 'chiccodoro', 'link': 'https://stackoverflow.com/users/55787/chiccodoro'}",True,25832,7,49,1545323836,1354720759,13726430,CC BY-SA 3.0,https://stackoverflow.com/questions/13726430/get-rid-of-dynamic-javascript-views-in-visual-studio,Get rid of [dynamic] JavaScript views in Visual Studio,,,,,1434060409.0,,
810,"['javascript', 'events']","{'account_id': 2015979, 'reputation': 537, 'user_id': 1815925, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/1d34152d2ea72dd88fdb8bd70a317c33?s=256&d=identicon&r=PG', 'display_name': 'john smith', 'link': 'https://stackoverflow.com/users/1815925/john-smith'}",True,30151,3,20,1545298821,1355763323,13918441,CC BY-SA 3.0,https://stackoverflow.com/questions/13918441/javascript-addeventlistener-without-selecting-children,javascript addEventListener without selecting children,1355763856.0,13918496.0,,,,,
811,"['javascript', 'jquery', 'ajax', 'wcf']","{'account_id': 163789, 'reputation': 45165, 'user_id': 386152, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8bc29edb0ac47646193797052dd2386c?s=256&d=identicon&r=PG', 'display_name': 'jbabey', 'link': 'https://stackoverflow.com/users/386152/jbabey'}",True,2876,2,11,1544999387,1355254963,13827299,CC BY-SA 3.0,https://stackoverflow.com/questions/13827299/fire-a-one-way-ajax-call,Fire a one-way ajax call,,13827390.0,,,,,
812,"['javascript', 'google-chrome-extension', 'clipboard']","{'account_id': 2151102, 'reputation': 83, 'user_id': 1907447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/768094cfa0e13f623ce129ff855dce6d?s=256&d=identicon&r=PG', 'display_name': 'David Brisker', 'link': 'https://stackoverflow.com/users/1907447/david-brisker'}",True,13552,4,8,1544805350,1355641199,13899299,CC BY-SA 3.0,https://stackoverflow.com/questions/13899299/write-text-to-clipboard,Write text to Clipboard,1449308342.0,13899361.0,,,,,
813,"['javascript', 'jquery', 'iframe']","{'account_id': 98529, 'reputation': 779, 'user_id': 266636, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/oUwe1.jpg?s=256&g=1', 'display_name': 'Rami GB', 'link': 'https://stackoverflow.com/users/266636/rami-gb'}",True,376,1,0,1544793937,1355819258,13928991,CC BY-SA 4.0,https://stackoverflow.com/questions/13928991/prevent-jquery-append-from-appending-to-iframe,prevent jQuery append from appending to iframe,1544793937.0,13929080.0,,,,,
814,"['javascript', 'jquery']","{'account_id': 421031, 'reputation': 3990, 'user_id': 799046, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/524955fc0b25388faeb507fb94a19c36?s=256&d=identicon&r=PG', 'display_name': 'Sahal', 'link': 'https://stackoverflow.com/users/799046/sahal'}",True,12051,9,6,1544787118,1355747873,13914322,CC BY-SA 3.0,https://stackoverflow.com/questions/13914322/how-can-i-validate-i-have-drawn-something-in-jsignature-panel-or-not,How can I validate I have drawn something in jSignature panel or not?,1355749538.0,,,,,,
815,"['javascript', 'jquery', 'datepicker', 'uidatepicker']","{'account_id': 1062783, 'reputation': 41, 'user_id': 1064063, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://graph.facebook.com/742163813/picture?type=large', 'display_name': 'Nello Sorrentino', 'link': 'https://stackoverflow.com/users/1064063/nello-sorrentino'}",True,12835,7,1,1544739157,1356090381,13989591,CC BY-SA 3.0,https://stackoverflow.com/questions/13989591/two-digit-year-on-datepicker,two-digit year on datepicker,1356090928.0,,,,,,
816,"['javascript', 'svg', 'line-breaks', 'google-visualization']","{'account_id': 1505160, 'reputation': 11402, 'user_id': 1408717, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/5ebcd636ac503084d3afc236ce8a1ace?s=256&d=identicon&r=PG', 'display_name': 'Aust', 'link': 'https://stackoverflow.com/users/1408717/aust'}",True,15867,5,13,1544718013,1356649230,14062420,CC BY-SA 3.0,https://stackoverflow.com/questions/14062420/google-charts-how-to-line-break-axis-label-into-two-rows-multiple-x-axes,Google Charts - How to line break axis label into two rows? (Multiple X Axes),1357604570.0,14105903.0,,,,,
