,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
394,"['javascript', 'arrays', 'dom', 'sorting', 'prototypejs']","{'account_id': 13971, 'reputation': 6142, 'user_id': 28351, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8453d214d7ff19acf4c6fb04a2bc5217?s=256&d=identicon&r=PG', 'display_name': 'jeph perro', 'link': 'https://stackoverflow.com/users/28351/jeph-perro'}",True,7358,1424209.0,3,3,1430847883,1252966866,1325176472.0,1424196,CC BY-SA 3.0,https://stackoverflow.com/questions/1424196/how-to-sort-javascript-object-array-by-element-name,How to sort javascript object array by element.name,,,,,,
395,"['javascript', 'html']","{'account_id': 27184, 'reputation': 7844, 'user_id': 71470, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/c87f89a1fbb8dab4df1e53a5b76d896a?s=256&d=identicon&r=PG', 'display_name': 'peter', 'link': 'https://stackoverflow.com/users/71470/peter'}",True,9621,1422339.0,3,2,1430559827,1252942210,1252942422.0,1422284,CC BY-SA 2.5,https://stackoverflow.com/questions/1422284/how-to-copy-contents-of-a-textbox-to-another-textbox-using-javascript,How to copy contents of a textbox to another textbox using javascript?,,,,,,
396,['javascript'],"{'account_id': 2477, 'reputation': 6386, 'user_id': 3448, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ac844059e19414ef4fe8559e3097e624?s=256&d=identicon&r=PG', 'display_name': 'Dmitry Mukhin', 'link': 'https://stackoverflow.com/users/3448/dmitry-mukhin'}",True,6614,1441146.0,2,25,1429935152,1253217459,1429935152.0,1441005,,https://stackoverflow.com/questions/1441005/pythons-getattr-in-javascript,Python&#39;s __getattr__ in Javascript,,1464986338.0,Duplicate,,,
397,"['javascript', 'php', 'browser', 'identity']","{'account_id': 36991, 'reputation': 1182, 'user_id': 105652, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a00c125ef41322303325688f66dc6b6?s=256&d=identicon&r=PG', 'display_name': 'simonrjones', 'link': 'https://stackoverflow.com/users/105652/simonrjones'}",True,451,,2,1,1429660439,1253640298,1429660439.0,1461434,CC BY-SA 3.0,https://stackoverflow.com/questions/1461434/identifying-the-same-user-across-multiple-browsers-isp-connections,Identifying the same user across multiple browsers/ISP connections,,,,,,
398,"['javascript', 'ajax', 'gmail', 'contacts']","{'user_type': 'does_not_exist', 'display_name': 'Jozef'}",True,1377,,4,0,1429197962,1252809167,1429197962.0,1416688,,https://stackoverflow.com/questions/1416688/how-to-create-similar-behavior-as-gmails-contact-manager,How to create similar behavior as Gmails Contact manager,,1429199964.0,Not suitable for this site,,,
399,"['c#', 'javascript', 'asp.net', 'checkbox', 'treeview']","{'account_id': 52312, 'reputation': 299, 'user_id': 156283, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/38fd6b6c851b75288051a2d29ad7e4ec?s=256&d=identicon&r=PG', 'display_name': 'Morph', 'link': 'https://stackoverflow.com/users/156283/morph'}",True,16939,1437655.0,4,4,1429182304,1253178123,1304792420.0,1437617,CC BY-SA 3.0,https://stackoverflow.com/questions/1437617/asp-net-treeview-checkbox-selection,asp.net treeview checkbox selection,,,,,,
400,"['c#', 'asp.net', 'javascript', 'vb.net']","{'account_id': 15745, 'reputation': 7109, 'user_id': 33584, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7c18544b3e057cea2c27a97bda70094c?s=256&d=identicon&r=PG', 'display_name': 'Etienne', 'link': 'https://stackoverflow.com/users/33584/etienne'}",True,12113,,6,1,1429027492,1253787442,1429027492.0,1470816,CC BY-SA 3.0,https://stackoverflow.com/questions/1470816/setting-focus-onto-another-contol-from-button-click,Setting focus onto another contol from button click,,,,,,
401,"['javascript', 'html', 'css']","{'account_id': 43506, 'reputation': 20865, 'user_id': 127193, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/ab6d11683b785377cbe109b754980174?s=256&d=identicon&r=PG', 'display_name': 'EBAG', 'link': 'https://stackoverflow.com/users/127193/ebag'}",True,46243,1455741.0,3,26,1428470546,1253553790,,1455708,CC BY-SA 2.5,https://stackoverflow.com/questions/1455708/div-vertical-scroll-bar-on-left,DIV Vertical Scroll bar on left,,,,,,
402,"['javascript', 'jquery', 'droppable']","{'user_type': 'does_not_exist', 'display_name': 'Nishima'}",True,46740,,8,25,1428440723,1253279455,1428440723.0,1444469,CC BY-SA 3.0,https://stackoverflow.com/questions/1444469/jquery-droppable-accept,jquery droppable accept,,,,,,
403,"['javascript', 'html', 'dojo']","{'account_id': 53590, 'reputation': 16321, 'user_id': 160245, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ad3772721158c9ed78c4fccbc1d1b9f9?s=256&d=identicon&r=PG', 'display_name': 'NealWalters', 'link': 'https://stackoverflow.com/users/160245/nealwalters'}",True,5014,1374719.0,2,1,1428427297,1251949373,1428427297.0,1371336,CC BY-SA 3.0,https://stackoverflow.com/questions/1371336/dojo-dijit-datetextbox-hides-my-initial-value,Dojo/Dijit - DateTextBox hides my initial value,,,,,,
404,"['javascript', 'html', 'css', 'cursor', 'textrange']","{'account_id': 42853, 'reputation': 1243, 'user_id': 125003, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/3ra1y.jpg?s=256&g=1', 'display_name': 'Licx', 'link': 'https://stackoverflow.com/users/125003/licx'}",True,3412,1491466.0,4,3,1427370633,1254213528,1254216236.0,1491302,CC BY-SA 2.5,https://stackoverflow.com/questions/1491302/change-cursor-type-when-the-mouse-gets-over-some-selected-text-using-html-javasc,Change cursor type when the mouse gets over some selected text using HTML/Javascript,,,,,,
405,"['javascript', 'dom']","{'account_id': 33876, 'reputation': 13777, 'user_id': 95195, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/735a05084346db68dff750870654da3d?s=256&d=identicon&r=PG', 'display_name': 'Justin Dearing', 'link': 'https://stackoverflow.com/users/95195/justin-dearing'}",True,4306,1444688.0,3,4,1426790000,1253281672,,1444650,CC BY-SA 2.5,https://stackoverflow.com/questions/1444650/how-does-one-access-the-node-type-constants-in-ie,How does one access the Node Type Constants in IE,,,,,,
406,"['javascript', 'jquery', 'superfish', 'nav']","{'account_id': 47994, 'reputation': 825, 'user_id': 142363, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/f5aaa511091d84a34e235ae9caee2259?s=256&d=identicon&r=PG', 'display_name': 'brunam', 'link': 'https://stackoverflow.com/users/142363/brunam'}",False,470,,1,0,1425938438,1252445654,1413276685.0,1396448,CC BY-SA 3.0,https://stackoverflow.com/questions/1396448/superfish-dropdown-issues,Superfish dropdown issues,,,,,,
407,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'Babu'}",True,8736,,4,24,1425310564,1253110203,1253110401.0,1433212,CC BY-SA 2.5,https://stackoverflow.com/questions/1433212/replace-method-doesnt-work,Replace method doesn&#39;t work,,,,,,
408,"['javascript', 'forms', 'alert']","{'account_id': 41817, 'reputation': 3907, 'user_id': 121630, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7422e334ea52d94ee19416f7f8204983?s=256&d=identicon&r=PG', 'display_name': 'JCHASE11', 'link': 'https://stackoverflow.com/users/121630/jchase11'}",True,90125,1438741.0,4,3,1424387161,1253192189,,1438722,CC BY-SA 2.5,https://stackoverflow.com/questions/1438722/thank-you-alert-upon-form-submission,Thank you alert upon form submission,,,,,,
409,"['javascript', 'jslint']","{'user_type': 'does_not_exist', 'display_name': 'Yosy'}",True,11408,,2,31,1424286290,1253442354,1353600409.0,1450721,CC BY-SA 3.0,https://stackoverflow.com/questions/1450721/solution-for-jslint-errors,Solution for JSLint errors,,,,,,
410,"['javascript', 'internet-explorer', 'dom']","{'account_id': 33876, 'reputation': 13777, 'user_id': 95195, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/735a05084346db68dff750870654da3d?s=256&d=identicon&r=PG', 'display_name': 'Justin Dearing', 'link': 'https://stackoverflow.com/users/95195/justin-dearing'}",True,51498,1397578.0,6,28,1423559349,1252469256,,1397478,CC BY-SA 2.5,https://stackoverflow.com/questions/1397478/forcing-a-dom-refresh-in-internet-explorer-after-javascript-dom-manipulation,Forcing a DOM refresh in Internet explorer after javascript dom manipulation,,,,,,
411,"['javascript', 'vector', 'html', 'vector-graphics']","{'account_id': 9754, 'reputation': 24802, 'user_id': 18149, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f5e10278b9b6a518d5835f658704d85f?s=256&d=identicon&r=PG', 'display_name': 'leeand00', 'link': 'https://stackoverflow.com/users/18149/leeand00'}",True,15193,1441495.0,4,14,1422485495,1253222678,,1441427,CC BY-SA 2.5,https://stackoverflow.com/questions/1441427/which-is-better-and-why-raphaeljs-or-html5-canvas,Which is better and why? RaphaelJS or HTML5 Canvas?,,,,1253222678.0,,
412,"['javascript', 'jquery']","{'account_id': 57217, 'reputation': 19076, 'user_id': 171365, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/g5nZa.jpg?s=256&g=1', 'display_name': 'Santhosh', 'link': 'https://stackoverflow.com/users/171365/santhosh'}",True,4952,,2,0,1421837827,1252997475,1343243998.0,1425527,CC BY-SA 3.0,https://stackoverflow.com/questions/1425527/set-child-element-width-to-parent-div,Set child element width to parent div,,,,,,
413,"['javascript', 'jquery', 'html', 'dom']","{'user_type': 'does_not_exist', 'display_name': 'Bill Morris'}",True,311,,3,1,1421103454,1252099575,,1381614,CC BY-SA 2.5,https://stackoverflow.com/questions/1381614/page-elements-loaded-before-script,page elements loaded before script,,,,,,
414,"['javascript', 'orbited']","{'account_id': 6792, 'reputation': 61993, 'user_id': 11543, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/3928085cafc1e496fb3d990a9959f233?s=256&d=identicon&r=PG', 'display_name': 'mjs', 'link': 'https://stackoverflow.com/users/11543/mjs'}",True,84459,1525312.0,4,94,1420749230,1253972687,1257275922.0,1481251,CC BY-SA 2.5,https://stackoverflow.com/questions/1481251/what-does-document-domain-document-domain-do,What does document.domain = document.domain do?,,,,,,
415,"['javascript', 'content-management-system', 'tinymce', 'richtext']","{'account_id': 18390, 'reputation': 22621, 'user_id': 42106, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/a6740001b6d51965cd4e8ebcc52e847f?s=256&d=identicon&r=PG', 'display_name': 'Jon Winstanley', 'link': 'https://stackoverflow.com/users/42106/jon-winstanley'}",True,2359,,2,6,1420742534,1253699769,,1465049,CC BY-SA 2.5,https://stackoverflow.com/questions/1465049/extending-tinymce-to-show-a-list-of-possible-internal-pages-which-the-user-may-w,Extending TinyMCE to show a list of possible Internal pages which the user may wish to link to,,,,,,
416,['javascript'],"{'account_id': 60154, 'reputation': 131, 'user_id': 179801, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f7e74d5578d1ea71d8c54e4ec52987ad?s=256&d=identicon&r=PG', 'display_name': 'Firdi', 'link': 'https://stackoverflow.com/users/179801/firdi'}",True,1348,1484118.0,3,1,1420718596,1254074690,1420718596.0,1484083,CC BY-SA 3.0,https://stackoverflow.com/questions/1484083/javascript-multiple-input-textarea-validation,javascript multiple input textarea validation,,,,,,
417,"['javascript', 'floating-point']","{'account_id': 50899, 'reputation': 59757, 'user_id': 151937, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/eb149575d3dcbd3aca84cc4d9d689474?s=256&d=identicon&r=PG', 'display_name': 'Hellnar', 'link': 'https://stackoverflow.com/users/151937/hellnar'}",True,1153,1460886.0,3,3,1420323815,1253633901,1420323815.0,1460847,CC BY-SA 3.0,https://stackoverflow.com/questions/1460847/shortening-javascript-number,shortening Javascript number,,,,,,
418,"['asp.net', 'javascript']","{'account_id': 560632, 'reputation': 1077, 'user_id': 164357, 'user_type': 'unregistered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/c4b7cfb3e1df1ec6f99f3dcd53bcad1a?s=256&d=identicon&r=PG', 'display_name': 'dani', 'link': 'https://stackoverflow.com/users/164357/dani'}",True,8190,1454686.0,4,1,1420022200,1253541190,,1454619,CC BY-SA 2.5,https://stackoverflow.com/questions/1454619/read-cookie-in-javascript,Read cookie in javascript,,,,,,
419,"['c#', 'javascript', 'asp.net']","{'account_id': 42880, 'reputation': 41, 'user_id': 125108, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61cd81e38bbb7ed3dfc94d0c4f24a174?s=256&d=identicon&r=PG', 'display_name': 'user125108', 'link': 'https://stackoverflow.com/users/125108/user125108'}",True,9675,,5,4,1419319417,1253847429,1322876342.0,1475206,CC BY-SA 3.0,https://stackoverflow.com/questions/1475206/how-to-to-confirming-before-deleting-in-asp-net,How to to confirming before deleting in ASP.NET?,,,,,,
420,"['javascript', 'cookies']","{'account_id': 50432, 'reputation': 1563, 'user_id': 150445, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3b980cafd693a8cd3f05b6757cadb42f?s=256&d=identicon&r=PG', 'display_name': 'Jody Powlette', 'link': 'https://stackoverflow.com/users/150445/jody-powlette'}",True,14477,1412136.0,3,4,1418853662,1252687933,,1412083,CC BY-SA 2.5,https://stackoverflow.com/questions/1412083/where-in-the-filesystem-does-ie8-store-values-stored-in-localstorage,Where in the filesystem does IE8 store values stored in localStorage?,,,,,,
421,"['javascript', 'javascript-events']","{'user_type': 'does_not_exist', 'display_name': 'Jeff'}",True,846,,2,0,1418759337,1253908228,1418759337.0,1479257,CC BY-SA 3.0,https://stackoverflow.com/questions/1479257/changing-link-color-based-on-stylesheet-function,Changing link color based on stylesheet function,,,,,,
422,"['javascript', 'jquery']","{'account_id': 340, 'reputation': 6932, 'user_id': 425, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/9a1d36ecdf0474e5c5f338d338e84545?s=256&d=identicon&r=PG', 'display_name': 'Owen', 'link': 'https://stackoverflow.com/users/425/owen'}",True,9794,1476848.0,4,5,1417784226,1253878264,,1476787,CC BY-SA 2.5,https://stackoverflow.com/questions/1476787/jquery-innertext-not-including-sub-element,JQuery InnerText not including sub element,,,,,,
423,"['javascript', 'design-patterns']","{'account_id': 1618, 'reputation': 71247, 'user_id': 2172, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/d45a34439ae17a079045a23df5131b91?s=256&d=identicon&r=PG', 'display_name': 'Sander Versluys', 'link': 'https://stackoverflow.com/users/2172/sander-versluys'}",True,467,1367379.0,5,5,1416320680,1251886036,,1366829,CC BY-SA 2.5,https://stackoverflow.com/questions/1366829/is-processing-javascript-server-side-a-solution-to-duplicated-logic,Is processing Javascript Server-Side a solution to duplicated logic?,,,,,,
424,"['javascript', 'javascript-events']","{'account_id': 21044, 'reputation': 5733, 'user_id': 50851, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/3551aac36b1f820c50697136e0b0585f?s=256&d=identicon&r=PG', 'display_name': 'Rakesh', 'link': 'https://stackoverflow.com/users/50851/rakesh'}",True,1782,1491799.0,2,5,1416227760,1254219256,1416227760.0,1491677,CC BY-SA 3.0,https://stackoverflow.com/questions/1491677/dynamic-script-tag-addition-is-asynchronous,Dynamic Script Tag Addition is Asynchronous?,,,,,,
425,"['javascript', 'jquery', 'captcha']","{'user_type': 'does_not_exist', 'display_name': 'Mike Muller'}",True,1475,,3,0,1415955512,1253584831,1253585581.0,1457793,CC BY-SA 2.5,https://stackoverflow.com/questions/1457793/jquery-captcha-type-script,jQuery Captcha type script,,,,,,
426,"['javascript', 'jquery', 'django']","{'account_id': 100298, 'reputation': 1256, 'user_id': 270442, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/cf092cb752b73418a4987202121b9228?s=256&d=identicon&r=PG', 'display_name': 'Rama Vadakattu', 'link': 'https://stackoverflow.com/users/270442/rama-vadakattu'}",True,2421,,5,0,1415365441,1253286782,1408032891.0,1445174,CC BY-SA 3.0,https://stackoverflow.com/questions/1445174/powerful-wysiwyg-editor-with-upload-image-capability,Powerful WYSIWYG editor with upload image capability,,,,,,
427,"['javascript', 'jquery', 'onclick']","{'account_id': 1865, 'reputation': 1618, 'user_id': 2575, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c57c8945079831fa3c19caef02e44614?s=256&d=identicon&r=PG', 'display_name': 'Ryan McCue', 'link': 'https://stackoverflow.com/users/2575/ryan-mccue'}",True,2762,1459018.0,4,3,1414694259,1253607825,,1458773,CC BY-SA 2.5,https://stackoverflow.com/questions/1458773/make-onclick-handler-ignore-clicks-on-links,Make onclick handler ignore clicks on links,,,,,,
428,"['javascript', 'internet-explorer-8']","{'user_type': 'does_not_exist', 'display_name': 'nipun manglik'}",True,66488,,11,29,1414490082,1253281988,1326893554.0,1444677,CC BY-SA 3.0,https://stackoverflow.com/questions/1444677/window-open-not-working-in-ie8,Window.open not working in IE8?,,,,,,
429,"['php', 'javascript']","{'account_id': 51573, 'reputation': 12739, 'user_id': 154137, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/105033d2f0090fa79359d92ddb680c97?s=256&d=identicon&r=PG', 'display_name': 'Fero', 'link': 'https://stackoverflow.com/users/154137/fero'}",True,695,,4,1,1413387467,1253604648,1413387467.0,1458618,CC BY-SA 3.0,https://stackoverflow.com/questions/1458618/how-to-get-a-data-from-a-db-using-mysql-and-store-it-in-javascript-array,how to get a data from a DB using MYSQL and store it in javascript Array,,,,,,
430,['javascript'],"{'account_id': 52903, 'reputation': 3886, 'user_id': 158126, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/1cc3a3ee017c76dde8a22ff316d39881?s=256&d=identicon&r=PG', 'display_name': 'Ben Sinclair', 'link': 'https://stackoverflow.com/users/158126/ben-sinclair'}",True,12525,1469337.0,9,5,1412876486,1253753526,,1469304,CC BY-SA 2.5,https://stackoverflow.com/questions/1469304/limit-words-in-a-textarea,Limit words in a textarea,,,,,,
431,"['javascript', 'jquery', 'arrays', 'object']","{'account_id': 49273, 'reputation': 10582, 'user_id': 146633, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/I6EJ8.jpg?s=256&g=1', 'display_name': 'ParisNakitaKejser', 'link': 'https://stackoverflow.com/users/146633/parisnakitakejser'}",True,53637,1366912.0,5,10,1412794706,1251882874,1412794706.0,1366616,CC BY-SA 3.0,https://stackoverflow.com/questions/1366616/foreach-object-array-in-jquery,foreach object/array in jQuery,,,,,,
432,"['javascript', 'jquery', 'internet-explorer', 'animation']","{'account_id': 561097, 'reputation': 1059, 'user_id': 166676, 'user_type': 'unregistered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/8ae6ab4a21c61f9428b3ba1a628a7805?s=256&d=identicon&r=PG', 'display_name': 'fidoboy', 'link': 'https://stackoverflow.com/users/166676/fidoboy'}",True,64057,,14,31,1411479275,1252008196,1411479275.0,1375646,CC BY-SA 3.0,https://stackoverflow.com/questions/1375646/animate-opacity-doesnt-work-properly-on-ie,Animate opacity doesn&#39;t work properly on IE,,,,,,
433,"['javascript', 'ajax', 'web', 'mootools']","{'user_type': 'does_not_exist', 'display_name': 'Mario'}",False,1164,,2,0,1411133825,1252092795,,1381142,CC BY-SA 2.5,https://stackoverflow.com/questions/1381142/how-to-update-multiple-elements-with-one-mootools-request-html-call,How to update multiple elements with one MooTools Request.HTML call,,,,,,
434,"['javascript', 'document', 'client-side', 'server-side', 'html-generation']","{'account_id': 10836, 'reputation': 193199, 'user_id': 20654, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/94066dfa49c2feb14706cb081848fda7?s=256&d=identicon&r=PG', 'display_name': 'OscarRyz', 'link': 'https://stackoverflow.com/users/20654/oscarryz'}",True,34463,1606092.0,11,14,1411009814,1253905157,1253909789.0,1479020,CC BY-SA 2.5,https://stackoverflow.com/questions/1479020/save-the-document-generated-by-javascript,Save the document generated by javascript,,,,,,
435,"['javascript', 'regex', 'email', 'phone-number']","{'account_id': 880609, 'reputation': 186, 'user_id': 169710, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d34e77dfccce9631dccd05bc53365419?s=256&d=identicon&r=PG', 'display_name': 'CodeWhisperer', 'link': 'https://stackoverflow.com/users/169710/codewhisperer'}",True,2209,,5,0,1409681228,1252329926,1409681228.0,1389420,CC BY-SA 3.0,https://stackoverflow.com/questions/1389420/search-for-embedded-email-and-phone-numbers,Search for embedded email and phone numbers,,,,,,
436,"['javascript', 'jquery', 'ajax', 'json', 'polling']","{'account_id': 56054, 'reputation': 18982, 'user_id': 167911, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/59f7641748cc78bba0ab558540230aad?s=256&d=identicon&r=PG', 'display_name': 'Bungle', 'link': 'https://stackoverflow.com/users/167911/bungle'}",True,43099,1406603.0,4,46,1409437639,1252603097,1252603411.0,1406580,CC BY-SA 2.5,https://stackoverflow.com/questions/1406580/jquery-ajax-polling-for-json-response-handling-based-on-ajax-result-or-json-con,"jQuery AJAX polling for JSON response, handling based on AJAX result or JSON content",,,,,,
437,"['javascript', 'jquery']","{'user_type': 'does_not_exist', 'display_name': 'Anthony Brez'}",False,560,,1,0,1409414500,1254103155,1254103497.0,1485096,CC BY-SA 2.5,https://stackoverflow.com/questions/1485096/jquery-windows-engine-problem-trying-open-a-window-from-a-another-window,jquery.windows-engine - problem trying open a window from a another window,,,,,,
438,"['javascript', 'jquery', 'html', 'css', 'xhtml']","{'account_id': 38420, 'reputation': 853, 'user_id': 110241, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/be34c1970f750a47c966a235076e6457?s=256&d=identicon&r=PG', 'display_name': 'Dirk Diggler', 'link': 'https://stackoverflow.com/users/110241/dirk-diggler'}",True,6103,1400661.0,2,2,1409344276,1251916691,1252513815.0,1369425,CC BY-SA 2.5,https://stackoverflow.com/questions/1369425/image-map-w-image-based-rollovers-bounded-by-area-coordinates-jquery-if-possibl,"Image Map w/Image-Based Rollovers Bounded by AREA Coordinates, jQuery if Possible",,,,,,
439,"['javascript', 'growl']","{'account_id': 37672, 'reputation': 3066, 'user_id': 107763, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/dfb7a0e910fdffb432517f4a8b0284cb?s=256&d=identicon&r=PG', 'display_name': 'Louis W', 'link': 'https://stackoverflow.com/users/107763/louis-w'}",True,5934,1445593.0,9,19,1409064082,1253290550,1320899677.0,1445549,CC BY-SA 3.0,https://stackoverflow.com/questions/1445549/how-to-send-real-growl-messages-with-javascript,How to send real growl messages with javascript?,,,,,,
440,"['javascript', 'url', 'query-string', 'url-parameters']","{'account_id': 25294, 'reputation': 62586, 'user_id': 64949, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/d36a92237c75c5337c17b60d90686bf9?s=256&d=identicon&r=PG', 'display_name': 'Sindre Sorhus', 'link': 'https://stackoverflow.com/users/64949/sindre-sorhus'}",True,367676,19992436.0,19,303,1408351732,1252568779,1384381672.0,1403888,CC BY-SA 3.0,https://stackoverflow.com/questions/1403888/get-escaped-url-parameter,Get escaped URL parameter,,,,,,
441,"['javascript', 'security', 'cookies', 'xss']","{'account_id': 33076, 'reputation': 5503, 'user_id': 1275364, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/132bd27355f01b6d887381037342305a?s=256&d=identicon&r=PG', 'display_name': 'Ian McIntyre Silber', 'link': 'https://stackoverflow.com/users/1275364/ian-mcintyre-silber'}",True,417,1535386.0,3,2,1408309339,1254264994,1408309339.0,1495371,CC BY-SA 3.0,https://stackoverflow.com/questions/1495371/allow-javascript-protect-against-xss-unique-scenario,Allow Javascript - protect against XSS? (unique scenario),,,,,,
442,"['javascript', 'closures']","{'account_id': 56125, 'reputation': 211, 'user_id': 168114, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c14a5eb3f46d76d3abcd944138406790?s=256&d=identicon&r=PG', 'display_name': 'Salvatore DI DIO', 'link': 'https://stackoverflow.com/users/168114/salvatore-di-dio'}",True,985,,5,8,1406455616,1252006473,1358247364.0,1375468,CC BY-SA 3.0,https://stackoverflow.com/questions/1375468/javascript-closure,Javascript closure,,,,,,
443,"['javascript', 'method-chaining']","{'account_id': 38635, 'reputation': 18477, 'user_id': 111021, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/6b1a4aaa3c76925b2923327f9556a738?s=256&d=identicon&r=PG', 'display_name': 'kizzx2', 'link': 'https://stackoverflow.com/users/111021/kizzx2'}",True,2583,1445770.0,5,8,1405943219,1253293408,,1445747,CC BY-SA 2.5,https://stackoverflow.com/questions/1445747/javascript-method-chaining-challenge,JavaScript method chaining challenge,,,,,,
444,"['javascript', 'jquery']","{'account_id': 34080, 'reputation': 78673, 'user_id': 95944, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/SprKq.jpg?s=256&g=1', 'display_name': 'Richard Knop', 'link': 'https://stackoverflow.com/users/95944/richard-knop'}",True,39643,1368827.0,5,8,1405719746,1251909426,,1368813,CC BY-SA 2.5,https://stackoverflow.com/questions/1368813/jquery-recursive-function,JQuery recursive function?,,,,,,
445,['javascript'],"{'account_id': 3082, 'reputation': 120424, 'user_id': 4376, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b9c927e051202fc198e70659d9827d2f?s=256&d=identicon&r=PG', 'display_name': 'Nathan Long', 'link': 'https://stackoverflow.com/users/4376/nathan-long'}",True,5062,1368540.0,2,3,1405717930,1251906566,,1368514,CC BY-SA 2.5,https://stackoverflow.com/questions/1368514/is-it-possible-to-create-a-non-centered-javascript-alert-box,Is it possible to create a non-centered Javascript alert box?,,,,,,
446,"['c#', 'asp.net', 'javascript']","{'account_id': 18470, 'reputation': 4071, 'user_id': 42348, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/e209c3555f31212ce10cbd6ffcd87881?s=256&d=identicon&r=PG', 'display_name': 'user42348', 'link': 'https://stackoverflow.com/users/42348/user42348'}",True,24168,,2,0,1405667693,1252644692,1405667693.0,1409030,CC BY-SA 3.0,https://stackoverflow.com/questions/1409030/to-get-value-set-in-javascript-in-code-behind,To get value set in javascript in code behind,,,,,,
