,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,community_owned_date,locked_date,closed_date,closed_reason
130,"['javascript', 'jquery', 'json', 'ajax']","{'account_id': 28788, 'reputation': 281, 'user_id': 77201, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/a529485b0c75997ca8c472b1d309fd70?s=256&d=identicon&r=PG', 'display_name': 'Adrian33', 'link': 'https://stackoverflow.com/users/77201/adrian33'}",True,2124,2,3,1576857490,1237666106,1576857490.0,669901,CC BY-SA 4.0,https://stackoverflow.com/questions/669901/execute-function-on-completion-of-another-use-ajaxcomplete,"Execute function on completion of another, use ajaxComplete()?",,669917.0,,,,
131,"['javascript', 'object', 'properties', 'iteration', 'introspection']","{'account_id': 948, 'reputation': 34856, 'user_id': 1249, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/ed9686d6910478914966ec99bbcaa069?s=256&d=identicon&r=PG', 'display_name': 'Adam Lassek', 'link': 'https://stackoverflow.com/users/1249/adam-lassek'}",True,239789,8,127,1575743582,1237842343,1493158992.0,675231,CC BY-SA 3.0,https://stackoverflow.com/questions/675231/how-do-i-access-properties-of-a-javascript-object-if-i-dont-know-the-names,How do I access properties of a javascript object if I don&#39;t know the names?,,10239601.0,,,,
132,"['javascript', 'html']","{'account_id': 17171, 'reputation': 36951, 'user_id': 38172, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5b5506e29d988e9b4f3408d50d8bc9c9?s=256&d=identicon&r=PG', 'display_name': 'praveenjayapal', 'link': 'https://stackoverflow.com/users/38172/praveenjayapal'}",True,13109,21,8,1575503688,1236691185,1236691624.0,630118,CC BY-SA 2.5,https://stackoverflow.com/questions/630118/how-can-i-restrict-the-use-of-other-applications-during-an-online-exam,How can I restrict the use of other applications during an online exam?,,630206.0,,,,
133,"['javascript', 'firebug']","{'user_type': 'does_not_exist', 'display_name': 'uuɐɯǝʃǝs'}",False,6805,0,10,1575436316,1237947400,1495542852.0,679994,,https://stackoverflow.com/questions/679994/how-to-inspect-an-elements-associated-event-handlers,How to inspect an element&#39;s associated event handlers?,,,,,1575436316.0,Duplicate
134,"['javascript', 'jquery']","{'user_type': 'does_not_exist', 'display_name': 'Lopez'}",True,9896,1,12,1574210278,1237525779,1453930643.0,665057,CC BY-SA 3.0,https://stackoverflow.com/questions/665057/jquery-selector-context,jQuery selector context,,,,,,
135,"['javascript', 'compression', 'minimize', 'jscompress']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,24298,17,54,1573740025,1235918222,1249440686.0,599911,,https://stackoverflow.com/questions/599911/what-do-you-use-to-minimize-and-compress-javascript-libraries,What do you use to minimize and compress JavaScript libraries?,,599914.0,,,1405917449.0,Not suitable for this site
136,"['javascript', 'html', 'forms', 'dom-events']","{'account_id': 1295429, 'reputation': 3933, 'user_id': 1246613, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/6501ef9311cdfdd17894f251a848d5ee?s=256&d=identicon&r=PG', 'display_name': 'Joshxtothe4', 'link': 'https://stackoverflow.com/users/1246613/joshxtothe4'}",True,359103,6,62,1572731052,1238015927,1572731052.0,683498,CC BY-SA 4.0,https://stackoverflow.com/questions/683498/calling-javascript-from-a-html-form,Calling Javascript from a html form,,683534.0,,,,
137,"['javascript', 'jquery', 'forms', 'serialization', 'input']","{'account_id': 8738, 'reputation': 6545, 'user_id': 15890, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/7dccc2b1a98aa82e66edbfdc67576c51?s=256&d=identicon&r=PG', 'display_name': 'Tom Viner', 'link': 'https://stackoverflow.com/users/15890/tom-viner'}",True,93873,9,113,1572464464,1236124207,1245082467.0,608730,CC BY-SA 2.5,https://stackoverflow.com/questions/608730/how-do-i-use-jquerys-form-serialize-but-exclude-empty-fields,How do I use jQuery&#39;s form.serialize but exclude empty fields,,610823.0,,,,
138,"['javascript', 'asp.net-mvc', 'view']","{'account_id': 26268, 'reputation': 96361, 'user_id': 68183, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/db92156fccb31def7688ae66d221f803?s=256&d=identicon&r=PG', 'display_name': 'mrblah', 'link': 'https://stackoverflow.com/users/68183/mrblah'}",True,24423,7,18,1570260352,1237290185,,653878,CC BY-SA 2.5,https://stackoverflow.com/questions/653878/passing-a-boolean-value-in-my-net-mvc-view-to-a-javascript-but-js-doesnt-acce,"Passing a boolean value in my .net MVC view to a javascript, but JS doesn&#39;t accept True, wants true",,653888.0,,,,
139,"['javascript', 'jquery']","{'account_id': 561223, 'reputation': 6963, 'user_id': 83903, 'user_type': 'unregistered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/392fc694dc1a0c7ecabca468973d2633?s=256&d=identicon&r=PG', 'display_name': 'Paulo', 'link': 'https://stackoverflow.com/users/83903/paulo'}",True,27304,3,26,1570031793,1238285816,,693849,CC BY-SA 2.5,https://stackoverflow.com/questions/693849/call-a-javascript-function-after-5-sec-of-last-key-press,Call a javascript function after 5 sec of last key press,,693863.0,,,,
140,"['javascript', 'jquery', 'dom']","{'account_id': 20571, 'reputation': 2770, 'user_id': 49294, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/48271a6a6291371ec26f209483f9ab8e?s=256&d=identicon&r=PG', 'display_name': 'Carter', 'link': 'https://stackoverflow.com/users/49294/carter'}",True,28542,5,8,1569849442,1236807296,1321335809.0,636474,CC BY-SA 3.0,https://stackoverflow.com/questions/636474/why-would-jquery-return-0-for-an-offsetheight-when-firebug-says-its-34,Why would jquery return 0 for an offsetHeight when firebug says it&#39;s 34?,,636554.0,1236875341.0,,,
141,"['c#', 'javascript']","{'account_id': 26268, 'reputation': 96361, 'user_id': 68183, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/db92156fccb31def7688ae66d221f803?s=256&d=identicon&r=PG', 'display_name': 'mrblah', 'link': 'https://stackoverflow.com/users/68183/mrblah'}",True,48541,5,68,1569830734,1237341492,,656715,CC BY-SA 2.5,https://stackoverflow.com/questions/656715/trying-to-pass-in-a-boolean-c-variable-to-a-javascript-variable-and-set-it-to-t,Trying to pass in a boolean C# variable to a javascript variable and set it to true,,656719.0,,,,
142,"['javascript', 'jquery', 'dom', 'jquery-selectors']","{'account_id': 3253, 'reputation': 162297, 'user_id': 4668, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e5abe1d27b286199c319b0cbe75596c3?s=256&d=identicon&r=PG', 'display_name': 'Alan Storm', 'link': 'https://stackoverflow.com/users/4668/alan-storm'}",True,67041,3,61,1568361555,1238447287,1400519048.0,699027,CC BY-SA 3.0,https://stackoverflow.com/questions/699027/is-there-a-jquery-selector-method-to-find-a-specific-parent-element-n-levels-up,Is there a jQuery selector/method to find a specific parent element n levels up?,,699036.0,,,,
143,"['javascript', 'function']","{'account_id': 16678, 'reputation': 2873, 'user_id': 36599, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/a115a8b21249b2d1ec40a288d6f87e8f?s=256&d=identicon&r=PG', 'display_name': 'ARemesal', 'link': 'https://stackoverflow.com/users/36599/aremesal'}",True,238873,10,157,1566168338,1237888295,1566168338.0,676721,,https://stackoverflow.com/questions/676721/calling-dynamic-function-with-dynamic-number-of-parameters,Calling dynamic function with dynamic number of parameters,,676728.0,,,1481472163.0,Duplicate
144,"['javascript', 'jquery']","{'account_id': 2534, 'reputation': 1178, 'user_id': 3533, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec37280af895212bc8f2fb40bd20c611?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/3533/david'}",True,3579,3,1,1564616560,1237200517,1237202207.0,649923,CC BY-SA 2.5,https://stackoverflow.com/questions/649923/completing-jquery-animations-on-page-unload,Completing jQuery animations on page unload,,,,,,
145,"['javascript', 'jquery', 'xml', 'rss']","{'user_type': 'does_not_exist', 'display_name': 'tols'}",True,3979,2,1,1564540870,1238358462,1249649661.0,695316,CC BY-SA 2.5,https://stackoverflow.com/questions/695316/craigslist-rss-feed,craigslist rss feed,,,,,,
146,"['javascript', 'regex']","{'account_id': 108948, 'reputation': 3929, 'user_id': 288936, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/TP3UU.jpg?s=256&g=1', 'display_name': 'Darkthread', 'link': 'https://stackoverflow.com/users/288936/darkthread'}",True,3260,2,9,1563878942,1236046698,1563878942.0,604860,,https://stackoverflow.com/questions/604860/interesting-test-of-javascript-regexp,Interesting test of Javascript RegExp,,604884.0,,,1432009096.0,Duplicate
147,"['java', 'javascript', 'unicode', 'utf-8']","{'account_id': 1092, 'reputation': 111977, 'user_id': 1450, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/3b687a35025c05dbc7627af428dff0da?s=256&d=identicon&r=PG', 'display_name': 'John Topley', 'link': 'https://stackoverflow.com/users/1450/john-topley'}",True,142229,13,110,1563804136,1236098573,1334231533.0,607176,CC BY-SA 3.0,https://stackoverflow.com/questions/607176/java-equivalent-to-javascripts-encodeuricomponent-that-produces-identical-outpu,Java equivalent to JavaScript&#39;s encodeURIComponent that produces identical output?,,607403.0,,,,
148,"['javascript', 'vb.net', 'security', 'javascript-injection']","{'account_id': 22296, 'reputation': 2696, 'user_id': 54844, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7cd5392fbf9c490f1599f32cf2f60347?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paxenos', 'link': 'https://stackoverflow.com/users/54844/paxenos'}",True,1732,5,1,1562601119,1237231716,1562601119.0,651819,CC BY-SA 4.0,https://stackoverflow.com/questions/651819/preventing-javascript-injections,Preventing JavaScript Injections,,651836.0,,,,
149,"['java', 'javascript', 'spring', 'dwr']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,2448,2,2,1557736873,1237820384,1237820784.0,673716,CC BY-SA 2.5,https://stackoverflow.com/questions/673716/why-is-java-giving-me-an-illegalargumentexception,Why is Java giving me an IllegalArgumentException?,,674245.0,,,,
150,"['javascript', 'jquery', 'browser']","{'account_id': 24635, 'reputation': 8492, 'user_id': 62780, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/9c82428ae5e3a7b05fda89449fbb41d2?s=256&d=identicon&r=PG', 'display_name': 'Saneef', 'link': 'https://stackoverflow.com/users/62780/saneef'}",True,32073,4,11,1557564670,1235987500,1557564670.0,601790,CC BY-SA 4.0,https://stackoverflow.com/questions/601790/minimize-browser-window-using-javascript,Minimize browser window using Javascript,,601832.0,,,,
151,"['javascript', 'browser', 'double-submit-prevention']","{'user_type': 'does_not_exist', 'display_name': 'sytee'}",True,73026,13,26,1557564640,1237539689,1557564640.0,665399,CC BY-SA 4.0,https://stackoverflow.com/questions/665399/how-do-i-stop-the-back-and-refresh-buttons-from-resubmitting-my-form,How do I stop the Back and Refresh buttons from resubmitting my form?,,,,,,
152,"['javascript', 'ajax', 'history']","{'account_id': 27000, 'reputation': 1845, 'user_id': 70774, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2cdbc0816202ab1357ad637edd9ec2b9?s=256&d=identicon&r=PG', 'display_name': 'jarus', 'link': 'https://stackoverflow.com/users/70774/jarus'}",True,4688,5,4,1556704029,1235894982,1235895270.0,599473,CC BY-SA 2.5,https://stackoverflow.com/questions/599473/back-button-and-refresh-with-ajax,Back Button and Refresh with AJAX,,599483.0,,,,
153,"['javascript', 'jquery', 'ajax', 'air']","{'account_id': 5731, 'reputation': 11783, 'user_id': 9396, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/19e330b6939c54c1e861e66cfcb98fda?s=256&d=identicon&r=PG', 'display_name': 'gizmo', 'link': 'https://stackoverflow.com/users/9396/gizmo'}",False,366,1,0,1556606495,1238356367,,695242,CC BY-SA 2.5,https://stackoverflow.com/questions/695242/is-there-a-way-to-use-jquery-getscript-inside-the-air-application-sandbox,Is there a way to use jQuery.getScript inside the AIR application sandbox?,,,,,,
154,"['javascript', 'firefox', 'gridview']","{'user_type': 'does_not_exist', 'display_name': 'dangerisgo'}",False,1620,1,0,1556606385,1238426163,1556606385.0,697654,CC BY-SA 4.0,https://stackoverflow.com/questions/697654/get-control-properties-with-javascript-in-firefox,Get control properties with javascript in firefox,,,,,,
155,"['javascript', 'jquery']","{'user_type': 'does_not_exist', 'display_name': 'markie'}",False,273,3,0,1556606233,1238355098,1556606233.0,695199,CC BY-SA 4.0,https://stackoverflow.com/questions/695199/ui-dialog-works-once-in-ie,ui Dialog works once in IE,,,,,,
156,"['javascript', 'html', 'css', 'safari', 'webkit']","{'account_id': 2769, 'reputation': 8780, 'user_id': 3894, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/c3419dd796f66b5aa4193bc135ff6303?s=256&d=identicon&r=PG', 'display_name': 'Sergey Mikhanov', 'link': 'https://stackoverflow.com/users/3894/sergey-mikhanov'}",False,1564,2,1,1556606126,1237848945,1556606126.0,675544,CC BY-SA 4.0,https://stackoverflow.com/questions/675544/webkit-transition-property-receives-unexpected-values-in-safari-3-1-2-windows,-webkit-transition-property receives unexpected values in Safari 3.1.2 (Windows),,,,,,
157,"['javascript', 'flash']","{'user_type': 'does_not_exist', 'display_name': 'Louis'}",False,1374,2,0,1556605994,1237996770,1556605994.0,682251,CC BY-SA 4.0,https://stackoverflow.com/questions/682251/how-to-read-size-of-swf-through-javascript,How to read size of swf through javascript,,,,,,
158,"['javascript', 'yui']","{'user_type': 'does_not_exist', 'display_name': 'Chamnap'}",False,808,1,0,1556605865,1238136741,1556605865.0,688765,CC BY-SA 4.0,https://stackoverflow.com/questions/688765/how-to-make-a-split-button-menu-item-scroll-into-view-after-this-item-has-been-s,How to make a Split Button Menu Item scroll into view after this item has been selected?,,,,,,
159,"['javascript', 'jquery', 'user-interface', 'modal-dialog']","{'account_id': 9916, 'reputation': 1887, 'user_id': 18501, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d1e7f41bdeac8d415c65979ba9c6f2ff?s=256&d=identicon&r=PG', 'display_name': 'prasanna', 'link': 'https://stackoverflow.com/users/18501/prasanna'}",False,2254,1,0,1556605830,1238213204,1556605830.0,692172,CC BY-SA 4.0,https://stackoverflow.com/questions/692172/how-can-i-show-a-confirmation-thickbox-with-the-selection-after-user-presses-sub,How can I show a confirmation thickbox with the selection after user presses submit?,,,,,,
160,"['c#', 'asp.net', 'javascript', 'calendar', 'custom-server-controls']","{'user_type': 'does_not_exist', 'display_name': 'Dhruv'}",False,2349,1,1,1556605680,1237387859,1556605680.0,658595,CC BY-SA 4.0,https://stackoverflow.com/questions/658595/firing-an-event-from-an-asp-net-calendar-controls-cell,Firing an event from an ASP.NET calendar control&#39;s cell,,,,,,
161,"['javascript', 'model-view-controller', 'entity-framework', 'cruisecontrol.net']","{'account_id': 29531, 'reputation': 175, 'user_id': 79862, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/9172f0a857ba5e8b0bea36eb2b89d5d9?s=256&d=identicon&r=PG', 'display_name': 'brianff', 'link': 'https://stackoverflow.com/users/79862/brianff'}",False,109,1,0,1556605394,1237439106,1556605394.0,661118,CC BY-SA 4.0,https://stackoverflow.com/questions/661118/js-framework-incorporated-with-cruisecontrol,JS Framework incorporated with CruiseControl,,,,,,
162,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'jyothi'}",False,122,2,0,1556605364,1237536972,1556605364.0,665313,CC BY-SA 4.0,https://stackoverflow.com/questions/665313/can-someone-explain-this-code-in-detail-and-how-should-i-run-it-in-my-javascript,can someone explain this code in detail and how should I run it in my javascript program,,,,,,
163,"['javascript', 'user-interface', 'air']","{'account_id': 14296, 'reputation': 7364, 'user_id': 29291, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/2d51089c979c89185ed307d42e5c15c8?s=256&d=identicon&r=PG', 'display_name': 'Steve Gattuso', 'link': 'https://stackoverflow.com/users/29291/steve-gattuso'}",False,1328,2,2,1556605311,1237661875,1556605311.0,669780,CC BY-SA 4.0,https://stackoverflow.com/questions/669780/custom-scrollbars,Custom scrollbars,,,,,,
164,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'Ian'}",False,132,2,0,1556538052,1235855375,1556538052.0,598692,CC BY-SA 4.0,https://stackoverflow.com/questions/598692/need-some-help-on-autoroller-coding-in-javascript,need some help on autoroller coding in javascript,,,,,,
165,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'Jake'}",False,709,1,0,1556537856,1236033286,1556537856.0,604348,CC BY-SA 4.0,https://stackoverflow.com/questions/604348/how-can-i-determine-the-absolute-position-of-an-element-within-an-iframe-taking,How can I determine the absolute position of an element within an iframe taking in to account the frame&#39;s scroll in javascript?,,,,,,
166,"['asp.net', 'javascript', 'ajax', 'web-standards']","{'account_id': 27696, 'reputation': 115, 'user_id': 73360, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/0eaf3fddfdc197e9c663bdbcf29a74a1?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/73360/nick'}",False,149,2,0,1556537736,1236108214,1556537736.0,607756,CC BY-SA 4.0,https://stackoverflow.com/questions/607756/resuable-asp-net-server-control-with-quirks-and-standards-mode,Resuable Asp.net server control with Quirks and Standards mode,,,,,,
167,"['javascript', 'oop', 'definition', 'listener']","{'account_id': 9754, 'reputation': 24802, 'user_id': 18149, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f5e10278b9b6a518d5835f658704d85f?s=256&d=identicon&r=PG', 'display_name': 'leeand00', 'link': 'https://stackoverflow.com/users/18149/leeand00'}",False,257,1,0,1556537574,1236273977,1592644375.0,615749,CC BY-SA 4.0,https://stackoverflow.com/questions/615749/does-this-match-your-definition-of-a-listener-object,Does this match your definition of a Listener Object?,,,,,,
168,"['javascript', 'extjs', 'updatepanel']","{'user_type': 'does_not_exist', 'display_name': 'venkat'}",False,883,1,0,1556537421,1236678804,1556537421.0,629487,CC BY-SA 4.0,https://stackoverflow.com/questions/629487/how-to-re-render-the-panel-to-different-div-when-panel-already-render-to-some-ot,How to re-render the panel to different div when panel already render to some other div,,,,,,
169,"['asp.net', 'javascript', 'user-controls', 'master-pages']","{'account_id': 8269, 'reputation': 517, 'user_id': 14807, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b108dfa5958232002098a7cb675cf696?s=256&d=identicon&r=PG', 'display_name': 'Coda', 'link': 'https://stackoverflow.com/users/14807/coda'}",False,2446,4,3,1556537356,1236730028,1556537356.0,632781,CC BY-SA 4.0,https://stackoverflow.com/questions/632781/usercontrol-access-javascript-from-a-contents-pages-master-page,Usercontrol access Javascript from a Content&#39;s Page&#39;s Master Page,,,,,,
170,"['javascript', 'iphone', 'html']","{'account_id': 876222, 'reputation': 901, 'user_id': 73481, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/7137e0c71ab5a51ad95ffb5d185edcd0?s=256&d=identicon&r=PG', 'display_name': 'user73481', 'link': 'https://stackoverflow.com/users/73481/user73481'}",False,1254,2,3,1556537012,1236747648,1556537012.0,633398,CC BY-SA 4.0,https://stackoverflow.com/questions/633398/focus-onload-document-form-id-form-field-id-focus-on-the-iphone,Focus OnLoad=&quot;document.form_id.form_field_id.focus();&quot; on the iPhone,,,,,,
171,"['javascript', 'winforms', 'internet-explorer', 'com']","{'account_id': 28615, 'reputation': 8121, 'user_id': 76590, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/745210c46d5fe7f41b1ad3feb637fee7?s=256&d=identicon&r=PG', 'display_name': 'Pavel Podlipensky', 'link': 'https://stackoverflow.com/users/76590/pavel-podlipensky'}",False,152,1,0,1556536887,1236770204,1556536887.0,634110,CC BY-SA 4.0,https://stackoverflow.com/questions/634110/implement-prototype-similar-functionality-for-winforms-controls-hosted-in-ie,Implement prototype-similar functionality for WinForms controls hosted in IE,,,,,,
172,"['javascript', 'html', 'xml', 'xslt']","{'user_type': 'does_not_exist', 'display_name': 'Allen'}",False,1968,1,0,1556536759,1236785307,1556536759.0,635052,CC BY-SA 4.0,https://stackoverflow.com/questions/635052/display-dynamic-content-in-a-frame-controlled-by-the-tree-created-from-xml-in-an,Display dynamic content in a frame controlled by the tree created from XML in another frame,,,,,,
173,['javascript'],"{'account_id': 12635, 'reputation': 123, 'user_id': 24999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abc67a1ca96260e7f09c1953d8edbf7a?s=256&d=identicon&r=PG', 'display_name': 'magicrobotmonkey', 'link': 'https://stackoverflow.com/users/24999/magicrobotmonkey'}",False,319,1,0,1556536653,1236888236,1556536653.0,640251,CC BY-SA 4.0,https://stackoverflow.com/questions/640251/detect-keypresses-interacting-with-the-browsers-autocomplete-menu,Detect keypresses interacting with the browser&#39;s autocomplete menu,,,1259168519.0,,,
174,"['javascript', 'jquery', 'security', 'dom', 'xss']","{'account_id': 5596, 'reputation': 4924, 'user_id': 9106, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/6c49cd3b461a3f85b50863a4e294f4fe?s=256&d=identicon&r=PG', 'display_name': 'JJ.', 'link': 'https://stackoverflow.com/users/9106/jj'}",False,2180,3,0,1556536469,1236927736,1556536469.0,641713,CC BY-SA 4.0,https://stackoverflow.com/questions/641713/getting-selected-text-with-cross-frame-scripting,Getting selected text with cross frame scripting,,,,,,
175,"['asp.net', 'javascript', 'extjs']","{'account_id': 29356, 'reputation': 1918, 'user_id': 79259, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://i.stack.imgur.com/TKJzB.jpg?s=256&g=1', 'display_name': 'Hoghweed', 'link': 'https://stackoverflow.com/users/79259/hoghweed'}",False,2534,1,0,1556536222,1237336850,1556536222.0,656578,CC BY-SA 4.0,https://stackoverflow.com/questions/656578/extjs-custom-triggerfield-implementation,Extjs Custom TriggerField implementation,,,,,,
176,"['javascript', 'internet-explorer', 'webforms', 'dhtml']","{'account_id': 27835, 'reputation': 723, 'user_id': 73846, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/808f77695816f97b2d5fdd455a107630?s=256&d=identicon&r=PG', 'display_name': 'Jeremy Frank', 'link': 'https://stackoverflow.com/users/73846/jeremy-frank'}",True,10693,3,9,1555599744,1236192614,1555599744.0,611932,CC BY-SA 4.0,https://stackoverflow.com/questions/611932/ie-is-not-submitting-dynamically-added-form-elements,IE is not submitting dynamically added form elements,,612100.0,,,,
177,"['javascript', 'graphics']","{'account_id': 21100, 'reputation': 36453, 'user_id': 51025, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/263fec125853f697e0ea89787a4731a6?s=256&d=identicon&r=PG', 'display_name': 'DNS', 'link': 'https://stackoverflow.com/users/51025/dns'}",True,14150,7,9,1552466782,1237850530,1495535630.0,675602,CC BY-SA 3.0,https://stackoverflow.com/questions/675602/which-javascript-graphics-library-has-the-best-performance,Which JavaScript graphics library has the best performance?,1347041702.0,683143.0,,,,
178,"['javascript', 'jquery', 'jquery-ui', 'jquery-ui-tabs', 'jcarousellite']","{'account_id': 25113, 'reputation': 1034, 'user_id': 64312, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/dcc8fbd1c42c89fb634b06035612e701?s=256&d=identicon&r=PG', 'display_name': 'Carpy', 'link': 'https://stackoverflow.com/users/64312/carpy'}",True,2277,3,1,1552237287,1237294216,1502352143.0,654092,CC BY-SA 3.0,https://stackoverflow.com/questions/654092/jquery-ui-tabs-jcarousel-lite-pluings-does-not-seem-to-work-conflict-in-inte,Jquery UI Tabs &amp; jcarousel lite pluings does not seem to work (conflict) in Internet Explorer (IE),,661845.0,,,,
179,"['javascript', 'css']","{'account_id': 1582, 'reputation': 106779, 'user_id': 2119, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/2c56a82b6d13e243848a55fedca24b71?s=256&d=identicon&r=PG', 'display_name': 'Can Berk G&#252;der', 'link': 'https://stackoverflow.com/users/2119/can-berk-g%c3%bcder'}",True,26346,13,25,1552010412,1237825123,1552010412.0,674045,CC BY-SA 4.0,https://stackoverflow.com/questions/674045/distribute-elements-evenly-using-css,Distribute elements evenly using CSS,,,,,,
180,"['javascript', 'asp.net-mvc', 'unit-testing']","{'account_id': 29531, 'reputation': 175, 'user_id': 79862, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/9172f0a857ba5e8b0bea36eb2b89d5d9?s=256&d=identicon&r=PG', 'display_name': 'brianff', 'link': 'https://stackoverflow.com/users/79862/brianff'}",True,1947,4,5,1551999611,1237788304,,672358,CC BY-SA 2.5,https://stackoverflow.com/questions/672358/automated-unit-testing-for-javascript-integrated-with-cruisecontrol-nunit-nant,"Automated Unit testing for Javascript integrated with CruiseControl, nUnit, nAnt and ASP.net MVC",,672368.0,,,,
181,"['php', 'javascript', 'events', 'yui']","{'account_id': 10912, 'reputation': 4406, 'user_id': 20820, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/d4b3428ff3a90e7bb9e9a746555cdac6?s=256&d=identicon&r=PG', 'display_name': 'Jeremy DeGroot', 'link': 'https://stackoverflow.com/users/20820/jeremy-degroot'}",True,482,1,0,1551939710,1236614069,1551939710.0,626816,CC BY-SA 4.0,https://stackoverflow.com/questions/626816/yui-custom-events-and-simultaneous-actions,YUI custom events and simultaneous actions,,627897.0,,,,
182,"['javascript', 'visual-studio', 'debugging', 'internet-explorer']","{'account_id': 20249, 'reputation': 2598, 'user_id': 48195, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/c589be300bb9bcad89f69faf631b87ac?s=256&d=identicon&r=PG', 'display_name': 'Malik Amurlayev', 'link': 'https://stackoverflow.com/users/48195/malik-amurlayev'}",True,4227,5,5,1551934830,1237392031,1237393924.0,658912,CC BY-SA 2.5,https://stackoverflow.com/questions/658912/reenabling-javascript-debugger-in-ie7-with-visual-studio-2008,(Re)Enabling JavaScript debugger in IE7 with Visual Studio 2008,,661417.0,,,,
