,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,protected_date,last_edit_date,closed_date,closed_reason,community_owned_date,locked_date
433,"['javascript', 'dom']","{'user_type': 'does_not_exist', 'display_name': 'Udit Manektala'}",True,19754,,6,16,1418576017,1241646483,831942,CC BY-SA 2.5,https://stackoverflow.com/questions/831942/can-i-find-out-from-a-javascript-method-who-which-dom-element-called-me,"Can I find out from a Javascript method, who\which DOM element called me?",,1241650012.0,,,,
434,"['javascript', 'jquery']","{'account_id': 30899, 'reputation': 37947, 'user_id': 84539, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/277f6eb5c0f422fa7bec5b1d2cb51e82?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/84539/jon'}",True,4890,897530.0,3,2,1417177191,1242993957,897524,CC BY-SA 2.5,https://stackoverflow.com/questions/897524/replace-any-periods-with-escape-backslashes-so-i-can-select-elements,Replace any (.) periods with escape backslashes so I can select elements,,,,,,
435,"['javascript', 'jquery', 'internet-explorer', 'vbscript']","{'account_id': 36482, 'reputation': 15654, 'user_id': 104085, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/c3d7f859f23d4415607570703cc9d528?s=256&d=identicon&r=PG', 'display_name': 'uzay95', 'link': 'https://stackoverflow.com/users/104085/uzay95'}",True,1755,907793.0,2,0,1414496069,1243279139,907779,CC BY-SA 3.0,https://stackoverflow.com/questions/907779/how-to-set-ie-margins-with-javascript-or-vbscript-or-jquery,How to set ie margins with javascript or vbscript or jquery?,,1414496069.0,,,,
436,"['javascript', 'asynchronous', 'callback', 'synchronous']","{'account_id': 37083, 'reputation': 539, 'user_id': 105931, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/0fc8329bbec990914351a31cd83c67cb?s=256&d=identicon&r=PG', 'display_name': 'oldNoakes', 'link': 'https://stackoverflow.com/users/105931/oldnoakes'}",True,19532,856290.0,6,20,1412971586,1242184994,855904,CC BY-SA 2.5,https://stackoverflow.com/questions/855904/javascript-synchronizing-after-asynchronous-calls,Javascript - synchronizing after asynchronous calls,,,,,,
437,"['javascript', 'firefox', 'save']","{'user_type': 'does_not_exist', 'display_name': 'raj'}",True,19432,,2,6,1410599594,1241675710,833068,CC BY-SA 2.5,https://stackoverflow.com/questions/833068/how-to-force-save-as-dialog-box-in-firefox-besides-changing-headers,How to force save as dialog box in firefox besides changing headers?,,,,,,
438,"['php', 'javascript', 'mysql', 'ajax']","{'user_type': 'does_not_exist', 'display_name': 'Vladan'}",False,4543,,4,1,1410032146,1242750269,883772,CC BY-SA 3.0,https://stackoverflow.com/questions/883772/get-form-checkbox-values-and-pass-them-through-pagination,Get form checkbox values and pass them through pagination?,,1410032146.0,,,,
439,"['javascript', 'jquery', 'events']","{'account_id': 103806, 'reputation': 151, 'user_id': 277855, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'cryzed', 'link': 'https://stackoverflow.com/users/277855/cryzed'}",True,844,843429.0,2,0,1408852564,1241875436,843318,CC BY-SA 3.0,https://stackoverflow.com/questions/843318/jquery-modify-event,jQuery &quot;modify&quot; event,,1408852564.0,,,,
440,"['javascript', 'oop']","{'account_id': 6018, 'reputation': 564387, 'user_id': 9951, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'e-satis', 'link': 'https://stackoverflow.com/users/9951/e-satis'}",True,58848,908021.0,6,253,1408816328,1243266771,907225,,https://stackoverflow.com/questions/907225/object-oriented-javascript-best-practices,Object Oriented Javascript best practices?,,1243287139.0,1328929229.0,not constructive,,
441,"['javascript', 'jquery', 'dhtml']","{'account_id': 33539, 'reputation': 82147, 'user_id': 93966, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/85a93379d2e5776cc8062134f28f389a?s=256&d=identicon&r=PG', 'display_name': 'Phill Pafford', 'link': 'https://stackoverflow.com/users/93966/phill-pafford'}",True,27074,879904.0,4,2,1405427284,1242680895,879842,CC BY-SA 2.5,https://stackoverflow.com/questions/879842/jquery-enable-disable-show-hide-button-w-select-options-get-remaining-option-v,jQuery enable/disable show/hide button w/ SELECT options. Get remaining option values,,1242745089.0,,,,
442,"['javascript', 'class']","{'account_id': 26003, 'reputation': 14138, 'user_id': 67366, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/2dda6b0ff86132c635b5120c2ad2e040?s=256&d=identicon&r=PG', 'display_name': 'Macha', 'link': 'https://stackoverflow.com/users/67366/macha'}",True,253,874642.0,4,3,1404730218,1242564813,874559,CC BY-SA 2.5,https://stackoverflow.com/questions/874559/javascript-classes-no-frameworks,Javascript &quot;classes&quot; (no frameworks),,,,,,
443,"['javascript', 'html', 'dom']","{'user_type': 'does_not_exist', 'display_name': 'bobyu'}",True,17764,810527.0,5,6,1401196462,1241162409,810492,CC BY-SA 2.5,https://stackoverflow.com/questions/810492/div-auto-scroll,DIV auto scroll,,1241162570.0,,,,
444,"['javascript', 'jquery', 'scroll', 'scrollto']","{'user_type': 'does_not_exist', 'display_name': 'Matt Doak'}",True,270524,833414.0,6,100,1401156201,1241669637,832860,CC BY-SA 2.5,https://stackoverflow.com/questions/832860/how-to-scroll-the-window-using-jquery-scrollto-function,How to scroll the window using JQuery $.scrollTo() function,,,,,,
445,"['javascript', 'json', 'browser']","{'account_id': 3141, 'reputation': 111849, 'user_id': 4465, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7f4fd2cb2fec52981ae18c25257a1634?s=256&d=identicon&r=PG', 'display_name': 'levik', 'link': 'https://stackoverflow.com/users/4465/levik'}",True,69569,891306.0,5,95,1401153660,1242876838,891299,CC BY-SA 2.5,https://stackoverflow.com/questions/891299/browser-native-json-support-window-json,Browser-native JSON support (window.JSON),,,,,,
446,"['javascript', 'jquery', 'ajax']","{'account_id': 570, 'reputation': 47264, 'user_id': 736, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/c314e8a5296aeb512e30f0a11e357f7b?s=256&d=identicon&r=PG', 'display_name': 'swilliams', 'link': 'https://stackoverflow.com/users/736/swilliams'}",True,34073,850237.0,6,11,1400468039,1242076385,850113,CC BY-SA 2.5,https://stackoverflow.com/questions/850113/jquery-ajax-and-handling-different-datatypes,jQuery AJAX and handling different dataTypes,,1242081404.0,,,,
447,"['javascript', 'http', 'dom']","{'account_id': 4446, 'reputation': 23788, 'user_id': 6691, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/0142ead66ec099aa7fc55452c9c2fec0?s=256&d=identicon&r=PG', 'display_name': 'EoghanM', 'link': 'https://stackoverflow.com/users/6691/eoghanm'}",True,15957,1011511.0,4,17,1399905865,1241730515,837064,CC BY-SA 2.5,https://stackoverflow.com/questions/837064/how-to-detect-http-status-from-javascript,How to detect HTTP status from JavaScript,,1241736061.0,,,,
448,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'user317071'}",True,3183,872547.0,2,1,1399894954,1242484150,872531,CC BY-SA 2.5,https://stackoverflow.com/questions/872531/window-onbeforeunload-message-localization,window.onbeforeunload message localization,,,,,,
449,"['php', 'javascript', 'jquery', 'html']","{'account_id': 33421, 'reputation': 5679, 'user_id': 93558, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/57e19e92a761fe6dc5cd055afbc1d941?s=256&d=identicon&r=PG', 'display_name': 'segfault', 'link': 'https://stackoverflow.com/users/93558/segfault'}",True,326,924623.0,2,0,1399769176,1243480047,919013,CC BY-SA 2.5,https://stackoverflow.com/questions/919013/php-generated-textbox-operation-with-javascript,PHP generated textbox operation with Javascript,,,,,,
450,"['javascript', 'cookies', 'privacy']","{'user_type': 'does_not_exist', 'display_name': 'ShAzzal'}",True,1899,,1,2,1396981994,1242235902,859306,CC BY-SA 3.0,https://stackoverflow.com/questions/859306/creating-cookie-onunload-even-after-deleting-browser-cache,Creating cookie onunload (even after deleting browser cache),,1396981994.0,,,,
451,"['c#', 'javascript', 'ajax']","{'account_id': 34599, 'reputation': 6043, 'user_id': 97855, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/yqRgA.jpg?s=256&g=1', 'display_name': 'MrGreggles', 'link': 'https://stackoverflow.com/users/97855/mrgreggles'}",True,4199,888449.0,2,0,1396615530,1242830229,888326,CC BY-SA 2.5,https://stackoverflow.com/questions/888326/how-to-execute-a-javascript-function-from-a-c-webbrowser,How to execute a Javascript function from a C# WebBrowser?,,,,,,
452,"['javascript', 'jquery']","{'account_id': 38562, 'reputation': 241, 'user_id': 110769, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/78c1378c1c95890dfd3702f1645598c9?s=256&d=identicon&r=PG', 'display_name': 'novon', 'link': 'https://stackoverflow.com/users/110769/novon'}",True,17825,,5,16,1396284925,1242950923,895888,CC BY-SA 2.5,https://stackoverflow.com/questions/895888/truncate-text-with-jquery-based-on-pixel-width,Truncate text with jQuery based on pixel width,,,,,,
453,"['javascript', 'http', 'gzip', 'content-encoding']","{'account_id': 3657, 'reputation': 30255, 'user_id': 5295, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d7535398322ea87021a045d03b16b03f?s=256&d=identicon&r=PG', 'display_name': 'avernet', 'link': 'https://stackoverflow.com/users/5295/avernet'}",True,932,876666.0,2,2,1395821813,1242632546,876619,CC BY-SA 3.0,https://stackoverflow.com/questions/876619/when-serving-javascript-files-is-it-safe-to-gzip-it-by-default,"When serving JavaScript files, is it safe to gzip it by default",,1395821813.0,,,1242632556.0,
454,"['javascript', 'jquery', 'modal-dialog']","{'account_id': 28634, 'reputation': 6372, 'user_id': 76682, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/QLTgG.jpg?s=256&g=1', 'display_name': 'OneNerd', 'link': 'https://stackoverflow.com/users/76682/onenerd'}",True,85279,,12,33,1394623548,1242665902,878710,CC BY-SA 2.5,https://stackoverflow.com/questions/878710/is-a-modal-confirm-box-using-jquery-possible,Is a Modal Confirm Box Using JQuery Possible?,,,,,,
455,"['asp.net', 'javascript']","{'account_id': 31797, 'reputation': 5985, 'user_id': 87627, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/61d088784f83a1b9d4ba6bebe56832aa?s=256&d=identicon&r=PG', 'display_name': 'Jim Evans', 'link': 'https://stackoverflow.com/users/87627/jim-evans'}",True,18322,895000.0,2,1,1394435051,1242937389,894954,CC BY-SA 3.0,https://stackoverflow.com/questions/894954/window-showmodaldialog-dialogwidth-property-not-working-in-ie,window.showModalDialog dialogWidth property not working in IE,,1346783334.0,,,,
456,"['javascript', 'ajax', 'prototypejs']","{'account_id': 5955, 'reputation': 568, 'user_id': 9826, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7e19b72f18056fe124533c5e4e456ca0?s=256&d=identicon&r=PG', 'display_name': 'RobH', 'link': 'https://stackoverflow.com/users/9826/robh'}",True,3165,893771.0,2,3,1394226844,1242921580,893678,CC BY-SA 3.0,https://stackoverflow.com/questions/893678/prototype-and-ajax-request-scope,Prototype and Ajax.Request scope,,1325109030.0,,,,
457,"['javascript', 'google-maps']","{'account_id': 13681, 'reputation': 11874, 'user_id': 27620, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/39ff3bdd7fb9168d1b6ecbc3f0eb9612?s=256&d=identicon&r=PG', 'display_name': 'Levi', 'link': 'https://stackoverflow.com/users/27620/levi'}",True,46065,935553.0,2,10,1394048696,1243725083,930837,CC BY-SA 4.0,https://stackoverflow.com/questions/930837/customizing-a-google-map-that-is-embedded-with-an-iframe,Customizing a google map that is embedded with an iframe,,1592644375.0,,,,
458,"['javascript', 'dojo', 'offline']","{'account_id': 27292, 'reputation': 4105, 'user_id': 1465181, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/36b9844aa17f73b13de141fa2cd501ae?s=256&d=identicon&r=PG', 'display_name': 'Gonzalo', 'link': 'https://stackoverflow.com/users/1465181/gonzalo'}",True,1772,1033791.0,4,0,1393611736,1242089354,850686,CC BY-SA 2.5,https://stackoverflow.com/questions/850686/is-dojo-offline-working-are-there-any-alternatives,Is Dojo offline working? Are there any alternatives?,,,,,,
459,"['javascript', 'html', 'dhtml', 'iframe']","{'account_id': 6167, 'reputation': 7433, 'user_id': 10272, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2cdc5c3059c40c76d5ca7bec8d149f9e?s=256&d=identicon&r=PG', 'display_name': 'Ran', 'link': 'https://stackoverflow.com/users/10272/ran'}",True,3711,833973.0,2,4,1393404936,1241121422,808744,CC BY-SA 2.5,https://stackoverflow.com/questions/808744/how-to-find-selection-in-html-document-that-contains-iframe-or-just-frames,How to find selection in HTML document that contains iframe or just frames,,1241124577.0,,,,
460,"['javascript', 'internet-explorer', 'dom', 'iframe']","{'account_id': 37903, 'reputation': 9606, 'user_id': 108518, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/31e7896f9f4ed034b4493772487ff5cb?s=256&d=identicon&r=PG', 'display_name': 'lambacck', 'link': 'https://stackoverflow.com/users/108518/lambacck'}",True,4549,875657.0,2,5,1393103712,1242599327,875650,CC BY-SA 3.0,https://stackoverflow.com/questions/875650/why-does-internet-explorer-open-form-submission-in-a-new-window-and-not-in-a-dyn,Why does Internet Explorer open form submission in a new window and not in a dynamically inserted iframe?,,1393103712.0,,,,
461,"['javascript', 'forms', 'submit']","{'account_id': 17899, 'reputation': 209872, 'user_id': 40521, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/8faa5e8a474933dd207c86fb886a7f28?s=256&d=identicon&r=PG', 'display_name': 'Shyju', 'link': 'https://stackoverflow.com/users/40521/shyju'}",True,12772,911090.0,4,1,1392938781,1243348960,911071,CC BY-SA 2.5,https://stackoverflow.com/questions/911071/javascriptblock-form-submit-on-enter-key-press,Javascript:Block form submit on Enter Key press,,,,,,
462,"['javascript', 'closures']","{'account_id': 38817, 'reputation': 3180, 'user_id': 111647, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/eb0371293e17abc0d569f566ce807f8b?s=256&d=identicon&r=PG', 'display_name': '0scar', 'link': 'https://stackoverflow.com/users/111647/0scar'}",True,2248,903955.0,3,5,1392805830,1243176016,903904,CC BY-SA 3.0,https://stackoverflow.com/questions/903904/how-is-data-passed-to-anonymous-functions-in-javascript,How is data passed to anonymous functions in JavaScript?,,1392805830.0,,,,
463,"['javascript', 'jquery']","{'account_id': 35645, 'reputation': 1460, 'user_id': 101022, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/cce9ca49eadc4f0038c29e1b02d72b95?s=256&d=identicon&r=PG', 'display_name': 'timborden', 'link': 'https://stackoverflow.com/users/101022/timborden'}",True,65830,921632.0,5,30,1392749096,1243519819,921037,CC BY-SA 2.5,https://stackoverflow.com/questions/921037/jquery-table-to-csv-export,jQuery Table to CSV export,1320813780.0,1243520215.0,,,,
464,"['javascript', 'jquery', 'html', 'selection']","{'account_id': 6167, 'reputation': 7433, 'user_id': 10272, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2cdc5c3059c40c76d5ca7bec8d149f9e?s=256&d=identicon&r=PG', 'display_name': 'Ran', 'link': 'https://stackoverflow.com/users/10272/ran'}",True,3991,908986.0,1,2,1392643349,1241529714,824833,CC BY-SA 3.0,https://stackoverflow.com/questions/824833/how-to-preserve-text-selection-when-opening-a-jquery-dialog,How to preserve text selection when opening a jQuery dialog,,1392643349.0,,,,
465,"['javascript', 'class']","{'user_type': 'does_not_exist', 'display_name': 'Not Sure'}",True,19336,,6,7,1392273002,1243624327,927651,,https://stackoverflow.com/questions/927651/how-do-you-write-a-class-in-javascript,How do you write a class in Javascript?,,1495541857.0,1243625410.0,exact duplicate,,
466,"['javascript', 'google-chrome', 'script-debugging']","{'account_id': 17068, 'reputation': 970, 'user_id': 37834, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8d9d863d04f5bae9e73ff1d2c4a92c82?s=256&d=identicon&r=PG', 'display_name': 'Clayton Hughes', 'link': 'https://stackoverflow.com/users/37834/clayton-hughes'}",True,48337,21734890.0,4,44,1392225353,1242947879,895751,CC BY-SA 3.0,https://stackoverflow.com/questions/895751/google-chrome-javascript-debugger-and-content-scripts,Google Chrome Javascript Debugger and Content Scripts,,1495535482.0,,,,
467,"['javascript', 'jquery', 'search', 'autocomplete']","{'account_id': 23712, 'reputation': 55, 'user_id': 59625, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/edcacb37cfff7d092da6dce617268120?s=256&d=identicon&r=PG', 'display_name': 'cornbread', 'link': 'https://stackoverflow.com/users/59625/cornbread'}",True,3588,840850.0,1,1,1392048677,1241800159,840688,CC BY-SA 3.0,https://stackoverflow.com/questions/840688/jquery-quicksearch-highlight-results-with-onafter-function-call,jQuery quicksearch highlight results with onAfter function call?,,1495535572.0,,,,
468,"['javascript', 'google-maps', 'google-maps-markers']","{'account_id': 25190, 'reputation': 8848, 'user_id': 64586, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/23560cd8468e3a9d0bd82c7d9ccbf0bf?s=256&d=identicon&r=PG', 'display_name': 'gargantuan', 'link': 'https://stackoverflow.com/users/64586/gargantuan'}",True,2720,859247.0,4,5,1391146444,1242233537,859099,CC BY-SA 3.0,https://stackoverflow.com/questions/859099/is-there-a-way-to-identify-which-google-map-marker-has-been-clicked,Is there a way to identify which Google Map Marker has been clicked?,,1391146444.0,,,,
469,"['javascript', 'popup']","{'account_id': 22065, 'reputation': 1433, 'user_id': 54128, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/7c82d8053f408348be272b8d09ba8215?s=256&d=identicon&r=PG', 'display_name': 'naveen', 'link': 'https://stackoverflow.com/users/54128/naveen'}",True,422,877807.0,1,1,1390576553,1242653948,877788,CC BY-SA 3.0,https://stackoverflow.com/questions/877788/from-pop-window-active-the-parent-window,From pop window active the parent window,,1390576553.0,,,,
470,"['javascript', 'security', 'browser']","{'user_type': 'does_not_exist', 'display_name': 'Abe Lincoln'}",True,11399,,19,10,1389956862,1243261304,906900,,https://stackoverflow.com/questions/906900/why-is-javascript-considered-bad-by-some,Why is JavaScript considered bad by some?,,1243261522.0,1405931215.0,Opinion-based,,
471,"['javascript', 'widget']","{'account_id': 25046, 'reputation': 24061, 'user_id': 64106, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/833262925bd43cb65509d59372d46dbc?s=256&d=identicon&r=PG', 'display_name': 'Nir', 'link': 'https://stackoverflow.com/users/64106/nir'}",True,11997,899849.0,1,28,1389827121,1243023641,899812,,https://stackoverflow.com/questions/899812/best-practices-for-writing-javascript-widgets,Best practices for writing javascript widgets,,,1389827109.0,Needs more focus,,
472,"['javascript', 'css', 'html', 'input']","{'account_id': 106222, 'reputation': 95803, 'user_id': 283055, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b974640a01aa5cbed74cbd0700de5852?s=256&d=identicon&r=PG', 'display_name': 'Tower', 'link': 'https://stackoverflow.com/users/283055/tower'}",True,12752,882278.0,6,11,1388630554,1242733681,882256,CC BY-SA 2.5,https://stackoverflow.com/questions/882256/how-to-make-a-div-with-a-blinking-cursor-and-editable-text-without-using-input,How to make a div with a blinking cursor and editable text without using &lt;input&gt;?,,1242733962.0,,,,
473,"['javascript', 'windows-mobile', 'ie-mobile']","{'user_type': 'does_not_exist', 'display_name': 'tonyB'}",True,5652,926755.0,3,2,1388238004,1243008740,898681,CC BY-SA 2.5,https://stackoverflow.com/questions/898681/how-to-add-options-to-select-in-ie-windows-mobile-5,"How to Add options to &lt;SELECT&gt;, in IE Windows Mobile 5",,1265668489.0,,,,
474,"['javascript', 'google-maps']","{'account_id': 32385, 'reputation': 30519, 'user_id': 89818, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d4b48aee166c6f394af945b34cc90b7d?s=256&d=identicon&r=PG', 'display_name': 'caw', 'link': 'https://stackoverflow.com/users/89818/caw'}",True,7926,909233.0,1,0,1387904487,1243283984,907989,CC BY-SA 3.0,https://stackoverflow.com/questions/907989/google-maps-why-does-markerclusterer-not-work,Google Maps: Why does MarkerClusterer not work?,,1387904487.0,,,,
475,"['javascript', 'functional-programming', 'return-value', 'methodology']","{'account_id': 27762, 'reputation': 25607, 'user_id': 73603, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/f4472bd30778ec5353c39d74cbc741c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'viam0Zah', 'link': 'https://stackoverflow.com/users/73603/viam0zah'}",True,6442,903126.0,6,13,1387208894,1243141460,903120,CC BY-SA 2.5,https://stackoverflow.com/questions/903120/should-i-always-give-a-return-value-to-my-function,Should I always give a return value to my function?,,1243150583.0,,,,
476,"['javascript', 'inheritance']","{'account_id': 37827, 'reputation': 21, 'user_id': 108274, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7991ca9f888cc1efb97aaa19c6031912?s=256&d=identicon&r=PG', 'display_name': 'user108274', 'link': 'https://stackoverflow.com/users/108274/user108274'}",True,381,,3,2,1386776851,1242515785,873509,CC BY-SA 2.5,https://stackoverflow.com/questions/873509/in-javascript-how-do-i-retrieve-implementing-subclass-name,In javascript how do I retrieve implementing subclass name,,1252574507.0,,,,
477,"['javascript', 'jquery', 'optimization']","{'account_id': 35075, 'reputation': 1807, 'user_id': 99250, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/abd09b0973dda7fc01e2fa6d5e9dccb3?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/99250/mike'}",True,221,810773.0,2,1,1386344792,1241169777,810766,CC BY-SA 3.0,https://stackoverflow.com/questions/810766/please-help-to-optimize-simple-jquery-functions,Please help to optimize simple JQuery functions,,1386344792.0,,,,
478,"['javascript', 'arrays', 'merge']","{'account_id': 2160, 'reputation': 33209, 'user_id': 2975, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/99697456067f614849528136ec3639aa?s=256&d=identicon&r=PG', 'display_name': 'Glenn Slaven', 'link': 'https://stackoverflow.com/users/2975/glenn-slaven'}",True,18406,896053.0,5,20,1386200822,1242955931,896043,CC BY-SA 2.5,https://stackoverflow.com/questions/896043/how-can-i-merge-2-javascript-objects-populating-the-properties-in-one-if-they-d,"How can I merge 2 javascript objects, populating the properties in one if they don&#39;t exist in the other?",,,,,,
479,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'remish'}",True,8216,,6,3,1385801026,1241768993,838677,CC BY-SA 2.5,https://stackoverflow.com/questions/838677/how-do-i-make-sure-that-at-least-one-checkbox-is-checked,How do I make sure that at least one checkbox is checked?,,1241769246.0,,,,
480,"['javascript', 'internet-explorer', 'browser']","{'account_id': 35626, 'reputation': 15624, 'user_id': 100964, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/0d7e729a95e5a060bd8919abf13d0baf?s=256&d=identicon&r=PG', 'display_name': 'Tom Hubbard', 'link': 'https://stackoverflow.com/users/100964/tom-hubbard'}",True,10926,917159.0,4,8,1385473571,1243447046,917148,CC BY-SA 2.5,https://stackoverflow.com/questions/917148/javascript-way-to-list-available-plugins-for-ie,Javascript way to list available plugins for IE,,,,,,
481,"['javascript', 'html', 'ajax']","{'account_id': 1295429, 'reputation': 3933, 'user_id': 1246613, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/6501ef9311cdfdd17894f251a848d5ee?s=256&d=identicon&r=PG', 'display_name': 'Joshxtothe4', 'link': 'https://stackoverflow.com/users/1246613/joshxtothe4'}",True,2194,886402.0,6,0,1385310373,1242305611,863161,CC BY-SA 2.5,https://stackoverflow.com/questions/863161/problems-using-window-opener,Problems using window.opener,,,,,,
482,"['javascript', 'jquery', 'jquery-plugins']","{'account_id': 335, 'reputation': 116595, 'user_id': 419, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/dySwp.jpg?s=256&g=1', 'display_name': 'Kev', 'link': 'https://stackoverflow.com/users/419/kev'}",True,229,834824.0,4,1,1385280128,1241702130,834588,CC BY-SA 3.0,https://stackoverflow.com/questions/834588/why-is-jquery-deleting-my-img-element,Why is jQuery deleting my &lt;img&gt; element?,,1385280128.0,,,,
483,"['javascript', 'jquery', 'html', 'css']","{'account_id': 38104, 'reputation': 147, 'user_id': 109162, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/5172c26196f22b5fc3eacee1cc5f6715?s=256&d=identicon&r=PG', 'display_name': 'user109162', 'link': 'https://stackoverflow.com/users/109162/user109162'}",True,1042,891536.0,3,0,1384836511,1242883314,891488,CC BY-SA 2.5,https://stackoverflow.com/questions/891488/how-can-i-get-a-jquery-css-container-to-pop-up-letting-the-user-know-data-was-su,How can I get a jquery css container to pop up letting the user know data was successfully entered?,,1242884850.0,,,,
484,"['javascript', 'html', 'internet-explorer', 'xhtml', 'internet-explorer-8']","{'account_id': 23196, 'reputation': 1240, 'user_id': 57937, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/47f64f0fffd4b46e778850bf58a2d08e?s=256&d=identicon&r=PG', 'display_name': 'Manohar', 'link': 'https://stackoverflow.com/users/57937/manohar'}",True,77866,,9,27,1382967394,1242805900,886668,CC BY-SA 2.5,https://stackoverflow.com/questions/886668/window-onload-is-not-firing-with-ie-8-in-first-shot,window.onload() is not firing with IE 8 in first shot,,1242891200.0,,,,
485,"['javascript', 'html', 'xss', 'filtering', 'sanitization']","{'user_type': 'does_not_exist', 'display_name': 'Stephen Lacy'}",True,3536,858794.0,6,8,1382868236,1242230064,858773,CC BY-SA 2.5,https://stackoverflow.com/questions/858773/filtering-javascript-out-of-html,Filtering JavaScript out of HTML,,1242232711.0,,,,
486,"['javascript', 'jquery', 'dom', 'jquery-selectors', 'css-selectors']","{'account_id': 27858, 'reputation': 6620, 'user_id': 73930, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/5c5ba5a8a11f5d9a3a861ccc13b51354?s=256&d=identicon&r=PG', 'display_name': 'Eileen', 'link': 'https://stackoverflow.com/users/73930/eileen'}",True,16067,863428.0,9,30,1382849895,1242307753,863356,CC BY-SA 2.5,https://stackoverflow.com/questions/863356/jquery-how-to-select-from-here-until-the-next-h2,jQuery: How to select &quot;from here until the next H2&quot;?,,1260389167.0,,,,
487,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'James'}",True,6278,,3,0,1382563853,1242416760,870505,CC BY-SA 2.5,https://stackoverflow.com/questions/870505/load-csv-file-into-a-javascript-file,load csv file into a javascript file,,,,,,
