,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,community_owned_date,locked_date
768,"['javascript', 'jquery', 'html']","{'account_id': 138513, 'reputation': 2533, 'user_id': 343495, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/823c21aefa18ab5a917aea66cc3c0519?s=256&d=identicon&r=PG', 'display_name': 'Drew', 'link': 'https://stackoverflow.com/users/343495/drew'}",True,116,,3,0,1559762310,1342959832,1559762310.0,11600275,CC BY-SA 4.0,https://stackoverflow.com/questions/11600275/assign-window-height-to-document-height,Assign Window Height to Document Height,,,,,,
769,"['javascript', 'html', 'audio']","{'account_id': 198627, 'reputation': 578, 'user_id': 443395, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh5.googleusercontent.com/-RbwCpE06a8I/AAAAAAAAAAI/AAAAAAAAJVI/f3XBxGzzTyo/photo.jpg?sz=256', 'display_name': 'Rodrigo Waltenberg', 'link': 'https://stackoverflow.com/users/443395/rodrigo-waltenberg'}",True,8527,11524749.0,2,2,1559111675,1342534652,1495540582.0,11524452,,https://stackoverflow.com/questions/11524452/play-a-sound-with-javascript-in-background,Play a sound with javascript in background,1342666473.0,exact duplicate,,,,
770,"['javascript', 'photoshop']","{'account_id': 1280328, 'reputation': 268, 'user_id': 1234562, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/c7a2110b622e06597285cabae3b92958?s=256&d=identicon&r=PG', 'display_name': 'Solomon Sam', 'link': 'https://stackoverflow.com/users/1234562/solomon-sam'}",True,4651,11281424.0,1,5,1558795789,1341131195,1341131762.0,11280552,CC BY-SA 3.0,https://stackoverflow.com/questions/11280552/how-to-create-input-fields-for-values-in-photoshop-scripting,how to create input fields for values in Photoshop scripting,,,,,,
771,"['javascript', 'node.js', 'database-design', 'couchdb', 'couchdb-nano']","{'account_id': 1570044, 'reputation': 1085, 'user_id': 1457934, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/643923d5f19a1588d49597d12a404a7d?s=256&d=identicon&r=PG', 'display_name': 'film42', 'link': 'https://stackoverflow.com/users/1457934/film42'}",True,1564,11706648.0,2,2,1558609980,1343534412,1558609980.0,11706524,CC BY-SA 4.0,https://stackoverflow.com/questions/11706524/couchdb-getting-all-posts-from-user-in-node-js,CouchDB getting all posts from user in Node.js,,,,,,
772,"['javascript', 'node.js', 'couchdb', 'couchdb-nano']","{'account_id': 97064, 'reputation': 3907, 'user_id': 263485, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8a215bd208f603197c8777579b5a4940?s=256&d=identicon&r=PG', 'display_name': 'DSblizzard', 'link': 'https://stackoverflow.com/users/263485/dsblizzard'}",True,6111,11655331.0,4,5,1558608620,1343200030,1558608620.0,11644382,,https://stackoverflow.com/questions/11644382/starting-with-node-js-and-couchdb-without-libraries-like-nano-or-cradle,Starting with Node.js and CouchDB without libraries like nano or cradle,1343307231.0,exact duplicate,,,,
773,"['javascript', 'html', 'google-chrome', 'html5-audio', 'web-audio-api']","{'account_id': 303330, 'reputation': 14280, 'user_id': 612202, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/a8f7407e48e3411ddacaee8dfb60dad6?s=256&d=identicon&r=PG', 'display_name': 'dan-lee', 'link': 'https://stackoverflow.com/users/612202/dan-lee'}",True,25931,11506749.0,9,16,1558604585,1342447977,1342448368.0,11506180,CC BY-SA 3.0,https://stackoverflow.com/questions/11506180/web-audio-api-resume-from-pause,Web Audio API resume from pause,,,,,,
774,"['javascript', 'jquery', 'animation', 'click', 'bind']","{'account_id': 1531050, 'reputation': 7175, 'user_id': 1428241, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/NrMcA.png?s=256&g=1', 'display_name': 'Barlas Apaydin', 'link': 'https://stackoverflow.com/users/1428241/barlas-apaydin'}",True,7518,11283493.0,2,3,1558589100,1341157204,1495541251.0,11283341,CC BY-SA 3.0,https://stackoverflow.com/questions/11283341/jquery-disable-click-until-animation-is-fully-complete,jquery disable click until animation is fully complete,,,,,,
775,"['javascript', 'jquery-ui']","{'account_id': 446609, 'reputation': 639, 'user_id': 839748, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/290b68b306e61811887dbc930ad949bb?s=256&d=identicon&r=PG', 'display_name': 'SCS', 'link': 'https://stackoverflow.com/users/839748/scs'}",True,20487,12572788.0,7,19,1558322186,1343675695,1343676163.0,11728079,CC BY-SA 3.0,https://stackoverflow.com/questions/11728079/jquery-ui-slider-cannot-call-method-addclass-of-undefined,jQuery UI slider - Cannot call method &#39;addClass&#39; of undefined,,,,,,
776,"['javascript', 'unit-testing', 'node.js', 'testing']","{'account_id': 379908, 'reputation': 23618, 'user_id': 733596, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f5dcb5f94bda9396909b08cafbd82edb?s=256&d=identicon&r=PG', 'display_name': 'WHITECOLOR', 'link': 'https://stackoverflow.com/users/733596/whitecolor'}",True,5054,11672216.0,4,14,1558062078,1341683939,,11377392,CC BY-SA 3.0,https://stackoverflow.com/questions/11377392/js-unit-testing-run-tests-on-file-changes-like-nodemon,JS unit testing: run tests on file changes (like nodemon),,,,,,
777,['javascript'],"{'account_id': 1222818, 'reputation': 363, 'user_id': 1189101, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/51da8f5a39af3698d3a4775c7805b279?s=256&d=identicon&r=PG', 'display_name': 'Sanjay Singh', 'link': 'https://stackoverflow.com/users/1189101/sanjay-singh'}",True,1637,,1,3,1557164543,1341554259,1557164543.0,11356621,CC BY-SA 4.0,https://stackoverflow.com/questions/11356621/onclick-event-is-not-working-in-safari-but-its-working-fine-in-ie-ff-chrome-oper,onClick event is not working in Safari but its working fine in IE/FF/Chrome/Opera browser,,,,,,
778,"['javascript', 'asp.net-mvc-3', 'file-upload']","{'account_id': 1563505, 'reputation': 954, 'user_id': 1452811, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/7Yz9K.jpg?s=256&g=1', 'display_name': 'CodeManiac', 'link': 'https://stackoverflow.com/users/1452811/codemaniac'}",True,3569,11576044.0,2,4,1557079450,1342772730,,11575587,CC BY-SA 3.0,https://stackoverflow.com/questions/11575587/pass-dynamic-value-to-additional-parameters-in-valums-upload,pass dynamic value to additional parameters in valums upload,,,,,,
779,"['javascript', 'browser', 'keyboard', 'dom-events']","{'account_id': 76896, 'reputation': 2484, 'user_id': 219837, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/0b433a7d852665decaee2621ffdcdad8?s=256&d=identicon&r=PG', 'display_name': 'dacongy', 'link': 'https://stackoverflow.com/users/219837/dacongy'}",True,128,11614620.0,1,2,1556980712,1342064476,1556980712.0,11444717,CC BY-SA 4.0,https://stackoverflow.com/questions/11444717/extend-browsers-to-handle-apple-keyboard-events,Extend browsers to handle Apple keyboard events,,,,,,
780,"['javascript', 'internet-explorer', 'browser', 'dojo', 'dom-events']","{'account_id': 460256, 'reputation': 2239, 'user_id': 861231, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/651a934faa417982a7757ce6776aca17?s=256&d=identicon&r=PG', 'display_name': 'Gon&#231;alo Vieira', 'link': 'https://stackoverflow.com/users/861231/gon%c3%a7alo-vieira'}",True,314,11647103.0,1,2,1556980668,1343139928,1556980668.0,11632993,CC BY-SA 4.0,https://stackoverflow.com/questions/11632993/dojo-onkeyup-disabled-after-pressing-tab-on-ie8,dojo onkeyup disabled after pressing tab on IE8,,,,,,
781,"['javascript', 'console', 'strict-mode']","{'account_id': 257776, 'reputation': 25251, 'user_id': 539490, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/3RiAU.png?s=256&g=1', 'display_name': 'AJP', 'link': 'https://stackoverflow.com/users/539490/ajp'}",True,6425,11677739.0,5,25,1556799777,1343334263,1556799745.0,11677452,CC BY-SA 4.0,https://stackoverflow.com/questions/11677452/possible-to-enable-strict-mode-in-firebug-and-chromes-console,Possible to enable &quot;strict mode&quot; in FireBug and Chrome&#39;s console?,,,,,,
782,['javascript'],"{'account_id': 1408334, 'reputation': 91, 'user_id': 1335453, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/304fbf77d4eb36b62ee05c0eb5fdac9b?s=256&d=identicon&r=PG', 'display_name': 'A7bert', 'link': 'https://stackoverflow.com/users/1335453/a7bert'}",True,5780,11287038.0,3,2,1556594970,1341193315,1341193477.0,11287019,CC BY-SA 3.0,https://stackoverflow.com/questions/11287019/how-to-use-javascript-to-populate-multidimensional-array,How to use javascript to populate multidimensional array?,,,,,,
783,"['javascript', 'codemirror']","{'account_id': 74330, 'reputation': 10584, 'user_id': 213633, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/WwfhQ.jpg?s=256&g=1', 'display_name': 'Ben Fransen', 'link': 'https://stackoverflow.com/users/213633/ben-fransen'}",True,25818,11581894.0,6,33,1556434685,1342795067,,11581516,CC BY-SA 3.0,https://stackoverflow.com/questions/11581516/get-codemirror-instance,Get CodeMirror instance,,,,,,
784,"['javascript', 'knockout.js']","{'account_id': 1455954, 'reputation': 135, 'user_id': 1371513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79a7d93e44614704ff79855be32c5047?s=256&d=identicon&r=PG', 'display_name': 'user1371513', 'link': 'https://stackoverflow.com/users/1371513/user1371513'}",True,436,11595046.0,1,3,1555940465,1342896847,1555940465.0,11595006,CC BY-SA 4.0,https://stackoverflow.com/questions/11595006/knockout-js-variable-override,knockout js variable override,,,,,,
785,"['javascript', 'jquery', 'jquery-selectors']","{'account_id': 1171635, 'reputation': 852, 'user_id': 1148701, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/c7c05c5e0f2791053e76743671700ebb?s=256&d=identicon&r=PG', 'display_name': 'Pollux Khafra', 'link': 'https://stackoverflow.com/users/1148701/pollux-khafra'}",True,785,11617275.0,1,0,1555929793,1343063201,1555929793.0,11617140,CC BY-SA 4.0,https://stackoverflow.com/questions/11617140/wrap-is-adding-the-selector-multiple-times-when-used-with-resize-function,.wrap() is adding the selector multiple times when used with resize function,,,,,,
786,"['php', 'javascript', 'excel']","{'account_id': 1203037, 'reputation': 1419, 'user_id': 1173313, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/41e6976c0d6023ae2566929409fcaafd?s=256&d=identicon&r=PG', 'display_name': 'Hardik', 'link': 'https://stackoverflow.com/users/1173313/hardik'}",True,2687,,2,0,1555919679,1343314914,1343315579.0,11672251,CC BY-SA 3.0,https://stackoverflow.com/questions/11672251/html-tag-removing-when-export-to-excel,HTML tag removing when export to excel,,,,,,
787,"['javascript', 'jquery', 'css']","{'account_id': 1183530, 'reputation': 2482, 'user_id': 1508933, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/083c8a0cf73a5c89204caa4b52d6db8d?s=256&d=identicon&r=PG', 'display_name': 'AKG', 'link': 'https://stackoverflow.com/users/1508933/akg'}",False,106,,1,1,1555872630,1343144708,1555872630.0,11634545,CC BY-SA 4.0,https://stackoverflow.com/questions/11634545/other-elements-wrap-around-center-positioned-div,Other elements wrap around center positioned div,,,,,,
788,"['javascript', 'jquery', 'html', 'insert']","{'account_id': 1446707, 'reputation': 567, 'user_id': 1364915, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/JGLvd.jpg?s=256&g=1', 'display_name': 'Web Owl', 'link': 'https://stackoverflow.com/users/1364915/web-owl'}",True,3044,11463446.0,1,1,1555791098,1342146700,1555791098.0,11463363,CC BY-SA 4.0,https://stackoverflow.com/questions/11463363/how-to-clone-div-wrap-on-button-click,How to clone div wrap on button click?,,,,,,
789,"['javascript', 'jquery', 'select', 'drag-and-drop']","{'account_id': 1126133, 'reputation': 1087, 'user_id': 1113389, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/0e6a4c85eec75fa6459c49f18380831e?s=256&d=identicon&r=PG', 'display_name': 'Tomarz', 'link': 'https://stackoverflow.com/users/1113389/tomarz'}",False,380,,1,3,1555702921,1342538754,1555702921.0,11525761,CC BY-SA 4.0,https://stackoverflow.com/questions/11525761/drag-drop-selection-plugin,Drag drop selection plugin,,,,,,
790,"['javascript', 'jquery', 'list', 'children', 'wrapall']","{'account_id': 1135371, 'reputation': 110, 'user_id': 1120520, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/15ee400d444965ac041ef34f75586d4a?s=256&d=identicon&r=PG', 'display_name': 'Zack Brady', 'link': 'https://stackoverflow.com/users/1120520/zack-brady'}",True,4164,11406143.0,2,5,1555690527,1341890108,1555690527.0,11406109,CC BY-SA 4.0,https://stackoverflow.com/questions/11406109/wrapping-range-of-children-elements-in-a-div,Wrapping range of children elements in a div,,,,,,
791,"['javascript', 'events', 'object', 'detect', 'watch']","{'account_id': 249976, 'reputation': 5521, 'user_id': 526390, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/b06327acf5ae1a2ce3f08254ed7f33d7?s=256&d=identicon&r=PG', 'display_name': 'Unitech', 'link': 'https://stackoverflow.com/users/526390/unitech'}",True,28458,11578692.0,3,24,1555429915,1342783576,,11578377,CC BY-SA 3.0,https://stackoverflow.com/questions/11578377/detecting-change-in-a-javascript-object,Detecting change in a Javascript Object,,,,,,
792,"['javascript', 'audio', 'jquery-plugins']","{'account_id': 1229606, 'reputation': 429, 'user_id': 1194466, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/2d812c1e085f231004b41a8909614375?s=256&d=identicon&r=PG', 'display_name': 'Edward Maya', 'link': 'https://stackoverflow.com/users/1194466/edward-maya'}",True,888,,2,0,1555140627,1341835915,1555140627.0,11394773,,https://stackoverflow.com/questions/11394773/jquery-audio-player-that-supports-almost-all-formats,jQuery: Audio Player that supports almost all formats,1554869131.0,Not suitable for this site,,,,
793,"['javascript', 'jquery', 'events', 'keydown']","{'account_id': 2388, 'reputation': 29939, 'user_id': 3314, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/57f635ea728cfbdb6111d468f7392295?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel Magliola', 'link': 'https://stackoverflow.com/users/3314/daniel-magliola'}",True,8098,,3,4,1555003322,1342814199,1409449510.0,11586159,CC BY-SA 3.0,https://stackoverflow.com/questions/11586159/is-it-possible-to-get-the-event-object-for-the-current-or-last-event-withou,"Is it possible to get the event object for the &quot;current&quot; or &quot;last&quot; event, without receiving it as argument in the handler?",,,,,,
794,"['javascript', 'jquery', 'html', 'radio-button']","{'account_id': 1273618, 'reputation': 155, 'user_id': 1229335, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/515599ab5db2da90ff7d3b0b119ecb68?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marleyzs', 'link': 'https://stackoverflow.com/users/1229335/marleyzs'}",True,11401,11563687.0,5,2,1554994028,1342708341,1452674290.0,11563080,CC BY-SA 3.0,https://stackoverflow.com/questions/11563080/unselect-radio-button-on-click,Unselect radio button on click,,,,,,
795,"['javascript', 'jquery', 'traversal']","{'account_id': 285649, 'reputation': 17269, 'user_id': 584440, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/b5c3b0c74c564105de0415899c0d5999?s=256&d=identicon&r=PG', 'display_name': 'rubyprince', 'link': 'https://stackoverflow.com/users/584440/rubyprince'}",True,32191,11560428.0,5,7,1554751127,1342697823,,11560028,CC BY-SA 3.0,https://stackoverflow.com/questions/11560028/get-the-next-element-with-a-specific-class-after-a-specific-element,get the next element with a specific class after a specific element,,,,,,
796,"['javascript', 'html', 'css']","{'account_id': 470009, 'reputation': 1513, 'user_id': 876960, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b206c64951cc01a509c75f742e5aa853?s=256&d=identicon&r=PG', 'display_name': 'Felix', 'link': 'https://stackoverflow.com/users/876960/felix'}",True,217037,11837673.0,5,57,1554126158,1342482610,1554126158.0,11514242,CC BY-SA 4.0,https://stackoverflow.com/questions/11514242/add-css3-transition-expand-collapse,Add CSS3 transition expand/collapse,,,,,,
797,"['javascript', 'jquery', 'ajax']","{'account_id': 274260, 'reputation': 2326, 'user_id': 566376, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4715d2185ea32c881d6e722662d1a754?s=256&d=identicon&r=PG', 'display_name': 'nknj', 'link': 'https://stackoverflow.com/users/566376/nknj'}",True,27272,12785714.0,3,12,1553579975,1342130676,1342132629.0,11461414,CC BY-SA 3.0,https://stackoverflow.com/questions/11461414/ajax-json-doesnt-get-sent-in-patch-only,Ajax - JSON doesnt get sent in PATCH only,,,,,,
798,"['javascript', 'jquery', 'html', 'css']","{'account_id': 328297, 'reputation': 105018, 'user_id': 651174, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2e2d79b9350ef4ebf04ac0ad5816a5c3?s=256&d=identicon&r=PG', 'display_name': 'David542', 'link': 'https://stackoverflow.com/users/651174/david542'}",True,60356,11406690.0,8,45,1553478239,1341894498,,11406605,CC BY-SA 3.0,https://stackoverflow.com/questions/11406605/how-to-make-a-link-act-as-a-file-input,How to make a link act as a file input,,,,,,
799,"['javascript', 'animation', 'css', 'webkit']","{'account_id': 1457534, 'reputation': 1328, 'user_id': 1372751, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/83e574a59412fa05398c7a5524edad63?s=256&d=identicon&r=PG&f=1', 'display_name': 'xCander', 'link': 'https://stackoverflow.com/users/1372751/xcander'}",True,4538,11483570.0,1,3,1553434885,1342265584,,11483395,CC BY-SA 3.0,https://stackoverflow.com/questions/11483395/webkittransitionend-not-firing-when-using-webkit-animation,webkitTransitionEnd not firing when using -webkit-animation,,,,,,
800,"['javascript', 'css', 'printing', 'page-break', 'page-break-inside']","{'account_id': 1112721, 'reputation': 4446, 'user_id': 1103702, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/26017538fd348dc3b6b6ff1fd7433787?s=256&d=identicon&r=PG', 'display_name': 'Churk', 'link': 'https://stackoverflow.com/users/1103702/churk'}",False,1937,,2,3,1552995702,1342007459,,11432044,CC BY-SA 3.0,https://stackoverflow.com/questions/11432044/work-around-for-page-break-insideavoid,Work around for page-break-inside:avoid,,,,,,
801,"['javascript', 'json']","{'account_id': 1666109, 'reputation': 21, 'user_id': 1536452, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81664697e1bd0c776913f6c6038ea0e3?s=256&d=identicon&r=PG', 'display_name': 'user1536452', 'link': 'https://stackoverflow.com/users/1536452/user1536452'}",False,2453,,2,2,1552783223,1343612325,1343613252.0,11714497,CC BY-SA 3.0,https://stackoverflow.com/questions/11714497/json-datetime-to-time-only,JSON Datetime to time only,,,,,,
802,"['javascript', 'asp.net', 'html', 'server-side', 'serverside-javascript']","{'account_id': 484821, 'reputation': 16527, 'user_id': 900747, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/44ec6cbc95578611ac020894e68d861a?s=256&d=identicon&r=PG', 'display_name': 'A.M.K', 'link': 'https://stackoverflow.com/users/900747/a-m-k'}",True,2341,11319794.0,3,2,1552154098,1341352256,,11319713,CC BY-SA 3.0,https://stackoverflow.com/questions/11319713/how-can-i-add-custom-html-attributes-to-an-asp-net-label-without-code-behind-acc,How can I add custom HTML attributes to an ASP.NET label without code-behind access?,,,,,,
803,"['javascript', 'function', 'popup', 'window']","{'account_id': 1572037, 'reputation': 1890, 'user_id': 1507726, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b282ef760947abf975f3e0de254c8f91?s=256&d=identicon&r=PG', 'display_name': 'John Doe', 'link': 'https://stackoverflow.com/users/1507726/john-doe'}",True,15154,11397340.0,4,4,1551806655,1341844512,,11397246,CC BY-SA 3.0,https://stackoverflow.com/questions/11397246/popup-window-setting-focus,Popup Window Setting Focus,,,,,,
804,"['javascript', 'jquery', 'ajax']","{'account_id': 1695832, 'reputation': 11, 'user_id': 1557230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad683577dcf418c1abb3069dcd348fee?s=256&d=identicon&r=PG', 'display_name': 'harshal', 'link': 'https://stackoverflow.com/users/1557230/harshal'}",False,148,,1,1,1551798951,1343382774,1551798951.0,11685437,CC BY-SA 4.0,https://stackoverflow.com/questions/11685437/jquery-calendars-not-displayed-after-ajax-call-in-php,jquery calendars not displayed after ajax call in php,,,,,,
805,"['javascript', 'href', 'statusbar']","{'account_id': 1296110, 'reputation': 1531, 'user_id': 1247128, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/667dbd89df5b84dea01ade69a27d9694?s=256&d=identicon&r=PG', 'display_name': 'Arif', 'link': 'https://stackoverflow.com/users/1247128/arif'}",True,3106,,1,0,1551797763,1343382446,1551797763.0,11685327,CC BY-SA 4.0,https://stackoverflow.com/questions/11685327/how-to-hide-href-from-appearing-in-the-bottom-of-browser-window,How to hide href from appearing in the bottom of browser window,,,,,,
806,"['javascript', 'casperjs']","{'account_id': 66006, 'reputation': 12597, 'user_id': 193896, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/fuKw8.jpg?s=256&g=1', 'display_name': 'bendytree', 'link': 'https://stackoverflow.com/users/193896/bendytree'}",True,29264,11957919.0,3,97,1551546786,1342997410,,11604611,CC BY-SA 3.0,https://stackoverflow.com/questions/11604611/what-does-then-really-mean-in-casperjs,What Does &#39;Then&#39; Really Mean in CasperJS,,,,,,
807,"['javascript', 'ajax', 'jquery', 'text-files']","{'account_id': 407837, 'reputation': 1455, 'user_id': 778144, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/59b40d0a63d299e86e97f80024b99052?s=256&d=identicon&r=PG', 'display_name': 'atomSmasher', 'link': 'https://stackoverflow.com/users/778144/atomsmasher'}",True,105138,11589473.0,4,11,1551166790,1342843950,,11589387,CC BY-SA 3.0,https://stackoverflow.com/questions/11589387/load-txt-file-using-jquery-or-ajax,Load .txt file using JQuery or Ajax,,,,,,
808,"['javascript', 'css', 'linux', 'command-line', 'minify']","{'account_id': 1481883, 'reputation': 8586, 'user_id': 1391074, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/8f68df8049c2367f1e312b85a1b984a8?s=256&d=identicon&r=PG', 'display_name': 'avasin', 'link': 'https://stackoverflow.com/users/1391074/avasin'}",True,10816,11282982.0,5,2,1551068374,1341150953,1341154759.0,11282546,CC BY-SA 3.0,https://stackoverflow.com/questions/11282546/minify-and-join-css-js-files-on-linux-server-side,"Minify and join CSS &amp; JS files on linux, server side",,,,,,
809,"['javascript', 'jquery', 'html']","{'account_id': 1439990, 'reputation': 349, 'user_id': 1360409, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/47f1688a7091f0ba2cf98ba58105de9a?s=256&d=identicon&r=PG', 'display_name': 'Vikram', 'link': 'https://stackoverflow.com/users/1360409/vikram'}",True,515,11302650.0,2,2,1551015006,1341271508,1551015006.0,11302511,CC BY-SA 4.0,https://stackoverflow.com/questions/11302511/loop-through-radio-buttons-and-change-background-color-on-the-closest-div-jquer,"Loop through radio buttons and change background color on the closest div, jquery",,,,,,
810,"['javascript', 'graphics', 'svg', 'd3.js']","{'account_id': 1428653, 'reputation': 514, 'user_id': 1351576, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/961feba0b3923a3c284df7c8af452cef?s=256&d=identicon&r=PG', 'display_name': 'Phae7rae', 'link': 'https://stackoverflow.com/users/1351576/phae7rae'}",True,11579,12024554.0,3,18,1550809638,1342437558,,11503151,CC BY-SA 3.0,https://stackoverflow.com/questions/11503151/in-d3-how-to-get-the-interpolated-line-data-from-a-svg-line,"In d3, how to get the interpolated line data from a SVG line?",,,,,,
811,"['javascript', 'jquery', 'parent', 'closest']","{'account_id': 1097005, 'reputation': 5918, 'user_id': 1090389, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/62338b89232e6ad597702f289b43e343?s=256&d=identicon&r=PG', 'display_name': 'henryaaron', 'link': 'https://stackoverflow.com/users/1090389/henryaaron'}",True,1728,11584464.0,3,0,1550754569,1342806531,1508102809.0,11584447,CC BY-SA 3.0,https://stackoverflow.com/questions/11584447/closest-table-of-the-closest-table,Closest Table of The Closest Table,,,,,,
812,"['javascript', 'custom-controls', 'soundcloud']","{'account_id': 282215, 'reputation': 33, 'user_id': 578968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06d4907639804e7adf6c5034dc3614eb?s=256&d=identicon&r=PG', 'display_name': 'user578968', 'link': 'https://stackoverflow.com/users/578968/user578968'}",True,17581,11507857.0,1,3,1550570286,1342223457,,11479747,CC BY-SA 3.0,https://stackoverflow.com/questions/11479747/controlling-soundcloud-html5-widget-player-with-custom-buttons,Controlling Soundcloud HTML5 Widget Player with custom buttons,,,,,,
813,"['javascript', 'regex', 'string', 'replace']","{'account_id': 1059026, 'reputation': 2336, 'user_id': 1061048, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/fbe4b2e447c3541a2b4ac86c9dd24ca1?s=256&d=identicon&r=PG', 'display_name': 'Alex Guerin', 'link': 'https://stackoverflow.com/users/1061048/alex-guerin'}",True,20722,11447208.0,4,6,1550298022,1342074353,1342074689.0,11446105,CC BY-SA 3.0,https://stackoverflow.com/questions/11446105/simple-javascript-replace-with-a-loop,Simple Javascript replace with a loop,,,,,,
814,"['javascript', 'class', 'methods', 'scope', 'raphael']","{'account_id': 1630210, 'reputation': 21, 'user_id': 1504924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24861e9f4b964ce12fcaf654823823fc?s=256&d=identicon&r=PG', 'display_name': 'user1504924', 'link': 'https://stackoverflow.com/users/1504924/user1504924'}",False,490,,0,2,1549753347,1341515650,1549753347.0,11351010,CC BY-SA 4.0,https://stackoverflow.com/questions/11351010/custom-class-for-draing-donut-charts,Custom Class for draing Donut Charts,,,,,,
815,"['javascript', 'jquery']","{'account_id': 415816, 'reputation': 9722, 'user_id': 790846, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6bd465c508de03ada567e3edd01f5096?s=256&d=identicon&r=PG', 'display_name': 'jogesh_pi', 'link': 'https://stackoverflow.com/users/790846/jogesh-pi'}",False,184,,3,4,1549714767,1343722986,1549714767.0,11735961,CC BY-SA 4.0,https://stackoverflow.com/questions/11735961/conflict-multiple-load-events-of-jquery,conflict multiple .load() events of jquery,,,,,,
