,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date
150,"['javascript', 'regex']","{'account_id': 20357607, 'reputation': 15, 'user_id': 14932770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6eb036ec576269b0b544dd58754f5608?s=256&d=identicon&r=PG&f=1', 'display_name': 'tosunkayaG', 'link': 'https://stackoverflow.com/users/14932770/tosunkayag'}",False,81,3,-2,1662679051,1621581197,67632334,CC BY-SA 4.0,https://stackoverflow.com/questions/67632334/regex-only-domain-from-sub-domain-com-js,Regex Only &quot;domain&quot; from &quot;sub.domain.com&quot; JS,1621588560.0,,,,
151,"['javascript', 'reactjs', 'typescript', 'charts', 'react-chartjs']","{'account_id': 21751655, 'reputation': 11, 'user_id': 16057500, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjiNh5HLqaGqtlzgk20lahwqvjmqoL7N2o_O6Es=k-s256', 'display_name': 'trafish scott', 'link': 'https://stackoverflow.com/users/16057500/trafish-scott'}",True,992,2,1,1662677558,1622192004,67735785,CC BY-SA 4.0,https://stackoverflow.com/questions/67735785/how-to-get-dynamic-step-size-in-react-chartjs-2,how to get dynamic step size in react-chartjs-2,1622973815.0,,,,
152,"['javascript', 'reactjs', 'single-spa']","{'account_id': 12963907, 'reputation': 33, 'user_id': 11321907, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XE8ebE0eMLQ/AAAAAAAAAAI/AAAAAAAABVE/ohe1WKgGnRA/photo.jpg?sz=256', 'display_name': 'Myvin Barboza', 'link': 'https://stackoverflow.com/users/11321907/myvin-barboza'}",True,795,2,1,1662642814,1621772452,67659687,CC BY-SA 4.0,https://stackoverflow.com/questions/67659687/il8n-not-working-in-react-app-after-converting-to-single-spa,il8n not working in react app after converting to single spa,1621781809.0,67673429.0,,,
153,"['javascript', 'bubble-sort']","{'account_id': 9857812, 'reputation': 18889, 'user_id': 7301792, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/K6k1M.png?s=256&g=1', 'display_name': 'AbstProcDo', 'link': 'https://stackoverflow.com/users/7301792/abstprocdo'}",True,60,2,-1,1662573290,1621560224,67629764,CC BY-SA 4.0,https://stackoverflow.com/questions/67629764/a-customized-swap-fails-in-bubblesort,A customized swap fails in bubbleSort,1621561984.0,67629831.0,,,
154,"['javascript', 'jsp', 'html-select', 'display']","{'account_id': 14358563, 'reputation': 173, 'user_id': 10371641, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dff72bc1275dbaf35785cfdbd2fc9060?s=256&d=identicon&r=PG&f=1', 'display_name': 'Clown', 'link': 'https://stackoverflow.com/users/10371641/clown'}",True,873,1,3,1662561044,1621267925,67573395,CC BY-SA 4.0,https://stackoverflow.com/questions/67573395/hide-show-option-in-select-element-when-another-option-in-another-select-is-se,Hide/Show &lt;option&gt; in select element when another option in another select is selected,1662561044.0,67581752.0,,,
155,"['javascript', 'reactjs', 'axios', 'next.js', 'server-side-rendering']","{'user_type': 'does_not_exist', 'display_name': 'user12653085'}",False,7074,1,8,1662537460,1620930137,67524261,CC BY-SA 4.0,https://stackoverflow.com/questions/67524261/how-to-speed-up-getserversideprops-with-next-js,How to speed up getServerSideProps with next js?,,,,,
156,"['javascript', 'vue.js', 'ionic-framework', 'ionic5', 'vue-composition-api']","{'account_id': 11019165, 'reputation': 315, 'user_id': 8094034, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/Rjq14.png?s=256&g=1', 'display_name': 'carlhandy', 'link': 'https://stackoverflow.com/users/8094034/carlhandy'}",True,682,3,0,1662492548,1621860990,67672440,CC BY-SA 4.0,https://stackoverflow.com/questions/67672440/unable-to-listen-to-emitted-events-with-ionic-5,Unable to listen to emitted events with Ionic 5,1621867174.0,67690035.0,,,
157,"['javascript', 'vue.js', 'vuejs2', 'vue-component', 'vuejs3']","{'account_id': 10148693, 'reputation': 4004, 'user_id': 7496039, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/W7LzR.jpg?s=256&g=1', 'display_name': 'Andreas Hunter', 'link': 'https://stackoverflow.com/users/7496039/andreas-hunter'}",True,11110,4,7,1662492446,1620055525,67371579,CC BY-SA 4.0,https://stackoverflow.com/questions/67371579/vue-3-emit-event-from-parent-to-child-component,Vue 3: Emit event from parent to child component,,,,,
158,"['javascript', 'vue.js', 'npm', 'vuejs3', 'vue-cookies']","{'account_id': 21145686, 'reputation': 23, 'user_id': 15547068, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5f9755e625c85687f95bff36a92642a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stochastis', 'link': 'https://stackoverflow.com/users/15547068/stochastis'}",False,2918,1,0,1662492396,1620261191,67410410,,https://stackoverflow.com/questions/67410410/cannot-read-property-set-of-undefined-error-for-this-cookies-set,&#39;Cannot read property &#39;set&#39; of undefined&#39; Error For &#39;this.$cookies.set&#39;,1620269950.0,,1620270949.0,Duplicate,
159,"['javascript', 'vue.js', 'ionic-framework', 'vuejs2', 'vuejs3']","{'account_id': 16437152, 'reputation': 431, 'user_id': 11874459, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-2WVR0VB0Mto/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reihh1gxoZW0rNy-H7wUGPE3HHS9g/photo.jpg?sz=256', 'display_name': 'Bilal Arshad', 'link': 'https://stackoverflow.com/users/11874459/bilal-arshad'}",False,112,1,-1,1662492363,1619886935,67348546,CC BY-SA 4.0,https://stackoverflow.com/questions/67348546/uncaught-typeerror-cannot-set-property-offlinestorage-of-undefined-in-vue,Uncaught TypeError: Cannot set property &#39;$offlineStorage&#39; of undefined in vue?,,,,,
160,"['javascript', 'vue.js', 'vue-component', 'vuejs3', 'vue-composition-api']","{'account_id': 1353099, 'reputation': 14673, 'user_id': 1292050, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/f14d345e5785488af6fbc1ed463b6c45?s=256&d=identicon&r=PG', 'display_name': 'Syed', 'link': 'https://stackoverflow.com/users/1292050/syed'}",True,3031,1,1,1662492158,1622027299,67703675,,https://stackoverflow.com/questions/67703675/in-vue3-how-to-make-custom-component-work-with-v-model-for-group-of-checkboxs,"In Vue3, how to make Custom Component work with v-model for group of checkboxs?",1662492158.0,67704253.0,1622085402.0,Duplicate,
161,"['javascript', 'vue.js', 'vue-component', 'stenciljs']","{'account_id': 9018248, 'reputation': 233, 'user_id': 6720207, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0b1f48f5977744b132058f0937c457d?s=256&d=identicon&r=PG&f=1', 'display_name': 'RichyST', 'link': 'https://stackoverflow.com/users/6720207/richyst'}",False,153,0,1,1662491813,1621525866,67623885,CC BY-SA 4.0,https://stackoverflow.com/questions/67623885/stenciljs-component-on-vue-1-x-project,StencilJS component on Vue 1.x project,1662491813.0,,,,
162,"['javascript', 'vue.js', 'nuxt.js', 'vue-composition-api']","{'account_id': 2038985, 'reputation': 7127, 'user_id': 1820644, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/ca7cb3fa8045dcc37490bcb4cbb09cef?s=256&d=identicon&r=PG', 'display_name': 'kirtan403', 'link': 'https://stackoverflow.com/users/1820644/kirtan403'}",True,3005,1,2,1662491667,1622033959,67705419,CC BY-SA 4.0,https://stackoverflow.com/questions/67705419/composition-api-with-nuxt-2-to-get-template-refs-array,Composition API with Nuxt 2 to get template refs array,1662491667.0,67707236.0,,,
163,"['javascript', 'vue.js', 'vuejs3']","{'account_id': 18882631, 'reputation': 113, 'user_id': 13774710, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3Rpcl.png?s=256&g=1', 'display_name': 'frankfurt', 'link': 'https://stackoverflow.com/users/13774710/frankfurt'}",True,3430,2,7,1662491388,1621143801,67553510,CC BY-SA 4.0,https://stackoverflow.com/questions/67553510/auto-fill-input-based-on-select-dropdown-in-vue-js,Auto fill input based on select dropdown in Vue JS,1621403616.0,67573002.0,,,
164,"['javascript', 'reactjs', 'expo', 'native']","{'account_id': 21755400, 'reputation': 21, 'user_id': 16060840, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiD94xgai9zTUTC8CGw3yICXfV3rWiqHtgaSgN_=k-s256', 'display_name': 'Joko Westbrook', 'link': 'https://stackoverflow.com/users/16060840/joko-westbrook'}",True,437,3,0,1662233962,1622323398,67755819,CC BY-SA 4.0,https://stackoverflow.com/questions/67755819/error-text-strings-must-be-rendered-within-a-text-component,Error : Text strings must be rendered within a &lt;Text&gt; component,1622323884.0,,,,
165,"['javascript', 'callback', 'stimulusjs', 'hotwire-rails']","{'account_id': 6699179, 'reputation': 517, 'user_id': 5166295, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/9e1783e37f3041df10fef04012e0ff01?s=256&d=identicon&r=PG&f=1', 'display_name': 'quetzalfir', 'link': 'https://stackoverflow.com/users/5166295/quetzalfir'}",True,1342,2,2,1662188452,1620696098,67479417,CC BY-SA 4.0,https://stackoverflow.com/questions/67479417/pass-a-function-to-stimulus,pass a function to stimulus,,,,,
166,"['javascript', 'reactjs', 'editorjs']","{'account_id': 19778102, 'reputation': 37, 'user_id': 15520475, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghgf6dESWA-Ysk8zqF_rXNjyP3JDtOm-J9zZRu_b2k=k-s256', 'display_name': 'Ayush Pradhan', 'link': 'https://stackoverflow.com/users/15520475/ayush-pradhan'}",True,1142,2,0,1662170036,1621946368,67688118,CC BY-SA 4.0,https://stackoverflow.com/questions/67688118/unhandled-rejection-error-element-with-id-editorjs-is-missing-pass-correct,Unhandled Rejection (Error): element with ID &#171;editorjs&#187; is missing. Pass correct holder&#39;s ID,,69734119.0,,,
167,"['javascript', 'react-native', 'versioning', 'code-push', 'react-native-code-push']","{'account_id': 16716605, 'reputation': 61, 'user_id': 12082506, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-0wT0_3l3iCQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re0VlbUGo58xta3Qb39fmqEFGUIUg/photo.jpg?sz=256', 'display_name': 'DongHak', 'link': 'https://stackoverflow.com/users/12082506/donghak'}",False,310,1,4,1662158127,1622020058,67701824,CC BY-SA 4.0,https://stackoverflow.com/questions/67701824/how-to-manage-react-native-codepush-versions,How to manage react-native codepush versions?,1622739106.0,,,,
168,"['javascript', 'node.js', 'express', 'gmail', 'nodemailer']","{'account_id': 19026807, 'reputation': 17, 'user_id': 13889693, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c11759ecff6452a26cee5467e8d36ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'TM2020', 'link': 'https://stackoverflow.com/users/13889693/tm2020'}",False,185,2,1,1662113948,1621215536,67563067,CC BY-SA 4.0,https://stackoverflow.com/questions/67563067/emails-arent-sending-in-production-using-nodemailer-gmail-gcloud-host-if-tha,"Emails aren&#39;t sending in production, using nodemailer, gmail (gcloud host if that matters). Localhost is fine however",1621222834.0,,,,
169,"['javascript', 'reactjs', 'axios', 'local-storage', 'cloudinary']","{'account_id': 20552648, 'reputation': 29, 'user_id': 15085003, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3964374567017478/picture?type=large', 'display_name': 'Nyasha Musanhu', 'link': 'https://stackoverflow.com/users/15085003/nyasha-musanhu'}",True,610,2,0,1662113426,1620895330,67516345,CC BY-SA 4.0,https://stackoverflow.com/questions/67516345/i-am-developing-a-react-app-on-the-local-network-how-can-i-upload-files-to-a-co,I am developing a React app on the local network. How can I upload files to a common folder accessible to anyone within the same IP network?,1662113426.0,,,,
170,"['javascript', 'geometry', 'html5-canvas']","{'account_id': 1430951, 'reputation': 1121, 'user_id': 1353395, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/14082eb0963dd0872fff8de9c6a90b0b?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/1353395/matt'}",True,1482,1,2,1662109503,1620934599,67525202,CC BY-SA 4.0,https://stackoverflow.com/questions/67525202/calculate-offset-point-coordinate-between-two-points,Calculate offset point coordinate between two points,,67525309.0,,,
171,"['javascript', 'node.js', 'vue.js', 'frontend']","{'account_id': 17380676, 'reputation': 1, 'user_id': 12592967, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d0b61fdbb813685174ac471ab981797?s=256&d=identicon&r=PG&f=1', 'display_name': 'SuhEugene', 'link': 'https://stackoverflow.com/users/12592967/suheugene'}",False,941,2,0,1662073679,1622290474,67751254,CC BY-SA 4.0,https://stackoverflow.com/questions/67751254/vue-js-disable-blank-comments,Vue.js disable blank comments,1622290800.0,,,,
172,"['javascript', 'html', 'ruby-on-rails', 'coffeescript']","{'account_id': 3416565, 'reputation': 4204, 'user_id': 2865270, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://graph.facebook.com/1198391393/picture?type=large', 'display_name': 'Fred Willmore', 'link': 'https://stackoverflow.com/users/2865270/fred-willmore'}",False,95,1,1,1662023201,1620414528,67440469,CC BY-SA 4.0,https://stackoverflow.com/questions/67440469/errors-creating-a-custom-web-component-with-coffeescript,errors creating a custom web component with coffeescript,1620434598.0,,,,
173,"['javascript', 'html', 'google-chrome', 'console', 'microsoft-edge']","{'account_id': 20028628, 'reputation': 33, 'user_id': 14681914, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-o9A9LK9eopQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckmc93imL5b3NHFB1SEdTxb9suzoQ/s96-c/photo.jpg?sz=256', 'display_name': 'varun', 'link': 'https://stackoverflow.com/users/14681914/varun'}",True,3104,2,0,1662005719,1619871957,67346262,CC BY-SA 4.0,https://stackoverflow.com/questions/67346262/how-can-i-fix-not-allowed-to-load-local-resource-error-in-microsoft-edge-or-go,How can I fix &quot;Not allowed to load local resource&quot; error in microsoft edge or google chrome?,,,,,
174,"['javascript', 'linux', 'ubuntu', 'electron']","{'account_id': 17692419, 'reputation': 11, 'user_id': 13892828, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-riXwL3zHosM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdPu-n8oM-4hs_NvUkCa5wXzvF3DA/photo.jpg?sz=256', 'display_name': 'IvannVerano', 'link': 'https://stackoverflow.com/users/13892828/ivannverano'}",True,112,1,1,1661960164,1620735055,67486512,CC BY-SA 4.0,https://stackoverflow.com/questions/67486512/lock-close-and-minimize-on-electron-js-ubuntu,Lock close and minimize on electron js (Ubuntu),1620736134.0,,,,
175,"['javascript', 'html', 'list']","{'account_id': 15193554, 'reputation': 33, 'user_id': 10963610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95ec89a572e91f1727d3ef008787de28?s=256&d=identicon&r=PG&f=1', 'display_name': 'ericstlouis', 'link': 'https://stackoverflow.com/users/10963610/ericstlouis'}",True,693,3,0,1661868545,1621565566,67630233,CC BY-SA 4.0,https://stackoverflow.com/questions/67630233/display-user-input-to-list-using-javascript,display user input to list using javascript,1621597848.0,67630275.0,,,
176,"['javascript', 'reactjs']","{'account_id': 21076101, 'reputation': 31, 'user_id': 15491498, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-pj3BH5Z8r6k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckT5otK63timvHoS8_VUWwvTSKliQ/s96-c/photo.jpg?sz=256', 'display_name': 'devBsc', 'link': 'https://stackoverflow.com/users/15491498/devbsc'}",False,827,1,1,1661778837,1619845527,67343060,CC BY-SA 4.0,https://stackoverflow.com/questions/67343060/js-get-string-variable-from-env-file,Js - get string variable from env file,,,,,
177,['javascript'],"{'account_id': 20743690, 'reputation': 9, 'user_id': 15232711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c45cb54dfdb4ac0c9681f12aa8a5391?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rahul2021', 'link': 'https://stackoverflow.com/users/15232711/rahul2021'}",True,205,1,-2,1661773758,1621960647,67692176,CC BY-SA 4.0,https://stackoverflow.com/questions/67692176/javascript-calculator-unable-to-understand-few-lines-in-code,JavaScript calculator - Unable to understand few lines in code,1621960844.0,67692255.0,,,
178,"['javascript', 'next.js']","{'account_id': 19094589, 'reputation': 62, 'user_id': 15935845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48213131b17ec659c2c2d82a317592cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'boomermath', 'link': 'https://stackoverflow.com/users/15935845/boomermath'}",True,1175,2,2,1661617175,1621095746,67548895,CC BY-SA 4.0,https://stackoverflow.com/questions/67548895/how-to-use-vanta-with-nextjs,How to use vanta with nextjs?,,67713367.0,,,
179,"['javascript', 'html', 'jquery', 'css']","{'account_id': 21450178, 'reputation': 115, 'user_id': 15802798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/23f5151abacfc2905be76134b7d56262?s=256&d=identicon&r=PG&f=1', 'display_name': 'className', 'link': 'https://stackoverflow.com/users/15802798/classname'}",True,1555,1,1,1661554771,1619802973,67337980,CC BY-SA 4.0,https://stackoverflow.com/questions/67337980/href-target-blank-not-working-properly-not-opening-link-in-new-tab-javascri,"href target _blank not working properly - not opening link in new tab , javascript handling the event diferently",1661554771.0,67338139.0,,,
180,"['javascript', 'jquery', 'asp.net-mvc', 'webrtc', 'recordrtc']","{'account_id': 12898583, 'reputation': 185, 'user_id': 9328171, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/I5hBB.jpg?s=256&g=1', 'display_name': 'Noor', 'link': 'https://stackoverflow.com/users/9328171/noor'}",False,343,1,1,1661491721,1622156353,67730894,CC BY-SA 4.0,https://stackoverflow.com/questions/67730894/how-can-i-set-the-share-audio-checkbox-to-always-true-on-the-choose-what-to-shar,How Can I Set The Share Audio Checkbox To Always True On The Choose What To Share Popup Window?,1622156902.0,,,,
181,"['javascript', 'css', 'reactjs', 'typescript', 'tailwind-css']","{'account_id': 14480679, 'reputation': 353, 'user_id': 10459996, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81bbe73eefd66b40ab322857dad57c6f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tushar Gaurabh jha ', 'link': 'https://stackoverflow.com/users/10459996/tushar-gaurabh-jha'}",True,29815,4,9,1661445543,1620126864,67383686,CC BY-SA 4.0,https://stackoverflow.com/questions/67383686/how-to-add-a-style-on-a-condition-in-tailwind-css,How to add a style on a condition in tailwind css,,,,,
182,"['javascript', 'css', 'reactjs']","{'account_id': 12811005, 'reputation': 121, 'user_id': 9269223, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57003ba609c32ec39e9f6f83d77fb3bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/9269223/alex'}",True,363,2,0,1661434939,1620667634,67475065,CC BY-SA 4.0,https://stackoverflow.com/questions/67475065/images-wont-display-in-react-image-slider,Images won&#39;t display in React Image Slider,,67475136.0,,,
183,['javascript'],"{'account_id': 12732128, 'reputation': 31, 'user_id': 9248376, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7912432afd562767c59dcc4743435c05?s=256&d=identicon&r=PG&f=1', 'display_name': 'Richard Bureš', 'link': 'https://stackoverflow.com/users/9248376/richard-bure%c5%a1'}",True,43,1,0,1661421023,1621257775,67570567,CC BY-SA 4.0,https://stackoverflow.com/questions/67570567/is-there-a-way-or-proposal-to-return-object-when-assigning-to-it-in-js,"Is there a way (or proposal) to return object when assigning to It, in JS?",1661421023.0,,,,
184,"['javascript', 'arrays', 'json', 'vue.js']","{'account_id': 18348024, 'reputation': 695, 'user_id': 13362831, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/k8LCo.jpg?s=256&g=1', 'display_name': 'Nightcrawler', 'link': 'https://stackoverflow.com/users/13362831/nightcrawler'}",False,595,1,0,1661413902,1619953772,67355652,CC BY-SA 4.0,https://stackoverflow.com/questions/67355652/how-to-push-new-values-into-array-when-checkbox-is-checked-and-remove-when-unche,How to push new values into array when checkbox is checked and remove when unchecked using Vue.js?,,,,,
185,"['javascript', 'vue.js', 'vuejs2', 'tiptap']","{'account_id': 17165598, 'reputation': 547, 'user_id': 12424031, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cFpgb.jpg?s=256&g=1', 'display_name': 'Niaz Estefaie', 'link': 'https://stackoverflow.com/users/12424031/niaz-estefaie'}",True,6557,1,5,1661403769,1620721677,67483092,CC BY-SA 4.0,https://stackoverflow.com/questions/67483092/how-to-bind-content-of-tiptap-editor,How to bind content of Tiptap editor?,1661403769.0,67497729.0,,,
186,"['javascript', 'tinymce-4', 'tinymce-5']","{'account_id': 19300405, 'reputation': 427, 'user_id': 14108430, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/U18wq.jpg?s=256&g=1', 'display_name': 'Ali Bhutta', 'link': 'https://stackoverflow.com/users/14108430/ali-bhutta'}",False,1032,3,0,1661310327,1621409762,67598836,CC BY-SA 4.0,https://stackoverflow.com/questions/67598836/tinymce-5-editor-not-showing-any-dropdown-item,TinyMCE 5 editor not showing any dropdown Item,1621416407.0,,,,
187,"['javascript', 'angular', 'typescript', 'angular-cli', 'stackblitz']","{'account_id': 19657556, 'reputation': 13641, 'user_id': 14389830, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi6EKLqRZw-VHLET9LGkHeu2Dgewj3jXhgRUO10vOw=k-s256', 'display_name': 'NeNaD', 'link': 'https://stackoverflow.com/users/14389830/nenad'}",True,2698,1,12,1661276616,1621418947,67601206,CC BY-SA 4.0,https://stackoverflow.com/questions/67601206/how-to-use-angular-cli-schematics-in-stackblitz,How to use Angular CLI schematics in StackBlitz,1661276616.0,,,,
188,"['javascript', 'reactjs', 'chakra-ui']","{'account_id': 19448883, 'reputation': 215, 'user_id': 14225775, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/834ca87d21c4f504dd0cd08e99d4329e?s=256&d=identicon&r=PG&f=1', 'display_name': 'kgcusi', 'link': 'https://stackoverflow.com/users/14225775/kgcusi'}",True,3248,1,1,1661223806,1620992726,67533794,CC BY-SA 4.0,https://stackoverflow.com/questions/67533794/chakra-ui-table-is-it-possible-for-a-chakra-ui-component-to-have-overflow-x-to-h,Chakra UI Table is it possible for a chakra UI component to have overflow x to have responsiveness?,1661223806.0,,,,
189,"['javascript', 'html']","{'account_id': 21623158, 'reputation': 25, 'user_id': 15947851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea999c1f0cfad0008db27928514750fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cookie', 'link': 'https://stackoverflow.com/users/15947851/cookie'}",True,11666,1,1,1661171763,1621392207,67596210,,https://stackoverflow.com/questions/67596210/void-function-return-value-is-used-javascript,Void function return value is used JavaScript,,67596275.0,1621394641.0,Duplicate,
190,"['javascript', 'unit-testing', 'jestjs', 'ioredis']","{'account_id': 3280203, 'reputation': 16453, 'user_id': 2760986, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/mwt4T.jpg?s=256&g=1', 'display_name': 'mrhn', 'link': 'https://stackoverflow.com/users/2760986/mrhn'}",True,2604,2,0,1661169483,1619875710,67346824,CC BY-SA 4.0,https://stackoverflow.com/questions/67346824/jest-ioredis-mock-bind-mock-to-module,Jest ioredis mock - Bind mock to module,,67349599.0,,,
191,"['javascript', 'html', 'innerhtml']","{'account_id': 21735880, 'reputation': 61, 'user_id': 16043886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c38be05de5d8bf908716b30b8287c219?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lindsey', 'link': 'https://stackoverflow.com/users/16043886/lindsey'}",True,913,1,1,1661153052,1622085084,67715167,CC BY-SA 4.0,https://stackoverflow.com/questions/67715167/how-to-keep-track-of-attempts-in-a-javascript-number-guessing-game,How to keep track of attempts in a JavaScript number guessing game?,1622085398.0,,,,
192,['javascript'],"{'account_id': 15002463, 'reputation': 768, 'user_id': 10829671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e02349b7e1a8efb5e3b0e0af448aa502?s=256&d=identicon&r=PG&f=1', 'display_name': 'dev', 'link': 'https://stackoverflow.com/users/10829671/dev'}",False,1018,1,2,1661137344,1620240121,67407047,CC BY-SA 4.0,https://stackoverflow.com/questions/67407047/failed-to-execute-exitfullscreen-on-document-document-not-active,Failed to execute &#39;exitFullscreen&#39; on &#39;Document&#39;: Document not active,,,,,
193,"['javascript', 'html', 'game-engine', 'matter.js']","{'account_id': 5770427, 'reputation': 940, 'user_id': 4554009, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/9136fa7a72b9498bd8d0e380cf663068?s=256&d=identicon&r=PG&f=1', 'display_name': 'Skodsgn', 'link': 'https://stackoverflow.com/users/4554009/skodsgn'}",False,837,1,2,1661025145,1621679125,67648409,CC BY-SA 4.0,https://stackoverflow.com/questions/67648409/how-to-move-body-to-another-position-with-animation-in-matter-js,How to move body to another position (with animation) in Matter.js,1624983990.0,,,,
194,"['javascript', 'html', 'bootstrap-modal', 'bootstrap-5']","{'account_id': 20287217, 'reputation': 552, 'user_id': 14879655, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zNs8w.jpg?s=256&g=1', 'display_name': 'fcagnola', 'link': 'https://stackoverflow.com/users/14879655/fcagnola'}",True,5302,2,3,1661012314,1620995272,67534348,CC BY-SA 4.0,https://stackoverflow.com/questions/67534348/bootstrap5-modal-not-showing,Bootstrap5 modal not showing,,67534555.0,,,
195,['javascript'],"{'account_id': 8325543, 'reputation': 65, 'user_id': 6255740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fbdb7c931097fd4958a9381153265b3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dima Calmis', 'link': 'https://stackoverflow.com/users/6255740/dima-calmis'}",True,3794,3,1,1661005301,1621070445,67545172,CC BY-SA 4.0,https://stackoverflow.com/questions/67545172/i-try-to-use-emailjs-but-i-have-this-error-user-id-is-required-how-to-fix-it,"I try to use emailjs, but I have this error &quot;user id is required&quot;. How to fix it?",,,,,
196,"['javascript', 'html', 'jquery', 'ajax']","{'account_id': 2893920, 'reputation': 113, 'user_id': 2482106, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/454b502adbb4993416632cd3e6e61f22?s=256&d=identicon&r=PG', 'display_name': 'andy_bu', 'link': 'https://stackoverflow.com/users/2482106/andy-bu'}",False,455,1,1,1660952338,1620985142,67532176,CC BY-SA 4.0,https://stackoverflow.com/questions/67532176/split-javascript-file-into-multiple-files,Split javascript file into multiple files,,,,,
