,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id,community_owned_date,migrated_from,locked_date
770,"['javascript', 'jquery', 'css', 'xhtml']","{'account_id': 198651, 'reputation': 1001, 'user_id': 443432, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/3e1bbdaeb2eb46c29e6cf5e8490f73ba?s=256&d=identicon&r=PG', 'display_name': 'Fred', 'link': 'https://stackoverflow.com/users/443432/fred'}",True,1475,,2,0,1365513038,1263126031,2036969,CC BY-SA 2.5,https://stackoverflow.com/questions/2036969/jquery-gallery-fade-in-out,jquery gallery fade in/out,,,,2037058.0,,,
771,"['javascript', 'internet-explorer', 'comments', 'conditional']","{'account_id': 55540, 'reputation': 10466, 'user_id': 166343, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/c5618443912496a713d364dfc01331e4?s=256&d=identicon&r=PG', 'display_name': 'spirytus', 'link': 'https://stackoverflow.com/users/166343/spirytus'}",False,458,,1,0,1365436314,1263277390,2047113,CC BY-SA 3.0,https://stackoverflow.com/questions/2047113/ie-conditional-statements-do-not-work-with-javascript-disabled,IE conditional statements do not work with JavaScript disabled?,,1365436314.0,,,,,
772,"['javascript', 'ajax', 'web-services', 'asp.net-ajax']","{'account_id': 85219, 'reputation': 6264, 'user_id': 237743, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/yiKrN.jpg?s=256&g=1', 'display_name': 'Anil Namde', 'link': 'https://stackoverflow.com/users/237743/anil-namde'}",True,91,,2,1,1365054590,1264939036,2171556,CC BY-SA 2.5,https://stackoverflow.com/questions/2171556/help-me-with-ajax,Help! me with &quot;AJAX&quot;,,1264941164.0,,2171591.0,,,
773,"['javascript', 'jquery']","{'account_id': 29402, 'reputation': 4860, 'user_id': 79435, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/0949504ab705ea86dd931f90cb224cda?s=256&d=identicon&r=PG', 'display_name': 'Wondering', 'link': 'https://stackoverflow.com/users/79435/wondering'}",True,4768,,4,4,1364764689,1264409887,2131147,CC BY-SA 3.0,https://stackoverflow.com/questions/2131147/stop-reload-when-using-window-location,Stop reload when using window.location,,1364764689.0,,2131152.0,,,
774,"['javascript', 'jquery', 'unit-testing', 'qunit']","{'account_id': 31261, 'reputation': 10128, 'user_id': 85733, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b54aca705478392ca9f1d3d7aabff580?s=256&d=identicon&r=PG', 'display_name': 'Charlie', 'link': 'https://stackoverflow.com/users/85733/charlie'}",True,3656,,2,9,1364549383,1262962407,2028311,CC BY-SA 2.5,https://stackoverflow.com/questions/2028311/qunit-teardown-method,qUnit Teardown method,,,,2029303.0,,,
775,"['javascript', 'unit-testing', 'continuous-integration', 'qunit', 'bamboo']","{'account_id': 35938, 'reputation': 3436, 'user_id': 102170, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/673a64143e0105232b226705da875a72?s=256&d=identicon&r=PG', 'display_name': 'miek', 'link': 'https://stackoverflow.com/users/102170/miek'}",True,18642,1346933206.0,7,59,1364520260,1263547246,2070499,CC BY-SA 2.5,https://stackoverflow.com/questions/2070499/running-javascript-unit-tests-headlessly-in-a-continuous-integration-build,Running JavaScript unit tests headlessly in a Continuous Integration build,,,,2070558.0,,,
776,"['php', 'javascript', 'html', 'ajax', 'forms']","{'user_type': 'does_not_exist', 'display_name': 'Steph'}",True,1708,,1,0,1364322412,1264412297,2131415,,https://stackoverflow.com/questions/2131415/ajax-php-contact-form-not-able-to-send-mail,Ajax/PHP contact form not able to send mail,,1364322412.0,,,,"{'other_site': {'styling': {'tag_background_color': '#FFFFFF', 'tag_foreground_color': '#1087A4', 'link_color': '#1086A4'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'meta.superuser', 'site_url': 'https://meta.superuser.com', 'name': 'Meta Super User'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=superuser.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1250553600, 'open_beta_date': 1247529600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/apple-touch-icon@2.png', 'twitter_account': 'super_user', 'favicon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/superuser/Img/apple-touch-icon.png', 'audience': 'computer enthusiasts and power users', 'site_url': 'https://superuser.com', 'api_site_parameter': 'superuser', 'logo_url': 'https://cdn.sstatic.net/Sites/superuser/Img/logo.png', 'name': 'Super User', 'site_type': 'main_site'}, 'on_date': 1264413453, 'question_id': 100229}",
777,"['javascript', 'execution']","{'account_id': 10962, 'reputation': 21086, 'user_id': 20946, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/V6x39.jpg?s=256&g=1', 'display_name': 'cllpse', 'link': 'https://stackoverflow.com/users/20946/cllpse'}",True,13589,1376924876.0,7,6,1364297249,1263937703,2097367,CC BY-SA 2.5,https://stackoverflow.com/questions/2097367/halt-javascript-execution-without-locking-up-the-browser,Halt JavaScript execution without locking up the browser,,1263938495.0,,2097409.0,,,
778,"['javascript', 'jquery', 'jquery-ui']","{'account_id': 881039, 'reputation': 205, 'user_id': 182154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/871b628e5055e589328aa99b10225b57?s=256&d=identicon&r=PG', 'display_name': 'Ben Dyer', 'link': 'https://stackoverflow.com/users/182154/ben-dyer'}",True,28366,,5,8,1364295070,1262799498,2014916,CC BY-SA 2.5,https://stackoverflow.com/questions/2014916/jquery-slidedown-vs-jquery-ui-showslide,jQuery slideDown vs. jQuery UI .show(&#39;slide&#39;),,1262812028.0,,,,,
779,"['javascript', 'zooming']","{'account_id': 71830, 'reputation': 39128, 'user_id': 207646, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ecb2a40d56918f88ce6a44ef4e8efc86?s=256&d=identicon&r=PG', 'display_name': 'sat', 'link': 'https://stackoverflow.com/users/207646/sat'}",True,41929,,3,20,1364244182,1262939108,2026294,CC BY-SA 2.5,https://stackoverflow.com/questions/2026294/zoom-css-javascript,zoom css/javascript,,,,2026384.0,,,
780,"['javascript', 'jqgrid']","{'account_id': 934, 'reputation': 2219, 'user_id': 1226, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/11ce7889cfbdc9af46389f2c7e3ff015?s=256&d=identicon&r=PG', 'display_name': 'Kevin Griffin', 'link': 'https://stackoverflow.com/users/1226/kevin-griffin'}",True,3077,,2,4,1363957514,1263495977,2066781,CC BY-SA 2.5,https://stackoverflow.com/questions/2066781/using-key-value-pairs-for-jqgrid-cell-data,Using key/value pairs for jqGrid cell data,,,,2067162.0,,,
781,"['javascript', 'treegrid']","{'account_id': 61754, 'reputation': 3504, 'user_id': 183871, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/6b07941c7fd68ffed9ab38e3519ba9d9?s=256&d=identicon&r=PG', 'display_name': 'Nayn', 'link': 'https://stackoverflow.com/users/183871/nayn'}",True,382,,1,0,1363940568,1263320848,2051360,CC BY-SA 3.0,https://stackoverflow.com/questions/2051360/onmouseover-event-in-coqsoft-treegrid-cell,OnMouseOver event in Coqsoft treegrid cell,,1363940568.0,,,,,
782,"['javascript', 'jquery']","{'account_id': 87303, 'reputation': 2671, 'user_id': 242181, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/bc99c1aca5eb0c79730858e27265fc2e?s=256&d=identicon&r=PG', 'display_name': 'Joel', 'link': 'https://stackoverflow.com/users/242181/joel'}",True,3391,,4,0,1363239054,1263536343,2069824,CC BY-SA 2.5,https://stackoverflow.com/questions/2069824/replacing-div-content-with-a-click-using-jquery,replacing div content with a click using jquery,,,,2069899.0,,,
783,"['javascript', 'jquery']","{'account_id': 586324, 'reputation': 43, 'user_id': 256078, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/00347eb53cd24c33ce0c4a7194518c02?s=256&d=identicon&r=PG', 'display_name': 'Shah', 'link': 'https://stackoverflow.com/users/256078/shah'}",True,3734,,4,4,1363176461,1264099005,2111859,CC BY-SA 3.0,https://stackoverflow.com/questions/2111859/populate-select-box-with-keyvalue-pair,Populate select box with key:value pair?,,1352839693.0,,2111910.0,,,
784,"['javascript', 'css', 'css-selectors', 'mootools']","{'account_id': 89820, 'reputation': 475, 'user_id': 247577, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/e0507c26d492e96b74a0a087bcb4a3d5?s=256&d=identicon&r=PG', 'display_name': 'moogeek', 'link': 'https://stackoverflow.com/users/247577/moogeek'}",True,150,,1,1,1363081754,1263471441,2063932,CC BY-SA 3.0,https://stackoverflow.com/questions/2063932/how-to-find-an-element-using-css2-selector-in-motoools-and-hide-it,How to find an element using CSS2 Selector in Motoools and hide it?,,1363081754.0,,,,,
785,"['javascript', 'regex', 'parsing', 'wiki', 'markup']","{'account_id': 96482, 'reputation': 1288, 'user_id': 262218, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/fc40951c82adfeaa93ef447570b4785a?s=256&d=identicon&r=PG', 'display_name': 'thor', 'link': 'https://stackoverflow.com/users/262218/thor'}",True,2022,,1,1,1362459582,1264806848,2165881,CC BY-SA 3.0,https://stackoverflow.com/questions/2165881/parsing-wiki-markup-in-javascript-using-regex,Parsing Wiki markup in Javascript using regex,,1362459582.0,,2166479.0,,,
786,"['javascript', 'keycode', 'onkeypress', 'onkeyup', 'fromcharcode']","{'account_id': 54687, 'reputation': 10965, 'user_id': 163699, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/8db4c1b03b20a1b5614f8e4a2cfbc188?s=256&d=identicon&r=PG', 'display_name': 'Stephen Sorensen', 'link': 'https://stackoverflow.com/users/163699/stephen-sorensen'}",True,19326,,6,11,1362353883,1263932934,2096828,CC BY-SA 2.5,https://stackoverflow.com/questions/2096828/how-can-i-check-the-new-value-of-a-text-field-on-keypress,How can I check the new value of a text field on keypress?,,,,2096859.0,,,
787,"['javascript', 'html', 'css']","{'account_id': 775125, 'reputation': 147, 'user_id': 253448, 'user_type': 'unregistered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a943236432e5080a1167ac6f12c0cc39?s=256&d=identicon&r=PG', 'display_name': 'kjkjl', 'link': 'https://stackoverflow.com/users/253448/kjkjl'}",True,372,,6,-1,1362296254,1264172130,2118049,CC BY-SA 2.5,https://stackoverflow.com/questions/2118049/images-in-javascript,Images In Javascript,,1264172573.0,,2118967.0,,,
788,"['javascript', 'jquery', 'css']","{'account_id': 581668, 'reputation': 61, 'user_id': 247603, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/1411db4eae6273caccb5e15ff0c9e307?s=256&d=identicon&r=PG', 'display_name': 'walt', 'link': 'https://stackoverflow.com/users/247603/walt'}",True,13558,,2,6,1361986837,1263151769,2038266,CC BY-SA 2.5,https://stackoverflow.com/questions/2038266/prettyphoto-not-working,prettyphoto not working,,1263152037.0,,,,,
789,"['class', 'variables', 'javascript']","{'account_id': 92105, 'reputation': 6985, 'user_id': 252584, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/c6152c14163aa90dc1d4adfd7b6a5997?s=256&d=identicon&r=PG', 'display_name': 'Timo', 'link': 'https://stackoverflow.com/users/252584/timo'}",True,13732,,3,3,1361974165,1264687366,2154984,CC BY-SA 2.5,https://stackoverflow.com/questions/2154984/variable-classname-in-javascript,Variable classname in javascript,,,,2155005.0,,,
790,"['javascript', 'jquery', 'asp.net', 'asp.net-mvc']","{'account_id': 80243, 'reputation': 87, 'user_id': 227032, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/a748942abc0d6fde1127a6a0dedbbd66?s=256&d=identicon&r=PG', 'display_name': 'Richard', 'link': 'https://stackoverflow.com/users/227032/richard'}",True,2530,,3,6,1361825274,1263134161,2037295,CC BY-SA 3.0,https://stackoverflow.com/questions/2037295/getjson-back-button-showing-json-return-data-not-the-page,$.getJSON  back button showing JSON return data not the page,,1361825274.0,,,,,
791,"['javascript', 'asp.net', 'asp.net-mvc', 'dynamic-data']","{'account_id': 73364, 'reputation': 1177, 'user_id': 211306, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/84ff2f220331dc3a8e0bb2de5c7a29e5?s=256&d=identicon&r=PG', 'display_name': 'Grayson Mitchell', 'link': 'https://stackoverflow.com/users/211306/grayson-mitchell'}",True,405,,1,2,1361825169,1262652436,2003427,CC BY-SA 3.0,https://stackoverflow.com/questions/2003427/asp-mvc-what-is-the-best-way-to-dynamically-add-data-controls,asp mvc - what is the best way to dynamically add data controls,,1361825169.0,,2003467.0,,,
792,"['javascript', 'html', 'asp.net-mvc']","{'account_id': 31585, 'reputation': 29813, 'user_id': 86860, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/24414172673338a6bce690a6eeb53f64?s=256&d=identicon&r=PG', 'display_name': 'Nate', 'link': 'https://stackoverflow.com/users/86860/nate'}",True,2147,,2,1,1361806940,1264109450,2113071,CC BY-SA 3.0,https://stackoverflow.com/questions/2113071/best-way-to-filter-a-list-view-in-asp-net-mvc,Best way to filter a list-view in asp.net MVC,,1361806940.0,,2113212.0,,,
793,"['javascript', 'scope', 'javascript-framework', 'lexical-closures']","{'account_id': 33317, 'reputation': 4883, 'user_id': 93212, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/b4466a237baa1c4accab612d746e3ba9?s=256&d=identicon&r=PG', 'display_name': 'kevzettler', 'link': 'https://stackoverflow.com/users/93212/kevzettler'}",True,170,,3,2,1361571908,1264891115,2169738,CC BY-SA 2.5,https://stackoverflow.com/questions/2169738/is-this-scoping-possible-in-javascript,Is this scoping possible in javascript?,,1264978036.0,,2174049.0,,,
794,"['javascript', 'jquery', 'marquee']","{'account_id': 65789, 'reputation': 13780, 'user_id': 193376, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/6cc3333c89544e453a827ccda764bf7c?s=256&d=identicon&r=PG', 'display_name': 'Pez Cuckow', 'link': 'https://stackoverflow.com/users/193376/pez-cuckow'}",True,32400,,1,9,1361551429,1264543976,2143056,CC BY-SA 3.0,https://stackoverflow.com/questions/2143056/seamless-jquery-marquee,Seamless jQuery Marquee?,,1346856105.0,,2143096.0,,,
795,"['javascript', 'jquery', 'ajax', 'post']","{'account_id': 584130, 'reputation': 11, 'user_id': 247012, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/d85d15fe45a44b8faef4072b5dbb3ed2?s=256&d=identicon&r=PG', 'display_name': 'russell', 'link': 'https://stackoverflow.com/users/247012/russell'}",True,498,,2,1,1361369981,1263033132,2033044,CC BY-SA 3.0,https://stackoverflow.com/questions/2033044/jquery-ajax-page-update-help-pls,JQuery/ajax page update help pls,,1361369981.0,,,,,
796,"['javascript', 'html', 'css', 'printing', 'hide']","{'account_id': 49136, 'reputation': 4967, 'user_id': 146197, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/a2f8f7002738274d502c7643e19c8494?s=256&d=identicon&r=PG', 'display_name': 'M. A. Kishawy', 'link': 'https://stackoverflow.com/users/146197/m-a-kishawy'}",True,7625,,2,3,1361351077,1264423850,2132298,CC BY-SA 2.5,https://stackoverflow.com/questions/2132298/how-to-hide-the-url-address-which-shows-on-the-bottom-of-the-papers-when-printin,How to hide the URL address which shows on the bottom of the papers when printing something from a website?,,,,2132313.0,,,
797,"['javascript', 'jquery', 'iphone', 'events']","{'account_id': 24418, 'reputation': 169903, 'user_id': 62076, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/62c90b6f399e6b95554b2da31ca8619a?s=256&d=identicon&r=PG', 'display_name': 'Alex Wayne', 'link': 'https://stackoverflow.com/users/62076/alex-wayne'}",True,16301,,5,3,1361142957,1264448156,2135037,CC BY-SA 2.5,https://stackoverflow.com/questions/2135037/adding-a-jquery-style-event-handler-of-iphone-os-events,Adding a jQuery style event handler of iPhone OS events,,,,4001918.0,,,
798,['javascript'],"{'user_type': 'does_not_exist', 'display_name': 'user186889'}",True,13935,,3,0,1360815260,1262680714,2004832,CC BY-SA 2.5,https://stackoverflow.com/questions/2004832/write-to-a-textfile-using-javascript,Write to a textfile using Javascript,,,,,,,
799,"['javascript', 'css', 'resize']","{'account_id': 57428, 'reputation': 38276, 'user_id': 172029, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/7dad762f14e1dbd51422909b92db233f?s=256&d=identicon&r=PG', 'display_name': 'David Pfeffer', 'link': 'https://stackoverflow.com/users/172029/david-pfeffer'}",True,4693,,4,5,1360776536,1263489804,2066088,CC BY-SA 2.5,https://stackoverflow.com/questions/2066088/use-css-and-maybe-javascript-to-make-an-element-be-square-or-maintain-a-speci,Use CSS (and maybe JavaScript) to make an element be square (or maintain a specific aspect ratio),,,,2688449.0,,,
800,"['javascript', 'ckeditor']","{'account_id': 50010, 'reputation': 105588, 'user_id': 149080, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/685eca46bfebf9233cc276b415a74ddb?s=256&d=identicon&r=PG', 'display_name': 'AnApprentice', 'link': 'https://stackoverflow.com/users/149080/anapprentice'}",True,7496,,3,5,1360672165,1263442490,2062110,CC BY-SA 2.5,https://stackoverflow.com/questions/2062110/ckeditor-calling-the-fullscreen-action-outside-of-the-ckeditor,"CKEDITOR, calling the FullScreen Action outside of the CKEDITOR",,,,2265285.0,,,
801,"['php', 'javascript', 'jquery', 'jqgrid']","{'account_id': 582789, 'reputation': 11, 'user_id': 243346, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/28b509ae9b77f0a85a4f244ac4aae2d7?s=256&d=identicon&r=PG', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/243346/sam'}",True,5678,,3,1,1360609946,1262881428,2021822,CC BY-SA 2.5,https://stackoverflow.com/questions/2021822/how-to-use-jqgrid-advanced-search-w-serverside-php,How to use jqGrid Advanced Search /w Serverside PHP?,,1262882708.0,,,,,
802,"['javascript', 'jquery', 'firefox-addon', 'greasemonkey']","{'account_id': 41952, 'reputation': 10344, 'user_id': 122075, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/d0d8e9e17b770094ef6b0ecdbc38b309?s=256&d=identicon&r=PG', 'display_name': 'Greg K', 'link': 'https://stackoverflow.com/users/122075/greg-k'}",True,12547,,8,10,1360498626,1263653761,2077714,CC BY-SA 3.0,https://stackoverflow.com/questions/2077714/greasemonkey-require-jquery-not-working-component-not-available,Greasemonkey @require jQuery not working &quot;Component not available&quot;,,1495542687.0,,2077859.0,,,
803,"['javascript', 'jquery', 'string', 'parsing']","{'account_id': 3246, 'reputation': 182189, 'user_id': 4653, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/a525b89ed2980a2bbc41e1f23dc350cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'leora', 'link': 'https://stackoverflow.com/users/4653/leora'}",True,3587,,3,2,1360472949,1263777129,2083372,CC BY-SA 3.0,https://stackoverflow.com/questions/2083372/parse-a-character-out-of-a-string,Parse a character out of a string,,1360472949.0,,2083403.0,,,
804,"['javascript', 'python', 'regex']","{'account_id': 53324, 'reputation': 2201, 'user_id': 2048608, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/62674d4d147766242be85844c0d8e501?s=256&d=identicon&r=PG', 'display_name': 'nikola', 'link': 'https://stackoverflow.com/users/2048608/nikola'}",True,4573,,3,6,1360282133,1264173950,2118261,CC BY-SA 3.0,https://stackoverflow.com/questions/2118261/parse-boolean-arithmetic-including-parentheses-with-regex,Parse boolean arithmetic including parentheses with regex?,,1360282133.0,,2118309.0,,,
805,"['c#', 'javascript', 'activex']","{'account_id': 147013, 'reputation': 2835, 'user_id': 357844, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/d5564fcb58de31f7ca8f5dbc60179fb3?s=256&d=identicon&r=PG', 'display_name': 'Nirajan Singh', 'link': 'https://stackoverflow.com/users/357844/nirajan-singh'}",True,11936,,2,2,1359536819,1263455167,2062794,CC BY-SA 3.0,https://stackoverflow.com/questions/2062794/how-to-use-activex-with-asp-net,How to use ActiveX with ASP.NET,,1340487395.0,,,,,
806,"['javascript', 'jquery', 'drop-down-menu', 'tooltip']","{'account_id': 33759, 'reputation': 35159, 'user_id': 94813, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/309b6e38fe3e1f926bfd6de600ce0346?s=256&d=identicon&r=PG', 'display_name': 'Rakesh Juyal', 'link': 'https://stackoverflow.com/users/94813/rakesh-juyal'}",True,15043,,5,0,1359518722,1263970959,2099564,CC BY-SA 2.5,https://stackoverflow.com/questions/2099564/how-to-add-tooltip-to-a-drop-down-combobox,How to add tooltip to a drop down/combobox?,,1263978974.0,,2101626.0,,,
807,"['javascript', 'html', 'css', 'dreamweaver']","{'account_id': 80875, 'reputation': 49, 'user_id': 228390, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/1383dbb098a3ac7060b337fa71a07d6d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user228390', 'link': 'https://stackoverflow.com/users/228390/user228390'}",True,3053,,5,2,1359472492,1262722058,2008725,CC BY-SA 3.0,https://stackoverflow.com/questions/2008725/using-more-then-one-css-style-sheets-in-one-html-file,Using More then one CSS style sheets in one html file,,1359472492.0,,,,,
808,"['javascript', 'html', 'onchange']","{'account_id': 560577, 'reputation': 171, 'user_id': 129100, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5cf6772ada620272ba30989c4860d986?s=256&d=identicon&r=PG', 'display_name': 'Jim Thomas', 'link': 'https://stackoverflow.com/users/129100/jim-thomas'}",True,3264,,3,1,1359399374,1263399319,2058249,CC BY-SA 2.5,https://stackoverflow.com/questions/2058249/javascript-onchange-different-in-ie-and-firefox,Javascript onchange different in IE and FireFox,,1263402238.0,,,,,
809,"['javascript', 'map', 'openlayers']","{'account_id': 88939, 'reputation': 2608, 'user_id': 245719, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a5b40053ad752cc38282c1ab6741303b?s=256&d=identicon&r=PG', 'display_name': 'zod', 'link': 'https://stackoverflow.com/users/245719/zod'}",True,4193,,3,2,1359066978,1263896340,2092700,CC BY-SA 2.5,https://stackoverflow.com/questions/2092700/way-to-tell-if-a-map-tile-image-has-loaded-successfully-using-openlayers,Way to tell if a map tile image has loaded successfully using OpenLayers,,,,2094899.0,,,
810,['javascript'],"{'account_id': 22510, 'reputation': 6738, 'user_id': 55589, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/jSPqS.jpg?s=256&g=1', 'display_name': 'Darrell Brogdon', 'link': 'https://stackoverflow.com/users/55589/darrell-brogdon'}",True,1719,,7,7,1358821948,1263405555,2059022,CC BY-SA 2.5,https://stackoverflow.com/questions/2059022/is-there-a-benefit-to-defining-variables-together-with-a-comma-vs-separately-in,Is there a benefit to defining variables together with a comma vs separately in JavaScript?,,,,2059148.0,,,
811,['javascript'],"{'account_id': 32489, 'reputation': 495, 'user_id': 90231, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2d27f5c2ce48f9b67f6f2645364c02cd?s=256&d=identicon&r=PG', 'display_name': 'Sarah', 'link': 'https://stackoverflow.com/users/90231/sarah'}",True,4886,,4,5,1358415439,1264361184,2128404,CC BY-SA 2.5,https://stackoverflow.com/questions/2128404/return-only-time-irrelevant-date-javascript,Return only time irrelevant date javascript,,,,,,,
812,"['javascript', 'google-chrome', 'google-chrome-extension']","{'account_id': 45046, 'reputation': 34184, 'user_id': 132528, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/d8f540ed5300b2efbc389da170f9bf14?s=256&d=identicon&r=PG', 'display_name': 'JasCav', 'link': 'https://stackoverflow.com/users/132528/jascav'}",True,8657,,2,0,1358236696,1262453746,1992200,CC BY-SA 2.5,https://stackoverflow.com/questions/1992200/display-dialog-from-chrome-extension,Display Dialog from Chrome Extension,,,,1992790.0,,,
813,"['javascript', 'asp.net-mvc']","{'account_id': 73364, 'reputation': 1177, 'user_id': 211306, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/84ff2f220331dc3a8e0bb2de5c7a29e5?s=256&d=identicon&r=PG', 'display_name': 'Grayson Mitchell', 'link': 'https://stackoverflow.com/users/211306/grayson-mitchell'}",True,11936,,3,3,1358175874,1262645159,2002831,CC BY-SA 2.5,https://stackoverflow.com/questions/2002831/asp-net-mvc-how-can-you-loop-through-model-data-in-javascript,asp.net mvc - how can you loop through model data in javascript,,1262645634.0,,2002860.0,,,
814,"['javascript', 'jquery', 'ajax']","{'account_id': 60511, 'reputation': 884, 'user_id': 180699, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/41d616c4fc39f7c15f169ab3c0c60a24?s=256&d=identicon&r=PG', 'display_name': 'Killercode', 'link': 'https://stackoverflow.com/users/180699/killercode'}",True,1370,,2,2,1358109980,1263764609,2082788,CC BY-SA 2.5,https://stackoverflow.com/questions/2082788/jquery-ajax-loader,jQuery Ajax Loader,,,,2082950.0,,,
815,"['javascript', 'arrays', 'object', 'memory-leaks']","{'account_id': 87773, 'reputation': 1742, 'user_id': 243231, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/b3371764da1c56130ac1204d879d61d1?s=256&d=identicon&r=PG', 'display_name': 'Erwin', 'link': 'https://stackoverflow.com/users/243231/erwin'}",True,11411,,2,10,1357563938,1262614748,1999781,CC BY-SA 2.5,https://stackoverflow.com/questions/1999781/javascript-remove-all-object-elements-of-an-associative-array,javascript: remove all object elements of an associative array,,,,1999795.0,,,
816,"['javascript', 'internet-explorer-8', 'superfish']","{'account_id': 4022, 'reputation': 32095, 'user_id': 5921, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2854463112421fe6a69cfd104d57701c?s=256&d=identicon&r=PG', 'display_name': 'machineghost', 'link': 'https://stackoverflow.com/users/5921/machineghost'}",True,2530,,6,3,1357402086,1264447116,2134914,CC BY-SA 2.5,https://stackoverflow.com/questions/2134914/troubleshooting-help-with-ie8-superfish-problem-on-some-computers-only,Troubleshooting Help With IE8/Superfish Problem on SOME Computers Only,,,,10048000.0,,,
