,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,bounty_amount,bounty_closes_date,accepted_answer_id,closed_date,closed_reason,protected_date,locked_date
592,"['javascript', 'reactjs', 'object']","{'account_id': 21672385, 'reputation': 379, 'user_id': 15989850, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/874434db3ffca6024f34206ad5bc8885?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leo', 'link': 'https://stackoverflow.com/users/15989850/leo'}",True,55,5,0,1657454468,1646479956,71361809,CC BY-SA 4.0,https://stackoverflow.com/questions/71361809/how-to-fix-error-objects-are-not-valid-react-child,How to fix error objects are not valid react child?,1657454468.0,,,71361891.0,,,,
593,"['javascript', 'reactjs']","{'account_id': 21672385, 'reputation': 379, 'user_id': 15989850, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/874434db3ffca6024f34206ad5bc8885?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leo', 'link': 'https://stackoverflow.com/users/15989850/leo'}",True,104,3,0,1657454399,1648452910,71643858,CC BY-SA 4.0,https://stackoverflow.com/questions/71643858/how-to-manage-state-for-navbar-with-multiple-dropdown-items,How to manage state for navbar with multiple dropdown items?,1648454977.0,,,71651070.0,,,,
594,"['javascript', 'reactjs', 'typescript', 'uniswap']","{'account_id': 3904817, 'reputation': 11176, 'user_id': 3231778, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/PlsOt.jpg?s=256&g=1', 'display_name': 'Evandro Pomatti', 'link': 'https://stackoverflow.com/users/3231778/evandro-pomatti'}",True,2228,1,5,1657445264,1646070911,71299100,CC BY-SA 4.0,https://stackoverflow.com/questions/71299100/cant-import-the-named-export-xxx-imported-as-xxx-from-default-exporting-m,Can&#39;t import the named export &#39;XXX&#39; (imported as &#39;XXX&#39;) from default-exporting module (only default export is available),1646074900.0,,,,,,,
595,"['javascript', 'reactjs', 'amazon-web-services', 'deployment', 'aws-amplify']","{'account_id': 18336740, 'reputation': 51, 'user_id': 13353990, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10222784513343272/picture?type=large', 'display_name': 'Dibwe243', 'link': 'https://stackoverflow.com/users/13353990/dibwe243'}",True,777,1,5,1657440678,1648108621,71598801,CC BY-SA 4.0,https://stackoverflow.com/questions/71598801/amplify-react-build-fail-with-module-not-found-error-cant-resolve-compone,Amplify React build fail with &quot;Module not found: Error: Can&#39;t resolve &#39;./components/...&#39; in &#39;/codebuild/output/src313005886/src/client-portal/src&#39; &quot;,1648113826.0,,,,,,,
596,"['javascript', 'angular', 'firebase-authentication']","{'account_id': 15655561, 'reputation': 57, 'user_id': 11295991, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1050b381ad6f6cfc88647460e764cc7?s=256&d=identicon&r=PG&f=1', 'display_name': 'stormshadow854', 'link': 'https://stackoverflow.com/users/11295991/stormshadow854'}",False,110,1,2,1657403815,1646641123,71378140,CC BY-SA 4.0,https://stackoverflow.com/questions/71378140/angular-firebase-google-authentication-import-issue,Angular Firebase Google authentication import issue,1646666832.0,,,,,,,
597,"['javascript', 'firebase', 'firebase-realtime-database']","{'account_id': 24085354, 'reputation': 11, 'user_id': 18059438, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/c5jX0.jpg?s=256&g=1', 'display_name': 'Dilan', 'link': 'https://stackoverflow.com/users/18059438/dilan'}",False,293,1,0,1657386862,1646076132,71300050,CC BY-SA 4.0,https://stackoverflow.com/questions/71300050/cannot-connect-firebase-database-says-export-not-found,Cannot connect firebase database. says export not found,1646088652.0,,,,,,,
598,"['javascript', 'apostrophe-cms']","{'account_id': 5297865, 'reputation': 299, 'user_id': 4228522, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a134596bb0567c13252f5dd193812398?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shaun Hurley', 'link': 'https://stackoverflow.com/users/4228522/shaun-hurley'}",False,56,0,0,1657375246,1648148579,71608090,CC BY-SA 4.0,https://stackoverflow.com/questions/71608090/apostrophe-cms-filtering-apostrophe-events-based-on-a-field-from-the-extended,Apostrophe CMS: filtering apostrophe-events based on a field from the (extended) widget definition,,,,,,,,
599,"['javascript', 'node.js', 'express', 'deployment']","{'account_id': 21648230, 'reputation': 11, 'user_id': 15969238, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjm-kzcaEkhfWeC6mWPFAgPnbzZpTRfUtO3dKwNDg=k-s256', 'display_name': 'Malik Usman', 'link': 'https://stackoverflow.com/users/15969238/malik-usman'}",False,156,0,0,1657318569,1646742416,71395049,CC BY-SA 4.0,https://stackoverflow.com/questions/71395049/my-express-api-is-working-fine-on-localhost-but-after-deploying-it-on-a2-hosting,"my express API is working fine on localhost but after deploying it on A2 hosting, it gives 404 on every route",,,,,,,,
600,"['javascript', 'vue.js']","{'account_id': 15231832, 'reputation': 13325, 'user_id': 10990737, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y8rbe.png?s=256&g=1', 'display_name': 'bill.gates', 'link': 'https://stackoverflow.com/users/10990737/bill-gates'}",False,1210,2,1,1657311479,1646172831,71315223,CC BY-SA 4.0,https://stackoverflow.com/questions/71315223/vue-3-dynamic-component-inside-setup-template,Vue 3 dynamic component inside setup template,,,,,,,,
601,"['javascript', 'angular-material', 'drag-and-drop']","{'account_id': 18577179, 'reputation': 31, 'user_id': 13537546, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/320c7502ff83864665af38c3a56db839?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maxwelllondon', 'link': 'https://stackoverflow.com/users/13537546/maxwelllondon'}",True,1633,3,0,1657289524,1648585949,71668446,CC BY-SA 4.0,https://stackoverflow.com/questions/71668446/argument-of-type-event-is-not-assignable-to-parameter-of-type-cdkdragmoveany,Argument of type &#39;Event&#39; is not assignable to parameter of type &#39;CdkDragMove&lt;any&gt;&#39;,1648628491.0,,,71674008.0,,,,
602,"['javascript', 'reactjs', 'react-native', 'react-hooks']","{'account_id': 24675293, 'reputation': 11, 'user_id': 18569775, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2799521971d72c251e01f1bd650d9546?s=256&d=identicon&r=PG', 'display_name': 'Misualpa', 'link': 'https://stackoverflow.com/users/18569775/misualpa'}",False,219,3,0,1657271268,1648134563,71604951,CC BY-SA 4.0,https://stackoverflow.com/questions/71604951/useeffect-hook-with-firebase-query-only-render-the-initial-empty-array-even-afte,UseEffect hook with firebase query only render the initial empty array even after the array is not empty anymore,1648135207.0,,,,,,,
603,"['javascript', 'c#', 'sql', 'asp.net-core', 'datepicker']","{'account_id': 24472391, 'reputation': 11, 'user_id': 18391931, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f2fa057676c0dc0ee31ec4eb9751518?s=256&d=identicon&r=PG', 'display_name': 'ShahinB', 'link': 'https://stackoverflow.com/users/18391931/shahinb'}",True,260,3,-1,1657265292,1646596066,71373693,CC BY-SA 4.0,https://stackoverflow.com/questions/71373693/change-datepicker-date-format-for-sql,Change Datepicker Date Format for Sql,,,,,,,,
604,"['javascript', 'reactjs', 'react-native', 'use-effect']","{'account_id': 13205500, 'reputation': 175, 'user_id': 9537420, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-GzxWQr-CfM0/AAAAAAAAAAI/AAAAAAAABos/02Okhyvd-xk/photo.jpg?sz=256', 'display_name': 'Tag Howard', 'link': 'https://stackoverflow.com/users/9537420/tag-howard'}",True,174,1,1,1657265037,1648504315,71654133,CC BY-SA 4.0,https://stackoverflow.com/questions/71654133/in-react-useeffect-shoud-l-i-return-an-inline-function-that-calls-another-functi,In React useEffect shoud l I return an inline function that calls another function or just the function itself,1657154051.0,,,,,,,
605,"['javascript', 'strapi', 'headless', 'headless-cms']","{'account_id': 9768602, 'reputation': 898, 'user_id': 7241283, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1297925710272001/picture?type=large', 'display_name': 'SupaMario', 'link': 'https://stackoverflow.com/users/7241283/supamario'}",True,1468,3,1,1657258730,1648284412,71626563,CC BY-SA 4.0,https://stackoverflow.com/questions/71626563/strapi-cms-third-level-populating,Strapi CMS third level populating,1648818884.0,,,71864634.0,,,,
606,"['javascript', 'reactjs', 'gsap']","{'account_id': 15861880, 'reputation': 1382, 'user_id': 11444813, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/486f96182f0f66b683b64b6ded66e80f?s=256&d=identicon&r=PG&f=1', 'display_name': 'eoja', 'link': 'https://stackoverflow.com/users/11444813/eoja'}",False,1725,1,0,1657238510,1648154990,71609269,CC BY-SA 4.0,https://stackoverflow.com/questions/71609269/gsap-scrolltrigger-animation-start-end-positions-dont-update-when-there-is-a-ch,GSAP Scrolltrigger animation start/end positions don&#39;t update when there is a change in another element&#39;s height,1648240991.0,,,,,,,
607,"['javascript', 'reactjs']","{'account_id': 9087021, 'reputation': 25, 'user_id': 6817961, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/dcbd9c9756185b8bfbc6e4fa2abdfdf6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Herman Bj&#248;rnerud', 'link': 'https://stackoverflow.com/users/6817961/herman-bj%c3%b8rnerud'}",True,315,1,0,1657210179,1647821485,71551610,CC BY-SA 4.0,https://stackoverflow.com/questions/71551610/react-zoom-pan-pinch-activation-keys-not-working,react-zoom-pan-pinch activation keys not working,,,,72901082.0,,,,
608,"['javascript', 'node.js', 'reactjs', 'webpack', 'babel-loader']","{'account_id': 183000, 'reputation': 24247, 'user_id': 418110, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4bef1e09ac1a941e91fb985eff54dbfb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chubsdad', 'link': 'https://stackoverflow.com/users/418110/chubsdad'}",False,572,0,1,1657203961,1647828250,71552108,CC BY-SA 4.0,https://stackoverflow.com/questions/71552108/unexpected-token-operator-while-building-webpack-with-mode-production,Unexpected token: operator (&lt;) while building webpack with mode=production,,,,,,,,
609,"['javascript', 'json', 'firebase', 'google-cloud-functions', 'getstream-io']","{'account_id': 20229294, 'reputation': 99, 'user_id': 14836285, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2840e28171b7cd945f1659dab82d590c?s=256&d=identicon&r=PG&f=1', 'display_name': 'ClarenceHD', 'link': 'https://stackoverflow.com/users/14836285/clarencehd'}",False,248,0,1,1657178062,1648722870,71691010,CC BY-SA 4.0,https://stackoverflow.com/questions/71691010/response-is-not-a-valid-json-object-using-streamchat-in-cloud-functions,Response is not a valid JSON object using StreamChat in cloud functions,1648768568.0,,,,,,,
610,"['javascript', 'api', 'curl', 'get']","{'account_id': 1227369, 'reputation': 5949, 'user_id': 1192687, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/gjjbb.jpg?s=256&g=1', 'display_name': 'BurebistaRuler', 'link': 'https://stackoverflow.com/users/1192687/burebistaruler'}",False,1532,1,0,1657123701,1647861844,71556828,CC BY-SA 4.0,https://stackoverflow.com/questions/71556828/get-api-data-using-curl-command,GET api data using curl command,,,,,,,,
611,"['javascript', 'node.js', 'async-await', 'promise']","{'account_id': 18165061, 'reputation': 1, 'user_id': 13215811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ba44ea2a8666900261deac17e2c3809?s=256&d=identicon&r=PG&f=1', 'display_name': 'mert', 'link': 'https://stackoverflow.com/users/13215811/mert'}",False,189,1,-1,1657117583,1646090097,71302075,CC BY-SA 4.0,https://stackoverflow.com/questions/71302075/i-want-to-use-a-promise-return-value-inside-the-get-method-nodejs-rest-api,I want to use a promise return value inside the get method. nodejs rest api,1657117583.0,,,,,,,
612,"['javascript', 'html', 'pyodide']","{'account_id': 23743446, 'reputation': 61, 'user_id': 17761216, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fGahu.jpg?s=256&g=1', 'display_name': 'Jotham', 'link': 'https://stackoverflow.com/users/17761216/jotham'}",True,938,2,1,1657102921,1646472829,71361052,CC BY-SA 4.0,https://stackoverflow.com/questions/71361052/how-to-show-console-output-in-html-body,How to show console output in HTML body,,,,,,,,
613,"['javascript', 'node.js', 'twilio', 'sms', 'twilio-api']","{'account_id': 19227963, 'reputation': 164, 'user_id': 14050441, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/338debf1f26822695ea652db5928db6c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Izlia', 'link': 'https://stackoverflow.com/users/14050441/izlia'}",True,292,1,0,1657099275,1647462957,71503947,CC BY-SA 4.0,https://stackoverflow.com/questions/71503947/how-to-send-sms-masive-in-twilio-with-nodejs,How to send SMS masive in Twilio with Nodejs?,1647472649.0,,,71505484.0,,,,
614,"['javascript', 'vue.js', 'vuejs3']","{'account_id': 9730232, 'reputation': 739, 'user_id': 7215536, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/63162c3b4489f56a373ae2fb8efb9ac3?s=256&d=identicon&r=PG&f=1', 'display_name': 'calin24', 'link': 'https://stackoverflow.com/users/7215536/calin24'}",True,1237,4,0,1657096945,1648568078,71664934,CC BY-SA 4.0,https://stackoverflow.com/questions/71664934/async-await-not-working-in-composable-function-vue-3,async await not working in composable function vue 3,1648568169.0,,,71672347.0,,,,
615,"['javascript', 'echarts', 'apache-echarts']","{'account_id': 15605931, 'reputation': 681, 'user_id': 11258651, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-PsV1tZg8_B8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfy0pGrDGhH4IA4ll65e1MCSgfYFQ/mo/photo.jpg?sz=256', 'display_name': 'joenpc npcsolution', 'link': 'https://stackoverflow.com/users/11258651/joenpc-npcsolution'}",False,134,1,0,1657064167,1647490986,71507086,CC BY-SA 4.0,https://stackoverflow.com/questions/71507086/how-to-drag-drop-multiple-line-on-epache-echarts,How to drag drop multiple line on epache echarts?,,,,,,,,
616,"['javascript', 'ios', 'safari', 'speech-to-text', 'webspeech-api']","{'account_id': 20113085, 'reputation': 31, 'user_id': 14749107, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgWzckpYYleN4g2X-91Ekvwj8zuQk0v_LXSIMKOAg=k-s256', 'display_name': '&#193;lvaro Jos&#233; Baranoski', 'link': 'https://stackoverflow.com/users/14749107/%c3%81lvaro-jos%c3%a9-baranoski'}",True,318,1,1,1657054306,1647025819,71443569,CC BY-SA 4.0,https://stackoverflow.com/questions/71443569/bad-results-on-web-speech-recognition-on-safari-browser,Bad results on web speech recognition on safari browser,1647262256.0,,,72875379.0,,,,
617,"['javascript', 'api']","{'account_id': 22886990, 'reputation': 1, 'user_id': 18624527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/602068d27b1763630c0c6e48482413a6?s=256&d=identicon&r=PG', 'display_name': 'gegelo71', 'link': 'https://stackoverflow.com/users/18624527/gegelo71'}",False,217,1,0,1657050925,1648589121,71668945,CC BY-SA 4.0,https://stackoverflow.com/questions/71668945/problem-in-telegram-bot-logic-on-node-telegram-bot-api,Problem in Telegram bot logic on node-telegram-bot-api,,,,,,,,
618,"['javascript', 'object', 'window']","{'account_id': 427754, 'reputation': 607, 'user_id': 809673, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/rB2FJ.png?s=256&g=1', 'display_name': 'John Peden', 'link': 'https://stackoverflow.com/users/809673/john-peden'}",True,90,2,0,1657048852,1646392347,71350600,CC BY-SA 4.0,https://stackoverflow.com/questions/71350600/adding-deep-nested-object-properties-to-window-in-js,Adding deep nested object properties to Window in JS,,,,71350734.0,,,,
619,"['javascript', 'kotlin', 'kotlin-multiplatform', 'kotlin-js', 'async-iterator']","{'account_id': 12069213, 'reputation': 113, 'user_id': 8825153, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-MjCgFKF22vU/AAAAAAAAAAI/AAAAAAAABE0/--dX3rSH9A8/photo.jpg?sz=256', 'display_name': 'Julius', 'link': 'https://stackoverflow.com/users/8825153/julius'}",False,94,1,3,1657037669,1648034058,71586237,CC BY-SA 4.0,https://stackoverflow.com/questions/71586237/how-to-use-asyncgenerators-with-kotlin-js,How to use AsyncGenerators with Kotlin/JS?,1648527757.0,,,,,,,
620,"['javascript', 'c++', 'emscripten']","{'account_id': 12575730, 'reputation': 95, 'user_id': 9270508, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WEFNR.jpg?s=256&g=1', 'display_name': 'holycreeper', 'link': 'https://stackoverflow.com/users/9270508/holycreeper'}",False,164,0,0,1657030565,1646189812,71316934,CC BY-SA 4.0,https://stackoverflow.com/questions/71316934/emscripten-how-to-use-compiled-c-code-via-import-require,Emscripten: how to use compiled C++ code via import/require,1657030565.0,,,,,,,
621,"['javascript', 'reactjs', 'react-native', 'react-functional-component']","{'account_id': 1585939, 'reputation': 189, 'user_id': 1470296, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/gYfCn.jpg?s=256&g=1', 'display_name': 'Marke', 'link': 'https://stackoverflow.com/users/1470296/marke'}",False,357,1,0,1657029329,1648087605,71596251,CC BY-SA 4.0,https://stackoverflow.com/questions/71596251/react-native-app-rendering-screen-slow-with-reusable-functional-components,React Native App rendering screen slow with reusable functional components,,,,,,,,
622,"['javascript', 'supabase']","{'account_id': 17660961, 'reputation': 127, 'user_id': 12819433, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/793371e916a023e808e0e6f793e2b439?s=256&d=identicon&r=PG', 'display_name': 'Electric Dragon', 'link': 'https://stackoverflow.com/users/12819433/electric-dragon'}",True,1292,2,0,1657021691,1646071393,71299196,CC BY-SA 4.0,https://stackoverflow.com/questions/71299196/syntaxerror-unexpected-identifier-supabase-expected-after-variable-decla,SyntaxError: Unexpected identifier &#39;supabase&#39;. Expected &#39;;&#39; after variable declaration,,,,72868914.0,,,,
623,"['javascript', 'node.js', 'json', 'vue.js', 'eslint']","{'account_id': 22356206, 'reputation': 21, 'user_id': 18483726, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjNWK9RIGlGLHF9IZZMt9WtiVZxreGFzxoXta-SyA=k-s256', 'display_name': 'Simbarashe Mutasa', 'link': 'https://stackoverflow.com/users/18483726/simbarashe-mutasa'}",True,1709,2,2,1657015670,1647440424,71498728,CC BY-SA 4.0,https://stackoverflow.com/questions/71498728/failed-to-load-plugin-vue-declared-in-package-json,Failed to load plugin &#39;vue&#39; declared in &#39;package.json&#39;,,,,,,,,
624,"['javascript', 'reactjs', 'mongodb', 'heroku', 'mongoose']","{'account_id': 24652830, 'reputation': 1, 'user_id': 18549764, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjBrNIgj67bSkq8H0c0fmoh7bciDD3m9l4qrBjR=k-s256', 'display_name': 'Randy Thomas', 'link': 'https://stackoverflow.com/users/18549764/randy-thomas'}",False,206,2,0,1656980682,1647999621,71580874,CC BY-SA 4.0,https://stackoverflow.com/questions/71580874/heroku-error-cannot-find-module-mongoose,Heroku Error. Cannot find module &#39;Mongoose&#39;,,,,,,,,
625,"['javascript', 'c#', 'node.js', 'debugging', 'visual-studio-code']","{'account_id': 22440226, 'reputation': 336, 'user_id': 16644879, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy3i1_LQE1-1VCnuc1MLwgbjy1UWfSjZYjZCzUA=k-s256', 'display_name': 'Developer Mister', 'link': 'https://stackoverflow.com/users/16644879/developer-mister'}",True,201,2,1,1656958787,1646468600,71360618,CC BY-SA 4.0,https://stackoverflow.com/questions/71360618/vscode-debug-c-how-to-prevent-opening-internal-debug-console,VSCode debug C# _ How to prevent opening internal debug console,1646501912.0,,,72856702.0,,,,
626,"['javascript', 'django', 'google-authentication', 'google-identity']","{'account_id': 23960878, 'reputation': 59, 'user_id': 17950970, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/115611414325611/picture?type=large', 'display_name': 'Kjobber', 'link': 'https://stackoverflow.com/users/17950970/kjobber'}",True,332,1,3,1656956787,1646578414,71371354,CC BY-SA 4.0,https://stackoverflow.com/questions/71371354/why-google-authgoogle-identity-blank-popup-in-django,Why Google-Auth(Google Identity) Blank popup in Django?,1646619744.0,,,,,,,
627,"['javascript', 'vue.js', 'material-ui']","{'account_id': 7003061, 'reputation': 852, 'user_id': 5368448, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/c0a99517c180eaf6b58e59246fc27b3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marc Fletcher', 'link': 'https://stackoverflow.com/users/5368448/marc-fletcher'}",True,1850,2,3,1656951451,1648501519,71653726,CC BY-SA 4.0,https://stackoverflow.com/questions/71653726/vuetify-3-beta-gives-error-could-not-find-injected-vuetify-layout,Vuetify 3 beta gives &quot;Error: Could not find injected Vuetify layout&quot;,,,,,,,,
628,"['javascript', 'matrix', 'sdk']","{'account_id': 24448536, 'reputation': 11, 'user_id': 18371095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22bfda29850be36db236aa833677e605?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/18371095/ben'}",False,486,1,1,1656937467,1646378024,71347762,CC BY-SA 4.0,https://stackoverflow.com/questions/71347762/matrix-js-sdk-get-all-messages-from-room,matrix-js-sdk get all messages from room,,,,,,,,
629,"['javascript', 'python', 'flask', 'plotly']","{'account_id': 19009313, 'reputation': 231, 'user_id': 13875491, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiN0UzdqzewHdVAAROljrXHMjAHSK8DgltZjRRE=k-s256', 'display_name': 'Jaroslav Kotrba', 'link': 'https://stackoverflow.com/users/13875491/jaroslav-kotrba'}",True,406,1,1,1656926856,1647518267,71511916,CC BY-SA 4.0,https://stackoverflow.com/questions/71511916/flask-plotly-responsive-in-browser,Flask Plotly Responsive in Browser,,,,,,,,
630,"['javascript', 'node.js', 'reactjs', 'testing', 'jestjs']","{'account_id': 23794617, 'reputation': 81, 'user_id': 17805649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad74c71078db20e08e973a52a77ee5d2?s=256&d=identicon&r=PG', 'display_name': 'Tomi1368', 'link': 'https://stackoverflow.com/users/17805649/tomi1368'}",True,2820,1,4,1656921698,1646537705,71367514,CC BY-SA 4.0,https://stackoverflow.com/questions/71367514/vite-jest-react-testing,Vite / Jest / React-Testing,1646555592.0,,,,,,,
631,"['javascript', 'ionic6']","{'account_id': 24445425, 'reputation': 31, 'user_id': 18368455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/772f3c989b0ec256ccbdfbf17dd55dd1?s=256&d=identicon&r=PG', 'display_name': 'Alban', 'link': 'https://stackoverflow.com/users/18368455/alban'}",False,316,1,3,1656920588,1646351267,71345100,CC BY-SA 4.0,https://stackoverflow.com/questions/71345100/how-to-add-event-listener-on-month-change-event-in-an-ion-datetime-object,How to add event listener on month change event in an ion-datetime object?,,,,,,,,
632,"['javascript', 'node.js', 'arrays', 'reactjs']","{'account_id': 24102348, 'reputation': 523, 'user_id': 18074016, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg7vHTMBbR3FSKR4sQTVCR3_H_LpQl42wL4u_WorQ=k-s256', 'display_name': 'Jerin', 'link': 'https://stackoverflow.com/users/18074016/jerin'}",True,93,2,-1,1656908021,1647175885,71456920,CC BY-SA 4.0,https://stackoverflow.com/questions/71456920/what-is-the-best-way-to-split-data-based-on-product-owners-in-reactjs-or-nodejs,What is the best way to split data based on product owners in reactjs or nodejs,1647175950.0,,,71482756.0,,,,
633,"['javascript', 'variables']","{'account_id': 24410384, 'reputation': 1, 'user_id': 18337921, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjsAvYD4YWrSsZEC5jXoJnqCbTCzuPgLFGxOwPG4w=k-s256', 'display_name': 'Caden Skidmore', 'link': 'https://stackoverflow.com/users/18337921/caden-skidmore'}",False,35,0,0,1656877893,1646086296,71301611,CC BY-SA 4.0,https://stackoverflow.com/questions/71301611/how-can-i-use-variables-in-navigator-share-data,How can I use variables in navigator.share data?,1656877893.0,,,,,,,
634,['javascript'],"{'account_id': 21811123, 'reputation': 377, 'user_id': 16108670, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f8002979d61f5027663d6f931785f963?s=256&d=identicon&r=PG&f=1', 'display_name': 'User123123', 'link': 'https://stackoverflow.com/users/16108670/user123123'}",True,61,2,-1,1656877831,1648265741,71625113,CC BY-SA 4.0,https://stackoverflow.com/questions/71625113/call-a-function-inside-a-function-and-return-a-value,Call a function inside a function and return a value,1656877831.0,,,,,,,
635,"['javascript', 'reactjs', 'next.js', 'tailwind-css']","{'account_id': 16404664, 'reputation': 143, 'user_id': 11860534, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-dFSlKceJuQY/AAAAAAAAAAI/AAAAAAAAAvs/7Y5SBiMdCo0/photo.jpg?sz=256', 'display_name': 'Felipe Cristiano', 'link': 'https://stackoverflow.com/users/11860534/felipe-cristiano'}",True,305,1,0,1656840244,1646351035,71345077,CC BY-SA 4.0,https://stackoverflow.com/questions/71345077/tailwind-not-loaded-with-nextjs,Tailwind not loaded with nextjs,,,,,,,,
636,"['javascript', 'html', 'css']","{'account_id': 19190777, 'reputation': 3, 'user_id': 14020542, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gji8iIkZf3_LbTxo2MIeffiLYAiE7ABBMKUVQGITQ=k-s256', 'display_name': 'Kristo T&#228;nak', 'link': 'https://stackoverflow.com/users/14020542/kristo-t%c3%a4nak'}",True,249,2,0,1656822544,1646895565,71419988,CC BY-SA 4.0,https://stackoverflow.com/questions/71419988/visual-studio-code-live-server-injects-a-white-div-to-the-bottom-of-the-html-pag,Visual Studio Code Live server injects a white div to the bottom of the HTML page,,,,,,,,
637,"['javascript', 'reactjs', 'react-hooks']","{'account_id': 20655281, 'reputation': 1, 'user_id': 15164555, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41b187ea08bc05c9357c5dd9672822dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Srk_cansolve', 'link': 'https://stackoverflow.com/users/15164555/srk-cansolve'}",True,429,1,0,1656721261,1648138907,71605961,CC BY-SA 4.0,https://stackoverflow.com/questions/71605961/blank-screen-after-wrapping-app-component-with-react-context,blank screen after wrapping App component with react-context,1648157304.0,,,,,,,
638,"['javascript', 'forms', 'radio-button']","{'account_id': 171834, 'reputation': 7031, 'user_id': 399508, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/030ea300bdf13a1dc0f0a20db6a9205d?s=256&d=identicon&r=PG', 'display_name': 'software is fun', 'link': 'https://stackoverflow.com/users/399508/software-is-fun'}",False,34,0,0,1656695223,1646150193,71311216,CC BY-SA 4.0,https://stackoverflow.com/questions/71311216/radio-input-onchange-display-label-innertext-in-textbox,Radio Input onchange display label innerText in textbox,1656695223.0,,,,,,,
