,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
692,"['javascript', 'angular', 'typescript']","{'account_id': 16350913, 'reputation': 117, 'user_id': 11809464, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AU9e5.jpg?s=256&g=1', 'display_name': 'Muhammad Shaeel', 'link': 'https://stackoverflow.com/users/11809464/muhammad-shaeel'}",True,1599,,64416156.0,4,0,1634632505,1603040474,64415981,CC BY-SA 4.0,https://stackoverflow.com/questions/64415981/error-typeerror-cannot-set-property-firstname-of-undefined-at-new-usercompone,ERROR TypeError: Cannot set property &#39;firstname&#39; of undefined at new UserComponent,1603091334.0,,
693,"['javascript', 'reactjs', 'create-react-app', 'service-worker']","{'account_id': 1616221, 'reputation': 58, 'user_id': 1493828, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JDAyx.png?s=256&g=1', 'display_name': 'Tomas Di Vito', 'link': 'https://stackoverflow.com/users/1493828/tomas-di-vito'}",True,1313,,64612155.0,2,1,1634579649,1603738806,64543404,CC BY-SA 4.0,https://stackoverflow.com/questions/64543404/serviceworker-update-loop-create-react-app,ServiceWorker Update loop - Create react app,1603739733.0,,
694,"['javascript', 'node.js', 'adonis.js', 'japa']","{'account_id': 12478090, 'reputation': 1, 'user_id': 12487226, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1VFDm.jpg?s=256&g=1', 'display_name': 'Jaimerson', 'link': 'https://stackoverflow.com/users/12487226/jaimerson'}",True,514,,,1,0,1634554350,1602892351,64397791,CC BY-SA 4.0,https://stackoverflow.com/questions/64397791/change-production-env-to-test-env-in-adonis-5,Change production env to test env in adonis 5,1634554350.0,,
695,"['javascript', 'eslint', 'lint']","{'account_id': 9252457, 'reputation': 587, 'user_id': 6872532, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://graph.facebook.com/1191247364279088/picture?type=large', 'display_name': 'Alexander Donets', 'link': 'https://stackoverflow.com/users/6872532/alexander-donets'}",False,1516,,,1,4,1634514115,1603807108,64556068,CC BY-SA 4.0,https://stackoverflow.com/questions/64556068/eslint-how-can-i-restrict-certain-paths-with-no-restricted-imports-but-allow,ESLint: How can I restrict certain paths with &quot;no-restricted-imports&quot; but allow subpaths?,,,
696,"['javascript', 'reactjs', 'sublimetext3']","{'account_id': 19104400, 'reputation': 69, 'user_id': 13951882, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GguHyk6W4KCIYNQMdlZqI6vj8mXsFcfCI7QuR99=k-s256', 'display_name': 'Kaihua Hou', 'link': 'https://stackoverflow.com/users/13951882/kaihua-hou'}",True,516,,,1,0,1634387961,1603657411,64528395,,https://stackoverflow.com/questions/64528395/syntax-highlighting-error-of-jsx-in-sublime-text,syntax highlighting error of jsx in sublime text,,1634417478.0,Duplicate
697,"['javascript', 'biginteger']","{'account_id': 19701239, 'reputation': 97, 'user_id': 14423951, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-r87RCy_dvug/AAAAAAAAAAI/AAAAAAAACKw/AMZuucn7KG9S_5ZfuB1vV1t4AwIKvrF2Kg/s96-c/photo.jpg?sz=256', 'display_name': 'AdolfJames Urian', 'link': 'https://stackoverflow.com/users/14423951/adolfjames-urian'}",False,705,,,1,2,1634224766,1603685280,64531403,,https://stackoverflow.com/questions/64531403/how-can-i-convert-bigint-to-float-in-js,How can I convert BigInt to float in js?,,1634238860.0,Needs details or clarity
698,"['javascript', 'reactjs', 'react-select']","{'account_id': 15746713, 'reputation': 108, 'user_id': 11362419, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WLVOM.jpg?s=256&g=1', 'display_name': 'Mr Sindhu', 'link': 'https://stackoverflow.com/users/11362419/mr-sindhu'}",True,473,,69572220.0,1,3,1634220609,1601740489,64186144,CC BY-SA 4.0,https://stackoverflow.com/questions/64186144/could-not-find-a-declaration-file-for-module-react-select-async,Could not find a declaration file for module &#39;react-select/async&#39;,,,
699,"['javascript', 'node.js', 'agora.io', 'agora-web-sdk-ng']","{'account_id': 904235, 'reputation': 7402, 'user_id': 939501, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/5TVE2.png?s=256&g=1', 'display_name': 'vishal dharankar', 'link': 'https://stackoverflow.com/users/939501/vishal-dharankar'}",True,6129,,64579238.0,4,1,1634217403,1603821800,64560370,CC BY-SA 4.0,https://stackoverflow.com/questions/64560370/getting-can-not-get-gateway-server-exception-on-joining-a-call,Getting CAN_NOT_GET_GATEWAY_SERVER exception on joining a call,,,
700,"['javascript', 'functional-programming', 'ramda.js', 'folktale', 'crocks']","{'account_id': 6331986, 'reputation': 138, 'user_id': 4916654, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8b81b16f2abfbe9d498e46407d2ec76e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Justin Hoyt', 'link': 'https://stackoverflow.com/users/4916654/justin-hoyt'}",True,331,,64253478.0,1,2,1634141541,1602043846,64237070,CC BY-SA 4.0,https://stackoverflow.com/questions/64237070/how-to-extract-the-value-out-of-monads-in-the-crocks-javascript-library,How to extract the value out of Monads in the Crocks javascript library,1634141541.0,,
701,"['javascript', 'reactjs', 'react-props', 'google-maps-react']","{'account_id': 8623116, 'reputation': 2162, 'user_id': 6457247, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/47868d53bb9dff22de781935666b5031?s=256&d=identicon&r=PG&f=1', 'display_name': 'AltBrian', 'link': 'https://stackoverflow.com/users/6457247/altbrian'}",False,1162,,,1,0,1634109128,1602947832,64404025,CC BY-SA 4.0,https://stackoverflow.com/questions/64404025/error-you-must-include-a-google-prop-when-using-google-maps-react-in-react,Error: You must include a `google` prop when using &#39;google-maps-react&#39; in React App,1602949668.0,,
702,"['javascript', 'jquery', 'sharepoint', 'sharepoint-online']","{'account_id': 1950358, 'reputation': 76, 'user_id': 1754582, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d8d9c32927c95d48a5372c70c0f9ad02?s=256&d=identicon&r=PG', 'display_name': 'three7studio', 'link': 'https://stackoverflow.com/users/1754582/three7studio'}",False,696,,,1,0,1634077801,1602187873,64269948,CC BY-SA 4.0,https://stackoverflow.com/questions/64269948/sharepoint-modern-site-call-js-function-after-page-load,Sharepoint Modern Site - Call JS Function After Page Load,,,
703,"['javascript', 'reactjs', 'antd']","{'account_id': 19349564, 'reputation': 47, 'user_id': 14147282, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-xwP4JlH70Hw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmzg9YT45ccz70drF-w5dSO9lQT-w/photo.jpg?sz=256', 'display_name': 'Daniel Wang', 'link': 'https://stackoverflow.com/users/14147282/daniel-wang'}",True,2455,,,2,2,1634045755,1602909729,64399070,CC BY-SA 4.0,https://stackoverflow.com/questions/64399070/typeerror-namelist-map-is-not-a-function-by-using-antd-validatefields-and-get,TypeError: nameList.map is not a function by using antd validateFields() and getFieldValue get value null,1602938621.0,,
704,['javascript'],"{'account_id': 19652751, 'reputation': 13, 'user_id': 14386136, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e54271c39f78d95f38589b297b2df7fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'scottyb', 'link': 'https://stackoverflow.com/users/14386136/scottyb'}",True,508,,64188319.0,2,1,1634037319,1601751670,64187938,CC BY-SA 4.0,https://stackoverflow.com/questions/64187938/why-is-this-sorting-function-returning-the-object-in-the-wrong-order,Why is this sorting function returning the object in the wrong order?,1634037319.0,,
705,"['javascript', 'reactjs', 'material-ui']","{'account_id': 3145071, 'reputation': 714, 'user_id': 2659696, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f6710469f3320ac7895d51f7f52c5935?s=256&d=identicon&r=PG', 'display_name': 'Valerxx22', 'link': 'https://stackoverflow.com/users/2659696/valerxx22'}",True,1993,,64142800.0,3,2,1633958117,1601485062,64142344,CC BY-SA 4.0,https://stackoverflow.com/questions/64142344/material-ui-slider-component-update-state-on-mouse-release-while-sliding-in-re,"Material UI Slider component, update state on mouse release, while sliding in real time",,,
706,"['javascript', 'reactjs', 'ag-grid', 'ag-grid-react']","{'account_id': 4633522, 'reputation': 2141, 'user_id': 3755353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9a3bdf4e88381bb2eecaf937d748a37?s=256&d=identicon&r=PG&f=1', 'display_name': 'ranjeet8082', 'link': 'https://stackoverflow.com/users/3755353/ranjeet8082'}",True,715,,64153055.0,1,2,1633887356,1601541735,64151825,CC BY-SA 4.0,https://stackoverflow.com/questions/64151825/editable-group-cell-in-ag-grid,Editable group cell in ag grid,1633887356.0,,
707,"['javascript', 'parceljs']","{'account_id': 17554788, 'reputation': 1139, 'user_id': 12734467, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a64d38868c4aa7c1d1e44c78a49af2bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'kwsp', 'link': 'https://stackoverflow.com/users/12734467/kwsp'}",True,1403,,,1,2,1633833429,1603116399,64429055,CC BY-SA 4.0,https://stackoverflow.com/questions/64429055/parcel-and-global-variables-in-js,parcel and global variables in js,1604673239.0,,
708,"['javascript', 'cube.js']","{'account_id': 7782925, 'reputation': 1, 'user_id': 5888786, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10209150382136759/picture?type=large', 'display_name': 'Thibaut ', 'link': 'https://stackoverflow.com/users/5888786/thibaut'}",True,1194,,,1,0,1633755729,1602840782,64386584,CC BY-SA 4.0,https://stackoverflow.com/questions/64386584/cube-js-playground-error-while-loading-db-schema,Cube.js Playground: Error while loading DB schema,1602846250.0,,
709,"['javascript', 'reactjs', 'datagrid', 'material-ui']","{'account_id': 18293055, 'reputation': 97, 'user_id': 13319471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34fcc7b099092bd057f45c33389e87a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'SerbanRamon', 'link': 'https://stackoverflow.com/users/13319471/serbanramon'}",True,26227,,,6,7,1633703472,1602067944,64242542,CC BY-SA 4.0,https://stackoverflow.com/questions/64242542/src-app-js-module-not-found-cant-resolve-material-ui-data-grid-in-xxx,./src/App.js Module not found: Can&#39;t resolve &#39;@material-ui/data-grid&#39; in xxx,,,
710,"['javascript', 'html', 'iframe', 'powerbi']","{'account_id': 12713864, 'reputation': 31, 'user_id': 9236623, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y05c9.jpg?s=256&g=1', 'display_name': 'jennifer adams', 'link': 'https://stackoverflow.com/users/9236623/jennifer-adams'}",True,1888,,,2,3,1633699596,1603204133,64447297,CC BY-SA 4.0,https://stackoverflow.com/questions/64447297/remove-share-bar-from-power-bi-public-embed,Remove share bar from power bi public embed,1603229244.0,,
711,"['javascript', 'node.js', 'curl', 'axios', 'postman']","{'account_id': 10824867, 'reputation': 153, 'user_id': 7961057, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0491bf17a32cfd121db959cffe601ceb?s=256&d=identicon&r=PG&f=1', 'display_name': 'neeraj mdas', 'link': 'https://stackoverflow.com/users/7961057/neeraj-mdas'}",False,202,,,2,1,1633669531,1603178109,64440243,CC BY-SA 4.0,https://stackoverflow.com/questions/64440243/axios-library-failing-to-respond-for-post-request-trying-with-curl-and-postman,"Axios library failing to respond for post request, trying with curl and postman works",,,
712,"['javascript', 'ruby-on-rails', 'capybara', 'pickadate', 'luxon']","{'account_id': 1824447, 'reputation': 3170, 'user_id': 1657639, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/94504d99f1d8559e8cb58591ee42a34b?s=256&d=identicon&r=PG', 'display_name': 'mr rogers', 'link': 'https://stackoverflow.com/users/1657639/mr-rogers'}",False,124,,,2,1,1633612974,1603865055,64567264,CC BY-SA 4.0,https://stackoverflow.com/questions/64567264/testing-pickadate-with-jest,Testing pickadate with jest,,,
713,"['javascript', 'reactjs']","{'account_id': 17071194, 'reputation': 237, 'user_id': 12351934, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46bdd3920e5a52d929500f54556ba449?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alanaj', 'link': 'https://stackoverflow.com/users/12351934/alanaj'}",True,843,,,2,0,1633602454,1601923936,64214532,CC BY-SA 4.0,https://stackoverflow.com/questions/64214532/how-to-filter-through-a-table-with-react,How to filter through a table with React?,,,
714,"['javascript', 'reactjs', 'react-big-calendar']","{'account_id': 11248677, 'reputation': 61, 'user_id': 8250522, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dad326d789922b160ef1f94c49b02c41?s=256&d=identicon&r=PG&f=1', 'display_name': 'sammy mbugua', 'link': 'https://stackoverflow.com/users/8250522/sammy-mbugua'}",False,370,,,1,2,1633553726,1602006260,64231158,CC BY-SA 4.0,https://stackoverflow.com/questions/64231158/react-big-calendar-using-hooks-inside-onnavigate-prevents-navigation,React Big Calendar using hooks inside onNavigate prevents navigation,,,
715,"['javascript', 'html', 'function']","{'account_id': 19691976, 'reputation': 32, 'user_id': 14416724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2184c0e530f1b970059ab58553380f26?s=256&d=identicon&r=PG&f=1', 'display_name': 'Igor', 'link': 'https://stackoverflow.com/users/14416724/igor'}",True,30,,64541305.0,2,-2,1633510512,1603729103,64541000,,https://stackoverflow.com/questions/64541000/reverse-words-function-doesnt-work-and-i-get-multiple-errors,Reverse words function doesn&#39;t work and i get multiple errors,1633510512.0,1603734413.0,Duplicate
716,"['javascript', 'reactjs', 'internationalization', 'next.js', 'i18next']","{'account_id': 2425518, 'reputation': 20425, 'user_id': 2117550, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/8iBJ9.jpg?s=256&g=1', 'display_name': 'Kosmetika', 'link': 'https://stackoverflow.com/users/2117550/kosmetika'}",False,3223,,,1,2,1633449415,1604094515,64616196,CC BY-SA 4.0,https://stackoverflow.com/questions/64616196/next-js-v10-internalisation-getstaticprops-always-return-default-locale,Next.js v10 Internalisation - getStaticProps always return default locale,,,
717,"['javascript', 'node.js', 'typescript', 'nestjs']","{'account_id': 13269515, 'reputation': 1154, 'user_id': 9581062, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Patrick Lumenus', 'link': 'https://stackoverflow.com/users/9581062/patrick-lumenus'}",True,3890,,,2,4,1633428937,1602487821,64313399,CC BY-SA 4.0,https://stackoverflow.com/questions/64313399/how-to-properly-sanitize-nestjs-input,How to Properly Sanitize NestJS Input?,,,
718,"['javascript', 'firebase', 'firebase-realtime-database']","{'account_id': 19211573, 'reputation': 1690, 'user_id': 14037283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0af08b0c329963626eb9f672b7ed35cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'tonitone120', 'link': 'https://stackoverflow.com/users/14037283/tonitone120'}",True,596,,64359533.0,1,0,1633425717,1602700071,64359423,CC BY-SA 4.0,https://stackoverflow.com/questions/64359423/firebases-realtime-databases-startat-isnt-working-as-expected,Firebase&#39;s Realtime Database&#39;s `startAt` isn&#39;t working as expected,1633425717.0,,
719,"['javascript', 'reactjs', 'react-dom']","{'account_id': 14784899, 'reputation': 977, 'user_id': 10677384, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yxjmM.jpg?s=256&g=1', 'display_name': 'SK7', 'link': 'https://stackoverflow.com/users/10677384/sk7'}",True,6508,,64710217.0,5,9,1633410512,1603442756,64496815,CC BY-SA 4.0,https://stackoverflow.com/questions/64496815/get-request-returns-index-html-doc-instead-of-json-data,GET request returns index.html doc instead of json data,1605527029.0,,
720,"['javascript', 'html']","{'account_id': 17791244, 'reputation': 47, 'user_id': 12920200, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MBAC8.jpg?s=256&g=1', 'display_name': 'Ng&#244; Trọng Ph&#250;c', 'link': 'https://stackoverflow.com/users/12920200/ng%c3%b4-tr%e1%bb%8dng-ph%c3%bac'}",False,979,,,1,0,1633357878,1603617248,64522075,CC BY-SA 4.0,https://stackoverflow.com/questions/64522075/how-to-disable-the-onclick-event-of-a-draggable-button,How to disable the onclick event of a draggable button?,,,
721,"['javascript', 'http', 'nginx', 'https']","{'account_id': 19310311, 'reputation': 49, 'user_id': 14524854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e1fd5001815d2cbdd0a3320619febef?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max Gertner', 'link': 'https://stackoverflow.com/users/14524854/max-gertner'}",True,5016,,,2,2,1633319777,1603747069,64545112,CC BY-SA 4.0,https://stackoverflow.com/questions/64545112/how-to-fix-http-414-request-uri-too-large-error-on-nginx,How to fix http 414 Request-URI Too Large error on nginx?,,,
722,"['javascript', 'node.js', 'heroku', 'graphql', 'apollo-server']","{'account_id': 15366196, 'reputation': 11, 'user_id': 11085645, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1145601468952436/picture?type=large', 'display_name': 'Dian Kumanov', 'link': 'https://stackoverflow.com/users/11085645/dian-kumanov'}",False,64,,,0,1,1633201642,1603978250,64592128,CC BY-SA 4.0,https://stackoverflow.com/questions/64592128/heroku-node-error-cannot-find-module-config-js-require-stack-app-ut,"Heroku + Node &quot;Error: Cannot find module &#39;../config.js&#39; Require stack: - /app/util/check-auth.js, - /app/graphql/resolvers/posts.js, - /app/index.js",,,
723,"['javascript', 'higher-order-functions']","{'account_id': 10855476, 'reputation': 205, 'user_id': 7981982, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4e03feede651d4428f899df911884df?s=256&d=identicon&r=PG&f=1', 'display_name': 'jan ', 'link': 'https://stackoverflow.com/users/7981982/jan'}",True,224,,,3,0,1632985545,1601854434,64200854,CC BY-SA 4.0,https://stackoverflow.com/questions/64200854/higher-order-functions-and-passing-functions-as-arguments,Higher Order Functions and Passing Functions as Arguments,1601855390.0,,
724,"['javascript', 'reactjs', 'syntax-highlighting']","{'account_id': 780, 'reputation': 6498, 'user_id': 1013, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a278b2dda325e512c1362e866e28f48c?s=256&d=identicon&r=PG', 'display_name': 'Artur Carvalho', 'link': 'https://stackoverflow.com/users/1013/artur-carvalho'}",True,1645,,64427383.0,3,5,1632978988,1602862465,64392199,CC BY-SA 4.0,https://stackoverflow.com/questions/64392199/highlight-line-in-react-syntax-highlighter,Highlight line in react-syntax-highlighter,,,
725,"['javascript', 'vue.js', 'webpack-dev-server', 'vue-cli-3']","{'account_id': 912171, 'reputation': 12867, 'user_id': 2112538, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/0bc994ca351914adf390067e7f63118f?s=256&d=identicon&r=PG', 'display_name': 'Fran&#231;ois Romain', 'link': 'https://stackoverflow.com/users/2112538/fran%c3%a7ois-romain'}",True,844,,64346635.0,1,1,1632892873,1602617191,64341907,CC BY-SA 4.0,https://stackoverflow.com/questions/64341907/vue-cli-devserver-proxy-bypass,vue-cli devServer proxy bypass,1602650060.0,,
726,"['javascript', 'clone', 'helper']","{'account_id': 1734934, 'reputation': 9522, 'user_id': 1587729, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/7e3d2ba5de8e4c7af8f3a1dc5c911b8b?s=256&d=identicon&r=PG', 'display_name': 'Damien Romito', 'link': 'https://stackoverflow.com/users/1587729/damien-romito'}",True,611,,64173074.0,7,1,1632845668,1601647578,64172944,CC BY-SA 4.0,https://stackoverflow.com/questions/64172944/how-to-get-a-subset-of-a-javascript-objects-properties-excluding-undefined-or-n,How to get a subset of a javascript object&#39;s properties excluding undefined or null properties,,,
727,"['javascript', 'callback', 'frontend']","{'account_id': 17014384, 'reputation': 76, 'user_id': 12308659, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAcdsiyDgGF54e5ubjDxUVaGkYBO80MDqM8GhYC=k-s256', 'display_name': 'Yiwei Jiang', 'link': 'https://stackoverflow.com/users/12308659/yiwei-jiang'}",True,115,,,1,0,1632824170,1603369408,64482135,CC BY-SA 4.0,https://stackoverflow.com/questions/64482135/whats-the-meaning-of-this-callback-parameter-in-tribute-js,What&#39;s the meaning of this callback parameter in tribute.js?,,,
728,"['javascript', 'php', 'jquery', 'image', 'croppie']","{'account_id': 9014166, 'reputation': 673, 'user_id': 6717660, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0bac276edc4f3995bc7ac30ce1f80779?s=256&d=identicon&r=PG&f=1', 'display_name': 'ITSagar', 'link': 'https://stackoverflow.com/users/6717660/itsagar'}",False,206,,,1,0,1632809485,1602918023,64399827,CC BY-SA 4.0,https://stackoverflow.com/questions/64399827/my-image-looses-quality-png-gets-back-color-when-i-crop-and-upload-in-php,My image looses quality &amp; png gets back color when I crop and upload in php,,,
729,"['javascript', 'node.js', 'discord', 'discord.js']","{'account_id': 19200673, 'reputation': 156, 'user_id': 14028695, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-7q5CywIzcjw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclrxQ8-r8KksUUk5pNt911zluH8Sw/photo.jpg?sz=256', 'display_name': 'Lallu', 'link': 'https://stackoverflow.com/users/14028695/lallu'}",False,1374,,,1,0,1632802467,1603628051,64523553,CC BY-SA 4.0,https://stackoverflow.com/questions/64523553/discord-js-music-bot-queue-command,Discord.js Music bot Queue Command,,,
730,"['javascript', 'css']","{'account_id': 19041272, 'reputation': 159, 'user_id': 13901310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d6a548f72b9917acbd497f8881744bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'pierreh', 'link': 'https://stackoverflow.com/users/13901310/pierreh'}",False,128,,,1,1,1632794601,1603193337,64444208,CC BY-SA 4.0,https://stackoverflow.com/questions/64444208/how-to-change-animation-duration-of-a-class-using-values-from-js,How to change animation duration of a class using values from JS?,1603193503.0,,
731,"['javascript', 'reactjs', 'gatsby']","{'account_id': 1060073, 'reputation': 5220, 'user_id': 1061892, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/7b6d4763e82634d7097df386b8573727?s=256&d=identicon&r=PG&f=1', 'display_name': 'cphill', 'link': 'https://stackoverflow.com/users/1061892/cphill'}",True,9076,,64371350.0,4,10,1632730176,1602763345,64371186,CC BY-SA 4.0,https://stackoverflow.com/questions/64371186/gatsby-window-not-available-during-server-side-rendering-build-error,Gatsby window not available during server side rendering build error,,,
732,"['javascript', 'node.js', 'reactjs', 'express', 'postman']","{'account_id': 18296014, 'reputation': 1, 'user_id': 13321935, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhobDe9G7VomDXeQ8opEV9h0wlQUxZz01Rl-1dDFQ=k-s256', 'display_name': 'Piyush Kumbhar', 'link': 'https://stackoverflow.com/users/13321935/piyush-kumbhar'}",False,191,,,2,0,1632669466,1603814641,64558360,CC BY-SA 4.0,https://stackoverflow.com/questions/64558360/cannot-get-tinder-cards-route-but-getting-route,Cannot get &quot;/tinder/cards&quot; route but getting &quot;/&quot; route,,,
733,"['javascript', 'reactjs', 'react-admin']","{'account_id': 6810469, 'reputation': 83, 'user_id': 5240845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb4d6ea214b7bf4f2a56da6f2d9e6a00?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel Sauer', 'link': 'https://stackoverflow.com/users/5240845/daniel-sauer'}",True,2599,,64472657.0,2,3,1632428664,1603218573,64451290,CC BY-SA 4.0,https://stackoverflow.com/questions/64451290/how-can-i-disable-the-auto-refreshing-feature-of-react-admin,How can i disable the auto-refreshing feature of react-admin,,,
734,"['javascript', 'webpack', 'content-security-policy', 'webpack-style-loader', 'nonce']","{'account_id': 9735878, 'reputation': 105, 'user_id': 13230147, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5bbbfe4baf74af6373574f0be69a7c18?s=256&d=identicon&r=PG&f=1', 'display_name': 'obelisk0114', 'link': 'https://stackoverflow.com/users/13230147/obelisk0114'}",False,4544,,,1,4,1632353116,1601527672,64149227,CC BY-SA 4.0,https://stackoverflow.com/questions/64149227/set-nonce-to-style-tag-by-code-in-webpack,Set nonce to style tag by code in Webpack,1601529172.0,,
735,"['javascript', 'firebase', 'npm', 'firebaseui']","{'account_id': 17061937, 'reputation': 469, 'user_id': 12345152, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-mmbOpXSNDAk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfhF2I6AYE-80p77Pq4KeycIiaN-g/photo.jpg?sz=256', 'display_name': 'Xi Liu', 'link': 'https://stackoverflow.com/users/12345152/xi-liu'}",True,6304,,64618652.0,5,4,1632320235,1604118250,64618392,CC BY-SA 4.0,https://stackoverflow.com/questions/64618392/attempted-import-error-app-is-not-exported-from-firebase-app-imported-as,Attempted import error: &#39;app&#39; is not exported from &#39;firebase/app&#39; (imported as &#39;firebase&#39;),1604121409.0,,
736,"['javascript', 'reactjs', 'nginx', 'webpack']","{'account_id': 203044, 'reputation': 14555, 'user_id': 450466, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/def14e2d64e6a27d81e77af8b643ba72?s=256&d=identicon&r=PG', 'display_name': 'Mediator', 'link': 'https://stackoverflow.com/users/450466/mediator'}",True,937,,64367235.0,3,2,1632303330,1602747887,64366992,CC BY-SA 4.0,https://stackoverflow.com/questions/64366992/how-serve-static-files-in-reactjs,How serve static files in reactjs?,,,
737,"['javascript', 'canvas', 'html5-canvas']","{'account_id': 15078201, 'reputation': 157, 'user_id': 10881621, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Nr294.png?s=256&g=1', 'display_name': 'Anokhee Jandhyala', 'link': 'https://stackoverflow.com/users/10881621/anokhee-jandhyala'}",True,1346,,,2,4,1632277627,1601524187,64148795,CC BY-SA 4.0,https://stackoverflow.com/questions/64148795/how-to-join-2-bezier-curves-smoothly-continuously-with-html5-canvas,How to join 2 Bezier curves smoothly &amp; continuously with HTML5 Canvas,,,
738,"['javascript', 'firebase', 'authentication']","{'account_id': 12499731, 'reputation': 182, 'user_id': 9098566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d53cbbf20b7c92d18ddf46479c7273e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yoshie2000', 'link': 'https://stackoverflow.com/users/9098566/yoshie2000'}",True,77,,69271747.0,1,1,1632238592,1601839176,64198892,CC BY-SA 4.0,https://stackoverflow.com/questions/64198892/javascript-firebase-how-to-switch-google-account,Javascript &amp; Firebase: How to switch Google account,,,
